AgencyID,City,MiddleInitial,NumberCreditCards,AddressLine2,Age,CreditRating,LastName,MaritalStatus,Gender,Phone,OwnOrRentFlag,Country,AddressLine1,NumberChildren,FirstName,PostalCode,State
DKV6264,Garden Grove,,4.0,gblbxfkkpxuleodoxqcummxtpbhy,8.0,,DKVPAHDRGW,M,,1-777-172-0989,O,United States of America,Mxjuuvrx,0.0,Jmomwwnmarvvlobqgmjzicx,PXARXJIOWSD,British Columbia
RTA6265,Shreveport,,0.0,Vufyewotmaeftntxxfd,9.0,583.0,RTAXVZUHAH,U,K,1-812-286-4890,R,Canada,nkircsxgibmhnmgirefydo,3.0,ojhylorijhgselommcnw,,NC
hwl6266,Frederick,C,,HBQMUACWCGSQXFRDRFOGMXMOLMHRHARREGZKUQJCCDHPO,64.0,653.0,hwlnwqrrketsghqf,,,1-881-432-8173,O,,DIMVKFVWAGQCGFUSVYWIIFTOJSTHSJOAUQFKNJVVDPWZJCEGMFFFTSSRRJSNOAQXPQKWSA,,TLCCIYQUHGKDCQRCY,kpcacs,MI
Aef6267,Hollywood,x,6.0,Vecpnwgpymowphhsap,69.0,378.0,Aeffmiywfqivqa,M,,1-831-026-8125,O,United States of America,Wbkczymblmjgigmgjwowjmqndlxrlxnbsmmrwamwlwmmmdtxedszuymdfosezwedqjixc,1.0,XOQPIEBZGIHWJGOXGHDLWVAMRUACT,juvtrgd,ND
Gfm6268,Elizabeth,,8.0,BJLAKWJWWSWTRQNWJIIBEYYMGSLUQDKRFQBECEMMOAXHNHSGJ,96.0,843.0,Gfmnmachzwvnmyy,U,M,1-520-162-2475,O,United States of America,Ecveleqqwpj,0.0,Nnzzjbmbjtlsqiadfhqgiseu,HFTIVMZRWXRM,Alberta
NGP6269,Vallejo,O,7.0,ADYBOQKQUDIDHZOAFDDHVFSEJOPMIJ,10.0,662.0,NGPSSWOIBOALVIYERLBONA,S,,1-008-884-4139,O,Canada,Zpixfjlgqowsrlazfjbvozrcdqtuazkpo,1.0,QIORCPQPINOTCOULWDZPSJBP,CBJOCEUOQF,Alberta
Saj6270,Des Moines,r,0.0,,28.0,710.0,Sajfwfokievszlggjqfdazyxufl,M,F,1-835-721-0874,O,United States of America,Ngijjbpphsykhldkwptebaojgjjnegazdwzupuwqjwciwtotcjuqrnmqtxthcvp,0.0,Rhsgqblhthhzsdedewlhfu,Ojsvdaavbij,MD
bjh6271,Dayton,,0.0,Bhepfwpfugoetdynqiwuuaewrnszpfblzuofgwnrkkwurnskwilhfzwripssc,74.0,701.0,bjhgspwqxkytkuayqikkzqvvl,M,m,1-448-248-2228,R,,Xisqfkauzhilgqz,2.0,hjpnmkuevoidyqfhqkb,knoazby,LA
Dne6272,Baltimore,x,1.0,Rdnfn,82.0,706.0,Dnesvforonkhpkqlyhcshtu,M,,1-451-304-2069,O,United States of America,Lovqqtujapzxntsybngxuxdgxowiqztznxkzgffjuxulwueuqlg,3.0,Qieuctzzn,Tvqdrdam,SD
EAD6273,Fort Lauderdale,,9.0,NTHUMXUYPMBDRZNQ,17.0,741.0,EADWMEFFLAGCJAFMQPCBZDYOJXQ,M,,1-136-991-7669,R,United States of America,Reluavqodlabfjeccnxhjhdpzdfimzxzpnniecpugcduayavaqzirdubl,2.0,Azbhpqycfqvrfwhyfeeubtk,Njcphtyrjpp,British Columbia
Esi6274,Oakland,j,2.0,apybxbqgzkmrtrzjjjnqlmxefvmnshwauwtaoiugglbmeyqtyhtysgbafisquyhhhp,86.0,,Esillpp,U,M,1-824-685-9603,O,United States of America,YFZCIWJQHHZNTNKOYRZYZAUONKRKVIMMUNNXARDIKURRSKYTOHGDZQWGZPZWBNRTSXCMK,0.0,Ewnlcamshghoqrla,IKKOSXSOUO,NV
Ufo6275,San Diego,,5.0,Zqkrhudqfonapygiiggtlbz,71.0,,Ufouxeug,W,,,O,United States of America,xtawxwqfmugchoufv,2.0,KVPYFAWINYBNVDLU,JMPBLUBGS,ND
Jxh6276,West Valley,A,6.0,xzdjdbkkx,3.0,461.0,Jxhtphpbattbvrgpjuffagcucy,S,m,1-383-201-2085,O,United States of America,ojwjtgmxbizyxhabnatzjpgckeofc,0.0,lomofzadqaufqchhb,gwtklje,SD
Yxm6277,Columbus,R,7.0,Vlbmrpkgbpkadahcwqsinunduqqyaaiinnrrnepwp,49.0,499.0,Yxmtydiwlwjsccucsfyxa,U,M,1-158-749-3011,O,United States of America,Yjmymqwcpxifjxaylsejuhfntgccctqswwuckfrdyuazpvqpaatuwvrcqtilcenmldcdocqtp,0.0,Ltnlbmeefllmpgqmkouig,humhlakhfoe,GA
Zaw6278,Vancouver,Q,6.0,JZINAWCIFSWDNWPSOCNHJIFZDDETPCQIORHPVXWWZLEWFKWZNLNVOBLYGSETBVNZVXMXLTMSRBZHEYC,,468.0,Zawssicjrqxpaqzbxczswgubasaac,M,m,1-113-509-1769,O,United States of America,opcijmxiqootzwwfihwtzhxgbjvamtacgojhtwvzcietcaknveasdtaaivnlfiikbapa,4.0,grhhfwuddtcfavroiqxxptdt,HDJANMACJDY,PA
Xvy6279,Fort Worth,U,4.0,rtivpemiajuextlyfhvgdrmjfhwdfdemjikfkvssq,52.0,,Xvyymciwxuepfhrqwmwlqfd,S,F,1-646-987-5467,O,United States of America,UJMJHRIHEMGRDALYXSSEMNMXVLTPWIYA,4.0,xlqzzdqnixciu,nikgu,GA
ggl6280,Cheyenne,,6.0,Ltolaqmgarxuwfrlchdbptgdwbqsnnqljnchapj,79.0,340.0,gglbgur,M,m,,O,United States of America,OHXSSKIHDMPUUJJZXVJHJQCA,4.0,XNZHBRLMSZ,Btwdwyk,UT
Xva6281,Kansas City,,5.0,Jtdxqcptortlnfgcevcqrihbvvmpopndwbsaujafeckwbpgcjoprlyjuih,89.0,335.0,Xvaezcmpeb,W,,1-033-446-4556,O,United States of America,Ksugudoxubcdkzqoztxeomtcsavcugxlqinlmjbwmmktgxqktbqcidmsury,1.0,uiuqmc,OICKOSDW,NE
Zqj6282,Missoula,,10.0,Ijqzatmpdrpdgoxkxphrjvvfumqqqcdtkgzftpwlhclwhtdvwp,14.0,415.0,Zqjchvobziwmt,U,,1-110-952-8073,O,,Aodqxwekrncptotiintrnrnppgjhwwubornlbltxfbmyqcgoguafjbeotlaqphqeibxp,1.0,zjfrdoivznwbiopgoitcamwmsgywn,Mppubt,SD
Vjz6283,Yellow Knife,U,0.0,Xcpsrvhebsskfvlblrunxyomuzyfefvlhwphpagqwocwbkhevepgalnaoqjieljvpphznmikkuxwg,13.0,795.0,Vjztq,S,,1-880-031-1726,R,United States of America,vrprhcxfiriydrorxgsspffmpkwpl,1.0,HXBNECSCXWZQEGBRS,,New Brunswick
Zrh6284,El Paso,D,10.0,KBMEAISSQWCYZOGAIOBARNZXNUHRXOQPAYBASLKIHNPTGLCUEOIGCGNDDDYIQSVQQNVRJDXVJD,60.0,579.0,Zrhskqkvaza,S,,1-672-498-3521,R,Canada,PXTOTGLQBMIWNWSCOPFJBCMHRTBFSHTLDUSBPZJYRS,1.0,NQUQOJNUPILU,eblsxoef,IL
zpc6285,Oxnard,o,8.0,wkuffkdjdqjwiexshqnlbekwofaedxbocdvdmoprpovorxqxgwwanrkmmhxlweqqsxkgiervm,82.0,507.0,zpclkhuobbckunikrzqmcnaqywgwum,S,F,1-173-855-0058,O,United States of America,Tnfvgghvljqdbcondzirhmsiuxminuaseyvcmx,1.0,Xbcdooixvnzaezjufbazjvghcopp,Wzfhwyzhwb,AL
LXA6286,Oshawa,,2.0,,83.0,489.0,LXAXGKZTTK,M,,1-868-420-5496,R,United States of America,gbspvvjqyknllpasidbojkualuhszibagboatluybyomsxriwennryfxjnadjb,4.0,Hqepyhlax,Wjtjssa,MT
HLH6287,Lowell,,7.0,Lkizlmghbhuzjfgcbnengkmqqitmwwskegfwrmiyhbuslqevfzjawcknpkxiqznjggbxnuttnmaceag,46.0,741.0,HLHRQHFGZPRUQHPBAOEODLVNW,S,m,1-009-301-7925,R,United States of America,FPFVZKWKAURBLTJOXQEZPXTRIAQUPSVJDUHHPHEZDLWTMVJWNZWAGJQBGRVLSELRDSDGUUNDJSIKD,3.0,Ewlhojmgbzhwbticc,SJATQUSQSW,MI
LQV6288,Fresno,,7.0,Ouxxoboor,38.0,686.0,LQVTYSJCMRQHEQUBXFXYVZAXABGTDE,M,f,1-329-141-0642,R,United States of America,VSEEJFKITARSYCLSYHXCPNJWMGEU,5.0,LNMQD,umovrutic,WY
Whs6289,Toronto,z,5.0,Bgyuwzdcakymmdvykkblzncznymwcnfavfrehoivikvyjkhptchjllyklneeqcukz,,733.0,Whsvnkxmfmwgpktkqzcsdg,W,,1-191-574-2271,O,Canada,Gaswnx,5.0,hkzonebjphkuj,Pbamyztimcza,HI
elq6290,Hartford,w,2.0,Wurjcyvhxsdhotfovwvvokkbpblx,47.0,669.0,elqseajuqjqd,D,M,1-293-076-8500,O,United States of America,hyagffcxyvusvxjvrewucupqtvumblegnehaduuwmdjjwaxhvqsaytshgmpwfwphf,2.0,ykgqmpi,Grmrsp,CA
Krn6291,Iqaluit,G,6.0,Dzowkgnjmrwbio,99.0,420.0,Krntjltttsrknfmurcxaa,S,f,1-280-789-2909,U,Canada,enqznuvdwdbvmvolkjzbyzbhxzvqhtcbagfdirujvqcnnbsvsbgodaocgfqxxduksrk,1.0,Xbllrqoamopqpuglsxavfh,Pkxmwj,SD
SLD6292,Santa Ana,,5.0,lcaozmvgftkmqphiviwbhssegmwukrmedbqnpiasqnqxlnqujfjtvzozxljjlpmpimiqjgurgdcov,79.0,599.0,SLDCXT,D,,1-513-406-0297,O,Canada,mjulhosiuvunmheqapkokixrprwmtemlxabakloizfjn,2.0,WRQRVCQWRKWUAFHJWRUJFYCEGAJH,Ckyunyfu,FL
gma6293,Eugene,o,10.0,JWXTPVWTVLPTDWUNSOQCWKGNUVXDNXABCJAJKQODHXPQMMCAFEBBFTNKMXPFEPZJUINKRRY,2.0,745.0,gmaerwmcbydvhsaenfjabbfxzp,M,,1-191-702-9644,U,United States of America,HJFIPBBXWBOOITCMELUWHXOITETWRRPFULWSFSOXGDNCQWRNOGLIYKQOTYWQQNGGTWHGFRZGUUP,4.0,OWKXDXKJECMZXGYKIPULISBWZMFRL,HKTGCWBEDK,Ontario
FWR6294,Abilene,,1.0,EMGUDQHYFZMNGFV,93.0,482.0,FWRWOWJTMOK,M,,1-899-248-8916,O,United States of America,ZJKOACBFMSCGIOTXHLZOKRMPTYUGCDDDLGMAYOZMMUJKDFDOSKTVNMYVVNB,4.0,jstox,Vjvxxgl,KS
Mde6295,Garland,,8.0,FSXHDY,69.0,405.0,Mdemxe,M,,1-443-166-0314,,Canada,ueqlwocsxpexiaeoroarhblomjucvybvaknnmitokedpkojubxkxdbqcxchjkfuehowdul,0.0,Xmcswuwsiklzksc,Vizmhbprixxh,MO
EST6296,Washington,p,8.0,Fpvlgdqycdwdfbkefjysdwjueehhgyiazczncgmhtby,11.0,547.0,ESTBXDJUFNUBZ,M,m,1-955-387-5747,O,United States of America,meazklsyvkqmpxiarpkjkpnlpjqbopmjlqgiplvegvumxmaabtervcqhdbtrpezktnknv,4.0,LWAHUSNQXLAJICLURYMKRITCLJCK,MJRKHMLSNEZF,MI
DKC6297,Tucson,,10.0,ZSSRLXCKMJWXJNCRRSFSGNMBQNGXNZVUBHAMGGIVMFLTIMRPVHJOKQSRWTLSTADEHUUNFXHJ,47.0,848.0,DKCSXHXYBKWSXSSNZRRCOMXPTYA,S,,1-754-412-9717,O,United States of America,Fufeioaxqjsjqanhdpzuoyhggvoqgztupkteiyjzllgkeovwnfgaudemmzhujzuuo,0.0,Bojvmqphazqinmi,Vgoppxku,Prince Edward Island
krn6298,Arlington,,9.0,RJFTDKFQGSRHNGSEHQBPKENLXDJSCSJP,80.0,696.0,krnnpvfrddfqaqafkt,W,F,,O,United States of America,Lbvmqbxnqchumpxjgljzowmfjvwnxotaisfgepeslaivezxkfjdotkdbdzwfkmufin,2.0,xawpbwdacpsshauofqxgfrb,miequiss,NJ
nsd6299,Kansas City,,6.0,QBLEYFUSTKNWWBRTSYKRDEDTYQVFPYJGRZNCGCUDNBFTQUFMANIGHHRMLWCSCNCFKIGNZ,28.0,658.0,nsdbsxaqhtdwnyspuwjqwrwqfvu,M,F,1-238-481-2477,,Canada,Bintmalkmqquewxdichceyvfnrzfuzyvufumlbuugzknzduvdwxggyu,2.0,syruiy,eugvi,AL
QKC6300,Sterling Heights,,8.0,Mokaswmhhl,95.0,410.0,QKCKYCQGXWBFCIVTMECHFJMK,M,,1-021-474-3956,O,United States of America,XYNFICNSCBXKXFNKWCRBWMRHAUAAYPOZPVJKUVIPBYUQRCRZWAQFIWASYHDVFUPPHWTOSOHGXA,1.0,yrsmgooaswsryabprxigupkevbpycq,CBYEYC,NH
XIL6301,Independence,L,6.0,Zlrkqssrpaehnrlnok,55.0,604.0,XILBYSANWQWCTYHWVOWEP,M,F,1-444-031-6512,U,United States of America,Kierahlrbfaqqvxgibrvqfliroztdeffitmjdlvgbvejvoatmggicfanzlaglo,4.0,tnxtqdpegnglwlealwromu,Dnsmed,MT
uzj6302,Newport News,m,10.0,EEOJOGKLMSJHQCVKHQRSGANTQIVGBDKGFRJLP,12.0,384.0,uzjdyzeggxrcayqvbslwf,M,,1-667-372-3768,R,Canada,eksqzfraikrrhpumuvlvbdempjozhhthjifcdtsnmxuclsgzxlpjrwmypuckcjfkqcncrfdbcqfkvq,5.0,Awuxusfalawbkscwjcyo,jbksllftkm,OR
Txj6303,Nashville,,10.0,JDGCHLTWJAMXLNDGAREKBFWJFR,60.0,453.0,Txjjopwlgdqegfvwrndhqn,M,,,O,United States of America,Wklgqqyjtugipbxzpwxnnjvevennoostuxanomufcvdjmcrobvxgpgflhyoqlngoocn,4.0,Ulfmnlpbsumzenexllwdd,zejstdxv,UT
Xew6304,Kansas City,,0.0,Xxcballjjzhiqacysqpftulnmlanwklvfvpjhfprhvlxeefxmiktcnfptvecxizlqokmjpcadtoa,19.0,744.0,Xewpjyqsevaojazwtjcemcspqcev,S,,1-382-875-7422,O,United States of America,Gfsnoswznwndopldmhynqwjzagchighjbpnqdcqjlfrnntcyyyogouwsehdrjdeaytrsacesysi,5.0,VAVQNVHPZNSJEPIMKOJZXJNKJRXBTC,Idxhdjho,WY
Hfu6305,Bridgeport,G,3.0,Wpepsmiccmtkmixjlandmqfnoixrakbffvajeoynsvzgsaccsvqzqqorxlouldndhfrulexd,26.0,482.0,Hfuhghbingalszdpoggtunpcxl,D,f,1-266-820-1272,O,Canada,,2.0,Esbfdhpldiiafxbxoxzgsgkge,Vazwsj,NJ
Rqd6306,West Valley,,1.0,Bwapvmixsnkmtkxlqf,88.0,548.0,Rqddodzowbbmsgjut,D,,1-153-373-5079,O,United States of America,jvanbdhwkbemf,1.0,gixsaetnds,ISSVJ,NJ
Tbc6307,Rochester,,3.0,Cbfremrxcximkgorjbbvuvcqustkomjcvlwltdcfspthecwbjac,43.0,676.0,Tbcthnabztqcdbcqjmurtdxbzxpabx,M,M,1-026-244-4380,O,Canada,pedblirrl,2.0,TKRNMXZWMSZOXDWEEHIIFLJWNOMF,Iedildyr,WI
bzu6308,Costa Mesa,B,1.0,Vtpkjfkjcgfraedkxhudl,19.0,822.0,bzuzojhmjqjpcjdzlbcapervksvf,W,F,1-653-692-2918,R,United States of America,Jijtlqoxinqemxabn,4.0,Wxprrvjiv,CZYELMN,MI
MSU6309,Toronto,,6.0,mlrphrhesfptctgrbtnwpleniivpmfsmop,70.0,830.0,MSUXGYJEJCVIQVGMOAWXGIHYMT,S,,,O,United States of America,gjydni,3.0,NUQZUSESRCRTW,vhfucm,WY
Iyn6310,Warren,B,1.0,Ghicrrzbldlzmqsgrobzsgcehv,77.0,504.0,Iynvhqjjwefrfnhzdjglqw,U,,1-064-997-8477,O,United States of America,Favojvhceclsizzngmaxmlnxovuckkaevnzkokwzltjeshz,2.0,Upmqjbtdow,PULEXASN,WI
Qsg6311,Winston-Salem,,6.0,Fbxjdmkrrpnmcjysypuugfrpiiyvtkbhhjxkkgbdvslyiylklikhgufpdyfcnsekchdldoebkwhxq,89.0,638.0,Qsghvfmcp,S,m,1-351-000-6725,O,United States of America,VFKMNMDAC,1.0,LXXOJXPYJFHLPVVDYLKFYDLLMEBS,SKZPIXE,MN
DHI6312,Inglewood,,5.0,,19.0,436.0,DHIPA,M,m,1-777-398-6733,O,Canada,,5.0,Dlkkhjy,eihaijqhmob,SD
Wzg6313,Pueblo,J,,PBESHYTJRQAZVRCAIC,,457.0,Wzgsdpzblyuv,S,F,1-419-674-8819,O,United States of America,lgmcodebgrkvjdtpaxfpsxpcktjug,4.0,Upqeoyvajjxtbxpbojvsllhx,XENPCTWORFP,NY
SIY6314,Coral Springs,,9.0,Rbopcppughwpulkxbvpryssbbzzgkwofovarzpumrxqifbhbdqwarzbcdlumuwfuazqi,12.0,811.0,SIYNSRJJBQZKSZXOLTKFMH,M,m,1-389-714-8451,O,United States of America,Mxfzwiucqeyaodkajyuxifriiudfkjqfjrppxmmtoffixezi,5.0,Fdauh,xdkfev,NY
CJB6315,Topeka,y,3.0,Wwsjlwmmhopevayrustzwpvsygrvuwtqjbxre,9.0,380.0,CJBLWOSESSRRQMAHLNXRMSABF,U,f,1-713-436-8875,O,United States of America,owvvgxaajszobclfdjbxdaxwvo,4.0,pagjdbjdhfuddjcfmknpkvbve,Wmrgbxx,MN
HLB6316,Columbia,N,3.0,BREGNFPGTGDLMXFARZWWKQBZIVDZTMACIUSIHXPTQVXBHBKSPINNO,75.0,665.0,HLBRQTFXTWNMRXWEXWGHOHSU,M,m,1-257-123-9490,U,,NXNMHCIMQDPWGBOALLODAWPUBI,5.0,Vkpzskkdmiwpfuacvvos,Ncqomp,DE
jwf6317,Norfolk,N,2.0,Fdkmtyonsykbnrjvfmwqzouaxmltflralxeflgmvsmvxypipyxncdyxpkbeyivszx,,595.0,jwfjupdxpixw,S,,1-138-720-9903,O,Canada,elcvaocgiyqyhmvyajpxrfegjzzrlgsuwcvweqlebhjvooajmrjqqrsflz,1.0,Kjafh,Flaxbxedjet,ID
QUA6318,Yellow Knife,Q,3.0,TZWWDDFOQVOTGXYQTRBZXNOUPAXQXHFL,7.0,386.0,QUAWBDYRNDOTBVAGTKHIPV,S,F,1-547-682-0573,R,United States of America,Txfiyxtfgzgzuoymzofyjvfaunxwyraeccceaketjk,4.0,Orqkyddmlynmasfbcdudjlf,EMOZCCTB,OK
Cxa6319,Burlington,,8.0,Xtfvqe,96.0,392.0,Cxahcqohmchhaiscvlligh,U,,1-597-470-3310,O,United States of America,eofntdssdvohxlesdhhbasjfierjppwdkgvkranbkwzvlugdpkigkvmov,2.0,Vksekvrmtkukpowvekyjsvfvvd,PRBPKGC,OH
Wuz6320,Chula Vista,S,3.0,ISULUOFEJJMHYLKSQIUEQRKIYWOOCDHWNBTALNPJAGSXKSIDJRCVPNGAIQQELBFRVWENIIIHAZMKFR,14.0,821.0,Wuzgmisxlyx,,,1-182-908-1231,O,Canada,Kafpmmsdmwflcykgdkgxtdgmsupkztqiloagf,4.0,Vpjbfvnhy,Etcreotgf,VA
xqj6321,Newark,,3.0,Fpqiiawadojsmznhezuvvqelvauops,78.0,556.0,xqjdlmuialmnkezokbayvnuvwdrvbm,S,,1-743-494-8114,O,United States of America,Qlhovipzspumprolkkphmbfhpvldrqwuyemfffgfpotevdarwjhzsp,4.0,EDXVMEXIFRRL,,CT
Zbu6322,Oshawa,h,7.0,Cnorpjhlxgkqwwcyvbcuiqbv,96.0,393.0,Zbuysmntplgiynvywov,M,f,1-828-832-3692,R,United States of America,Ujakgggahdwfrswcqrqhhlensvqsjjkcnoaatphatdpvlgljgzzmjchqmufpijqm,3.0,Qxesgcagbbfbrspii,Cdqpjurxtve,MT
Dvs6323,Saint John,,6.0,Efgnpawomugxjcmochjlvpbujmuijvofneuijeyiqofwgtrqsrfuulozrtoiddassjayaudr,12.0,566.0,Dvsqnwhnkhxluzbattrwqfrlfd,M,m,1-904-541-0348,O,United States of America,Xwsiamgjqkyalnwnbblhlgc,2.0,ADFUSJGKNDEAHJXUILXJTY,Fabioicllp,CA
Ivd6324,Iqaluit,d,1.0,vjznufuucccevaasldpwnacxgrjzjgrwijpidaxvicoyhermhnmltqgmytvopuqxsgbkchqsebucxh,76.0,843.0,Ivdsnczibwapnjkpkkrvzkti,W,F,1-270-927-3144,R,United States of America,MKWAMVEKDNJXQJBLGFGCSWERURHJGCGQNYNQDYVDPDQUGLKVGQHGABOQCKPT,4.0,Gsrqhqacbjst,unxjvh,IA
Pol6325,Rochester,y,9.0,trfmwrglhsbvextkysheivv,54.0,608.0,Polmmlhoeiduejtkslzbjhxyh,,f,1-035-003-1888,O,United States of America,Bnuyutstcotvmlmefohvohzvtrsehwremnunopflmuvhhtfbxgbk,0.0,SFVNVFKUHVLUMXAP,Fmzme,Saskatchewan
Ooo6326,Columbus,h,9.0,Irmybqphykqgacjqkgobualizforaxslcdrnaojhvoutckimsfubhmnbtgqlgnfscpwvubsxmnak,72.0,,Ooocyvxihuoamlskqzi,U,,1-899-802-0712,R,United States of America,NUDZAVLTUEHGETN,5.0,ghykbvw,Jbrjhgx,New Brunswick
xsv6327,Gary,,7.0,JWLEPIGSPMDDKTDTCUMEFDXBRWQZURWKQTMIVEJOHMCXQVHTSUBIVCSOPY,76.0,338.0,xsvpngyvqxrwwowae,,,1-477-181-7636,O,United States of America,Hfkdwxxphizgrarasqoipfnqbftdfbwexihvjglagrwry,2.0,Khzogcgflvsrzhrkerhhygbwugata,Hsufhpciqrw,AZ
Tqj6328,Costa Mesa,c,4.0,XAEFESUPUFLHDGIIPKKU,72.0,802.0,Tqjtvqasqpfolqitgggykqhjvxjtw,U,,1-476-528-3562,O,United States of America,Zekwiiitpanegqvutqjplrdvazxprowfsknkyvgdfkrfbjfvttsokrkiglhtygw,1.0,vufojgtnu,Wyhxrpulwv,SC
Kmj6329,Dayton,,2.0,qdnxpanilttttvkitkjyjul,33.0,601.0,Kmjfrdegeobrtocmxwyyeexbumhopx,S,F,,O,,FOIPVAEFOZTFGRCNQOPEZMOMMJZGVRZHZBTM,3.0,Mipyiwyvztn,fekuw,Ontario
Cpq6330,Louisville,,4.0,Vgpixsayqdfnfjnglpnfhxwdubtmqjuchmxilflbfthqxtjpghpetnfdfshpfzihrjpuljfft,5.0,414.0,Cpqloj,M,f,1-887-612-7923,O,United States of America,CVECRKONBUDWYNDVLVADU,1.0,MVJEJAEACXPCQVHGEMYMVVRAC,Wacgbjlq,CT
ipw6331,Richmond,,4.0,oyikcrfurammnpausttgpnuobzktainfwgluqmeyqfibwurxdqipebllejfkkkbaeibxzsi,46.0,512.0,ipwdlbbukxk,M,F,1-022-564-6870,R,United States of America,Wdrqtbvxuqaxpkwftaibbqmvyijqbcdobsloxavmlexkqbbudxtegghiihqtrbwjzpwrhy,2.0,fduikwbvfdwlfxcbnrcub,Bzamqwebzjb,SC
Isi6332,Coral Springs,n,1.0,Faogyklrhjpupoafo,28.0,450.0,Isiqxwcbeuvmsxnyksxxdo,M,,1-360-409-8583,O,United States of America,Hlrqfxnfexaybvqjdzztrzgmwpjcodfyfrxyuxsmhbisrxdgbrjcwjjblriagupxvjnxatjcamfhaxq,5.0,MAPNSIEAATOBRZXOSUUQ,,Manitoba
Dfg6333,Frederick,I,2.0,xmeexwvywjdndywzehsv,40.0,571.0,Dfgosmwuc,U,m,1-482-734-0729,O,United States of America,Euqadhq,0.0,Cegqacwhfkpyowfgxgstdnawkucnfh,NJTNIHDETL,HI
yih6334,Oklahoma City,,8.0,QANBAXSFAAVGBVICPPAORNLOQXFSFBPBVPIZCWWQXYGHNWEC,77.0,420.0,yihczzjjzaeuwqy,M,,1-686-660-8502,O,United States of America,uzlakehorhvddexusnknhhcanmspzbcheurzpoucpjedexczizvtcuhnabdqfsabovukojndvfx,2.0,JGFYCREKMFCIDADNEOXTK,Pnwnbtk,NE
Pzd6335,Hay River,U,5.0,Itwwgqzipqfuknlgibkknpqtrob,49.0,312.0,Pzdtipghncnqquslhawq,U,F,1-009-596-8114,O,Canada,DPYDYUWSOLUOUPACULNGCZXBKIXBHWUFNQULXWIOCXQLRCKEDJTNHIDFUGRTNLDINXASEH,0.0,ylszltatijsmuu,Uopbpbu,WI
Icl6336,Tempe,,3.0,creyifuckklufgunnkfcjhimnveagareavnbveujpkbmrembdiqfisaarxtcfnulujlxianmtbtem,50.0,446.0,Iclhcsbbps,U,f,1-294-585-3578,O,Canada,Idrgaxhvzvflqmxcaarjdrvwzxcukp,1.0,Miimipxdzllxoqxtespxmssszg,ejwyfj,VA
Pdv6337,St. Catharines,,1.0,Lhwgtmwygewthedvqvubnkocdcryavegzmyzojebsnpo,59.0,,Pdvlfyc,M,,1-241-796-4665,O,United States of America,JHULISCQDQLFOCWKX,0.0,Aomxbqntxr,Nyikcqhgfjt,TX
Leu6338,Spokane,,1.0,KQHUVJAXXXPBOEQPMOGJL,48.0,315.0,Leujnpecufclap,M,M,,U,United States of America,Lfdatvxdpbzlphl,3.0,vdupknsqsptfgqqetfjauc,RWKVAEHKKN,RI
Hui6339,Spokane,,3.0,BXEGCMORCLOWSDVHEUPCCJMDWLGO,19.0,301.0,Huiooiutjsxyfuhvqisgcet,M,f,1-424-489-3206,R,United States of America,Idxfuvxjhfbbtwfnslyxugcggcwlkoljuigpuyhad,5.0,qxbnefzkbnhumargagy,Lecoe,Saskatchewan
Yzr6340,Fullerton,E,10.0,isccdaliiykextoluimhabqojhoefcgknhfjorxsqozscdhjulkxhpiqqidw,57.0,563.0,Yzrdvdctvrnyydrasljzwgaadtcli,M,f,1-064-026-5707,O,United States of America,Ojnfsdbplowtfcekzotjxhejtx,2.0,WKTPKKHTWILXDG,jvncowqgnd,AL
ufp6341,Riverside,u,9.0,Ptklvbywvba,88.0,781.0,ufpsol,M,,1-736-279-0553,R,United States of America,gquajwtkdprqytdbjeyeqofyoxxlrbqeiyvpwwvnjhpzhdzwpepowcaxgdhxdmsmucstdrssblv,3.0,TETWMLQXYQHIZAJNLNL,Bezufzk,NH
yeg6342,Rochester,R,7.0,EGVCROMNSVPNTQTLNTEVAUL,90.0,841.0,yegutqmqdfaaqjjurfmgnewu,D,m,1-057-996-7808,U,United States of America,npdkfigyqpkkatqyhqcwzmjwxwgjezfuhkjecekwwhqt,4.0,vsjba,Lqwzsaikpyg,Saskatchewan
Coy6343,Erie,C,8.0,Utfvvvguvabanlcppaoijvfrdfqjyrfbfgrsdicwiypxkodhhxpqiv,71.0,369.0,Coylohgmlnzpjxcdjksg,M,,1-713-243-3825,O,United States of America,alwfkgxenbhunqmjbvclffqsfkhueqfnsmrriupvbewe,0.0,dvgkpicbtyaibfjirr,irovzjj,KY
LVW6344,San Antonio,,0.0,Vzmcfpnvyhhxlpqrbmq,64.0,314.0,LVWCAOMWPLEJ,U,,1-476-422-3258,O,Canada,Sdixpwicduzh,1.0,xuegqngvmtsvmzlhymwqjcshroisi,,MA
nsc6345,Mesa,Q,8.0,Bagbmzlmheabtsgvxbybuadirernp,70.0,833.0,nsciksllfhwkrwdkcidmmh,M,m,1-889-606-7641,R,United States of America,Tcmiliveudlynhsgnseoctchnuluvkqjhhnhzgpwhpupgoqdqwmfdzqpg,3.0,aogkvjqdpaqerkuer,Kdywgzru,TN
XSF6346,Lansing,,4.0,fyfvgejdutnucwfblwdysobfojqnntbcfwz,69.0,590.0,XSFOEAATGDNVFINTAKXICN,W,m,1-994-392-4147,R,United States of America,Fmnjuhshdggnoyhdiosnyoihlgcpafaimkwodgtumovokcbtrxwzeubfniopqbqfiduevxvaw,5.0,elqalfpkv,DLUTIW,MO
