prospect_gncd,prospect_crdtrtng,prospect_pstlcd,prospect_nmbrchldrn,prospect_mplr,prospect_mddlntl,prospect_lstnm,prospect_ddrssln1,prospect_ntwrth,prospect_phn,prospect_gndr,prospect_cntr,prospect_frstnm,prospect_nmbrcrs,prospect_ct,prospect_mrtlstts,prospect_g,prospect_wnrrntflg,prospect_nmbrcrdtcrds
blo2204,309.0,36132,0.0,Supervalu,G,bloodworth,20108 electra court,,1-770-385-8660,,United States of America,natalee,4.0,Livonia,U,66.0,O,8.0
Bow2205,749.0,77095,0.0,NV Energy,T,Bowling,24050 ESSINGTON EAST,3388619.0,1-994-475-4795,,United States of America,Phan,1.0,Halifax,S,83.0,O,10.0
Cou2206,678.0,92882,1.0,Celgene,J,Couron,8317 holly rue,3228183.0,1-323-851-3965,m,United States of America,Elton,,Ann Arbor,M,11.0,O,1.0
noo2207,415.0,E7O 1G1,5.0,Enersys,X,noorbhai,9167 zimmerman road,2650029.0,1-985-432-5047,,United States of America,terri-jo,2.0,Chula Vista,D,83.0,O,5.0
Bra2208,842.0,v6o 1t9,4.0,Office Depot,,Bragado,19358 beach street,,1-269-512-2305,F,United States of America,Bibi,5.0,Greensboro,W,79.0,,2.0
Leb2209,554.0,45418,1.0,,Z,Lebo,16592 creekbend street,2757645.0,1-876-006-6279,,United States of America,Hilmi,4.0,Fort Lauderdale,U,37.0,O,5.0
bou2210,659.0,35222,0.0,DirecTV Group,,bourret,12777 pembrook lower,2982964.0,1-248-640-5168,F,United States of America,linda,3.0,Regina,M,91.0,U,4.0
Lua2211,608.0,19076,1.0,Aventine Renewable Energy,,Luan,950 WILLS WEST,2073728.0,1-683-272-0859,m,United States of America,FRANCISCA,0.0,Waterbury,M,85.0,O,3.0
BVW2212,454.0,83734,2.0,Juniper Networks,,BVWORKS,19647 bonnie brae drive,1939876.0,1-525-010-8138,,United States of America,aurie,4.0,Fargo,U,,U,10.0
Bob2213,550.0,94621,1.0,Chemtura,,Bobbitt,19939 BEARD PARK,2858774.0,1-910-506-2737,,United States of America,Marlena,3.0,St. Johns,M,10.0,O,2.0
De 2214,516.0,M6s 1h9,2.0,Ross Stores,,De coursey,23070 waldemar road,2416064.0,1-843-065-9804,,United States of America,dorise,0.0,San Buenaventura,M,100.0,O,9.0
Mox2215,345.0,M8c 1x5,0.0,St. Jude Medical,,Moxley,23477 vessey way,1190422.0,1-585-867-5513,h,United States of America,Kristopher,4.0,San Bernardino,U,,O,2.0
Han2216,847.0,60615,3.0,Host Hotels & Resorts,,Hanham,22133 wesleyan way,828465.0,,,United States of America,ANGELLE,2.0,Fayetteville,,1.0,O,2.0
Zad2217,703.0,M2R 1D8,1.0,Cummins,,Zadow,16701 pearl drive,3079265.0,1-852-025-7769,,United States of America,Vallie,1.0,Montgomery,U,,U,8.0
SUG2218,443.0,43650,2.0,Noble Energy,,SUGARMAN,8157 puckett court,3832103.0,1-330-767-6947,,Canada,VALLY,1.0,Overland Park,S,29.0,O,8.0
Cos2219,,T5a 1z5,1.0,Macy's,,Costantino,6341 charlotte court,2668580.0,1-834-894-3498,m,United States of America,Zein,2.0,Hampton,U,22.0,O,0.0
LIN2220,301.0,32258,0.0,McClatchy,,LINDSTROM,13342 cecil way,1482017.0,1-957-862-9149,F,United States of America,EMERY,2.0,Hayward,D,42.0,O,6.0
ols2221,496.0,90306,2.0,,R,olsen,4482 EDEN AVENUE,2850059.0,1-966-695-0102,F,United States of America,LAVINA,2.0,Lansing,M,20.0,O,7.0
Fer2222,414.0,13212,4.0,Markel,,Fernando,1297 GRAY FALLS CRESCENT,2638386.0,1-265-318-0830,M,United States of America,HENKA,1.0,Vallejo,S,99.0,O,2.0
BRO2223,468.0,63157,3.0,Discover Financial Services,,BRODY,18716 GREENE DRIVE,2747300.0,1-762-750-6665,F,United States of America,Quinta,0.0,Regina,S,38.0,R,0.0
Tar2224,542.0,60720,4.0,Piedmont Natural Gas,N,Tarsky,7609 josey street,557889.0,1-162-818-2180,,United States of America,Clive,1.0,Pembroke Pines,M,48.0,O,4.0
Buf2225,672.0,93706,0.0,Wyeth,,Buffam,8813 olympia north,3329855.0,1-312-087-4943,,United States of America,lorinda,3.0,Santa Rosa,S,53.0,O,2.0
Cur2226,328.0,63147,5.0,Duke Energy,,Currer,4382 WISTERIA AVENUE,1393026.0,1-212-528-4839,,United States of America,SETSUKO,0.0,Sioux Falls,S,99.0,R,0.0
Ver2227,445.0,T6b 1j2,1.0,Penske Automotive Group,,Verhotz,3695 SILVER SAGE DRIVE,408633.0,1-090-403-2801,m,United States of America,Wandie,2.0,Greensboro,M,26.0,,8.0
Sch2228,327.0,30307,5.0,Interstate Bakeries,,Schutz,8830 saratoga east,1984436.0,1-591-408-3139,f,United States of America,ELKA,0.0,St. Petersburg,W,24.0,O,7.0
Cre2229,489.0,22325,4.0,Ryland Group,,Crepeau,10331 round lake upper,1404547.0,1-581-209-1534,,Canada,Parminder,5.0,Greensboro,M,62.0,O,5.0
LAS2230,413.0,98404,5.0,Universal,,LASSIG,2023 REYNOLDS STREET,1761507.0,1-449-824-2582,,United States of America,FITZGERALD,0.0,Evansville,D,46.0,O,6.0
BOG2231,704.0,H5j 1p2,4.0,Neiman Marcus,B,BOGUMILL,5740 PINTO CRESCENT,2227297.0,1-938-998-9622,m,United States of America,ABBYE,5.0,Sterling Heights,,10.0,O,8.0
PRO2232,375.0,36659,0.0,Tech Data,,PRODUCTION,18675 calhoun lane,967270.0,1-617-823-2859,M,United States of America,LEANORA,2.0,Victoria,W,65.0,O,10.0
Nao2233,681.0,15232,2.0,CHS,W,Naolu,24399 rollingwood crescent,747031.0,1-117-974-9493,,Canada,Tonia,,Fresno,U,98.0,R,9.0
Gri2234,575.0,23505,1.0,Administaff,,Grissom,3909 marcus road,3172177.0,1-688-568-2577,F,United States of America,CUBICAL,5.0,Norfolk,W,69.0,O,2.0
Lav2235,,43611,2.0,Energy Transfer Equity,,Laverty,10302 BASSWOOD SOUTH,326172.0,1-647-875-1852,,United States of America,Kath,5.0,Garland,M,3.0,O,8.0
KRE2236,359.0,19025,1.0,Zimmer Holdings,R,KREIGER,11183 wilshire avenue,1134832.0,1-594-362-8351,,United States of America,Dorothee,5.0,Santa Clara,M,0.0,O,4.0
Td2237,655.0,85269,1.0,Procter & Gamble,E,Td,10534 milam north,2940157.0,1-881-272-2852,f,United States of America,wee-seng,0.0,Scottsdale,M,17.0,O,3.0
VRE2238,576.0,35279,2.0,Tupperware Brands,B,VREUGDENHIL,6590 yohan upper,2623046.0,1-987-801-6707,,United States of America,Lotti,5.0,Eugene,S,44.0,O,1.0
pbx2239,493.0,14603,3.0,Pitney Bowes,Y,pbx,16096 burnham park,1128811.0,,,United States of America,Enrika,2.0,Montreal,W,60.0,U,8.0
Lac2240,715.0,M3W 1L2,4.0,International Paper,,Lacasse,17362 coffey upper,1236194.0,1-940-312-2282,M,United States of America,agathe,4.0,Fort Collins,U,90.0,O,9.0
Mei2241,639.0,M5A 1W2,2.0,Tiffany & Co,,Meiser,20827 clint way,3767930.0,1-608-729-2555,,Canada,SANDIE,4.0,Windsor,M,30.0,O,2.0
Cum2242,733.0,98118,2.0,,,Cumming,15336 shadowbriar east,,1-034-240-6539,m,Canada,PRISSIE,4.0,Chula Vista,S,79.0,O,7.0
Bro2243,385.0,94220,5.0,Home Depot,,Brownlie,3234 pasadena boulevard,3041308.0,,,United States of America,MAREAH,0.0,Winston-Salem,W,23.0,O,2.0
Bru2244,484.0,93776,2.0,Supervalu,U,Brunsting,2201 cone avenue,3873645.0,1-663-253-7765,,United States of America,Kennon,0.0,San Bernardino,U,90.0,R,8.0
Kik2245,831.0,85235,3.0,Insight Enterprises,,Kikuta,18123 CORMORANT CRESCENT,1653673.0,1-413-077-1895,f,United States of America,Parveen,5.0,Costa Mesa,S,2.0,,
Dan2246,557.0,85267,1.0,YRC Worldwide,R,Dantzler,3234 PASADENA BOULEVARD,2992277.0,1-940-584-7789,,United States of America,Janis,2.0,Vancouver,S,58.0,R,6.0
Sev2247,543.0,90331,5.0,Southwestern Energy,O,Severin,19453 WISTERIA EAST,3264333.0,1-952-017-3541,m,United States of America,nicol,1.0,Reno,W,69.0,U,
Man2248,307.0,99779,2.0,Estee Lauder,A,Manuszak,7766 brown rue,3994013.0,1-266-082-2325,M,Canada,Helmut,1.0,Nashville,M,15.0,O,5.0
NAU2249,460.0,21701,0.0,Caterpillar,T,NAUJOKS,12449 KNIPP COURT,3575154.0,1-146-030-0334,f,United States of America,Charman,3.0,Stockton,M,55.0,O,7.0
bor2250,583.0,59803,0.0,Equity Residential,D,boraie,22282 bramblewood park,3930784.0,1-275-990-6211,f,Canada,gweneth,0.0,Santa Rosa,M,65.0,U,2.0
hug2251,751.0,A5e 1b5,5.0,Brink's,,hugo,11976 halms upper,2620437.0,1-749-352-4215,,United States of America,Lorne,2.0,Colorado Springs,M,4.0,O,6.0
Syd2252,,99723,0.0,Allegheny Technologies,D,Sydoryk,12773 linden west,574754.0,1-131-600-7324,F,United States of America,FRIEDA,0.0,Grand Rapids,M,37.0,O,3.0
EAR2253,719.0,T5a 1x3,3.0,Apollo Group,,EARNHARDT,15613 PAINE LOWER,398547.0,1-784-178-6214,f,United States of America,linn,1.0,Livonia,S,96.0,O,6.0
sha2254,318.0,77068,2.0,Newell Rubbermaid,,shackelford,20394 macon avenue,,1-252-859-6160,,United States of America,Wynnie,5.0,Oxnard,D,70.0,O,6.0
DYB2255,841.0,35299,0.0,McGraw-Hill,U,DYBA,19551 alexander way,2630153.0,1-992-454-1686,,Canada,KARTIK,0.0,Thousand Oaks,M,26.0,R,6.0
Whi2256,,99533,2.0,eBay,,Whitt,12957 midway park,707793.0,1-812-756-0264,M,United States of America,Blake,4.0,Des Moines,M,48.0,,5.0
CAM2257,835.0,t6c 1k6,1.0,Protective Life,,CAMPEAU,11376 KNIGHT COURT,1417934.0,1-378-592-8978,,United States of America,Zandra,3.0,Tallahassee,U,42.0,R,2.0
Gav2258,429.0,T5a 1j6,1.0,Bristol-Myers Squibb,,Gavin,13327 darlington drive,1289312.0,1-815-961-0727,f,United States of America,anstice,5.0,Simi Valley,S,4.0,O,7.0
KUR2259,540.0,90775,4.0,Hewlett-Packard,W,KURACINA,24717 midland lane,2108279.0,1-459-942-4608,,United States of America,Katy,1.0,Austin,W,80.0,R,7.0
MUL2260,586.0,35815,3.0,Staples,W,MULVIE,4966 westpark south,3266194.0,1-157-045-8689,,United States of America,LANAE,2.0,Fairbanks,M,28.0,O,7.0
Law2261,467.0,30357,2.0,Modine Manufacturing,,Laws,23686 king lane,652363.0,1-769-759-2465,f,United States of America,MAYBELLE,4.0,London,M,39.0,,1.0
HEA2262,819.0,V6Z 1Q6,2.0,Jacobs Engineering Group,,HEARNDEN,5462 knowles court,1883004.0,1-450-626-0411,,United States of America,Myriam,0.0,Chicago,M,21.0,O,9.0
Hum2263,599.0,V5C 1N4,5.0,Nucor,K,Humphrey,10534 milam north,3893078.0,1-332-222-1549,,United States of America,shuqing,4.0,Toronto,,84.0,O,3.0
Hel2264,412.0,72917,5.0,Belk,G,Helstab,7820 harrington park,1390265.0,1-933-511-7116,,United States of America,lian,5.0,Knoxville,U,25.0,O,9.0
OPE2265,548.0,H2c 1z2,1.0,Vulcan Materials,,OPERATIONS,3450 dunbar avenue,,1-139-977-6060,f,United States of America,jean-francois,2.0,Edmonton,M,72.0,O,6.0
Ess2266,692.0,H7f 1u9,,Amerco,,Esson,17976 jack avenue,2038893.0,1-335-498-3368,M,United States of America,Costanza,0.0,Oklahoma City,U,53.0,O,9.0
Mun2267,768.0,19133,3.0,Praxair,V,Mundi,14506 abbott west,,1-231-079-8786,,United States of America,KIERAN,4.0,Tacoma,U,11.0,O,3.0
Str2268,448.0,02902,5.0,Gardner Denver,Z,Struble,10484 HARLEY DRIVE,3305120.0,1-423-266-4675,,United States of America,Cati,3.0,Chula Vista,W,21.0,O,3.0
POR2269,796.0,35818,3.0,Dick's Sporting Goods,,PORTERFIELD,2132 meadow lake upper,3279204.0,1-983-170-1196,M,Canada,TALLOU,4.0,Costa Mesa,U,66.0,,
dev2270,830.0,76112,2.0,Mosaic,,devault,19015 chennault lane,51515.0,1-132-447-2050,,United States of America,ELLISSA,5.0,Warren,U,72.0,O,1.0
Dik2271,794.0,92415,2.0,Southern,Y,Dikens,20387 fox grove park,3395383.0,1-144-274-1118,,Canada,Maiga,0.0,Mesquite,U,67.0,O,4.0
PIZ2272,416.0,55403,2.0,Genzyme,,PIZZARELLO,14830 EDGEWOOD ROAD,2810972.0,1-733-974-3086,,United States of America,margo,5.0,Amarillo,M,12.0,O,8.0
Mar2273,372.0,e7n 1l9,5.0,Tyson Foods,R,Margetson,12064 alonzo street,2340572.0,1-970-244-5115,,United States of America,PATIENCE,5.0,Pomona,S,38.0,O,10.0
FOG2274,667.0,45219,4.0,CenterPoint Energy,,FOGELSON,23274 beatty park,1470592.0,1-692-512-1932,f,United States of America,SHOU-MEI,2.0,Raleigh,M,56.0,O,1.0
luc2275,,94373,0.0,CC Media Holdings,,lucas,6976 parkinson court,202727.0,1-873-367-6426,M,United States of America,De-anna,3.0,Tempe,M,6.0,O,8.0
Rot2276,405.0,46231,0.0,Aleris International,,Rothey,19611 mesa lane,2529122.0,1-567-074-6165,,United States of America,HERMIA,3.0,Tucson,D,,R,4.0
TRE2277,541.0,V6W 1Q9,3.0,Brown Shoe,X,TREMAINE,5291 market avenue,2681930.0,1-936-053-6470,f,United States of America,Edgar,4.0,Knoxville,S,95.0,O,5.0
Tra2278,432.0,38129,1.0,RadioShack,,Trader,21247 sandpoint boulevard,3231612.0,1-990-669-9359,,United States of America,joji,3.0,Mobile,M,38.0,R,2.0
Gon2279,504.0,77072,5.0,Genzyme,,Goniotakis,15768 crestline east,3514932.0,1-285-100-0429,,United States of America,franz,3.0,Lewiston,W,87.0,O,9.0
TEE2280,,20016,4.0,Insight Enterprises,X,TEERDHALA,15339 mccann road,2224454.0,1-952-134-8145,F,Canada,Zia,3.0,Alexandria,M,23.0,O,0.0
Nos2281,364.0,60725,4.0,H&R Block,N,Noseworthy,22506 shelter drive,,,,United States of America,Erik,0.0,Rapid City,D,51.0,O,1.0
DEE2282,698.0,V6D 1V5,0.0,General Cable,,DEE,428 emerson west,3924427.0,1-577-967-1174,f,United States of America,Noelle,4.0,Little Rock,M,41.0,R,8.0
Zbu2283,756.0,E7n 1f5,4.0,Unified Grocers,Y,Zbuda,12716 lexington street,115798.0,1-592-198-7912,,United States of America,Tatsman,3.0,Virginia Beach,,,O,8.0
O'R2284,592.0,43216,1.0,Cooper-Standard Holdings,,O'REGAN,13121 wise park,3637801.0,1-713-758-9842,f,United States of America,trudey,3.0,Coral Springs,S,,U,10.0
Bre2285,458.0,V5a 1o6,1.0,Discovery Communications,U,Brewster,22609 REAGAN DRIVE,814000.0,,,United States of America,miof mela,,Saint John,M,40.0,R,6.0
Kum2286,441.0,53749,3.0,Applied Biosystems,,Kumar,17962 COLUMBUS EAST,3294853.0,1-389-539-0292,f,United States of America,Gertruda,2.0,Lancaster,M,68.0,O,4.0
Moo2287,759.0,94144,1.0,Convergys,,Moores,19068 coventry park,3398170.0,1-886-179-5840,,United States of America,Galina,5.0,Warwick,M,14.0,O,0.0
KAT2288,695.0,V6p 1s7,0.0,Sempra Energy,,KATHIE,10792 trail lake road,2620242.0,1-821-821-0324,,United States of America,Bnrtor,5.0,Alexandria,M,24.0,O,10.0
Mou2289,634.0,h7h 1v4,3.0,Fortune Brands,,Moulton,4679 furr avenue,2441656.0,1-628-893-2322,,United States of America,htd,2.0,San Bernardino,W,5.0,U,3.0
ero2290,585.0,33139,,Cummins,,eros,14569 VOSS NORTH,2878456.0,1-879-888-6649,m,United States of America,Hans,,Henderson,M,80.0,R,0.0
Hol2291,767.0,04118,3.0,Northern Trust Corp.,,Holsclaw,20166 presido park,2658916.0,1-620-567-5053,F,United States of America,deanne,,Hilo,W,3.0,O,7.0
RIT2292,717.0,38171,2.0,ConocoPhillips,B,RITCHEY,13309 windsor rue,,1-814-919-4804,F,United States of America,ACCOUNTING,2.0,Wichita,S,35.0,O,2.0
BLA2293,706.0,92182,2.0,Nash-Finch,,BLANCHETTE,21811 SILVER NORTH,3704935.0,1-471-080-6427,f,Canada,emmalee,5.0,Fort Collins,M,50.0,R,0.0
Mcm2294,757.0,43634,2.0,Pool,A,Mcmannen,20900 marchmont west,416153.0,1-097-612-2439,,United States of America,bvworks,3.0,Irvine,M,27.0,O,7.0
lin2295,690.0,30357,5.0,LandAmerica Financial Group,,lindsey,10386 bellflower upper,1723082.0,1-675-770-8177,,United States of America,Janene,0.0,San Antonio,M,73.0,O,0.0
cho2296,356.0,93305,5.0,First American Corp.,,choo,13175 halifax lower,429379.0,1-535-872-6753,m,United States of America,MARY,3.0,Saint John,M,27.0,O,2.0
dzi2297,632.0,A2c 1v5,0.0,Kellogg,,dzioba,23956 sheriden way,1047754.0,1-092-609-1274,m,United States of America,Billye,1.0,Phoenix,U,78.0,,
DUP2298,483.0,02901,1.0,Magellan Health Services,,DUPLAN,9625 allen boulevard,,1-424-387-9820,,United States of America,LANITA,0.0,Fort Collins,U,84.0,R,0.0
Bar2299,722.0,77144,5.0,,O,Bartley,482 lamar lane,3912108.0,1-674-954-5505,F,United States of America,Gilberte,5.0,Irvine,S,38.0,,4.0
Boy2300,,T6b 1k7,4.0,Clorox,,Boyd,20025 routh crescent,3998775.0,1-987-867-2561,F,United States of America,YALONDA,5.0,Charleston,U,74.0,O,8.0
Che2301,319.0,46411,3.0,FirstEnergy,,Cheesman,19342 WYCLIFFE PARK,970582.0,1-090-113-7984,M,United States of America,Linn,2.0,Charlotte,M,,O,6.0
ala2302,423.0,92122,1.0,McKesson,,alavi,21448 HAMPTON BOULEVARD,,1-830-949-2676,,United States of America,cory,2.0,Minneapolis,,3.0,O,4.0
Gat2303,624.0,38130,2.0,Hayes Lemmerz,P,Gatka,3367 FOUR WINDS STREET,2818031.0,1-574-233-8774,f,United States of America,Berti,1.0,Lincoln,S,43.0,R,0.0
Van2304,688.0,H5k 1o4,2.0,Centex,,Vanderpol,13725 CENTRAL LANE,834838.0,1-689-818-6215,M,United States of America,Timothea,1.0,Fremont,S,80.0,O,10.0
pel2305,329.0,r5g 1m8,0.0,Fortune Brands,R,pelz,24200 north crescent,1401306.0,1-519-579-4274,,Canada,Dorin,2.0,Montreal,M,14.0,O,8.0
Wic2306,774.0,T6D 1H3,4.0,Wendy's/Arby's Group,A,Wickham,9941 briar forest street,1949038.0,1-083-472-8591,F,United States of America,Farid,4.0,Dawson City,U,51.0,O,4.0
Sta2307,511.0,90373,2.0,Las Vegas Sands,,Stackpole,10881 bellaire avenue,1178413.0,1-955-659-2891,F,Canada,Brit,0.0,Fort Collins,S,74.0,O,6.0
Mcg2308,413.0,T5A 1Z6,2.0,OM Group,,Mcgurn,21665 gemini east,3048799.0,1-894-967-3044,,United States of America,Gennifer,2.0,Oakland,U,,O,2.0
jan2309,554.0,H6d 1z2,5.0,NCI Building Systems,P,jancewicz,17687 denton lower,3135220.0,,,Canada,melek,2.0,Grand Prairie,U,16.0,O,6.0
Tan2310,821.0,94655,0.0,National Fuel Gas,W,Tanferna,8980 orinda east,1739318.0,1-791-626-6291,F,United States of America,mal,2.0,Bellevue,U,100.0,O,5.0
O'g2311,512.0,35825,1.0,CHS,,O'grady,14827 PAINE UPPER,2825750.0,1-963-052-2393,,United States of America,Robinett,,Sudbury,U,29.0,O,5.0
DEM2312,423.0,06113,3.0,United Rentals,,DEMPS,16897 TANBARK LOWER,1956967.0,1-527-012-8580,,United States of America,Katusha,0.0,Grand Prairie,W,84.0,O,6.0
RUD2313,549.0,85211,,Watson Wyatt Worldwide,,RUDDELL,20857 HOWARD PARK,3675083.0,1-378-957-7414,,United States of America,Luci,1.0,McAllen,S,77.0,O,10.0
Gab2314,778.0,V6s 1p8,4.0,Baker Hughes,H,Gabe,6106 ashland east,1966185.0,1-883-221-7877,F,Canada,Lili,4.0,Pittsburgh,M,12.0,R,8.0
Hil2315,665.0,40505,4.0,BE Aerospace,,Hildebrand,5993 NOONAN LOWER,3943075.0,1-382-801-0608,,Canada,Subhra,0.0,North Las Vegas,M,42.0,O,5.0
bam2316,535.0,H7H 1V5,2.0,Briggs & Stratton,,bamfo,14930 griffin upper,1635014.0,1-822-747-2746,,United States of America,Gary,4.0,Warren,S,97.0,U,2.0
sch2317,698.0,V6G 1U2,3.0,ConAgra Foods,,scheible,2297 amsterdam court,3266869.0,,,Canada,Audivox,3.0,Warren,M,42.0,R,10.0
Cro2318,766.0,23267,5.0,Land O'Lakes,,Croom,8400 polaris west,2308190.0,1-671-063-0805,f,United States of America,dpn,2.0,Arlington,U,75.0,O,0.0
Lom2319,770.0,H5L 1R4,4.0,Aramark,,Lommen,7661 grant way,908999.0,1-643-923-5060,M,United States of America,Drudy,5.0,Lewiston,M,99.0,O,9.0
Slo2320,746.0,T5a 1j8,2.0,Laclede Group,,Sloan,21437 whitman south,3457876.0,1-671-729-3733,,United States of America,VIVIENE,4.0,Buffalo,,33.0,R,8.0
ANN2321,559.0,94287,0.0,Northrop Grumman,,ANNUNZIATA,22818 candlelight upper,1165375.0,1-828-980-5660,,United States of America,LIANNE,,Las Vegas,W,31.0,O,1.0
tes2322,737.0,T5a 1x6,4.0,Rent A Center,U,testing,14770 juniper drive,3794304.0,1-957-263-6977,m,United States of America,Ame,3.0,Fort Smith,M,46.0,O,7.0
Ric2323,301.0,37212,2.0,ON Semiconductor,,Ricketson,4370 vessey avenue,1610195.0,1-249-217-8911,,United States of America,Marquita,3.0,Rapid City,M,53.0,R,8.0
Gra2324,605.0,V6u 1s8,4.0,Harman International Ind.,,Grafton,18464 ashbrook lane,2958408.0,1-377-269-8952,m,United States of America,Lucita,2.0,Ottawa,M,76.0,O,5.0
loa2325,,H5l 1r7,4.0,Calpine,,loadsum,22326 colonial lower,612598.0,1-695-380-8059,,United States of America,kirby,4.0,Toronto,U,71.0,O,1.0
GOO2326,504.0,47704,3.0,Plexus,,GOODIER,2747 conier lane,691904.0,1-940-413-6357,,United States of America,Blondelle,3.0,Fort Lauderdale,M,,U,7.0
Bea2327,741.0,m3x 1j9,2.0,Consolidated Edison,V,Beavis,232 LYLE PARK,565745.0,1-544-940-2396,,Canada,lizzie,,Springfield,,11.0,,9.0
Sid2328,533.0,t5c 1n7,5.0,US Oncology Holdings,,Sidorovsky,3259 beningus west,2782013.0,1-904-825-9084,,Canada,Hortensia,2.0,Fresno,W,82.0,O,7.0
Mtl2329,490.0,94607,2.0,Scotts Miracle-Gro,,Mtl,12709 wycliffe crescent,377933.0,1-890-935-4484,,United States of America,JANAYA,4.0,San Bernardino,M,37.0,R,9.0
O'k2330,700.0,V6e 1v7,5.0,Dr Pepper Snapple Group,,O'keefe,22019 lyons avenue,622766.0,1-642-030-6482,U,United States of America,cho-lun,4.0,Simi Valley,,7.0,R,10.0
Tse2331,661.0,60622,2.0,Lockheed Martin,J,Tse,10526 doheny rue,2574160.0,1-859-386-4203,,United States of America,DINO,2.0,Dawson City,D,56.0,O,7.0
VER2332,578.0,T5b 1j1,,Silgan Holdings,,VERHOEVEN,24996 ROBBINS EAST,2745664.0,1-623-001-3636,F,United States of America,tallia,0.0,Virginia Beach,U,58.0,O,9.0
Col2333,845.0,28212,0.0,Equifax,B,Collier,8220 ledgestone street,1272244.0,1-623-185-2496,,Canada,Anky,,Minneapolis,S,1.0,R,7.0
YOH2334,406.0,M5F 1X1,0.0,Greif,,YOHE,14754 woodview east,,1-974-960-3197,,United States of America,bryan,3.0,Mesa,U,26.0,O,4.0
Gha2335,449.0,02888,5.0,Old Republic International,L,Ghartey,855 havenridge avenue,454794.0,1-116-132-8445,,Canada,Rong-chin,2.0,Tempe,U,57.0,O,4.0
Nat2336,505.0,27610,4.0,Weis Markets,,Nathoo,18165 pecos lower,1972544.0,1-146-027-3178,,United States of America,Jacquette,2.0,Worcester,M,,R,3.0
Dun2337,577.0,T5a 1u7,2.0,VF,J,Dunn,12873 WILLS EAST,3141638.0,1-126-299-3126,,United States of America,RHIAMON,3.0,Pembroke Pines,M,71.0,O,5.0
het2338,342.0,90056,2.0,United Rentals,G,hetzel,9078 nealy lower,270573.0,1-172-211-4820,m,United States of America,REN,,Lansing,M,74.0,O,8.0
MIH2339,753.0,X1H 1T3,1.0,Lockheed Martin,,MIHARA,8101 clifton drive,3528893.0,1-695-479-4290,F,United States of America,sales,5.0,Saskatoon,M,58.0,R,3.0
And2340,449.0,h5l 1q3,5.0,General Motors,,Ander,12194 julian lower,2376305.0,1-811-329-1124,,United States of America,Chlo,,Amarillo,,15.0,O,3.0
Mau2341,397.0,v6u 1s5,4.0,Warner Music Group,,Mauck,6244 HAVENRIDGE BOULEVARD,2691761.0,,,United States of America,siusan,2.0,Kansas City,S,55.0,O,9.0
Ben2342,395.0,T5b 1l4,1.0,Atlas America,,Benski,20263 APOLLO DRIVE,3371037.0,1-788-823-6224,,United States of America,Vithit,2.0,Scottsdale,M,94.0,R,3.0
HOG2343,774.0,V6x 1q1,2.0,Lithia Motors,,HOGG,24422 bellflower street,462163.0,,f,United States of America,EMILI,,Columbia,W,4.0,U,5.0
HEI2344,393.0,53745,1.0,Noble Energy,,HEISLER,10117 COLLEGE UPPER,2187582.0,1-784-151-0924,,United States of America,SABRA,5.0,Montgomery,U,55.0,U,6.0
hei2345,301.0,44145,0.0,Western & Southern Financial,,heinjus,16354 sand rue,577090.0,1-143-623-7343,f,United States of America,priya,4.0,Alexandria,W,71.0,O,5.0
Red2346,467.0,T5d 1t3,2.0,Carpenter Technology,,Redshaw,3685 copenhill crescent,2718934.0,1-630-123-4511,M,United States of America,Norry,0.0,Costa Mesa,U,77.0,O,2.0
Irc2347,478.0,C2B 4X7,1.0,First Data,L,Ircinternal-docs,3556 kerry avenue,2350901.0,,m,United States of America,KAMEKO,5.0,McAllen,S,45.0,O,8.0
lon2348,357.0,10185,2.0,General Dynamics,,lonnman,10716 LAVENDER EAST,2794359.0,1-569-021-1477,,United States of America,Alka,4.0,Sterling Heights,M,100.0,O,8.0
Roh2349,753.0,78752,5.0,MPS Group,,Rohal,22174 blalock east,2478439.0,1-208-480-3349,m,United States of America,Marvette,4.0,Lincoln,M,26.0,O,7.0
Ana2350,456.0,78274,2.0,Western Union,,Ananth,22140 CONLEY CRESCENT,687807.0,1-509-515-7154,,Canada,KAMILLAH,3.0,Chandler,U,38.0,R,2.0
Gow2351,601.0,31406,0.0,Brown-Forman,,Gowland,14460 TOSCA LANE,2663439.0,1-057-467-8281,,Canada,Ronen,3.0,Edmonton,D,66.0,R,10.0
Rod2352,500.0,45230,1.0,SanDisk,,Rodrigues,3918 shadowbriar street,1424315.0,1-798-809-3981,,United States of America,ILSA,0.0,Gary,M,22.0,O,6.0
hu2353,744.0,t5a 1k5,4.0,Newmont Mining,N,hu,22607 atlantic rue,577523.0,1-863-216-8721,,United States of America,Roseline,0.0,Atlanta,W,88.0,U,7.0
Cir2354,841.0,03107,,Rowan Cos.,M,Cirulli,17727 ashbrook lane,261743.0,1-329-803-9678,,United States of America,Lauree,0.0,Santa Clarita,U,20.0,R,3.0
moo2355,696.0,78041,4.0,,,moorer,20091 whistler north,2093607.0,1-757-654-1077,f,Canada,Letizia,3.0,Oshawa,U,90.0,O,6.0
Afk2356,724.0,73153,2.0,NetApp,,Afkham-ebrahimi,21477 WARREN PARK,777552.0,1-213-833-7580,,United States of America,Rikki,,Sterling Heights,M,85.0,R,9.0
CLA2357,828.0,M5f 1w2,0.0,Southwestern Energy,,CLARKE,7075 GLEN LOCH DRIVE,766339.0,1-003-702-3020,M,United States of America,doyle,3.0,Gary,S,6.0,O,
