prospect_AgencyID,prospect_OwnOrRentFlag,prospect_NumberChildren,prospect_City,prospect_MiddleInitial,prospect_CreditRating,prospect_Gender,prospect_NumberCars,prospect_LastName,prospect_MaritalStatus,prospect_Employer,prospect_State,prospect_PostalCode,prospect_AddressLine1,prospect_Income,prospect_Phone,prospect_Age,prospect_NumberCreditCards,prospect_NetWorth
uau11822,R,2.0,Dawson City,,387.0,M,0.0,uaujplgtzfddinhfdswegp,U,Rent A Center,WI,Wmqjxempib,Quqxhwxhjwacyccnexwhmoowwqxscgqyifvprvylfbfnli,3750.0,1-758-965-1175,71.0,,478005.0
Gwo11823,O,5.0,Casper,,429.0,M,4.0,Gwohmudjxtgishtarldwjzvnlc,M,Terex,WY,,Hjchkhtoamckcnnpsylnstctatosshglbknh,159399.0,1-441-519-9327,98.0,8.0,3438878.0
Jdh11824,O,0.0,Sandy,K,827.0,,0.0,Jdhhavjsewcijhwzotfqvj,W,Colgate-Palmolive,Alberta,Wmibrdtmmhqz,ymraymqpjwzsdavrlskdtkqmmrvaimidcpxvfqcujrsncumedzwdaebkyypnhuevzo,128044.0,1-653-352-0225,6.0,3.0,2427763.0
Irk11825,O,5.0,Vallejo,,493.0,f,2.0,Irksuldkwpamezwhlejld,D,Sears Holdings,VA,Rpbvqmv,Tdfqbnicfbviyjvdojlqmckfwflxusygnhnlrnkabjomnbnpdztzmw,232511.0,1-398-802-7033,40.0,1.0,738869.0
Nek11826,O,3.0,Pasadena,e,787.0,M,3.0,Nekth,M,Owens-Illinois,TN,Xdqvweyhbeye,Slaaomapxhwuseuhwuvifqitleizldzjgbjiqfhcnvgkkzqpyilunovveii,,1-303-206-2700,11.0,0.0,2089393.0
Yua11827,,0.0,Plano,g,774.0,,3.0,Yuatkbgccglprlypbqa,D,Allegheny Technologies,MN,,DRDTJBUMVJFRCBYWNUOWEHGWUVZTQQGDHDTUXMTPQGXBSWKNZCEJISRTFPEYJSKM,57796.0,1-973-530-3867,34.0,4.0,1137985.0
JNI11828,O,1.0,Mobile,,475.0,F,1.0,JNICWVCKKRMZ,W,,NH,Auhvc,BNQNVRPJGMPTVHLYVEKICVT,74409.0,1-835-358-0974,27.0,7.0,289833.0
Zxe11829,R,4.0,West Valley,J,487.0,,2.0,Zxelddfhpuhaenvnljbnytumh,M,Conseco,Quebec,Hyttluvufc,Yewlfwbjkdknsyugtqf,87969.0,1-289-362-9989,4.0,9.0,
Qqn11830,O,2.0,Detroit,Y,395.0,m,2.0,Qqnrfvorejuhrljclwn,M,Medical Mutual of Ohio,AR,Piqnxr,Ocrnrbaauctmbztxtdxasepykotbtmuc,73586.0,,78.0,,2183063.0
quy11831,O,0.0,Montpelier,G,352.0,,1.0,quyarjtyxjteloy,M,Spectrum Brands,VA,oppmsozrlzzr,sjowbqcfgzfndrcaraafzstsgeutbicgebdtwlpbfdjnzsrltlqtarmgghngbtxscbzkbptlxvcqsp,305174.0,1-080-445-9293,89.0,6.0,291021.0
Dlu11832,O,2.0,Vancouver,Y,673.0,,0.0,Dlunlpepwgpmbsf,D,Southwest Gas,DE,Qbzagfjpv,Czxlvdygucgwaodmhunjamicircxodrervevvfqcxzxgljuzbdffud,400496.0,1-941-812-6576,34.0,5.0,457252.0
Akh11833,,0.0,Dawson City,,624.0,g,0.0,Akhuisbdlmti,D,Viacom,Alberta,Aghaxhce,IGVEWVEWBQZUIIWOIZISBLOSXFCPGUFDQZQBDSYWBLRAUMMSQFRERGVFDRNVFH,298603.0,1-298-651-0176,20.0,10.0,1766502.0
YUG11834,R,2.0,Dayton,,653.0,f,2.0,YUGJSOHRLPT,D,United States Steel,Ontario,rlscgqqkbl,,,1-786-826-4100,86.0,3.0,
Sly11835,O,4.0,Lewiston,,488.0,M,4.0,Slynfmxlkbqiqyy,W,Dana Holding,MN,Gxqnspfpu,Emfzujkaiuzgjpvgamlhekpgigckobufqxxdndrkkyvemufbpnntripmayubcvyrsdgmnxacw,413753.0,1-061-707-2859,61.0,0.0,2924361.0
Prd11836,O,2.0,Sandy,,644.0,,0.0,Prdfcnwtikzwcivnwlyizxdxda,M,MGIC Investment,RI,FZVQFBVAWP,LQCUWJSIRIYYMAACRY,119435.0,,66.0,1.0,995321.0
yej11837,,1.0,Yellow Knife,I,,,3.0,yejuwhstpunhfcjfxoqpglllrdi,S,DRS Technologies,VA,GYQHWAB,hagrbugsqhldkvscdgwaefreombti,134076.0,1-663-301-1231,40.0,10.0,1963209.0
acu11838,O,0.0,Irvine,,613.0,,5.0,acumcryqdafikvdsniodzeu,M,Exterran Holdings,AL,Ocltexjdyc,lvrjtyluafaxwkmixlbmorvqxiynbbp,324147.0,1-387-116-5876,74.0,0.0,462186.0
Wyj11839,O,4.0,Mesa,O,812.0,I,3.0,Wyjir,U,News Corp.,RI,NVWRJNSNTBHR,Nvbnztrcimfuynvflj,289661.0,1-343-225-5970,13.0,10.0,529762.0
Vqt11840,O,1.0,Lowell,w,423.0,,2.0,Vqtws,,Fidelity National Information,Saskatchewan,Jjbcyeic,CKMKUEMQXNMWWAZTFUTPWEVHX,13177.0,1-075-533-3168,97.0,7.0,3195122.0
Wwj11841,U,3.0,West Covina,G,767.0,,5.0,Wwjzbpjnscntmv,W,AES,NH,BERDCJUJSM,,19390.0,1-305-463-1057,90.0,6.0,515043.0
Zlv11842,U,5.0,Huntington,f,670.0,,1.0,Zlveeloh,M,Questar,NV,Rsoiz,Izumqacftnvboeylqmowapgfzwbfnjwswvlsncfprjqdmwwinxlrnxmmtaqbswymptbqtriwbjb,168613.0,1-273-369-2526,94.0,3.0,439783.0
Zup11843,R,,Cedar Rapids,S,736.0,,2.0,Zupoqxtuvniecblncfzmvx,S,Western Union,ME,Inujcgy,tphtwnxjxosdtdtafgyfednhmcuwpjpsmrmxiaupyatednrhvamsguqb,221201.0,1-245-844-2890,17.0,4.0,1554578.0
MBC11844,R,1.0,Sydney,D,372.0,M,5.0,MBCEUWECSJACLMHDXTDDWFORBUOIH,M,Jones Lang LaSalle,AR,adsaupzroy,vmkjvgnonrhpkzrtskccoknqimay,857.0,,45.0,1.0,
Uiu11845,U,1.0,Santa Fe,,347.0,m,0.0,Uiuoiaqkwqe,W,SAIC,WV,hhwgeabczw,UIPWOYSUSCHNNUITSXKEJQWENMSFEIAHKUJQBVHNMFVKGTBNKNFPSRFDXPEF,193278.0,1-211-668-4302,99.0,2.0,118006.0
UDK11846,O,4.0,Idaho Falls,m,378.0,m,4.0,UDKPMWUDZIMSITASHTO,D,NRG Energy,WY,Bipbhrt,,124372.0,1-481-706-4031,60.0,2.0,3240275.0
Bxx11847,O,4.0,Fort Worth,,653.0,F,1.0,Bxxrvt,W,MGIC Investment,Saskatchewan,Plfgtlvd,FBNQLCPCJBVXHFWIRXWRC,309335.0,1-775-206-2837,84.0,,3416368.0
TFR11848,R,5.0,Montreal,F,449.0,,5.0,TFRJWEMGSSVK,M,Reliant Energy,WY,qizgjmmib,,38264.0,1-708-928-5992,79.0,1.0,507034.0
Cqh11849,O,4.0,Memphis,,342.0,m,4.0,Cqhfwnceps,D,Con-way,PA,Gtulpsdzgx,,392580.0,1-492-718-2268,54.0,6.0,975368.0
Flm11850,O,5.0,Bakersfield,a,718.0,m,4.0,Flmusqdvboldnuerqhoviny,U,Sunoco,Nova Scotia,Gmbkor,Dlscnluiihddedyygewvzvwecrasrvmbxildzilelfioqyshrqhggntlwtttxzlusvd,273850.0,1-073-533-2543,74.0,10.0,664490.0
Axh11851,R,1.0,Santa Clara,,848.0,,0.0,Axhbmduoxqspthhgxduiop,W,Vought Aircraft Industries,MS,cqmqxmtshxpi,Jkuimwlhgnercixztqtflcxogcafkcrszeynttsjauazvlbeteliqy,7472.0,1-791-324-6110,78.0,0.0,453612.0
Pgm11852,O,,Huntington,T,463.0,M,4.0,Pgmaumdauyryybh,U,Calpine,NV,KYVUTFENGUF,Anyvnmvvtuoixvokkgftbjhbcxqeqvabqwjkffohfimhgztmswoxxno,387619.0,1-908-505-5499,96.0,7.0,1706539.0
cyk11853,O,2.0,Richmond,,587.0,,4.0,cykcgbszzqjkp,U,Rohm & Haas,VA,,Atcibwzzydjxnybzhfjvayzkvrbkhzgmwwbcppqb,363980.0,1-111-936-6095,66.0,9.0,1097920.0
Gpa11854,O,5.0,Evansville,w,711.0,,0.0,Gpaixjmulfjxffsjq,M,Fidelity National Financial,Nova Scotia,jwqusn,Sfmuq,242336.0,1-930-383-9349,36.0,3.0,1822078.0
GQD11855,O,2.0,Manchester,z,816.0,,1.0,GQDPMIXRWAXPPOSODDEXBALRJ,,Thor Industries,WV,,Bhdklnuwmofuvyimubadoaldbvvvzxtgmuztoqbwhtloughnfcnmvsxhtksdnrpumyfgs,276819.0,1-027-803-1459,88.0,8.0,2842665.0
QMB11856,O,5.0,Mesa,,348.0,m,,QMBNSJLGRBKAALVPAJWCNDWBQHV,D,Cognizant Technology Solutions,WY,Uepeox,Aeldvdfzmyqjalusetzlqcvon,121748.0,1-798-298-0546,61.0,4.0,416017.0
NYC11857,O,3.0,Columbia,,737.0,m,4.0,NYCVJQETWP,U,Asbury Automotive Group,NV,Eirezeuarxp,palgjhcpgdvpbtvinuqpgrwxirbmdwxxcmvlkchnkkcr,290504.0,1-412-267-0315,66.0,0.0,2674229.0
TET11858,O,4.0,Durham,F,775.0,,3.0,TETCXZEGAKUTIJTYLRLDMFYKNQH,M,,VT,Buegtcgfbg,DLMFYFEBJUHAYZOGVQDLVZMVAAPVBIDEGNMLLCIBHYENGXEVYLJUQFFNIXWBUNNLNTENDKHCVVFV,,1-039-284-4737,33.0,7.0,124118.0
Sef11859,O,0.0,Seattle,,713.0,f,1.0,Sefdpknkckohsqsymluwddtqqnm,U,Dean Foods,MN,xpxuyqve,kexpiscimbotducermdhgdbrawfkynuhijtlhhceitntldvxpnbjykgqordhycaobzmkcdxnvpjcf,99217.0,1-951-791-8170,94.0,,3370188.0
gxc11860,O,4.0,Beaumont,,568.0,m,0.0,gxcnxmdvubekmyz,S,Chubb,PA,Urgsdkocniws,VIUTCYJOSCKEWPXARHUVZKQJAMOSOTRPPJYQENMKOPMPMJOACGEJZGXSLJZQGOYQLLP,410806.0,1-725-958-3148,96.0,,1483908.0
Rcq11861,O,0.0,Palmdale,Z,478.0,M,5.0,Rcqowcdaotydamnin,,Huntsman,AR,xqdkxra,Cggsjsmtcsecjfqhzofonayzlxxepabd,235288.0,1-990-291-3645,19.0,10.0,3944436.0
JRS11862,O,1.0,Costa Mesa,,472.0,M,1.0,JRSOPURVIEF,M,Textron,GA,Qdntrhy,UAJQLCMSWFKMOYQOWVWJDCVQP,204565.0,1-345-215-5664,31.0,4.0,683419.0
gng11863,O,,Torrance,,638.0,,2.0,gngacrjwmwjekfqliimxngcvzk,M,Nacco Industries,ME,Nyudjmqet,XRACAXWROETCHXGULQSKTYIGZ,416378.0,1-170-375-0404,91.0,9.0,3752436.0
Hpl11864,O,,Lubbock,,317.0,,,Hpleek,M,Circuit City Stores,VA,Otgerheeqgo,Bipdwdemuwlkbdvvdttlpjbmxdofuhkarlupkxqwazfuugltvujhuixegpli,169207.0,1-457-612-2094,,8.0,3811148.0
Nbv11865,O,3.0,Glendale,,805.0,F,5.0,Nbvpddjyujfvifiaqxp,S,Guess,MT,Nqkfo,xfymihxmkfozwgqjbozroeoumyqmtup,470903.0,1-155-359-3880,3.0,5.0,2622125.0
Amt11866,O,5.0,Alexandria,L,549.0,F,0.0,Amtncdwhohysjuezl,M,CenterPoint Energy,MI,Uioplkyorz,edltpbqgdazrcupiydcmqxuboqjvegugjpbohepgmwrohhjadqzrofysuhxdbst,223682.0,,21.0,8.0,2108308.0
WBA11867,U,1.0,New Orleans,O,509.0,m,0.0,WBASBLQFRPQEAJUKYADJUKBLT,M,Motorola,KY,Cnaltebmqcmv,Lfxrobndwofvwpwqdatsjeuhsi,136570.0,,33.0,9.0,3588182.0
muq11868,O,1.0,San Bernardino,,818.0,,5.0,muqqeotytvbztgjlkpiphgkwclsls,M,Zale,HI,ONREJNL,cpgzbepqakpezwokupduriudnbnvxjgcinbvibmhupicoyhjeeeudbthpyvhqmnbtfbw,461922.0,1-115-940-3602,54.0,8.0,2828088.0
zhz11869,O,3.0,Tallahassee,,706.0,,1.0,zhzuclsswmskslzxlcjljrojup,U,Rowan Cos.,OR,OACTBNCTWBYS,Kcfogp,53883.0,1-328-539-1087,9.0,5.0,3011243.0
Jdg11870,O,3.0,Irving,,837.0,f,5.0,Jdgicpvhkzajynkqncbwbnhrwl,W,CMS Energy,SC,,OUPPMBCTDQEIPTMOMSAAGGXDQAWBBTRAYBDTKYWLHQBDVUTAKTVMZPDJ,264226.0,1-761-955-1430,80.0,6.0,2920332.0
Wkm11871,O,4.0,Corpus Christi,,395.0,f,0.0,Wkmjeatjlhslfipgregvsjtkrivd,S,Bio-Rad Laboratories,SC,sycwhwopom,Znobxjidqbofgzimqlh,300137.0,1-246-348-9582,82.0,8.0,3478166.0
UAJ11872,O,3.0,Independence,W,402.0,F,2.0,UAJIZTFTKJTFBMJC,M,Sanderson Farms,SD,,PSQELTFQIDMAQWYXSOLSMCEJBVQFWUTLRTGPEXZEWQKJQBMCZORUGFQZL,491463.0,1-745-767-0916,81.0,9.0,1117313.0
Wdd11873,O,4.0,Livonia,O,412.0,,0.0,Wddbrftnoulmfvppnpnjlctayuzw,M,International Assets Holding,AR,pitjwvgafqil,vknvmxuiuabiqbuaywdfhzasnjvchgibxywgazjqyphmpnqxvxeglg,197578.0,1-756-670-5350,,,1885720.0
Bxi11874,U,,Sandy,N,407.0,,0.0,Bxiqydrxsfohrfek,W,Henry Schein,DE,ZEXLGZIDJ,kwpomvhtrfrsabfwjfhhesq,48106.0,1-744-691-4055,93.0,7.0,3759643.0
bip11875,O,0.0,Vancouver,,708.0,F,3.0,bipxywqcerdaiu,S,Ashland,IL,Exiwu,Xwidpvulaywnmgnmtyxuxwvvugmltgahxldtdksxuba,79468.0,1-157-998-1405,,9.0,3305929.0
Uvt11876,O,1.0,Billings,e,469.0,,4.0,Uvtivhevduorkdppurceerknstrp,M,DRS Technologies,Saskatchewan,ULRJQSMVX,syryaohntxwvjpyptvotjbikycupm,179564.0,1-233-553-4423,51.0,9.0,55092.0
Bzf11877,O,0.0,Oxnard,x,368.0,,1.0,Bzfyqnbocy,U,Brunswick,AZ,Qdgkqtmq,aislfvinhnbahylyggrlxgcprolfweqvgtbxbcwnbmxtiallywyhwzjivgqjjvxujw,84431.0,1-504-669-0578,10.0,4.0,1663345.0
Smq11878,O,3.0,Milwaukee,q,818.0,,1.0,Smqknisagevcjciaibmgmvm,U,Sonic Automotive,TN,doptg,Wdziwkljnvsmcnhnvsvhvqzjvauxcnlatewmyvrwylgnbsdae,198031.0,1-775-929-4479,66.0,1.0,2164759.0
WFR11879,O,3.0,Colorado Springs,,734.0,m,1.0,WFRHNQPHXRQYRB,M,Mutual of America Life,NC,YMIPETADSBL,Xmlrberanrwlbrdrmzpwodiyxnofsnrfboiieasuqhkjpldbqdoizykfxeudmbd,211503.0,1-546-397-4773,89.0,6.0,3751899.0
qxh11880,R,0.0,Shreveport,,694.0,,4.0,qxhzqa,M,Boeing,Newfoundland,Xlridqwfdpfz,FIDXWJPWAJFMHSHTFKFATOOPKJWMAGWMRGOYQXVHAIDSJRHAOTDQBIJ,283419.0,1-386-120-9466,90.0,10.0,3059023.0
Ztn11881,O,5.0,Biloxi,,751.0,,4.0,Ztnnquu,U,Wyeth,KY,Okfaydkue,MYOPNPFATSFFSDCJYUZESJDVSULHNELMOG,442434.0,1-561-218-1599,25.0,8.0,1514950.0
Stj11882,O,5.0,Ann Arbor,,472.0,f,0.0,Stjnmjedtetqstrzfxzcieoxjiw,U,Harley-Davidson,Quebec,bfablbwhtg,Xhzklvrdiutozsvvcvgtmp,450094.0,,57.0,8.0,723215.0
Xao11883,O,3.0,Paterson,D,390.0,,5.0,Xaoupgaqv,S,Kansas City Southern,TX,Hgwsjn,Zommflmlnkkpeapnwjaaqpgdjytqrfluhbcyxndhehmravllgyrlskcmz,19525.0,1-655-397-7448,84.0,5.0,2958937.0
Lkx11884,O,0.0,San Francisco,B,447.0,F,2.0,Lkxte,U,Beckman Coulter,Newfoundland,fenfhxc,rrdhfcvxxgbnmejppdaprcipgbbyzawdawxuvalhsnrkdytfrkescgjicehsaksifuhuliimgehsu,57522.0,1-494-144-2665,44.0,1.0,2793897.0
Pvy11885,R,1.0,Regina,,540.0,,0.0,Pvyiiy,U,ServiceMaster,VA,Ccnpfxlwi,Zwzvcwth,88927.0,1-501-912-7505,46.0,7.0,1298425.0
HXE11886,O,4.0,Vancouver,,845.0,,4.0,HXEBSWMVBEX,M,NuStar Energy,CO,qkleyu,uubietrqqwtvxrlorjqhcwmlqlklrricxi,7326.0,1-485-729-8431,65.0,1.0,476940.0
vbw11887,O,3.0,Dallas,O,,f,1.0,vbwqzjgzmorsrbkn,U,BMC Software,Manitoba,avztfamkdwte,,93734.0,1-573-227-9066,23.0,9.0,1154007.0
HAG11888,O,2.0,Tucson,V,669.0,m,2.0,HAGYZFPCUQNSRHIBLGTVXOJ,M,Enbridge Energy Partners,New Brunswick,Lamdlkfpti,NJZFPJJARZPWDYJRAWZXQVXOGEFHIRQNZUARGY,336477.0,1-067-370-8300,7.0,9.0,2652182.0
KWQ11889,O,5.0,Oshawa,,355.0,m,5.0,KWQSN,M,Iasis Healthcare,ND,FOBLNUKFKUPW,Useouxkejgvf,446159.0,,,3.0,3905255.0
VCT11890,U,3.0,Washington,,535.0,f,3.0,VCTTHPQWFFMEOLNWRUZLUYVPY,M,Darden Restaurants,NH,Jvhhnpqdempo,Dlpqpcgdjefxkocqcyhdahedrhljyyknklvwmmrrttdtwwmmmslckcpjijvnzeyznnivmc,354442.0,1-872-820-8056,22.0,2.0,
pvz11891,O,5.0,Buffalo,,436.0,M,4.0,pvzprbaswlaftwxkdaowtoitkyc,M,Owens Corning,CO,ophsu,qvtaivkjzlggltfaxkegmgonjifmbziigjsf,82027.0,1-454-243-2351,7.0,0.0,3663683.0
Dur11892,O,3.0,Scottsdale,D,,F,2.0,Durhxehlrzjeqrtcvrbjafax,U,Liberty Global,UT,sgumsunwxfvu,bdjkqbnfietxodbbobucdwqiuojevlrdds,3821.0,1-339-511-4956,70.0,10.0,2078158.0
Kuz11893,U,2.0,Fullerton,,,M,0.0,Kuzebn,S,Sprint Nextel,ID,Klnzwwevu,Wqnhixnsxqmignoakhenvhvifiqtriauzjwrfumoofephmitpgcaxbajvxtfggx,262943.0,1-696-554-9871,93.0,5.0,3185050.0
Pqx11894,O,4.0,Newport News,s,579.0,F,3.0,Pqxaqnvnrnmazytzukotv,D,Paychex,DE,Bpxypzyf,tscfoeqqaqivmuvconiiatgnaxepqvbttjjydyfyjysuaubekgqbypoqqtyxvsemxjsvynzwulvsm,7588.0,1-433-672-5443,,9.0,2361705.0
Uvw11895,U,2.0,Augusta,,435.0,M,0.0,Uvwrufvo,S,Old Republic International,NE,SEPBBGNZ,hdmiigykbtjnlzwzrzrfrfavx,83898.0,1-647-642-4612,50.0,3.0,2052540.0
Uzh11896,R,4.0,Mesa,,740.0,,5.0,Uzhhc,,International Game Technology,VA,,ffvmqvlbgxyjevauldwfxbehguusshvqpznvxebriubdgsxiuezxbbxlumtqtkrmejgufk,12934.0,1-066-074-1596,93.0,3.0,839477.0
NGN11897,R,5.0,Allentown,,,,5.0,NGNUTUPQQWBMKCPRVZTNT,M,Dow Chemical,FL,HTFUDPWX,Jfwdmnzgeeolcczujqtrytxafkbsipbuybnciwvzcjujpoyjgxnlowxptfxgnruxhctddowxpvfh,,1-754-127-5459,63.0,5.0,2822991.0
faa11898,O,2.0,Washington,,766.0,M,2.0,faaxbruxjfxxchmvfllrvxvm,W,,WY,ipqdpoasuqj,tedhpwmkkvwlzfjlcbwebgysduytlkjtkfmpnoalqdijcyewnprba,162501.0,1-557-820-7052,92.0,7.0,
xsl11899,O,0.0,Rancho Cucamonga,J,435.0,,4.0,xslxdqaczlkamwijspyh,M,Metals USA Holdings,TN,cqmhkfh,hhdvamhpbimaxqmmuoeqniilaivhpgwtia,15057.0,1-684-628-3082,43.0,4.0,1689417.0
ipq11900,R,1.0,Lakewood,,379.0,m,5.0,ipquiym,M,Thomas & Betts,WA,Civttbwxhpsm,CRKWFNCDNBIGCLQTHRBTVNAPDWBLNKDNYROOYNSPHYAEHUGBIBQFHS,106454.0,1-793-266-1869,88.0,3.0,369098.0
Mbs11901,,3.0,Frederick,,588.0,,5.0,Mbsmhsmydglhcxawusjtjgmwgihf,D,Fidelity National Financial,Alberta,yyrnctjth,OSPXROBKEEBMCOMCKBQVAHAURUIAWBTLEBPHEGGBOFHNMEVHVWARYLJYFHVXVXLFMDTVEHEYJGCDEL,6236.0,1-551-670-1701,23.0,10.0,2113666.0
WRM11902,O,,San Diego,,369.0,M,4.0,WRMUBHUHNLJCF,M,Peter Kiewit Sons',OH,ZFFRGYDOZ,vpgzvxbolewgezvnitvkgltokqthudxpetrflvurboiderqowefacjlxysyomxykkrcljvievhdpflkc,131104.0,1-526-560-5373,64.0,1.0,972042.0
whs11903,U,2.0,San Jose,,792.0,M,,whspucwkhjlwkdvpbwz,M,Atmos Energy,KS,Jqgkp,npmkubaduxpjgyiegkodaiyixlmbatafvrdtlrncinrxqpunuxopeiapcjhdkrvqtzywjnvq,177396.0,1-781-917-6705,,2.0,1281534.0
rps11904,O,2.0,Yellow Knife,T,378.0,m,3.0,rpsmujbifzexmcllguxhorirklnqn,M,Bucyrus International,WI,Wmclfspuh,SXUOSKGIURARFHCATOT,116131.0,1-245-173-5651,11.0,0.0,1160425.0
Shc11905,R,4.0,Richmond,,807.0,M,4.0,Shcdhutlvedx,M,SLM,NM,svwstgmngjnk,ITYLPJEJYCRNIPHNVIRFBBGYWUZJATTMUTRRLXZWZIIUAIKMSMKJAKHIOKI,288494.0,,77.0,10.0,1853817.0
LVM11906,O,4.0,Halifax,,713.0,,1.0,LVMXHQTZGUSTDOLEPAZNHCIDTPRXGU,U,Ashland,IN,cscplcmcxm,,339540.0,1-694-862-5100,,10.0,1206875.0
Vpf11907,O,0.0,Corpus Christi,W,774.0,M,0.0,Vpfcuziekjoj,M,JohnsonDiversey,UT,NNZYTKBS,Lxfwfxgfnalxdv,389579.0,1-927-581-0162,9.0,5.0,1297233.0
Vlg11908,O,5.0,Providence,,564.0,F,1.0,Vlgmthhnevajzibqkjmzfzdiiebac,M,Berkshire Hathaway,MI,kpgzvjs,OAPPJ,228037.0,1-261-637-6277,79.0,9.0,
ypu11909,U,2.0,Iqaluit,j,813.0,,4.0,ypuzmpwlianxblogzafgnttmia,M,Republic Services,NJ,VLXTYU,,195367.0,1-711-043-6288,78.0,2.0,3683447.0
Aha11910,,1.0,New Haven,G,475.0,O,0.0,Ahajzcqko,W,Hanover Insurance Group,MD,Khltz,Fprlkitodvnrcadfxtcvrovgqlkmxrwg,276301.0,1-055-860-3838,,9.0,3232198.0
Otd11911,O,3.0,Naperville,,445.0,C,0.0,Otdbqpckrzylizeqhubdnn,D,Lear,ND,Etcss,,409570.0,1-325-026-4794,79.0,4.0,1379053.0
bjv11912,O,3.0,El Paso,,317.0,f,4.0,bjvkyiaenndjgpehswaxpaayi,U,Leggett & Platt,LA,jmibhngkmh,,443096.0,1-808-513-3250,60.0,6.0,294440.0
SBU11913,O,1.0,Windsor,F,422.0,f,2.0,SBULVTSQC,S,Medco Health Solutions,MT,qhuhjd,LOHWABSOSNQEJXAFOMUUNUGPUMCPQLYWIXVRATZXBFKYSDOIKENZLENRUJFWNCFQX,137916.0,1-870-303-4058,24.0,2.0,98357.0
pey11914,R,1.0,Cheyenne,,428.0,,0.0,peyxfzegodlxolrcjifftks,M,J.M. Smucker,MO,Tvyodc,TJVMHTWVOQQXWOJBMQNAWYKVZTTZKHUTYOEILFWHIGWBWMZDHGOHADWKKYQ,494778.0,1-927-677-6591,54.0,1.0,896095.0
Tas11915,R,3.0,Mount Pearl,,677.0,,5.0,Tasdgoehichieepu,M,Solo Cup,IA,Xcnppp,WUPFTMIBHDGYXDPGYZXQJGX,80202.0,1-461-342-3128,49.0,7.0,3803006.0
Fok11916,O,2.0,Tempe,,847.0,,0.0,Fokzudzu,M,Ametek,WA,Xdhxe,,467498.0,1-797-094-6953,24.0,7.0,3769940.0
mav11917,U,1.0,Winnipeg,,728.0,f,,mavxgvvzjprpg,,Apollo Group,IN,EQEZHJLD,Exeaqjnonpqvsnguufunufqvddfppzibgkkbcpw,221374.0,1-773-364-4636,20.0,,1037381.0
kxi11918,U,2.0,Oshawa,,565.0,,3.0,kxiyttrpjtffkgxrjqzbk,W,Mutual Life Insurance,IA,Ynfkdw,jokozrhyjxqqfv,427965.0,1-186-478-7955,27.0,3.0,3645846.0
qqr11919,R,5.0,Portland,M,644.0,f,0.0,qqrqxowzrvwnezzhoyaelinm,M,Regal Entertainment Group,AZ,JASHXWWQWS,PXJXCGCCZNQAZVHELJHMKSXAGOHTAULZDJOOQWDOJXCDXZDICKXGIEXNHD,319507.0,1-644-277-0293,51.0,7.0,3621886.0
Htd11920,,2.0,Ann Arbor,,675.0,m,5.0,Htdrdozoqaxc,M,Merrill Lynch,VT,Djddrn,mlzvcgikccmslhphtckjviojsgjifijvgymhsyioecrzifbdzkxwoxxgujastjmvpj,357871.0,1-397-629-3245,46.0,8.0,2596790.0
Lal11921,O,3.0,Biloxi,,374.0,,4.0,Laledbrrrp,M,Safeway,CO,ghjugghou,mdhlvwwtnchrfvvoox,456664.0,1-061-209-5893,45.0,6.0,558283.0
qbq11922,R,2.0,St. Catharines,J,750.0,,5.0,qbqfwmsarhdpdruimdofqb,S,,MT,Nuickil,Yamrdppxlauffewczrhjxwffqsbguagbpxmjesvhnoxt,382585.0,1-124-494-6580,100.0,5.0,2254531.0
Pzt11923,R,4.0,Huntington Beach,,801.0,m,0.0,Pztyqnxbimnxgbogvkfdcvsuxve,M,NetApp,NJ,Snwylbjwhlh,YCKJKHKATJVHZNVFIFHLASETPWXWDNUIVDDGRIMGIPM,263668.0,1-662-090-1749,,1.0,830541.0
bju11924,O,0.0,Iqaluit,H,684.0,F,2.0,bjubckzkbfkx,M,Comerica,CA,Vyhfn,sasnxqevefeunjhqhsmwojtrvxatcnkcwcicubaorvxrqsxlslhuaggruoymxhfrwc,,1-086-168-0873,96.0,8.0,945684.0
DXF11925,,5.0,Hilo,I,727.0,f,5.0,DXFXCDMGEQTXFWKD,D,Polaris Industries,MN,henfntozslho,Zydxcjlfbdyktwc,60258.0,1-872-268-2389,41.0,2.0,3112934.0
IUX11926,O,5.0,Cleveland,,514.0,m,2.0,IUXAGUICDIADLKEGMYTWABKW,M,,WV,,ntbzelkqcjupullinvflivamoseletnyryncojxlfgtgurpqkajntwnsaiwdmfhczrugwedzgkqdl,262566.0,1-253-647-9495,60.0,0.0,643280.0
LWM11927,R,4.0,Livonia,,459.0,,5.0,LWMJOOSIOVSWCEP,M,Expeditors International,NV,Jvecjvkjuon,Noieelnnombtfsajswhbcqwokyetugzrjhridqhbonylrxentrkkftzygesijjlrjauigsrveu,488381.0,1-581-567-2728,81.0,6.0,3325885.0
npt11928,O,2.0,Riverside,,674.0,f,1.0,nptddecygojdqjkwqxkftulgkrz,D,Brookdale Senior Living,WA,exmizbzbruo,Eevxqbkhtmllgbgppekwqkelwmnhqqgulpjweqijcbkifriqjr,472161.0,1-134-376-8891,91.0,8.0,2689980.0
uuj11929,O,3.0,Augusta,,425.0,m,5.0,uujyzsaakibmssbciv,S,Amphenol,IN,Tnvcgupio,Pssyligduugymbjdwyltpfkmmcwjtoxveovjoav,475498.0,1-225-772-4573,7.0,9.0,3581396.0
