prospect_AgencyID,prospect_NumberCars,prospect_MiddleInitial,prospect_MaritalStatus,prospect_AddressLine1,prospect_Gender,prospect_CreditRating,prospect_Income,prospect_Country,prospect_Age,prospect_PostalCode,prospect_NumberCreditCards,prospect_AddressLine2,prospect_State,prospect_NumberChildren,prospect_Phone,prospect_OwnOrRentFlag,prospect_Employer,prospect_NetWorth
Kap741,2.0,H,D,4139 pace lower,M,439.0,268059.0,United States of America,56.0,m7n 1b2,3.0,,VA,3.0,1-847-640-6032,O,T. Rowe Price,3444567.0
Mad742,0.0,,M,23058 pelan street,,628.0,381192.0,Canada,55.0,92147,4.0,,British Columbia,0.0,1-961-363-7983,U,Carlisle,978619.0
Mac743,1.0,,U,1194 burgoyne lower,,732.0,178850.0,Canada,20.0,T6A 1F7,1.0,,CA,3.0,1-979-031-5811,U,CUNA Mutual Group,
TOO744,3.0,,D,23822 MARVIN CRESCENT,,556.0,315235.0,United States of America,46.0,V6x 1u4,7.0,,IN,3.0,1-215-404-1803,O,Chiquita Brands International,3927831.0
Mil745,4.0,,S,19932 clower street,,406.0,372103.0,United States of America,89.0,94280,0.0,,New Brunswick,1.0,1-825-913-2064,O,Applied Industrial Tech,116752.0
Har746,2.0,O,M,5286 NOLAN ROAD,m,647.0,493813.0,Canada,16.0,T6C 1A9,2.0,,WV,1.0,1-919-517-8236,O,J.B. Hunt Transport Services,654796.0
Ret747,3.0,I,U,11101 MORTON BOULEVARD,,325.0,398811.0,United States of America,65.0,93739,,,NM,2.0,1-370-381-9981,R,,430326.0
chr748,1.0,,M,8651 TRACE CREEK LANE,f,372.0,390064.0,United States of America,64.0,V6z 1q5,9.0,Apt. 410,AR,0.0,1-232-414-0018,U,Polaris Industries,1629025.0
Reh749,5.0,C,W,24529 polaris court,f,398.0,472643.0,United States of America,69.0,36644,6.0,,DE,2.0,1-034-667-3200,O,Spansion,3468473.0
Sha750,1.0,,D,5574 HOMER WEST,,701.0,303747.0,United States of America,90.0,V6P 1Q1,8.0,,ND,3.0,1-684-217-8067,O,Qualcomm,3949555.0
Sim751,0.0,,M,2473 martin rue,F,802.0,199405.0,United States of America,69.0,h7h 1v6,1.0,,AR,2.0,1-263-373-2472,O,Medical Mutual of Ohio,3199720.0
REI752,1.0,,W,8935 young upper,,470.0,342155.0,United States of America,7.0,V6d 1w7,2.0,Apt. 637,WY,0.0,1-577-333-4720,O,Genzyme,571028.0
Lon753,2.0,,M,11516 tanner street,M,832.0,278094.0,Canada,78.0,v6u 1v9,1.0,,MN,3.0,1-846-685-1933,O,NYSE Euronext,1392077.0
FLO754,4.0,,S,4899 long branch crescent,m,739.0,265328.0,United States of America,97.0,V6K 1R6,8.0,SUITE 476,AL,2.0,1-167-761-5589,O,Windstream,208823.0
ram755,5.0,R,D,14203 brooks west,f,681.0,388311.0,United States of America,,h5k 1r2,3.0,,AZ,2.0,1-449-331-5288,O,Prudential Financial,2707257.0
HAS756,3.0,M,M,2160 weizmann drive,,612.0,275157.0,United States of America,25.0,93870,9.0,,AR,3.0,1-845-662-4816,U,Sempra Energy,3513796.0
KIN757,1.0,,M,20064 oakmont east,,555.0,272932.0,United States of America,30.0,V6m 1p4,6.0,,NV,3.0,1-098-141-3916,O,Quest Diagnostics,504565.0
Goo758,5.0,N,M,2172 leon lower,,828.0,377330.0,Canada,84.0,27712,1.0,,VT,4.0,1-309-077-3237,R,Shaw Group,2843171.0
KHA759,4.0,,,5289 APPLE TREE NORTH,,450.0,440556.0,United States of America,18.0,67231,6.0,,WV,2.0,1-569-232-1360,O,Coca-Cola Enterprises,3142178.0
Mac760,5.0,M,M,232 lyle park,F,562.0,262528.0,United States of America,72.0,27629,1.0,,ME,0.0,,U,Questar,
Wic761,1.0,,M,3406 kiel north,,,456490.0,United States of America,97.0,60707,9.0,,WV,3.0,1-562-326-8511,O,Priceline.com,18237.0
too762,3.0,,M,15621 yaupon lower,M,532.0,429895.0,United States of America,,83732,7.0,,DE,2.0,,O,McDonald's,2287567.0
lab763,1.0,,D,19647 armstrong avenue,,748.0,444834.0,United States of America,81.0,V6e 1t2,2.0,,Alberta,3.0,1-593-766-5978,R,Johnson Controls,1529135.0
das764,,A,D,22806 GARSON EAST,m,737.0,419746.0,United States of America,92.0,H7g 1s5,4.0,apt. 453,MO,3.0,1-394-256-6485,O,Icahn Enterprises,3048050.0
CAR765,3.0,,M,9883 donaldson south,,702.0,455150.0,United States of America,26.0,H6a 1z7,,,NY,5.0,1-595-918-8732,O,Burlington Coat Factory,1788652.0
gan766,1.0,,W,8288 TARTAN WEST,m,475.0,28561.0,United States of America,19.0,68503,4.0,,AK,1.0,1-060-553-9307,O,AptarGroup,1940580.0
Sta767,0.0,,,13247 bellevue rue,m,406.0,442941.0,Canada,22.0,95161,5.0,,SD,4.0,1-450-157-4598,O,PharMerica,2209447.0
ZEG768,4.0,,M,17411 vandenburg north,,504.0,166481.0,Canada,99.0,94705,5.0,,MN,,1-578-320-9404,O,Smurfit-Stone Container,3676735.0
HOC769,1.0,,U,6097 SCOTCH BOULEVARD,,815.0,,Canada,95.0,94499,9.0,,MD,3.0,1-431-145-9470,O,Dr Pepper Snapple Group,2535269.0
Mat770,1.0,,M,13590 westover east,f,825.0,173805.0,United States of America,27.0,98195,4.0,,KY,3.0,1-211-760-8900,O,Duane Reade Holdings,2416068.0
ACH771,4.0,,M,16325 richmond court,,430.0,75043.0,Canada,10.0,93537,7.0,,WI,5.0,1-634-284-8819,O,,1923693.0
Ber772,3.0,,U,10947 ardmore rue,f,436.0,,Canada,57.0,78409,7.0,,RI,1.0,1-577-358-6487,O,Mueller Water Products,1805916.0
FAT773,4.0,Z,M,18395 bledsoe boulevard,,772.0,317641.0,United States of America,47.0,43638,7.0,APT. 407,DE,2.0,1-012-599-0249,O,Avnet,525858.0
VAN774,0.0,L,M,3782 ethridge east,,782.0,282750.0,United States of America,3.0,t5d 1j9,5.0,,MI,2.0,1-046-153-7625,O,Xcel Energy,62285.0
Mas775,0.0,,M,24059 meadow haven lower,,449.0,368516.0,Canada,23.0,91224,2.0,,MA,2.0,1-808-058-8753,O,Target,2287295.0
Mur776,5.0,,D,11183 COUNTRY SOUTH,,567.0,16887.0,United States of America,63.0,h5l 1o9,1.0,,NH,1.0,1-109-416-7006,R,Sigma-Aldrich,362917.0
Bai777,2.0,,M,14276 MARTINS AVENUE,,663.0,168668.0,United States of America,52.0,T5D 1O5,4.0,,Newfoundland,3.0,1-214-130-9750,U,Landstar System,2070568.0
GUT778,,,M,13087 jensen east,m,724.0,365297.0,United States of America,63.0,M2p 1f2,5.0,,MA,3.0,1-436-550-0400,O,Terra Industries,2994856.0
BAG779,0.0,,U,4529 notingham crescent,m,588.0,274872.0,United States of America,48.0,04116,8.0,Apt. 758,UT,5.0,1-331-319-9554,O,Knight,315220.0
Hil780,1.0,,S,21891 dewey street,,786.0,411268.0,United States of America,70.0,64191,7.0,,MI,3.0,,O,Pep Boys,3135104.0
Woo781,4.0,P,M,20039 CRESTLINE COURT,m,324.0,16175.0,United States of America,50.0,V6L 1U5,8.0,,New Brunswick,,1-333-500-0106,R,Berkshire Hathaway,1782376.0
kac782,3.0,,S,24053 atwood boulevard,f,358.0,487945.0,United States of America,91.0,V6F 1R8,8.0,,MS,3.0,1-424-206-9052,R,Occidental Petroleum,2729219.0
Rah783,3.0,O,D,22351 zimmerman crescent,F,669.0,159371.0,United States of America,13.0,10056,2.0,,ME,4.0,1-288-694-5859,O,Amazon.com,498336.0
Ped784,4.0,U,U,2916 throckmorton south,,325.0,279347.0,United States of America,84.0,M8a 1x5,9.0,,AZ,5.0,1-081-919-7463,O,Cardinal Health,1761618.0
HRU785,0.0,M,M,15293 forest avenue,,419.0,460190.0,United States of America,58.0,77071,1.0,,TX,2.0,,R,Lexmark International,3124631.0
kad786,0.0,,U,24595 denton road,,850.0,236529.0,United States of America,,H2f 1v3,3.0,,MO,1.0,1-397-191-8781,R,Phoenix,403271.0
CRI787,3.0,,S,21586 braeswood street,F,633.0,417583.0,United States of America,25.0,93361,7.0,,Ontario,0.0,1-165-278-2653,O,Aleris International,3571153.0
Pie788,0.0,,M,10526 doheny rue,m,318.0,37046.0,United States of America,69.0,V6R 1R7,5.0,,HI,0.0,1-094-367-8667,O,Google,2469744.0
Bri789,5.0,,M,19663 REINA STREET,M,531.0,289481.0,United States of America,10.0,v6n 1w8,9.0,,AR,2.0,1-643-808-4067,O,Pep Boys,2630076.0
Fee790,4.0,,U,18970 ledgestone boulevard,,347.0,96959.0,Canada,42.0,m5c 1u7,4.0,,PA,0.0,1-505-421-0569,U,Rite Aid,1323987.0
De 791,3.0,B,M,21476 bannister west,,774.0,493046.0,United States of America,17.0,77134,1.0,,Newfoundland,0.0,1-404-444-2318,O,Piedmont Natural Gas,3997290.0
elk792,2.0,,M,5291 market avenue,,365.0,122951.0,United States of America,71.0,V6g 1u6,8.0,,Quebec,5.0,1-126-559-5085,O,Biogen Idec,777027.0
Bar793,3.0,,M,15407 fillmore north,M,317.0,33942.0,United States of America,1.0,78253,2.0,,MD,0.0,,U,Wendy's/Arby's Group,2647963.0
sch794,2.0,X,S,16279 anaconda drive,,300.0,170006.0,Canada,95.0,v6e 1q7,8.0,,NV,5.0,1-033-650-8500,O,Invacare,1972593.0
JAV795,1.0,O,S,3542 blount boulevard,m,716.0,341681.0,United States of America,22.0,79420,4.0,,Quebec,3.0,1-122-915-3449,O,ManTech International,3516878.0
nis796,3.0,,M,15180 chadbourne south,M,443.0,56336.0,United States of America,81.0,65805,1.0,,KS,5.0,1-207-321-6095,U,Marriott International,2450767.0
Ber797,4.0,,U,14073 dexter west,,773.0,163177.0,United States of America,27.0,32208,4.0,,FL,0.0,1-534-856-8516,O,Ryland Group,3460246.0
NAS798,2.0,,U,19670 norman park,,826.0,393648.0,United States of America,97.0,48202,8.0,,IN,4.0,1-209-517-6055,R,VWR Funding,2560198.0
RIC799,5.0,,M,20031 crumley south,m,340.0,191808.0,United States of America,74.0,V5A 1P6,7.0,,Ontario,1.0,1-815-458-8293,O,Newmont Mining,3006873.0
ABD800,0.0,I,U,13005 bramblewood south,M,662.0,229027.0,Canada,39.0,36651,3.0,,UT,5.0,1-963-582-6949,O,Coventry Health Care,335157.0
Val801,,,S,24062 blount east,F,732.0,267444.0,Canada,67.0,90221,6.0,,ME,5.0,1-586-182-1091,R,Washington Post,1853619.0
Tes802,2.0,,M,23140 gale east,f,528.0,304692.0,United States of America,20.0,19212,8.0,,OK,2.0,1-080-065-5481,R,Trinity Industries,3717286.0
END803,3.0,,W,199 summit crescent,,414.0,477833.0,United States of America,69.0,72254,8.0,,UT,0.0,1-322-455-4531,R,Advanced Micro Devices,684788.0
PAY804,0.0,,M,885 crosby lane,f,574.0,389830.0,United States of America,0.0,64185,1.0,,Quebec,2.0,1-596-864-1886,O,OfficeMax,3682560.0
ber805,3.0,X,U,8767 graves boulevard,F,702.0,91133.0,United States of America,10.0,20015,1.0,,FL,2.0,1-404-977-5392,U,United Natural Foods,2748386.0
eis806,2.0,Z,S,5003 travis lower,,651.0,129304.0,United States of America,4.0,23266,5.0,,NH,4.0,1-948-247-9407,O,Williams-Sonoma,1594184.0
Gou807,0.0,,U,12158 brinkman lane,M,542.0,374174.0,United States of America,90.0,53745,7.0,,RI,4.0,1-636-223-7917,R,Air Products & Chemicals,217423.0
Fon808,4.0,I,U,14422 morning rue,F,384.0,369152.0,Canada,73.0,93869,4.0,,RI,2.0,1-398-213-7985,U,Sunoco,3955298.0
flu809,1.0,,W,15465 beach upper,,595.0,52738.0,United States of America,11.0,V6S 1V4,6.0,,CA,1.0,1-160-979-2701,R,Polaris Industries,594099.0
Met810,1.0,,S,17812 MESA UPPER,m,404.0,16139.0,United States of America,37.0,73118,4.0,,NH,5.0,1-503-714-2980,R,Urban Outfitters,1125872.0
MAY811,4.0,,M,14526 saxon west,m,520.0,255177.0,Canada,67.0,85254,,,GA,0.0,1-685-092-3693,R,AECOM Technology,1827926.0
THA812,4.0,,D,18056 jennings north,,402.0,12403.0,United States of America,80.0,H6b 1z7,1.0,,DE,3.0,1-901-669-0556,O,Wendy's/Arby's Group,3585577.0
YEN813,5.0,P,M,2992 WAKEFOREST LANE,,651.0,136736.0,United States of America,70.0,94122,1.0,,NJ,2.0,1-655-314-2896,O,Vectren,720576.0
Edg814,1.0,B,M,13272 shaw east,f,661.0,140016.0,United States of America,50.0,48203,4.0,,GA,4.0,1-142-479-3590,O,Granite Construction,969009.0
Def815,5.0,,D,3170 avondale rue,,725.0,139226.0,United States of America,17.0,72239,3.0,,GA,5.0,1-064-009-2843,R,AMC Entertainment,2446548.0
Ung816,5.0,A,,14653 peachtree road,,439.0,460200.0,United States of America,56.0,V6Q 1U7,2.0,,MI,1.0,1-744-718-9276,U,Terex,311385.0
Spi817,1.0,W,S,7557 park stream street,,627.0,15215.0,United States of America,30.0,31401,7.0,,Nova Scotia,1.0,1-265-140-2940,O,Estee Lauder,3465593.0
Wic818,0.0,D,S,24450 marcus street,f,687.0,414317.0,United States of America,15.0,53752,2.0,,NH,5.0,1-476-518-3472,O,Boise Cascade Holdings,2077511.0
Tei819,1.0,,U,14817 BAILEY BOULEVARD,,827.0,316694.0,Canada,54.0,36125,8.0,,LA,3.0,1-550-933-9248,O,Cardinal Health,1331865.0
sch820,4.0,U,U,23140 gale east,,787.0,44904.0,Canada,3.0,91216,6.0,,MA,4.0,1-502-188-5543,O,Pepco Holdings,611764.0
Qua821,,E,U,21747 COUNTRY UPPER,,498.0,487050.0,United States of America,96.0,78421,1.0,,IN,3.0,,U,ConAgra Foods,1092011.0
Ake822,2.0,G,M,19233 olive lower,f,565.0,332075.0,United States of America,46.0,32227,9.0,,MS,1.0,1-128-837-1248,O,Frontier Communications,604198.0
Lak823,0.0,,M,14543 laredo south,M,687.0,24972.0,United States of America,24.0,46253,9.0,,CT,1.0,1-872-576-4720,U,Energy Future Holdings,1058297.0
AYU824,0.0,,U,23182 trail lake west,,764.0,100814.0,Canada,35.0,99731,4.0,,ID,4.0,1-086-118-5951,U,CH2M Hill,3899764.0
Sta825,4.0,,U,1111 norden street,,318.0,22452.0,Canada,81.0,V6g 1t1,5.0,,AL,0.0,1-573-368-7643,O,Expeditors International,2591921.0
Mac826,,,M,10887 pike east,,499.0,274448.0,Canada,22.0,85238,9.0,,HI,4.0,1-690-648-1387,O,J.B. Hunt Transport Services,3727782.0
Yue827,3.0,,S,16699 sanders south,m,481.0,95660.0,United States of America,52.0,77155,2.0,,CA,1.0,,R,"Toys ""R"" Us",3501057.0
par828,,,S,22091 macon road,m,358.0,198467.0,United States of America,39.0,40228,2.0,,VT,1.0,1-597-248-3021,O,TJX,3763715.0
and829,5.0,,M,17261 alpine upper,F,363.0,98119.0,United States of America,73.0,H5i 1r5,7.0,suite 292,IL,4.0,1-741-740-2437,O,Wyeth,2815906.0
ben830,1.0,,M,12146 COURTLAND NORTH,,,363598.0,United States of America,66.0,77234,1.0,,SD,4.0,1-669-272-3612,O,Fred's,2018196.0
Bac831,2.0,H,M,755 MAYWIND SOUTH,F,673.0,30387.0,Canada,13.0,99691,3.0,,AZ,5.0,1-538-272-0856,O,3M,3142971.0
Mar832,1.0,,M,1860 sabine east,F,681.0,33484.0,United States of America,69.0,t5d 1u7,7.0,,KY,3.0,1-500-400-9177,O,Fidelity National Information,1161272.0
lim833,1.0,,M,7076 CHAPIN DRIVE,m,845.0,,United States of America,31.0,90875,9.0,,VA,1.0,,U,Loews,1795743.0
De 834,2.0,,U,17986 maywind drive,,383.0,91722.0,United States of America,76.0,H2G 1X3,0.0,,NY,2.0,1-262-183-0260,O,Northwestern Mutual,2154513.0
Dev835,2.0,,S,20902 ashley avenue,m,361.0,340041.0,United States of America,76.0,V6q 1q4,,,KS,4.0,1-531-400-3165,O,PSS World Medical,3648409.0
san836,0.0,,U,13897 stan hope south,F,608.0,438821.0,United States of America,10.0,02134,6.0,,Prince Edward Island,4.0,1-755-225-1362,O,Convergys,1363259.0
oko837,5.0,,M,8211 pelican avenue,,514.0,55462.0,United States of America,31.0,94317,10.0,,OH,0.0,1-948-074-9863,U,Westlake Chemical,905760.0
Slu838,4.0,,,7131 TAUBMAN COURT,f,793.0,142680.0,United States of America,35.0,94518,2.0,,FL,0.0,1-116-273-5761,R,Steel Dynamics,819932.0
Ala839,4.0,H,M,6156 HOLMES COURT,,488.0,213126.0,United States of America,66.0,16508,,,NE,5.0,,R,Cognizant Technology Solutions,3163906.0
TEM840,1.0,,M,18815 washington west,,327.0,482259.0,United States of America,70.0,c2a 4w8,5.0,,HI,3.0,1-857-886-6131,O,Crane,3762057.0
Pkd841,0.0,,M,7458 denton boulevard,d,835.0,392617.0,Canada,18.0,V6j 1s6,4.0,,NM,,1-723-961-7810,,KB Home,
Bat842,5.0,,S,17040 4th north,,577.0,387335.0,Canada,99.0,H2G 1V9,0.0,,NJ,4.0,1-850-473-4567,O,Auto-Owners Insurance,
Log843,3.0,,D,2097 HARRIS WEST,m,762.0,215576.0,United States of America,30.0,m5g 1u1,9.0,,ME,3.0,1-884-452-5294,U,AGCO,1327349.0
MON844,4.0,,M,8532 COOPER LANE,,526.0,403185.0,United States of America,59.0,92502,2.0,,HI,0.0,1-505-680-4182,O,Fifth Third Bancorp,1396758.0
yab845,0.0,,D,13087 JENSEN EAST,,751.0,201426.0,Canada,38.0,35263,8.0,,LA,2.0,1-257-747-9551,R,Expeditors International,3377552.0
ken846,4.0,M,M,6316 palm upper,f,577.0,230406.0,United States of America,12.0,90869,7.0,,MD,4.0,1-739-786-4114,O,Southwest Gas,3740276.0
Kum847,5.0,,M,23201 seip road,f,652.0,427020.0,United States of America,94.0,98190,6.0,,MD,0.0,1-672-975-3888,O,Patterson-UTI Energy,619097.0
Pon848,4.0,,S,4180 MAPLE DRIVE,,419.0,229672.0,Canada,63.0,37212,9.0,,ID,1.0,1-136-986-3511,O,Omnicare,3524235.0
DEG849,,X,S,19663 cantrell west,F,426.0,186312.0,United States of America,7.0,07106,1.0,,WV,3.0,1-758-851-1486,O,Convergys,513031.0
per850,2.0,L,M,17043 MONTVIEW WEST,F,,303979.0,United States of America,44.0,V6U 1W5,4.0,,IN,1.0,1-319-518-2511,O,Discover Financial Services,2157300.0
ebe851,0.0,Q,W,10033 lake upper,,438.0,193381.0,United States of America,56.0,m5e 1z1,7.0,Apt. 865,Ontario,5.0,1-390-952-0127,O,TECO Energy,2355120.0
Val852,0.0,,M,15401 winter park lane,F,424.0,390570.0,United States of America,7.0,14202,4.0,,MI,0.0,1-876-294-8508,O,,2399575.0
DOR853,3.0,D,S,19526 foster rue,,555.0,361571.0,United States of America,99.0,02903,0.0,,UT,3.0,1-768-332-6404,O,Allegheny Energy,3521038.0
Str854,5.0,A,S,1879 arcana lane,f,584.0,333612.0,United States of America,54.0,21212,4.0,,PA,2.0,1-360-763-0483,O,Owens Corning,191023.0
Ciz855,0.0,,S,15748 royalton park,,746.0,,Canada,17.0,M5e 1y2,3.0,,Alberta,,1-477-377-9318,O,FPL Group,3307382.0
OLS856,3.0,,U,23523 bolt street,,567.0,436790.0,Canada,8.0,90370,3.0,,VT,3.0,1-176-151-7579,O,Cooper-Standard Holdings,781956.0
sch857,4.0,,M,13424 whittington lower,,512.0,20140.0,United States of America,64.0,V6M 1P4,0.0,,MT,0.0,1-217-395-3444,O,Micron Technology,
Ezz858,1.0,,M,2203 valita boulevard,m,724.0,221410.0,United States of America,79.0,V5d 1p8,4.0,Apt. 458,New Brunswick,5.0,1-849-680-8193,O,Nvidia,3894354.0
Bat859,2.0,,U,21989 grassland lower,m,748.0,67022.0,United States of America,27.0,80522,5.0,,OK,0.0,1-817-652-1815,,Northwestern Mutual,3101606.0
Kur860,2.0,,S,17146 santa monica rue,,788.0,259515.0,United States of America,83.0,V6e 1t7,4.0,,AL,2.0,1-827-129-4746,R,Harris,464328.0
Mch861,2.0,Y,U,12343 maywind west,,805.0,224034.0,United States of America,45.0,H2e 1u5,4.0,,VA,1.0,1-430-506-5248,O,Alaska Air Group,1541517.0
Spi862,1.0,,M,4522 BROWN AVENUE,f,603.0,348689.0,United States of America,33.0,61106,10.0,,NE,5.0,,O,Plains Exploration,2137971.0
BOH863,2.0,E,S,11358 elle lee street,,596.0,325126.0,United States of America,8.0,46216,10.0,,PA,5.0,1-537-174-0742,U,MPS Group,
MON864,1.0,,U,12089 silver sage way,,,291502.0,United States of America,82.0,94611,4.0,,WA,3.0,1-769-271-9134,O,Nash-Finch,3953273.0
LET865,4.0,N,S,688 kempner south,,446.0,464441.0,United States of America,53.0,90367,6.0,,KS,0.0,1-729-128-8858,O,PHH,
dup866,5.0,,W,24402 marsh way,,765.0,45266.0,United States of America,3.0,m4k 1o9,7.0,,NM,2.0,1-369-249-7629,R,Fleetwood Enterprises,1476269.0
KRY867,5.0,,D,6095 CORALBERRY NORTH,,677.0,437422.0,United States of America,12.0,76132,1.0,,OR,1.0,1-839-314-9134,R,Nasdaq OMX Group,2341861.0
REA868,1.0,,S,24375 GEMINI ROAD,,668.0,398321.0,United States of America,5.0,10051,2.0,,ID,2.0,1-728-296-6589,O,Old Republic International,2478318.0
Bas869,5.0,G,D,18344 HAYDEN STREET,M,394.0,96610.0,United States of America,89.0,94161,10.0,SUITE 371,NJ,2.0,1-527-652-0371,O,Medco Health Solutions,1408221.0
Zig870,3.0,,M,16550 SPICEBRUSH STREET,m,457.0,334228.0,United States of America,95.0,32202,7.0,Apt. 646,CA,0.0,1-167-504-0613,,Biogen Idec,2401265.0
JOU871,2.0,B,M,14148 saxon park,,745.0,425484.0,United States of America,42.0,21280,0.0,,IL,5.0,1-774-550-3351,O,Sovereign Bancorp,1255431.0
Nal872,0.0,Q,U,14359 commerce west,,683.0,193897.0,Canada,44.0,63109,8.0,,AK,4.0,1-210-577-9810,O,CSX,1747256.0
mar873,0.0,C,U,24176 imperial north,,375.0,499182.0,United States of America,68.0,M4J 1N1,7.0,,PA,4.0,1-680-930-5668,O,WGL Holdings,3411007.0
fai874,4.0,,M,23755 frostwood lower,M,811.0,275612.0,United States of America,81.0,95272,10.0,,MS,2.0,,U,Clorox,2578534.0
Bas875,0.0,Q,M,9511 forest park way,M,602.0,77410.0,United States of America,91.0,Y5d 1m6,9.0,,CT,4.0,1-385-323-8406,O,Auto-Owners Insurance,3773763.0
De 876,1.0,,U,19923 MAIN AVENUE,,347.0,326963.0,Canada,34.0,01850,2.0,,NY,0.0,1-009-860-4245,O,Adobe Systems,981652.0
Ras877,1.0,,M,3021 VERMACK COURT,M,839.0,369148.0,Canada,84.0,T6c 1k6,6.0,,HI,2.0,1-338-187-8595,O,Ecolab,1051531.0
HOL878,1.0,I,U,7123 drexel rue,,801.0,353533.0,United States of America,71.0,93312,0.0,,IA,2.0,1-320-350-1118,O,E*Trade Financial,2280469.0
bur879,2.0,,M,1558 university avenue,M,,127583.0,Canada,3.0,95149,8.0,,RI,4.0,1-080-390-9784,O,First Horizon National Corp.,2138918.0
Tur880,2.0,,W,18688 BEATTY BOULEVARD,M,690.0,44720.0,United States of America,45.0,T5a 1m2,6.0,,MT,1.0,1-723-061-8722,O,Polo Ralph Lauren,2983358.0
bra881,5.0,,S,9883 DONALDSON SOUTH,,547.0,383586.0,United States of America,70.0,47722,5.0,,Prince Edward Island,3.0,1-119-675-3453,U,CB Richard Ellis Group,2072951.0
Koc882,4.0,J,M,16152 parkland north,,665.0,455860.0,United States of America,69.0,95237,2.0,,UT,2.0,1-731-177-1557,O,Neiman Marcus,2704695.0
Wil883,,,U,16550 spicebrush street,M,459.0,177531.0,United States of America,85.0,H7h 1t8,4.0,,IL,1.0,1-842-146-6446,O,Hess,1027060.0
FAH884,5.0,O,M,341 dunbar west,,627.0,241109.0,United States of America,32.0,66117,4.0,,MD,2.0,1-678-184-4766,O,Amphenol,3374949.0
Did885,3.0,,M,15913 alexis street,,635.0,267712.0,United States of America,65.0,21227,4.0,,VT,0.0,1-973-207-2490,R,Targa Resources,3938776.0
mil886,4.0,C,M,3923 blossom upper,,358.0,37366.0,United States of America,27.0,T6a 1i7,9.0,,HI,5.0,1-099-889-7981,O,Franklin Resources,2076174.0
Sug887,1.0,,S,23131 clint way,,572.0,148058.0,Canada,,30324,1.0,,WY,4.0,1-310-245-3372,O,Plexus,3464618.0
rod888,1.0,T,M,10543 cravens crescent,,307.0,478620.0,United States of America,46.0,V6l 1u3,,,KS,3.0,1-353-306-5394,O,Raymond James Financial,482395.0
lec889,2.0,,M,24438 cedar springs avenue,,642.0,49083.0,United States of America,44.0,V6n 1s9,1.0,,Alberta,2.0,1-820-290-5625,O,KAR Holdings,2175089.0
mal890,,,M,378 NOLAN AVENUE,,832.0,27365.0,United States of America,61.0,V6o 1u3,4.0,,ND,2.0,1-088-617-9780,U,Electronic Arts,
RUZ891,0.0,,S,5798 belt line park,f,420.0,206651.0,United States of America,34.0,95297,9.0,,WY,2.0,1-330-257-3813,O,BE Aerospace,3387850.0
Tue892,2.0,,M,6594 moultrie avenue,F,628.0,462208.0,United States of America,11.0,V6n 1s2,9.0,,IN,5.0,1-021-095-9105,O,Universal Forest Products,
lic893,1.0,,D,19342 wycliffe park,m,777.0,379926.0,United States of America,82.0,75236,9.0,,VA,2.0,1-134-241-3440,R,AmeriCredit,2789774.0
BOU894,5.0,,U,9307 beale upper,,804.0,430086.0,United States of America,19.0,99681,9.0,,DC,1.0,1-364-294-1113,O,Rohm & Haas,1850489.0
GLA895,0.0,P,W,4209 wilshire way,M,422.0,138592.0,United States of America,93.0,V5c 1m1,0.0,,GA,4.0,1-335-520-2549,O,First American Corp.,1430619.0
rol896,0.0,T,U,18781 parkland lane,,440.0,376900.0,United States of America,30.0,92834,0.0,,IN,0.0,1-703-549-1442,R,ServiceMaster,688138.0
dub897,2.0,,S,5409 PEMBERTON CRESCENT,,779.0,322217.0,United States of America,68.0,19207,7.0,,CT,,1-624-706-6526,O,Community Health Systems,3125485.0
Cho898,5.0,,S,19424 VERDE STREET,,620.0,367042.0,Canada,77.0,V6T 1R7,8.0,,New Brunswick,5.0,1-279-365-3275,O,AutoNation,1161768.0
DIM899,2.0,,U,19812 briar forest road,f,427.0,342511.0,United States of America,39.0,98135,2.0,,VA,1.0,1-896-058-5067,O,Conseco,3536480.0
Dun900,2.0,B,S,1540 murie rue,,336.0,19170.0,United States of America,94.0,66605,4.0,apt. 711,CO,0.0,1-680-360-1373,O,Polaris Industries,2358348.0
Lan901,1.0,,U,13776 EAST BOULEVARD,,678.0,80928.0,United States of America,80.0,m5e 1w9,2.0,,ID,3.0,1-240-948-2986,R,OM Group,
Gei902,1.0,G,,8729 halle street,,761.0,200902.0,United States of America,79.0,63170,6.0,Apt. 585,SD,3.0,1-762-475-6095,O,Service Corp. International,3778987.0
FLE903,2.0,,D,13640 ethridge lower,,466.0,384271.0,United States of America,43.0,32254,1.0,,UT,5.0,1-555-808-0576,O,Parker Hannifin,3729314.0
Ebr904,,,S,4333 MOCKINGBIRD COURT,f,672.0,329034.0,United States of America,37.0,77175,2.0,,IA,1.0,,O,First Data,776105.0
Hen905,1.0,,S,21074 MALLORY LOWER,,307.0,473978.0,Canada,49.0,M7n 1a1,2.0,,Manitoba,0.0,1-216-529-0948,R,Fidelity National Financial,1348505.0
Ngu906,0.0,G,M,17104 whitman boulevard,,512.0,66572.0,United States of America,38.0,64158,9.0,APT. 720,FL,4.0,1-525-508-7526,R,Cenveo,2777211.0
OFF907,0.0,,M,2297 AMSTERDAM COURT,,409.0,101226.0,United States of America,79.0,V6I 1U2,1.0,,Newfoundland,4.0,,O,MDU Resources Group,3683452.0
