prospect_AgencyID,prospect_Gender,prospect_MaritalStatus,prospect_State,prospect_Country,prospect_Age,prospect_NetWorth,prospect_FirstName,prospect_Income,prospect_AddressLine1,prospect_City,prospect_CreditRating,prospect_Employer,prospect_PostalCode,prospect_AddressLine2,prospect_NumberCars,prospect_NumberChildren,prospect_OwnOrRentFlag,prospect_NumberCreditCards
Ddm13451,m,M,PA,United States of America,67.0,454249.0,Nkqoaundbgdmnglgmbvrtn,,Ettbreerdmyytsmubqbadtivpvdhocu,Stockton,543.0,Lam Research,pwdevenldzlm,Avbkdaeafgnvcvsydlwgivlzbuptjtgjkqvcmpejaodkrekxnsdpwzvbbhvnaaynjmatijx,2.0,1.0,O,10.0
hch13452,,,ND,United States of America,88.0,663834.0,HRKZECYHIFIFQFKMJNBS,230870.0,Mvljrtwlllfajfndegvdvfzcods,Sunnyvale,685.0,,Tzxqqkktgevs,,1.0,4.0,R,2.0
JRK13453,m,S,PA,United States of America,95.0,416618.0,Ihqoqvitrcvsohh,87590.0,,Amarillo,453.0,Enersys,LFITTBW,Ohpxcqtiluxcyjouscdasurgxblwclylhiqciecsbumpplomgmackvkwlsmniqfexqzolwrlpan,0.0,0.0,O,2.0
fjh13454,,W,NH,United States of America,22.0,663678.0,Wrayfnsnui,423148.0,Fcnirnkfblcxkxzrjbjvzgsiwfflm,Columbus,571.0,Unified Grocers,ROGPW,Zdezocstixxswfqhgqwbianpgtwdobatppjhkqfnozkidwlcltqkvii,4.0,,R,4.0
Pdd13455,f,M,MA,United States of America,85.0,815814.0,Xabnbynxninbx,245484.0,Ncejmxwsmjdwtgghtwuduthvxftewjwwdyurkberayyplspoichdqofxmilfhcmrm,London,833.0,Warner Music Group,Ttdurdlplcd,Idbglonzmxevrexnxccrgjxvlsrlsxtymcnz,4.0,3.0,O,9.0
Ubm13456,,M,AL,United States of America,53.0,1728168.0,Gobytalulvhubhwzgrotcwmd,362660.0,rqcoipinaezcmsfrrieqxebvvaojt,Los Angeles,722.0,Cephalon,jvqmw,seqamuapqhpfkbpdysceaxabrrnybpoyijkxqjowhfflujkvcaydsacj,1.0,1.0,O,8.0
jvk13457,f,M,MN,Canada,10.0,52670.0,lelfzfqkscndumrrhjcxs,456181.0,Rcdmzdjbsfdfjoryqbodffqsddpxj,Mobile,687.0,Kansas City Southern,ndpah,,0.0,,R,2.0
Ugp13458,,M,DC,Canada,16.0,3263655.0,NROVRUOPGMHJYMKHDWEJTNAEUN,427837.0,CUNNFGQFACBJAPMKJCSNZNWZTOEEVJINBWTELNWJKHMIHQPEVIODPKTXLWDUFVHXTLJPWWEAOB,St. Catharines,690.0,Hexion Specialty Chemicals,ZZNJDGYIKD,TWNTMXAELZQUOCQGWJHBAOCITKEDDXNXGTVUDVRVXIKDEHBXPIJHESPQPOKKZMLCAP,5.0,0.0,R,7.0
Ivt13459,m,M,MS,United States of America,,508888.0,Clzfkihugzfdldmqvvixnpdbhnjt,142920.0,Wptsktkfkeamyxalwiphjpuyhtpvaoraaywlrxnrwprdoxwbirwwcnetxbxrynmz,Hilo,647.0,SanDisk,Xmttgwxwb,CWGYUZXEHSOWLXRWKYPBPYSKUMRQOSFAMVFDSLJFBQLSIXRO,5.0,1.0,O,2.0
APE13460,F,M,KS,Canada,22.0,280461.0,Hmbxxtznfjdvub,94906.0,AYABPVBGNAOYZLJLGIEQDGENEWFULOVOWSCXLWLNBDLOGKNHJWWLGWONXWKKQDZJUMWPBMEIAOM,Columbia,548.0,Sealed Air,Vlkzphdxyec,XQATJAYANKZECDDIQSNOANGWWRCUYKTDPCVZBIGDPSRHTWXGASJUMDBXHUC,5.0,1.0,O,2.0
Oti13461,,S,HI,United States of America,57.0,1265398.0,Jwkecsskyytzbxeojmuefcdvcm,304697.0,luvsbmegaaqmywpjdjhhczuvukcpgtrneiuhonivitn,Hayward,849.0,Office Depot,Fvweshcwpxxk,TTIONHOGYOWFUMDBXGVCTNPZTXXGBOABMGIKTZUVDWRKZKHKRLYTETVDYS,1.0,3.0,R,7.0
EOT13462,m,M,ND,United States of America,10.0,3820275.0,KGZGKCXMDQVJAZUECYZPSU,116852.0,zibxqfmsisiyebvtrutfcoybfyqcjtxedjeqtnmwa,Hialeah,,Questar,Ffegtheqbp,rtmokkglksmppmaxrozeckccobjgpfsxndfyrqzojhguhptdedppwfavafmwomdhaq,1.0,4.0,R,4.0
Rvl13463,f,M,NY,United States of America,32.0,1873597.0,qjydtbrmytzdxdk,239502.0,nxedtrjignhvdshcidho,Overland Park,778.0,Levi Strauss,uizvyewnejs,bonwurclgcqecqweixwwmuupgnqgfebkpgpbqhjpcisrdys,0.0,4.0,R,1.0
AHG13464,f,M,AK,United States of America,54.0,575291.0,SEOEUQJHWJKUMCONIGTQKQRJONBHV,219726.0,Fmscgjygbqrlrtecziesdycdcdgsqgatidnprbwzeagfeykxjfxzeijktuu,Paterson,359.0,Chesapeake Energy,fwkochmo,acdexsbrvjxrlcfdsteoeanbly,1.0,4.0,O,2.0
OOX13465,m,,CO,United States of America,70.0,3767157.0,sgogylovirgbxqoqbwjxy,262854.0,Ywefvlylgucwebfvfqzsipspahnewbrxdidtoxgkynswxgjrbowzyqclytngqgndhgktfdnychlycbg,Rockford,591.0,Starbucks,shervv,HYELVSAFTBVDXEZUMRJIRWCQOFDVIGEYXJZKWUFFORKDUFBQY,5.0,1.0,O,7.0
SSU13466,f,M,NV,Canada,71.0,538962.0,Oxegmyjchdxl,459503.0,WEEJFNXTVJETCTVWPARWBIFFCMQFPGAEBIKTOBGUMWHXFTKOJIRJBHHTWEXBTGFRVSU,Lubbock,,Xerox,,,1.0,2.0,O,4.0
bid13467,,D,TX,United States of America,75.0,1961830.0,UVHAAAWBRANI,462105.0,Evvgqdqlvmdyejrflnwksgiogmc,Palmdale,458.0,Textron,,SXZTCDGBCIFFRTHVFWWWCJSWXFLMVCKEKWZSCVTKKBCNDMWOYXCBQN,4.0,0.0,O,9.0
Wnm13468,,M,Alberta,United States of America,53.0,2415608.0,Gyryyzohlhftzupyejyhd,198464.0,MVYCOBWWLUYNNHISTCBNVFKCZWDUNXRFCKMDIEFJ,Salem,301.0,,RZQZSOW,Omdijmkggcgyyjxaojizvdrrapiganfercrqagbpnvvssqrbmfnvhcwfeg,4.0,0.0,O,2.0
Xtf13469,,S,CA,United States of America,9.0,3943144.0,yfndubpiqtgnyygxgih,,fseokrxaudfbitpgrfplvpehacxaytuktfucscoccquainxtrpqkktajfgybnbnjtxpgspiimoclaru,Peoria,655.0,National Fuel Gas,VFIGH,Xeckuetdcbnzdell,0.0,0.0,U,0.0
KIC13470,f,M,GA,United States of America,63.0,737530.0,vwaxixokoyogd,106151.0,FXEYMDDOJDIHEVKKSICEPRQMIKXAWEAYMONEWLMHZLJYPAXKDMRKABEPABISAOHDQYHNZUG,Colorado Springs,525.0,Express Scripts,DUUAKXTSJXXT,ikhmkdvjrwgksnyfkwwfajchptaxiljulsffiyswlvvgwgcjowl,4.0,5.0,O,4.0
Jex13471,f,D,ID,United States of America,69.0,1998384.0,OJMVCVDANIEQRAVKZKQIEJ,328781.0,WXEJZIIDOWDOMHXLFWSGFBDAZITPOSHOUMGLKNFBGBPWWR,New Haven,606.0,Fidelity National Information,QLUCWCKGOIJ,hupiquikinvsrmgjngyjvjnqmajlxpkthpygoqhqiccvxuqtbetwxznrrbujkjojxpgmhi,0.0,2.0,O,
yfz13472,,W,ID,,97.0,,Umnzjlbfbqyqqhfosapclsmfax,956.0,EEBYAWKQKD,Alexandria,772.0,J.P. Morgan Chase & Co.,GSGHOJSP,Etrxcgyvoxgydfvprrltpvqoibnxh,0.0,0.0,O,4.0
UKP13473,f,S,AK,United States of America,23.0,1334410.0,Kjblmsx,133028.0,ZYEZIAWPLGPPXDQNTPAJNWRJWXKJXRUSEQFDKFEJJTIHVKQHSJBTTHGCPQS,Boston,776.0,Brink's,Xkinwjceqm,XJGFSJMYNQWETSDHHLVULYSGGDSWFYMVFXFGCFGRIGKSNEKGVQTLDENPMBIJGWN,3.0,3.0,O,9.0
Rqa13474,,S,IN,United States of America,81.0,3738739.0,JBRAEFLCHGS,123423.0,Hbybvrjpeedxc,Toledo,655.0,Lender Processing Services,Ktvitaiul,NIXITKGXMYPXPAAXRRQCUPVSAQZOCH,3.0,4.0,O,2.0
SVC13475,M,U,NV,,95.0,3352677.0,suazpjqdav,244414.0,xjpnhnjgyhmxnxenhudegmlcvfct,Fayetteville,811.0,Mercury General,NGIWK,bthhrimsiuvaymktfdvwgvivcsknpxawhhjxrmahdurcznhnxqtnkfekyoyaksffxchxveltys,,1.0,O,5.0
Jrk13476,,W,ND,,73.0,2588787.0,Kdwml,182062.0,Xlzcpwbhlcxugrkb,Gary,315.0,Marsh & McLennan,Qpkzpdpuzjfm,Lhimhslrcoulaagnwciebdueyrbioftsniwsopamyjujvycikevzsbbtpraltnfw,4.0,2.0,O,
fdu13477,,S,ME,,42.0,1057130.0,Oldiwarljduiykmxpzko,478801.0,QKSRREWKNODZXWWQELQVCTQOJXCQWNHXBGKSPIHISZDWHQCUCCCD,Los Angeles,487.0,Marathon Oil,EPAAC,FZVSTCKAQKYZWNHZMUZLCVWDIEMGVZZYRCMMEHNTIT,4.0,5.0,O,8.0
EZU13478,F,S,CO,United States of America,59.0,2378969.0,Endqpbuanbyzzobifinuwcwyx,376367.0,LPCCBLWEQNMLMSO,Raleigh,777.0,PC Connection,zwwme,Shbtnzzrxxuygxlnejcenzzmfkkfhqxcsjaeagamldpsxcj,3.0,,O,3.0
Jbd13479,F,U,MN,United States of America,93.0,1829485.0,Goixqdev,63705.0,,Garland,439.0,Marsh & McLennan,Xxwvjffwmejx,gsfxxiafpanbdrsvzmnjgduzxiadkrfksmgwrtmbjaukpkfeewvpkxdvgouxjesqbdtqtmvqipzmpel,4.0,3.0,R,5.0
QJB13480,m,U,NJ,United States of America,5.0,739478.0,Khthcjdatszrdyjfmjamxnpubiudu,170476.0,Ojugshxfbunbpuqgykrurlfcylbrgqrfmksgrwruckcrwpnjqbysrllivslyiaobwkpupovrvlsreuqc,Chicago,576.0,Delta Air Lines,Bkmkoursg,dlsmvmueuzkfxprhhttd,1.0,2.0,R,7.0
Uuj13481,M,S,AK,United States of America,56.0,891465.0,Vdkcmodoxjrn,71613.0,Tmfigelrrvnmfsekrsznwbk,Billings,599.0,Bemis,WHJIXDVVVS,Nehfzgiugqnkrrckoiuojwuoarbqcxbcqpfvsqttetjpstqdhtyvpkfyccw,2.0,0.0,O,5.0
Gsp13482,f,M,NC,,76.0,166571.0,NHHBHUJKC,246457.0,Qktmsquwhpmefx,Lincoln,837.0,Sanmina-SCI,VODCRWFG,Tdcoqghrerqvvtrwivcirdvmoqph,4.0,1.0,U,2.0
qhp13483,F,D,CO,Canada,51.0,2872636.0,Taqxqwgxksryxrssr,138594.0,Jcsudnvqpznkwwoswtspzavqfejivteouafbvixwhzcuasidgiftidofpyanxztpyxotdqacuqtilmg,St. Petersburg,680.0,Goodyear Tire & Rubber,Qolecjav,Zjmzctuaezjoqgtimeugfdvakvwcncbhzwevlhohyeigurazdtehxmay,2.0,2.0,O,8.0
fjj13484,m,S,MO,,72.0,2567551.0,wiywwqullsgsmtaiailoyffqldt,55141.0,rnbtiefzkswsxompkqjpyrbvgwydehwdzdevgcyrkbdmjlxrtuxlkqzaag,Lewiston,362.0,International Paper,NKOVUZQVYR,Bwwnflcpdsyopeiswflqindifzpxslq,0.0,1.0,R,8.0
Cel13485,,U,IN,United States of America,13.0,2602632.0,Xnpcisnqwxzmw,157678.0,FQUPDFVFSCXHMJORATTJEYYHEELRFBXKRBWYGTDZNPAMPPL,Halifax,471.0,Eastman Kodak,,ghpdrybrtukksnzjgtatgyvinffdihaieopxmintvygrijgyaeheyvvjyjqijycmewelvzfy,0.0,0.0,U,7.0
Yar13486,F,M,Quebec,,25.0,1070957.0,Pjixvuomg,412324.0,xocvoclnbslivwxfvdjzcuqhqhllmhqaugmtc,Las Cruces,749.0,FMC Technologies,ideskroh,zplhzyjc,4.0,4.0,R,0.0
FVD13487,m,M,TX,United States of America,32.0,3918351.0,Axoehzmnxqxzyc,37291.0,Xawmcbqqcqbroqsyfffxnfreihstlvgodsjavbelywjloci,Albuquerque,,Analog Devices,Huhah,ghojeblmgvfctpyzdthomw,3.0,0.0,O,5.0
dss13488,f,W,KY,United States of America,,2864164.0,Btvvyvjjlcmwwkcgwmhbfrxkzkddwi,128730.0,,Gary,586.0,Hawaiian Electric Industries,nyzcglcbnylm,,1.0,4.0,U,6.0
wqv13489,,W,RI,Canada,56.0,1929674.0,Pvtdgzmiv,370457.0,PKSYCQOZW,Jacksonville,619.0,Bemis,Pxndh,Vswhwnsfjipnibevwrotryrmpywenqktfxyqhuznpcvjuktswxirqtzjekhujudxhu,4.0,2.0,R,1.0
Aax13490,M,M,Prince Edward Island,Canada,68.0,1389537.0,Vojyryeoilnmqtoooakwpcxchtwgt,,QLYRRXWFPZSLJOBQEYZOURHNCUEJWGPWGZCYEHBJLM,Kitchener,498.0,Pool,Feggudp,Erwzfsfljjehglsjlecvwmohvxudveasshesbhadiocsrotxyxweikqlftmwstvjkixpltjyhgiqpj,4.0,4.0,R,7.0
Hyd13491,,S,AZ,United States of America,37.0,2921462.0,ubqrtk,74242.0,EYIKLYUXLXWDWCANYGTKJFEQIKQBRCCUAPGRRXHOQOUAHZHSGIQGDLDDDKEFYN,Rancho Cucamonga,651.0,American National Insurance,bwfttqhb,SROWS,2.0,2.0,O,9.0
Nwm13492,F,U,OR,Canada,96.0,2908407.0,Qkkbxgirsq,179487.0,ncsyopzkrhnktoxoyldnmt,Missoula,484.0,Ametek,cxeidb,Uewzmwkbtkuocpfpadmkcouavrbwutcowvw,2.0,2.0,O,6.0
Mpy13493,,M,VT,Canada,85.0,1406827.0,NVOBJM,244651.0,Shrbtxeaxqnjtzqcpiejksnblnldjdwfqokktsvnnysgexltfevbmpyxvtqaxaetambdmwvmaz,Modesto,,Bob Evans Farms,Acqdijhcv,Jpltlfcqzwshxdpnmemuqkwuixdhnikupmtodjvwrcwpmeujmtalpjbvqqzglxarcogvvouedc,3.0,4.0,R,
Ctv13494,m,,VT,Canada,60.0,,Dgvsaozaaqdqhoihlfjou,100346.0,uvqyowugmraiufinppvzofmplaynaakbtmzzfqrlcetooxfmpgmvlzctnixxxxa,North Las Vegas,841.0,Carpenter Technology,JZPUTM,Zlzekejycvy,5.0,3.0,R,6.0
SZN13495,,D,Newfoundland,United States of America,96.0,1518821.0,jxtuqxwtiq,491593.0,Fxaeghvdomawcvvfeekyonucptbegzmozxobdjfwsolkfbigoafike,Coral Springs,319.0,Watson Wyatt Worldwide,LBHOPALEFY,AHCJTABBQNQFMBJZPAJQXYAVINLXNFKNWRSWLRRTKVMCKTFVJELBJVKMPI,0.0,3.0,O,10.0
Jiz13496,m,S,Alberta,United States of America,65.0,,EMTBEJXRJWPFNGRCEVNFHLCHN,380249.0,Wtalksicvvautsrgtegbmniiiwimnte,Cheyenne,718.0,Abbott Laboratories,plcqfspxjs,Acsjtopljgalnvunddclowxmrfsysxpbwizxmu,0.0,5.0,O,6.0
DLT13497,f,S,Newfoundland,United States of America,0.0,1650458.0,Gqhgpicweeruclshg,187814.0,Eamsoinjwbvyjweahyajlmrbzzfgjfkeomwvmsjbelpbiqf,Lubbock,506.0,Emerson Electric,vfmezgb,WLLUNVJZMPQSYT,3.0,5.0,O,7.0
kik13498,,S,TN,Canada,97.0,707359.0,UAKGHCFFKLGFQVUUEDVOCYQQOXJFZ,74208.0,WPKLBUTQNQBS,Las Cruces,833.0,Host Hotels & Resorts,ASWVZB,pvjuqmjcnlengbicvuygkukbwhkrdoogisod,4.0,0.0,O,5.0
Ttk13499,,D,WY,United States of America,61.0,1761663.0,Ofdrgysgb,118005.0,Rajthwqcivphfsjacdrlgiadgjjl,Kitchener,,Northeast Utilities,Njvwqm,dlxuspxcxbkwtscemdohofx,1.0,4.0,O,2.0
lsm13500,,W,OR,United States of America,58.0,3543735.0,jlnrpnxxqayzobfw,191030.0,Bfbwoomkrzkududbpspjlruborxkaqbedcequdvuerlq,Madison,766.0,Dillard's,vxrcrftpjvkp,wmbtg,4.0,1.0,O,2.0
Lxd13501,f,S,SD,Canada,7.0,3895099.0,FNQEXZCLGZYDEPDRVFVJSTTQPDPQG,58702.0,Clsqwhftjjadxitrpciwqjrbvbeiuiizwpcodizfdwfwwsvbksfakwfzjfztys,Iqaluit,844.0,Pilgrim's Pride,Qfshbkl,Xquruioalwchwrggeayzdegratrtfoob,1.0,4.0,O,1.0
OCN13502,,M,CO,Canada,73.0,845840.0,TGAEWBOTAFFGEFHPQFPVSB,4782.0,Cmcmqazvwaufgvy,Lowell,320.0,Comcast,IYRRRHADAHEG,lwhcxipfftfqxbxuppqnkudzudooxfisvsshriipovd,4.0,5.0,O,4.0
WBV13503,,U,OR,,18.0,1872635.0,ZWRSEQJHAFDFYQQARLFGECFEGCSCAF,351608.0,Eurtfneelbftpcqsiclgqrggfirdrmajowycrzmlntlpyggwuhmelyzkphbbqzrzgylhrhycrzbjlfha,Fort Worth,485.0,Procter & Gamble,Eijmyni,Gnkgohnilgrcwdfmlruwpxwjgpeiptkxwmat,5.0,1.0,O,3.0
nyd13504,M,S,Manitoba,United States of America,83.0,1884289.0,IEOPBLLNIRIRLLNCQAD,51088.0,Bvqroumjgiapzyharllligxicatvskm,Sterling Heights,745.0,Brown-Forman,cqifznhdhv,Znhpgkolksvnbvtajnrhaofamzntqyihsqukexjtxjdwpqhoplnxtec,1.0,1.0,O,7.0
ITV13505,f,M,KS,United States of America,5.0,3866617.0,Glgajofrqhnloirywrnebebddqp,168224.0,SENWLLJFFMFBPVHAHEDMLCKWXOZ,Inglewood,730.0,Whole Foods Market,Pceuhryfv,utpefcnwpohhuapfibkrgttg,0.0,2.0,O,8.0
Fes13506,,M,NM,United States of America,23.0,3888621.0,YCYYIKLMPT,455656.0,Pvgxkouyvzb,Las Vegas,662.0,Pitney Bowes,aaaqukcicdjf,,2.0,0.0,O,5.0
Jbi13507,,M,VT,United States of America,94.0,2039174.0,lygmlactm,353881.0,Lrnnijl,Sherbrooke,833.0,Mattel,Ephesijxz,Vchqeexmoiodautgtzi,3.0,2.0,O,1.0
lbw13508,m,M,CO,United States of America,20.0,1357803.0,Syhrbqvejyzvyiuwunglbktwh,299320.0,,Cincinnati,358.0,Lennar,Ewrxriqfymhu,gafrsbglshrvsekaddsic,1.0,0.0,O,4.0
GSN13509,f,S,NV,United States of America,90.0,778633.0,Vncrtgbvhtchbpl,381525.0,nieblkcogyeegxyuftnl,Provo,511.0,Sherwin-Williams,Lvchwvnvdkan,Epjmbpevlcjfyeneabkfonlohebfeopnzfgxuybitipwfbnb,3.0,3.0,U,4.0
Qeu13510,,U,CT,United States of America,35.0,2728861.0,VYLJKSFBSW,450394.0,Fkzhwychbeqioyercapozzmqeebezcueanjbgkgsjrujlyejmqmbevgerjsqjqmm,Gary,513.0,Masco,asmdjo,xcjtpbdlwqcpaifiuzflkykqyrexbovahtddxveyjqtnnkzoxwcjkjmfijwojubzwaqglroztycggoy,2.0,5.0,O,7.0
adw13511,F,M,AZ,United States of America,29.0,3806206.0,Dwqluegvgefwuzvgfpyifohfv,362507.0,KIVOBHCCBJRJMXPJNLHQMQAKGGXDLBXTVOYNUSXJKNZJSTNNPHUZYMVKAJWGEKBOJAWFTDA,Chesapeake,689.0,3M,wpjnwskmh,Brakalldljgewudrgjcijwsplfwsilohkxceqeqkh,4.0,3.0,O,2.0
WUE13512,,U,AK,United States of America,10.0,2431184.0,Kcqmlrglauu,406881.0,PXKBOBPVKVSXUJJXHHXUBLCHEYYHMHNQBGSWHFIDMFDEESSBRAMEPXVCCHBWB,Glendale,799.0,AMR,ylbkokn,Kryjjswfnongixyoehrylhkllywlgpzjgktqllrvjasknwerkhekckevjhjflcgrpqhfxbn,5.0,2.0,O,4.0
Gpq13513,m,U,British Columbia,Canada,17.0,2941410.0,Nijpngarmxkrzgmmo,4446.0,Rmmazbvkdppxhddkeygebpxdpibmxmjobjnkkqdpvcsfpjdrumjwbgbarljfjmclwzrmcm,Biloxi,678.0,Radian Group,znlpzzt,rlwzgpxjumbyqdxckprrramjtknz,4.0,4.0,O,5.0
Vyt13514,,D,MI,United States of America,14.0,84480.0,SQDCWRPYDBKYDHTKISCCQJPRY,,Jolvjbrtcsethgnzgyhewbrkzxhrdzxvufnsehutvfinkhatalawdttguzrjoliohnoypcikkjcrwcpj,St. Petersburg,666.0,ArvinMeritor,Vawwyebm,Cmqfdjvwqquahvcflzyojjxqnzfvgmharkpfjjjokvwtzke,0.0,3.0,,3.0
yls13515,F,M,ID,United States of America,98.0,2939892.0,dsbgnycgycnleybmbs,52963.0,BWUPCWTLEHKLYPGMDWMKFAEHNSKGOPUHVYKMAVSKYXVNLQYWTELIEBU,Phoenix,354.0,,Cyhsq,ooajbyxvvuxlepcbmt,0.0,2.0,R,6.0
dca13516,,M,CT,United States of America,7.0,1141828.0,QPTGNOAVMURLEURGD,48624.0,Lxabxteyjjlidkaqvejolgsjctgfeehcqhadqcayifqldvimh,Durham,442.0,Bon-Ton Stores,Vzjuylpcjap,iicvlyjmfyzvwbvotpsetdfg,3.0,3.0,O,4.0
OGA13517,,M,IA,United States of America,92.0,,Msbpxmu,127598.0,cvevebpyzjjccjriyfcq,North Las Vegas,808.0,Autodesk,kucjerinwr,Lgkgispjqeksxzjhzlabrzkaitbpqvoepkvfuxxuetcsywnvrjppdotepkuswdmpszqnjreeisvicipd,5.0,0.0,O,8.0
Ubt13518,,S,Ontario,United States of America,59.0,1032884.0,Yatljsjptbpzcczpuqtmusgghvli,394393.0,Aweskwrywrcvaawatmjnplxwwlugagifcncwagjvkyzthifpgkljdmfnlknbggwuwrovjrqtelhzrghw,Lakewood,615.0,Devon Energy,Rgznd,Nklvqobmtdkvjopycxicicl,5.0,5.0,O,3.0
Ckh13519,,M,LA,Canada,98.0,2677195.0,oztvqugevleo,,pthlzndkcoortgsjjcjxqvanybfgdbballaqwbvngcacmltdvpy,Scottsdale,672.0,Airgas,Siwyahkebnl,FQTKSFQOWSBCJRXFLBYM,5.0,2.0,,5.0
VEX13520,,M,MO,,45.0,2533105.0,Ikbil,475668.0,yjqmmuucqappabmsdqibviaelyziutdkalsdzdplubmhmefedwjkimcdffkiwqpkhqgtbhswo,Newport News,371.0,Curtiss-Wright,qjujuysmezz,Yxwfwbubbvscaeejeudwarcohwvjoxryivsbrdqumilbkdl,3.0,1.0,O,6.0
Wzn13521,,,AZ,United States of America,8.0,3216748.0,Dcakzorrashvuiizqzwwov,433266.0,IXVKRGDBZMMBUBEDXNPCMIWPBCPXFQBBMQGYRXRUNNTYQMPHNSXGKUCOOAAB,Moncton,463.0,Newfield Exploration,Yvncplr,aqomtjjebejarumksnfxpukdlqpi,3.0,5.0,O,3.0
Bqa13522,,S,NV,United States of America,23.0,1104090.0,pbfbacoikwtnnmphdfamhca,354223.0,DDHIRJEYEKNQYSRVCPMYULZWRVMYFITVJPJ,Arlington,679.0,Avon Products,fwvsviiflg,yimyhqxqvdiawzelyfymwdvkncpgcwkiuvkhvhukqwathwpakidnosfjdauw,3.0,2.0,O,2.0
ovv13523,,M,MT,United States of America,46.0,2997988.0,FVYOGNGLIBIITOYNTWPROOTCMYSKI,19152.0,XHVDEJDFDWKIIGZOUSPJSRTO,Santa Clara,547.0,Entergy,Owkmltdgc,mxwhsylcrrliuueahmmjulvpuvvjcnpvogxhizqmxrn,4.0,5.0,O,4.0
Qvs13524,,D,NY,Canada,86.0,2056015.0,wgmfbfvgz,,Tljgxvlusdtddrdataq,Irving,,R.H. Donnelley,zlboyxxyksva,Fojaufqdbaejhnehsnvvvvrvtlbrstjwckoldnvfhgnptbmdglbfgykdzizkmq,4.0,4.0,O,8.0
Rec13525,,D,VA,Canada,,3379610.0,Azprjnikfbfgepdh,,VHYBJYWLRSOVVNIKIOGYQIRVJFCDWDOHXOOOWPKWTU,Boston,,NRG Energy,IDCQCI,Pytrmebhwcggyyifxjawnuoiwhqmwrubbdnekvwqoaaivzgftgoocmsfc,2.0,5.0,O,10.0
TVD13526,F,U,MI,United States of America,5.0,3482102.0,wnreqa,158014.0,pbixxaskycccdfnqceqkfrvxrgwedklckle,Sioux Falls,747.0,BorgWarner,LHMCUBCQ,zpnwchqqswacmyqqgceuviluyqf,0.0,5.0,O,8.0
CHF13527,M,U,IN,,95.0,358575.0,Mbiasqgnpfdvjblogyiijsggzwiwa,127297.0,,Bakersfield,599.0,Coca-Cola Enterprises,adouhiw,,3.0,4.0,R,6.0
MOY13528,F,M,AZ,United States of America,26.0,2967131.0,Dbqnk,253770.0,CHBBFFHELRGCEARE,St. Paul,365.0,National Oilwell Varco,,Rhpdrqzqqxlxg,3.0,3.0,O,9.0
TAR13529,,U,NH,United States of America,,3932625.0,CQBIRDNXPSAFAHEWNOEITQCLVIGUXX,283051.0,ftnmgmwoqmen,Erie,,Pantry,jrgpoapi,Aoofjndaqbizmcsljpkgixhqisxwkklioiqwopxpddbzbviakrkrst,,0.0,R,2.0
qop13530,m,M,AR,Canada,23.0,455996.0,LWGGNZKCBGKWIDDXXYRXOQIH,408988.0,Wpsnllshbndxeymwievswsnnlnvdiacbqifnroesjkfjbxbuzasjkdnpjrgasnslqvtxbhfqwffrz,Nashua,766.0,Tyson Foods,Anhvoayrgpqx,bkqeoeerkvacnalkwcfphoeotpnxrravcrhkubqsjgertjuypgmjzrxsyzjcickpvyc,5.0,1.0,O,9.0
Own13531,,S,MD,Canada,40.0,241123.0,TUDHTTDZHPBELRHMDWDWV,418202.0,Ipngkvgmfcnrlykbgwoclswgj,Orlando,425.0,Itron,,Zkmistmhcrdzerumuatvnetbruwfvwufagiuputowepnhaliuxtjovsknawpbeivoiixubk,3.0,5.0,R,10.0
lwh13532,,S,Prince Edward Island,United States of America,39.0,2259225.0,hndfbbwscmtadhyvpstaebzkmbeau,327279.0,Ayukjevdwkcstcehjpdicntbcnlvlscgspb,Modesto,430.0,GameStop,Xttxfitifhh,QEUYMPCGTVKKAFCQJVKDNWKCEKPNLGNYQGIVBLCUDXVBHQQLFFQACBDLIMXLTVY,4.0,,O,5.0
lap13533,,U,Saskatchewan,United States of America,18.0,2305714.0,Vhraomrssvmrujk,475419.0,gsxlrxtw,San Jose,479.0,McKesson,Lkavelvbhlom,Imroofcmbgflaqenvjgohweqnpfwdsyrzpqbhknxldjon,2.0,0.0,O,10.0
Tjs13534,F,U,KY,United States of America,2.0,3060058.0,LXJQYTVRMAYSLUNW,23658.0,Yekdgxvgibdogaqrzcigaqyfleoatnmetteojpyiyoafwuicwfbznwvmhqzuzshrjocdlyrduq,Toronto,674.0,Equifax,LFXRLVTHFI,Gktwtjpzjhdfbgyuwacdvmpflvyurrdoozbhwg,1.0,0.0,O,2.0
gzi13535,M,M,FL,United States of America,64.0,,VLURVGGXWAPR,289708.0,Uzxuwpbdbeylpfbdcwggxqxvpzyhrjfvckrdormtahtaylwpwgyporbovlwueaizktmewhpobyjnb,Huntington,416.0,Ryder System,Qvjttqwx,URSKQXJE,5.0,0.0,O,9.0
TRJ13536,,U,HI,Canada,,2762973.0,Leepcxjpkrwrfudvvlnl,170748.0,DWWPA,Ontario,826.0,Air Products & Chemicals,Xhqlrml,vffimokbjpjozsdiobscfzynrqhykafthxvdxgxltydxwijxaeugtngtldkaiswpulpmqgbqpz,1.0,4.0,O,8.0
Yju13537,,,NC,United States of America,89.0,550058.0,XOMLJXXZQHWKUQTAXFKAOZSCH,125260.0,Cvixcxzyrinzxejqypjlpnoy,Frederick,491.0,FreeportMcMoRan Copper & Gold,,mralelxvthpxigzxeadnotmmjsnrnhj,3.0,0.0,U,6.0
