AgencyID,OwnOrRentFlag,MaritalStatus,CreditRating,Country,MiddleInitial,LastName,FirstName,Gender,AddressLine1,AddressLine2,PostalCode,City,State
Wtp6633,O,D,386.0,United States of America,S,Wtpnnfjhimv,pwboy,,NFASWVIOBNGQCQCKUJZSSCJZJUISSLNOIOWRVYTYVXKQNVFUS,CCURHQHFFDGRHZUSGIOROVDNCRHELLVEHXZQAJAUT,Trwdkmsd,Halifax,Newfoundland
Fdt6634,O,U,386.0,Canada,F,Fdtifgemsa,Xhathvjwdljeaq,,Iafvunwinanmfzqhszvplrjxbmoomsgjkzsyhnljnshnajrlajmpwxycnotpguzskemncyswnqllxyx,,Eapnmesyhra,Peoria,OK
Mis6635,O,D,354.0,United States of America,,Mispyukvlqllchsapxacbvtrkdsey,Cqttbgxgfwul,,LOWUPVSNYVRSRDD,Jjpxotjggl,Vscws,Sioux Falls,Manitoba
YVX6636,U,U,788.0,United States of America,,YVXJVKTGKFZDEHECXDOW,Tmfxlarpokrnhype,,Msggwgmsj,SOKSJKPOHRSDHHRLAQFGJBLIWKYMJRUTGYXAKJAYPPOTEVWBTHCXFNWVOTKSRLMMJIYKYDGAJOIO,plunenrs,Worcester,MS
viu6637,,S,594.0,United States of America,,viuuxkvjwdcieglsuyqwxsiyi,eszauxjkifmwz,,,owhhkj,Djwnoi,Chattanooga,Manitoba
OKP6638,O,S,530.0,United States of America,j,OKPOVMLWJHEOXTPLXSBKMRBVWA,RUXYLEU,,,RMICBTBFNLFBREURJTXIQWCIAAKVMLEEDHNWPDXYGJCWIPXQCKIYRJXDSFXUKTIYRVQGI,Wlukny,Salinas,FL
Bwc6639,O,M,668.0,United States of America,,Bwculhdqszgnc,Lsiqkgbwdigdbqamzwulfqeps,f,PCESCVQLPZEANVZGNIKJOCNQUSPAPOMAFNIPXESXHSMNDLFSXJLPFGCWAT,Seilsrjb,JXMBZQSHSLB,Erie,WV
FPL6640,O,M,760.0,,Q,FPLLHE,vaemrymytvknge,,JXQWCBJFNKI,Hhvfzxqaiygdfohyhymjwbowmnpsiarolsemrchcgrvgaqgfqxfvjrxbyxurbbh,Dkoucbnt,Cincinnati,British Columbia
UOF6641,U,S,465.0,United States of America,j,UOFYAJBVWYHFJTFHMAICD,Jpbfgyfdlmldm,m,Dcqrufphaytkokevkscmipbxzjwgxzkmqi,Peebfbkukvsqamngbggrrlbzcokyxtvefbsvmnooxfpnwvggfjvngy,Mrvgdnku,Yonkers,WV
Agv6642,U,S,609.0,United States of America,H,Agvfjvfrhfakdlw,IXOAJRPDQQ,f,Wpzkvwvzzrmgrgcpiwnprtcvjjfmzpvwyfnmscrhxtz,,Dmtmlrukgzpz,Warwick,NY
dyx6643,R,M,523.0,United States of America,,dyxsrhvzxylpyu,Vdknqmihogsksehivhzmtxtvadekr,,roxddzejbhukeqtzopdnpnrjdrmrmrlfrobouonanyzdntxfyvjkcoaqumeztbbflagahkeipc,Gjwdizgfvslaqvrfvs,dyltgoozw,Salinas,IN
Gjx6644,R,W,777.0,United States of America,,Gjxaojtakwqtlwzfbsxw,LPKYFUYIXXVCBBP,,Udrzgbxdbsyaxrk,Zxdsuhggoliylltovxgepkzpdebetdhwvjkauqlgqjjamhohfnsxtswrweccfmdxqhkuiwnaoga,Pzgtghvl,Pittsburgh,MT
HGR6645,O,M,799.0,Canada,,HGRGFXZUNJIRTBOY,ZMCBHBKWF,,ugtblwhsvqtioxloujuul,Sfabxqqkertphljodthkwmrlpghnbownrihjsddgkdgkrqrchxrismwhogpmwsnlttkqux,Uxowpsdgrgwe,Shreveport,WY
Mit6646,O,U,665.0,Canada,,Mitlexongeikvrfddvzj,AOCXU,,Fmpfwdonxdfnfnceflcduaqvqvlnddkyfjhlohfazjgzidcwnudzea,SOUOXBGCZPNGIFJVERBRRTKVVSWJXIRKGEXZDTRFMWKLKXQSCSCUFCQSTEXHNIID,AXILWRCHMI,Durham,IL
Mik6647,,M,785.0,United States of America,,Mikysx,CQJLWIJJTOBWRVRMSZDXMNIAPKY,F,Hxuqhjsccsmqhnjodtailsterzmnnmwpflfyezxtclubr,FHUDUPJUEOGNSJGAJFPGVKKJUGLBILAXZDKXURLLC,Aqlkjtkkca,Newark,WV
QIM6648,O,D,848.0,Canada,,QIMUERLMIDDCENQMTBNXQ,nforppdjwlmkolhzfqelobc,,IHUGBLHMFEEJPMCUBOVSSGIWGJBMQRRZFXHKIEARNVPTJASORAW,ihbnbcchhhawgtphkdizgpuuvhmqvjtgemspbbivfxrpiutf,EOJBB,Pittsburgh,TN
Gkd6649,O,D,497.0,,,Gkdvtxr,Opnupzggfuylowjsd,M,Cwvdev,HKISNEVNAWWB,sdewycaik,Los Angeles,NM
Wvo6650,O,M,732.0,United States of America,,Wvohaqjsvr,bfrlvliooagtdfgdd,M,Bsasjpakhtzihcaocfpostparyicxbliruvowdxfz,ankzlhbifmtqptfrbruyebdiretbdngtoclcxq,IWRNSRBPC,Charleston,British Columbia
Iep6651,O,D,,United States of America,T,Iepluh,Wssbkqnopquecumcuxnz,f,DYYWSXYPGLSPLGHUILMWIQUMNESJTUMXMTFQRREOWXTENJMLHCJHDAEALTQERQCIFSNOW,EAVYOUWNMYLWLSKSPROSUVIIEHCRSCTLPMNNTZWCOOCDMGOJLVIKL,vkqggipse,Scottsdale,NY
Jeu6652,O,S,432.0,United States of America,,Jeuehuuwvnegpl,itiychhjsjaxwztvajhsvxmei,f,JISUVJFTBRUDPFONBZGPZGHA,ysspedblunklsgimmcsdqcspvutfznyhypwjxtyojztbcaibecxesgfxjjuf,WYCJOBXQNI,Inglewood,VT
xcv6653,R,W,304.0,Canada,N,xcvjutbjwhthnruftjazlblnv,Ejswoquavtjgvwyyvqwvupbu,,XKZRKBJBCKOKKYXGJPHUDONLRMHCMJWZJKQLWEBWEULFBEMDMSLYKQBUOMLIPPIUYJEVY,asvyejciiriiqmstysnthymdrb,Migcnjjpdo,Wilmington,CA
Qcu6654,O,U,615.0,United States of America,,Qcucsrhdhjeuelopajzvmqtlxck,Qguopnwuqwimkmq,,Tsonepxcfajvebqgrvbnhqyuiiwrjmvyjtajvbdufrolapdgrnoigpkyylwaxpdwpm,ikuazfanjoqfguqvyspkaoteslvb,xrnnwpa,Calgary,KS
eml6655,O,M,323.0,Canada,,emlpmyfgmscikihvupecynsi,JWWNSY,,Ukfqpvlhpqtlgarawdymnntivdcyrcxfuvfedevgacgxlwkdea,HLSIAQTMSXEESLWHUCLACEPUZCNNTACUPXUQSGTUW,Wioouwid,Brownsville,ID
iax6656,O,W,370.0,Canada,,iaxecnuoezlzvewrzmhzb,kvwvwkkcqsslgnmol,,Jrtkaafxcopfbmiisveelknddnudbphkdagducndgopfihdreavuvkuqlfstd,gthugmvljhfdtgqmoiplesykx,Syfhkpry,Providence,AZ
Jmp6657,R,U,683.0,United States of America,F,Jmpktmsqlnqkizkzskiljdxyfhmmr,Ogmlsd,F,Etbmsdbimmfqnpbrrrltpuzzkiljmfczsdimeoyfw,liiqbrpxhlurnzghucjtktamoc,bfgmeyucp,Elizabeth,DC
gqx6658,O,S,807.0,United States of America,,gqxcxbzidllcyien,Suiatoip,F,dddcqnxoupidzhsfrtgskhfudcleilvgbgwnutlaiqyoxltpmkrfwxluzlhrh,UIYSSMPRVPICQMWUKXZSHGMRSLVYTNAYIASZVBP,GFSKGRPCB,Mesa,ND
PVJ6659,R,M,471.0,United States of America,r,PVJRSMHYBKNWCDJMTOSVAY,KFOLQLSGNJJCQWVCYZUMIJZPJMNH,m,bfxlzcabewffpdravt,Gedsvnjtfswvnxhthsdczgmnvchkgloxsaxhzfutbqfptauwgmryhkunljvbleetwdrblqgaqd,NVODEFZDEFGO,North Las Vegas,IA
faa6660,O,M,417.0,United States of America,F,faatfikczshx,Qeuvib,M,tsqxalylskfqiyrber,Hudoxhrtwoxmyiqmmxqeolswkzecbimervmjpn,SOBYROJY,Washington,PA
Jug6661,O,D,368.0,United States of America,J,Jugggwzbmxurdim,Xujmhbeco,M,NLDPBCODJUSMMDROVPELTKMLLFQJDOEJSIPETKOJOIPQTHYHFAQWWEUGVVJ,Zvdqnel,QBZAC,Richmond,OH
LPB6662,O,S,751.0,Canada,,LPBFAIZNMZ,Dnofhfyjzvjottocuhxxwp,,Kgieeqxymonrbmbfxaghclanqhdomgowdmgrazswqafautywhfm,YDMMWIIXASARJEWVSVCVTKUDQXQFQUFDFQMSDUIUABEDHZCLWISLNJJRQIVBSILGQQLPPLGEF,txwmqvubyni,Brownsville,New Brunswick
Ysb6663,O,M,806.0,United States of America,,Ysbxehkmcu,JTKQPKDJGQXQCKK,,IFAHSXTMZIEBXUTLXEVFFSUILBYCVDIMM,AQPKCNROLNLAFYCYXNIDLLNOK,CBEBVK,Jacksonville,MI
BQA6664,O,S,831.0,United States of America,U,BQAWNTK,dubvdwfaokhsydbijubdfouivzfgw,,Uzichzxzucvpdvenqmilvcplpytlbrguvfyf,QKQOBMAJIL,Xaqgpix,Sterling Heights,HI
CYL6665,R,M,446.0,United States of America,,CYLDPYDZWRDTCHEGNB,ISQWIOGDOGYTULXX,,Tdfqqrimlosddluxxsapihqcqsmkfqzlwbgavrrmvjnlsspjmamsmqxufzaywzfbgzevckjkpoxts,Imwzleioesibnqxixcxonwactmptkxwbotiijffwtitvtphsmbjndmwdpgecaslhmoeysqgrpuoyltb,Txnailyid,Columbus,NH
Oef6666,O,S,792.0,,,Oefoeuhowkbr,Xaxgbfwsydeni,M,Ionuce,Geduxxhrxqkvusshfpxwqjmoochnuqfwwatxtdoheobrm,GOAMOPNINVM,Coral Springs,Newfoundland
efy6667,R,W,791.0,United States of America,,efymilbepww,Gxahvnjlbc,,Najbrofqihtjxeshbisjbxxulefqotbjnlpphqekoutzapxgheeyksbmezunfbxubtkvacowcaserwy,ivcibamtgdswmjovddrqzooigbjjyxpsjasyufdchxzavbzlueatpvvguuiqhjwnmy,ETFNG,Indianapolis,MN
AKI6668,O,,768.0,Canada,,AKITLDGONMSALIH,ulvbliiwbwzfxmeblnsdqpc,M,Horpykcpslmbhzjkgitweqxhxqgtmaqfxxbtnjtlolxbqyedxktqb,Mnsfrdxabbzifdddghmnwbngjzbdglrjwghiqa,ypoebukt,Laredo,ME
Dkk6669,O,U,828.0,Canada,,Dkkatghmyqtslzfjycsln,oceonmwklfjpcyqlpyphxdhcasovfv,F,Yqazywdimdaqkddvccieiykdgbuuddubfncrqykooedsdoqxdnadguzhuwrhuuuttklxhlfoytxqmk,Sjnktvccqslntwicrwczlsmewrhwoedbhkjmjtpljtmncnplrrwbdbnrsywtzdmmqwkxqdmg,Uktifrfb,Boston,VA
Jiw6670,O,U,395.0,United States of America,,Jiwksyqekgbxqlmsrmobuvfyjvkxip,nowltgihqkabwiiyjnywdte,f,Bbnhdhbkulbftydarieyqxigiaanqpcm,IHKJSWMCXQDPLALWZKM,Oxqlfljhw,Livonia,NV
hcp6671,O,M,711.0,Canada,,hcpfamowroehxctdzbvfl,Yqpkysosfdd,,qjykeplcjsadiiirztfhyxwowyzbfnqkfwxxtdwjzchxmasirwuyqpmuqtnmvaaojmz,ifqdeqrxnvcwyxbheitybywsyqbwunrmbehglwx,Xieqwzus,Halifax,FL
Ett6672,O,M,569.0,United States of America,Z,Ettssdgktyrjboawudr,UXZGOQEVGMTYQQADFOQQN,m,Bflrntdkepwztldfrmfnrrxiphhhn,,Nfpoovbjt,Omaha,NJ
qdh6673,O,M,713.0,United States of America,o,qdhuhtwq,yuksoatbsg,m,Vksmwnriisnpdluvdauyk,enbxe,PEQHXIMILSOC,Ottawa,Ontario
Xnh6674,R,U,687.0,United States of America,g,Xnhqjlkrff,kaiyaijlj,,Vjgsmjklsmzpfmrqtjtpgnrxpkuitwlfupmoytpgqjmwdmvglclmpkubxmdkzsvtwaqnfaatrmwkxarj,Lxceaiodfkoghufrjvz,Ovxox,Anchorage,WY
Vqu6675,,U,818.0,,m,Vquwnlujnhkomdtankbrmoxxwv,Yfzitrlxsksnkba,F,moptdchxawupxbxgnqaikkjpyfwmnarlxttmyiqoklbisb,BXQZZMETCRAFXK,RMRUNXA,Oxnard,AL
euh6676,O,M,736.0,Canada,B,euhxhzsdkul,Kuktdpsffwbxryiuhmakxpygrke,,Pwtsdbblbjkluzejktzlosbbieofmwsfauhqlskdbtfulypt,OKHQWAOHLBKLONZOFQTHMROQSOFKWXEHGGIWHRSWJHUVFXXKVTPTXQULENXRUUSLGN,Ohfyxgilft,Baton Rouge,British Columbia
VVV6677,O,D,682.0,Canada,n,VVVTFIDASMNRORDKNYIYDKR,ljoyldvvmjdoobbbrxl,,CRXICGRANAPKCXJCTAGGGVBULG,navfcgrjdrjhiolkampdhmdehpibw,KUBKJVIZ,Livonia,MD
Wgw6678,O,M,365.0,United States of America,n,Wgwqiigiyrksod,sqdwpzkigyepbmppeealknurngr,,Iaananahyqiqihbmc,Fqiboqrgpalqfjqihezztkutciusecfxmtrkxqhwzlhmgsn,,San Jose,British Columbia
moy6679,O,U,683.0,United States of America,j,moyfgm,gtqqzuvtlh,,Qndzkuutuwrsnrdbcrgdfehrmr,Gpreverbrpeehcjcfldrnfrkalskgkygovtbtkbj,Fuurgrg,Wichita,KY
Dex6680,R,M,,Canada,P,Dexfeigpuyknhxcnrudccsonlberg,ETDCC,,jxnczipvlmrjoqfhvvsehajfbjeenzteciw,Dpjiprgbtfkyxvgrsmosaycmhanmqxditnlogdmjtxnbixxyqtsmfxzmhpjdlhcdampi,Xyaalnqcaub,Sydney,HI
Ivz6681,O,U,430.0,United States of America,T,Ivzssyqypkesseezmtfooqhgwjhhw,HXKKB,M,Ryivdavdgyzofrphhv,LHWUSTAEKZSOYFZZWGDTPTTCFHAQNZRHFYIJLYIZYTWXKY,Ipahl,London,MO
Qqp6682,O,S,620.0,United States of America,,Qqpskqhpdrbjshwhmlifdwtjwcvpn,Nhhhmjxtkbzekizim,,Pgbizysvsfltntospigpjplqvmwxebzrlcbeyhbemwilzbqyboogrtpno,Kardeknebbfsihgweailresyxxpt,vbynqzdvyt,Whitehorse,CO
TEJ6683,O,S,766.0,Canada,p,TEJZZGFLKJJXLEMQOJURN,HDIVERRRCBRFKPSFDVECTYBFHIKRVT,m,Ptkneoveyjmtheuyugkneejkfooymvwfiyuhqpzbegugusocwnwgodrattvtunjiqqaq,snphprvltgyrrappmyxedeks,bxvmrdjs,Salem,AR
Dto6684,R,M,424.0,United States of America,h,Dtodikxbfwgtceigespgo,Cogogtkvzv,,ffxodthcfttygkuksergswculjvgoqntvpimgexkglrxriqqpecxrwkujqfpshxvapnhcvypiecfxuq,TCUUBLEPBWRWTTOEUBDASZYDJOSCBYCE,pejnobwzxa,Chicago,AL
JGP6685,O,M,780.0,United States of America,x,JGPNMMHV,Qowoqfvvxlgidxgggaxjpntbdecxd,,Xuylhvunqzfwpfwhmcogjungxodudxfzlabqe,Cwrbiuryjpnheuygfziynwicizjxeyioiitfaxwfovtakilczulnufjquvgncboljtjrvnanc,Biqmxjkgs,Cincinnati,AR
YZM6686,O,W,616.0,United States of America,R,YZMZFFRWTJPFGF,Htxooczsmkfeptzpdcumetyktftj,F,UWBMDFGSNZIJ,Pmsdcbjijnffqhtfshfhvzoagcmxrnncdwytighqtelupxrlqsnnenjenglovxuaefodirgbnyobd,Sbdojvwkvi,Montreal,MO
JFI6687,R,M,486.0,Canada,,JFIGKKNAFTEHJBHSGWPSMBUDN,Cxreiyczopqccirytepbges,f,OWEXGOECQQNUDFXUDVDJRPGSPXEUEIZXZJERJHCPJHJMLKYGDATJZTGLWFRUKATSG,jijnzeammbwztuldtmv,NVBIJQWLV,Colorado Springs,IL
SNP6688,O,U,555.0,Canada,,SNPEAJFNXDAFIAFXVR,OQRPJPHDGGDIPMORPQIDHAPNMTWYNN,,Hyriexdrvwiduwgkgsmjvldncaychnfkbwtqcxyylfueddr,,uzurhdkhfmmy,Bellevue,NH
Bhy6689,R,W,479.0,Canada,h,Bhyuiywxvxi,Pzmlxdyorsvcbw,M,vharovducxnksjwsoozopepppgiizcwffrlzxngganmqumdlfzdfdbrljbuvuqamtmn,Ljapxhrutsanhapjkumbrzdpxzyvjjlvaojheowcyysyygxjecqxwrhsvupxxghbdxlwbtyornawbwss,Tshgvychm,Sterling Heights,TX
TXP6690,O,M,775.0,United States of America,,TXPPREAXYJBBVSRCXCSDHTCUIIOG,WGTWYYBZOHGGAAAVXEX,,YHDFJPFMWWCAPVMLFCIPATAEVSEXKBQOIZI,Vffdhubhcdqolamtfyneielfabqntoztrnlqddhzhyawsidauvgygphuucmywrzkveojzhcrzdprhdwj,Dchum,Fort Collins,MA
zdm6691,O,U,,United States of America,J,zdmixlamansznlrna,MQFNUOTJDKFYFIMDPQHFIHWDIRQ,f,adgxifiluaktkjoacskvmsbugcau,BMVGYFPPHHFWVBAYDBKC,swkvoplkvk,Burlington,AZ
NRJ6692,O,S,377.0,United States of America,K,NRJJDUALHEZLUPXCTLGG,qnyasojexxjlenascrgi,,gnxzlkhrktflse,cmywkhkeztmviczjwttwraemtegaypjoantcjdaklxwandksjifgbgexfxqemrrimfhdmp,Gdslv,Fort Worth,DC
Lyy6693,O,M,318.0,United States of America,,Lyygujdv,Gkuznlrofvwoprelcqseqxdihv,f,LSPNXJPHAMVGEM,Rvhflpgruwofixesyeqxfixnykcksxnzc,Vnvynmcitb,Naperville,TN
Kek6694,O,M,509.0,,,Kekvfjyvhubrhpz,GMVQTROPJUCKWM,m,AGWIUINEXPKXOWPPCEREFWFJHQMKUFMDLDHN,QYBSIZIBJMQPDBZDUCGQGNGWPWHFTUKDFXVAAXFBPDMGJIUQOSEQQKNPBXOTOMROJYP,Wnpecqpwede,Charlottetown,NJ
Ddd6695,O,S,590.0,United States of America,L,Dddjfljtbdaiummcxtk,JFDKDSXRWNEFUARMDWEDPXHUYYZEYP,f,,Gfqsfipnglyplboixetxnxrnxmrinu,wifgmoi,Inglewood,IA
ojx6696,U,D,818.0,United States of America,r,ojxuntxtjbenapsnpqlajnxxnde,OKKMUVQNLOFVPLCVIIC,,Gltxhanjhnlxynpfvxeluaeexbdfkw,Qvzykwmcatrflzfiajglyklijcltvmkfrhodpfydrgwpzgydcqzh,ZTEDEFETIIYP,Greensboro,Saskatchewan
Hqt6697,O,M,818.0,United States of America,,Hqtpfctt,Ujipadbasfeivyrdirijgvduydpu,f,,tgczyobimmuokgdlrraklpvhjorkqmkmjutdlofpecgsadqmavblxxugjilnwt,FXJAAK,Santa Fe,WI
Zxy6698,R,U,497.0,United States of America,V,Zxykxqevdelinzkzrelq,Xcqpgmdmmwifazemecmsmtr,,ELQRGTZWUPCDIUYZPQLOVEVVYKSGIHMJPZAWWLBHQQGBBJLHIEJFSQRBLHTXNUSVFM,Cthyqzgpfgtwvkwxkcjll,awvpn,Billings,AZ
Rhm6699,O,S,691.0,Canada,,Rhmlxuubtmuqoznzxnfhf,euqovqbgjjpvtsnjbkqndg,,ppkmanbamfuolbcrfmfijeidabrmhmfrpeypftytetxcuasrtosef,Oqtszrpmnwfsjxoxagieesystqzywtbfhnjgmjubazubgkihlprlrcfv,Rdvzacnl,Milwaukee,AZ
nwp6700,O,M,652.0,United States of America,,nwpcczlbwemmlgrypqol,ILRVHOCZLRYWRKJMNCLEOG,,,BIHJFVWGTLYDEFXGHPJIGSVSEYHDBJPYXAPQLGGUOSSVYKIOTHOMGKTMUZHIDSMUUNVUSKY,ZHMGPS,Oklahoma City,KS
Ctb6701,O,S,493.0,Canada,p,Ctbyjxdfrodhzr,Kfndrtmhjlixscvukzplwadda,m,sbcmhdwwsmwgdtobibjdupoimjsiozdaozgixjkwndjovkxoxxxviqouhrtsumxdeldnsdpamoozed,rvmjhyzrualhgnahsulsvexdyaspvgnluzjxobtlohtucbaatfhkjnxge,GFMRINZVIOM,Aurora,New Brunswick
UBC6702,O,U,762.0,Canada,,UBCBNVKWOGK,Zojhswvuaieuiqhgezlwhsbzxfvz,f,BQWQGRNZUORJOSPBBIVYHUXDXCVJUNYICXUMMH,LSGXHBUASGQJOMHWCPQDOLASMRMWSMMCNDFAJKLRNFIJDRASFOVHCH,GIXKZ,Coral Springs,DE
Iae6703,R,U,577.0,Canada,R,Iaemndlc,Nvhwpp,,NMATRWEVBJH,znykbukjtuolhxuhyvamibxqfjjasdwroworhsosnojjidynkejatqkkjipwndxqwfcpsidud,Szryiqyjkco,Tacoma,WA
Drs6704,O,M,733.0,Canada,Q,Drsdftmwxnj,Haxecfnooswuyd,F,,Phlyngehdyjgbicuzphxkqrcsaoune,Velekslyaxgl,Salt Lake City,Nova Scotia
Bli6705,R,M,606.0,United States of America,,Blienthzl,Hexdeqylawsptbblvoiocxfydew,f,Jggjdukadzumaxxc,TQDATYNHCQGQLJMDDZOLUBEOSYBBZHHNYOULOUU,Mkjuyiaiugsa,Tallahassee,ND
Bwe6706,O,M,349.0,Canada,,Bwefmqipmzznbwepzlurdqibwg,Hnabwmbsnduvtj,,FTMEOGRTSKEIJDYVVMEWPHXQZIJJGZQGCOVEBMK,Paeqxheysslpydekahixjtrhtiamrkgvqu,Sqgppc,Durham,IL
Pbm6707,O,S,830.0,United States of America,,Pbmdksgqbiflrdmtfjnf,Mtvdey,M,RZSCSPDDSCLVPSKKRSBVGJACSIAYJDTKUZDSMPMGVVTEWNBQTLFKHLNIMRRPIIWNKPYYK,Ctojhcxegphrkwapebjnkqdmrhezmibwaorlraekcab,Tudvcgdi,Oshawa,ID
Qco6708,O,S,,United States of America,,Qcohg,MTGKEWCRVZMZOY,,,Uikrqcixetpipetibcvgedszbvqsxxfmiklgfc,MYXVCSCDYNC,Tulsa,NH
Evj6709,,D,748.0,United States of America,,Evjwkwbudruqjcozirzg,Tjffcdrxhvrk,,Iibjvevecqikwefxqlzqyvowzxiguwamedvppvnwrzsuwwwpfiojeyjkyajdgfjysxzzlyibnzwb,Gtinfszitembmepsyfnhvihlgwjlglnhqkh,DGEXJPLYH,Biloxi,KY
Wfj6710,O,U,382.0,United States of America,r,Wfjeeamevfdqnbid,Vqitdfumvimeads,,KVYOUCYDSFHSJHCPSGXYOYILLZWRYFZVOPHIAYSDXBSRPTKNZOHHLXUQJ,GNGSXNMRTLYNQHIEQLYRUNBHZDUCTFGSQOWNRELCJRCEXZEMSSHHXGKCBCZUGGFWVWBG,Jqjnlrg,Brownsville,WA
Agc6711,O,M,678.0,United States of America,q,Agcjyu,Suwvebsei,m,sgiwammxftuwffkfmbpfsirfvpoxbmnhypqqgsdvdecaqmyvelapgffatjkqdsltoftggc,Emvirancrexpoytshyaqgoieevwuvipa,ILBLXSMEPG,Evansville,WI
Upw6712,U,M,630.0,United States of America,,Upwqtonzxgxwagfgsyt,Qudllpawdmifwmqmsqxxctab,F,JQMCXRJMKXIIFPYNZUERYSJIGXQBPBSLNKEKPNDKUXUGMTHQPQQWBTCVUPAKYNAH,qpmzumlllyuiemsltecdpwftqgfy,Bmhbb,Erie,NH
INC6713,O,M,731.0,United States of America,,INCJXQFENFGGJRSPAEKIHXCKLGEZY,Wtkjtgcwoyufthpuotaactykuh,,wyuwswmxgbsnltpooxnphvqfvijyeedrdrzkxqfuegvxjampwkiijwnujfexopmdqfgpmwe,Vuhfxpbscmpvwssolee,RPOXYQGV,Flint,TN
Cuh6714,O,M,745.0,United States of America,,Cuhlinxuhtcovciwohgwdbohovmxr,Zyozknwesladdmmfxhooydgjuoi,M,,,Ucrzjsb,Dayton,NC
UNP6715,O,M,765.0,United States of America,,UNPSFOLNTLCYPKCBLOA,BPTIQKDJUHRJHUGCEVVLCKPYW,f,Ghpux,CMKOKAWKYYLTRHP,RSJQZ,Manchester,Saskatchewan
xnb6716,O,,388.0,United States of America,,xnbgwukmrkij,Xqooqv,m,Azarjhrxornmoiaxno,Ceusqzdemtmgsfemuidbiocahdeoglsvuzmgajgzhmgeileomuppxh,Serxsomgq,Cedar Rapids,ID
WML6717,R,W,572.0,United States of America,,WMLWVADMPCMTAKUGBVOGDPMGABGUTS,Srmyfmgshs,M,Oqnpfnoopsapmhrftwdvdlvqag,Ydatdz,Obqnkaresg,Huntington Beach,VT
YRK6718,R,U,655.0,United States of America,,YRKCARCBTDJXBEKDOLAYAOQFBT,Gkmmwqb,,wtkquqyhhsuonsitna,Vmkvgyfo,Lyszyozhxjfn,Macon,Manitoba
Wel6719,O,S,401.0,Canada,,Weluqquipnadk,CFJIA,M,MRBALYFERBRBWSCQNQKYAOUWLAIILPRRKOZKMKLXDFZRGKSSTYTXELXMPMNJLNTQYYXVYUG,CPEMQUUDTGRJSOVTXNWFMITBOMNBNSWQUKMTZEUFAUDICIPLNNDDYIEJKHQYILRZQCPTIOQKDK,Vczrocunksl,Amarillo,DC
Owq6720,O,S,553.0,United States of America,H,Owqioovzzovzolqfbqv,Zmaxgruyaj,M,GQIBTQQAIQIAWJUOVKCUHWTPRHHKRBQOOXJR,JFHQBBZMHQXLZXUXXVRTOPUNINPOMQQCAGHATWVIZROUROAEPIYTKINIOQQIVLMNAVB,AFNXQXWJHL,St. Johns,HI
owo6721,U,U,838.0,United States of America,,oworqfbrhsuvmuufkgozq,Fnumwquwnv,f,Gxxlkxyvukojhhlclsayzdxiotrwsqtmdjxpkvstixijvoxbaqbjienrxnixqcizemjxs,mhpdqveuhwvmkewloppkweudwkmvllqbceqjyhlqvqanfpbpwkfuxnxmeubrisrmtaxmrsgkbt,Njdesvneec,Provo,IL
Hvi6722,O,U,536.0,Canada,,Hvicdhwfbp,AKSENRXRZESHAKRDTMMPAKEMKW,M,hneveohqpeapjookczpgecjssdjbdaxlbttmxhsbrvvuuktxw,Zhkmtiatxguwzfprysrbuhfulnavwsiwvsdrqmwcizljesgngjdfswtaqgzplfdpm,Kfngs,Albuquerque,Quebec
ame6723,O,,323.0,United States of America,E,amexxiaghalzwspnmprek,QSRDSLJGCNLDBBIYUZTKINY,,Vteqiydjqu,slfvcetjgdadlqppcvjebgdtbxbevsicklaltefbagobgxhjamwgrnqbn,Qjrnuxpwr,San Diego,ND
DXT6724,,M,438.0,United States of America,U,DXTPZKDUQKHCLIFRRVJZZE,Wlehxzgscrcntmlvfsngxkeae,M,rdgtumgistdtarblbumgvjtrecvgcndxplhytvclupfccfzbzpznydyfrkiudtbytceptxnwumpob,dknmtokuqughqofav,PFUTTDKMR,Greensboro,OK
Ydk6725,R,M,746.0,United States of America,Y,Ydkwpaccztpugazyaojpw,Bylebjrfu,m,ESHWPCZINMMNZUGFGMRRWQOHRPLXIOGDRVWDBGBIRFVYCLWS,Acvligdvkmliewrwzhviozabqlnswxsnbluqxidhqequxrearavttzxsuvatahcfrgwo,lkghtyz,West Covina,SC
VSD6726,O,M,848.0,United States of America,m,VSDFZVVBRIXSLTSILUWHZJVWILJ,jbmldkbq,m,qnveeru,iecuorymvmwcsfgzjddgooowpwnzs,dognmozndjd,London,AK
RKB6727,,M,332.0,United States of America,I,RKBRPQBSMUVKGQXLMUPSLSPXJFBMDS,TYPZIFETDOJIBAILMIATGT,F,Rhfsyztletuxyuwcxthishbokchxxeklpwrwbqqpstvxokumxqenm,Ranfhurpskghxtimdgykfaetlaijohpyjgautbsmnwpmpndfyhtslk,TNWFXUKRHN,Knoxville,SC
Tkt6728,O,M,475.0,Canada,l,Tktxtfknsimfziiwjyidlsomym,Dkajukemywvdmnroeewnadrhfdwl,,LTPXLSWKZCDITLTDGUDDHHJGQINKLZVYPPUNAEHVLICQFVTSDXXHZOCRQZRAPFRAD,,Rindkfzgfokg,Charlotte,ID
Uza6729,O,M,414.0,Canada,V,Uzahwffesfhfnioglhaakbhlaw,ahflum,M,mznjtp,,NWTGKQEPX,Yellow Knife,Prince Edward Island
