AddressLine1,MaritalStatus,NumberCars,PostalCode,Phone,Country,AgencyID,City,Income,State,LastName,AddressLine2,MiddleInitial,NumberCreditCards,OwnOrRentFlag,Age,CreditRating,Employer,FirstName,Gender,NumberChildren,NetWorth
Tgtgdqfsapjnioanznaigsfcajwgepxhdbnpcqkvuwf,M,2.0,bfcdaq,1-837-600-2003,United States of America,tzl12829,Sterling Heights,424026.0,Quebec,tzlwnjnoyzifbddw,tycyvegvomleihjetimcgxsjmqabgvplrpwgvhjatwy,Y,4.0,O,23.0,458.0,Northrop Grumman,BKKVEROPNGDGSIABPXYWTL,,5.0,547605.0
YYWJHRLJXNAGXMQKIJVBYDVZBYPQBZAHVLDGPSEMCLQVRLQUQNZEWTKOXDHRQMVIDECBPYLHUFQ,M,4.0,Xsebnbazzuxm,1-007-407-1539,Canada,ool12830,Edmonton,444330.0,UT,oolkgiwlrskrehzbko,Gdlrhztlzzjomkvkhmblvuxqwsewdr,P,10.0,O,73.0,,NewPage Holding,UAUQPNTMABRSSDEWJNOM,s,1.0,1923491.0
Qfmzrnbmeasnthrowltjzlrlnefjmznwgmmbpyqna,U,0.0,Ceiqkpxsimo,1-107-786-1764,Canada,Gcs12831,Pasadena,305897.0,NV,Gcsoskmqpaksnrsvztuyi,GFEFWBMOBPYUJIPLQFDJ,,7.0,O,36.0,317.0,Celanese,tkalfzzb,,4.0,274597.0
uedypxvkaplaaglosj,U,2.0,JHRNKTOCX,1-584-108-5822,United States of America,Tqd12832,Little Rock,377098.0,AR,Tqdvleqz,Titaolimoqtdrcnftjyieiovugfuzkosz,a,5.0,R,51.0,828.0,OGE Energy,FGCXVONIH,,,1016413.0
OPXIRPJZAVHBPGUNREW,U,4.0,,1-893-081-4706,,Imt12833,Tallahassee,18397.0,OR,Imtzjjxqnr,Lwxlvyeszplrsrjpxohrjnaehooxsicearryxgdrnewjyhk,,6.0,U,53.0,676.0,Pepco Holdings,lnbkaj,m,4.0,2712645.0
ielymlvvlrvifqfsmpjdzghnvazptepymajkdndrhyhfzokkclugef,S,5.0,ulkxftsqu,,Canada,Onk12834,Independence,43751.0,VT,Onkigmi,Yjklnfwybbdpcrnkiwhtmxaieufrcanllplnxiaxvkfephktqgdsl,,0.0,O,35.0,499.0,Ruddick,yzubkaygflgti,,2.0,1977750.0
,M,1.0,Khnjodjytb,1-241-945-9443,Canada,Vmo12835,Tucson,406351.0,WY,Vmojgpkpeqzbaztfbyrfjhtw,dkcchdlcvsfdroyjmhzsfqslqraknnjnzomflggnvayzihgxuooivyfmscmdhevzswxpgjmwgnobz,,4.0,O,39.0,695.0,Cameron International,Iwlcgnwmopnrtlwyngfgqrmsij,f,0.0,1703699.0
Kdkiqskqosklrbzmxnse,U,4.0,Cictpwoytnm,1-801-732-3027,United States of America,Xtp12836,St. Catharines,490101.0,WA,Xtpvdibljuauvinrbfsfqzuxl,ZEPBADUISWKJMOXDKDFIN,O,7.0,O,89.0,426.0,Crane,ITJLLZEFPXELSRQVCTMP,m,4.0,757938.0
Gveclzhahfzrabzrepqcuhsibclhhvuleyrgfv,S,3.0,vtgwivurw,1-192-360-6484,United States of America,Oqm12837,Halifax,126420.0,FL,Oqmzmifshdnpbsbeqhc,DQFIYQZTQJPMHNBMKYJAUHJBDDSABESTBBXTKBTXRTMHEQQSAICUNPGSZECAVJDWGWFXXOPPVFZROPFT,,1.0,R,98.0,,,PEEOLCMLYUPHYKYGKMKLTHLGIO,,4.0,2841182.0
Kohnaptmlsvegqnpiednmwsrtcvmreweqqvjmf,S,4.0,,1-741-738-4105,United States of America,Bum12838,Huntington,467950.0,NC,Bumxsit,Vnxpadvyovyddngs,,10.0,O,4.0,327.0,Tupperware Brands,Hfnddhd,,2.0,1285049.0
Rkiqpflfzhdzphfwrsqi,W,5.0,JKYKLCTBJUK,1-324-925-1603,Canada,Dnr12839,McAllen,375100.0,ID,Dnradyfqjyvalrlxfspvdtuve,VVALIGSKEJNWFJVSYXROUXPBSIHFOKCTFFDPIXTTSKPUVCIFXTSNE,,1.0,O,67.0,360.0,Qualcomm,LQUAUWNQUFZMKSNGKUGMRXPS,,,650959.0
Duimwghwoyrazskpdaqshmkkxbbwgrvyjjivpiqdudlkaqsmfqdwerdhmpmv,M,5.0,LOWRMN,1-023-320-0309,United States of America,pkx12840,Modesto,451851.0,Prince Edward Island,pkxugebddejhfqjsuxfb,nvotijrf,,4.0,O,65.0,408.0,World Fuel Services,Ggdnhjdzhs,F,3.0,
IAQYWQNVTWXPWQHDZJNUDWFQPJUCAZZYWECPLNZJPJAWFNHXNTIECHBT,U,5.0,RNHCFVTSWCH,1-345-330-6536,United States of America,YFP12841,Victoria,127524.0,NJ,YFPXQYAXJLBOQTJWFOXBQZGQA,DRTEBENPVTTHDZDMYOIUOQECBFGWQTJFOSZSYB,i,0.0,O,50.0,395.0,Fiserv,Upswaieoh,A,3.0,951706.0
Egyrabmkbkqbxxhdaqdtwgpeuwxergaqafmrmadkfpcunxiyaqjskehpwypvgfzbcgkwkcpmxsdr,D,1.0,HBSABBKY,1-505-223-6536,United States of America,Lcs12842,Las Vegas,270886.0,NV,Lcslrtxpwmecnxpaxjuhdnmnjiylg,lpmozketeyjnxqxlfejutnvkvalzdchopnxnwhazjmrzqulqheujafnuwytgrmnklygpmymksvioooh,,2.0,U,34.0,535.0,Tenneco,hsuenkyt,F,4.0,2226048.0
PECFUOJGIAASVOFYBQRLDOCVAKRXSDXHJQROK,M,1.0,cnjrjo,1-046-267-0234,United States of America,isg12843,Honolulu,73309.0,NV,isgrgguaqitattziubpwd,Jceimchzagosgarcydmjvviywvuktiaerdwgodwsgjndlkrdzyomkmdbitqfwqzurch,,8.0,U,43.0,706.0,Andersons,ZJECPHNXT,,3.0,
Qozlmgschlhngbzxdqohgiovv,D,0.0,Iufpjayvjpa,1-768-103-8876,United States of America,Ytj12844,Charlottetown,9660.0,MD,Ytjianrdnknnhiucaacthae,Vwefdizndd,,4.0,U,83.0,498.0,Coca-Cola Enterprises,xxtcfytehjfsoj,F,4.0,2410425.0
Nxqabtjvlsuoghjhmuzjj,W,1.0,Gmijj,1-068-591-9487,,vvm12845,Beaumont,408662.0,NC,vvmurjsfcrvapohoppkipzfuhh,DQVNXGKOYXMLKZICFUHTGHRVLRCFPARVTTPPRIVB,,7.0,O,32.0,303.0,,Ihnet,f,1.0,1101692.0
UHDJVMFMBVPVKSPVCOYWSMHIZQJDDIVW,M,1.0,KVELFJP,1-132-225-3199,United States of America,msw12846,London,354733.0,MO,mswbfzmjkpxhiyii,NVAQTQUXWKSUKSDGCGM,,3.0,O,76.0,745.0,Aon,tahttc,,0.0,2517496.0
Ecvinwmkphyuazvwjduomokynualoqikgnricgwgpdfwoxgwgsiyomrwpv,D,5.0,hctoank,1-589-402-3116,Canada,hwc12847,Inglewood,257620.0,SD,hwcfeluswotcpcfmnywf,FJDYPBCL,,1.0,O,51.0,648.0,AMC Entertainment,voeakenonqbfytgycdceybwlylq,f,2.0,1982478.0
Awuxikprxsmyyupugrqqxbguwk,M,3.0,Rektcocyxz,1-354-772-1400,United States of America,bjj12848,Kansas City,260044.0,WY,bjjcpiyczkeorxqxogcim,gqvmuhrlnvdkbyvbwzwbungyjtsqcrorctsbse,,7.0,O,60.0,760.0,Sun Microsystems,ASVVDJVGCBGDOFBSBXK,,3.0,1928359.0
Vstiphiyivdnjfobmpjxwnvrvavntmoemqymuohozmcuyji,M,1.0,Hcxjiv,1-059-568-8258,United States of America,QBR12849,Rancho Cucamonga,223349.0,AZ,QBRQDPOHQFSCOLHMFJYUM,xdqndtaoiadjtsyabdxailmtxnpbqdusbc,w,5.0,O,2.0,789.0,Texas Instruments,Rcbfzljreymrmhxpcjpgj,f,5.0,834606.0
Rmnrlqjeq,S,5.0,lalsa,1-536-221-0110,United States of America,Bdq12850,Dallas,420929.0,Manitoba,Bdqowghsjzoorhrm,lhqhdqbyedilylrmtkuwjketowwqbtuujbknxrypxkit,W,0.0,O,48.0,830.0,MetLife,Cgpwlkfdfoeirml,f,4.0,1270692.0
FGGIUQJRGXESDBTHVGKUXYFKYW,S,3.0,STDIIMJSDET,1-465-945-0878,United States of America,HLV12851,Miami,409961.0,Quebec,HLVZXLPXYVRTD,Azowifuffwyiia,U,5.0,R,60.0,745.0,Williams-Sonoma,Ppnjpzhq,,4.0,2970030.0
RXJKJNXUUKDCNVVQTCFBOJLNRZEPHXIWZUMFRDTJ,M,0.0,Xblbhqtuclu,1-862-969-9340,United States of America,fyr12852,Orange,,DE,fyrveszoqdwwyghpiaegwk,Ssppikwpivgxcttakaijnqpznyhgnciiekkivjg,G,1.0,O,,460.0,Helix Energy Solutions Group,XNYJYXKBBDOI,,0.0,1805684.0
lhgcxmibahthnvqqronxfotkacocqaojukbifhhdyumrobvvbwwe,M,1.0,Bfxkafmhr,1-110-510-1005,United States of America,EPN12853,Waco,498158.0,NY,EPNRFRPCZGGJTUACEYQSWSCZQCH,Ccqcc,,6.0,O,4.0,698.0,Briggs & Stratton,Nvmstyahzg,,5.0,2238781.0
Zbecrbvhqxhjwibbawqughlybebickhtvpczppxyubwazfjekevsrqukzyukyfl,M,1.0,FSHPVQARQPZ,1-946-047-0385,United States of America,dnf12854,Columbus,96483.0,CA,dnfvhpffbobogjmoylf,Wdunmlkietwopukmrcjlrjbwkixesfqvv,c,9.0,O,18.0,612.0,Paccar,Bdavqrfyotqfbu,,2.0,2490224.0
Cihltvnuganqwabkqcuiccyragcrrwdjlto,W,4.0,IQLPLGQSSQG,1-222-788-0196,United States of America,Yuh12855,El Monte,17846.0,VA,Yuhwcwz,yqbwfzyerjxlgexyirtiouqcfwmpmpwoungqevkbzwvpyxmetarhlwgnviixqzxqwvhlujdfrevqzxvm,M,0.0,R,37.0,567.0,Watson Pharmaceuticals,Crmdtznssfymredevbuv,F,5.0,
,U,5.0,Epocsstwvqmw,1-170-639-1755,United States of America,Hiz12856,Ontario,133982.0,NJ,Hizrbxfpc,,,0.0,O,67.0,375.0,Live Nation,Qkfqypfwylepmgxrvrovzx,,0.0,2803509.0
Lhjdnbbshhymjhmbkulbvdotgaypm,M,1.0,Cyhuylxonki,1-982-172-7586,United States of America,OQR12857,Lakewood,404620.0,CT,OQRCKOYMNFRIQZQTLJF,Cujqaayoespgngnjyxmeiirrluumctxphochwsordvutcpsuklba,,10.0,U,17.0,614.0,UGI,nbrlquxtn,,5.0,96716.0
tasponrd,S,0.0,Uzzirbzscvr,1-771-071-7879,United States of America,MER12858,Santa Fe,443960.0,LA,MERWXLRSQDBBVNQ,Rekezivhkwjwfjigrvszqibldfuedrykulahxcmcqanbxboqlrtaroncrlyrxbq,,3.0,U,2.0,,Analog Devices,Foapy,,5.0,2498353.0
ejpbrelclpckzoepcqrwftsinkewspicukqdhenshlvrpjiprlefmartpzjjokksfmlg,U,0.0,uksetfatieh,,United States of America,Bsz12859,Brownsville,54667.0,OR,Bszxmgsqfnsdbbtpshskmcpnt,GNAQIIFQJKMBGCMSWUUTWNFAYCGNPWAGDISEDERJBKJXTILXUGLLHWPYZQTLXH,,2.0,O,99.0,599.0,Aleris International,KINDN,,3.0,2205830.0
Qfbpzyfhfufmlarxesakgxwxmojvnxvqmotcilnombfmgqdxlikog,S,3.0,Xlpwzjddsxyo,1-568-913-0778,,Tus12860,Santa Fe,280753.0,LA,Tusmbkfkm,Mpwclyqpxkwbzbzjv,O,10.0,O,64.0,432.0,Systemax,Mnfrizv,F,,3768815.0
Crudxzkdzkiccbnymbuklpgesnuxwjjgyjncmoyxfiuzhwyfmpkklkxidnbibotgweryjn,U,0.0,vxmsxbziif,1-454-153-0835,United States of America,Xak12861,Baltimore,381535.0,Newfoundland,Xakwxzsvneegquoggyzh,SVHCVDESDIWUQNSLBIBBQKBIHALRXZVOYOGDTHEVNHSDXWLJJETXJGNZXSXS,,9.0,U,53.0,310.0,Autodesk,Mqfctdeklyvvqqhpgencndpfq,M,3.0,
Flrovkzopngzgabeafgujktonrbqtdhdgujpsldivaurx,S,2.0,Ngyomkg,1-535-220-4102,Canada,Kgw12863,Lincoln,390420.0,Manitoba,Kgwhkgkqbiwoxobwnwveguirgk,ecejovqlindgxwyxfpuwjpbsjllzglopdbbfuahlmqoukrwuvefuazjofstqpdpxhxqpre,,8.0,R,30.0,705.0,Mohawk Industries,Wmvcwzggfcldrlaiihnffoz,,,2895361.0
DQMRPWLSBZIUDMYKYMNRYGVEELSCWILNHGCGXLXMQPAPBBTXLQW,M,0.0,Zrleke,1-702-173-3160,United States of America,Sch12864,Chicago,286471.0,CA,Schohfqgt,xiszcmifngymhqrsikbexxdelfuwslpjqzqjqchjgwmmialzhwuqupvyoxluezunkvgzcjzaekdqt,E,1.0,R,23.0,439.0,Principal Financial,xiktk,,3.0,3484429.0
Lcslwm,,3.0,Pcltedljdmk,1-308-206-2244,United States of America,SOE12865,Little Rock,261843.0,FL,SOEGSUTDELTWZTDAITCJPXOFOYJE,,,8.0,O,18.0,770.0,Country Financial Services,tnofxunwoxluzvveeswnwh,,4.0,849395.0
XUOXKOTMVTKMGHSDURUYDKBADKARQWTZAITBBBXHBRIPFCONG,M,0.0,Kllntmosbyxc,1-599-054-3466,United States of America,PUK12866,Charlotte,418622.0,RI,PUKIWTPIHU,Gxkjxbvszdyjicuevomgpmtbwpwjmmxxlckbsepjktp,,8.0,O,24.0,521.0,Teleflex,Bfhbnfdmakbprhisubxyvrxkbpqaz,f,4.0,2738747.0
QYRQRSV,,5.0,HLFVD,1-526-512-5055,United States of America,Fwf12867,Oceanside,50596.0,AL,Fwfwqyurmlrneyulikjix,Wkmctmdkfnndzmehepmckivihrtgfsetawauxezelzoijxdsacsefuzojmugg,y,10.0,O,68.0,551.0,RadioShack,hdnbhwfirzlepafredo,,2.0,594382.0
Ntfgalqxusmtottmvsxhrfeawfiflturhklbjvavylqcjfputbtrnhaxwziuxumcfcwghvy,M,4.0,NGFHDRTQUJ,1-684-476-4139,,fgf12868,Bridgeport,186907.0,LA,fgfmfosdsluiaagxxouhgpjfwdi,xjdfdugtvqfurqmodjzrkjstopvgtportrywdnaqaehqfssqlfniferiuadtrmzctsh,,3.0,O,71.0,597.0,Solutia,yqvycwmlrnh,m,4.0,2803157.0
Ubbiyysiiujtfdtobkrlreojcy,S,4.0,Pujdd,1-308-728-0278,United States of America,RIP12869,Fort Collins,149292.0,KY,RIPKWNAIADVGCZQNEHEQRSGB,Fqloyizjgelbkwnmahaspdopdhzuvrofheyahhnngdiasufkkcqdtmkgbppaosmovvjdqoewim,o,5.0,,63.0,819.0,Home Depot,iyjrsnnldbsrkvtpibvfkdziyg,,3.0,1998054.0
qozqpqbsoovxhiuxwrnodexplvuuojena,U,2.0,okxttfhi,1-190-731-7874,,Fgy12870,Las Vegas,385358.0,KY,Fgyotbrcmjqtwzmwfjybapmgymhgzh,Muwtwyhhufyfjgbgxuawmqjzujkzcbc,q,4.0,O,80.0,506.0,Fortune Brands,GWIIT,m,2.0,867553.0
Kveneqjzohdnbxkupxutnbmdlradtowaqcmclcbvfxtxktgsnzms,M,2.0,lnxvk,1-613-824-1706,Canada,Dpq12871,McAllen,430576.0,ID,Dpqbfapuuuehjv,Fibvztekaxbgrjisggjvt,,5.0,R,,355.0,Morgan Stanley,Aeefbezkzpkk,,2.0,2835340.0
wocdacpptbprcemmiplaafeuhzctprmslbasagxuppnsyxvtqmyqmqpcddigqqrp,D,0.0,Gtovwl,1-210-340-4624,United States of America,Lsv12872,Oshawa,363316.0,MN,Lsvrrgfvqulzzeqwergbmsgn,Gccvheeodzgqdergdheqfbvtqlliyavzkwfgluewrvbrkcqxmmmcihm,,5.0,,41.0,735.0,Advanced Micro Devices,Fdnuwhbmtx,,3.0,3005045.0
Togvdfeqozusouiqugunvoeuomvngophrbdobazmqugfwrks,S,4.0,UTWQR,1-898-024-9566,United States of America,Kjf12873,Mesquite,25667.0,MO,Kjfof,Mjptqgeevdlommxnnidpyjkalkkprwfpwevdrbyzolafz,m,5.0,O,35.0,535.0,Patterson-UTI Energy,Svwzwuey,F,0.0,3468507.0
NENXSFVZVHCOSZOFUHKSTQTACWL,D,0.0,ERDGXONT,1-088-938-0312,Canada,lif12874,Los Angeles,428168.0,NM,lifqvedkftmlpexkhjhzkauce,iavwgmexglxcbrbb,F,,R,32.0,548.0,Mutual of Omaha Insurance,xxenwkorunfqksjkerdmshdz,,0.0,3406613.0
hxhvru,M,4.0,RQUMGWI,1-050-997-9585,United States of America,vax12875,Fort Lauderdale,346317.0,WI,vaxbpkdtaynsavpebddqhkopcaw,dpzorswggeaisgibyefolkvhfgqpemzcsgakzjpxboanjhczemncduuibrryjlicgpbswyqedxb,K,4.0,O,30.0,376.0,GameStop,Wrxwmnsfymirncncdkfcn,,2.0,
usonpmhsumshjfsxlgamqklauwesoxckqxaa,S,5.0,YQHEFXX,1-075-417-4832,United States of America,Vie12876,Madison,182949.0,MO,Viemrfibdpmqewvbfpurtn,PBJCPTCUDCBZZFDUGPAPBHD,W,6.0,R,65.0,441.0,Pantry,RLSHDMOJDWNU,M,5.0,2398882.0
,U,4.0,Gmsma,1-894-208-2862,United States of America,Zno12877,Victoria,414677.0,NJ,Znocvdzafbehwd,VVHSQCQCMCKSVOTGVORXNIRTZRPHLT,,0.0,U,63.0,577.0,American National Insurance,ejwfucelzsqaoyllj,m,0.0,
OKYEJKKQBECD,S,,,1-588-826-0221,,ehd12878,Des Moines,136480.0,British Columbia,ehdbkaui,ckmhwckxqrwhlillnxaw,,0.0,O,33.0,470.0,Tupperware Brands,Otdbcfdagrxmgq,F,3.0,1572808.0
Idyetahhhxolnzcuznqcihvcihumtmlfuvlmbksytlnrsasrulxxokl,U,4.0,MVQPYFDT,1-928-569-9269,United States of America,Jbc12879,Torrance,359713.0,UT,Jbcjrmgo,Vwwaxvnliapyodiwlrhsqnhmppylookhiunclhnbekxdlyydjgdzgenlq,,1.0,R,78.0,673.0,,Dggzhfntmfgrsdfffzwqbbqa,m,4.0,2345909.0
RYYPEGRUKTIPJRPJTLKBHGIBCDLHOTKRFCHBVWTNZJHJGUUP,M,0.0,Xmtvxpdxg,1-197-563-9258,United States of America,avd12880,Yonkers,180925.0,TX,avdffeswhhglozjzajrkbulx,Jwxisujkcneaoplyyygfmbsgmonukouediqtvdrlpwiolbld,C,0.0,O,9.0,361.0,Western & Southern Financial,unowpxaxusesfeifxtxazejmfozo,F,5.0,403189.0
OVCXHPOULTYDAZFSJJLVVBGBSEDLULYPAUASXYTVEGUKVGFUVPVLDLFYMMHMLXLIZHMUNYJQM,M,,,1-909-314-7780,United States of America,Xwi12881,Lakewood,359348.0,HI,Xwizwgbvxioqionl,Igawvaqbhmoyoxgjvzwodavonredztjtgxszftyxrqtzsfnzcetwlyrbbpoytpisxcjh,R,1.0,O,10.0,741.0,Fastenal,lggrjqitknqibwrffrela,,0.0,1971569.0
Mexqimoedxwghkgwunqlqklddpzjpsausmudwzpnxwoxvofnogdcdqycnms,U,2.0,FTFOT,1-949-142-6809,United States of America,zmm12882,Calgary,234286.0,NY,zmmrcfvdswpuzrqnhwp,Yioaujptinuhlfqj,N,3.0,R,43.0,779.0,,Etnopadawwst,,4.0,3168477.0
LMVFLUMABFJNCCENLJXGIESZK,M,3.0,KLGFT,1-072-952-5343,United States of America,Vpl12883,Mobile,447519.0,LA,Vplhxsqj,Kvqfzmqvpahlrf,,10.0,O,94.0,625.0,National Oilwell Varco,Njerotzfmnrhyrxc,,3.0,3321462.0
Vuyxsrjjvbciyhtkvqlrkkvwalorghlgwcrtesdgahrflibopwvxixagqaaj,M,0.0,Rgcbglmwq,1-626-508-4169,United States of America,Dde12884,Irvine,293193.0,ME,Ddegcstn,oavxw,,9.0,O,51.0,779.0,Mueller Water Products,Ezhvfmcostdoskmcfwzvngviw,f,,469923.0
CQWQHUUTESCOLRIOITVZYCZKFHOCZCLEQTBOGSHGTUYPFHCMPIWYSAUA,M,1.0,Mucad,1-611-673-6313,,umu12885,Beaumont,115369.0,WI,umuvzskjgjkogtf,,,3.0,O,34.0,665.0,,bgxdaunmqahulemdpn,,4.0,643645.0
Lfcsajygrgaofwlidllaztpdgaeyvntgpdts,M,1.0,Ngafkkbydv,1-556-036-4115,United States of America,Nri12886,Cincinnati,118204.0,Manitoba,Nripipdirjb,Ioawfizbiphsekartkyqmupebqmghnonytkhjsinankwzuhtraswamzjijr,C,3.0,U,,336.0,CB Richard Ellis Group,CVGGUFBNBXIBANKTOVSLWENFH,,4.0,1732064.0
Ekhesbuqpqausgutufuisktptnnvnmxwmlphwgmdeltptpivzoqp,M,,TTCVEFKFUWJ,1-658-767-1651,United States of America,wyr12887,Santa Rosa,226602.0,Prince Edward Island,wyriagackaqedavyk,azkitydbmbgdxr,N,8.0,O,48.0,752.0,Perini,Fmkewmfwgmzxpfbruopjjv,F,3.0,3821563.0
xvfqnchhctjuiipvmdzhjaqztwhfdjhzcdtcqauokwogqgbsbpodvjgcjozwrgwopyh,D,0.0,Qqbkn,1-855-813-3044,United States of America,Jnn12888,Regina,8504.0,KY,Jnnuxhisochitpzjcvieslvcv,WXQXXQZUTWKX,m,10.0,O,80.0,398.0,Exelon,Lkduocwdloovawlmkinlusqnjgd,,1.0,3582599.0
Nzyovhxprhkexmqdgvpgjdpgfwwunuiwttjccbwvunzxfqpjaihmnyigtdfxjnkbefxkxlmr,M,0.0,zbaloct,1-263-092-1638,United States of America,MHO12889,Topeka,405451.0,TX,MHOCBXFSHWTYHYHLBQNKDRAIHPADA,Hssnnekomafjiqjdxiyirhkgfblgiimxbjiomgeaybhnbleuuvkvybaslztvdagnxsdjrmoanenfto,,2.0,O,54.0,348.0,Synnex,Etpfktatjncubilu,m,5.0,315952.0
WZAVDX,U,4.0,AGDPJIVEDJ,1-398-373-2979,United States of America,Eoq12890,Toronto,151916.0,WA,Eoqnuce,xltdospajyzxqawnwodkqfuhhmftwkcbkurxsclabcesfmlfkutouuv,A,2.0,R,3.0,807.0,RSC Holdings,kdludwavofvadiwd,,5.0,645990.0
Cqruxwcflbfnqvscudzdkmhqrzpjmajbxixvghqjlipdtrhhdmsm,W,1.0,Jflsidci,1-780-537-4998,United States of America,yeg12891,Charlottetown,274141.0,TX,yegoiasssfbeqwoytwxidd,ebcjxnbptspwsgzajpgzxfjyxrryhrwwxspcwzr,B,6.0,O,90.0,747.0,Aetna,Iyoayxkmrgasmeafsjjueszvhfhe,f,4.0,447381.0
XOUOGDZAEDLLXGT,M,4.0,Gkqavqnskp,1-592-076-8557,United States of America,VSE12892,Louisville,195000.0,NH,VSEESCWADADDCRXZISURVOKKCMI,Lueeockpojqoaaqyjcxhrbp,,1.0,,16.0,687.0,Great Atlantic & Pacific Tea,Jbfxlw,,3.0,332117.0
DEDEGMHZPWACCUFIJCKDRDMVKTYJOSOSXVTCQBKHAIXBZDXNPPQFTDENU,M,4.0,,1-795-459-6351,United States of America,FKT12893,Iqaluit,198834.0,MI,FKTLCDBZJSBQBYNYI,FBFETKJHESRPBBONYDSIPP,,,O,80.0,488.0,Polo Ralph Lauren,yuetctvorzhdmlryjoqsnbcyxtm,,0.0,3354117.0
YKRZYOYBBCDNHDUWFBECUACFTVNVTHGPWOTUBSKAPXUPQLDSRWWZVUSFADHKTSSGEXVAWZVTQOXXL,S,4.0,nxyclsi,1-293-510-3699,Canada,QPH12894,Montreal,6892.0,WY,QPHTEZOCTL,Aglaajhgdhsoqmlvakijydhyhgprbwlnbpghwsrcoqlehcsiupklclondwgmgugmafdmr,,8.0,O,99.0,637.0,CB Richard Ellis Group,Kgvcdezouspaw,,3.0,2535433.0
Vttpqanpmkeiaqawgutenbfebi,,4.0,Usetk,1-744-858-3698,United States of America,FCG12895,Oshawa,222855.0,IA,FCGUKJPFVGGXPJGWIYLAYTJTM,jbwfizgjyhmrsitggxlpdwyisjelzolerxvlkalbkbgtumswnauckincu,,5.0,O,70.0,524.0,C.H. Robinson Worldwide,kujwvoihvk,M,4.0,1742270.0
,D,1.0,Kakvzneecapc,1-991-250-5450,Canada,TVH12896,Philadelphia,235994.0,MS,TVHMR,Wngtukabelsrpbce,C,0.0,O,64.0,458.0,Vought Aircraft Industries,LPTHUIMXAXEWTINXEAUCOQIIRMQUMM,f,1.0,1039205.0
PRYJDKCIIQGE,W,5.0,Qvkryvtzgdmg,1-152-266-2314,United States of America,kyb12897,Idaho Falls,452722.0,AR,kybjgtqlimmrowgoaqval,Mlwtiswafskmwanltqlxrbzltxhwdxalecir,Y,1.0,U,74.0,564.0,AmeriCredit,ehaejsotfijb,,5.0,35714.0
wiqcdebwxzfyiwksnbdoshwtfakpjgjaxqtsnhwvwocneit,M,4.0,nrsuphh,1-753-439-6461,,LTH12898,Durham,136002.0,ID,LTHCVQBFAQOVQDZKAWUBOS,Kcfryweuazeyuceldxjhoawhhufuhoxbdjbhiqnrnritrgq,,,O,2.0,440.0,Imation,Rrxwztwoecqermniyhxqfegcg,m,0.0,340541.0
WMFNGXSYROKBIJFIZXULQAUULKAJKGPHOBROBAIDGKAEUJEMVOORPEY,M,5.0,,1-442-259-5864,,Wlg12899,Sydney,315530.0,IN,Wlggljbfdu,DCCZHGNRQJJXMFKFXXWYHPIZSHDPWRKYDROYUGXTMFFHDYIWRYXQUPPCATNS,z,3.0,O,3.0,843.0,Terex,Rquvghckjxljqr,,4.0,3023059.0
Kmgrgvmatmdvespguqhprhmiempsusqyvhxxkbqoptbhsgjhusczeeuqlevlajvkzj,W,5.0,RBKFSWLDELYX,,United States of America,Gys12900,Sydney,4680.0,MO,Gysossdsrdymcnscbjw,Qnyfbkvjiqtnyspcqlnpksw,S,6.0,O,100.0,659.0,FMC Technologies,aldrbegejoqdknmraxexkniflfe,,4.0,2681256.0
DGMIVFXMFJVVPNGNIIBHMELRUJGAFWULBQPROPSNIAFQIGSHQALRHMBIICKQDJDETFBCKGOVUOVDMRVH,S,2.0,OCKGKG,1-927-581-1681,United States of America,PKT12901,Grand Prairie,415842.0,OH,PKTOFFPC,XPHDPQSIOKABFGVIPSCXANGRESZDFVL,P,,,16.0,394.0,HealthSouth,Eqapig,,2.0,1065668.0
epslxfevbukfrterstqevexqkudaguuffrpgaldeziqikrqjibrj,U,1.0,Gacpi,1-623-950-8259,United States of America,Pre12902,Lowell,15019.0,NH,Prezfmdzdqsbdhyomqsbknsk,VZYDRGZRKCLMIPAU,D,4.0,O,29.0,527.0,Huntsman,Rmwehtoqeoxomhqbkcwvtjb,,3.0,2758111.0
TPGBINTMMHHJRJAFSFULWBRVWYGPMDKJPEJSGOUFOWPFGHJASQIDCICKSDGSQPBIXBPW,U,2.0,TLHYGFUGNC,1-892-745-5356,United States of America,alr12903,Fontana,416269.0,NC,alrwjoltznqxfsnat,ekhqinwcuvqsxhyhkatvfolgttnxqlrgboertifemhebstdemdjhlovcviylbkajxisjbeouiesoygu,L,4.0,O,86.0,688.0,Apple,FKZFU,,5.0,780736.0
xhxvupuyh,S,,ltfpvpntvtex,1-210-751-0013,Canada,Mlh12904,Jacksonville,447105.0,SD,Mlhevggxneukfibrhuibpleywrp,MDMNJINDRUEJNSJMVJZFJGCMKA,I,6.0,O,12.0,741.0,Dell,LFMUNLUEBFUYTOECUDHBOPDDPA,,0.0,1591768.0
WGQDKZYZLAOZEWRJZMXKKNINGMAVLVFFXEJBPVBWGQVIBDMBLQCVZSPVUDJRC,S,1.0,iegnrg,1-237-109-9845,United States of America,Gwl12905,Naperville,452985.0,AL,Gwlogtkfjjtwchiokpipbjxbwilpo,qgvmr,,6.0,O,95.0,717.0,,Nurcnm,,5.0,2834693.0
