AgencyID,CreditRating,City,Gender,PostalCode,Phone,NumberChildren,OwnOrRentFlag,Income,AddressLine1,LastName,MiddleInitial,Employer,Country,NetWorth,FirstName,AddressLine2,State
SFB5806,771.0,Oshawa,,Vgbdcwxzriqp,1-736-416-6064,2.0,R,266087.0,qulxkmancnltjlnfcyzvt,SFBKJMAKNVSZJWCNDOLD,,Curtiss-Wright,,2131718.0,Kqpgq,yqqdfzefakmwwawsxwwkbdfdxgzp,FL
Aqk5807,602.0,Vallejo,,Unxyweerpyaw,1-141-775-7610,4.0,O,92065.0,Grnoeseegmwhhpstyoybutcsqbuyqtirtazcsnklgjvcmizynwicwztmqavoafe,Aqkodjsyitlfxmdocpjssn,W,Medtronic,United States of America,383312.0,Svsxzaq,HHLGJXGDQGDFUWDP,NY
EDL5808,806.0,Grand Rapids,m,ROPHRSJVQ,1-384-838-1595,,O,253325.0,Zwpongjxkdmhfst,EDLMMNQRRGBIMUBVQPNP,,Medtronic,United States of America,3868382.0,jxslfxr,Xwfzjfxzkkcrcwmrvttccxouokqhnkwkmjewmpbaepjgsftgplkhhdmbqidopulidgwhnaapwp,WI
Ruv5809,524.0,Lakewood,f,HUVVBB,,5.0,O,159848.0,NKKRHILUBKYVPGSNLXELXXPTWAKBHUVQQZRCRIUFMVZFMBJEVGWDHLEI,Ruvgplfue,s,FreeportMcMoRan Copper & Gold,United States of America,1221882.0,TDWEGVWANUCPOKT,Elduppmskeulyahesupradidhyqugufvwof,HI
Thu5810,818.0,Raleigh,f,,1-913-200-4915,3.0,O,,hefpts,Thuyvoclnhcmfh,,Plains Exploration,Canada,141758.0,Kdoxdy,Maxqnimaatotlnzah,RI
Atm5811,674.0,Glendale,,,1-009-679-0990,1.0,O,456009.0,Eviwekeukubmhaotcrjdgbwxjcfodoigmgacyegyjckwqcnxahwjquprtmizujj,Atmyl,g,PNC Financial Services Group,United States of America,790806.0,Xcfasvpg,Njpkbxfylwaddsvqbwmgrxk,WY
KNG5812,556.0,Arlington,M,xnjfnyjzzxe,1-590-180-0946,3.0,O,398094.0,ZADXMTTZMANFNRMPMOJJBNRTEENGRIDFFFCFXJXNGVJKKKXPNHFCCSNWGY,KNGAIFEBVFQFEXGQMPVADCAB,P,McKesson,United States of America,1543093.0,Imledpbeetjaudhg,cqrlcwgenwclbpyyoydwalmxgcluftlqiwvzlwqevdkongiejxaxbmkyduzhlntxiixjcas,NV
Xpg5813,331.0,Peoria,f,Eijbaokfti,1-136-024-8740,2.0,O,75481.0,FFSMAZUKYNDOGMUIWQIGIFZWONNKDFVKEHJSKHWLTGAAKJASAOWMFUTBEV,Xpgmytiiwvqrhxfuuxikxxqmsgecq,,Xilinx,United States of America,3330155.0,Hxefrays,Tuvuprelvcregoazcclbkuquh,AR
Blw5814,304.0,Knoxville,,tqyxg,1-463-414-9485,0.0,O,123283.0,Tazghuaccwvflbgenzczpzestyqjatshhfkupzisqlwkvcwtlfwft,Blwmmnemmpuxjmvwsjkvrxqw,,Harman International Ind.,United States of America,1806884.0,Dqcnnme,buvhkac,DE
NKH5815,629.0,Iqaluit,,Ytvsz,1-456-286-3994,1.0,O,494304.0,Atrbbzaqfxulcjhtabl,NKHOJNOVFATXFOPJIRQEUVAQB,m,,United States of America,1795757.0,CHBIWXEQXSVZGGYUE,Rvvzubribooad,British Columbia
Uke5816,598.0,Hilo,f,omdgwdhf,1-962-826-2861,2.0,R,131972.0,Cajnnljqupviroudcohbjkbtvgdmuajukxacxdqcncjinqv,Ukekzkglslvdkgrw,,Ameriprise Financial,,421610.0,hgjqvegdopbo,Xmqwulvkxrbmxxjewstevrrcyanmnrzlnknvckzxlegxnptsmaehvvizaokbnglfrfrwpsbjqfgvd,British Columbia
Hej5817,328.0,Palmdale,,TVCMSLYCXAV,1-697-603-2447,5.0,O,195757.0,Ujxgyajfuijot,Hejlzjhvaztr,M,Teleflex,United States of America,1258829.0,LUBEETYGSWZJYVQXHNWARAPOQ,QASVTFZIVESQZQMNZCVFMXBLJDUGUFTWBDECRWKQCFLJJDOCIQWHQRBSIAPWMBDGFNBXPVLVCZTIB,TX
TUM5818,364.0,Chattanooga,m,rvlwxavjzh,1-864-483-4006,1.0,O,98648.0,HGSRURQLIQLOCTEQHUZBVHNOWIGCYVYVVRWQSPZYASHTTCKMGOP,TUMOUAXUZMAOGFSBQZCHOCHA,,,United States of America,3975608.0,KZBFFSGRJGAG,Xtsgiaurwskj,MS
Vkt5819,336.0,Mesa,,cpcdnyw,1-784-601-2529,0.0,O,324915.0,Snokuyekpv,Vkttgwdmyovo,i,NetApp,United States of America,689269.0,qjutmum,Kqrolskgbukjqgtfkfjqgwszmqfmbwbwekybjhkndoxprrfkupowtiqcw,KY
Fhf5820,683.0,Thousand Oaks,,,1-378-875-1609,2.0,U,321377.0,,Fhfvqodtkppvbelrfpu,,Safeway,United States of America,3130966.0,dyvspsgeipcspoicvvzeeuolhfqmbn,Xbwxhtrqssrjwsoaityxnzkklbvqcyqgiqeinnslmkdibeiswfmcxiobrmfjscgnedgbnjwv,AK
WPO5821,428.0,Jersey City,,Hbzqmxiajv,1-428-607-2453,0.0,U,379898.0,kralneleboqiukbrlxgnwygxnhpbkncagltxnschqmhoseeenvspc,WPOIMHYYXMOS,K,Lincoln Electric Holdings,United States of America,,YRWHVBLJHTELTIPCNGJMWYGI,voauhfomrzxwapjtktev,Newfoundland
Ufy5822,796.0,Wichita,,,1-160-437-9054,3.0,R,146956.0,,Ufyqkqdrnfxwcvecsk,,,United States of America,605714.0,kebeweesxdqbwdcaujiabqx,nbiafyixfsbdiaiuwznzqd,VA
OYC5823,,Oklahoma City,,Txhuhlqelm,1-552-805-6649,4.0,O,63955.0,TPRZPUCZIAQCSBZSQUXVIGKNHPZFSHMBDTVNSUXXVOEIROBQSGGQIEMTNKIB,OYCCVWVFNFPMNYLWAHNCSLQNJEWA,,Apache,United States of America,3630533.0,GEXVAHTM,wmwivwjswuqyulktnyqqmwlqrkrvsszkqahsvddboyovrw,CO
Qes5824,408.0,Omaha,,Lceqypwjb,1-670-794-5074,1.0,O,374125.0,JBGAXONGDAROYTBKCSFPGJATOBNSWVNEFCAXGPYKCMGZXAUUHVBEC,Qesajqzd,y,L-3 Communications,United States of America,,Ealaawdqfkbqgeoibvqke,Yvuejexulavspgxryfqkhkdocwrtjhvvybc,NC
woo5825,513.0,Portland,,augfwo,1-443-739-7491,,R,420256.0,EBQUXFRJIYATWMKKOVTWSPUYCOQEFEPQPXJHQJIDWVAOLWBUAIDHKWZQCXRCSACURMVDWFFFCAKOV,woocbhh,,Dean Foods,United States of America,3745695.0,FAMJHBINSBBYITPUWXSBSLUE,isilsmxfznsttibklodsrwwruobodaupeupagblxbnrgyzepyjalukmmyrgvzuuewsyovbrsfcwnbk,IL
KQQ5826,372.0,Pittsburgh,,ywfzg,1-399-374-0127,5.0,R,130445.0,Wlaqbbkenijidelhdygbulmcfhkbajlgqwgjoxrxhoegjffvbxzkohkcyouf,KQQTRGORTBKENNWKQVRC,,Cimarex Energy,United States of America,1813939.0,jeceuomjkpvcejsuy,vssnoskdjvxurnitmldhfhvnurtkqeeajixozrzwqgdeugdjegjypcuwklbaoklmvrhqshyueoih,Alberta
MUD5827,543.0,Knoxville,,OMCIHMP,,1.0,O,338827.0,Dhzlfxscfmmpxgrvolqkiemzoqjh,MUDLHXXITGEINWFFLHHYD,,Omnicare,United States of America,3017032.0,DWSDPXZLATHDKMKINWDMHZI,ecabqetqcyioqfnuyicktteahydepgckqdegvgfciaaxsdgsjucrmkqvwuzzieaojxppovaemeqkosr,TN
Hiu5828,544.0,Manchester,F,HPAVWPNISG,1-886-941-5238,1.0,O,166261.0,Nsjllavlnhiekwugwfxcrnheirrfkagwbajzghssyivyfqiihxgf,Hiupjiwucslwtjgwnxcqr,i,Air Products & Chemicals,United States of America,3604812.0,SXXJK,,NV
FXU5829,840.0,Orange,,Vzllknwgm,1-235-086-1323,3.0,O,,,FXUDECXRKMFSV,M,MetroPCS Communications,United States of America,378879.0,zpskizqykjmokqcpdnv,Jvcagzpfiehezppegojkkqoafqwmetb,NV
Cny5830,715.0,Regina,f,Swtbumjtvl,1-762-168-7568,5.0,O,159742.0,Rvjghifqxbiigulecvoosaolqulrwhlsjpdetvknrprzp,Cnysyb,,Visa,United States of America,1242814.0,Ykifpeusrbvolypgmjg,IAGCWIWSDKSGSOJY,Manitoba
Ofn5831,730.0,Montpelier,,OWMDEM,1-035-280-0129,4.0,O,236814.0,,Ofnlmdxyr,P,Microsoft,United States of America,,Frhxiom,Ljqdbtwlfqvdsjxfigbqhdkfykmjhb,Saskatchewan
ZTJ5832,584.0,Great Falls,,WTYQLFXYK,,5.0,O,165541.0,FXLCKJZIWBDWPFZFXXXPJDMRMNWLJYLUFVMYRAPFVQERXUHYUKFOLXOGGPVRUUSJDAYCFQ,ZTJTYMMJRAJLQGIMGIRBBLRF,,AptarGroup,United States of America,1368496.0,RPTQRWZETUXBOCFRYEDJQHTDFW,,Quebec
ZVA5833,741.0,Nashua,,WGIREC,1-526-954-2749,3.0,U,111658.0,gwkdncehwkflhprtsbcxamzopsnzigutdqihsnliksqrhdpsajvrggfei,ZVAKOMDXENMUXKOHKCNMT,,Covance,United States of America,2436012.0,Ovgfpfcdwjbrepzbkqccjnkdpenc,Svncwbbqagahictrkiuxdlzapitzjdorkvoqjxejbppbxcoyywywodr,MD
LGQ5834,340.0,Garland,,fqmmzcj,1-558-260-4503,3.0,U,140233.0,FLOCOVANUJJRCIJFHXNOWGPBJCHQOWKIRBJQGMOOULMKIZGKSZD,LGQKJLYTGXLBOIQYJQISPCASAQBDR,J,PolyOne,,1857479.0,Vmapk,BLYGZMZQNATNLYCPUBZKHRMKEVLGNQKABXAR,TN
sgh5835,830.0,Fullerton,,upjuh,1-726-703-5433,2.0,U,,Flxximspcwdaheistsocrrclzygpwhhexsaelwb,sghig,k,E*Trade Financial,,2184880.0,Twhrgnlyqzkh,Hrqoptqrgornfdfweoxevmgzteeaccqdvdpdhrmbobaa,WI
nxa5836,752.0,Naperville,,qccxavvwq,1-166-741-0025,0.0,O,208823.0,gttwohdlghnjcmtvuxtqmblwalwlnjqavejzzwiyampnxhwrzpby,nxalrfmangx,,ENSCO International,United States of America,2704789.0,NYHCIIDMNDGAOQBZIFSUJBZH,odmtlrtgusjjbtlbvtoxctducppoipeqqydealovxlfconbnhipgyglxfjvmkfeiydt,TX
UQP5837,683.0,Charlottetown,f,mcntfpnpnnd,1-580-959-4201,2.0,U,53922.0,Nvpfrbdtvleggofumirfqfcmpdrfjthzvopuqsgalludxkmacz,UQPIMAXJDQEZJIYWFEHHY,N,Select Medical Holdings,United States of America,577252.0,QQWYOBYXDHDMKGSCTSVTSOEVEYRBE,Qojapldhfvbdfntpwajsyswwfbxfsfoikogzjsrdncbkeggfwdlgaxpmioswrxsmdewk,FL
KKO5838,392.0,Anchorage,,Yqblkmdmqv,1-351-933-4520,0.0,O,389659.0,Aocwwsstpoumyqhnmqxvejuphmeuwmlbmkcezhkyjggncmbxuwzppltllf,KKOBVMQELNNZXTXEWOUHIA,O,Brightpoint,Canada,2245926.0,Lbartseptuvzxysjkenycwqdqawroq,aiqvackuoaanqtstekivtr,VA
PBB5839,438.0,Provo,M,Xdjiszk,1-440-988-2298,3.0,U,30921.0,Gslbibmuxqbawnvhqpvjwhsoxivwyfh,PBBIUOIKPAMBQKPJQZAWRI,o,Flowserve,Canada,1563592.0,EIPMWWOM,DVAPEJIEQGBOPORLPSOWASWWQKMTNUUBCZFVIFGKJZCQSVRIIQDUUMQYIDKKKFMTOCCBR,MA
xtx5840,357.0,Casper,m,Jpgusi,,,O,326483.0,hnhlcedwidewbqwacbieqozpfpoqsnnvtteaymfqilgqurupeqymmgmjscanxbmvsstslooflsbhpqx,xtxicisyynhhadzljkhubnkcpheuof,,PC Connection,,3238607.0,ZGFHKIRCQCMGFQIUNWGBFOYXYKVQQ,BFKTIOZJGDUNZKRJJVPZWFXKGZGCZ,TN
Xtx5841,,Brownsville,,Vveazfbogfqu,1-896-462-6723,,O,367323.0,kzknkwqwxmyzzcrksukqjidwvihoesvasdyurfkqnbybcspcwjqxfogwlxqeghvko,Xtxpqzhftdel,a,PG&E Corp.,United States of America,3660614.0,Zyzokyotkdalakxxcwdvonnz,Tinlr,MA
kmr5842,333.0,Independence,m,Zceqityrown,1-895-863-4568,1.0,R,317209.0,NEGBLFEKHVSXAEZAPJPOGUJ,kmryzbltbog,,Gardner Denver,Canada,803628.0,QTHIXFIWOQBYPMJHVS,Fmruhdlpolwzallxjsjixjtzmvscpcutpdveaxjkcclswfuhftkubkweceapszt,IA
Vbx5843,800.0,Chula Vista,,Pgqnyjbb,1-056-601-5594,1.0,O,298514.0,NEJCFVMBVXDOPHWTMWBYXFNCDQVTUZGYCRLWARGDDBFLBRNWAKGIQVQJBDNCCCM,Vbxwlpuzhmitcxc,m,Bank of New York Mellon Corp.,United States of America,1314606.0,Pjtrg,Bzhbjbbgvnwczjrirteaytdbsmgafislb,LA
Hik5844,612.0,Kansas City,m,KSFOIIWLMU,1-193-102-8937,2.0,,2683.0,XREMGHKKXYDTG,Hikvmauxmjmnycac,,Dun & Bradstreet,Canada,2206184.0,korajbrtb,Evyniryqunrwwqxbbicjixrgtgrudxwkeqdsfinfwhtsfwpdalfwqtpjdcxvxaqnajp,ME
lic5845,740.0,Augusta,F,Bvphsjfm,1-376-321-0670,3.0,O,169560.0,Xxkjzfapdcakhlyodacncuioeoesdczibeb,licggtc,,Piedmont Natural Gas,United States of America,,Cpauvc,DUTXAWGSBFWLNMCGFJAFCDXPJHWGMSIFEHIADJBUIMW,DC
Oqu5846,,Dallas,M,Ubfnhjgurhxk,1-604-760-9494,1.0,O,135158.0,WKFZJHYQIUROIECYLGFIXQJBSLIXQHGSSZHPEODERTHFJCZMZZKQIYKCUFUKCSYE,Oqucfqyjsyaethrkquxogxnic,,Google,United States of America,1540462.0,UBQKHHYFZQWTBQJAW,Gezeuzglfnvkarzjnbdunynpyovyxhpqfaeoqnkyluqssfulgqknecfpovzbkieoxefwndtnplddqw,FL
nrk5847,335.0,Anchorage,,Nvxufsxkienw,1-047-135-3102,1.0,O,285859.0,Rqyxiozkdwojcosajwpwq,nrknaenjfuwlperkqhnvbgkvetcgt,,,United States of America,1866336.0,Tfruopwidisffvixdurfaiptbmnzj,tejmuolayvgyfmstvooimytbxdgkligxhwvedntbwbabesknmtmnuczvzmxtyrqmll,OK
Ktv5848,339.0,Hilo,m,Stkkacyy,1-363-292-7326,1.0,O,96724.0,Dwalapstynxjglcpbzksaelo,Ktvdbxgqmiprsvftfjas,v,EMC,Canada,3835706.0,Qmzrnpbcgj,HWKFKDWNYFZ,AK
pnx5849,829.0,Columbus,m,htkbgcgktttk,,4.0,U,413610.0,WEQNGPQLMOSDBBTWFQYUJLLLW,pnxzldwqxqlsahyoljxlwpcznpodd,,Integrys Energy Group,United States of America,1919593.0,Bnocowsnwbqzygjg,Freumccmokzsqobzgr,VA
TBF5850,785.0,St. Johns,F,Szgpyco,1-730-457-6603,2.0,R,493057.0,Wywfmzjplgecfvfzymwjpedzpekxtggcl,TBFDIXITYXHJUVXMP,,Owens-Illinois,United States of America,1214800.0,Gnswuxfstetyhxrbooolpdoqxnzrk,qmdybcefryojpjcqcieucroediacfj,HI
XJP5851,457.0,Coral Springs,M,yohmfklfx,1-309-089-2346,5.0,O,300246.0,Dsrtbypgnzucmvrakhveeecgxxxukmmigcylftco,XJPXRQGOBBYRPORZKPMI,,Neiman Marcus,United States of America,3133611.0,Zilcmiv,Hujubernqwgilzypqplrikpos,GA
Csy5852,390.0,Jersey City,m,RWBDTXZSOF,1-373-306-8769,1.0,O,183417.0,Xibhplolgkfrnpugcwadesypwwagnvaqhexvbkvvnkdclbhaunmc,Csywrkss,,WellPoint,United States of America,1327474.0,YSZNF,jdknkcrgnnlqrndegasbmsqtgummiwwjdeuqcznzeqhuivushphxystjudekdlcozhdtwqndsqipo,British Columbia
HCB5853,697.0,Plano,m,Tylwbnuo,1-296-423-9852,2.0,O,38926.0,Dmkbyblltuayfuejuijdebwswlxlhekplplavgcgtoevsgukdiwgvjjoxvcbybpmy,HCBEVNHSPIGZENMOGL,,Boeing,United States of America,1017005.0,Ppsbleldidcswsgqzs,,MO
SEQ5854,658.0,St. Johns,F,Xyzhgwrt,,2.0,R,123752.0,bzerpzigfyhdnh,SEQUTOPMQOOFXWLGLBZWLTEHOMBSB,,Big Lots,Canada,895574.0,ovieofvqnard,,NJ
Aqo5855,643.0,Rancho Cucamonga,m,nrztrxwq,1-936-841-5640,1.0,O,368501.0,Vwlojnwzsuvwbsakpilwvsfjsirbicrftvzujptwvyeytsasheslrnxgoacokgc,Aqoizhxqnpcrnkvl,F,Guess,United States of America,256493.0,ifojfgcnt,hwcgpp,HI
mva5856,467.0,Oklahoma City,,Oppkynbdscdi,1-498-265-0405,0.0,R,51700.0,Bpgvs,mvawcnnlrfbsdubuamzxpzlccnticd,Y,General Growth Properties,United States of America,3558673.0,CNJLLM,bqoaurpwzcijdtgpevmqdlxexprauubctezoerwtllxkrjguheial,ID
ZUP5857,394.0,Hayward,,Lacsffz,1-606-958-1310,5.0,,251720.0,QBZKPDCIHGUJZOYGAUKSPAIABXHMZGISWWZILBJLGGVDBXRPXQRTNEEVJYJZRHZBHXYVXJTJGFEPQDVT,ZUPLEHTDQOKSCMJPOGOPWHFOGEPIA,,Paychex,United States of America,3527812.0,tkewksahwuqoiluluap,Vbfsbjkxeeoqcfqvwhuupohtxbriojt,DE
WMU5858,625.0,Chandler,M,Omdkozacaq,1-172-569-8280,3.0,O,114199.0,Oqsmtwzgzjmedpjyrzysscrjwnwwulcweunpfzosxdfwjgoommvypukjduxeukrnkddqjotgfeo,WMUSQKVOWFV,,FPL Group,Canada,1962937.0,Wzhbrvbrdcmtazcw,Ruwvkdwqxncufehftougxwwmkttyngbbtsyilqwcmblpmpidxkkxezsxfgrrsgpaxfuyaid,NM
Myb5859,829.0,Vancouver,,Zdpfysgqoe,1-821-491-6780,2.0,O,14619.0,qzwliqbahpjdasfqrpnbjyaitriiwj,Mybjwfkmyzoxir,,Kelly Services,Canada,2843445.0,ingkuaf,Wpwancgcdmjhsmkagmywvaesqcukqwutuplnhv,CA
Gju5860,745.0,Buffalo,m,yxvsz,1-253-450-9834,4.0,O,342500.0,Ymqyliryknbioixcepvrrutszsfmhmefyudvrivobfofrqpdsiw,Gjuhkjhb,A,Boise Cascade Holdings,United States of America,3930335.0,Xkcstrfsedrnswbhpnj,Ejylthorhpbxxpfgnuwzufelrgwdjfklqsdmvhensdwhjsilpwisjiozxrbfhuykda,British Columbia
Hij5861,350.0,Garden Grove,m,Gkeilctopxjw,1-170-212-9940,2.0,O,297081.0,Rajcgncpwbuqrdykpjgsezpuixpkokttsomvaflkmicurvcwlqthjurqsgudr,Hijtmq,,Guardian Life Ins. Co.,Canada,222351.0,Rgbhwenwvaxisdh,Asmtxftrnpiihhfdcvijhjlofkbhgrutqzmgynyyxs,FL
Kru5862,483.0,Minneapolis,,RQCSKPVAEC,1-434-446-4373,4.0,U,415751.0,anwjckvrvetnrdoakshqudowmlcdawsfrdycxjrdqslaogz,Kruowoukf,U,,United States of America,2670896.0,Ywjuvxodinqqtibgzo,Nsftgibdinhgwraipofzuenyutmlhvpdtrmapwkncmcrfwksxytyotzxgdzoqezatbuecbvs,Manitoba
Cmf5863,384.0,Anchorage,,Fwmgambvjynp,1-066-688-3993,3.0,R,80954.0,pofusnhozowmmbwxswmdxmhktpvbbrlppgymiouubpcntqhmzwoakrzpqedncurjlrjuyop,Cmfpwbdvuuwejrvrunffcscw,u,Vishay Intertechnology,,295495.0,pbvkxtdnruqrpwwzjvmui,Jocvfuwkfpkufyqvlykxpimkkrudwmjshfjijplvadhrrebptfvotocoilzlwgwxbpvpwsgzqgbmg,British Columbia
Ort5864,595.0,Norfolk,m,Pyunn,1-733-370-5373,0.0,O,107847.0,,Ortysdxmdsexod,S,,United States of America,1843120.0,Ngxiofrsuzhenwtwvl,SMMYKYYUXGTNMXLCNEFTBKLNBCJISSFROKXUALALAQSWYKKQTRKSLXHQKBBIYVXLW,OK
Bga5865,417.0,Biloxi,F,Owujig,1-377-671-8460,0.0,O,329138.0,nmtcuhcbnaoxagbcfedfxtahewvgyofniadahxkwvqbjvuejhyrxdhr,Bgasyhlgvgomsxu,,Peter Kiewit Sons',United States of America,2247037.0,Qooxxqiyqkmgnjqhbcssxxvo,shjduyxiyskriaioqsndqmpagwwrrvirbpsrnommqtxhbyrnevpjadlkhxytzojeheceegfh,UT
QET5866,637.0,Laredo,,Mozjwkthxrr,1-540-598-7557,5.0,U,317405.0,lzdhwtotcayyyyuibcprnrljpjjxpbimvanjqxaryeflqhubwa,QETHPGXODQVEVNATIMEA,z,Land O'Lakes,United States of America,3596184.0,TMAUXIUBKYW,Ywdnflyeapeorshpljijbtpvilizrhsoycbyx,Saskatchewan
sng5867,,New York,,Xxajlhp,1-112-236-9935,4.0,,135759.0,Exqbryzjpcrmkfswogszztsnjaelrtyqi,sngtdyfbkyonifxsvngkp,,Biogen Idec,United States of America,946827.0,MCKNHAEF,goagefzeiqizpexhkwqmmlevdrsefizozslvoprpux,VT
VEA5868,488.0,Stamford,,Ussxggysaqk,1-944-126-5583,2.0,,61208.0,jwicmzlyiaxtktvrpikvodmpabvmeycxmwudtrjfbkbygtmbkkcqyrxotowocaxpybuffy,VEANBETK,g,Dole Food,United States of America,3745601.0,BSSDJK,erupggqbxlalxopaqzpaaddhunrfrcewsip,GA
XXY5869,689.0,Sterling Heights,,Vrmalqurce,1-642-640-9864,0.0,R,9696.0,Bxljozbfivsklbddquqmpltgitdvvxanlixatdsqfjfqtwiyyzfgfwxfihemnigshrschzlw,XXYEBUWECDNRJVYF,A,Burger King Holdings,United States of America,,cdbennnxadpzntjrbt,xnwaojukksfkjkavxebhhkrbcmubmykvyoyzhlmemqskzjsy,TX
Neo5870,,Pittsburgh,M,Nmrsv,1-445-393-4447,1.0,R,36351.0,GKCVOPFLULPCOLBO,Neofhrzjm,,Tiffany & Co,United States of America,1076128.0,Ibhrjajkqnlizcfotrvxlligprtl,Fshtdsoclomgq,AR
TRZ5871,352.0,Spokane,f,Urhtcnukfkl,1-339-382-8731,1.0,,,,TRZHQLDPAMTGW,C,CUNA Mutual Group,United States of America,3929681.0,Sjoajgtyxhsqcgdjrxiqnvtxk,Vnvmajpkcgvaekvmdvoq,RI
leq5872,763.0,Palmdale,F,RUEZDAQVT,1-939-802-9854,4.0,R,411044.0,Mvtolotkchkuskf,leqboiriertozoihpscx,,Macy's,,163867.0,pmfojbwwcuebzzprjnofmujkiklx,Lqgcrapjigvrkookftxrtuhjepzzycohfrqxrfoukxhe,MI
elz5873,322.0,New Haven,F,Tocdzt,1-213-492-0206,0.0,O,364050.0,Ivhxuvksrkofqnmqkpblylhhpkbgpikevhmzqkywflbuaddnwjytpvknlzqli,elzhhjxxoyimurcntbrgue,,Sanderson Farms,United States of America,546973.0,Ncputqewohoiazebg,Xyxdhnridgvlbjlxphrqyyntuwykefhfhlejdzrsxoqtpkjtjlrctlkbgqpvxnler,NC
Len5874,758.0,Cincinnati,,,1-354-857-5460,3.0,R,112165.0,Mgmdtkwnjfxmiorcncuekgjqqygzkoci,Lenfunjhojlzgiqwxhakzeil,,Baldor Electric,United States of America,1427322.0,Fdemivjlusxe,Arepacqruyyvmbfmseclmxckpdnm,MO
LJF5875,553.0,Shreveport,,Eyubwnni,1-020-509-7587,1.0,R,182053.0,Fcehzhsbawqhehppvv,LJFSKYOSIDUYHPLAXDLXWEVDE,O,Ryder System,United States of America,3606377.0,Qkjasjrjcyoxzjlxjmkfrwqapr,Neebwfrvmkyqtpmekqptpssxmhnvgiwpbiavvvoqzxbruhiaaiaiuhnypxemiqtnkahnbhk,Saskatchewan
PXG5876,499.0,Gary,m,Aiiik,1-305-331-7192,5.0,O,337973.0,evkzctggpbrougjpuiploujyljwhiqrhqgbmuleldmynvhdekffwvikenuf,PXGLSPROMHJNBDZTRJKJ,I,Beckman Coulter,Canada,2455002.0,DKDRWJV,FGLANRQRFITISB,TX
Lrs5877,315.0,Sandy,m,sgmblbp,1-102-720-6383,1.0,U,282078.0,QQROFVACLPMOIGS,Lrswpbuefaoldrapobeaghxgnzyg,,BorgWarner,United States of America,2811000.0,mkqfwkpwokoztwv,HHSXIFUJEURSKMVDCRZPBNG,DE
Qlh5878,415.0,Stamford,,Hhjdzk,1-740-646-2446,3.0,,141505.0,Aafjndkvfsvzznzehtwltlplnomnxtvdpyhkgvqvpqikfsavnscfqeii,Qlhynahsmvzulbbj,,Chevron,United States of America,769088.0,NXIEYKFBQXYBWZHRPMEVR,,UT
BVV5879,,Sacramento,m,xavqnrmvqrl,,5.0,O,256101.0,Nehjkqixwilyzoaqhtpeedjocphlwqjqrshowwgxayu,BVVUUYIUAJRQWSEJIGBCYJWF,,Pool,United States of America,994500.0,UDIPQWRJTKRBNA,Zahlqhahokkvzrlvnjlgxrovgesewjyxvalpahniizxltpywnsjgtifoeasccr,OR
Ytp5880,517.0,Stockton,M,lfkmkwhtvw,1-897-759-1025,3.0,O,92050.0,rkkwxudgqqbltxubngoqvxpkwfirody,Ytptbxtaahugwgpuxp,z,Alliant Techsystems,United States of America,2575918.0,Jafcbtyhqjrtlmwxyfprskab,Qnbeeoobpcivfsvxzngtaarwaybzerahrswitvbxdezrcloorzsrelhw,NE
ccj5881,566.0,Concord,,tkddzfk,1-967-274-1730,1.0,O,372094.0,,ccjfdhufpgjwtayh,,,United States of America,3514947.0,Ijmmqqbuvtapedhtbflrfyis,ZGDKCTNHNZTLICYUXMNOFXSTMGPIMPRQJT,UT
jwc5882,464.0,Modesto,,Txewimkudt,1-883-924-4940,5.0,O,308327.0,mftupkpxtmlbvgmnsqollmhdkbdjyqne,jwcvwcwgksvmhioafyocqpquvs,E,Vornado Realty Trust,Canada,436625.0,LNPSCWMU,YRVTXFMVCBFYYGEJKLDLARXTBHUGBMOHSMHJOFTRKAIJKVJGBTUGDTMFTKWKC,AK
Onv5883,814.0,Erie,M,Hhiikxbl,1-108-391-4739,0.0,O,368463.0,JUHDYNXMEMZKLF,Onvpqddilqycrmakc,,Mirant,United States of America,2557541.0,Xrjkozydek,Qqxpibzdjcbpqshjpmnqqonkmvggwzujqmlqqbhfoyjazshptcihlcbzekpktexnjqb,WV
EPA5884,833.0,Fayetteville,F,Xggqu,1-495-555-8601,5.0,O,142098.0,,EPAMLUNFROSNFFEHKIMUIOCMW,,Furniture Brands International,United States of America,471068.0,Goibexuzsjaoo,QCZQHASISHOXLBAGKPBSNCKVMAKJPOXMWIVGLOEHZRAQDTCAEBSWE,UT
Sae5885,376.0,Chesapeake,,xuvuzhivaq,1-091-621-2383,0.0,U,181791.0,QBLMOGARKVZNAVQPVDZTRBLDUZMNQLERCEBIIKMKVQDQMCBVZLGRIGQJOYTYXER,Saelwmgfdk,b,Alliant Techsystems,United States of America,2887196.0,Tchnvhxvgkrkq,pmmskqeohjvmwjjuzztcfmvzqcsbuzpvcno,UT
Cat5886,820.0,Rancho Cucamonga,,djxjhvdqjiqg,1-016-656-0755,1.0,O,488874.0,Ugalx,Catqrsizdroc,,Global Partners,United States of America,2883813.0,Aeupzilfxqrndfuynznjogitzj,Txozygjirugzqktriudiyspqrxokjcoostlrcxujnn,DC
qhb5887,628.0,Anaheim,F,BDNPCVLEZ,1-258-568-0277,0.0,,299762.0,Duopafhcrbmdwtfwdqoiveeqaumsmokxlsqqhvobkovsqj,qhbcaz,F,Navistar International,Canada,1039128.0,keumkbdiscaf,,CO
