AgencyID,Country,LastName,NumberChildren,MiddleInitial,Gender,FirstName,AddressLine1,AddressLine2,PostalCode,City,State,Phone,Income
tyr10846,Canawa,Fyrkhzenhfabrzoi,2.0,,,DRQQOLZKIXVHKYQRLRVRPYLLHOT,,KNUTGWQJXRDJNRT,,Saint John,Ontario,1-091-698-4789,350915.0
hoj10847,UmitrdStxtes8fAmerica,hkjhrnfvmbfc,2.0,j,,Jmfmuynmblfotbwhx,qtdgpshhufcgjbxvvtmlkjcqrdsfqinukouogujntfvfkggvtkuqlqobsejrzuwdo,Xkaufgligad,ahstukmzpjed,Norfolk,NE,,358327.0
smw1084o,7nkteddtatesofwmerica,dmwubpizvyjxavpdz,1.0,,,Wnqkqfqj,Ajvngvvpfobkf,SALNXXGQQHARVJIBPVHRWKHBAFDPKQHUNXMO,Xvala,Santa Clara,KY,1-109-569-5507,28279.0
Urqq0849,Ugit3dStatesofxmerics,Urqptvxobrtyptmu5chvd,3.0,M,f,OWKFKMEQGHFLZAGULSFBBABKYMK,QCGYHBFBPVUWPWGPUPQUHIEZBJBWMCQBGSIUXPJMJTGGASHLVTJXMTEBUMBCCZOU,Ekwgwmtcewkfoewhkxurpuvejbvo,MFMYSGDXL,Sherbrooke,MN,1-343-259-7805,491167.0
Cblq0850,kn8t4dStatecofAmerica,dblpcinexireyodca,,,m,MPAOILRIKXM,GFTHGSZCFDBUPRGFNEFMHKH,Gxqovsqetprgzmpqotcm,WIPHKYRNPDN,Bridgeport,WA,1-453-392-7885,367346.0
IJX20851,UnutffStatdsofAmerica,IJXUCUhVOHa,2.0,,F,Oddqcnxanuay,tcjzrnkdnynjkiewdkptjzedjrinvbevexlghvmbegvwmjpxjatthockdtvzpaguyjkimjmnqwfgu,,Acwdwhvhvu,Oklahoma City,DC,1-213-684-9283,420057.0
qlm10852,UnitedStxtesofAkfroca,qpm2erpr,2.0,,m,zbotsgkpa,fvisbwgzkgklvrzmnqpfkcvllnclacmtgqthjwywgpya,LHXLSYSUCYBQXLOQRHMSGVZPZA,GKHHOBFTCB,Miami,Saskatchewan,1-237-664-0583,410305.0
Htr10853,UnitedStatssofzmerkda,gfrdklrikfggmhtfmopxb,1.0,H,m,bjyaomxgwd,TSDFZSQXZEKVCNLUNZHQDOQQCKIMWBPLJQQQFMUZJILDIAGBWPBVO,Gmnwrujfvsenmksmzcausqrfmjqevfmfrviffelklplpthcv,Tznmgvliz,Tampa,NY,1-689-879-3736,326726.0
gob1085e,Cahada,gobufyxwljkhffqdctg,,F,,FWTYXVTYK,Vnchpkxbpfxtykanqupfvgoxjzggxbvfwoxqobnqielzjbxdhrgkalwaohyajeodcxurre,Onkaftcksdfjvgmgpwvctaigtjcajuez,RIXDDDVHT,Chicago,DC,1-953-647-7827,418631.0
Kta10854,UnitedSta6es8fAmerlva,otahh,,,,GBOUAHXGREH,Whedmnkdjlpigchluhdkfl,Drxhxdorewjfiplyevhvbgnnoadmhmndhxnhvhxckbkgpp,PRRXV,Concord,AR,1-002-821-0001,323616.0
Ict10856,ynitefStstesofxmerica,Ixrtnw4uufg,2.0,,,QDIFL,Necdnjtpfhsqgnvnxyjiyhkoqntggznydwudkntgremgbybkqkoupvjmi,kkfdcwtxsavmolwejlhuknvvivjvzefjszxrcrqbxlgbgjjj,Roofxolqbvkq,New Orleans,OH,1-932-555-0987,376508.0
tpk10857,6nitexStatedofAmrrica,tphtemjgc,1.0,,f,Zarlfoieh,oivwpdtdneemectxctlhdzxdhxioqcxhoftoahdsfsbtbruystdu,Czocvrbyhllrvwjrbcqypjfvayqtbaueubxfefjpkarkfjhkqywr,Cyxgmhc,Evansville,Quebec,1-646-016-4503,476120.0
LtI10858,hnitedztat2sofAherica,kRIATXPHkWZWdMBHEN,3.0,J,,XUFZEUCPIEBIWSLKWCEDCXPEJDI,Ercwgmjkfajuvninsggcuhpau,Otemvdoprjndgnw,Ihhzsjqfa,Worcester,AK,1-821-883-5682,40122.0
ebcq0859,UnitddSratesofAmfriva,ebcwatz,0.0,,f,Yserkqx,EMHMWWKPRIZKNCPIF,Ucqnpwkux,CINKBYR,Baltimore,MN,1-496-563-6016,161189.0
Fbi108u0,ymitedStatesofAmfrlca,vbidtayduxxzwkjjfhggbrpfgb7kd,3.0,,R,Crogwzvifgssseiwhddkxkmvt,wifzvndqpakojptiptrifwznrcxosqmomiozcoltowrvfpritapquwhih,mpyltemhsezuzdcaddmyxypnppfuykgpofnqktdrpnfnpswogxanemfonenynrxi,Mvsxgyhp,Vallejo,MD,1-055-051-9146,400468.0
ICR1o861,kni6edStaresobAmerica,ICRACgKCVbRSOBo,2.0,M,M,Jbmgtkmaxzxfkxft,nuzqtgwjsbneiyhafnqlgxtxilkfekdowzbjn,TOMVPMJBJTEBTZMCQLTORXNZLQAIUHJ,,Durham,KY,1-388-554-0277,194902.0
tse10862,ynigedetatezofAmerica,rdezckyunjqtkzypdc,3.0,,,wbqkqbjrgcijwywqvohjiktctdf,Doftzhwlgaquqnbjtmxjnlelqjflqsdcjjkuhgbjycdtaxcbmpm,IAXGWOBVNDRHIXHSYTRGDMRDTPOGWOUPRBMNVANBMVPTMSVFFBMT,amskt,Tulsa,WV,1-727-292-8078,13152.0
Tin10873,Unit4cStatesodAm3rica,hinzhurhedipszsmvwhsj,1.0,N,f,MVSVSSAFEEVRUUTNTRENWLSU,kcgvlsjgzukaxiygqumazegwdpdnzumghjcpshsttlxuyyjlebtfhpstr,OBHUMEABXDBJANDVHACDCHBAPPZODMFZAKWTKJSIYPOZDBIVKUTFDGTEHXWJAMTHXIMMZJGGKTEDLI,XORAF,Winnipeg,CA,1-334-525-9861,436025.0
gch10865,hni6edStatesofAmerova,Vchcqkeweoz3mqudv5gjg,3.0,r,m,Lqauooyw,WEZBXYOGFQTGTTGKFJINGNFZZEIEDWW,upglecdcuuwlirw,lczgiqdhaf,Corona,NJ,1-990-107-5564,257165.0
Pjx10867,UnigfdStatesocAm2rica,Pjxdmkulsmdqlaljttzp8cktt,1.0,,M,Mcmnssylambbbnqykyfjg,FXLIBKRYMQPXVGOVFFZRDHWYAXPHTQUCAOUHQNXKG,NTYSJXAFUEOXLZFLJWBVRXUKCEAUIAZCDHSKVKVYSCLIDHHXZEK,BECMHMKSL,Sacramento,GA,,337894.0
Vpv10867,UnitedetatesofAnetifa,Vpckhzmdde6gmaehtv,3.0,,F,LPWPPARUBHLXIZOUGOHDAMMHGRVF,PUIFBOFFIWGCHLHGIEBOSTVEFVWNXBGACOTRCRCFZOIYHJGSQFWLYOMULNVLAAAMGCVZEVFELRW,zksekmnvkigpunpuolainpvakplvvatkvxa,Snxtdgp,San Antonio,KS,1-716-166-9366,356799.0
Gbj10868,Unit3vStw6esofAmerica,vvjknsuptukdqthvmrlc,1.0,g,,Rqbbvryykhv,Pvwopybwrknqsllpcxyms,ZHMMBKNCOGNYU,GIEZNTUI,Brownsville,WA,1-688-045-4901,270117.0
Xuc10i69,UnitsdStatespfwkerica,Xucjztzol8qzorxiltrpw5m1,1.0,,,WOAAKWSRVVXELTLXDAVGNLNCW,Jwjwsjcnrybugmdiwtdguaqgxajck,rlfczysmudmcplwontlmzaccksg,RGSKKJEKNRF,Charleston,MO,1-273-772-0860,494908.0
IVN108i0,,IVNnKKtTmKCHCDXOIPNhB,0.0,T,f,Brvyvblnoemya,Jgvkbaqhsjluthmvgybamcprljfkqrcvkmuhzj,BHXUESVN,ZMGJQBO,St. Petersburg,WI,1-131-027-9958,
Rgl108u1,Canqda,Rglursqhj3sgqowip,1.0,q,M,motuzfbazslzeopv,Jykljxiwemgbbbdhfnneechmw,Arkrhxcebkrgxnamxdyhiqihakagyxvcoczvkptnhrjdpuluwrdpdhrfdwdxdnwrndmps,Fjeoqccpv,Durham,ID,1-687-841-5725,72631.0
xin10872,UnitedStaywsotAmerisa,Zinqwhblclsfermyeibjjjivb9el,2.0,,,Mnbmlpugpjkp,Jrkwtdarqqipdxyyulonxxpecfe,Rqmttdgdgktdkbsajklsktwphlwvzmkqrvyzchuaernotfmeaas,Jyauewguk,Hilo,WI,1-049-141-1702,
wdu10873,Cabada,Adidjquv,1.0,,,Qqsqimjxnjdpaipmvdmy,gcnwhpornjxchcxlckiltwwpbucakcgdqrflkoxbxbnxkgac,XVWBCXLXOAHLSGF,Rifetwv,Anaheim,CO,1-905-415-3583,91926.0
Csc108u4,UniterStstes0fAme4ica,Cwcluuawlffbhbhkhnp,2.0,g,,Whkkfp,qntnvkczaxvoeljiprixoafrhpmmjxjdgqqoafadsgepkjsbvxjbunwyszoprbjyrkfnqajeyrbcr,,Hmsgoe,Livonia,Prince Edward Island,1-540-914-4756,234038.0
Eknq0875,knu6edStatesifAmerica,Ekjsmyteblhebvtvm,3.0,,,HUZQCZHOCUAFZNNBXVLRVVLPTGOKKO,xgxkrfobkkennyedpefvywwnwsmhwptpzlpm,PYRCXDN,XYMLJBJ,El Monte,MT,1-191-268-1646,13154.0
Sqk10876,8nigedchatesofAmerica,Sqpkovsgzgtsshlkvfvuds,1.0,I,,Agceuysxggsksus,vmvgapslswmqlzjjrrmsgyosqicomgplfzwbpwyriqm,Xqrowckngeqxwdlzgqgixl,kiuikoxcc,Overland Park,HI,1-419-978-5211,489679.0
GPG1p877,Uni64dStatesofAmsrida,GPGBBHCVSYQIKLdInkS,2.0,,M,CIHDVPYONELIITEXLQQQVIQYGOZFF,gknohzlvkkggmfzcvojoqrwtwebgaddicyjuelosnbleiyvomkfibxypetswzbilk,FIECIYODQJYKHPGKEJOTGDXXFVTXYXYIZRRJCNWNDDMRBOFTKVLBPCLFFVVKYXGZIJRURLUU,Uzhepxd,Kitchener,IL,1-559-928-3346,134587.0
YFJ10888,UnitedSratesoeAmsfica,YFJDCDMGRPZhFHsWVEKxhNAyLY,1.0,n,m,cnoxmttjqnqgylig,,VVVIBJJOHJMLVQFGWOONZCQGSKLXEMHLOMDTNJAFFMDDGQDQKXCBEEVDIXV,nbhnma,Tacoma,RI,1-052-414-7792,127730.0
Jqw10o79,UgotedStateqofAnerica,Jsdiccl1ozilgaswlktzyljn8ltog,1.0,,f,Xdxsrgvkfjhtjuqwscksn,tasguijicdgeenb,,,Charleston,DC,1-165-465-6251,34247.0
D4p10880,8nitevS4atesocAmerica,Depdlks4mp9hukqecwzog,2.0,D,,cfuty,oiejwoaxuqnffkwrphftyveftbdjaawiiiyawxlrrg,,Ivdchhk,Wichita,MT,1-394-137-7064,315589.0
Zzq1088w,Un8twdetatesofAmer7ca,Zzqibxluzajvexl,1.0,W,,Ettexaiuoj,Hynackuhkubxtyfgfccsdekxdsymgvvhimjquymhxqsqj,DCGVLSYVYAFAXRRFYLIXOBHWGJXTDBHFHVDWA,Rftjrrhxre,Iqaluit,British Columbia,1-095-184-2788,377153.0
onj10882,Unitedqta4esofAmerkcq,Pnjt2wijwfqedcqcrjggtngatg,3.0,,,Ipzbcjw,Uwfnhxlcqbxnjbnwhkjducxfdvykhhnec,GWIPHZEEHHDTZUIWIELTRZQSLSHDFWY,Uhcwanjwpv,Scottsdale,NC,1-885-088-7182,31105.0
Waw108o3,Un7tedStat3sofxmer9ca,Wwwtfldmfqjptxwnyjvmpmyjmcdy,1.0,Y,,Auiapvedoqhgxig,,xmehkqpmhvazxkfggtcbntscrrgmnnkurjaxv,Hhtjbklngh,Salinas,Quebec,1-830-148-9088,224693.0
Ykv10884,Ubi6edStztesofAmericq,Yjvqi,2.0,,,LSOYXNQK,MMSJLUUVIAIBFWZCDNVFWRBBSGMDPRETVMDCUMCPHJSLXDPXJSFWFMKAYNALQX,ZYMPDOGBDTG,aruztf,Concord,AL,1-110-165-1188,350254.0
Ahg108u5,UnitedStatexofsmerisq,Angbaatpjejrculw2rgrqe,1.0,v,,fxwdkgdouefillqmbu,Zjbxyihielqdblwdeimjwmrsqvfdxzbehkeatoeec,Kncarxtgtbe,iekrrltjwuux,Salem,NH,1-784-195-1927,258746.0
Rsd10786,UmitedztxtesofAmericq,Rsddetypov,4.0,,m,Pkuczwpoojgugdfjbua,Fwlucsltdrvitvunmulusixpylbqjblbhxnjixswhnvzfgivgsjhpicyoubbeqiemcxcpsmjnvzackm,Cjfxinkdufvxikpypqkpozpullpcm,OLIPIQHQH,Lubbock,WA,,24839.0
Cop10887,UbitedStatfskgAmerica,Cootsqcigpzukcz9hphleiqa,1.0,,m,OQHUSHJA,Hcsqynbgjzwgeisafhvptcbrualmirsxeamjmiuotajdwhagxirj,ZZTFTVZMALIW,Cnqls,Huntsville,British Columbia,1-390-959-7935,283482.0
TAT108u8,Cqnada,TATBDAYCCMx4AOFcNiLICJaNPAZT,1.0,,,ZEFVETU,Jtndeaakfzlroefesbopiqdcrkhtqazk,Itvfemvaqiuascoitnglfkionxwrotjgdy,KDRVDSTPN,Atlanta,VA,1-465-363-1576,412788.0
kiz10889,UnktedSta6eeofAmfrica,Liskctuaczsdsg,5.0,,,WFZCLDXBBSRMPMM,Ertrrupfingjlrgvznqieflkadpmqpgytrrbufikejsbbtskitmitrusyotokpfkdiwjjx,Gynvgppwtuqhypaiskobvfznlqnsbcfbzrbuokoj,Uamfgxil,Cedar Rapids,HI,1-123-808-1516,18209.0
Sln10890,Unit2dcta6ezofAmerica,Sohocsos5pegtixkdf,4.0,O,m,FVTVIGXUDTAIPFHGERUYJMDNEALK,Oulmbramipkpdcjtzelzxmhznpqhwoesygbwkoonelmebyoskxoeslafvpgdpvnswx,doardkpmixmax,Rdavnhssbga,Independence,Prince Edward Island,1-369-111-0397,156695.0
Coi108p1,UnitedStat3slfAm3ricx,Coi8cjdnccgd,3.0,W,,vlqmbkr,SLEUSKFIRMXLNNCPAYTWOYFNXUQSBWLXDCNXSHEIRPGOJBEUUUSCJI,Ewawvudoblvqyvqvcwcuylfkfqxtgthpdtev,TSMQLBQSDTX,Mobile,OK,1-652-781-7583,497996.0
hdw10892,UnitsvSgatesofAmedica,hfwenflbeouvcqbwtlxgtsw,1.0,X,,hkvwnfdwmlpmxpbbbnponkjn,Frgtkzzmmxfylifqavasdbzpvy,wiurxibjvfklgqsfupndupngdsgnekzeqvgfcndpbuuvvgziucgdswtjnncrxcimpaxycf,Hwtotofp,Torrance,ME,1-156-514-8299,348858.0
fgj10893,UnitedSfa5espbAmerica,Bgkigk8ivyycxiixizv,1.0,,,zxwkkyacatseubvo,Fcfjprszmvkyuyidicjrpfozxxojumeralisyohpjcc,Mujoufgyoxpwotpkfosgzraaxoawrggeastcxarywfipecfayagffcuexoxgnkaszbztewyejcsflqz,Edxtbdfnnb,Corpus Christi,NH,1-554-737-2614,362732.0
Jef10u94,UnitewStqtrsofAm3rica,Jecueehbqanrkbzqvo6kotc,3.0,,,expechzozfscqapwionjksvygnpod,Xufektgzc,,Nkrtgql,St. Paul,TN,,291759.0
Pck10i95,jnitedStayesofAmeeicq,Pciltxsqgbk,1.0,,,Rgjkggn,Wigxqdqlofbxwjkwzhaffahkrqwjwuoghmelxbylguqxfurdztnxqe,HEDATDHTQRESYQNPLZXIRSCVLN,Hsiue,Los Angeles,AL,1-292-180-2332,494615.0
HQJ19896,UnihedStxteslfzmerica,HQJFP7EMGyUFFjLZWC,1.0,,F,Goqwsysqvscolaxoym,uobjolhpzbnqybupcqpudsreylnimqvtcumibleujjrsnptkthkxwnhzkqkrcpnvuc,Rbzpwerrrwjlenjiydkhesefijloujpzlfzqfpmihagizrwvtcouhheziwjgfuvdjofm,TUWYHKTQEIU,Ontario,FL,1-109-504-8456,157794.0
Lcr108p7,Cznada,Lcdytvd,1.0,,,Vbfxdqxdenthgjeihlku,Bohrqnkcspyjashwjwooieghfjozjmim,UHCXRSCOLTQQEORPIUWKHSVDRPNYABRUMVDCKBBFDVUGPPHHNBNULDHXNEMXIGLXMXXG,sqcyeoz,New York,Manitoba,1-848-515-3209,17017.0
euf10998,Un9tedStagesptAmerica,eyffvx,,,,Tgsegegyeadcqajhdfdohsz,Brbzhblyosz,Isjwdjzvkciyroqiavhtlejf,Jpnsxidu,Evansville,IL,1-746-280-7436,73499.0
Lwq10i99,ynitedStateaofxmer8ca,pwqnplachsoxpspoanrsn,2.0,K,m,Jlbcu,tdwcndwzr,umtuggklkeervvddkigkeubifmxtllbsevpdsvyvkskmtnxrszmuix,,Long Beach,Alberta,1-372-185-7674,269621.0
vzp1p900,6niteddtagesofAmer8ca,czpulekdqdus3guolhhat,1.0,z,,Jlvisocfrhlxpqfktibprftkonmsrj,,,Kmwnul,Anchorage,WY,1-447-973-6883,66173.0
Unw1o901,Unit3dStzreaofAmerica,Unwzqlyffuelclw,3.0,N,,ooplpbotgfasmqiekwlw,UUVUZUZAZKKQZZQAMRMNUAZKNQMMDYYOHXYBKFMPDPWXEQWNAYTGTAJRNUBURFGLVRQ,gckalmrtohxjqtyyiyezaqaohuikfxcxudfc,vgywdxll,San Jose,NJ,1-711-512-6950,466342.0
Wzs10992,6nitwdStatesofAmer8va,Wssayecyvjiflfte,0.0,C,,XASDOFQQNMXNC,Nwparlalxikgaqbrqpolabruuxcvbro,Zcwslsh,Sevwdhbdv,Sandy,ME,1-393-112-0293,195879.0
kyj10903,UnoredSratesofAmerisa,pyjpkhgjxvyzhxyfmmrbbkximyh,1.0,u,,DOIYECQLKIAMBQX,Mgenfrolvtmseromvvlbw,Bfncujjisskclwemjgcvqmgsixxvixwalcrhzbnxiwyczauqrrpoavvcyus,Fliheax,Abilene,TX,1-995-397-2081,369560.0
kus10904,Un8tedStayexotAmerica,muqxxalwencywjljskxknm,0.0,w,,Jltrpiwcgulbfvcgsro,cfmuwxurlsgjnmpmcwqgwosedeycvrauwrikzanhxuxqxyjnoqdqoblvlyosrwzkneaufnnjdwu,ibzunkyptlhphrqogjibocpqnxqgfvocgwjsrovejgzbhifkeflezlsjjzzk,Etaqr,Columbus,Ontario,1-249-182-4524,12936.0
Qiz10995,UnitedStatrqlfAm2rica,Qiztdnn,1.0,d,f,TGWNYSJLQFWNOGCRD,dokmkuixymnjsrujtjzucuxthc,MNQZFCVUMPUFFEVZRQDGU,HZYKV,Denver,MO,1-732-367-8014,462950.0
FZN10p06,Csnada,FZNEjhDVGNH,1.0,p,m,pnbyjuapqsfjkjibbgdnfmpe,pcogmmtprs,YVNPHCUCFIQUZBKWMOXQNPAJGMEJHESBKQNXMCTBREUSRMRVMIUEHNXYRRTXHPOVQ,rlorncyvy,Montpelier,VA,1-212-364-0014,405694.0
EeR10907,UnitedStatss8fAmer8sa,E2REHLgyNMAIYZEF,2.0,k,,Lqznyzkbnmsusvrledyri,Upngmlcneueswvnihbxyvotf,Spwtrsqwekbmmiwdcrwgv,dtduijdwha,Bakersfield,FL,1-895-727-6050,54271.0
Fgw19908,Un9g2dStatesorAmerica,Fgdfu,3.0,D,,kaudad,Ztgqzcddmpuronnlazacpfeqjeogrjunpcgwveenqpguhm,jijdxcsofwuxjzxlplzhzjfojoplakdicrhjpsxmhlcmlfak,Oqdovw,Amarillo,CA,1-245-123-3822,346404.0
kzd1o909,8git2dStatesofAmerkca,kzdqy,3.0,B,m,Fgcvzyxvidniwobu,NKQKXQIZXBDOVULOHNHGSNAUUONFHCZPHLJCEJPCAIGPZWJFHKLKWLJXKCNAOTAAW,xfbmcwnufjspcskntbzzxvovyqepeiqtrakkcgxze,BPJRZ,Hollywood,TN,1-601-692-2835,478931.0
Nve10810,kniteeqtatesofAme4ica,Nveykuph,1.0,N,,Jceevatpersgtmpatxqavxhy,Gjftdcperoworqifmnywhaoofarotfhvwmcxsecrrubfuovuahtwgcfeoricagzb,XBEDHSFMOQDIJCKPMDHFKPHNDQG,GFLXRZLB,Mobile,MI,,210193.0
GHA19911,UnitedStatesofzkerifq,GHAULEJwZ,2.0,G,m,Rqdoe,,Yaftenhndslaudlfxdrgussbhtmibowgclxxcflrtzftojpvlckxlcus,BTFKWCSC,Madison,OR,1-514-526-5294,481083.0
Tevw0912,hnitedSratesoeAmfrica,Tecukmn,3.0,,,nwcstievcualblkotjv,RJYTKOQIMFLREWFRMQDLTALYNVNGUBQDLWYDASNBDMDVTITWEEBLWEGMTZGUJWGDNWKXNCLBV,Ablizfqscjawfdxarcmfsemqwzujvyij,Habbswgpkuf,Evansville,ND,1-439-112-1157,339731.0
UZE1091w,UnutedShat3sofAjerica,7ZESJLZNGELQVGFIN3GnZPCRxWMPj,3.0,,,ANYTAYSTXPPDNSJLCGLCPAVKUN,Irviblmlepgmnhq,OCHCEEOTTHSGTAXT,jqvlhii,Hialeah,ND,1-582-813-5255,436764.0
NCG1o914,8hitedStates9fAm2rica,NCGHJMKgXSSUfHUOAfPXRMjK,1.0,,m,Amvffuiyqbcfhcea,BGESYFSVPSGUBGLPGSADVUT,OQMAAXOBCCPKVDWCBVMDPJATYSUMURMW,SRLFWE,Dayton,Ontario,1-548-978-1948,352360.0
bhqq0915,UnitedS5wtesofAmeridw,bhwaq,3.0,E,,Fxiosvixvqdxqroxnlbwxucpo,ASDKYVSLSSURLPBA,spnkisurpsavbhbjpndyqprufmeefmsbqdctqkzqkozezhrd,,Toledo,KS,1-746-021-2699,158128.0
PHJ10p16,ynitedatatesofAme4ida,PHJkFTyVVI,1.0,,F,ULSJDWSXVCI,,WCSSHLJWGGRJLNAITYWXNTJMKKVPHEAOZ,Xsrmgzr,Stockton,AL,1-415-186-6687,420705.0
hby10917,UnitedStqtespfqmericx,Nbyrkdkvfuga,3.0,,m,Dderlnwelvxuwogvfwixmk,hivydedderwdlvsthztrlolshjrkjhounjpxuustuukbtcrmviclbcmzimlulbncwrlfptbs,Ueqltrewqwwddbmnbnuuhoiixts,Kexqsvsgkvhn,Detroit,Ontario,1-924-167-9389,
OGB1091u,Unit2dStated0fAmerics,OGBvxHJKCN,1.0,V,,SVLJACBKRBYAWFMIEJB,QBQLSQCYNHGJDDOGIFYCULIINVGPVPBHJQZFEZBNJSRESSYNVBAQGFSHIHYOIQKFWSXLFLJB,Acaoxlvmurfnj,Bdbbfftghjo,Arlington,GA,1-609-890-0204,129742.0
lxs10019,Uni5eeStatespfAme3ica,lxsjussqaq5apzidhzkdehydcajq,2.0,,,XZPSEPGUHDJYUGQ,vvnilmxdskheajvznnkyn,Erpkazmcrudfpuxcufvpajdqrtkkfurgcggvlaztdhwumeqm,,St. Petersburg,MI,1-036-865-9969,328525.0
scm10920,UniterStatdsofAmeridw,acmexqduahovlrl,2.0,Y,F,zjinmzcrh,Xiiuxyzagbkhq,Zgcjbwfz,rvyqtg,Iqaluit,WI,1-051-526-1667,209184.0
Wrm1p921,UnitedShagesofAjerifa,Wrmmrvjksncvmzknqn5msfv,1.0,,,HPDTETWBQYTDBFLTTCOISELZWLDL,,,ZDPVIF,Rancho Cucamonga,FL,1-768-813-5360,345510.0
Jpi1092q,Unitede6ztesofAmrrica,up8ypymtpjvtymqrtq,1.0,E,m,WQRBVQMHHXPQINZOGHIXPWB,kslvlzglgopuixswthbbvdgufyudpiylawrvlxvwgcdahnshmsavkotdfddanvhuwk,Pawdshdmhrkcnknsrecfhwxzvgbhqmclwsos,Xrgxwhprokfk,Casper,PA,1-649-666-1883,186382.0
Tro10823,UgitedS4wtesofsmerica,Troomkcbkefthnt,2.0,,,Uotoamsz,XYDVKBVKBOJNNKCOKWFEZTPSNLACMYSGYLKUHBQR,Zvafwkcxsrpowaqwfalbfylvpgeazk,ffigmgxfg,Rapid City,IN,1-613-128-8542,360008.0
xnn19924,UnitecStatecofAn4rica,xnnusfvbo2zlmuagrgqnqxsx,5.0,x,,Pdapqxnroxbajuoiervvbr,Aidpwxwimprqkiakditjvwhlgysgiisglsrlclfmqmsoyn,gijkbkchybponndurlawqgckiwgkahadonhoezbrxuudspdx,Luqghgagz,Alexandria,WA,1-274-072-3038,437145.0
Slk109q5,UnitedStwresofqjerica,Slksm1vcxapssikby,1.0,s,,JTJAKJFLMBQZAJYJWDVGEWDOEDSMBS,CNWZKFSBWJZMSHHLISMDFDVFRPDKKSW,naieuiexkkkkdbpkjl,mdcqbwpcieb,Hull,Newfoundland,,156350.0
hna10926,UnitedctstesofAmsrics,Mgatkf,3.0,,f,Lqhdszeqcpzgymtxose,WTFHKDJVUWXTVJWOPPFDOMLQ,Xfmmvgbocvtvgopnlqfcetlhatrihkmsrwcgjpvavifkkivfbvwolcfukj,UZYANPDAFT,Sacramento,NJ,1-790-225-4437,290929.0
Ceu1092i,Canara,Ceijzlu,2.0,f,,Dtkipccyqroqpkheosf,Iwqrtepoxnq,UUHIYLUEFXVRNSASGHTSKQRWMAUBHCBJIPCW,gasrnfat,Berkeley,CO,1-263-408-2993,81542.0
Lib109e8,UhitedStztesofqm3rica,Ligtaicnipheoyqnu,1.0,,,AVSGUYATPZXALQMVFBYCUU,Wzctjjcdvfcxsdquibugbaazjwnqqwtcspbuqwliusgjwndoivdvcidudno,Lphfjzagbrqjuopvtqvydma,Tymbweqs,Raleigh,WI,1-890-985-6572,370202.0
bfo10929,Csnada,bbofrssaxmtahukkehsombsnvxkpvj,,Q,,Rudbav,QSYFZKHHMWWCNNRHLHDESEEOLCQHTUNTCYLHYXVSDZVDTLDLPOAZVRHYWNCYQKA,pmatykypevllparqtuxgpgujsejiqrwmitm,cmujvdjhcuz,Bellevue,AR,1-265-909-5632,268225.0
Ncp1o930,UnitedStatrsofsmeticq,gcpbryqnduzthu,2.0,L,m,Oyeanuksqkwq,Uhqzkvfihncqgtgildgfhazosjmuyptmvfkcpezylur,axpzldoutxutxkmecoyskzvpplrjjzuvenijvmf,ujxrinevja,Ontario,PA,1-375-393-7011,215225.0
Uax10931,UniteddtatesodAmeriss,Uwxkh2bb,4.0,,,Lhflclsqdqwjglj,Uaoosbvjczlvjrirfpyyohxfcbcmvdtqwpaheejwufditdmmtf,Ooyqaiqjrhjrhmjjrlzzjccwkmqkaqhrktsadrxfnimcqsjrjjvhyycjbdyyg,Rnldx,Evansville,DC,1-568-261-8929,90783.0
OLg10932,Cxnada,OLBrBQSQ,,,,Kywtjoxmldahbtqebcdojz,,Pixahrpgtqetgxarwqkeh,Kisajsd,Baltimore,MO,1-986-959-3653,305315.0
xvj19933,UnitrwStagexofAmerica,zvjpxmrufccenftfjrjpsfeydn9km,0.0,,f,Fluhaizdvpfrurynxiq,UPTVRUTYFZJBKCIULRMGHGQLYEVUOLUGWZOXHBUVHVSGBQOBCTHNFC,tjxafanowsoemmshdndxgqirookdoesopgorttevrhygdnlwfqztxrjrdnezdahhcucosejqnuflett,mbvevh,West Valley,WA,1-181-080-3564,136236.0
STD1093e,UnitedStsgesofAnerlca,STDXrtTRXBZCBsXXuPUM,2.0,,f,Ajbjkhwy,iecjjzefpxglkogxuoejzfarrxhbsxpdadkgb,ODNOELDSPHJXWZUHAKLAEEHFOSHPRQAGHNUERCNMAVBZMGEPAFVBFBSCAAJY,Otdkoqycdbkg,Chicago,AR,1-473-108-7514,120953.0
ojg10935,UnotedStateskvAmerixa,okgvvukkgnp,3.0,s,,cbwtvakoeavdr,Xtytfbhgbfdolrkigjagjdfvowfpcffnlinpdi,kopslhszcwfsrepuzpnmukkasrbwubnxftnflkptlevk,VIBCPQCCQC,Reno,SC,1-423-981-4854,233464.0
ixq10936,UniredStatesofzm3risa,kxqdnaxfwnnfxivtnllkjjhv,1.0,V,,RVWVE,YDNMPJPGAXSAEXGRIQLQEPJRTCXOLYNKPJTXHKUIVKKOXDMRYTMLEPQETLJVSVRLLBTCDGEAVDAHJZ,Kthmsvmnaagxawxcthectkpnhtnqokbhhzcjpqdjmkbuelpohfff,SGGUNDJO,Sterling Heights,GA,1-926-129-3933,
mgu1093u,Unit2dStatesifAmerifs,mguohr0pbqhd,3.0,D,,Bakypgyvlir,ecmifmteidqpmzwrpzsovehomjpnv,,Oqgtrnxg,Erie,NH,1-161-889-5810,
