AgencyID,Gender,MaritalStatus,AddressLine1,PostalCode,City,Income,AddressLine2,NetWorth,CreditRating,NumberChildren,Phone,NumberCars,Age,OwnOrRentFlag,Employer,NumberCreditCards
DIS1610,,D,7776 inwood lower,V6r 1v7,Newark,316675.0,,2991667.0,640.0,1.0,1-046-959-4224,2.0,35.0,U,Covance,3.0
Hal1611,m,M,3972 WILMINGTON RUE,91143,London,379294.0,,3042267.0,735.0,5.0,1-480-417-1290,2.0,61.0,O,Erie Insurance Group,1.0
Mcg1612,,S,17343 darlington avenue,V6D 1S5,Flint,248490.0,,2211396.0,332.0,0.0,1-176-188-5673,0.0,68.0,O,Pep Boys,8.0
Bot1613,,M,22498 SMITHDALE AVENUE,36670,Sterling Heights,369768.0,,3838330.0,591.0,0.0,1-060-266-1941,1.0,31.0,R,,1.0
Rav1614,F,D,20064 oakmont east,v6y 1w2,Anaheim,424989.0,,2188130.0,772.0,3.0,1-602-565-1482,2.0,,O,Southern,4.0
PAK1615,,U,3690 PLUMB BOULEVARD,03106,West Valley,152231.0,,1310726.0,642.0,5.0,1-341-964-3007,0.0,3.0,R,Wells Fargo,7.0
PAN1616,M,W,23588 MADISON WEST,85014,Tempe,343566.0,,475488.0,577.0,4.0,1-340-679-3376,0.0,49.0,O,Bank of America Corp.,10.0
att1617,,S,8400 polaris west,35294,Yellow Knife,64485.0,,243518.0,764.0,3.0,1-128-643-8987,,85.0,R,Cintas,9.0
Bou1618,F,W,18354 DODD COURT,90042,Savannah,417784.0,,1657663.0,759.0,5.0,1-364-110-8141,0.0,64.0,O,Owens-Illinois,8.0
TAN1619,,D,12635 OLYMPIA EAST,V6V 1R1,Philadelphia,215087.0,,3504789.0,433.0,0.0,1-396-311-1198,3.0,58.0,O,Halliburton,8.0
Bar1620,,S,1821 9TH SOUTH,r5h 1l3,Sterling Heights,306929.0,,640660.0,525.0,3.0,1-207-089-8351,1.0,71.0,R,Simon Property Group,7.0
Lud1621,,M,18245 HOLLY KNOLL PARK,79402,San Jose,458332.0,,2222986.0,832.0,4.0,1-904-404-1552,1.0,33.0,O,Adobe Systems,8.0
DEL1622,M,,18614 tide mill court,T6a 1k7,Paterson,39100.0,,3588958.0,316.0,2.0,1-534-838-7977,4.0,83.0,O,Entergy,0.0
Kas1623,m,D,2988 coralberry south,35280,Rapid City,437794.0,,2778934.0,685.0,4.0,1-161-262-1369,0.0,57.0,O,CenterPoint Energy,5.0
hat1624,,M,16090 darlington lower,90157,Thousand Oaks,37754.0,,754973.0,381.0,1.0,1-231-000-0392,4.0,67.0,R,Invacare,7.0
Tin1625,,M,1790 golden east,h5j 1p6,Colorado Springs,193120.0,,1266963.0,584.0,4.0,,2.0,68.0,O,Donaldson,3.0
Nes1626,,M,16520 hemphil north,32245,Grand Rapids,99512.0,,1808998.0,385.0,0.0,1-673-457-9456,1.0,68.0,O,AmeriCredit,4.0
Sch1627,,S,12667 brighton road,77286,Sudbury,261126.0,,2700239.0,635.0,3.0,1-926-757-3068,2.0,14.0,O,eBay,3.0
SOB1628,,D,2035 eaton park,V6e 1q2,Macon,120726.0,,3108137.0,805.0,1.0,1-869-366-2040,4.0,,O,Raytheon,2.0
Clu1629,,M,5003 TRAVIS LOWER,H5L 1O3,Kitchener,224672.0,,3578605.0,679.0,0.0,1-805-682-0192,1.0,6.0,O,ITT,3.0
GER1630,F,S,22682 rio grande south,H2c 1y5,Anaheim,12573.0,,3699975.0,453.0,3.0,1-374-290-1311,5.0,65.0,,Land O'Lakes,1.0
TUC1631,,U,24683 meadowlark boulevard,60612,Fairbanks,200441.0,,2269303.0,847.0,2.0,1-872-546-8088,4.0,6.0,U,Tenneco,8.0
Tar1632,,U,11376 knight court,T6A 1E5,Berkeley,487097.0,,2250865.0,,1.0,1-498-123-3199,3.0,47.0,R,Leggett & Platt,1.0
Cre1633,,D,3149 CENTRAL LANE,80100,St. Johns,180636.0,Suite 136,952977.0,,3.0,1-136-368-7167,5.0,96.0,O,,10.0
Joi1634,,U,23987 valderra park,H5j 1r1,Montreal,330412.0,apt. 212,705875.0,642.0,5.0,1-576-056-3958,0.0,68.0,R,Pool,1.0
hal1635,,S,24696 cordoba crescent,h2g 1z9,Sterling Heights,302078.0,,661156.0,,2.0,1-875-959-3346,,21.0,O,Arrow Electronics,0.0
Tes1636,m,W,19492 lyons court,45277,Baltimore,11593.0,,3656197.0,600.0,0.0,1-577-954-3908,,73.0,O,MasterCard,2.0
ONY1637,,S,1630 LAMBOLL CRESCENT,H2f 1x4,Lubbock,110756.0,,2313138.0,435.0,0.0,1-537-413-0900,2.0,15.0,R,Broadcom,9.0
DEC1638,,M,18270 HICKORYBARK DRIVE,72211,Hollywood,278312.0,,3823810.0,730.0,0.0,1-539-974-9296,4.0,25.0,O,Smith International,7.0
Gag1639,F,M,21908 ashford hollow north,25335,Livonia,441167.0,,3690401.0,418.0,0.0,1-938-703-0026,4.0,98.0,O,Travelers Cos.,8.0
Lac1640,F,U,20940 shearer drive,V6X 1R2,Saint John,225388.0,,1065171.0,388.0,4.0,1-297-775-1510,4.0,30.0,O,Monsanto,7.0
Clo1641,,D,15562 woodcrest upper,V6c 1t5,Virginia Beach,328387.0,Apt. 422,2185167.0,622.0,3.0,1-021-370-2836,2.0,36.0,R,,2.0
BAR1642,m,M,10856 kelvin upper,83725,Kansas City,187204.0,,1736755.0,562.0,3.0,1-304-537-9529,3.0,47.0,O,CVR Energy,0.0
roi1643,,S,3507 GREENE ROAD,85755,Los Angeles,322359.0,,2865116.0,702.0,4.0,1-693-971-8310,3.0,,U,Symantec,9.0
Bun1644,m,M,11733 electra street,92150,Garland,,,2160791.0,741.0,4.0,1-220-050-8394,1.0,32.0,O,,1.0
Pel1645,,M,509 ALICIA AVENUE,M5E 1Z5,San Diego,364216.0,APT. 80,3938874.0,312.0,0.0,1-467-981-9596,0.0,25.0,O,Retail Ventures,4.0
PLA1646,,M,14520 zenith park,48911,Tucson,,,813632.0,790.0,3.0,1-777-421-2018,2.0,85.0,U,Del Monte Foods,4.0
Tra1647,,S,13447 amherst boulevard,H2D 1W6,Orange,473754.0,,3373916.0,698.0,0.0,1-890-684-0005,4.0,46.0,U,Sempra Energy,5.0
bos1648,F,U,22831 barberry park,S7c 1n6,Boston,259788.0,,3577327.0,363.0,0.0,,4.0,34.0,O,Adams Resources & Energy,0.0
GOS1649,,S,5140 EMERSON LANE,53204,Fort Collins,419570.0,,,649.0,1.0,1-764-214-6220,4.0,61.0,O,MSC Industrial Direct,10.0
Kik1650,f,U,7255 berry way,72205,Pittsburgh,253410.0,,2972070.0,773.0,1.0,1-835-399-6988,4.0,,O,Discover Financial Services,0.0
Boc1651,F,M,10936 COVECREEK UPPER,93838,Montgomery,382349.0,,2722299.0,342.0,0.0,1-068-147-6649,5.0,82.0,O,Jo Ann Stores,
man1652,,S,19939 beard park,87103,Stamford,52766.0,,2294218.0,356.0,1.0,1-609-204-7920,4.0,29.0,O,,7.0
HAR1653,M,S,17213 towerwood east,94617,St. Paul,269001.0,,,551.0,5.0,1-963-175-0431,3.0,58.0,O,American National Insurance,7.0
RES1654,,M,14827 paine upper,90083,Lubbock,414609.0,,3171284.0,395.0,0.0,1-784-086-7205,0.0,92.0,R,Rite Aid,2.0
Owe1655,m,U,3934 green ash north,T5C 1J4,Worcester,80218.0,,,423.0,0.0,1-196-609-5188,5.0,7.0,O,CH2M Hill,8.0
Yau1656,,M,19923 MAIN AVENUE,90190,Halifax,122076.0,,149515.0,635.0,5.0,1-713-056-3491,5.0,35.0,O,PharMerica,3.0
Gol1657,m,W,17147 vaughan rue,90166,Alexandria,372965.0,,2727224.0,648.0,5.0,1-044-618-4589,,10.0,O,AutoZone,0.0
Gru1658,,M,21182 keswick west,10706,Manchester,303356.0,,3137795.0,791.0,3.0,1-982-234-2988,4.0,15.0,O,Herman Miller,5.0
Man1659,m,S,2939 chadbourne way,91138,Santa Fe,294404.0,,3760773.0,776.0,0.0,1-242-897-1921,5.0,,R,Wells Fargo,8.0
SOM1660,M,W,14702 wainwright way,36140,Bellevue,154738.0,,1696300.0,640.0,4.0,1-276-728-2298,5.0,82.0,U,Tiffany & Co,10.0
cur1661,,U,10653 wishek road,40202,Hay River,159707.0,SUITE 274,3737794.0,542.0,0.0,1-574-992-8766,1.0,14.0,R,ConocoPhillips,4.0
COO1662,F,S,14243 river place road,95140,Fort Worth,41562.0,,2401847.0,746.0,1.0,1-067-494-4220,4.0,15.0,R,Ashland,5.0
Hys1663,,U,22494 chimney rock avenue,97230,Sioux Falls,428580.0,,905123.0,676.0,0.0,1-310-942-8374,1.0,29.0,O,Lam Research,7.0
Ket1664,,S,10136 ryder lower,m2r 1f6,Anchorage,174339.0,,,340.0,,,1.0,78.0,O,Broadcom,8.0
Dev1665,f,S,4862 martin court,99654,McAllen,140733.0,,,339.0,2.0,1-537-213-2904,1.0,11.0,R,R.H. Donnelley,6.0
Lep1666,,S,8228 hylan drive,M4l 1m4,Yellow Knife,267828.0,,,408.0,3.0,1-949-756-5365,5.0,75.0,O,Kindred Healthcare,7.0
Mea1667,,U,8716 WORTHINGTON SOUTH,33010,Fairbanks,,,968593.0,449.0,,,0.0,40.0,O,Owens & Minor,4.0
OPL1668,,M,1426 basswood avenue,60756,Bellevue,364582.0,,1193550.0,403.0,0.0,1-391-289-7760,5.0,3.0,O,Wynn Resorts,2.0
nat1669,m,S,4686 RAYMOND SOUTH,31416,San Antonio,,,207023.0,566.0,0.0,1-253-172-1766,4.0,33.0,O,Sysco,5.0
Cal1670,,M,5940 malden park,H5k 1q3,Mount Pearl,468033.0,,1990264.0,658.0,1.0,1-542-914-9965,3.0,73.0,R,Vectren,3.0
Mar1671,,M,12777 pembrook lower,32254,Sacramento,439120.0,,992110.0,434.0,0.0,1-447-661-0804,2.0,22.0,U,Great Atlantic & Pacific Tea,5.0
Cho1672,f,U,19131 lullwood park,90203,Portland,97001.0,,2842887.0,606.0,4.0,1-430-788-0862,2.0,68.0,R,Peabody Energy,9.0
Liv1673,,U,3636 wroxton north,T5D 1T9,Eugene,196086.0,,3530642.0,378.0,2.0,1-880-260-3062,5.0,88.0,O,Penn National Gaming,2.0
TAL1674,,S,8886 chalmers upper,79918,Pueblo,139221.0,,1943917.0,668.0,1.0,1-227-757-7307,0.0,10.0,O,Community Health Systems,3.0
van1675,M,D,24268 hayden west,14608,Los Angeles,334941.0,,1432565.0,616.0,5.0,1-084-745-6387,0.0,,O,Zimmer Holdings,5.0
Nie1676,,M,22569 cole upper,30358,Fargo,479238.0,,3251651.0,478.0,2.0,1-656-356-2378,2.0,47.0,O,Discovery Communications,8.0
OWE1677,F,U,23477 vessey way,90093,Charlotte,247437.0,Suite 132,977588.0,710.0,1.0,,0.0,30.0,O,CVS Caremark,2.0
Whi1678,,W,5277 CHAMBLEE DRIVE,H2E 1X8,Oklahoma City,57060.0,apt. 453,2909288.0,543.0,1.0,1-858-742-2483,3.0,23.0,O,Supervalu,10.0
MON1679,,U,1047 courtland lane,R3a 1m9,Lubbock,332194.0,,2039434.0,329.0,2.0,1-022-659-6413,1.0,68.0,U,Teradata,2.0
VER1680,,S,9167 gardener court,94355,Laredo,174989.0,,2931648.0,330.0,0.0,1-255-299-9298,4.0,10.0,O,RPM International,8.0
WYM1681,,W,13142 vinson lane,20020,Lincoln,61122.0,,661067.0,549.0,0.0,1-974-241-6963,1.0,14.0,O,KBR,10.0
KAP1682,,S,16959 lacornia crescent,43659,Salt Lake City,39656.0,,938673.0,613.0,1.0,1-663-480-5987,3.0,34.0,R,Capital One Financial,4.0
tor1683,,M,15399 long avenue,80915,Fort Worth,246866.0,,2840325.0,765.0,1.0,,,25.0,O,Health Net,3.0
Mat1684,,M,19873 wright avenue,10028,Los Angeles,,Apt. 437,2714847.0,809.0,4.0,1-963-796-1557,1.0,77.0,O,Thermo Fisher Scientific,
Van1685,m,S,14286 main boulevard,85740,Louisville,105639.0,,470906.0,768.0,3.0,1-644-341-7080,1.0,89.0,R,Enbridge Energy Partners,7.0
fol1686,F,M,22632 country road,63119,Fargo,187081.0,,2723734.0,,1.0,1-829-489-2859,1.0,88.0,O,,1.0
hog1687,m,S,20093 canterbury way,99214,Moncton,172646.0,,974511.0,,2.0,1-869-936-8210,1.0,77.0,O,Navistar International,2.0
ANT1688,,M,351 granada west,h5i 1r1,Norfolk,205980.0,,178788.0,,0.0,1-725-660-9687,2.0,77.0,O,Dillard's,1.0
Hof1689,F,S,10176 pinesap court,30387,Fort Smith,350863.0,Suite 285,163516.0,401.0,0.0,1-777-863-7024,2.0,1.0,O,International Assets Holding,1.0
Jaf1690,,W,17933 flores avenue,T5B 1M3,Long Beach,269661.0,,3789614.0,740.0,4.0,1-603-390-8791,0.0,19.0,O,IMS Health,
Bov1691,M,U,9094 pine upper,75248,Iqaluit,66545.0,,2372376.0,727.0,4.0,1-698-328-4742,0.0,99.0,O,Mirant,8.0
Ban1692,,M,2116 whistler upper,30321,Oakland,272687.0,,534047.0,458.0,5.0,1-161-889-8284,4.0,3.0,R,Burlington Northern Santa Fe,6.0
Dug1693,,U,2923 navarro lower,99215,Brownsville,430624.0,apt. 803,3412264.0,412.0,2.0,1-057-158-2731,4.0,34.0,O,Commercial Metals,1.0
Hea1694,,M,6526 snyder rue,53754,Las Vegas,399038.0,,3331358.0,328.0,3.0,1-409-105-4971,5.0,74.0,R,Medtronic,2.0
lew1695,f,S,6454 kiel upper,90238,Abilene,198213.0,,674289.0,369.0,0.0,1-773-154-9142,1.0,60.0,O,FirstEnergy,3.0
gau1696,,W,8825 AMHERST DRIVE,94113,Jackson,,,1840996.0,524.0,2.0,1-389-966-0349,3.0,48.0,O,AGCO,0.0
Mcc1697,F,M,673 EDLOE PARK,35259,Winnipeg,148353.0,,671677.0,367.0,0.0,1-781-516-0268,1.0,67.0,U,Schering-Plough,3.0
lac1698,f,M,2097 HARRIS WEST,95051,Fort Worth,378622.0,,2177421.0,836.0,2.0,1-821-873-7772,3.0,35.0,R,Valassis Communications,8.0
PIL1699,,W,22498 smithdale avenue,19057,Columbia,346372.0,,2393402.0,719.0,2.0,,4.0,54.0,O,Anixter International,9.0
Chr1700,F,S,22506 shelter drive,V6m 1w7,Hay River,328438.0,,809896.0,704.0,5.0,1-927-226-1923,2.0,2.0,O,Systemax,4.0
RIS1701,F,U,20744 gene way,93820,Minneapolis,64723.0,,974925.0,399.0,4.0,1-123-641-4731,0.0,68.0,O,Kohl's,4.0
ANN1702,M,W,14783 saunders upper,19206,Bridgeport,495099.0,,3364968.0,637.0,3.0,1-013-661-1962,5.0,,O,,6.0
kim1703,F,S,20441 pinto park,77024,Rockford,472180.0,,849778.0,614.0,,1-855-494-0233,4.0,76.0,R,Danaher,5.0
WAI1704,,U,14470 langdon west,H6d 1y4,Waterbury,384275.0,,2295559.0,546.0,4.0,1-449-109-1566,4.0,35.0,R,General Cable,9.0
Fil1705,M,U,10176 pinesap court,48310,Cheyenne,273331.0,,390100.0,319.0,3.0,1-477-907-8126,5.0,4.0,R,Owens & Minor,4.0
Don1706,,M,16511 yamato lower,27101,Sandy,297539.0,,1230099.0,701.0,2.0,1-380-165-5667,,82.0,R,KB Home,2.0
WOO1707,f,D,20710 lee drive,06504,Yellow Knife,313339.0,,2009921.0,612.0,0.0,1-498-198-4946,2.0,70.0,U,,1.0
ump1708,M,M,5385 young west,21210,Peoria,164847.0,,31399.0,347.0,0.0,1-267-067-4151,1.0,90.0,O,Occidental Petroleum,9.0
DUN1709,f,W,509 davie avenue,45267,San Antonio,155080.0,,,438.0,1.0,1-616-008-4954,0.0,89.0,O,Legg Mason,8.0
Car1710,M,D,9633 hawkins street,H6c 1y6,Kansas City,254582.0,Apt. 594,1112628.0,,5.0,1-435-148-8092,5.0,34.0,U,,9.0
Chu1711,,M,17509 REINA EAST,92805,McAllen,155527.0,,3605130.0,454.0,4.0,1-832-080-7702,0.0,30.0,R,URS,0.0
Jen1712,f,S,20796 dolores drive,94472,Sterling Heights,376223.0,,1746793.0,837.0,3.0,1-836-067-8824,4.0,33.0,O,ConAgra Foods,6.0
GRO1713,,D,2132 meadow lake upper,H5j 1p6,Thousand Oaks,25554.0,,3358713.0,365.0,0.0,,2.0,94.0,O,W.W. Grainger,8.0
Car1714,,M,23788 linden drive,93004,Paterson,435351.0,,195040.0,347.0,2.0,1-609-469-4186,4.0,3.0,O,Securian Financial Group,6.0
not1715,,M,23223 woodlawn upper,70177,Irving,270257.0,,327900.0,318.0,0.0,1-204-207-1596,4.0,73.0,R,Seaboard,6.0
Bla1716,m,M,9804 stratton court,47724,Frederick,39062.0,,2976753.0,362.0,0.0,1-549-632-7013,1.0,10.0,O,CBS,0.0
lle1717,,M,23411 MADISON SOUTH,V6d 1q5,Philadelphia,338038.0,apt. 293,214385.0,424.0,3.0,1-795-319-5833,5.0,48.0,O,United Stationers,6.0
bri1718,,,7903 WESTERLEY PARK,61601,Rockford,88086.0,Apt. 99,2990246.0,636.0,2.0,1-980-266-0033,4.0,80.0,O,Lender Processing Services,4.0
Bou1719,,S,12416 lenwood lane,v6q 1s4,Paterson,478317.0,,2173372.0,807.0,4.0,1-880-958-9657,1.0,3.0,O,Murphy Oil,7.0
hu1720,M,D,24250 summer south,30382,Elizabeth,441744.0,,2495685.0,453.0,0.0,1-311-117-7895,1.0,53.0,R,Dole Food,8.0
Wid1721,,,17183 watts avenue,93888,Edmonton,316360.0,,1298559.0,553.0,,1-681-878-2769,4.0,64.0,O,Kinetic Concepts,6.0
MOB1722,m,,14754 woodview east,63111,St. Paul,222301.0,Apt. 962,2570364.0,836.0,2.0,1-971-525-0125,2.0,15.0,O,Crosstex Energy,5.0
Bie1723,F,D,7217 wise lower,94483,Topeka,114379.0,,2752826.0,602.0,0.0,1-729-980-1798,5.0,51.0,U,Vulcan Materials,3.0
Gla1724,,S,15966 sanders lane,M4J 1M9,Nashville,42598.0,,3247977.0,667.0,3.0,1-577-438-1116,2.0,52.0,O,Wal-Mart Stores,9.0
Hum1725,f,S,23639 purdue rue,E7N 1J6,Bridgeport,31414.0,APT. 200,2817367.0,371.0,2.0,1-527-136-7705,4.0,15.0,O,Dover,0.0
Uda1726,f,D,10484 WAVERLY ROAD,92058,Livonia,84028.0,,3527886.0,501.0,5.0,1-384-107-7418,0.0,78.0,O,,6.0
Pur1727,,W,23788 linden drive,T5A 1P9,Fort Wayne,479514.0,Apt. 290,1397842.0,588.0,5.0,1-984-213-9188,0.0,15.0,O,Vought Aircraft Industries,2.0
Fri1728,,S,1899 malden way,v6j 1u6,Atlanta,225328.0,,906724.0,460.0,5.0,1-886-271-1668,4.0,26.0,U,Vulcan Materials,10.0
Koh1729,m,D,16068 cantey way,70187,Edmonton,462202.0,,,302.0,0.0,1-349-208-4354,3.0,17.0,O,Herman Miller,9.0
spa1730,m,S,19940 GOLD CREST PARK,77121,New Haven,191020.0,,,836.0,5.0,1-514-274-8934,3.0,27.0,R,CUNA Mutual Group,4.0
Tar1731,,S,10856 kelvin upper,V6x 1p4,Santa Ana,451551.0,,3515704.0,755.0,2.0,1-612-458-2371,2.0,0.0,O,Newmont Mining,4.0
Vie1732,f,M,24301 fulton north,60756,Nashville,413045.0,,,674.0,2.0,1-019-366-7763,,23.0,O,Eli Lilly,6.0
par1733,,U,18815 WASHINGTON WEST,46216,Mount Pearl,137297.0,,3981423.0,655.0,2.0,1-606-032-5535,1.0,,R,Home Depot,9.0
Bea1734,,W,12709 wycliffe crescent,90502,Alexandria,379089.0,,662896.0,350.0,3.0,1-570-350-8647,3.0,25.0,O,Perrigo,7.0
Kra1735,,M,4544 durand crescent,H2b 1z2,Overland Park,209298.0,,1131241.0,443.0,2.0,1-024-294-5529,3.0,36.0,R,US Airways Group,8.0
Hut1736,,D,21064 NOLAN WEST,95158,Modesto,284105.0,,738393.0,556.0,3.0,1-103-929-4342,1.0,12.0,R,Total System Services,0.0
Cob1737,m,M,8980 orinda east,30303,Regina,74013.0,,3931539.0,597.0,5.0,1-343-847-9978,3.0,73.0,O,Hershey,8.0
Emm1738,,M,22261 greenhill avenue,94287,Worcester,399025.0,,1859967.0,351.0,4.0,1-986-228-2266,0.0,51.0,R,Thomas & Betts,3.0
Ano1739,M,S,16692 REGENCY UPPER,m9f 1u4,Sacramento,329227.0,,2240719.0,819.0,5.0,1-971-017-6369,3.0,65.0,O,Nike,5.0
mye1740,M,M,13590 westover east,60735,Augusta,192547.0,,11227.0,811.0,2.0,1-505-106-4641,,57.0,O,Pepsi Bottling,1.0
Coy1741,,M,9341 gaylord avenue,95239,Thousand Oaks,94908.0,,2914099.0,301.0,4.0,1-308-636-3064,3.0,11.0,O,Wynn Resorts,10.0
Cob1742,F,D,2583 CLOWER SOUTH,85039,Hay River,432388.0,,2544376.0,588.0,0.0,1-661-319-0010,4.0,39.0,O,National Fuel Gas,5.0
Sai1743,,M,458 cormorant road,14218,Columbus,22519.0,,3918317.0,754.0,,1-154-301-2372,,74.0,O,Sentry Insurance Group,1.0
TID1744,,U,12630 parkinson north,V6U 1T4,Reno,66795.0,,3235152.0,657.0,1.0,1-596-399-2359,5.0,2.0,R,Teradata,2.0
Shr1745,M,W,22963 hanover road,H6D 1W2,Bridgeport,,,2114189.0,547.0,3.0,,0.0,23.0,O,Diebold,8.0
Mur1746,M,M,23033 wycliffe way,T5A 1X4,Raleigh,269032.0,,935874.0,711.0,4.0,1-198-470-8829,2.0,31.0,O,Delta Air Lines,4.0
Wis1747,,,503 northshore park,V6d 1q7,Fort Collins,325729.0,,1759232.0,431.0,5.0,1-897-554-1622,2.0,,O,Barnes & Noble,10.0
jew1748,,U,11309 amsterdam south,85093,Chesapeake,53032.0,,2031760.0,554.0,3.0,1-728-552-3494,2.0,92.0,U,Ameren,3.0
Pap1749,,W,15065 bellaire crescent,e7o 1f7,Detroit,489113.0,,1322099.0,774.0,1.0,1-385-885-8107,0.0,76.0,O,Bank of America Corp.,2.0
Ova1750,m,U,16606 mcafee west,V6q 1w4,Cincinnati,373772.0,,1148410.0,465.0,0.0,1-354-312-2301,1.0,39.0,O,Int. Business Machines,0.0
sah1751,f,W,15185 simpson south,80075,Mount Pearl,169822.0,,3521855.0,737.0,2.0,1-823-519-4501,0.0,7.0,O,Rent A Center,0.0
mec1752,,D,10484 WAVERLY ROAD,30340,Stockton,152469.0,,2404858.0,,5.0,1-730-466-8450,0.0,66.0,U,WellPoint,9.0
Eck1753,,U,3192 yorktown east,82603,Laredo,258780.0,SUITE 185,2391444.0,398.0,2.0,1-759-572-1928,4.0,10.0,O,Lear,3.0
SCH1754,,S,885 CROSBY LANE,74132,Augusta,35330.0,,3959243.0,720.0,5.0,1-570-790-1203,0.0,86.0,O,Verizon Communications,9.0
JAN1755,,U,10863 wisteria south,91190,Salem,61335.0,,2961219.0,344.0,3.0,1-992-040-4022,2.0,93.0,O,Liberty Global,10.0
Sch1756,,S,4822 michaels north,78731,Winnipeg,,,3198809.0,328.0,1.0,1-668-477-3737,1.0,10.0,O,Valmont Industries,9.0
TRE1757,,U,16181 foster park,37424,Halifax,57478.0,,1021504.0,677.0,5.0,1-996-056-1227,2.0,68.0,O,Advance Auto Parts,4.0
Mcc1758,f,U,4095 alonzo boulevard,80125,Fort Lauderdale,396220.0,,2095855.0,,3.0,1-334-118-2125,3.0,64.0,O,Altria Group,10.0
Far1759,,S,13085 glenchester crescent,V6s 1v7,Denver,404805.0,APT. 125,2028426.0,,,1-136-656-6374,5.0,36.0,O,O'Reilly Automotive,8.0
Des1760,,S,21448 hampton boulevard,S7C 1N9,Las Cruces,248893.0,,3963259.0,451.0,1.0,1-504-072-4589,5.0,48.0,R,Kellogg,8.0
Gue1761,,S,673 edloe park,M4J 1M1,Mesa,75233.0,,2266559.0,354.0,1.0,1-896-942-9504,2.0,49.0,R,Unified Grocers,8.0
PIP1762,,M,12635 olympia east,90048,Oshawa,438549.0,,1792230.0,455.0,5.0,1-698-450-6048,0.0,7.0,O,Watson Pharmaceuticals,10.0
SHA1763,f,M,17774 applewood rue,07508,Hampton,272968.0,,3631760.0,422.0,4.0,1-223-534-0489,0.0,50.0,R,Broadridge Financial Solutions,
kle1764,m,U,19045 rockhill road,E7n 1k8,Peoria,439042.0,,1089692.0,734.0,,1-077-049-4842,4.0,91.0,R,W.R. Berkley,10.0
Mon1765,f,M,21936 congress lane,93033,Santa Rosa,484191.0,,3826758.0,,4.0,1-388-933-6589,0.0,12.0,U,Eli Lilly,9.0
TOD1766,f,M,24985 royal avenue,M5g 1w6,El Monte,46312.0,,352144.0,432.0,4.0,1-594-374-8446,4.0,15.0,O,Foot Locker,2.0
Boa1767,F,U,15338 hutton upper,85267,Ann Arbor,1352.0,,293287.0,753.0,3.0,,0.0,97.0,R,Ametek,8.0
Ber1768,,M,17962 columbus east,T5a 1w6,Indianapolis,33117.0,,2767462.0,770.0,5.0,1-696-617-0943,5.0,,R,Markel,9.0
Bra1769,M,U,8651 TRACE CREEK LANE,20075,Glendale,457297.0,,512742.0,644.0,3.0,1-660-453-9348,5.0,86.0,O,Burger King Holdings,2.0
Rab1770,,W,15624 pembrook boulevard,T6c 1d4,Carrollton,387072.0,,3057918.0,418.0,3.0,1-181-278-8577,2.0,34.0,O,Starbucks,8.0
Mcd1771,,S,13500 griffin lower,T6a 1i9,Ann Arbor,163433.0,suite 397,3445991.0,359.0,5.0,1-378-477-0849,3.0,61.0,R,Arrow Electronics,1.0
Mun1772,F,U,7656 concho lower,T6D 1F4,Chula Vista,289329.0,,3445933.0,397.0,0.0,1-420-150-3171,2.0,,O,Jones Financial,5.0
CAM1773,,U,6092 worthington east,53711,Pittsburgh,374546.0,,1365953.0,369.0,0.0,1-152-186-1784,4.0,37.0,O,Scholastic,9.0
cow1774,,U,24250 summer south,V6L 1S4,Hartford,283423.0,,2618684.0,363.0,,1-764-606-9786,1.0,57.0,O,ON Semiconductor,8.0
her1775,F,M,10783 crestline court,T5a 1w3,North Las Vegas,328760.0,,3136993.0,526.0,5.0,1-589-341-3222,4.0,59.0,O,Amkor Technology,7.0
Hau1776,m,D,6066 fillmore lower,10044,Rancho Cucamonga,237087.0,,3779546.0,663.0,1.0,1-930-825-7344,1.0,31.0,R,CH2M Hill,2.0
eis1777,,M,679 windsor west,M5G 1Z8,Charleston,39483.0,,1271314.0,586.0,2.0,1-647-111-1850,3.0,98.0,O,Conseco,1.0
hol1778,,S,18289 ARTESIAN WAY,22202,Chesapeake,402271.0,,1754434.0,795.0,2.0,1-549-012-0501,0.0,19.0,O,Home Depot,0.0
Cha1779,F,S,13070 panther creek east,M5G 1U1,Miami,32484.0,,222891.0,445.0,1.0,1-613-090-2034,4.0,90.0,O,Tupperware Brands,6.0
FOE1780,F,M,18207 conley south,m5a 1u8,Knoxville,162627.0,,,741.0,5.0,1-235-233-6813,4.0,95.0,O,Tenet Healthcare,10.0
Kel1781,,U,12028 PARDEE RUE,y5c 1m3,Fairbanks,436629.0,SUITE 393,2948935.0,522.0,0.0,1-042-286-8611,1.0,88.0,O,Seaboard,7.0
BAI1782,F,S,24062 tangle brush crescent,m5d 1y8,Buffalo,321033.0,,1662306.0,498.0,4.0,1-028-860-2322,2.0,10.0,O,CarMax,4.0
VIR1783,m,M,9371 sweeney court,48509,Pasadena,328066.0,,2422150.0,588.0,2.0,1-343-498-0843,3.0,70.0,O,Lexmark International,4.0
Bar1784,,M,7161 tallowood upper,78235,Berkeley,393963.0,,808446.0,338.0,1.0,1-967-700-4589,5.0,87.0,U,AptarGroup,7.0
Kub1785,,,21731 GULFTON UPPER,80131,Des Moines,400959.0,,1846060.0,781.0,0.0,1-458-567-6055,5.0,27.0,O,,
Let1786,,M,7575 bernard court,85267,Montgomery,275434.0,,1980608.0,430.0,4.0,1-155-788-3290,5.0,,O,Seaboard,7.0
