Employer,NetWorth,Country,Income,NumberCars,AddressLine2,State,AgencyID,OwnOrRentFlag,PostalCode,MiddleInitial,AddressLine1,Age,Phone,MaritalStatus,FirstName,CreditRating,NumberChildren,Gender,NumberCreditCards,City,LastName
Dr Pepper Snapple Group,2892426.0,United States of America,132470.0,5.0,Dotvpmonaaklpuixyesiaghxhqtfboys,DC,fvp14654,O,Bjgbcpepznif,,BGREAJBJHFRLMXZWWBHBLCDHZPIBMOIXFDBLPKCSZA,63.0,1-800-958-3141,S,Rgxfghocbndlgcbliglojoxhdf,450.0,5.0,m,5.0,Toronto,fvpydddfzgsgrvbffrczntsjbk
Annaly Capital Management,3254308.0,United States of America,93566.0,2.0,Qgbzedikesglqejkvdmhdxmdvecdbzlqquqfdjlrkmdhhwwlkviygbpthoizrhaunhbpowbuplbwqw,MA,afj14655,O,KJWCIOXV,g,Zjfnyjhlxlkewjwjvtorsvwgsaqyeliccsuzwsocnpyaaooogcsyacxjzzfpesh,32.0,1-870-512-4814,S,Mcjqj,714.0,1.0,m,6.0,San Bernardino,afjdaecmwjffcmmnjnqlhkzyxuhowh
XTO Energy,3227948.0,United States of America,266343.0,2.0,bbdlhlejfmzncemuzunbs,HI,mok14656,O,wgwzyo,,Gcmlladtyffmbb,15.0,,M,ibqfxdcnmvrap,617.0,5.0,M,6.0,St. Paul,mokjojepfslpokdwuujutwk
Sun Microsystems,363113.0,,124101.0,3.0,,IN,SXP14657,O,VPZIZQPKTNF,,Rcppjvktobilrmkgndoeijomdd,62.0,1-097-135-2411,M,ixbhrbgyvlqpvzrtsizytvc,540.0,0.0,,2.0,Garland,SXPZH
Joy Global,119980.0,United States of America,359437.0,4.0,mixjqaoxggcjtdikhzwqlkjfpfpacarbaeurcbznmafxjjptbvartgrmbxeyrb,ID,Trz14658,O,Rxxxwqtgi,d,QORLUWREKFYCQKRSCESFBXXWUVNLLRWKNXGCNGOZEGFNZHEIGAPSSFITDQDAGWUXZ,72.0,1-218-315-0385,,EDXDDYWOZROUHKOW,608.0,1.0,,,Augusta,Trziwwj
ServiceMaster,3711995.0,,167917.0,1.0,,Alberta,Uvu14659,O,Issxtlsocnmr,,JWXZKWXJSXYPWZHGDLBNEEUODDRMWEKGZLLGWMGOCXWCWHFGUCJXBZYMPK,16.0,1-244-737-3835,W,EQPAZWYESLIPNVFJJPCQWQQYYDDDOW,734.0,2.0,M,6.0,Eugene,Uvuojihhevbynwthjuyymxphunj
NYSE Euronext,3846100.0,,230834.0,1.0,Vedzkuvvitybgvzkjefdcjorbkcjchdbltsrsjfhczinjuwitkuy,AK,Foj14660,R,Uwsdrkcdy,C,,21.0,1-341-721-4746,S,Stebktecfwpjpvd,542.0,2.0,,1.0,Washington,Fojmigydykvwdvrtnbfguwnwgdijga
,3538749.0,United States of America,467629.0,0.0,pxtnvffo,MD,VJM14661,O,MZEOZG,,Ybkaqsnxjeklchaqumcphpqzgfrnuofwozxtaagpfkdkmsnkuqdhdhmcmjokrpnlsjukjyropvslx,97.0,1-161-161-9941,W,Ufjlugyooaqtqabehk,,4.0,,7.0,Concord,VJMXZTPGZLSECJTYJJBVXZQHVVTEQL
Ingram Micro,707357.0,United States of America,207726.0,3.0,SXKMPZNCKOQVGRPBXDYRMKZULHXBMIDWYSWIYWUAJQMPLLRYCLJBJGRXDXVMHOFXOU,NC,Ibg14662,U,qyzxjio,f,LCRYXEMAAHZHSAGBUDRAHSFXNWWODJNRPUQJARZFNVXQPCXBNDEWFACZEO,11.0,1-157-220-1778,D,Gjxdrwqadbvearqnhpidnp,,2.0,,5.0,Knoxville,Ibgftrcpwqyum
Ametek,3903855.0,United States of America,264067.0,0.0,Rglqywmeqwjmilqkczaopoluokrbieaktyvjjeeyqtgontxjvsjrorwyetnentwb,AK,Mcf14663,R,Hbgoj,,MWUIBAQQJODCMGFODTNPTQXFSQQIAPHNCPIBLMHRMMFNLDJDFJEDTYLKNRYTRERYBZMOXKJ,75.0,1-791-575-7037,S,zcjxcambbgoxvjixwqncdkdhpar,818.0,3.0,,1.0,Milwaukee,Mcfisvptcrqafnbjnbmjmt
O'Reilly Automotive,1389922.0,United States of America,301800.0,4.0,Dlzgkxdzktwdojeljapkiaplyhjkmishnygcaoostgibo,MI,zez14664,R,Hbbiiol,G,Wwrqdbipdvwmuoshvpckjpgemgxiempxdvyitcdmiyunmgcyfqjirm,44.0,1-423-592-2521,U,Vrflvusginoqpentxxatknmcs,674.0,2.0,F,9.0,Omaha,zezqjgnqcnr
Portland General Electric,2442077.0,Canada,449490.0,4.0,Eqkpajhdkirdtqrqfnfovsjslconnartjcqeeusteitrjopn,NY,xov14665,O,Zvtixitxxkv,,Jthbiuocpzmjouwwwhjerhnffsauvpeawqkwnvahnyxopdwwewicjrtwpvfpvlnxurucccdkgb,21.0,1-179-011-2426,M,Dwqsjogcqqdxijbhjkk,657.0,0.0,m,1.0,Allentown,xovswznttqbqfdffgxautgrjoqqbt
Werner Enterprises,3105780.0,United States of America,94098.0,3.0,qgryietuifchvwxwubqcbmjjrokzmqwtvgrbdwyumsewcwdvtwzvxnaktkwvjkwh,UT,LYI14666,O,nwlosltvszm,o,Fiysrozxsmrpdu,47.0,1-076-507-9578,S,STMJYCFV,443.0,5.0,,4.0,Fort Worth,LYIYYQBLGSGJUMQNVWKPEADHAVQMNJ
DirecTV Group,168138.0,United States of America,19811.0,5.0,Uhasaftutunfuxsiksxklbyaotqj,NM,BTF14667,O,,,nkssrbresmbvdssedbwfuo,6.0,1-746-555-0390,M,nagylocjkhkbtftoiwydkty,770.0,3.0,,6.0,San Diego,BTFKPR
Dole Food,2814726.0,United States of America,200756.0,3.0,EAFHOZMUCAKMIDGFFNUFUOTZKCXBSAMJHGGRLHCAACLLHFK,GA,Xlh14668,O,ERXMGYVJP,g,Yonklxugvxgmsylqmmeretixuctdzgbeqwyqafjgzkdsoum,91.0,1-978-048-3440,U,ROQIKBIENCI,427.0,3.0,M,9.0,Buffalo,Xlhwtanjihqsuryr
BMC Software,838093.0,United States of America,188395.0,0.0,,Prince Edward Island,hzr14669,O,DXDMT,o,FXCWTQLPVOSHPTNVWSOQZQDUTWCPA,89.0,1-802-074-3635,D,Mtngunbjdipgyydnen,369.0,0.0,,6.0,Plano,hzrpcyzbnhhewuzehqqwa
TRW Automotive Holdings,1483678.0,United States of America,277585.0,3.0,DQWSIMACFXZBEJVUCWIBSWGVRBBWTONFXGTGXBPIVRWTIFAVMXE,MI,ZMR14670,O,MAFBLJ,Y,prietfucauphekvfpznbwriwqiclhsnvdykjgdvdwyconqxzkhcioy,72.0,1-841-446-3941,U,XKLFUSUZVRONA,,1.0,F,3.0,Oxnard,ZMRHYEWJUTT
Weyerhaeuser,3915741.0,United States of America,461910.0,5.0,Eepmwe,SC,OZP14671,R,Aofkgz,,qroynrwhtahpkxhoabetbbjchiigpswbanflfbzlomhuxivrjju,30.0,1-486-865-0582,S,BIXGIU,468.0,4.0,,7.0,Vallejo,OZPUJBMOGTZJZIYFFHT
PC Connection,2598354.0,United States of America,242659.0,5.0,Dejabdqrflpklwtmufmkhipovlpkfnrufcdwqgeqwgubkamiayrybbgxewemwds,WI,HCB14672,O,hosltfhyzuvj,G,EMENAYQXRQLNPDDRKLOYLWVXOAPKFDVWVLMRWRJQPQRTIEUZIVRMGAKFOTISDLUFKDF,39.0,1-758-815-4211,W,Wghndyellvjakwkdakrdukqpj,318.0,0.0,M,3.0,Yellow Knife,HCBEWLTCPLRXIKKDPOWMCZRFWAKWVM
Level 3 Communications,2709769.0,United States of America,125933.0,4.0,DUBSEESOIYLEHFNCNRTLTIDBGAGOXNJPXWSE,Prince Edward Island,noc14673,O,Kfqjdtjp,,Yyftnptctzdlgrxuxucfvazyaragwssfsoibbak,,1-649-783-9337,D,Wegjggzjzvktg,456.0,1.0,,2.0,Tampa,noclbzqwgtuig
Comerica,129329.0,United States of America,116888.0,2.0,cscdvdacsnaprancnxolqnsewbuoopfjsjejhqheerntmgnzloozcxonzgbs,WY,Wzf14674,O,rnnfrl,H,UCPTKXXM,,1-479-573-6059,W,Kbpcmdghhvzlifdxtgitwa,368.0,3.0,F,9.0,Jersey City,Wzfvrjepztxbyltiktvtuyhpppoyhe
Northwestern Mutual,1273194.0,United States of America,354989.0,1.0,oqyjjwqvbxlyofwunammhdjkmlpnpipstihrpjjwdsnregcj,Manitoba,drj14675,R,lyuvkzvsqqwm,,Jjhqhdhoyxcpmtqlvytgrmrhyxpcakqjdsomhpbmjfmwzzstrevjtrknjhgbylcmdl,97.0,1-265-076-2380,S,GGCECHWZZTPHSBERUMV,463.0,0.0,F,7.0,Brownsville,drjbxiydznvqvgpban
Tiffany & Co,963706.0,United States of America,255641.0,1.0,Kmgyjjsdecuujnfsvnxezwxoppouqoebzyxynnzavgydujm,LA,Stf14676,R,Dudpxqwwny,,Mkdntrxdwmuanjijvld,83.0,1-535-710-6067,M,Tihfyqxh,530.0,0.0,f,4.0,Bridgeport,Stfuswbmggvmitncnlobf
,868164.0,,28166.0,3.0,Tjfjuyfactpikhutipyxnmarpmmwkqwrjuwubrnoynnbgeqqvxalotdvzcnrldnloggqk,SD,Joo14677,R,bdosaoaz,Q,Izfbafkotgmmtbdzbgwgjvgpvpvcbgropfabthckvglgcxckwiquqqucwhxgtfzxghmwkbvajrfmxbjw,52.0,1-238-995-9877,S,Duwilf,360.0,5.0,,10.0,Cedar Rapids,Jooqcahz
Torchmark,180479.0,United States of America,318502.0,4.0,FZIAICMNRGJVKOYBERQPWRAIRFUEHRBCRDVFAYIUVOCHCQPQIKBBISXZSVDEN,NH,Pin14678,O,wcweacxeskq,,Wlzfxmievgfv,,1-938-032-5007,M,Wrhednn,308.0,2.0,,1.0,Mobile,Pinfsptgeuetvgrgssodmkp
Century Aluminum,2879342.0,United States of America,353988.0,1.0,HRTPVJPAUJCNKOGSUONUVAKKYZOOENBJZMUMEXJKOVJOQSGGZFYUIKKMMRJZPMWKTWRUAWFJCVGAM,MI,fgm14679,R,Nqrhd,X,,82.0,1-339-648-7859,D,VELMQRGLVLBZGCOLMQCIL,415.0,,f,9.0,Lafayette,fgmne
,269606.0,United States of America,289278.0,0.0,Brumoccxwfztblralebckvbncjazwvctwbgyfiknezhalchphxjhnvoecvc,OK,Ddz14680,O,Kxlzmuz,W,,71.0,1-875-937-6404,S,Tvvhaewoiglnqkiqevlcxkw,758.0,0.0,,7.0,Santa Clara,Ddzaukwfmyeekmm
Northrop Grumman,1145592.0,United States of America,274094.0,5.0,Xgggyziohczuwtwncyjjkbfnlqnxwefxpxsnkblylpqwrmfpwwjtezehnogexruwxsptwbhz,Newfoundland,ARL14681,O,Rznksn,g,MZPUVOWKIBTTRQTLXQWFNTWODNRPBJSNRDLXWWGTIEVHCKRSJPOOTCCZNZIASJRONHTIZKXRKTRCJG,54.0,1-513-846-3277,M,zmnnziydfjpxwrbeomrvtveokh,482.0,1.0,F,2.0,Warren,ARLFIGRWZEOQA
Carlisle,1355790.0,United States of America,167434.0,2.0,hwmwdcmseivzkqmm,MN,VYE14682,O,CWDRUWEYTP,,Jlbhhpgzofaliovobalucdekarjsxghazeqlonanemrusktfbvqxxharkfhv,41.0,1-111-085-3822,M,dgzyarrwiqbdlmtgohsmage,591.0,5.0,,7.0,Scottsdale,VYEHOPCVGJNO
Pool,2172354.0,Canada,366136.0,0.0,Offtxkeldcjblopkeipqgfjtzpjxlqimiwnotjuvlwlezmdhesvfcpjdmj,NM,Nbc14683,O,phpfnj,F,Xebglgemilgexwusffw,2.0,1-746-665-8420,S,Ihnhlfitejqioa,,0.0,,10.0,Los Angeles,Nbcqvonosbezmuxnwthafezubejf
MGM Mirage,140525.0,United States of America,445814.0,5.0,Qwkwgaxc,Saskatchewan,ANG14684,R,cbuyb,,JWUEIVICQLIZVDHGMEBYMZNYJLZWVOZLNLGRQWTMVKZNGXOFOR,79.0,1-325-318-7233,W,BBEYRGWPQEXOBU,718.0,0.0,,10.0,Billings,ANGTQHZPPHUMVSQDIRLJSJWTCUFX
Insight Enterprises,915800.0,United States of America,138382.0,5.0,Fjaxjwbtgjqohqvuvtxbjpycjrfjqourcdkjyjjuxrlfusksqmasylrcvsiscekfqsdbggrqvbnzhmmy,WY,Och14685,R,dymfmw,I,Lqkoqrryvkfgdbbklardlzefmelbpkourk,68.0,1-876-022-0589,D,Srjatgcxaphdbp,684.0,1.0,f,1.0,Kitchener,Ochkpnogqytqccbt
BB&T Corp.,1005455.0,United States of America,44606.0,0.0,zktbycswtcfioyxymhedzgwpfaeueppcmlhruemeppdvzrqiurfrscdan,SD,tsz14686,R,XVRZBUXX,,Alycrdeigtf,13.0,1-065-312-4871,M,Xqhvjligyuxpohtmxywrpa,408.0,1.0,f,7.0,Toledo,tszdjwujnrdubkwy
CA,1114686.0,Canada,,4.0,RJHYNBUQC,TN,GYQ14687,O,Ocajregko,A,,73.0,1-443-310-3390,U,Tcjro,537.0,1.0,,6.0,Fort Wayne,GYQLNGYJPNUHEWBTMYGGFYDDWOMJ
Noble Energy,3432486.0,United States of America,21183.0,4.0,Xoarfzrrdjsmqdpigcxtbhmfcjldjkgvrusehdycfzgelwpygfwncp,ND,Dep14688,U,Gurtmf,,cffrnwmuoiyvvtnnvgmzhjwkefitrouiglshynlfxolqn,3.0,1-601-118-9612,M,Wdvostkfaaaesxginvcxlalarkxcmh,404.0,2.0,F,8.0,Naperville,Depklgcnlk
Time Warner,3027200.0,United States of America,,1.0,Jqxgcmgieatipxspcdzkmsfwakqkmhwlpvbuykqcymfpimuozehknzjhqcufkfdwqgurzpjz,OH,Omd14689,O,Mrluordmtsq,,,33.0,1-843-091-4297,U,Hbiph,,4.0,F,3.0,Salt Lake City,Omdbhpxjucazudnmvs
Alcoa,2619540.0,United States of America,107543.0,0.0,Sbqxowmppvhjm,PA,uwn14690,U,Coeubjy,,SVSKOXLDGWHXJLBCQDETICAVRFNWEHFIRXTWHNKZNLTCYYPBKVTN,1.0,1-365-225-4349,U,kerhycmvvrvcmgvds,441.0,2.0,m,6.0,St. Catharines,uwnfifwiim
HealthSouth,81648.0,Canada,311623.0,,Mprzhsgovsmiytvuuoaoocoyxfbvlyjlontpuqgiraxxpfwhgvtdetlqfhgxhctlbs,CA,mdq14691,O,Woffwd,,vhdyyfykcqhqlvjpnqqyleegwioqgmxrgwfdbqolkdmzysveumxzoptspfymeeydwouetrfuxl,53.0,1-192-377-8245,D,Yvtbjvaspwnzpxobsawgroqtfk,610.0,1.0,,7.0,Vancouver,mdqyyuokgvgo
Spansion,1148569.0,United States of America,136307.0,0.0,GADRZECDPVJTFFWVXXMVZWNZSPFUHYTEKVEUENXNXUNDEFHUUUTSLILHD,LA,LGR14692,U,rpududktr,,,5.0,1-363-946-9721,U,nnddmxgsupjs,674.0,4.0,,10.0,Augusta,LGRIRLKQQDPOSBMNMFGAQFSWTRD
Health Net,536825.0,United States of America,74140.0,2.0,Dgblfijitdevuagyufdmqhxxsyytnmcjelgmvtbnxovkqjweojvqpcuuzdvugtafluhwtwhyn,NC,YMZ14693,O,zpzjtpk,,Ohmfskpmevwgkknrhwwgwvirznklnbbdkksiwmmxhtiotzyxtqlmccfgcq,,1-992-098-4469,D,Clzkey,319.0,1.0,M,5.0,Costa Mesa,YMZQCKVJZBUOBMAXOASOMXSWRL
Devon Energy,820930.0,United States of America,77843.0,3.0,,MO,Fkm14694,O,Cjcqt,,WKUIQIDISCA,34.0,1-086-908-4564,M,Zmlnyzr,,0.0,,8.0,Victoria,Fkmftewkwlshd
McDonald's,892268.0,United States of America,230026.0,4.0,qeukvnnfxnoa,ME,BKP14695,U,bgtxmpx,N,ULIAQRJLOQPHNACBOHNOGTUQHXOOZHPEWGIVGSAOAXHWRHABGBNXMPUSFTYKJQTMIYR,98.0,1-818-400-0168,W,Bwpdzkuogudeoeehjuvhw,528.0,2.0,F,8.0,Huntington Beach,BKPAQQMTNQEPAAOGFRMKCCNPO
Bemis,3989109.0,Canada,303196.0,1.0,Shcltypoookubjngphqftislvbwfixo,Alberta,Mws14696,U,htwrqhu,,Nsskihemo,61.0,1-157-574-9381,M,UOHKMAWA,649.0,1.0,m,9.0,El Monte,Mwsqeifapuwbzn
,100538.0,United States of America,168159.0,,Fqfcyqdtzhasjbszudwmhfpkbxssvxdionluuqprpxqgrrqkcjrvtacpqmopnhlzk,OK,owh14697,R,Ucmoc,,TPKHGMDOMPVFAAH,95.0,1-382-979-7961,M,bjejulg,552.0,2.0,,4.0,Springfield,owhcrqxbxoewhgcmrtlcjl
Laboratory Corp. of America,2635850.0,United States of America,452914.0,2.0,nocukumdczfewpyuctsaqxtycxekkvstzygce,SC,gsm14698,O,TZJKOYWYU,g,XETQTFVIOEVFOQOYBRSYRHETFQE,39.0,1-178-839-0167,S,pmdyeedmfnwklqqcuqkdisp,430.0,2.0,,7.0,Washington,gsmqjkfdnpftlfbcgdbydmnuxpm
Protective Life,1819462.0,United States of America,31981.0,2.0,NQANGDMXTFCLXQOEUGIEMCKVYFPA,MA,Qqq14699,O,Qaqhbpynpe,m,Iwtepeqgxlthgdibcnptftqdeewmbkiuollkpwrth,20.0,,U,Gckftzbli,761.0,5.0,m,0.0,Garden Grove,Qqqysgjgooyccmwvrrowohzjtcopgp
Pulte Homes,1788989.0,United States of America,441639.0,0.0,FIGDPNCMVEIGWSXYGZHRJQ,ND,Gev14700,O,kqnykxffrbjw,,Vgxopuzzhyphrpepaqdydhikamvtsajedbgfdtvbxvkmcfoowwskz,3.0,1-487-992-7836,M,Vchmcvoibhxsgfcittbvlwxrtk,595.0,5.0,,5.0,San Antonio,Gevnunconsygwkscfmu
Pantry,2020639.0,United States of America,447894.0,3.0,IHJQYKVLRRWDPISKKXVLNVZLMZXLAVLNFFVAWZHSXJMFNTBRUBALWU,Prince Edward Island,tgy14701,R,Abobuqjsqnwn,,nbhmjpo,59.0,1-251-243-4517,U,Dhxflkvbelnqhsmfroypgtfph,404.0,0.0,,9.0,Bismarck,tgyoy
Northeast Utilities,1231110.0,United States of America,297129.0,3.0,VSQZCRBVJSPIZXLPHYDYNDS,PA,jvm14702,O,KGDBOUKGOWSX,X,ZCYYUEOEGOVJKYRQYRKOEWMSOHSXHWBALGFBPDEDGOQLSUQJUYUEKD,14.0,1-733-040-1600,U,BXAMEMTRS,643.0,4.0,M,9.0,McAllen,jvmuexapykzjwimcrcpd
PPG Industries,1507047.0,Canada,191001.0,0.0,Fgdhyptbbmzvgiqnhuvwulkwgdvepuqqtzxnpqtxmhzhabpaupcmoygcoy,HI,UGT14703,R,mzuxqpfoggr,E,Jipzbxztyouwizhslnocydytisnnzicjmyngjrxzzbnehhyaopffavrwqytklv,51.0,1-353-759-2113,M,Deynsvlcfqdqjnzhhsawjmx,618.0,4.0,M,9.0,Fort Collins,UGTONYCHFVIQDSNROTCMEEV
Interstate Bakeries,3286334.0,United States of America,250899.0,4.0,oiptyoocpukjtztywskctbumfctauuaifruabnrmbipgyeaakskbjvsu,MD,vur14704,R,AVMPJVTEWOV,v,Ylzlithlxlfrlwihscicppzobroxs,94.0,1-319-577-2818,S,HSFRWVBYRUMEPDGX,478.0,0.0,m,1.0,Concord,vurjtwfj
Lincoln National,299212.0,United States of America,370528.0,1.0,Kwcdgccwfrypfsjkfmusqmslbfmdoaqpyxfmvpuaxolzepxrovdjsamygsdqxxgicojesouzxffz,ID,jdv14705,O,Pxkfermnr,,,77.0,1-709-997-6841,U,Ptenjgsrouhe,443.0,3.0,,6.0,Thousand Oaks,jdvfp
IAC/InterActiveCorp,1128442.0,Canada,40410.0,,AXAQPSMGTGDVNSKRUOYULHQIUTDN,OR,Tfs14706,O,CKXIQ,B,,23.0,1-340-355-6068,U,ZODBVGEO,762.0,1.0,M,0.0,Spokane,Tfsczufqacjseuopovrxhbizevcfjh
Starbucks,610059.0,United States of America,401628.0,5.0,Uimhwbnazogfihvkarljzaluzdqpcbiunvxfytbbpmhrfizrgsh,NY,Sye14707,U,kndwfpmawoj,X,kojmjeegthpeurebxdtpzvlivgblniocqmwbxjnpjvyfobdlpeqpkgiobrtluenjibztgmeygv,85.0,1-542-715-6993,M,Mlerxswaau,362.0,2.0,M,10.0,Minneapolis,Syeoiwepbjnpdthwtendfxouk
Broadcom,555406.0,United States of America,216214.0,2.0,NMJXJJ,KY,Nly14708,O,QFVFYFULOS,,otqzbbi,57.0,1-204-692-4397,U,orhxvcqjldtipfj,747.0,5.0,,1.0,Lexington,Nlygcuxbiiyvsak
Lockheed Martin,586180.0,United States of America,375438.0,2.0,IIDRPUCYKUJWJPIRP,Saskatchewan,FTB14709,U,DCKIU,Q,nzuklxtnb,46.0,1-500-665-0012,S,UQBHOZMXTLMELWNXARF,502.0,2.0,,2.0,Inglewood,FTBZXRDFEBAYKT
A.O. Smith,1510331.0,United States of America,263732.0,4.0,,NV,Tvk14710,U,UXXNNKOYXI,r,TMEJOUGEGNUWDHTRQSSGHHQVWHUUHCVJPVEVQJDFMECZMNKHBVSFILMYQAQO,62.0,1-129-650-7159,M,Byqlikbmckipysxix,501.0,5.0,,10.0,Chattanooga,Tvkxobsqaxl
Gap,1637679.0,United States of America,83872.0,4.0,mxsdncfubbivutktiicutsjhtbkobbnqslkmdtbqxgk,CA,Luc14711,R,hourquzdxu,T,,72.0,1-777-557-0100,W,xtvffesypdwfumclpfibyoupecekyi,601.0,3.0,M,3.0,Anchorage,Lucwwqrypioidegfukbrqkl
Kelly Services,,United States of America,151428.0,4.0,Nlaiwwodzxpxmqvlyedaxysiypcfthfgbfwhgvgnjjdisyeuqoydwutwus,Prince Edward Island,gzv14712,O,Ndudtjwt,,Tgvcvmzxylkggnfglqilclkgjpkvbogapevctfqpgmentluhxnrqpulsfgxp,19.0,1-276-167-8552,S,PXUIZKPUMUU,676.0,0.0,F,8.0,Lafayette,gzvocglizrssukrwrvqf
Wyndham Worldwide,1878209.0,Canada,364458.0,1.0,mahbldldmpuqhmkstoyhjuhsizoblxnuvupzfbaqsttwyfhpjcqyfqocxtpqbjkxeteumoaehoxs,NC,Wjn14713,O,KGUIVQAUHRPE,,Kpedchtukehjeydih,7.0,1-748-145-3604,M,Gkdsaib,376.0,2.0,,4.0,Livonia,Wjnviqoiwtxob
Teradata,1151853.0,United States of America,456783.0,4.0,gvjbmarlxsrhv,IA,Gsi14714,O,guucjocfdx,,Yhnuqw,6.0,1-555-965-5512,M,DWJLWFJHPLEIVND,627.0,2.0,M,3.0,Ann Arbor,Gsiwaycxr
Vornado Realty Trust,1675504.0,United States of America,27972.0,1.0,Uwhinuix,VT,Yoe14715,O,BYSEE,m,Fnkudzndkhktgwojfxpqrpeddxaentiranjiwaofewzheaxohelebmhiwtovmtqkfbk,84.0,1-139-689-8075,M,Eilklerk,688.0,4.0,P,8.0,Washington,Yoekexa
,1337233.0,United States of America,217160.0,,Zhlmffaelwopqyeuhssckjpduvcusfsmhemaxmbrsihxzrfylsyuvggtirzsgc,GA,Rrn14716,O,Yesttsenkj,,Kigaioukxpoktwazaljhasitaedzzztnsrcgmwbpngygobk,71.0,1-697-135-1314,U,Cybpfvhpwggrazsebyrlymtgat,413.0,5.0,,7.0,Alexandria,Rrnefkjovgolorvakpwmenodfuxk
Total System Services,1069103.0,Canada,,,SPITXVNDKDSQGVAOHHYTECBUHBNAZJZZS,OR,ine14717,R,Ylugidy,U,ykvcbkqgiordxtunestlcmzbfbaqlmjrhgm,18.0,1-658-596-8451,S,Azmomfjowbkc,367.0,3.0,F,4.0,Chesapeake,inejgvmfntibvjqpyof
Patterson,3766329.0,United States of America,389292.0,3.0,gbxblouefnmybptkvgetknngyaptrfheucvhztpqfqfjmcaxufludjpcfparqqvnjsoynjnwibfz,VT,Qpv14718,,Wyuumdi,,IXNBJHBQZGPIAX,6.0,1-913-271-6844,S,Rxchlvrxhqfhjmnxgdwmgkfbgmyjny,612.0,0.0,,4.0,Wilmington,Qpvcwaoldbzcbmrergypcmmvsxuun
AutoZone,2189356.0,United States of America,24521.0,5.0,AYAEMANWYLHSJFWOCMQDHLRDHKAYZVJSRSDLMWZEEGDURSGNWXIL,NE,Egg14719,O,Vomcemcvx,,mkousowspiizfdktmelextxjmtbx,28.0,1-784-449-6598,M,Dnnvvcmcorvjvghptrlwgus,664.0,5.0,,8.0,Billings,Eggcjsxmpdkbptalyvaioxi
Delta Air Lines,3948438.0,Canada,433146.0,0.0,hltoofqjcmvqyyistmmmjdrmgluntnoxlclpswbhxacjlletiaehneipjc,FL,OSI14720,O,Xgqcre,g,Vlkdolhzogiaaxtlthcqaoqwqphwudeohndskencklqzddkcfhoqlxbmwjoihvakwp,53.0,1-048-096-5388,U,Rcvcwkonprkdavtcancb,658.0,1.0,M,10.0,Memphis,OSIXTCXQNRSHKJWIPIFEKIJDC
American Financial Group,3142543.0,United States of America,290472.0,4.0,LPUXBEWDXNNLQQCTQPVNZL,HI,NGW14721,O,Earmiywivibr,h,Ggxebdwqmjkhmsufrcenbstihpkositxvcrpqrt,85.0,1-050-226-2824,,Fibdvcobpaautek,663.0,0.0,,8.0,Sherbrooke,NGWIGJF
Molina Healthcare,2025221.0,,111043.0,1.0,Qoyotcglfnaxknjeacrmbq,LA,Ygd14722,O,hftwrivlvsf,g,Wtlaayosa,59.0,1-753-942-9641,S,jvbpnpv,773.0,1.0,,5.0,San Bernardino,Ygdihplwovxiaqrwcwoebhhuoqdj
Berkshire Hathaway,1776099.0,United States of America,,2.0,lqzjmblbiwpossizhfczlofksposrixjnvrfjyuwtmlv,Prince Edward Island,yqt14723,U,jixhxo,S,NHSICVMCWUMGQPAOELCXDBU,84.0,1-706-059-2484,,kowjfiljyzlkgaimwc,801.0,5.0,m,8.0,Lafayette,yqtdcoxeihasypicqswuggtv
W.W. Grainger,3475839.0,,67647.0,0.0,traobwezqatucyiegya,AR,Qnt14724,O,LEMZM,,ICVSIZBJDQRVOTNTMYOBTVFVBNSAHHLYSZGOOX,85.0,1-283-793-0318,S,Wqoxvtfrccecztufvijipbymclwcy,685.0,2.0,f,2.0,Livonia,Qntojhnkb
Level 3 Communications,3382760.0,,134400.0,1.0,IPVFDSFWDZYVFBMXN,AR,ttl14725,O,vlwxwcdb,N,Xqehvylxzefddeolqgjyvurpy,44.0,1-349-484-1720,U,Swxlrrxdbmnelsizrzfsbpugxkh,620.0,3.0,m,0.0,Cincinnati,ttlueqmotjvnxhvfoyvcf
Alliant Techsystems,2967947.0,United States of America,191088.0,4.0,Aekmlxorksobqdajjvprfbnezlgfufzcauiepsfvigunxhazvgrhisdlaabb,NY,Brl14726,O,uoaotbjxolfx,,Oxeluqroxnjzoxsdhjsuvlzocwtqnqgruhmcrqxv,85.0,1-003-700-7796,D,ppmoexn,673.0,2.0,,3.0,Winnipeg,Brluthrzhyekeqpsoaerborp
,3371636.0,,274296.0,3.0,Aymsnrnfrbqtqupnivsgfnbuu,ND,QJL14727,U,offkhkky,e,Kxndmrzgxtxvexsrnfmxmuhqip,56.0,1-096-389-5037,U,Wdhlujvdgbhmkosgbjnze,421.0,5.0,m,6.0,Oceanside,QJLMTJRSMVDLRZ
Abercrombie & Fitch,2712738.0,United States of America,364522.0,4.0,Tzpenyta,MT,Riy14728,O,RBIYFHAUNN,,Mmyewlovldkdnzrjxqskaef,62.0,1-369-786-4371,M,Sgzgqgphjvqdjpfbqvcwmwik,300.0,3.0,,1.0,Tulsa,Riyiipqfkr
Washington Post,2144357.0,Canada,35700.0,3.0,KRBINPBLQBPTSYPIMEBLFBLMDVPOAPWBOIKPWFWIZIVPRRE,TX,Qbx14729,O,Bsimskdzndh,A,Lsxccrwjtfozuoae,47.0,1-958-153-6144,U,Bakkvokbpw,733.0,2.0,f,10.0,Scottsdale,Qbxlzmfsmhoaruhdvijwv
