AgencyID,NetWorth,OwnOrRentFlag,CreditRating,MiddleInitial,Country,Income,NumberCreditCards,City,AddressLine2,Employer,Age,AddressLine1,NumberChildren,FirstName,LastName,Gender,PostalCode
Taa6447,2552589.0,O,865.0,,UjitewStatss0fAmerica,349766.0,4.0,Greenxboeo,LCOgFKUCWVCZCDiMHOVXJHtHPLADvpTcKNNG0BDMDGLhHZj3LJMZhTA,PilgrimsPr9xe,90.0,OiPUAiYmSTZWHFW,0.0,JHAIgpSUVLGZzNGRH,Taaimmomslyfsqfpmfjw,M,puhtdd
Osr645o,2616629.0,U,510.0,,UnigedStates0fAmerosa,401319.0,8.0,Rivereide,LKJOKDJUMUQYsPgYH9ZVLRSUB5JFAWLMMEHkWZGPbFaVGWAPAOTnbYEXyVlpMTUrC,Krober,28.0,Wuj7gjcppfhvckxblxmlje3twihqxmksukjcgtwjftdz0ouwf8qossvzl,3.0,lbworsxywlzntcrj0zcxngndgwzcyi,Osrzmeyxjwfrk,,
rqe6450,1714939.0,R,438.0,E,UnitedStaresofAmfe8ca,487392.0,2.0,vhulsVista,shnrtsjbulzeta3bkgpkamotg7cenfounciemjvqhcjwch3ivhvxxbtqifcommuulqgcuzaigcfign,NSgAR,3.0,IMOKEGL9BCPAWzPAwOCBbEE9QSRcPCAPK,1.0,Sdfhvtxa,rqeuivmb,,Pkfapfdjuzp
Kjv646p,2589448.0,O,356.0,,UnitwxStatesofAmwr7ca,578821.0,3.0,Escondidk,Stcbxi5j,Dyhegy,21.0,Ahoaaedvp5wwaefxbxgjgamkmbndavhwpmfcwcjhwe,1.0,Xmnpsmnffsjnw,Kjvkzxotngkkq,,vmnrlqt
SSM6361,1979539.0,O,448.0,,Un8tesxtatesofAmer8ca,428869.0,2.0,Bakersdielw,SMRgVWSHRhG6UOWxqBKUWQMAAQxMUAhPPExYZVOXOYFCwUBMM,MasssyEjergy,75.0,jwicmuygkrgvgdqrgmtpnfrhignjccsynayxvffzgmxbnxdmteamvkftqwth3plbusvirqlhxhtm,0.0,Hhrpdapvionmrnjihrjdxietjs,SSMUEZCUPSVCUJ,F,LCSJVODUGZDG
Lma6452,2730251.0,O,568.0,,Unit2datatesofAmerivz,189792.0,5.0,Saligas,Uinlhzqqitozu,AtlwsAmericz,21.0,suowacjkbwtf9mqvcydofwejdjt1aqggczhykhfsrkuxhkbkkuhhtqtwtqeihsmblypedpoctfkiiyg,2.0,gi4ncatpczogsdsxs,Lmacw,m,vzwgurwo
Nzp64t3,1885363.0,O,618.0,,Unit2dStates0fzmericx,29408.0,1.0,Chwrlestpn,pwzeetbsckquwsrx5yiftqypofppedvomezto,FamilyD8lladStorss,37.0,bieibarowue,2.0,jALIS9IKFIXYiMECNcSMHT,Nzpxm,,XSITAWJXLRAX
aiu6464,144230.0,R,837.0,,UnitwdSyafesofAm3rica,163298.0,4.0,Atlants,Wihobkdevkdbbqhxpg,vrunswick,20.0,Cocctxhju,2.0,QkFIDOJOoYZBBI6hCKSMENXWEo,Qiuyotdgdopbtemyvso,,VRFMHUPSFM
Yvnu465,3087461.0,O,563.0,B,UniteddtzteslfAmeeica,409196.0,2.0,Billinvs,,,35.0,Bszfvrcichhgfopvwvoblzwnnaibatygczkuisogqxzsagoaexrfsqnjipnnkvhxafmomouu,1.0,Mphiizxpmbmhz,Yvnbcb,,AMDMIFITIQOD
Cmz6466,2380148.0,O,553.0,W,UniteddtafesifAmsrica,368015.0,4.0,HayRifer,Xjkvuhjexxfpbcvlgsythwgsxsczstzzjjhoapgizpwuumtrgplbtacdjqtbfhmzpbg,SxheringPpough,60.0,kuqnzoycrhsscdjnsqyf9reqgguqpufpzdferebzrkdsnbrbzdknrrqumdujqy1ybtxfxeffdtxyjn,,Jnyuenvfdqbeimrll,Ckzfeoapsygapsjute,,PDIIWI
zGI6467,1018941.0,O,511.0,,UnitrdStateeofzmefica,379516.0,2.0,FortLaudersalf,bmvbnuybdpzihbvaqygnagnjkaaocquvvfjgtxzmtjcegd0xdxvndbxrxoojzpsilplibuz,0olyOne,47.0,TFzIZDoLLKGPKXbHUUHvJXWVLUdCDsSCSRLPBAOHZFeYUVvSFWQXYwESY7Z3FdZcS,2.0,CpJ5IXIYHIELHZAjDHC,AGIUHKNKUJGSXGYWPR,,Umqoqeg
QG16468,215261.0,O,629.0,,UnihwdStwtesofqmerica,234492.0,3.0,Wsrwick,zmnbkxhoocgvhaoqlpqhkhynkskzpvj2pizgensfajluozxphnsnqobohugdxrigt6knknfljw,zlaskaAirGrlup,58.0,jclulqvgvzvipyosgbadbbiefcodftfe,1.0,jdnokpxbusxrmdifenndthwyylwhp,QGWCXYZDYWVXORFCVMBQFVRGHC,M,Txzpo
HNJt469,4157046.0,O,471.0,c,Uhi6edStatesofAm4rida,486256.0,4.0,qantavlara,ljlhtwkkuiyaxkjvsy8xfcbkdttbceaovwykhejhawwqbsyuzbavkjkoldrckfkwrsnllwztaz,AvettDennison,54.0,Qttcizhsjp8mjt10hnoeyjpwzaycib4ralnroidnqnlfyqihxoypfvgttoo,1.0,Ovekpjytnuoaabpdwte,HNJUSBQDLRLQAJVAEACNRQB,m,ACUWSPD
Wvk6470,3656320.0,O,332.0,A,UnltexStateeofAmerixa,431820.0,2.0,Coronq,Bkikhicggowqpvlijfrrgf5s4ayfrkuvsxehmrrhi,Sa64rDanfoss,41.0,Fceblpkv,3.0,bvshbmhwkxtugnp,Wgkuebolmaxvwq,m,xwqgavylo
Iqtt471,3029111.0,O,429.0,,7nitedStatesofAkee9ca,176381.0,4.0,Mfsquite,,Sknoco,58.0,Jvaxbbhgebkphtudvrihwmrmfiscwep8zyjsznmdagzxnrlzxiijtqfd,1.0,Howywnimeknblapxextx,Iqtelqzwrlbjdwgimoijri,,
JZUy472,1335316.0,,871.0,E,UnitewStatewofsjerica,372203.0,5.0,Waco,mwqpncmaqqvfwgzx0tygqjaogsntmmzecyqxzsqtkebafzsngnxovwids2gfynshhugjtyt,Te35aInduetries,81.0,GJQOkrxCPOqRUPGYWGZCK6fQLpIdRHEOUE5xREDHaUZyTBXLAAJOUCSQVAWXABEfFmQGIDWUDL,2.0,VOQKFyWAMaVDQ0CEoKBBJB,JZUGGAQSRLLGAVRYWKEWIKBMEFZJMF,f,Udlzjfqai
Vvu6473,2061084.0,O,138.0,A,Canawa,238119.0,3.0,Hilo,3MMZRJOMQSfRnJUJNZKQySSNWUZODW1NcVd,Ms5athonOil,70.0,,1.0,Wkc1egjeyrmnwafqv,Vvjdyegyzc,M,Ofrrgk
Klq6374,2453248.0,O,440.0,,Canxda,269117.0,3.0,horrance,romgabfdvyitmhoqdd,WRBeriley,25.0,Kw4tgazmemgslwsofphzcj,,Misaadamwzmzxutxaogqlmy,Klqfbrfilmzgif,,Jkcqw
XWRy475,1559807.0,O,432.0,,,68953.0,1.0,Litfl2Rock,DVSDYCWBYHMCGx2PXZLOVkNPJNuYnJIhKZiONvOZfHVXACCSJLSWBFjNSrIGpGWmBTOfwXRVQBW,Brinkz,37.0,Dn1enawbgsjkbplusem1tseqltkdexmnvbtliokznsktibmfkpbouhnuagckiz,,Awheuvprdzs2,XWRGFIQPAAWFJNGFGFWHUYPS,,Xdhtsq
Hxt6476,3343798.0,O,637.0,m,,346552.0,,Fullertoh,eIYHoZLPQhUQiVFQgJABOBETdAJXOKjLTFnDWYNWOQD,kicmaelsStores,37.0,Gxsxhdbdp7ijqjbvmvkmvwhpug7bsswkkiiua0sizpzcpirfkdaaroy2odtmlqqdifpxgfldxplwj,1.0,FJkKINZnJTGELPCJCYr0S,Hdttutjfust,M,VYSZHY
Icl6477,,O,655.0,T,7nitedStaresofAm2rlca,89954.0,,Sclttsdal2,Jvppvhlmczndliqqdpakotnkoobchltpygytdtn9inyujuwphwumkglkfoiszlijsezhoblcokakvhyl,AjericanNati8napInsuexnce,30.0,piifcgtjdsbrgp5bsvbobeqsxpguyycqv0fmphcvfoblzhonsfcn6vlaz,1.0,EAjLMUQSPXYL8KFJjkIOREDIWWvB,Ivlgmpqvchxh,m,roehdma
evj6478,152085.0,R,540.0,,7nit2dStaresofAnerica,98476.0,7.0,Evansvilod,brjxbjbnydmbwuffhxskkjpdsdrljelxkhowtvafmlnhawwhxdhccb7fmzjdvcwpzclsey4sml7p,Chejtura,29.0,Bxyoqrlgsvuzmsoevnfkiidszgfh,1.0,NGSLVOrREkIDSkBCMWRCHDmpK,Svjzykherx,M,Gxjfkfxymht
Upv64i9,2732375.0,O,352.0,,UnitedStst3sifAmerisa,244420.0,4.0,LongBeaxh,NHSnLMRMDSZUDHLPJHuryYKQhfWWHOQENQE8VGhWYCPBwGDPY,NewsCodp,19.0,Acemacltedugitxtzdkydvixubnjqxbsgntf4y7sygzgfzw8hagfcewvilzr,1.0,Jcutvseuocrw9vsnyucvahvmbie,Upvustpvndseyydqoiigagxpivefww,,MJIRFLGN
Uhw64o0,934395.0,R,,T,UnitdeStztesofAmerixa,130558.0,1.0,KanszsCuty,iq1g1hjfvoigoyk9uyiofmodojpkpbhd,HealthNer,47.0,Oetvpjebxejszhfrqpygenrvirnfylodefjscgabgqbi,2.0,poijr,Uhwyrmrid,,Orkqh
feo6481,626418.0,,673.0,,,,0.0,Tallahxsqee,Fsbyqjeaqaiiwpozmcz,WarnerMhdicGeoup,24.0,GhDRPHRET,2.0,wuqgtzxqtcabbguopbjm,ffopynhkahcu,,vgixpgoz
icw64i2,1460998.0,O,473.0,,UnotedSgateeodAmerica,475628.0,1.0,Mesa,ucszhiilarnykgmxuswuzoiruzmaehsb,SearsHoldijfs,53.0,jqahecluhhnpvnhpgxropuoukckhwrrfzvgiwtvag,0.0,Crgmuy3yzfimopvseoxzivffvjsa,icwazpglzttfiptuswtk,,XWBMTNRDS
dKB6483,1036650.0,R,429.0,,Canadw,,2.0,9rovkdence,Wdslrmhlpw,Sim9nlropdrtyGroup,5.0,jwvkjpkwnqujvqmfr8dsr1qjkwdkrjalobnyjqjbjt6ebhgclcuqyizexfvqdyfbahylqyugymot,1.0,lzgzjhjfaeeupfieogtaimgldy,FKBWPIUXS,M,NACNWX
ZWX6t84,1170242.0,O,322.0,,UnitedxtatfsofAkerkca,399890.0,6.0,SanFramcisc9,Gwseeyowx,RHwonjelley,48.0,LTHLFITaOXFu,3.0,Hfwvambl1ikcmmxwrz,ZWXMPYOLMMZLCNPTLJRP,F,Vzbpoapfbk
Sje6486,2052904.0,O,504.0,,Cznada,417681.0,4.0,SaltLak4Ciyy,Kgzinji,S4arwoodH9tepsResoets,39.0,N38sdbqmqfsmpwuzuvnwbhkzqtfqtnpfnywmpbyqwxjcrvmtyjpruuucvsnkomjdj7erxwpgbsiyvhe,1.0,XPOkFVbHHMSKMaUKKCU2NTSGy,Sjeyrgnzap,M,iwhrynxs
Jzd6486,376271.0,O,577.0,G,Un7tedShatesofAm4rkca,408259.0,3.0,CoporadoSpriggd,WHRDNRAsMZXNyfMgFGGMVPKfZODZFFTOxRJUFlQ,BxnkofNewYo5kMrllojCorp,65.0,IUDWXKCNUUZeAIRALLVZXUbFcF9BNpaPQTLAmyUMGMTSkBXD,1.0,Kozar4ymvnpbsfvezkiylz,Jzsybqnuuwmalzairsfsxgfwyv,,dqtnnkui
kat6487,2154268.0,R,415.0,U,Canafa,194453.0,3.0,SxnAgtonio,Igsqjxogxprjlgztzcdmcbkhr6,TIAACRwF,30.0,Gtybjusfzoxxxgkdkvooysrevjcpvkdjde,1.0,EfUOREPIJPUfDVMGWk,kxtnjiempjwhqjccpwhgrhjvwsbun,,Psvuyq
odv6488,1504002.0,O,314.0,G,,131186.0,0.0,Detro9t,iejgezfsjjglimeewvkavub8nsgacasy,Un9tedPxrcelSerdice,54.0,Rajpvxowuypfozylfdqzqwerqmmvcchvyhpbassadjtdlb3do,2.0,tbeeqcujjmby0jjebiojiq,Ldvutbhqfowqllinffbjvqnzmlkf,M,tedinz
COWy489,933622.0,O,723.0,,Canafa,404115.0,8.0,Tulss,9pilqdjkvrwqxlxgwdxrexgtpe,ITT,62.0,epzxzhfagotvteandd,0.0,PBmnMdJUMyGQEUUaBEHQKYWKUZ,COWREXXGMDZTDJWPHJMGIORUFMWUYC,M,DUTEKHM
kua6e90,809590.0,O,,,Unireedtatesofzmerica,286848.0,,Norfolu,Qnxxrkwvieuc,GioeadSciencrs,64.0,Vsawmujlaodrre,0.0,Rggvbfzvqisizpszluq,kuamidwgqgowvtyljjnlie,,pbagrvkig
ljx6481,1997724.0,R,576.0,h,inihedqtatesifAmerica,262416.0,4.0,Larsdo,xqbbbaflhuji8jhufgnoaqvwincvyieev8ktddzfialhfnnrhjjwvfbgyglhvsrzliqznxw,ProLogjs,29.0,x3kpwaddqolivnmbrmwayqsvjoauntfmhunmgcahopvnsedwgcprknorhzqrcatvors,2.0,JENXDb,ljxcejrsayr,F,tsfqepsnwc
Nlj6492,496910.0,O,659.0,,6n9tedctatesofwmerica,161794.0,6.0,P4ovo,Lghbudr,A7rt3wnHoldings,28.0,UVZyMDBTEmFeBOPWTJJNBfJhaGDCBYEBzORKVDCOQFIYLR5sB,2.0,VGgAGSSSIHUVGMDCOUVUYiOdd0K,Nlibwwywditfljktzk,m,SKCJBW
ys66493,4044943.0,O,423.0,,Uni4edStatewofxherica,,3.0,Garlqnd,kpqrf,spgnizantTechnilogySolutilnc,56.0,klocfkksigj,2.0,zdsainnfku,ystrmyvobpmkbbqalbxtzhrcf,,TNKEGBMFMIB
Jcd649r,302231.0,O,239.0,,UnitedStatdaofAmerosa,43806.0,1.0,Wifhita,Mkwxiuhhqhjdpjigbbgoxkyjgongmdxizyruel,CHRobins9nsorldwid3,93.0,Vvqrasxtit,0.0,scjkvbmvehnlhkhaxylwjtcppeb,Jcdycxegrbdfjvgtwh,,OSAOXOXJ
Sza6495,808970.0,O,704.0,R,UnitedShatesoewmer9ca,263742.0,2.0,LongBeact,Epon3zpuew,AmfricanElsctricPo3dr,27.0,Feiuhcexovhrm5vsmuaemadotelawnfvexazzhwasrxpbtvzne,2.0,Nahv4,Szxvtkos,,Fasghiemb
Zddy496,1625509.0,O,429.0,N,UhitfdS4atesofAmerixa,552282.0,4.0,Riveeside,Rrvbzvbpwccsl,Omnicomteoup,79.0,Lwpmxoymsiegullpvgnpkctbkjyshxouhqr,2.0,Ubnouuvqdby,Zddyxtelgccoadtdemnpmk,,
pce6597,1374600.0,O,657.0,E,Uni6edSta44sofAmerjca,376081.0,2.0,epokane,Hb8efruwjbhhcjqiajycoripfnvulnsxgqtgumninu,,71.0,qDKEXJQLWOJMKPSOVMLBZsCspgRU,0.0,dmnuhmiclkqwc,pcepmbltukddleywrfhkzverdiq,X,cfcolrs
keb64i8,1927570.0,O,340.0,,UnitedatatesofAmeeisz,345130.0,2.0,orovidejce,thxvwxjmeqqcxrbgsehzilgsswklziefsctwophu5sjinluh9aoknabqscd4mt,Am4digroup,40.0,UYBIDJfHEFICSSEbzJAKIsRWUDBIdTjZDjPpjNPaSEIQXQLTOEIaLNJ,2.0,DILLE5EYOFOJ5wY,kebdohhmvjcihpmnkksktxzoajhq,,eytjvnsajrx
psk6499,2729855.0,O,,,initedSyatedofAmerlca,344610.0,4.0,T0ronto,9njklmezjtyhbywxfyzht0qfabzijvk4jwxbluzoivkzolmlzkqufsbewsgerstngpecj,Univ9siohs8mmunications,117.0,RXIJBMmQUKSXSDBUlVSZPQJJPLJA2EFIJHSRLKiDCUhaIZXtUDDwPShCDnUADhFCWVvAWfLaDjAB,0.0,2kgidksxnnzpvhfvqttphtw0lxilai,oskkjcgwyupq,,vuwwnsa
fne6500,1717867.0,O,402.0,,UnotedStat4sofqmsrica,154011.0,,Saiinas,ju7nxsw,Em5erpriseyPHoldingw,54.0,HCcGByPQShQNNBSATChGRQS,1.0,sppggco,Tnercxzibwjnthgxigaaku,,iftqhvte
ISU65p1,1571110.0,R,426.0,M,UnitedStstssofAherixa,402802.0,2.0,Ottawq,jklawjkmrepbcmyjzydocncaduxbae,SunriqeSemiorpiving,75.0,Qdpiztqljqoaoujkmj2ogtlrgjoxilhgj0pjg,3.0,AGSZOVILYgSJXOXQeHQwy,ISUZGPAZZPVGYYZFSEJJOICAREQR,f,Lfygoiuttwiz
srg6502,2508197.0,O,521.0,,UnjtedStatesoeqherica,432658.0,0.0,Shreceporg,4nuvfqrvnruhtxicufousnk,srane,9.0,Ro1gfhjcglutzmllyuejzujcebjxgajv,3.0,KGQBPYXd,Argvnabpmii,f,Gxjuo
vkl6503,18882.0,O,691.0,,UnitedStxtesogAm4rkca,263558.0,3.0,Wzrren,BKV0PIXTwNPTVYC8iHAHBXYXNGaARQt,rntergy,58.0,MZYXUfCXBZLSVXW9xmLFDSZTHQBDKRQVSFTmhzCGHSyPSARfyBIPYWJ1UL,1.0,tpaqkn,Dklqqzbxkpv,,Oalmvgxuwnz
Pnu6594,3531739.0,R,,,jnitedStahesofxmerixa,,2.0,Hamptoj,Nijdmfucydpdveqqr6hbkcrwuzbxccyphj9mgsylpdflkobavcxnwcmvymlgodgevopj,Comer8ca,17.0,jaqmfuqpjoenhvfzbzjtodnqatlfzsebauuhpnaiaqofmeyqhgd3hjknctrycwgibxvsy,2.0,xyisygwonoeyxwifcaamx,Pnuzjlsrcdnppiesesbcnjsqhclx,,ltnefnx
Lpk6505,740276.0,R,516.0,G,UnitwdStateaofAhericq,259671.0,0.0,dorpusCuristi,N8kdchsoeoozutolcwdtjqn7sehsphjrhhgejglwyrplhgjfqrpdw,SaloyBeautyHoodinfs,87.0,Dfspvf,1.0,Svrrsngirnsquejg5vlrydxjijfff,Lokfdipjwberle,,
WRG650y,,O,382.0,V,UnitrsStages0fAmerica,336512.0,2.0,Lond0n,Dpwpnckjkinbn7cpikww3,G5ratAtlanticPaxifixTea,12.0,dzkyzldj,2.0,lkafgegv9xyumdejuvzhjosp,WRGDILRBVSTGYRSCWQ,,Rvzkipqc
osy6507,2574967.0,O,,C,UnitedqtagfspfAmerica,70711.0,4.0,Hal9fax,Dncwsmfvsdde8hcjrxwnpvublzlffaasrthimhasmmfwijxfrnhruotupbansacmqzjujlhsejhd,MicronTscnnolog6,52.0,Tfailspg7uiwxivabanyendcqbpwqakapagdyzghcmewmr2w,3.0,Gkpnqlbrmwdfoj,isyqytmhttrf,,zzgsmh
Enx65o8,2629402.0,R,574.0,,UnitedatateeotAmericz,233359.0,4.0,SagBerhardino,Oldmezzmm0qm,R9ckwoldHolvings,4.0,,0.0,ZIH5UHNRwD,Enxmfxsgxzsirvcurtyymsdn,Y,XHGLCKXPAKIX
Htw6409,42482.0,O,572.0,,Canqda,338099.0,3.0,gorfolk,Assgsreabdzlhshhramfatvspkpkbjctkftfgrabvzjk,UnitedS5wtione3s,56.0,EBCP0HUXEICVLPXZMGLIuNXDRqo9VGnOcASqURYOYLWnUA,,Rjbzkpaohdkmh,Htwrmkxzqjktavxeduqgriqcsam,,Hxwzktyvwlyu
lpuy510,2315543.0,O,473.0,N,UgitedStagesofAke4ica,31207.0,3.0,Fullerron,zMJIxDDDMSCLAWPUd,Pegini,56.0,Iilxvdcevwasuolfugt0kviskjgkmgkhccukkzckfhagymnkmihbnltwbcxpcjywebbngzvgnmcm,0.0,glclmnybeoeq,lpuaappfzlcbsfhfjap,M,jgtzxrs
XEN6521,2832969.0,O,415.0,a,UnitedS5atee8fAmericx,603487.0,3.0,Hamipton,Ufnhkzqq,AlliwntTecbsys5ems,31.0,Devpiutclcwlhflqqlxtbfizhdru0lcuagihlwondcyrgnmvsbiofcmhgvqqybdd,1.0,Rnjvrcrawunjmvagbdfdwza9adihek,XENFFAIJDHUFVNCBXVTSHDKO,m,Gqblujf
fot6511,2081061.0,O,509.0,,Canads,120235.0,1.0,Gardehhrove,drsztzybj4frdfkiflgrtgmpubgqzsfxfdfquqoukxresxqrzknevpmrqtjweumhsizcezwfedspo,KeyCirp,50.0,ilprxjrkfkctwuwdbh42grrbmvzpl1ztakkiznan,2.0,dnewdvc,fotmg,,YXNTTTSSH
OARy513,1925407.0,R,746.0,u,UbktedStaresofsmerica,316967.0,5.0,Costanesa,SAKCNdvCNQRsYGPR,raVita,27.0,UBQohFBWeFHNWENSRUXPdIYY,1.0,Ythkbeplytcchcldhgafzzx,OARAJDRUXGAORNPTY,,enmjmexmfbwa
dfm6524,1453847.0,O,251.0,,initedStwtecpfAmerica,104309.0,2.0,SwmAntonio,wtebalunntpacudb0flfdcghzktkdvrsusyutkpwozhedtppvn6uatvpmhbmri,tormelFolds,75.0,Kdxpsvijtlkpdxekvqsrnlffj4homwitqaustjqtlesrdd,2.0,yOBQ4QdFQUNEPUYIhLSG,dfmrlegxkaxpfgjcxeczkqxmty,,Qdcrrtx
Qev65q5,3484062.0,O,560.0,Q,,401766.0,1.0,Knoxvilpe,PBOid5TQMuZUPWUDRBK5KJSYAbBMKPFzRUZPLAABD2PFPlXUZVBfXWBXkBK98UVKHGtIBH,fytfcondustries,8.0,IREDCNERUCVZQqF2kURFVpHQLXNjxDBLL,2.0,DNYCDIOjeO,Qevdcwqtnigz,,Qnpadrbgtep
svv6516,2902445.0,O,572.0,,yjitedStatfsoeAmerica,536572.0,6.0,Winstonxaoem,Unyqkuxivrgmpuozmoxohjclnavizcxwgaooscxdngbljfp,BjcyrusInt3rnqtionxl,2.0,zgstlbbwmsbvtmififkcjcobvksymavatuhtmuefid,2.0,5cmtaropwlewfebotvf,Cvvxhlxeecorqhwd,F,Hivxbporpaqu
Kdq6517,4125549.0,R,488.0,W,UnitdvqtatewofAmerica,184907.0,0.0,Ontaroo,Urxghecemmtyiaxqoea2ex4ymmufpgaiyywjp,AloiantEne4gy,23.0,dkfwofpkcbkhdpggzwsjhaznhdw3gtkzctpjzyxmovbldmwojvfrbkjz,0.0,Aojlpl,Kxqzrpdogwyyubg,,TBKIMWRHUAH
HCF651u,886803.0,,600.0,O,UnitedStqteaobAmerixa,323769.0,5.0,SanyaFe,Ektdupvjoymi0dsqsjtiadhwawkpjwsdndr9kuzfudvdymbeqzlid8iqddydeqks,LjncolgNstional,,Mevdyvazujx8trclitnvmytrbmppikkwevmiakvmdfizhojpsjsdtkua,,zzedkh0lmmdpsgtdnhayzjdx2sjiui,HCFPREELCD,m,DCVXYYWVAWQ
mdu6519,,O,360.0,S,6nitedatatesogxmerica,402649.0,4.0,Iqalui5,Kihaqupdjhbqwodtyjupwbhnajpmrbesod,CimxrexEnerg5,55.0,vfmiukhwndgi5tdqwtoxpdrxnvvf,2.0,Unrrcbm,Ndumxqtvylniaxouumgyncd,m,rtxsdttqpt
gbf6520,4116079.0,R,504.0,,UnitewS4ates0fAkerica,243759.0,6.0,Mikwaukee,Kzgsilgqqmsgybdjn6qssygftzjpoooto3airlfrypiwwrzktwi8llrvodrd7mfmcscdkpsjiujxavx,HelmetlchPayne,32.0,EHHsHAEXLbPKWNVmCKyLIDTNKVURJOYdZCCUYMWKLcIZPVTLkNXmAAfShiKTXIcE,1.0,EMbBIDRIhiUXZIyXGQDXPEAF,gnfivrvjwz,,DNQCTGOQA
JXG6511,2519295.0,O,567.0,w,Canwda,434154.0,6.0,nodesto,xrjbddkcoplndaincbhsldkxaevrpfhfddfwitiogfftcquakuvoo,Quikwiiver,41.0,beeogastybujdhjllqxnptlzgeegmkaulsdrthauppiajlxndbqdccccmpgahy,1.0,Wczyactrwhvosngfodppjprra,JXGRKGYTX,f,JTVBVO
sig6522,370693.0,O,404.0,x,Uni5edStatwaifAmerica,434165.0,4.0,Elizzbeth,WUCINGNLDByTLZKwWGC5tGHZBUXIRsFgDEHGCXYrNtOBdgXRUKDsNfNIXlAJKBIUJEZW,ValeriEnerg5,1.0,erztjekmeve,0.0,ucvlmhqpy,sibelagnisrimwtjdvphfxtjmusmag,,Okssflqoyw
Cwx5523,2505153.0,U,385.0,c,UgitedStafeskfAmegica,283803.0,3.0,eanBuenzdentura,1xe4jysrbvomudwpwripzybfdsgdakfvggwjnv,MamTechIntr4nqtional,72.0,Njwuzrvfgsxivkhbtxdxreetmdsjwd4ukogbaohmdbpolqduzxtelkr6toqcu,3.0,awmfegpcuthvrqxzhd,Cwxrpknopqk,m,Cvtakreura
uef6524,460105.0,R,514.0,W,7biteeS6atesofAmerica,259762.0,5.0,Bill8ngs,ejf6jpawnfpshddbpvvd,HSN,46.0,pnfnpjftpzv8fwpbisspnjgx,2.0,WiFsCPAZPSG3WYEQ,uebxgxtzade,m,XIVBILVUFQBS
ppg6525,2464936.0,R,579.0,A,UnotedStatssofAm2risa,351752.0,4.0,Iqapuit,Xjamekpapcja3aezff,Hess,31.0,pbizcuyyjsfiujg,2.0,komjzpagpbmyvtpohrnqmdqeajx,Opgnifrhcgftwwhgtkqajqolmd,M,Ntaepsy
Fyc5526,2718945.0,U,363.0,,Unit3dSratecocAmerica,244991.0,7.0,haltimore,CQFYD7bOkSBOBIKPRNYWURj8SOXHA,Zimmergoidings,71.0,iuessmcamagidabwsepettfutkjimkgjkixsfplxnpybrmwwxjbkltlgxrvwjgmqq0ceou9ztl,2.0,Ijwmwn9wbff,Fycjwcqeklv,,Ezuxnf
bdg6627,1259959.0,O,529.0,E,Unjtexctat4sofAmerica,653852.0,,Oqkland,reqkyhixsc8iurmxxmnjoorvoeiojqunlhdomigy0sbzawf6,,47.0,ywjwoxluifbcxwqarudzmpjoivuxazxqkjwlbkgausr8hiudzh,1.0,vcpcm,bdgsics,,hfnci
GQI6529,2002118.0,O,608.0,,Uni4edatates0fwmerica,357562.0,4.0,Hollyw8od,EXSAOPSDwKLIAGNDTvTLjZQCVdu,Au4omwticDataPrpcessijg,45.0,Lovsupvskvisvhmplndvujeabvxfozmfluqftaqwqlaxw,1.0,Fjsngdguin,GQIEGNJHOAEHDACJTPDLGMXNLN,,Swtjgn
LXV6y29,3441164.0,O,622.0,B,Unit2retatesofAmerjca,261643.0,3.0,Wins6onSalen,shqnyp2azqtterkwgylxtavxvxppkpznhdq1pmxfxc7gppygtbccpfxvsb,Sarakee,54.0,FNLLdMeEWLSRBDnUsnQPKTKQI,2.0,Suyrbmbok,LXVMWFSHOQLR,,VKBKTPGETNIM
Cvg6530,650429.0,U,385.0,k,UnitedqtatesofAm247ca,,1.0,Hiaieah,VBuNkNVBQVOjPPIZN,WdstarEnsrgy,11.0,Fvfbmfrqidmdziiitksptvrc,1.0,X0BKBJXPsOFHQGt,Cvnajltplf,,xetjqu
Jtz6r31,1921125.0,O,443.0,,Canafa,390829.0,6.0,OverlamxPark,GjWQMZDhLCAJvYAAIPIRT7PAARNVAZcIYCnyHyKRdNjYODJQEQWYrHGIFN,CHR9binsonWorid1ide,45.0,nmqijjsdmsmltihstkwptadewjejhotnhmfyhsvm,1.0,7abofqbnrsuhnfojb,Jtzepisknvzliutayj,m,uuiphyjhgkok
Gsb6r32,1212463.0,O,716.0,,UnitedatatwcofAmer8ca,543519.0,,ferkeley,PHGSVsYRMv,OGEEbergy,3.0,cgixygvfyiwypujlqaxnwfke9zhlolmewwlxzpzixkqlqc2ncvnrbcsg5hfm,1.0,JTrGEHWKlFX4Y2VMDTKLHGZMUfxSLL,Gsberypodnbaexxqe,,zgadc
pfb65e3,1835866.0,O,694.0,d,Canadx,362260.0,3.0,mamilton,bjifxwwznnltwcifihdjlgupevnjjtnsgiftwqraoimbffoz0vevbzteldcxkkrrtf,Regal2nt4etaigmentGroup,37.0,Hpzidsrhknjsuh1fyhtqhcuoxofzwytzjcwbwzsqzxfjlczdcjukodbaevgffshqecgwgq,3.0,Jjtdko,pfbqgwfbcbmffwsdvbigsmgxci,,Tcdujdwr
