AgencyID,Phone,NumberCars,CreditRating,NumberChildren,FirstName,City,NetWorth,MiddleInitial,AddressLine2,Gender,LastName,AddressLine1,State,OwnOrRentFlag,PostalCode,Country,Income
SXh6621,1 839 907 9366,1.0,499.0,0.0,opkfejjjbgbobakp,Lak3wood,1767118.0,V,,,SayWUZJMFNMV,VYSbSeOXDUHRUTqAQSQGPTH2JQWdF,CT,O,qrzjrcrdm,United States of America,202089.0
Eef6622,1 887 727 2388,3.0,517.0,2.0,ixszuhlkrexlhahdqxowquc,D4troit,4329454.0,,Qgprbxfysvfjjozf0ij1khcpgzutuwtfhrbblgnbdusd,,Eevjwdjxcmccripdqgrainckzcr,Udeogdwhb2asjqklei3lasskkegsitpcuohvveovzfsq8jdppuuzgnrfiwjuubl6ct,AR,R,smaxgzbjf,United States of America,19387.0
Xfy6u23,1 210 662 3847,2.0,385.0,3.0,Lnfegiklytjg2wc,Toledl,1142355.0,,DCVNJbDyUIVKGSPPVgWPGNaUoIVUW,m,Xfyfn0fjsvwqazcnhgxvnearxh,Wphzlpdnqtbuv9intxnbcshp1yihrggsjpzzucu,DE,,AXQPNZ,United States of America,387047.0
qJW6624,1 756 331 3875,2.0,540.0,0.0,7EOGPJCbZGR,Edmongon,887007.0,,gcxfvfnzgscmoxvrjjstgarksri1grfquedjlgsliujf,M,AJWRKoNN,LEFR2XCVQtNoJHJDPPFHRRRJxCFyvTIIMLbF,Novxdcotia,O,Tvldbbb,Canada,117536.0
DXF6626,1 058 967 3014,1.0,459.0,1.0,Vgrnfuzhfnfdk,Longfeach,1661794.0,I,cpf7natvrlzhkb,f,DXFPXHcGZa,vpbwbvfszxfsesappwuelocygokdwbxhadbtsxpjlsaijlejlijsezjtkijslkxhwwglp,AR,O,Mpdmcdxyywd,United States of America,358182.0
Rib6726,1 959 968 3958,3.0,328.0,0.0,Ilinyy5ikanegr,Ingldwood,2850871.0,O,1zcsrhsrfpvo9yawc8shlkrgfhdzqfkacrjvcpkxbufqel13fpwyrrikggjpshyfpqjfffcbwpmh,m,Rivbdxu8iisnkusxmjks,olkxmawdetwbaxzftrfrlhmprynbum,Saekatchrwan,O,PTZNUSKY,United States of America,469973.0
Qfn6627,1 192 357 3267,2.0,312.0,1.0,Afkrommhtpgqkkggbmhxmvngoewpv,Mobipe,1575898.0,,Ajdnfzzlldthrvcfylegdxqolmkqwbzzokxdvwvqgrfywcfppzmicfat,f,Qfjgh8npvziljzyghozmcuulixi,Xvhdjfmbe2gpkllbnlygnhfjekukpfbpni,DE,O,adfnjwf,United States of America,411114.0
Oxa7628,1 574 279 7477,2.0,245.0,1.0,Cniujyvwmjktmtamrf7hx,Jaxksonviple,2518345.0,,zvqlyq2vliduhunf3eryisbostfvosehcezdjkryalg,e,Oxarvkmawefnwfjj,kdfsuivubhhw,Manitlba,O,ljqlimw,United States of America,384190.0
HCJ6729,1 812 268 4131,2.0,322.0,2.0,Axgbv,Faryo,2889706.0,,viquvxyswefygarasrgyzmbwf8coclfsjbbighzrafvjfxrvva8vofcjarghffnffll,f,jCJSXXSrCWM9FKO0CkHZOXWTjKWJBZ,youxfxsdgbjjbwyjswdbmwhxckejvicdupfiukwxgbfqmpizcdzsqumbegsvfhnryidzhsbfp,Newfounslanw,,Qeyhypxgl,United States of America,390948.0
DS46630,1 269 704 2143,3.0,620.0,1.0,hvcmx8hkohsrnbkbnyiachnge,fakersfiele,1553393.0,h,Cforegvmtimqfyerahrdgxpwlgfawxkxhtzuw,F,DSRAK9TsFIGOE,8YCH7LYTDOUDfQYAAABMZNECVuXPKSTEcAFRrAXf0JdLVBViVNBOYAQDYsLOMJi,LA,O,VHLAGASILRIW,United States of America,69133.0
mqa6631,1 265 276 3752,0.0,,,Udobxgcksqylqdihl,Losqnteles,4191174.0,C,Iqdyhtudwvywbslhbct5mghxwjviaimtns,,mzadxadliiwaa,Qzepfvcaikqgdfujnyhmsdmkdwxeyglscifqomyp1aitxxcthbuaumjrcxevrefuazbi7wxfl,Newtounvland,O,STNAKOWYVTDT,United States of America,196169.0
Gkt6622,1 014 924 6915,1.0,,2.0,lomwmqnrehmaobxfusqgs,Denber,320298.0,,slhmzhw3xzehmdneowvhkgsbakmquoonuuu7vgaylelxcbcclx3ciwipg,M,Gktl0bmqtmnouuo7n5eg,Z0pbxwsocxo1bclnjtobomsdsuvwjbskidneyzzliauhcpm8xv,MO,R,evzsihstpc,United States of America,21927.0
Wt96633,,2.0,415.0,2.0,pwhoy,malifax,854682.0,S,CCURHQHFbDtRHaUSbIkROVDNfRHwLLVEHXZQAJAjT,,Wtpnnfjylmv,NFASWdI8BNGwCQCK8kZSSCJZJUISSpN0IOWRVYTuVXKaNVFUS,gewfoyndland,O,Trwdkmsd,United States of America,127808.0
Fdt6534,1 031 843 8564,,286.0,0.0,Xhathvj1dijeaq,Peoriz,1050872.0,F,,,vdtifgemsw,kafvumwinannfzqhszvplrjxbm0pjdgjkzsyhnljjshhajrlajmlwxyfgotpguzsuemnxyswnqllxtx,OK,O,Eapnmesyhra,Canada,234305.0
Miz6635,1 580 986 5616,1.0,567.0,1.0,Cattbgxgfwup,SlouxFaols,6194757.0,,hj9xotjggl,,hksoyukclqklchsapxacbvtrkdsey,LlsUPVSNYVRxRDD,Mahitoba,O,Vscws,United States of America,359101.0
6VX6636,1 322 106 4331,1.0,392.0,1.0,rmfzlarpokrnbype,Worcexter,3417104.0,,ziKSJK9OHgeDmHRLAQFGJBLIWlYMJRU4GYXAKJAYoPOTEVWBTuCXFNWVOTKSRLMMnI6KYDGxJiIl,,YVdkfKTfKFZDEHECXDOW,Msggwgmej,MS,U,plunenrs,United States of America,346580.0
viy6637,1 224 988 4270,1.0,366.0,3.0,eszauxjkufmwx,Chattamoona,788516.0,,o1hhkj,,cjuuskvjwdcieglsuyq2zsiyi,,kanitoba,,Djwnoi,United States of America,300653.0
OKP6628,1 805 058 1109,1.0,530.0,3.0,RUXYLE8,Sakinas,1930577.0,j,RMICBTBFNLFBREUeJTX8QWv7AAKVMLEdDHNWPDXYfJCWuPXQfKI7RJzDSFaUKTlYRVQGj,,kK0lVMLWJgEOzTPLXSBKMRBVWA,,FL,O,Wlukny,United States of America,420992.0
Bdc6639,1 169 644 0187,3.0,576.0,1.0,isi2iybwdigdbqqmzwulfqeps,Erie,1100099.0,,Seilsrib,f,Bwc6phdqszgnc,PCrSdVwLPZwsNVZGNIKJOsNsUSPAP9nAFNIPXESXHSkjDLFSXJLPFGCWAT,WV,O,JXMBZQSHSLB,United States of America,25754.0
FPLt640,1 977 833 3192,0.0,380.0,0.0,vaem5ym7tvknge,finfinnati,432933.0,Q,Hhvgzxwaiyydtohyhymj3bownnpsjarolsemrcucgrvyaqgfqxfvjgxbyxurfbt,,FPLLHf,JXQWCBJtbKI,BritiayColumgia,O,Dkoucbnt,,234572.0
UOF664w,1 001 595 0929,2.0,327.0,2.0,Jpbvghfdlmldm,uonkers,1879530.0,j,Peebvbuukvsqzmngbghrrlvzcokgxtvefbevmjooxfpnwbggvjvngy,m,UpFYAhBVeYyFJTFHMAICD,Dc2rufphaytlokevkscmipbxsj1gzskmqi,WV,U,Mrvgdnku,United States of America,368294.0
Agvt642,1 324 060 0124,2.0,379.0,2.0,IXOAJR0D1Q,Wxrwick,4538762.0,H,,f,Agvfjvfrhfxkfls,Wpzkvwbzxrmg4gdpi1nortcvjjfmzpvwyfjmscrhxtx,NY,U,Dmtmlrukgzpz,United States of America,218743.0
dys6643,1 340 774 7243,0.0,243.0,2.0,Vckn1mihogsksdhivhsmtxtvxdekr,Sslinas,1629756.0,,Gj1dizgfdslaqvrvvs,,dyxsghvzxyllyu,5ocsdzrhbhykewtzopdnpnrjddmrhrlfrobouonanyzdntxfyvjlcka2umeztvbflwgahkeipc,IN,R,dyltgoozw,United States of America,96687.0
Gjxu644,1 008 714 6159,1.0,419.0,0.0,iPKYgUYIXXVfBBP,Pit4sfurgh,656612.0,,Zxdquhgroliylltovxgepkzpxebetdhdvjkxiqigqjjamhobfnsxgswrwesccmdxstkuiwnw0ga,,Gjdaojtakwq5lwafbsdw,Urrzgbxxbsywxrk,MT,R,Pzgtghvl,United States of America,76027.0
HGR6745,1 500 677 1362,2.0,551.0,2.0,ZMCBmBKWF,Sjeeveport,3929321.0,,Sfabxq1kert0jlj0drgkwmrlpghnbownrihjsddgjdyjrarchxrisjwhogpmwxnottlqux,,HG3GFXZUNkIRTB8Y,6ghblwhsv2tioxpoujuul,WY,O,Uxowpsdgrgwe,Canada,409593.0
Mit66r6,1 733 303 0028,2.0,438.0,4.0,AOxXU,Durhah,2208442.0,,dOUOXBGxZPgGIFJVERB3RgKVVSWJsItKGEXsDTRFkWKLKcQSCSCUFCQSTEsyNIID,,Mitiecongeukvrdddvzj,Fmlfwfkhxdfnfnferlcduaqvwvlnddkyfjhlohfazjgziddwnuezew,IL,O,AXILWRCHMI,Canada,315990.0
M8k6647,1 205 195 3666,1.0,418.0,2.0,CQJL28JJTOBWRgRnSZDaMNIAPKY,Newsrk,4196486.0,,FHUsyPJUElGNSJGAJgPGVKKh8GLBIoAXsDKXURLLC,F,Mikysc,Hxuqhjddcsmqnnjodtailztrrzmmnmw9flfyeaxtclubg,WV,,Aqlkjtkkca,United States of America,169046.0
QIM6748,1 717 335 7059,2.0,469.0,1.0,mdorppdjwlkkolhzfqelogc,9ittsgurgh,1882131.0,,9hbmbcchghawgtphkd9zrpuuvhmqvj4gems9bb8vfx3piutf,,QIMUERLMIDeCdNQnfBNXQ,IHUGfLHMrEEJPhC8BOVSeGIWGJBMQeRZFXHuIEz3NVP4JASORAW,TN,O,EOJBB,Canada,336256.0
Gkd6t49,1 798 030 7385,1.0,465.0,2.0,Opnupzngfuyiowjsv,posAngsles,2005657.0,,HKuSNEgNAWWB,M,ykdvtxr,Cwvvev,NM,O,sdewycaik,,291981.0
Wbo6650,1 580 644 8367,1.0,438.0,0.0,bfrlbliooartddgdd,Chx4leston,2261546.0,,amkzlhbifmgqptfdbruhehdiretbdngtocpcx2,M,Wvohaqjscd,Bsasjpakhtzihca9frpoztpargicxbloruvowvxfx,BrotishCoiumbis,O,IWRNSRBPC,United States of America,31292.0
Iepy651,1 546 365 3586,2.0,,2.0,Wssbk2nopquecujcuxha,Sdottsfale,1099526.0,T,EqVYl7WNMYLWoSKSPRkeUVuIEHCRSCTpPMNNTxWCOOCDMGOkLVIKL,f,Iepl6h,DgYWSXYPGiSPLGHUILMsIQiMjESJTUMXMTFsRREOWcTfNJMpuChHDAExLTQERQCIFSNOa,NY,O,vkqggipse,United States of America,315516.0
J4u6652,1 733 649 5562,,358.0,1.0,igiyfhhjsjqxwztvajysvxkei,7nglewood,,,yssledvluhklsgimmcadqcspfktfsnjyypwjdtyojztbfaibfcxesgfxjjuf,f,Jeu3hukwvnegpl,yuSUVJFTBRUDPtONBZG9ZGHA,VT,O,WYCJOBXQNI,United States of America,450290.0
xxv6653,1 754 001 5916,2.0,497.0,0.0,Ejssoquxvtjgdwyyvqwvupfu,Wilkingtob,3629676.0,N,zqvyejciiriiqmst5snthgmd5b,,xccju5bjwhthnr7ftjaalblng,XKsRKBJBvKOKKYXrJPj8DONLRnHCMhWZyKQLWEB2EULFBEkDMSLYjQBUOMLIP9IUYJEcY,CA,R,Migcnjjpdo,Canada,225918.0
Qcu6u54,1 665 464 9246,3.0,471.0,1.0,Qyuopnquqw7mkmq,Cslgary,4510026.0,,7kuwzfanjoqfgyqvysomaoteslvb,,Qcycsrtdhjwuelopajzvmqtixsk,Tsonepxcfajvfbqbrvvnh2yuijqrkmbyjtajfbdufrolapdgfnoigpuyylwacldwpm,KS,O,xrnnwpa,United States of America,424060.0
emly655,1 028 221 1699,0.0,638.0,2.0,JWWmSY,Brownsg9lle,3136662.0,,nLqIAQTMSXEEzLWHUCLAdEPUxChNTACUPaUQSGTU3,,emlpmyfgmscikiyvulecymsk,Ukfqpvlhpqtigarawdymjnticdcyrcdtuvgsdedgwcgxlwkvea,ID,O,Wioouwid,Canada,33060.0
iad6656,1 647 041 1576,1.0,616.0,4.0,kvwvwkkc1qslggmol,P5ovidenfe,2722915.0,,gthugmvlihfdtgsmooplrsykc,,iwxecnuorzlzvewrznyzb,yetkaafxcopfbmiisvedlknddn6cb0hkwagducndgo9flhdr3avyvkuqofstd,AZ,O,Syfhkpry,Canada,408340.0
Jmp6656,1 608 737 2405,0.0,469.0,1.0,Ogmled,wlizabeth,937627.0,F,li7qbrpxhlurnzgt7cmtktajoc,F,Jmpktnsqknqkizkswkipjdxyfhmmr,Etbmzdfimmf1hpnrrrltpizzkiljmfczsdkmepyfw,DC,R,bfgmeyucp,United States of America,483568.0
gqx7658,1 756 332 5346,3.0,559.0,1.0,Suiatoup,Mesa,2998270.0,,UIYSSMPRVPICQMWUKXxSHGMRSLbYTNxgjxSZVnP,F,gqxcxbaidllc7ieh,dddcqncoupudzhafrtgskhfhdfieilvgbt2hutlaiqh9xltpkkrfwxluzlhrh,ND,O,GFSKGRPCB,United States of America,307497.0
PVi6659,,,415.0,2.0,oF0oQLSGNJJCQWVxYZUMIJZPyMNH,NkrthLasVsgas,3745626.0,r,Gedscnjtfswvnchthseczgmnvchkglocsaxuafutbqfphaiwgmfyhkunljvbkdetwd5boagaqd,m,9VyRSMHYBKNWCDJn4OSVAY,hfxlzcab4wffpdravy,IA,R,NVODEFZDEFGO,United States of America,174845.0
baa6660,1 996 390 5334,1.0,438.0,0.0,Qeuvlb,Washinftob,4398450.0,F,uud0xnrtwoxmgiqmmsqe9lswmzecbimervmjpn,M,faatfikcashd,ts2dalylskrqiyrber,PA,O,SOBYROJY,United States of America,241072.0
Jug6t61,1 979 570 6046,2.0,388.0,2.0,Xunmhbeco,Ricjmond,3582093.0,J,Zfdqnel,M,Jugggwzbmz73dim,NLcPBsODyUSMMDROcPdLTKMLLFQmDOEJSIlETKOJOIPQTmYHgxQWWrUGVVJ,OH,O,QBZAC,United States of America,238957.0
LPB7662,1 745 953 1822,2.0,340.0,1.0,Dgofnfyjzvjkttoduhxxwp,vrownsviloe,197591.0,,YDMjWuIcASARJEWVSVCVTKUDQXQcQUFDFshSD7IUABEDHZCpW9SLNJJRQIVBSIon1aLPPLGdF,,LPBcxIZNMZ,Kgjee2xymonrbmbfxaghclan2hdkmglwdjhrwzxwqafauty3hfm,bewBrunswlck,O,txwmqvubyni,Canada,157464.0
Ysb5663,1 197 415 1861,0.0,438.0,2.0,JTKQPjDJyQdQCKK,Jzckxonville,1630382.0,,A1oKCNROLNiAFYCuXNIeLLNOK,,Ysbxebkmc8,IFAgSXTMZIrBXUTpXEgFFSUIkBYCVDIMn,MI,O,CBEBVK,United States of America,469523.0
BQA6y64,1 098 794 6855,1.0,451.0,1.0,dubfdetaokhsysbijubdfouivzftw,ztsrlingteights,1562647.0,U,QKQOBjwJIL,,BQAWNTi,Usichzxzuvvpdvebqmilvcploytlgryuvf6f,HI,O,Xaqgpix,United States of America,45780.0
CYk6665,1 473 016 7803,1.0,449.0,1.0,8SsWIOnDOGYTULXX,solumbus,2799969.0,,Imwzl4ioesignqxixcsonwactm9toxwvotiijrtdtitftphsmhjnwmwdpgecasohmoeyswgrpuoyltv,,CYLD9YDZW5D4CHEGNB,Trfqqdimlowddluxxsapihqcqcmkfqzpwbbavrrmvjnlszpmmsmdmqxufzaywxtbgzfvckyk0oxts,NH,R,Txnailyid,United States of America,123207.0
Off6666,1 026 673 4569,3.0,512.0,2.0,Xaxgbvwdydeni,CoralS9rinbs,814239.0,,Geduxxnrxqubussmcpdwqjmooshnkqfwwatxfdoheobrm,M,9efoejhowkbr,Ionucr,Nswfoujdland,O,GOAMOPNINVM,,170299.0
efh6667,1 323 124 8003,2.0,400.0,1.0,nxahvnjibc,Indianaooljs,,,ivcibamtgss2mjovddrqzoo8gbjhycpshsqhufrdhxzavbzlueatpvfgukiqhjwnmy,,egymilbepw3,Najfribqihtjxeshbisjbxxukefqptbjni0pmqekoutzaoxgne2yksbmezunebxuvtkvacowcazer1y,MN,R,ETFNG,United States of America,492419.0
AKo6668,1 631 861 7916,2.0,307.0,1.0,ukvbliiwbwzfxjebinsdqpd,Larsdo,1919606.0,,Mnsfrdxabbz8fdddghmn3gnnjzbcvlrjwgtiqa,M,AKITLcG8NMaALIH,Horpykcpzlmhhzjkgitweqxhxqrhmaqfxzbthjti9lxbqtedxkfqb,ME,O,ypoebukt,Canada,124570.0
Dku6669,1 187 051 8095,1.0,315.0,4.0,pcsohmdklfjpcyqopypuxdhcasovfv,Bodton,2649486.0,,Sjnktvcxqdlntqicgwcalsmew5uwoedbhkjmjtplntmnfn0lrrabdbnrsywfzdmmq1kxadmg,F,Dkkztghmyqtslzfiyveln,Y2azywsimdaqkxdvscieiykdgbuiddubfhcfqykkoedsdoqxdnadguxhkwrnuuuttklxhlcoutxwkk,VA,O,Uktifrfb,Canada,429095.0
Jiw6679,1 612 849 2491,3.0,483.0,1.0,nowotgitqkabwiihjnywdt3,Livoniz,2801094.0,,IHKJSWMxXQDPLALWalM,f,Jiwksyqekgbxqpms3mobugfynvksil,hfnmdhbmulbftycarieyqxigiaajqpcm,NV,O,Oxqlfljhw,United States of America,254050.0
hcp66i1,1 056 587 5007,2.0,314.0,1.0,Yqpkjqosfdd,Halifaa,3033400.0,,ifqdeqrxnbxwyxfheitybywsgqgwinrhbehglwx,,hcpfamowrlehccrdzfvfl,qjykwplcjszdilirzgfhgawowyxbfnqkvwcxtdwjzcbsmasirwuyqpmuqtnmvwzojmz,FL,O,Xieqwzus,Canada,62652.0
Ett7672,1 744 455 4235,4.0,318.0,2.0,UcZGOQEcGMyYQ1ADFOQQN,9maha,1903474.0,Z,,m,Ettswdgktyrjboaskdr,Bfltntdkepwztldfrmfhrrzipjhhh,NJ,O,Nfpoovbjt,United States of America,69267.0
2dh6673,1 301 606 6604,2.0,663.0,1.0,y7ksoatbzg,Ottawz,4392585.0,o,engxe,m,qdhumtwq,Vksjwnrilsnpdpuddauyk,Ontwrio,O,PEQHXIMILSOC,United States of America,430071.0
Xnu6674,1 203 256 6514,1.0,321.0,,kaiyxijlj,Ancho5age,1174801.0,g,Lxc4aiovfkoghufrjvx,,Xjhqmlkrff,Vjnsmjklemzpfmfqtjtpgnrxpkuit2pfupmoytptqjmevmvgkclm0kubxjflzsvtwaqnfawgrmwkxarm,WY,R,Ovxox,United States of America,408841.0
fqu6675,,1.0,408.0,1.0,Yfsitrlxskanjba,kxnard,1695263.0,m,BXQsZMEfCRAFXK,F,Vq8wnlujnukomwtankbrmoxdwc,n8ptdchxzwupxgxgnqxukkjp5rwmnzrlxttmyiqoklbisb,AL,,RMRUNXA,,38250.0
euh667y,1 849 895 4910,3.0,548.0,2.0,iuktdpsdfwbxryiuhmamxpyvrme,Bat8hRouge,744511.0,B,OKHQWxOjpBKiONZOFQTHMRlaSOFKWXEHGG7WHRqWkHUVFXXKVTPTXQULENaRh8SLGh,,euhxtssdkul,Pwtsdbfibjkkuzejktzlosbbieofmwsfzuh2lskdbrfuoj9t,Britishvolunboa,O,Ohfyxgilft,Canada,356233.0
dVV6677,1 413 646 5024,2.0,384.0,2.0,ljpyldvvkjdoobbbrdl,Liv9nia,2492492.0,n,nagfchrjdrjhi0lkwmpdhmdehpib3,,cVVTFIDASMNgOdDKgYIYDKR,CRXICGeAhAPKCaJCTAGGGcBUoG,MD,O,KUBKJVIZ,Canada,158649.0
Wg26678,1 173 314 9409,3.0,538.0,1.0,sqdwpzkigywpbml0eralknurhgr,SanJoae,3422410.0,n,Fqifpqrglalwfjqihezztkutviusexfsmtrkxwjwzlhmgsn,,Wgwqiigiy5keod,Iaanznahywiqihgmc,Br8tishCooujbia,O,,United States of America,73021.0
moh6679,1 487 895 4474,1.0,641.0,0.0,gtqqauctlh,Wichjta,3007723.0,j,Gprecerhrpeehcjcfldgnfroalskgkyg0vrbtknh,,mogfgm,Qndxjuutuwrsnrdbdrgdfshrkr,KY,O,Fuurgrg,United States of America,109250.0
Dexy680,1 032 629 3974,0.0,,,EgDCC,Sydnwy,1032665.0,P,Dpjipegftfkyxvgrwmosaycmhznjqxditnlkgcmjtanbidx7qtsmexzmhpjdljcxampi,,Dexfeigputknhscnrufccskhlberg,jxncaipflmrkoqfhdvsshahfbjeenztrciw,HI,R,Xyaalnqcaub,Canada,
Ivs6681,1 613 688 2613,0.0,633.0,0.0,tXKKB,Lond9n,1816178.0,T,LHWUqgAEKZSOYtZZWGrhP5TCFHAQNZRHFYIJLYIZYTdajY,M,Ibzssyqyojesseezm5fooqhgwjnhw,Ryovdqvwgyzofrphhv,MO,O,Ipahl,United States of America,410670.0
Qsp6682,1 043 242 8034,1.0,527.0,2.0,Nhhhmjxtknaekizik,Whorehorse,3802068.0,,Kard4knebvfsihyweajlresyaxpt,,Qqpskqhpdrbjshwuniitxwtjwcvpn,Pgbisydvcfl5nrospigpjplqvmaxebzrlcbeyhbemwolzbqgf9oyrtpno,CO,O,vbynqzdvyt,United States of America,450700.0
TEJ66i3,1 281 169 7125,3.0,522.0,1.0,HDIbERRRCBRFKPSFDVECT5BrnIKfVf,ealem,2754755.0,p,snpbprvltvyrrap9nyxedeks,m,hEJZZGFLKJiXLwjQOJURN,0tkneobeyjmthfuyuhkneejkfoo7mvwvjyuhqpzbfgugksocwnwgofrattvh8njiqqa2,AR,O,bxvmrdjs,Canada,454874.0
xto6684,,3.0,335.0,,fobogtkvzv,Chicwgo,1942605.0,h,TCUUBLrlBWRWTTOEUBDzSsYDJOSCBYvs,,Dtofikxbewttceigespgi,ffxodthcgttyrkuksergswculjgglwntbpimgeskglrxrisqpecxrwiujqf0zhxvapnhcvh0iecfx7s,AL,R,pejnobwzxa,United States of America,410297.0
JfP6685,1 848 845 5994,2.0,250.0,2.0,Qowosfbvxlridxggbaajpntbdecxd,Cimcinnxti,4448760.0,x,Cwrbiurhjpnh2uygfsiynwifizjxdyioi7tfaxwf0vtalilvzhlnufjqivgncboljtu3vnanv,,JG0NMMHV,dkylhvunqzfwpfwhmcogjungzoduexfsiwbqe,AR,O,Biqmxjkgs,United States of America,178805.0
YZM6y86,1 436 460 7913,1.0,568.0,2.0,Htcopxzsmkfrltzpdcumetyktftj,Montrezl,3695847.0,R,Pmsdcbjijnffqh4fshfhvzlagcmxrnmcdwyt7rhqt2lhpxdl2snjenjsntpovxuaefof7rgbnyobd,F,YZMZFFRWTiPFrF,UWBMDFGSNxuJ,MO,O,Sbdojvwkvi,United States of America,55079.0
JeI6687,1 010 742 6311,0.0,317.0,2.0,Cxrfiyczop2cci4ytepnges,CologadlSprints,4306353.0,,j8jnzeannbwztuldtmv,f,JFIbKKNAFTEHJBHaGWPSMvUwm,OW4XGOECQ1NUDtXUDVDJRPGSPXEUEIZaZJwdJnCPJtuMLuYvDATJZTGoWFeUKATSG,IL,R,NVBIJQWLV,Canada,86432.0
SN06688,1 382 506 3546,1.0,255.0,2.0,kQRPJPHDGhDI9MORPQ9DHAPjMTaYNN,Bellevke,2195695.0,,,,SNPEAJFNXvxFIxFXVR,gyriexfrvwiruwgkgsmjfldncaychnfkbwt2ca6ylvuedvr,NH,O,uzurhdkhfmmy,Canada,357102.0
Bhy6789,1 046 114 2987,2.0,434.0,,Pzmlxd6orsgcbw,wterlingH4oghts,4876182.0,h,Ljapxh3utzqjhapjkumbrzdpxsyvjjkvaohheodcyyeyygziecqxerhsguoxxghbdxlwbtyorna2hwss,M,Bhyyiy2xvxi,vharoveucznksjwsooa9peoplgiizcwbfrkazngganmq7mdlfzdfcbrlubuvuqamtmn,TX,R,Tshgvychm,Canada,232229.0
yXP6690,1 260 343 9869,0.0,696.0,2.0,WGT1Y5BZOHfGAAAVXEX,Fortxoolins,4068881.0,,Vffdhubhcsqolamtf7neielfabqngoztrnkqddnzh5aeslwakvgygphuucmywrxjveojzhvrzr0rhd1j,,yXPoREAXYJBBVSRCzCSDHTCU8I0G,YuvFJPFMWWCqoVnLFCIPATAEVdEXKBQpIZI,MA,O,Dchum,United States of America,475781.0
zsm6691,1 010 028 1031,1.0,,2.0,nQFNUOTJDuFtFIMDPQHFIHWD7R2,Butlingtkn,607364.0,J,BjdG5FPPHHFWbBAYDBKC,f,zwmixlamansznlrbx,adgxifiluaj6kioacskvmsbkgcay,AZ,O,swkvoplkvk,United States of America,180149.0
NRJt692,,0.0,472.0,2.0,anyaqoj2xxjlenaecrgi,FogtWorth,2663525.0,K,ckywkhkwztjvkdzjwttwrzemtegqypjoantfjdaklxwxndksjufgbyextxqekrromfhdmp,,N4JJDUqLHEZLUPXsfLGG,gnxzokhrkyflse,DC,O,Gdslv,United States of America,57073.0
Lyg6693,1 022 838 6599,3.0,198.0,1.0,Gluzblrkfvdoprelcqseqsdihv,Nale5ville,1385476.0,,dvhdlpgrueifixesyeqxfixnykcmsxnxc,f,Lyyguhdv,LSPNdJPmAMVGEM,TN,O,Vnvynmcitb,United States of America,312511.0
Kwk6694,1 381 620 7378,1.0,345.0,2.0,GMdQTROPJUdKWM,Cgarlottftown,,,QYBSkxkBhMQPDBZDiCGQGNGWPWHFT6KDbXdzAXFBPDMGJI7QiSEQQKNPBXOTOMROJ7l,m,mekvfjtvhubrhpx,AGWI6kNEXPKXOW0PxER2FWFJHsMKUFMDLxHN,NJ,O,Wnpecqpwede,,264107.0
Ddd6y95,1 558 207 0105,2.0,413.0,0.0,uFDKDSXtWNEeUsRMDWEDPsHUY5ZEYP,Inglfwood,3452001.0,L,bf1sfipngly0lbiuxwtxnxrnxmrinu,f,Ddrkfljtbdaiummcxrk,,IA,O,wifgmoi,United States of America,160430.0
oyx6696,1 598 537 4359,2.0,612.0,1.0,OKKMkVQNLOFbPLCVIIs,G3eenaboro,4904789.0,r,Qvz5kwmcafrflzfiauvl6klijcl5cmktrhodpfydrgw9zgydcwzh,,onxuntxtmvrnapsnpqlajnxxndd,Gltxtanjhblxhnpfvaeluaerxbdfkd,Sasjatchewag,U,ZTEDEFETIIYP,United States of America,143384.0
Hqg6697,1 949 209 7100,4.0,373.0,0.0,Ujopqdbasfeivu3dirijgvdu5dpu,SabtaFe,1593051.0,,4gczyobimhuokgdlf3aklldbjorkqkkmjktslofpecgsadsmavblxxugjilhwt,f,Hq4pfctt,,WI,O,FXJAAK,United States of America,298586.0
Zcy6698,1 610 663 5501,2.0,327.0,2.0,Xcqpgmdmhwifwaemecmsmt4,Billinfs,2533028.0,V,dthyqzgofgtwvmwxkcjkl,,Zxymxqevw4linzkzrels,ELQgGTZqjPCDIhYZPQpOV4VVYKwGIHhJPZAWWLgHaQGBBJLbIEJFxQRhLHTXNUSVFM,AZ,R,awvpn,United States of America,256860.0
Rhm66o9,1 550 826 6754,1.0,525.0,1.0,3uqovqbgjjpvtsnjbkwgvg,Milwa6kee,5744233.0,,kqtsz3pknwfsjxoxayieesystqsy3tbfhnjgmjuhxxubgkjnlprlrcfv,,Rhklxuubtmjqoznzxnggf,0plmwnbsjfullbcrfkfijeidabrmhkfr0eypftyt2txcuasrtosef,AZ,O,Rdvzacnl,Canada,319473.0
nwp6790,1 864 803 4221,3.0,405.0,3.0,ILRVHkCZodYWRuJMNCLEOG,Oklwh8maCity,1922970.0,,fIHJFVWGTLYDEFXGHPJIGSVqE5HDBJPYXAl2LhbyOSSfYKI9TtOMGKTjUZHIDSMUUNVjSKu,,nwpcczkbwehhlgrypq8l,,KS,O,ZHMGPS,United States of America,
