NumberChildren,LastName,MiddleInitial,CreditRating,Employer,PostalCode,Phone,Age,AddressLine1,State,MaritalStatus,NumberCreditCards,NumberCars,City,AgencyID,Income,AddressLine2,Country,FirstName,NetWorth,Gender,OwnOrRentFlag
3.0,hopokgpkqydykpje,X,327.0,Chiquita Brands International,Ehemg,1-244-947-8549,,Bxdcqbwmpzthsgeysrojfkufwhkdbjujfgeadojauxbabdswjdqosmmukkkhlvurhhxjwimykp,Prince Edward Island,S,6.0,2.0,Waterbury,hop12731,38784.0,Bprhanottszwoud,United States of America,Burdgrrfwy,1271315.0,,O
5.0,FOWTMC,N,468.0,,mkknnnsuxhwh,1-695-380-3765,16.0,Hhtzpndhqdqomsknnfzsyuciqxcvcnbzzheytqq,WI,U,0.0,,Hilo,FOW12732,261650.0,Wuwxmd,United States of America,qehljlc,2492456.0,,R
4.0,Ewczhkojyckycwrnjvcdz,R,770.0,Baxter International,srpkdcq,1-495-934-0755,60.0,Wlkjvfhtrklhcfdnpcpasesifahsffyloapgermylmxhtwflgmqmdzpsbusoxdrasiigk,MI,S,8.0,1.0,El Paso,Ewc12733,27589.0,Zqviqqlaluyaouiaufaqvpcbnscflmiegfnddikpuxfg,Canada,Wfafvvswtsrdbaefkvcp,2414960.0,F,
0.0,DWLEMAODQ,i,371.0,Virgin Media,Fgffq,1-803-861-2066,98.0,Obdjgucejcqbvkqkckcupgpfpndrotvjcmavrmhzh,Saskatchewan,,6.0,5.0,Halifax,DWL12734,269140.0,Tubvzcrtehlunxb,Canada,Xvbjpnprvxtkqxqfv,1962531.0,,U
3.0,Nhlfdee,D,467.0,Susser Holdings,XBAYEWF,1-006-840-4038,28.0,fjmknj,British Columbia,M,8.0,5.0,Calgary,Nhl12735,68029.0,,United States of America,Vqxodvjfju,1652119.0,,U
5.0,Befvvofjathkrkwpd,J,652.0,,OGFQZTMOPJEG,1-921-513-2121,80.0,Rwuumknmciuxfuqigkievsebclnkbogfwbjnjwihbadasdzsmpoficnudbtjkeuoje,TX,M,9.0,2.0,Cleveland,Bef12736,234504.0,nlcvlsbkuwbamdjkvmmspivpesnysrbkojdiiqjyeaqfksfwfqhmmwqp,United States of America,Yrucxadpttbnechqqvkmsbyggljtm,291940.0,,O
1.0,Duinql,,423.0,United Technologies,Asxtpotdu,1-489-570-1877,8.0,LPYLPDNVMZVFCFWAZCMLRHCYLBAIYABJFVNWADHPMEIPWO,MD,M,6.0,0.0,Fontana,Dui12737,251827.0,RVNUHCEZAZWXQZNBRULNCORYIAAJESSIDGCJNLTKXJNKOWJEAAZOBBYYFOBDHKZLWXPSIVMPNPQP,United States of America,tkjvfddcgxgxrucubxalvtrccfuba,2109127.0,,O
4.0,Wggawvaxngjsjcvrohdeozkbnppiwb,G,797.0,Juniper Networks,DZRQMCFDSZV,1-910-449-9486,92.0,KKRSXWFUELIMNNLQTUYLVNKLBHBKDPFDVCNIBPWM,NY,M,3.0,3.0,Coral Springs,Wgg12738,324957.0,Geertynxuelnkqhammoiifmwxzvnogahcajotkgbzrxct,Canada,XTEOHPNJGYDPIUDG,1396116.0,M,U
0.0,CMAXFMTPQMREYLQBFLGDKMPQRERPWP,A,412.0,T. Rowe Price,Yamcnnyqhlhu,1-987-972-3744,14.0,Igwtfvwveapigans,NV,M,1.0,4.0,Denver,CMA12739,408152.0,MXCOTPSPXOVKBVGLGEQWIEVGTGX,United States of America,LCHBSHVIUFJHM,3427264.0,,O
1.0,Llyscuvnssxokjwtxhvhcggxmo,,368.0,Hill-Rom Holdings,QQLMZ,1-974-201-5222,12.0,Smutkyecmunafxamnjqhcuetsvvukgwffawnxzqzphjrkptyjaadcgbuivdbl,AK,M,6.0,1.0,Modesto,Lly12740,343684.0,tasnlivwfnazcyogalcrxxccbrgxozklwowsbbxktwqmjpsdgwlmmexsqzrqksreefnwidwrdl,Canada,QNGROIJWBLLE,1389496.0,,O
3.0,qmdcikvtlbf,,,Atmos Energy,Toreiwxvxuna,1-981-576-6270,16.0,Bhipsslnqdmrwehxpwdbqtvkljkrjxqhbrhgfgqeqvrwitcccjryigonvguoqjla,ND,S,2.0,1.0,Sunnyvale,qmd12741,178944.0,PKRGHTMEBAPYJVFFMWQB,United States of America,cldhliizryiuv,2006655.0,,O
5.0,UOCNBX,I,539.0,Publix Super Markets,VJQRQXTQR,1-954-228-1242,45.0,Gtkpacrrshrjczauhgwnoikpbnaiezuc,CT,D,0.0,0.0,Glendale,UOC12742,453130.0,Pdqenyvelioy,Canada,Ibbcaaonfcyqkqdg,2842747.0,,O
4.0,wdiezlprrgm,X,,Union Pacific,klkaivtmed,1-069-044-3794,9.0,vxfzeugpgbogynuzfxvkcdsryyqiezgmtiwlrttruqgfrwztbcrvl,CA,M,5.0,4.0,Jackson,wdi12743,255294.0,IKLSKBYPTHBWYDJSGHJZAZLSPHAIKRENOUHMIXCPMKNEOXHEUMNTCVUNIHVRVMHRGPTUI,United States of America,Kkfwqerauruvvqvjfytaecvnhijy,3979196.0,M,O
5.0,Yuzvurnhnzdeaepzzlrmulnbwmv,J,432.0,Men's Wearhouse,Fponcxl,1-359-043-9483,76.0,ylypbuiqrrmdlevqsarjmvoupcymfkeooamoyykilrhodocihdqdbwuipwuaymqgeydbjcrylqstdia,NC,U,9.0,2.0,Grand Prairie,Yuz12744,333377.0,Hmlriqaxckmejiechdyaunmcwdr,Canada,OFSRITZDP,2976882.0,M,R
0.0,tzeczrfcijbkiokduhkcsfsnn,,,CSX,wmstlpt,1-216-121-5349,46.0,Rzqpikskrthtkoolwtnixcdzjhbr,RI,M,7.0,,Denver,tze12745,207260.0,jvmpuvxvbaxsdb,Canada,Fpaqsgjwsbrqpummmficaesejtve,1475651.0,,O
3.0,ayosulsuoiaefikdokxdol,t,761.0,Mueller Industries,aywuqnffipvn,1-198-655-4742,24.0,Jurtsdpczowdtocv,RI,S,5.0,1.0,Ontario,ayo12746,259571.0,mehigcwbxictsfoaydytpwzskeaemwlrixiookhotehobdyaahxycm,,Kfphjusfbtczdohl,1667054.0,,O
1.0,Bnmqwfexewigqnwrh,s,,BMC Software,Wgdzbscgt,1-913-563-2439,17.0,znvgqnzuqjyztomquwbecfrqdxntbuhsxmmtdosmtfkuxxcunopwaxge,HI,S,1.0,4.0,Virginia Beach,Bnm12747,477142.0,NODWSTGWIVXXXAQPPBLPQZXUOXPCGGAICLQKYBMKGYFTHWWLXMOFZYSMUB,United States of America,YNMXZAONNZDYUQRQXLFNPOM,3019806.0,m,O
5.0,sntjiccudmrcogxn,,761.0,Dole Food,Nmdcxchhcnl,1-310-386-0831,63.0,Rhdisixwaqziozvwzudfkk,CT,S,8.0,1.0,Calgary,snt12748,158232.0,Zacjw,United States of America,Qaxbnkejhxmhqtlxmknm,3688877.0,,O
3.0,utsgquqbadftbjjmhacjdfcniq,L,480.0,Dean Foods,gnvfm,1-932-771-2566,0.0,lcqbhlouitwtfgqbsnhznmecmwyhgvlphjgvevzpcicmzgntnluoqwnpgklyxhdj,IN,M,3.0,0.0,Augusta,uts12749,302008.0,WGKXCJYZSI,,Hrrdtuorr,965025.0,F,O
1.0,Woveokphxyjflhrwhsoh,,629.0,PSS World Medical,Ygsydanx,1-376-193-7039,78.0,Stcsksoumxgkknxylitwuewoiomhvklolplqoevoejvzm,NJ,U,4.0,2.0,Mount Pearl,Wov12750,468591.0,Iatrrylvvezfupvpcayprfqudgwqwvxzjqbjiripnyvniqshqlebstrhydqtbgls,United States of America,Iojnwgwbzfhidimszkt,1963612.0,,U
2.0,DEJQYMIPAVOTIMTCQQRRRK,,594.0,Zions Bancorp.,SHWXQNVK,1-006-418-3311,95.0,Mhpsofzalmcwcxwgctnffaihrtnhxglqvjpdctuuwuntbkjavlmegpvldzsxfomvepldhgiwmupri,British Columbia,S,10.0,5.0,San Bernardino,DEJ12751,148499.0,Espjxluubajwkdgmkkvgvnbimqikwiubyaic,United States of America,Ugxscyjl,1363035.0,,O
5.0,Bsdqqzzfdluxnxbtxy,k,,Snap-On,Rvlbgbjt,,19.0,oxwjcndactgamwiglllznmcqwagynnpznofjfthjxwzlehhtkzowtmzwccnjtnuqbsfitfmwnqljhey,PA,U,0.0,2.0,Jersey City,Bsd12752,233574.0,Vnkwapwcifxzjjklghdwtbavrtxibuecvlydwxmmcidnfwpshwawytmmb,United States of America,jvnvhlartkwjjqmerbepezxgqskhb,2901258.0,,O
3.0,Avparwipgikakfqmpyxgvpaebqn,,594.0,Bank of America Corp.,Cvmhugjhgg,1-164-508-3988,36.0,Rxedhozkakuvfsmwdjatosqgsyshpulylxtdwxkfguaystub,NJ,,0.0,0.0,Elizabeth,Avp12753,404865.0,Zjtlnhnkzcnzrfpxwwsmtcphqufvcjralmrtzzkubgmkduhkerjfetcmerwwiakxsyni,United States of America,Yxxoatrwjamdigmtik,705059.0,m,O
5.0,IDDHRY,,506.0,Graham Packaging,Jzkftgx,1-035-779-1091,93.0,JFQUXLCRGDQVYJBNCVBNWUFRJERL,Nova Scotia,S,6.0,1.0,Laredo,IDD12754,214145.0,UNCYOCGERT,United States of America,Ixchidhdidaic,2791193.0,f,O
3.0,Uwyqbrjmbdzoibhtvs,,729.0,Eastman Chemical,Exlaxjtj,1-292-221-2035,52.0,pqjairkovicyenlmbcg,WA,W,0.0,1.0,San Antonio,Uwy12755,24681.0,,United States of America,CLEGVNWBRSHWVOVOABX,3812048.0,,
3.0,Lgmrxcabwijqjcihbwgfgkolz,h,640.0,Dell,Pintcvhxfj,1-208-169-1114,67.0,OQMCNJZXBPKEKVNFAHNLRVXWETVUYGYOWRQDYRILBUSESAFPRVZAILEXWQWCGDGFFHGLGEMDTSEQAC,Alberta,S,9.0,2.0,Vallejo,Lgm12756,330749.0,Sgkdijtawdvhjop,Canada,VTLJFSBMCFFQQYHGAIACY,2962749.0,F,O
2.0,Tvxvsbntvhtrp,L,468.0,Airtran Holdings,gyailemr,1-435-618-6208,38.0,Nnhlxqwcwozxgkcs,MS,M,5.0,0.0,New Orleans,Tvx12757,164153.0,jxbeqnqvddospcletuwztiflaqhhletdyvtjnmefksnvomc,,OGMVKPBYOBPOWFY,2495409.0,,O
2.0,xgtnzsej,,471.0,Verso Paper,Bxbcez,1-716-634-5947,68.0,xbwtqnrgnhxudklqboeyjljairusinkjlqnryodfpogxqdejkczgnqteopmacg,TN,M,8.0,2.0,Huntington,xgt12758,268255.0,axdpejrpihsdfcopnccrjwsqirjelttrlelulsgkquekrgtbpe,United States of America,SYGDORCOTKZIHYTXFNMECW,2326724.0,F,O
4.0,Qbkexf,I,565.0,Moog,Zsqejmgkmvjr,1-543-756-1895,29.0,FFALANTDATJIRFDPFIIOJRSAXAWIJVHAWKJLTSGAOVQFNTXOYQHRUSY,ME,U,9.0,1.0,Raleigh,Qbk12759,280171.0,zeuuhgheevbfhygsapkitcsdipntebnght,Canada,Nyprsqcmdpvtwrdnygjlggsa,2376817.0,,O
4.0,ZQTKRIOSMHDMEVFWTMIIZP,,670.0,Complete Production Services,tttvebfnbo,1-209-813-9558,77.0,Hwwcjaqiibbohcdoljpzvgeneppwadutfdehouxpevzrgc,Newfoundland,M,5.0,2.0,Mesquite,ZQT12760,458654.0,apucpymiwsopltyvguysdvqunbdirsijwkqduwq,United States of America,Gyitg,3586237.0,f,O
3.0,LFKXBYQOVSNJHHCNQWJCRUXXDKYAB,,705.0,Eastman Chemical,gbelcoicug,1-668-654-9009,57.0,Uzqqqeekvtic,Nova Scotia,M,6.0,3.0,Oceanside,LFK12761,267700.0,fdmxzvqbfyzhpcknkbsaslhujhbtvhzhbvtnubevzgfupwqhmyzoddf,Canada,Otzcevervjmx,2982659.0,,
1.0,tqntscfchcakmekow,,499.0,Ingram Micro,Pfzodhuq,1-177-983-9264,2.0,Osbgwzxrn,KY,S,10.0,4.0,Omaha,tqn12762,209935.0,Jplkmxicynvykglgzctnczhmvehxikqnzbpahasqssthxxltps,Canada,Zzphros,1636130.0,,O
2.0,Cohcrxazgu,,557.0,Rowan Cos.,Ozbrv,1-613-095-0102,14.0,Wfulgbbjhkmxxxcegpmkfhfudjhjrnnlemvbuzlc,Newfoundland,S,9.0,0.0,Escondido,Coh12763,154622.0,Gmuuejqpxliitqfxwsdouyhjirbqnxoovpaouyswfg,United States of America,MICKKMMUMMMWTUEOTDXSDVCZPWFHGR,1832841.0,,O
5.0,CXGUSOWUHAVKWUTWEMLKIVQAQEXGWS,,556.0,,,1-821-587-5082,70.0,lhnltereuehhprlnjwmprwaeaspwdmhmxgzgktxtabuvhje,AL,S,1.0,4.0,Winnipeg,CXG12764,227526.0,duzhtzsfjhrtqpqglgvpqwxcfrbxtlwneqjxmcttznblpryuirvrgjezvbtbbucwofv,United States of America,Dsanlvrzkctcsekvwrad,225911.0,F,R
2.0,Aylpj,,807.0,Brinker International,iqxzh,1-209-511-6391,,,Quebec,D,,1.0,Ottawa,Ayl12765,248490.0,Yevvarjxrfnilrhggabksfmrocxsldxqoitovjdybmkecaozmxlqqgudanyuxllk,United States of America,Mkplmvpixduynufditjhau,735034.0,f,R
,DGOPZCSKEEPVRJDHXAGDUR,,796.0,Solutia,Eeonvr,1-369-310-4013,41.0,QUKTUOKCBFYHEXPBGPNDMINXQVNVZFNGWKSBECENJRIJUCICUWTSFVNWILTLJVNTAXIWSAI,OR,W,4.0,3.0,Escondido,DGO12766,250533.0,dxktvphdmqurspdqyarbqpg,United States of America,JWEDZJOEIFIDQTQ,2233050.0,,O
1.0,WVCUMWEXMCSTTAJGI,z,303.0,RadioShack,Wncqamsoyjz,1-613-835-4312,35.0,,Alberta,M,9.0,2.0,Fort Lauderdale,WVC12767,322757.0,Vdmdq,United States of America,Ztzllrziwscuppvyzwfmwbyz,1655028.0,m,O
5.0,KDBDCGDQB,,341.0,Fastenal,Oiwtbhdqb,1-493-632-6618,56.0,QPARQRDBOMTNEWADIFEOJNQNXIRCTMEJEGAYSXQZRVHELKSNATTVGA,AK,S,4.0,0.0,Santa Clarita,KDB12768,36959.0,sfuauiwucvyipqzvlylalkheumaqkrbqowydr,United States of America,Tjkmsusgudupuqz,1898862.0,,R
1.0,AORYYFWLNWIRPZ,a,688.0,Duane Reade Holdings,Gsstgydplonv,1-402-483-7811,36.0,Nkqfuheznfyhddrzzijatxnmcbfdqgihbmicwno,NM,M,5.0,2.0,Salinas,AOR12769,,jkpxfwolagcvbanffykyjhdmfompvkjhodldxb,United States of America,gflirskkctl,277576.0,f,R
4.0,Uvejigaoeclmpde,a,512.0,,jrxqvvs,1-442-268-7194,82.0,Pwfujsevwchezgqunzesh,KS,U,1.0,2.0,Windsor,Uve12770,427664.0,Mcjhkwqbnbtl,United States of America,Mssccgnczpvq,1813911.0,f,O
2.0,ZQBNBK,,578.0,Darden Restaurants,Abalmfy,1-616-719-0774,79.0,yzottfivuzilhvgsvfaciv,DC,,0.0,4.0,Ann Arbor,ZQB12771,466745.0,Oaggnlckpcgmciyoopqsezphrbntmobtcrjwredc,United States of America,AVKSGPT,2731708.0,,O
1.0,qicuqo,B,333.0,Cognizant Technology Solutions,WLOIJOMSD,1-278-623-3360,98.0,odvdustmfikndbkzyvyqigyromnibngsencu,PA,M,4.0,3.0,Long Beach,qic12772,479844.0,Sanwksylqtekayhepegwhpxpqzumslbxpuq,United States of America,qlgdoaccz,1614600.0,,O
5.0,SLMKDAKE,C,612.0,,Inwpiwwv,1-290-786-2222,33.0,NXOFGUFQYSISMKGYXZY,Prince Edward Island,U,5.0,,Escondido,SLM12773,303821.0,kbnqqtwedfjgrnywwlhshwhrftm,United States of America,Wpdtbjpoiyskmxpvipofoqyjakncjn,2932536.0,,O
0.0,BVKTYWHSMGXPGSKS,t,562.0,Family Insurance Group,Gpkzewe,1-683-878-2530,39.0,XDKHLKTNHQPWRBJMCFNPSMUJTENFRRPTKVSFUZLLF,FL,S,3.0,0.0,Mesquite,BVK12774,425556.0,Kjcrofbqbxbfddffffhumawjvbxrygdjabssyxwjtvr,United States of America,Xcdynwcgthqcabqeqpvfiuypl,340111.0,M,O
4.0,TSSUMYFHA,J,733.0,Micron Technology,MWOEKYGACE,1-722-895-6426,87.0,Sgssicfrnziwxbjqcxphewfqpkxzvtawgflnzjuxpptlqcybqutvgrbibwokpezdazezwtujw,British Columbia,M,7.0,2.0,Columbus,TSS12775,124447.0,umpazwflxjbhzctwchhldnymxxpmanggevfxnwcfjqogctbweanzpmjltn,Canada,ajugjrckrl,2069640.0,,O
4.0,Izpgn,,684.0,Boise,WESRXOVHCVEJ,1-835-130-7813,,YOHZBWVXBWXDDEVJMEPXWWBLQKJXXQ,Ontario,S,8.0,0.0,Detroit,Izp12776,,LFNJIKYACBSGTVTGUWFPCTSQGSHNN,United States of America,kdavfndsc,2902304.0,M,U
3.0,Hnkdjmxtzfjwmegatyyhvdzrqcrgj,,306.0,Cracker Barrel Old Country,VIRQXWLX,1-666-832-7147,99.0,KJLGHZHL,OH,S,10.0,5.0,Tallahassee,Hnk12777,41396.0,aulsxiqjvwtevnfnot,United States of America,GLPATWVVVUTGSTMHASLXMYB,2348577.0,f,O
3.0,eznglxduttemusmelvksp,A,307.0,Verso Paper,Yzdziwbgkx,1-445-710-0394,98.0,Xkwmb,IA,U,1.0,3.0,Santa Ana,ezn12778,18611.0,acoop,United States of America,wxqbmyv,2768481.0,F,U
2.0,AQPYPZAATXRWOAQDG,,500.0,Sovereign Bancorp,vkrdywzhu,1-188-419-4234,,SAWFONENHSCOONDVPRDBSTMQAOPPTWLKSIHFNNPFHJYRXWQ,ID,M,10.0,0.0,Lewiston,AQP12779,230345.0,ZIOYQ,United States of America,BISBOFEAZCPGZWSVGW,3416147.0,,O
0.0,bjozixpty,,314.0,Thermo Fisher Scientific,Wlvhwm,1-496-715-5710,31.0,Sdnqvxjraktvcfsuqkjggldrdilukknlitpncwznrfanst,MO,S,9.0,0.0,Tacoma,bjo12780,194995.0,ISAFEPFCHOJCWWASAIRVDZGMKLKPBLYMDBGIICMFLSXAW,,Gdcmzkjmwqwalekhflgpwrwaj,2178505.0,,O
4.0,Kbuxjq,n,723.0,Raymond James Financial,Btkvmfofyn,1-594-317-5227,86.0,Lmahhhkcloqmiquinxymtuoscwzpbwfhlnhoyhbldqozwjlsfpviiujnowqanxnytshhezggavaad,UT,W,8.0,0.0,Wilmington,Kbu12781,57767.0,Rxdnlegskgvjdtpgucuadycgheoerpusuzwhewohanjbmmssllliknqurnijqsqroprjqcjjjjwkvve,United States of America,ipqnosmo,2714350.0,,O
0.0,Tcklwykdai,X,379.0,Cephalon,Emgvhkugip,1-341-056-4412,22.0,Gkyauiswljucxsshyupastpatazexqewojihcqgbacstlokvqdtkt,KY,U,7.0,3.0,Virginia Beach,Tck12782,282775.0,ipqlsgqknfqflhyqisqpclvkoavyzehbqrvsnisfzqsoebggdrslsqzq,United States of America,Bblqspnfvqlqjilh,1075163.0,F,O
2.0,tffhjjwtwcrd,j,507.0,Merck,ivzbpq,1-353-500-1708,48.0,Kzqhmnurnfdaencwefpcjhgpvzcnzvbqkhlr,Prince Edward Island,D,5.0,1.0,Kitchener,tff12783,106492.0,Dczicnoxamxlnaolvgwwn,Canada,Oxnrromgkhcwj,3337628.0,f,R
2.0,Vmjubnktwpfggwqvqyekew,,709.0,Genworth Financial,Owpzebfpifku,1-680-600-9909,40.0,efedxrfrjatwux,AL,D,0.0,2.0,Independence,Vmj12784,417140.0,UFKSSPETGOJBXYRRVUZRYCRZZURJV,United States of America,Tirxinnvanttgjz,3377688.0,F,O
0.0,iogdwckfjm,C,735.0,Apache,nmohdnv,1-561-281-4862,96.0,RWTWGOHJYUHVWDVYHXBOEOHCUWCPCHHQPDJXVBWCJBXTRYJRJXEVBO,CT,W,7.0,5.0,Pittsburgh,iog12785,463553.0,MNICTIRYT,United States of America,amdbpabyghknkpfxrrogi,1647699.0,F,O
5.0,OXXSYUHUNOCQWR,Y,390.0,PNC Financial Services Group,Pwnuwn,1-015-958-6543,0.0,NYZFIDTOQZWGLAGCRBLUC,KS,M,1.0,4.0,Fort Wayne,OXX12786,47424.0,BVIDMALLJKRGHJBILCHEOGXCGVAZXGGXSENXLETWVZJAPCRMXWSKDSNVMOSOTDO,United States of America,PQEZKEMUQVBLPXDTJXGJBDDKXOZED,139049.0,,O
5.0,Nnhcvwphujqstjnktbbrazf,G,764.0,eBay,Iuwjystxegl,1-213-819-4291,6.0,Dgovriphitkyedvvnmldpxefapnxw,Nova Scotia,W,5.0,3.0,Salem,Nnh12787,254769.0,rvjjoyrcsrqtfxlxqokguappukaufuhbvqrubjmcgna,United States of America,Hnlnmoezpzhiuwmzykegedynzb,1256678.0,,O
1.0,Jqsehxsxlgwji,,691.0,DynCorp International,NMDPFRHUNZ,1-721-818-7576,85.0,YFNKBVBAJPQPNMVUYYNYGBAVWAEKBTCMPKHFOXAXPCOGFFQHEQIYRZGTWBF,GA,U,10.0,0.0,Alexandria,Jqs12788,97811.0,Fxidy,United States of America,Tolxjugrp,151006.0,m,O
2.0,hqdphdc,,324.0,Con-way,kihrpgycicn,1-915-805-3120,99.0,Hfgcmfhegsejhkliwrvessrhmvtwamxudcdioxlxwjrgovebjo,Saskatchewan,S,7.0,1.0,Miami,hqd12789,196081.0,foclwsnuvxebhbyojsccncvfwdpprdkrlq,United States of America,Xiwosrxuaeowoiaknoaffuhuydfyx,2456971.0,,U
1.0,Quvzgqipjxypcfuubylumiarxlg,F,790.0,Cintas,Fchduygshipo,,10.0,Uzpepwsabqxitskjeqimqdpvtitfuetduggucjedejxkhmud,AL,W,10.0,0.0,Augusta,Quv12790,84836.0,Dmfvfsfckmphncocttvajwahayhlh,United States of America,Jazosupd,,m,O
,Gwhvhlgswdcpqlwrdoroi,,,Telephone & Data Systems,Pjhfmxonjvh,1-033-950-8629,13.0,Bnerrkytuecphcqkptnlhjxgmxblhqarhacjmar,KY,U,10.0,1.0,San Diego,Gwh12791,325582.0,Dtqlpbxiqplpripanvafpsjhtfklmlfxumhsjmdefsfcidynbpezpdnhplxrkeebawhjezvdrz,,PGGSUHBEIRFDYENWGYSIH,93054.0,,O
2.0,Fjwdhh,,761.0,Estee Lauder,rxookeym,1-159-276-9627,99.0,Ljncglqtygipvjsndmlrfltzebqfeedkneztmmhkiqtkzalanxlejocmkcqopgenbpmb,British Columbia,M,5.0,0.0,Iqaluit,Fjw12792,237593.0,Tphgglsdpvwrfjhuxrfsbaxbgkumnpvhlxcckrhfagprbbplz,United States of America,Myaklwwnkhchmhkepww,3004510.0,,O
3.0,Dnrdykztwpr,k,805.0,IAC/InterActiveCorp,uxyhfgist,1-565-444-3707,24.0,Fsvbodszlvfvvsjoeckkmbwsxpsyqbwn,WV,U,2.0,,El Paso,Dnr12793,20584.0,grptwtpwcbqiyghqsilwyyvagvmbbzwyxbgbinxmsttzfiuijfgdkfibwtxajyzbbbu,Canada,Fjkiijqcctezdrrkasftk,661782.0,f,O
2.0,Bksxpofiszutahqxlmixxbplsbdhb,H,340.0,Questar,Swoowaibyui,1-974-632-2473,21.0,Fpquuefvumiijhuptsiubgbbxlropcwdkmwn,New Brunswick,M,2.0,0.0,Colorado Springs,Bks12794,277371.0,Rgdslhqcwpzzqpseekwifwizylvqomjbpmzvczehjctwiaghosvn,Canada,JEBYIYSIS,754597.0,,O
0.0,Ipkpddgzemisarekn,,580.0,Annaly Capital Management,Jfkvp,1-935-511-9233,30.0,Sjkaga,KS,D,3.0,0.0,Whitehorse,Ipk12795,18527.0,nzeulzvkdplzwilpidltektxmmfcfjxn,United States of America,Tydrdelhh,1121803.0,f,O
,Segjlwfvypy,t,392.0,MeadWestvaco,Qnidegbs,1-116-325-3727,62.0,Idqqtjnqftxmjbamjunztdgknetfkoscslvgnhqcmyvaxohqzrcmzxnlhoimihjkqd,CT,S,1.0,5.0,Rancho Cucamonga,Seg12796,232525.0,LECGJREKMXCXOHISXYNJCGYYFDMXWLRHYEPSKQKQEGMQHEJMFDDZJDMGV,United States of America,Eworaozsjwgov,3790711.0,,O
2.0,Dcbfdimiyemsmkofbro,S,465.0,Modine Manufacturing,Wafrud,1-707-542-5564,83.0,eprdtjmknnjqozwirlsfinypwuefepyrpxgppakyvnxgngrkltfaawrbjdaazkjmpy,WV,U,5.0,2.0,Sherbrooke,Dcb12797,348317.0,Mwilkpaokmkhlqazsgdthmystigoqurdvehkuswokmwdo,Canada,JIGOXJPXBNWWEIXSSVYYAQGZ,2358798.0,,O
,hsoclfugecxm,,612.0,International Game Technology,,,75.0,tnsykunzbxenvyhimmlkusgujfiqoubdrsmmvtrmrbwdvqsxuiqblshjsrhkrife,GA,M,6.0,1.0,Rapid City,hso12798,17172.0,Wtcjerwadtcbdvjclmvrejrqnhpxnmmskpfjrhkixnmwaoovhcujcpglzzviskqwq,United States of America,Ocmjqibz,3792177.0,,O
3.0,Hvcoxsthrifcbhicazovt,g,386.0,SanDisk,IIWTES,1-831-137-8231,84.0,Dgrvzplsvrqhjmcvimwsropwtdfeyfacacqqmgpnjbgzgpepkfgmjffbnvzdfwpbqgewmqtxbbpn,WA,S,5.0,0.0,Fullerton,Hvc12799,101538.0,hofmdjmkoibeexkglfmjespvkgpaens,,wbfleija,217123.0,,O
4.0,OEVZKEMSCWWIRCVAFXJKGBQ,n,821.0,Cintas,Oagfsprje,1-662-507-4820,36.0,bebhsdmnxjsbvhayeupgollhezapssejbnocvxfkvxnotxkmdbkgdwcebvrf,MO,U,7.0,5.0,Lewiston,OEV12800,207633.0,eqjfksnsccnvrwpedozimfqbxcqy,United States of America,Bhqaiw,3461827.0,M,O
4.0,Cljabrqzfsvtwbqop,,688.0,NewPage Holding,Gxqmxesgh,1-859-886-7117,74.0,,KS,S,7.0,2.0,Lansing,Clj12801,471030.0,Ltnqdmjzgvdtoiigtvnqnfedooklzonvzilkyyak,United States of America,Uvfbbix,2413480.0,,O
0.0,axhlcxxpdovisramnfioczkan,,663.0,Analog Devices,rutyp,1-820-176-5181,20.0,Eqfyixckgnacbjspdgpmzuzyrnrrtejekgun,NJ,M,4.0,0.0,Oshawa,axh12802,354182.0,Edjazpfivpmnxjbpydhkdfmecjblxqiekaplg,Canada,GLJZMNFJYM,234759.0,M,O
0.0,tvpgqewuboqqjiapxaow,m,501.0,NII Holdings,,1-322-170-1937,52.0,SGGGWLOSAQORRNUCWNKQNBNSVRLROGDHIOXIEOHLDCHDTTEABIFJIIAQRQHKRGPVKSOBVPMDFAWHRA,New Brunswick,,5.0,5.0,Providence,tvp12803,449544.0,,United States of America,SAKZNWVCAHPL,726934.0,,R
5.0,Egluk,,337.0,Jones Financial,GHLQGVG,1-802-284-2869,69.0,Eoonewfeqccgghixhwrwtnxfobiqemdtnkstgsyfkfczeeuwlepgabxpzqqhnh,KY,W,5.0,2.0,Fort Lauderdale,Egl12804,474564.0,hbpjskpg,United States of America,DCARBFJSIL,1566133.0,m,O
3.0,MGETL,V,567.0,Lowe's,Znejrbbj,1-236-473-3668,47.0,uhffrvqswguyxauuocymebxyzyqehjoqqtqjkejlgkwsepopzpiilzfirikrzjkqrahiqmwwugpl,SC,U,0.0,1.0,Halifax,MGE12805,348607.0,ECNLHANLKBQQVXVCOZMKTCNRRYGNYSKJVJJGCNS,United States of America,bkuhv,3534013.0,F,O
2.0,Blanrsiuucrjgkk,,392.0,TravelCenters of America,Tpsdll,1-285-361-1299,6.0,,AL,M,10.0,0.0,Salinas,Bla12806,172472.0,vdzsyckojmuoxkurmcq,United States of America,Rboxyycvmlvlzladyesebkibu,2657465.0,,U
