AgeID,Ag,NuCreCar,MiIni,Sta,MaSt,NumC,FiNa,Ge,C,NeWor,AddrL1,NumCh,OOReF,Ph,Cou,In,CrRa,Empl
ter382,67.0,9.0,,NH,S,0.0,vikky,F,Hilo,3406439.0,20065 clara way,3.0,O,1-304-461-8478,United States of America,117399.0,568.0,AMC Entertainment
BAR383,,4.0,,TN,M,4.0,chloe,,Simi Valley,315234.0,16825 BITTERCREEK WAY,4.0,R,1-413-648-3099,Canada,489099.0,530.0,Sigma-Aldrich
Tap384,77.0,7.0,V,MS,M,0.0,tilak,,Las Vegas,2584094.0,2916 THROCKMORTON SOUTH,5.0,O,1-229-508-9311,United States of America,201358.0,770.0,Leap Wireless International
Mod385,19.0,2.0,,Ontario,,1.0,Bob,f,Ottawa,,11912 JARVIS WEST,4.0,O,1-259-692-4195,United States of America,47401.0,646.0,CME Group
cim386,8.0,1.0,,CT,U,4.0,SKICLUB,F,Vallejo,977864.0,3788 HOLMES RUE,4.0,O,1-798-192-2357,United States of America,259459.0,397.0,Allstate
Sal387,,1.0,,RI,M,3.0,Marybeth,,Iqaluit,1163838.0,14497 FROSTWOOD BOULEVARD,1.0,O,1-093-204-5478,United States of America,351789.0,713.0,Curtiss-Wright
bru388,83.0,9.0,,TX,M,2.0,Nawa,f,Lowell,69460.0,20880 PALM UPPER,1.0,O,1-564-311-0205,United States of America,206326.0,346.0,Family Dollar Stores
GAU389,43.0,8.0,,Saskatchewan,D,4.0,Lydie,,Rochester,3599223.0,5049 mills avenue,3.0,O,1-789-574-4753,United States of America,341402.0,482.0,Spectrum Brands
LOB390,46.0,2.0,L,CA,D,5.0,candida,T,Salinas,1381885.0,21180 TRAFALGAR WAY,3.0,O,1-270-694-9104,United States of America,438918.0,753.0,Comerica
DAN391,14.0,10.0,,MN,M,1.0,wieslaw,m,Buffalo,171313.0,4371 ASHFORD HOLLOW LANE,5.0,,1-659-227-7397,Canada,413943.0,691.0,CenturyTel
SAL392,72.0,6.0,,AK,M,1.0,Joke,m,Cincinnati,1373558.0,21891 DEWEY STREET,0.0,R,1-154-445-3681,United States of America,211789.0,587.0,Scholastic
Mar393,29.0,0.0,V,KS,S,0.0,MARY-MICHELLE,f,Memphis,2335796.0,14835 westover boulevard,5.0,R,1-154-688-7786,Canada,237314.0,566.0,Boise
Bra394,51.0,7.0,P,PA,M,3.0,Txp,m,Chicago,2494081.0,6284 cordoba boulevard,1.0,O,1-768-261-0631,United States of America,22080.0,323.0,Amkor Technology
Koc395,81.0,8.0,,IA,M,5.0,BRIT,m,Mount Pearl,252245.0,10905 apollo west,4.0,O,1-413-720-1871,Canada,481195.0,344.0,Ameren
Pla396,67.0,4.0,U,OH,W,0.0,celestine,,Palmdale,3970725.0,14817 BAILEY BOULEVARD,0.0,O,1-875-794-5779,Canada,208298.0,765.0,DirecTV Group
mcc397,91.0,7.0,,ND,W,1.0,amberly,,Grand Rapids,2030035.0,22133 wesleyan way,4.0,O,1-515-931-7519,United States of America,221.0,,Williams
Des398,43.0,6.0,S,IN,M,0.0,cayla,,Whitehorse,2227601.0,10877 CENTURY CRESCENT,4.0,O,1-243-258-4789,United States of America,207979.0,650.0,U.S. Bancorp
NOR399,27.0,,,CA,M,4.0,tonu,,Fort Wayne,1012111.0,16354 SAND RUE,2.0,R,1-608-078-5547,Canada,,466.0,Spherion
Paq400,1.0,3.0,,VT,W,4.0,candace,M,Elizabeth,1927066.0,2533 WOLFE NORTH,,U,1-982-075-1883,United States of America,,538.0,Nasdaq OMX Group
Sfi401,91.0,8.0,A,IN,M,2.0,Zbignew,M,Fort Lauderdale,2530133.0,5128 BELLWOOD CRESCENT,4.0,O,1-326-811-3709,United States of America,287081.0,780.0,Nicor
Amo402,55.0,5.0,N,KY,M,4.0,Ninnette,M,Waco,2695189.0,5680 powers drive,0.0,O,1-907-100-6458,United States of America,126706.0,690.0,Coventry Health Care
Say403,46.0,5.0,,MN,W,3.0,davita,M,Buffalo,392585.0,17774 applewood rue,4.0,O,1-279-100-2128,United States of America,435365.0,660.0,Winn-Dixie Stores
ang404,62.0,2.0,C,NH,U,3.0,Lilias,M,Providence,3170355.0,2777 durand crescent,3.0,R,1-923-860-0562,United States of America,257974.0,369.0,Pepsi Bottling
lig405,67.0,6.0,,GA,M,3.0,CORILLA,F,Chesapeake,57156.0,8096 northland road,4.0,O,1-990-841-0058,United States of America,145250.0,368.0,Oceaneering International
Sch406,51.0,4.0,C,WY,,0.0,Manuela,F,Austin,237138.0,12880 whittington west,0.0,O,1-192-723-4902,United States of America,340395.0,434.0,Lexmark International
BRA407,49.0,9.0,,Ontario,U,2.0,Lawrence,F,Chattanooga,2960029.0,20917 carlingford crescent,5.0,O,1-018-125-3814,United States of America,121125.0,500.0,WellPoint
Coa408,40.0,1.0,N,IA,M,4.0,NUNTEL,,Vancouver,2645718.0,12397 ingersoll upper,3.0,O,1-585-604-8746,Canada,328766.0,521.0,Capital One Financial
NAR409,59.0,4.0,T,WY,M,0.0,RAMIZ,f,Fort Worth,2500380.0,9818 PEARSON AVENUE,0.0,O,1-897-010-8443,United States of America,223976.0,573.0,Aleris International
cai410,83.0,2.0,,MT,S,3.0,JORDAN,,Irving,,17991 chamberlin way,5.0,O,1-424-251-0934,United States of America,338008.0,474.0,Sentry Insurance Group
hol411,49.0,2.0,,WI,D,3.0,Tedra,M,Sterling Heights,823819.0,3561 hilltop lower,4.0,U,1-769-010-6742,United States of America,36596.0,,Atmos Energy
YED412,22.0,6.0,,British Columbia,D,4.0,Carly,m,Toronto,1279474.0,15129 ROSEMAN UPPER,3.0,R,1-521-013-9070,United States of America,289137.0,702.0,Visteon
GIA413,16.0,7.0,,Quebec,U,1.0,sangman,,Great Falls,1723410.0,16777 stanford avenue,3.0,R,1-793-128-8100,United States of America,454271.0,314.0,Molex
TOO414,71.0,1.0,,OK,M,1.0,Sashenka,M,Charlotte,3099344.0,11790 graves west,1.0,O,1-918-771-5318,United States of America,296199.0,363.0,OfficeMax
Sei415,84.0,10.0,,WI,M,5.0,Kenneth,M,Fairbanks,3268514.0,19931 runyan crescent,1.0,O,1-593-981-3882,Canada,439149.0,467.0,VeraSun Energy
REN416,36.0,6.0,,SD,S,3.0,Kare,M,Fort Wayne,3782981.0,3681 HOLLY KNOLL CRESCENT,0.0,O,1-299-722-3778,United States of America,304065.0,494.0,Oil States International
Sax417,94.0,1.0,,New Brunswick,D,,lani,,Little Rock,103988.0,14290 BARBERRY RUE,4.0,O,1-311-843-6163,United States of America,228020.0,653.0,Ruddick
des418,86.0,3.0,,NV,W,2.0,herschel,m,Glendale,2211238.0,2648 miller street,5.0,R,1-987-774-4255,Canada,158386.0,337.0,Public Storage
KUH419,,0.0,,MS,S,1.0,koen,,Waterbury,1719692.0,6454 kiel upper,5.0,O,1-582-851-4667,United States of America,,701.0,PG&E Corp.
men420,44.0,10.0,A,MT,S,5.0,Idt,,Abilene,1068987.0,18338 bailey park,5.0,O,1-748-807-5619,Canada,334302.0,632.0,Portland General Electric
Ado421,62.0,1.0,F,NE,D,1.0,Ashly,F,Sherbrooke,3841340.0,3624 shelter way,5.0,O,1-668-942-2081,United States of America,461356.0,774.0,Northrop Grumman
SHA422,31.0,2.0,,Quebec,M,3.0,Hadi,m,Bismarck,3119163.0,12267 SPAULDING PARK,3.0,O,1-835-309-0718,United States of America,68100.0,589.0,UGI
mcm423,39.0,7.0,,British Columbia,M,1.0,ITALO,,San Diego,428749.0,11538 KIMBERLEY BOULEVARD,,O,1-029-745-0264,Canada,426915.0,574.0,PC Connection
ver424,32.0,6.0,,OK,S,0.0,NANCY,F,Honolulu,2815691.0,13056 beatty way,1.0,U,1-034-268-2410,United States of America,415992.0,342.0,Alaska Air Group
Bur425,97.0,4.0,,WY,M,4.0,CANDACE,,Baton Rouge,,22787 UNIVERSITY CRESCENT,5.0,O,1-351-767-4357,United States of America,,305.0,Kroger
kau426,84.0,2.0,C,VA,M,2.0,mariaelena,f,Wichita,1842060.0,17027 9TH ROAD,2.0,O,1-220-502-9436,United States of America,152237.0,647.0,Dean Foods
mcc427,37.0,7.0,W,New Brunswick,D,,nathalie,f,Ontario,798572.0,3238 SKILLMAN COURT,5.0,O,1-917-467-8858,United States of America,200548.0,595.0,Flowserve
Ube428,68.0,2.0,P,MD,M,0.0,Tedda,M,St. Johns,1392742.0,22461 MORTON EAST,1.0,O,1-581-355-8837,United States of America,84477.0,426.0,
Sel429,14.0,0.0,O,OH,,4.0,olympie,m,Casper,408801.0,21889 west court,0.0,O,1-902-687-8840,United States of America,4497.0,589.0,Quest Diagnostics
mai430,34.0,9.0,,RI,W,5.0,martha,,Paterson,3118464.0,10724 voss lower,1.0,O,1-018-440-3314,United States of America,118996.0,777.0,Bob Evans Farms
NIS431,52.0,9.0,,LA,U,3.0,VALERIA,f,Buffalo,2876206.0,13653 collier avenue,4.0,O,1-088-562-9127,United States of America,,768.0,FMC Technologies
Hol432,98.0,6.0,,WI,M,5.0,GIANNA,,Lansing,2351716.0,10638 QUENTIN PARK,3.0,O,1-392-708-4577,United States of America,249611.0,505.0,HealthSouth
log433,20.0,2.0,,New Brunswick,,5.0,rickey,,West Valley,524711.0,4139 PACE LOWER,4.0,O,1-871-818-2480,United States of America,198480.0,,Calumet Specialty Products
Fra434,,6.0,,New Brunswick,U,0.0,jennine,,Santa Clara,2574607.0,6795 greenspoint street,0.0,O,1-084-880-2764,United States of America,323601.0,418.0,Sovereign Bancorp
str435,48.0,10.0,,AK,D,2.0,Jerome,M,Wilmington,545131.0,10117 college upper,0.0,O,1-089-951-8709,United States of America,279066.0,729.0,Spansion
pon436,14.0,9.0,O,NV,U,3.0,ROBYN,f,North Las Vegas,2543419.0,21021 winifred south,3.0,O,,United States of America,195110.0,676.0,Valassis Communications
cro437,0.0,8.0,,TN,S,5.0,Enver,F,Vallejo,3500291.0,15330 PAYNE DRIVE,2.0,O,1-307-703-8251,Canada,437319.0,322.0,Dr Pepper Snapple Group
HAR438,70.0,3.0,,RI,W,0.0,Klarika,,Fort Collins,838235.0,14675 kiel west,0.0,O,1-167-782-5615,United States of America,208507.0,608.0,Jabil Circuit
Mat439,47.0,6.0,B,Manitoba,D,4.0,FIMA,M,Nashville,1330041.0,408 johnson ferry avenue,3.0,O,1-995-846-4370,United States of America,398251.0,742.0,Altria Group
Shi440,55.0,9.0,J,LA,M,0.0,Berget,,Charlottetown,1893527.0,11141 waverly south,0.0,U,1-915-835-5972,United States of America,202621.0,706.0,Assurant
LAN441,61.0,5.0,,MT,U,0.0,PULAK,,Austin,1803737.0,9645 hayden boulevard,4.0,,1-961-267-6325,United States of America,33679.0,522.0,Expedia
Pas442,20.0,2.0,Q,AK,U,3.0,Syd,,Riverside,3766589.0,5395 trail lake lane,5.0,U,1-923-688-2626,Canada,439541.0,530.0,American Express
PRO443,67.0,7.0,,Quebec,M,3.0,kaminsky,,Montreal,,14359 commerce west,4.0,O,1-728-690-0207,Canada,78673.0,771.0,Owens-Illinois
mar444,53.0,4.0,,TN,U,3.0,JACKLYN,m,Las Cruces,,14243 river place road,3.0,O,1-662-874-9689,Canada,432392.0,575.0,U.S. Bancorp
san445,90.0,3.0,L,MN,W,1.0,KRYSTN,,Scottsdale,3980032.0,13345 nautilus avenue,5.0,R,1-039-088-4738,United States of America,94915.0,471.0,Coca-Cola
RUD446,46.0,8.0,,MT,M,1.0,Dhanvinder,,Chandler,3241950.0,14984 spaulding boulevard,0.0,O,1-308-666-2754,Canada,395989.0,660.0,Saks
doy447,,,,MN,S,1.0,Cornelis,,Orlando,2433890.0,22189 south upper,2.0,O,1-581-838-9349,United States of America,303420.0,640.0,PSS World Medical
Wie448,16.0,5.0,,WV,S,1.0,JDEREK,f,Anchorage,3625876.0,22089 pelican south,3.0,R,1-815-389-2428,United States of America,316111.0,337.0,Eaton
Kie449,46.0,8.0,,Saskatchewan,M,5.0,Julita,m,Hollywood,744412.0,12804 graves north,,O,1-658-160-2015,United States of America,202658.0,630.0,Western Refining
mor450,2.0,9.0,B,AR,W,3.0,dorthea,f,Moreno Valley,234398.0,926 nolan drive,4.0,,1-028-495-8866,Canada,212833.0,757.0,
Mas451,68.0,9.0,,Ontario,D,0.0,Ulrica,,Tucson,3576329.0,19454 hilltop crescent,,O,1-898-707-7853,Canada,493326.0,847.0,Avis Budget Group
tho452,17.0,0.0,,VT,U,3.0,KARIE,,Modesto,143729.0,4801 spaulding park,0.0,,1-680-532-0074,Canada,51832.0,389.0,Applied Industrial Tech
Sob453,91.0,1.0,,KY,S,1.0,Eadie,F,Biloxi,2710947.0,24674 windchime court,1.0,R,1-098-485-2128,United States of America,498023.0,810.0,Great Plains Energy
CAS454,62.0,4.0,,OK,S,3.0,Kristen,f,Dallas,1054420.0,23168 roxboro way,4.0,R,1-086-133-0355,United States of America,310857.0,791.0,MeadWestvaco
Gab455,71.0,0.0,,CO,M,1.0,suzanna,m,Warwick,604158.0,10168 crystal hills east,2.0,O,1-843-331-7144,United States of America,85788.0,836.0,"Toys ""R"" Us"
SYL456,20.0,7.0,J,Manitoba,U,0.0,Gerrard,,Chattanooga,304729.0,13535 colby avenue,4.0,U,1-734-373-4158,United States of America,,308.0,NVR
Das457,72.0,9.0,,CA,M,1.0,GEER,,Orlando,2629774.0,21292 eaton street,,R,1-712-161-9883,United States of America,376334.0,,Northern Trust Corp.
Chu458,45.0,,,WV,U,3.0,XU,,Manchester,1539610.0,5208 ross lane,0.0,O,1-442-095-8959,United States of America,419994.0,770.0,Graybar Electric
Pap459,38.0,0.0,P,WI,D,4.0,Jirina,F,Inglewood,695204.0,7216 gates avenue,3.0,O,1-485-980-2592,United States of America,164193.0,679.0,MEMC Electronic Materials
skr460,14.0,3.0,J,ME,U,4.0,rafael,,Wilmington,2061858.0,22149 TOPPLE COURT,1.0,R,1-165-490-5909,United States of America,486399.0,495.0,Wesco International
Mia461,23.0,8.0,,WI,D,5.0,jocelin,,Aurora,223131.0,9689 oakmont drive,0.0,O,1-860-066-0638,United States of America,238480.0,479.0,
Jew462,,1.0,,NH,M,4.0,bambie,,Kitchener,267988.0,695 marcus crescent,4.0,U,1-232-974-7178,United States of America,298035.0,838.0,Norfolk Southern
Dar463,62.0,0.0,,DE,U,,Alb,M,Hollywood,914656.0,5391 CLAY WEST,0.0,R,1-379-533-4527,United States of America,74811.0,774.0,CIT Group
Net464,47.0,6.0,,MS,U,1.0,Swact,,Ann Arbor,138885.0,2637 payne lower,4.0,O,1-109-943-5976,United States of America,,443.0,Huntington Bancshares
HIC465,10.0,2.0,,AZ,S,3.0,AYN,,Victoria,3756665.0,8096 northland road,4.0,O,1-016-804-7282,Canada,113676.0,543.0,Cooper Tire & Rubber
Arc466,80.0,4.0,,HI,M,4.0,Chloe,,Kitchener,1253224.0,9078 nealy lower,0.0,O,1-024-357-9663,United States of America,237438.0,559.0,Embarq
Rud467,63.0,1.0,,NM,U,5.0,LAURENE,F,Bridgeport,3978208.0,21477 warren park,1.0,O,1-700-321-4289,United States of America,3050.0,396.0,Harley-Davidson
MOR468,15.0,5.0,,Newfoundland,M,2.0,Natty,,Inglewood,2610979.0,17129 kalani east,3.0,O,1-609-359-7561,United States of America,407509.0,,Pride International
ras469,74.0,9.0,,British Columbia,M,1.0,Annabal,F,Charleston,885854.0,19336 boll drive,4.0,O,1-326-009-9751,United States of America,188569.0,653.0,Old Republic International
Bov470,41.0,0.0,Y,NJ,M,,Florance,,Mount Pearl,130442.0,19778 frostwood drive,2.0,U,1-967-930-9715,United States of America,40764.0,848.0,Mohawk Industries
vel471,63.0,5.0,J,SD,M,2.0,Emer,M,Denver,172409.0,11019 WOODROW WEST,0.0,O,,United States of America,331388.0,709.0,Dole Food
Mit472,,2.0,,NJ,M,2.0,Sally,M,Seattle,1443338.0,4966 westpark south,5.0,O,1-180-205-1719,United States of America,,668.0,Penske Automotive Group
van473,99.0,0.0,,OK,W,1.0,Brier,,Provo,2212253.0,20740 mayfair upper,3.0,O,1-991-584-6106,United States of America,20788.0,351.0,WGL Holdings
Til474,15.0,9.0,,MI,,1.0,TERESE,,St. Paul,1621145.0,16655 VENTURA NORTH,0.0,O,1-740-019-0768,United States of America,193702.0,824.0,News Corp.
Lar475,34.0,6.0,,IL,M,1.0,KRISTINE,F,Mobile,1030748.0,20040 ryder crescent,0.0,R,1-112-406-5452,United States of America,348826.0,624.0,Newell Rubbermaid
tro476,26.0,9.0,,WI,U,2.0,Rick,,Fargo,2099326.0,24313 congress crescent,0.0,U,1-794-515-5519,Canada,447160.0,348.0,SunGard Data Systems
WAI477,84.0,10.0,,KY,S,4.0,doralyn,f,San Buenaventura,725432.0,5980 overton ridge drive,1.0,O,1-810-489-5250,United States of America,,620.0,Aleris International
TOT478,41.0,8.0,,NE,U,4.0,SHINA,,Concord,959416.0,19136 WINNWOOD STREET,0.0,O,1-940-535-8420,Canada,225668.0,809.0,Autodesk
sue479,24.0,10.0,,VT,U,1.0,ARIADNE,M,Boston,3426171.0,18583 granbury street,3.0,O,,United States of America,459394.0,412.0,Bon-Ton Stores
Yau480,,7.0,W,NE,S,5.0,Annice,,Norfolk,2979891.0,24438 cedar springs avenue,0.0,R,1-150-314-8384,United States of America,368744.0,316.0,Equity Residential
Den481,20.0,9.0,E,IL,W,3.0,vmbackup,F,Riverside,1741992.0,23788 linden drive,,R,1-527-891-6106,United States of America,480862.0,692.0,Beazer Homes USA
kot482,37.0,4.0,,NC,,3.0,Petra,M,Rochester,3141622.0,15326 frostwood boulevard,3.0,U,1-121-175-8485,United States of America,178589.0,642.0,Select Medical Holdings
trp483,22.0,1.0,,ND,S,3.0,Tak-wai,F,Baton Rouge,3210202.0,22978 travis west,3.0,R,1-322-259-5626,Canada,154122.0,830.0,Tech Data
Baz484,,6.0,,OR,U,0.0,Ruchi,m,Wilmington,557419.0,16956 BELLWOOD RUE,1.0,O,1-100-380-3680,United States of America,479326.0,692.0,Target
New485,81.0,6.0,,Nova Scotia,U,4.0,Isl,m,Simi Valley,3753669.0,3778 lakeview west,3.0,U,1-798-318-5538,United States of America,353490.0,788.0,Diebold
Row486,51.0,,,CT,W,1.0,Leanora,,Evansville,501768.0,21752 FLYNN CRESCENT,1.0,O,1-344-712-8905,United States of America,345585.0,,Omnicom Group
war487,55.0,10.0,,MI,M,2.0,pamela,f,Rochester,338572.0,9902 altamesa park,4.0,O,1-615-959-4421,United States of America,255989.0,349.0,Fleetwood Enterprises
ELZ488,24.0,4.0,G,KS,S,3.0,Karlene,m,Elizabeth,82808.0,5539 carrington west,0.0,O,1-395-843-4853,United States of America,30460.0,424.0,Watson Pharmaceuticals
jan489,82.0,5.0,,British Columbia,S,5.0,steffie,,St. Paul,2630125.0,15603 MORTON AVENUE,5.0,U,1-383-692-8650,Canada,35034.0,616.0,Discovery Communications
cre490,29.0,9.0,,VA,U,1.0,America,,Elizabeth,,6696 capital lane,4.0,R,1-068-008-8134,United States of America,113707.0,713.0,Coach
hug491,27.0,7.0,,NJ,,5.0,De,,Chandler,616958.0,1689 nolan drive,1.0,O,1-495-940-4436,Canada,409858.0,617.0,MetLife
fee492,38.0,8.0,,IL,S,2.0,Joke,f,Omaha,2467938.0,14362 reilly boulevard,3.0,R,1-651-861-9932,United States of America,461517.0,347.0,Dillard's
Het493,,5.0,T,CT,M,2.0,perri,,Whitehorse,927087.0,13762 silver sage way,3.0,O,1-674-406-0880,United States of America,124103.0,341.0,AGCO
LAB494,54.0,5.0,K,Ontario,W,4.0,Catharina,M,Winnipeg,1666089.0,2097 HARRIS WEST,2.0,O,1-751-193-8798,United States of America,203100.0,553.0,Fannie Mae
Sem495,40.0,6.0,,CO,,5.0,Dalip,,Berkeley,,3934 green ash north,3.0,O,1-231-104-2909,United States of America,20522.0,762.0,Warner Music Group
COP496,81.0,10.0,O,Saskatchewan,U,2.0,JASMIN,,Colorado Springs,3338312.0,2494 tosca road,2.0,O,1-491-041-2580,United States of America,,644.0,Ball
SER497,52.0,9.0,,AL,M,2.0,NIKOLETTA,M,Washington,1146941.0,11293 RICE AVENUE,3.0,O,1-381-499-8556,United States of America,446106.0,,AECOM Technology
Kin498,2.0,0.0,,MO,M,4.0,HILDY,,Hilo,3417623.0,10877 CENTURY CRESCENT,,O,1-544-635-3295,United States of America,45114.0,476.0,Aramark
GUB499,35.0,2.0,,TN,M,1.0,LIAN-HONG,,Winnipeg,2663647.0,2929 north crescent,3.0,O,1-436-565-8622,United States of America,389025.0,692.0,Century Aluminum
WES500,51.0,6.0,N,VT,U,5.0,Dasha,,Lexington,,20992 grassland boulevard,4.0,O,1-237-713-9761,Canada,371860.0,384.0,Sentry Insurance Group
HRU501,24.0,8.0,,KS,S,5.0,FLORINE,f,Inglewood,3518237.0,23999 3rd west,5.0,O,1-950-580-4904,United States of America,110216.0,519.0,Becton Dickinson
Mce502,4.0,9.0,,OK,D,1.0,Renu,f,Raleigh,2491413.0,13904 MAHONIA BOULEVARD,4.0,R,1-790-859-7281,United States of America,375963.0,343.0,Thor Industries
Fab503,,6.0,,CA,M,2.0,Raye,,New York,1747292.0,11528 edwards lane,3.0,O,1-564-581-2354,Canada,90670.0,554.0,Foot Locker
mus504,51.0,7.0,,WY,D,5.0,Thuong,,Richmond,766607.0,10925 MAYFAIR AVENUE,0.0,O,1-126-565-6600,United States of America,458822.0,693.0,Flowserve
Akh505,67.0,0.0,,ID,S,1.0,bernie,m,Hayward,2550326.0,19342 wycliffe park,2.0,R,,United States of America,431213.0,489.0,Big Lots
BLA506,,5.0,,Nova Scotia,S,4.0,TANDI,f,Jersey City,3065726.0,11797 HOWSER COURT,,O,1-650-351-6048,United States of America,397902.0,702.0,
CHA507,40.0,9.0,Q,MD,U,0.0,Wallie,F,Ann Arbor,,4958 YESLER WAY,3.0,O,1-346-684-3754,United States of America,477901.0,764.0,Snap-On
Ker508,16.0,8.0,,OH,,0.0,Karissa,M,Kitchener,1231455.0,18043 watts street,0.0,O,1-759-327-9618,United States of America,147703.0,364.0,Neiman Marcus
Tas509,32.0,,,AZ,M,0.0,Gerta,,Las Vegas,2353700.0,5539 carrington west,5.0,O,1-058-987-3833,United States of America,298828.0,814.0,Biogen Idec
DUL510,74.0,,,SD,U,5.0,fanni,F,Tucson,2390250.0,18517 HULEN LOWER,0.0,O,1-036-511-1895,United States of America,226606.0,651.0,WGL Holdings
Cro511,88.0,10.0,,KY,M,4.0,lilli,m,Halifax,1932141.0,20641 NORTHLAND CRESCENT,5.0,R,1-014-162-4086,United States of America,422094.0,,
TRU512,10.0,4.0,,Nova Scotia,,2.0,Renelle,,Idaho Falls,907688.0,24444 STRASS UPPER,2.0,O,1-398-865-1259,Canada,190333.0,549.0,Sovereign Bancorp
zal513,49.0,10.0,,Prince Edward Island,D,3.0,herbert,,Independence,,8155 STOREYWOOD ROAD,3.0,O,1-105-612-6126,United States of America,272311.0,550.0,Altria Group
MCE514,65.0,5.0,,CA,M,3.0,TERESINA,,Thousand Oaks,2454342.0,12845 tully north,4.0,R,1-910-098-3485,United States of America,314786.0,804.0,Valassis Communications
fli515,20.0,10.0,,SC,M,0.0,Cristian,,Oklahoma City,3769983.0,19878 williams street,3.0,R,,United States of America,180293.0,616.0,Warnaco Group
Bul516,35.0,2.0,B,NM,U,1.0,Femke,,Norfolk,1587898.0,5954 hazard way,1.0,,1-447-531-6947,United States of America,668.0,453.0,Merck
Nap517,99.0,,,WV,W,0.0,Vax,,Cleveland,101620.0,4516 whitman lane,0.0,O,1-037-739-7056,United States of America,237432.0,527.0,Xerox
lop518,62.0,1.0,,PA,M,3.0,gwen,,Rancho Cucamonga,952103.0,24633 REGAL BLUFF LOWER,3.0,O,1-606-351-7202,United States of America,329405.0,709.0,NYSE Euronext
Boc519,5.0,,,CA,S,5.0,Tarah,,Salem,1681238.0,1053 south west,,O,1-283-417-0933,Canada,302949.0,465.0,Exxon Mobil
Afk520,19.0,8.0,H,KY,U,2.0,Envoy,,Wichita,1602794.0,6320 WAGNER DRIVE,4.0,O,1-795-749-2788,United States of America,182243.0,412.0,Dentsply International
lef521,41.0,6.0,D,NV,W,,Freida,,Regina,13330.0,12357 hayes lower,2.0,O,1-723-711-3831,United States of America,201721.0,334.0,
Swi522,8.0,9.0,,AR,M,2.0,KATRINKA,f,Pittsburgh,2641323.0,23148 WILLOWLAKE LOWER,1.0,R,,United States of America,49502.0,634.0,CB Richard Ellis Group
Pee523,71.0,9.0,M,SD,S,0.0,Lu,F,Abilene,3525047.0,22083 crossus lower,5.0,O,1-529-080-3124,United States of America,84071.0,323.0,Starbucks
Rch524,88.0,8.0,,HI,U,2.0,zaneta,,Overland Park,1963830.0,22422 inman way,2.0,R,1-283-966-1620,Canada,248462.0,734.0,US Airways Group
Sat525,88.0,10.0,K,NE,S,2.0,Glennis,,Bismarck,3902828.0,2560 willowlake road,2.0,O,1-827-078-8625,United States of America,362216.0,739.0,DynCorp International
Riz526,52.0,9.0,,WY,S,5.0,Walt,M,Montgomery,1022007.0,22605 deerwood south,5.0,O,1-718-715-3801,Canada,,831.0,Nvidia
Cru527,23.0,0.0,Q,AZ,U,5.0,Kaile,f,Huntsville,3761200.0,24444 STRASS UPPER,5.0,,1-794-769-9566,United States of America,238750.0,607.0,UnitedHealth Group
Pol528,,3.0,,TX,M,3.0,KENNA,,Warwick,793012.0,12906 stanford road,2.0,R,1-715-238-9616,United States of America,,831.0,
Ras529,72.0,9.0,,AL,U,4.0,Lowell,M,Allentown,2652808.0,5052 california lower,2.0,R,1-382-519-9897,Canada,492844.0,678.0,BlackRock
JAM530,61.0,0.0,,OR,M,4.0,Gerardo,,Grand Rapids,1480644.0,12906 STANFORD ROAD,4.0,U,1-224-423-2090,United States of America,11305.0,815.0,Snap-On
Slo531,93.0,3.0,,VA,M,2.0,KATHY,,Calgary,100994.0,11809 carroll north,2.0,O,1-614-791-8498,United States of America,90849.0,788.0,Icahn Enterprises
MOM532,54.0,7.0,,SC,D,2.0,Vivi,,Stockton,2893267.0,16845 boll upper,3.0,O,1-033-589-2168,United States of America,126601.0,759.0,
Gys533,22.0,1.0,W,Newfoundland,U,1.0,Lane,m,Durham,598011.0,24027 spruce rue,0.0,R,1-346-219-9253,United States of America,38075.0,670.0,Men's Wearhouse
Cac534,90.0,1.0,,ID,W,1.0,BALJINDER,,Charlotte,937911.0,1191 highland park lane,3.0,O,1-767-228-3814,Canada,329843.0,757.0,First Horizon National Corp.
HOW535,79.0,10.0,,CT,W,5.0,Yvan,,Cedar Rapids,164701.0,23271 springmaid west,4.0,O,1-705-436-1228,United States of America,281530.0,534.0,CIT Group
Kra536,73.0,2.0,,Nova Scotia,U,3.0,Barbe,,Waco,3713485.0,2203 VALITA BOULEVARD,0.0,O,1-913-763-1929,United States of America,52416.0,601.0,NSTAR
may537,27.0,,A,MA,M,1.0,hor-lam,,Las Vegas,3190886.0,8104 barberry lane,4.0,R,1-988-516-9915,United States of America,18887.0,431.0,SkyWest
Bau538,13.0,5.0,,TN,U,4.0,NALIN,,Philadelphia,3828091.0,6281 trace creek park,1.0,R,1-637-900-3659,Canada,221749.0,713.0,D.R. Horton
MCC539,20.0,9.0,,CA,M,3.0,Ofella,F,Sherbrooke,2196012.0,16667 HARDY SOUTH,2.0,O,1-039-245-7279,Canada,488465.0,669.0,Vought Aircraft Industries
GAR540,,9.0,,AZ,D,3.0,CLOE,M,Cheyenne,688599.0,22609 reagan drive,5.0,O,1-777-844-8481,Canada,425742.0,499.0,Office Depot
Wal541,,3.0,N,IA,U,4.0,Sherrie,F,Houston,374344.0,14808 hudson rue,5.0,O,1-757-436-8653,United States of America,126394.0,786.0,Molex
