prospect_nmbrchldrn,prospect_nmbrcrs,prospect_gncd,prospect_pstlcd,prospect_frstnm,prospect_crdtrtng,prospect_lstnm,prospect_wnrrntflg,prospect_g,prospect_ddrssln1,prospect_ncm,prospect_phn,prospect_ct,prospect_ntwrth,prospect_mrtlstts,prospect_gndr,prospect_mddlntl,prospect_stt,prospect_ddrssln2,prospect_nmbrcrdtcrds,prospect_cntr,prospect_mplr
1.0,0.0,qmb14431,Nggqviv,Rjqdktgmwfubed,716.0,qmbflcilpdzzbgt,U,30.0,Ujlvimjadwxwjqouawtitznmrag,86179.0,1-782-909-7372,Montgomery,2319354.0,S,f,,MI,abvxkwtpptwveiuucymxcpytvecdsiipkybxeuiujhxuivnbbhsqnbvrelakybfauhshhsjl,8.0,United States of America,Ryland Group
5.0,5.0,Sbq14432,umpbsbcsu,Hmrhzhheszchvodpgfpvbheckusasa,632.0,Sbqcddqnsptuvbvvut,,83.0,Tjujxizoqyqtarpjktlhdjtqnxrpbracvweigujooggjjx,287461.0,1-738-725-7861,Inglewood,3118808.0,S,,,Saskatchewan,Vkfqwfqrjogvhfubgfrpgsffrqofgbsxpvjfipcklakutasekvllihjbe,3.0,United States of America,Sears Holdings
2.0,5.0,Lkd14433,Rbnrsxrdjxl,Gdlfvcikntlvknkjudwdh,714.0,Lkdra,O,35.0,Bagtxjbqjonabpbsrnalamwukfvihopwtvsuwqkhafayzgvxhlkxgqcgazfjsqtjqutrcplphzcfh,42412.0,1-561-107-8245,Montreal,1543509.0,,,,Newfoundland,ktcegsmrqxqiivlgpyhppjdzxsdkgzsnhptxuu,1.0,United States of America,Wells Fargo
3.0,0.0,XIR14434,Qetxzvwpoxdj,hkslklcunlg,349.0,XIRBJIY,O,92.0,Vvjjk,,1-913-263-2152,Montgomery,1884351.0,W,m,,NE,Fwxqjgfyawdcush,6.0,United States of America,Simon Property Group
5.0,0.0,Mxh14435,Roass,vwvbnwasehgjfwmotumkc,371.0,Mxhjymy,O,99.0,Gutmrwkudnxpuhvriodsvfaxvqjqsunmslpibgjloznjmzgedeaiihhmykb,417262.0,1-700-227-1446,Columbus,1349046.0,M,m,R,NH,Imwrdkxnvddkldoetucsqiaacqjkvcmaoaqlkgyojlhxslmgbnetrbgksmrf,5.0,United States of America,WABCO Holdings
5.0,0.0,Axx14436,Nlbodeyu,lcmyppmkdbw,783.0,Axxipnohfkmzmkls,O,5.0,OYIBXTYIMLSOLM,250564.0,1-286-589-8348,Worcester,2538814.0,M,,,AL,zrwvjtpodpnmklntvkprcnjjszqvmxzzjtwtydscglfgajkllngpvwtqgkvzyktnej,3.0,Canada,EOG Resources
4.0,2.0,mse14437,dxpgiug,Hluejgqolk,568.0,msetkyktzcuasu,O,64.0,ZEQRKZKLPWIQFCSYEWWPYMMVKWKA,288437.0,1-718-382-5659,Casper,1268025.0,M,,,Nova Scotia,Imllncoiykgffajmjxahbjnscvwalvimdgxnhcnb,3.0,United States of America,National Oilwell Varco
1.0,5.0,Kcv14438,Psysvn,Slvwcu,638.0,Kcvkpk,O,42.0,Mtzewzrbzpaqfmcdomalcelldud,70733.0,1-891-409-7907,Colorado Springs,3805064.0,M,,,IN,,9.0,United States of America,Quanta Services
2.0,3.0,Zwh14439,Wypyjcezjk,Jzekunduf,543.0,Zwhhaxowgultav,R,19.0,Hrhlhzlcalccrzxqkebeknmjnyajkzlbwclbxfedirnedatlalpxxrkljjxnb,283983.0,1-035-434-6786,Montpelier,2872318.0,M,f,s,MS,Khfaxzptexyacgyuwtqrcewdstuxqoujtcasknli,2.0,Canada,Johnson & Johnson
4.0,,ucf14440,gvrrmlyfmjnd,Spzdudrvzvwyewujwm,610.0,ucfbzomhraajbsm,O,20.0,nztkxeqlqqxejifjlshaccdrghcabhfgcusok,437550.0,1-162-512-9416,Lincoln,3571944.0,M,,l,IA,zilgpndcuhagigkvtrloiwpjqebvs,,United States of America,IAC/InterActiveCorp
0.0,1.0,ujr14441,Rpyisz,Ciwjwcitrkqmaa,596.0,ujrntfiwnqsclogcnfjfpk,O,99.0,UIXKPVCQNNSLSCMNAINUWLYQKFURWRNEQPBVBNFRUSYDRLOCAYS,138058.0,1-221-647-3564,Yellow Knife,971491.0,M,M,d,KY,Dtoeretbyatelinoqqbefhpgszenva,0.0,United States of America,Waste Management
0.0,0.0,Mxn14442,Juzsisa,Zvozbo,660.0,Mxnantaggkwttcfcjg,U,46.0,Yqukhhcputgntidthugwy,167207.0,1-613-155-4348,Provo,2566618.0,M,M,,AK,Cgjvbkvqfdbwxbpcuuhqnraj,3.0,United States of America,Interstate Bakeries
3.0,1.0,CME14443,wnslfkov,DQJPVADSFCIKOG,829.0,CMEULDSRRXDADWLXLJIUBOKQBTCK,O,42.0,Jxtofcibjglhovsgqvbmsqprrerydpnwjvoyxjtluseqgjiellhmoyppaotjxptfzuxf,63401.0,1-971-553-0450,St. Catharines,1217027.0,U,,,AR,eqqigshaaaerfegfdkisdsoepbjcfsckuiwrjffhcokqeshkplwiqefwctqcapaerszcrykrqqkbalfh,1.0,United States of America,T. Rowe Price
1.0,2.0,Nvi14444,FCTTYNOV,PNETSKMI,353.0,Nvizs,R,100.0,ygolrlkqrrnwfpxxkqifmngegqpwrlvlenhgxlwgdlugqhpqkhzdemqiflasszmxhxbgokplplqlw,125871.0,1-815-598-1025,Great Falls,1305914.0,D,M,,MS,Mgxkkyhhdzgjlacgapybwngakhsiuckzvakmtobgmhmtifzgxflhqcillcbowkxmom,3.0,United States of America,Lincoln National
5.0,0.0,Qde14445,RKHIRFEKO,Kbhyjdhzfbcm,467.0,Qdelirbqzvmznytwkw,O,71.0,Tnbislmjrjmjscnmgrohglgqubadwowz,498551.0,1-243-035-3005,Minneapolis,610123.0,M,,f,IN,Quact,0.0,Canada,General Cable
5.0,2.0,Sos14446,Evpis,WZVKGTMDUHYQERIR,652.0,Sosbtwmc,O,19.0,SLMVUKPGHOBKWYZRQQBAIJGNQMMAXTLEIWBVTEFGFZUWQPNRGIVQPAJBMPDXKUIE,349969.0,1-883-782-2111,Idaho Falls,2252668.0,U,,,NE,Hxuczpcxwwmidmjjykhevyglajnaclmxrtgmacjkhibrieoitnrmiqolwflcogyfndcgehsawuoo,7.0,United States of America,CB Richard Ellis Group
3.0,1.0,mkl14447,YQXGW,Arlvypcrpycmtsrtf,395.0,mkljkbvkjcnffbkopkufzeetfk,O,26.0,Ezqcsdmmjjtmssidsdxxxqlrjdbmfaysxoemtmxmjyrdr,86109.0,1-411-059-2120,Fayetteville,1308313.0,U,,,TX,Gyyosdhlgpltomuolheyntwrmuhmkjnjinaiwmozyftonps,9.0,Canada,Abercrombie & Fitch
4.0,2.0,HON14448,Xjxerqkgebes,Weqszevyqsrddsvjbtnum,703.0,HONFMJXIBIPHLP,O,72.0,Pusffierahrlewzrbvdsjvmbqgpx,265194.0,1-691-712-2251,Huntington Beach,2060402.0,S,,e,NV,Adgqhlgdxwmewhftibewcdvsvyduvjjheqevzpkttqtqisblicibzkdgahxansxjklztxunbjlgbzzxt,,United States of America,Rite Aid
1.0,,SSY14449,Dgacjqxu,Pbcvvleqkwetfhxmagefdy,,SSYKMCBIXSFGM,U,3.0,Dxjkqsvxonmgvwhxupraacxlkycrujne,41052.0,1-567-456-2694,Spokane,1618891.0,W,f,,HI,,7.0,United States of America,Verso Paper
4.0,3.0,qdr14450,Rhzfkfskfxz,Nydxgphvbbbijrjvd,730.0,qdrgkccdboldmrcgjlam,O,8.0,Xdxmfrzkyporrodyxnxpobglunvhfkoffgaabckqjuzdwgcssfpyeq,121978.0,1-639-197-5305,Springfield,,U,M,,Manitoba,SPTFJXLSLORLBYALOCVBVAPQSLPXDRPDAXBOURTQXZKGVNRXJIDZLDNGCOSMMEXUWDBPZLUTLC,9.0,United States of America,General Electric
3.0,3.0,Vlu14451,AVIJZIJOUPC,DNODUXPMFMQQCIGEC,483.0,Vluclkrreuvjtjuorgtfmtgpfpdrw,O,28.0,Iqebsaqjqraglzdhneljvbzjnphqghfljvyepeugygid,17419.0,1-076-221-7493,Amarillo,904017.0,S,,M,TN,NSDIRQPWFFNYQQVCIQOMWSGTEFGWJMAMXFGBVLUXOQAOHMSQSXMILEXBGBD,9.0,United States of America,M&F Worldwide
5.0,5.0,Fcd14452,Jfhiktswvzk,cnejlorimvnzmyms,670.0,Fcdzrqmkqx,O,88.0,jkxspmnnbkipasfsaxprkmosnbibkjaecraslnfhfnqmmcbztpevdxoyrwrwxjduyxjbu,48689.0,1-375-088-5573,Tucson,1802901.0,S,F,N,SD,Yzhtdknxsvfefazafeoydxbeodts,1.0,,Dominion Resources
4.0,4.0,Enb14453,MZZXTWZ,EZRPVJGUXUMJCBLSBIFX,655.0,Enbogayqatmsfuindrvikdigriiwq,O,46.0,DMJBHRMLFDQMEPLPLWOSEOXYLOFOFXJ,354222.0,1-374-365-7710,Windsor,2669015.0,S,,,KS,Dpqsdsixwgjiemloqscqyumbufcoasixd,8.0,United States of America,
3.0,0.0,Gxu14454,JTVKTWAWOUJ,Iwbmysodmcasrhfnhsjpmbapcdutsk,429.0,Gxubcsvezdnqecbgywz,R,81.0,SKQHIPDHOXKRSNFOFUDAYHRZZRUVYJXBCAOERRPWT,55393.0,1-891-062-6875,Lafayette,3398747.0,M,,,British Columbia,Zrsehlsvxtfvktsifntzjjjhmktzkrlv,7.0,United States of America,Live Nation
4.0,4.0,Cog14455,,GJNOBKFIOBVGCTBLMHKMCCKRUGIY,455.0,Cogyucryganrqvcftlmxsfkqfjxl,O,56.0,ehxerwgoroolurtixtcunwtezrqqblpwmiqidxxhjlrmjgyvwnpyhoibhnzfwmjahwgmkumxs,223509.0,1-637-981-6496,Pembroke Pines,163753.0,S,m,,AZ,Kejsvmojzqjktbpmydpdibectvfxcxohcmsiurqjhtwrocpqcs,5.0,,Duke Energy
5.0,1.0,xal14456,Dftzxqodw,Litmccqvqa,774.0,xalwhqmkactlasuvoplfjbnxy,O,12.0,OQXNOZTFBVWNLEWYKGWGHAEYDUMKV,284900.0,1-403-836-7724,El Paso,488537.0,,f,,New Brunswick,Gliraiwywvxemfcwzjipjffjmxvnhbeipsfxjkrpmnlzolfvnddka,8.0,United States of America,Mirant
1.0,4.0,Tyb14457,ZKMCGKACWK,Omkwxaabroi,732.0,Tybcqoitfjpl,O,64.0,Cpppngwcfnvsrtphcnv,74961.0,1-847-812-8261,Philadelphia,3636410.0,,o,b,WY,YKWUAPODXVXHNRTONGNHKDZCBKIZOCHVOUWILBKCBBBXKQKCCUQK,0.0,United States of America,Targa Resources
3.0,4.0,Dtv14458,ctxcor,pgusso,745.0,Dtvfmyetjujxgdzizfgm,O,56.0,Ywcqapbztxbu,5276.0,1-715-702-2852,St. Louis,411833.0,M,,,FL,Uepvopgdoxsdjkggzivablfgnactebhdtudusrajcpnnwztgogaoza,10.0,United States of America,Alpha Natural Resources
0.0,1.0,Iwl14459,Fmngjq,IQBNFZLUSDBJCFDCEOQGOCMM,567.0,Iwltpyultvylytngcaftt,O,64.0,ugagqwfogfwmzsgbgiwhnymoxwkquazqgznwittsexqunxlfewvbqjnnbjpiaqwqogvqksdsgt,479377.0,1-451-177-5272,Billings,1763531.0,M,F,,NE,NKWGKQOBOLEQOPOWADHOVPGSGKEKNYVDZKZ,10.0,,El Paso
1.0,5.0,Jwj14460,,RWVBHSABCWXM,424.0,Jwjbgguqykp,O,67.0,QPICSUHAJTNHGY,88670.0,1-764-551-0682,Stamford,791553.0,U,m,,TX,Jurvscltbzpgqkxzzcencchlltfonqtk,4.0,United States of America,Fiserv
5.0,4.0,UTN14461,wffvbjius,gchjqqustxauyohktuuxuafnk,435.0,UTNMQ,O,,xgerwfcfevbxzvkewcnxoiacogxxeglrtjcmu,354931.0,1-758-482-3030,Alexandria,521350.0,M,,F,WA,Qkkuofttqunvtbkozmnbygglreqvdaltyqnzfvqccfprgfbujfoousvnwlmvkoemnzq,4.0,United States of America,
4.0,4.0,Itv14462,FYBWBFEK,Yodnuanowfcrmewcqu,624.0,Itvdqqojllchhbikpyrjlfodzdrf,O,66.0,Qbinwwmynshdzayhqaxapweaesmokkpovtbmsldjbucrmqsawreiusctkwljanouakmyzmjdfjhu,70039.0,,Phoenix,1897562.0,M,,,CO,wveybaprqp,8.0,Canada,Centene
5.0,4.0,Vui14463,Hbxtz,PHJQGPMLBRJBWTJQGCCGHHENHTGTA,793.0,Vuinsuqanlpcno,O,75.0,ZFBWTGIMMGORSICIBHWTWONNTPCSXQFBPKKURXYFMJKSBULZZRWUHJUSNFSTJLTBBNGWYWJOASVFZVU,358680.0,1-210-543-7680,Tucson,2653160.0,,,,Prince Edward Island,Occxvrclqyplcmolnrnwcwzvswqdpdeptevwjdydphgbpjlactnrelp,10.0,,Cigna
2.0,5.0,ZZQ14464,ZESFP,njvvgkojjqvitstqwcoslnmshvobri,422.0,ZZQRUGNKALMQTLVIUQFEAC,R,,Spbtmqtqnbxdwetkijfsujdwlzqohtkzin,427383.0,1-585-155-2674,St. Catharines,1871167.0,M,M,Y,NM,DGXVYWDLBLDJPPNVGADOLMXPKOPIGBKDGRZNOCHHTRIYMUGIYEFTTQRBGTDETGA,2.0,United States of America,Graham Packaging
5.0,4.0,tin14465,Aqiyq,NCNLXWJARPEQFVCUCBMZLLWB,651.0,tingawgb,,75.0,IHVFDRLKEDADKNPVKCVNLTQGAWZEZQVPYROXGLAYRXS,123934.0,1-059-718-3004,Edmonton,1252400.0,U,m,o,IL,stdoiobrdcctbbfnrzcx,5.0,United States of America,BorgWarner
0.0,2.0,xqv14466,Ihhwndi,Zajjszfkkvvcayi,396.0,xqvkqhusesleqeumrxcj,O,60.0,Xhwddkjgcwskjaniwodzlyyvxainhlxpeicvrhaqwjrugkhelkhbvigeixyqzflgj,249341.0,,Huntsville,816991.0,,m,,GA,Tpphmzolinziixpomqkplxctpifxppkccehqddlcowfqgyfphh,4.0,,Celanese
2.0,1.0,rni14467,Qhvvdos,Fxzwtgeojmnqmpcivqtcza,579.0,rnionhflcvhvdnmclsrhfwgfejhz,R,71.0,MQVANFNRCMYJWZIYQCMWARYYXBAGCTAPCJMGLPYSLPEBOPRCYUJMMX,380815.0,1-102-757-0838,Houston,,M,,N,IA,Wrclchvelyjkgmdxfqdxmmtsfcughlgnqgopwu,,United States of America,New York Life Insurance
1.0,2.0,Prh14468,Xxpvxgtjsfom,ccowhzegfqmrcsqqukbwk,791.0,Prhptlkqselgmevlrxdektb,O,0.0,HMXMJOIRV,362776.0,1-383-110-7480,Seattle,3555255.0,S,,,HI,,8.0,Canada,Harris
3.0,0.0,Ile14469,Wifmsd,RCRIKRLCXIVEINIZIQYC,334.0,Ilehzgiknxudrqkgcvxcqckkau,O,34.0,CJVXRLWXNYMDAQUEPYCMXOSXOKSNYEGGY,143642.0,1-089-358-9865,Columbia,,S,,C,AK,jhwtdhaltixkguafjpwemxxmftx,1.0,United States of America,Alliant Techsystems
0.0,5.0,Mja14470,dswpq,Lwasvrwpmzpttommrwofuudlquxjat,750.0,Mjajjh,O,66.0,Wcvycdatlvvoauiaefuunioulehsmlbdhimadxuhzguqcdrlejnzfgspttskporoh,271725.0,1-377-233-4573,Santa Fe,1419266.0,U,f,,VT,NMBIMLDRXKJDHGF,2.0,United States of America,International Paper
2.0,4.0,Pre14471,Aowmdo,Aspezywtzqgejaeogf,406.0,Prebrmbizkxtzxjrszyosxvkrhxhey,R,99.0,Wdagwvqsnjejcleldjwrqzubesitfpklgdvsyhqytysbctbylevgffugkfufptbpafqycvpjwb,374370.0,1-249-854-8212,Fargo,1164625.0,S,,M,Saskatchewan,Eugfbhbrwkxyfehilcexlhpzgpdvozavas,8.0,Canada,Realogy
2.0,,Xfb14472,ihthdmyfpkj,Uydoacfalo,772.0,Xfbevvds,,0.0,HIZFPBOUEUSKWKMGMRVZTNOBPCLBIKORRLHSCXOSAXNTRN,416072.0,1-032-980-9224,Dawson City,1743856.0,M,F,u,HI,Flarjgmtkvmrbaolvopfaxfdufgqxhxawfexiqivodstnxydheahtlwjtg,10.0,United States of America,Oil States International
5.0,2.0,Ydg14473,krjoc,Czytsqduf,378.0,Ydgemdlylgjwqxcgygwfrlrshdu,O,27.0,Ttubeurlahnpoetiueyqowbrfknzanrqshroexbsgpdyneisakosoy,116279.0,1-885-916-2845,Oshawa,3418656.0,U,,,VA,zfcxivnepvdobukmomgaczlccuvkdcgjprwoiuqsoafmafovttqlggrsunxsashy,7.0,United States of America,Visteon
3.0,0.0,Xre14474,pexnn,HFKLWWLTQKZRORLHUCXZLWRE,491.0,Xrekmnjdswgxhjgjnkdluthzcm,O,36.0,Lmlxabndgcwijfgji,458526.0,1-374-642-5525,Stamford,,U,,R,UT,DDIYLFFVMFQOBLSPVBEMJOVICHHZBWAGPVCGIWA,4.0,United States of America,Oracle
,0.0,AAJ14475,Oejeucqipqgc,Rndqzsbgowgrazehbomxudvnw,405.0,AAJDGPVXDBQLMJIY,O,7.0,Gysscy,471685.0,1-495-350-8705,Indianapolis,1930483.0,D,,,Saskatchewan,QEWACSKQJRGVDHNVAWXGYHLGGVPKXRDLEUYANCFDQWBKQCTGPJQCSMCWUXQVGANFMAVRMSQGCR,7.0,United States of America,Peabody Energy
5.0,1.0,Kal14476,Thzkmf,Nkqddeouwnmbhzuxeungxqgo,321.0,Kalto,O,74.0,Hanjijcqvigzmaxidvhgjrmbfuqdvpyxwmfkjtapcjnraaqzuckmcjghboiogbjdpa,131854.0,1-140-996-3646,Tulsa,1880154.0,S,M,X,SD,VOVQAGHGQWXKOJHAJCIMZECO,10.0,Canada,Apple
4.0,2.0,YUK14477,LXPIHI,Xbszomnmzrrjfjwcpsiuaplxi,824.0,YUKCDOHMCOGQWRW,O,,ELUKHKMSDDVRJDTHEAFIJCXTJUCWAPMLQGKCIVMETTCPSJOIMCNBKTXFJQ,76171.0,1-555-431-6450,Cleveland,253935.0,D,,k,VA,Riyqfovtcqbkbcglvoq,4.0,United States of America,Genworth Financial
,0.0,qpd14478,YKZQHO,dzrzslopunrjtklxktfdfpgrrt,336.0,qpdgkbtxnwpva,O,57.0,KCZCWGP,243098.0,1-480-449-7112,Oceanside,,M,,y,AL,yurpzjnziltp,0.0,United States of America,Cooper-Standard Holdings
0.0,3.0,Wcx14479,Tnlchpfh,gywfywhtutzcyekutl,805.0,Wcxiaulfyusskivvblrizhgshok,R,44.0,DTHJJACYSW,413057.0,1-581-911-8396,Hampton,2840893.0,S,m,u,WI,Irfjxgfrpvsigjprrwtrgystbxuqctbkmuvhkicjpcxlgjj,6.0,Canada,Amgen
0.0,3.0,WHV14480,QHHXPXSFV,Jsptnfuwprjzwimwbiyomxahs,517.0,WHVCUVOSLK,O,29.0,Tulfqhuzwddlqqpfenvdeeaxtkodbfzidcmohzwdrzzoqkh,243995.0,1-798-096-2120,Chula Vista,3200032.0,D,m,,CT,MHUDWUPU,8.0,United States of America,Superior Energy Services
3.0,5.0,Mbx14481,,pajejbqyivvmgvbcyudph,563.0,Mbxcznosetaskvcnexezhwp,O,37.0,URJSXELEFMBAUUEDSQAJHASYCYKT,408400.0,1-475-510-1986,El Monte,,M,m,,MO,ohqwqohjgugnjdupkfbkkqwlljplnvpadmynoiz,9.0,United States of America,Macy's
1.0,1.0,Wnk14482,borbwhna,Ndzvlkfnskfqb,359.0,Wnkkcshpvjxsyfauqghpqdibibe,O,26.0,Nakrmrwqrxsornzcjeeijiwu,41597.0,1-721-892-8505,Oceanside,571074.0,D,,,IA,Czqixtuwkqedlvpxukz,1.0,United States of America,Humana
2.0,5.0,PJF14483,,fclnueueehenfxfsdfmnp,694.0,PJFRZRPTKXKCSIAVOSHBFPTRJGJW,O,42.0,pozfgbynhxmapnlteqffzrcuuhaczxphkdbvjemmgyskrwfh,425519.0,1-405-899-6586,Chandler,2141763.0,S,,X,NM,,0.0,Canada,Crown Holdings
3.0,2.0,Jjd14484,RXBFW,lvokmjbyovokifokhsmvincmccmds,514.0,Jjdexaxdysxzrmhrgxxfbuobqpwpji,O,45.0,cqzhgmjsadgwvrzyudtgqncbmpagrceuncnahmqeigbdn,237324.0,1-616-400-5678,Shreveport,1082537.0,U,,h,MI,Udqvncnkjchsbaybb,5.0,United States of America,
4.0,1.0,Swq14485,Uymbneeknn,XMYDH,,Swqgffu,O,63.0,Lrpkdjtepqvnavpkqxnuexhrhhnnnbwiy,226776.0,1-958-754-1358,Waco,3277081.0,,f,,Ontario,Ngwyyvdxymzoqhqvedizpsawclurwri,7.0,United States of America,Michaels Stores
3.0,3.0,PKK14486,lidleklu,btvjlgyjwbwodpvhpavjlkmsihpidx,330.0,PKKRVUPJGCDUIBB,O,86.0,Arrafqoxgfblpimfycomurvcbsdoonblvmhirppgkuf,,1-275-197-4914,Ontario,2374891.0,S,,,ID,Yjwmivikngibgwylpp,,United States of America,Beckman Coulter
,2.0,XQS14487,Hvdblkmiz,tbcrqkhbepeo,,XQSMYSNIKPHYETQBTSXDWWP,U,64.0,Sxewcfdzhuggazgoxbskqeujonnfvhsoq,265614.0,1-119-761-2402,Arlington,,M,m,,NV,ZFTWNECREUAJGTMVJMZHWVJGDZIGWKNTTTFWZTIPDABMDHSFA,10.0,United States of America,Northwestern Mutual
3.0,5.0,UTA14488,RYIQJEBAHAI,Fbxmrcngb,372.0,UTAKNTIRHRBVOSPWAMOFIK,O,16.0,Pqtryxjpsaxnvnqgeoxzdwqievdcrigx,360557.0,1-508-754-1149,Wichita,,D,F,,KY,ZIQCMJEGOPZFZTZJJDVUHJRQSACCSERHPQANGWVALKFKWEOIZFRKLVYEYHFNUZAXBAUCJNEILSHSO,4.0,United States of America,Enterprise GP Holdings
1.0,,Wqz14489,pymbqqkh,Nrxdc,805.0,Wqzppkzwmbpmdl,O,65.0,TKWFLZUERJMYBYPHBQAEQYSDSFZSGUHIXMSBOSOFDAMMQSZUDTPUHGVOAKOZZSJX,459024.0,1-471-763-1300,Hialeah,2848806.0,, ,A,Nova Scotia,Eyrhsvemasuwupsaylkvyodarboymjuvdlaznfbynlkxrafawzhtqlhlkjtyxgymuqphlatrf,1.0,United States of America,Duke Energy
2.0,1.0,Nhr14490,KYEENLVKV,wxeiujmsjw,625.0,Nhrtiipurvdaowqvlcsedszrxf,O,27.0,Ewzjqevrbye,243638.0,1-485-318-3398,Grand Rapids,3675843.0,S,,A,OR,whmlcbmxjzmsmakncjxrginaprkyjpaprxlcxihghcjqqahtkbci,2.0,United States of America,Albemarle
0.0,3.0,New14491,YLNLWPTIMD,Kjaxjxtktvuefqajckbgprwastc,507.0,Newrnsouxaplsqebohywfmurv,O,88.0,bubrt,480984.0,1-696-845-8177,Santa Rosa,2685502.0,W,,,MI,Oedewceldvkmowqdogcckfd,10.0,United States of America,MGIC Investment
0.0,5.0,gke14492,MYQFNY,rqlmzbmdgecytzcljzymntdqnvzl,772.0,gkecxjekhxwehocspp,O,61.0,Epopcblldjwnudnnawpgfazzpgvkisknysolsuwqbjhrbgtbkmxmzirkchdeqkxpkcbt,60955.0,,Manchester,1858431.0,M,,B,WV,Nhimlvkwvkeffmmxfwrkuwlkqyfloj,4.0,United States of America,US Airways Group
,3.0,Sph14493,XIFPXL,ISQMJGSYPDZINRHILBRY,763.0,Sphfmigzsilvsu,O,35.0,Ksymimuxdquiwjkbydrkmdfrciafhmgkszrh,239794.0,1-412-770-2744,Ontario,905791.0,W,,s,OR,GMMDRPNQPCDCXMXHERYIDXMCZPGLWDNTKCSQPTJGJTZPKQECUIBTDJORCNJHQQHVALTSSMPK,8.0,United States of America,Conseco
2.0,5.0,AQL14494,Luvpnnbpjajv,BEFUDRTSCRINTMF,509.0,AQLAOXKULXWRLA,O,88.0,Ssfei,,,London,3000893.0,U,,,DE,MIOCQFTEGIQHFNALDUVFGHSZNKJECOI,3.0,United States of America,Amkor Technology
0.0,0.0,Kor14495,onrugbcru,gfjcbdhvc,421.0,Kordcnvfn,R,6.0,nwbrhbbwffjjclxwjabcdddgyohnpsg,254694.0,1-962-989-9406,New York,3823039.0,M,F,f,VT,Kqpnnv,3.0,,Pfizer
4.0,3.0,ahb14496,sgkxxal,srlkikdnessgpuccxapbmstizx,406.0,ahbagetltrgndorinamemuuphypb,O,73.0,Qbujslaoms,59146.0,1-695-753-7206,Inglewood,88168.0,M,m,,British Columbia,Wgwcwjnbplrurykunrwkyhkmvhnnpkdp,3.0,Canada,EOG Resources
2.0,4.0,DRO14497,Fklhzebdnbds,Vzzxjgv,478.0,DROKKVFJZ,O,80.0,NHQWXVHTOGOFUJSHJJXQSOPUZWEOVNEMBJBZEDNADFZEGGEKURR,215562.0,1-601-167-0396,Pittsburgh,3452167.0,M,,,VA,Yzvwaizpkvwtjlujowxdiplulsds,7.0,Canada,Patterson
1.0,3.0,ehm14498,,Lxaaawsqwexchfekhtebcufipyt,462.0,ehmsjlojybystyuv,O,41.0,Ixpnvwdmrdkwytnsenntjejtngrpxjswdojqndflxj,451412.0,1-299-718-9385,Dallas,336136.0,U,,n,KY,ZKKOXPVFEIZYWTM,10.0,United States of America,Mutual of America Life
4.0,5.0,Xpn14499,gvjut,Htumblwncskywpnvjynyw,659.0,Xpntxxfsafzmqrelnel,O,4.0,Rwwsyemglxhyudgbamgzphrxrzfeslolnzgogeyjiasqygigpijj,14910.0,1-081-456-8984,Berkeley,1751498.0,D,,,New Brunswick,XHGIFJEKFUIFRLREUQBATAWFEORKWVPSEEPIZFSKDRSQKIRXQMVXUPBLRTRGACZO,,United States of America,CVS Caremark
3.0,3.0,YED14500,ohrpuntnwtyi,Evhrptgkdgmqvrvocnmwyrqx,767.0,YEDPTJXOZMFHZOK,R,51.0,Antptpwhdlvpnlhuoedcisvtngnkwxvtpijuffzwbcjfomiueynrrpksf,58250.0,1-026-529-2299,Cheyenne,2650647.0,M,f,,UT,Nvsvw,8.0,United States of America,Phillips-Van Heusen
5.0,4.0,ZZC14501,Kgopfckr,EEWLYJKTAQNOMFITHWG,651.0,ZZCDISBVWTKZTAXYBTYFRQA,R,73.0,Fmhpuigontdndejmcdpcshssgrthwyrvcxbthhtugryvdjfwlqnhoumhghrcduyngkigavupddlw,467305.0,1-861-925-0478,Indianapolis,2837096.0,M,M,,Alberta,Rabpdgwleuzhdlhxj,6.0,United States of America,Blockbuster
4.0,4.0,Bxv14502,xwcqzf,vbxhy,779.0,Bxvpshymihr,O,3.0,,72294.0,1-927-730-1870,Boston,1169290.0,S,M,b,MD,FGAIWMIHVHHTWLOJSMDSNSZOQNUAKHQVVDMVMUFMOSZEBPURSSDOBRICV,6.0,United States of America,Mutual of America Life
0.0,2.0,Xdq14503,Mlpiqf,wcnnhbfklybx,839.0,Xdqziwckgovnxbdgcscxhtnnhndwno,O,45.0,Etlxlzydnnglmabidxomikcknmthrwxaxqnmwfdmjeqrvknuevwlkpjfjfdntabssixrsu,101300.0,1-074-354-6418,Pembroke Pines,3745754.0,S,,B,Manitoba,Llyifoyftaqiujhffrkwuchsshbncqosrnutequfesuoltecndvxjhntgv,2.0,Canada,Ferrellgas Partners
0.0,2.0,Xwg14504,eksqfcvm,okyrqxt,463.0,Xwgnbzyxdkpjgzbvib,O,18.0,LIRBNEOLUJBTTKIQRNBA,469510.0,1-443-225-9340,Los Angeles,3171017.0,M,f,,AR,Ibyggxmywhkqoppadrpyeqmwnvfinwdtylcpanxlknuuegxtampgggbctubqbcqgoxppswpgyiwdtmy,9.0,,Thrivent Financial
2.0,3.0,Qfa14505,Ayktkdrqmvk,Hyxpdvinboyckmjnaqyibsdi,666.0,Qfaiantshy,O,96.0,Yazbzbjaskrbcu,439495.0,1-769-078-2839,Montgomery,2325401.0,S,,,WY,egtrgdrzhobji,,Canada,Adams Resources & Energy
