prospect_mddlntl,prospect_ntwrth,prospect_mplr,prospect_ddrssln1,prospect_phn,prospect_cntr,prospect_crdtrtng,prospect_ddrssln2,prospect_pstlcd,prospect_lstnm,prospect_ncm,prospect_stt,prospect_wnrrntflg,prospect_ct,prospect_mrtlstts,prospect_nmbrcrs,prospect_g,prospect_gndr,prospect_frstnm,prospect_gncd,prospect_nmbrchldrn,prospect_nmbrcrdtcrds
,3615643.0,Unisys,ayclvzoxahbraplmxwgnnoebygpiqilddfqvdiyaqngqdxkbptmbewcfwnzfi,1-808-977-5202,,526.0,Thfypznnwxquqgdzffteotgvmorwsfcdrxtfxyxhyscjkydfhptckmvrgsggfwfpjvsgnpexeemxto,trewkcvqnr,Ucdmqfqihngftfynunrjjseifxji,208048.0,VA,O,Portland,U,3.0,49.0,F,YALFFLGZFH,Ucd12580,0.0,5.0
,1669939.0,Lear,Skfjmopgfyizrpddmxcmsxvb,1-984-443-7171,United States of America,515.0,EVVQRHERQKUPENVPUYNMBDYHJGZISBMVSNCYJNADQARBIQMP,Lwcethju,Ydxfdzwztbadzf,251378.0,British Columbia,O,Mobile,,5.0,82.0,f,EXULUBBPTT,Ydx12581,,4.0
,3237041.0,Cablevision Systems,EHRRYIZMOBGCSMCLDFCSRESBYCGVKVOTDRKKPFOAOZTFJIQFBQUNICVFGKHSFTZCWFBUJ,1-724-782-2985,United States of America,,Uyrctkjoptnkgwngygorubvybgxdwjwfgmkmkrzkwrrmqhtaqyiqrpwvp,Tfeccfove,Ojixfcirvrkvtlknlqsnrdayrfd,108855.0,FL,U,Little Rock,D,2.0,,F,HJVSWFCNTBZBWNFYOXFBAWWJCRBL,Oji12582,2.0,6.0
,2961346.0,Schering-Plough,DKIITWPWVUOVOHOBVTNYVIMHNBJUXBLZIJLKXEMXGEHZULGDUTWQKZPKRDXSGOBDEARIJPPNGGWUV,1-700-741-9921,United States of America,337.0,Ivhmfohjlajrghcugdupvejenndwueicvfmicscgxbrhsciv,Svgkocc,BLGQMOCBHDQZNPP,357919.0,AR,R,Hampton,S,1.0,62.0,F,tnibkwth,BLG12583,5.0,6.0
N,477384.0,Consolidated Edison,PXIJHTQEGRRPMACVJPUIJWFYCDOLOMHNHXPJYVFREKHCISDCFYQEVUNDZSZGXNHTXJSOBXTHM,1-422-378-0147,United States of America,470.0,,Ndzubncethe,srvsjslttkibdzto,329957.0,PA,U,New Orleans,M,5.0,100.0,,Ftiqiwwmov,srv12584,3.0,6.0
,742273.0,Jones Lang LaSalle,Rwemqorxcfikwleamthawfvfmwhwnrsaiogdrtlheojnoak,1-437-033-1468,Canada,711.0,Npmchhoovqisgdioadlqbafrmqhydojretwdgxwonhdujukwqeujkdpclvguwlesvuoygwhwehc,ykynpgqyxea,fhhnuieeidswds,412329.0,ME,O,Lafayette,M,0.0,79.0,,Xwueuezanbsaevtrvi,fhh12585,5.0,4.0
,473475.0,Valmont Industries,Rdhniptbqmgycbendagxhszkotmjgmrurtyyphghvakmxzmbvlpqgndea,1-335-490-9255,United States of America,434.0,Hhigmkqlxxnimegvbfowijepkmjhgretxu,Mysclrrnfl,ludfobhteubzi,123143.0,ME,O,McAllen,S,3.0,,,CJBDHCHKH,lud12586,,4.0
G,2373874.0,Loews,Kkwablkqyppkkewltqcnngttwcegobhqzvyblflfkfnxtllfrqpwbqmzkjmcobqahysuprpqkrwpmq,1-903-711-6957,United States of America,475.0,Qsvyivdigbvjjsyubbxzyc,Cxmcaghzkxr,Amvnppksxysfydqhwbdbqlrojtjqv,142525.0,DC,O,Charleston,D,0.0,35.0,F,MOUFNZSAXNIJ,Amv12587,5.0,0.0
l,865468.0,Raytheon,Kprndbwrbwefutlnnxbkydmjfjfouwrcomewrqmctcffsexysxrsdxnrxlhqkqfzmmizcykrn,1-814-916-9919,United States of America,366.0,RMOFWFO,Paebzmmxafr,Raeiglticrcfrcwbnlcgikd,383708.0,NH,U,Hialeah,M,1.0,,m,OSZVVHIUXKUVFPQSOLAZFRNOUS,Rae12588,0.0,9.0
I,1599055.0,Paychex,Edizejohzrybmtrlyvrxd,1-760-032-0096,United States of America,717.0,Ftxchifqucaf,Iplal,Plspruwpun,279533.0,MA,O,Hartford,U,1.0,21.0,,HJBKGTIIMMUVETKIPSUVDDEOTSXIS,Pls12589,4.0,1.0
u,3368872.0,Thrivent Financial,,1-434-440-0058,Canada,611.0,ysqopbgb,YNSNEDUR,Xhsuhgulos,92425.0,NV,O,Mesquite,M,0.0,36.0,,Crmranshwalzuqyzbukravzovph,Xhs12590,5.0,10.0
,3880160.0,Reliant Energy,UIWSHAPHBKUHWSIZUVNVJTAWJJCLYOCVUBOH,1-889-757-9923,United States of America,504.0,TEHJDJKUKAOUZPJWGVFZUHOCBDNPEOHVHLJDSQXGFPOSRWZHCFUGFONOJT,gqrwxezu,YPUOMTTMACGIIMUT,356026.0,WY,R,Idaho Falls,M,2.0,98.0,,ypcgnbafmwt,YPU12591,2.0,0.0
,3702688.0,Insight Enterprises,Bkcdziriedjuqnkptbumlrfjnkxubftrtxtxcsojabgtwapeezwnwjpalpdgkwvocekn,,Canada,,Rulekvfxpaslakxcbeilnasrgreysqykranxcylasclgjnfvxipdyznvseimlyqqizck,PLOBS,AYDPZBSKTZZ,380676.0,ID,R,Brownsville,W,3.0,33.0,f,xpdfnsbjvcfpbo,AYD12592,1.0,4.0
F,380560.0,Diebold,Tmuftgdiuzsxizoyvikhkjbng,1-931-234-7638,,524.0,qpkjokmxcrptgusfbinttruijpsbxhhcpmfoeyzjkmnlvbtbhzxyvfewnhplbcnt,Omsnh,Hhafrejjipkkbubpgegqqkaz,305934.0,British Columbia,,Hartford,U,4.0,87.0,,UOEMDSSOHMO,Hha12593,5.0,7.0
,2491448.0,Aventine Renewable Energy,cviyz,1-247-407-0004,United States of America,660.0,Ycjswdsqlegmofbkxnefdbkpuvqdydmgcn,Limgdhknewed,CFKSLDJPXSXWBPUCPZLEAPA,,WA,R,Arlington,S,5.0,86.0,,dzhnmzlfgesooxehukt,CFK12594,5.0,1.0
,,Eastman Kodak,kahgvgsaqxbddbpnpgzwkiddssrjdhhcuocfhounqovqoglgyhtspxfutpogv,1-724-111-8054,United States of America,714.0,isvkphwzwuphsivqajzcmpcdvokssxbjazzhioot,UUMGEOEJJMT,Umixveo,286868.0,OR,O,Durham,S,3.0,22.0,f,iegqbznexodrxey,Umi12595,0.0,0.0
,771824.0,Sally Beauty Holdings,Jpjblmelsoqvxphykuryqsthfwgpktxnbsnyurofguttwwzcyehcimisakbaaaexfnhbbm,1-999-209-4584,United States of America,439.0,iyopmqzjsnbvzhjjdzxddyttjgkxnvlhihcihjatpskfn,VIOCKJILY,Karwkqgxglglxmue,214687.0,NJ,,Sandy,W,2.0,55.0,M,Tqpzrewverrtkglwjgfimxiukn,Kar12596,3.0,7.0
,596419.0,FPL Group,lcbxcxmsccjkkekkncvbyrwqqnfxtzmhjvyipucsqtcgstc,1-921-385-1624,United States of America,847.0,Bbygrckfujywztzwptqwpwzeoupgegvftjrbuaouyicscwlgkpx,rsvklgso,VWWHMDDXK,495690.0,SD,R,Springfield,M,4.0,82.0,f,Emksvmj,VWW12597,0.0,0.0
l,2550527.0,NuStar Energy,HGCRDNM,1-354-847-3192,United States of America,782.0,acyekhknfclxwhfymflnqvzwugworvrvtppphjn,Vidixmbmnj,Gaqtmoo,230961.0,UT,O,Vancouver,M,3.0,91.0,,znaiiiwsbjfwmv,Gaq12598,2.0,
l,2556730.0,BearingPoint,Sgacdfyyifjwjiycj,1-534-346-8980,United States of America,,insulpgjeocxvmwcjodw,Edqbpocuyee,Dfygxpzzkjntfcrbshr,292276.0,Quebec,U,Moncton,S,0.0,12.0,M,Xcnjlqcgrocjrvztmjhxgmguoww,Dfy12599,1.0,0.0
,3151534.0,Nucor,HCHMFBOBQSIJXJHNZBLNJTNPKMKFJOXVPXQYJTJMYXTUCKHXTISKQVKFAXPIHMCCK,1-102-001-6022,United States of America,848.0,Whjvehnzzkfsmbhlas,Mvclgli,KQOLCJFRSEKGMODFZVRVNKHGFLWUR,20767.0,TX,R,Sterling Heights,M,4.0,74.0,F,Ifwtm,KQO12600,0.0,9.0
l,3534808.0,Juniper Networks,Gzkxcltqmgcviohatgxtb,1-277-881-4721,United States of America,501.0,Jmcyepflquminxpewckzjljmpetjtyakcjtciskyegvttomhmvijribm,Ejliri,qylllhqsjlfgqymde,52871.0,Prince Edward Island,O,El Monte,M,2.0,15.0,,Udwooluiuafne,qyl12601,,
Y,1777378.0,Liberty Global,PASXXMELAEIMMUQIKYWMQGKMFBLKTOPGSVVBWHZNUIAEGCVUAAAH,1-792-725-8657,United States of America,546.0,Rssxilpsvw,Pjjayzzlhwnt,Tnvpnpol,77876.0,KY,O,San Bernardino,D,0.0,53.0,M,Mfvwjmh,Tnv12602,2.0,10.0
,1056588.0,PNM Resources,qlmmjihkszjwvntjcmkmcqjlrtzhzwucuvrqrstgsbpjwcluaxqueydsrvmcpddvzcmzkjrququqmo,1-162-144-6001,Canada,625.0,Gsamezmxlhxogbqrjkasizwkyjiuvjwgeuuephiwztzhmyzkwy,Vxvjazpp,Ayswzhzahqac,,AL,O,Akron,M,2.0,8.0,F,gzooxjkelijrlovys,Ays12603,,10.0
,2388554.0,Shaw Group,MWHTVFCMRLQTDWWSUJIVVJDUXHBETNZOIEUZLRLEPOOYAKZYY,1-055-300-5019,United States of America,498.0,Cqhzrbvithukgumuxirarvelbzwsueg,Iyzutm,VEGDPDCGVULYHSSGGGVSWUQF,315147.0,WA,O,Saint John,U,3.0,34.0,,Smrubmmksemcgzxpyzjgzkeikjk,VEG12604,2.0,3.0
f,214901.0,Applied Materials,VIGRD,1-176-507-8179,,571.0,Hmeguqbanfsekuzztozu,MHIXVIHGPKKS,GHOYGIPSTADPWIUWC,274826.0,RI,O,Wichita,U,0.0,99.0,f,NBXCCG,GHO12605,1.0,6.0
,1409447.0,Church & Dwight,dbqzneexjlkfwtutyrdnvygsdyhszlzcwokggfikfswvjcohoizfmtnojqwfhbjiisofxh,1-260-961-9336,United States of America,581.0,VCSUUARAPKUIJTAGJNKERIWSTT,fwucwbias,YBRKDQIPEPRGUZEYBD,343612.0,Prince Edward Island,O,Modesto,S,5.0,1.0,m,Uttlggmaswxloeqlwfop,YBR12606,1.0,9.0
,2104652.0,Amerco,Jtofdxhlbfswguscxtqbxudrmxzyfnzeupwctehhavitbtpohrhgzjsakloomwojfxzkxaotey,1-122-549-5637,United States of America,381.0,Fkwkakxfwedqhsomnpcvffrjppqvbbsfgqcrpuumhkcjmkrpcqdaaxf,Wpasr,Jtwzwkjwmyeadrb,59218.0,NH,O,Anaheim,M,3.0,43.0,m,njppyvawiapeagirv,Jtw12607,2.0,
,680511.0,Graybar Electric,Nebudlnukhsibjwpxwanvhodjewvvuhkeulmiazgufusverawukpllvhnnwltngghehbcpom,1-741-476-5373,United States of America,656.0,Jujtmtmapumotztvbyaehpoklcicickufimxmsmswshmbmpnefvpjyclomeozzmpxqxmaaphm,Ujtvaduos,Gxgzofqmblulxiwaasyni,228247.0,MO,,Glendale,U,3.0,63.0,f,rkjxuxfdcusuxjaivwtksfivqjyecn,Gxg12608,5.0,8.0
f,2744187.0,Pacific Life,TWHNKUP,1-696-139-0609,United States of America,588.0,Vjxjkrtirigjkutchknbfhuueqqkvaixirxheovbrpxhnojwtcrwdxjbmlgolwhklxrfck,Enqjo,Nbgxwchroqkjvskjxedckohfgxwgt,440134.0,GA,O,Kansas City,M,4.0,37.0,M,uuxihbsrcrirhwmsescip,Nbg12609,0.0,4.0
,1549533.0,Temple-Inland,MFKEINXXQEMAMNDHMYRXBQKJFIFBYWINYPOHPJXFPWFPHHYSAGBWDEJCLOFKRS,1-852-579-6556,United States of America,726.0,JXIAJNGODQUREGCZGXMQQQVAJUCSNRAHNGNCPZIHLFVRVLKIAKW,FNZVMFMOMZXM,MPSSSA,392044.0,Nova Scotia,O,Shreveport,M,1.0,81.0,,HBLSQQG,MPS12610,2.0,2.0
K,1498341.0,Universal,Eyupqxypvobmntfllgpbvghzrgvgcdpeurdjdwgnimkjqcbexbtehygxqxoqknclzpmq,1-796-873-7488,United States of America,569.0,Ztsdotwvfcajtlhkfyygmgwwahupvgnjrtxhbcjhdlakmxkkzdbtvtlwmqgtfrdmvoyxf,Wmvrnmasolt,Zjkbxutclofekfp,436476.0,AZ,U,Irving,M,1.0,99.0,,ONPNWGEAYJAUJXYQBW,Zjk12611,2.0,5.0
h,1946343.0,Marriott International,MAMNEKSKCLAYKFAPHMPQBYSBHIEDZRWOQSVE,1-093-203-8629,United States of America,582.0,Anqtvkyeuemfldlwntwtpbysrtnsckepraqajffwsjf,Extjfhvnnf,VELBGPEPWSHLWDASYVT,436217.0,TN,O,Idaho Falls,W,0.0,61.0,,damttwthwn,VEL12612,2.0,10.0
,2741737.0,Corning,Umcttndnvmwihcy,1-184-969-1729,Canada,782.0,tnkbrpyjdzscfucqxxfcududkgigplysldepzyfefeaonnwmlftjcuqgijwximapcczlqzzajvcx,Rfxqaixepq,Zuvvuicmqozuxeubrpkedbdk,133138.0,LA,O,West Covina,W,5.0,62.0,,Ecmdkzyboqcxoqvuvgqxqxz,Zuv12613,0.0,7.0
R,1840018.0,Pentair,Vgmxdwrmjkrmdfrvdnzdezlrcubgvojpdrvrinaspbt,1-148-747-4407,Canada,571.0,GMAUAZLXTCBALBDPKRRBQTQTOAGZGJY,ROAJDFF,QCUXGPJZQMNJOBIEFMHJKTWKK,114222.0,NE,R,Boston,M,5.0,,,Rvbxehvuqlpcfedj,QCU12614,1.0,2.0
,854252.0,Lincoln National,KTXVLLTAJREALVRKXXQSZBMEOMQBBTHXWPGZECIECDTZ,1-378-654-1218,United States of America,453.0,wzrtdojwnkvvteyqatcvavvgbqemcayqszdvgyecnyjprqddasybtsdxvtgsikys,npkvlqhmub,Uriffgpqngdce,10067.0,WY,O,Dallas,M,5.0,76.0,,Qkxjqfluftzslbgoh,Uri12615,1.0,3.0
,533211.0,Capital One Financial,GOVXSJWGXJUQOIMQBKXIVASVEPEBM,1-198-133-7587,United States of America,534.0,zulzbebkhjphhonxfrnuprvljdsl,Aetvlogk,Abqrncvcaygyasjhvaz,374724.0,Alberta,O,Thousand Oaks,U,2.0,,V,Jeddw,Abq12616,0.0,5.0
,3323163.0,Buckeye GP Holdings,TLHCLN,1-829-737-2683,Canada,800.0,Tuhqjsrwxolymqviqsiqwqwyntosnpksehfvekuqdqflunuqoavtklkqj,Ynmogjaqlic,yrjqpjctbuqcsjw,53909.0,OH,R,Oshawa,W,3.0,39.0,,DKKRPIRGXIIMKVULIWH,yrj12617,1.0,0.0
,2931426.0,Southwestern Energy,vzffeqoastdkukesqijvcyyqmsoouvbrumpelawgbmdtzfpvciwbchlrycvaaslicsvmmodtpijebqjw,1-254-390-9241,United States of America,369.0,Ivtcuecyoqrbewprdbnotqowsnpmzudwguqjcd,bxgwfiyya,Imfxazqbbymibajb,133126.0,NE,O,Augusta,M,1.0,45.0,,irsadetmwanngaeqkz,Imf12618,0.0,7.0
,3770282.0,Robert Half International,GJMOEHUBQLGGWEPKLOD,1-976-770-3245,Canada,645.0,Npmywokrbzralligbvpbprgdoegch,WEEHK,Jghrkscalpg,469100.0,WA,O,Torrance,M,1.0,44.0,,rvmrtkzvwii,Jgh12619,0.0,8.0
,3075381.0,Devon Energy,Kegcqnej,1-304-538-2815,United States of America,801.0,dffmkqqyffnuyeiwrkyllvbasqvpgslwgcthbrptmmmjtqhwnmarowqceaebhckkewks,Xbkaxgty,mjbxj,473953.0,MT,O,Waco,M,2.0,23.0,,XGORJ,mjb12620,0.0,5.0
,,,wmhufnyirbxjozrjtithuvosggmwepjbeewdcmerymvf,1-819-406-2196,United States of America,512.0,Dngym,Szbxcgeukhxb,qjnjuietuflahakk,484921.0,WY,O,Anchorage,S,2.0,82.0,,Cttbbobezuillrmwmtlkoxxi,qjn12621,4.0,10.0
q,3102055.0,AMC Entertainment,LXGQEQDKJKJCGIWVQSDKZKHVJHULYWDEWJHHQJOBXTYDPCNSLAGUI,,United States of America,582.0,Zpxhmemvaqe,Jzhoane,Qhuhrceuqvunpgdcdrwbo,,UT,O,Great Falls,U,0.0,48.0,,AJFCFVJZFYUXWVVTVOZOPWCOJFOPP,Qhu12622,5.0,7.0
E,3409322.0,Teradata,Wghbzlohjlbtwsfhpaphbghvxcbknjiwwylgvztwfrbzdomrxq,1-782-090-6397,Canada,539.0,smtevyuydhwxapamrfqqelnvrtsgjxuxsvpbhqevfcuftsblavmlerapxojixjfnimcoeefwocjrny,NVPMHF,Lcxirghosoteogshjuphoxulk,234886.0,NJ,O,Chandler,M,1.0,50.0,M,Wshmhyxbafcsck,Lcx12623,1.0,4.0
,2021753.0,Hewitt Associates,QVQEQCIGPWLAVXRLKVAFXTQZDSUXIZPOEYKENHVDFJWTTHVPVDXQAJAHFSCMIBOHEYGGV,1-977-711-4848,United States of America,522.0,,tiyro,Pjjigefkrvbkrhuujweoljurjk,85822.0,MI,R,Palmdale,U,2.0,45.0,,FTFEVFCIWXGYMTIESTHFX,Pjj12624,1.0,10.0
,769512.0,Medical Mutual of Ohio,xmptqlgnyzyumgmfrhngomvhixmqhrdzbomrvdtetpoveo,1-130-451-9030,United States of America,392.0,Nhlwsqcmftfwkeacvdkplbsfkouxgbeebthrbxsovtcwzsxffauishkvgxainymuprdunfql,hctlzklgy,wkalfepskceqrix,14742.0,British Columbia,O,Lansing,W,4.0,53.0,M,Teibm,wka12625,0.0,10.0
,3223787.0,Belk,Bmkumphplfhoxtunswqozqqugepyvcarfhuhxfzydsorpunhmwq,1-583-419-3411,United States of America,438.0,Btqvrpupmdwfiiaolzjpnrdlmhapisxslpdvfhbhkcqavzpebgmvcn,TCLKOICCG,wwpvavvhfhoshuzuuzleazj,250402.0,Quebec,U,West Valley,U,2.0,44.0,,wvccoaxluhxeqg,wwp12626,4.0,8.0
,,Equity Residential,IQWTDKXEFFXRWBHJSMZVIHFEWSXFRCEUAOLRZMTHAIHDEROUA,1-278-542-6457,United States of America,488.0,Bjircut,Bgrsm,Itfyqpvzgnhutzqezvc,265027.0,KY,O,Garden Grove,U,5.0,66.0,,Jiibgstcvgxgy,Itf12627,0.0,0.0
,3976620.0,Rite Aid,CRUWZNIPZXFPNCIINECUZDLTL,1-168-427-1876,United States of America,839.0,Hixjloffnampjejldjcsstczofdecbcjqwynwamovzprcguijqgunkxdiaiccwtlpezsgavqbz,YWNRUQPNAEUT,weehgwiudurjxbiieqxsbxtmu,491967.0,NV,O,Chattanooga,S,0.0,97.0,M,PGJFCIXHNGEAOLAYOOGGC,wee12628,0.0,1.0
m,1231877.0,Genzyme,Dehgjjhffkphreypkepuvxlfekblrjsqhgjmlkacifwrccvpng,1-065-193-7202,Canada,807.0,peuknpkyxegqmzyyzkbmyfdbluz,akdyxiprhy,NGLKXNPDVTTPVCB,493951.0,NH,R,Bellevue,M,0.0,69.0,,BOAPOTDANW,NGL12629,2.0,2.0
O,1493572.0,Sara Lee,,1-136-195-8513,United States of America,804.0,Dslsatamrzrreliotjiefiolurscgtkhzcuwjjoaw,,Luaqcdygm,256007.0,SC,,Little Rock,S,2.0,,,qkkoowpjljgs,Lua12630,,5.0
H,2466177.0,Bank of New York Mellon Corp.,gueqberbhhnzqqaklopcjnmemqjiljpaxcdqnivte,1-198-701-6944,United States of America,557.0,,miwirpvbm,Szepgrdqdjhuakpqalrxtjcxxzvvl,266103.0,FL,O,Milwaukee,S,1.0,61.0,,Xulyzhpnyjliavvalh,Sze12631,5.0,5.0
,3498970.0,AFLAC,CEBTAUSTCJVQHVNSQAJI,,United States of America,417.0,clpiq,Abhbh,Neihviowmiucgyyk,469778.0,WI,R,Rochester,U,0.0,74.0,,pphiahyufxqnqprlhdlbgac,Nei12632,1.0,2.0
G,,Retail Ventures,opzfnbjbgqh,1-233-212-3813,United States of America,,LFMGTOGKAZHWFRVDVQDYDGSAEMRUKKJYNMQNQJL,Brvjfpqdp,Jgyvk,227532.0,AZ,O,Wichita,D,0.0,89.0,,Fephxlggofpvxsdibipd,Jgy12633,5.0,1.0
,3236911.0,Vanguard Health Systems,AHJVUYBRCYLTMQICPNJOXDGSP,1-711-662-6937,Canada,344.0,Awroiebkdywibjl,WFAWC,Xipwf,88821.0,NJ,R,Norfolk,U,2.0,75.0,,Tjqhkbud,Xip12634,1.0,8.0
W,2476046.0,Lennox International,Iwbpqgtyxgxocajvsyjpoxypnvrrtnieuaadivmpgheozeyhhduauoesv,1-299-512-7471,Canada,740.0,Ttwxniaahmgzmirwsehbwfdsdx,imkzwjhky,Nhixuxmdrvhnhi,119406.0,DC,R,Wilmington,M,3.0,26.0,M,Zgkhspmkrhepculmgpqsqhsuekap,Nhi12635,3.0,0.0
,858358.0,,Boridjqqbmndmlnnyexnsdalukterclsvaoudzygdagmptlnrbaqvbmxansfw,1-976-892-6383,Canada,520.0,Idvkrdfuoxhzvmrccvdmowiurmwlkyr,Vvdhlo,UJEVMPDSWRCJRGUSFKFXV,151650.0,ND,O,Santa Ana,D,5.0,54.0,,qspulfwzma,UJE12636,4.0,5.0
,3105502.0,,wnejkhteoketddloyxzavmqx,1-283-879-2927,United States of America,316.0,cnxjixgfbxgdsduhbbpgjotgdpipdftroujbzbzuiargcdtduvqlndxbjygcrug,Wgtmswu,Zusmqiwpldgkiwwscfirgyvspd,334332.0,IA,,Evansville,U,4.0,49.0,f,dreyjoa,Zus12637,3.0,2.0
,1404809.0,Granite Construction,rzyjjaizzhizewmhmgckxurqtxrtyjzpynrwexvbjbjewkdfgrvpvepniuwojqnkxlqpbd,1-828-010-3240,United States of America,541.0,Bfyownxdutbt,Xosvxzrag,qjxlliuxlffj,428808.0,OK,R,Las Cruces,M,1.0,,F,xbvgjxgkvsqnyisaekfzc,qjx12638,0.0,2.0
T,2581468.0,Nalco Holding,Xscnpugwgwtumxogtbbrexuysloffadgpozdyjyrkkozm,1-155-599-0811,Canada,454.0,RYGOHNNXWTJNGHHELNZOOMUWOAQWJUHWPDSSPNSSLQMMVHLGNIALYNSYKPZQEDP,Pbwdmgyv,COQSYMGNAYDQMLJDBWRVCSNVNZP,103439.0,IL,O,El Paso,D,2.0,63.0,M,Dylkvlapkz,COQ12639,0.0,0.0
W,2631012.0,GMAC,,1-606-375-1294,United States of America,488.0,Rxkblipbpypto,Bgihv,vtzrrqmhglhnjhgvat,359203.0,NH,O,Hollywood,D,4.0,0.0,,Cgjrvwp,vtz12640,0.0,10.0
,1035377.0,Exxon Mobil,Sfazfmqaalalruraqpsfqiowjulraflowaaxrhquqrbtqvawrwmuvfmkajkfperrvuqfbyl,1-564-757-7840,United States of America,360.0,TLXRSIBBAXYOTHNGKDWLWJNNJPDFQGHSFVRVDHPCCINHRRMFZBXSEMKSPNM,Drojqyqfan,Rcdao,417367.0,ME,O,Pueblo,M,4.0,68.0,,Hxldmstjeee,Rcd12641,3.0,5.0
N,3361053.0,Charming Shoppes,luaprojckid,1-007-227-7349,United States of America,809.0,UCHDCTOTLLDLKPZMOJIWDADDXZYWQAOIFRJSCAGQCDFYXDZMISDJHVOIX,Zgaajtm,SHWNI,78119.0,Nova Scotia,O,Pueblo,W,0.0,26.0,F,Pueiemhvvsxqrgafjfinwaqy,SHW12642,5.0,7.0
,310683.0,Safeway,TCWYPTBHWDUA,1-166-883-3084,Canada,678.0,MMVDZCGAWINMB,Fkbaxpy,Gcjrnsvpfihmbscxnhuhgzp,117010.0,DC,R,Mesa,U,3.0,40.0,,Hbzdlvuqybrz,Gcj12643,5.0,7.0
q,3422417.0,Mercury General,vugnfmjustawtuzqmlchrplcekejynawxejvjkfdwtffr,1-527-199-6675,United States of America,311.0,Xbaxwrrhisbvuqnhhdgmsgfdugvmfknhgvmtgwiylicsoyagnyjdhpaeavcmkmbho,bnskjmkl,OJIVTPGWBPNZTOQTZZAGIHFWWPGZHU,271289.0,Nova Scotia,O,Fairbanks,U,2.0,61.0,,Etnbaazxfqxi,OJI12644,,3.0
S,2374028.0,Liberty Global,Tcxxqlximhfpwbtvzgewcjireklupskohjjonhscwssfzzmkmnhq,1-516-970-4709,United States of America,474.0,Axppuwdzjbsjmszauycanuhnpdjhbqkauilixcvdllguvjrlliddsmbopptfrogexexgvca,OCKLVTESU,BHWOFSRAOPVHMLNMAENVMFUGQXUIV,246532.0,SC,O,Corpus Christi,,5.0,1.0,M,Qevlwjt,BHW12645,5.0,
H,1313599.0,Dover,Ephoawwrcvkknmpgpsymwfyosetgglvz,1-351-335-6485,United States of America,717.0,MOZQLEI,Iddyuhqmt,YBDHXXVPHMEEOWKCANCBQNOQ,172724.0,MI,O,Rochester,M,5.0,77.0,F,HSLEAAW,YBD12646,4.0,9.0
,267716.0,Holly,Huscjtfowrdwiolqzdrbqxrtodzibbwktjjorqbcq,1-630-914-2946,United States of America,520.0,Mruxaecljekixwiqkqjjsxujxvaaba,wdqsaalhk,Ztphvgtwwtgkqnyghocmbymikvdi,47983.0,AL,U,Fort Lauderdale,M,2.0,67.0,M,IRUTHLIZSOZCSO,Ztp12647,4.0,4.0
,2730746.0,Mylan,CJVLMDXKHEFLCRCTKHBDJKEUDSWYLUDDCPXUOXIUPQQZMILKAUCP,1-957-095-9892,United States of America,329.0,Yidxwaukisgxyjvwhloechbgjpjfreiqnpnmrdnggdhduipxje,Smoso,Psfhtchpljuljxtp,373307.0,OH,O,Newport News,M,3.0,73.0,,tgupaiijrywyidodqk,Psf12648,5.0,
w,2392060.0,Cimarex Energy,Ycagynymhlarelxbxghdwamoojmscpjhkkrhkoozzrhsekbxljjlupnmetsmcqzowa,1-898-104-9173,United States of America,725.0,Koqtyuohdbroetxtpcldtxswiifvfjjncxmqurdmfbvnyekbqiaelrhrameuvdbnp,Apovxnkdbl,Spxuugkwrsoryvgkuxlwqrtvqyr,473576.0,AL,O,Hampton,S,3.0,23.0,,CSRYSNLZXJAGOWQPOQE,Spx12649,1.0,7.0
,11694.0,Marathon Oil,Akudrduyoviozrnwjqrvxonacgvr,1-438-476-4109,United States of America,339.0,Giouvjuhvtmqdjmpwwfsuxhlxyqsuopdudgh,Ddhoxj,owmkogydqwbrz,110597.0,AK,O,Thousand Oaks,D,3.0,88.0,F,lwtvlhbongwosluwj,owm12650,4.0,9.0
,1595504.0,,USHMMQDFDJLHIMPBHSEQGIZGJVSTRAF,1-832-753-9764,United States of America,,Afsehspviovizggzsqxdzphtduaprggyk,Wjfknky,uunifmxqdlbwkfp,441418.0,MS,,Worcester,S,1.0,0.0,F,MRKCUINZHGDJIPWKFLVGH,uun12651,0.0,2.0
d,1858156.0,Gap,Itrvvuwctxbbgrabhztqsqvwkbturfujonthcquundnrpnx,1-164-334-2885,United States of America,362.0,Isuotgekensadzkbkitpqvlaikwtecljhef,Euyavdkk,Rkhoswxpfhbtjyfhxgwnf,260119.0,VA,R,Vallejo,M,1.0,87.0,,Lpcjfvfeyhact,Rkh12652,4.0,2.0
B,2408413.0,Northrop Grumman,Wqwqpwgnlc,1-249-364-9405,United States of America,643.0,EMVRXATSMODFWFVGV,Otrjiee,Iixsqnnx,465678.0,MS,R,Vancouver,M,2.0,24.0,F,Ytdymqtuykljmjsblwslhsqhg,Iix12653,1.0,0.0
U,2316667.0,Eastman Kodak,YOJIFFMNPSRLBPSWGBWIIOMBDH,1-135-293-9391,United States of America,343.0,vxbigwvzprasltqktprfdlhqknexfoqhxuffmitnynoospmsxmqsbnmxpceatxelcvnsf,trwsuzftjr,Yqjsbtqugtpkcgq,194993.0,TN,O,Columbus,M,4.0,99.0,f,squeukwyfqxrlkgexfsqbfaqsejrn,Yqj12654,5.0,2.0
