prospect_AgeID,prospect_Co,prospect_C,prospect_Ag,prospect_St,prospect_NeWor,prospect_NumCreCar,prospect_Em,prospect_In,prospect_Ph,prospect_OwORF,prospect_AddrL2,prospect_PoC,prospect_NuCa,prospect_NuChi,prospect_MaSta,prospect_CrRat
Bef12736,United States of America,Cleveland,80.0,TX,291940.0,9.0,,234504.0,1-921-513-2121,O,nlcvlsbkuwbamdjkvmmspivpesnysrbkojdiiqjyeaqfksfwfqhmmwqp,OGFQZTMOPJEG,2.0,5.0,M,652.0
Dui12737,United States of America,Fontana,8.0,MD,2109127.0,6.0,United Technologies,251827.0,1-489-570-1877,O,RVNUHCEZAZWXQZNBRULNCORYIAAJESSIDGCJNLTKXJNKOWJEAAZOBBYYFOBDHKZLWXPSIVMPNPQP,Asxtpotdu,0.0,1.0,M,423.0
Wgg12738,Canada,Coral Springs,92.0,NY,1396116.0,3.0,Juniper Networks,324957.0,1-910-449-9486,U,Geertynxuelnkqhammoiifmwxzvnogahcajotkgbzrxct,DZRQMCFDSZV,3.0,4.0,M,797.0
CMA12739,United States of America,Denver,14.0,NV,3427264.0,1.0,T. Rowe Price,408152.0,1-987-972-3744,O,MXCOTPSPXOVKBVGLGEQWIEVGTGX,Yamcnnyqhlhu,4.0,0.0,M,412.0
Lly12740,Canada,Modesto,12.0,AK,1389496.0,6.0,Hill-Rom Holdings,343684.0,1-974-201-5222,O,tasnlivwfnazcyogalcrxxccbrgxozklwowsbbxktwqmjpsdgwlmmexsqzrqksreefnwidwrdl,QQLMZ,1.0,1.0,M,368.0
qmd12741,United States of America,Sunnyvale,16.0,ND,2006655.0,2.0,Atmos Energy,178944.0,1-981-576-6270,O,PKRGHTMEBAPYJVFFMWQB,Toreiwxvxuna,1.0,3.0,S,
UOC12742,Canada,Glendale,45.0,CT,2842747.0,0.0,Publix Super Markets,453130.0,1-954-228-1242,O,Pdqenyvelioy,VJQRQXTQR,0.0,5.0,D,539.0
wdi12743,United States of America,Jackson,9.0,CA,3979196.0,5.0,Union Pacific,255294.0,1-069-044-3794,O,IKLSKBYPTHBWYDJSGHJZAZLSPHAIKRENOUHMIXCPMKNEOXHEUMNTCVUNIHVRVMHRGPTUI,klkaivtmed,4.0,4.0,M,
Yuz12744,Canada,Grand Prairie,76.0,NC,2976882.0,9.0,Men's Wearhouse,333377.0,1-359-043-9483,R,Hmlriqaxckmejiechdyaunmcwdr,Fponcxl,2.0,5.0,U,432.0
tze12745,Canada,Denver,46.0,RI,1475651.0,7.0,CSX,207260.0,1-216-121-5349,O,jvmpuvxvbaxsdb,wmstlpt,,0.0,M,
ayo12746,,Ontario,24.0,RI,1667054.0,5.0,Mueller Industries,259571.0,1-198-655-4742,O,mehigcwbxictsfoaydytpwzskeaemwlrixiookhotehobdyaahxycm,aywuqnffipvn,1.0,3.0,S,761.0
Bnm12747,United States of America,Virginia Beach,17.0,HI,3019806.0,1.0,BMC Software,477142.0,1-913-563-2439,O,NODWSTGWIVXXXAQPPBLPQZXUOXPCGGAICLQKYBMKGYFTHWWLXMOFZYSMUB,Wgdzbscgt,4.0,1.0,S,
snt12748,United States of America,Calgary,63.0,CT,3688877.0,8.0,Dole Food,158232.0,1-310-386-0831,O,Zacjw,Nmdcxchhcnl,1.0,5.0,S,761.0
uts12749,,Augusta,0.0,IN,965025.0,3.0,Dean Foods,302008.0,1-932-771-2566,O,WGKXCJYZSI,gnvfm,0.0,3.0,M,480.0
Wov12750,United States of America,Mount Pearl,78.0,NJ,1963612.0,4.0,PSS World Medical,468591.0,1-376-193-7039,U,Iatrrylvvezfupvpcayprfqudgwqwvxzjqbjiripnyvniqshqlebstrhydqtbgls,Ygsydanx,2.0,1.0,U,629.0
DEJ12751,United States of America,San Bernardino,95.0,British Columbia,1363035.0,10.0,Zions Bancorp.,148499.0,1-006-418-3311,O,Espjxluubajwkdgmkkvgvnbimqikwiubyaic,SHWXQNVK,5.0,2.0,S,594.0
Bsd12752,United States of America,Jersey City,19.0,PA,2901258.0,0.0,Snap-On,233574.0,,O,Vnkwapwcifxzjjklghdwtbavrtxibuecvlydwxmmcidnfwpshwawytmmb,Rvlbgbjt,2.0,5.0,U,
Avp12753,United States of America,Elizabeth,36.0,NJ,705059.0,0.0,Bank of America Corp.,404865.0,1-164-508-3988,O,Zjtlnhnkzcnzrfpxwwsmtcphqufvcjralmrtzzkubgmkduhkerjfetcmerwwiakxsyni,Cvmhugjhgg,0.0,3.0,,594.0
IDD12754,United States of America,Laredo,93.0,Nova Scotia,2791193.0,6.0,Graham Packaging,214145.0,1-035-779-1091,O,UNCYOCGERT,Jzkftgx,1.0,5.0,S,506.0
Uwy12755,United States of America,San Antonio,52.0,WA,3812048.0,0.0,Eastman Chemical,24681.0,1-292-221-2035,,,Exlaxjtj,1.0,3.0,W,729.0
Lgm12756,Canada,Vallejo,67.0,Alberta,2962749.0,9.0,Dell,330749.0,1-208-169-1114,O,Sgkdijtawdvhjop,Pintcvhxfj,2.0,3.0,S,640.0
Tvx12757,,New Orleans,38.0,MS,2495409.0,5.0,Airtran Holdings,164153.0,1-435-618-6208,O,jxbeqnqvddospcletuwztiflaqhhletdyvtjnmefksnvomc,gyailemr,0.0,2.0,M,468.0
xgt12758,United States of America,Huntington,68.0,TN,2326724.0,8.0,Verso Paper,268255.0,1-716-634-5947,O,axdpejrpihsdfcopnccrjwsqirjelttrlelulsgkquekrgtbpe,Bxbcez,2.0,2.0,M,471.0
Qbk12759,Canada,Raleigh,29.0,ME,2376817.0,9.0,Moog,280171.0,1-543-756-1895,O,zeuuhgheevbfhygsapkitcsdipntebnght,Zsqejmgkmvjr,1.0,4.0,U,565.0
ZQT12760,United States of America,Mesquite,77.0,Newfoundland,3586237.0,5.0,Complete Production Services,458654.0,1-209-813-9558,O,apucpymiwsopltyvguysdvqunbdirsijwkqduwq,tttvebfnbo,2.0,4.0,M,670.0
LFK12761,Canada,Oceanside,57.0,Nova Scotia,2982659.0,6.0,Eastman Chemical,267700.0,1-668-654-9009,,fdmxzvqbfyzhpcknkbsaslhujhbtvhzhbvtnubevzgfupwqhmyzoddf,gbelcoicug,3.0,3.0,M,705.0
tqn12762,Canada,Omaha,2.0,KY,1636130.0,10.0,Ingram Micro,209935.0,1-177-983-9264,O,Jplkmxicynvykglgzctnczhmvehxikqnzbpahasqssthxxltps,Pfzodhuq,4.0,1.0,S,499.0
Coh12763,United States of America,Escondido,14.0,Newfoundland,1832841.0,9.0,Rowan Cos.,154622.0,1-613-095-0102,O,Gmuuejqpxliitqfxwsdouyhjirbqnxoovpaouyswfg,Ozbrv,0.0,2.0,S,557.0
CXG12764,United States of America,Winnipeg,70.0,AL,225911.0,1.0,,227526.0,1-821-587-5082,R,duzhtzsfjhrtqpqglgvpqwxcfrbxtlwneqjxmcttznblpryuirvrgjezvbtbbucwofv,,4.0,5.0,S,556.0
Ayl12765,United States of America,Ottawa,,Quebec,735034.0,,Brinker International,248490.0,1-209-511-6391,R,Yevvarjxrfnilrhggabksfmrocxsldxqoitovjdybmkecaozmxlqqgudanyuxllk,iqxzh,1.0,2.0,D,807.0
DGO12766,United States of America,Escondido,41.0,OR,2233050.0,4.0,Solutia,250533.0,1-369-310-4013,O,dxktvphdmqurspdqyarbqpg,Eeonvr,3.0,,W,796.0
WVC12767,United States of America,Fort Lauderdale,35.0,Alberta,1655028.0,9.0,RadioShack,322757.0,1-613-835-4312,O,Vdmdq,Wncqamsoyjz,2.0,1.0,M,303.0
KDB12768,United States of America,Santa Clarita,56.0,AK,1898862.0,4.0,Fastenal,36959.0,1-493-632-6618,R,sfuauiwucvyipqzvlylalkheumaqkrbqowydr,Oiwtbhdqb,0.0,5.0,S,341.0
AOR12769,United States of America,Salinas,36.0,NM,277576.0,5.0,Duane Reade Holdings,,1-402-483-7811,R,jkpxfwolagcvbanffykyjhdmfompvkjhodldxb,Gsstgydplonv,2.0,1.0,M,688.0
Uve12770,United States of America,Windsor,82.0,KS,1813911.0,1.0,,427664.0,1-442-268-7194,O,Mcjhkwqbnbtl,jrxqvvs,2.0,4.0,U,512.0
ZQB12771,United States of America,Ann Arbor,79.0,DC,2731708.0,0.0,Darden Restaurants,466745.0,1-616-719-0774,O,Oaggnlckpcgmciyoopqsezphrbntmobtcrjwredc,Abalmfy,4.0,2.0,,578.0
qic12772,United States of America,Long Beach,98.0,PA,1614600.0,4.0,Cognizant Technology Solutions,479844.0,1-278-623-3360,O,Sanwksylqtekayhepegwhpxpqzumslbxpuq,WLOIJOMSD,3.0,1.0,M,333.0
SLM12773,United States of America,Escondido,33.0,Prince Edward Island,2932536.0,5.0,,303821.0,1-290-786-2222,O,kbnqqtwedfjgrnywwlhshwhrftm,Inwpiwwv,,5.0,U,612.0
BVK12774,United States of America,Mesquite,39.0,FL,340111.0,3.0,Family Insurance Group,425556.0,1-683-878-2530,O,Kjcrofbqbxbfddffffhumawjvbxrygdjabssyxwjtvr,Gpkzewe,0.0,0.0,S,562.0
TSS12775,Canada,Columbus,87.0,British Columbia,2069640.0,7.0,Micron Technology,124447.0,1-722-895-6426,O,umpazwflxjbhzctwchhldnymxxpmanggevfxnwcfjqogctbweanzpmjltn,MWOEKYGACE,2.0,4.0,M,733.0
Izp12776,United States of America,Detroit,,Ontario,2902304.0,8.0,Boise,,1-835-130-7813,U,LFNJIKYACBSGTVTGUWFPCTSQGSHNN,WESRXOVHCVEJ,0.0,4.0,S,684.0
Hnk12777,United States of America,Tallahassee,99.0,OH,2348577.0,10.0,Cracker Barrel Old Country,41396.0,1-666-832-7147,O,aulsxiqjvwtevnfnot,VIRQXWLX,5.0,3.0,S,306.0
ezn12778,United States of America,Santa Ana,98.0,IA,2768481.0,1.0,Verso Paper,18611.0,1-445-710-0394,U,acoop,Yzdziwbgkx,3.0,3.0,U,307.0
AQP12779,United States of America,Lewiston,,ID,3416147.0,10.0,Sovereign Bancorp,230345.0,1-188-419-4234,O,ZIOYQ,vkrdywzhu,0.0,2.0,M,500.0
bjo12780,,Tacoma,31.0,MO,2178505.0,9.0,Thermo Fisher Scientific,194995.0,1-496-715-5710,O,ISAFEPFCHOJCWWASAIRVDZGMKLKPBLYMDBGIICMFLSXAW,Wlvhwm,0.0,0.0,S,314.0
Kbu12781,United States of America,Wilmington,86.0,UT,2714350.0,8.0,Raymond James Financial,57767.0,1-594-317-5227,O,Rxdnlegskgvjdtpgucuadycgheoerpusuzwhewohanjbmmssllliknqurnijqsqroprjqcjjjjwkvve,Btkvmfofyn,0.0,4.0,W,723.0
Tck12782,United States of America,Virginia Beach,22.0,KY,1075163.0,7.0,Cephalon,282775.0,1-341-056-4412,O,ipqlsgqknfqflhyqisqpclvkoavyzehbqrvsnisfzqsoebggdrslsqzq,Emgvhkugip,3.0,0.0,U,379.0
tff12783,Canada,Kitchener,48.0,Prince Edward Island,3337628.0,5.0,Merck,106492.0,1-353-500-1708,R,Dczicnoxamxlnaolvgwwn,ivzbpq,1.0,2.0,D,507.0
Vmj12784,United States of America,Independence,40.0,AL,3377688.0,0.0,Genworth Financial,417140.0,1-680-600-9909,O,UFKSSPETGOJBXYRRVUZRYCRZZURJV,Owpzebfpifku,2.0,2.0,D,709.0
iog12785,United States of America,Pittsburgh,96.0,CT,1647699.0,7.0,Apache,463553.0,1-561-281-4862,O,MNICTIRYT,nmohdnv,5.0,0.0,W,735.0
OXX12786,United States of America,Fort Wayne,0.0,KS,139049.0,1.0,PNC Financial Services Group,47424.0,1-015-958-6543,O,BVIDMALLJKRGHJBILCHEOGXCGVAZXGGXSENXLETWVZJAPCRMXWSKDSNVMOSOTDO,Pwnuwn,4.0,5.0,M,390.0
Nnh12787,United States of America,Salem,6.0,Nova Scotia,1256678.0,5.0,eBay,254769.0,1-213-819-4291,O,rvjjoyrcsrqtfxlxqokguappukaufuhbvqrubjmcgna,Iuwjystxegl,3.0,5.0,W,764.0
Jqs12788,United States of America,Alexandria,85.0,GA,151006.0,10.0,DynCorp International,97811.0,1-721-818-7576,O,Fxidy,NMDPFRHUNZ,0.0,1.0,U,691.0
hqd12789,United States of America,Miami,99.0,Saskatchewan,2456971.0,7.0,Con-way,196081.0,1-915-805-3120,U,foclwsnuvxebhbyojsccncvfwdpprdkrlq,kihrpgycicn,1.0,2.0,S,324.0
Quv12790,United States of America,Augusta,10.0,AL,,10.0,Cintas,84836.0,,O,Dmfvfsfckmphncocttvajwahayhlh,Fchduygshipo,0.0,1.0,W,790.0
Gwh12791,,San Diego,13.0,KY,93054.0,10.0,Telephone & Data Systems,325582.0,1-033-950-8629,O,Dtqlpbxiqplpripanvafpsjhtfklmlfxumhsjmdefsfcidynbpezpdnhplxrkeebawhjezvdrz,Pjhfmxonjvh,1.0,,U,
Fjw12792,United States of America,Iqaluit,99.0,British Columbia,3004510.0,5.0,Estee Lauder,237593.0,1-159-276-9627,O,Tphgglsdpvwrfjhuxrfsbaxbgkumnpvhlxcckrhfagprbbplz,rxookeym,0.0,2.0,M,761.0
Dnr12793,Canada,El Paso,24.0,WV,661782.0,2.0,IAC/InterActiveCorp,20584.0,1-565-444-3707,O,grptwtpwcbqiyghqsilwyyvagvmbbzwyxbgbinxmsttzfiuijfgdkfibwtxajyzbbbu,uxyhfgist,,3.0,U,805.0
Bks12794,Canada,Colorado Springs,21.0,New Brunswick,754597.0,2.0,Questar,277371.0,1-974-632-2473,O,Rgdslhqcwpzzqpseekwifwizylvqomjbpmzvczehjctwiaghosvn,Swoowaibyui,0.0,2.0,M,340.0
Ipk12795,United States of America,Whitehorse,30.0,KS,1121803.0,3.0,Annaly Capital Management,18527.0,1-935-511-9233,O,nzeulzvkdplzwilpidltektxmmfcfjxn,Jfkvp,0.0,0.0,D,580.0
Seg12796,United States of America,Rancho Cucamonga,62.0,CT,3790711.0,1.0,MeadWestvaco,232525.0,1-116-325-3727,O,LECGJREKMXCXOHISXYNJCGYYFDMXWLRHYEPSKQKQEGMQHEJMFDDZJDMGV,Qnidegbs,5.0,,S,392.0
Dcb12797,Canada,Sherbrooke,83.0,WV,2358798.0,5.0,Modine Manufacturing,348317.0,1-707-542-5564,O,Mwilkpaokmkhlqazsgdthmystigoqurdvehkuswokmwdo,Wafrud,2.0,2.0,U,465.0
hso12798,United States of America,Rapid City,75.0,GA,3792177.0,6.0,International Game Technology,17172.0,,O,Wtcjerwadtcbdvjclmvrejrqnhpxnmmskpfjrhkixnmwaoovhcujcpglzzviskqwq,,1.0,,M,612.0
Hvc12799,,Fullerton,84.0,WA,217123.0,5.0,SanDisk,101538.0,1-831-137-8231,O,hofmdjmkoibeexkglfmjespvkgpaens,IIWTES,0.0,3.0,S,386.0
OEV12800,United States of America,Lewiston,36.0,MO,3461827.0,7.0,Cintas,207633.0,1-662-507-4820,O,eqjfksnsccnvrwpedozimfqbxcqy,Oagfsprje,5.0,4.0,U,821.0
Clj12801,United States of America,Lansing,74.0,KS,2413480.0,7.0,NewPage Holding,471030.0,1-859-886-7117,O,Ltnqdmjzgvdtoiigtvnqnfedooklzonvzilkyyak,Gxqmxesgh,2.0,4.0,S,688.0
axh12802,Canada,Oshawa,20.0,NJ,234759.0,4.0,Analog Devices,354182.0,1-820-176-5181,O,Edjazpfivpmnxjbpydhkdfmecjblxqiekaplg,rutyp,0.0,0.0,M,663.0
tvp12803,United States of America,Providence,52.0,New Brunswick,726934.0,5.0,NII Holdings,449544.0,1-322-170-1937,R,,,5.0,0.0,,501.0
Egl12804,United States of America,Fort Lauderdale,69.0,KY,1566133.0,5.0,Jones Financial,474564.0,1-802-284-2869,O,hbpjskpg,GHLQGVG,2.0,5.0,W,337.0
MGE12805,United States of America,Halifax,47.0,SC,3534013.0,0.0,Lowe's,348607.0,1-236-473-3668,O,ECNLHANLKBQQVXVCOZMKTCNRRYGNYSKJVJJGCNS,Znejrbbj,1.0,3.0,U,567.0
Bla12806,United States of America,Salinas,6.0,AL,2657465.0,10.0,TravelCenters of America,172472.0,1-285-361-1299,U,vdzsyckojmuoxkurmcq,Tpsdll,0.0,2.0,M,392.0
Fjj12807,United States of America,Indianapolis,30.0,British Columbia,3972575.0,5.0,Liberty Media,440512.0,1-990-991-4392,O,Mtnjdzgftxbnzawjlmjirvkcthasvfebualhmtstvfcolxtcvedyaomptocospdohxjdt,Ghvcfcuge,0.0,1.0,M,670.0
Pdr12808,United States of America,Huntington Beach,6.0,ME,569710.0,3.0,Kla-Tencor,240823.0,1-645-678-6379,O,Nkatbekqniugyfkkvbruchyiwhfsncnbstjjrnkpywk,Mxeddvie,1.0,4.0,S,787.0
xiq12809,Canada,Charlotte,4.0,WA,2674656.0,5.0,ScanSource,448404.0,1-955-194-4817,O,eovdsdcwqlpvvuiflmadizwhksbzfpvzr,scrsccd,5.0,,W,
zec12810,Canada,Jersey City,69.0,LA,1451357.0,10.0,Unum Group,376049.0,1-705-923-3280,O,Qvxjpekkzqfibmoaqfecorwmbvrxsufssffrjksyttqqhtxvucmezotdyszjull,aysift,3.0,5.0,M,802.0
Mdg12811,United States of America,Columbia,83.0,DE,3569009.0,3.0,Tech Data,40608.0,1-557-200-9900,R,Vpdjtmeaxtopntkzfsrqtudgklxuklwticjmkptvgfwznnitnaskovwtgovwtpvuqyccxnya,xcwriecb,0.0,0.0,,320.0
Djn12812,United States of America,Hull,34.0,AR,1045251.0,6.0,Dollar Tree,157166.0,1-485-516-5768,O,Swbqmussipeqvhrwwkyztavazcofvaeatdokuaczqckh,Qlzzdlwu,4.0,4.0,S,506.0
ept12813,United States of America,Wichita,86.0,MA,1557374.0,7.0,Alliance Data Systems,492420.0,1-159-045-7057,O,KJGYPPTOJDUJJVRMQQUYVBKLZWXTUYRMWVU,ivdzpfuve,5.0,0.0,W,640.0
xlt12814,United States of America,Edmonton,,AZ,3716113.0,3.0,Emerson Electric,178022.0,1-654-049-9995,O,gcttdsutugzppapqdwsoaxasdswvenifcfkwdfvzjtksvwkbtodcrekokbhcvdujmal,,3.0,1.0,M,
Sfs12815,Canada,El Paso,67.0,WV,2710340.0,0.0,O'Reilly Automotive,238253.0,1-930-134-4705,O,Ebtmxdxedsjnssceesslqowgdibhdbtfkkgafaet,ECVKM,1.0,5.0,M,616.0
lxw12816,United States of America,Lowell,10.0,TX,2728067.0,4.0,PPL,362259.0,1-494-642-2744,O,NETQKSVLXPACUDXWIOKWIHMDOZVLSEIYCBYTDLHNZLHWS,twcgic,,0.0,W,827.0
DVD12817,United States of America,Charlottetown,46.0,Nova Scotia,568080.0,8.0,Energy Transfer Equity,92401.0,1-815-217-1481,O,Veogtegkcgumzjtppmedlhihahrhawirmnsmgmycutbwjprctsejogikkenxb,Kffvlpysz,2.0,1.0,M,600.0
GLC12818,United States of America,Denver,64.0,MO,358790.0,3.0,Polo Ralph Lauren,86006.0,1-944-331-7754,O,gmhueumferolfaxibvsivnjsqnvpoeum,Mynyqfb,1.0,1.0,M,502.0
Ppj12819,United States of America,El Paso,41.0,DE,2918098.0,0.0,,403817.0,1-415-898-5346,O,HBVDLFZADLXQYAICWAULTUDJSAXXBFSDUNAPTNVHWGBCTFRXUTGJHACDUGLPRRUUVP,ctbuaom,,4.0,S,320.0
Jsm12820,Canada,Charlotte,29.0,VA,302848.0,6.0,Ecolab,20449.0,1-508-816-1520,O,Sgqtkswubegnvulxnvtapbfmozyybypeowazzunlxlqxsicgq,Zquzdqgtpfp,3.0,4.0,M,
JLI12821,Canada,Mesquite,92.0,IN,2132086.0,1.0,Penn National Gaming,339958.0,1-456-198-9654,R,Gsaxeg,Lvhbhrsda,,5.0,S,649.0
WGO12822,,Fairbanks,4.0,IL,733214.0,10.0,Qualcomm,452258.0,1-505-788-3867,O,Urmeocqwqytfhiyanywuqwbedealjroygzgstpuoofcikcbidgm,Xhgoi,5.0,5.0,S,482.0
nyk12823,,Lansing,25.0,NY,2857093.0,4.0,Roper Industries,234378.0,1-668-722-1036,O,HOSVMPVPGIB,Gikddslxxefh,4.0,1.0,U,589.0
DCX12824,United States of America,Independence,12.0,Prince Edward Island,1960738.0,3.0,Charles Schwab,446427.0,1-050-687-3753,O,Mosxwqmadggfgnxaqrkacxkgbnyabjhgwdselsiqsxxupstvoofakdjvhticntiyqbnaolyfjp,Toqfli,3.0,0.0,D,317.0
prk12825,Canada,Baltimore,,AR,28764.0,5.0,Valero Energy,,1-351-871-2269,R,Eytaugbtzzvn,eypchvym,5.0,0.0,U,764.0
Keq12826,United States of America,Rapid City,63.0,GA,2778082.0,4.0,Dun & Bradstreet,249143.0,1-344-055-9285,U,CAIDDGVUZEIUZZDSUMCDQMWVZHCENCBKIIHCIOLLVCAPFBHQUSXSAOPYUKZBOAJHYH,,4.0,2.0,U,737.0
Pik12827,United States of America,Regina,34.0,KS,3017214.0,0.0,Nationwide,440389.0,1-002-743-0185,O,mbtrlcsgemconlbjlgurpumoawq,pphkdmxpe,1.0,3.0,U,453.0
aqi12828,United States of America,Tempe,12.0,IN,,2.0,Scotts Miracle-Gro,402172.0,1-770-549-8737,O,mppansifctjwqamhooetardbmbpqvihqduf,aduxvhigia,1.0,2.0,W,300.0
tzl12829,United States of America,Sterling Heights,23.0,Quebec,547605.0,4.0,Northrop Grumman,424026.0,1-837-600-2003,O,tycyvegvomleihjetimcgxsjmqabgvplrpwgvhjatwy,bfcdaq,2.0,5.0,M,458.0
ool12830,Canada,Edmonton,73.0,UT,1923491.0,10.0,NewPage Holding,444330.0,1-007-407-1539,O,Gdlrhztlzzjomkvkhmblvuxqwsewdr,Xsebnbazzuxm,4.0,1.0,M,
Gcs12831,Canada,Pasadena,36.0,NV,274597.0,7.0,Celanese,305897.0,1-107-786-1764,O,GFEFWBMOBPYUJIPLQFDJ,Ceiqkpxsimo,0.0,4.0,U,317.0
Tqd12832,United States of America,Little Rock,51.0,AR,1016413.0,5.0,OGE Energy,377098.0,1-584-108-5822,R,Titaolimoqtdrcnftjyieiovugfuzkosz,JHRNKTOCX,2.0,,U,828.0
Imt12833,,Tallahassee,53.0,OR,2712645.0,6.0,Pepco Holdings,18397.0,1-893-081-4706,U,Lwxlvyeszplrsrjpxohrjnaehooxsicearryxgdrnewjyhk,,4.0,4.0,U,676.0
Onk12834,Canada,Independence,35.0,VT,1977750.0,0.0,Ruddick,43751.0,,O,Yjklnfwybbdpcrnkiwhtmxaieufrcanllplnxiaxvkfephktqgdsl,ulkxftsqu,5.0,2.0,S,499.0
Vmo12835,Canada,Tucson,39.0,WY,1703699.0,4.0,Cameron International,406351.0,1-241-945-9443,O,dkcchdlcvsfdroyjmhzsfqslqraknnjnzomflggnvayzihgxuooivyfmscmdhevzswxpgjmwgnobz,Khnjodjytb,1.0,0.0,M,695.0
Xtp12836,United States of America,St. Catharines,89.0,WA,757938.0,7.0,Crane,490101.0,1-801-732-3027,O,ZEPBADUISWKJMOXDKDFIN,Cictpwoytnm,4.0,4.0,U,426.0
Oqm12837,United States of America,Halifax,98.0,FL,2841182.0,1.0,,126420.0,1-192-360-6484,R,DQFIYQZTQJPMHNBMKYJAUHJBDDSABESTBBXTKBTXRTMHEQQSAICUNPGSZECAVJDWGWFXXOPPVFZROPFT,vtgwivurw,3.0,4.0,S,
Bum12838,United States of America,Huntington,4.0,NC,1285049.0,10.0,Tupperware Brands,467950.0,1-741-738-4105,O,Vnxpadvyovyddngs,,4.0,2.0,S,327.0
Dnr12839,Canada,McAllen,67.0,ID,650959.0,1.0,Qualcomm,375100.0,1-324-925-1603,O,VVALIGSKEJNWFJVSYXROUXPBSIHFOKCTFFDPIXTTSKPUVCIFXTSNE,JKYKLCTBJUK,5.0,,W,360.0
pkx12840,United States of America,Modesto,65.0,Prince Edward Island,,4.0,World Fuel Services,451851.0,1-023-320-0309,O,nvotijrf,LOWRMN,5.0,3.0,M,408.0
YFP12841,United States of America,Victoria,50.0,NJ,951706.0,0.0,Fiserv,127524.0,1-345-330-6536,O,DRTEBENPVTTHDZDMYOIUOQECBFGWQTJFOSZSYB,RNHCFVTSWCH,5.0,3.0,U,395.0
Lcs12842,United States of America,Las Vegas,34.0,NV,2226048.0,2.0,Tenneco,270886.0,1-505-223-6536,U,lpmozketeyjnxqxlfejutnvkvalzdchopnxnwhazjmrzqulqheujafnuwytgrmnklygpmymksvioooh,HBSABBKY,1.0,4.0,D,535.0
isg12843,United States of America,Honolulu,43.0,NV,,8.0,Andersons,73309.0,1-046-267-0234,U,Jceimchzagosgarcydmjvviywvuktiaerdwgodwsgjndlkrdzyomkmdbitqfwqzurch,cnjrjo,1.0,3.0,M,706.0
Ytj12844,United States of America,Charlottetown,83.0,MD,2410425.0,4.0,Coca-Cola Enterprises,9660.0,1-768-103-8876,U,Vwefdizndd,Iufpjayvjpa,0.0,4.0,D,498.0
vvm12845,,Beaumont,32.0,NC,1101692.0,7.0,,408662.0,1-068-591-9487,O,DQVNXGKOYXMLKZICFUHTGHRVLRCFPARVTTPPRIVB,Gmijj,1.0,1.0,W,303.0
msw12846,United States of America,London,76.0,MO,2517496.0,3.0,Aon,354733.0,1-132-225-3199,O,NVAQTQUXWKSUKSDGCGM,KVELFJP,1.0,0.0,M,745.0
hwc12847,Canada,Inglewood,51.0,SD,1982478.0,1.0,AMC Entertainment,257620.0,1-589-402-3116,O,FJDYPBCL,hctoank,5.0,2.0,D,648.0
bjj12848,United States of America,Kansas City,60.0,WY,1928359.0,7.0,Sun Microsystems,260044.0,1-354-772-1400,O,gqvmuhrlnvdkbyvbwzwbungyjtsqcrorctsbse,Rektcocyxz,3.0,3.0,M,760.0
QBR12849,United States of America,Rancho Cucamonga,2.0,AZ,834606.0,5.0,Texas Instruments,223349.0,1-059-568-8258,O,xdqndtaoiadjtsyabdxailmtxnpbqdusbc,Hcxjiv,1.0,5.0,M,789.0
Bdq12850,United States of America,Dallas,48.0,Manitoba,1270692.0,0.0,MetLife,420929.0,1-536-221-0110,O,lhqhdqbyedilylrmtkuwjketowwqbtuujbknxrypxkit,lalsa,5.0,4.0,S,830.0
HLV12851,United States of America,Miami,60.0,Quebec,2970030.0,5.0,Williams-Sonoma,409961.0,1-465-945-0878,R,Azowifuffwyiia,STDIIMJSDET,3.0,4.0,S,745.0
fyr12852,United States of America,Orange,,DE,1805684.0,1.0,Helix Energy Solutions Group,,1-862-969-9340,O,Ssppikwpivgxcttakaijnqpznyhgnciiekkivjg,Xblbhqtuclu,0.0,0.0,M,460.0
EPN12853,United States of America,Waco,4.0,NY,2238781.0,6.0,Briggs & Stratton,498158.0,1-110-510-1005,O,Ccqcc,Bfxkafmhr,1.0,5.0,M,698.0
dnf12854,United States of America,Columbus,18.0,CA,2490224.0,9.0,Paccar,96483.0,1-946-047-0385,O,Wdunmlkietwopukmrcjlrjbwkixesfqvv,FSHPVQARQPZ,1.0,2.0,M,612.0
Yuh12855,United States of America,El Monte,37.0,VA,,0.0,Watson Pharmaceuticals,17846.0,1-222-788-0196,R,yqbwfzyerjxlgexyirtiouqcfwmpmpwoungqevkbzwvpyxmetarhlwgnviixqzxqwvhlujdfrevqzxvm,IQLPLGQSSQG,4.0,5.0,W,567.0
Hiz12856,United States of America,Ontario,67.0,NJ,2803509.0,0.0,Live Nation,133982.0,1-170-639-1755,O,,Epocsstwvqmw,5.0,0.0,U,375.0
OQR12857,United States of America,Lakewood,17.0,CT,96716.0,10.0,UGI,404620.0,1-982-172-7586,U,Cujqaayoespgngnjyxmeiirrluumctxphochwsordvutcpsuklba,Cyhuylxonki,1.0,5.0,M,614.0
MER12858,United States of America,Santa Fe,2.0,LA,2498353.0,3.0,Analog Devices,443960.0,1-771-071-7879,U,Rekezivhkwjwfjigrvszqibldfuedrykulahxcmcqanbxboqlrtaroncrlyrxbq,Uzzirbzscvr,0.0,5.0,S,
