City,Income,Phone,Age,Country,Gender,State,NumberCars,AddressLine1,NetWorth,LastName,CreditRating,MaritalStatus,NumberCreditCards,NumberChildren,OwnOrRentFlag,MiddleInitial,AddressLine2,Employer,FirstName,PostalCode,AgencyID
Livonia,254050.0,1-612-849-2491,15.0,United States of America,f,NV,2.0,Bbnhdhbkulbftydarieyqxigiaanqpcm,3673520.0,Jiwksyqekgbxqlmsrmobuvfyjvkxip,395.0,U,2.0,1.0,O,,IHKJSWMCXQDPLALWZKM,Alaska Air Group,nowltgihqkabwiiyjnywdte,Oxqlfljhw,Jiw6670
Halifax,62652.0,1-056-587-5007,91.0,Canada,,FL,4.0,qjykeplcjsadiiirztfhyxwowyzbfnqkfwxxtdwjzchxmasirwuyqpmuqtnmvaaojmz,1404890.0,hcpfamowroehxctdzbvfl,711.0,M,0.0,5.0,O,,ifqdeqrxnvcwyxbheitybywsyqbwunrmbehglwx,Philip Morris International,Yqpkysosfdd,Xieqwzus,hcp6671
Omaha,69267.0,1-744-455-4235,21.0,United States of America,m,NJ,4.0,Bflrntdkepwztldfrmfnrrxiphhhn,252645.0,Ettssdgktyrjboawudr,569.0,M,9.0,0.0,O,Z,,Questar,UXZGOQEVGMTYQQADFOQQN,Nfpoovbjt,Ett6672
Ottawa,430071.0,1-301-606-6604,42.0,United States of America,m,Ontario,0.0,Vksmwnriisnpdluvdauyk,97226.0,qdhuhtwq,713.0,M,4.0,1.0,O,o,enbxe,Wyeth,yuksoatbsg,PEQHXIMILSOC,qdh6673
Anchorage,408841.0,1-203-256-6514,82.0,United States of America,,WY,1.0,Vjgsmjklsmzpfmrqtjtpgnrxpkuitwlfupmoytpgqjmwdmvglclmpkubxmdkzsvtwaqnfaatrmwkxarj,1278744.0,Xnhqjlkrff,687.0,U,9.0,,R,g,Lxceaiodfkoghufrjvz,Genzyme,kaiyaijlj,Ovxox,Xnh6674
Oxnard,38250.0,,98.0,,F,AL,4.0,moptdchxawupxbxgnqaikkjpyfwmnarlxttmyiqoklbisb,1573134.0,Vquwnlujnhkomdtankbrmoxxwv,818.0,U,,5.0,,m,BXQZZMETCRAFXK,Big Lots,Yfzitrlxsksnkba,RMRUNXA,Vqu6675
Baton Rouge,356233.0,1-849-895-4910,35.0,Canada,,British Columbia,2.0,Pwtsdbblbjkluzejktzlosbbieofmwsfauhqlskdbtfulypt,3216888.0,euhxhzsdkul,736.0,M,8.0,4.0,O,B,OKHQWAOHLBKLONZOFQTHMROQSOFKWXEHGGIWHRSWJHUVFXXKVTPTXQULENXRUUSLGN,Erie Insurance Group,Kuktdpsffwbxryiuhmakxpygrke,Ohfyxgilft,euh6676
Livonia,158649.0,1-413-646-5024,66.0,Canada,,MD,2.0,CRXICGRANAPKCXJCTAGGGVBULG,380216.0,VVVTFIDASMNRORDKNYIYDKR,682.0,D,1.0,2.0,O,n,navfcgrjdrjhiolkampdhmdehpibw,Autodesk,ljoyldvvmjdoobbbrxl,KUBKJVIZ,VVV6677
San Jose,73021.0,1-173-314-9409,62.0,United States of America,,British Columbia,3.0,Iaananahyqiqihbmc,3496496.0,Wgwqiigiyrksod,365.0,M,1.0,3.0,O,n,Fqiboqrgpalqfjqihezztkutciusecfxmtrkxqhwzlhmgsn,Sealed Air,sqdwpzkigyepbmppeealknurngr,,Wgw6678
Wichita,109250.0,1-487-895-4474,38.0,United States of America,,KY,2.0,Qndzkuutuwrsnrdbcrgdfehrmr,3004384.0,moyfgm,683.0,U,2.0,0.0,O,j,Gpreverbrpeehcjcfldrnfrkalskgkygovtbtkbj,Enterprise GP Holdings,gtqqzuvtlh,Fuurgrg,moy6679
Sydney,,1-032-629-3974,87.0,Canada,,HI,5.0,jxnczipvlmrjoqfhvvsehajfbjeenzteciw,766387.0,Dexfeigpuyknhxcnrudccsonlberg,,M,4.0,,R,P,Dpjiprgbtfkyxvgrsmosaycmhanmqxditnlogdmjtxnbixxyqtsmfxzmhpjdlhcdampi,Dell,ETDCC,Xyaalnqcaub,Dex6680
London,410670.0,1-613-688-2613,81.0,United States of America,M,MO,3.0,Ryivdavdgyzofrphhv,1387524.0,Ivzssyqypkesseezmtfooqhgwjhhw,430.0,U,9.0,4.0,O,T,LHWUSTAEKZSOYFZZWGDTPTTCFHAQNZRHFYIJLYIZYTWXKY,PepsiCo,HXKKB,Ipahl,Ivz6681
Whitehorse,450700.0,1-043-242-8034,93.0,United States of America,,CO,0.0,Pgbizysvsfltntospigpjplqvmwxebzrlcbeyhbemwilzbqyboogrtpno,2778068.0,Qqpskqhpdrbjshwhmlifdwtjwcvpn,620.0,S,5.0,3.0,O,,Kardeknebbfsihgweailresyxxpt,Bemis,Nhhhmjxtkbzekizim,vbynqzdvyt,Qqp6682
Salem,454874.0,1-281-169-7125,53.0,Canada,m,AR,5.0,Ptkneoveyjmtheuyugkneejkfooymvwfiyuhqpzbegugusocwnwgodrattvtunjiqqaq,2612657.0,TEJZZGFLKJJXLEMQOJURN,766.0,S,0.0,5.0,O,p,snphprvltgyrrappmyxedeks,A. Schulman,HDIVERRRCBRFKPSFDVECTYBFHIKRVT,bxvmrdjs,TEJ6683
Chicago,410297.0,,67.0,United States of America,,AL,3.0,ffxodthcfttygkuksergswculjvgoqntvpimgexkglrxriqqpecxrwkujqfpshxvapnhcvypiecfxuq,2631473.0,Dtodikxbfwgtceigespgo,424.0,M,0.0,,R,h,TCUUBLEPBWRWTTOEUBDASZYDJOSCBYCE,StanCorp Financial,Cogogtkvzv,pejnobwzxa,Dto6684
Cincinnati,178805.0,1-848-845-5994,67.0,United States of America,,AR,3.0,Xuylhvunqzfwpfwhmcogjungxodudxfzlabqe,1533030.0,JGPNMMHV,780.0,M,6.0,4.0,O,x,Cwrbiuryjpnheuygfziynwicizjxeyioiitfaxwfovtakilczulnufjquvgncboljtjrvnanc,KeyCorp,Qowoqfvvxlgidxgggaxjpntbdecxd,Biqmxjkgs,JGP6685
Montreal,55079.0,1-436-460-7913,81.0,United States of America,F,MO,1.0,UWBMDFGSNZIJ,1308173.0,YZMZFFRWTJPFGF,616.0,W,3.0,4.0,O,R,Pmsdcbjijnffqhtfshfhvzoagcmxrnncdwytighqtelupxrlqsnnenjenglovxuaefodirgbnyobd,Enbridge Energy Partners,Htxooczsmkfeptzpdcumetyktftj,Sbdojvwkvi,YZM6686
Colorado Springs,86432.0,1-010-742-6311,96.0,Canada,f,IL,4.0,OWEXGOECQQNUDFXUDVDJRPGSPXEUEIZXZJERJHCPJHJMLKYGDATJZTGLWFRUKATSG,2978356.0,JFIGKKNAFTEHJBHSGWPSMBUDN,486.0,M,9.0,2.0,R,,jijnzeammbwztuldtmv,Humana,Cxreiyczopqccirytepbges,NVBIJQWLV,JFI6687
Bellevue,357102.0,1-382-506-3546,89.0,Canada,,NH,4.0,Hyriexdrvwiduwgkgsmjvldncaychnfkbwtqcxyylfueddr,3080024.0,SNPEAJFNXDAFIAFXVR,555.0,U,4.0,4.0,O,,,Energy Future Holdings,OQRPJPHDGGDIPMORPQIDHAPNMTWYNN,uzurhdkhfmmy,SNP6688
Sterling Heights,232229.0,1-046-114-2987,100.0,Canada,M,TX,0.0,vharovducxnksjwsoozopepppgiizcwffrlzxngganmqumdlfzdfdbrljbuvuqamtmn,227574.0,Bhyuiywxvxi,479.0,W,8.0,,R,h,Ljapxhrutsanhapjkumbrzdpxzyvjjlvaojheowcyysyygxjecqxwrhsvupxxghbdxlwbtyornawbwss,,Pzmlxdyorsvcbw,Tshgvychm,Bhy6689
Fort Collins,475781.0,1-260-343-9869,6.0,United States of America,,MA,0.0,YHDFJPFMWWCAPVMLFCIPATAEVSEXKBQOIZI,336870.0,TXPPREAXYJBBVSRCXCSDHTCUIIOG,775.0,M,8.0,5.0,O,,Vffdhubhcdqolamtfyneielfabqntoztrnlqddhzhyawsidauvgygphuucmywrzkveojzhcrzdprhdwj,Republic Services,WGTWYYBZOHGGAAAVXEX,Dchum,TXP6690
Burlington,180149.0,1-010-028-1031,0.0,United States of America,f,AZ,3.0,adgxifiluaktkjoacskvmsbugcau,3008143.0,zdmixlamansznlrna,,U,,2.0,O,J,BMVGYFPPHHFWVBAYDBKC,Altria Group,MQFNUOTJDKFYFIMDPQHFIHWDIRQ,swkvoplkvk,zdm6691
Fort Worth,57073.0,,60.0,United States of America,,DC,3.0,gnxzlkhrktflse,1428992.0,NRJJDUALHEZLUPXCTLGG,377.0,S,,4.0,O,K,cmywkhkeztmviczjwttwraemtegaypjoantcjdaklxwandksjifgbgexfxqemrrimfhdmp,Olin,qnyasojexxjlenascrgi,Gdslv,NRJ6692
Naperville,312511.0,1-022-838-6599,68.0,United States of America,f,TN,5.0,LSPNXJPHAMVGEM,3354789.0,Lyygujdv,318.0,M,5.0,4.0,O,,Rvhflpgruwofixesyeqxfixnykcksxnzc,Deere,Gkuznlrofvwoprelcqseqxdihv,Vnvynmcitb,Lyy6693
Charlottetown,264107.0,1-381-620-7378,41.0,,m,NJ,0.0,AGWIUINEXPKXOWPPCEREFWFJHQMKUFMDLDHN,,Kekvfjyvhubrhpz,509.0,M,9.0,2.0,O,,QYBSIZIBJMQPDBZDUCGQGNGWPWHFTUKDFXVAAXFBPDMGJIUQOSEQQKNPBXOTOMROJYP,FPL Group,GMVQTROPJUCKWM,Wnpecqpwede,Kek6694
Inglewood,160430.0,1-558-207-0105,95.0,United States of America,f,IA,2.0,,3712473.0,Dddjfljtbdaiummcxtk,590.0,S,6.0,4.0,O,L,Gfqsfipnglyplboixetxnxrnxmrinu,Landstar System,JFDKDSXRWNEFUARMDWEDPXHUYYZEYP,wifgmoi,Ddd6695
Greensboro,143384.0,1-598-537-4359,27.0,United States of America,,Saskatchewan,4.0,Gltxhanjhnlxynpfvxeluaeexbdfkw,1004545.0,ojxuntxtjbenapsnpqlajnxxnde,818.0,D,1.0,2.0,U,r,Qvzykwmcatrflzfiajglyklijcltvmkfrhodpfydrgwpzgydcqzh,Kimberly-Clark,OKKMUVQNLOFVPLCVIIC,ZTEDEFETIIYP,ojx6696
Santa Fe,298586.0,1-949-209-7100,40.0,United States of America,f,WI,4.0,,766173.0,Hqtpfctt,818.0,M,9.0,4.0,O,,tgczyobimmuokgdlrraklpvhjorkqmkmjutdlofpecgsadqmavblxxugjilnwt,Frontier Oil,Ujipadbasfeivyrdirijgvduydpu,FXJAAK,Hqt6697
Billings,256860.0,1-610-663-5501,2.0,United States of America,,AZ,0.0,ELQRGTZWUPCDIUYZPQLOVEVVYKSGIHMJPZAWWLBHQQGBBJLHIEJFSQRBLHTXNUSVFM,420277.0,Zxykxqevdelinzkzrelq,497.0,U,9.0,5.0,R,V,Cthyqzgpfgtwvkwxkcjll,MSC Industrial Direct,Xcqpgmdmmwifazemecmsmtr,awvpn,Zxy6698
Milwaukee,319473.0,1-550-826-6754,89.0,Canada,,AZ,0.0,ppkmanbamfuolbcrfmfijeidabrmhmfrpeypftytetxcuasrtosef,3612775.0,Rhmlxuubtmuqoznzxnfhf,691.0,S,4.0,5.0,O,,Oqtszrpmnwfsjxoxagieesystqzywtbfhnjgmjubazubgkihlprlrcfv,Newmont Mining,euqovqbgjjpvtsnjbkqndg,Rdvzacnl,Rhm6699
Oklahoma City,,1-864-803-4221,70.0,United States of America,,KS,5.0,,3896145.0,nwpcczlbwemmlgrypqol,652.0,M,1.0,4.0,O,,BIHJFVWGTLYDEFXGHPJIGSVSEYHDBJPYXAPQLGGUOSSVYKIOTHOMGKTMUZHIDSMUUNVUSKY,NewPage Holding,ILRVHOCZLRYWRKJMNCLEOG,ZHMGPS,nwp6700
Aurora,34294.0,1-296-484-9718,52.0,Canada,m,New Brunswick,,sbcmhdwwsmwgdtobibjdupoimjsiozdaozgixjkwndjovkxoxxxviqouhrtsumxdeldnsdpamoozed,1592331.0,Ctbyjxdfrodhzr,493.0,S,1.0,0.0,O,p,rvmjhyzrualhgnahsulsvexdyaspvgnluzjxobtlohtucbaatfhkjnxge,A.O. Smith,Kfndrtmhjlixscvukzplwadda,GFMRINZVIOM,Ctb6701
Coral Springs,216914.0,1-363-067-7081,58.0,Canada,f,DE,4.0,BQWQGRNZUORJOSPBBIVYHUXDXCVJUNYICXUMMH,1333372.0,UBCBNVKWOGK,762.0,U,,1.0,O,,LSGXHBUASGQJOMHWCPQDOLASMRMWSMMCNDFAJKLRNFIJDRASFOVHCH,Burger King Holdings,Zojhswvuaieuiqhgezlwhsbzxfvz,GIXKZ,UBC6702
Tacoma,275403.0,1-264-549-0226,4.0,Canada,,WA,2.0,NMATRWEVBJH,,Iaemndlc,577.0,U,7.0,0.0,R,R,znykbukjtuolhxuhyvamibxqfjjasdwroworhsosnojjidynkejatqkkjipwndxqwfcpsidud,Church & Dwight,Nvhwpp,Szryiqyjkco,Iae6703
Salt Lake City,291067.0,1-862-925-5535,45.0,Canada,F,Nova Scotia,1.0,,1425819.0,Drsdftmwxnj,733.0,M,,1.0,O,Q,Phlyngehdyjgbicuzphxkqrcsaoune,Health Management Associates,Haxecfnooswuyd,Velekslyaxgl,Drs6704
Tallahassee,59249.0,1-784-710-9855,67.0,United States of America,f,ND,4.0,Jggjdukadzumaxxc,3495520.0,Blienthzl,606.0,M,4.0,0.0,R,,TQDATYNHCQGQLJMDDZOLUBEOSYBBZHHNYOULOUU,AutoZone,Hexdeqylawsptbblvoiocxfydew,Mkjuyiaiugsa,Bli6705
Durham,438881.0,1-619-347-0248,64.0,Canada,,IL,4.0,FTMEOGRTSKEIJDYVVMEWPHXQZIJJGZQGCOVEBMK,1415526.0,Bwefmqipmzznbwepzlurdqibwg,349.0,M,,3.0,O,,Paeqxheysslpydekahixjtrhtiamrkgvqu,TD Ameritrade,Hnabwmbsnduvtj,Sqgppc,Bwe6706
Oshawa,262905.0,1-295-209-4814,17.0,United States of America,M,ID,3.0,RZSCSPDDSCLVPSKKRSBVGJACSIAYJDTKUZDSMPMGVVTEWNBQTLFKHLNIMRRPIIWNKPYYK,1401942.0,Pbmdksgqbiflrdmtfjnf,830.0,S,3.0,3.0,O,,Ctojhcxegphrkwapebjnkqdmrhezmibwaorlraekcab,Cabot,Mtvdey,Tudvcgdi,Pbm6707
Tulsa,7633.0,1-321-724-3545,76.0,United States of America,,NH,1.0,,1299847.0,Qcohg,,S,3.0,0.0,O,,Uikrqcixetpipetibcvgedszbvqsxxfmiklgfc,Family Insurance Group,MTGKEWCRVZMZOY,MYXVCSCDYNC,Qco6708
Biloxi,374501.0,1-333-086-0312,1.0,United States of America,,KY,5.0,Iibjvevecqikwefxqlzqyvowzxiguwamedvppvnwrzsuwwwpfiojeyjkyajdgfjysxzzlyibnzwb,3074435.0,Evjwkwbudruqjcozirzg,748.0,D,7.0,2.0,,,Gtinfszitembmepsyfnhvihlgwjlglnhqkh,Allegheny Energy,Tjffcdrxhvrk,DGEXJPLYH,Evj6709
Brownsville,447551.0,1-383-883-7120,54.0,United States of America,,WA,0.0,KVYOUCYDSFHSJHCPSGXYOYILLZWRYFZVOPHIAYSDXBSRPTKNZOHHLXUQJ,475627.0,Wfjeeamevfdqnbid,382.0,U,7.0,4.0,O,r,GNGSXNMRTLYNQHIEQLYRUNBHZDUCTFGSQOWNRELCJRCEXZEMSSHHXGKCBCZUGGFWVWBG,Core-Mark Holding,Vqitdfumvimeads,Jqjnlrg,Wfj6710
Evansville,125349.0,1-329-149-4874,1.0,United States of America,m,WI,2.0,sgiwammxftuwffkfmbpfsirfvpoxbmnhypqqgsdvdecaqmyvelapgffatjkqdsltoftggc,348548.0,Agcjyu,678.0,M,8.0,0.0,O,q,Emvirancrexpoytshyaqgoieevwuvipa,Complete Production Services,Suwvebsei,ILBLXSMEPG,Agc6711
Erie,91698.0,1-523-007-6066,33.0,United States of America,F,NH,2.0,JQMCXRJMKXIIFPYNZUERYSJIGXQBPBSLNKEKPNDKUXUGMTHQPQQWBTCVUPAKYNAH,3160473.0,Upwqtonzxgxwagfgsyt,630.0,M,5.0,3.0,U,,qpmzumlllyuiemsltecdpwftqgfy,Mylan,Qudllpawdmifwmqmsqxxctab,Bmhbb,Upw6712
Flint,167703.0,1-893-220-9839,26.0,United States of America,,TN,2.0,wyuwswmxgbsnltpooxnphvqfvijyeedrdrzkxqfuegvxjampwkiijwnujfexopmdqfgpmwe,671138.0,INCJXQFENFGGJRSPAEKIHXCKLGEZY,731.0,M,5.0,1.0,O,,Vuhfxpbscmpvwssolee,Dollar Tree,Wtkjtgcwoyufthpuotaactykuh,RPOXYQGV,INC6713
Dayton,337848.0,1-211-118-9262,5.0,United States of America,M,NC,3.0,,429674.0,Cuhlinxuhtcovciwohgwdbohovmxr,745.0,M,10.0,3.0,O,,,Gap,Zyozknwesladdmmfxhooydgjuoi,Ucrzjsb,Cuh6714
Manchester,228362.0,1-926-116-4911,65.0,United States of America,f,Saskatchewan,,Ghpux,2058716.0,UNPSFOLNTLCYPKCBLOA,765.0,M,10.0,5.0,O,,CMKOKAWKYYLTRHP,Urban Outfitters,BPTIQKDJUHRJHUGCEVVLCKPYW,RSJQZ,UNP6715
Cedar Rapids,291131.0,,5.0,United States of America,m,ID,4.0,Azarjhrxornmoiaxno,2470388.0,xnbgwukmrkij,388.0,,1.0,3.0,O,,Ceusqzdemtmgsfemuidbiocahdeoglsvuzmgajgzhmgeileomuppxh,Scana,Xqooqv,Serxsomgq,xnb6716
Huntington Beach,299624.0,1-425-875-0393,3.0,United States of America,M,VT,2.0,Oqnpfnoopsapmhrftwdvdlvqag,1594457.0,WMLWVADMPCMTAKUGBVOGDPMGABGUTS,572.0,W,3.0,4.0,R,,Ydatdz,Kansas City Southern,Srmyfmgshs,Obqnkaresg,WML6717
Macon,33114.0,1-770-566-4054,3.0,United States of America,,Manitoba,2.0,wtkquqyhhsuonsitna,2731247.0,YRKCARCBTDJXBEKDOLAYAOQFBT,655.0,U,9.0,4.0,R,,Vmkvgyfo,PPL,Gkmmwqb,Lyszyozhxjfn,YRK6718
Amarillo,496782.0,1-415-041-1685,25.0,Canada,M,DC,,MRBALYFERBRBWSCQNQKYAOUWLAIILPRRKOZKMKLXDFZRGKSSTYTXELXMPMNJLNTQYYXVYUG,1938554.0,Weluqquipnadk,401.0,S,1.0,0.0,O,,CPEMQUUDTGRJSOVTXNWFMITBOMNBNSWQUKMTZEUFAUDICIPLNNDDYIEJKHQYILRZQCPTIOQKDK,Teledyne Technologies,CFJIA,Vczrocunksl,Wel6719
St. Johns,161533.0,1-028-976-6003,67.0,United States of America,M,HI,2.0,GQIBTQQAIQIAWJUOVKCUHWTPRHHKRBQOOXJR,,Owqioovzzovzolqfbqv,553.0,S,5.0,4.0,O,H,JFHQBBZMHQXLZXUXXVRTOPUNINPOMQQCAGHATWVIZROUROAEPIYTKINIOQQIVLMNAVB,Advance Auto Parts,Zmaxgruyaj,AFNXQXWJHL,Owq6720
Provo,8697.0,1-776-207-0942,82.0,United States of America,f,IL,3.0,Gxxlkxyvukojhhlclsayzdxiotrwsqtmdjxpkvstixijvoxbaqbjienrxnixqcizemjxs,1433592.0,oworqfbrhsuvmuufkgozq,838.0,U,0.0,0.0,U,,mhpdqveuhwvmkewloppkweudwkmvllqbceqjyhlqvqanfpbpwkfuxnxmeubrisrmtaxmrsgkbt,Dynegy,Fnumwquwnv,Njdesvneec,owo6721
Albuquerque,392710.0,1-714-728-4546,82.0,Canada,M,Quebec,3.0,hneveohqpeapjookczpgecjssdjbdaxlbttmxhsbrvvuuktxw,2020787.0,Hvicdhwfbp,536.0,U,2.0,4.0,O,,Zhkmtiatxguwzfprysrbuhfulnavwsiwvsdrqmwcizljesgngjdfswtaqgzplfdpm,Yum Brands,AKSENRXRZESHAKRDTMMPAKEMKW,Kfngs,Hvi6722
San Diego,206370.0,1-211-034-5053,10.0,United States of America,,ND,4.0,Vteqiydjqu,875097.0,amexxiaghalzwspnmprek,323.0,,7.0,5.0,O,E,slfvcetjgdadlqppcvjebgdtbxbevsicklaltefbagobgxhjamwgrnqbn,Health Net,QSRDSLJGCNLDBBIYUZTKINY,Qjrnuxpwr,ame6723
Greensboro,289798.0,1-209-387-1363,61.0,United States of America,M,OK,4.0,rdgtumgistdtarblbumgvjtrecvgcndxplhytvclupfccfzbzpznydyfrkiudtbytceptxnwumpob,772225.0,DXTPZKDUQKHCLIFRRVJZZE,438.0,M,9.0,3.0,,U,dknmtokuqughqofav,Cytec Industries,Wlehxzgscrcntmlvfsngxkeae,PFUTTDKMR,DXT6724
West Covina,260331.0,1-816-067-8613,15.0,United States of America,m,SC,5.0,ESHWPCZINMMNZUGFGMRRWQOHRPLXIOGDRVWDBGBIRFVYCLWS,556865.0,Ydkwpaccztpugazyaojpw,746.0,M,9.0,4.0,R,Y,Acvligdvkmliewrwzhviozabqlnswxsnbluqxidhqequxrearavttzxsuvatahcfrgwo,Pepsi Bottling,Bylebjrfu,lkghtyz,Ydk6725
London,236742.0,1-270-386-2688,32.0,United States of America,m,AK,2.0,qnveeru,1020882.0,VSDFZVVBRIXSLTSILUWHZJVWILJ,848.0,M,4.0,2.0,O,m,iecuorymvmwcsfgzjddgooowpwnzs,First American Corp.,jbmldkbq,dognmozndjd,VSD6726
Knoxville,206557.0,1-761-144-4249,80.0,United States of America,F,SC,5.0,Rhfsyztletuxyuwcxthishbokchxxeklpwrwbqqpstvxokumxqenm,3230103.0,RKBRPQBSMUVKGQXLMUPSLSPXJFBMDS,332.0,M,3.0,3.0,,I,Ranfhurpskghxtimdgykfaetlaijohpyjgautbsmnwpmpndfyhtslk,Anadarko Petroleum,TYPZIFETDOJIBAILMIATGT,TNWFXUKRHN,RKB6727
Charlotte,484524.0,1-683-450-3899,41.0,Canada,,ID,3.0,LTPXLSWKZCDITLTDGUDDHHJGQINKLZVYPPUNAEHVLICQFVTSDXXHZOCRQZRAPFRAD,1730023.0,Tktxtfknsimfziiwjyidlsomym,475.0,M,4.0,5.0,O,l,,News Corp.,Dkajukemywvdmnroeewnadrhfdwl,Rindkfzgfokg,Tkt6728
Yellow Knife,39293.0,1-546-294-8264,93.0,Canada,M,Prince Edward Island,2.0,mznjtp,98869.0,Uzahwffesfhfnioglhaakbhlaw,414.0,M,2.0,5.0,O,V,,Chemtura,ahflum,NWTGKQEPX,Uza6729
Palmdale,,,42.0,United States of America,M,MI,4.0,YHCZJQXUDWEMNCNGZHZECSERGOAXCUJUOWDJLPBKNQVYZAYBPIVFTSZGMJADBSRWG,2319791.0,ILVMREXXJAJSJQXGAXIKWIRVJABNZ,593.0,W,,5.0,O,,mootuyamjsaumxxhxtydopsjryszuwoidqjzgvxqgrlkdcksirfrbkdypoh,Kla-Tencor,luhttlbqqswozak,Zjvngzpgbyxe,ILV6730
Tacoma,385403.0,1-205-885-4220,91.0,,M,RI,,Kitckmqcbpelpmxwofeztruaxhzfgyslaceyullctnpqofuddcjgtmtcnecab,2816143.0,Gdgdynhamvkimrgqlhukyedubrhrq,730.0,U,7.0,5.0,O,J,IPFBJQEJFVGYYHACPNKQWDCPSUBHINMWRJPTYXSZZAJVHFEVJIAOIPUIYINKLBHNVHMOSVZNOWE,Spectrum Brands,Nyvbzeawxmsmwienrhbcrgo,Xrxzyvvti,Gdg6731
Providence,56485.0,1-942-504-1751,,United States of America,m,NH,0.0,TIBIXOZBBITWWEZTBDXGNSVYICCTUROIJSWIFJXMVNTYAROGPKQNIGCDKZMICDN,3254752.0,Woqigpzpzwdrslfvpxmaxfbr,683.0,D,5.0,1.0,R,,qivdkdxfetugvrenenjlqbyzbiblsfkuiluelrmdbyomzwdhctmbnhrnjifjounriybrrulzddx,TECO Energy,Sgqshvxtmibolqpmtvf,TSDKD,Woq6732
St. Louis,409756.0,1-543-571-0668,50.0,United States of America,,NH,,UXFKAUHYNCROBQECIUXBDMJETQLGUDIFDNHSXCAMDSMHOCDWARCIYCYGHASOWKNSSITEJXHLCPGN,3424426.0,NWFTT,436.0,,10.0,5.0,R,V,Iflknuwulodas,International Game Technology,rmfilhrtiicmfewfjqeqgabw,cgyjjmdosc,NWF6733
Mobile,185612.0,1-384-083-2072,68.0,United States of America,m,LA,2.0,Ehenqejcfgfeclv,3161884.0,lskcbhbpz,468.0,S,0.0,4.0,U,C,qbkofjzsfxruyyxzopudzlhntadrctwhqplxzewapmsisorfpafmrkncdkqqsiffymkcomug,Sherwin-Williams,RZWZVGDTPPI,Vhkdkm,lsk6734
Spokane,304296.0,1-014-090-2110,98.0,United States of America,,ND,3.0,HUMMJOBHFYYSWTKIRVEHBAPPGKQOMGNZXPSKPAXUEAKOIDRXOOEVCMLKJGCEED,1654218.0,ADPUCWNUHCUVNGS,685.0,,1.0,2.0,R,F,Bxyjkhwofqezfrgp,VWR Funding,vblziwdymbwfbjewnsbtnsniv,WBGCLHY,ADP6735
Anchorage,36554.0,1-091-269-4004,89.0,United States of America,M,AR,1.0,mkioqdtaccbydixqdfnfvdkffgfizmutstoicpqvdcou,2979359.0,Rgftqpnuasmfezzkmxxwnfmleyyatl,465.0,U,1.0,2.0,O,,Pusezzxgcrepkvoovensuiklkawrxaefzwdjngmnuowtnvczil,Johnson & Johnson,Zxwufycoanaxcurvwykpgquiwf,kgupmmmtpji,Rgf6736
Fayetteville,349660.0,1-181-262-6716,90.0,United States of America,f,MT,0.0,OJQDTNWKNAUPUGEKTQGJER,2214009.0,tqsuzxojagvslufap,445.0,W,9.0,1.0,O,,Gccsxetggynjfudufgetbczzltlp,AMR,mxjrfmhykweucqgxmngb,Crcmrmtszue,tqs6737
El Paso,35926.0,1-590-545-2481,33.0,United States of America,,WV,5.0,Kojpdkaqtlqakwazqkeonuefildozhwqkcbcpkxprt,2295665.0,Uvuooamcsghspxszylo,805.0,W,8.0,4.0,O,K,XCGUCQ,Telephone & Data Systems,Pkwgqbibqtrhtdcipesspciufovvy,GQRFKPIM,Uvu6738
Wichita,417316.0,1-902-697-9108,80.0,United States of America,,AL,2.0,Vupqhkxmo,1607108.0,Kzoetmjqfyxebagunkhigbsrwtdvov,774.0,S,3.0,3.0,O,J,Flfurwqqbjrvnsbqxmslxofrzieyupkgewlbocnybbknhsoyzwydpiysztulbmcwytyctcuxjlcbtzei,Family Insurance Group,shradrdlfqhbcxgc,sccdd,Kzo6739
Knoxville,497973.0,1-784-797-9179,35.0,United States of America,,SC,4.0,Nzcxprwxvlxmhhnigdghpkiofhjtqdrciyrqoetmfjwxirfburfclktsfnhktcpjiqcyuwn,2152655.0,acrldfiojuyu,321.0,W,0.0,3.0,U,b,Hzfjrqyav,Church & Dwight,Otkjvqbwhrky,Yptte,acr6740
Memphis,461437.0,1-549-668-8693,2.0,Canada,,NH,0.0,LWMDJFJJCUHIOWWZBSXAFAFVOQVERFLESHBTWEXBMEY,3357420.0,Ewvdyyjf,622.0,M,3.0,5.0,O,z,nmmucdklxgxrkwc,Spartan Stores,kdoumgthtzbzgntokpqlszkch,ebuanmrjrsdr,Ewv6741
Durham,136054.0,1-899-124-3676,21.0,United States of America,,CT,3.0,KQAIBXRNPNFTFFMDDSVQZBOCJGPUPLAYK,1228408.0,Brlwnfiscygagpcxrforbmcqpq,557.0,M,,1.0,O,,Jvbuhvjzdysepryxyijsvzkihimhfztvffqrcnxbbwucxiqjylucwhxpfyltxtmjdyhwldlb,Oceaneering International,Mkbrkp,IFMWAESOXAH,Brl6742
Erie,475434.0,,87.0,United States of America,m,Prince Edward Island,1.0,FCZAWHJNOJDGDNPH,3736345.0,Xucihx,302.0,D,2.0,5.0,O,D,Hazlarmsyglzxozoslsojhqmzrntvefajmhsnauiqqoxodizzimmnupfpl,Eagle Rock Energy Partners,XGDJTOQEDVIWYNNJXOIFPPKEMYBK,Rtbpnsivk,Xuc6743
