prospect_AgencyID,prospect_Phone,prospect_NumberCars,prospect_CreditRating,prospect_NumberChildren,prospect_FirstName,prospect_City,prospect_NetWorth,prospect_MiddleInitial,prospect_AddressLine2,prospect_Gender,prospect_LastName,prospect_AddressLine1,prospect_State,prospect_OwnOrRentFlag,prospect_MaritalStatus,prospect_Age,prospect_Employer,prospect_NumberCreditCards
Roj13792,1-069-956-7581,3.0,355.0,1.0,Nphajdbrqrfdrobgfxh,El Monte,777746.0,,,m,Rojiybjamlitdzsvdjgk,Tjnmonnmgpizgizipbcvedgvmwrxvcmzuncxnojsemenhbkjbccpmrvofrgjsgbmqhuezyfeuaj,MS,O,S,3.0,Schering-Plough,6.0
Gni13793,1-323-061-3442,3.0,632.0,2.0,Gidyilskfolteinud,Pueblo,3162422.0,,,,Gnisahntwgtaevsqhcjfzgbeih,Nemchvsbhedhvdreppnjwrzzfzppwnuppslllingcde,ME,O,D,50.0,Advanced Micro Devices,4.0
KQH13794,1-219-960-5106,4.0,315.0,5.0,BQOUGKMUENHXLLPQB,Brownsville,2408368.0,F,BQCIVJVECANEWECRL,G,KQHQRJ,Utgttazjmnxaxneqsdhqymjvl,Manitoba,R,U,94.0,BJ Services,8.0
HCA13795,1-523-492-9177,2.0,712.0,1.0,frzytfasktzugs,Hartford,3554911.0,,Nvwycuxfuxfvswaztksgravfihvbfjyixocyehriyxqofifyulczzoaowfctxvnhj,,HCAGDKAFADCYOCHNDOOHJKW,Ezbdrpyclnnmnwszcjmrhikrlcmpezqsgrbwejxpvsgduy,ND,O,,99.0,Ferro,8.0
zut13796,1-751-026-8148,4.0,453.0,0.0,Zksojsunadbmwjczcqubxdl,Bellevue,1257335.0,,mdlgwqzjortklmzpzbvdifjtjxoiioudofb,f,zutjzwqfc,kxyohundckfppftegxeriftdhjfpctmprtqhvkqcgrkkmkgakkciexudlouvhkbifohognsiqwvmzk,Newfoundland,O,U,,Hubbell,0.0
kmk13797,1-584-422-5781,1.0,608.0,0.0,ezwnkgjmrpvmnhrxfp,St. Paul,3144867.0,,Qwmmgkmunbmfuoojdofxwupgevvsbcusoxdvchfzjkzpakghbezmfsbmqqeozpulvjjzvpxuleejy,I,kmkdccvrprpzwoehfutvt,Nekdmafvkktrqlzkfofztjzbachbalxogzzvchrhekffenkxkcmnvmsacnn,HI,R,S,34.0,McGraw-Hill,7.0
nqt13798,1-131-682-3552,2.0,709.0,1.0,Gejjlgqebj,Fargo,1812238.0,,,m,nqtobiqfpdzxrfuxpfr,odobqpejjrqqcumh,DC,U,M,74.0,Barnes & Noble,6.0
Iss13799,1-085-091-3540,3.0,,1.0,xrurawna,Cincinnati,1194106.0,B,hlmneoltgrnkyar,M,Issyaougkqqszgtut,Pgeaspqtajubkvjleeugxfykxlcatgvrwmasutjdxgtcevnwwpodtcczbdcjtm,Nova Scotia,O,M,57.0,FreeportMcMoRan Copper & Gold,7.0
Hit13800,1-724-632-5838,3.0,758.0,4.0,vwtvdbstyqwsdpokg,San Bernardino,615485.0,B,,f,Hitmuaxqjxdhxgprwewmzn,KNZVCZQAEZHPMN,NM,O,S,,Reliance Steel & Aluminum,6.0
leb13801,1-387-973-8002,2.0,369.0,0.0,qtbimtubxmftabuqgz,Fayetteville,3117125.0,,Vobxjeefcatbqvcrxhvfxvxkupfpahfvfvduvcpssldkyn,m,lebsgmejvxglmaiv,APTWSPIGTSVYRLSJVAWDVMIQLMQVWHWRKYMCFHUQBMZACCRHMOEMZFPHPMISIJKUOIFP,WA,R,S,86.0,OfficeMax,5.0
Ncq13802,1-369-851-9584,4.0,662.0,0.0,Zrvgmq,Billings,1810673.0,,Anrzcorequitdbiuefsrso,,Ncqux,MRUHPJVDJEEXQGAKECHBXTCTVBSUFMCZOGPTICAIVEXCNOOQPGFFVKXRGFZ,VA,O,W,32.0,McDonald's,1.0
Wwo13803,1-960-129-9068,1.0,827.0,2.0,kwbmrytpfbubgnpqwuuop,Knoxville,1255842.0,,PVYFUEXWTNLKQXQPSFQCJJYFBLXSXUUJJHTLHFZUFSARKWPCWGEZCHX,,Wwoqwhmhpcadzbvidaavhjoe,Igctpzlbhsobxtgvuoifafwuwdpyisdnurxuwwiczbyeforyyaybboqgqzpwsdlzrsngttnangabq,UT,U,D,83.0,NCR,8.0
Hce13804,1-004-035-6453,2.0,476.0,0.0,IOKTEKTYFDDP,Tucson,1518306.0,h,Yzgvuqdukfsetcyupzkeuhshvvbvrskjuygnlqtqxgwnmezqkmehhgk,m,Hcexcutk,Unzayextaeplqnbgro,MN,R,U,59.0,Sonoco Products,3.0
Pkp13805,1-757-450-8457,1.0,775.0,4.0,tnwhtj,Oshawa,462636.0,S,Dpnxorgib,M,Pkpqiurbglluioicvgvtxve,bgmamyyjquglfhtyfmvksbrecwzxxaonmlcy,PA,R,M,5.0,SunTrust Banks,5.0
Rry13806,1-667-444-3163,5.0,816.0,3.0,ejkmdkoxmhblhux,Fort Wayne,3000163.0,,Vdlqxdqcopxmprwds,m,Rryvhxmnvswojxbvois,Xsdntkwzxkbcasasciddmstuopayirbsztlnwekqtckejyaszvncpewjojnjoznitnbblls,VA,O,S,54.0,OM Group,4.0
Voo13807,1-228-749-2119,1.0,531.0,4.0,AORYVLAHJJNYLC,Savannah,3671802.0,A,Frhrmqbrqtcjlkthleodwhtxcigxakmljxcjmaylddzosrkztuespkbyvbcqixtm,,Vooreffkwdsxyja,Ufmpuftxtrookaokjakdeomr,British Columbia,O,M,77.0,Progress Energy,6.0
Ijm13808,,1.0,836.0,1.0,pkbwxfzuwfzcnnjxpgxghyvb,Winnipeg,517800.0,e,Khkizbphhkfihgfdlyotwellwxn,,Ijmdi,arbokmslmnuwdvlzefdbrmjhbxjuornnnpllhxpdbcurpvwtgpj,FL,O,S,14.0,Precision Castparts,
WXY13809,1-921-878-7559,1.0,616.0,2.0,sttgzmpdus,Fontana,784444.0,h,Jtlztgkmqqnfbpusvoxzbovmukkenbdebexboavsmjb,,WXYJYJRRVVKXYTJCZWKMEHVIOO,Bgiomffketmaqceajtwfnyiwnglnpixbhzfzefdyadvfepzyznqoksplqvamd,RI,O,,31.0,Alcoa,6.0
Lgb13810,1-051-125-4763,0.0,831.0,2.0,Fjmkxohrcgjbodqft,New York,983041.0,M,ntxdblzxpokuxswkwzovoknprmkbzfnxdphsxabpholmofvdgjzrnzcyuieupigzngoa,f,Lgbrc,Wzwsixjdfrmxvxwxzfimwtihkl,MS,O,M,10.0,Packaging Corp. of America,7.0
Drp13811,1-613-691-5568,4.0,738.0,0.0,Uaeofcnq,Newport News,1730375.0,,Wqqndzvrmwheiceuptglsddvh,,Drpcik,NOKKIWGVUEJKAJSQCOUXYFFQMAJVVSHCTNCRBCXOXVUMMVCGUBDYLIKELMLJOMGD,British Columbia,O,S,0.0,Barnes & Noble,
Lhr13812,1-442-899-4570,1.0,807.0,4.0,Ommhaodvisoxiawxxgplmks,Buffalo,747630.0,,DOFEYGYNJTVVXBIIGVIYMDYRUJGMCQEUAKYTLLWTJIPM,,Lhrnyhheqftvazonbmttvgukodtcns,Fedarbnydllfrwxmnpzaze,WI,O,S,53.0,AmerisourceBergen,3.0
sro13813,1-809-795-2114,4.0,817.0,4.0,Efnioemgvmosuudmyzc,Shreveport,3291436.0,,SNNWPSAVWRLMPIBDJNKHZYQTMWJORMMUUDGHQGEJAVTATSQSHPUKWPIWA,M,srohhcxjjzlaeuguctoxfmsgpwreoi,Pkwxggmcifmxrpcjyfqpofkilluccecupbywmpucglfpp,Newfoundland,O,,74.0,Vornado Realty Trust,6.0
Dho13814,1-012-421-1451,0.0,713.0,1.0,VGFRL,Halifax,1341884.0,,Gcptkgmvljhgmcxyjmqwctrclgxwidh,,Dhobtmfnspndtak,Mqrpbpdxdjznjngbliuxwkklgsxyfwivglygasawvvbyuqdmvmceqhipdenepoobwpmdydulshtzyt,NM,O,U,86.0,Sovereign Bancorp,7.0
YUD13815,1-797-588-5147,1.0,771.0,,YLWRFAFGOVLYQTEVRYZATAQYMJU,Omaha,111181.0,T,awdsajowlvfifsbigumsiqtzlhpldafgyqqqnadkgwbdjddbntphjmqmdarntybnjhlpysctd,M,YUDVZGQRVD,Ksweqejlzsljvsuwnsdcosacqiudrpcwqthpwgxuvkkfljab,OH,,W,70.0,Dollar Tree,10.0
Xvh13816,1-065-251-9032,3.0,395.0,0.0,JETUUBIIWMTGRLGJDZQCLLCMSC,Mount Pearl,494609.0,Q,zeidkjhhmkafcrfprlrltbniwvhsvjfowrzvjopchyx,,Xvhsvpqxcygqcdvj,Nmxnlvfdaogjtpyldnabdgxjpemzlktnbeebvpjecbpkktfmxjprrvswxnasunysptxshvidyasiyidc,AK,O,M,,StanCorp Financial,6.0
Aaf13817,1-101-725-4003,4.0,553.0,0.0,Efaykcnijelzlmucimahyzuqxgp,Palmdale,2620601.0,V,vxdxqkiwvuymcokgygexnroqwxvjamnoty,F,Aafxpkxdvpweqn,Ixuxwfwpjuonnkmcdwi,New Brunswick,O,U,97.0,Clorox,6.0
Xsr13818,1-351-312-0393,,712.0,5.0,ohwtxndlrhcswmmlakwrfhwqa,Saint John,3310610.0,,,,Xsrthicj,IMSSKTULDXVTYNBGQDRHCYTGNBIFH,Ontario,O,M,6.0,Prudential Financial,4.0
yli13819,1-370-172-1130,0.0,,4.0,Kuscchckb,West Covina,2624096.0,,Csmnapxswgyodjdapdiaxwsjnqszucvxbqfqfg,M,ylijzaxxod,,FL,O,S,61.0,Crosstex Energy,8.0
plm13820,1-422-073-4722,0.0,640.0,2.0,QVUVPMHJHPSTUOEI,Corpus Christi,764650.0,o,ovwkktknfzupmvnjaurgwgudxledrjogejyeamyjwjkhlihkpjtftnndnkgbajgofeqhuagmjfxo,F,plmweahxaooonumajtenfojs,OHGJZUHYXFIUGMYERQYDBAAALLEQWL,Saskatchewan,O,M,38.0,Pulte Homes,6.0
gnp13821,1-188-126-1267,3.0,578.0,2.0,GLFNFTWS,Vancouver,2395430.0,f,djwtayphjldimzrnjyazrmwfaxmyhdryxbfnjhksrulztsgtmuhq,m,gnpuvraddvwlxfxzx,Fnioizopcxodxexaqwwsqiabjqpuwqgnrlsrqiufogqgsysusjvvotezfoodethwbiqrmjk,OR,O,M,0.0,CenterPoint Energy,8.0
gee13822,1-051-243-4986,1.0,372.0,3.0,Ksttbrfhvvjinynfvlovspbqcdooa,Thousand Oaks,3747210.0,g,Fnyqrbtdyuqdxcmdflwpsyteoiryvwizrygxxwgfkphmsvkccxuqukazudwvyo,M,geeehcnfnkprrbihtlz,Jdyusqun,AK,R,S,84.0,FPL Group,0.0
Nyt13823,1-061-919-7471,4.0,709.0,,ACSLFVWJANRNEFPDLI,Evansville,717020.0,C,knbzjqdofdecaqyittcpsgifcuuqiibchqslcugkxbqywsgxhzsbmqjcsbnxxuaphxffi,,Nyttrmyxxpplodizabrogbhvbrdv,Kmhwjlsbewgu,ND,O,U,30.0,Ameren,2.0
Guw13824,1-638-160-3547,4.0,338.0,3.0,DQKEJCVDRFVNEUBB,Newport News,1060777.0,n,dpqiptgwqtlporzvcjjksxumstxtubkljpvum,,Guwfiqhyahvpgpoyncziap,Wlznonklgnmnxqaxv,OR,O,S,51.0,Regions Financial,9.0
Rsc13825,1-046-464-0732,4.0,414.0,2.0,Afrzmasvhdn,Denver,2252866.0,,rchbxxmlrjqlmdihudhqxofafwyxkiqpaxuyptiyhhnpjbubohkoyvvwospriifoxgagdvjgo,,Rsczsdqxob,Khewfjzejpeueuwzedzabowozjeybdvtgbwzctqghqixbjlaeuvrykzb,NH,O,M,46.0,Universal Forest Products,10.0
Kli13826,1-267-415-6372,2.0,320.0,2.0,Jugunjqnccigcnvxqahsjym,Mesa,3347564.0,t,JECDZPLSWKZDYWEPISWNGXOYVRMCGBV,m,Klizovvpmhckrkszjalthzqrian,pzwmpkambfbxsw,RI,O,W,41.0,Airtran Holdings,2.0
FLM13827,1-542-620-9069,1.0,695.0,,Sbtnx,Columbia,2137206.0,,Ystqiawvevkn,m,FLMFZOPGOHYQMHGJQUXEGT,Fywvkxinucfsuwhtdjucgfxgudcwqjzcnxvfdexuphltkiehpdqpiagpaaexua,NV,O,M,86.0,AK Steel Holding,10.0
Zpa13828,1-370-137-9153,5.0,698.0,2.0,Dammooesphcd,Sandy,2154213.0,,cbmfrsh,m,Zpaudirvejcbalarniunqful,Mwctegcygowrwirozgapsorhvmjwtxruhxomgy,RI,O,U,95.0,Omnicom Group,7.0
Yhd13829,1-807-711-6468,0.0,370.0,,Pkynrvhybdfedkivcjrwag,Regina,2053631.0,,triwdnzrhoasiggkingedlydesazcklhjtpwngeetljmzhfjforjbrbxc,,Yhduecmikhrecxtjdviuprmwpcmpe,Jgvazspkynzkpiotzhncyiglelztwzemebttqonfhydcskcuhpxkpjkyym,British Columbia,O,M,,SunGard Data Systems,5.0
TTJ13830,1-435-878-0215,1.0,687.0,2.0,nrbjshgxucdwvdr,Macon,738924.0,f,OLZXOITRNGJRNUSPPJXUUMHMAPGZCMLKWCQBRFXQSSYBBKMXPUEXWEHQKSLAZNDNHXTKUUJ,,TTJDRCXLUA,jnjsakhekhtkfabga,ME,O,U,40.0,Hanesbrands,3.0
CYJ13831,1-777-865-4245,2.0,449.0,4.0,HGCFNDKXDFKSZCOATUDVER,West Valley,475396.0,X,ZVOCBTPSKTZJNDWRLCSUBDQNLTWTKTGNDTJRNLWFMPJXXLRYXOUQUMJCLRXEGSWBTL,F,CYJPKLIWHEEHKVUSAPXDSPNWHAUTJU,WGBSLAMHJXBCDECWUJGXJZQNAETKOZJGMMLLWHTBTTHRNDYONZMHTQDZKTF,AL,U,M,82.0,Radian Group,7.0
rqj13832,1-482-720-1684,3.0,731.0,5.0,Artgswfrtvgklore,San Bernardino,3618242.0,,Foilnojtcvdumdqokdczgwpmegjfokcptkigmokouleomxhwnwwvfgmusmuoyv,,rqjzpjfemjblqsnmmgrusfmomzszo,BDFCQFUEYKXSEAGRXNZOZXV,LA,O,M,99.0,Pepsi Bottling,8.0
SEK13833,1-643-281-6008,1.0,660.0,3.0,DNGEIVWOXBQCOJQLFWMLDHEFJM,Hilo,1351204.0,,yixdcqdssiokwxwxxdnuttxrpjwcjjpnqepcicbquouzcudxmokc,,SEKXCYSGWGMIPCJABBLIXCYIH,,British Columbia,U,D,27.0,Eaton,6.0
ror13834,1-968-519-8711,4.0,543.0,0.0,Owvdcumzwffodilgk,Fort Lauderdale,2728930.0,c,Wakglwleindrxmzloqvufvpezblsoiifmfkntogmknzglz,M,rorzn,Ocwweyaubqruhlfpbtfbfxabzjsimihmsm,TN,O,U,11.0,Target,9.0
Hvi13835,1-513-165-5946,4.0,477.0,5.0,Khkeqswi,Santa Ana,197107.0,z,Nohnbpevofnwhnos,m,Hviijurashxsc,FPTDWLBSYTSBKEZAGWLORLLMQFWLSKGBHABXCSVLNJIDNTCUELCZYMAFOJTXRSYTLZVUSLEKBYS,FL,O,U,27.0,Mohawk Industries,2.0
kre13836,1-836-797-9818,1.0,424.0,3.0,Dytgzxpmvgspsfakvbhhnivsiom,Bellevue,1689877.0,N,PSLYMRKKPHSYOIJLZNOOPLEXIDJGIYHABZTVGKBIUYH,F,krejxryneciuozhugau,Mvbncwlwtfhlrijpmkcnllorxgt,NM,R,U,43.0,Raytheon,0.0
cdh13837,1-527-012-6765,0.0,374.0,4.0,YITVAHPB,Las Cruces,1002443.0,h,JEVQGFIPJZCKFQROMHIKEVGOKETPLLEUNSELBZJSHLATYGWFKJPIRTOLTHLTAPSQVRER,,cdhgzjpmlpnpcwmauoqficlwwdyomx,Cdfmffpgxfarbrhbugsnfptcebiukomqcpfpoqzgdykkpixsqvcschkhxuaolovksffifts,CA,O,W,15.0,Kellogg,6.0
VFM13838,1-634-414-2112,0.0,554.0,2.0,Lmpqnnuxtzfcwiaedgzblhxaucqgr,Evansville,3043401.0,,Cawgclahpkupnoghomkhzdrpdvumodvxtlednbqudmpnqxypsczbjosbxkwd,,VFMWGWELUVGVVTHAICWRSL,Wvchkjrvtmzeufzogljgtuqcfwigvjjddulrydxzdoeorqelanyn,ME,O,U,38.0,H.J. Heinz,2.0
Vjx13839,1-685-331-2884,4.0,662.0,4.0,FVSIMPPIOEEH,Sandy,2424224.0,,RYGCIGBWKPJSNFOQHPNXQJ,M,Vjxnxlhxupqvjy,Huddbtstorlncjvzefmhbqnimgoimovxfa,British Columbia,R,M,35.0,Plains Exploration,3.0
Yqx13840,1-919-961-1235,4.0,810.0,3.0,Bjvknuznosvvmzuufrszae,Inglewood,304403.0,,Aummqkkstpnoxeadpvqhdhcjgxvhbukteibplmrtlegjis,,Yqxntcfwbrfgmuejxhktmgtnoxqmfm,Kksxbkezaoebkifbtaynkmbnzfmbemrhgbneqpe,NM,O,S,85.0,Sanderson Farms,7.0
Ofo13841,1-418-862-8896,1.0,757.0,5.0,Njnpll,Corpus Christi,3908546.0,,xyoqhurlhkhqczabozbasiddstabafeihwaawke,,Ofoaieykpebsymbugbiaxt,Axwsetukdkemffgtkqrkrprnetesxexgckttzjdjbvtkluzacrsgyjrnouvxisholbcmvmgofbvre,TX,O,D,100.0,American Greetings,1.0
HVF13842,1-502-768-2557,3.0,455.0,1.0,BEYLBFQR,San Diego,2738955.0,a,Ljbzkajiuefnkwwentvrczbzorncbsyrkskoopscx,m,HVFJTQL,Cmrhqfbsvunymmsuemenzsefghiwmkqhydhcpczrzianqcta,RI,O,U,61.0,Burlington Northern Santa Fe,7.0
Srq13843,1-853-184-4208,2.0,312.0,0.0,Iqefupvrfi,Salem,1836613.0,W,AJEUWSSTVEGQZHMHRQKYSZRDZVGXPRNRIJVONMUWORDQODTJSKVFHVKRGEWYL,M,Srqzyzqhgdsqudmntld,Ogyttcrojcjtiyiweogzjwvdknqrvfkefuyqqmkbipubb,NH,U,U,8.0,Chemtura,4.0
Aic13844,1-124-880-9275,3.0,685.0,5.0,Gpekihwwtxnizbaoxiqgf,Montreal,3596956.0,G,Ttqdigrnuisxwjplqwjqtqirmhrlducwnulksloaazc,,Aicrykeonpq,NVONGDCLEKTGKWKMCOUWIRMVPXJAXMRFLYXDMRKEXTZZWXWLVEXSXCPBQKDCRYCQXXOUHE,DE,O,D,25.0,Community Health Systems,3.0
nbj13845,1-013-005-7910,,830.0,3.0,Goqysmo,Brownsville,1353767.0,,Uxfvxmsohfvutulhcdgttuxbjtodakauoewaukspxvjtkkynufravrdvsakcccjvtgwjkhmmnpy,M,nbjphiyjwfvrirdgcgyaf,HPOLAUETRUOREXMMCLOLEUMNZBYBIATCKXHLTXETVROSGFV,Saskatchewan,,U,24.0,Host Hotels & Resorts,6.0
YQB13846,,3.0,650.0,2.0,Igatzvrlamrvlpothdwwtlvhy,Sioux Falls,1405776.0,,GNQEGJLUPINZIDROVCGJQRBCIBTYNDAGXLCKSVMESCIQBWLQPYKX,,YQBOTHVIEZBPMHSRNBWIPNIUGG,,OH,O,M,86.0,Illinois Tool Works,9.0
zzx13847,1-830-331-5327,5.0,746.0,4.0,Ummueops,Provo,2753450.0,m,ogkednqfbwsvgopdbxchfxetjsacormqkj,,zzxoioncapbgvliorqa,xksfpnfjsrhtqxsbbgdwxgkqjmwxeuiboygyuufjwlrlcprpnmv,MA,U,D,90.0,Harman International Ind.,8.0
Lhq13848,1-420-672-0067,3.0,623.0,3.0,Scydot,Vallejo,1037493.0,S,uuutehxlmnxxcuqmdsvbsetiryqofsazbuvxbzrpehufftdxru,,Lhqskmrpqdtolrhhrix,Tnvdolvutoswlbhdpzr,VA,O,U,54.0,Sovereign Bancorp,6.0
bml13849,1-625-057-4129,4.0,,0.0,Znjcczoqcvrmfyxxp,Boston,1404675.0,,NHJZAXHEKORMDGPDMLYKBATCXMRWVUERNQRQXSUG,,bmlfbahjzpwjhrafucwq,,AK,,W,,Cisco Systems,3.0
UVW13850,1-941-600-3256,0.0,373.0,3.0,Iqjssplgreyqhkatmighfh,Billings,3311852.0,I,Granpwgaekndfdiecnoitxzdpnwhmwhwimzubgsdadlfucztmduzierfmquqikfquigktp,m,UVWBTGUFBDYNB,Azhnubnktookhbjvbfztkemvbzfebchpqexsurgrrzombuwocffs,NH,O,M,58.0,Universal Health Services,6.0
agi13851,1-895-793-3070,3.0,771.0,,Xpigxvvt,Lafayette,3649479.0,,Mniuwnjotbtpdtbvuipkhtpukxidwrhksukmxxtxdcehstdqbrhcmb,M,agiwkveykctr,gzvrypzjrwxhxaaieulsyyuthvxticnwovtrcqtofmwjny,FL,R,M,80.0,Union Pacific,9.0
EZC13852,1-851-231-3418,3.0,420.0,5.0,zzfnfeakfaxomagojyoljvaprbd,Pueblo,1769731.0,L,gndhcwpzsgxxirpovcogwp,,EZCGPDCXIFOMAIDL,Ycdzsibquuwfvixkxvmfmmntofrulcrqfayzeov,WA,O,M,96.0,Michael Foods,4.0
Upg13853,1-253-980-7375,4.0,841.0,1.0,RFLSKHAULGUYGRWAVBSJZNSHL,Baton Rouge,2574853.0,,ilfixcizfhrcqimoavdwns,f,Upgjtmqvrmcesjvmakxxkpej,,OR,O,S,45.0,Universal,10.0
Apu13854,1-838-564-1834,4.0,617.0,5.0,ANVGTYOQCDWTDDKPGANDXATYEUKZQL,Kitchener,3340167.0,w,,,Apujdtguoqyjzueerhxjjakbz,Npszdrtxnstk,SD,U,M,,Valmont Industries,9.0
Xlz13855,1-649-246-2341,3.0,447.0,3.0,KQKAQUMETKD,Wichita,2520574.0,m,FLWIECDRQAOLCXKGHUNULVPSSODJGKPZC,F,Xlzhnvawynqitkwjqiqffhyrxrpswe,PXEZCYLDTWVOQHAVVSJYRXENUXDJEGPDXDBRQDFWAGHEUMELUVKMBQQHYAGPCDJRVSXLIRTBMNHHJU,RI,R,D,89.0,Bio-Rad Laboratories,5.0
Seg13856,1-814-418-1816,2.0,386.0,4.0,Iqljhjeubaeaqt,New Haven,2385232.0,,Ndejsxrcwtdshggldlxokufhqqesbbisuqbbgbdisi,F,Segbdutmxolxwij,Cyrbauoqwdpcebn,ND,O,D,55.0,Centex,5.0
Lox13857,1-392-178-3860,1.0,742.0,4.0,MMRFSGTLXLFANZUGAFBH,Durham,2817751.0,m,FJPPWSUZTETJWOC,,Loxzxpsvaolpdhgjcdrdepp,Xrwfcfqzdvccojnfpldvcuzekpwkxwiqtloctktmicaagkoabhxgdbwdgiw,TX,O,M,27.0,Micron Technology,2.0
GYF13858,1-058-746-3310,0.0,810.0,1.0,Veintbihkl,Santa Clarita,2981392.0,G,Yqeprcaahuzjqgzybeylddors,,GYFXIHONBNGCFYCWCEDTORJ,Xridvj,MO,O,U,82.0,Nicor,0.0
lko13859,1-998-309-9141,3.0,365.0,1.0,Wnafnusgwn,Erie,1902043.0,,lirsrvflwxqlwgisiaukkiaxnugqnrkjsn,,lkoswphoxztkm,Ildfyiiqwfxrggdfoiefosnejhlquhurlecgwwzkjchevzunnbyiqbw,Prince Edward Island,O,W,32.0,Valero Energy,3.0
Ecd13860,1-096-707-6449,5.0,359.0,3.0,XUONUPSFFCRJYLJNZZWQVFQHQG,Baltimore,303332.0,,Dfqzcwxnebsybprgkznkzfbxxnwajbesjgfgyltsqywbgggdv,,Ecdkotyskgjl,PZUEIWVRWMFKSEDTDDOFMUAIPXVHGNEHSNDUQIMZWDGGNAVATMIUCWIHEMGZV,AR,R,W,50.0,Synovus Financial Corp.,9.0
Hzt13861,1-566-853-1558,3.0,839.0,0.0,VTPMCVUABLBELLBMOEXYZP,Warren,1108068.0,,MLWJYNDFFJLVVLBQEOVAHJBSLPJTGKEWXIKAHTZBMDUCVQGVKVXQAVSBHINMLV,,Hztqmvnroiwzevfvnqdvkpnua,lemcwjknpvnoocwuszyjxbjjcwbdzkoarpfemaoqhuxzxyqghoeivqbuqumhyvaujtbrhttohzvw,MA,U,M,15.0,Lender Processing Services,8.0
KQZ13862,1-632-105-7351,0.0,395.0,5.0,HQHTEQPRZBOP,Atlanta,3978527.0,,,,KQZWBW,FBTOZG,VA,O,W,96.0,Citigroup,2.0
mgn13863,1-002-400-2756,1.0,810.0,,Bkcgwwnkelnrznosdejbndujqauqrn,Mesa,1666903.0,,WKNWGCIBPNIFONAAGOZYUHIBLOQHJBWHERBZLUWRJCQIQFECMSUXJQITFSSNSQAKOXGSANQEITEOYTP,,mgnhovsukqdaolaqsfneswrxiym,Yiwgtnfsgkribdujgssrzlakpquhmlnxiyjwtdzgrq,KY,O,M,83.0,Ford Motor,
Qpf13864,1-899-276-1413,1.0,710.0,1.0,Xmhvlppcdvwuupvbdfpad,Lubbock,1223638.0,,Xlwoxpopoqhlumzkx,F,Qpfzjurivbuxmhunhfdkvdkle,Kdmuyuxvprroskswkndzn,AZ,O,M,1.0,CenturyTel,3.0
tpv13865,1-844-597-4425,5.0,432.0,4.0,Lryrifekamredahyt,Rochester,3394637.0,,kwlwuwzlvwtkakvxdfusqzaxwrbltqksectanbthxvycl,,tpvwjbto,Aajsjdsmorngmecckekulpmxtbcojmrgdvcjrtelkpkksdvvcrohofuwfugxsyxwsnxkxbgkafpvqyrp,CO,O,U,70.0,McClatchy,4.0
Cej13866,1-956-462-2765,0.0,507.0,2.0,rjtcjocdfufittfcrdprdqeqkwld,Santa Clarita,1571066.0,,Rvugieommmsuqadgdkbnvpmxolwbrspzzbjwxxkjnbymonphvzohgqyxzgdulmreasxqtyubt,,Cejtpksjpgcnyhnieqqc,Xztqfiwwdahetasqffgtdspnjsyhqugmwocepqwsxytdaxtfvveewadianmiypqxdqnb,MO,O,W,11.0,Huntsman,1.0
Vsa13867,1-532-313-7962,1.0,317.0,5.0,ABOMMFWWE,Sioux Falls,3258564.0,,Wiracnlmlsqtcgadgcfmetymwskbwecpmeetw,f,Vsaottedaxvatwazfnovgnqseglobj,KWKAWGROLTHRCHYHIXTDUUZKBFWSG,CA,O,S,41.0,Williams-Sonoma,0.0
Ckj13868,1-317-532-5483,1.0,532.0,1.0,bvayshlveuzenvpjhoswc,Fort Smith,1339505.0,,grjltolwvjydohvqcdphtywxjjgml,,Ckjkhungdhk,Uqrbtrp,RI,O,D,76.0,Liberty Media,
Hzp13869,1-668-237-6359,1.0,756.0,,vugllrsnnbgbkfygcxqqzuerd,Tallahassee,3737788.0,,,m,Hzpeio,haxqhgrgiszbmsrxswddhiuznpxebvqvdhyvaurcoyhvsnka,CT,U,W,71.0,,6.0
hmx13870,1-291-371-1184,4.0,513.0,4.0,Qnifobzacbqvigbebf,Halifax,1453169.0,W,yzwpbhpgtedzddgyhlsqsxlwntofgvsmyspmpqyrhnwbzgzzxlxkbfhvoaqwjid,,hmxujsiwmkveg,frspejwlnvdbnsikqixwawg,ID,R,W,75.0,CUNA Mutual Group,8.0
Nic13871,1-207-564-7594,2.0,437.0,0.0,COQWLBPOMHACQNUQTSWRHQFIOPH,Berkeley,571137.0,U,Chdrsihodiplnmb,,Nicsjpvoq,Uwyng,RI,O,U,95.0,Dun & Bradstreet,5.0
fit13872,1-273-473-4375,5.0,629.0,,Meiuitsjrbooac,Bellevue,3402160.0,Y,IGEFTRFPLEJFQEJYOAWESVJQPBVVIBYQSQBZASBBWKNPNKIGYUXKILGZVMPGXLRASZIZMBK,M,fitjbsfdjkmfngqneoryulo,qoxjonfalmpavrmfeqrftjfdmsfbyupipwzdqsitkpmytuwloijneon,VT,O,,85.0,Rockwood Holdings,1.0
mdy13873,1-744-888-7142,3.0,362.0,,Mefyktvwhtbowkeygfsd,Newport News,3334695.0,N,Frkjkjtlivrlrytwqmasvbfhvmioecxijuvscuvdepdomyxvvhfctabwuymiv,,mdyxstkqfvhgsbocenyer,Mqmhlcszgjmxuftbbffwgxiefegi,LA,R,S,3.0,Dollar General,5.0
