LastName,Income,Employer,AgencyID,FirstName,NumberCars,CreditRating,OwnOrRentFlag,NumberChildren,Age,Phone,NetWorth,MiddleInitial,Country,City,PostalCode,MaritalStatus,State,AddressLine2,AddressLine1,Gender,NumberCreditCards
xcjdgt3npffjzwvltngdao,100765.0,,xcj10897,Mrkjevisxejedv,3.0,341.0,U,3.0,7.0,1 246 074 0496,2224976.0,I,Unitddwtatewofzmerica,Garlqnd,RZUUK4ZXqU,M,CT,,XOUGTjXMULOPBtOPVyaBiTZFAMJTA,,17.0
ejtpwc3pkmtuexsuqzmxvdbw,72552.0,HealthNwt,ejt19998,ncibvclrvd,5.0,271.0,R,1.0,31.0,1 920 174 9748,4165605.0,k,Cxnada,Cbeyenne,Mwjyg,M,AZ,Dyqsi9makfyqwb8kgikgvhvctw,sv7netxeeyqmckhiqtwwkqbapaolojsbjnawvotmwrkboxqipmim,,
kNPsAGHFRGQTNfBRMXTVIPWIO9fOP,462290.0,Nucot,JNP10i99,adaqsu,3.0,276.0,O,2.0,54.0,1 024 590 5688,3304603.0,,UnifefS6ateqofAmerica,Reno,Wjobmkya,S,SC,JYSoFNHwWFJW,Lgtvjdqpgpfufkhaxuqcjclajmphf,,8.0
dtxlntqq,309783.0,Dillxrds,dtx110p0,ctuksunydrtgfaxexk,3.0,224.0,R,2.0,,1 159 082 0459,94101.0,X,kjjtrdStatesofAmerica,Bo7se,hdokmpipv,D,Br8t8shColhmbia,wbsuonsflbcytsrubkqwckzpfipiajvhcumyvykapbffewsquxgkdhejllckqsgzjimwtbpp,Lwdxozkakelvuwhgcccmsslonfuhghevxhwrkaynpvnfmfgro,,0.0
XGGpNMSU,228343.0,Entetgy,XGG1100w,Lfgpgrveqfhr,3.0,269.0,O,2.0,40.0,1 534 842 7921,2248727.0,,UnitddSgq4esofAmerica,rlizabeth,lrstdq,M,IL,wfoquyonmpzehgpinvejzdnugxstvupirrbgqwfdyetuvehktnv,Huesmuxoxjpjyykuw,F,9.0
lmtbsjiddamsq,122261.0,VulcanMat4riaie,lmt1100q,Xzmnujptjdw,4.0,413.0,O,4.0,26.0,1 674 534 9910,2764783.0,x,Uni6exS6atedofAmerica,StLoujs,Ngdgksllsy,D,IN,Xlxllaepmhll6gukjjrvaq5daizw6ypktssmoavqdzorhkmhqgdfma2cmswpbqmuve,TKClFY,,11.0
Wdfadaz,328133.0,,Wde11003,O3xpddv,2.0,510.0,U,1.0,13.0,1 610 216 3732,934912.0,,vanada,krvine,Kjskfahlqec,S,IA,Fzjgvdoemnldkdqwwotqlovelvanafnuzpfndvfpardkesyiqgzcaoilfd1ccl9qjcb,OURVyMVBTsIgNCFDGB4TPIgPVR,M,3.0
Buslcz8hiu,231668.0,CgREnergy,Bus11904,hpnbkfuaurpvxiar,1.0,254.0,R,4.0,41.0,1 921 804 2195,2667087.0,,UnihedStates9dAmeeica,Togonto,viblzimhgqv,S,MS,efcnxfsgdkcxdhdrfxotodnui,EQQBXLJMBSsSNzgV9FWJVTNGEMCLtfVY,f,6.0
Bcmhkbavpkvndmkfvmrggveevtwdnb,172057.0,BrowmShoe,Bcn11005,TPYqXU,2.0,378.0,O,2.0,26.0,1 734 178 0676,2684265.0,J,UmitedStatecofskerica,Billinge,GMPZrP,M,VA,wwzwsipkdlvczabkvxjuxvnpeal1ngwudjkjfhjdajwhxcq,,M,4.0
aYuQHLHHPUV,262307.0,J0MorgwnChaseCl,WYJ110o6,cnpjeavvdkzalsdacqgifdsb,4.0,360.0,O,3.0,38.0,1 547 439 5268,200950.0,,Ugit2dqtatexofAmerica,Saiem,EiBMVQXDUBnT,U,NM,fINORHsAlTGUIOOLkMPXrkAOGKwEXGFIBzOeDJLKVDHFVOaEME,Uidinrwofeu9grabwwpzxopvagighiaufebhhldfn3u,,9.0
Qolpo,25075.0,zdmibistaff,skl11007,Hmbpkjib4pqlly,1.0,176.0,O,1.0,20.0,1 256 511 3577,4272382.0,M,Uni6edetatec0fAmerica,Toled9,Kazqtaelz,M,IN,hXTFIBvBNBMHBKIAAoXjhOKTGIECMYSvjKKJTYMONLKdSPyO9LjIDTTHPDDQrqfFESWFZHwCBEVOLRQ,IXMsQNRcFQGJHN,,1.0
Ntgkub,74501.0,MohaskIndustfied,Ntg1100u,Pdwzoaihsflj,1.0,444.0,O,1.0,,1 481 246 8505,1929855.0,g,UnitedctsgeeofAmerica,Lancing,Awtzig,S,WI,Fanomqpmoilgmdyvwrbfmmxbwm0oeomrnehkbftgqzkdxitwbxpqgnpg,nqawqchsn,m,0.0
zbwjoafslhzhtmrvnkjtdjdvibnk,197097.0,ienmoxInternarional,xbw11009,Tiiiglnszfmgjedi,0.0,367.0,O,2.0,53.0,1 245 518 4843,1640125.0,,UbitfdStatespfzmerica,Indiamqpolis,x0mdcv,S,MT,RKQsDO,qycdprodtwxgaxtrimxblen2vinxbvxqmgbsncvddoaruuupbtsbabqqmmbphokdmbegoegkcwhwzlv,M,16.0
Jhkluzbpq,224172.0,Tumken,Jhkq1010,mBCRDFEKZVuNY2CuJUEETZ,2.0,352.0,O,,53.0,1 387 392 4442,2729012.0,,8mitedStates8bAmerica,Detroih,Zhj8qf,U,AR,QNzLJLNvJxUdRPMItSINYOX3PUWwoVR9UIPdOWDNFWOCATdLOHURLJCYJHQYkKUVsTM,Xprclajcbyanvzopgivydkwfzuztjgnor,,9.0
M1PN9UXIzMADYLGIyWRHULCVYSsP,31609.0,velgene,MWP1w011,HJsrBTTBsOQQXGLQDEAoTNK,3.0,111.0,O,2.0,39.0,1 279 097 5068,3478944.0,,ynltedSratdsofAmerica,Virginianeacm,tzcypsgoqj,U,NV,gzuejluvhlgclgowzmxfbudhrsaoerncqo2dx6numutsrneyzmpgnrasfabsf4hiocplbe,PgDCZRgFLUSdVUPJE4QNYFLGVYMRHUPyUWMILbmNoViGQPZUUFFTmS,,14.0
Ecncageihg,160717.0,Ryde4Systek,Ecn11912,k9fltszplvrs9x,2.0,436.0,U,3.0,46.0,1 733 517 9989,2186747.0,,Canadz,4egina,Gwczjvixx,M,Albertq,pTMLI,7jlmljapmjboelfihpefuqtci2avskwtrkdkknqmthqq9hkafpawhhehgdzxowsorabyoz,,11.0
Nmllp,304021.0,T2l4d5neTschnologies,Nml1q013,eVsVPUKZGEUFA5OJRjEN,1.0,497.0,O,2.0,48.0,1 336 800 4414,1752097.0,,Canadz,Auguxta,Ipijp,M,KS,lkdsrmdjecuabxaqwqmlvduzz3ccvrsj,wlqkteduzigfitolcetjfhpmhebgyvzxotgo,,7.0
ipyqtqxjldxphjm,158512.0,ScotfsMkracieGro,K9h11014,VJPXXInJhEDR,5.0,134.0,O,2.0,17.0,1 450 605 6986,1561280.0,,Cansda,Salibas,CIgpFKGQCFIC,W,ID,hgaaiyxiuijpddgvsfwayrph8r,Kgugm,,6.0
VCPhPBXAV,152260.0,Exped7a,VCP11p15,Coy9hwtngjaewnblxwvzaxxkrzq,0.0,426.0,O,2.0,33.0,1 875 210 3192,1939334.0,,Unitedqtw4esofAkerica,Macln,npsedx,U,Maniyoba,Dgeiklfwvhlvjmul4phbpgrtkssdccguz2jcbjltj7,imkrjlwfekcqq0us4rluwroeuvmlskgsbmm6u,F,8.0
Brajsrd2nbemgmpvwdayx,347058.0,0erotSys5ems,Brw11916,UJWQecRVGO,3.0,370.0,,1.0,13.0,1 669 219 6977,2767602.0,,UnitesStat3wogAmerica,Victor9a,,S,IA,Cfpmjgeofka8dgcpasulwxlpawwvdamjgjjztgaljkmhsj,zramhnxnuxsvuemspnwkuvnra3jdwuaejydvd8dfndwn0rcdp,,9.0
Skjrxythhilobqvbsbqmmj,337401.0,CBRicnarddllisGro7p,Skjw1017,Uedyuuahlx4ua,2.0,459.0,O,,51.0,1 465 741 4961,1787540.0,,vanada,Erie,fndj3,M,DE,Nbsqftvh,idzyflebz9mjltdujadxaegdegieyhepfvimbfhxupsdmplhhlccjcbemjsugb,M,9.0
piikivdwe3uf,192740.0,BeeBathBeyohd,poi11p18,lax5eravivmihpmyhtfczfcko,2.0,272.0,O,1.0,47.0,1 703 059 8730,2303504.0,M,UniyefStat4sofAmefica,Saleh,YJTeJFN,S,OH,oobdujfkmwstgsy4xpxrfxebmzrcobuhswtvfejtwnqrquggxotbtfhvgbhkmcvrq,hNEHK,,7.0
Qngfzzejikalip,64868.0,HCCjnsurancenoldimgz,2nv11019,zsgdzp,3.0,426.0,,4.0,66.0,1 552 793 5246,1089465.0,A,UjitedStatesobAm3rixa,Santade,umply,W,LA,fifhytsawenskdxiibwhwtraghtyev,dyy6mwibts8srxyf,,6.0
mghratxklnu,101608.0,BaldorEiec5ric,mgh1102o,Pvsfffefjgjtnnfem8lnqnwdwojxc,2.0,320.0,U,1.0,,1 527 518 9041,122466.0,Q,UnitdxdtatesofAmdrica,Pekria,rsexdgxommm,S,SD,C3otogmgdqevsqesdmnnrossgmelui4ecfkrqhjnrudfpjwzfj,feyhyzcbwwaugaknqrlvulqnbup2umpsqfikfjlamndgpznhcdycbjasejhxdj7,,7.0
Mwixklvffdsjnzutm9txzx0uaz,56689.0,niomet,Mwi11p21,ZdSRSQH3IdVDCcNWPXVK,6.0,246.0,O,3.0,41.0,1 917 057 6244,1325618.0,M,UnitedStatesogAmerusw,Dalpas,Luwsx,U,ME,apwwwkfzzzadyejadmm1pxovkhrypjqqewvwornalbipokoissqjoblrkvendhkwez,ebnnwbidxydxciqvr1g1qdksjqhwidjnxkpclksbvucedywkgpwkjndisbpefisfjkiuoamimlkgmkfb,,5.0
uofkixjnvtgxz,187416.0,USBanxorp,uof12022,Ayfsetsoawdnkegb,3.0,520.0,O,1.0,,1 766 928 4387,,,6nitedStatesovAkerics,Richmogd,HhKFAFAUKAy,S,VT,Vbfmfsuyqiwxdtuaaywgdxanptysnokuuaqfievu,Ho2pxbvhhkapxb0vdwewxuo,m,6.0
Pfeayzfxunbjkecdugnlmrrklazg,277995.0,C3nveo,Pfew1023,Pokibvwzawjsfuoorhlgjxosyqp,1.0,459.0,R,3.0,87.0,1 869 756 1924,2030674.0,,UnitedSta6esofAm33icz,herkeley,oEEKZ,W,AK,aygmbjhfrgolxoictwphvsgjkffzgbfnsn,,f,10.0
qkvuxpobrgjsmslyikcibicuczgqaj,412421.0,KansazCit5Southfrn,Skv11014,Fagpvgpoxkgbrokpzwt,1.0,196.0,O,1.0,14.0,,5250697.0,A,hnitedS6atesofAme3icx,Cxsper,ivtamkzi,M,WY,Lwbinop,,,
Qxibifkwexcpalqlky,251893.0,YumBranrs,wai11025,kvnxnvlppucvbnuukjphhtxtscsnq,0.0,336.0,,1.0,5.0,1 016 085 3652,2507603.0,e,initedStateeofwmericx,Amafillo,ASLDy,M,ME,Cj2vgqdig,,,6.0
Opbmlkrqchrqgjyumvtvdk,298886.0,SempraEnetry,Opbw1026,mfkgzgqvoczdytbick2sqvn,2.0,218.0,O,2.0,33.0,1 874 797 3511,1110709.0,,UnitexS6atesofAmedicw,Haryford,xvppipfzzn,W,CA,Kdrattwaeztv0cbzbynebpwjytyjevlnnsmbdirda4cpergippxfgmtu7svloyexifeksm,Qmvsxhwcungflzdguxbkrtxzxqabp7bahmarajjoboaividleyth,,9.0
9IBLIlEXfCIPLDIYT4JR,162501.0,iizClaigorne,OIB110q7,Dcrig,2.0,365.0,O,3.0,41.0,,1963899.0,,UnitedxfatesofAmfricx,Cl3veland,Joioo,M,FL,HFLWTrTNSW4RFJEh,Ipsjggcexwowqpxwjyeapkljdiwxpkxuarbhcatrvy,M,3.0
PQGYBnKQXMMAUIUIITLdBUfd,219478.0,Equifas,PQG11038,dabostqodudzwl,2.0,262.0,O,0.0,15.0,1 390 699 5377,1520267.0,,UhitedSfatswofAmerica,FortCoklkns,Ltnxhgygz,S,UT,qccvdcpkotaquheqgwnwrsm2zqxzwgysjkrfkuuclspddtvyglefsulnoqegydybubdpfkxddfvki,DVH8MgVwEfIJIGFJHGZDCMT2DCZZKkVPTumORPOAKPFNFQTXDTkgT,m,6.0
fnyhautmd,447625.0,BeazrdHomesUSA,fny1102p,hhcbaihuqhxjmzk,3.0,626.0,O,1.0,32.0,1 951 830 8970,3833368.0,,UnitedShayeslfAme5ica,RanchoCucam8nfw,QIcSnSUEWS,S,HI,bSOIuAUNIAxSMLWEcEXG,Scmadgvhcrfyzquzcnspf9qlaezxqizgozusaj4lzjojatvdcbguymtfevxhg7lfr,,9.0
Glbehrribwhnfytaur,235206.0,Comseco,Glb1w030,JWQoAC,,453.0,O,2.0,43.0,1 227 344 4616,3244808.0,k,UnitecStatesifAmerixw,C2darRapics,enaoyeu,M,CT,HYSnAKCTM,Kfjtayynsohkykdyvrezdhlxucjwudqghxkivmuatdmhvgqoazheszesdrndjbbzdhdscxztzklb,f,10.0
BUMrQMT0TLPHFFDvM,333047.0,hzkerHughes,BUh11031,NMfTHeRWIDECGAxOZOgLDYiAUB,4.0,406.0,O,2.0,,1 744 471 5504,1374384.0,I,Ujkt2dStagesofAmerica,Elizafeth,Qdjzlluqspd3,U,VT,ontatgokzq4dqakifkqhemzmghjzkbsqhiubmbemnrhv,HFZBUWcMCBIMSZXOXK0HihshUFEPHIBAqDLSOZZMpOqZlI3GLCwGNMKOWwCSDVLPTV,,3.0
Ppvbxcyolaiektnyaaoxgxksldfn,204940.0,LeviStrq6ss,Ppv11p32,Kzgeegpijbi,3.0,449.0,O,0.0,62.0,,1439681.0,,Unit4dqtxtesofAmerifa,Scottewale,iyxud,M,UT,xsner7tpktvedwndygupdexuznudqqheslhegotlfgfjqxotnf,NEOkGFsOIRQRAEEKhjOQMKLNCTNmMWUrNkCsDIBRIFrFWPYYPa,,6.0
AQARGLDHeESPgGGJB2IlPOWCPaA,60454.0,batiojalF7elGas,AQA11034,Kqfguvhhpdmcbjqsksegzaxuxeqe,2.0,474.0,O,0.0,7.0,1 650 951 4325,770190.0,w,Cqnada,Gr3enshoro,odkhd,W,Sxskatche1an,m1rulyowtkujyuzjjjdgjzhvnnkilhwqaxpwabt,,f,4.0
qfbgetqkxqim,332670.0,Hawaiian2kecttidundustries,Sfb1q034,Bsdfzfw3olkeeovgsuurvdsn,2.0,395.0,U,2.0,60.0,1 065 202 3903,2612339.0,,UnutedSharesodAmerica,Worcesfer,HAQUXH3,U,OH,Dukpaaqazirdwxvtgdap2l,6knblwmewtwsdlofylchudspeiafzery1mknvj,,2.0
Yahhtuxki1rjyahynuldodyqopnqh,181789.0,Y7mBrands,Yah11935,3xgeeugutom3kknbssrmree,1.0,217.0,O,1.0,5.0,1 196 292 1247,4752825.0,v,jnitedStwtedofAmerisa,Clegeland,Zmskqi,M,WV,,Kinddt,,11.0
Oxfjhmdaqkitelkemaotwzuurdl9,305272.0,wri2InsuranceGro8p,Oxf11o36,VdKYgXCwWZLGILMOTVC,2.0,306.0,O,0.0,46.0,1 634 319 5917,2156731.0,,UjitedStatesifqm3rica,Oceqnside,f0xdzcobsob,S,WA,L1qifrmpgoglianlzpbjnmfvpyhtcefpxjndatejvajjb6yrrkfusvypi,Qkjcoamljsbypgqpeztywviflffs9rfueztjluq,,1.0
Mwhelwfniq,175342.0,NCR,Mwh11036,KHPCzPWA,3.0,335.0,O,2.0,29.0,1 333 536 9184,3903495.0,,UnotedStxteckfAmerica,Salwm,bbvaoa,U,NH,RAXwBZEFITdEHqQKTaOuWFHYVQTeFXshFFuX1HOFGLVIBVNLNVXT,Ekxstoywlhva1himdsomz5uayhifyr,,11.0
Anpmdkyeuehgfkjbms,151207.0,BrownFofmag,Anp1w038,Damspjvbjwspqapknjprgwfsjtot,5.0,319.0,O,1.0,8.0,1 120 566 7389,1323073.0,Z,Cansda,Honol8lu,Zskrriqo,U,MS,Qwxaivkrod,okcsfisfogwsyrs5qvofyabaci7,,7.0
YIYgXU,118243.0,PSSW0rlfMedicap,YIY11p39,fgaxlaachyco,4.0,287.0,O,1.0,42.0,,1325312.0,,Ujitecq6atesofAmerica,PembtokePin3s,Twsbgs,M,Qurbec,Ntigwgiqysaaebzkonytjpm,wenoi,,8.0
wpgflmxlyup,115633.0,gqtionwide,dpg11050,Vuylododtluuviaszizinghu,6.0,375.0,O,1.0,,1 226 599 8877,5087376.0,D,,ciouxealls,rrjtk,M,MS,Fve0vceeggozr46hxjtwlxgjpwoqhxfxybrppxdvknbcqqndkbwbqoavtpb7rkhiwdhcskgdzszcvf,Etdfwrrxynwsvjdxaw9xuer2tdwfq,,16.0
TD1MRPVVJxIJKUzDyNDRLIUH,,xaederEducation,TDQ21041,fgd9shunctiphvzeiuevqiatkojbhu,4.0,296.0,O,2.0,29.0,1 407 835 0785,6444888.0,C,Unit2dS4atesofAme4isa,Samdy,Ieyjzngwbn,S,ID,uToUEYZVGMGHVYOwQSDCBtYSdGBTVSgIUTSoZ1QEFXEGxJ1APGuDVTRGYKxR,qbhuzszvmrhxcnwewxjnvmruttynijosthgszogwkgevlmeifbbib,,10.0
8dmgoto8mjax8nc8wzdh,21644.0,Bl8ckb7ster,idm11p42,svo1vwwsexofofhcsrggxnt,3.0,222.0,O,1.0,,1 283 269 6136,4065060.0,,Canafa,Whutehors2,KeKUY,M,BeitisnCoiumbia,Yozkkmmxauigsawog,OLTX8TUMHAhIjWXPTLNQOaJxJSDTO,,3.0
LGBQGZSoTTgLiXKDK,,WecteenRevining,oGB11043,Mtqzhfthsosldsogiibofssnhk,0.0,283.0,U,2.0,,1 655 511 3417,1496908.0,,UnogedStaresofAme4ica,BwtonRpuge,yRILR,M,PA,gszs1gnqcdqwvhxruqykivskyhrvozknwovedykxbwdlt,klqerqgbagiepasvnykrgmahtuybfqjvpxgemfxjwpg,,10.0
Raxllhqntwkyipuokwllk,415471.0,Tepeflex,Raz11o44,nSTKPghGPFXRLBXVRSL,1.0,371.0,O,1.0,67.0,,3722064.0,,UnitedS5qhes9fAmerica,Vancouvfr,tveuxyls,U,NE,UYTWHBZBSYDBFDNDVIsGYEBoEPiTVWOkiDWDJIABbDrI3VZHADUJ3sUPgTYJTKGIAxqBMXOLYcgN,dqdrlennhuljdpqaclhdjumlnajgolnxeiadngtgjbxqpeaxojidhstkpxfebyejiukohmlg4jjigkmv,m,7.0
Tigrabsbqubfltx,223628.0,PSeWkrldMed9cal,Tlg11055,VTJICPhQNGTZVgxHAHEdfFTSPCQC,2.0,491.0,O,1.0,2.0,1 030 842 6697,3894681.0,b,UjitddSta5esofAmerkca,Spokame,Qvdyv,M,WA,yzitlhjrncerbmtzpeoxy,Ck2qywqhgerjgceuglmirxnaougpibuxejjgwwhiqyctlbqjlmfxswbotgumjslctkhlgaa3kqeso,F,8.0
Pqigkomicurgbfxwbbmwrxmfsf,50787.0,Oshkosu,Pqj1w046,vrpfbewpmxpnprowaqadf,4.0,281.0,O,1.0,17.0,1 434 401 6720,3316681.0,,UnitrdqtatesoeAme5ica,Clegeland,wwiwhcaed,S,MN,Trueosxtcc5cjdggyroiif,WFDmVEFHKS7TKXLQNb9ZNJAIRjJQVBBD7xUQQYJWVThK,,0.0
gecejokaloqyiysvxahaympm,186665.0,OMGrouo,gec21047,Rieqclzxtiyhqgr,2.0,274.0,O,1.0,9.0,1 456 771 8560,2232064.0,,Cahada,Hartcord,TKPCV9LoHPY,,VA,IZYlIpRMOE6X24PsHEHRSM1FAXZBPCkuVEcMKVSLWPUDIAXDLfDBCEE,Npkdwrqlrxbwruov1xfliihpnikjmkjeqxboslyrr1wnielsxdi2jji,,12.0
BHyYCLM,156126.0,AlliamtTechsyat3ms,BHU110t8,Z2cjqdvbxufasxtoz8zyk9qynxxug,2.0,600.0,O,2.0,56.0,1 005 528 4594,2690012.0,I,,Vallej8,ezkbbie,,Algerta,Vodkzerpc8nbxdirfjyqfg,XEDUVBTFFTRJNubcORKBs15IXSGQPMJ,m,15.0
qqxgttpoiaghcovvtx,54733.0,In5erstzteBaleries,Aqxq1049,jwykuzycgw2bxgmptptewjzw6zanhg,2.0,374.0,O,2.0,21.0,1 494 921 1091,776535.0,,UniyedxtatesoeAnerica,Palmdzle,Gswxu,U,TX,Hkhaynglghuontkva7inlunwrvkmesbizsbfhcvroa,atilrmiayanlcsofyrpficcfd4inlo,m,9.0
Fbvtd0,341417.0,VlrninMedia,Fbv12050,tgronxugsvjknorj,1.0,391.0,O,1.0,30.0,1 808 251 9510,3921946.0,I,UnitedStat4socAme3icw,Coroha,SHUFNWPFi,S,NJ,Fvgpgcfzenvqwzegzlouxqbkvuiaoczaobioxjkeamfnczqndbxnhamhuagygkhgbbtzsviqhfrau,wulcsjscjddj,,4.0
wTZJR9JPWCOK,291290.0,AlleghenyT4cyn9logi2s,2TZ11051,SDiECLQsZVRCJBDUn,1.0,324.0,O,3.0,17.0,1 728 082 9573,2331234.0,C,UnitedStatesofxm4rivx,Anchorafe,Hugwyjtggnm,W,OK,Atoytsdrarpmqrcdxsab8m1fsuthxfxrgmrjyfqne,Lokumr,,3.0
Hgjlakadajneempy,352600.0,UnifiseGrocers,Hgj11052,infezjfhjwnckmqsn4isgldrxgg,2.0,391.0,R,1.0,39.0,1 008 787 9366,2749751.0,,UniyedStates9fAmee9ca,Fredfrick,Vryol,U,CA,3vxigp7vthhqgbdllkiznylobmzdionomnkqhftwrsmj,,m,12.0
yrxkvsdgfwfgvbof,175609.0,Kphls,hrx11053,Wuwybzcqsdmvuicjvos,,340.0,O,2.0,66.0,1 879 645 7815,734583.0,H,Canqda,Che7enne,Sirehucucdom,S,NJ,ozmlgakeyglurubfnttpvfiifxoyvridfxjc0kxosoljgozrnvw4dxjrwmiczfwfhwqcrotmeyl,Borfwcnbvvcrpnyjepxxuzmnevozdexvqdc3toto,,11.0
VGbECFUOAbXVJA,,aoudceInterlinkCoc,VGh11054,Txdfavwqmajwlkqjdo,3.0,273.0,O,,79.0,1 785 135 9110,2516103.0,,knitedStateeofAkerlca,Phoenic,yvss9xsey,U,TX,pmfkmljzdfgcvmotlvnxhgfetakriemmzvesrpajprsylthwsruqznc5lfdfbbeqst,Sxhvusjhmtqxfoprgecbid9smivximhdfymdzwujoexnafdbrrgyokobojgokhwujhd,f,1.0
FwKGYRuXOACGO,110395.0,EnergyFu4ur2told9ngs,FSK11o55,Itbwgskm,0.0,216.0,O,3.0,17.0,1 984 153 6022,6331934.0,T,UnuteddtagesofAmeriva,Revina,Wddinbbddz,D,CA,oxfaxheglisvynnxezhmclucr,KO9EHCXXQPJxUUJHCyeVT,,6.0
Vfb0ouubtnvmxakzyjcqe,292392.0,DaVlta,Vfb11o56,defvhsrtfxenwhxvulms,1.0,77.0,O,,14.0,1 372 855 3119,4900730.0,q,UnitedztzteqogAmerica,Sqlem,Huwtwomt,U,DC,HCukUNUhCWHVADMIFSDLITSPSKxLNRVnmgLLBGLPMvIEPCFRn,lpwke7hznfibynbj8zklmarxbrxnpxchgmxujdwteot0,F,4.0
CVOTOGV9,71357.0,Hewi5tzssocixtes,CVOw1057,sojkuwh,1.0,341.0,O,1.0,,1 086 463 9423,,,UnotedStatespdAmsrica,Waehibgton,haivyff,M,SC,Zgshyqovno2aryolgfnfwcfbtifgjbuqfzupqniutjvbrtwwiovtnbawbnbmtk,Rusetwhltmmfajjkeyjcam6oukmbcsuysotyjdhxxrdqpbqmjw5vbsp1sfamiiqodoabqrwtwpufvska,,10.0
TCVSiuDHYPV,530312.0,KlaTenvor,TCV11p58,fcLFsCHOBDTXfMwQCACXJBRDiHVXLF,1.0,265.0,U,1.0,24.0,1 539 192 7778,,,Cahada,Sabannah,Cayntmduiabo,W,GA,zrjukies,Eojw3ljmjxxudwxuoxugnaoavshzbqnrkgarbytowoiogcxtoshmowm,F,3.0
DKFUCEPYUfWTPDF8GChIdWGsM,274650.0,AnnTzylorSto5rs,DKF1q059,Ohxg0nszhn,2.0,211.0,O,2.0,49.0,1 611 783 6966,210165.0,,Unit4dSratdsofAmrrica,Anchotage,nbxsoiloekf,D,AR,Jatjhdwrpdfbgyvpjxisirxzfvciufw9vpujd9dc,zmmcx2rjde2loxmrbhwxsetkukdprjepppkzegwinruthmh2qxteyyvlaoaygsawull,,7.0
Wsl9kjhvwqsbxnpllhw,238747.0,AbitibiBowayrr,2sl11060,tjicntg,0.0,369.0,O,1.0,48.0,1 613 401 9628,1475943.0,K,UnitedStatesofAjwtics,Stamfo5d,Aulkmezaa4,M,AL,fCURPAIHKTMIJwgKZZ4XYJ,,f,9.0
Rtefdwzpbfwl,281383.0,RPM8nte4nationai,Rte110t1,Mjyooybk,4.0,260.0,O,0.0,63.0,1 978 833 1521,1813691.0,,Unit4dS6ateqofAnerica,Orland8,Rft0fsen,M,CT,Nshgehrsovfqp,Lvvodckrvfqbdsovsonbdgzyobymvqixcyhspckn0kzz,,2.0
RKXsCPTvFZLBBGMNHYYAJyMKeYe,8014.0,Bemls,RKX11063,DFBBh,2.0,322.0,,3.0,34.0,1 324 603 2823,2480465.0,E,Uni6edStxteqifAmerica,Ausfin,u3qrzkqi,U,TN,ZATFMMOZGGnAIvCA0EC,Lkvwzcpdqicxbkwsh,,6.0
VHEVCYHJgaElUID,209868.0,Amerem,VHE1106r,cbaGJUIMNXDGRNLRZH,2.0,431.0,O,2.0,11.0,1 636 325 2648,254182.0,,Un8tedStatedofAmf4ica,Dfnver,Zbjxvr,M,DC,Rszdhedfftxfzwenmpgvzbrqmuxtwjikojwsdebhtpxmdblgcmphrvtajzv,Cuqazazistv6cfcxgphqvvt9p2iwmiwfiyfutdvmfbjewlfhlzaqxqanf,M,3.0
oiut0lnvnozstmsy,98566.0,CenturyTro,oiu1106e,qesoqauejtnihhm8yp,3.0,212.0,O,2.0,46.0,1 306 802 0314,1748720.0,g,UhitedStay3sofAmericz,SanDiegp,,M,MI,sprrwsfbrhwwhkr4eia2gczhlilxwhyhftjmqlqmdwbmnjlg7lyud4ebzltwxx3hpqfpww,xybixptpgswnotgta1mljcbgcfqjk5kocdmbhdcrwbjhqsaehaaergdcxbwmr,,12.0
HJFYSOoDxuDAOICFACAB0DRW,206038.0,Textr9n,HJF11075,ckeyxrkvcqttdxogjj,1.0,341.0,R,0.0,33.0,1 586 414 7644,2720770.0,,Un9fedStatesofqmer7ca,Freqno,,M,VT,,WJAEaEADXLVNJXOfZLUAdMFVxVcXGOWBGKydcbIhZZRlCOWPBGZJBvGcNoACQDNOCKMXSMJRFU,F,0.0
fLFTJW,333951.0,Micr0soft,BLF11o66,ksloxmglhjsynolovumesor,4.0,347.0,O,1.0,22.0,1 892 202 0199,2172283.0,q,Cxnada,Iqalu9t,Tyed2h,M,SD,Nohuatcmabrauvlgrofgnbvhjaye3zgkiz,Pxlaogirwflggddenzelfs,M,4.0
YXARlGRPWSXM3G9IT,177192.0,Compjterwciebces,YXA1106u,Cdrtzntiw,1.0,420.0,O,1.0,47.0,1 944 314 5990,1986574.0,B,Cansda,CedzrRapies,rvytdkg2xgl,W,IL,dkxcomysrjxs5qnglvpbhpucfmrgmlmvlxdzljfiplkxnifu2kvsudgjrcpcmsupciqeofjzsrq,ajax1o1nqxkowiglmnaqfqg3dmbvgijelhyxvv9gtnxygdnpc,,5.0
Lofjnhjgtgowfqosdxgmcfhdt,10818.0,Wyehh,ppf11068,yUOJXE,1.0,444.0,O,1.0,57.0,1 717 731 8936,31302.0,s,,Aushin,Fi9ephhyfa,U,MT,Eoqlf9bbicgqquinly8rhisnq4bdygvuuzzurilybvuhygno,gfiyqcxchgjqb9xqavqhffh0ifrcuukpnhtnjwdfwrnatopuuebujhsgyrwgomn4fld,,3.0
