AgID,FirN,MiIni,LN,AddLi1,NumCa,OORFl,AdL2,Gen,CreRa,Ci,NuChil,MariSta,Ag,Em,NumCrCar,NeWor
ljy11513,KYNCEZDLSPEPWYMDXS,j,ljyqhevjbu,,2.0,,Dddzgjdbogkgeyftfgophwkryprooghyvbtnvdntujncoaidphsgttganbdfrrd,,428.0,Sandy,4.0,M,69.0,United Stationers,3.0,1693682.0
KHV11514,Ssohhwoqymktqdgtwzroxfpzr,,KHVXPHNG,Qjutszyvhjpqbojrkfamfboaze,2.0,R,Zzhrcppynluphulw,,505.0,Fort Worth,0.0,M,75.0,D.R. Horton,9.0,2025986.0
Ieg11515,DORSQGDNMPEKYBAKFPGGF,e,Iegoxfqvricdnfpvkglbundfkikao,ZVHTWXMEDCOLDNFOUWWLQKREOBXIUDJDSBKNHAFBAUGQBQNFFOALVWISQQTVFCJMGKTNZ,3.0,R,Nhrylircchnrt,,373.0,El Paso,2.0,M,86.0,BorgWarner,5.0,2444161.0
Cba11516,Riigmtvsqyxttrqdnezedygcr,,Cbamsuyeiw,Ufwtrpgjtbboqxijqkrswpktvwztirauqitaoegjfeofvnlgszwnrgxmk,0.0,O,pteeihentnrlcavomquhzjtxomiebs,m,634.0,San Antonio,3.0,D,10.0,Source Interlink Cos.,0.0,1572804.0
ioi11517,Hnhqvbrnadkuvvpgrx,I,ioityktbbmyuao,KGBIJTHBJRFJMLBQQKEUWBJVVV,,O,Tzvqodkvufgwphpngupvfyxejefcwzjesgyhiaciwcgffwyanukbkjyduqrjuhss,,645.0,San Francisco,4.0,M,25.0,United Natural Foods,9.0,3975018.0
YAF11518,OWLYOPL,,YAFJBMCZRXDVGPCJG,Cfhficzpjjtjuobriqwiqpblysqagmtzglvgbeiszhlghcktnjtdgwlwyhk,5.0,O,Vthasvghssmuxzoasfbjejqaorhcnjfarytobhbaudkggtldxueoqcfamnsuctyj,F,746.0,Nashville,4.0,S,85.0,Brightpoint,10.0,499689.0
HOG11519,ARFQEETQMIEQOXWWFMMHMWHGPALY,y,HOGLUCMYZDQKNEGQGOWPNVBIAOKC,Caalaixxcqmnkxpkhnsmnbaaeqaleonvdjjsdnj,0.0,O,Ppcasfmnsnpclbecocfwolfhyzwsvinbtbbblzuawckjtnigvefadkmijqjmffotrdisbvqwhrbfqsu,,560.0,Henderson,5.0,W,43.0,Biogen Idec,10.0,883778.0
ISR11520,Qiwgvacwryndaocmqlhdhxc,Q,ISRTITTXSIHRYDS,Mfaqcyszhtixngxunewqrfjfjywymkhnwmubtgiyurvnndcysiqljzbugraol,5.0,O,,,421.0,Louisville,4.0,M,65.0,Curtiss-Wright,,3584233.0
HSK11521,cjjbifghyerrjakhmvezs,d,HSKHFOHAIAIXABR,yxikekljfagiffeyeaapzzsrlgnofqklcbvbgkohiguidga,4.0,O,fbimeulgarmxrjggngcxemccyfwcxoiqhonolqyflkglifafaaebjcvmjbxkzn,M,490.0,Jacksonville,5.0,S,88.0,Priceline.com,8.0,2210616.0
Qrx11522,Luzkeslttcjrwvtfoydmfzfnfjhmig,,Qrxpcryur,Ldcpgtygyushro,3.0,O,GMNIRNJAZVDFFEPIOQI,F,547.0,Biloxi,4.0,U,95.0,SunGard Data Systems,10.0,2051831.0
Xir11523,mfqxqvgttgdhyaphbtcwigz,,Xireoonihvttrywftrn,lafzrgmiqgxqhknquovxaikcrtxnlgbadaypfodim,5.0,R,AWQPUZVGWDPIDXSGXVYIRCOGIE,F,652.0,St. Petersburg,1.0,M,23.0,American International Group,8.0,3390660.0
BMR11524,uipsaiwfwhiljvpwdkumwcfcd,,BMRLSMADKW,yetyjxkocbznudez,2.0,R,ijadfhkavhfcbivuvqbdlkoyefyginpseyirubdglrpfsqgbdcrcdfvouldupjibezsqbokk,m,748.0,Salt Lake City,0.0,M,95.0,Arch Coal,8.0,3701575.0
pbd11525,Xblsncjzcdmgzwiplftucfkujopwm,,pbdcseqnvrfbtgon,ecotrnojdnhvdzljfeqzfcxqozqwwfwsdrqpohkhsrfwjsgwtizsj,2.0,O,iswqrnupivxvxiyrfffwahcmckpezxcqajrgijigwlwnhamovcirwg,,423.0,Dawson City,1.0,M,54.0,HealthSpring,4.0,1403626.0
wkm11526,Vosdkdlxqbyhvqujugekmjjdpqvmiu,i,wkmklhwrxtadqqnthwkubaync,Kcblwyfsuswyhiobxbsmbjnfsdmtmxeebmcpczldwtrgbiavldelmqmqqutkuosvdxhnog,5.0,O,Bfvvdukbsvmrwxyrrookvixgeuotlvtjmwmnftzumvunsxwmhouxnamrkjz,M,437.0,Colorado Springs,3.0,M,23.0,Ecolab,9.0,187912.0
tzj11527,Bllpmvmtznlmyttqb,S,tzjlizvxkprejjzt,Udwhhvzjpisjmcajzhxmcdevcpbcokfazkubbhti,2.0,O,ipbvxavmzhzceugcrsttdhapriofcmslkqcgnideldtmatoyyfivwmtpkqkim,,673.0,St. Catharines,3.0,,31.0,,5.0,3874696.0
nea11528,PGYVBNGUASQQAHHAWRPIPXTQIMWBD,,neahpkcvqnexcupxztl,Jhiymhevoqd,5.0,R,,F,536.0,Windsor,,M,25.0,Amerigroup,1.0,1689525.0
gth11529,Vjyvvzueowwv,,gthixgianvzhebpnwgx,,1.0,O,FIVMLFXLHDGNHITA,,516.0,Overland Park,,W,71.0,Kraft Foods,0.0,3397841.0
hwa11530,Jfupbevdirblziwkrcovakhqrdf,W,hwajlxtqunqhspecghtdrcqqnytxeh,GHANZZQJTTNESSSIADYOPCCHXRIXYDDYCUEDTKJKUWHBXUIYEAJUHWYLNZIFQZNKEGVQIDUBWRUIAPT,4.0,O,EKBDBIOSBAZLRUDLBOTKUMOXZVSNNIZKOLSZZTMFBHMTFUAC,F,729.0,Montreal,2.0,W,44.0,Amgen,9.0,
Nzl11531,Lwdqgclbtxu,F,Nzlxgqeysmvxpqcrjvhwwebqcor,FTPMFVJLCQUWPIOVBOYOLZGHTOUHOOQAZXZTBMRNEIUVM,3.0,O,Etufcuvuyerkuhpfbelauddaeelfdgwierotlcavpbnhtbefvddabejicfrktutpggwemlhejyvghem,,471.0,Chesapeake,0.0,D,17.0,Dynegy,6.0,
KLO11532,lkzjjofsqjlyqrblrbkfduzmceskrm,F,KLOGOTRYLQTJFGUYBKEVFGO,idcctqgxlrafgcpcafkhoxrtmovjhlgpasnayvszbmwbsxkfedkbvgbauueenbcwdgaohnnagwn,5.0,O,Gzoaiwjorimvjrexeatjhkv,M,639.0,Bridgeport,1.0,U,71.0,Brightpoint,10.0,1522259.0
Rmj11533,Lvbmcsthctm,,Rmjajcbvnfscvjmdctsmqlqiixkftk,Kwcbctjfzcmwhxsfytqtjskydsauguzyeblisodchbyyjugukbsb,0.0,U,Uxbqayyalgmknisjtkphwdapiraohrpcsgyjepnohbvphvdtonbjxmpwtpilj,F,673.0,Lansing,3.0,W,98.0,Perot Systems,3.0,2328821.0
Oiw11534,RYDHDXGZWRDYGASVFRGN,,Oiwlhiexpjjfndkn,Dwiwvfoacsvzlcfqzjwbmsov,0.0,O,Dpzjumyirfmxsczupatnvcyy,,799.0,Costa Mesa,0.0,M,33.0,Regions Financial,9.0,654662.0
HDQ11535,Fubsrgkqfbkgdxx,,HDQCVHOII,Vcfjcucxzdmw,3.0,O,,,796.0,St. Johns,5.0,U,77.0,Furniture Brands International,9.0,907742.0
RUV11536,ncluhqvoonxqetpyvpqgz,V,RUVQGLNL,uyljrfdybojtasikneqluedvsmajjhvwoaraklnuyzeagohfaq,0.0,R,Tlbjwjwvczzjpvrdxzlssfeqlecirxibbminwwczqtsdwzumfuxfxhyc,m,840.0,London,0.0,M,23.0,Tellabs,8.0,2716450.0
Ywl11537,Ogxidldqpgohhnnogsv,,Ywlmycjajogsptyemkbzd,nuhatmircwaalxnctaayrsixgqnrahcmzykwpdtgkgdfocbeiojbegf,1.0,O,Fpzintveavgtezvqpmocallovvsdinewmsswbsmyvalpqwdfgcqvbv,,847.0,Flint,0.0,U,61.0,Stater Bros. Holdings,1.0,1647669.0
Dbo11538,Nucymirhyeubczrnf,,Dbobvilaojkts,Thbtknxmxvgwottqsqcy,0.0,O,Xlbszihmmhzxotcteyhpfjoyttmlhhlevj,M,343.0,Lowell,5.0,U,28.0,Jones Financial,,3033100.0
Gfi11539,gcdpxkmivo,q,Gfiqugnufzheeqekun,nfucoxdjsrxliwdbpzoszrgxuuqhmjcgjxsgxjnkplicyxbbmmvkbwrjmttrlwdf,,O,Essldrypnjtro,m,353.0,Evansville,1.0,U,17.0,Verso Paper,10.0,1557755.0
cgv11540,GKTOSAQTSYHZKUNAWATJVCPVOQUHT,f,cgvcghbrbgwbnqxtxhprmh,ifgzbwrgrrquwrqqdyychpedgceqbqbfjyiyrtgoeutkyzlwlnvhkrrpuhrfsmcofxwws,2.0,O,,,697.0,Grand Rapids,0.0,M,25.0,Lithia Motors,6.0,1999215.0
shn11541,Lrnvycrvfiooltcej,,shnepmfxuw,Wfeqiqyzb,2.0,R,Unwzmxloinasctnmfjbqpjksgbxpwapllvv,m,516.0,Hay River,4.0,U,8.0,American Axle & Manufacturing,7.0,2874861.0
ret11542,Capsdvwato,,retgktjjdvbxcjqyqifzy,,4.0,O,Wbupsyzyteptxdoxiqtovyldhtatcpzb,,438.0,Salinas,4.0,M,58.0,Marriott International,3.0,
Ota11543,IBEWB,a,Otakduk,PWFKKSMDOIUJXHEGWBCXYUOOUIVFKGWIZJLXVBVGSDUAMTMMPNRVXNXOPEKS,2.0,O,arvqrcitszveffpxfzzwjunyutgteaalrxpcxjzuuveswedellsdjd,,363.0,Orlando,2.0,M,72.0,Brinker International,6.0,2871608.0
ZXK11544,Wrkrmbfrlqa,,ZXKXEGEK,Qpdhqegulxwcvgupwodloamzorxpyg,1.0,,rpmupmivenddo,,,Anaheim,2.0,M,6.0,Laboratory Corp. of America,6.0,3310218.0
Plp11545,LBVJTCREOWF,,Plpovuhwuhjbyhbvkfkbky,Diburmxmyzvvedwu,2.0,O,WZWMMUJMVCNCUKPUROFHWDIAZBWHLRDSXPE,,666.0,Sandy,2.0,U,83.0,Motorola,,403830.0
zwd11546,HJGLSOWMIMLJKBKVFZASXZJULFXSC,,zwdmpzxizk,TRHDKKFWQXMWWPQXEZHUSOCUZVQAY,1.0,U,zkszgznvcjvncvwyejlyrqsgkxluilmgnhjifhlyotofpfwlvptyhiw,,450.0,Lincoln,5.0,S,23.0,Lexmark International,6.0,655164.0
Ncz11547,LUXAAKFGOORBHFJWFMULQSLWZNDIK,g,Nczfjuwbvimvxu,NJXVFNMAIJQVYOANOIVTDFXJRGJTGYWRKGBHQJWFRARXKJUTYOOCNPYCVHDJOFTURWOBOHKINIBOHIT,1.0,R,Uojkksoubvftmqkoywexzbfnyzokfnlnucjmhkzojxnfhrooknxc,,697.0,Winston-Salem,1.0,D,,Entergy,9.0,119583.0
OUY11548,Jgyvgxdmpt,,OUYCYSTSIMGKISDWH,qugnosvssiwhfxrpvdegcjfhgeifmhaejbabkhipurbpx,3.0,O,Quevorfsaegxouurqdwuanazhifroscsuzekkt,M,,San Bernardino,3.0,S,45.0,Cameron International,5.0,1762835.0
Nii11549,GPUOSHOCA,i,Niioa,aebgprpnpetspdugkmkgmjojxbqvb,0.0,U,Toyzmucdjocoectveqebeztiybzcbvupnewn,m,781.0,Lewiston,1.0,S,93.0,Southwest Gas,0.0,3523125.0
God11550,Qvsjcfborukmhuznvx,x,Godpsfflj,azbsojiehib,1.0,R,QUFUNULKGYWOQDYOFWVTGNKIYCGFZXGMC,,647.0,Tacoma,4.0,M,91.0,Sally Beauty Holdings,5.0,1581397.0
uxn11551,hdefkmafcevoed,k,uxnpbqzsfo,Pnhmz,5.0,R,Ddlumrrjqwfbtbgldudhudl,,528.0,Durham,4.0,M,23.0,Google,4.0,2431542.0
HKD11552,DAJTQBQPLMKZS,,HKDZKDZM,Dxjtkmtpitaygxumeeafoppxksnbjcdktzatknekrzbjz,2.0,O,OJQJXYGYVLNCHPFGPHVWH,,568.0,Saint John,1.0,U,3.0,Baker Hughes,0.0,299329.0
tgo11553,VECUBNSDHKJZOHEIJ,F,tgovkzsanbhvmdobdlwsctkzbprb,gdhvwhfnparluibd,4.0,U,JAEKOBXKZCKTXJIAHTWPNWAAPYIFESFAWVNTVJWCBMAILGITHFJGSBFQVJPEJJZEMBATWW,m,562.0,Dawson City,0.0,U,51.0,,3.0,2791638.0
kit11554,evwhppgojgqvms,Y,kitknukmqah,Psggywpxmudgsadqaszwayiojwzay,4.0,U,Dttskosvwjftrvqq,F,511.0,Tallahassee,0.0,U,20.0,Health Net,7.0,388781.0
vsq11555,Ehnwgvwqopkbgtkqgqgbic,,vsqrwwjo,RYGALSMMEACAEKPIHIAIDHIVVOAEOMIQVKFLBPBAQBJYXNEP,5.0,O,Wyghnvnnpcdqamcdmajjyeknkipvfcamwfckhjczvdjyvxdowkwphxngdddwe,M,449.0,Huntsville,5.0,U,37.0,Danaher,3.0,2668902.0
ljc11556,Vobzztqjkevmifvql,,ljcgfppgad,Mpiejlvmrntflsfl,0.0,O,EWNIBPLGHMUMQKVDHYXRTJKHCRSSUNGFUXMLOJTLSXKSFTQIJE,F,550.0,Edmonton,2.0,W,92.0,Wyndham Worldwide,0.0,3190554.0
Fxr11557,Igjbgcrohfjykr,,Fxrvwebfanekd,Kuzofyrosjtkgduwxkikiwyvolwcgshcitzugdsfmmkjusino,3.0,,fvxmytpaudkexkhjdhitqyeaqjlwrcvlykujpdwcafcjewjdl,,396.0,Seattle,5.0,M,52.0,Brunswick,6.0,1293547.0
Iou11558,dpyhcesjopa,K,Ioufiaavluroowevtfxofiwe,Hrnrqlafdapgslkancryztkigufdvbcdblepkz,3.0,O,Ypikktyownuxrzdsfsfijhbnluhmeyfmjzidqdi,F,589.0,Garland,5.0,D,93.0,Medco Health Solutions,7.0,2612244.0
Nqn11559,Xrgwzdwxrbnndnxxwpx,F,Nqnzlpxncqdd,niiqfdtotkobazqoeh,0.0,,zwhmzefjljxikyexrtlrrsrvhaqececbqexwmuhuwghmfougfcfhwpjpxgyehplszuky,M,487.0,Washington,0.0,S,23.0,Career Education,8.0,2576027.0
Act11560,JNQUMGEUU,X,Actzyshgogdafarwwbxmrazovxfw,Tsadfundshmsvmrcxsbriphjcnlpydxwcptgulzpntebnaxpghpjhoreglqp,0.0,,gewmcfv,,778.0,Worcester,3.0,M,82.0,OM Group,,2578386.0
Rlg11561,Mnxirsuztqohsyrhdtzduip,N,Rlgfvqtkwlx,VHHKCLZIKLEGWSOUCDNETYMXHGNESBUJTUEHPHKYGXOJEPDHZDOKJYMFYWPTNHPHJT,3.0,O,ibixxldlrk,,381.0,Madison,2.0,M,86.0,Helix Energy Solutions Group,5.0,2493050.0
DYC11562,rduyxmjokbprrdzfoz,,DYCUES,dkauycyhtdqtvlvtxttnrpmpqizclnqnmvltuv,5.0,R,qrgtgbzhemfhbrqpykcacernidshrokjjtgifqxfmnsyawmdfrgdaqvwufljb,,525.0,Garden Grove,1.0,M,19.0,Flowers Foods,3.0,2917975.0
Xjc11563,Bslaiokykqtvjbjmipnubjorvfbliv,k,Xjcjxuaxkvjueoxrudgh,Ekjvxd,2.0,O,Olubkujgbpkwguignwdcqnhsunkobjkglsrpdrkxblbqm,,533.0,Rochester,2.0,M,12.0,Tiffany & Co,0.0,2906479.0
eiw11564,Ifpaj,,eiwwfqletksmexlkpopxbpq,RLSLPADPGDPJIDHJPILUAVGVRRCDHQTVBDKOOCMJGRNRKSZRNYCOHJXSAJWX,1.0,O,IERCSXL,M,441.0,Denver,,M,43.0,Service Corp. International,10.0,3587993.0
vgp11565,NHVEFSWZEICVUIDO,,vgpahfbaecyxgybqrqvcpmbnmqq,Zfrwdqtpqqqqunafiagsktflkmerxeinsxbxafbhpbljins,1.0,O,NRHSBAWWADPWHWFZPFJASZWBQSUFGCOXMJ,M,654.0,Cedar Rapids,2.0,U,,Capital One Financial,10.0,2923570.0
Nmo11566,Cgvwxlwpyixjgoxbusvjrhqoij,k,Nmogqxaryetfwifegntqrxshmiaujg,Dhggnsupj,,O,Qacjqrsaavqkuznnjviyywabqhluxwafymzcqfrznccouxwngagnbjnsvuoxzyvbmpofdpww,,831.0,Quebec,1.0,,18.0,Enterprise GP Holdings,10.0,1166317.0
UWG11567,VGAVEZLMBPJAZHYWEG,,UWGWTXGVPZVFOHAJWKDLZCEEZFQPU,Xgqjfuhekdrbslxyvtvzeqmpsrughxfkxumdau,2.0,O,Tpjvzihuslnavbdjzdwnfwdql,,499.0,Scottsdale,2.0,M,76.0,McDonald's,8.0,3809341.0
VRH11568,Zuezphltchhjc,,VRHGWFHOWSMONFKMHQJBZEYTSTR,Qedoeurhkjcultxubroiiwmbnvovoiwpydoqjke,1.0,U,Efhghlmkvwnpqewewewtcqcnwjbeadsxdajtkfges,,790.0,McAllen,4.0,M,82.0,Dresser-Rand Group,10.0,1993802.0
STW11569,asbrgvvcjm,,STWVFCJSHOKFAQEIIDDRLMDOJSJM,Yhmwcsijkpbjceoflrcqztjyfaiqclwwsbme,4.0,O,Ilaxjmkjtp,,320.0,Minneapolis,2.0,S,31.0,Kinetic Concepts,7.0,2832224.0
ecd11570,Rpqfuhglmytscqjeovsandc,e,ecdfihklvirkffxgwkkbqjgbtd,anhlrx,2.0,O,Pcuzxbpvmbrpoxufdnmpngkzwyxscsjecol,f,477.0,Sandy,,M,86.0,United States Steel,0.0,3143638.0
Udf11571,Aselltrgtpltxsnrdivsxhezt,q,Udfqzghimsxsrgzuqqfr,Jwcqjjiisbbcaccxdphaipowerxyqclwjsfbjm,3.0,U,DHDFDQIYTGPQHBKHURPFFMTWHZRJWKGWMLVPVYFWVEOZMOLFYTBDRVXZ,f,389.0,Victoria,4.0,W,92.0,FMC,7.0,1115736.0
FVY11572,Odxnam,,FVYOTIMDDQQSCEMGTIOQI,HFTWCIUBJPXQQITSIJGBKVVISKTJXVIUDXXPAEEHCDQHVLII,4.0,O,xcocllpcnk,,668.0,El Monte,2.0,S,78.0,Whirlpool,2.0,3991069.0
Cju11573,Afuswreqvmwdgngv,d,Cjuojjtdjqx,pccpqsbmmgazitf,4.0,U,Tlycnlyegtwidwnelzd,,618.0,Montpelier,5.0,S,85.0,Publix Super Markets,6.0,2320948.0
qom11574,Bnkqzfdkpvhpihioosgwgdklu,,qomjvuiluq,Mbqkzvrypxdafjgrozchyatbhvfpurokxaqohxxjhfmn,0.0,O,UOPKWYLHYSFKBYCGRBCT,f,536.0,Warren,4.0,M,42.0,Visa,9.0,3216669.0
RXK11575,IJKENUMOWUZYX,,RXKALDF,GTAYGEOAHSWWUEMRLKQKAJMLCBJPRNCJSXHGZIOCXPPOFKVBPKNBEJIOMTUNIYHMSFI,,R,zspkwrndeyoklhj,,821.0,Thousand Oaks,5.0,M,72.0,Comcast,7.0,234280.0
Ivl11576,Xvoxaxegqcixxsjkjjdmuurnlw,,Ivlciclqqkimmoiawxng,vwbaktdfxouna,0.0,R,SSUWRSWETSFGBMNKXGKHDDMFTMEFRYPOQKRCGDRCUSJSFSZEFAAUXNMRVDJZJQQRSJZAMFDZISBJILVO,,595.0,Costa Mesa,1.0,M,10.0,CB Richard Ellis Group,4.0,2356309.0
VUM11577,SLHUSTMNVMARUDMMQIPUWEDULTN,,VUMVWLBQNIGFQDYXFJMGL,Ievlelamcshlsgiusnhttbmbjcbnlylzmufkquljjosexlyxqynl,0.0,U,Penuwautwhdozgjmfookfrvmytwmqaysnbb,m,848.0,Lubbock,0.0,M,52.0,Weis Markets,7.0,3116901.0
gum11578,awjtwo,,gumxfhdohimxcvqsupkgxxegcwpol,rjmptdedzarkoalgbxmykbrschpnhfuixoxvu,0.0,R,CTTPVUHDUYTBGQAAXEKHXFPMESVUYFZAZCDRUNAKUHVPBRBJVPOPXUNHSXCUGAJNDNENPEPGEIQNGVHY,F,649.0,Phoenix,4.0,M,35.0,Boyd Gaming,7.0,3860310.0
Vtn11579,TEANUA,N,Vtnakfedqralmsqcjunhliqy,bhlmo,3.0,O,Zmntiyqtndqfcvobtbjdcosaiyflqxvfmuniddcogzlrlfqbbwxahkgqgazmzglwgxkf,,471.0,Corpus Christi,0.0,M,14.0,Analog Devices,10.0,1414386.0
dpu11580,ksgoszhldybbtbfdemvsijzp,,dpuahnzatt,ncbuqtcxvgglyrjvqirprjbspkczfmujugyyvptuneotqtjutg,4.0,O,SQVMDA,F,343.0,Mesa,,M,40.0,Coca-Cola Enterprises,8.0,2050421.0
JIX11581,Cekdovxjduiair,C,JIXFDKKVMRGVZSGVGMZEC,bpohtbgokjmzgfyodusxemgggwbveodwsxwvltpuowzdicopxibyl,0.0,R,Lskcoreaekzoeiohowobwyhcikkgpdfpxirtzeorieyhcffvvutlzwdgpfm,,754.0,Chandler,5.0,S,38.0,Unitrin,7.0,140650.0
xso11582,xehcdxctuovot,,xsoqqnfmkbxjamfdndeaesimcf,VPUMBUWQQBMGIZXSB,2.0,O,,,789.0,Lancaster,2.0,M,100.0,Ameriprise Financial,1.0,492927.0
UVJ11583,HDMYKBM,g,UVJYBKYGLDI,mtubwvftlrgzztwkrglsirbwthtceycxkodducbkdcgluhbywtqtofbtbtdrmgvugibbvhfqxa,2.0,O,Edyiaixgxeeviunniinekeupzejvfwcwssmmdesesrskqxptvngsizadmsfoeyai,F,719.0,Hollywood,4.0,S,26.0,Perini,7.0,3840409.0
yop11584,Tygzwegqrbqhsrtyahf,,yopwovjdiwqhnrs,Mdbevgkoqkyhgliyyuzpxfnyrevxubyvtwlexoyaiecituxklwkxlxlxlsnzaftpmihgqgzjchaceukx,4.0,O,JQZJKQFDIKQESKLZCBNMMMAMCLMEAETHXCIWEHEUFHMSAODLARSMYPQOEUJRP,,779.0,Salem,4.0,M,73.0,A.O. Smith,1.0,3456740.0
OOA11585,Ypiduarg,,OOAANGCKB,Iljjhxjemwvptxikmvaunpszbathydvnzbpeparcbouuxgeaifd,1.0,O,Bsrswjguynjuafgvxiijwzdrnwajwbinxjemvqbjmmul,,564.0,Tallahassee,4.0,D,29.0,St. Jude Medical,1.0,2741274.0
DNN11586,Cyjsbhvxynczqyvvjtphumiw,j,DNNULLPVYXNCZPNRMQAINLUIVDFQ,YLSUYTDEFPWEPGAMNJCOURGXHSMVKQJPHASJVPYBGYUXTQHDM,3.0,O,NVVFXBHMZSHKHTBDKJDUJJSAWSNJQTGWTZMRBVMIRBULIUBCVJWLSORSADJD,,696.0,Palmdale,1.0,W,37.0,Berry Plastics,6.0,1910735.0
Eso11587,Kntdlxlvbgynuilepfmu,,Esonjkmmxhfsflimbhfjuh,Egxkizvluc,0.0,O,hcllaz,,803.0,Simi Valley,5.0,M,86.0,Aon,8.0,2616785.0
Mry11588,gxoloh,,Mrygbxacboxbczwqfxyhtss,lpkeijbmgthiqgwktynkgmhxlpxhjcslpcruf,4.0,O,dbwfqqgpxyevvgjofhlfwderwaxuaznnfrbwcnsodnhhqerrlntkusxuuimpssrrlnh,,685.0,West Covina,4.0,U,49.0,Borders Group,3.0,3033496.0
ygp11589,Chnipenxxevvtktlsm,E,ygpwkqvlnikwd,Yzmgoxubbjlfekccgixypuaujzwzkoojsrxfo,3.0,O,Btuek,,307.0,San Bernardino,1.0,M,25.0,Polo Ralph Lauren,5.0,2006707.0
FPW11590,Stkampcjcavuutdhllkolj,n,FPWJHVCCGOIXANOHTPCZJBMCVFQ,Dptowxvhwqpxtqjirrspxwybckdwsbsqrnbehzeycyxndvtknqwpwdykew,5.0,U,Gebwfur,f,561.0,Tempe,0.0,M,100.0,Marathon Oil,0.0,1421589.0
Ipk11591,Bfjicqokywngfnrsdhnfjhnmrjsz,e,Ipkwekknihiixyqjjrgtn,Mqmigkmjjcjcivvqoikbjujtdmwxhcwupseceebxbdueipykjeh,2.0,O,CPSVOIMGFAVZXJPFSYYJSZRGEPOPGFOQUABKNGYUBPZMYDAQMGZVNKQJPNUCDRKSQFNHPXDVBE,,,Irvine,1.0,D,74.0,Loews,1.0,490073.0
Zqt11592,Iyrpcbrelzkwcajcomyj,X,Zqtqddqvonlpvlwoycqvfhauxav,qenckqztftbyguslhrsiuuye,0.0,R,NFULJSQIZQUNOAFUA,,320.0,St. Petersburg,2.0,U,28.0,Spectrum Brands,8.0,3720606.0
Ows11593,Dkdttakao,,Owsxl,Loveesoujzcmthbudewqeksfegtr,0.0,O,Vlhdtssnechvavbjyfqyhltutoftmmirjquseeshgqcndzhhsvmbodhsld,f,562.0,Oklahoma City,5.0,,26.0,Foot Locker,5.0,415111.0
ejw11594,sylwswpcoxygaevjbbwqlodxte,K,ejwxalgrzwscpluygvgmcwli,CCUMVYNVHGXT,5.0,O,MEWANVGVUCTNJRXLVLNVAZYTVVNFF,,677.0,Seattle,1.0,M,93.0,Hanover Insurance Group,4.0,2378099.0
DEQ11595,Ljuptoyma,,DEQLBNT,WDDJSHVNBZPAWKHCXXSXMSKCFQKNGYTDASCHNDJNLR,4.0,U,Maauqfkkvzvrgqgledlsdtpadeupvdvgmshczzvablo,,345.0,St. Catharines,1.0,S,12.0,Select Medical Holdings,5.0,242686.0
qur11596,Maeokqbtrmbvosrvm,m,qurdiiqyarcrbrhwsenpgsgaiqjq,nhblbqtvhyjkh,2.0,O,Vrlwcmxwdcwimiclgvdsoumkupzznxhenkbznkqsbbpdvlvicpke,M,679.0,Santa Clarita,0.0,M,61.0,W.R. Grace,0.0,1402162.0
xab11597,fcdipdcqamvuib,b,xabuceenfoxar,Fbgmcvsnysoh,2.0,O,aedazptegxo,,355.0,Lubbock,,D,77.0,Warner Music Group,7.0,430652.0
VIR11598,Gjlvho,l,VIRQPIVOCYTXTBSNWEHD,UMGEZQGZYGSCDVKHPIDTKENOZTNFZMHCKLDBGGEESAIDTTNIFSWMGUAWNNTVRXFQPPZFM,3.0,O,irxhl,,756.0,Henderson,2.0,S,49.0,UAL,6.0,1101417.0
YVX11599,Qfmjaggonjmpwcbquxtvcrql,,YVXETU,oqkadoauy,5.0,,,f,655.0,St. Catharines,0.0,U,23.0,,4.0,801294.0
mbq11600,QVXYHKKSGDSSSGJTG,,mbqcjomltvtzdfwvkjghxnkk,,0.0,O,Bggwpvaqxtpborgazcznshudguwfphaspubheqafxtltyhwyoykvsesziujncjmu,,377.0,Birmingham,2.0,M,48.0,Kinetic Concepts,7.0,1803773.0
Rkw11601,Xhgjblzagilmr,,Rkwanwfrtrolvgslnuzz,Mtooiwjtgusngeitfoijhxbmqyajklrmsgwzxjhmcjikj,0.0,U,Puwykrcyeoiizwvbnzyokxlllagvguccjw,,802.0,Worcester,0.0,M,48.0,Mutual Life Insurance,3.0,2686713.0
Aux11602,Ciodet,,Auxlixeldcgrg,Dviumyunujluvdxvnxikgmnuhrajynswfaaarsbgkatibukojrqzmrm,5.0,,Irgtgkpsigoxhdgbgfxmphplzwpkrocxcmbpxzscgkdjuuiupl,,485.0,Hollywood,1.0,D,20.0,Alpha Natural Resources,0.0,
Lan11603,Knisqvadxopgesamnai,,Lanvlmaumwxmgwqnt,GYAHSVHZETOMIUPQUR,2.0,O,trtzlirrvocycxkgvqfxvxtu,m,556.0,Billings,0.0,D,21.0,R.R. Donnelley & Sons,,3147005.0
cgt11604,Fiupafixfqtabgtsqrxyhqagqfg,c,cgtkgilsvyexcbg,Wxipm,4.0,O,Qgmnbhpnppkevcmzuitcdvmiwbgyxtsxskvtiwopsggcomksgmutc,,813.0,Portland,2.0,M,48.0,Leap Wireless International,9.0,92052.0
Yhp11605,wxzezcrnppgplmaakkfyfyf,,Yhpkgzbxxmxjqehmyumsbrhkinnf,Hsoinkdcpergxaofigukharxjfhzjphneqmnfmswkhjbisgprxptkdhqciptchgcpdaxgqijbgo,1.0,O,,F,403.0,Yonkers,4.0,S,81.0,Chubb,,3022187.0
