CreditRating,MiddleInitial,OwnOrRentFlag,Age,NumberChildren,AddressLine2,City,NetWorth,Employer,Phone,NumberCars,State,NumberCreditCards,Gender,LastName,AgencyID,FirstName,AddressLine1,Country,MaritalStatus,Income,PostalCode
630.0,,O,22.0,2.0,khpcqfvpkftkdxihpaubdqcnnrxq,Macon,549247.0,Brinker International,1-436-676-2052,4.0,AZ,9.0,,Htlrvirryfduesjreqjucrrp,Htl11625,adgoqensqjsleekwszke,Pfyenlbqrynijvahfenrfdtggrxkiovkgaesxxagyyjuowyujoshkjntkolpyqf,United States of America,S,48666.0,Evusov
646.0,a,U,64.0,0.0,CNIFIHEHAMLBDFZKASFPQFJIME,Simi Valley,2270678.0,Cenveo,1-201-291-2778,1.0,IN,5.0,,kihpvmexeluhbhcjjdsnorqibghw,kih11626,Pajuqvxagoefgynodq,VJNMALNEHNYVHIVHIYSEUPMSJSSJICMKPNELXGXIXZKDTDYKLTRFZVUCOUMMQNF,United States of America,S,241031.0,Svkwdds
361.0,,O,24.0,0.0,Xmrfgxcdulpnmpsxzgelmfxgbxfiqhovvzicpbujepsnszt,Costa Mesa,2339397.0,Universal Health Services,1-643-966-0709,4.0,NM,0.0,,Brwchr,Brw11627,Mcsnl,ywvlydgplliaxvzmosowcepnbrehofxdbwifcbsivasnz,United States of America,U,76021.0,Jkbprogwbsyi
772.0,,R,100.0,3.0,,Worcester,2813423.0,Varian Medical Systems,1-168-329-5321,0.0,DC,1.0,m,Cunkqososm,Cun11628,huahgtztyekcojzbhgsahwuenl,,United States of America,,181204.0,FZBNXOLHE
562.0,,R,22.0,5.0,Tcbqzelmuwgqjiuklsmubdodruegmzzyejrsrevz,Chula Vista,541808.0,Flowers Foods,1-680-249-0273,1.0,AK,9.0,,Inpluxichpsuetk,Inp11629,Lkmua,njegmpngsycqlctmtsljlqweom,Canada,S,16220.0,otrpw
503.0,,R,85.0,1.0,LDISVEPXIDAWGFAKPGOVFHBWUFSKOXSTRGEUESWTHPBMKMRCJNQCRVABABBEFKTL,Baton Rouge,722488.0,RSC Holdings,1-604-253-0064,1.0,MO,1.0,F,JZSERXV,JZS11630,Pbdccufjujzbamqrfofdskypxmhbmw,Idcnxvcqxkjnxvjdwitlqwjbitoutkrsefmzbojlzi,United States of America,D,469891.0,Vlaqrjno
619.0,,O,54.0,3.0,Llwybughrtipjvmmwgsc,Baton Rouge,86998.0,Laclede Group,1-222-598-3527,5.0,OR,6.0,,Gdkhhifotkwlczcgc,Gdk11631,Rulowacdpxvcemixfsvqas,zqdbkhyefjyslla,United States of America,M,268371.0,Wsasfijj
417.0,t,R,33.0,1.0,Asasorclwahnpqcpguytavhdoqkiwvrrnzpmowmpuviyprotwivpdcyaeoclihselny,Lubbock,2601068.0,US Airways Group,1-004-675-5978,5.0,GA,6.0,,Dpadtmbgcrsokoniyrczcamggvj,Dpa11632,Wecpixvtjzcxg,,United States of America,S,,Felbiiitiqz
662.0,,O,60.0,4.0,HMCWMUOOJJKWRIZVMHWFGO,Amarillo,2162095.0,Becton Dickinson,1-068-035-4180,4.0,Prince Edward Island,7.0,M,SCCEZIJBGKE,SCC11633,pnaltoouvictymzkydqvqrdpi,Lhebsdbcytxfxtmimiuergosyncjndsbvc,United States of America,D,456501.0,Iexvpwnil
817.0,a,O,34.0,5.0,Rkqckpamsedotdstauxfbffsdygvminacsppfyubprlrsqquvgsbtgkhtenlfjvbukofc,New Orleans,2155545.0,Liberty Mutual Insurance Group,1-545-709-4927,5.0,DE,0.0,,MPSOGRMOFSXTEVJC,MPS11634,Eteakjxkjxbpz,Rirmmsrrybghpjkwqpkrcxtqt,United States of America,M,394332.0,Zxejvoxqjxlq
626.0,,O,4.0,1.0,bujqbnohyxwvvei,Los Angeles,2660702.0,,1-583-968-9273,2.0,AR,7.0,,pvwgumdxnlyfdiulusfxnqsdgis,pvw11635,Ueecixgiaxxvytqhjmmjesgokhz,Qvfgzpuvvufrfyoxxoyiaalwhkrpotirywrvdbgfdpighdctljt,Canada,U,166542.0,RXWGGRMN
801.0,m,O,92.0,2.0,,Santa Clara,2107157.0,Entergy,1-421-704-2719,4.0,GA,3.0,f,Xmusxhpwqkz,Xmu11636,Joxqcoojrynuhxldqeapi,Nhsphlytvjguyfgkralrpcwqsyeuscalxozebfwrtatpmp,United States of America,U,390981.0,
552.0,,O,84.0,0.0,Gqhakmpojcvzhhqqdsdctblzyfrqycqrgqizmtydolnfuzcyjaqcjfiakvgppniwkig,Windsor,1802795.0,Albemarle,1-993-740-3718,1.0,CT,10.0,m,Djnjlcbvohdfkfeehqvqmqggz,Djn11637,Gfxncft,Qafkctzntjvmaphgvlmphtvzovmk,Canada,D,168327.0,Abqmpqcftcil
458.0,,O,92.0,2.0,Uvnfuqyrvszteqnyduaz,Rancho Cucamonga,3821277.0,Cabela's,1-701-056-9214,2.0,AZ,8.0,M,qrkkrqfolycjaggrrswn,qrk11638,Hekfccxkwrqyyducfypnm,gbbjljusoqoekjauwjzeyyajnhscwyutivzw,United States of America,S,137303.0,Fbbeqovmbapv
370.0,U,O,53.0,3.0,Cgdupsumrinxhmdxcgvrhoqfotqxafmmtanxxvvb,St. Paul,3456261.0,Goldman Sachs Group,1-551-420-9404,2.0,DC,7.0,F,rguezhxt,rgu11639,BIKYELRIQAKGNHAJ,eeelywrcdqfzrnbwblhwpxfpoxnbcgpdhsx,United States of America,D,492039.0,Gpxfn
728.0,,O,95.0,1.0,Ndeyurertgsjwabsggxmyoihkofxrbydqdkievioffnjqapgrihwsmevow,Yellow Knife,130608.0,Philip Morris International,1-490-114-3920,,WI,5.0,M,azubxckdhkeoh,azu11640,senzrdupqubjxijnarwcv,RCUPULTWLKXGTZCWUCXHRJOYECCCLIRRFOQ,United States of America,M,124926.0,OPIATTGQTB
376.0,,O,3.0,5.0,Wirdlqydtvitlu,Burlington,,Foot Locker,1-451-743-5761,0.0,CA,9.0,f,Jvunltliejnehsobajafolbbo,Jvu11641,Lzjdadrsnwugontofjihwjpbckrl,Ktyfdeoxyfxbj,United States of America,D,471272.0,ptzfefif
713.0,,R,12.0,0.0,Palggjokgatpmjncofyosbtgybtsttvkubgerqyklazuxpbxmw,Tallahassee,605798.0,Parker Hannifin,1-974-038-8222,2.0,MN,7.0,,MSOGKWAIZTBBVE,MSO11642,foajkxopbsjeicrsk,Dirofockkpdwpcbjygsfswlgszmyvaxedtzzdladamwvgysqnikwwgfvabqybdcrbhtjuiruce,Canada,S,3242.0,filftafcf
604.0,I,O,32.0,1.0,YRMWGVOETFKHSXRZILVYMTYSVHNYBRRDMDODGFGDVCIRQAZPIPUB,Elizabeth,2163263.0,AptarGroup,1-159-949-1495,2.0,KS,7.0,,qreykenxkxym,qre11643,Dhmdl,Wforrpypymwexyafnrjdereyjqwnzacxrludtpeikuziwtzobvjmuifixknstn,United States of America,M,453844.0,nkcxl
460.0,,R,98.0,1.0,Jkhkcjqauolokltqdbrloeiasoecbrknvrwqahenxlcssrohlkwcxewwigvlcktndkmqglttdf,Warwick,2261388.0,CF Industries Holdings,1-390-895-9678,1.0,FL,1.0,,hkououzdlob,hko11644,FGLHIDLLZJAAQFYJGHNOT,Lxtprjbj,United States of America,,,Afdiwc
482.0,,O,31.0,,,Baltimore,727051.0,Securian Financial Group,1-192-449-0120,1.0,Saskatchewan,9.0,,UZVFGXYTNIVFUIJWO,UZV11645,SNQSYA,Sqyjylexoqiuwbqyemckuxijsrtxrtbuxwvufczxtjuyueoooslnamnsoyqszzgrdejokvyqvhdobdqn,,U,375815.0,Pxkimmb
807.0,Q,O,73.0,3.0,SFHSGWWHUP,Independence,3003110.0,Progressive,1-134-780-5445,0.0,Prince Edward Island,8.0,,BCSHWOQ,BCS11646,Jvwmrhaqbuijfmvm,LFRJGHOJFGESACTRWEXKHCQSTVZVBMAOAPCZJYTUXQACRL,United States of America,W,114122.0,Tthlpu
509.0,,O,62.0,5.0,hmvwdymtscuawerifugtaxicymbmtswirrclbciqgwblvtklxgvhdbnkwmgiebmslbsxf,Cincinnati,1857713.0,HNI,1-075-096-9878,4.0,British Columbia,1.0,m,ZIJRXXCBQUW,ZIJ11647,Pgvopamymou,Kzdupbrvp,,M,400657.0,ixqguckcm
303.0,,O,48.0,2.0,,San Buenaventura,3482902.0,Mueller Water Products,1-080-387-3116,4.0,Prince Edward Island,8.0,,GWPTINXTKBEJNWFCK,GWP11648,VWNUOG,irlldimjjginjjvdjzekmabuync,Canada,D,293804.0,
412.0,g,R,40.0,2.0,LAKGXUCJQSHDEKTPUTHNDXAHRFOSPMLQQWNOU,Independence,2203791.0,Vectren,1-066-671-2242,1.0,MA,10.0,,Hdxfdmvygcpwuyxrouqrjixz,Hdx11649,Wfkmhhjfxkannoehibgjdlgrncoun,Aiofvtdqrgauiigwlcaelcbokxtdvasg,United States of America,D,358678.0,Fvcoege
788.0,l,O,20.0,0.0,Zdtlaryhdovtewknhkkxadywst,Saskatoon,,Universal American,1-634-467-4413,2.0,MA,10.0,f,Iqvux,Iqv11650,pdryfzsydjfjmkgatftclrftwvj,Aywincmvkyvohkmaljafdvtotveheswpdjokkltiicsoccvunuyebwpavagvhjiasp,,M,469668.0,OTNVKBMZFI
399.0,,O,16.0,5.0,GCHNLXXLUVJLMNGZVPUOSED,Amarillo,3855669.0,Huntsman,1-151-525-8237,4.0,ME,5.0,m,DLDMUNFYGMRNMVDSVPC,DLD11651,Dfqfswwjtebrdsbypo,Iyxssmlynkqvqlsnshpfqbamkfuoftjhui,United States of America,M,139149.0,dimplcv
673.0,,O,89.0,1.0,Chjvarzpbwlvbbctyuhfdladbbgjvhuieyvikidbowrirfqbbysfhbcrkdccbwsivqtfctqbm,Toronto,1429825.0,KAR Holdings,1-313-385-2020,5.0,Nova Scotia,6.0,,fhavbelntbcwtg,fha11652,usjaevvi,Oxtmjagvfwrgcqzjlokr,United States of America,U,219988.0,Alaho
770.0,o,O,81.0,,lzlarrvtemzdvoftniefftlrwpsodswefcvvhbhfuvgpjppksnsjsiausigstxzofsutdvnza,Riverside,313635.0,Bank of New York Mellon Corp.,1-215-637-7916,,NH,3.0,,Csutscbgpgnjq,Csu11653,OAGUUQNMVSFNLANKWVWOUZSHXA,Dldteqakqdyseenegnnemnaqgwakywfapthwmuyknov,United States of America,S,383717.0,Rvziv
737.0,,O,23.0,1.0,Szklqtmuxurfsmgnttqibbabfymqanjmpndhk,Tempe,2868203.0,Windstream,1-133-810-2568,,SC,0.0,,kbwquzbcfuscvguamxlisbzcpusq,kbw11654,BTAQMGRILUXVJK,QRUKMGFMIRZQKQXLPQITQWTWPVZEBAWRWXFCSXD,United States of America,U,318528.0,Lckktrmucvj
351.0,,U,47.0,1.0,Jsbyijmkczlczhlergiyfqkelfppzozoqjsasdqhmrjo,Philadelphia,1383741.0,Coach,1-932-597-9589,4.0,MT,6.0,f,imfbycjvmegfmtzodjxkrotygild,imf11655,Lmujzmwyjrsoyhxgbtpl,EVZOBXXHRUIBUVBHLMJCFVUIPRUSEIGEGPAHVRCJLHLCFQGYVPERQKNAZKXQDIEFCHP,United States of America,M,,Elmvtsrrt
,,,25.0,5.0,Viyeuevfcnlmwwtqjcedvundgzchmadlb,Winnipeg,574855.0,Brinker International,1-553-956-4532,1.0,NY,0.0,m,Yjlcufrtx,Yjl11656,Kqqibtqlkyvltt,Menbuwxccknivjddnaaju,United States of America,M,457930.0,Kizpbsuy
594.0,,O,15.0,2.0,KWUEPCVZPLKKNXGTOESNESLHZZILNLMIACF,Hollywood,2325837.0,Cenveo,1-618-787-1072,0.0,NH,8.0,F,Tgvlukklstaqwvkpapaiahzwtcok,Tgv11657,pcurhlmgjmdwuliuktzhlxfp,,United States of America,U,413109.0,ZSIKSN
845.0,,O,65.0,1.0,fcpwfnhvbtyawxossfqihzngxuabxuavbvwmiyjsnqoijphpeurr,Bridgeport,2689771.0,M&T Bank Corp.,1-027-328-9740,5.0,NV,5.0,,Bnzsgchhgfakbybdz,Bnz11658,exutdassepwdwgdsmkucveax,pvprrhuwqurrkelabbadflgtefcclzkqsskkrsctwimobloypbx,Canada,M,375395.0,beggq
431.0,,,88.0,0.0,Moyfhnfpkztwcbnwhduhpoifhpdiylzlmctyvcigvtspkgcgeqlzznvi,Las Cruces,604936.0,Qualcomm,1-826-459-0746,4.0,OK,3.0,c,Vvudehhpbagtdg,Vvu11659,PUBIUBIZURTBYSMPXQHSXKWOJGOLVF,thmgkhwfgjunqcoxofexvlbrwjytdjjixjkrvmdzyjwptxnwxxzrsizellsxhetix,United States of America,M,290984.0,Jonqqakeky
633.0,K,O,58.0,0.0,Zolzpgpqommhqatxogpsfkaytawutgejelohpychvisjhvhxobonojhcxxclxqrwsqbtdluvhgf,Santa Clara,3618949.0,GameStop,,1.0,KY,8.0,,Ostghweiftvhkcpnkfn,Ost11660,Mfrlaotwvrio,lesynqrattqifuqmmaiml,,W,,Rkbputtpeiij
621.0,,O,66.0,4.0,Ujpmhopwambvibgyjtszkxzdfsqpragv,Garden Grove,2369853.0,Mutual of America Life,1-328-464-4313,5.0,Prince Edward Island,9.0,F,VDXRRRGAEWQNJ,VDX11661,Dcschfixbdvndnx,Tmjpxlympqrjjvsthhcdgrdjohjxgeixlsr,United States of America,U,223262.0,Znbklkthj
631.0,,O,94.0,4.0,Cziopbsefyvkodeegumjmtupatmywzleelvjzio,Topeka,1297224.0,Danaher,1-870-853-1808,1.0,OH,8.0,,yyqvbnsqrafpjqlrssvncvvxzvd,yyq11662,Ckqshysnrbfxdf,Hrskcutcdhaxeegfpkdjcdegidcf,United States of America,D,343355.0,oevkjtln
564.0,W,,47.0,1.0,,Yellow Knife,3650244.0,Dentsply International,1-146-824-5307,0.0,New Brunswick,5.0,,Pexomitkqp,Pex11663,brceajr,ykujuxmsjgthlnkevjyxurfnmpyjikxwijmkb,United States of America,M,443566.0,cmpquy
533.0,r,O,,,Tzkouvphiyexiwpcrktoizdjjuhtdoqzxtrerkubckkciedvzskjllkflgnj,Chula Vista,3570231.0,Catalyst Health Solutions,1-966-130-5707,4.0,LA,3.0,M,gtnsln,gtn11664,Aldlslqhbqapmfdkwscsolfack,,United States of America,U,275864.0,Uwdqaduy
843.0,,R,50.0,0.0,Ctsfdmaktggzjetkjgwhmlgjpnuanbdsoikkypkqkhbewnamthgtqrza,Arlington,15856.0,O'Reilly Automotive,1-896-324-3922,1.0,Saskatchewan,8.0,,rufmucglfjkxsgahstiifywhdzt,ruf11665,ELHGEECYNM,Pmhcihdsugfqtksvcrqqpjtupvegsbvsvwtjfhzbarttpclwawpzsflam,United States of America,M,,Bqypxybnwmrd
327.0,,O,87.0,5.0,WFNGWAKHDEHHAZQNJFXJDIHAZKYGPBSSIBNKTLVDXEXSDPZGBXIRMQCF,Orlando,900943.0,Universal Health Services,1-477-491-0942,0.0,Newfoundland,1.0,M,Mbysmqgoszm,Mby11666,AQSBHBBUCABRG,KXVYAMEIXMNWJTGUBFOONMEAQDHMAEHPK,Canada,M,461982.0,uetirum
814.0,g,O,57.0,1.0,uaqdxfgmsfvwfqjhdulljhqpejowrjipw,Newark,3217712.0,Valmont Industries,1-072-193-4446,3.0,MO,10.0,M,Rephv,Rep11667,Mheemgmpamwfb,Kdqzvcwjqbzqothnbxvsg,Canada,U,403990.0,Afcmwnh
447.0,,R,48.0,1.0,Eibnoinuluiqvslugrekpmhlbuuazbfwstffxodxweljkwcviilouowrducroyuhyljrr,Tempe,2736819.0,PepsiCo,,1.0,SC,10.0,,Udcrwhnloryarke,Udc11668,fxtijvvyu,RBXIUTHPSW,United States of America,M,147029.0,Mvmuqc
773.0,,R,96.0,0.0,liprnkqnqvmfbqylypdfklicncbi,Jersey City,1464706.0,McCormick,1-124-194-4990,2.0,OR,2.0,,uzfjfwjwquzcqie,uzf11669,lhxlgn,fdcmxnrkyixodtvqxtzttrsbldseugdezrfegoloqjkw,United States of America,M,443592.0,KHDHAWAV
640.0,Z,U,30.0,3.0,pcxgbfoprorkuktymgoruperzfbbthtrbltkwfwktntiebjjguizunqvsvwjsoquuwnrcbbqtcoz,Little Rock,2867175.0,Public Storage,1-555-537-9938,2.0,UT,4.0,,Yeuyi,Yeu11670,MSCPALXCILRKBVKAXOEMAXZBUODWCR,cacyaxinnblvrwjlxiejkpzjgfnimlhscbemxatuubuwbdudgidrppndpbjyqgvrpkgghyqhjt,United States of America,U,143837.0,
751.0,k,O,19.0,1.0,Cbnujqhpvwwuffhhpvnapstbdlmnhm,Memphis,1579693.0,NCI Building Systems,1-490-369-9735,2.0,CO,,,ydpsjxvwhypclxxelvwsj,ydp11671,OHCJCIJOETWWSWSDQZEVAIFZIYQOPY,yhreyxtsbqvwjy,United States of America,U,297370.0,IXCERZM
,,O,63.0,2.0,MKHCKIIGVMVTVQINAJFJAUVLDKEFYHXSOHTOWEQVNTQNGLGGWBSJQPKNFHFTKPSELPDMHDEJUMYPU,Windsor,598721.0,Vanguard Health Systems,1-412-804-3130,5.0,ND,1.0,,UKOLXJ,UKO11672,Shmjusxwqwwjciesvjp,Jumizqavosqkobwjdmydfnpbl,United States of America,,162761.0,PUQEQRRMLEC
358.0,,R,,3.0,,Toledo,917643.0,Equifax,1-825-309-6191,3.0,IN,3.0,F,SNCVWRUNARYRVULRRHK,SNC11673,GSKNABIDBBJSBHOMX,Jbkwohmswzqqaygmzknkhzdycyk,United States of America,,366179.0,Iksma
747.0,,O,17.0,0.0,Koqskzvjxlwvirnzgialhkowsbrbeelateuktrpwnzo,Casper,1443469.0,Metals USA Holdings,1-793-326-1785,5.0,HI,5.0,,xrorfhagvbdhncrfdjbekndtbddby,xro11674,Vskvyo,Qhysxaqrvkqlggyoivnfqhbsuhfeucadcqdmgwrcgqyonblqxsjnl,United States of America,M,384392.0,Lhxey
392.0,J,O,88.0,2.0,Ejknovuncvwjttyapctxiohbqhjhyioomvbvuieevbhwpubsqzcdwfbexfqsrellegcdpxy,Hayward,2164502.0,Jacobs Engineering Group,1-264-132-6153,1.0,WV,3.0,,cssoqaqeveotm,css11675,SILPKHPIIOCO,EUTSNGURPCWCIWPVEQXUHAEWJJOLXERNOFXNDTNOTVXAYOJRFGB,United States of America,U,445223.0,DETQYCRCAX
456.0,F,U,98.0,0.0,TIRIGAFSROF,Lancaster,1197133.0,Questar,1-321-350-2259,0.0,British Columbia,4.0,F,urjsfallyodbqqhz,urj11676,quxemkprnjndinuvurxgldfwnijm,EOSJBVWAGKKSRHQLTLJFOJMLGUCEWTVFXTDGDRCJQPTNWHHLMCBOWRNKCPNELRMAFOYZ,United States of America,M,375792.0,Mhcopi
806.0,,O,23.0,4.0,Ksspxlrfnscohmmibodbxijqxdpdewmvejfntwxhijblr,Huntsville,1010441.0,DirecTV Group,1-926-221-5255,2.0,AL,10.0,,ettjcfvlylprgysrejkubdpdtmu,ett11677,Rdigykcpasqplpirvxhiwiritlhmd,Bhhqixofgyohgrenadokfnwfiqsdjmpxntcqumnuasuiwlodvbpwwxakaehklflea,United States of America,U,220949.0,Hlntnjhjflyo
509.0,x,R,5.0,3.0,,Columbia,199216.0,Owens Corning,1-953-155-8687,4.0,SC,8.0,,Cdirobovvvjxujo,Cdi11678,HZYKAXUCOSRON,Ltinxnen,Canada,U,241942.0,LTGXSWLW
563.0,U,U,74.0,,Wmbxgcpbhwwmezawfmnydwsutoqrq,Fort Wayne,3963144.0,Jo Ann Stores,1-176-162-5262,5.0,ME,4.0,f,Ztwdmfmfjewnjqjorlxpxryvxfxhe,Ztw11679,Fifgeqwpgifjtsyyltndojo,irynxjocrktocvsjmqkulazvlirrcijhcbeaor,Canada,M,483010.0,Mwljzuxzv
745.0,,O,19.0,1.0,Delgkfxnuywesx,Albuquerque,2601194.0,Telephone & Data Systems,1-410-981-0577,4.0,IA,0.0,,cilfffvvxterraobjuxnp,cil11680,Ulwcoq,Dljqawrsbiyrhpisbavbmfykiecjocxbxbzccjptoquiuvbjenxhvnuomop,Canada,U,312551.0,Vgmmsbwacaif
723.0,,O,65.0,1.0,RCYVZBFGZKCHXTRVUMUOCTMFENYMNCEJDQFLXVDYTWEICOHYYQUCWB,Little Rock,1673953.0,Gap,1-594-359-0657,2.0,AR,0.0,,Xdrfcwjyhbmcpbramwjowsbrj,Xdr11681,GGENSYUBGEWQYWDUJOGQFUUCB,,United States of America,S,3571.0,Irckndphmwr
815.0,,O,40.0,1.0,YZDDCZUXOKBZGMXPUXXAGHDBLDZOJIPSYQPCIVWYFBBUDDXBCAKSQWQSNE,Warren,270302.0,Paychex,1-401-555-3070,2.0,Newfoundland,2.0,M,Ctrhp,Ctr11682,QGVDVZ,Nhthtgylyugvkjzknqmqqcvqydduayoybitkovocukbyjitxcpgswzji,United States of America,S,200037.0,ZLPRV
,y,O,31.0,,Iyhtoklkorjisnutnsdqemyvaywdovqupqdifqdgeqbdfdjemnqkadgeiyvg,Milwaukee,275543.0,Windstream,,5.0,FL,5.0,f,SBHMFSDEHRFAH,SBH11683,OKRFIRAOFWKXJKLCLQLOXZHNL,MXNYDUBGLOEBAQHYMSALXGTLVXOYIIGTDHYULCPIHMKYAAFBKRJN,United States of America,M,184904.0,QLLTTUCIMFTV
494.0,,O,49.0,4.0,TXSGDCYZITDKSCMJRFUM,Cleveland,1537051.0,,,2.0,FL,7.0,,xlafaqjxebehjyasful,xla11684,LVOKODFHCPYOEJJHZDUBNLIM,Vnezvqnqplcragadfwoaussonzkmnzkoepvrmfpcinczedfrduviirzzc,United States of America,U,264753.0,rxombjznw
502.0,,R,64.0,0.0,Ymmwnucsbmugxefafroxsdmqkfthidsbvhhgazxcpjkrpimsbibsimzz,Long Beach,,Pentair,1-753-130-8370,5.0,PA,4.0,,TKMWFTPHYIFBILRQGEDXLGPJK,TKM11685,lclgepexuygoebrxqvxnigzkh,SUSRSPGRIWYMNNFRZBHDVTVENDUQVGAKPUJ,United States of America,M,357753.0,Gtbqry
604.0,,O,6.0,2.0,WQCMURNZYYXCEYWBRAXZKKMFFKIZAPMQQUUQDWMTWGCCDANZRHOEQHZTXOEDWKYWHRTRRAXNOBH,Jersey City,1738558.0,Securian Financial Group,1-152-194-8209,1.0,MS,1.0,f,gmenajmyxpkjteojobwahxlq,gme11686,Ilkkyfhbvylnoh,UOLRDUGXNCYULSTFSCQSBHFXPJHPJSYYJWMBHFJVOSR,Canada,M,119675.0,Mhoik
627.0,x,O,45.0,0.0,NQECZHEFSCEWXBEVCVIFMCGKICSCNCJEHIGCKRCDCWCLBJKP,Overland Park,2116401.0,Watson Wyatt Worldwide,1-191-951-7804,3.0,SD,9.0,,Ohiqxgrpvunrznq,Ohi11687,Xlcvzcaqzzcmdrwdemzvryggysa,KTFEJNLWNSXLC,United States of America,M,274993.0,rciclwp
626.0,,O,59.0,3.0,Cahwqrpsltfgmggpcpdlyhfbrmipmzjzafiihkrlrijnxoiykjauwlmdamslwt,Bakersfield,1678971.0,Mercury General,,5.0,IN,4.0,M,Xpblltvhzrehqmkgbcxvqd,Xpb11688,Aeaypvzvaseyxxjzjpsuprdgmpuxx,Khsmcrvjwbrngipejobaoxcgfpfyhkidbipxekxuooneqpaxhpbuxirbgtwiqdwfuzsem,,M,,Sxxnfmmacxs
771.0,R,O,51.0,,Nktboxqxgyvuklwl,Allentown,2669106.0,AnnTaylor Stores,1-471-247-1746,,AZ,5.0,,Vlgfisaa,Vlg11689,Ywilvgponxgzovewagorroojtsu,Nhtmagcsawwkrfgwlfnvgmhfedchaxqlotlrdjwanbbkwkhuluqbne,United States of America,U,419338.0,clbiccuqjr
309.0,,U,35.0,2.0,XMWIQZXRSQSTXQCO,Eugene,1901664.0,Realogy,1-114-745-7251,1.0,ND,6.0,m,Fzmovsxoipxzn,Fzm11690,eobyslnvvawj,Mbpvsfowhfgbupkwlvuqnltudaiwjysciwtbnhbflcvwbxhuxphkbcwjo,United States of America,U,207435.0,Cwtdnulw
504.0,,O,71.0,3.0,Fsvksuxrurgbvoowczqayxbgsovhctetnmy,Tucson,3038656.0,Fifth Third Bancorp,1-477-243-2249,3.0,FL,0.0,,WDTRCCLYGCUNZ,WDT11691,Irqofwmhoccse,Ccnvcghmcnjckdjfhobsjidrxzgpqsbwibvhrtjxmeylnluvzfipyobtkmwyonhlfvdapvl,United States of America,S,,Regwvlzcdtcl
329.0,d,U,87.0,4.0,iaredfitksemljadttzmhnrhchorrewfpcatyvjqwaeunqvatgcyatyfiabounozzp,Yonkers,2453031.0,EOG Resources,1-452-030-9422,0.0,TX,6.0,F,HJMGJRLBASOQHORCMJRETPHQ,HJM11692,Gryywzxqo,,United States of America,S,398542.0,Vrfiiralkmd
423.0,F,R,49.0,4.0,Grwzedacxjcjzdicdmnoqfadjcincredijnbdtbbxibfufmojudi,Escondido,207536.0,L-3 Communications,1-442-354-3443,0.0,OR,9.0,,PEIIOEYNCDDMSKBQDEJW,PEI11693,ftpszhtwyddfpref,Yhiwghfqhrfptxlkaupseqswamdfvpipmctmrgvllvvqpsnsbmlv,United States of America,D,223669.0,Yxevhn
607.0,,O,58.0,2.0,KGLVKPAHXKOPQGHHCYNTADXCQLVHUMQPMJXBUVTWHXJSINZKAITTRZCPK,Vallejo,206639.0,Lowe's,1-098-984-1794,1.0,Alberta,6.0,,RBTNPGXNYUUYIVPIVV,RBT11694,LTQEKHKLFGQUEEKLUGBHZUOQAGHSH,Mwgmvkcgqltyvd,,U,473319.0,ereqbtx
606.0,t,O,28.0,1.0,TYAVXYLTRMTROYQLOXBSNISEBCTFZLAXTHGDZMCIDRRAKOGDOQBDOCJL,Santa Rosa,2985447.0,Visa,1-794-059-4223,3.0,Prince Edward Island,7.0,,Ykakquplmhqtqgsp,Yka11695,UJMIUVSAVRVHMHEWTNFWGHVTPVSJ,mzlylvnmjdavszmcwclkbdjyjksmrayiw,United States of America,D,100209.0,Hahbba
594.0,,O,55.0,3.0,QGINHHVVHPNYOOPWOXHXFCRTOF,Corpus Christi,2053374.0,Occidental Petroleum,,4.0,SC,6.0,,WNTSCZXSGPLOVHYSZJTSFRET,WNT11696,Ubflbmhakslupfqo,jmsufcgsuzbkruilzvvhlgsehayblqplbwppnuhkwxvbluporpgucxaiehysbhrfxqompazp,United States of America,M,319306.0,hcerut
357.0,E,R,65.0,5.0,Hxsrvfwntamidzccgxiazborm,Dayton,1408481.0,O'Reilly Automotive,1-654-654-7304,,LA,0.0,,ywrrxbf,ywr11697,Wlldjbisephyunjeyhsvlnzlmm,Kvyqlqllprccegvoo,United States of America,D,8973.0,Cowzlf
827.0,,O,23.0,2.0,pruauvkvwssijsycfhmw,St. Petersburg,2945555.0,Thomas & Betts,1-744-200-7047,3.0,AZ,3.0,,Jbbgalawii,Jbb11698,AGGOVTVWHRU,WWFYJSOSCDCBFAGDNJSUTECVAQNWFRSUOQWUCTEWQFPUVMMXUTJXFAXWBLJKSXCV,United States of America,M,307477.0,Bxqjeyqcpjiw
457.0,L,R,37.0,,Clpzbylsmeqec,Yellow Knife,2550827.0,KeyCorp,1-866-638-9616,4.0,WI,2.0,,AXFDTOMDSCEXTAJFCFTFPANS,AXF11700,Ahfnusfjofqpkx,INXSCZGILT,United States of America,S,193836.0,Pgnbslakx
607.0,,R,21.0,2.0,ujhzbqxbcqge,Mobile,780037.0,Mercury General,1-196-498-0536,5.0,LA,6.0,,Lysrcijul,Lys11701,Bhxejnedghahotadeggrznokwd,ttjpzcibxzknrijuexhztxkhujcrbzasry,United States of America,D,251277.0,Sjituautbv
