indirizzo,città_id,email,data_creazione,nome,indirizzo2,telefono,cognome,negozio_id,cliente_id,indirizzo_id,codice_postale,attivo,distretto
1416 San Juan Bautista Tuxtepec Avenue,444,GENE.SANBORN@sakilacustomer.org,2006-02-14 22:04:37,GENE,,144206758053,SANBORN,1,498,503,50592,1,Zufar
1 Valle de Santiago Avenue,93,MARC.OUTLAW@sakilacustomer.org,2006-02-14 22:04:37,MARC,,465897838272,OUTLAW,2,499,504,86208,1,Apulia
519 Brescia Parkway,318,REGINALD.KINDER@sakilacustomer.org,2006-02-14 22:04:37,REGINALD,,793996678771,KINDER,1,500,505,69504,1,East Java
414 Mandaluyong Street,314,RUBEN.GEARY@sakilacustomer.org,2006-02-14 22:04:37,RUBEN,,52709222667,GEARY,1,501,506,16370,1,Lubelskie
1197 Sokoto Boulevard,478,BRETT.CORNWELL@sakilacustomer.org,2006-02-14 22:04:37,BRETT,,868602816371,CORNWELL,1,502,507,87687,1,West Bengali
496 Celaya Drive,552,ANGEL.BARCLAY@sakilacustomer.org,2006-02-14 22:04:37,ANGEL,,759586584889,BARCLAY,1,503,508,90797,1,Nagano
786 Matsue Way,245,NATHANIEL.ADAM@sakilacustomer.org,2006-02-14 22:04:37,NATHANIEL,,111177206479,ADAM,1,504,509,37469,1,Illinois
48 Maracaíbo Place,519,RAFAEL.ABNEY@sakilacustomer.org,2006-02-14 22:04:37,RAFAEL,,82671830126,ABNEY,1,505,510,1570,1,Central Luzon
1152 al-Qatif Lane,412,LESLIE.SEWARD@sakilacustomer.org,2006-02-14 22:04:37,LESLIE,,131370665218,SEWARD,2,506,511,44816,1,Kalimantan Barat
1269 Ipoh Avenue,163,EDGAR.RHOADS@sakilacustomer.org,2006-02-14 22:04:37,EDGAR,,402630109080,RHOADS,2,507,512,54674,1,Eskisehir
758 Korolev Parkway,568,MILTON.HOWLAND@sakilacustomer.org,2006-02-14 22:04:37,MILTON,,441628280920,HOWLAND,2,508,513,75474,1,Andhra Pradesh
1747 Rustenburg Place,110,RAUL.FORTIER@sakilacustomer.org,2006-02-14 22:04:37,RAUL,,442673923363,FORTIER,1,509,514,51369,1,Bihar
886 Tonghae Place,259,BEN.EASTER@sakilacustomer.org,2006-02-14 22:04:37,BEN,,711928348157,EASTER,2,510,515,19450,0,Volgograd
1574 Goiânia Boulevard,502,CHESTER.BENNER@sakilacustomer.org,2006-02-14 22:04:37,CHESTER,,59634255214,BENNER,1,511,516,39529,1,Heilongjiang
548 Uruapan Street,312,CECIL.VINES@sakilacustomer.org,2006-02-14 22:04:37,CECIL,,879347453467,VINES,1,512,517,35653,1,Ontario
962 Tama Loop,583,DUANE.TUBBS@sakilacustomer.org,2006-02-14 22:04:37,DUANE,,282667506728,TUBBS,2,513,519,65952,1,
1778 Gijón Manor,594,FRANKLIN.TROUTMAN@sakilacustomer.org,2006-02-14 22:04:37,FRANKLIN,,288910576761,TROUTMAN,2,514,520,35156,1,Hubei
568 Dhule (Dhulia) Loop,127,ANDRE.RAPP@sakilacustomer.org,2006-02-14 22:04:37,ANDRE,,602101369463,RAPP,1,515,521,92568,1,Coquimbo
1768 Udine Loop,60,ELMER.NOE@sakilacustomer.org,2006-02-14 22:04:37,ELMER,,448876499197,NOE,2,516,522,32347,1,Battambang
608 Birgunj Parkway,116,BRAD.MCCURDY@sakilacustomer.org,2006-02-14 22:04:37,BRAD,,627425618482,MCCURDY,2,517,523,400,1,Taipei
680 A Coruña (La Coruña) Manor,482,GABRIEL.HARDER@sakilacustomer.org,2006-02-14 22:04:37,GABRIEL,,158326114853,HARDER,1,518,524,49806,1,Sivas
1949 Sanya Street,224,RON.DELUCA@sakilacustomer.org,2006-02-14 22:04:37,RON,,132100972047,DELUCA,2,519,525,61244,1,Gumma
617 Klerksdorp Place,366,MITCHELL.WESTMORELAND@sakilacustomer.org,2006-02-14 22:04:37,MITCHELL,,574973479129,WESTMORELAND,2,520,526,94707,1,Khanh Hoa
1993 0 Loop,588,ROLAND.SOUTH@sakilacustomer.org,2006-02-14 22:04:37,ROLAND,,25865528181,SOUTH,2,521,527,41214,1,Liaoning
1176 Southend-on-Sea Manor,458,ARNOLD.HAVENS@sakilacustomer.org,2006-02-14 22:04:37,ARNOLD,,236679267178,HAVENS,2,522,528,81651,1,Southern Tagalog
600 Purnea (Purnia) Avenue,571,HARVEY.GUAJARDO@sakilacustomer.org,2006-02-14 22:04:37,HARVEY,,638409958875,GUAJARDO,1,523,529,18043,1,Nghe An
1003 Qinhuangdao Street,419,JARED.ELY@sakilacustomer.org,2006-02-14 22:04:37,JARED,,35533115997,ELY,1,524,530,25972,1,West Java
1986 Sivas Place,551,ADRIAN.CLARY@sakilacustomer.org,2006-02-14 22:04:37,ADRIAN,,182059202712,CLARY,2,525,531,95775,1,Friuli-Venezia Giuli
1427 Tabuk Place,101,KARL.SEAL@sakilacustomer.org,2006-02-14 22:04:37,KARL,,214756839122,SEAL,2,526,532,31342,1,Florida
556 Asunción Way,339,CORY.MEEHAN@sakilacustomer.org,2006-02-14 22:04:37,CORY,,338244023543,MEEHAN,1,527,533,35364,1,Mogiljov
486 Ondo Parkway,67,CLAUDE.HERZOG@sakilacustomer.org,2006-02-14 22:04:37,CLAUDE,,105882218332,HERZOG,1,528,534,35202,1,Benguela
635 Brest Manor,75,ERIK.GUILLEN@sakilacustomer.org,2006-02-14 22:04:37,ERIK,,80593242951,GUILLEN,2,529,535,40899,1,Andhra Pradesh
166 Jinchang Street,165,DARRYL.ASHCRAFT@sakilacustomer.org,2006-02-14 22:04:37,DARRYL,,717566026669,ASHCRAFT,2,530,536,86760,1,Buenos Aires
958 Sagamihara Lane,287,JAMIE.WAUGH@sakilacustomer.org,2006-02-14 22:04:37,JAMIE,,427274926505,WAUGH,2,531,537,88408,1,Mie
1817 Livorno Way,100,NEIL.RENNER@sakilacustomer.org,2006-02-14 22:04:37,NEIL,,478380208348,RENNER,2,532,538,79401,1,Khanh Hoa
1332 Gaziantep Lane,80,JESSIE.MILAM@sakilacustomer.org,2006-02-14 22:04:37,JESSIE,,383353187467,MILAM,1,533,539,22813,1,Shandong
949 Allende Lane,24,CHRISTIAN.JUNG@sakilacustomer.org,2006-02-14 22:04:37,CHRISTIAN,,122981120653,JUNG,1,534,540,67521,0,Uttar Pradesh
195 Ilorin Street,363,JAVIER.ELROD@sakilacustomer.org,2006-02-14 22:04:37,JAVIER,,8912935608,ELROD,1,535,541,49250,1,Chari-Baguirmi
193 Bhusawal Place,539,FERNANDO.CHURCHILL@sakilacustomer.org,2006-02-14 22:04:37,FERNANDO,,745267607502,CHURCHILL,2,536,542,9750,1,Kang-won
43 Vilnius Manor,42,CLINTON.BUFORD@sakilacustomer.org,2006-02-14 22:04:37,CLINTON,,484500282381,BUFORD,2,537,543,79814,1,Colorado
183 Haiphong Street,46,TED.BREAUX@sakilacustomer.org,2006-02-14 22:04:37,TED,,488600270038,BREAUX,2,538,544,69953,1,Jilin
163 Augusta-Richmond County Loop,561,MATHEW.BOLIN@sakilacustomer.org,2006-02-14 22:04:37,MATHEW,,754579047924,BOLIN,1,539,545,33030,1,Carabobo
191 José Azueta Parkway,436,TYRONE.ASHER@sakilacustomer.org,2006-02-14 22:04:37,TYRONE,,932156667696,ASHER,1,540,546,13629,1,Ruse
379 Lublin Parkway,309,DARREN.WINDHAM@sakilacustomer.org,2006-02-14 22:04:37,DARREN,,921960450089,WINDHAM,2,541,547,74568,1,Toscana
1658 Cumaná Loop,396,LONNIE.TIRADO@sakilacustomer.org,2006-02-14 22:04:37,LONNIE,,784907335610,TIRADO,2,542,548,51309,1,Sumatera Selatan
454 Qinhuangdao Drive,68,LANCE.PEMBERTON@sakilacustomer.org,2006-02-14 22:04:37,LANCE,,786270036240,PEMBERTON,1,543,549,25866,1,Tadla-Azilal
1715 Okayama Street,485,CODY.NOLEN@sakilacustomer.org,2006-02-14 22:04:37,CODY,,169352919175,NOLEN,2,544,550,55676,1,São Paulo
182 Nuku´alofa Drive,275,JULIO.NOLAND@sakilacustomer.org,2006-02-14 22:04:37,JULIO,,426346224043,NOLAND,2,545,551,15414,1,Sumy
390 Wroclaw Way,462,KELLY.KNOTT@sakilacustomer.org,2006-02-14 22:04:37,KELLY,,357593328658,KNOTT,1,546,552,5753,1,Hainan
1421 Quilmes Lane,260,KURT.EMMONS@sakilacustomer.org,2006-02-14 22:04:37,KURT,,135407755975,EMMONS,1,547,553,19151,1,Ishikawa
947 Tórshavn Place,528,ALLAN.CORNISH@sakilacustomer.org,2006-02-14 22:04:37,ALLAN,,50898428626,CORNISH,1,548,554,841,1,Central Luzon
1764 Jalib al-Shuyukh Parkway,459,NELSON.CHRISTENSON@sakilacustomer.org,2006-02-14 22:04:37,NELSON,,84794532510,CHRISTENSON,1,549,555,77642,1,Galicia
346 Cam Ranh Avenue,599,GUY.BROWNLEE@sakilacustomer.org,2006-02-14 22:04:37,GUY,,978430786151,BROWNLEE,2,550,556,39976,1,Zhejiang
1407 Pachuca de Soto Place,21,CLAYTON.BARBEE@sakilacustomer.org,2006-02-14 22:04:37,CLAYTON,,380077794770,BARBEE,2,551,557,26284,1,Rio Grande do Sul
904 Clarksville Drive,193,HUGH.WALDROP@sakilacustomer.org,2006-02-14 22:04:37,HUGH,,955349440539,WALDROP,2,552,558,52234,1,Zhejiang
1917 Kumbakonam Parkway,368,MAX.PITT@sakilacustomer.org,2006-02-14 22:04:37,MAX,,698182547686,PITT,1,553,559,11892,1,Vojvodina
1447 Imus Place,426,DWAYNE.OLVERA@sakilacustomer.org,2006-02-14 22:04:37,DWAYNE,,62127829280,OLVERA,1,554,560,12905,1,Gujarat
1497 Fengshan Drive,112,DWIGHT.LOMBARDI@sakilacustomer.org,2006-02-14 22:04:37,DWIGHT,,368738360376,LOMBARDI,1,555,561,63022,1,KwaZulu-Natal
869 Shikarpur Way,496,ARMANDO.GRUBER@sakilacustomer.org,2006-02-14 22:04:37,ARMANDO,,590764256785,GRUBER,2,556,562,57380,1,England
1059 Yuncheng Avenue,570,FELIX.GAFFNEY@sakilacustomer.org,2006-02-14 22:04:37,FELIX,,107092893983,GAFFNEY,1,557,563,47498,1,Vilna
505 Madiun Boulevard,577,JIMMIE.EGGLESTON@sakilacustomer.org,2006-02-14 22:04:37,JIMMIE,,970638808606,EGGLESTON,1,558,564,97271,0,Dolnoslaskie
1741 Hoshiarpur Boulevard,79,EVERETT.BANDA@sakilacustomer.org,2006-02-14 22:04:37,EVERETT,,855066328617,BANDA,2,559,565,22372,1,al-Sharqiya
1229 Varanasi (Benares) Manor,43,JORDAN.ARCHULETA@sakilacustomer.org,2006-02-14 22:04:37,JORDAN,,817740355461,ARCHULETA,1,560,566,40195,1,Buenos Aires
1894 Boa Vista Way,178,IAN.STILL@sakilacustomer.org,2006-02-14 22:04:37,IAN,,239357986667,STILL,2,561,567,77464,1,Texas
1342 Sharja Way,488,WALLACE.SLONE@sakilacustomer.org,2006-02-14 22:04:37,WALLACE,,946114054231,SLONE,1,562,568,93655,1,Sokoto & Kebbi & Zam
1342 Abha Boulevard,95,KEN.PREWITT@sakilacustomer.org,2006-02-14 22:04:37,KEN,,997453607116,PREWITT,2,563,569,10714,1,Bukarest
415 Pune Avenue,580,BOB.PFEIFFER@sakilacustomer.org,2006-02-14 22:04:37,BOB,,203202500108,PFEIFFER,2,564,570,44274,1,Shandong
1746 Faaa Way,214,JAIME.NETTLES@sakilacustomer.org,2006-02-14 22:04:37,JAIME,,863080561151,NETTLES,2,565,571,32515,1,Huánuco
539 Hami Way,538,CASEY.MENA@sakilacustomer.org,2006-02-14 22:04:37,CASEY,,525518075499,MENA,1,566,572,52196,1,Tokat
1407 Surakarta Manor,466,ALFREDO.MCADAMS@sakilacustomer.org,2006-02-14 22:04:37,ALFREDO,,324346485054,MCADAMS,2,567,573,33224,1,Moskova
502 Mandi Bahauddin Parkway,55,ALBERTO.HENNING@sakilacustomer.org,2006-02-14 22:04:37,ALBERTO,,618156722572,HENNING,2,568,574,15992,1,Anzotegui
1052 Pathankot Avenue,299,DAVE.GARDINER@sakilacustomer.org,2006-02-14 22:04:37,DAVE,,128499386727,GARDINER,2,569,575,77397,1,Sichuan
1351 Sousse Lane,341,IVAN.CROMWELL@sakilacustomer.org,2006-02-14 22:04:37,IVAN,,203804046132,CROMWELL,2,570,576,37815,1,Coahuila de Zaragoza
1501 Pangkal Pinang Avenue,409,JOHNNIE.CHISHOLM@sakilacustomer.org,2006-02-14 22:04:37,JOHNNIE,,770864062795,CHISHOLM,2,571,577,943,1,Mazowieckie
1405 Hagonoy Avenue,133,SIDNEY.BURLESON@sakilacustomer.org,2006-02-14 22:04:37,SIDNEY,,867287719310,BURLESON,1,572,578,86587,1,Slaskie
521 San Juan Bautista Tuxtepec Place,598,BYRON.BOX@sakilacustomer.org,2006-02-14 22:04:37,BYRON,,844018348565,BOX,1,573,579,95093,1,Qaraghandy
923 Tangail Boulevard,10,JULIAN.VEST@sakilacustomer.org,2006-02-14 22:04:37,JULIAN,,315528269898,VEST,2,574,580,33384,1,Tokyo-to
186 Skikda Lane,131,ISAAC.OGLESBY@sakilacustomer.org,2006-02-14 22:04:37,ISAAC,,14465669789,OGLESBY,2,575,581,89422,1,Morelos
1568 Celaya Parkway,168,MORRIS.MCCARTER@sakilacustomer.org,2006-02-14 22:04:37,MORRIS,,278669994384,MCCARTER,2,576,582,34750,1,Kaohsiung
1489 Kakamigahara Lane,526,CLIFTON.MALCOLM@sakilacustomer.org,2006-02-14 22:04:37,CLIFTON,,29341849811,MALCOLM,2,577,583,98883,1,Taipei
1819 Alessandria Loop,103,WILLARD.LUMPKIN@sakilacustomer.org,2006-02-14 22:04:37,WILLARD,,377633994405,LUMPKIN,2,578,584,53829,1,Campeche
1208 Tama Loop,344,DARYL.LARUE@sakilacustomer.org,2006-02-14 22:04:37,DARYL,,954786054144,LARUE,2,579,585,73605,1,Ninawa
951 Springs Lane,219,ROSS.GREY@sakilacustomer.org,2006-02-14 22:04:37,ROSS,,165164761435,GREY,1,580,586,96115,1,Central Mindanao
760 Miyakonojo Drive,246,VIRGIL.WOFFORD@sakilacustomer.org,2006-02-14 22:04:37,VIRGIL,,294449058179,WOFFORD,1,581,587,64682,1,Guerrero
966 Asunción Way,212,ANDY.VANHORN@sakilacustomer.org,2006-02-14 22:04:37,ANDY,,995527378381,VANHORN,2,582,588,62703,1,Hidalgo
1584 Ljubertsy Lane,494,MARSHALL.THORN@sakilacustomer.org,2006-02-14 22:04:37,MARSHALL,,285710089439,THORN,1,583,589,22954,1,England
247 Jining Parkway,54,SALVADOR.TEEL@sakilacustomer.org,2006-02-14 22:04:37,SALVADOR,,170115379190,TEEL,2,584,590,53446,1,Banjul
773 Dallas Manor,424,PERRY.SWAFFORD@sakilacustomer.org,2006-02-14 22:04:37,PERRY,,914466027044,SWAFFORD,1,585,591,12664,1,Buenos Aires
1923 Stara Zagora Lane,546,KIRK.STCLAIR@sakilacustomer.org,2006-02-14 22:04:37,KIRK,,182178609211,STCLAIR,1,586,592,95179,1,Nantou
1402 Zanzibar Boulevard,106,SERGIO.STANFIELD@sakilacustomer.org,2006-02-14 22:04:37,SERGIO,,387448063440,STANFIELD,1,587,593,71102,1,Guanajuato
1464 Kursk Parkway,574,MARION.OCAMPO@sakilacustomer.org,2006-02-14 22:04:37,MARION,,338758048786,OCAMPO,1,588,594,17381,1,Shandong
1074 Sanaa Parkway,311,TRACY.HERRMANN@sakilacustomer.org,2006-02-14 22:04:37,TRACY,,154124128457,HERRMANN,1,589,595,22474,1,Loja
1759 Niznekamsk Avenue,14,SETH.HANNON@sakilacustomer.org,2006-02-14 22:04:37,SETH,,864392582257,HANNON,2,590,596,39414,1,al-Manama
32 Liaocheng Way,248,KENT.ARSENAULT@sakilacustomer.org,2006-02-14 22:04:37,KENT,,410877354933,ARSENAULT,1,591,597,1944,1,Minas Gerais
42 Fontana Avenue,512,TERRANCE.ROUSH@sakilacustomer.org,2006-02-14 22:04:37,TERRANCE,,437829801725,ROUSH,1,592,598,14684,0,Fejr
1895 Zhezqazghan Drive,177,RENE.MCALISTER@sakilacustomer.org,2006-02-14 22:04:37,RENE,,137809746111,MCALISTER,2,593,599,36693,1,California
1837 Kaduna Parkway,241,EDUARDO.HIATT@sakilacustomer.org,2006-02-14 22:04:37,EDUARDO,,640843562301,HIATT,1,594,600,82580,1,Inner Mongolia
844 Bucuresti Place,242,TERRENCE.GUNDERSON@sakilacustomer.org,2006-02-14 22:04:37,TERRENCE,,935952366111,GUNDERSON,1,595,601,36603,1,Liaoning
1101 Bucuresti Boulevard,401,ENRIQUE.FORSYTHE@sakilacustomer.org,2006-02-14 22:04:37,ENRIQUE,,199514580428,FORSYTHE,1,596,602,97661,1,West Greece
1103 Quilmes Boulevard,503,FREDDIE.DUGGAN@sakilacustomer.org,2006-02-14 22:04:37,FREDDIE,,644021380889,DUGGAN,1,597,603,52137,1,Piura
1331 Usak Boulevard,296,WADE.DELVALLE@sakilacustomer.org,2006-02-14 22:04:37,WADE,,145308717464,DELVALLE,1,598,604,61960,1,Vaud
1325 Fukuyama Street,537,AUSTIN.CINTRON@sakilacustomer.org,2006-02-14 22:04:37,AUSTIN,,288241215394,CINTRON,2,599,605,27107,1,Heilongjiang
