prospect_AgeID,prospect_AddrLi2,prospect_NumCreCar,prospect_LaNa,prospect_MaSta,prospect_AddrL1,prospect_Ag,prospect_NuCa,prospect_C,prospect_PoCo,prospect_Co,prospect_In,prospect_NuCh,prospect_CreRat,prospect_OwORF,prospect_Em,prospect_NeWor
dru1196,apt. 714,1.0,druzeta,W,3570 reynolds upper,5.0,2.0,Greensboro,91759,United States of America,210345.0,1.0,539.0,O,Massey Energy,1956521.0
Mim1197,,9.0,Mims,D,11436 crestline east,63.0,0.0,Saint John,36603,United States of America,58462.0,3.0,621.0,U,,1568532.0
MAC1198,,8.0,MACIEJEWSKI,M,1963 holmes lower,7.0,1.0,Bismarck,33010,United States of America,463531.0,4.0,339.0,O,Dun & Bradstreet,618397.0
Boy1199,,5.0,Boyce,S,1485 PEMBERTON WAY,52.0,0.0,St. Johns,44133,United States of America,2962.0,1.0,344.0,O,American Axle & Manufacturing,792635.0
sha1200,,8.0,shannon,U,1756 windsor east,85.0,5.0,Fontana,e7o 1h5,United States of America,492936.0,2.0,689.0,U,Texas Instruments,3786664.0
Abe1201,,0.0,Abernathy,M,3489 silver sage west,41.0,1.0,Fontana,44102,United States of America,,0.0,339.0,O,Eli Lilly,2234573.0
eis1202,,6.0,eisen,M,13324 preston way,82.0,0.0,San Buenaventura,M5D 1W4,Canada,80814.0,5.0,822.0,O,AmerisourceBergen,1190191.0
RUM1203,,0.0,RUMMANS,M,8420 ASHLEY UPPER,90.0,5.0,Newport News,M5g 1y4,Canada,453062.0,3.0,657.0,O,,1505284.0
CON1204,,10.0,CONERLY,D,17973 scanlin north,13.0,4.0,Memphis,92879,United States of America,260863.0,5.0,,O,,2529745.0
kla1205,,9.0,klapper,W,5054 emerson east,29.0,2.0,North Las Vegas,T5a 1l5,United States of America,72979.0,3.0,498.0,R,First Data,990318.0
Hud1206,,,Hudyma,U,9902 altamesa park,56.0,4.0,Tampa,90244,United States of America,347970.0,3.0,618.0,O,HealthSpring,2965412.0
ede1207,,5.0,eder,S,505 GAYLORD NORTH,12.0,4.0,Oshawa,91166,Canada,472646.0,1.0,533.0,O,Harley-Davidson,3947021.0
FEL1208,,2.0,FELCZAK,M,12416 lenwood lane,77.0,,Scottsdale,23461,United States of America,91620.0,2.0,539.0,,Alliance One International,205448.0
Sch1209,,2.0,Schrader,M,19334 stratmore lane,94.0,4.0,Sacramento,93389,Canada,206466.0,3.0,370.0,O,MPS Group,1212587.0
bro1210,,,broadhead,U,17595 TAHOE EAST,1.0,5.0,Charleston,T6c 1h7,United States of America,470471.0,4.0,466.0,O,Mosaic,3019513.0
doi1211,,1.0,doig,M,22014 rose park,47.0,3.0,Warwick,e7o 1n9,United States of America,15702.0,1.0,841.0,R,MGM Mirage,480003.0
Iaq1212,,3.0,Iaquinto,M,3692 evans north,32.0,0.0,Missoula,13203,United States of America,,2.0,846.0,O,Weyerhaeuser,1663851.0
VOA1213,,2.0,VOADMIN,M,8293 wayne crescent,6.0,1.0,Jersey City,91335,United States of America,77086.0,1.0,,R,AGL Resources,16431.0
woo1214,,8.0,woodall,M,21646 lake park crescent,92.0,3.0,Winston-Salem,T6C 1G9,United States of America,277587.0,1.0,335.0,O,State Farm Insurance Cos.,955759.0
hal1215,,8.0,hallett,U,19305 crystal hills lower,31.0,0.0,Lansing,92878,United States of America,309383.0,4.0,340.0,U,Pilgrim's Pride,829233.0
Zay1216,,3.0,Zaydan,U,24611 WRANGLER AVENUE,59.0,2.0,Chicago,29205,United States of America,,4.0,,U,Precision Castparts,1277886.0
Hur1217,,1.0,Hurtubise,S,15581 INGERSOLL AVENUE,92.0,2.0,Nashua,h2f 1x4,Canada,86633.0,5.0,449.0,U,Rock-Tenn,2693596.0
GUM1218,,6.0,GUMBLEY,M,14831 murray road,69.0,0.0,Concord,t6a 1g7,United States of America,31218.0,5.0,381.0,O,,1340742.0
sol1219,,2.0,sollman,,20494 ross west,51.0,4.0,San Diego,90866,United States of America,109562.0,2.0,419.0,U,Delta Air Lines,
fao1220,,8.0,faou,D,19166 taylor crest east,71.0,1.0,Madison,94273,United States of America,201385.0,3.0,747.0,O,Motorola,852982.0
ERN1221,,3.0,ERNST,D,8815 concord court,72.0,1.0,Saint John,43625,Canada,427589.0,4.0,720.0,O,3M,1746702.0
Syl1222,,6.0,Sylvain,M,9720 tide mill east,40.0,,Norfolk,H6b 1x8,United States of America,442115.0,1.0,,U,Ingles Markets,1111993.0
sco1223,,8.0,scourneau,M,3972 wilmington rue,23.0,2.0,Lakewood,v6t 1r1,United States of America,419466.0,1.0,547.0,R,Hudson City Bancorp,905885.0
Rid1224,,1.0,Ridgway,U,10785 gemini north,40.0,4.0,El Paso,50324,United States of America,276706.0,1.0,308.0,O,Citigroup,418487.0
Hot1225,Apt. 646,4.0,Hotson,S,21034 WINDCHIME LOWER,81.0,1.0,El Paso,v6o 1s6,United States of America,130584.0,4.0,644.0,O,Schering-Plough,2667849.0
LUE1226,,2.0,LUE,S,3735 neilson upper,10.0,0.0,Tulsa,E7o 1l7,United States of America,363231.0,5.0,523.0,O,,3129396.0
WAL1227,,7.0,WALBRIDGE,S,21985 oakhurst court,87.0,3.0,Escondido,93664,United States of America,364610.0,,330.0,O,Cephalon,1827490.0
Hoa1228,,9.0,Hoang,M,5530 MEADOW LAKE PARK,22.0,4.0,Irvine,67225,Canada,167477.0,1.0,662.0,O,Aventine Renewable Energy,1695044.0
VAN1229,,9.0,VAN OORSCHOT,W,12397 ingersoll upper,71.0,2.0,Durham,V5c 1o5,United States of America,15674.0,0.0,326.0,O,National Life Group,3037827.0
Sca1230,,0.0,Scarrow,M,18751 lyle avenue,30.0,4.0,Ann Arbor,M5a 1v8,United States of America,104231.0,5.0,377.0,R,Retail Ventures,1394392.0
SID1231,,3.0,SIDOROVSKY,W,7750 RAMPART DRIVE,44.0,2.0,Bismarck,T6B 1J1,United States of America,439123.0,3.0,760.0,O,Apple,1165541.0
Luu1232,,9.0,Luu,S,23949 SCOTCH PARK,,0.0,Lowell,80022,United States of America,65410.0,4.0,704.0,U,Newmont Mining,1959230.0
Bor1233,,4.0,Borson,U,8729 halle street,68.0,2.0,Ottawa,10164,United States of America,469337.0,3.0,,O,Sealed Air,121635.0
GIL1234,,8.0,GILLIARD,M,11100 morningside west,73.0,5.0,Milwaukee,60774,United States of America,298717.0,4.0,713.0,R,Amgen,1752544.0
Mcw1235,Suite 290,5.0,Mcwherter,M,24123 lamport lower,74.0,3.0,New Orleans,37220,United States of America,56675.0,5.0,542.0,O,Spansion,590157.0
Huf1236,,9.0,Huffman,M,8188 candlelight north,43.0,5.0,Greensboro,99703,United States of America,250536.0,0.0,778.0,R,Office Depot,378036.0
mev1237,,8.0,mevis,S,16508 cleveland upper,3.0,,Simi Valley,14232,Canada,,2.0,623.0,R,,150777.0
sti1238,,7.0,stirling,U,7609 josey street,49.0,0.0,Santa Clara,T5a 1m4,United States of America,299575.0,5.0,392.0,O,Halliburton,499128.0
lor1239,,10.0,lorincz,U,298 CEDAR CRESCENT,50.0,5.0,Worcester,93326,United States of America,1647.0,0.0,314.0,O,Kla-Tencor,3883139.0
vin1240,,10.0,vincent,W,9764 harvard park,53.0,4.0,Escondido,h2f 1x4,Canada,286954.0,3.0,702.0,O,Thermo Fisher Scientific,2998448.0
Wan1241,,10.0,Wang,D,24132 abbott street,38.0,4.0,Erie,90164,Canada,481516.0,0.0,485.0,U,Williams,2625185.0
Baz1242,APT. 254,6.0,Bazik,S,12636 LINWOOD RUE,60.0,2.0,Regina,98141,United States of America,111344.0,5.0,715.0,R,Sonic Automotive,3167634.0
Bab1243,,3.0,Babin,W,22824 ROSE EAST,72.0,3.0,Lancaster,90807,United States of America,341647.0,5.0,743.0,O,Flowserve,2769945.0
Neu1244,,4.0,Neuman,M,19085 amsterdam avenue,42.0,3.0,Charlottetown,E4a 1r2,United States of America,425275.0,5.0,752.0,O,Huntsman,3943063.0
Bet1245,APT. 159,10.0,Betts,M,15401 winter park lane,3.0,5.0,Huntsville,v5a 1p5,United States of America,76349.0,5.0,,R,,26913.0
sch1246,,4.0,schwenk,M,16606 mcafee west,92.0,5.0,Springfield,90239,Canada,243685.0,5.0,727.0,O,Alliant Energy,1268277.0
Zel1247,Suite 328,2.0,Zelsmann,U,2031 ross road,56.0,2.0,Bismarck,35845,United States of America,34059.0,3.0,627.0,R,AptarGroup,2173819.0
Win1248,APT. 421,2.0,Winningham,D,15960 st. phillip boulevard,80.0,3.0,Salinas,A2b 1v9,United States of America,321140.0,5.0,439.0,O,Genuine Parts,1004185.0
heb1249,,2.0,hebbar,D,8899 starling lane,54.0,1.0,Fort Wayne,H5l 1p9,Canada,30169.0,4.0,828.0,O,Starwood Hotels & Resorts,3248647.0
pic1250,,3.0,picard,M,22133 wesleyan way,82.0,0.0,McAllen,M9e 1u7,United States of America,232504.0,3.0,413.0,O,Weis Markets,403159.0
May1251,apt. 776,2.0,Mayr-stein,D,18267 cape lane,32.0,4.0,Shreveport,20011,United States of America,,1.0,829.0,O,OfficeMax,1255629.0
kle1252,,10.0,kleynenbergntmvaa,D,11961 beningus rue,76.0,2.0,Hilo,10187,United States of America,33500.0,4.0,724.0,O,MetroPCS Communications,2944139.0
Dil1253,,6.0,Dilley,W,11926 GAYLORD SOUTH,58.0,1.0,Oxnard,V6L 1T1,United States of America,94094.0,4.0,,O,Darden Restaurants,2730313.0
COM1254,,0.0,COMBEE,S,2270 floresta rue,75.0,1.0,Pittsburgh,93888,Canada,384343.0,2.0,597.0,R,,3721362.0
men1255,,5.0,mendez,M,14783 SAUNDERS UPPER,72.0,1.0,Pomona,13204,United States of America,335778.0,4.0,702.0,O,Dentsply International,87116.0
CAL1256,,3.0,CALIS,S,23975 morton rue,25.0,5.0,Lubbock,H2a 1w9,United States of America,,3.0,783.0,O,Modine Manufacturing,
CON1257,,2.0,CONNER,S,22345 4th east,73.0,4.0,Chicago,94629,United States of America,170437.0,5.0,514.0,O,Maxim Integrated Products,188852.0
Van1258,,6.0,Van dyke,S,7626 clint west,33.0,2.0,Gary,m2q 1d5,United States of America,269584.0,1.0,395.0,R,Brink's,697983.0
Nov1259,,1.0,Novia,U,17107 university court,89.0,1.0,Independence,V6b 1r6,Canada,172183.0,,431.0,U,American Financial Group,2682855.0
ACK1260,,,ACKWOOD,M,881 vance jackson south,8.0,1.0,Little Rock,94632,United States of America,35385.0,1.0,402.0,O,Regions Financial,2101299.0
PAT1261,,10.0,PATTULLO,D,18723 ethridge park,36.0,0.0,North Las Vegas,10703,Canada,223383.0,0.0,657.0,R,WABCO Holdings,
Piz1262,,4.0,Pizzarello,M,15591 camp bowie way,4.0,3.0,Fargo,94402,United States of America,159693.0,3.0,663.0,,UAL,3419489.0
Mof1263,,2.0,Moffet,U,17132 MIDLAND RUE,21.0,3.0,Cincinnati,m1h 1p3,Canada,311444.0,2.0,748.0,O,General Electric,1927419.0
Dru1264,,5.0,Drummond,,17027 9th road,29.0,5.0,Orlando,53757,United States of America,285802.0,4.0,794.0,O,Collective Brands,2476124.0
IOA1265,,5.0,IOANNOU,M,21177 norfolk way,32.0,0.0,Simi Valley,33309,Canada,423642.0,5.0,800.0,,Duane Reade Holdings,3524149.0
Win1266,,3.0,Winstead,S,3833 PRINCETON CRESCENT,65.0,3.0,Stockton,M9d 1u1,United States of America,414724.0,2.0,716.0,O,VF,2826334.0
CUL1267,,2.0,CULMER,D,11460 briar forest lower,41.0,5.0,Denver,M5A 1W2,United States of America,103095.0,4.0,685.0,R,Quest Diagnostics,627765.0
Rol1268,,3.0,Rolston,S,2803 clearwater north,4.0,4.0,Ottawa,10193,Canada,251608.0,4.0,467.0,O,Amazon.com,2079617.0
Dav1269,,8.0,Davalo,S,3124 CONGRESS PARK,,5.0,Santa Ana,75204,Canada,466631.0,1.0,424.0,O,Cooper-Standard Holdings,2440307.0
flo1270,,9.0,florence,M,23318 grandview street,40.0,3.0,Fresno,M5F 1W6,United States of America,319611.0,4.0,719.0,O,Raymond James Financial,494497.0
Nar1271,,4.0,Narraway,D,21976 broken oak lane,23.0,4.0,Newport News,t6a 1i7,United States of America,31336.0,0.0,460.0,R,Waste Management,2449007.0
DEG1272,,0.0,DEGEN,W,5623 memorial rue,78.0,0.0,Cedar Rapids,98160,United States of America,234270.0,1.0,503.0,R,Patterson-UTI Energy,1061532.0
AL1273,,9.0,AL,M,6404 pharr park,80.0,5.0,Augusta,44312,Canada,441616.0,3.0,781.0,O,Fidelity National Financial,3947420.0
CRA1274,,5.0,CRADDOCK,M,4065 pampas south,7.0,,London,v6m 1v2,United States of America,199969.0,3.0,389.0,,Brookdale Senior Living,323615.0
ste1275,,10.0,sterian,M,16047 linwood north,11.0,5.0,Salinas,35895,United States of America,104211.0,4.0,472.0,R,Nalco Holding,2578863.0
Fal1276,,3.0,Fallahi,S,24990 conier park,,5.0,Fargo,95402,United States of America,125783.0,3.0,,O,Dillard's,2330950.0
Erb1277,Apt. 343,,Erbilgin,M,2295 bonnie brae upper,10.0,3.0,Overland Park,M5e 1u3,United States of America,386913.0,2.0,,,Hess,1028958.0
Egn1278,,1.0,Egner,U,19305 crystal hills lower,95.0,1.0,Aurora,V6r 1u2,United States of America,434919.0,2.0,435.0,O,Medco Health Solutions,591978.0
Tah1279,,5.0,Taharuddin,S,7477 cone way,11.0,0.0,Huntington Beach,M9d 1u1,United States of America,409171.0,5.0,345.0,O,H.J. Heinz,1566884.0
Tog1280,,1.0,Togasaki,U,6372 plumb drive,74.0,4.0,Cheyenne,V6q 1w6,United States of America,35973.0,4.0,845.0,U,Allegheny Technologies,2233915.0
ing1281,,0.0,ingrey,,22133 WESLEYAN WAY,8.0,0.0,Bismarck,70132,Canada,496333.0,2.0,583.0,R,Perrigo,1697753.0
Dac1282,,1.0,Dacre,U,15621 yaupon lower,39.0,5.0,Syracuse,94467,United States of America,34940.0,4.0,410.0,R,Texas Instruments,2281290.0
SEA1283,,4.0,SEARS,U,22422 inman way,36.0,,Chicago,V6p 1r2,Canada,433355.0,3.0,743.0,O,Gannett,3872337.0
Ert1284,,7.0,Ertl,M,17043 GIBBES ROAD,10.0,0.0,Newport News,M3w 1l1,United States of America,204073.0,5.0,316.0,O,,2092159.0
Cay1285,,3.0,Cayouette,D,2063 KERRY LOWER,73.0,5.0,Jackson,32210,United States of America,311152.0,2.0,690.0,O,Dean Foods,1311610.0
Wil1286,,1.0,Williford,U,311 pike south,56.0,0.0,Ann Arbor,v6b 1s5,Canada,140649.0,4.0,448.0,O,T. Rowe Price,2854213.0
Reg1287,,10.0,Regimbald,U,19133 fox grove east,90.0,3.0,Allentown,T5A 1Z8,Canada,133125.0,4.0,517.0,O,Gardner Denver,503224.0
mer1288,,3.0,meriwether,S,7785 rusk boulevard,64.0,3.0,Toronto,45211,United States of America,424101.0,3.0,787.0,R,Delta Air Lines,2678386.0
Squ1289,,8.0,Squires,D,3967 bedford crescent,6.0,4.0,El Monte,46238,United States of America,60208.0,4.0,543.0,O,EMC,1823472.0
Gas1290,,10.0,Gasul,M,17213 TOWERWOOD EAST,4.0,0.0,Richmond,94493,United States of America,382836.0,5.0,639.0,O,CME Group,3929702.0
Owe1291,,3.0,Owensby,M,3872 milam way,97.0,4.0,Little Rock,V6h 1t2,United States of America,151861.0,0.0,730.0,O,Lincoln Electric Holdings,2039071.0
agh1292,,4.0,aghili,U,17002 montfort north,,2.0,Macon,99725,United States of America,71838.0,2.0,374.0,O,New Jersey Resources,3295828.0
per1293,,8.0,perron,D,2384 LAREDO ROAD,45.0,,Honolulu,H7h 1v6,Canada,13393.0,0.0,307.0,U,Valassis Communications,408058.0
mar1294,,4.0,marconi,S,19875 keswick avenue,62.0,0.0,St. Johns,61107,United States of America,48174.0,5.0,420.0,O,Hexion Specialty Chemicals,2402816.0
Poy1295,,5.0,Poyer,,10666 TRAVIS WEST,60.0,3.0,Nashua,33160,United States of America,291845.0,0.0,607.0,O,Old Republic International,3276957.0
Nor1296,Apt. 202,1.0,Norton,M,12957 MIDWAY PARK,31.0,4.0,Huntington,93877,Canada,114680.0,4.0,510.0,R,,1989523.0
Pre1297,,7.0,Presti,U,8954 bagby north,98.0,1.0,Winnipeg,44110,United States of America,402704.0,,313.0,R,AGCO,3405299.0
ing1298,,2.0,inge,S,23961 hughes road,81.0,2.0,Santa Clara,85037,Canada,176331.0,5.0,672.0,O,GameStop,2615638.0
YER1299,,6.0,YERNENI,M,926 NOLAN DRIVE,45.0,0.0,Mount Pearl,91320,United States of America,369094.0,4.0,531.0,,eBay,1007245.0
Lya1300,,1.0,Lyall,M,3271 ELM WAY,26.0,0.0,Baltimore,48213,Canada,13493.0,4.0,352.0,O,Cummins,2654937.0
Bos1301,,3.0,Boswick,U,327 CITY VIEW LANE,25.0,3.0,Salem,92148,United States of America,353507.0,,431.0,R,Systemax,3834204.0
Mcd1302,,9.0,Mcdunn,U,10093 mckinnon north,96.0,,Lincoln,e7o 1q4,Canada,254075.0,0.0,413.0,O,RadioShack,1223723.0
VII1303,,5.0,VIITANIEMI,S,11650 brielle boulevard,18.0,0.0,Great Falls,53759,United States of America,312305.0,1.0,682.0,O,Service Enterprise Group,406806.0
her1304,,6.0,hershberger,S,21286 taubman park,56.0,4.0,Paterson,10068,United States of America,483335.0,3.0,487.0,O,BearingPoint,839378.0
May1305,,7.0,Mayoux,M,6094 alonzo lane,49.0,,Toronto,74103,United States of America,,5.0,554.0,O,Worthington Industries,414126.0
Hal1306,,7.0,Hallett,W,20658 kerry south,79.0,1.0,Yonkers,66624,United States of America,273949.0,5.0,552.0,O,NiSource,3220146.0
STE1307,,1.0,STEKLASA,S,5954 hazard way,87.0,4.0,Coral Springs,76120,Canada,95144.0,0.0,704.0,O,H.J. Heinz,1359422.0
Haa1308,,7.0,Haas,,3063 howard lane,10.0,1.0,El Monte,93869,United States of America,145720.0,4.0,,O,Consol Energy,2734888.0
fle1309,,5.0,flewelling,U,18395 bledsoe boulevard,46.0,2.0,Dayton,v6r 1v9,United States of America,436686.0,3.0,477.0,O,Valero Energy,1272562.0
wal1310,,3.0,wallace,U,2419 sherwood lower,48.0,2.0,Lincoln,98148,United States of America,452738.0,5.0,329.0,O,United Services Automobile,
mor1311,,8.0,morton,U,15465 cliffbrook west,93.0,4.0,Sherbrooke,44301,United States of America,145288.0,3.0,831.0,O,DRS Technologies,3847425.0
jan1312,,4.0,janecka,U,19492 lyons court,50.0,1.0,Shreveport,57702,United States of America,221882.0,1.0,620.0,R,Mueller Water Products,3025982.0
van1313,,8.0,van kast,M,17212 lander south,31.0,4.0,San Diego,H2e 1v5,Canada,14405.0,3.0,485.0,R,W.R. Grace,2521783.0
Rou1314,,6.0,Rousseau,M,16552 fresco south,42.0,4.0,Oxnard,77119,United States of America,491148.0,4.0,349.0,O,Foot Locker,3003955.0
TAH1315,,4.0,TAHARUDDIN,U,6580 bingham avenue,41.0,3.0,Augusta,14224,United States of America,439539.0,5.0,710.0,O,Boise Cascade Holdings,1528063.0
Gli1316,,,Glinka,M,15880 chestnut rue,33.0,5.0,Hartford,v6s 1r8,Canada,464637.0,3.0,,U,Rite Aid,209853.0
Fil1317,,5.0,Filippi,M,17536 frostwood crescent,49.0,5.0,Pomona,V6V 1S4,United States of America,364193.0,0.0,392.0,O,Capital One Financial,
De 1318,,,De salis,W,14506 ABBOTT WEST,4.0,4.0,Orange,19075,United States of America,32958.0,4.0,354.0,O,Marshall & Ilsley Corp.,3058804.0
Let1319,,4.0,Letarte,U,15258 winter oaks boulevard,14.0,2.0,Palmdale,97208,United States of America,82412.0,3.0,529.0,U,Mattel,1606513.0
Shi1320,,9.0,Shingler,M,20920 balmoral north,38.0,2.0,Salt Lake City,94319,United States of America,288984.0,5.0,509.0,,,3540880.0
SHA1321,,6.0,SHAKIB,M,9137 QUENTIN BOULEVARD,70.0,4.0,Oklahoma City,y5c 1m8,United States of America,107831.0,4.0,764.0,O,National Oilwell Varco,2718726.0
Gur1322,APT. 784,4.0,Gurica,S,11828 butler park,60.0,0.0,Tulsa,A5E 1B1,Canada,84588.0,3.0,412.0,O,Unified Grocers,2710048.0
But1323,,5.0,Butner,M,7409 lexington lane,9.0,2.0,Ontario,V5C 1N4,United States of America,426245.0,2.0,695.0,O,Northeast Utilities,3592521.0
Rag1324,,0.0,Raghunath,S,2792 pike court,88.0,5.0,Toledo,75229,United States of America,113699.0,1.0,391.0,R,Patterson-UTI Energy,
Ban1325,,10.0,Banigan,M,16022 burrell avenue,1.0,5.0,Lexington,V6O 1Q7,United States of America,197182.0,0.0,595.0,R,Int. Flavors & Fragrances,292441.0
Kab1326,,7.0,Kabel,W,165 columbus park,50.0,5.0,Cincinnati,M5g 1x5,United States of America,386956.0,5.0,597.0,R,Universal Forest Products,3654357.0
CHE1327,,6.0,CHEBA,M,21245 weller way,53.0,3.0,Indianapolis,90283,Canada,225457.0,0.0,555.0,O,CBS,1100613.0
Ude1328,,3.0,Ude,S,18008 elm south,47.0,1.0,Memphis,h2f 1v3,United States of America,51599.0,3.0,356.0,R,,1105369.0
KUH1329,,9.0,KUHN,U,6860 EMMONDS DRIVE,86.0,1.0,Manchester,77293,United States of America,28939.0,2.0,444.0,,Ruddick,482261.0
Moo1330,,5.0,Moorer,D,3312 plummer street,54.0,5.0,Manchester,91171,United States of America,105731.0,5.0,529.0,U,BlackRock,3331401.0
has1331,,9.0,hasegawa,S,10253 OAK GROVE AVENUE,27.0,2.0,Dallas,v6h 1s9,United States of America,331132.0,4.0,537.0,O,Hanesbrands,72664.0
bho1332,,8.0,bhoday,S,19435 montfort road,93.0,1.0,Providence,36681,United States of America,185551.0,5.0,317.0,O,Molina Healthcare,1895204.0
Pag1333,,1.0,Pagi,M,512 northland street,31.0,2.0,Akron,79953,United States of America,371975.0,3.0,434.0,,Allstate,40488.0
Van1334,,9.0,Van kessel,M,14705 waldemar boulevard,78.0,4.0,St. Louis,78231,United States of America,455111.0,3.0,309.0,R,Biogen Idec,3234538.0
Fur1335,,9.0,Furst,U,19748 alexis upper,35.0,1.0,Fort Collins,77222,United States of America,313217.0,0.0,384.0,O,Deere,1927631.0
Car1336,,4.0,Cardozo,U,10959 throckmorton east,19.0,5.0,Las Cruces,V6b 1p6,United States of America,185298.0,4.0,840.0,R,Realogy,875273.0
bry1337,,6.0,brydges,M,23949 SCOTCH PARK,72.0,4.0,West Valley,V6L 1S2,Canada,228379.0,5.0,469.0,R,Sprint Nextel,1800722.0
Ahm1338,,8.0,Ahmad,M,15263 ridge creek avenue,38.0,1.0,Fort Wayne,V6q 1s7,United States of America,496565.0,2.0,746.0,U,Sauer-Danfoss,2317949.0
Spe1339,,8.0,Spearman,W,10585 jensen park,36.0,3.0,Winston-Salem,h5l 1q1,United States of America,64482.0,0.0,521.0,O,Key Energy Services,3889367.0
God1340,,3.0,Godsoe,D,1968 lemming lower,5.0,1.0,Sterling Heights,77187,United States of America,475046.0,3.0,843.0,O,Nalco Holding,63801.0
pla1341,,3.0,plastina,U,18947 fresco lane,59.0,4.0,Washington,27710,United States of America,30917.0,,846.0,U,Delphi,2356169.0
Bar1342,,4.0,Barry,M,4095 alonzo boulevard,29.0,1.0,Aurora,79952,United States of America,65213.0,4.0,426.0,O,Boise Cascade Holdings,1407956.0
rum1343,,9.0,rumley,M,21669 yesler north,,5.0,Memphis,68129,United States of America,415653.0,2.0,833.0,O,AMR,2229772.0
cud1344,,3.0,cuddy,M,7740 royalton road,45.0,2.0,Stockton,94210,Canada,347883.0,1.0,306.0,R,Best Buy,3729163.0
Dem1345,,10.0,Demone,M,24309 westpark avenue,38.0,0.0,New York,H2e 1u9,United States of America,162007.0,4.0,567.0,O,Bank of America Corp.,803737.0
KON1346,,4.0,KONOMIS,S,21477 JUNIPER CRESCENT,57.0,4.0,Mesquite,94443,United States of America,427217.0,,429.0,O,Schering-Plough,2638958.0
MEL1347,,6.0,MELTON,M,20858 university drive,73.0,0.0,Las Cruces,99207,United States of America,168549.0,1.0,826.0,O,Dole Food,2192090.0
KER1348,,1.0,KERR,S,23070 waldemar road,76.0,3.0,Inglewood,M8b 1v6,Canada,5312.0,,433.0,R,Robert Half International,980763.0
Lud1349,,,Ludwick,,15162 morton upper,19.0,5.0,Charlotte,V6o 1v3,United States of America,105104.0,2.0,459.0,O,Solo Cup,3242031.0
Rus1350,,10.0,Russett,U,10253 oak grove avenue,49.0,0.0,Thousand Oaks,70810,United States of America,408724.0,5.0,610.0,O,Kroger,3150691.0
RAN1351,,10.0,RANGEL,S,24200 north crescent,59.0,0.0,Fayetteville,M7M 1C2,Canada,427367.0,1.0,367.0,R,NBTY,673563.0
Nag1352,,2.0,Nagy,M,17812 mesa upper,,,Hartford,38195,Canada,76414.0,4.0,303.0,O,U.S. Bancorp,3813942.0
ben1353,,2.0,benedek,U,13500 GRIFFIN LOWER,26.0,0.0,Hialeah,98152,United States of America,494319.0,,695.0,O,Boise,3044826.0
Cra1354,,5.0,Crabe,M,1698 COURTLAND EAST,33.0,2.0,Charleston,M5A 1Z6,United States of America,222777.0,4.0,556.0,O,Bio-Rad Laboratories,1951847.0
Jun1355,,5.0,Juni,S,19097 foxfire north,96.0,3.0,Huntington,h2d 1u3,United States of America,346206.0,,396.0,O,Rohm & Haas,436290.0
LOV1356,,3.0,LOVETT,S,24674 WINDCHIME COURT,85.0,4.0,Dover,20053,United States of America,,2.0,635.0,O,Children's Place Retail Stores,553636.0
COL1357,,5.0,COLANTONIO,U,19168 cleburne drive,32.0,0.0,Charlottetown,06524,United States of America,141121.0,1.0,,R,First American Corp.,575452.0
Dav1358,,0.0,Davis,M,293 conier avenue,76.0,1.0,St. Louis,v6p 1w5,United States of America,,0.0,840.0,U,Enterprise GP Holdings,3806825.0
per1359,Apt. 109,5.0,personna,U,1063 dunbar lower,3.0,1.0,Boston,85265,United States of America,389185.0,2.0,531.0,U,Apache,2216247.0
nau1360,,1.0,naugle,M,5398 collier crescent,64.0,3.0,Santa Clara,78727,Canada,159885.0,3.0,707.0,O,United Natural Foods,1694250.0
MIL1361,,6.0,MILLARD,,18171 CROSSUS BOULEVARD,24.0,3.0,Garland,10013,United States of America,390567.0,2.0,532.0,U,SunTrust Banks,628762.0
med1362,,3.0,medioni,U,12530 clower crescent,94.0,4.0,Raleigh,91154,Canada,452925.0,3.0,418.0,O,Hertz Global Holdings,
NAL1363,,1.0,NALLENGARA,M,12470 WOODTIMBER SOUTH,4.0,3.0,Tacoma,55419,Canada,61077.0,2.0,,O,Lexmark International,2427341.0
COL1364,,4.0,COLOADS,W,11194 brook meadow court,69.0,2.0,San Buenaventura,E7o 1k5,Canada,238619.0,0.0,766.0,O,Sealed Air,1660523.0
ott1365,APT. 57,3.0,ottawa,D,2453 baker way,16.0,,Bakersfield,33310,United States of America,53018.0,2.0,701.0,U,Oneok,1659566.0
mch1366,,5.0,mcharg,M,5263 wayne drive,0.0,5.0,Topeka,90153,United States of America,,4.0,753.0,O,Consol Energy,2509452.0
las1367,Suite 328,7.0,lashmit,S,7938 lynnfield crescent,95.0,1.0,Sydney,38173,United States of America,282154.0,2.0,634.0,O,Domtar,154720.0
Gil1368,,1.0,Gillette,M,10416 SLANEY COURT,,0.0,Miami,h2a 1v8,United States of America,294569.0,4.0,597.0,U,Assurant,
hob1369,,8.0,hobbs,,23787 hosta park,2.0,0.0,Stamford,29419,United States of America,450732.0,4.0,780.0,O,Walgreen,813623.0
Len1370,,7.0,Lenz,M,232 lyle park,37.0,2.0,Springfield,43219,United States of America,418314.0,2.0,636.0,O,Republic Services,919479.0
toh1371,,8.0,tohama,D,2476 CONCHO DRIVE,68.0,0.0,Baton Rouge,90776,United States of America,144923.0,4.0,528.0,,Health Net,409447.0
