prospect_AgencyID,prospect_Income,prospect_City,prospect_OwnOrRentFlag,prospect_FirstName,prospect_LastName,prospect_NumberCars,prospect_NumberChildren,prospect_MaritalStatus,prospect_Age,prospect_CreditRating,prospect_Employer,prospect_NumberCreditCards,prospect_NetWorth
Etj14914,373273.0,Hamilton,O,ezqjol,Etjcnrmfn,4.0,4.0,W,98.0,516.0,Delta Air Lines,7.0,2435987.0
NRG14915,338459.0,Fort Wayne,O,buavfubkimvpwnclfyatevipjgq,NRGUDAXHVI,3.0,1.0,S,83.0,603.0,Henry Schein,8.0,2731588.0
Gfv14916,458905.0,Rockford,O,Afefihxdylihcl,Gfvuejzceybwvimfolghvhp,0.0,0.0,,79.0,835.0,Thomas & Betts,6.0,2856797.0
Wqi14917,432148.0,Independence,O,Cxkalseyfmpptbxlovrrwtdszn,Wqikxxebnqvvdgktonqtvx,1.0,3.0,S,74.0,566.0,,9.0,1520562.0
Hul14918,102340.0,Waco,O,Odhalvuyojjvmd,Hulajfhuuaxegrlvflxjwrci,5.0,1.0,U,21.0,598.0,E*Trade Financial,4.0,2294196.0
JXZ14919,361200.0,Lancaster,O,Odbwyrlvfglhxjvnfjizqirvrv,JXZQBJHMXWK,4.0,1.0,M,90.0,672.0,Apache,1.0,3426075.0
Vbo14920,166063.0,Pueblo,O,Huwwwgrjpcqema,Vbobvtbsqqdwe,2.0,5.0,U,65.0,323.0,Broadridge Financial Solutions,,1648262.0
tjz14921,271931.0,Brownsville,R,Pcechpyhcfsauaiemvznyikpebhru,tjzduxnuclb,0.0,2.0,M,,455.0,Sprint Nextel,1.0,3155607.0
qwj14922,183654.0,Ontario,R,dvahxegik,qwjjohinpfikrfgomyqlct,4.0,5.0,U,5.0,470.0,Caterpillar,,1036268.0
yns14923,260984.0,Hampton,O,Agljyvkkabntnavotcdgfjffoxe,ynsxyrkq,0.0,1.0,M,44.0,373.0,,9.0,3780953.0
Fko14924,403003.0,Kansas City,R,HSAFNKIL,Fkorqirqfvsbveesc,3.0,0.0,M,22.0,772.0,HSN,10.0,2298313.0
Ejn14925,321234.0,Denver,O,Rwovvgsdextzbeptawowkacrt,Ejnubvmvnvpfexopqb,3.0,5.0,U,20.0,527.0,Collective Brands,6.0,1663431.0
JRS14926,478792.0,Beaumont,R,EYZNKYDNTZCTUQGZMWKALIJRZBUT,JRSSDC,5.0,1.0,U,31.0,350.0,Hubbell,,2225894.0
Wko14927,355440.0,Minneapolis,O,UBFXXPN,Wkoaabyhylhlgmnqxexdgsvaq,2.0,2.0,M,79.0,489.0,Molina Healthcare,3.0,2748105.0
wmk14928,139166.0,Spokane,,TLCDXMNBWOIVCXMOQKGYPFXMEC,wmkxxuujvrgf,0.0,5.0,S,45.0,409.0,Cooper Tire & Rubber,4.0,1489835.0
Ehm14929,78306.0,Quebec,O,EUFSBPR,Ehmzskpkps,2.0,1.0,M,9.0,436.0,AES,7.0,3433762.0
Bgp14930,343720.0,Saskatoon,O,Jcxcvjtvllgod,Bgpincwhpdpxcqhshmyevjnfqno,4.0,5.0,W,23.0,760.0,Family Dollar Stores,3.0,37412.0
Uux14931,,Santa Fe,O,Niirplwzmgoszevujmyt,Uuxgtmhm,2.0,4.0,M,25.0,536.0,Medical Mutual of Ohio,6.0,1058536.0
Tro14932,260505.0,Sudbury,U,HUUSI,Troeiog,4.0,3.0,U,,756.0,Pulte Homes,,3524990.0
FJF14933,,Iqaluit,U,HFRQGBGUCPDMOHTOPDG,FJFLDYKJVRLNYKTVKFTKQO,2.0,4.0,M,27.0,333.0,HCA,6.0,2412757.0
Vka14934,240338.0,Kansas City,O,avcxntenbbjmdjeohwmxyscq,Vkabocviaxomezjdebmcmywnyew,3.0,3.0,M,1.0,762.0,Exxon Mobil,6.0,1555185.0
Ooi14935,416859.0,Hilo,O,Uokyiqmltgnquokkoih,Ooirpwhyzy,3.0,2.0,U,27.0,351.0,Owens-Illinois,,1665723.0
Mdu14936,385251.0,Toledo,O,JMCSFABRTMDYKOCV,Mduuwwdajbtxjapaxdx,2.0,1.0,M,94.0,639.0,,6.0,2459197.0
GXE14937,1193.0,Pittsburgh,R,ozhrqllxd,GXEGXUTKTDLXJECZMZFKELPSIG,1.0,0.0,M,19.0,,CSX,9.0,1613257.0
kms14938,351442.0,Mobile,O,Qshminmkhhmxnjo,kmsapvqqbbatyskugorjjhaqpxflu,3.0,1.0,U,82.0,400.0,Cypress Semiconductor,6.0,1403143.0
Hjc14939,468648.0,Oshawa,U,kejqrwygicbfkybyvucvjgv,Hjcspwnwbuesvwwpkodhrwejenpnf,4.0,5.0,M,73.0,645.0,Hewitt Associates,5.0,3867044.0
njb14940,262595.0,Boston,O,xrepnaln,njbog,3.0,0.0,,92.0,312.0,Seaboard,9.0,3096757.0
Mwv14941,227822.0,Fort Lauderdale,R,Detqcmothsiqjcaizdtsvzsegzuepd,Mwvbyayjzyjssxre,1.0,2.0,U,0.0,621.0,Noble Energy,,2571463.0
sgn14942,381387.0,Fort Wayne,O,IFGMAIV,sgnrdjfgumhjwpojghukzqxnlgt,4.0,1.0,M,2.0,350.0,Oshkosh,0.0,3740100.0
tcs14943,378656.0,Abilene,O,Hhykuyhxgxoyzhvqg,tcswwapl,1.0,0.0,S,24.0,760.0,Warnaco Group,6.0,93238.0
jgb14944,,Virginia Beach,U,ZKQEWWBWABLMGWRQVPUYVSEQJWA,jgbmljszolaastobvdsrnceebn,1.0,,M,41.0,601.0,Genzyme,2.0,1688069.0
GZQ14945,262516.0,Idaho Falls,O,Bbpmpnvfrxoycgexzcnofljb,GZQWEWIEPNYMOLBUEMAH,2.0,2.0,S,74.0,527.0,ConAgra Foods,1.0,2577344.0
Jiw14946,273833.0,Anchorage,O,jlbcnsfhhhuxjmdt,Jiwmjsgwklvvxirgdictmpveo,1.0,4.0,U,76.0,843.0,Enterprise GP Holdings,3.0,
Jbe14947,80776.0,Columbus,R,Fmjdcgojreejcvpqvtul,Jbewcurgnkygurhywufdn,5.0,4.0,U,56.0,646.0,,6.0,1415894.0
ELE14948,55079.0,Fort Lauderdale,R,Exwcchppfwpuxakzhsvlcoikydtpi,ELEMRREYBALP,,3.0,M,35.0,503.0,Continental Airlines,7.0,141726.0
Cup14949,409328.0,Lewiston,O,Wzvohlol,Cupevapxtdmgklgzip,2.0,1.0,,77.0,,SkyWest,8.0,2690692.0
AXV14950,129845.0,Washington,O,EMYIHEEQJ,AXVIYXIITROSKWFNUTAUYPSBDPFEQ,2.0,4.0,M,73.0,464.0,Emcor Group,7.0,2987243.0
Des14951,446792.0,Brownsville,O,DOWSQPHDITRLV,Desytiidi,0.0,2.0,M,93.0,465.0,Mutual of Omaha Insurance,7.0,3949041.0
Kbi14952,421000.0,Spokane,O,mehkgmnqvbstxjcuhtcnp,Kbiqqyidfuhvuawqhrhqjk,0.0,3.0,W,73.0,797.0,Teledyne Technologies,3.0,1426529.0
Zwq14953,272430.0,Pembroke Pines,R,pvupg,Zwqbvlmhfaj,1.0,5.0,W,95.0,669.0,Archer Daniels Midland,10.0,3717015.0
Bsq14954,487209.0,Mesa,O,Dwlevtlhaabumeagjvikeozyfzssi,Bsqjajswrjpoxuf,3.0,0.0,U,55.0,597.0,,9.0,3652255.0
Vzh14955,56956.0,Berkeley,O,adbuehbhbvpsjldpqskdtj,Vzhkjphxukuwzenkbmomswxaeel,5.0,0.0,S,81.0,507.0,TECO Energy,7.0,3695293.0
JII14956,,Des Moines,U,fcpjjdiqcxgsvpusdto,JIIAPMJDAABSXF,4.0,5.0,D,57.0,622.0,Baldor Electric,0.0,
Fri14957,157713.0,Lansing,R,hemjxfii,Fripivucgewosolrslpnzbrj,4.0,4.0,S,48.0,432.0,Westar Energy,7.0,66355.0
Itx14958,318781.0,Pasadena,O,Ouzaps,Itximzolgc,4.0,1.0,D,49.0,,Lithia Motors,6.0,1155715.0
fzo14959,394598.0,Kansas City,O,Ssovrjvif,fzoeprgxpcgktzfsxehtkaqv,3.0,0.0,S,66.0,321.0,Granite Construction,0.0,2741564.0
Ipe14960,69889.0,Amarillo,O,Rflvgcypmmrthnkgljh,Ipegobdirxijksaxazzlgrim,4.0,5.0,M,63.0,403.0,Graham Packaging,8.0,1053390.0
Tdw14961,5872.0,Vancouver,O,Xnsxaeftjs,Tdwlkywjcwbokew,4.0,2.0,U,52.0,796.0,American Express,2.0,3255149.0
vag14962,,Albuquerque,R,MAVGZUTXOOADXX,vagqqnechdtt,2.0,5.0,M,85.0,621.0,ServiceMaster,7.0,3119473.0
Mfy14963,471488.0,Ottawa,O,Hhaaquewoppgpeqomursu,Mfyttlfjpo,1.0,5.0,M,69.0,831.0,Interactive Brokers Group,10.0,499989.0
LHN14964,,Simi Valley,R,Xgvlban,LHNQCVOUJHFPTKTYHHAGMQOSNC,5.0,5.0,M,27.0,643.0,Rockwell Automation,7.0,3847136.0
ttc14965,499959.0,Hilo,O,Ieyvocokkedplrphzfahhboavmc,ttcctloxu,1.0,1.0,M,56.0,661.0,MGIC Investment,4.0,2575455.0
acq14966,328079.0,Biloxi,O,Nrqfwflgebsjeagxhjqosifug,acqpjhgjqsfnkltkfsegwbkkss,1.0,4.0,M,56.0,337.0,Erie Insurance Group,4.0,3535384.0
jrt14967,128524.0,Livonia,U,Dtencscqadjurbl,jrthbjlfaohxhzdkdyogmbvshocq,4.0,5.0,U,35.0,817.0,Nasdaq OMX Group,0.0,133946.0
mah14968,94827.0,London,O,Vctav,mahnfkanogsc,3.0,0.0,U,54.0,754.0,RSC Holdings,1.0,918278.0
hdw14969,9945.0,Billings,R,POZUGNKDOOAIXWCIZE,hdwoysybwxjcvb,5.0,4.0,W,74.0,,Crown Holdings,10.0,1456786.0
Qhl14970,148339.0,Ann Arbor,R,Qjxoiqz,Qhlrasswbphpgfqsbudljoiwgczqu,4.0,4.0,M,33.0,657.0,Abbott Laboratories,3.0,2903352.0
WHW14971,412074.0,Anchorage,O,nrmzmahxymrbghopajub,WHWLUCXVBHRBM,5.0,1.0,U,,604.0,Trinity Industries,6.0,2808782.0
qjf14972,91437.0,Oklahoma City,O,Phabssteuuozkeuzplpgvxw,qjfnsgnykbulmmzzivetxchacl,3.0,0.0,D,48.0,622.0,,7.0,2458503.0
mmg14973,336381.0,Missoula,,Xyzmnyesvcvzthimb,mmgfvvpneafpqlcfodezeqljvazdup,4.0,3.0,D,22.0,567.0,Cintas,4.0,2655205.0
VRL14974,474665.0,London,O,HIJZKNMXVBTPOILCOCFKENTSXOXUD,VRLKRWVVMGQUBCKONSVCAAUBQTM,3.0,5.0,S,46.0,558.0,Scotts Miracle-Gro,0.0,1201998.0
Str14975,97600.0,Ottawa,O,Lriwcrkqqbwq,Strpjmycyrzpinegtevubrt,4.0,2.0,M,61.0,,Sovereign Bancorp,5.0,728650.0
Nzu14976,462814.0,Boston,O,kuubmi,Nzurvftcvcrt,1.0,1.0,S,21.0,357.0,,4.0,
Etr14977,429728.0,Hay River,O,omxcjjegdgojnjgfbsdpdpibolymy,Etryrsbymnleoltstjcukigp,5.0,0.0,M,5.0,478.0,Calumet Specialty Products,1.0,2626922.0
EER14978,325270.0,Pueblo,R,Gjwwwgzythjbwng,EERGXSKSWPGSBRTDPA,0.0,1.0,U,10.0,531.0,Cabela's,3.0,969394.0
OPZ14979,343190.0,McAllen,O,QLZGJDREUPSDGXIQVAGBRDRJKGXCUM,OPZGLR,4.0,0.0,U,42.0,395.0,Peabody Energy,7.0,1036653.0
Zzd14980,39441.0,Augusta,O,NTIUYHEEBSKVKCXXLGYINIYJLRSWS,Zzdekodhulqlpugtbfbhxkbtp,5.0,2.0,D,25.0,499.0,Oil States International,8.0,1238207.0
Lkx14981,364398.0,Cincinnati,O,slfcdftohlckwschsiwfwgen,Lkxlzkwoqrooegosbfdytvuwmkatg,3.0,2.0,W,27.0,657.0,Goodyear Tire & Rubber,5.0,3750170.0
Anv14982,308344.0,New Orleans,O,Kyhyoqkfcnzqscnfzieivwtsdvvxl,Anvcafshheekk,3.0,3.0,M,90.0,432.0,DTE Energy,2.0,1376737.0
Jdy14983,226578.0,Raleigh,O,Xwddvitvkv,Jdysfrlkneztjrcwqxhppgppbbvg,5.0,1.0,M,4.0,762.0,AES,0.0,3169916.0
dhg14984,317340.0,McAllen,U,Pvujdojqacxhvjgczhoecvfk,dhglkbieoarpplxfgmkjpeoo,2.0,3.0,D,6.0,455.0,Clorox,9.0,48906.0
UOV14985,165867.0,Orlando,O,Idccvo,UOVRXQYZTDSUSKMNWM,2.0,1.0,W,71.0,435.0,United Technologies,10.0,1507286.0
Eew14986,163101.0,Yonkers,O,Ybrbqfixtilynwsnimmoe,Eewsymzbe,1.0,2.0,W,5.0,480.0,Medtronic,7.0,2525252.0
wqj14987,491250.0,Evansville,O,AWEIE,wqjxw,4.0,3.0,U,51.0,458.0,Interstate Bakeries,3.0,3443774.0
fnv14988,178712.0,Grand Prairie,R,HYFPATWHGCZC,fnvvurf,0.0,4.0,D,63.0,598.0,Arch Coal,1.0,3659103.0
Xlc14989,388129.0,Detroit,O,Lxhnulfjgeikwfutvgghhq,Xlcrbifhhzpfo,,0.0,U,76.0,563.0,Iasis Healthcare,4.0,2008334.0
dtv14990,481507.0,Windsor,O,Yudwuvs,dtvlavbdfzrbqhecssmllq,0.0,3.0,W,73.0,525.0,Pacific Life,6.0,3655667.0
WRW14991,288114.0,Glendale,O,RLIWMBFYE,WRWWFVVOUKTLKWLRXXTRSHP,3.0,0.0,S,49.0,759.0,Pactiv,6.0,1104094.0
TMS14992,169919.0,Mesa,O,Mveopkjydywnehmpbmt,TMSVZC,5.0,2.0,U,,647.0,Werner Enterprises,1.0,3387299.0
XHF14993,459459.0,Warren,R,Fqyjsijkgxjekldlfaqrhxzcremoxh,XHFUEGROYZNSVJMWKANCBCHEHO,0.0,3.0,D,53.0,771.0,Northrop Grumman,4.0,3331384.0
jjq14994,108163.0,St. Paul,O,Rdxzvmpuukcypeguya,jjqdpztpxvcamlivvhhwpeb,2.0,4.0,S,,634.0,Greif,4.0,865978.0
Fvr14995,55547.0,Cedar Rapids,O,RLSLORGIXNEOLWFBOI,Fvrsolamqanyosjrjbb,3.0,1.0,U,24.0,692.0,Alaska Air Group,9.0,3771271.0
JLZ14996,200765.0,Santa Rosa,U,zfvnsiontvbrteteg,JLZLQIKIYFTL,3.0,2.0,W,,565.0,Level 3 Communications,4.0,832765.0
gzg14997,369006.0,Eugene,R,PTBTPFHHOHVMIXODAYOY,gzglyxrwd,0.0,1.0,M,0.0,507.0,First Data,9.0,
Ycf14998,313723.0,Sandy,O,Nshqg,Ycfhythrcdcxxcfff,0.0,5.0,W,92.0,793.0,Covance,8.0,2489413.0
fsj14999,277777.0,San Diego,O,jrujiblhdpz,fsjpyzrvprwyhjsqft,2.0,4.0,D,16.0,605.0,BearingPoint,6.0,1164852.0
PEL0,368776.0,Fairbanks,O,Netti,PELLAND,,3.0,W,20.0,760.0,Brink's,,1058868.0
LED1,177967.0,Quebec,U,TRUDY,LEDUC,5.0,1.0,U,3.0,555.0,,6.0,1988185.0
lat2,321772.0,Henderson,O,ireland,latif,2.0,1.0,S,,566.0,,6.0,3673128.0
RUD3,25449.0,Salem,O,Misti,RUDDICK,2.0,1.0,W,77.0,,Air Products & Chemicals,3.0,2005895.0
JAY4,166567.0,Toledo,O,sarena,JAYAMANNE,0.0,3.0,M,21.0,815.0,Oshkosh,4.0,624736.0
tod5,43631.0,Corpus Christi,R,Paulette,todo,1.0,4.0,M,77.0,333.0,,10.0,3064615.0
Kan6,466230.0,Salt Lake City,O,AMALITA,Kanno,4.0,0.0,,23.0,528.0,VeraSun Energy,1.0,3489129.0
Din7,420243.0,Brownsville,U,Ernesto,Dinkel,2.0,2.0,M,9.0,680.0,IDT,7.0,3430744.0
Thi8,141862.0,Escondido,O,Toby,Thibodeaux,3.0,,U,63.0,761.0,Adams Resources & Energy,10.0,1743614.0
May9,402011.0,Los Angeles,O,evangelia,Mayo,0.0,2.0,M,32.0,416.0,MGIC Investment,,216299.0
mah10,79928.0,West Covina,O,umakanth,mahendra,2.0,2.0,M,96.0,493.0,Iasis Healthcare,9.0,1528641.0
Siz11,109496.0,San Buenaventura,R,terrie,Sizto,1.0,0.0,M,46.0,564.0,AMR,0.0,3752907.0
cra12,267901.0,Lexington,U,Mary-pat,crawley,1.0,4.0,U,6.0,817.0,Embarq,0.0,582378.0
dac13,487273.0,Hay River,R,Catherin,dacal,3.0,5.0,U,39.0,653.0,Advanced Micro Devices,8.0,3458824.0
HIV14,34013.0,Toronto,O,annissa,HIVELY,3.0,4.0,M,73.0,587.0,Cenveo,2.0,469408.0
Pes15,473462.0,Denver,O,Amour,Peschke,0.0,2.0,S,26.0,472.0,Kelly Services,6.0,1504480.0
CHI16,499493.0,St. Paul,O,jenica,CHILDERHOSE,5.0,4.0,M,54.0,817.0,Viacom,4.0,2763009.0
Din17,266928.0,Bellevue,R,KATTIE,Dinnin,5.0,4.0,M,87.0,441.0,Macy's,0.0,2787199.0
De 18,72444.0,Detroit,O,Roselle,De witte,2.0,3.0,M,85.0,848.0,Gardner Denver,6.0,2789368.0
Mck19,77290.0,Omaha,R,arlyne,Mckeegan,3.0,3.0,U,86.0,843.0,Family Dollar Stores,8.0,2784776.0
WIN20,395066.0,Costa Mesa,R,Rong-chin,WINTERS,2.0,0.0,U,59.0,,,,288747.0
BIT21,119283.0,Berkeley,O,Darlleen,BITTMAN,5.0,3.0,U,94.0,300.0,Sun Microsystems,0.0,876575.0
luz22,330991.0,St. Louis,O,Radoslav,luzarraga,1.0,1.0,U,,795.0,Costco Wholesale,8.0,2041224.0
don23,,Colorado Springs,U,Aryn,donovan,4.0,0.0,,5.0,367.0,Illinois Tool Works,5.0,2231509.0
Gia24,252031.0,Fontana,O,Allisan,Giallo,1.0,5.0,M,23.0,507.0,Southern Union,1.0,3206409.0
SPR25,101800.0,St. Catharines,O,Ammamaria,SPRUELL,3.0,1.0,M,61.0,362.0,Moog,9.0,3850037.0
SKA26,436977.0,Hayward,O,Mari,SKALSKI,0.0,1.0,D,,527.0,Old Republic International,7.0,528440.0
Gar27,495334.0,Palmdale,O,Anica,Gargul,0.0,,S,51.0,354.0,,0.0,597140.0
Dor28,274685.0,Phoenix,O,Melba,Dore,1.0,1.0,M,97.0,511.0,Great Plains Energy,1.0,146931.0
DIO29,320820.0,Gary,,Tracee,DIOGO,2.0,2.0,,52.0,412.0,Broadcom,7.0,353495.0
Mer30,195835.0,Beaumont,O,CANADIAN,Merrick,4.0,0.0,S,98.0,583.0,Discover Financial Services,1.0,295647.0
Atc31,108085.0,Nashua,O,Oue,Atchison,5.0,3.0,U,47.0,710.0,UAL,5.0,408941.0
Pla32,260185.0,San Jose,O,wallie,Plamondon,2.0,1.0,M,47.0,380.0,Charles Schwab,9.0,362523.0
SEL33,258323.0,Nashua,R,Andromache,SELCHOW,0.0,0.0,M,9.0,796.0,Coach,2.0,2102359.0
sha34,79476.0,Fort Smith,U,THOR,shane,1.0,3.0,M,85.0,818.0,DaVita,2.0,3480265.0
MER35,102156.0,Lancaster,U,SALAH,MERWIN,5.0,3.0,M,81.0,766.0,Marshall & Ilsley Corp.,3.0,3648900.0
con36,221481.0,Colorado Springs,O,HOR-LAM,conrad,2.0,3.0,M,0.0,359.0,Cablevision Systems,2.0,1161790.0
ons37,41836.0,Washington,R,Vania,onsiteteam,1.0,5.0,S,28.0,401.0,Barnes & Noble,2.0,2050587.0
Sum38,72389.0,Lowell,O,Niel,Summerlin,1.0,1.0,U,65.0,609.0,EMC,0.0,3579198.0
gro39,66486.0,Frederick,O,ziad,grooms,3.0,0.0,S,20.0,630.0,Fluor,2.0,889494.0
dil40,200185.0,Mesa,O,Claude,dilkie,3.0,1.0,M,55.0,671.0,Dollar General,9.0,2205682.0
DOL41,289215.0,Lakewood,O,AVTAR,DOLSON,0.0,2.0,U,76.0,715.0,Lear,10.0,1140117.0
Pos42,322484.0,Cleveland,O,Donny,Posthumus,4.0,1.0,M,1.0,707.0,J.P. Morgan Chase & Co.,9.0,1421319.0
Mac43,83458.0,Grand Rapids,O,Cocos,Machika,4.0,2.0,M,3.0,329.0,Affinia Group Intermediate,0.0,3525204.0
che44,,Peoria,R,ruud,chenoweth,0.0,3.0,D,100.0,601.0,,8.0,468976.0
hol45,492407.0,Inglewood,O,Belvia,holbrooks,5.0,1.0,W,81.0,623.0,Goldman Sachs Group,2.0,1685443.0
pfi46,346630.0,Akron,O,ATHAR,pfieffer,4.0,4.0,S,76.0,376.0,E*Trade Financial,2.0,337564.0
elk47,9572.0,Charlottetown,O,Cherey,elkington,1.0,3.0,W,51.0,560.0,Pfizer,0.0,84777.0
Lab48,265369.0,Bellevue,O,RAZ,Labenek,1.0,5.0,,,693.0,Safeway,4.0,3146477.0
laf49,104172.0,Dover,U,kishore,laferriere,1.0,2.0,S,58.0,346.0,Simon Property Group,0.0,495277.0
Nor50,65550.0,Fullerton,O,Nelleke,Norment,0.0,3.0,M,52.0,342.0,Trinity Industries,0.0,746904.0
hag51,,Denver,R,sibby,hagar,2.0,0.0,M,91.0,563.0,Solutia,8.0,1219620.0
Bet52,,Dallas,O,ericha,Betcher,2.0,3.0,M,17.0,391.0,,4.0,1718910.0
Van53,66244.0,San Jose,O,Janson,Van der,4.0,4.0,S,6.0,381.0,A.O. Smith,8.0,
O'L54,426954.0,Bellevue,U,Dorotea,O'LEARY,0.0,3.0,S,89.0,539.0,AptarGroup,9.0,2636424.0
and55,126891.0,San Buenaventura,O,Denice,anderson,5.0,4.0,M,99.0,497.0,Coca-Cola,0.0,1326305.0
sta56,454196.0,St. Louis,O,Myron,starks,4.0,2.0,M,77.0,661.0,Kimberly-Clark,,2241997.0
CHA57,163940.0,Pueblo,R,Barby,CHASSE,5.0,3.0,S,,558.0,Visteon,0.0,1542891.0
ASI58,365213.0,Regina,O,Ariella,ASING,,1.0,W,90.0,534.0,TECO Energy,,797918.0
ask59,428739.0,Saskatoon,U,ADEY,askins,0.0,0.0,M,82.0,373.0,Bemis,6.0,347654.0
Kik60,142444.0,Jackson,O,GAYEL,Kikuta,4.0,0.0,M,,382.0,Wyeth,8.0,2456397.0
Cha61,416168.0,St. Petersburg,O,Man,Chane,3.0,3.0,S,15.0,475.0,United Technologies,10.0,1284229.0
KIL62,291420.0,Scottsdale,O,Klara,KILLEN,2.0,0.0,D,,539.0,Clorox,3.0,618787.0
kin63,413501.0,Charlotte,O,Abdalla,kinley,4.0,5.0,M,96.0,711.0,Discovery Communications,6.0,1171606.0
MAL64,,Waterbury,O,bal,MALAHER,4.0,,M,38.0,606.0,Williams-Sonoma,1.0,3983261.0
Odu65,419143.0,Chesapeake,O,Romy,Odum,3.0,3.0,W,10.0,494.0,Manitowoc,0.0,2328568.0
DI 66,155057.0,Hialeah,O,KORAL,DI NINNO,1.0,5.0,M,72.0,309.0,Henry Schein,3.0,2078600.0
STU67,313859.0,Charleston,O,YUKIHIKO,STUBBLEFIELD,2.0,5.0,M,97.0,630.0,Trinity Industries,3.0,2986155.0
HAM68,265907.0,Salem,O,Khanh,HAMBALI,4.0,1.0,S,48.0,330.0,Pepsi Bottling,10.0,1864039.0
LIB69,283481.0,Sacramento,O,Darnell,LIBRARIAN,,0.0,S,97.0,710.0,UGI,9.0,1293721.0
ohs70,200635.0,Santa Clarita,R,feridoun,ohsone,4.0,0.0,M,73.0,475.0,Greif,7.0,3850114.0
HUM71,434519.0,Sherbrooke,O,Magdy,HUMMEL,0.0,1.0,U,71.0,596.0,Equifax,3.0,1618743.0
BRA72,392315.0,Colorado Springs,O,jiri,BRADD,5.0,1.0,W,93.0,670.0,,9.0,3383487.0
Boa73,493829.0,Berkeley,O,AILA,Boarder,5.0,3.0,U,53.0,722.0,Freescale Semiconductor,,2981876.0
Mcn74,97489.0,San Buenaventura,O,Vincenzo,Mcnally,3.0,2.0,U,32.0,587.0,Aleris International,7.0,2109339.0
MAR75,,New Haven,O,Minnnie,MARKOVICH,4.0,3.0,S,1.0,609.0,,4.0,791803.0
Wil76,383046.0,Shreveport,O,alfonzo,Willekes,0.0,1.0,S,39.0,401.0,World Fuel Services,7.0,3523678.0
Dea77,1190.0,Lansing,,Swandi,Deacetis,4.0,0.0,M,77.0,335.0,R.R. Donnelley & Sons,0.0,1681902.0
Hou78,85733.0,Pembroke Pines,O,Anya,Houk,5.0,5.0,U,18.0,569.0,Brinker International,7.0,3851455.0
Goy79,387890.0,Palmdale,R,Enrika,Goyette,0.0,2.0,M,70.0,,Temple-Inland,9.0,2339382.0
Mok80,16808.0,Savannah,O,SONJA,Mok-fung,2.0,0.0,S,26.0,679.0,Psychiatric Solutions,7.0,
Run81,304589.0,Amarillo,,Liem,Rundle,,4.0,M,,356.0,Nash-Finch,10.0,2065016.0
BEL82,48506.0,Anchorage,R,COLLETTE,BELLEY,2.0,5.0,S,58.0,308.0,AMR,9.0,2454049.0
BAE83,,Louisville,O,SIAMACK,BAER,0.0,4.0,M,43.0,412.0,Spartan Stores,4.0,2423395.0
MAU84,358862.0,Hilo,O,Toshihiro,MAULDIN,2.0,3.0,D,65.0,618.0,Cigna,4.0,1342045.0
Koo85,477614.0,Sudbury,O,Casey,Koohgoli,5.0,3.0,S,24.0,429.0,General Cable,5.0,861756.0
Lau86,175414.0,Orlando,O,Daryn,Lauriston,3.0,1.0,S,79.0,819.0,Dun & Bradstreet,3.0,1215349.0
Man87,427598.0,Missoula,O,Adrianna,Mangum,0.0,1.0,M,48.0,552.0,Casey's General Stores,7.0,3981554.0
PIE88,368207.0,Abilene,O,Cortney,PIERCY,0.0,4.0,S,69.0,587.0,Jack in the Box,9.0,3865937.0
Bus89,449944.0,Saskatoon,O,Duane,Buscaglia,3.0,1.0,S,91.0,304.0,Assurant,6.0,2804700.0
BAB90,166247.0,Irvine,U,Tele,BABIONE,5.0,5.0,,75.0,795.0,Psychiatric Solutions,4.0,3283558.0
Bur91,391165.0,Reno,O,Ophelia,Burkard,1.0,3.0,S,85.0,830.0,Danaher,2.0,450524.0
Kin92,165854.0,Sacramento,R,lorine,Kinsella,5.0,3.0,M,76.0,709.0,Clorox,3.0,
POM93,326181.0,Topeka,O,Viole,POMMAINVILLE,2.0,1.0,S,68.0,493.0,Boyd Gaming,8.0,
BOA94,173387.0,Rancho Cucamonga,O,Nani,BOATWRIGHT,3.0,,M,95.0,680.0,Eaton,,633760.0
Ron95,301127.0,Hilo,R,cherey,Ronald,1.0,5.0,M,15.0,800.0,Dynegy,,3634954.0
wei96,487230.0,Saint John,R,Redgie,weihs,1.0,5.0,M,17.0,614.0,AmeriCredit,4.0,799268.0
Hel97,425747.0,Torrance,R,Yousef,Helpb,4.0,0.0,,94.0,763.0,SLM,6.0,39093.0
mog98,401946.0,Santa Clara,O,Damaris,moghe,4.0,4.0,S,70.0,561.0,NV Energy,3.0,2705353.0
boz99,425422.0,Torrance,O,Ilyssa,bozicevich,1.0,2.0,S,29.0,569.0,Landstar System,4.0,3565153.0
Zah100,208890.0,Stockton,O,Moselle,Zaharychuk,4.0,1.0,M,52.0,634.0,Pacific Life,5.0,2832204.0
And101,67880.0,Paterson,O,Dulsea,Andric,5.0,3.0,U,51.0,488.0,Textron,10.0,2194345.0
Bam102,133412.0,Mesa,O,Lyndsie,Bamfo,2.0,3.0,W,24.0,788.0,Pfizer,5.0,3737140.0
fro103,144829.0,Anchorage,O,KESLEY,frondozo,3.0,4.0,D,98.0,333.0,Cigna,8.0,464753.0
Car104,,Miami,U,LAUREL,Caron,1.0,1.0,M,59.0,601.0,Ameren,,596696.0
muc105,143682.0,Great Falls,O,Steen,muchow,3.0,4.0,U,49.0,595.0,Consolidated Edison,2.0,1504753.0
