prospect_gncd,prospect_nmbrchldrn,prospect_nmbrcrs,prospect_ct,prospect_crdtrtng,prospect_ntwrth,prospect_gndr,prospect_wnrrntflg,prospect_nmbrcrdtcrds,prospect_pstlcd,prospect_frstnm,prospect_cntr,prospect_phn,prospect_ncm,prospect_mrtlstts,prospect_g,prospect_mplr
PIZ13766,1.0,5.0,Beaumont,346.0,634764.0,F,O,4.0,,EXVPSJRGAPJNNZXEVHPV,United States of America,1-343-113-0964,403506.0,U,94.0,Metals USA Holdings
Ort13767,1.0,2.0,Tempe,692.0,2182142.0,f,R,5.0,Ergjrsthaq,srusgjliyhcwphrw,United States of America,1-163-860-5623,45514.0,M,52.0,Warnaco Group
QDF13768,5.0,3.0,Gary,,3773350.0,,O,0.0,vbgnyaiw,Ayjpebbuuxgyallvwwbkhozh,United States of America,1-266-475-2011,489482.0,M,47.0,First Horizon National Corp.
EBM13769,0.0,4.0,Saskatoon,787.0,771899.0,,O,10.0,hqurmnfpmynr,Aqohnkgaltglffnrsyhkpxtjugzdi,,1-429-830-4258,154735.0,M,21.0,Marathon Oil
Wmz13770,2.0,0.0,Anchorage,704.0,2842423.0,,,1.0,JMYBNLMVXX,XCFUNCNK,United States of America,1-978-194-8030,352530.0,,66.0,
Pez13771,4.0,4.0,Savannah,544.0,1139016.0,F,O,9.0,Vzikxr,odxkf,United States of America,1-828-143-0666,61678.0,W,22.0,Itron
JCG13772,1.0,1.0,Syracuse,697.0,1027740.0,f,U,4.0,Ynfdhdvi,Nkczcjpcupq,United States of America,1-218-604-7948,334355.0,U,31.0,Aramark
XBV13773,2.0,0.0,Pasadena,345.0,1998272.0,,O,2.0,yugtpxzbt,NGLOYVYTN,Canada,1-377-529-3325,394497.0,,62.0,Clorox
Els13774,4.0,2.0,Sterling Heights,553.0,873037.0,,,,VTOOI,INLFMTAGXSSPJ,United States of America,1-954-369-3310,141962.0,M,53.0,Con-way
JAU13775,3.0,5.0,Cedar Rapids,826.0,2952360.0,,O,8.0,Ruytkk,puoaydmcgixgpplmkssg,United States of America,1-180-703-5329,311236.0,M,51.0,Werner Enterprises
Lyx13776,1.0,2.0,Washington,635.0,97482.0,M,R,0.0,Fbmjpuqfzn,FDJBVTAXUOQMVHZ,United States of America,1-527-757-5479,250483.0,U,83.0,CBS
Cdh13777,2.0,4.0,Boston,616.0,3711233.0,,U,2.0,,ibvoduvgppdnmsmbmespasxkh,Canada,1-902-186-4094,103246.0,M,40.0,El Paso
pig13778,3.0,4.0,Modesto,630.0,14331.0,f,R,4.0,QIIJPG,Jyryy,Canada,1-724-204-7272,208301.0,D,70.0,Hartford Financial Services
tji13779,5.0,0.0,El Monte,376.0,2828228.0,,O,5.0,Jtbzttneqi,MCLFYKEMHPRHTAFNBQNKQNETBXAPRM,United States of America,1-634-438-6701,491708.0,M,100.0,St. Jude Medical
Kpf13780,5.0,1.0,Las Cruces,828.0,,,,8.0,ibconlsap,Rhvfefjxsjqnqdypenzg,United States of America,,488999.0,D,89.0,Honeywell International
wkl13781,3.0,1.0,Scottsdale,467.0,486141.0,F,O,4.0,LNSHAZXHGNIK,lcotwbwawwjpcmdrfxqyfj,United States of America,1-503-676-8492,492638.0,U,64.0,Target
Xik13782,2.0,3.0,Pomona,481.0,1760259.0,,O,4.0,Dhjoatoe,kxzzviplagcartincqmyniyiwsodst,United States of America,1-706-606-1911,20329.0,W,,Energizer Holdings
Atc13783,3.0,2.0,Knoxville,308.0,855891.0,,O,1.0,Mnamj,xtviuxjnzumqbclgwhtrtdgbfnt,Canada,1-820-593-1409,,U,90.0,Cytec Industries
Rjs13784,3.0,0.0,Evansville,671.0,127685.0,f,O,0.0,ahcausqcyi,ovwxioildaocgyhrnqkyj,United States of America,1-134-061-4963,55015.0,U,85.0,CarMax
QHL13785,1.0,5.0,Torrance,762.0,3863766.0,,R,6.0,Tdzojxwy,Ahrwfeitpvoqvdluawmtiyqie,United States of America,1-211-051-7342,44621.0,M,80.0,Consolidated Edison
Aom13786,2.0,5.0,Warwick,444.0,830470.0,M,O,8.0,Eupmofsclmx,Kttmsxvpgqexsg,United States of America,1-644-484-6346,207270.0,S,71.0,Synnex
Sje13787,0.0,0.0,Louisville,415.0,3715827.0,M,O,3.0,sacrzoksllo,ewfryllqfmemzuzcl,United States of America,1-054-472-9826,102903.0,M,26.0,Ford Motor
pag13788,0.0,,Grand Rapids,422.0,2079456.0,F,O,,Duwmhrjlug,DPZWUTUMTURLSANWOVAFLILLUV,United States of America,1-736-676-8711,253012.0,U,10.0,Clorox
Ckb13789,4.0,3.0,Winnipeg,440.0,2604476.0,,O,8.0,Laecikhg,SVOUGPBEJZJUUZPWEVGCCSXMXNR,Canada,1-636-962-6329,30409.0,U,81.0,Telephone & Data Systems
Mms13790,3.0,5.0,Henderson,713.0,3104406.0,f,O,9.0,TDJPFO,Oiranyj,United States of America,1-486-252-0219,219732.0,M,45.0,AmerisourceBergen
nfj13791,2.0,5.0,St. Catharines,368.0,3881905.0,,O,5.0,NINNUFDLPU,Adaobt,United States of America,1-983-460-2184,77711.0,D,61.0,Laboratory Corp. of America
Roj13792,1.0,3.0,El Monte,355.0,777746.0,m,O,6.0,MBHZMDBPTNA,Nphajdbrqrfdrobgfxh,,1-069-956-7581,,S,3.0,Schering-Plough
Gni13793,2.0,3.0,Pueblo,632.0,3162422.0,,O,4.0,,Gidyilskfolteinud,United States of America,1-323-061-3442,249773.0,D,50.0,Advanced Micro Devices
KQH13794,5.0,4.0,Brownsville,315.0,2408368.0,G,R,8.0,Guiphggmweh,BQOUGKMUENHXLLPQB,United States of America,1-219-960-5106,281314.0,U,94.0,BJ Services
HCA13795,1.0,2.0,Hartford,712.0,3554911.0,,O,8.0,,frzytfasktzugs,United States of America,1-523-492-9177,257328.0,,99.0,Ferro
zut13796,0.0,4.0,Bellevue,453.0,1257335.0,f,O,0.0,tgbsdf,Zksojsunadbmwjczcqubxdl,United States of America,1-751-026-8148,374668.0,U,,Hubbell
kmk13797,0.0,1.0,St. Paul,608.0,3144867.0,I,R,7.0,Bbiiywo,ezwnkgjmrpvmnhrxfp,United States of America,1-584-422-5781,140052.0,S,34.0,McGraw-Hill
nqt13798,1.0,2.0,Fargo,709.0,1812238.0,m,U,6.0,IOAGHOZOJ,Gejjlgqebj,United States of America,1-131-682-3552,435817.0,M,74.0,Barnes & Noble
Iss13799,1.0,3.0,Cincinnati,,1194106.0,M,O,7.0,Ekfyspemqsc,xrurawna,United States of America,1-085-091-3540,201019.0,M,57.0,FreeportMcMoRan Copper & Gold
Hit13800,4.0,3.0,San Bernardino,758.0,615485.0,f,O,6.0,NFBXXTIK,vwtvdbstyqwsdpokg,Canada,1-724-632-5838,152803.0,S,,Reliance Steel & Aluminum
leb13801,0.0,2.0,Fayetteville,369.0,3117125.0,m,R,5.0,MNALFCLU,qtbimtubxmftabuqgz,United States of America,1-387-973-8002,213023.0,S,86.0,OfficeMax
Ncq13802,0.0,4.0,Billings,662.0,1810673.0,,O,1.0,Dalscfsvmmri,Zrvgmq,United States of America,1-369-851-9584,118402.0,W,32.0,McDonald's
Wwo13803,2.0,1.0,Knoxville,827.0,1255842.0,,U,8.0,Vsnvuc,kwbmrytpfbubgnpqwuuop,Canada,1-960-129-9068,347602.0,D,83.0,NCR
Hce13804,0.0,2.0,Tucson,476.0,1518306.0,m,R,3.0,LNEQFANIPWYI,IOKTEKTYFDDP,United States of America,1-004-035-6453,,U,59.0,Sonoco Products
Pkp13805,4.0,1.0,Oshawa,775.0,462636.0,M,R,5.0,Rmubukw,tnwhtj,Canada,1-757-450-8457,8517.0,M,5.0,SunTrust Banks
Rry13806,3.0,5.0,Fort Wayne,816.0,3000163.0,m,O,4.0,Snzcqy,ejkmdkoxmhblhux,United States of America,1-667-444-3163,495074.0,S,54.0,OM Group
Voo13807,4.0,1.0,Savannah,531.0,3671802.0,,O,6.0,svsgqgnvwd,AORYVLAHJJNYLC,United States of America,1-228-749-2119,480023.0,M,77.0,Progress Energy
Ijm13808,1.0,1.0,Winnipeg,836.0,517800.0,,O,,kknypp,pkbwxfzuwfzcnnjxpgxghyvb,United States of America,,143871.0,S,14.0,Precision Castparts
WXY13809,2.0,1.0,Fontana,616.0,784444.0,,O,6.0,VPWUOLSSDNEU,sttgzmpdus,United States of America,1-921-878-7559,359569.0,,31.0,Alcoa
Lgb13810,2.0,0.0,New York,831.0,983041.0,f,O,7.0,Yonherjvzs,Fjmkxohrcgjbodqft,,1-051-125-4763,229296.0,M,10.0,Packaging Corp. of America
Drp13811,0.0,4.0,Newport News,738.0,1730375.0,,O,,FZVXDOIFGUL,Uaeofcnq,United States of America,1-613-691-5568,412285.0,S,0.0,Barnes & Noble
Lhr13812,4.0,1.0,Buffalo,807.0,747630.0,,O,3.0,WADJJSAFT,Ommhaodvisoxiawxxgplmks,United States of America,1-442-899-4570,86250.0,S,53.0,AmerisourceBergen
sro13813,4.0,4.0,Shreveport,817.0,3291436.0,M,O,6.0,TSVVMYSXMDF,Efnioemgvmosuudmyzc,United States of America,1-809-795-2114,357693.0,,74.0,Vornado Realty Trust
Dho13814,1.0,0.0,Halifax,713.0,1341884.0,,O,7.0,LPCAFS,VGFRL,,1-012-421-1451,205571.0,U,86.0,Sovereign Bancorp
YUD13815,,1.0,Omaha,771.0,111181.0,M,,10.0,Rdyggslukwi,YLWRFAFGOVLYQTEVRYZATAQYMJU,United States of America,1-797-588-5147,453535.0,W,70.0,Dollar Tree
Xvh13816,0.0,3.0,Mount Pearl,395.0,494609.0,,O,6.0,OCKXFE,JETUUBIIWMTGRLGJDZQCLLCMSC,United States of America,1-065-251-9032,470332.0,M,,StanCorp Financial
Aaf13817,0.0,4.0,Palmdale,553.0,2620601.0,F,O,6.0,VAPJOHPCFY,Efaykcnijelzlmucimahyzuqxgp,United States of America,1-101-725-4003,311357.0,U,97.0,Clorox
Xsr13818,5.0,,Saint John,712.0,3310610.0,,O,4.0,Jyykv,ohwtxndlrhcswmmlakwrfhwqa,United States of America,1-351-312-0393,105775.0,M,6.0,Prudential Financial
yli13819,4.0,0.0,West Covina,,2624096.0,M,O,8.0,Rsxyiwfjpiye,Kuscchckb,United States of America,1-370-172-1130,368239.0,S,61.0,Crosstex Energy
plm13820,2.0,0.0,Corpus Christi,640.0,764650.0,F,O,6.0,Zguou,QVUVPMHJHPSTUOEI,United States of America,1-422-073-4722,304571.0,M,38.0,Pulte Homes
gnp13821,2.0,3.0,Vancouver,578.0,2395430.0,m,O,8.0,,GLFNFTWS,Canada,1-188-126-1267,386292.0,M,0.0,CenterPoint Energy
gee13822,3.0,1.0,Thousand Oaks,372.0,3747210.0,M,R,0.0,Otnenfsb,Ksttbrfhvvjinynfvlovspbqcdooa,United States of America,1-051-243-4986,135621.0,S,84.0,FPL Group
Nyt13823,,4.0,Evansville,709.0,717020.0,,O,2.0,RIKYMXZRQME,ACSLFVWJANRNEFPDLI,United States of America,1-061-919-7471,367167.0,U,30.0,Ameren
Guw13824,3.0,4.0,Newport News,338.0,1060777.0,,O,9.0,EBCDSU,DQKEJCVDRFVNEUBB,United States of America,1-638-160-3547,265668.0,S,51.0,Regions Financial
Rsc13825,2.0,4.0,Denver,414.0,2252866.0,,O,10.0,EZMVD,Afrzmasvhdn,United States of America,1-046-464-0732,441990.0,M,46.0,Universal Forest Products
Kli13826,2.0,2.0,Mesa,320.0,3347564.0,m,O,2.0,NOEJZWTNFAWI,Jugunjqnccigcnvxqahsjym,United States of America,1-267-415-6372,269907.0,W,41.0,Airtran Holdings
FLM13827,,1.0,Columbia,695.0,2137206.0,m,O,10.0,Uqxsiqwlwk,Sbtnx,United States of America,1-542-620-9069,266270.0,M,86.0,AK Steel Holding
Zpa13828,2.0,5.0,Sandy,698.0,2154213.0,m,O,7.0,THTOEWBSWZH,Dammooesphcd,United States of America,1-370-137-9153,149569.0,U,95.0,Omnicom Group
Yhd13829,,0.0,Regina,370.0,2053631.0,,O,5.0,Atkma,Pkynrvhybdfedkivcjrwag,United States of America,1-807-711-6468,481941.0,M,,SunGard Data Systems
TTJ13830,2.0,1.0,Macon,687.0,738924.0,,O,3.0,dqxma,nrbjshgxucdwvdr,United States of America,1-435-878-0215,477016.0,U,40.0,Hanesbrands
CYJ13831,4.0,2.0,West Valley,449.0,475396.0,F,U,7.0,Xxngzuzu,HGCFNDKXDFKSZCOATUDVER,United States of America,1-777-865-4245,48842.0,M,82.0,Radian Group
rqj13832,5.0,3.0,San Bernardino,731.0,3618242.0,,O,8.0,Jfquge,Artgswfrtvgklore,United States of America,1-482-720-1684,174921.0,M,99.0,Pepsi Bottling
SEK13833,3.0,1.0,Hilo,660.0,1351204.0,,U,6.0,Hzvcmlhraihq,DNGEIVWOXBQCOJQLFWMLDHEFJM,,1-643-281-6008,423174.0,D,27.0,Eaton
ror13834,0.0,4.0,Fort Lauderdale,543.0,2728930.0,M,O,9.0,IVWPBALYCKCD,Owvdcumzwffodilgk,United States of America,1-968-519-8711,476259.0,U,11.0,Target
Hvi13835,5.0,4.0,Santa Ana,477.0,197107.0,m,O,2.0,Vhkzgtw,Khkeqswi,Canada,1-513-165-5946,216855.0,U,27.0,Mohawk Industries
kre13836,3.0,1.0,Bellevue,424.0,1689877.0,F,R,0.0,Xhvlxdq,Dytgzxpmvgspsfakvbhhnivsiom,United States of America,1-836-797-9818,221539.0,U,43.0,Raytheon
cdh13837,4.0,0.0,Las Cruces,374.0,1002443.0,,O,6.0,,YITVAHPB,,1-527-012-6765,440319.0,W,15.0,Kellogg
VFM13838,2.0,0.0,Evansville,554.0,3043401.0,,O,2.0,lfszgtzz,Lmpqnnuxtzfcwiaedgzblhxaucqgr,United States of America,1-634-414-2112,100671.0,U,38.0,H.J. Heinz
Vjx13839,4.0,4.0,Sandy,662.0,2424224.0,M,R,3.0,Dmyhtlxkgryh,FVSIMPPIOEEH,United States of America,1-685-331-2884,72474.0,M,35.0,Plains Exploration
Yqx13840,3.0,4.0,Inglewood,810.0,304403.0,,O,7.0,lapqg,Bjvknuznosvvmzuufrszae,,1-919-961-1235,424104.0,S,85.0,Sanderson Farms
Ofo13841,5.0,1.0,Corpus Christi,757.0,3908546.0,,O,1.0,mzdohwkampki,Njnpll,United States of America,1-418-862-8896,30842.0,D,100.0,American Greetings
HVF13842,1.0,3.0,San Diego,455.0,2738955.0,m,O,7.0,Ncaas,BEYLBFQR,United States of America,1-502-768-2557,243780.0,U,61.0,Burlington Northern Santa Fe
Srq13843,0.0,2.0,Salem,312.0,1836613.0,M,U,4.0,Zuinxw,Iqefupvrfi,United States of America,1-853-184-4208,362547.0,U,8.0,Chemtura
Aic13844,5.0,3.0,Montreal,685.0,3596956.0,,O,3.0,emynkp,Gpekihwwtxnizbaoxiqgf,United States of America,1-124-880-9275,236126.0,D,25.0,Community Health Systems
nbj13845,3.0,,Brownsville,830.0,1353767.0,M,,6.0,Ulukdtssyec,Goqysmo,United States of America,1-013-005-7910,347120.0,U,24.0,Host Hotels & Resorts
YQB13846,2.0,3.0,Sioux Falls,650.0,1405776.0,,O,9.0,Vlwiiulj,Igatzvrlamrvlpothdwwtlvhy,United States of America,,868.0,M,86.0,Illinois Tool Works
zzx13847,4.0,5.0,Provo,746.0,2753450.0,,U,8.0,vkjudqu,Ummueops,Canada,1-830-331-5327,279200.0,D,90.0,Harman International Ind.
Lhq13848,3.0,3.0,Vallejo,623.0,1037493.0,,O,6.0,TKPNRMWH,Scydot,United States of America,1-420-672-0067,175083.0,U,54.0,Sovereign Bancorp
bml13849,0.0,4.0,Boston,,1404675.0,,,3.0,ctqwitktsk,Znjcczoqcvrmfyxxp,,1-625-057-4129,185027.0,W,,Cisco Systems
UVW13850,3.0,0.0,Billings,373.0,3311852.0,m,O,6.0,Gdbvlxt,Iqjssplgreyqhkatmighfh,United States of America,1-941-600-3256,68884.0,M,58.0,Universal Health Services
agi13851,,3.0,Lafayette,771.0,3649479.0,M,R,9.0,Plpsnxbodxlq,Xpigxvvt,United States of America,1-895-793-3070,124932.0,M,80.0,Union Pacific
EZC13852,5.0,3.0,Pueblo,420.0,1769731.0,,O,4.0,Kgqagujbz,zzfnfeakfaxomagojyoljvaprbd,United States of America,1-851-231-3418,283248.0,M,96.0,Michael Foods
Upg13853,1.0,4.0,Baton Rouge,841.0,2574853.0,f,O,10.0,YBDQIQ,RFLSKHAULGUYGRWAVBSJZNSHL,United States of America,1-253-980-7375,121012.0,S,45.0,Universal
Apu13854,5.0,4.0,Kitchener,617.0,3340167.0,,U,9.0,kxnbd,ANVGTYOQCDWTDDKPGANDXATYEUKZQL,United States of America,1-838-564-1834,91635.0,M,,Valmont Industries
Xlz13855,3.0,3.0,Wichita,447.0,2520574.0,F,R,5.0,etxysduxiqmi,KQKAQUMETKD,United States of America,1-649-246-2341,476857.0,D,89.0,Bio-Rad Laboratories
Seg13856,4.0,2.0,New Haven,386.0,2385232.0,F,O,5.0,ufukpjqmduba,Iqljhjeubaeaqt,United States of America,1-814-418-1816,467484.0,D,55.0,Centex
Lox13857,4.0,1.0,Durham,742.0,2817751.0,,O,2.0,CBMBIY,MMRFSGTLXLFANZUGAFBH,United States of America,1-392-178-3860,225727.0,M,27.0,Micron Technology
GYF13858,1.0,0.0,Santa Clarita,810.0,2981392.0,,O,0.0,FZZVAKCJRPA,Veintbihkl,United States of America,1-058-746-3310,479617.0,U,82.0,Nicor
lko13859,1.0,3.0,Erie,365.0,1902043.0,,O,3.0,WJYRS,Wnafnusgwn,United States of America,1-998-309-9141,162089.0,W,32.0,Valero Energy
Ecd13860,3.0,5.0,Baltimore,359.0,303332.0,,R,9.0,rqxkrh,XUONUPSFFCRJYLJNZZWQVFQHQG,United States of America,1-096-707-6449,256118.0,W,50.0,Synovus Financial Corp.
Hzt13861,0.0,3.0,Warren,839.0,1108068.0,,U,8.0,Lmfwgosxy,VTPMCVUABLBELLBMOEXYZP,Canada,1-566-853-1558,86364.0,M,15.0,Lender Processing Services
KQZ13862,5.0,0.0,Atlanta,395.0,3978527.0,,O,2.0,planhbnsyyf,HQHTEQPRZBOP,Canada,1-632-105-7351,366210.0,W,96.0,Citigroup
mgn13863,,1.0,Mesa,810.0,1666903.0,,O,,Morxcqzwhw,Bkcgwwnkelnrznosdejbndujqauqrn,United States of America,1-002-400-2756,217813.0,M,83.0,Ford Motor
Qpf13864,1.0,1.0,Lubbock,710.0,1223638.0,F,O,3.0,Snqllswguni,Xmhvlppcdvwuupvbdfpad,Canada,1-899-276-1413,148898.0,M,1.0,CenturyTel
tpv13865,4.0,5.0,Rochester,432.0,3394637.0,,O,4.0,rmjjnjosh,Lryrifekamredahyt,United States of America,1-844-597-4425,230173.0,U,70.0,McClatchy
Cej13866,2.0,0.0,Santa Clarita,507.0,1571066.0,,O,1.0,kwvsepchsty,rjtcjocdfufittfcrdprdqeqkwld,United States of America,1-956-462-2765,79053.0,W,11.0,Huntsman
Vsa13867,5.0,1.0,Sioux Falls,317.0,3258564.0,f,O,0.0,Alpsomesvi,ABOMMFWWE,,1-532-313-7962,37098.0,S,41.0,Williams-Sonoma
Ckj13868,1.0,1.0,Fort Smith,532.0,1339505.0,,O,,eavjr,bvayshlveuzenvpjhoswc,Canada,1-317-532-5483,499224.0,D,76.0,Liberty Media
Hzp13869,,1.0,Tallahassee,756.0,3737788.0,m,U,6.0,Edkdakiqw,vugllrsnnbgbkfygcxqqzuerd,United States of America,1-668-237-6359,13542.0,W,71.0,
hmx13870,4.0,4.0,Halifax,513.0,1453169.0,,R,8.0,Dbinckwsvk,Qnifobzacbqvigbebf,United States of America,1-291-371-1184,231092.0,W,75.0,CUNA Mutual Group
Nic13871,0.0,2.0,Berkeley,437.0,571137.0,,O,5.0,Jpeqwzgo,COQWLBPOMHACQNUQTSWRHQFIOPH,United States of America,1-207-564-7594,248011.0,U,95.0,Dun & Bradstreet
fit13872,,5.0,Bellevue,629.0,3402160.0,M,O,1.0,CNCUNSIPC,Meiuitsjrbooac,Canada,1-273-473-4375,215748.0,,85.0,Rockwood Holdings
mdy13873,,3.0,Newport News,362.0,3334695.0,,R,5.0,Wknatdlovbt,Mefyktvwhtbowkeygfsd,United States of America,1-744-888-7142,116724.0,S,3.0,Dollar General
qsq13874,4.0,2.0,Nashua,773.0,3201315.0,m,O,,Rofox,wllyzyoramgd,United States of America,1-407-907-6808,123180.0,W,36.0,GMAC
ICQ13875,4.0,0.0,Chandler,708.0,,f,O,5.0,FTYUMGF,Eicnpdiqoctqthcb,,1-228-215-5708,158435.0,,45.0,Imation
Nrn13876,3.0,0.0,Fort Worth,399.0,1137683.0,,O,8.0,PZVGNH,Ydxwek,United States of America,1-562-109-3919,342174.0,M,29.0,NCI Building Systems
Oob13877,4.0,4.0,Peoria,431.0,2468320.0,f,O,5.0,KTCRRCISG,QXVIOBOPEXFFRG,United States of America,1-003-328-2388,325235.0,U,10.0,Wells Fargo
Mfm13878,3.0,2.0,Fontana,707.0,1144511.0,,O,7.0,Oqhhuy,nddsgcpnnbowjmqgpazqfjjkkegx,Canada,1-056-093-2106,99283.0,M,40.0,
bjh13879,3.0,4.0,Nashville,809.0,1878561.0,f,O,8.0,ojzvebollmd,OLCLDYIOJEBXRURMKXELUNUZEHCAEW,United States of America,1-613-305-8441,123911.0,M,82.0,Nvidia
Smp13880,5.0,,Worcester,365.0,1117712.0,,R,5.0,NIIURW,Mfjhabruedyelm,United States of America,1-785-040-7215,,S,0.0,Loews
zig13881,4.0,0.0,Ontario,564.0,2208094.0,m,O,2.0,Rdldzgees,Bsqzvdzwyrvqqxutcxpcyegd,,1-316-963-8630,37140.0,U,,Diebold
Afx13882,,3.0,Milwaukee,,3930399.0,,O,7.0,Aketlu,HTKTWNPYAJRUSWFJSIVQWLMSARDZ,United States of America,1-557-444-1891,60491.0,S,22.0,Warner Music Group
AWC13883,1.0,0.0,Corpus Christi,705.0,1642790.0,,R,6.0,Aajtnyweom,GSFJTCJ,United States of America,1-900-937-7209,159544.0,M,43.0,Macy's
SGN13884,1.0,2.0,Independence,623.0,1652244.0,,R,7.0,prxtr,Mcptuagxdqhlorlhmjiel,United States of America,1-441-454-5850,421633.0,U,94.0,
Lgt13885,3.0,3.0,Chattanooga,483.0,61086.0,,O,1.0,jlrnzjzdruzo,rmiicwvpdrhebxrwqf,United States of America,1-010-961-7500,198190.0,U,95.0,Domtar
Rsi13886,5.0,3.0,Peoria,481.0,706518.0,,O,,,keoghnnoodtxnfrwthuhibfqb,United States of America,1-436-424-9644,479885.0,U,,Genzyme
XFK13887,3.0,2.0,Brownsville,756.0,239290.0,,O,5.0,lfnrnrcbyirv,Tbeeuhnbcyoufn,United States of America,1-761-337-9461,55221.0,S,57.0,Rockwood Holdings
glj13888,3.0,1.0,Huntington Beach,685.0,1347468.0,,O,7.0,TWXHZTBH,Ivrjmnqvvpicwaighsutayarvl,United States of America,1-076-498-6635,139869.0,M,55.0,Valspar
Oiy13889,3.0,0.0,Wichita,401.0,292525.0,,O,4.0,Pzcgv,Gtkqpryhezxnojzpdiixknlcnlaixa,United States of America,1-264-314-3999,345394.0,U,40.0,PerkinElmer
ABZ13890,2.0,4.0,El Paso,543.0,2166642.0,f,O,9.0,ULNJQJ,hlqqykkcmuozw,Canada,1-090-669-2268,355969.0,S,85.0,Vulcan Materials
Dec13891,5.0,4.0,Vallejo,787.0,1524521.0,,O,0.0,BYQLUZGKX,fcypaqzclvjeiviavkqfmndfuk,United States of America,1-840-528-3656,435739.0,U,,CHS
Etc13892,1.0,4.0,Madison,738.0,3897820.0,,O,5.0,Wbdbqkz,Skfmesiwdaubwhkwsxwoylalckier,United States of America,1-763-054-4193,262576.0,M,71.0,FMC Technologies
Fsd13893,4.0,0.0,Bakersfield,526.0,252331.0,,R,0.0,OZFNEOQZQFRT,byxtnuhth,United States of America,1-173-410-0586,269136.0,,76.0,Iasis Healthcare
vve13894,2.0,0.0,Amarillo,317.0,2305499.0,F,O,3.0,lugisorajjvq,Vbaaafqiqifjxhhjx,United States of America,1-274-586-8158,230958.0,M,24.0,CF Industries Holdings
Zip13895,5.0,5.0,Hollywood,397.0,,F,R,0.0,Dchtadmxdb,Sxkiddrbxxjmnnlazwtfodqym,Canada,1-558-297-6383,342007.0,M,44.0,Windstream
KSI13896,5.0,1.0,Minneapolis,675.0,,,O,0.0,gzvimsn,bmezynomseiae,,1-291-044-5523,26345.0,S,48.0,
Bhw13897,3.0,0.0,Newport News,376.0,3676270.0,f,O,4.0,aosmbqfdgac,Hbawhdpavkkclpxcueomjzhtwub,Canada,1-183-951-9025,27830.0,S,,Blockbuster
fdw13898,1.0,0.0,El Monte,323.0,95909.0,,O,1.0,qnepzll,SCWNLCWTVQOASCCJQPDMNUMNTSGPTV,United States of America,1-714-359-4637,463583.0,U,9.0,Andersons
Vcp13899,4.0,0.0,Peoria,697.0,2457946.0,,O,4.0,Eaxphmjnwz,VDFILPL,Canada,1-576-313-6880,161771.0,U,72.0,
Aqx13900,5.0,0.0,Rochester,338.0,678214.0,,U,4.0,zhxigmkdcq,WJTMKZBKTBCAUFHKGHPCQGRLRK,Canada,1-914-286-9927,257108.0,,76.0,AutoZone
evl13901,3.0,4.0,Hilo,742.0,2566373.0,,O,7.0,UFHKFNHUBK,Dxvtmypcgozmh,United States of America,1-601-896-8789,125381.0,M,41.0,Boise
Qfj13902,1.0,4.0,St. Louis,526.0,3564386.0,m,U,0.0,JXGEIW,Mwosxwsgefitizn,United States of America,1-603-145-1501,20690.0,M,82.0,Levi Strauss
Jqp13903,0.0,5.0,Greensboro,584.0,1836313.0,,O,4.0,NBADGYU,BHCYXBSWIT,Canada,1-451-131-4187,426868.0,M,92.0,CBS
elw13904,0.0,3.0,Lafayette,475.0,288788.0,F,O,9.0,qolgbp,IWWZRQEEXYKQUDMOEG,United States of America,1-170-284-8478,334466.0,M,9.0,Del Monte Foods
Gbk13905,1.0,5.0,Buffalo,833.0,1255370.0,,O,6.0,yiwvxvcvpr,kzqpwvptxbxfqqdakret,United States of America,1-765-315-1369,366449.0,S,20.0,Limited Brands
npz13906,3.0,0.0,Oakland,490.0,2964778.0,f,O,4.0,Jwnusifki,Jxegrmwsnqmbrkjspxx,,1-423-923-0660,450623.0,S,80.0,Burlington Coat Factory
kpr13907,2.0,0.0,Windsor,633.0,,M,O,9.0,LCKOSJGTJH,Oisyklqktwopflkbmboqwmm,United States of America,1-604-469-4942,150074.0,U,58.0,Rockwell Collins
YAD13908,2.0,,Mesa,477.0,1482772.0,,R,7.0,Vshutdzshdp,Ioaaddzhjlrvkrqihmhbwxgoz,United States of America,1-548-802-1910,189970.0,D,30.0,Citigroup
rpn13909,1.0,4.0,Oceanside,589.0,2547874.0,F,R,0.0,UCTTAVYIHQ,BEJJFMFUAYNPRPGEFJGY,Canada,1-400-448-4164,396105.0,M,46.0,Intel
ztr13910,0.0,,Tampa,457.0,2846582.0,,,1.0,Jwghurzvjfpr,TSILIXQLOLGNKRCLRUVMVNVMEQWTJF,,1-032-348-5444,54771.0,S,63.0,HCA
ONK13911,4.0,,Baton Rouge,505.0,3966461.0,f,O,4.0,Xcvgcu,MGLPDFQVDSELW,United States of America,1-450-738-1680,464422.0,D,86.0,Coventry Health Care
awx13912,1.0,4.0,Santa Ana,476.0,380916.0,,O,3.0,XXIPMGLGARV,Mqbhocum,United States of America,1-693-353-0047,415517.0,U,43.0,Plains Exploration
Ryr13913,2.0,5.0,Winnipeg,399.0,1321135.0,F,R,10.0,Xiimnlefeiu,Fylzdbtspqidvbyc,United States of America,1-302-308-1913,110833.0,M,63.0,FMC Technologies
qah13914,1.0,0.0,Ottawa,772.0,396974.0,M,U,3.0,JHEWMQXMQDN,OGMHQZQMHOTSLBXQGLH,United States of America,,180443.0,M,83.0,Valassis Communications
