prospect_gncd,prospect_nmbrcrs,prospect_ddrssln2,prospect_ncm,prospect_g,prospect_ct,prospect_cntr,prospect_nmbrcrdtcrds,prospect_crdtrtng,prospect_ntwrth,prospect_phn,prospect_pstlcd,prospect_stt,prospect_nmbrchldrn,prospect_mrtlstts,prospect_wnrrntflg,prospect_mplr
Suy10776,,Axboxasfvrmllkxhijxikprndekygzpvkgsulvchlkqkhlmtmmznvjlqiztujewcwtlhgkjnx,210830.0,46.0,Aurora,United States of America,6.0,394.0,150233.0,,Lhpqemqpsq,TN,0.0,,U,Interstate Bakeries
GLY10777,1.0,Fhthqbhuzwjkkptiwwiiqjburgqevzrplgbpykecjmwbgqjj,109434.0,36.0,Lancaster,United States of America,3.0,339.0,,1-273-760-4510,IPDOHFP,WI,,S,O,Levi Strauss
Ape10778,4.0,RYXOPARLLCPGWUKSYFVTTGBLPXKYFHAOFFHWWTUYRHKPPAVICTATGT,12476.0,50.0,St. Catharines,United States of America,10.0,547.0,3155265.0,1-472-941-5670,Nruin,UT,2.0,S,U,Merck
vpq10779,2.0,Ynrejlbxdoyfsxjslpqzmh,84193.0,16.0,Warren,United States of America,9.0,702.0,2143598.0,1-449-416-2015,yedggwwqp,Alberta,3.0,W,R,Vought Aircraft Industries
pxg10780,4.0,Kbpivvrwuogopbkwzpxqgohrmhprlfxntvycucftuokirydevdoznz,326571.0,,Huntington Beach,United States of America,1.0,679.0,1675682.0,1-628-488-5001,HNPOIFXTGVIB,NJ,1.0,S,O,Apache
Qyp10781,1.0,SBGSCNWSHMUOPZLQWZPBTVGJQKZEGDRRBIDGIZLQSJNFGWQXZTM,134879.0,54.0,Winston-Salem,United States of America,8.0,618.0,1032754.0,1-697-392-7320,Aspycnxbnf,MT,4.0,D,O,PerkinElmer
Fyu10782,4.0,cpnfqdkdmsqonzbsowypjtjfnwspnlqyspekekyqghcowemrrreogbuhoehwogbfovoofwv,238275.0,8.0,Columbus,United States of America,7.0,727.0,3097622.0,1-231-031-8002,Filyp,VA,4.0,U,O,Comcast
Vbp10783,5.0,Iuqivpeithjpkqgdoszkhghbhhcnteahwzneliaqkqwcgbmpcqfebnnqptgjbuolwpkbpqvshwf,,,Norfolk,United States of America,,406.0,499178.0,1-111-043-1212,Tecmboifvc,IA,0.0,M,U,Hexion Specialty Chemicals
Gld10784,5.0,AEFSRJQSAOVHKWFUISZJOLDOLSTREQJLSCPHVJPHTWPLBDJFBGGR,78862.0,59.0,London,United States of America,1.0,302.0,3254375.0,1-975-997-5812,srcffc,DE,4.0,U,O,
kbn10785,0.0,kdgtuvsphwawsf,13674.0,53.0,Hilo,Canada,4.0,818.0,1919672.0,1-996-419-5614,Eulym,NY,4.0,S,R,
XZA10786,0.0,WKCCYQMZWIJRW,,78.0,Baltimore,United States of America,10.0,359.0,642522.0,1-116-549-2473,Tszyatm,Saskatchewan,5.0,M,O,Humana
CXS10787,2.0,Dzenelorxdlzsdndalycozxxoplkb,353310.0,65.0,Rockford,United States of America,9.0,610.0,1676788.0,,sfaxb,FL,4.0,M,O,Donaldson
jrr10788,5.0,rkxscfsqjcwcrgpvciwbmdvxhqvcfdaily,218161.0,12.0,Oshawa,United States of America,2.0,526.0,3923020.0,1-440-004-1195,Wetrgsl,MN,5.0,,O,TECO Energy
yiv10789,3.0,Cayoyfwlpmiqbdeqfpnoesgrqgtpdqslzvsn,319643.0,49.0,Vancouver,United States of America,2.0,521.0,3517029.0,1-300-448-6758,ZUWDP,PA,0.0,S,U,Stanley Works
Fnx10790,1.0,Oqgvgfibpsmigdtjzcrxtb,496302.0,57.0,Scottsdale,United States of America,9.0,586.0,2118554.0,1-141-705-9606,,MO,0.0,M,,Roper Industries
Axv10791,1.0,xhymuxuvtzptuvqlcbywkucekdymqovzx,394626.0,10.0,Madison,Canada,6.0,433.0,757375.0,1-320-963-5571,QGSEMPQ,IL,3.0,M,O,Fortune Brands
WNO10792,1.0,GBSISPBGFUBOOSBAMHPPHJAZOJFAMRMKMXUTNPKWXEFOHCBK,218359.0,25.0,Macon,United States of America,3.0,426.0,3802888.0,1-599-849-3421,bpkujuwoqyvw,TX,4.0,M,R,Blockbuster
igf10793,0.0,Ixzotqaqhdlhcntegvrssedshfuk,171264.0,68.0,Thousand Oaks,United States of America,9.0,749.0,1492526.0,1-043-685-6100,Qhecvfgxxkq,LA,4.0,S,R,DTE Energy
wzd10794,4.0,PWZMV,119570.0,13.0,Atlanta,United States of America,5.0,342.0,2747226.0,1-059-523-4391,Nuigpk,MA,,D,O,Smithfield Foods
Zsc10795,3.0,DDGRYMQAYLZXBLNZKRV,19661.0,37.0,Mobile,United States of America,4.0,800.0,2025593.0,1-649-128-9023,Mdhhbhgum,Nova Scotia,2.0,W,R,Con-way
Hfh10796,0.0,Iayvsftcrcmbqxeddwonxfzrjrlnyj,375881.0,94.0,Wichita,United States of America,5.0,619.0,1456952.0,,Xoliz,KY,3.0,M,O,Alliance Data Systems
Uce10797,,Vteakalwejtg,198187.0,17.0,Beaumont,United States of America,7.0,337.0,3275538.0,1-005-744-6905,WQZXCT,NH,5.0,S,O,Harley-Davidson
vwn10798,1.0,Rrdxwgqakynrxqxwtwiutognowegtkmwlhxedmowwhzniejturodkdkznekkpthpzzleucfbw,331718.0,18.0,Louisville,United States of America,2.0,576.0,2863460.0,1-838-650-6282,Oqiogweydsj,KS,4.0,M,O,Ford Motor
Twc10799,0.0,Cjmsfetedtvtcynertqqvwtgqnibuiezaicmncdmbgrexnfbiweffooldee,7173.0,76.0,Oakland,Canada,8.0,685.0,,1-506-432-5236,galrylaysnh,AR,5.0,S,O,Stater Bros. Holdings
lhn10800,3.0,Vexvtdvcmllgmzinnvkfsipesekdhovypertsmxdhixvezctdvg,172729.0,84.0,Dawson City,Canada,3.0,708.0,906022.0,1-969-480-2533,Cluwuinvurfs,OK,5.0,M,O,BearingPoint
Fby10801,3.0,Gkulu,218459.0,65.0,Sterling Heights,United States of America,2.0,723.0,3269581.0,1-762-340-8469,,Manitoba,4.0,M,O,AnnTaylor Stores
Wbh10802,5.0,Fkjsilrmihknujfpzxjnwgtybtkvkkoipuzskoersawrtqsytcn,293955.0,70.0,El Monte,United States of America,6.0,352.0,2287268.0,1-493-704-6889,Mxnztcp,FL,5.0,W,O,Walt Disney
Imp10803,1.0,WVKOYXIUBFBTJWIEDNRFTPLZPKRCXUVAPMEJIWTUQPMSVGECPLTSPOTIVT,213052.0,40.0,Lansing,United States of America,6.0,816.0,2411108.0,1-790-646-8973,Rasnbh,SD,2.0,S,R,Lam Research
see10804,2.0,Rnezjjeholdogqpwhah,417884.0,48.0,Yellow Knife,United States of America,6.0,651.0,1634472.0,1-194-535-9986,duukljs,MS,3.0,W,O,Symantec
akn10805,0.0,Oirfzlhjhasvhivporeskhsfdfldoaprrsidddfpdyzgplqmmkfzzotypeqcxtakozqhew,123343.0,96.0,San Antonio,United States of America,5.0,698.0,629264.0,1-630-602-4901,Kvepq,AZ,4.0,M,O,Hewlett-Packard
wpa10806,4.0,mpmaxtridbkphrheiigbhslgiqrmpukcbtpfolowdholuvbrcniiqsyllrppfyjt,56475.0,59.0,Durham,United States of America,6.0,804.0,2853478.0,1-031-973-6966,MANUWXW,ME,2.0,M,O,Toll Brothers
Awj10807,1.0,ubqvjjevyrvobyorcllxipcpvuvreaew,395447.0,88.0,Lancaster,,10.0,,1340666.0,1-583-912-3027,fsrbt,New Brunswick,3.0,W,U,Kraft Foods
rgg10808,3.0,Thwrczaosqqpteuxmbafagixvbgykjwrssgobnvmgqiufxupeywrklljjr,424197.0,81.0,Thousand Oaks,Canada,3.0,352.0,3597465.0,1-256-320-9686,dzhtpv,OH,0.0,S,,American Axle & Manufacturing
Zdq10809,4.0,Dlvzukdnvodeswfakrwsihtjaafgcpqlfgowcoxknnaghnutsdfytroxrbucftortmpevbhmbejtikjc,151018.0,78.0,Mobile,United States of America,6.0,816.0,2367827.0,1-286-252-0305,utsaerikk,DE,1.0,M,O,Superior Energy Services
Uzl10810,0.0,evlbomlwhsrskdidrzfdxiebdlyjqyo,218453.0,20.0,West Covina,United States of America,2.0,510.0,,1-486-740-1322,Higweliz,ID,3.0,M,O,Lear
YQB10811,5.0,Ehtspwandbexymwcrmssklundscr,432197.0,61.0,Kitchener,Canada,6.0,417.0,1233055.0,1-818-769-6521,Kykersxoc,HI,5.0,M,O,Graybar Electric
xwt10812,4.0,Rzgcnhbzwtfgnwpvshhchjfpumlzurawzknpgffektdrkavsbquozkefaxtpnabrbuwsqyfmliwz,116570.0,37.0,Orange,Canada,4.0,850.0,102427.0,1-699-921-4663,VQKMII,UT,3.0,S,O,Cincinnati Financial
Dew10813,5.0,KKJEC,115948.0,,Salt Lake City,United States of America,0.0,835.0,2786005.0,,qdniosrtean,Quebec,4.0,S,O,Mirant
cjg10814,1.0,ajhcfgetjvqmvgbsjbekkddcfdkukqgvinigeaovcikrncocxvdvckwbrtmpunyeonsi,434788.0,94.0,Minneapolis,Canada,,474.0,,1-137-836-6758,Sgaiwfippyhc,IN,1.0,D,U,SPX
HXK10815,1.0,rdtijtkeempvnxokvjuotrcfiwodtuiwdnauqbqtgqreevd,287531.0,9.0,Santa Rosa,United States of America,9.0,609.0,1503007.0,1-493-659-3964,ZSYBP,MI,0.0,U,O,Cummins
Glj10816,2.0,agfrcvdmhfwxjzwomxlmkdyawkx,221614.0,82.0,Toronto,United States of America,3.0,375.0,2123212.0,1-548-072-1931,xfoiag,DC,0.0,M,U,Graphic Packaging Holding
aob10817,3.0,aawiydruukxaoiyrzbkchqavkrpblmfxzuvukmmhijwkxmvxdsqlxxxefebuoex,324232.0,,Fairbanks,United States of America,9.0,309.0,1744147.0,1-027-420-1686,Nkekafewbtu,NY,3.0,S,O,Discover Financial Services
AHT10818,2.0,Eszcttowvwdhucobwdxfcznejxclzifsksphepgpnskjawcoyeywir,239547.0,99.0,Indianapolis,United States of America,9.0,516.0,3427871.0,1-794-212-6452,lmqgpxpwhl,AL,5.0,D,O,Group 1 Automotive
Lxz10819,4.0,Hjlhi,243053.0,38.0,McAllen,United States of America,0.0,319.0,2713771.0,1-076-584-7269,wnegcp,MD,1.0,M,R,MasterCard
Ufu10820,2.0,Vhptzhmqgjrklpyzafarapepcvwravcidwozuuggkmjm,101473.0,74.0,Scottsdale,United States of America,8.0,673.0,3526256.0,1-465-838-4956,VDZJDDHDP,ND,0.0,M,R,Crane
aby10821,5.0,,392902.0,,Moreno Valley,United States of America,,472.0,2956251.0,1-193-589-4253,Pwbwqqkyyqc,NM,3.0,S,O,Scholastic
YVQ10822,3.0,Jusuoeinwqgvcjaseapxzvyagvgakerdpitybjxselufkkeivbcxbccg,52496.0,16.0,Frederick,United States of America,1.0,707.0,3263403.0,1-482-726-1707,APFEKZVM,SD,4.0,M,O,Steelcase
qmw10823,3.0,Pqupqtpfbljqsjqaxulzxalspqx,395022.0,25.0,Richmond,Canada,4.0,709.0,1695466.0,1-855-121-2990,jiqajkwdq,ME,1.0,M,O,D.R. Horton
XKC10824,3.0,Egfjghhwahsdowwqzayecyagxnacmfpgorztutnhxmderamnrluyhhutpdifeljgzygh,98274.0,99.0,Sherbrooke,,6.0,775.0,1095754.0,1-950-765-0467,tyffitgkz,HI,2.0,S,O,Weyerhaeuser
Ryp10825,0.0,DDTMORCAMGTELEUB,382055.0,6.0,Philadelphia,United States of America,10.0,830.0,1938297.0,1-224-009-1614,MVNGPS,SD,1.0,D,O,HealthSouth
SMO10826,0.0,Rhqwbfatpuiesttdafnvekksssygqtyvxrmoxjofzjfrpodbmxvpntxlarcudpfnfszzkczthmii,123754.0,25.0,Sandy,United States of America,0.0,529.0,1248307.0,1-552-379-3968,jtpizp,ID,3.0,M,O,Energy Future Holdings
LGK10827,3.0,Ofintdspdgnprwydzsedihglsqkdluclrbjpwltibfkcsgahbailenuxguadqimgdcqnndwiscrew,1969.0,100.0,Norfolk,United States of America,,690.0,2326670.0,1-357-429-3968,bwxyyrukarkc,HI,2.0,S,O,Noble Energy
kwc10828,1.0,Dddeqrodwmomjjirpcbieomexo,456860.0,56.0,Pittsburgh,Canada,,441.0,,,hdgqq,TN,5.0,D,U,Dr Pepper Snapple Group
Fzp10829,5.0,AHMADWDHKKDWMRRGQKGBKOLXJBDUYBJVRRGUWHQRALEAGTQNSPNOERPKPGMYQLEPSDYOYPJFYJDEE,317619.0,12.0,Grand Rapids,United States of America,2.0,554.0,577606.0,1-840-869-8952,Emkqheim,NJ,4.0,U,O,CH2M Hill
dms10830,5.0,Wmflmjgxfosm,27254.0,94.0,Sherbrooke,United States of America,10.0,526.0,2986027.0,1-446-378-7818,Miobkfrzxpm,NE,1.0,S,O,Sysco
Avz10831,5.0,Towteqtnfqwwudm,468777.0,83.0,New Haven,United States of America,5.0,457.0,2498795.0,,Qdrhcdp,GA,2.0,M,O,AK Steel Holding
Nyf10832,4.0,Okdmzpywjclvlcbjfqxnecei,362991.0,67.0,Brownsville,United States of America,8.0,424.0,2765571.0,,MFMJQACH,WV,0.0,M,O,PNM Resources
JTF10833,0.0,ncxccvozujtijhrzrfwsdgfzcazlwnnqzhygdjtwsvepwjrqjimpbzcaixjtcmxbapfftmmgkh,119200.0,61.0,Miami,United States of America,4.0,559.0,3933394.0,1-187-894-9565,Waqlgrhivrqf,MT,4.0,,R,Brinker International
Ukd10834,3.0,Jvkpabpigqvlciefaqsqvzaojygrpubpy,58102.0,37.0,Torrance,United States of America,9.0,544.0,3830057.0,1-259-561-7057,Kdejrgtw,NC,5.0,D,O,Snap-On
OGB10835,3.0,JLFLOSRBWJUUNSYWFEPIBUTTYDDAWXTQR,428624.0,39.0,Hampton,United States of America,8.0,525.0,1373200.0,1-450-253-0327,Tefusgljdgas,Nova Scotia,3.0,M,O,Allegheny Technologies
ceo10836,1.0,Ezbuzuyhlxfqsvbxnldhjytnsrfscgwampajyldxhsnl,465832.0,81.0,Colorado Springs,United States of America,3.0,830.0,158582.0,1-773-783-5611,avkxeci,NC,2.0,M,O,
Hrz10837,1.0,Slkooftwzehlkfkyknubeklohldthwqhudvwiqcavfivlpinavyuupuqadlmstmezqc,119885.0,71.0,Concord,Canada,9.0,752.0,189255.0,1-965-493-0349,Zgnsrkyxu,MA,2.0,U,R,Ralcorp Holdings
jeb10838,1.0,Rmfctnoljrb,174669.0,95.0,Salt Lake City,United States of America,,846.0,1109218.0,1-155-049-8081,,OH,1.0,M,O,Nicor
fkd10839,2.0,JILHWPEMQSZTQILOOWNDANYER,156656.0,47.0,Augusta,United States of America,3.0,558.0,3656088.0,1-452-868-7167,ZUVNKO,MD,0.0,S,O,Bed Bath & Beyond
Res10840,2.0,Ehtuxyfkwdjhpvrcbsnqqkbmnigilibvfuoxsytqqmbxdmzlx,357920.0,,Toledo,United States of America,9.0,850.0,473417.0,1-574-507-3746,bjizlitmqq,IN,5.0,M,O,HNI
REC10841,1.0,IEDLDQPXTVKRJVONJTAVTXXMIKLQUXJGWQCCANPSSCNJONNHROEBG,359633.0,76.0,Fort Collins,Canada,3.0,323.0,3434751.0,1-354-477-6595,Cisbrxwvbff,HI,0.0,M,O,Lowe's
Yst10842,1.0,Fwgwvtcpjseyauqxehzduzotzxddoesbdjnhtwjcjjixuxmtohfjmqnphroxrrd,202099.0,26.0,Kansas City,United States of America,3.0,842.0,3180166.0,1-924-365-0863,Zpvgpq,GA,4.0,U,O,Donaldson
Nvs10843,4.0,Ndbzqthzogguqecn,,99.0,Hartford,United States of America,8.0,718.0,356321.0,1-343-557-5744,Vywik,British Columbia,3.0,M,O,Ingram Micro
Krm10844,4.0,fkbwvaldyygcqqggueauxestjqottuqundnnuklgvgtvxskcnomazupxjavgy,265342.0,58.0,Hollywood,United States of America,9.0,529.0,3992021.0,,Xrwldqqriv,KS,2.0,M,O,Northrop Grumman
qps10845,3.0,Kexuaoejtkbjimxzweukzbkqfxn,337164.0,94.0,Concord,United States of America,3.0,609.0,1750937.0,1-066-884-8895,Btwwioiocm,AL,0.0,U,R,Lender Processing Services
Fyr10846,3.0,KNUTGWQJXRDJNRT,350915.0,45.0,Saint John,Canada,0.0,772.0,3548008.0,1-091-698-4789,,Ontario,4.0,D,O,Bank of America Corp.
hkj10847,1.0,Xkaufgligad,358327.0,57.0,Norfolk,United States of America,0.0,633.0,414056.0,,ahstukmzpjed,NE,4.0,M,O,
smw10848,4.0,SALNXXGQQHARVJIBPVHRWKHBAFDPKQHUNXMO,28279.0,62.0,Santa Clara,United States of America,10.0,494.0,613222.0,1-109-569-5507,Xvala,KY,5.0,M,O,Leap Wireless International
Urq10849,,Ekwgwmtcewkfoewhkxurpuvejbvo,491167.0,34.0,Sherbrooke,United States of America,,592.0,2416300.0,1-343-259-7805,MFMYSGDXL,MN,2.0,M,O,Nicor
Cbl10850,3.0,Gxqovsqetprgzmpqotcm,367346.0,31.0,Bridgeport,United States of America,1.0,455.0,2676453.0,1-453-392-7885,WIPHKYRNPDN,WA,,M,R,Source Interlink Cos.
IJX10851,5.0,,420057.0,66.0,Oklahoma City,United States of America,0.0,446.0,2306581.0,1-213-684-9283,Acwdwhvhvu,DC,4.0,U,O,Xilinx
qpm10852,3.0,LHXLSYSUCYBQXLOQRHMSGVZPZA,410305.0,58.0,Miami,United States of America,10.0,,2251896.0,1-237-664-0583,GKHHOBFTCB,Saskatchewan,4.0,M,O,Cameron International
Hfr10853,3.0,Gmnwrujfvsenmksmzcausqrfmjqevfmfrviffelklplpthcv,326726.0,40.0,Tampa,United States of America,1.0,371.0,3052538.0,1-689-879-3736,Tznmgvliz,NY,4.0,M,O,Buildings Materials Corp.
gob10854,4.0,Onkaftcksdfjvgmgpwvctaigtjcajuez,418631.0,63.0,Chicago,Canada,8.0,308.0,3739890.0,1-953-647-7827,RIXDDDVHT,DC,,M,,Levi Strauss
Kta10855,0.0,Drxhxdorewjfiplyevhvbgnnoadmhmndhxnhvhxckbkgpp,323616.0,39.0,Concord,United States of America,7.0,520.0,1436877.0,1-002-821-0001,PRRXV,AR,,M,U,Superior Energy Services
Icr10856,3.0,kkfdcwtxsavmolwejlhuknvvivjvzefjszxrcrqbxlgbgjjj,376508.0,49.0,New Orleans,United States of America,6.0,612.0,1560760.0,1-932-555-0987,Roofxolqbvkq,OH,3.0,M,O,Murphy Oil
tpm10857,0.0,Czocvrbyhllrvwjrbcqypjfvayqtbaueubxfefjpkarkfjhkqywr,476120.0,100.0,Evansville,United States of America,6.0,808.0,,1-646-016-4503,Cyxgmhc,Quebec,5.0,M,O,Jabil Circuit
LRI10858,3.0,Otemvdoprjndgnw,40122.0,50.0,Worcester,United States of America,6.0,614.0,2845352.0,1-821-883-5682,Ihhzsjqfa,AK,3.0,U,U,Mosaic
ebc10859,2.0,Ucqnpwkux,161189.0,40.0,Baltimore,United States of America,4.0,577.0,2857909.0,1-496-563-6016,CINKBYR,MN,5.0,M,O,
Fbi10860,4.0,mpyltemhsezuzdcaddmyxypnppfuykgpofnqktdrpnfnpswogxanemfonenynrxi,400468.0,76.0,Vallejo,United States of America,3.0,318.0,1069521.0,1-055-051-9146,Mvsxgyhp,MD,0.0,D,O,Securian Financial Group
ICR10861,3.0,TOMVPMJBJTEBTZMCQLTORXNZLQAIUHJ,194902.0,55.0,Durham,United States of America,1.0,604.0,,1-388-554-0277,,KY,5.0,M,O,Caterpillar
tee10862,0.0,IAXGWOBVNDRHIXHSYTRGDMRDTPOGWOUPRBMNVANBMVPTMSVFFBMT,13152.0,88.0,Tulsa,United States of America,3.0,847.0,3917628.0,1-727-292-8078,amskt,WV,4.0,M,O,Southwest Airlines
Tin10863,0.0,OBHUMEABXDBJANDVHACDCHBAPPZODMFZAKWTKJSIYPOZDBIVKUTFDGTEHXWJAMTHXIMMZJGGKTEDLI,436025.0,35.0,Winnipeg,United States of America,1.0,363.0,761443.0,1-334-525-9861,XORAF,CA,5.0,U,O,Flowserve
Vch10865,,upglecdcuuwlirw,257165.0,,Corona,United States of America,3.0,326.0,1771800.0,1-990-107-5564,lczgiqdhaf,NJ,1.0,M,O,Invacare
Pjx10866,,NTYSJXAFUEOXLZFLJWBVRXUKCEAUIAZCDHSKVKVYSCLIDHHXZEK,337894.0,48.0,Sacramento,United States of America,4.0,668.0,3022542.0,,BECMHMKSL,GA,5.0,M,R,BB&T Corp.
Vpf10867,4.0,zksekmnvkigpunpuolainpvakplvvatkvxa,356799.0,52.0,San Antonio,United States of America,5.0,825.0,1383399.0,1-716-166-9366,Snxtdgp,KS,0.0,M,U,
Gvj10868,1.0,ZHMMBKNCOGNYU,270117.0,99.0,Brownsville,United States of America,2.0,786.0,3990771.0,1-688-045-4901,GIEZNTUI,WA,0.0,M,O,Genworth Financial
Xuc10869,1.0,rlfczysmudmcplwontlmzaccksg,494908.0,5.0,Charleston,United States of America,4.0,481.0,2450042.0,1-273-772-0860,RGSKKJEKNRF,MO,1.0,M,O,Health Management Associates
IVN10870,2.0,BHXUESVN,,23.0,St. Petersburg,,10.0,313.0,3331943.0,1-131-027-9958,ZMGJQBO,WI,2.0,M,R,International Assets Holding
Rgl10871,4.0,Arkrhxcebkrgxnamxdyhiqihakagyxvcoczvkptnhrjdpuluwrdpdhrfdwdxdnwrndmps,72631.0,74.0,Durham,Canada,5.0,797.0,2700892.0,1-687-841-5725,Fjeoqccpv,ID,4.0,U,,CACI International
Zin10872,0.0,Rqmttdgdgktdkbsajklsktwphlwvzmkqrvyzchuaernotfmeaas,,80.0,Hilo,United States of America,4.0,655.0,1988778.0,1-049-141-1702,Jyauewguk,WI,4.0,M,O,First Data
Adu10873,0.0,XVWBCXLXOAHLSGF,91926.0,28.0,Anaheim,Canada,8.0,735.0,726681.0,1-905-415-3583,Rifetwv,CO,4.0,,U,SunGard Data Systems
Csc10874,1.0,,234038.0,5.0,Livonia,United States of America,4.0,459.0,2337460.0,1-540-914-4756,Hmsgoe,Prince Edward Island,3.0,D,O,Group 1 Automotive
Ekn10875,1.0,PYRCXDN,13154.0,49.0,El Monte,United States of America,2.0,664.0,736224.0,1-191-268-1646,XYMLJBJ,MT,4.0,U,O,Capital One Financial
Sql10876,5.0,Xqrowckngeqxwdlzgqgixl,489679.0,24.0,Overland Park,United States of America,3.0,817.0,608007.0,1-419-978-5211,kiuikoxcc,HI,3.0,M,O,Adams Resources & Energy
GPG10877,0.0,FIECIYODQJYKHPGKEJOTGDXXFVTXYXYIZRRJCNWNDDMRBOFTKVLBPCLFFVVKYXGZIJRURLUU,134587.0,9.0,Kitchener,United States of America,8.0,,3246504.0,1-559-928-3346,Uzhepxd,IL,4.0,U,U,MeadWestvaco
YFJ10878,2.0,VVVIBJJOHJMLVQFGWOONZCQGSKLXEMHLOMDTNJAFFMDDGQDQKXCBEEVDIXV,127730.0,62.0,Tacoma,United States of America,6.0,753.0,2086761.0,1-052-414-7792,nbhnma,RI,2.0,M,O,Dell
Jqw10879,0.0,,34247.0,71.0,Charleston,United States of America,1.0,582.0,3868264.0,1-165-465-6251,,DC,3.0,M,O,
Dep10880,2.0,,315589.0,53.0,Wichita,United States of America,5.0,625.0,25224.0,1-394-137-7064,Ivdchhk,MT,4.0,,R,Jabil Circuit
Zzq10881,2.0,DCGVLSYVYAFAXRRFYLIXOBHWGJXTDBHFHVDWA,377153.0,11.0,Iqaluit,United States of America,6.0,619.0,2099888.0,1-095-184-2788,Rftjrrhxre,British Columbia,2.0,W,O,Abercrombie & Fitch
Pnj10882,2.0,GWIPHZEEHHDTZUIWIELTRZQSLSHDFWY,31105.0,78.0,Scottsdale,United States of America,4.0,641.0,413092.0,1-885-088-7182,Uhcwanjwpv,NC,3.0,M,U,Unum Group
Waw10883,,xmehkqpmhvazxkfggtcbntscrrgmnnkurjaxv,224693.0,70.0,Salinas,United States of America,5.0,531.0,,1-830-148-9088,Hhtjbklngh,Quebec,3.0,U,O,Fleetwood Enterprises
Yjv10884,1.0,ZYMPDOGBDTG,350254.0,39.0,Concord,United States of America,9.0,811.0,575786.0,1-110-165-1188,aruztf,AL,4.0,M,O,W.R. Grace
Ahg10885,1.0,Kncarxtgtbe,258746.0,59.0,Salem,United States of America,0.0,846.0,2552837.0,1-784-195-1927,iekrrltjwuux,NH,5.0,S,O,Foot Locker
Rsd10886,4.0,Cjfxinkdufvxikpypqkpozpullpcm,24839.0,53.0,Lubbock,United States of America,10.0,543.0,1478348.0,,OLIPIQHQH,WA,3.0,U,U,Textron
Coo10887,0.0,ZZTFTVZMALIW,283482.0,38.0,Huntsville,United States of America,9.0,708.0,2812221.0,1-390-959-7935,Cnqls,British Columbia,2.0,W,O,Kroger
TAT10888,0.0,Itvfemvaqiuascoitnglfkionxwrotjgdy,412788.0,76.0,Atlanta,Canada,4.0,736.0,552625.0,1-465-363-1576,KDRVDSTPN,VA,0.0,D,O,
Liz10889,4.0,Gynvgppwtuqhypaiskobvfznlqnsbcfbzrbuokoj,18209.0,8.0,Cedar Rapids,United States of America,3.0,314.0,1217588.0,1-123-808-1516,Uamfgxil,HI,5.0,W,O,DaVita
Son10890,4.0,doardkpmixmax,156695.0,35.0,Independence,United States of America,7.0,422.0,3426989.0,1-369-111-0397,Rdavnhssbga,Prince Edward Island,5.0,U,R,Broadcom
Coi10891,1.0,Ewawvudoblvqyvqvcwcuylfkfqxtgthpdtev,497996.0,,Mobile,United States of America,5.0,638.0,553994.0,1-652-781-7583,TSMQLBQSDTX,OK,2.0,S,O,BB&T Corp.
hfw10892,3.0,wiurxibjvfklgqsfupndupngdsgnekzeqvgfcndpbuuvvgziucgdswtjnncrxcimpaxycf,348858.0,28.0,Torrance,United States of America,10.0,740.0,1861088.0,1-156-514-8299,Hwtotofp,ME,4.0,M,R,BlackRock
Bgj10893,2.0,Mujoufgyoxpwotpkfosgzraaxoawrggeastcxarywfipecfayagffcuexoxgnkaszbztewyejcsflqz,362732.0,11.0,Corpus Christi,United States of America,7.0,769.0,1632708.0,1-554-737-2614,Edxtbdfnnb,NH,4.0,S,R,Nasdaq OMX Group
Jef10894,2.0,,291759.0,80.0,St. Paul,United States of America,4.0,489.0,242007.0,,Nkrtgql,TN,3.0,M,O,LifePoint Hospitals
Pck10895,1.0,HEDATDHTQRESYQNPLZXIRSCVLN,494615.0,46.0,Los Angeles,United States of America,5.0,664.0,2591328.0,1-292-180-2332,Hsiue,AL,1.0,U,R,Andersons
HQJ10896,1.0,Rbzpwerrrwjlenjiydkhesefijloujpzlfzqfpmihagizrwvtcouhheziwjgfuvdjofm,157794.0,52.0,Ontario,United States of America,9.0,534.0,2879085.0,1-109-504-8456,TUWYHKTQEIU,FL,2.0,D,O,
Lcr10897,2.0,UHCXRSCOLTQQEORPIUWKHSVDRPNYABRUMVDCKBBFDVUGPPHHNBNULDHXNEMXIGLXMXXG,17017.0,32.0,New York,Canada,8.0,800.0,2070875.0,1-848-515-3209,sqcyeoz,Manitoba,5.0,S,R,Tractor Supply
euf10898,1.0,Isjwdjzvkciyroqiavhtlejf,73499.0,55.0,Evansville,United States of America,3.0,622.0,2961512.0,1-746-280-7436,Jpnsxidu,IL,,M,R,Trinity Industries
Lwq10899,1.0,umtuggklkeervvddkigkeubifmxtllbsevpdsvyvkskmtnxrszmuix,269621.0,27.0,Long Beach,United States of America,7.0,779.0,553731.0,1-372-185-7674,,Alberta,2.0,U,R,URS
vzp10900,4.0,,66173.0,29.0,Anchorage,United States of America,9.0,577.0,3805111.0,1-447-973-6883,Kmwnul,WY,4.0,M,O,Merrill Lynch
Unw10901,0.0,gckalmrtohxjqtyyiyezaqaohuikfxcxudfc,466342.0,50.0,San Jose,United States of America,10.0,618.0,1194478.0,1-711-512-6950,vgywdxll,NJ,3.0,M,U,Mercury General
