prospect_gncd,prospect_ntwrth,prospect_g,prospect_ddrssln1,prospect_crdtrtng,prospect_stt,prospect_mplr,prospect_mrtlstts,prospect_ncm,prospect_pstlcd,prospect_nmbrcrs,prospect_ct,prospect_cntr,prospect_phn,prospect_nmbrchldrn,prospect_wnrrntflg,prospect_nmbrcrdtcrds
jee614,3984043.0,78.0,17099 starling north,315.0,MS,Owens & Minor,M,251222.0,48266,3.0,Plano,United States of America,1-127-638-5108,3.0,R,5.0
her615,2350714.0,43.0,18338 bailey park,403.0,OH,Erie Insurance Group,M,472110.0,77104,1.0,Pasadena,Canada,,0.0,O,6.0
KAP616,1366941.0,97.0,11863 magnolia boulevard,745.0,Prince Edward Island,Varian Medical Systems,M,397624.0,92627,,Tucson,United States of America,,3.0,O,7.0
Buc617,404849.0,88.0,22494 chimney rock avenue,847.0,Prince Edward Island,Host Hotels & Resorts,,23389.0,90226,0.0,Garden Grove,United States of America,1-162-772-9913,5.0,O,
SHE618,1792647.0,30.0,9086 ridgelea boulevard,769.0,MS,Advance Auto Parts,S,270757.0,43234,0.0,St. Johns,United States of America,1-852-101-8873,3.0,O,9.0
Laf619,2560690.0,44.0,1863 KETCH NORTH,504.0,AK,Puget Energy,S,439470.0,46404,1.0,Chula Vista,Canada,1-058-291-8670,2.0,O,0.0
MIN620,2799617.0,8.0,3052 pearson south,307.0,ME,Western Digital,M,321967.0,90816,5.0,Warwick,United States of America,1-266-265-8779,1.0,U,4.0
mai621,3183858.0,,21572 rockhill rue,,WA,Alaska Air Group,D,233598.0,70116,4.0,Ottawa,United States of America,1-315-652-5167,5.0,O,5.0
Thu622,1171732.0,24.0,11319 devonshire rue,727.0,Newfoundland,Fannie Mae,,44740.0,32810,1.0,Mesquite,United States of America,1-187-553-9722,3.0,U,10.0
bau623,381430.0,29.0,22376 burton upper,404.0,TN,Ferro,M,,14214,4.0,Saint John,United States of America,1-327-209-3731,4.0,R,5.0
Gla624,1802848.0,68.0,21177 norfolk way,820.0,MA,Boise,M,447424.0,T5d 1q9,5.0,Glendale,United States of America,1-898-511-5471,1.0,O,1.0
FOR625,3547100.0,17.0,15594 oliver upper,453.0,IA,Southwest Gas,S,373416.0,23290,0.0,Worcester,Canada,1-417-864-8423,3.0,O,8.0
Dig626,458869.0,42.0,23024 LARNER CRESCENT,517.0,WY,Vishay Intertechnology,M,318401.0,V6r 1r8,,Paterson,Canada,1-208-926-4142,4.0,R,0.0
Ear627,81753.0,81.0,15520 LEDGESTONE UPPER,698.0,TX,Northern Trust Corp.,S,486233.0,H2g 1u7,2.0,Scottsdale,United States of America,1-896-228-7378,4.0,O,4.0
Ver628,2544747.0,43.0,17293 macon avenue,705.0,OH,Hewitt Associates,,161343.0,V6E 1Q1,3.0,Denver,United States of America,1-481-194-3108,2.0,O,3.0
Man629,3226750.0,35.0,21185 4TH SOUTH,581.0,Alberta,Allegheny Energy,D,12042.0,93810,0.0,St. Paul,United States of America,1-768-168-1081,0.0,O,10.0
wad630,61045.0,29.0,18751 lyle avenue,782.0,ND,,S,370777.0,m2q 1d1,5.0,Eugene,United States of America,1-770-681-7447,3.0,O,
Cor631,257391.0,62.0,19309 mcfarlin north,639.0,NM,,M,427931.0,80040,1.0,Las Vegas,United States of America,1-118-631-7061,2.0,R,9.0
inn632,789945.0,17.0,14315 pharr drive,456.0,DC,Universal Health Services,M,58829.0,20088,2.0,Lafayette,United States of America,1-024-023-6087,5.0,R,3.0
BLA633,460888.0,62.0,20128 davie lane,586.0,Newfoundland,Georgia Gulf,D,334916.0,v6b 1p2,2.0,Phoenix,Canada,1-079-248-6941,5.0,O,7.0
Rho634,2429826.0,61.0,12416 lenwood lane,435.0,British Columbia,Harris,,395411.0,91141,2.0,Boston,United States of America,1-978-739-1975,5.0,O,1.0
Rey635,3270228.0,22.0,17886 st. phillip upper,813.0,OR,Retail Ventures,U,334012.0,19802,4.0,Durham,United States of America,1-624-006-8748,,O,3.0
WOO636,579773.0,64.0,21275 sinclair park,659.0,MA,AmeriCredit,M,288628.0,73130,1.0,Lewiston,United States of America,1-949-191-9164,2.0,O,9.0
Bra637,2113454.0,15.0,1166 holly knoll lower,632.0,Quebec,McKesson,M,218838.0,76013,0.0,St. Paul,United States of America,1-454-118-5900,5.0,O,8.0
Asb638,2256003.0,81.0,3135 FARMERS LANE,631.0,NY,PNM Resources,,117760.0,35838,4.0,Lansing,United States of America,1-462-867-2833,3.0,O,1.0
Bay639,3739932.0,84.0,8389 donaldson street,678.0,MN,Public Storage,U,74237.0,V6J 1T6,3.0,Fairbanks,United States of America,1-397-365-1822,4.0,O,8.0
zoe640,3751224.0,27.0,8954 bagby north,561.0,Prince Edward Island,Frontier Communications,M,,77249,,Casper,United States of America,1-768-644-1275,0.0,O,6.0
MOK641,1757737.0,92.0,1619 greenspoint road,774.0,CT,Albemarle,S,20316.0,v6u 1p6,0.0,Grand Rapids,United States of America,1-990-785-2125,0.0,R,9.0
Mus642,251928.0,38.0,13087 JENSEN EAST,512.0,NV,Ferrellgas Partners,D,408548.0,V6q 1q7,2.0,Columbia,United States of America,1-308-027-9491,3.0,O,3.0
Muk643,772197.0,,2756 brook meadow court,427.0,MT,Praxair,M,289595.0,S7c 1m7,5.0,Des Moines,United States of America,1-389-484-5126,1.0,O,6.0
Dun644,170850.0,52.0,18630 ATLANTIC ROAD,729.0,ID,Western Digital,U,197371.0,94514,3.0,San Diego,United States of America,1-612-166-5253,4.0,O,10.0
vil645,3593974.0,90.0,19334 stratmore lane,582.0,AZ,CBS,U,231861.0,T6A 1F7,1.0,Milwaukee,United States of America,1-267-951-1405,1.0,O,3.0
Sni646,385398.0,34.0,9902 altamesa park,817.0,Alberta,Kla-Tencor,M,,90148,3.0,Tempe,United States of America,1-529-239-4883,2.0,O,6.0
LAI647,3493375.0,52.0,2328 GRACIE AVENUE,429.0,NH,Hub Group,S,360371.0,80122,3.0,Hilo,United States of America,,,R,8.0
KAS648,2019039.0,,3778 crossus rue,352.0,IL,Consol Energy,M,406133.0,33706,3.0,El Paso,Canada,,2.0,U,
O'd649,3655585.0,90.0,16557 HOWSER RUE,413.0,NE,SunTrust Banks,M,2241.0,39533,5.0,Torrance,United States of America,1-281-567-5685,2.0,R,6.0
red650,492644.0,91.0,6066 fillmore lower,690.0,NC,,M,145340.0,H2e 1y2,2.0,Simi Valley,Canada,1-719-675-8310,2.0,R,9.0
tul651,731678.0,89.0,21370 KING RUE,397.0,FL,Crosstex Energy,S,349352.0,m5f 1w8,2.0,Yellow Knife,Canada,1-536-464-6570,2.0,O,8.0
Mab652,324150.0,90.0,14004 pelan way,646.0,Manitoba,URS,M,372216.0,h7e 1u5,4.0,Iqaluit,United States of America,1-469-871-4509,3.0,O,7.0
MIL653,3245916.0,63.0,2023 reynolds street,648.0,AL,BJ's Wholesale Club,M,72007.0,70120,4.0,Hamilton,United States of America,1-831-572-5981,5.0,R,6.0
don654,1993033.0,73.0,13456 stan hope upper,,NH,Allegheny Technologies,W,316933.0,78222,1.0,Richmond,United States of America,1-642-262-4957,1.0,,3.0
wye655,2487096.0,100.0,19991 VISTA DRIVE,431.0,ME,Brink's,U,273216.0,49506,2.0,Amarillo,United States of America,1-590-630-1496,2.0,R,10.0
bry656,1651084.0,56.0,20902 ashley avenue,776.0,Newfoundland,BJ's Wholesale Club,U,202780.0,95222,3.0,Louisville,United States of America,1-023-704-6358,5.0,O,5.0
mau657,1868523.0,99.0,14776 st. phillip court,410.0,MI,ServiceMaster,,492737.0,79102,0.0,Sacramento,United States of America,,4.0,O,7.0
dis658,3392782.0,68.0,9499 rice avenue,796.0,WI,Harris,,61007.0,43225,3.0,Portland,United States of America,1-010-798-4907,3.0,R,3.0
DER659,3296589.0,61.0,7914 wycliffe street,311.0,ME,Magellan Health Services,M,84283.0,64101,3.0,Chicago,United States of America,1-140-818-3802,0.0,O,3.0
Nam660,3797633.0,1.0,12400 GREAT OAKS EAST,679.0,Alberta,Juniper Networks,M,318740.0,78241,5.0,Toledo,United States of America,1-716-177-3113,2.0,O,8.0
Sea661,2356070.0,51.0,19853 overton ridge lower,652.0,VA,NCR,U,93599.0,40513,5.0,Norfolk,Canada,1-263-624-6289,2.0,O,0.0
ast662,523656.0,96.0,7281 northland lower,818.0,Ontario,,M,,75046,,Livonia,United States of America,1-056-392-1232,5.0,R,3.0
grz663,3218734.0,78.0,6993 malden street,377.0,NJ,Owens Corning,M,155698.0,H2g 1z5,5.0,Whitehorse,Canada,1-946-750-9935,,O,0.0
MCG664,2809637.0,8.0,1311 apollo north,334.0,KS,,M,239657.0,90146,2.0,Fort Wayne,United States of America,1-560-627-0679,0.0,O,7.0
Sha665,2284051.0,81.0,18794 hunter drive,725.0,Ontario,Amerigroup,D,266604.0,85225,5.0,Edmonton,United States of America,1-799-985-6187,4.0,O,5.0
mor666,1285151.0,63.0,18930 rockhill avenue,350.0,AK,Graphic Packaging Holding,W,411239.0,H6c 1z4,1.0,Dover,Canada,1-086-414-0587,4.0,,3.0
nam667,3955705.0,78.0,4178 bluff drive,745.0,MI,Computer Sciences,U,320863.0,V6p 1p5,0.0,Aurora,United States of America,1-862-765-6763,,O,0.0
Jew668,1072881.0,12.0,21893 vaughan way,,CO,Brookdale Senior Living,S,74307.0,94147,0.0,Sioux Falls,United States of America,1-394-320-6437,0.0,O,2.0
rei669,2934571.0,81.0,21575 woolridge lane,739.0,Newfoundland,Helix Energy Solutions Group,S,427816.0,M6S 1G8,1.0,Fremont,United States of America,1-597-997-0060,4.0,O,3.0
TRO670,,73.0,9479 OLIVER LOWER,565.0,TX,Pulte Homes,D,121215.0,90292,1.0,Lancaster,United States of America,1-437-760-5281,3.0,O,3.0
Ant671,1169188.0,54.0,9482 WARREN DRIVE,669.0,NJ,Omnicom Group,U,346244.0,H2a 1w6,4.0,Victoria,United States of America,1-127-399-4311,1.0,R,5.0
Esp672,2478909.0,65.0,6420 crestmere east,490.0,WY,Baxter International,M,105379.0,m2q 1e3,0.0,Stamford,United States of America,1-351-410-7026,3.0,O,7.0
Man673,1231462.0,38.0,16633 raymond road,737.0,OK,YRC Worldwide,U,439741.0,Y1B 1G5,3.0,Idaho Falls,United States of America,1-224-813-3139,2.0,,4.0
Fer674,3486073.0,8.0,14324 waverly lower,327.0,WV,Aleris International,M,265873.0,M5A 1X9,4.0,Mount Pearl,United States of America,1-700-354-7288,0.0,,6.0
Mon675,3232658.0,30.0,20353 sandpoint park,508.0,Newfoundland,Apollo Group,,228503.0,10191,5.0,Philadelphia,United States of America,1-106-682-5990,0.0,R,6.0
cur676,360006.0,89.0,23182 trail lake west,409.0,MN,Computer Sciences,M,6321.0,67206,3.0,Oshawa,United States of America,1-169-184-6475,3.0,O,0.0
int677,2021323.0,71.0,240 HOKE NORTH,670.0,DE,,D,350261.0,H2c 1v6,5.0,Santa Fe,United States of America,1-859-136-8932,5.0,O,2.0
Mel678,3263667.0,68.0,18785 INNSBROOK NORTH,571.0,FL,General Cable,S,356869.0,15227,5.0,Salinas,United States of America,1-638-148-1496,3.0,R,7.0
MET679,2084656.0,52.0,1096 PALISADES WAY,628.0,ND,DRS Technologies,,491683.0,m5c 1w7,1.0,Miami,United States of America,1-475-726-9973,5.0,O,0.0
Kee680,634852.0,53.0,14817 bailey boulevard,,TN,Plains Exploration,U,273742.0,s3b 1f2,1.0,Pittsburgh,United States of America,1-913-702-4542,5.0,O,10.0
ugu681,1164874.0,37.0,5317 drew east,792.0,MO,Icahn Enterprises,U,172528.0,V6S 1P8,1.0,Garland,Canada,1-444-368-5281,4.0,U,5.0
Bru682,3636683.0,17.0,9521 bailey east,838.0,VA,Metals USA Holdings,D,50389.0,99704,3.0,Springfield,United States of America,1-768-551-9739,3.0,O,1.0
Mil683,3447360.0,43.0,4032 erie court,520.0,Saskatchewan,AECOM Technology,D,423560.0,35211,0.0,Baton Rouge,United States of America,1-649-877-9238,3.0,O,3.0
shi684,663791.0,75.0,458 CORMORANT ROAD,792.0,Saskatchewan,Ruddick,D,23222.0,E7n 1i8,4.0,Corona,United States of America,1-190-018-0868,3.0,O,2.0
Dow685,2694883.0,11.0,11318 pelan drive,,ND,Itron,M,254880.0,20029,5.0,Burlington,United States of America,1-812-916-6457,5.0,,3.0
SOB686,1061662.0,6.0,6420 crestmere east,812.0,FL,CA,,31861.0,V6r 1q9,3.0,Mesquite,United States of America,1-283-006-9410,2.0,O,2.0
Cha687,3851075.0,35.0,13762 silver sage way,387.0,AR,Circuit City Stores,U,188505.0,93839,0.0,Portland,United States of America,1-339-862-0627,4.0,O,1.0
set688,1735972.0,57.0,7155 seward crescent,535.0,AR,Rite Aid,M,84446.0,92028,3.0,Idaho Falls,United States of America,1-820-891-7615,5.0,U,4.0
de 689,1104838.0,96.0,21572 rockhill rue,378.0,British Columbia,Wyeth,M,,75011,0.0,Sioux Falls,United States of America,1-715-598-0224,0.0,O,9.0
pot690,150015.0,23.0,19492 lyons court,536.0,Quebec,Jones Lang LaSalle,M,383794.0,30318,,Huntsville,United States of America,1-599-601-3756,4.0,O,1.0
Tre691,3135780.0,53.0,387 roosevelt street,402.0,ID,,M,321413.0,H2F 1V1,0.0,McAllen,Canada,1-546-968-9016,0.0,O,7.0
TAP692,802522.0,29.0,9309 charlestown court,481.0,FL,Arrow Electronics,W,269925.0,T6c 1e2,2.0,Louisville,Canada,1-639-187-8470,3.0,O,9.0
gra693,3428625.0,20.0,5049 VANCE UPPER,659.0,MS,Universal,M,125117.0,79607,,Manchester,United States of America,1-633-453-8880,3.0,O,1.0
HAG694,748548.0,51.0,13804 NOVA UPPER,366.0,British Columbia,Armstrong World Industries,W,343055.0,43630,5.0,Vancouver,United States of America,1-943-651-8602,2.0,O,7.0
Bry696,3850237.0,94.0,10572 kiel avenue,541.0,NC,NuStar Energy,S,417150.0,99767,4.0,McAllen,United States of America,1-984-107-2264,0.0,O,0.0
sim697,805130.0,36.0,9023 tamarind rue,787.0,CT,Sunoco,,178910.0,T6C 1G1,,Simi Valley,United States of America,1-630-387-9140,1.0,O,2.0
Gus698,3330562.0,68.0,3495 la grande court,371.0,NH,BB&T Corp.,S,178474.0,94181,5.0,Los Angeles,United States of America,1-798-387-6062,0.0,O,4.0
Lid699,3239664.0,91.0,4640 BEDFORD PARK,532.0,KS,Genuine Parts,U,230024.0,02906,5.0,Toledo,United States of America,1-865-084-4591,5.0,O,1.0
Hub700,3768334.0,90.0,12709 wycliffe crescent,820.0,MO,Int. Flavors & Fragrances,M,454470.0,87509,2.0,Charleston,United States of America,1-470-024-4614,4.0,R,8.0
BRI701,3224223.0,99.0,7667 bayridge road,776.0,VT,Hubbell,S,438849.0,V5d 1p4,4.0,Oshawa,United States of America,1-874-591-7914,5.0,O,3.0
Kat702,2420703.0,90.0,2700 windwood north,339.0,British Columbia,Nicor,W,381101.0,M3v 1l6,2.0,Hayward,United States of America,1-417-059-6308,,O,4.0
App703,805270.0,65.0,2260 mulberry north,375.0,VT,Nalco Holding,U,297167.0,40231,2.0,Inglewood,United States of America,1-629-425-2271,0.0,O,1.0
Win704,1028237.0,39.0,9391 trend way,445.0,TN,Neiman Marcus,S,442460.0,V6N 1V5,5.0,Memphis,United States of America,1-550-594-6229,5.0,O,10.0
Sch705,2190087.0,30.0,15565 washington crescent,482.0,KY,Regis,,361667.0,85208,3.0,Tacoma,Canada,1-326-564-3381,3.0,O,1.0
Chr706,1185936.0,42.0,10436 ingersoll upper,484.0,Nova Scotia,Target,M,487178.0,91177,4.0,Cheyenne,Canada,1-605-744-3640,0.0,O,10.0
AML707,1384113.0,85.0,17481 spectrum avenue,707.0,CA,Saks,,494579.0,95131,1.0,Amarillo,United States of America,1-698-826-1506,1.0,R,9.0
Kno708,3936754.0,12.0,21620 snead avenue,303.0,Quebec,Anixter International,M,125133.0,19806,1.0,Stamford,United States of America,1-112-971-3640,4.0,U,10.0
Owe709,3088700.0,2.0,5293 mcfarlin crescent,677.0,Saskatchewan,PG&E Corp.,D,321408.0,V6r 1v7,1.0,Victoria,United States of America,1-260-889-7283,5.0,O,5.0
con710,244049.0,56.0,601 carroll lower,309.0,NV,Asbury Automotive Group,U,310125.0,90181,3.0,Milwaukee,United States of America,1-812-331-3914,2.0,O,8.0
par711,1021034.0,34.0,19812 BRIAR FOREST ROAD,456.0,MA,Cimarex Energy,M,399580.0,H6C 1Y8,1.0,San Jose,United States of America,,4.0,O,2.0
don712,2199460.0,11.0,10505 king crescent,840.0,NJ,NCR,S,264543.0,e7o 1o2,1.0,Casper,Canada,1-211-013-3911,3.0,O,3.0
LIT713,3061904.0,88.0,4516 whitman lane,333.0,ND,Univision Communications,M,218878.0,92613,3.0,Santa Fe,United States of America,1-496-223-1124,4.0,O,6.0
ban714,,68.0,11057 andrews west,608.0,ID,Levi Strauss,M,314603.0,E7n 1j4,3.0,Charlotte,United States of America,1-420-307-8906,1.0,O,10.0
pie715,3682603.0,65.0,8887 holly knoll court,646.0,NJ,Pride International,U,437173.0,V6Z 1V8,2.0,Arlington,United States of America,1-847-082-5511,5.0,O,4.0
Mc716,1623669.0,78.0,13388 marcus way,624.0,MT,Valmont Industries,D,151014.0,S3a 1g6,3.0,Phoenix,United States of America,1-850-638-3820,2.0,U,8.0
Lam717,1864608.0,82.0,7387 8th court,590.0,NE,,S,264793.0,V5b 1n4,3.0,Warren,United States of America,1-613-706-3848,4.0,O,10.0
Kau718,2248389.0,81.0,7217 WISE LOWER,832.0,WA,Delphi,S,35858.0,60656,1.0,Simi Valley,United States of America,1-903-525-9736,0.0,O,2.0
Hor719,1452333.0,61.0,804 josey street,438.0,LA,Warnaco Group,M,176175.0,77201,3.0,Detroit,United States of America,1-710-097-3079,4.0,O,5.0
ORN720,3877623.0,20.0,11323 roosevelt road,832.0,WA,Torchmark,S,301064.0,T6a 1k6,2.0,Sandy,United States of America,1-252-336-2292,0.0,O,0.0
Hao721,634124.0,40.0,2336 shelter rue,505.0,AR,Illinois Tool Works,M,492949.0,23227,0.0,Orlando,United States of America,1-991-885-1437,3.0,O,8.0
QAI722,3500607.0,71.0,18993 rivas rue,626.0,TN,Career Education,U,401470.0,45408,0.0,Santa Ana,United States of America,,1.0,,10.0
Cop723,,56.0,10097 smithdale court,550.0,Newfoundland,Robert Half International,W,190857.0,V6p 1u9,0.0,Tulsa,United States of America,1-447-129-2089,1.0,R,7.0
azi724,2449087.0,10.0,16560 alpine street,,MS,Furniture Brands International,M,128818.0,T6d 1b3,3.0,Idaho Falls,United States of America,1-583-276-8580,2.0,O,6.0
pas725,33030.0,15.0,1971 belknap east,381.0,NE,Vornado Realty Trust,M,231580.0,60627,5.0,Sioux Falls,United States of America,1-795-116-4062,0.0,R,6.0
KIN726,3745897.0,26.0,12478 garden brook street,718.0,MT,NBTY,M,446431.0,35821,3.0,Eugene,United States of America,1-251-751-5758,4.0,O,3.0
JEF727,1448337.0,77.0,9764 harvard park,609.0,TX,Anadarko Petroleum,U,324999.0,45219,0.0,Hampton,United States of America,1-086-541-5131,3.0,O,1.0
Sch728,3479324.0,6.0,19198 savoy park,347.0,NE,Sanderson Farms,,95506.0,X7j 1q1,2.0,Provo,Canada,1-819-129-5234,5.0,O,1.0
BEL729,1424306.0,60.0,17200 hollywood avenue,353.0,VT,Manitowoc,,161874.0,03106,2.0,Tempe,United States of America,1-703-593-6465,4.0,O,6.0
D's730,3390781.0,21.0,3855 cantey drive,652.0,IN,Costco Wholesale,M,288909.0,E7N 1K6,2.0,Charleston,United States of America,,0.0,O,5.0
cap731,2534470.0,,1427 addax lane,650.0,NE,Gilead Sciences,D,142656.0,91172,1.0,Pittsburgh,United States of America,1-156-927-9659,1.0,R,6.0
Den732,472363.0,69.0,22179 bledsoe north,423.0,Prince Edward Island,Unitrin,M,356722.0,35275,5.0,Naperville,United States of America,1-959-387-9431,5.0,O,1.0
Qui733,1984849.0,11.0,19494 RED WILLOW CRESCENT,848.0,NM,Tech Data,S,128416.0,85082,5.0,Salem,United States of America,1-080-969-4705,2.0,O,3.0
BOW734,2909826.0,46.0,24529 polaris court,369.0,UT,Owens-Illinois,D,224462.0,H7f 1t6,1.0,Columbia,Canada,1-137-347-8886,5.0,O,6.0
dad735,2586740.0,,11516 tanner street,303.0,Quebec,Boise Cascade Holdings,M,251948.0,20026,3.0,Torrance,United States of America,1-971-110-5144,0.0,O,8.0
Pde736,48588.0,12.0,8527 burton rue,425.0,Newfoundland,Plexus,U,89860.0,97308,0.0,Winston-Salem,United States of America,,4.0,O,8.0
Dai737,486500.0,,9906 airport north,814.0,TX,Entergy,M,336193.0,10097,2.0,Abilene,United States of America,1-917-780-4133,2.0,O,7.0
Cec738,2874069.0,45.0,12638 HOMER CRESCENT,360.0,DE,Solutia,M,331438.0,V6G 1R1,2.0,Abilene,United States of America,1-894-998-6668,2.0,O,2.0
lal739,2333647.0,27.0,24697 florence west,803.0,UT,Terra Industries,M,25504.0,92554,1.0,Ontario,Canada,1-654-324-8181,2.0,O,0.0
Bor740,3811450.0,53.0,378 nolan avenue,533.0,KS,Danaher,M,,M4l 1m1,1.0,Nashua,United States of America,1-941-965-7871,0.0,O,10.0
Kap741,3444567.0,56.0,4139 pace lower,439.0,VA,T. Rowe Price,D,268059.0,m7n 1b2,2.0,Vancouver,United States of America,1-847-640-6032,3.0,O,3.0
Mad742,978619.0,55.0,23058 pelan street,628.0,British Columbia,Carlisle,M,381192.0,92147,0.0,El Monte,Canada,1-961-363-7983,0.0,U,4.0
Mac743,,20.0,1194 burgoyne lower,732.0,CA,CUNA Mutual Group,U,178850.0,T6A 1F7,1.0,Seattle,Canada,1-979-031-5811,3.0,U,1.0
TOO744,3927831.0,46.0,23822 MARVIN CRESCENT,556.0,IN,Chiquita Brands International,D,315235.0,V6x 1u4,3.0,Fullerton,United States of America,1-215-404-1803,3.0,O,7.0
Mil745,116752.0,89.0,19932 clower street,406.0,New Brunswick,Applied Industrial Tech,S,372103.0,94280,4.0,Cedar Rapids,United States of America,1-825-913-2064,1.0,O,0.0
Har746,654796.0,16.0,5286 NOLAN ROAD,647.0,WV,J.B. Hunt Transport Services,M,493813.0,T6C 1A9,2.0,Sherbrooke,Canada,1-919-517-8236,1.0,O,2.0
Ret747,430326.0,65.0,11101 MORTON BOULEVARD,325.0,NM,,U,398811.0,93739,3.0,Augusta,United States of America,1-370-381-9981,2.0,R,
chr748,1629025.0,64.0,8651 TRACE CREEK LANE,372.0,AR,Polaris Industries,M,390064.0,V6z 1q5,1.0,Cincinnati,United States of America,1-232-414-0018,0.0,U,9.0
Reh749,3468473.0,69.0,24529 polaris court,398.0,DE,Spansion,W,472643.0,36644,5.0,Pittsburgh,United States of America,1-034-667-3200,2.0,O,6.0
Sha750,3949555.0,90.0,5574 HOMER WEST,701.0,ND,Qualcomm,D,303747.0,V6P 1Q1,1.0,Moreno Valley,United States of America,1-684-217-8067,3.0,O,8.0
Sim751,3199720.0,69.0,2473 martin rue,802.0,AR,Medical Mutual of Ohio,M,199405.0,h7h 1v6,0.0,Escondido,United States of America,1-263-373-2472,2.0,O,1.0
REI752,571028.0,7.0,8935 young upper,470.0,WY,Genzyme,W,342155.0,V6d 1w7,1.0,Las Cruces,United States of America,1-577-333-4720,0.0,O,2.0
Lon753,1392077.0,78.0,11516 tanner street,832.0,MN,NYSE Euronext,M,278094.0,v6u 1v9,2.0,Savannah,Canada,1-846-685-1933,3.0,O,1.0
FLO754,208823.0,97.0,4899 long branch crescent,739.0,AL,Windstream,S,265328.0,V6K 1R6,4.0,West Valley,United States of America,1-167-761-5589,2.0,O,8.0
ram755,2707257.0,,14203 brooks west,681.0,AZ,Prudential Financial,D,388311.0,h5k 1r2,5.0,Moncton,United States of America,1-449-331-5288,2.0,O,3.0
HAS756,3513796.0,25.0,2160 weizmann drive,612.0,AR,Sempra Energy,M,275157.0,93870,3.0,Reno,United States of America,1-845-662-4816,3.0,U,9.0
KIN757,504565.0,30.0,20064 oakmont east,555.0,NV,Quest Diagnostics,M,272932.0,V6m 1p4,1.0,Dallas,United States of America,1-098-141-3916,3.0,O,6.0
Goo758,2843171.0,84.0,2172 leon lower,828.0,VT,Shaw Group,M,377330.0,27712,5.0,Regina,Canada,1-309-077-3237,4.0,R,1.0
KHA759,3142178.0,18.0,5289 APPLE TREE NORTH,450.0,WV,Coca-Cola Enterprises,,440556.0,67231,4.0,Quebec,United States of America,1-569-232-1360,2.0,O,6.0
Mac760,,72.0,232 lyle park,562.0,ME,Questar,M,262528.0,27629,5.0,Orange,United States of America,,0.0,U,1.0
Wic761,18237.0,97.0,3406 kiel north,,WV,Priceline.com,M,456490.0,60707,1.0,Plano,United States of America,1-562-326-8511,3.0,O,9.0
too762,2287567.0,,15621 yaupon lower,532.0,DE,McDonald's,M,429895.0,83732,3.0,Fullerton,United States of America,,2.0,O,7.0
lab763,1529135.0,81.0,19647 armstrong avenue,748.0,Alberta,Johnson Controls,D,444834.0,V6e 1t2,1.0,Fort Worth,United States of America,1-593-766-5978,3.0,R,2.0
das764,3048050.0,92.0,22806 GARSON EAST,737.0,MO,Icahn Enterprises,D,419746.0,H7g 1s5,,Saskatoon,United States of America,1-394-256-6485,3.0,O,4.0
CAR765,1788652.0,26.0,9883 donaldson south,702.0,NY,Burlington Coat Factory,M,455150.0,H6a 1z7,3.0,Tucson,United States of America,1-595-918-8732,5.0,O,
gan766,1940580.0,19.0,8288 TARTAN WEST,475.0,AK,AptarGroup,W,28561.0,68503,1.0,Columbia,United States of America,1-060-553-9307,1.0,O,4.0
Sta767,2209447.0,22.0,13247 bellevue rue,406.0,SD,PharMerica,,442941.0,95161,0.0,Glendale,Canada,1-450-157-4598,4.0,O,5.0
ZEG768,3676735.0,99.0,17411 vandenburg north,504.0,MN,Smurfit-Stone Container,M,166481.0,94705,4.0,Milwaukee,Canada,1-578-320-9404,,O,5.0
HOC769,2535269.0,95.0,6097 SCOTCH BOULEVARD,815.0,MD,Dr Pepper Snapple Group,U,,94499,1.0,Lexington,Canada,1-431-145-9470,3.0,O,9.0
Mat770,2416068.0,27.0,13590 westover east,825.0,KY,Duane Reade Holdings,M,173805.0,98195,1.0,Buffalo,United States of America,1-211-760-8900,3.0,O,4.0
ACH771,1923693.0,10.0,16325 richmond court,430.0,WI,,M,75043.0,93537,4.0,Fremont,Canada,1-634-284-8819,5.0,O,7.0
Ber772,1805916.0,57.0,10947 ardmore rue,436.0,RI,Mueller Water Products,U,,78409,3.0,Fargo,Canada,1-577-358-6487,1.0,O,7.0
FAT773,525858.0,47.0,18395 bledsoe boulevard,772.0,DE,Avnet,M,317641.0,43638,4.0,El Paso,United States of America,1-012-599-0249,2.0,O,7.0
VAN774,62285.0,3.0,3782 ethridge east,782.0,MI,Xcel Energy,M,282750.0,t5d 1j9,0.0,Biloxi,United States of America,1-046-153-7625,2.0,O,5.0
Mas775,2287295.0,23.0,24059 meadow haven lower,449.0,MA,Target,M,368516.0,91224,0.0,Flint,Canada,1-808-058-8753,2.0,O,2.0
Mur776,362917.0,63.0,11183 COUNTRY SOUTH,567.0,NH,Sigma-Aldrich,D,16887.0,h5l 1o9,5.0,Windsor,United States of America,1-109-416-7006,1.0,R,1.0
Bai777,2070568.0,52.0,14276 MARTINS AVENUE,663.0,Newfoundland,Landstar System,M,168668.0,T5D 1O5,2.0,Phoenix,United States of America,1-214-130-9750,3.0,U,4.0
GUT778,2994856.0,63.0,13087 jensen east,724.0,MA,Terra Industries,M,365297.0,M2p 1f2,,Las Vegas,United States of America,1-436-550-0400,3.0,O,5.0
BAG779,315220.0,48.0,4529 notingham crescent,588.0,UT,Knight,U,274872.0,04116,0.0,Stamford,United States of America,1-331-319-9554,5.0,O,8.0
