NumberCars,OwnOrRentFlag,CreditRating,NumberChildren,NumberCreditCards,MaritalStatus,Country,Gender,State,AddressLine1,Income,Phone,FirstName,City,NetWorth,AddressLine2,Employer,MiddleInitial,LastName,AgencyID,PostalCode,Age
0.0,O,830.0,1.0,10.0,D,United States of America,,SD,Pkslwhobasrjfzitskwdtrefmdvojjlxpuaylxrpaiprcqvwtbdujgiedraiclwjol,382055.0,1-224-009-1614,QQQGYYXS,Philadelphia,1938297.0,DDTMORCAMGTELEUB,HealthSouth,,Rypqdcfksupmtckaboq,Ryp10825,MVNGPS,6.0
0.0,O,529.0,3.0,0.0,M,United States of America,g,ID,Ctihhyoqflljslcrqawpdgemrkjjkqqsighwgcsjtynynrwqrqbjcmnxxtlprwgrkqzs,123754.0,1-552-379-3968,Gjfagv,Sandy,1248307.0,Rhqwbfatpuiesttdafnvekksssygqtyvxrmoxjofzjfrpodbmxvpntxlarcudpfnfszzkczthmii,Energy Future Holdings,,SMOKLS,SMO10826,jtpizp,25.0
3.0,O,690.0,2.0,,S,United States of America,,HI,crfwnnpjipcjrvguzcmirrruywrcpoqbuforukfppeyxulcucvhadjwuphufo,1969.0,1-357-429-3968,Bamrgpkoasmlmciz,Norfolk,2326670.0,Ofintdspdgnprwydzsedihglsqkdluclrbjpwltibfkcsgahbailenuxguadqimgdcqnndwiscrew,Noble Energy,,LGKDQGJOOKVKCARVIXIG,LGK10827,bwxyyrukarkc,100.0
1.0,U,441.0,5.0,,D,Canada,,TN,Rusttlpm,456860.0,,mdilwgskicewwhbqhowly,Pittsburgh,,Dddeqrodwmomjjirpcbieomexo,Dr Pepper Snapple Group,Z,kwcezkvxpkiwrenle,kwc10828,hdgqq,56.0
5.0,O,554.0,4.0,2.0,U,United States of America,f,NJ,hdweeqdprjuauwfsudglhpqsujfhrjaqeynfvekxfaadymadqoesvzfvepenmxsbossftbblfcecshto,317619.0,1-840-869-8952,Gwfsgndwhwkosg,Grand Rapids,577606.0,AHMADWDHKKDWMRRGQKGBKOLXJBDUYBJVRRGUWHQRALEAGTQNSPNOERPKPGMYQLEPSDYOYPJFYJDEE,CH2M Hill,s,Fzpetvkyjrnxjgcv,Fzp10829,Emkqheim,12.0
5.0,O,526.0,1.0,10.0,S,United States of America,F,NE,Cqirxrjzndxgnweuu,27254.0,1-446-378-7818,xalqvi,Sherbrooke,2986027.0,Wmflmjgxfosm,Sysco,,dmslqndytifps,dms10830,Miobkfrzxpm,94.0
5.0,O,457.0,2.0,5.0,M,United States of America,m,GA,EAYUIOS,468777.0,,Nvzviismjrhb,New Haven,2498795.0,Towteqtnfqwwudm,AK Steel Holding,k,Avznkmtdj,Avz10831,Qdrhcdp,83.0
4.0,O,424.0,0.0,8.0,M,United States of America,,WV,Siajetehapqzljzfufwftjwvrrlnufdglozd,362991.0,,qphzahx,Brownsville,2765571.0,Okdmzpywjclvlcbjfqxnecei,PNM Resources,V,Nyffigvltnowfogvjbjappvauov,Nyf10832,MFMJQACH,67.0
0.0,R,559.0,4.0,4.0,,United States of America,m,MT,Rbrie,119200.0,1-187-894-9565,Xalmrijvphtsbxkikzvqsvss,Miami,3933394.0,ncxccvozujtijhrzrfwsdgfzcazlwnnqzhygdjtwsvepwjrqjimpbzcaixjtcmxbapfftmmgkh,Brinker International,,JTFPZAGPQIPJULIYDMTIFYIUPF,JTF10833,Waqlgrhivrqf,61.0
3.0,O,544.0,5.0,9.0,D,United States of America,,NC,AMZFEXDVGHNFZMJUXZIXCQBSIWDAGW,58102.0,1-259-561-7057,Xbxkpntvrvabkraywfbxx,Torrance,3830057.0,Jvkpabpigqvlciefaqsqvzaojygrpubpy,Snap-On,S,Ukdgxisjjt,Ukd10834,Kdejrgtw,37.0
3.0,O,525.0,3.0,8.0,M,United States of America,,Nova Scotia,Csfuribafjohohuztnyxffpznrokmqwhtswvvxxzdgvffeygcpav,428624.0,1-450-253-0327,Pgyaipazqcfgndwllolxhoxtmo,Hampton,1373200.0,JLFLOSRBWJUUNSYWFEPIBUTTYDDAWXTQR,Allegheny Technologies,B,OGBQVR,OGB10835,Tefusgljdgas,39.0
1.0,O,830.0,2.0,3.0,M,United States of America,,NC,zwmajofteuhuqyhveulxku,465832.0,1-773-783-5611,TUPPUBRUBXLTATSDXXFJLDTUDT,Colorado Springs,158582.0,Ezbuzuyhlxfqsvbxnldhjytnsrfscgwampajyldxhsnl,,,ceodavfufblagaurvaxijrpcyubuq,ceo10836,avkxeci,81.0
1.0,R,752.0,2.0,9.0,U,Canada,,MA,Vfqmeybxomwgbwavrfddopitxkcqripmpfqbsaiccdbsyuspwgvtsiqsidhytg,119885.0,1-965-493-0349,BMQBFVAEKMYLXXLXZLLIV,Concord,189255.0,Slkooftwzehlkfkyknubeklohldthwqhudvwiqcavfivlpinavyuupuqadlmstmezqc,Ralcorp Holdings,n,Hrzdmqeyvdwzgwjnwjpluweny,Hrz10837,Zgnsrkyxu,71.0
1.0,O,846.0,1.0,,M,United States of America,f,OH,Jzciffclpncfjnerspxkjnggcopwrliyhmqqrgxwliuplatbmmkkwcpisgbmfazmvpmmuje,174669.0,1-155-049-8081,Fognkom,Salt Lake City,1109218.0,Rmfctnoljrb,Nicor,,jebtmweywvdrqtfqhvwfitqdyn,jeb10838,,95.0
2.0,O,558.0,0.0,3.0,S,United States of America,M,MD,Oasuzotwibzahlaofygtuopstzuntnphytnvesodopmmgaqawodghezwpthe,156656.0,1-452-868-7167,Qrqms,Augusta,3656088.0,JILHWPEMQSZTQILOOWNDANYER,Bed Bath & Beyond,,fkdfrptmhhs,fkd10839,ZUVNKO,47.0
2.0,O,850.0,5.0,9.0,M,United States of America,M,IN,rzxqt,357920.0,1-574-507-3746,vjkaqcy,Toledo,473417.0,Ehtuxyfkwdjhpvrcbsnqqkbmnigilibvfuoxsytqqmbxdmzlx,HNI,,Resoanfvodgzl,Res10840,bjizlitmqq,
1.0,O,323.0,0.0,3.0,M,Canada,,HI,Uwmakjjvigvigbzvoxdinerrtpzwjnbsmrawnilzrjuadztfpnbqvfhvhcmlgforblum,359633.0,1-354-477-6595,pfwxrzxibirffzqsfqbbpntpv,Fort Collins,3434751.0,IEDLDQPXTVKRJVONJTAVTXXMIKLQUXJGWQCCANPSSCNJONNHROEBG,Lowe's,,RECJBMFBNFGPIHKSMHHQEMERREGTKR,REC10841,Cisbrxwvbff,76.0
1.0,O,842.0,4.0,3.0,U,United States of America,,GA,roaabwarrozvqwuuimvmofpkymrby,202099.0,1-924-365-0863,REYMLXWHPRPA,Kansas City,3180166.0,Fwgwvtcpjseyauqxehzduzotzxddoesbdjnhtwjcjjixuxmtohfjmqnphroxrrd,Donaldson,b,Ystxinmbosmjya,Yst10842,Zpvgpq,26.0
4.0,O,718.0,3.0,8.0,M,United States of America,M,British Columbia,FLCKJNHJOSPHCVTNLWLUV,,1-343-557-5744,errdwiqvrzqmofuussocph,Hartford,356321.0,Ndbzqthzogguqecn,Ingram Micro,V,Nvsugujddappzaqxzilvxfgl,Nvs10843,Vywik,99.0
4.0,O,529.0,2.0,9.0,M,United States of America,,KS,,265342.0,,ETQSMUPXWOTVMAMFLSSLUOWK,Hollywood,3992021.0,fkbwvaldyygcqqggueauxestjqottuqundnnuklgvgtvxskcnomazupxjavgy,Northrop Grumman,L,Krmzape,Krm10844,Xrwldqqriv,58.0
3.0,R,609.0,0.0,3.0,U,United States of America,f,AL,Hzhrnaajlepoaqxddwlgmbbwywxjwrhsdvqecvkjqysjbmfkueivccliuyypsswyrveblaprcdeatqr,337164.0,1-066-884-8895,kzdhotmopfxgdoxirbjqnthgx,Concord,1750937.0,Kexuaoejtkbjimxzweukzbkqfxn,Lender Processing Services,N,qpsaeqqfzxfeqd,qps10845,Btwwioiocm,94.0
3.0,O,772.0,4.0,0.0,D,Canada,,Ontario,,350915.0,1-091-698-4789,DRQQOLZKIXVHKYQRLRVRPYLLHOT,Saint John,3548008.0,KNUTGWQJXRDJNRT,Bank of America Corp.,,Fyrkhzenbfqbraoi,Fyr10846,,45.0
1.0,O,633.0,4.0,0.0,M,United States of America,,NE,qtdgpshhufcgjbxvvtmlkjcqrdsfqinukouogujntfvfkggvtkuqlqobsejrzuwdo,358327.0,,Jmfmuynmblfotbwhx,Norfolk,414056.0,Xkaufgligad,,j,hkjhrnevmbfd,hkj10847,ahstukmzpjed,57.0
4.0,O,494.0,5.0,10.0,M,United States of America,,KY,Ajvngvvpfobkf,28279.0,1-109-569-5507,Wnqkqfqj,Santa Clara,613222.0,SALNXXGQQHARVJIBPVHRWKHBAFDPKQHUNXMO,Leap Wireless International,,smwubpizbyjxafpdz,smw10848,Xvala,62.0
,O,592.0,2.0,,M,United States of America,f,MN,QCGYHBFBPVUWPWGPUPQUHIEZBJBWMCQBGSIUXPJMJTGGASHLVTJXMTEBUMBCCZOU,491167.0,1-343-259-7805,OWKFKMEQGHFLZAGULSFBBABKYMK,Sherbrooke,2416300.0,Ekwgwmtcewkfoewhkxurpuvejbvo,Nicor,M,Urqptvcobrtyptmutchgv,Urq10849,MFMYSGDXL,34.0
3.0,R,455.0,,1.0,M,United States of America,m,WA,GFTHGSZCFDBUPRGFNEFMHKH,367346.0,1-453-392-7885,MPAOILRIKXM,Bridgeport,2676453.0,Gxqovsqetprgzmpqotcm,Source Interlink Cos.,,Cblpcibrxireyodca,Cbl10850,WIPHKYRNPDN,31.0
5.0,O,446.0,4.0,0.0,U,United States of America,F,DC,tcjzrnkdnynjkiewdkptjzedjrinvbevexlghvmbegvwmjpxjatthockdtvzpaguyjkimjmnqwfgu,420057.0,1-213-684-9283,Oddqcnxanuay,Oklahoma City,2306581.0,,Xilinx,,IJXUCUTVOHZ,IJX10851,Acwdwhvhvu,66.0
3.0,O,,4.0,10.0,M,United States of America,m,Saskatchewan,fvisbwgzkgklvrzmnqpfkcvllnclacmtgqthjwywgpya,410305.0,1-237-664-0583,zbotsgkpa,Miami,2251896.0,LHXLSYSUCYBQXLOQRHMSGVZPZA,Cameron International,,qpmqerpr,qpm10852,GKHHOBFTCB,58.0
3.0,O,371.0,4.0,1.0,M,United States of America,m,NY,TSDFZSQXZEKVCNLUNZHQDOQQCKIMWBPLJQQQFMUZJILDIAGBWPBVO,326726.0,1-689-879-3736,bjyaomxgwd,Tampa,3052538.0,Gmnwrujfvsenmksmzcausqrfmjqevfmfrviffelklplpthcv,Buildings Materials Corp.,H,Hfrdkprikfrymhtfmopxb,Hfr10853,Tznmgvliz,40.0
4.0,,308.0,,8.0,M,Canada,,DC,Vnchpkxbpfxtykanqupfvgoxjzggxbvfwoxqobnqielzjbxdhrgkalwaohyajeodcxurre,418631.0,1-953-647-7827,FWTYXVTYK,Chicago,3739890.0,Onkaftcksdfjvgmgpwvctaigtjcajuez,Levi Strauss,F,gobkryxwljkhffqdxtg,gob10854,RIXDDDVHT,63.0
0.0,U,520.0,,7.0,M,United States of America,,AR,Whedmnkdjlpigchluhdkfl,323616.0,1-002-821-0001,GBOUAHXGREH,Concord,1436877.0,Drxhxdorewjfiplyevhvbgnnoadmhmndhxnhvhxckbkgpp,Superior Energy Services,,Ktahh,Kta10855,PRRXV,39.0
3.0,O,612.0,3.0,6.0,M,United States of America,,OH,Necdnjtpfhsqgnvnxyjiyhkoqntggznydwudkntgremgbybkqkoupvjmi,376508.0,1-932-555-0987,QDIFL,New Orleans,1560760.0,kkfdcwtxsavmolwejlhuknvvivjvzefjszxrcrqbxlgbgjjj,Murphy Oil,,Icrtnwtuufg,Icr10856,Roofxolqbvkq,49.0
0.0,O,808.0,5.0,6.0,M,United States of America,f,Quebec,oivwpdtdneemectxctlhdzxdhxioqcxhoftoahdsfsbtbruystdu,476120.0,1-646-016-4503,Zarlfoieh,Evansville,,Czocvrbyhllrvwjrbcqypjfvayqtbaueubxfefjpkarkfjhkqywr,Jabil Circuit,,tpmtemjgc,tpm10857,Cyxgmhc,100.0
3.0,U,614.0,3.0,6.0,U,United States of America,,AK,Ercwgmjkfajuvninsggcuhpau,40122.0,1-821-883-5682,XUFZEUCPIEBIWSLKWCEDCXPEJDI,Worcester,2845352.0,Otemvdoprjndgnw,Mosaic,J,LRIATXPHUWZWEMBHEN,LRI10858,Ihhzsjqfa,50.0
2.0,O,577.0,5.0,4.0,M,United States of America,f,MN,EMHMWWKPRIZKNCPIF,161189.0,1-496-563-6016,Yserkqx,Baltimore,2857909.0,Ucqnpwkux,,,ebcsatz,ebc10859,CINKBYR,40.0
4.0,O,318.0,0.0,3.0,D,United States of America,R,MD,wifzvndqpakojptiptrifwznrcxosqmomiozcoltowrvfpritapquwhih,400468.0,1-055-051-9146,Crogwzvifgssseiwhddkxkmvt,Vallejo,1069521.0,mpyltemhsezuzdcaddmyxypnppfuykgpofnqktdrpnfnpswogxanemfonenynrxi,Securian Financial Group,,Fbidtzyduxszwkjjfhggbrpegbukd,Fbi10860,Mvsxgyhp,76.0
3.0,O,604.0,5.0,1.0,M,United States of America,M,KY,nuzqtgwjsbneiyhafnqlgxtxilkfekdowzbjn,194902.0,1-388-554-0277,Jbmgtkmaxzxfkxft,Durham,,TOMVPMJBJTEBTZMCQLTORXNZLQAIUHJ,Caterpillar,M,ICRACNKCVFRSOBI,ICR10861,,55.0
0.0,O,847.0,4.0,3.0,M,United States of America,,WV,Doftzhwlgaquqnbjtmxjnlelqjflqsdcjjkuhgbjycdtaxcbmpm,13152.0,1-727-292-8078,wbqkqbjrgcijwywqvohjiktctdf,Tulsa,3917628.0,IAXGWOBVNDRHIXHSYTRGDMRDTPOGWOUPRBMNVANBMVPTMSVFFBMT,Southwest Airlines,,teezckyunhqtkzypdc,tee10862,amskt,88.0
0.0,O,363.0,5.0,1.0,U,United States of America,f,CA,kcgvlsjgzukaxiygqumazegwdpdnzumghjcpshsttlxuyyjlebtfhpstr,436025.0,1-334-525-9861,MVSVSSAFEEVRUUTNTRENWLSU,Winnipeg,761443.0,OBHUMEABXDBJANDVHACDCHBAPPZODMFZAKWTKJSIYPOZDBIVKUTFDGTEHXWJAMTHXIMMZJGGKTEDLI,Flowserve,N,Tinxturhedipszsmvqhsj,Tin10863,XORAF,35.0
,O,326.0,1.0,3.0,M,United States of America,m,NJ,WEZBXYOGFQTGTTGKFJINGNFZZEIEDWW,257165.0,1-990-107-5564,Lqauooyw,Corona,1771800.0,upglecdcuuwlirw,Invacare,r,Vchcqkeweozrkquddtgjg,Vch10865,lczgiqdhaf,
,R,668.0,5.0,4.0,M,United States of America,M,GA,FXLIBKRYMQPXVGOVFFZRDHWYAXPHTQUCAOUHQNXKG,337894.0,,Mcmnssylambbbnqykyfjg,Sacramento,3022542.0,NTYSJXAFUEOXLZFLJWBVRXUKCEAUIAZCDHSKVKVYSCLIDHHXZEK,BB&T Corp.,,Pjxwmmulsmdqialjttzpusktt,Pjx10866,BECMHMKSL,48.0
4.0,U,825.0,0.0,5.0,M,United States of America,F,KS,PUIFBOFFIWGCHLHGIEBOSTVEFVWNXBGACOTRCRCFZOIYHJGSQFWLYOMULNVLAAAMGCVZEVFELRW,356799.0,1-716-166-9366,LPWPPARUBHLXIZOUGOHDAMMHGRVF,San Antonio,1383399.0,zksekmnvkigpunpuolainpvakplvvatkvxa,,,Vpfkhzmddeygmadhtv,Vpf10867,Snxtdgp,52.0
1.0,O,786.0,0.0,2.0,M,United States of America,,WA,Pvwopybwrknqsllpcxyms,270117.0,1-688-045-4901,Rqbbvryykhv,Brownsville,3990771.0,ZHMMBKNCOGNYU,Genworth Financial,g,Gvjknsuprukdqtgvmrkc,Gvj10868,GIEZNTUI,99.0
1.0,O,481.0,1.0,4.0,M,United States of America,,MO,Jwjwsjcnrybugmdiwtdguaqgxajck,494908.0,1-273-772-0860,WOAAKWSRVVXELTLXDAVGNLNCW,Charleston,2450042.0,rlfczysmudmcplwontlmzaccksg,Health Management Associates,,Xucjztzoluqzirxiltrpwtmw,Xuc10869,RGSKKJEKNRF,5.0
2.0,R,313.0,2.0,10.0,M,,f,WI,Jgvkbaqhsjluthmvgybamcprljfkqrcvkmuhzj,,1-131-027-9958,Brvyvblnoemya,St. Petersburg,3331943.0,BHXUESVN,International Assets Holding,T,IVNBKKRTKKCHCDXOIPNNB,IVN10870,ZMGJQBO,23.0
4.0,,797.0,4.0,5.0,U,Canada,M,ID,Jykljxiwemgbbbdhfnneechmw,72631.0,1-687-841-5725,motuzfbazslzeopv,Durham,2700892.0,Arkrhxcebkrgxnamxdyhiqihakagyxvcoczvkptnhrjdpuluwrdpdhrfdwdxdnwrndmps,CACI International,q,Rglursqhjesrwowip,Rgl10871,Fjeoqccpv,74.0
0.0,O,655.0,4.0,4.0,M,United States of America,,WI,Jrkwtdarqqipdxyyulonxxpecfe,,1-049-141-1702,Mnbmlpugpjkp,Hilo,1988778.0,Rqmttdgdgktdkbsajklsktwphlwvzmkqrvyzchuaernotfmeaas,First Data,,Zinqwhhlclsffrmyeihjjjivnoel,Zin10872,Jyauewguk,80.0
0.0,U,735.0,4.0,8.0,,Canada,,CO,gcnwhpornjxchcxlckiltwwpbucakcgdqrflkoxbxbnxkgac,91926.0,1-905-415-3583,Qqsqimjxnjdpaipmvdmy,Anaheim,726681.0,XVWBCXLXOAHLSGF,SunGard Data Systems,,Adudjquv,Adu10873,Rifetwv,28.0
1.0,O,459.0,3.0,4.0,D,United States of America,,Prince Edward Island,qntnvkczaxvoeljiprixoafrhpmmjxjdgqqoafadsgepkjsbvxjbunwyszoprbjyrkfnqajeyrbcr,234038.0,1-540-914-4756,Whkkfp,Livonia,2337460.0,,Group 1 Automotive,g,Cscluuawlffbnbmkhnp,Csc10874,Hmsgoe,5.0
1.0,O,664.0,4.0,2.0,U,United States of America,,MT,xgxkrfobkkennyedpefvywwnwsmhwptpzlpm,13154.0,1-191-268-1646,HUZQCZHOCUAFZNNBXVLRVVLPTGOKKO,El Monte,736224.0,PYRCXDN,Capital One Financial,,Eknsmytegohebvtvm,Ekn10875,XYMLJBJ,49.0
5.0,O,817.0,3.0,3.0,M,United States of America,,HI,vmvgapslswmqlzjjrrmsgyosqicomgplfzwbpwyriqm,489679.0,1-419-978-5211,Agceuysxggsksus,Overland Park,608007.0,Xqrowckngeqxwdlzgqgixl,Adams Resources & Energy,I,Sqlkovsnzgtdshluvfvuds,Sql10876,kiuikoxcc,24.0
0.0,U,,4.0,8.0,U,United States of America,M,IL,gknohzlvkkggmfzcvojoqrwtwebgaddicyjuelosnbleiyvomkfibxypetswzbilk,134587.0,1-559-928-3346,CIHDVPYONELIITEXLQQQVIQYGOZFF,Kitchener,3246504.0,FIECIYODQJYKHPGKEJOTGDXXFVTXYXYIZRRJCNWNDDMRBOFTKVLBPCLFFVVKYXGZIJRURLUU,MeadWestvaco,,GPGBBHCVSYQIKLSIMIS,GPG10877,Uzhepxd,9.0
2.0,O,753.0,2.0,6.0,M,United States of America,m,RI,,127730.0,1-052-414-7792,cnoxmttjqnqgylig,Tacoma,2086761.0,VVVIBJJOHJMLVQFGWOONZCQGSKLXEMHLOMDTNJAFFMDDGQDQKXCBEEVDIXV,Dell,n,YFJDCDMGRPZNFHAWVEKABNATLY,YFJ10878,nbhnma,62.0
0.0,O,582.0,3.0,1.0,M,United States of America,f,DC,tasguijicdgeenb,34247.0,1-165-465-6251,Xdxsrgvkfjhtjuqwscksn,Charleston,3868264.0,,,,Jqwicclqozilgaswlmtzyljnoltog,Jqw10879,,71.0
2.0,R,625.0,4.0,5.0,,United States of America,,MT,oiejwoaxuqnffkwrphftyveftbdjaawiiiyawxlrrg,315589.0,1-394-137-7064,cfuty,Wichita,25224.0,,Jabil Circuit,D,Depdlksempihuoqecwzor,Dep10880,Ivdchhk,53.0
2.0,O,619.0,2.0,6.0,W,United States of America,,British Columbia,Hynackuhkubxtyfgfccsdekxdsymgvvhimjquymhxqsqj,377153.0,1-095-184-2788,Ettexaiuoj,Iqaluit,2099888.0,DCGVLSYVYAFAXRRFYLIXOBHWGJXTDBHFHVDWA,Abercrombie & Fitch,W,Zzqjbxluzwjveal,Zzq10881,Rftjrrhxre,11.0
2.0,U,641.0,3.0,4.0,M,United States of America,,NC,Uwfnhxlcqbxnjbnwhkjducxfdvykhhnec,31105.0,1-885-088-7182,Ipzbcjw,Scottsdale,413092.0,GWIPHZEEHHDTZUIWIELTRZQSLSHDFWY,Unum Group,,Pnjgwwijwfqfdcqcruggtngxtg,Pnj10882,Uhcwanjwpv,78.0
,O,531.0,3.0,5.0,U,United States of America,,Quebec,,224693.0,1-830-148-9088,Auiapvedoqhgxig,Salinas,,xmehkqpmhvazxkfggtcbntscrrgmnnkurjaxv,Fleetwood Enterprises,Y,Wawtfldmfqyptxwngjvmpjyimcdy,Waw10883,Hhtjbklngh,70.0
1.0,O,811.0,4.0,9.0,M,United States of America,,AL,MMSJLUUVIAIBFWZCDNVFWRBBSGMDPRETVMDCUMCPHJSLXDPXJSFWFMKAYNALQX,350254.0,1-110-165-1188,LSOYXNQK,Concord,575786.0,ZYMPDOGBDTG,W.R. Grace,,Yjvqo,Yjv10884,aruztf,39.0
1.0,O,846.0,5.0,0.0,S,United States of America,,NH,Zjbxyihielqdblwdeimjwmrsqvfdxzbehkeatoeec,258746.0,1-784-195-1927,fxwdkgdouefillqmbu,Salem,2552837.0,Kncarxtgtbe,Foot Locker,v,Ahgbastpjemrculwergrqe,Ahg10885,iekrrltjwuux,59.0
4.0,U,543.0,3.0,10.0,U,United States of America,m,WA,Fwlucsltdrvitvunmulusixpylbqjblbhxnjixswhnvzfgivgsjhpicyoubbeqiemcxcpsmjnvzackm,24839.0,,Pkuczwpoojgugdfjbua,Lubbock,1478348.0,Cjfxinkdufvxikpypqkpozpullpcm,Textron,,Rsddetgplv,Rsd10886,OLIPIQHQH,53.0
0.0,O,708.0,2.0,9.0,W,United States of America,m,British Columbia,Hcsqynbgjzwgeisafhvptcbrualmirsxeamjmiuotajdwhagxirj,283482.0,1-390-959-7935,OQHUSHJA,Huntsville,2812221.0,ZZTFTVZMALIW,Kroger,,Cootaqsitpzukczihphleiqa,Coo10887,Cnqls,38.0
0.0,O,736.0,0.0,4.0,D,Canada,,VA,Jtndeaakfzlroefesbopiqdcrkhtqazk,412788.0,1-465-363-1576,ZEFVETU,Atlanta,552625.0,Itvfemvaqiuascoitnglfkionxwrotjgdy,,,TATBDAYCCMARAOFSNLLICJQNPAZT,TAT10888,KDRVDSTPN,76.0
4.0,O,314.0,5.0,3.0,W,United States of America,,HI,Ertrrupfingjlrgvznqieflkadpmqpgytrrbufikejsbbtskitmitrusyotokpfkdiwjjx,18209.0,1-123-808-1516,WFZCLDXBBSRMPMM,Cedar Rapids,1217588.0,Gynvgppwtuqhypaiskobvfznlqnsbcfbzrbuokoj,DaVita,,Lizkctuacasdsg,Liz10889,Uamfgxil,8.0
4.0,R,422.0,5.0,7.0,U,United States of America,m,Prince Edward Island,Oulmbramipkpdcjtzelzxmhznpqhwoesygbwkoonelmebyoskxoeslafvpgdpvnswx,156695.0,1-369-111-0397,FVTVIGXUDTAIPFHGERUYJMDNEALK,Independence,3426989.0,doardkpmixmax,Broadcom,O,Sonocsosrpegtixldf,Son10890,Rdavnhssbga,35.0
1.0,O,638.0,2.0,5.0,S,United States of America,,OK,SLEUSKFIRMXLNNCPAYTWOYFNXUQSBWLXDCNXSHEIRPGOJBEUUUSCJI,497996.0,1-652-781-7583,vlqmbkr,Mobile,553994.0,Ewawvudoblvqyvqvcwcuylfkfqxtgthpdtev,BB&T Corp.,W,Coiicjcnccgd,Coi10891,TSMQLBQSDTX,
3.0,R,740.0,4.0,10.0,M,United States of America,,ME,Frgtkzzmmxfylifqavasdbzpvy,348858.0,1-156-514-8299,hkvwnfdwmlpmxpbbbnponkjn,Torrance,1861088.0,wiurxibjvfklgqsfupndupngdsgnekzeqvgfcndpbuuvvgziucgdswtjnncrxcimpaxycf,BlackRock,X,hfwejrlgeouvcqbwtlxntsw,hfw10892,Hwtotofp,28.0
2.0,R,769.0,4.0,7.0,S,United States of America,,NH,Fcfjprszmvkyuyidicjrpfozxxojumeralisyohpjcc,362732.0,1-554-737-2614,zxwkkyacatseubvo,Corpus Christi,1632708.0,Mujoufgyoxpwotpkfosgzraaxoawrggeastcxarywfipecfayagffcuexoxgnkaszbztewyejcsflqz,Nasdaq OMX Group,,Bgjigkuivyycxiixjzv,Bgj10893,Edxtbdfnnb,11.0
2.0,O,489.0,3.0,4.0,M,United States of America,,TN,Xufektgzc,291759.0,,expechzozfscqapwionjksvygnpod,St. Paul,242007.0,,LifePoint Hospitals,,Jefueehbaxnrkbzqvotkotc,Jef10894,Nkrtgql,80.0
1.0,R,664.0,1.0,5.0,U,United States of America,,AL,Wigxqdqlofbxwjkwzhaffahkrqwjwuoghmelxbylguqxfurdztnxqe,494615.0,1-292-180-2332,Rgjkggn,Los Angeles,2591328.0,HEDATDHTQRESYQNPLZXIRSCVLN,Andersons,,Pcklhxsqgbk,Pck10895,Hsiue,46.0
1.0,O,534.0,2.0,9.0,D,United States of America,F,FL,uobjolhpzbnqybupcqpudsreylnimqvtcumibleujjrsnptkthkxwnhzkqkrcpnvuc,157794.0,1-109-504-8456,Goqwsysqvscolaxoym,Ontario,2879085.0,Rbzpwerrrwjlenjiydkhesefijloujpzlfzqfpmihagizrwvtcouhheziwjgfuvdjofm,,,HQJFPYEMGHUFFMLZWC,HQJ10896,TUWYHKTQEIU,52.0
2.0,R,800.0,5.0,8.0,S,Canada,,Manitoba,Bohrqnkcspyjashwjwooieghfjozjmim,17017.0,1-848-515-3209,Vbfxdqxdenthgjeihlku,New York,2070875.0,UHCXRSCOLTQQEORPIUWKHSVDRPNYABRUMVDCKBBFDVUGPPHHNBNULDHXNEMXIGLXMXXG,Tractor Supply,,Lcrytvd,Lcr10897,sqcyeoz,32.0
1.0,R,622.0,,3.0,M,United States of America,,IL,Brbzhblyosz,73499.0,1-746-280-7436,Tgsegegyeadcqajhdfdohsz,Evansville,2961512.0,Isjwdjzvkciyroqiavhtlejf,Trinity Industries,,euffvx,euf10898,Jpnsxidu,55.0
1.0,R,779.0,2.0,7.0,U,United States of America,m,Alberta,tdwcndwzr,269621.0,1-372-185-7674,Jlbcu,Long Beach,553731.0,umtuggklkeervvddkigkeubifmxtllbsevpdsvyvkskmtnxrszmuix,URS,K,Lwqnplqchsoxpqpoanrxn,Lwq10899,,27.0
4.0,O,577.0,4.0,9.0,M,United States of America,,WY,,66173.0,1-447-973-6883,Jlvisocfrhlxpqfktibprftkonmsrj,Anchorage,3805111.0,,Merrill Lynch,z,vzpulekdaduswguolhhzt,vzp10900,Kmwnul,29.0
0.0,U,618.0,3.0,10.0,M,United States of America,,NJ,UUVUZUZAZKKQZZQAMRMNUAZKNQMMDYYOHXYBKFMPDPWXEQWNAYTGTAJRNUBURFGLVRQ,466342.0,1-711-512-6950,ooplpbotgfasmqiekwlw,San Jose,1194478.0,gckalmrtohxjqtyyiyezaqaohuikfxcxudfc,Mercury General,N,Unwxqlyffusldlw,Unw10901,vgywdxll,50.0
1.0,U,699.0,1.0,10.0,M,United States of America,,ME,Nwparlalxikgaqbrqpolabruuxcvbro,195879.0,1-393-112-0293,XASDOFQQNMXNC,Sandy,702805.0,Zcwslsh,Genworth Financial,C,Wzsayecybjififte,Wzs10902,Sevwdhbdv,14.0
5.0,R,642.0,0.0,9.0,M,United States of America,,TX,Mgenfrolvtmseromvvlbw,369560.0,1-995-397-2081,DOIYECQLKIAMBQX,Abilene,89580.0,Bfncujjisskclwemjgcvqmgsixxvixwalcrhzbnxiwyczauqrrpoavvcyus,CMS Energy,u,oyjlkhghxvyznxyfmmrbbmximyh,oyj10903,Fliheax,65.0
