prospect_AgID,prospect_MaSt,prospect_CreRa,prospect_Co,prospect_In,prospect_St,prospect_OORFl,prospect_FiNa,prospect_LaNa,prospect_MidIn,prospect_Pho,prospect_NuChil,prospect_Ag,prospect_Ci,prospect_AddLi1,prospect_NuC,prospect_Em,prospect_NuCreCar,prospect_NeWor
Cok13651,W,469.0,United States of America,275983.0,FL,R,Xuupvrliabdcxgp,Cokbdlsqaedlwlvh,,1-034-016-5325,,74.0,Seattle,Btbbpekqvnlmzudvlwkqylupkqrabinkcptlsffixduqmjoognt,3.0,First American Corp.,7.0,3447895.0
Yzc13652,U,,United States of America,451505.0,ND,O,TXOQMWVZJRDKLTDIGUSW,Yzcovsldwmhnkxrjfzqh,,1-639-553-1763,5.0,39.0,Eugene,Ccopvjeqgbzohsdmphrmcrqqttiwelrwudrv,2.0,Live Nation,5.0,683824.0
URH13653,M,487.0,United States of America,70786.0,UT,O,QXYQORCKTQSQXSLCROKDLSXGDY,URHFA,m,,5.0,11.0,Corpus Christi,bmhea,2.0,Embarq,7.0,1734743.0
AXB13654,M,,United States of America,434145.0,AK,O,Kerudvlobbhfh,AXBKIROGKN,,1-584-047-2788,0.0,91.0,Boston,lrhnwwyvfdtxaqgtgszbbfnxsyxkeorbcnaastwslyerfvrfcadixkgwzr,2.0,Vulcan Materials,6.0,3708607.0
Zha13655,S,639.0,Canada,61432.0,MO,O,Xtufrdpfslhfdjhlrqxemkujhhk,Zhahfeilkhunggvm,,1-590-923-9339,2.0,29.0,Philadelphia,,1.0,Thomas & Betts,7.0,3529651.0
Evn13656,M,830.0,United States of America,369703.0,WV,R,BWVTWRGEGGCRQTTCJFLWQDQWFZF,Evnxpxlprduyoinrvpyl,l,1-504-974-6133,4.0,94.0,Manchester,hxqethahlkuvjgpejhlqckuoksuqmy,1.0,Wisconsin Energy,,2296077.0
EKQ13657,D,732.0,Canada,298744.0,WY,R,pkxjipigvhjflkfhadfpjwypkbbiam,EKQHKEMCRGWZYKOBJZHMTRL,,1-451-226-9043,4.0,29.0,Torrance,jqlsrhytrsigliauitlzsijsjyexztuhswwrbxedvuutcilzgwffmsrhjwxvdkuqvrvxaccoaodbuu,4.0,,7.0,2686938.0
Okp13658,M,541.0,United States of America,122619.0,AL,O,Xzdndb,Okpunxcjoc,,1-131-974-4981,2.0,34.0,Evansville,RZKAPJ,4.0,Corn Products International,0.0,229441.0
xra13659,D,577.0,United States of America,384506.0,Nova Scotia,R,Vxxcysydwb,xraehkahfqerg,,1-858-985-2529,5.0,38.0,Fairbanks,rfhtslivvsxkwamhaiaywp,5.0,Kindred Healthcare,1.0,1138669.0
Llf13660,S,467.0,Canada,242020.0,Nova Scotia,R,gljliyf,Llfrdvriqiewlfmhrmhtlcqjwneff,,1-001-851-6816,0.0,0.0,Oceanside,Ljjkxajhkurocqjjdrkfbvt,0.0,Burlington Northern Santa Fe,,1670286.0
Xxp13661,S,366.0,,132660.0,CO,O,Rxioxrl,Xxpxghqlowiiv,,1-287-571-2020,3.0,16.0,Biloxi,Mfuacmvjmxgnloyyfncgsqweacjxgslupiyqiinbuskwr,4.0,FMC,6.0,1822589.0
PIQ13662,M,532.0,United States of America,107147.0,DC,O,Kdwihcsdevhvmkhipedzrwrqmwj,PIQYJXCYPNLRKJECOCGPRBKK,I,,5.0,84.0,Virginia Beach,Qpkgxismopcjgwixtrovylxclcvjxztkynzgzpvtuezbqmlcygufyxhqxkfljtgzngbscjzovoo,2.0,Hanesbrands,0.0,629298.0
nfp13663,U,700.0,Canada,,NM,R,jmondjmyvioergcvlghf,nfpsyhgmpxwgziqmvdjsnit,,1-960-121-8777,4.0,36.0,Fort Collins,Towvtckdqrnrgrqltsghh,3.0,Big Lots,0.0,1707557.0
xwz13664,M,660.0,Canada,110314.0,IL,U,Ngold,xwzxyuquopg,z,1-542-243-9660,0.0,12.0,Grand Prairie,ZUWXIFSTRWCXBQMOGHJWVAXMDYGUCDNJSHBY,4.0,Charming Shoppes,2.0,2036549.0
Ktk13665,M,531.0,United States of America,215564.0,SC,R,GBRVCBCZBFMYHVKVSRB,Ktkjcewjxncrrizmk,o,1-143-556-6395,5.0,88.0,Salem,Ctvalrvnvwdpvggpsmkeiahntgedccewkqs,3.0,RBS Global,5.0,3608670.0
fsz13666,S,810.0,United States of America,445386.0,Alberta,O,mdkcuutxkonrsvpvjh,fszhcmitsbxbciah,V,1-563-440-1894,2.0,22.0,Thousand Oaks,MIMNQIJHVGPLKQCZRVSUKDUEHEUSLZNCGRPUSDPGDNMSZNAPEULVAZS,4.0,Fidelity National Information,8.0,3038630.0
Nbd13667,U,710.0,Canada,320336.0,CO,O,Irkytpqkvwk,Nbdsqnxyosnrv,,1-765-370-7578,5.0,29.0,Manchester,Usmcmoeeszylexjkkekbbjxuxccwlakc,3.0,Dresser-Rand Group,0.0,2422144.0
Sbq13668,U,617.0,United States of America,156729.0,UT,O,Djexwmdxarx,Sbqinuaf,,1-350-848-4997,3.0,73.0,Little Rock,BQGDIDODVMBTAEHLNCUAXRGLQMKHLKWIXOA,0.0,CUNA Mutual Group,3.0,3974914.0
Ojp13669,M,567.0,Canada,332598.0,HI,O,kqcgkg,Ojppxcvzrozdvvuevjin,,1-029-336-3838,1.0,4.0,Overland Park,QRJANAULQKVMAXAGBHWHZRSZCKLWHPJMTXZNPCEUWBTXGLMRPSGQBSPISHSWCZBEBWFBYRBM,5.0,PepsiCo,1.0,2980632.0
Hml13670,U,552.0,United States of America,87317.0,British Columbia,O,Cffhqxd,Hmlxgvrbnjm,k,1-611-488-7910,0.0,37.0,Mobile,JBHFRQVZZRJENMDOJYSQDABBIBKVZAIVMAHPDFWACFINUIBFNNADQOPRK,5.0,Alaska Air Group,7.0,
Fil13671,S,395.0,United States of America,417399.0,CA,U,Tqdtehxhizidwbyys,Filtos,r,1-842-594-1590,1.0,91.0,Salinas,wmfokggrkanctlqgmhmifeksvizqhyrmwetzuhjwivnvvdtejb,5.0,PG&E Corp.,5.0,3719251.0
Tgx13672,W,465.0,United States of America,229163.0,FL,O,Qzcgthg,Tgxyleinezdz,,1-695-021-0851,2.0,,New York,Ovofdtmannonnvocsnnqcwtiznqfuthjwvwcycwppgto,2.0,Molina Healthcare,0.0,1592433.0
VMN13673,M,308.0,United States of America,444713.0,Prince Edward Island,,VIARLQGIJJSN,VMNBFFKKZGCRTUHUEICID,z,1-220-499-9498,1.0,66.0,Oshawa,EHIJFFQKVFITLYRJVEVLPVTWFTNWKUDLCPFOSCWLOKCEKTEOTFGREFRD,2.0,Eli Lilly,9.0,
Eju13674,M,772.0,United States of America,382809.0,WV,O,Byobdetaawwdphgsplrb,Ejubuslwblmck,,1-853-339-6222,4.0,34.0,Manchester,Sxatoxbimjxszwzty,3.0,,2.0,2350302.0
iij13675,M,579.0,United States of America,340279.0,FL,O,Zwuacbiaanevtozjbhccgtmygh,iijafkmkw,,1-129-199-7132,5.0,96.0,Rancho Cucamonga,Azejhoijmplpwfqqzlxdtqurwuintwichqeqpandmhvdy,2.0,Priceline.com,6.0,1483429.0
Kpu13676,S,739.0,United States of America,472546.0,GA,O,Gasnti,Kpujxotyhjsyyknrvjtovevvmyq,,1-449-156-8172,4.0,46.0,Oxnard,fqdaakghcloenstrzalgrufoeilkamqqtxmqakcthlcziujahmol,4.0,Smith International,8.0,
Bvj13677,M,790.0,United States of America,427615.0,WI,O,xujnogqnudvscb,Bvjsuib,L,1-220-684-2280,3.0,35.0,Jersey City,AELRAPEZXSKPGWWNXRIMUSHBJBQJRRZBIDGGHIROVVDGVZYDGFXWBTKLAKRBNLEPL,3.0,Sun Healthcare Group,,1734013.0
ngp13678,W,397.0,United States of America,311950.0,NM,O,yivkuhdqnbslxhtapscgyslpwxcug,ngpqcfraobrcgijcvnx,,1-128-130-7531,0.0,12.0,Shreveport,Qcjmbbvszeifdrrbevogokxewhqwrisiqirljvlexfaygomathyhitcgeamjwbdueqgm,4.0,Fortune Brands,9.0,
Qqt13679,W,422.0,United States of America,245834.0,WA,O,Dxdmrktrqhhpxdlvvkeqs,Qqtjopggcif,U,1-236-891-5787,4.0,84.0,Kitchener,Conxqrdhximgxtchma,0.0,Southwest Airlines,10.0,3439541.0
Saq13680,U,828.0,United States of America,73092.0,NJ,O,wcgfibddosmnleardwbsp,Saqxaqxwmxmrhmmyerae,F,1-095-424-4511,4.0,24.0,Anaheim,UZNVFSEJJPNIWRPFLDYOV,3.0,Amphenol,3.0,3219671.0
Aoq13681,M,564.0,United States of America,,CT,R,Bgkkmmfiqlqnjsgx,Aoqmwjf,,1-304-180-4696,4.0,60.0,St. Catharines,,0.0,O'Reilly Automotive,7.0,3793505.0
Udv13682,U,688.0,United States of America,67289.0,Newfoundland,R,skynflbasvqcqtgmiaqnqdwnxftbz,Udvndnvmbccyvdmnwbijwmniuw,,1-946-038-0776,2.0,64.0,Whitehorse,Kazzqivbzwndohczgedjkmesnlgriifgooimhgrdqz,5.0,Cognizant Technology Solutions,6.0,3946646.0
wry13683,S,750.0,,306520.0,KY,O,Wtmqdarqtewmbw,wrykenmbdzqsuizbbkgnhptmgnpwod,,1-965-888-7554,0.0,62.0,Gary,GGIXVBJXJJYROIOEADLXAFIPIXTIRXHCQHTDJNIVJNGXIZQPUSDYKFXHJOMPVAYZCXJJIR,5.0,Herman Miller,5.0,255157.0
PUU13684,M,323.0,United States of America,488373.0,ND,R,zucavvedzfrasyxgo,PUUBNGGGUAPWUNYHFUWSTLVI,,1-404-015-6942,2.0,38.0,Houston,Azacbpthznxkvaxgtuwwguqabzyursxaocrchfvhog,2.0,American Greetings,4.0,845066.0
Mcm13685,,508.0,Canada,42155.0,SC,O,Duahqwghnilxclmvnyby,Mcmcjutopprdhcxntaigwskcjius,d,1-744-292-8010,3.0,59.0,Dover,Xctpnvbwpiegoeu,5.0,National Life Group,2.0,561832.0
lgo13686,D,504.0,United States of America,496169.0,New Brunswick,O,Pgythn,lgovhimlcfvkmsnpxkjiytyzm,,1-234-772-2375,5.0,,Whitehorse,Igprrymuxpwkx,3.0,Country Financial Services,6.0,1325754.0
Ycc13687,M,397.0,United States of America,213084.0,NY,R,Rsfpfzinqqsfwvqmfcwppkmcgo,Ycchukedxjghrsgm,,1-150-548-2700,4.0,88.0,Garland,IVMZGQNXFGCPZ,3.0,Progress Energy,4.0,2448195.0
Pro13688,M,,United States of America,,NH,,Mtukremyorgifdodshode,Promkty,F,1-896-526-5251,4.0,91.0,West Covina,Umoiaqgtqxxrvrcibukfyxmdwztctqvubqirvowvpfdrgdmmukxnyfttnaipixyoogbdkpnf,0.0,,4.0,
Yxy13689,U,522.0,United States of America,128414.0,WI,O,Vujcxdjiuw,Yxyhyjcarbuzkajcwovepmdsxi,o,1-697-220-1860,1.0,73.0,Evansville,abzpoesbubwbaorknasnnofaschwxamflskqaw,3.0,Reliant Energy,2.0,97472.0
FDP13690,M,485.0,,485805.0,CT,O,neugwvdpjahpozherw,FDPWXGAPGXGTJIWXDFPIGIZYHCD,s,1-082-840-3375,1.0,28.0,Salem,Qtftbxsewwzihqvqvwzwrarzszkqnzakvonwirfoiqudwxgpfwd,2.0,CenterPoint Energy,6.0,3965703.0
eor13691,U,509.0,United States of America,50201.0,TN,O,dqqaxljvhishqukyaofqunbjcrmhpe,eorfwbmtjemgkojnltboje,,1-520-879-2441,2.0,10.0,Spokane,elwwifnme,2.0,MGIC Investment,0.0,516515.0
CFU13692,M,786.0,United States of America,43506.0,GA,R,PEVVMASWXIIPYEQFXWBOM,CFUQIECJDEXOGSTQHXHAZNXKNQNNS,L,1-420-443-9257,0.0,26.0,Winston-Salem,Kejiahtxpfrfohtaomgkfkbbntnlsklipxtqarpvbcsjyhiog,0.0,Superior Energy Services,1.0,3702536.0
IJR13693,U,,United States of America,451001.0,NC,O,Tmektoyflonshrvsmvfom,IJRMNATWXRX,O,1-013-132-2123,3.0,78.0,Elizabeth,Aogigdbvmgdmtdehwmqic,1.0,First American Corp.,1.0,203527.0
LXC13694,U,588.0,United States of America,,NE,R,IJALHHCJVCUMZIIACB,LXCTRVSIZEYSVENHOTXAXETMLER,a,1-194-497-3331,5.0,41.0,Mobile,fylnjwleqthrleschehovocksfecewlpkpuypmjkfuhwrcnpgddxxbd,2.0,Lexmark International,10.0,1569687.0
Neg13695,S,,United States of America,412211.0,AK,O,vankidcvllwhtglefhogpvrzpp,Negsgbxeaocaxr,N,1-573-799-3847,2.0,99.0,Casper,okvoxluvnrjrjnegpbaauztmaumqhuuiejfgti,3.0,WABCO Holdings,6.0,3463587.0
Kmp13696,U,360.0,,456084.0,FL,O,Hroxewlpjospwiz,Kmphng,F,1-331-286-1514,5.0,94.0,Peoria,,0.0,WGL Holdings,3.0,3491677.0
xka13698,D,575.0,United States of America,80604.0,ND,O,Lwsacd,xkahobhnbzvszdfouze,,1-520-319-0656,2.0,36.0,Tallahassee,NYQBMRFIZIALZDSCTRHHDPUE,4.0,United States Steel,7.0,1785746.0
FTL13699,,497.0,United States of America,356419.0,CT,O,CILIREHVAFDMDSGSHXBJSYKQZJTR,FTLVEVONRWFSFKOTMMUJQWAAUJQJA,,1-045-069-1413,5.0,74.0,Louisville,cmvcqizkjhshrdvboinwxheeuvgbdrnghpriplhgzqqzqcxiemvjufywnwtuifoaohdlehaytle,4.0,YRC Worldwide,2.0,
Sig13700,U,687.0,Canada,420582.0,AL,R,SHJQVTXTXTO,Sigjpzuaranzbm,F,1-393-104-6015,1.0,11.0,Worcester,Gbjulqldgoprxeydneqksulvalenlerpnlndvpictbfowqkctlxvjwqapet,1.0,Ryland Group,2.0,3903150.0
Vxu13701,S,412.0,United States of America,231600.0,KS,O,Iqhtiikplj,Vxufqbmkhlaog,,,0.0,28.0,Vallejo,mgeasytv,4.0,Entergy,1.0,1271370.0
lwb13702,W,685.0,United States of America,464228.0,LA,O,Dnvdpwwurdbeunjhxttqrlthva,lwbhjyf,K,1-287-517-8220,5.0,53.0,Macon,Rwrhbiedfkkrxdxckeluaomgqk,3.0,Guess,6.0,3644508.0
ESU13703,U,508.0,United States of America,371321.0,FL,U,Sssiawrsaskrzmqnkznjagbgedqy,ESUYACKZDCEBMGBWTROMBGGCG,W,1-782-196-0070,5.0,40.0,Salinas,kncdruncdhnxoggnnwagsnbwq,4.0,Sealed Air,1.0,
cbi13704,D,815.0,United States of America,496563.0,SD,R,ODDFLHMT,cbitx,,1-080-116-9081,0.0,28.0,Honolulu,pnsthareymovvmluthdvfjksfczqdacugtxesnpvknzalconizojjgat,2.0,Alexander & Baldwin,7.0,2355817.0
Dfd13705,S,387.0,United States of America,250714.0,New Brunswick,U,XQVHQMMHJNKIJQOQYFFCOL,Dfdcaulzyrlnjnwnpfwiyu,A,1-635-635-7672,2.0,,Chicago,XMBBMCRRNGYIKBHIWXVMRRMEBFQOWJRVGAUNSVUNLCFDQZIECMASDSCQNLGISKHSQBJOGMCCCSSLAP,1.0,Hess,6.0,1114745.0
LBL13706,D,772.0,,201466.0,FL,O,BAOIAOZH,LBLWKWLVQHNYNXOF,D,1-790-083-6687,3.0,53.0,Memphis,BSPMWCRCUMBDSMHZKHJPODQHOSSRJZTQWUNLFMKARBVWIYILLZMWNJDKMBFXMRUKLOWLNOHNTVX,4.0,AECOM Technology,2.0,2532899.0
Qnm13707,M,376.0,United States of America,268398.0,TN,O,Ehjfajtckg,Qnmyztxzraopjqlskbixnwosuzaob,j,1-370-805-5506,4.0,18.0,Hollywood,Qxpwecmshqodanaumvfmnwecncuuvpfapnarufgtpyoavpgcsccvfwroj,,Steelcase,2.0,3502091.0
TRH13708,M,544.0,United States of America,16250.0,NV,O,Oyawjgohjcmms,TRHXCANQMFCRL,E,1-849-219-7864,1.0,70.0,Regina,,3.0,Ametek,1.0,
Gdh13709,U,449.0,United States of America,391731.0,GA,O,oxilrtfwdxmsdostmhivefaxrnp,Gdhsvidibpmnxs,Y,1-638-189-8391,5.0,89.0,Santa Clara,pwghlogzyefoyzxnizwjkawqg,1.0,Mohawk Industries,9.0,3157923.0
Oyp13710,U,484.0,Canada,349452.0,SC,R,AFARHLXLINOXMLGGFVBHUFX,Oypcflcxhhxetndswrpxgvzzi,,1-865-232-5389,5.0,91.0,Tulsa,Hbzdhbbmjcbugwlegufgoiwxrsekpmoqeebbtikfbemqmmwfbcnqmlptl,0.0,Interactive Brokers Group,9.0,1963415.0
Neh13711,M,329.0,United States of America,23281.0,VT,O,Ppuhrkynsersnqjon,Nehtpnja,f,1-370-993-0914,5.0,18.0,Lubbock,Guyjfovqpzlklogiwcziqhmwhbnrkkkleyehqbomxxendbnzogpfqmnlmbyaloyzbcbwmteb,3.0,PNM Resources,3.0,2267299.0
ffh13712,W,758.0,United States of America,439000.0,SD,O,Yfsucjxufwlyhohlsskho,ffhpr,,1-841-998-0726,0.0,52.0,Pittsburgh,kwrddycnadizpnkbsnqoyidapchvkdsqujswspoqdfavuidstnsauadcfvwaqjvoacfvfkuanmmabdcg,2.0,Beazer Homes USA,,3994972.0
Upm13713,M,400.0,United States of America,402939.0,GA,O,Xfjkismqws,Upmrjcogxsdbpzhxbhlzellxremwb,g,1-678-436-6747,1.0,87.0,Torrance,YRSGZYCTWXLTEDBPOERTMUDNELUTLEAEWOFBJAPPFWJDPLREYAUWBKHCXTHCLONFGRLSLSCVPUEERQX,1.0,Avis Budget Group,3.0,1120412.0
Oln13714,W,344.0,United States of America,172212.0,GA,,Hauysyhvwuhdhpbqidycdzs,Olnnsznqfguupjbfvjrbozbc,B,1-954-899-3932,5.0,46.0,Costa Mesa,ehtssmuhvff,4.0,CarMax,6.0,879532.0
dtr13715,S,525.0,United States of America,6647.0,OR,O,MASDFWAFWNGJYTBR,dtruqvvkmtrpcusj,Z,1-137-266-2343,4.0,69.0,Huntsville,epjdaboxddjlplwdcwrcqlgqxjxmnl,1.0,Atmos Energy,9.0,
lgq13716,U,729.0,United States of America,221799.0,OH,R,Gxjazgdqdqvmjrwxecrilmribt,lgquqyueilbt,,1-109-877-6357,4.0,7.0,Santa Clara,kuvnvtigdbxwhtokrxcixphlvlxdnjeuexmlmuurptebmeypqeqmsadhrffegsmdwxkcgndevemhtine,1.0,Vought Aircraft Industries,3.0,629971.0
zwe13717,W,532.0,Canada,285440.0,Ontario,O,Tgcdapdphevdllex,zwevj,,1-137-243-8133,1.0,41.0,Regina,Pnotcj,2.0,Burger King Holdings,2.0,308327.0
His13718,M,668.0,Canada,150555.0,CT,O,Ynpposhnlxoepkttsknjnvnotrrji,Hisrjmgxsvnrbfb,A,1-366-334-0161,4.0,12.0,Glendale,Orjfnzblncpotvdriprrnikliijapxxv,0.0,Sherwin-Williams,2.0,1612632.0
Kuj13719,M,668.0,Canada,321114.0,ID,O,WFXTODAMLMBVPKMWYXGRLKWHXARQLE,Kujbbtjbasfiewddibjvr,f,1-251-524-0896,1.0,7.0,Brownsville,Rhfmoewbunlks,5.0,IDT,6.0,930911.0
EIL13720,M,723.0,United States of America,242854.0,TN,O,CRUKMPWCU,EILFHJREWIVQI,U,1-178-349-5480,1.0,,Riverside,mgivadetlbchleomalhnrg,4.0,Duane Reade Holdings,7.0,3097456.0
Okt13721,W,626.0,United States of America,332678.0,Alberta,U,cihdnticsdlfxg,Oktbxzr,,1-473-493-6838,4.0,75.0,Greensboro,Gxynqvbiyzqpyyddrqouksgeugekrooot,1.0,Plains All American Pipeline,9.0,1993652.0
Fcb13722,M,639.0,United States of America,414520.0,VT,O,YSRJHZIOHHTOATA,Fcbnvxcfdi,,1-781-247-4945,1.0,98.0,Fairbanks,PWYJVRIFZHLLFDBYFHOOJW,2.0,Newfield Exploration,0.0,939543.0
oag13723,D,317.0,United States of America,,MS,O,rxmuwvulfiumxgjkyr,oagngtrztoqtkuorrq,R,1-320-538-5139,0.0,39.0,New Orleans,,4.0,RPM International,9.0,2766209.0
Iuu13724,M,420.0,,390926.0,Newfoundland,R,Moooatlejhfqfxmsc,Iuuefyxlvfwiymmstp,,1-358-509-3102,4.0,78.0,Chicago,BYKJTSVUBAORQCTYJWGBGMDBWKJOJIXJEVXKCOXNHBSNEIYXTJIPUY,4.0,Stryker,,1557424.0
Tcn13725,D,731.0,United States of America,432750.0,SC,O,Yvlycdrrdbjijvccxalpha,Tcnknfwed,,1-283-980-6142,,21.0,Hay River,Ekascqzpdqnqnevdffbqkjbf,3.0,Campbell Soup,1.0,
iqu13726,U,843.0,United States of America,326005.0,KY,,ZUSBCUGLGQNYSKFBMWRUQBDLMA,iquwvdhdasiytszgtrespwj,,1-775-898-6114,3.0,69.0,Knoxville,EWEVPLZPJWKSKPSKJRTBQBBMXRXKRVNLECFUVFSARJAWFLRUXFDEUKQRTTDJUEPBILBXNIAACZSKF,2.0,,4.0,2774564.0
AYO13727,D,549.0,United States of America,464015.0,PA,O,YTZBVRDMIEYQBKXWJI,AYOWBUBVPUNU,H,1-538-565-4671,5.0,20.0,St. Catharines,Vlaxjuarykxxvpctoeubngrwqqfqcuwgjttxvulehuzlqky,2.0,Corn Products International,7.0,430920.0
Slc13728,U,314.0,United States of America,411225.0,MD,U,lsgfcsbquignglodjcv,Slcnhroitwfimxbsmoxnwjvoc,i,1-865-497-8774,5.0,20.0,Austin,LZRUIICETOMXEOBUIKGVIQSPANXTIBEMCZSLOQCEXJGGMATPGYSOUPPSOXPZXNBVYPMTRMWLNHKNUOEX,0.0,Buckeye GP Holdings,2.0,2265091.0
Mhq13729,D,635.0,United States of America,318385.0,FL,U,stnogojvxplhqciqudmwinh,Mhqibegijpzkbkjh,Z,1-599-556-5134,1.0,64.0,Milwaukee,Wsqpggodjuuwbxqk,0.0,E.W. Scripps,7.0,2804089.0
Gga13730,M,665.0,Canada,484884.0,Saskatchewan,R,YQRUFPLRGOSTA,Ggawtaejyywkm,F,1-954-849-9538,1.0,68.0,West Covina,UIKLRENLVTTDIKPMLDQCDKBOTIMTEOOIQJKOI,4.0,,3.0,2287522.0
Pxd13731,M,551.0,United States of America,449492.0,AZ,O,Fwcvusss,Pxdajyvpdokfn,,1-786-777-8660,2.0,98.0,Las Vegas,nidxapwmjixjmekksbtd,3.0,Entergy,0.0,1265082.0
Jqb13732,S,544.0,United States of America,354548.0,KY,R,ahfzfpev,Jqbstgntwfdcckfjpwpnfkxjklbl,,1-852-132-8864,1.0,6.0,Tucson,DZIJVMEWUOIPGOXPWLXPCMUOVFNAPFPOCJRSUKVPTAFTYXRDVKAMQK,3.0,National Oilwell Varco,5.0,112369.0
Lqj13733,S,681.0,Canada,97936.0,DC,O,cuxaygopmhokfdpkjgcouzrjatzzem,Lqjxdbifheuvwuwlpfifsqmycwlj,h,1-544-887-9062,4.0,28.0,Yonkers,Rqhjbnkrqcigagexlzybnctmagdgirgyhecdoqrhnijesdcuwhvhrqoildhhauejnv,4.0,Hasbro,,1985713.0
srq13734,W,520.0,United States of America,384151.0,IA,O,uryvwhnrhpfupgwisizsrhhlgxz,srqlnbb,,1-807-397-7626,,,Toronto,QOYKDECTDKIHLQFQWHWAFQNVHPBBSWPBBLGFOPABHRVJJHFHMMIEKOON,2.0,Public Storage,2.0,3582449.0
Gxi13735,M,649.0,Canada,331712.0,MD,O,AAZSFIKCXTAARXELLMPGJ,Gxiaoelcpkvdvzwe,J,1-173-450-8902,4.0,19.0,Chandler,Cxugvjjbjdgymfewoqefqvsqodcwxkrcgcnfauywhxksesnvsqjylcwnnjidkvwyi,2.0,McClatchy,3.0,2000712.0
Mad13736,W,613.0,United States of America,5296.0,VT,O,tpdvyh,Madrokmegkko,l,1-135-225-1718,2.0,92.0,Philadelphia,,5.0,M&F Worldwide,4.0,
Vcg13737,M,382.0,United States of America,377357.0,CA,O,WCGNQUFFAI,Vcgbyxfrwuxdcaokiozkshjz,,1-699-421-2418,0.0,42.0,Plano,Waqymqrebnudjsvjnlxfsvs,1.0,Honeywell International,1.0,2637224.0
Trq13738,U,,United States of America,257310.0,GA,O,Fedaufcdnerppnmkac,Trqjyokrcug,,1-135-472-0590,0.0,91.0,Sacramento,yykmkikqdlsmnsosompwflxxcyfghztkefinddzxnwdkflfgmcmqucxbopglzui,3.0,Bob Evans Farms,2.0,177026.0
Itd13739,M,725.0,,199354.0,British Columbia,R,vwsezckwshlicognnil,Itdmpse,T,1-720-143-1712,4.0,32.0,Anchorage,Ebsatuunxtwkucgdditbqh,2.0,Honeywell International,9.0,2914749.0
Aje13740,W,748.0,Canada,352212.0,NM,O,TCKEPJLPUD,Ajeqkzfrqlloxch,G,1-016-811-8275,4.0,36.0,Yonkers,Hurtkshfgqjtqvrhmrtxnadpqsdxlwsogcrtsrzxrcytuuwtoyrwbuaqcppxlehqguhochuorvagohf,0.0,Hospira,5.0,2090382.0
Pup13741,M,560.0,United States of America,414017.0,New Brunswick,O,Mknirvgjsummnmwshbnonpltzwq,Pupscmgecjrruwimhvigtsgwu,,1-495-417-0660,0.0,17.0,Whitehorse,Sigrxhfptdq,5.0,Rowan Cos.,10.0,3018111.0
Orz13742,U,674.0,United States of America,197659.0,NH,O,hoalipkibalduangfxycrvbjpzxsr,Orzbjdha,p,1-225-064-8158,0.0,16.0,Houston,MIMNTSIU,4.0,Family Dollar Stores,6.0,1872872.0
Xym13743,M,531.0,United States of America,49832.0,OK,O,YOOIV,Xymtgrwxkffgqizmjraxdrd,,1-660-593-0481,1.0,47.0,Virginia Beach,,5.0,Marsh & McLennan,6.0,209567.0
Ywb13744,U,681.0,United States of America,,PA,O,Rjxjbxuh,Ywbbbikcryxsvp,J,1-474-255-4741,1.0,64.0,Washington,QDBJIJHBJAYMKXLRDVTMIDDLPJHCMTLGOSBBVDQIIYFSZSHAFXLCBBAWLJKY,0.0,Olin,3.0,1030476.0
Itg13745,M,712.0,,195494.0,Ontario,O,EAPJEELKD,Itgmrqpdmznyjvolyddbspiqrbfsnb,,1-391-575-8612,,35.0,Pembroke Pines,Xysulosxy,3.0,Markel,4.0,3817291.0
Qxu13746,M,,Canada,306382.0,NV,O,Juzezyygcscwbjcfhmsoigd,Qxugfmlsidqrezx,,1-656-854-6570,0.0,69.0,Irvine,BCAQGSQVMJCBSDNYVDBXTTNOMNRSMBFETNGDPIGBERBXDQXAN,5.0,CHS,2.0,2316418.0
Mig13747,S,344.0,United States of America,484360.0,AL,,Wtjdzjubogiovztmawokqvoe,Migbodalgsnbgjnyeeked,F,1-497-414-7815,4.0,64.0,Oxnard,Nfviumdzmatxetkpotbpymwavbm,5.0,Merrill Lynch,7.0,1131067.0
Sid13748,U,391.0,United States of America,196241.0,Prince Edward Island,O,wdwnqgxolnjmsfludfrlbwnx,Sidjernvkkmehkkckw,,1-177-904-7037,2.0,35.0,Boise,Hhmpmftcjgteeqcwbptiugvomoovyxyexkytuxgucqptcejzvojzfhcueb,0.0,Equity Residential,10.0,127489.0
hvk13749,S,618.0,,420630.0,CA,R,xzgwguohsxvokwssxlqm,hvkvcbtkzmegisupaur,Q,1-480-130-7578,2.0,4.0,Alexandria,Hlopbmifdbcf,3.0,Fannie Mae,1.0,2531303.0
Qev13750,M,517.0,United States of America,416183.0,LA,O,Wghluctyflnrwkusknqp,Qevkredidwax,T,1-269-429-3803,2.0,3.0,Santa Ana,zzfhmuhfhdxxgqmkizsifzjnshejdqvoortwtrxvnab,,Pfizer,0.0,1949100.0
Ypo13751,,,United States of America,497832.0,Nova Scotia,O,TFAKAAFGAXUBIGOAJGT,Ypowpnwbhchlbe,H,1-233-929-5349,1.0,71.0,Chula Vista,Fewrptjrcxvxbklrobwuurwghfwktnonaipjwmiaesuikvemvcvoerec,5.0,RBS Global,6.0,2065718.0
mht13752,D,779.0,United States of America,396478.0,WV,O,EHCLHLPYPEPKWIHJWDVFEDGROHT,mhtmw,,1-371-929-1442,,39.0,Newark,NOEFZUGSHPUKJKQ,5.0,Consol Energy,2.0,2984018.0
