AgencyID,Age,NumberCreditCards,MiddleInitial,State,MaritalStatus,NumberCars,FirstName,Gender,City,NetWorth,AddressLine1,NumberChildren,OwnOrRentFlag,Phone,LastName,AddressLine2,PostalCode
smg5867,47.0,9.0,,VT,W,2.0,nCKNHAEF,,NewY0rk,1381568.0,Exqbryzj0c4mkfswogszz6dnjarlrt6qi,2.0,,1 112 236 9935,sngtdyfbkyonifxsvngkp,goagefzeiqizpexhkwqmmlevdrsefizozslvoprpux,Xxajlhp
VEA5968,68.0,1.0,g,GA,M,2.0,BSSDJm,,Stzmford,639083.0,jwicmalyiaxtktvdp8kvkdkpafvkejcxmwudtrjfbkbygtmbkkc1ytxotowocadltbiffy,3.0,,1 944 126 5583,VEANBETK,erupggqbxlalxopaqzpaaddhunrfrcewsip,Ussxggysaqk
XXY5859,48.0,5.0,A,TX,D,5.0,cdhennnxacpzntjrbh,,agerlingHeibhts,,Bxlj9zbgivsoknddquqmpl4gi5dvvxanlixstdsqfjfqgwiyyzfgfwxfihwhnigdhrsshziw,5.0,R,1 642 640 9864,XXYEBUWECDNRJVYF,xnwaojukksfkjkavxebhhkrbcmubmykvyoyzhlmemqskzjsy,Vrmalqurce
Neo5770,110.0,4.0,,AR,U,3.0,Ibhgyajkqnpizsfotrvxlligpdtl,M,Pirtsburvh,2929910.0,GKCVO9FpULlCOLBO,1.0,R,1 445 393 4447,Neofhrzjm,Fshtdsoclomgq,Nmrsv
TRZ5872,122.0,6.0,C,RI,D,4.0,Smoajgtyxhxqchdjrxkqgvtxk,f,Spokan2,2661918.0,,4.0,,1 339 382 8731,TRZHQLDPAMTGW,Vnvmajpkcgvaekvmdvoq,Urhtcnukfkl
l2q5872,86.0,2.0,,MI,S,2.0,ojfojb1wcuefzzprjn9fmujkiklx,F,Palmrale,3564333.0,kctilotkchkuskf,0.0,R,1 939 802 9854,leqboiriertozoihpscx,Lqgcrapjigvrkookftxrtuhjepzzycohfrqxrfoukxhe,RUEZDAQVT
els5873,21.0,9.0,,NC,S,4.0,Nsputqewojooazebg,F,NewHav2n,1660206.0,Ivhxuvksrklfqnmwkpbpuphhpkbhpimevhhz1kywrlbuaddnwjyypvknlzqii,1.0,O,1 213 492 0206,elzhhjxxoyimurcntbrgue,Xyxdhnridgvlbjlxphrqyyntuwykefhfhlejdzrsxoqtpkjtjlrctlkbgqpvxnler,Tocdzt
Len5o74,101.0,4.0,,MO,W,3.0,Fdehivjlusx2,,Cindinnatk,2837728.0,hgndtkwnjfxmiorchcuekgjqq7gzk8xi,0.0,R,1 354 857 5460,Lenfunjhojlzgiqwxhakzeil,Arepacqruyyvmbfmseclmxckpdnm,
LJe5875,151.0,4.0,O,Saakatdhewan,,2.0,Qkmasjrjcyoxsjlxjmkf3wqa95,,wjreveport,2556732.0,Fcehzhsfawwhenppvv,5.0,R,1 020 509 7587,LJFSKYOSIDUYHPLAXDLXWEVDE,Neebwfrvmkyqtpmekqptpssxmhnvgiwpbiavvvoqzxbruhiaaiaiuhnypxemiqtnkahnbhk,Eyubwnni
PXn5876,65.0,6.0,I,TX,U,2.0,cKDRWJV,m,Gary,933495.0,rvkzctgg0bgougjouiploujyljshiqrhqgbn8leldhyndhdekffwvioehuf,4.0,O,1 305 331 7192,PXGLSPROMHJNBDZTRJKJ,FGLANRQRFITISB,Aiiik
Lrs6877,58.0,6.0,,DE,M,3.0,mkqfwlpwok9ztsv,m,Szndy,2383392.0,wQROFVACLlMOIfS,2.0,U,1 102 720 6383,Lrswpbuefaoldrapobeaghxgnzyg,HHSXIFUJEURSKMVDCRZPBNG,sgmblbp
Qlh587i,40.0,11.0,,UT,S,5.0,gXIEYKFBQXYnWZbRPjEVR,,Stamfird,3284060.0,Asrjbdkvesvzznxehtwltlplnpnnxtvdpyhkhv2vpsikfsavnscfqei7,4.0,,1 740 646 2446,Qlhynahsmvzulbbj,,Hhjdzk
BVf5879,106.0,2.0,,OR,U,9.0,UDIPQWRJ5KRgNA,m,Sacdajento,558054.0,Nehjksidailyzoaqh4peedyocphlwqjqechoqwgxayu,3.0,O,,BVVUUYIUAJRQWSEJIGBCYJWF,Zahlqhahokkvzrlvnjlgxrovgesewjyxvalpahniizxltpywnsjgtifoeasccr,xavqnrmvqrl
Ytp5889,94.0,3.0,z,NE,M,1.0,Jafcbtyhqjrtlnwxytprxkah,M,Stoxkton,1912714.0,rkkwxudrqqhltxubmgoqvspksfiroey,4.0,O,1 897 759 1025,Ytptbxtaahugwgpuxp,Qnbeeoobpcivfsvxzngtaarwaybzerahrswitvbxdezrcloorzsrelhw,lfkmkwhtvw
vcj5881,1.0,8.0,,UT,U,1.0,Ijmmqqbuvtaoedgtbdkrfyis,,Conco5d,1133350.0,,3.0,O,1 967 274 1730,ccjfdhufpgjwtayh,ZGDKCTNHNZTLICYUXMNOFXSTMGPIMPRQJT,tkddzfk
jwc5883,90.0,6.0,E,AK,S,,LjPSCWMU,,Modesyo,3322597.0,mftupkpxgmlbvymnsqollkhwobxjyqne,2.0,O,1 883 924 4940,jwcvwcwgksvmhioafyocqpquvs,YRVTXFMVCBFYYGEJKLDLARXTBHUGBMOHSMHJOFTRKAIJKVJGBTUGDTMFTKWKC,Txewimkudt
Onv6883,83.0,1.0,,WV,M,3.0,Xrjmozydeo,M,Erie,2728587.0,JUHDtNXMEjZKLF,3.0,O,1 108 391 4739,Onvpqddilqycrmakc,Qqxpibzdjcbpqshjpmnqqonkmvggwzujqmlqqbhfoyjazshptcihlcbzekpktexnjqb,Hhiikxbl
fPA5884,75.0,3.0,,UT,W,1.0,Goihexuzskaoo,F,Fayehtevjlle,542583.0,,2.0,O,1 495 555 8601,EPAMLUNFROSNFFEHKIMUIOCMW,QCZQHASISHOXLBAGKPBSNCKVMAKJPOXMWIVGLOEHZRAQDTCAEBSWE,Xggqu
Sae5895,29.0,8.0,b,UT,D,2.0,Tctnchxvgkrkq,,Checaleake,489254.0,QBiMOGARKVaNAVQPVDZTRBoDUZMNaoE3dEBIIKMKVQDwMCBVZLrRIGQJ8YyuXER,4.0,U,1 091 621 2383,Saelwmgfdk,pmmskqeohjvmwjjuzztcfmvzqcsbuzpvcno,xuvuzhivaq
Cat5896,112.0,11.0,,DC,U,5.0,Aeipzilgxqrndfuynsnkogirzj,,RsnxhoCucanonga,1482047.0,Uvalx,1.0,O,1 016 656 0755,Catqrsizdroc,Txozygjirugzqktriudiyspqrxokjcoostlrcxujnn,djxjhvdqjiqg
qhg5887,110.0,,F,CO,W,3.0,keikkbdiscaf,F,Ansheim,343459.0,Duopafhcrfmswytwdq0ivfeqaumsmokxlsqqjc0bkovsqj,2.0,,1 258 568 0277,qhbcaz,,BDNPCVLEZ
Mgc5888,113.0,1.0,H,UT,D,4.0,zm9lczwqbxalgiakenedkb,f,solumbia,2392841.0,bmdmipl0axkmvjutmgexxeauihzhmzfphcxwhjlhqvtfi8mzjz7fthjufmtjgxmubxrcgdnirs,2.0,U,,Mgxyl,Kcmlcwokxuanhmydn,doduatxmqeft
TWJ588i,70.0,14.0,,WV,M,5.0,fdekeqrmdewozsnxhwhnrk,f,StLou8s,1828649.0,MZsZOGXlXyTSNVXA4sBPsOIQJYCQHXgPYRMWWDDXmqHLVRkPGxAwKKCKCGYK,4.0,R,1 292 375 5585,TWJILPAITCFSIWFTVMPWVGGERJ,ofrndqatzctjxbnlzsmuqnpujeregulpqkfwbmswzkzvmnhytymmstqwaalwlycrgpttvjxnnmby,Fxbvpbl
Vbw5880,115.0,3.0,,WA,U,3.0,ormlr6yxdz7gljzd7mzqgcdlkmk,,Omahw,,hostmggbnfcobfxtzaazjnumlrfbdihyudaqhmsxyhyeazsatasmeqfwwxurzoyycarwautlv,3.0,O,1 071 386 8572,Vbwbeftrevarheksz,tcgqdgjshwjimhfvvqnvlw,Qdmxgni
Cjut891,6.0,6.0,U,FL,M,4.0,Szukjf,,0embrokePknes,3037566.0,BRSyUMEH6WYUHFxTlMBCM7cDuEQXUKLYJEUIQBR3X,2.0,U,1 887 660 6260,Cjudpvdcegd,Mlglginmmciuwygnwatyeeslvjfooessttsptpfvueebiilhqlqmvqohxfvunakwcnw,WUQWWY
Rdt6892,3.0,6.0,o,MS,D,3.0,Eakpjsjb,,Indianqpol7s,2548237.0,jgrmr5nhv0epcmnpdwskalawiohnvkstpfmugxhqiciraohqwstdgvnsvtu,3.0,O,1 837 618 1398,Rdtpgts,ynslweeidoynycjf,ecwagsh
vvt5893,63.0,3.0,l,MO,S,3.0,rkupsuvfhjatantklnibqseq,,ElMojte,1263742.0,Xqizmhqshqwpq8pduod8rdp,2.0,O,1 841 048 6668,Dvtdcoxpwuru,Ltzctawaxzathyzudqxjacetkasimnalrudhvzjwl,dhjuvenn
rdg4894,74.0,4.0,r,AR,S,3.0,Tpkpjptlfzmw0gdmomhw6kvb,,Sacram2nti,2782544.0,wxbbxkgdisdn9rjmjgzhiqcfocdutfvn,5.0,O,1 222 104 2523,rdgjvzyaaphlojluklshtmsyczw,SEQAVFHGITXQWIYYCDMAQXKDPFETVTRFCKPNJAYZFMHNTJA,axmmxrvcvhg
Mrh5i95,103.0,5.0,V,CT,U,1.0,govzwaffndcvvixwlgdwrdn9juqob,,S4Johns,465195.0,cvnupgqrjihnjzbwagnrmlwtdmclaghtmbkf1mjovpltdbbww,1.0,O,1 182 169 1203,Mrhvmcpebgzorya,WAXPBNNYTNFNFJCMX,fmlwo
Jkm5o96,51.0,1.0,,NovaSxotis,S,3.0,AH9saTICIWEGHLEJV,,Norfoll,1920205.0,9ymulhwcodzxffllzrsuo4lbnaknltmlxkvpkbfghhrxcvpwjll9qbktaqtcpnasqph,1.0,,1 125 450 1718,Jkmpesmrvijjpptvuqbpwqoj,qcqvyalodyuirfgxfikwcpweptfcurmqelzqcsajzzlnscrexwsbco,
Ujq5897,64.0,11.0,C,KY,W,2.0,dfbdwstmyehcuabavgoy0by,,GaddenGrobe,264421.0,3osytxwqindtzdgvxqgfqg,6.0,O,1 944 972 4013,Umqiuhuvpmgjprjgid,urubmahnvyaobtcexgxhxqllswviftrfkxkxjdtbfxp,yzdqddacd
Cmv5i98,69.0,3.0,,WV,M,3.0,koqjenhtnvfawehbh0ckzkxmpsjf,,LazCruces,2839881.0,4KJJVH,5.0,U,1 318 238 5309,Cmvtratpfplbtjfupv,LADSWSHQURZPRNBGCLXVHQSZHJVCSSVGRENOHZDCAKWEDQNLQHNSKOUKMJOQOHTEFVCPAO,EBTBKSIRMOFV
Anm4899,141.0,3.0,,Manktoba,W,4.0,Vjteghiueilf,f,DaesonC9ty,1812992.0,ziptlguwjvfs6wrdpezofhzvglbhwr6gxczvlbsjagrsswiihdx,4.0,O,1 106 936 0027,Anmsdntgxcqudswsewjbo,Mgjempfsjjpjkjvkewdbldcjlshyupdguljsrljcbpvtgfooofsaugptdapvezdnsiifwutin,
kkt5900,35.0,1.0,,NV,M,2.0,Dchwmsr,,Itvine,1832010.0,xvfudxhjt3wvqfjqfckjgy1okrmlstexmc,5.0,U,1 659 199 8615,kmtxkcppfpbxsnamvpycasq,Xdwhinvyucgsd,Rlervwvkkdxc
Mbcy901,125.0,4.0,,AZ,W,3.0,Ddwxr,,Sanxntogio,1426176.0,,5.0,O,1 317 127 2850,Mbcsgndgfpxvhmtcqawsinb,knfmujii,Dvmpaurv
ocv4902,62.0,1.0,,AR,M,7.0,Sisatnzrrhtjmeedkgt4dhe,,SyCqtharines,2718466.0,AQKMVBWHVTWSsISGXHqBcDHELWUUsDkxxTTKRQITRWxKWHn7GjAJBUTMFRwpMEBXD,7.0,U,1 241 853 6291,ocvkcdngecmbc,,xhrkwrqkzehs
Uzb590w,9.0,5.0,Y,NV,,2.0,Adsrgmjljvetcvplx,m,Montreai,383715.0,Vdnwthaqbrqkz,2.0,R,1 936 354 8700,Uzbqhujldvowt,Vgneceackvysomlq,
FUV5004,,8.0,,0rlnceEdwardIskand,D,3.0,Wbgfpf6gxko,,xasper,2094375.0,Zf3bgnlljhuxln,1.0,O,1 698 003 5320,FUVQAWAGYFAHICTCXZIKNGLKWK,Nouzvotzximlgpxpwvqclkgwccclypqeijisdchlpzcjez,rkxrh
Hwe5905,50.0,3.0,,MO,S,4.0,iehynldnpzycmamtarudyub,,Dehver,146758.0,Mrbwspdboo7nkqgocbcriituxfxobuxbx7ohwumcafhpabupjhdqisqvhkynspp3fbi,4.0,O,1 275 335 2513,Hqevgcubqhhuyriihoatipiqqtjkep,OFFUKXKFJUWQK,Oeeriawryn
FGF59p6,63.0,4.0,M,WA,U,2.0,HEGMOMGNyNZXbPePGD,,Rive3side,2123229.0,nswkgwbdenyapucfdc,2.0,O,1 065 285 5759,FGFAMQRNZJOWWTVS,Ismvrjpxltegwtjfvlamqaagfkkqvhfseftgm,Kqxdssblvhxx
shr5907,69.0,9.0,,AZ,S,3.0,xdhzuletprojcya,M,Henderaon,1149292.0,LjKRhivLAdoQZOOhCTVPJNEOYVNOvWVMFBKVGGUkOTXRBQWBGfSXJDIzPCT4CKH,4.0,O,1 274 297 6662,zhrzcvgfwgqxobexjfpjby,Jhbfiiqohlpmaqcmcygvkaawgpujwjrchjaaqyqetealrrkfllhfpxtx,XTCLLX
Tect908,73.0,4.0,W,FL,,3.0,Kddsx,,Mesa,,bsmrznslwzbfqszuyujplytvhdkoib2gphcbnjaj3,6.0,O,1 547 682 9540,Teceyeqcptniedptmxmtviy,,LVRKM
OYWr909,43.0,5.0,t,BgitishCilumb9a,U,4.0,Muupyhsgqzovptkesu5u6lxbwpo,f,Boloxi,2265432.0,hcqzajmhnvigeufdpmkcnmceqptnfltfucdknmcwyjeshgrfxf36iblxwnghsjkohazpberfrrf,4.0,R,1 716 378 9487,OYWOUGJQP,gtvuztcjfuytjftgqoqbxxwkhinadngvmsvyzscajskupshlicyvguqlpczdwwlosbigqh,Pbsgt
IOXt910,110.0,4.0,c,MA,M,1.0,ihujyvltyjgmgbarkgw,F,Ligcoln,3905245.0,fmxlsxsoferrzgassugbpaa4bwovauvncuwbq8zkpkjufwaqcrbcsbhpjnrapgcpulvbdcmujykma,2.0,O,1 206 822 3135,IOXURLZGPFLDMW,Zvewkcijjpjpjvvtgarvpvxmxqzybrsaenkrvqdvutygnzrpxz,pngphp
HJW591q,,2.0,W,Newcouhdland,U,6.0,xldliymk,F,M9ntreal,1291394.0,Kihlaqazvoxizfw0knmsdouldexpcwoikkxzvgssjxdstnfwsmqkwvvusgfrlpfhooiieren,2.0,O,1 733 529 6063,HJWYJAHX,Lnoowvcfyddrrefs,Xlmonslnuua
Mfx591q,,6.0,,VT,U,0.0,SHbWECGFXHkALMn,,Durhqm,1935675.0,i3LkQJWYQKtFTQPZVhHUXRQIKCJWTnYSsFBPJSPiHWUORWTOLCtCKQzUOWIRgWPgVVC2BASSIFehL,4.0,R,1 138 352 2557,Mfxonusvj,Cejorftwpblqkcydorjcxbkanqphpnnowpacfetwbxokcjcrfw,Lpuxscruw
Ljk5i13,43.0,10.0,i,Akberta,M,2.0,nxttqxaauqmftnrrxemb,F,Nash7a,655988.0,bXwHHECKJNWNENAyAzYhJDXIMABSRWEJYPLXZrpTdYDmFMXAknEPVgXSPCUAW,6.0,R,,Ljkiwwmtqppcxohpfrquws,MLCIFGAIJHLENEVZWMASKNPTXV,emauihfsms
fpn5914,51.0,9.0,,GA,M,1.0,Elhissdhlgsco,m,gewark,2075681.0,ghjgesnhwfmxhcshvmfwurkjsgdmzucookzdrsf84sxkamwehgkjmgnxeudam2mgzegfsg,0.0,O,1 648 295 2847,fpmdgyzbwgicjugspddnwchokolun,Upkozvhpzdluecrwocqspbmqgqxfalxuciibwizapbuvxiidnlmmdgcylegdkmfjhtdvthybmeqmwqhn,uaurb
Aou59w5,58.0,6.0,k,NM,M,4.0,ckhmsmwiv,,dalinas,1954664.0,Pmtdbpelxhpq40gd7epitaildihodjwrmqkwzbhxrspocqxrhzkqbkiwimgxvyssbwtuex,3.0,,1 681 416 8571,Aouqxvmtsouxvdua,WRQKAKKZUEIEMFTNVGUWRKYOCEIZNRTZGWPFAIHMMT,OFONHDW
Sdf5916,3.0,10.0,K,OR,M,3.0,oXPEEKsWVU7BIKVLUMFZPOLb,F,Fresmo,2877393.0,lrtbyhbuzvtyjmqdpmykusdycsmqtibvmrwy3zwahmgn,5.0,U,1 377 622 3262,Srfyxlhauzvhkgokpbwcwsnvga,wvzrempymiebjblgdxfolz,CWNVJMPFO
TRJ591u,138.0,7.0,O,LA,S,2.0,Twaqvdxdg,m,tarland,3604737.0,qchfaddllzghljjwwhfosetwudwtknkbadzytdle,4.0,,1 589 051 7671,TRJPPFXCMIBADTBHNB,Abiwfabxrnjgobfrgubwsjfcvneoaznkcdsjbkrfwkkgtrdzpcrospcgfzzxmqzfglpvbkmh,XADZBYN
Jvf59w8,77.0,3.0,t,MS,M,4.0,umkvsaidupkkewhdgmxuycrocqwd,f,Homolulu,1438383.0,9cmbrex8w6ugxzwefuogsjhpwxseh,,O,1 632 206 1152,Jvffjaczugz,YFKQNEKZNYKNMMOWGJOCP,Nbiase
VVS59q9,160.0,10.0,J,ND,D,6.0,aisqu,,Edcondido,2268639.0,Jnbvqvvykc9lougntgedgwoebwqhlrnhhsorqvrpyqiksntsoyiiauiphwtfkusuddwdl,5.0,U,1 697 297 2681,VVSNXQKO,Hyqmncpfuwpwdksuuscfkytbqpvjkqolldrqyodtqqaezopjoemsozdmlxkapy,Riqabmtjos
4BK5920,84.0,8.0,,Onyario,U,1.0,bieizu3wlayaxr3qweouiwbbmvg,,Topwka,1580076.0,fdfbsgrsti0yjlgwmpgwxzfhljagwfxhljjvhtqmvjbnnctpets3shgctjgyhbrm,5.0,R,1 300 692 7195,EBKMEUPLTBIAFS,Pgwqcttzaomkucydrapuokcggoqjnlohbzogqisubxtdffdr,Qwgvkxka
Irp5921,111.0,2.0,,N0vaScltia,S,3.0,Zai2iovxxfg,,Cadper,3880582.0,ShRORDQD5SKGQP,1.0,O,1 817 414 4063,Ifpxhxrifkf,tgrcrproiaqvqzajrrhylixvqdwmlgrmrfwzrgfqwgbhkdckritcmztdrdyirwmffwakfdluokrkvllg,Eepjsfyaloi
Sao5922,84.0,5.0,,IN,S,5.0,O1RZE,f,Corlna,1960805.0,wtjfu,2.0,R,1 925 115 9371,Swovmqbdthpnqmdestdiitsmew,Jfwdopujjxvhvnkhaodeazawxgswznkjgcl,ypprnqsiz
Wsz4923,87.0,3.0,z,RI,,2.0,Zgrrdlqjh,f,Flibt,636766.0,UdxBBLYHPREi6YJGVAF2UGXYV,5.0,O,1 246 302 3650,Wszgqtju,Jykifcdhmdphwnslvmduvirlkbyjqparphshvzgioglympgzr,KRNXLK
Epw59q4,64.0,10.0,Y,TX,U,0.0,Osv0dechhytizlni,,Macoj,1325473.0,oynepwfufbomlwioqlkhiclktvbndigsiweyzjgnvfvoxlzdghmnpzpzpmwvlvhwwtdnbflmrk,7.0,O,1 757 174 0542,Epwdnzchjpuxrakemsjy,,zgwbjovnbcva
Uxr5925,27.0,6.0,E,NV,M,2.0,Rhwxlkpvatgggtrqgv2egn8wzl,M,Essondido,867296.0,WAbVWRGLhCBIXNDlIJIGASUFEVWTBsBKyDUwSHJTTGLBS2p3NWIJOQAiKOGUdgPrOBZF,,O,1 836 352 8402,Uzrzbnfysbafb,Undlnijjarwjtbjqtsvpeumdvxpsuhojkkqnroqqhfxergozkpuzviixvcgxrniptnrolqsk,ESFZWEIA
4UY5926,62.0,,d,TN,M,1.0,Nubwrqhoizdywboajosvluokcimw,,Ohaha,1303241.0,ulksshnsosayjpxffrzvlrijviomcpqavrmqsddwitmgrxks1rx7ljaghaq7ssfrxedkngyuekqpvnj,4.0,U,1 583 840 5177,RUYDJOUMQQRQRRZKLEAFOLRIOEWQ,Mpplf,gkbhqvhi
Xhh5927,76.0,7.0,e,MO,M,6.0,Qyhvq,M,Boaton,3281324.0,hQQHjJSyKfLOlAQHVFZiLANRGEDUHVH1VLNyBEWNDtEFYGNuJFHWWC,5.0,O,1 600 660 4823,Xhnft,Apxdemitxchtpmgbafhpxqcarsyuwugiztoqwzkutvxmmljxujqyehxyjyxqljqqyyuelrnefhcdi,JLMVVW
tlb59w8,113.0,13.0,v,VT,U,4.0,JbXVQC0WOYJNNnPLFAMyVxHqSHFWIP,f,Ph8ladelphiq,607970.0,,1.0,U,1 855 460 2939,tlbjodvodubwgjb,Qjzmjuymws,Bgybh
qii59e9,89.0,8.0,,MN,S,2.0,UZyECQJLR,,Fulle4ton,3461228.0,Qajwukhywjvvr,3.0,O,1 971 515 2849,qiiticobwnqnmaaqutmstxhjhaidqw,zpdvrqtrfghbixj,VOIIXKSTTH
Lth5939,149.0,13.0,E,DE,S,5.0,Q0l4vsrkkvykxekpjdwohu,j,xavannah,1367657.0,hffvlfcmvtzbvsd2lrcpghrwqameqqiirlsjddrrpntmxemdhhmawzilbijzc9oa4ti,5.0,O,1 198 204 5587,Lthgsibecosgv,qmlgzqaiuhkopavujduwcvufexf,OWAKRNU
Ypp5931,86.0,11.0,,NJ,D,3.0,Jtrg3aifauiiiohtkjffim,,kdahoFqlls,,wczruzfo7pqjinunzokojqlwdjqiybaiiw,6.0,O,1 099 005 4511,Ypoipuwrrccnzucdgbiiycjuzotomz,Xhwtjujhenwgotzvzthjejnkzbqekpggsjbyglebkeh,WKHOMA
ofky932,120.0,6.0,,NC,D,3.0,Msg4yoquijkdkctvvotxcfbanth,F,GrancPdairie,2171687.0,WTPKPGBEHlMvRLDAEJUKfaEZCRTRXWDIGzSRASewhPXzBRLPN,4.0,O,,ofkjlesqissicxankyeiiod,Nfbibtsockhpgpetbmbpvjqxbmjokoupnmfhsnbjqkncsnlfbdpldrrighzlidheksuzbxldmob,Izmpkjcrc
Ysc5933,86.0,4.0,,OR,S,0.0,4aynp,F,OverlabdParm,2679082.0,Ipgxahsrnjybswkpqngvnwddjyvjflusiwphuhtwwioeefxyejcnml,6.0,,1 280 804 7182,Yccqpjebgtexnnxph,Sxgznktzbvojtbmpblkfppknfxuvu,
EOF5935,62.0,2.0,S,ND,M,2.0,HZFVQ6QBBQRJhNWhiBMOMZGF,,Svo6tsdale,3278092.0,vooopztdyxavgmukzjgnion,,O,1 032 893 2788,EOFBWQKJTTV,zlatcpigubwlrlyetephdjdalyrvfdwjvwrcxozwkdrwnfazogmwahoigsghemlkhlv,Dvjmascgoi
Jrhy935,110.0,4.0,,MO,M,2.0,Wdtxctqclutra,,Bost0n,285446.0,hvvuvmkpdjrem9xa9yr6rdapsnjnaxa,1.0,R,1 383 536 8474,Jrhgthelag,Ysifcuattwlgtgzwgsxtfzfxfxcvonlgtqzrudedjcfmtgaicjwlsekwpwaocdqcwulyjsblvah,cdsebof
msv5936,153.0,5.0,u,Ohtario,D,3.0,clvxoxikbhfrwxallobektbl,,SwnDiego,2133824.0,Owamyedifxjbnacnoqwlvgkmdmpxkcegqsppgpufmizduxlb55hrpgyiv1zb7scdmfnajqinj,5.0,O,,mscvprdyltzft,Urmwadhqleyifqzepqjwjbywlnsgoanztlirtpcxirkpfafvlrse,tmwdwwxsrfct
Qwiy937,35.0,0.0,x,AR,U,3.0,MHIhG,,Coloradixprinfs,2152528.0,dqidbcnzdtngwwwesfdaokxmejdzbhoblen2xkeec9nnehqzvcl,1.0,R,1 478 664 6129,Qwifbhkpkrjgounitty,Efqkeidurjerbltjenscrnukxszurnuddzmjakmivqttctnkut,euogt
DQA5928,53.0,2.0,,MI,M,1.0,WGXDVJLELtLknGB,f,horenofalley,,Ouepyfhjdrpyvgouwvckymmpapjomfnqipsdg8tjxedztcdolmtkdaybycbq5kdq1imzutx,3.0,U,1 636 503 4903,DQAWTBSEYOPXD,wxtvuailnngakggweoifhihnvtvuutzwmcrlmlkynakcxlohww,Rpsgurq
Wnw5949,75.0,13.0,F,TX,M,4.0,Cxgdviyddjcrvajh,,nayward,388448.0,Frfkyrtirmdqj6xkxawjwijhnpntyrimeiwxe3islyabfuvhsemw,3.0,U,1 733 161 6497,Wnwjojq,Hsmormtzxmcmdelnkqdk,xpktfcd
ldf5940,32.0,,,Quebdc,S,4.0,heoiadbrongy,M,Lo3ell,4814100.0,hkbldjxbgoscbhomiwgqnocrelrgovekqnxnakllxkseacgqbjqhpdveoi2cbolz9yx,3.0,O,1 502 579 0047,ldvwrb,Buyobdhpkqqwyohmvknyckulmjwcupfvtxnsexdve,
Kby594q,3.0,1.0,,PrinceEfwwrdIslahd,S,2.0,Twjnvftepdckurlxxzdwhfub,,SabraClara,1532602.0,iCKkTRFOBSLHGVOzADKcCnWkDUyYRZJSZMJUWKXWDAVHRLVKE6YBGABAhEYxcKGGuQOnyHcHFAX,2.0,R,1 543 487 4450,Kbyjkczhoragw,RJHCOJDGKPAIXLIQUYFUVOUXAVVEOIIWFQWHLPFWAFMVDNHMKQMCFUTNUKAHEYXHVEMDOFMZCVVM,Uwokovtjz
Oqa5942,47.0,11.0,,IN,S,5.0,7qksxfndz9ahqgmo,f,P9mona,927298.0,Gaulolzmfcwvgfghre5nw67oderbcljykamccwvgqnvmncsfbhjhfqxf,1.0,O,1 770 708 4460,Oqzxfnf,adckmgudpzefmmiuigrtashjnpbmsvwacesrvuqxvwqzigzuzyjdwsnseyjqjxcxvejcxwzaqmegrisy,QUMGDWDRB
Hvny943,99.0,16.0,,AK,S,4.0,Fchemafoykjgwwqjsixhxfl,,Milwauke3,2258720.0,Emockfvdrqchrzwjnveaonpjamzicfijxunhmititguqegkj5utrwhugeiuvlapx,4.0,O,1 348 852 1537,Hvngvppuyulao,Ehkidgnnhopwzqrtrleyqefngzbwjxxqnvynrydgstwulyelbyucqijgtiqmjnyzpgszvmkccpd,Slgheh
Ilsr944,101.0,4.0,,NY,M,,R3LVEBNNMA2SFGUCCAMsPaE,F,Mqdison,2142390.0,,2.0,R,1 284 945 7650,Ilspjuthljthrnhrejfjmwimh,Hlalwzljxmzunoiskjecthnvfnikgprfydmrhwtcgnjuqytriwgfgsynrztddmodkhtftwzg,Anqkrrz
Oqb5955,124.0,3.0,u,ME,M,3.0,Gackjlotb,,bashua,2070677.0,Xtyidkxwfeohnuzwyqvrjio8oneretxoezfnkzvsrumfmgsimilfpbdxakszcq9,6.0,R,1 554 654 3945,Oqbnggp,Ubsyrrgbimlemcemunhetmtsygydlemfpzfvt,MBWXRY
lwf5946,70.0,4.0,r,Ontxrio,U,2.0,Wyjyxgnlguff,,Daytln,1417343.0,Isoqsqdsbska,0.0,O,1 956 167 7511,owfukjs,CXDJCRXYKWHCETWQCCMZSOYEXUITTXDEHXTRQRIGNXJDRPYRIOVLXHFNER,huwkxvra
K8t5947,15.0,6.0,,OR,M,1.0,Rgofdu3bpqolcqfega7oujtcbthym,,Ha6ward,2387023.0,FTIVANVzFNMKJDMOJRWVXL0g0PjRDGKTQZMcyUhATSUGNaJIgIVABdDiTRLBRnETQRFAERyASOJQ0Q,6.0,,1 194 390 3367,Kutpppfpvwdtklthto,qumybscpibxzcqkczhxdowzoznoirotjwac,adysyy
bus5948,99.0,4.0,,IA,W,3.0,kEMTEBPOQOb,m,Provi,2138334.0,,3.0,O,1 642 213 7391,Fusipm,recfltwrpx,Vguwmebprd
Drh5948,9.0,6.0,o,NC,M,0.0,Rjphmiijesllbonyaytmlkoipejtcl,,Sanwnfonio,1092036.0,ziqseaubks,0.0,O,1 820 320 2830,Drhgrbmgexpvzrsnmukctxjuwkvuq,,smosurdx
IoH5950,81.0,9.0,t,KY,U,4.0,zyhulqopfvfony,,FortColkinq,2572795.0,c2wumkkarwwauifdsmwvfh3iieokmschgnhrhkpgrwjwrzpd4dyunxgjoblpsotnwex,2.0,O,,ILHXSTPCBIYETPZBOF,Byyntcsrunmgdxtwgotm,Vupixaw
