gncd,wnrrntflg,frstnm,mrtlstts,pstlcd,ntwrth,phn,ncm,nmbrcrs,nmbrchldrn,g,crdtrtng,mplr,nmbrcrdtcrds
Ssb12680,O,JMOZWDTQXXMCOE,U,Yfvrfh,13255.0,,70731.0,3.0,5.0,5.0,628.0,Fiserv,9.0
RTZ12681,O,Sgkzxdhnelvcyvvdt,M,tkimxbae,384474.0,1-784-657-5164,50373.0,5.0,0.0,45.0,468.0,,2.0
blt12682,O,Wnqszyh,U,Kybaqrar,842697.0,1-883-575-2377,41649.0,5.0,2.0,38.0,512.0,Ashland,10.0
Ncv12683,O,Whqpsfoowcqtfqooauyi,U,IYHXATWNPPYX,1615869.0,1-228-829-1418,182537.0,2.0,0.0,8.0,833.0,,3.0
Xxu12684,O,PTVZGMFFRHEUJLIITCXVKLJM,M,Inkmwlgoxhaq,2806028.0,1-746-384-5333,201659.0,5.0,1.0,88.0,809.0,Urban Outfitters,8.0
ZLP12685,R,TBDMTNNMMVNBQVEL,M,Jlncgficw,2327223.0,1-598-289-0069,470515.0,5.0,5.0,3.0,539.0,,3.0
Czi12686,O,Zwvjj,U,NTSCRYIO,3062863.0,1-335-942-0102,139847.0,1.0,2.0,5.0,398.0,Genuine Parts,0.0
Bzw12687,O,ythmqzyvbvkviewqepong,U,vukkjubuy,3665104.0,1-683-792-2185,389858.0,5.0,4.0,13.0,500.0,National Semiconductor,4.0
ILX12688,,Nuhhfqmcrmabfapdxrpaufqasmg,M,NEYQCZNH,1909287.0,,125117.0,3.0,3.0,19.0,665.0,Harris,9.0
Zbi12689,O,clvmmwwzqfou,U,,2255175.0,1-031-027-0883,348702.0,4.0,1.0,98.0,592.0,CommScope,9.0
dox12690,O,Wtvedtillfnjrbqmlrsmlh,S,AZESHAA,2252741.0,1-684-413-8421,269794.0,1.0,5.0,50.0,842.0,,1.0
Upq12691,U,qxchsdmamoizrpibosufwqdioy,M,Aztxzhrlu,1403297.0,1-132-694-5945,182061.0,0.0,1.0,52.0,644.0,Duane Reade Holdings,9.0
GMB12692,O,Uwjorelmlgjprdokxyoxeh,S,Ktgvn,2960380.0,1-323-166-5431,425074.0,3.0,4.0,38.0,787.0,UnitedHealth Group,4.0
pnz12693,O,hrjwyvczmeijfhgkaxerlbcgyveurp,U,uxgjdifkvagg,472668.0,,63781.0,,0.0,70.0,847.0,Constellation Energy,0.0
IYT12694,O,Jbjgjrzreya,U,Kkebchm,2767831.0,1-782-140-0745,315743.0,5.0,4.0,63.0,375.0,State Farm Insurance Cos.,2.0
gck12695,R,Btzinnhti,M,Qvuneiyv,1995301.0,1-524-316-5048,167074.0,1.0,2.0,26.0,696.0,Sanmina-SCI,5.0
qil12696,R,NMHFCDDFGWKOQLSYGSP,W,Xwuug,1349377.0,1-305-061-2720,413027.0,4.0,0.0,98.0,682.0,,1.0
Hvg12697,R,Habilsk,M,Wwqpin,2818087.0,1-100-031-3414,,5.0,5.0,46.0,660.0,Eli Lilly,2.0
zpn12698,O,Vtmkxegxwb,M,ulapnmffbm,210243.0,,497937.0,1.0,4.0,86.0,510.0,Benchmark Electronics,9.0
kiq12699,O,JZNKEBAGVUIMOCGRXXWDT,M,Mdzfkofx,2718213.0,1-998-229-5738,248226.0,5.0,3.0,89.0,841.0,Mettler-Toledo International,6.0
VCM12700,O,ZIBZJUMFWBAFCIKLHTGDYYVGDCBCAO,M,Xvchzscwvmeq,2849177.0,1-493-368-7186,377629.0,2.0,4.0,57.0,643.0,United Parcel Service,1.0
blf12701,O,lqpmasgluptkd,M,IDQRWFGWJMPY,1549264.0,1-832-706-7734,10679.0,1.0,1.0,78.0,440.0,Great Atlantic & Pacific Tea,7.0
UIJ12702,O,Ncjadalfpdiyl,W,VQISTYASCPLK,1496844.0,1-799-080-2013,192767.0,1.0,5.0,65.0,594.0,Dr Pepper Snapple Group,4.0
Lzk12703,O,FZOILOCPSEQMCHJHBKKIODFHUKZJO,D,Zoycv,678317.0,1-438-828-7751,290016.0,4.0,0.0,55.0,547.0,Interactive Brokers Group,7.0
wuu12704,U,QWAAREQEFEEXEVCNMUCVUPUZNU,M,JVAQREHRZM,105179.0,1-067-329-8920,67982.0,0.0,1.0,27.0,633.0,Roper Industries,9.0
QJQ12705,U,Zveskxdpnuymce,S,AYQTQLLLKG,684657.0,1-959-538-9334,387876.0,3.0,4.0,100.0,,Psychiatric Solutions,9.0
TJU12706,,Bqmqqundy,S,HMDKYTNVV,2361504.0,1-678-711-5694,93790.0,0.0,3.0,47.0,,Int. Flavors & Fragrances,
Prl12707,U,Epyomfhzgqjqltpnmndvwcqhjma,U,uwwfzqulxgdr,2052489.0,1-663-932-5385,444030.0,5.0,2.0,7.0,685.0,,7.0
YHN12708,O,DDEXPNRBYEWKCEHA,M,Mfwdipvujrri,3078634.0,1-519-019-6128,405013.0,3.0,1.0,,360.0,Newell Rubbermaid,8.0
Tgg12709,O,Ojvjbapmnvabgbosaiw,M,Udwnmqiddlwr,3038032.0,1-936-318-0658,360475.0,2.0,2.0,95.0,470.0,Holly,9.0
Tqr12710,O,ocvhuetb,M,Rpcpmwwbguqm,2330428.0,1-745-032-6887,498874.0,3.0,4.0,41.0,759.0,Bucyrus International,5.0
Avc12711,R,duhwlbf,U,osjkvo,3308566.0,1-332-869-0801,229234.0,4.0,1.0,2.0,545.0,Continental Airlines,10.0
Rgd12712,,nlvitipswaxefbwzh,,MMIAHIGLJ,3388085.0,1-304-071-1032,89874.0,3.0,2.0,77.0,776.0,AptarGroup,5.0
cxe12713,O,Rkuxt,S,Fawpwqtl,2886502.0,,286267.0,2.0,3.0,58.0,379.0,CACI International,1.0
xko12714,O,Epkrveivcevncovguvdysd,D,XEQQQTKLR,1796249.0,1-553-727-9484,,2.0,1.0,43.0,335.0,Century Aluminum,2.0
Spj12715,R,uwqjbvh,D,Lxqmq,2068390.0,1-661-937-1136,208694.0,5.0,0.0,61.0,320.0,Gilead Sciences,3.0
pdn12716,O,IVUJSLPNSCXREGPPHFCXORZ,U,Hixsld,3240543.0,1-210-588-5823,208792.0,1.0,0.0,47.0,472.0,Frontier Oil,3.0
LFJ12717,R,Dtrrkvekxbonglfuqfhmpsbnv,U,FCRYUMYBKTIF,2019533.0,1-895-290-9338,480968.0,5.0,2.0,5.0,744.0,Benchmark Electronics,1.0
XQN12718,R,Jrxmkxuk,,YKTEQAL,1306688.0,1-350-832-7066,64656.0,3.0,3.0,67.0,662.0,MetroPCS Communications,2.0
Rrh12719,U,UWXLRQFQHEOQXOALCIUGSYGVTVCXFF,M,Bysfp,,1-744-027-9877,3353.0,1.0,0.0,31.0,805.0,Laboratory Corp. of America,7.0
Gru12720,O,tmwcqmefn,S,Tvbhgpvtlmi,2709484.0,1-196-001-0723,180918.0,,,0.0,,Cimarex Energy,1.0
Xkl12721,O,Udoiqzoq,W,Fcfzjinicjo,90630.0,,221425.0,0.0,0.0,23.0,576.0,Enersys,9.0
Lcg12722,R,Rgloqpbgbqaasmodxpwseztw,M,ZBBSFXH,128206.0,1-235-220-2577,143235.0,4.0,2.0,97.0,809.0,World Fuel Services,1.0
VCQ12723,O,pfuarefoligsjcmtaghesp,,vtmpxkzbub,463510.0,1-683-595-4847,325005.0,2.0,1.0,74.0,830.0,Hawaiian Electric Industries,2.0
WXE12724,O,btfgdko,U,Orsphbxm,1158961.0,1-145-843-1463,146854.0,2.0,2.0,81.0,624.0,Children's Place Retail Stores,10.0
Kzq12725,O,pmahueafkkbjj,W,eneeettxdeka,1656178.0,1-134-930-0241,70684.0,3.0,4.0,3.0,303.0,Administaff,4.0
Bcr12726,O,OLAWHVUQJBFPPMKDWBKWJV,S,WNDPVNTWPAVF,2373768.0,1-837-165-1804,71920.0,1.0,2.0,45.0,337.0,ConocoPhillips,10.0
MEZ12727,R,Tbryjtljsq,M,Vnigr,3672224.0,1-341-891-6276,,2.0,0.0,,418.0,Kelly Services,5.0
jnp12728,O,Bnkzsstawvjfwxoekhodnzfmmiaav,M,Gggncj,2519490.0,1-034-953-2553,22804.0,0.0,3.0,,700.0,Unitrin,2.0
Ehq12729,O,Ykhjkitlavkg,D,WOMWNU,2409054.0,,170476.0,3.0,4.0,3.0,589.0,Union Pacific,5.0
Etz12730,R,Covfptmwhgwhidjcrooavgjyffnjj,U,gxsscwf,1891394.0,1-954-805-8129,443935.0,4.0,1.0,29.0,822.0,Cliffs Natural Resources,5.0
hop12731,O,Burdgrrfwy,S,Ehemg,1271315.0,1-244-947-8549,38784.0,2.0,3.0,,327.0,Chiquita Brands International,6.0
FOW12732,R,qehljlc,U,mkknnnsuxhwh,2492456.0,1-695-380-3765,261650.0,,5.0,16.0,468.0,,0.0
Ewc12733,,Wfafvvswtsrdbaefkvcp,S,srpkdcq,2414960.0,1-495-934-0755,27589.0,1.0,4.0,60.0,770.0,Baxter International,8.0
DWL12734,U,Xvbjpnprvxtkqxqfv,,Fgffq,1962531.0,1-803-861-2066,269140.0,5.0,0.0,98.0,371.0,Virgin Media,6.0
Nhl12735,U,Vqxodvjfju,M,XBAYEWF,1652119.0,1-006-840-4038,68029.0,5.0,3.0,28.0,467.0,Susser Holdings,8.0
Bef12736,O,Yrucxadpttbnechqqvkmsbyggljtm,M,OGFQZTMOPJEG,291940.0,1-921-513-2121,234504.0,2.0,5.0,80.0,652.0,,9.0
Dui12737,O,tkjvfddcgxgxrucubxalvtrccfuba,M,Asxtpotdu,2109127.0,1-489-570-1877,251827.0,0.0,1.0,8.0,423.0,United Technologies,6.0
Wgg12738,U,XTEOHPNJGYDPIUDG,M,DZRQMCFDSZV,1396116.0,1-910-449-9486,324957.0,3.0,4.0,92.0,797.0,Juniper Networks,3.0
CMA12739,O,LCHBSHVIUFJHM,M,Yamcnnyqhlhu,3427264.0,1-987-972-3744,408152.0,4.0,0.0,14.0,412.0,T. Rowe Price,1.0
Lly12740,O,QNGROIJWBLLE,M,QQLMZ,1389496.0,1-974-201-5222,343684.0,1.0,1.0,12.0,368.0,Hill-Rom Holdings,6.0
qmd12741,O,cldhliizryiuv,S,Toreiwxvxuna,2006655.0,1-981-576-6270,178944.0,1.0,3.0,16.0,,Atmos Energy,2.0
UOC12742,O,Ibbcaaonfcyqkqdg,D,VJQRQXTQR,2842747.0,1-954-228-1242,453130.0,0.0,5.0,45.0,539.0,Publix Super Markets,0.0
wdi12743,O,Kkfwqerauruvvqvjfytaecvnhijy,M,klkaivtmed,3979196.0,1-069-044-3794,255294.0,4.0,4.0,9.0,,Union Pacific,5.0
Yuz12744,R,OFSRITZDP,U,Fponcxl,2976882.0,1-359-043-9483,333377.0,2.0,5.0,76.0,432.0,Men's Wearhouse,9.0
tze12745,O,Fpaqsgjwsbrqpummmficaesejtve,M,wmstlpt,1475651.0,1-216-121-5349,207260.0,,0.0,46.0,,CSX,7.0
ayo12746,O,Kfphjusfbtczdohl,S,aywuqnffipvn,1667054.0,1-198-655-4742,259571.0,1.0,3.0,24.0,761.0,Mueller Industries,5.0
Bnm12747,O,YNMXZAONNZDYUQRQXLFNPOM,S,Wgdzbscgt,3019806.0,1-913-563-2439,477142.0,4.0,1.0,17.0,,BMC Software,1.0
snt12748,O,Qaxbnkejhxmhqtlxmknm,S,Nmdcxchhcnl,3688877.0,1-310-386-0831,158232.0,1.0,5.0,63.0,761.0,Dole Food,8.0
uts12749,O,Hrrdtuorr,M,gnvfm,965025.0,1-932-771-2566,302008.0,0.0,3.0,0.0,480.0,Dean Foods,3.0
Wov12750,U,Iojnwgwbzfhidimszkt,U,Ygsydanx,1963612.0,1-376-193-7039,468591.0,2.0,1.0,78.0,629.0,PSS World Medical,4.0
DEJ12751,O,Ugxscyjl,S,SHWXQNVK,1363035.0,1-006-418-3311,148499.0,5.0,2.0,95.0,594.0,Zions Bancorp.,10.0
Bsd12752,O,jvnvhlartkwjjqmerbepezxgqskhb,U,Rvlbgbjt,2901258.0,,233574.0,2.0,5.0,19.0,,Snap-On,0.0
Avp12753,O,Yxxoatrwjamdigmtik,,Cvmhugjhgg,705059.0,1-164-508-3988,404865.0,0.0,3.0,36.0,594.0,Bank of America Corp.,0.0
IDD12754,O,Ixchidhdidaic,S,Jzkftgx,2791193.0,1-035-779-1091,214145.0,1.0,5.0,93.0,506.0,Graham Packaging,6.0
Uwy12755,,CLEGVNWBRSHWVOVOABX,W,Exlaxjtj,3812048.0,1-292-221-2035,24681.0,1.0,3.0,52.0,729.0,Eastman Chemical,0.0
Lgm12756,O,VTLJFSBMCFFQQYHGAIACY,S,Pintcvhxfj,2962749.0,1-208-169-1114,330749.0,2.0,3.0,67.0,640.0,Dell,9.0
Tvx12757,O,OGMVKPBYOBPOWFY,M,gyailemr,2495409.0,1-435-618-6208,164153.0,0.0,2.0,38.0,468.0,Airtran Holdings,5.0
xgt12758,O,SYGDORCOTKZIHYTXFNMECW,M,Bxbcez,2326724.0,1-716-634-5947,268255.0,2.0,2.0,68.0,471.0,Verso Paper,8.0
Qbk12759,O,Nyprsqcmdpvtwrdnygjlggsa,U,Zsqejmgkmvjr,2376817.0,1-543-756-1895,280171.0,1.0,4.0,29.0,565.0,Moog,9.0
ZQT12760,O,Gyitg,M,tttvebfnbo,3586237.0,1-209-813-9558,458654.0,2.0,4.0,77.0,670.0,Complete Production Services,5.0
LFK12761,,Otzcevervjmx,M,gbelcoicug,2982659.0,1-668-654-9009,267700.0,3.0,3.0,57.0,705.0,Eastman Chemical,6.0
tqn12762,O,Zzphros,S,Pfzodhuq,1636130.0,1-177-983-9264,209935.0,4.0,1.0,2.0,499.0,Ingram Micro,10.0
Coh12763,O,MICKKMMUMMMWTUEOTDXSDVCZPWFHGR,S,Ozbrv,1832841.0,1-613-095-0102,154622.0,0.0,2.0,14.0,557.0,Rowan Cos.,9.0
CXG12764,R,Dsanlvrzkctcsekvwrad,S,,225911.0,1-821-587-5082,227526.0,4.0,5.0,70.0,556.0,,1.0
Ayl12765,R,Mkplmvpixduynufditjhau,D,iqxzh,735034.0,1-209-511-6391,248490.0,1.0,2.0,,807.0,Brinker International,
DGO12766,O,JWEDZJOEIFIDQTQ,W,Eeonvr,2233050.0,1-369-310-4013,250533.0,3.0,,41.0,796.0,Solutia,4.0
WVC12767,O,Ztzllrziwscuppvyzwfmwbyz,M,Wncqamsoyjz,1655028.0,1-613-835-4312,322757.0,2.0,1.0,35.0,303.0,RadioShack,9.0
KDB12768,R,Tjkmsusgudupuqz,S,Oiwtbhdqb,1898862.0,1-493-632-6618,36959.0,0.0,5.0,56.0,341.0,Fastenal,4.0
AOR12769,R,gflirskkctl,M,Gsstgydplonv,277576.0,1-402-483-7811,,2.0,1.0,36.0,688.0,Duane Reade Holdings,5.0
Uve12770,O,Mssccgnczpvq,U,jrxqvvs,1813911.0,1-442-268-7194,427664.0,2.0,4.0,82.0,512.0,,1.0
ZQB12771,O,AVKSGPT,,Abalmfy,2731708.0,1-616-719-0774,466745.0,4.0,2.0,79.0,578.0,Darden Restaurants,0.0
qic12772,O,qlgdoaccz,M,WLOIJOMSD,1614600.0,1-278-623-3360,479844.0,3.0,1.0,98.0,333.0,Cognizant Technology Solutions,4.0
SLM12773,O,Wpdtbjpoiyskmxpvipofoqyjakncjn,U,Inwpiwwv,2932536.0,1-290-786-2222,303821.0,,5.0,33.0,612.0,,5.0
BVK12774,O,Xcdynwcgthqcabqeqpvfiuypl,S,Gpkzewe,340111.0,1-683-878-2530,425556.0,0.0,0.0,39.0,562.0,Family Insurance Group,3.0
TSS12775,O,ajugjrckrl,M,MWOEKYGACE,2069640.0,1-722-895-6426,124447.0,2.0,4.0,87.0,733.0,Micron Technology,7.0
Izp12776,U,kdavfndsc,S,WESRXOVHCVEJ,2902304.0,1-835-130-7813,,0.0,4.0,,684.0,Boise,8.0
Hnk12777,O,GLPATWVVVUTGSTMHASLXMYB,S,VIRQXWLX,2348577.0,1-666-832-7147,41396.0,5.0,3.0,99.0,306.0,Cracker Barrel Old Country,10.0
ezn12778,U,wxqbmyv,U,Yzdziwbgkx,2768481.0,1-445-710-0394,18611.0,3.0,3.0,98.0,307.0,Verso Paper,1.0
AQP12779,O,BISBOFEAZCPGZWSVGW,M,vkrdywzhu,3416147.0,1-188-419-4234,230345.0,0.0,2.0,,500.0,Sovereign Bancorp,10.0
bjo12780,O,Gdcmzkjmwqwalekhflgpwrwaj,S,Wlvhwm,2178505.0,1-496-715-5710,194995.0,0.0,0.0,31.0,314.0,Thermo Fisher Scientific,9.0
Kbu12781,O,ipqnosmo,W,Btkvmfofyn,2714350.0,1-594-317-5227,57767.0,0.0,4.0,86.0,723.0,Raymond James Financial,8.0
Tck12782,O,Bblqspnfvqlqjilh,U,Emgvhkugip,1075163.0,1-341-056-4412,282775.0,3.0,0.0,22.0,379.0,Cephalon,7.0
tff12783,R,Oxnrromgkhcwj,D,ivzbpq,3337628.0,1-353-500-1708,106492.0,1.0,2.0,48.0,507.0,Merck,5.0
Vmj12784,O,Tirxinnvanttgjz,D,Owpzebfpifku,3377688.0,1-680-600-9909,417140.0,2.0,2.0,40.0,709.0,Genworth Financial,0.0
iog12785,O,amdbpabyghknkpfxrrogi,W,nmohdnv,1647699.0,1-561-281-4862,463553.0,5.0,0.0,96.0,735.0,Apache,7.0
OXX12786,O,PQEZKEMUQVBLPXDTJXGJBDDKXOZED,M,Pwnuwn,139049.0,1-015-958-6543,47424.0,4.0,5.0,0.0,390.0,PNC Financial Services Group,1.0
Nnh12787,O,Hnlnmoezpzhiuwmzykegedynzb,W,Iuwjystxegl,1256678.0,1-213-819-4291,254769.0,3.0,5.0,6.0,764.0,eBay,5.0
Jqs12788,O,Tolxjugrp,U,NMDPFRHUNZ,151006.0,1-721-818-7576,97811.0,0.0,1.0,85.0,691.0,DynCorp International,10.0
hqd12789,U,Xiwosrxuaeowoiaknoaffuhuydfyx,S,kihrpgycicn,2456971.0,1-915-805-3120,196081.0,1.0,2.0,99.0,324.0,Con-way,7.0
Quv12790,O,Jazosupd,W,Fchduygshipo,,,84836.0,0.0,1.0,10.0,790.0,Cintas,10.0
Gwh12791,O,PGGSUHBEIRFDYENWGYSIH,U,Pjhfmxonjvh,93054.0,1-033-950-8629,325582.0,1.0,,13.0,,Telephone & Data Systems,10.0
Fjw12792,O,Myaklwwnkhchmhkepww,M,rxookeym,3004510.0,1-159-276-9627,237593.0,0.0,2.0,99.0,761.0,Estee Lauder,5.0
Dnr12793,O,Fjkiijqcctezdrrkasftk,U,uxyhfgist,661782.0,1-565-444-3707,20584.0,,3.0,24.0,805.0,IAC/InterActiveCorp,2.0
Bks12794,O,JEBYIYSIS,M,Swoowaibyui,754597.0,1-974-632-2473,277371.0,0.0,2.0,21.0,340.0,Questar,2.0
Ipk12795,O,Tydrdelhh,D,Jfkvp,1121803.0,1-935-511-9233,18527.0,0.0,0.0,30.0,580.0,Annaly Capital Management,3.0
Seg12796,O,Eworaozsjwgov,S,Qnidegbs,3790711.0,1-116-325-3727,232525.0,5.0,,62.0,392.0,MeadWestvaco,1.0
Dcb12797,O,JIGOXJPXBNWWEIXSSVYYAQGZ,U,Wafrud,2358798.0,1-707-542-5564,348317.0,2.0,2.0,83.0,465.0,Modine Manufacturing,5.0
hso12798,O,Ocmjqibz,M,,3792177.0,,17172.0,1.0,,75.0,612.0,International Game Technology,6.0
Hvc12799,O,wbfleija,S,IIWTES,217123.0,1-831-137-8231,101538.0,0.0,3.0,84.0,386.0,SanDisk,5.0
OEV12800,O,Bhqaiw,U,Oagfsprje,3461827.0,1-662-507-4820,207633.0,5.0,4.0,36.0,821.0,Cintas,7.0
Clj12801,O,Uvfbbix,S,Gxqmxesgh,2413480.0,1-859-886-7117,471030.0,2.0,4.0,74.0,688.0,NewPage Holding,7.0
axh12802,O,GLJZMNFJYM,M,rutyp,234759.0,1-820-176-5181,354182.0,0.0,0.0,20.0,663.0,Analog Devices,4.0
tvp12803,R,SAKZNWVCAHPL,,,726934.0,1-322-170-1937,449544.0,5.0,0.0,52.0,501.0,NII Holdings,5.0
Egl12804,O,DCARBFJSIL,W,GHLQGVG,1566133.0,1-802-284-2869,474564.0,2.0,5.0,69.0,337.0,Jones Financial,5.0
MGE12805,O,bkuhv,U,Znejrbbj,3534013.0,1-236-473-3668,348607.0,1.0,3.0,47.0,567.0,Lowe's,0.0
Bla12806,U,Rboxyycvmlvlzladyesebkibu,M,Tpsdll,2657465.0,1-285-361-1299,172472.0,0.0,2.0,6.0,392.0,TravelCenters of America,10.0
Fjj12807,O,UUHHOEEZAXPPJNIPLNDNMC,M,Ghvcfcuge,3972575.0,1-990-991-4392,440512.0,0.0,1.0,30.0,670.0,Liberty Media,5.0
Pdr12808,O,eliqdimzntw,S,Mxeddvie,569710.0,1-645-678-6379,240823.0,1.0,4.0,6.0,787.0,Kla-Tencor,3.0
xiq12809,O,HBGVICLOAWNCKNB,W,scrsccd,2674656.0,1-955-194-4817,448404.0,5.0,,4.0,,ScanSource,5.0
zec12810,O,Tvhshpiflgdyvnummfogjj,M,aysift,1451357.0,1-705-923-3280,376049.0,3.0,5.0,69.0,802.0,Unum Group,10.0
Mdg12811,R,dwgsgwdocunuxfupvixko,,xcwriecb,3569009.0,1-557-200-9900,40608.0,0.0,0.0,83.0,320.0,Tech Data,3.0
Djn12812,O,Gyoqvimmpi,S,Qlzzdlwu,1045251.0,1-485-516-5768,157166.0,4.0,4.0,34.0,506.0,Dollar Tree,6.0
ept12813,O,Gbqoj,W,ivdzpfuve,1557374.0,1-159-045-7057,492420.0,5.0,0.0,86.0,640.0,Alliance Data Systems,7.0
xlt12814,O,Hnkhpm,M,,3716113.0,1-654-049-9995,178022.0,3.0,1.0,,,Emerson Electric,3.0
Sfs12815,O,rbpqllm,M,ECVKM,2710340.0,1-930-134-4705,238253.0,1.0,5.0,67.0,616.0,O'Reilly Automotive,0.0
lxw12816,O,Carppugrrmtlvocqfgowdraill,W,twcgic,2728067.0,1-494-642-2744,362259.0,,0.0,10.0,827.0,PPL,4.0
DVD12817,O,zmgxzqrlvouhsrrzjfjsgiddkxpjhc,M,Kffvlpysz,568080.0,1-815-217-1481,92401.0,2.0,1.0,46.0,600.0,Energy Transfer Equity,8.0
GLC12818,O,Klywfvn,M,Mynyqfb,358790.0,1-944-331-7754,86006.0,1.0,1.0,64.0,502.0,Polo Ralph Lauren,3.0
Ppj12819,O,MIWLRS,S,ctbuaom,2918098.0,1-415-898-5346,403817.0,,4.0,41.0,320.0,,0.0
Jsm12820,O,HMBJXPOITLGO,M,Zquzdqgtpfp,302848.0,1-508-816-1520,20449.0,3.0,4.0,29.0,,Ecolab,6.0
JLI12821,R,wedvvogzjvthdvzhgkcvtqq,S,Lvhbhrsda,2132086.0,1-456-198-9654,339958.0,,5.0,92.0,649.0,Penn National Gaming,1.0
WGO12822,O,embwfjhgmozdufyfxitsdrbnkddfld,S,Xhgoi,733214.0,1-505-788-3867,452258.0,5.0,5.0,4.0,482.0,Qualcomm,10.0
nyk12823,O,Kfoyqggkbcxzk,U,Gikddslxxefh,2857093.0,1-668-722-1036,234378.0,4.0,1.0,25.0,589.0,Roper Industries,4.0
DCX12824,O,fojdpermiblkrup,D,Toqfli,1960738.0,1-050-687-3753,446427.0,3.0,0.0,12.0,317.0,Charles Schwab,3.0
prk12825,R,UKTXXUHVXWIBGIBXURAZWNUQOM,U,eypchvym,28764.0,1-351-871-2269,,5.0,0.0,,764.0,Valero Energy,5.0
Keq12826,U,Swjbltfvupktmgk,U,,2778082.0,1-344-055-9285,249143.0,4.0,2.0,63.0,737.0,Dun & Bradstreet,4.0
Pik12827,O,ZEAZGFDLKKUKXHU,U,pphkdmxpe,3017214.0,1-002-743-0185,440389.0,1.0,3.0,34.0,453.0,Nationwide,0.0
aqi12828,O,kxhyhlwdfntlu,W,aduxvhigia,,1-770-549-8737,402172.0,1.0,2.0,12.0,300.0,Scotts Miracle-Gro,2.0
tzl12829,O,BKKVEROPNGDGSIABPXYWTL,M,bfcdaq,547605.0,1-837-600-2003,424026.0,2.0,5.0,23.0,458.0,Northrop Grumman,4.0
ool12830,O,UAUQPNTMABRSSDEWJNOM,M,Xsebnbazzuxm,1923491.0,1-007-407-1539,444330.0,4.0,1.0,73.0,,NewPage Holding,10.0
Gcs12831,O,tkalfzzb,U,Ceiqkpxsimo,274597.0,1-107-786-1764,305897.0,0.0,4.0,36.0,317.0,Celanese,7.0
Tqd12832,R,FGCXVONIH,U,JHRNKTOCX,1016413.0,1-584-108-5822,377098.0,2.0,,51.0,828.0,OGE Energy,5.0
Imt12833,U,lnbkaj,U,,2712645.0,1-893-081-4706,18397.0,4.0,4.0,53.0,676.0,Pepco Holdings,6.0
Onk12834,O,yzubkaygflgti,S,ulkxftsqu,1977750.0,,43751.0,5.0,2.0,35.0,499.0,Ruddick,0.0
Vmo12835,O,Iwlcgnwmopnrtlwyngfgqrmsij,M,Khnjodjytb,1703699.0,1-241-945-9443,406351.0,1.0,0.0,39.0,695.0,Cameron International,4.0
Xtp12836,O,ITJLLZEFPXELSRQVCTMP,U,Cictpwoytnm,757938.0,1-801-732-3027,490101.0,4.0,4.0,89.0,426.0,Crane,7.0
Oqm12837,R,PEEOLCMLYUPHYKYGKMKLTHLGIO,S,vtgwivurw,2841182.0,1-192-360-6484,126420.0,3.0,4.0,98.0,,,1.0
Bum12838,O,Hfnddhd,S,,1285049.0,1-741-738-4105,467950.0,4.0,2.0,4.0,327.0,Tupperware Brands,10.0
Dnr12839,O,LQUAUWNQUFZMKSNGKUGMRXPS,W,JKYKLCTBJUK,650959.0,1-324-925-1603,375100.0,5.0,,67.0,360.0,Qualcomm,1.0
pkx12840,O,Ggdnhjdzhs,M,LOWRMN,,1-023-320-0309,451851.0,5.0,3.0,65.0,408.0,World Fuel Services,4.0
YFP12841,O,Upswaieoh,U,RNHCFVTSWCH,951706.0,1-345-330-6536,127524.0,5.0,3.0,50.0,395.0,Fiserv,0.0
Lcs12842,U,hsuenkyt,D,HBSABBKY,2226048.0,1-505-223-6536,270886.0,1.0,4.0,34.0,535.0,Tenneco,2.0
isg12843,U,ZJECPHNXT,M,cnjrjo,,1-046-267-0234,73309.0,1.0,3.0,43.0,706.0,Andersons,8.0
Ytj12844,U,xxtcfytehjfsoj,D,Iufpjayvjpa,2410425.0,1-768-103-8876,9660.0,0.0,4.0,83.0,498.0,Coca-Cola Enterprises,4.0
vvm12845,O,Ihnet,W,Gmijj,1101692.0,1-068-591-9487,408662.0,1.0,1.0,32.0,303.0,,7.0
msw12846,O,tahttc,M,KVELFJP,2517496.0,1-132-225-3199,354733.0,1.0,0.0,76.0,745.0,Aon,3.0
hwc12847,O,voeakenonqbfytgycdceybwlylq,D,hctoank,1982478.0,1-589-402-3116,257620.0,5.0,2.0,51.0,648.0,AMC Entertainment,1.0
bjj12848,O,ASVVDJVGCBGDOFBSBXK,M,Rektcocyxz,1928359.0,1-354-772-1400,260044.0,3.0,3.0,60.0,760.0,Sun Microsystems,7.0
QBR12849,O,Rcbfzljreymrmhxpcjpgj,M,Hcxjiv,834606.0,1-059-568-8258,223349.0,1.0,5.0,2.0,789.0,Texas Instruments,5.0
Bdq12850,O,Cgpwlkfdfoeirml,S,lalsa,1270692.0,1-536-221-0110,420929.0,5.0,4.0,48.0,830.0,MetLife,0.0
HLV12851,R,Ppnjpzhq,S,STDIIMJSDET,2970030.0,1-465-945-0878,409961.0,3.0,4.0,60.0,745.0,Williams-Sonoma,5.0
fyr12852,O,XNYJYXKBBDOI,M,Xblbhqtuclu,1805684.0,1-862-969-9340,,0.0,0.0,,460.0,Helix Energy Solutions Group,1.0
EPN12853,O,Nvmstyahzg,M,Bfxkafmhr,2238781.0,1-110-510-1005,498158.0,1.0,5.0,4.0,698.0,Briggs & Stratton,6.0
