AgeID,Coun,NumC,LN,NumCreCa,AddLi1,FirN,Ge,CreRa,OwORFl,Inc,Ph,NumChil,MarSt,A,Em,NeWo
WAI477,United States of America,4.0,WAINES,10.0,5980 overton ridge drive,doralyn,f,620.0,O,,1-810-489-5250,1.0,S,84.0,Aleris International,725432.0
TOT478,Canada,4.0,TOTINO,8.0,19136 WINNWOOD STREET,SHINA,,809.0,O,225668.0,1-940-535-8420,0.0,U,41.0,Autodesk,959416.0
sue479,United States of America,1.0,suer,10.0,18583 granbury street,ARIADNE,M,412.0,O,459394.0,,3.0,U,24.0,Bon-Ton Stores,3426171.0
Yau480,United States of America,5.0,Yau,7.0,24438 cedar springs avenue,Annice,,316.0,R,368744.0,1-150-314-8384,0.0,S,,Equity Residential,2979891.0
Den481,United States of America,3.0,Denley,9.0,23788 linden drive,vmbackup,F,692.0,R,480862.0,1-527-891-6106,,W,20.0,Beazer Homes USA,1741992.0
kot482,United States of America,3.0,kotler,4.0,15326 frostwood boulevard,Petra,M,642.0,U,178589.0,1-121-175-8485,3.0,,37.0,Select Medical Holdings,3141622.0
trp483,Canada,3.0,trpisovsky,1.0,22978 travis west,Tak-wai,F,830.0,R,154122.0,1-322-259-5626,3.0,S,22.0,Tech Data,3210202.0
Baz484,United States of America,0.0,Bazemore,6.0,16956 BELLWOOD RUE,Ruchi,m,692.0,O,479326.0,1-100-380-3680,1.0,U,,Target,557419.0
New485,United States of America,4.0,Newnam,6.0,3778 lakeview west,Isl,m,788.0,U,353490.0,1-798-318-5538,3.0,U,81.0,Diebold,3753669.0
Row486,United States of America,1.0,Rowan,,21752 FLYNN CRESCENT,Leanora,,,O,345585.0,1-344-712-8905,1.0,W,51.0,Omnicom Group,501768.0
war487,United States of America,2.0,wardrop,10.0,9902 altamesa park,pamela,f,349.0,O,255989.0,1-615-959-4421,4.0,M,55.0,Fleetwood Enterprises,338572.0
ELZ488,United States of America,3.0,ELZER,4.0,5539 carrington west,Karlene,m,424.0,O,30460.0,1-395-843-4853,0.0,S,24.0,Watson Pharmaceuticals,82808.0
jan489,Canada,5.0,janaratne,5.0,15603 MORTON AVENUE,steffie,,616.0,U,35034.0,1-383-692-8650,5.0,S,82.0,Discovery Communications,2630125.0
cre490,United States of America,1.0,credico,9.0,6696 capital lane,America,,713.0,R,113707.0,1-068-008-8134,4.0,U,29.0,Coach,
hug491,Canada,5.0,hugo,7.0,1689 nolan drive,De,,617.0,O,409858.0,1-495-940-4436,1.0,,27.0,MetLife,616958.0
fee492,United States of America,2.0,feeley,8.0,14362 reilly boulevard,Joke,f,347.0,R,461517.0,1-651-861-9932,3.0,S,38.0,Dillard's,2467938.0
Het493,United States of America,2.0,Hetzel,5.0,13762 silver sage way,perri,,341.0,O,124103.0,1-674-406-0880,3.0,M,,AGCO,927087.0
LAB494,United States of America,4.0,LABERGE,5.0,2097 HARRIS WEST,Catharina,M,553.0,O,203100.0,1-751-193-8798,2.0,W,54.0,Fannie Mae,1666089.0
Sem495,United States of America,5.0,Semeniuk,6.0,3934 green ash north,Dalip,,762.0,O,20522.0,1-231-104-2909,3.0,,40.0,Warner Music Group,
COP496,United States of America,2.0,COPLESTON,10.0,2494 tosca road,JASMIN,,644.0,O,,1-491-041-2580,2.0,U,81.0,Ball,3338312.0
SER497,United States of America,2.0,SERAPIN,9.0,11293 RICE AVENUE,NIKOLETTA,M,,O,446106.0,1-381-499-8556,3.0,M,52.0,AECOM Technology,1146941.0
Kin498,United States of America,4.0,Kinsella,0.0,10877 CENTURY CRESCENT,HILDY,,476.0,O,45114.0,1-544-635-3295,,M,2.0,Aramark,3417623.0
GUB499,United States of America,1.0,GUBENCO,2.0,2929 north crescent,LIAN-HONG,,692.0,O,389025.0,1-436-565-8622,3.0,M,35.0,Century Aluminum,2663647.0
WES500,Canada,5.0,WESSELOW,6.0,20992 grassland boulevard,Dasha,,384.0,O,371860.0,1-237-713-9761,4.0,U,51.0,Sentry Insurance Group,
HRU501,United States of America,5.0,HRUBIK,8.0,23999 3rd west,FLORINE,f,519.0,O,110216.0,1-950-580-4904,5.0,S,24.0,Becton Dickinson,3518237.0
Mce502,United States of America,1.0,Mcelrea,9.0,13904 MAHONIA BOULEVARD,Renu,f,343.0,R,375963.0,1-790-859-7281,4.0,D,4.0,Thor Industries,2491413.0
Fab503,Canada,2.0,Fabrizio,6.0,11528 edwards lane,Raye,,554.0,O,90670.0,1-564-581-2354,3.0,M,,Foot Locker,1747292.0
mus504,United States of America,5.0,musclow,7.0,10925 MAYFAIR AVENUE,Thuong,,693.0,O,458822.0,1-126-565-6600,0.0,D,51.0,Flowserve,766607.0
Akh505,United States of America,1.0,Akhtar,0.0,19342 wycliffe park,bernie,m,489.0,R,431213.0,,2.0,S,67.0,Big Lots,2550326.0
BLA506,United States of America,4.0,BLAIS,5.0,11797 HOWSER COURT,TANDI,f,702.0,O,397902.0,1-650-351-6048,,S,,,3065726.0
CHA507,United States of America,0.0,CHAVEZ,9.0,4958 YESLER WAY,Wallie,F,764.0,O,477901.0,1-346-684-3754,3.0,U,40.0,Snap-On,
Ker508,United States of America,0.0,Kernodle,8.0,18043 watts street,Karissa,M,364.0,O,147703.0,1-759-327-9618,0.0,,16.0,Neiman Marcus,1231455.0
Tas509,United States of America,0.0,Tassi,,5539 carrington west,Gerta,,814.0,O,298828.0,1-058-987-3833,5.0,M,32.0,Biogen Idec,2353700.0
DUL510,United States of America,5.0,DULA,,18517 HULEN LOWER,fanni,F,651.0,O,226606.0,1-036-511-1895,0.0,U,74.0,WGL Holdings,2390250.0
Cro511,United States of America,4.0,Cronkwright,10.0,20641 NORTHLAND CRESCENT,lilli,m,,R,422094.0,1-014-162-4086,5.0,M,88.0,,1932141.0
TRU512,Canada,2.0,TRUSSLER,4.0,24444 STRASS UPPER,Renelle,,549.0,O,190333.0,1-398-865-1259,2.0,,10.0,Sovereign Bancorp,907688.0
zal513,United States of America,3.0,zalite,10.0,8155 STOREYWOOD ROAD,herbert,,550.0,O,272311.0,1-105-612-6126,3.0,D,49.0,Altria Group,
MCE514,United States of America,3.0,MCELREA,5.0,12845 tully north,TERESINA,,804.0,R,314786.0,1-910-098-3485,4.0,M,65.0,Valassis Communications,2454342.0
fli515,United States of America,0.0,flickinger,10.0,19878 williams street,Cristian,,616.0,R,180293.0,,3.0,M,20.0,Warnaco Group,3769983.0
Bul516,United States of America,1.0,Bulkovshteyn,2.0,5954 hazard way,Femke,,453.0,,668.0,1-447-531-6947,1.0,U,35.0,Merck,1587898.0
Nap517,United States of America,0.0,Napper,,4516 whitman lane,Vax,,527.0,O,237432.0,1-037-739-7056,0.0,W,99.0,Xerox,101620.0
lop518,United States of America,3.0,lopes,1.0,24633 REGAL BLUFF LOWER,gwen,,709.0,O,329405.0,1-606-351-7202,3.0,M,62.0,NYSE Euronext,952103.0
Boc519,Canada,5.0,Bockaj,,1053 south west,Tarah,,465.0,O,302949.0,1-283-417-0933,,S,5.0,Exxon Mobil,1681238.0
Afk520,United States of America,2.0,Afkham-ebrahimi,8.0,6320 WAGNER DRIVE,Envoy,,412.0,O,182243.0,1-795-749-2788,4.0,U,19.0,Dentsply International,1602794.0
lef521,United States of America,,lefevre,6.0,12357 hayes lower,Freida,,334.0,O,201721.0,1-723-711-3831,2.0,W,41.0,,13330.0
Swi522,United States of America,2.0,Swick,9.0,23148 WILLOWLAKE LOWER,KATRINKA,f,634.0,R,49502.0,,1.0,M,8.0,CB Richard Ellis Group,2641323.0
Pee523,United States of America,0.0,Peebles,9.0,22083 crossus lower,Lu,F,323.0,O,84071.0,1-529-080-3124,5.0,S,71.0,Starbucks,3525047.0
Rch524,Canada,2.0,Rch,8.0,22422 inman way,zaneta,,734.0,R,248462.0,1-283-966-1620,2.0,U,88.0,US Airways Group,1963830.0
Sat525,United States of America,2.0,Sathe,10.0,2560 willowlake road,Glennis,,739.0,O,362216.0,1-827-078-8625,2.0,S,88.0,DynCorp International,3902828.0
Riz526,Canada,5.0,Rizewiski,9.0,22605 deerwood south,Walt,M,831.0,O,,1-718-715-3801,5.0,S,52.0,Nvidia,1022007.0
Cru527,United States of America,5.0,Cruzado,0.0,24444 STRASS UPPER,Kaile,f,607.0,,238750.0,1-794-769-9566,5.0,U,23.0,UnitedHealth Group,3761200.0
Pol528,United States of America,3.0,Pollinzi,3.0,12906 stanford road,KENNA,,831.0,R,,1-715-238-9616,2.0,M,,,793012.0
Ras529,Canada,4.0,Rashed,9.0,5052 california lower,Lowell,M,678.0,R,492844.0,1-382-519-9897,2.0,U,72.0,BlackRock,2652808.0
JAM530,United States of America,4.0,JAMSHIDI,0.0,12906 STANFORD ROAD,Gerardo,,815.0,U,11305.0,1-224-423-2090,4.0,M,61.0,Snap-On,1480644.0
Slo531,United States of America,2.0,Slobodian,3.0,11809 carroll north,KATHY,,788.0,O,90849.0,1-614-791-8498,2.0,M,93.0,Icahn Enterprises,100994.0
MOM532,United States of America,2.0,MOMBOURQUETTE,7.0,16845 boll upper,Vivi,,759.0,O,126601.0,1-033-589-2168,3.0,D,54.0,,2893267.0
Gys533,United States of America,1.0,Gysel,1.0,24027 spruce rue,Lane,m,670.0,R,38075.0,1-346-219-9253,0.0,U,22.0,Men's Wearhouse,598011.0
Cac534,Canada,1.0,Cachero,1.0,1191 highland park lane,BALJINDER,,757.0,O,329843.0,1-767-228-3814,3.0,W,90.0,First Horizon National Corp.,937911.0
HOW535,United States of America,5.0,HOWSE,10.0,23271 springmaid west,Yvan,,534.0,O,281530.0,1-705-436-1228,4.0,W,79.0,CIT Group,164701.0
Kra536,United States of America,3.0,Kratz,2.0,2203 VALITA BOULEVARD,Barbe,,601.0,O,52416.0,1-913-763-1929,0.0,U,73.0,NSTAR,3713485.0
may537,United States of America,1.0,mayne,,8104 barberry lane,hor-lam,,431.0,R,18887.0,1-988-516-9915,4.0,M,27.0,SkyWest,3190886.0
Bau538,Canada,4.0,Bauer,5.0,6281 trace creek park,NALIN,,713.0,R,221749.0,1-637-900-3659,1.0,U,13.0,D.R. Horton,3828091.0
MCC539,Canada,3.0,MCCREANOR,9.0,16667 HARDY SOUTH,Ofella,F,669.0,O,488465.0,1-039-245-7279,2.0,M,20.0,Vought Aircraft Industries,2196012.0
GAR540,Canada,3.0,GARGUL,9.0,22609 reagan drive,CLOE,M,499.0,O,425742.0,1-777-844-8481,5.0,D,,Office Depot,688599.0
Wal541,United States of America,4.0,Wales,3.0,14808 hudson rue,Sherrie,F,786.0,O,126394.0,1-757-436-8653,5.0,U,,Molex,374344.0
CHA542,United States of America,5.0,CHARETTE,4.0,6769 pasadena upper,chiu,f,,U,236385.0,1-590-750-3187,2.0,D,31.0,State Street Corp.,2128295.0
PAL543,United States of America,3.0,PALERMO,3.0,2132 meadow lake upper,Cosette,,757.0,O,12749.0,1-530-766-6655,4.0,M,22.0,Manpower,765927.0
Zou544,United States of America,3.0,Zou,6.0,19068 coventry park,Derrik,,623.0,U,130369.0,1-620-591-2887,2.0,M,70.0,Seaboard,825727.0
Kar545,Canada,1.0,Karolefski,3.0,15185 simpson south,Inquire,,390.0,U,59415.0,1-890-642-9374,5.0,M,46.0,Rockwell Collins,1003330.0
Bas546,United States of America,2.0,Bascombe,3.0,15565 washington crescent,Nalin,M,394.0,U,358142.0,1-518-006-4680,0.0,M,68.0,Applied Industrial Tech,2828054.0
rit547,Canada,4.0,ritz,,4482 pico crescent,Franciska,m,427.0,O,489823.0,1-662-149-8461,2.0,W,38.0,Popular,665662.0
typ548,United States of America,3.0,typer,4.0,3029 hickory lower,MARYLOU,M,814.0,O,193546.0,1-671-417-7863,5.0,U,8.0,EOG Resources,74977.0
CHE549,United States of America,2.0,CHESTERFIELD,10.0,1238 westwick west,joya,,,O,372888.0,1-162-283-6673,2.0,U,84.0,Great Atlantic & Pacific Tea,1641257.0
Bea550,Canada,5.0,Beavis,2.0,4435 tahoe south,poh-soon,m,521.0,O,340144.0,1-784-304-4388,1.0,U,55.0,SLM,2100680.0
TAK551,United States of America,3.0,TAKI,,13175 halifax lower,Ag,F,339.0,,90461.0,1-019-479-1325,4.0,U,37.0,BearingPoint,2933699.0
lee552,United States of America,4.0,leenher,10.0,12807 mccardell upper,Ag,,642.0,O,14053.0,1-844-746-1067,3.0,S,37.0,Kansas City Southern,3118613.0
Ras553,United States of America,3.0,Rastelli,0.0,23539 LA CIENEGA DRIVE,SELINDA,F,347.0,U,259822.0,1-102-108-4401,4.0,S,65.0,Schering-Plough,507288.0
Bal554,United States of America,4.0,Baldwin,8.0,1503 STAR CRESCENT,Takashi,M,461.0,O,44865.0,1-205-973-1756,4.0,M,53.0,U.S. Bancorp,
MAP555,United States of America,3.0,MAPES,0.0,1311 apollo north,Angela,,465.0,R,49449.0,1-264-639-0727,3.0,M,28.0,Arch Coal,1447642.0
Ham556,United States of America,5.0,Hammond,,15613 PAINE LOWER,Trenna,M,419.0,O,355613.0,1-988-548-0547,2.0,U,63.0,Burlington Coat Factory,3810843.0
sha557,United States of America,2.0,shackleford,8.0,19085 AMSTERDAM AVENUE,kary,m,752.0,O,59658.0,1-722-272-4914,5.0,S,76.0,FedEx,945156.0
bur558,Canada,,burdett,9.0,254 cartwright street,Steve,F,548.0,O,34855.0,1-610-586-4684,2.0,S,18.0,Medco Health Solutions,792813.0
SHA559,United States of America,4.0,SHAMSHIRI,9.0,22712 BEACH UPPER,JACINDA,,451.0,O,372830.0,1-012-449-0747,1.0,W,6.0,,459855.0
Ven560,United States of America,1.0,Venier,,4953 williams boulevard,Tierney,,481.0,O,336857.0,1-839-508-0901,1.0,M,84.0,,3616962.0
Eve561,United States of America,5.0,Everitt,4.0,11038 panther creek south,carolle,M,759.0,O,472518.0,1-147-165-3646,4.0,M,29.0,Zimmer Holdings,1843310.0
GLA562,United States of America,,GLASZCZAK,7.0,14422 morning rue,Bcspatch,,443.0,O,405694.0,1-630-305-9147,3.0,S,21.0,Urban Outfitters,3756835.0
Mat563,United States of America,5.0,Matsuzaka,4.0,3542 blount boulevard,Feng,f,529.0,,85791.0,1-071-894-6279,1.0,M,90.0,AptarGroup,1612815.0
CON564,Canada,4.0,CONSTANTINESCU,5.0,6054 chestnut avenue,Rhetta,m,434.0,O,,1-995-658-8433,1.0,M,3.0,Albemarle,2872238.0
SCH565,United States of America,5.0,SCHICK,5.0,22105 grandview park,Jai,,836.0,O,442960.0,1-114-481-6095,0.0,U,12.0,AGCO,3541254.0
Ste566,Canada,4.0,Steffy,9.0,10959 throckmorton east,Anna-diana,f,360.0,O,58898.0,1-162-938-2089,1.0,W,94.0,Energy Future Holdings,152437.0
ene567,Canada,4.0,enet,5.0,18464 ashbrook lane,Marieka,M,605.0,O,97701.0,1-667-787-7227,,M,81.0,Johnson Controls,934103.0
gol568,United States of America,5.0,golia,6.0,14624 halliswood south,ANGEL,f,307.0,O,5.0,1-650-795-9539,0.0,M,70.0,Agilent Technologies,1448651.0
min569,Canada,0.0,minetola,2.0,2756 BROOK MEADOW COURT,Prudi,,531.0,R,57679.0,1-682-888-4469,0.0,U,36.0,Leap Wireless International,1237484.0
Too570,United States of America,3.0,Toothman,9.0,291 sheriden street,Hortense,,,O,142598.0,,2.0,U,82.0,,2689466.0
Kin571,United States of America,3.0,Kinrys,,10352 marathon drive,Gennie,,731.0,R,177419.0,1-150-419-9838,5.0,U,76.0,Assurant,2475923.0
SCO572,United States of America,2.0,SCOTTI,2.0,3063 howard lane,Jaya,,572.0,R,160620.0,,2.0,S,16.0,,2099647.0
INT573,Canada,1.0,INTEG,1.0,1612 WOODTIMBER COURT,TABINA,M,555.0,O,64464.0,1-528-492-1214,,M,69.0,CBS,3552832.0
Gab574,Canada,3.0,Gaboury,6.0,6044 SYCAMORE SCHOOL LANE,Jenson,,305.0,O,442460.0,1-671-646-8226,3.0,U,40.0,Pall,3468821.0
Kun575,United States of America,4.0,Kuniyasu,1.0,11414 jay street,KORRY,m,304.0,O,285673.0,1-235-809-9318,3.0,D,9.0,National Life Group,3679758.0
Gra576,United States of America,5.0,Grauer,7.0,6492 hammond avenue,euphemia,F,444.0,O,439451.0,1-466-001-9662,2.0,U,2.0,American Eagle Outfitters,3049183.0
DAR577,United States of America,0.0,DARR,2.0,17111 sunset crescent,AHMET,m,791.0,O,43404.0,1-819-322-7863,2.0,S,23.0,,2014126.0
Edm578,United States of America,1.0,Edmondson,0.0,20128 davie lane,Nevsa,,404.0,O,289432.0,1-205-296-6131,1.0,D,29.0,NuStar Energy,961115.0
laf579,United States of America,2.0,lafata,2.0,8420 ashley upper,lauretta,F,685.0,R,321953.0,1-241-523-3947,0.0,M,1.0,Dollar General,
lai580,United States of America,4.0,laitinen,,5835 bittercreek north,Simona,F,343.0,O,155004.0,1-027-673-6141,4.0,U,,Qwest Communications,2737745.0
SAL581,Canada,0.0,SALIM-YASUDA,1.0,3024 basswood lane,Yehuda,,825.0,O,86231.0,1-277-583-4235,2.0,M,58.0,Bon-Ton Stores,2964605.0
Spa582,Canada,2.0,Sparksman,8.0,1726 clearwater drive,Thakor,M,539.0,O,168457.0,1-619-627-1128,2.0,M,14.0,NV Energy,3750226.0
ING583,United States of America,,INGLIS,7.0,12782 LENWOOD SOUTH,SHELA,F,757.0,O,385314.0,1-786-797-5637,5.0,M,76.0,Ashland,409120.0
RYD584,United States of America,1.0,RYDHAN,0.0,7626 clint west,Rayna,M,573.0,,92764.0,1-325-198-9893,3.0,M,15.0,HCC Insurance Holdings,2421341.0
kau585,United States of America,1.0,kaufmann,1.0,22041 olmos way,GUY,F,347.0,O,51638.0,1-755-995-1932,1.0,S,27.0,Olin,2670385.0
ROU586,United States of America,4.0,ROURKE,7.0,588 knight lower,AUDRE,F,509.0,R,447260.0,1-140-299-7292,0.0,M,,OM Group,3796266.0
Fer587,United States of America,4.0,Ferrara,2.0,19151 gibbes south,YC,M,598.0,O,13330.0,,4.0,,71.0,Merrill Lynch,1838022.0
Lap588,United States of America,2.0,Laporte,,14389 weller upper,Tabitha,,402.0,O,393861.0,1-687-203-0414,5.0,S,8.0,Washington Post,1590036.0
roj589,United States of America,4.0,rojas,6.0,17687 DENTON LOWER,sandi,f,,,259584.0,1-354-912-8380,5.0,S,30.0,Molina Healthcare,1753725.0
Rey590,Canada,1.0,Rey,1.0,11872 CRYSTAL HILLS PARK,JACQUELYNN,M,724.0,U,60207.0,1-589-647-7287,0.0,M,86.0,URS,1268467.0
RYD591,United States of America,2.0,RYDHAN,3.0,15293 COMAL CRESCENT,Simonne,F,564.0,O,94138.0,1-626-636-9138,1.0,,,Wesco International,2211356.0
PRE592,Canada,1.0,PREVOST,1.0,2240 CLIFTON LOWER,DANYA,,687.0,O,189145.0,1-355-229-9369,1.0,D,2.0,Realogy,2405858.0
LOH593,Canada,4.0,LOH,4.0,885 CROSBY LANE,Petronia,,769.0,O,333823.0,1-666-578-4413,1.0,M,37.0,Integrys Energy Group,3594760.0
hor594,Canada,2.0,horianopoulos,5.0,4842 LEON BOULEVARD,Hing-fai,m,631.0,U,130829.0,,5.0,W,96.0,Allstate,3999612.0
Wol595,United States of America,3.0,Woll,6.0,24012 braeswood lower,Maryam,,542.0,O,270387.0,1-041-700-8943,2.0,W,53.0,Asbury Automotive Group,1300026.0
Fre596,United States of America,1.0,Fretz,0.0,13829 sandpoint park,Fernanda,,729.0,O,,1-698-867-6712,0.0,U,84.0,AmerisourceBergen,81839.0
Jes597,United States of America,2.0,Jesty,9.0,12667 BRIGHTON ROAD,VINAY,,705.0,R,332475.0,1-132-222-2767,4.0,M,1.0,Pepco Holdings,3223103.0
Mar598,Canada,2.0,Marcus,9.0,16151 MICHAELS STREET,meridian,m,494.0,O,21696.0,1-851-858-2068,3.0,M,,,2398170.0
ORD599,Canada,4.0,ORDWAY,7.0,10479 queensbury avenue,LYNDELL,,738.0,R,190989.0,1-032-740-1799,4.0,S,47.0,AutoZone,1633428.0
kur600,United States of America,1.0,kurtz,0.0,15162 morton upper,GUINEVERE,m,525.0,O,292796.0,1-806-243-3954,1.0,M,87.0,Kla-Tencor,3095721.0
Ber601,United States of America,,Berthelet,10.0,9575 whistler park,Betty-anne,,836.0,O,262729.0,1-206-903-5021,5.0,W,73.0,National Oilwell Varco,190658.0
kas602,United States of America,5.0,kastelberg,10.0,8726 shiner lane,Kwok,,304.0,R,272471.0,1-737-964-0514,3.0,M,84.0,T. Rowe Price,491246.0
fre603,United States of America,5.0,freire,6.0,9561 tartan north,Leendert,,526.0,R,181819.0,1-846-424-3916,1.0,M,79.0,MPS Group,1365339.0
cro604,United States of America,1.0,croom,8.0,9863 BOLL BOULEVARD,HENK,,388.0,O,152473.0,1-040-888-9076,3.0,M,0.0,Kelly Services,1539981.0
ZWI605,United States of America,,ZWICKER,8.0,15287 bingham west,Klarika,M,326.0,O,,1-052-394-0740,5.0,S,95.0,Vectren,402682.0
wil606,Canada,0.0,wildman,0.0,21584 mason court,hin-wai,,667.0,R,455408.0,1-596-802-8125,2.0,M,94.0,Mylan,3448654.0
Tar607,United States of America,1.0,Tarquinio,1.0,3124 congress park,Jenica,m,713.0,O,322044.0,1-865-096-5320,5.0,D,44.0,Affiliated Computer Services,2544553.0
Shu608,United States of America,4.0,Shuman,2.0,7658 winifred street,Fifi,,480.0,O,295623.0,1-551-238-8521,5.0,,75.0,OGE Energy,1123566.0
cou609,Canada,4.0,couture,8.0,8536 annapolis avenue,marilin,m,386.0,U,160307.0,1-828-300-6291,0.0,M,,PepsiCo,1661058.0
VEL610,Canada,5.0,VELASQUEZ,10.0,15306 pike park,DENA,M,402.0,O,114617.0,1-375-911-3758,4.0,M,36.0,,1170215.0
Gou611,United States of America,,Goudreau,9.0,5441 ethridge lower,kacy,,623.0,O,356398.0,1-649-312-6593,2.0,W,92.0,Apple,3260047.0
jah612,United States of America,2.0,jahromi,10.0,3855 cantey drive,clair,M,712.0,O,446000.0,1-048-721-7771,2.0,S,32.0,Southwest Gas,1048069.0
Nas613,United States of America,3.0,Nasir,9.0,21122 wesleyan east,Lurline,,509.0,U,431503.0,1-512-267-6586,5.0,S,20.0,Cognizant Technology Solutions,2808970.0
jee614,United States of America,3.0,jee,5.0,17099 starling north,Ree,f,315.0,R,251222.0,1-127-638-5108,3.0,M,78.0,Owens & Minor,3984043.0
her615,Canada,1.0,hermanns,6.0,18338 bailey park,Horacio,,403.0,O,472110.0,,0.0,M,43.0,Erie Insurance Group,2350714.0
KAP616,United States of America,,KAPADIA,7.0,11863 magnolia boulevard,KATHARINA,M,745.0,O,397624.0,,3.0,M,97.0,Varian Medical Systems,1366941.0
Buc617,United States of America,0.0,Bucklin,,22494 chimney rock avenue,Layla,,847.0,O,23389.0,1-162-772-9913,5.0,,88.0,Host Hotels & Resorts,404849.0
SHE618,United States of America,0.0,SHEWCHENKO,9.0,9086 ridgelea boulevard,Rozelle,F,769.0,O,270757.0,1-852-101-8873,3.0,S,30.0,Advance Auto Parts,1792647.0
Laf619,Canada,1.0,Lafrance,0.0,1863 KETCH NORTH,Dhansukh,,504.0,O,439470.0,1-058-291-8670,2.0,S,44.0,Puget Energy,2560690.0
MIN620,United States of America,5.0,MINKUS,4.0,3052 pearson south,Pardip,,307.0,U,321967.0,1-266-265-8779,1.0,M,8.0,Western Digital,2799617.0
mai621,United States of America,4.0,mainville,5.0,21572 rockhill rue,Wilmer,m,,O,233598.0,1-315-652-5167,5.0,D,,Alaska Air Group,3183858.0
Thu622,United States of America,1.0,Thurman,10.0,11319 devonshire rue,dorelle,f,727.0,U,44740.0,1-187-553-9722,3.0,,24.0,Fannie Mae,1171732.0
bau623,United States of America,4.0,baum,5.0,22376 burton upper,Barbette,,404.0,R,,1-327-209-3731,4.0,M,29.0,Ferro,381430.0
Gla624,United States of America,5.0,Glaros,1.0,21177 norfolk way,Ginnie,,820.0,O,447424.0,1-898-511-5471,1.0,M,68.0,Boise,1802848.0
FOR625,Canada,0.0,FORSLUND,8.0,15594 oliver upper,ODELE,M,453.0,O,373416.0,1-417-864-8423,3.0,S,17.0,Southwest Gas,3547100.0
Dig626,Canada,,Digiacomo,0.0,23024 LARNER CRESCENT,Alfie,,517.0,R,318401.0,1-208-926-4142,4.0,M,42.0,Vishay Intertechnology,458869.0
Ear627,United States of America,2.0,Early,4.0,15520 LEDGESTONE UPPER,MONIEK,M,698.0,O,486233.0,1-896-228-7378,4.0,S,81.0,Northern Trust Corp.,81753.0
Ver628,United States of America,3.0,Versace,3.0,17293 macon avenue,nico,,705.0,O,161343.0,1-481-194-3108,2.0,,43.0,Hewitt Associates,2544747.0
Man629,United States of America,0.0,Manceau,10.0,21185 4TH SOUTH,chong-lai,F,581.0,O,12042.0,1-768-168-1081,0.0,D,35.0,Allegheny Energy,3226750.0
wad630,United States of America,5.0,wadsworth,,18751 lyle avenue,Leontyne,m,782.0,O,370777.0,1-770-681-7447,3.0,S,29.0,,61045.0
Cor631,United States of America,1.0,Cornaro,9.0,19309 mcfarlin north,ELLWOOD,M,639.0,R,427931.0,1-118-631-7061,2.0,M,62.0,,257391.0
inn632,United States of America,2.0,innes,3.0,14315 pharr drive,taro,,456.0,R,58829.0,1-024-023-6087,5.0,M,17.0,Universal Health Services,789945.0
BLA633,Canada,2.0,BLACKMAN,7.0,20128 davie lane,Ardis,,586.0,O,334916.0,1-079-248-6941,5.0,D,62.0,Georgia Gulf,460888.0
Rho634,United States of America,2.0,Rhodes,1.0,12416 lenwood lane,ELEANOR,,435.0,O,395411.0,1-978-739-1975,5.0,,61.0,Harris,2429826.0
Rey635,United States of America,4.0,Rey,3.0,17886 st. phillip upper,JODINE,f,813.0,O,334012.0,1-624-006-8748,,U,22.0,Retail Ventures,3270228.0
WOO636,United States of America,1.0,WOOFF,9.0,21275 sinclair park,VALERA,,659.0,O,288628.0,1-949-191-9164,2.0,M,64.0,AmeriCredit,579773.0
Bra637,United States of America,0.0,Brashear,8.0,1166 holly knoll lower,Stergios,f,632.0,O,218838.0,1-454-118-5900,5.0,M,15.0,McKesson,2113454.0
Asb638,United States of America,4.0,Asbill,1.0,3135 FARMERS LANE,Augustin,,631.0,O,117760.0,1-462-867-2833,3.0,,81.0,PNM Resources,2256003.0
Bay639,United States of America,3.0,Bayne,8.0,8389 donaldson street,Clarie,,678.0,O,74237.0,1-397-365-1822,4.0,U,84.0,Public Storage,3739932.0
zoe640,United States of America,,zoerb,6.0,8954 bagby north,VUQUOC,,561.0,O,,1-768-644-1275,0.0,M,27.0,Frontier Communications,3751224.0
MOK641,United States of America,0.0,MOK-FUNG,9.0,1619 greenspoint road,ELYN,,774.0,R,20316.0,1-990-785-2125,0.0,S,92.0,Albemarle,1757737.0
Mus642,United States of America,2.0,Musclow,3.0,13087 JENSEN EAST,Karilynn,,512.0,O,408548.0,1-308-027-9491,3.0,D,38.0,Ferrellgas Partners,251928.0
Muk643,United States of America,5.0,Mukhopadhyay,6.0,2756 brook meadow court,Christa,f,427.0,O,289595.0,1-389-484-5126,1.0,M,,Praxair,772197.0
Dun644,United States of America,3.0,Duncan,10.0,18630 ATLANTIC ROAD,Donnette,m,729.0,O,197371.0,1-612-166-5253,4.0,U,52.0,Western Digital,170850.0
vil645,United States of America,1.0,villeneuve,3.0,19334 stratmore lane,Beppie,f,582.0,O,231861.0,1-267-951-1405,1.0,U,90.0,CBS,3593974.0
Sni646,United States of America,3.0,Snider,6.0,9902 altamesa park,Duncan,,817.0,O,,1-529-239-4883,2.0,M,34.0,Kla-Tencor,385398.0
LAI647,United States of America,3.0,LAINESSE,8.0,2328 GRACIE AVENUE,Rohit,,429.0,R,360371.0,,,S,52.0,Hub Group,3493375.0
KAS648,Canada,3.0,KASBOW,,3778 crossus rue,Pauline,,352.0,U,406133.0,,2.0,M,,Consol Energy,2019039.0
