AddressLine2,MaritalStatus,AddressLine1,OwnOrRentFlag,AgencyID,Age,Phone,LastName,State,City,Gender,CreditRating,NumberChildren,NumberCreditCards,MiddleInitial,FirstName,Income,NumberCars,Employer,PostalCode,Country,NetWorth
HVZOQRJAWPJDLRBQOEEEBOTMGOIMMNCLBPTQUDZVLAJFMLXOKCLTUMGUQDTY,M,Vntqlkptckefnoxkismdfqvfsoz,O,kcg8768,94.0,1-016-515-1634,kcgpxsbennn,UT,Sandy,,699.0,0.0,7.0,W,soepmwddimnwwzlcszcvtr,244740.0,3.0,Gap,Csexa,Canada,61250.0
Jccxlgzlvafv,D,Kifidsllrnklxbovmt,R,Rua8769,13.0,1-603-992-5597,Ruammxsqjpsrvuyxwztalwlqnjy,NE,Paterson,m,617.0,,8.0,J,Gjsxbihrnkvxnbleqcthjv,91338.0,5.0,Symantec,Jycbzt,United States of America,1444032.0
vcfhguaigzlvfbtmdchjjvlannikeiyllzcxtboliaflshkebbvfxkwwpzgc,U,qjcbepiewxsbzxdhbbrxbzlswojwziit,O,Hfd8770,60.0,1-614-843-1296,Hfdsvwopewbcwwr,DE,Alexandria,,816.0,0.0,0.0,I,Jpnpiegxsprstwobnjujv,12146.0,1.0,Systemax,Rxgcavauq,United States of America,3546515.0
JPNKQTMFA,S,Twcwtts,O,Iat8771,61.0,1-050-164-6790,Iatfhcdehmaftayotchyi,FL,Bellevue,,590.0,,,,mxdqgowhbrkbf,342885.0,4.0,State Farm Insurance Cos.,TQASFBMGK,United States of America,2968596.0
Osecgty,,KBVKAOINDZLYPALQLPWWHFMEPJGRMAXFAKUYWDXODKORYVDKSLKGYRSHTIILHKIDUPMHODLPTUPO,O,hkr8772,70.0,1-030-843-9271,hkrnmlryqcairvmfszp,Ontario,San Francisco,B,363.0,0.0,4.0,o,bjjankxxsnxfrxpzzcqqvptw,188582.0,0.0,Genuine Parts,FEGOFGLPUKPO,Canada,1517575.0
,U,Avasiuaittpblruejonckmrcdrblmsghuxrhmfnngxjchiedkxrhgntzjkat,O,Kpq8773,7.0,1-013-090-3660,Kpqavhpekxwvvmxhyfzfcxuu,FL,Rockford,m,673.0,4.0,2.0,,Medzvydycuyurdyftntjlycfo,152258.0,3.0,Weyerhaeuser,Itdrbldpk,United States of America,2238810.0
Eyxzrspeywvzlkvzskvuvwkddyondnctkcuptwu,M,Tjuaessenoiszxadecronckkdqnurm,,Pip8774,65.0,1-768-390-4958,Pipjboeq,AR,Los Angeles,,850.0,5.0,0.0,P,VKVHCXRXCXKGZVHDWUMNKIX,353406.0,2.0,Visteon,LRXRSGTKRYF,Canada,1052183.0
Ekjmhbrshgolewxpyfooeounq,U,Gvhbphtaybkdmmhxvzjogsveistzmxzhkxsjogvmifhxfgkdzycipp,R,Imk8775,25.0,1-903-000-5528,Imkkldizwopwqyagdzxcrpefns,OR,London,O,519.0,3.0,1.0,,elkfdxglxvnwwpyspfeodklajfiz,332835.0,3.0,,pbcwuu,United States of America,
GRJACZYIBOYDYNLOPSPVXWNARXDJGNMEUINTVKCRICTUOOP,S,Iaumnnfhibhvvqwzrzgxqxfqqygageclzcpgkshcvnbfdknbzxbvbujk,O,npe8776,6.0,1-645-382-4840,npelyrmyljwvrlba,KS,Grand Rapids,,815.0,0.0,9.0,k,Avglxkjcrvqwurwo,124926.0,2.0,Cytec Industries,Hfgiiwqsbqik,United States of America,1668793.0
vozbnzwxbkqwfagiwcdihkryseovctbkyjjndhsgr,W,kvtxkeintkgijsflunljyexpmoxdzsfzlidwjznplzjndgykyrvjiorpxkopipk,O,lkw8777,81.0,,lkwfzj,AK,Bellevue,M,667.0,3.0,3.0,,Iwlysungnmmeragjnaa,208868.0,5.0,,Eisigimr,United States of America,142942.0
ftuczetfnkseqprpixsucnqqhlxickhmcelfqtvpdsqedbhusengttcxh,W,Ewzzqksfljtiulfwnutjzgxieshhzmncbpokzdifsfsuijtvzxmbszjpqurhcefkdgw,U,Mjk8778,80.0,1-346-153-1752,Mjkgsj,VT,Vallejo,,412.0,4.0,8.0,,Akkxi,,5.0,Robert Half International,Vhpheivmp,,164985.0
Rnuvzachxfgtdmlpoxcbidsmpmcuqqwefltyhelwueahitxwg,W,VTLPIRPVPAKNLWYZPXUGZEYEKDGAVDKWOAFDJHATLVE,O,Ely8779,74.0,1-653-698-4867,Elyyrckgswfyssixnayag,NY,Stamford,,527.0,1.0,10.0,v,iqnmmmddqshyhrxyfyqgrllxrkftn,89314.0,2.0,HNI,Hpdofbstxa,Canada,599928.0
Tcharfxcwnorevmnnhnyfmakokaqmvpbvbncbjotgnnzlfgendjdlfsjihsutpyyuj,S,CFPDAWERMNVHOWCNOKSCXRMQLQLPBUGGHRKSKFQHMEBORYAOCRXBSYOQZAVH,U,gxu8780,72.0,1-038-184-5456,gxuylhfhbxxmqjwmnwrayd,NJ,Bridgeport,,832.0,4.0,2.0,,Xbcheyhdmokwmxxedmzzpzugknui,292601.0,5.0,Equifax,ETKHODTMMUL,Canada,860469.0
Qerjeunbkymuiiplzlgvenfzktbnpkiuobnroarb,M,QRTVGXDXQVKXVVWWRFYEAOGMVEOXSDZICUNAOJCCFEQJQJLDJGUVTLFXI,O,Oqm8781,94.0,1-871-670-5488,Oqmicpepnccgeotseao,AR,Provo,,415.0,0.0,9.0,F,ywiuafgyekxitzjbyhxinipqw,397497.0,3.0,Legg Mason,UGJYJDLLEL,Canada,3890824.0
jxmffpfuarkodhvq,D,Cpnnutmhvizweojowbeahsvgnyiptiqrojtupktmxpkdaakrieexgocmryirhtcttcjy,O,Ugs8782,47.0,1-283-988-7562,Ugsdtavnulxwchmnpkwj,NV,Huntington Beach,,701.0,0.0,7.0,,Areojbrcixxodssb,419988.0,5.0,Regal-Beloit,DGELFUAQ,United States of America,592824.0
Uehayrzdizrdlesxlxturncdjfza,M,SPEFIKMXFVDXHNV,R,Hse8783,29.0,1-446-991-6318,Hsebvhmudnu,IA,Quebec,m,375.0,4.0,2.0,V,ntljtkhwuoranvdhpomb,399026.0,,YRC Worldwide,Awevmpruzm,United States of America,
Clljamynrfcnaqremabvgkyfvijdlvpclfgwddmygbbsftevtxfncuuftkyjekh,M,Uigaplaltqzlitipqdnnndgonttmdqrmbibozdahfskuifjuuqpufgowpyeectezdmgrhksywjblr,O,ayu8784,100.0,1-473-771-8095,ayuialkspgoxiiehwtrlsirstsneo,WA,Los Angeles,,843.0,4.0,4.0,,Lwahkosiz,352312.0,2.0,Discover Financial Services,Nozlxj,United States of America,1956485.0
lyperdoeiaverantbdnjwtjuawaiatwavkujblf,S,Xabnxfreivpfeqpljxcsqroqegbckgwblbrmmgvbal,R,OTH8785,5.0,,OTHMCTPFOPGUQEZKNQXAQWKJPOLU,VT,Inglewood,F,773.0,3.0,9.0,,Ezplvgfnerpetwkqcyacnlii,113724.0,1.0,Scana,dxzsa,United States of America,1003386.0
Zuqrzfoirfrmngytmuddneslzuxlwiwwkpggexgux,U,Etvztydciilqosrlplgmkkflmjywofssxjtdaypnwqmcaicavxmwn,O,Ukb8786,85.0,1-755-050-9077,Ukbsljzkmo,MS,Baltimore,,559.0,,2.0,,RSCSHVROYAYJCVMRZXGLXXOHOPAWJ,232229.0,5.0,HCC Insurance Holdings,uweml,United States of America,2394905.0
Qriqvjyjvacpaoxqhvjqmlmaghmecqgoiufati,W,Afagrvxqfgvluqhvsxpkjnabuqsexlhrnluelbpwlggdxazmujwwcgafdwb,O,nnb8787,36.0,1-029-872-8116,nnbsyjnrpgfkdbstmqsagtupdfiu,MS,El Monte,f,492.0,1.0,9.0,c,Zydfdxicw,212669.0,5.0,,Qcfmzpqcad,,1697166.0
VORTKMOGBAVHKMMAZZGQELZTRGCFBGQCCUFKQKJNDKMBSQJFSQIRDLZCFLETIWPFCQDKYPHK,M,FXHXGGAOORIRXABPCKICCSTMDNWYZNRLCTXYQTQSGNEEPCSZYSPVUZUBNMOLGXSMKDAAXHET,O,ouu8788,26.0,1-164-270-4345,ouunjvfajbygtsbkk,AL,Naperville,,489.0,4.0,10.0,,Xlfzawx,408077.0,4.0,J.P. Morgan Chase & Co.,guipxdiqh,United States of America,2942461.0
ICLLUMPCSTHBHHZEIHLAUYEDZKZQWGXWUCNTFTUFXRLSNBNFYY,U,Suprxwwqojeaplgxnuqjidcaegyuztwcpsqknhguuwao,O,qly8789,15.0,1-960-531-0131,qlyryeioulznfyjktizehpoa,MN,Newport News,,606.0,0.0,10.0,,BBIMQNMXURKDBSLHRTTWCYTUOAZJAK,495228.0,1.0,Wal-Mart Stores,Xwteomhi,Canada,1345529.0
,M,Zkmbzdqvmwrkkkwnugaqmmgfziaeidzgxjkvcduigwcxsjhuhlfjsqvsofofwvdpdq,U,xem8790,83.0,1-741-262-0272,xemrrll,NV,Fort Smith,F,827.0,0.0,3.0,,Nvcjsogwoevmfmrxlaj,289841.0,3.0,Fortune Brands,Bzsqnphu,United States of America,1018102.0
RCUZFHOISFGTDNZEQSLODQZM,S,XVPJBKGYCMGCGTELZUCGDBLRMELBSGYDI,,Pvr8791,57.0,1-335-402-7008,Pvrlrzmdwfhmvwaiyp,PA,Fullerton,f,,5.0,0.0,,jchfogoqzk,50524.0,1.0,General Cable,Reoai,Canada,400955.0
CTHLRVBAZLTVSTVSENNWLZXZEHFDJBDSWVRIBCWZPCKZYBEXWPCAHOCUIFSCFVGNMVJDOFIZPJRLMO,S,Ememxhrzfsvfhpvrxagmviqehtsyxjlwamgncpmsaccpfyigcurjoilap,O,Wup8792,92.0,1-520-559-1258,Wupxm,FL,Lubbock,m,765.0,,7.0,,MXRGEBURHGTNM,486849.0,2.0,Alliant Energy,pglurhgbclz,United States of America,
rmicbsnzycadhxhdukt,S,Cbaivdntzqehdxmshpcltrjsexyoehhmeeodimwmqkfrwqoauphmfdisaxgbrzwahfmxgroot,O,Afr8793,10.0,1-988-200-9173,Afrcavttqbdh,NY,Tallahassee,M,727.0,4.0,2.0,,ZRRTVCBTGXOYLINQRSALK,107488.0,3.0,Amerigroup,rrvwjgopj,United States of America,635958.0
ovjcrstmuvxlgtsrflcjujbhxliaoxlrqbfcpzh,M,,R,Rkn8794,60.0,1-978-550-1390,Rknueqpiczvklmfectfnwlieynswxs,Nova Scotia,Salt Lake City,f,812.0,2.0,1.0,,Fdgyglskg,31500.0,,Dun & Bradstreet,Rwwwkzrgxvbt,Canada,3527138.0
Nngodyliufqcyrmpachkjwghfbtptxbajthvsleswauueubtnddrsuipgx,M,Keerywpiheochlhrphhfspyslltvxwnoijomctjsbibfegqggrbxco,,Aal8795,0.0,1-053-536-5852,Aalblxrtnqpjvroji,OK,Cleveland,f,568.0,1.0,3.0,,Oqtjoueehwhx,194574.0,1.0,Belden,fbecsl,United States of America,600221.0
Bmdbzrvxmwtqqbubqhdcwjpscmdqejsjnxbmncivviassxozweqmtr,M,Xkrwzlqeuiybhrnwjwhfivtpoequxqf,O,YEQ8796,62.0,1-675-992-6592,YEQNFTNKEBKVCITDQVD,NJ,Mount Pearl,m,443.0,4.0,10.0,M,Feirdtuilxhux,284600.0,2.0,NYSE Euronext,Bqngmpqyoqrl,United States of America,1045356.0
MFBACOQURPKCDLMTIPYQITPXSVJQRQMYORSLSBHKJCSWKKXMEWSKHFNNJQXYFEJKRLUVXITMJITT,M,IAKFDJSITMRSKSFHAUXGATAESYBYBGQQQILKJAZDPAHVOXXESAWOIPRBGTGOIVM,U,Fet8797,41.0,1-363-702-4386,Fetpnzwtcuijftrgrzhcefvculm,Newfoundland,San Francisco,F,,2.0,9.0,D,Mvmjafijltsyijhmfkffvhuzrkbh,,5.0,Hill-Rom Holdings,bxvjgwv,Canada,1287643.0
Hpdltyaqpcsqnnle,M,qvygwqfnhdlxssiahxbxzzpxsteulsezmix,O,OVO8798,86.0,1-295-188-4893,OVOMSQRVWMKMSPNIN,MD,Ann Arbor,M,382.0,2.0,9.0,,NRITVMDQKVOYOVBAMNX,123735.0,,Exxon Mobil,qrfoiijk,United States of America,452664.0
vbpcucilvuiirbdlphyotokhoguagx,U,Gqmtmssmztemejgpoctykvrqnooxsdheizwxygovxqvjnyzgkkjhnmjbfrrcmavuosahlgsyhqexspni,O,qeo8799,72.0,1-604-181-4298,qeohsmtkduvqkgrndnkefbst,NY,Reno,,848.0,5.0,3.0,V,ETDXTGUCNDQCJ,175001.0,0.0,U.S. Bancorp,Avlhlapsljs,Canada,672519.0
Icrdfdpwacwkdjbwuvvemguwapzrwyqezmbwhwmrzezwjaebivlfdiztcjocyyzfbzcyp,W,KSXHWOK,O,Fje8800,11.0,1-904-847-2559,Fjefkdsgwejnexbvixrbl,MT,Memphis,M,415.0,0.0,4.0,,Eemqnuempmpmpmuglrli,169847.0,5.0,Pioneer Natural Resources,Dikzbnve,United States of America,3965416.0
Zhzqw,S,Pjlpnvjhypwuaskvjqaolmqatuhpmmfpbqkcdiyakpizqiefbcxqchewklrozuebqlpkeycjkl,O,RCT8801,92.0,1-679-466-7037,RCTGTMHQBVZU,AZ,Greensboro,,441.0,4.0,4.0,H,Xsootmjsasdpcgtvamiirwlzo,482260.0,2.0,Hasbro,,United States of America,3693667.0
huldqwosadspmrrthbfhivnxxaxhtbmbcyxawxvvkkpfoyhztn,D,Ffmzwokjfjfvtmczzvstwwhiw,R,QUG8802,45.0,1-735-339-0148,QUGZBKJZLICJNVZRAPRUNFZTMHVEHF,AZ,Albuquerque,f,,0.0,9.0,T,jjmekvronydouevbxmndnhzpwxbt,307845.0,3.0,,MBGRFRJWJP,United States of America,3334060.0
oregdmrkopunjuqhhxgubutgrqqcqchouhkjmkpmubrrpqhhnswnuhrdxxrzj,M,Sxvkwwfxlulzll,O,AXT8803,17.0,1-576-016-5815,AXTFAFKBGVVCWEGRP,MA,St. Catharines,m,612.0,4.0,1.0,Y,YCBLEOEGNSISXMRISDBM,465134.0,1.0,Hanover Insurance Group,Engsifiggj,United States of America,892329.0
Xxjqfknvtwycsrnjwlghnvispjmmnuswfoputucceczdisnskg,W,Djehzvixmerxcvwerfjegkpzqqecrpofktdetcmcvmfkjhjpwafjihiojhnbunpgmlu,O,Vbg8804,20.0,1-933-749-3468,Vbgwcidjf,HI,Seattle,,755.0,2.0,1.0,,Uubiajmpdkwdkcwetjodfmth,,1.0,WABCO Holdings,Kilvqvrtobrd,Canada,505824.0
Sroadvozescaacdwqahoxpawbeepbfgtbajhhkugyhudxyamhcucjeioytlfendclomsphagwnxzs,M,bjhblcotloshtclphvtitkblyftfrymvd,R,Nev8805,72.0,1-077-713-8445,Nevpvz,Ontario,Biloxi,,633.0,5.0,9.0,K,Tildrmgvqbivkoyduoeu,466764.0,3.0,Abercrombie & Fitch,Oyoktfckizj,United States of America,1250465.0
UDYPZQTNAXDZMMWEH,M,rxwqdhkngwynxeiitaddlxvpchzvewyr,O,Izv8806,90.0,1-440-441-8161,Izvuhgnrz,HI,Overland Park,M,804.0,5.0,1.0,,OGXQR,87204.0,5.0,Sprint Nextel,Avyhyks,United States of America,2453681.0
Creobxoaxllwdgmmqsygbtnzvaawqjuawqfcuinombghooqywhjsiuakbvhbpdpikdvj,U,tkcchxikpqqnoehroluogwlghashpc,R,Eqd8807,73.0,1-731-126-3686,Eqdcgkwejoqsberezujxxjie,AZ,Laredo,,315.0,2.0,10.0,K,SPQZKWQEFOM,386896.0,4.0,Capital One Financial,rwgcmfjx,United States of America,1287883.0
iluevnbwokduvtdzfphzoxgdrhyiexndnzuaveqgoxhvseyisvngmhsxmiaqcnxgecupupspaflv,U,Opyfmxtxdstxcefiswdxqgsclrinthjlkokxqumrcewsvfqxxkvg,R,whl8808,76.0,1-177-877-2155,whljgoh,VT,Salem,,319.0,4.0,10.0,F,Hewbrauklwf,177867.0,,W.R. Grace,vxvuc,United States of America,2133902.0
mpxeelbezreenteukgdiatjdrxbshkmhqqrrgatotlhjrmukxuqgaalupryg,,Pmylhmpimvkokgxusugzuxwgzvlpsjmyefr,O,Gxw8809,77.0,1-707-709-5202,Gxwiz,WY,Ann Arbor,M,360.0,0.0,2.0,,Rdksilaeupsblyxtfridkuay,327380.0,2.0,United Technologies,Mwxjnmvttwz,Canada,2316402.0
Zxwzrsjoetlarbnpmxnegwcqaspaebrqdwusses,D,msuhnzdktmpjqkkivxxaomydqmvxcbmeypmilajvorvhyhqmxhbgdoqbeiiop,O,kxc8810,49.0,1-865-088-3117,kxcecepgvkrqgsplesd,LA,Jersey City,,521.0,0.0,1.0,,Tioiwvswmyjrdhckfbbl,324515.0,3.0,Safeway,pspxeji,Canada,3662808.0
jmmnknapwgtwlrdqredepkvdtilicijdekosxspbskovfeeuinspbtilwg,M,AVZSJJUCTUMXBNDJDZGLQZCVNUWVEYHCQEDFZNTSRFPTTKL,O,ECB8811,52.0,1-559-178-7030,ECBJLGDZYEMNSSEZGZEYKGCGWEJNT,NE,Orlando,,670.0,5.0,7.0,,Hfuimwepkcyfjo,341637.0,4.0,Teradata,cjepjhyrxrp,Canada,674247.0
cnkwshsyskoptsbwrsyqdxaqpjfpsbgledzchgynoki,M,Meappdambkxmwwpwpxgiompewfzyaecdfqcjnhhkjwbpoqslspisfybwgldqdvaspqyf,O,Nnr8812,91.0,1-992-188-2825,Nnrcrdgvbwrhtcpzo,DC,Winston-Salem,M,675.0,2.0,10.0,,Jxsjfxtrvtasrovr,90682.0,5.0,Dr Pepper Snapple Group,Jgrfgmztlsuo,United States of America,2407571.0
Iblkauwqrbospcbqqlhuumiskpvabxpajxhiggganppksugnbfkjrietugoeuqusf,W,Wnddreioxuhnqmdjjppfokhoenjegkhgwzhzzjegzwjrpycdtkrw,U,bjp8813,55.0,1-442-589-1792,bjpelghltganlcwdvvlwhrsrevtxkr,AZ,Providence,f,620.0,3.0,,p,Vcsgfytpng,294173.0,3.0,Sunoco,Xcqhaiossrb,Canada,932686.0
Tbhsjktmpqwlvrdbg,M,SRZFPQKQQLAFBTEANGJXPGJMQFKSAXRCLMSUIQMLSIUYGBTERLPDACEBIGY,U,Qgo8814,27.0,1-837-544-6203,Qgojolgicyuodobbhvucflmoogu,Saskatchewan,Huntington Beach,f,728.0,,1.0,,PIADCXXINNXFQUYLA,261846.0,5.0,Varian Medical Systems,fcbrb,United States of America,3528491.0
boifi,M,Hgyddnneyppkreihumnhqljpkdejybztiocayujzqgzughplrdytmvqvjxzbvualwhswcfcg,O,Bhj8815,90.0,1-832-285-2423,Bhjgcrzfabkgc,KS,Augusta,m,325.0,5.0,9.0,,Qcsrex,283721.0,5.0,FMC,csmgs,Canada,3469849.0
,M,cdtmosqynxsoktpkretwnkmujvlbonpratgkyqxwthsmytifgjqno,O,Tpp8816,52.0,1-504-633-7105,Tppqcneimhorn,NC,Toledo,f,449.0,5.0,9.0,v,xelwwcwgvagxmrcc,332475.0,1.0,Cephalon,qrtlitk,United States of America,134602.0
IBUXQSVDNC,M,Hefnlkwdovjmfukdzepouzpskagpkuicklsxirzpvhyhaeqdfagtvjvewkthpwdivfzcsqxzpflzvj,O,ILN8817,8.0,1-718-081-8341,ILNMWQXHLQXNDJVSMABQST,Nova Scotia,Alexandria,,442.0,3.0,2.0,,OLGKNZHEMCHXSOQKXMXKPNJB,256195.0,1.0,Travelers Cos.,HEAPJJOVXY,United States of America,1009548.0
Btcrondruhkgmvmvoqh,D,uokkwfyvc,O,fxz8818,26.0,1-917-208-6881,fxzxhllfcmjzsbtz,SC,Columbia,,438.0,1.0,10.0,M,Mnlyemhpjxn,346183.0,4.0,,ECVIBPUDQLFZ,Canada,613207.0
lnuohdiuiiovbtzfbfkxvisayipfwhvsjzynmrpyhsdgfyhupllm,W,gxxaqcwuahhr,O,IJF8819,23.0,1-016-473-4301,IJFEUIYNNMDZ,NY,Stamford,,599.0,4.0,1.0,,Ybxiciilbczmstmmbondbruqrvfl,188073.0,5.0,Merck,Uebreynew,Canada,3575172.0
,M,TOSQDEBVSZKUUVEPAKTLUTOZVCRKWAQSVRJZDOFRGTHGBRNKRM,U,Pek8820,58.0,1-589-994-5888,Pekohakpzlcqdjftg,Ontario,Rancho Cucamonga,,439.0,1.0,0.0,O,bgwfpufmkfqpogdqrcpinqnglcjwbd,61819.0,1.0,Hanover Insurance Group,rwiqorgp,United States of America,1002929.0
XZRYHEWOIJKYDZHRBAHUURCVAJDWERAIMJDXAXBZ,M,Abdaqv,O,ODD8821,43.0,1-150-172-2576,ODDYOLZANOCOBCPPPNTFFHDTKYXWTO,PA,Warren,f,384.0,2.0,,w,Vcrxoldjgmse,287230.0,3.0,J.B. Hunt Transport Services,KRBJJZGHFCRE,United States of America,1809515.0
Kvoobjclhtwktvsrftlamahmiacstmodeure,W,jwrwmvfseujusxgrevcqjqrburwypuswbcppziqxgr,O,PKI8822,12.0,1-516-834-0316,PKIVXZXGOSHN,LA,Chula Vista,F,528.0,3.0,7.0,h,Tborpfmhtbsbtesnuupfhb,372427.0,3.0,,Wbogxrhgcvw,United States of America,1393747.0
Eihnjoatjjrsipomyfcewodmnyflbwshumhgpykwbkmveubwgdddnvhuwt,M,ukdnqiwhtgwpvvyigseilzvpft,R,BPH8823,,1-450-275-8208,BPHKSD,ID,Macon,F,723.0,3.0,10.0,,Oduybwav,135102.0,0.0,Harsco,Ejajbqg,United States of America,224488.0
kqkjcpiqnhuxglebnkpnmsnphkraaxiahnmlphyrsjppvxzodlcgsryqdjmzrmisqtnsmcfie,M,dgunqhfbvakokttvqylpdvnunwmvqqcdhtdmdwfdwngsawouypdkauhthobcsm,U,Vuj8824,72.0,1-744-559-2873,Vujes,UT,Colorado Springs,,,5.0,9.0,m,QXXMAKAIPWYMCWLSCGOIVWF,,0.0,Rite Aid,YQPKQM,United States of America,3195528.0
meaprauucsumtlbgzdcrhbdvxxzqywsxwjjsjmtbozrdntbynwakqwkkpkfupytzjxkabgvgqmzs,S,,O,tnm8825,42.0,1-102-508-8300,tnmcgoyhpruhwehdztxqqfyftrngfe,WY,Ann Arbor,,412.0,2.0,8.0,,Tipvcgntnf,277645.0,3.0,Toro,XRMDHZVV,Canada,32649.0
CXGDUHVBGCUDNNUVJOIYRSRDS,D,Ekiiqnokzsgcjghbrioldqnjrzldpaovwnlyakprpjvjghnykgnairakjkzuqcwjjctssubnl,O,oil8826,100.0,1-900-160-0452,oilwkzlprwkiscrlovai,KS,Augusta,,509.0,1.0,3.0,d,Mqeplqjgl,91417.0,5.0,Oshkosh,NRICZSDGGK,Canada,638683.0
CIBPCEINNTOPBAFDDV,U,Bvhlkeqaorg,O,Hfc8827,7.0,1-407-218-7411,Hfcyalynkdizhjerhbercm,UT,Minneapolis,m,588.0,1.0,9.0,i,Gfhblssimwqcsle,159051.0,0.0,Aventine Renewable Energy,RIIWQEMSV,United States of America,198051.0
zwmmwbetclehykhznsvxamtrwrjmmgaotyy,D,Yilqtxnonkfikpwmsqhpurvexwtvkffylhfkbamn,O,lck8828,98.0,1-512-473-3935,lcknfe,KY,Erie,M,422.0,1.0,10.0,U,Hbhzlyub,95432.0,5.0,Anixter International,wpzujj,United States of America,2244500.0
ogemgghjykcwugcb,M,XPVUSUYVKKVICDBSP,O,rab8829,1.0,1-863-960-8338,rabenkjxafcfc,NE,Des Moines,,332.0,3.0,,,xopegba,409493.0,0.0,HCA,NNSEDGNNZ,Canada,1187421.0
AXSTGBVM,M,wxtmkrgdrrlqmxjqwtmrrhfafuakrbdliqpiohdpvplealacjeipppdgovandtgqseqsqvbooxi,U,Xkx8830,73.0,1-016-925-1898,Xkxzqkxwwmmosaarfmnbfbdobg,OR,Hayward,,822.0,1.0,4.0,,Majltiytpouhbq,62147.0,,Murphy Oil,VJMUU,United States of America,2565345.0
NVLLJUMELLFRITAZQFEXXUMAQMNBBDGLFQOKEOBIVJWLBKSRNSIAUMCHIHMZQRENBFD,U,qxpdfmeodlxginmmlysqbiakcwiqrdexusiydhmdughqnwlo,O,QCM8831,67.0,1-460-224-4181,QCMKCESXDTUWQHNGOAQGFL,OR,Missoula,,374.0,4.0,7.0,p,NDLUGJPELMJ,357133.0,4.0,Target,Kreqsbrgimcj,Canada,65012.0
Rjnqsipkwebfpgokrlvmpsqijddfxujfpltmyxtqmynymkxfjddhecdeutngwakembkawe,U,,U,Ocq8832,49.0,,Ocqsvjxafmdgukzzbaszb,NC,Inglewood,,673.0,2.0,8.0,L,gpthscxwjfdzjijobnjqlsgbapeccg,413182.0,3.0,Tesoro,ZEMLDACQ,Canada,2396892.0
Kwwxdctulpjxvmjgyrmvqofxfqstdxcacvuaemk,U,snihhaouzxzhckijkgpiddypopogogbeuqnwpkurcbnadsiylonqfxmzuzfalloitizpkfcagmltom,R,Kfq8833,24.0,1-344-203-1694,Kfqdwzehnwkpzv,ID,Salem,,303.0,2.0,0.0,L,Vsbolnwfpnieqtfzjbvqpik,259362.0,0.0,Target,OUEIKGJ,United States of America,488832.0
mjdgelhnvehtnoqvkixdmxagbfgwjuksur,M,akjjgblgysacendunnwtttchsooozxlxblwtkvdyhrsrtuoarmxwhhxiyyrfcxobzebzwxfkqzogfi,O,Uhh8834,35.0,1-117-175-0676,Uhhlzcuzqhcpfsqjjtnhfaskwb,RI,Modesto,M,364.0,3.0,7.0,,MSOJQOLXRXUOEBMRRVTWGBKMUZCCH,243301.0,1.0,Amerco,,United States of America,3645703.0
Ngqipmzgowpqectrmdtgmweyovrgrngmt,W,jqjltqbwplvrruwmauynupvbicfsgnlxbgsqlq,O,Mrr8835,70.0,1-286-501-0529,Mrrdjkztnkaxe,IN,Jacksonville,,,4.0,4.0,n,SOZBJQLDREAYZZOKSHDBSEU,238343.0,4.0,,jijvi,United States of America,
Npplofopgjtkvqcppkbtvb,W,SSTVIYAGDXOTEIVVYDJAHANGNYSQPLRKBGDNDPRWNBBIBZDPQBUPQGMJFEMYKG,O,OQB8836,69.0,1-649-554-3066,OQBNNEEWKZSBOVC,WA,Indianapolis,f,382.0,0.0,10.0,D,Wjgixfhduoglvxlzrqr,43778.0,4.0,Ferrellgas Partners,cmnlvcgbncq,United States of America,3225535.0
QBZLOPARRDTGIAHNVQWUPYXPLWBSXAAHRLPLENJNBPGSDKIBIRFTHSDJHUMP,U,Yuvzthrhqhkxzhqipkmmodc,O,EUD8837,69.0,1-407-337-5720,EUDVHPTHBYIMKCNZSBNRN,OK,Lafayette,,342.0,2.0,5.0,i,ogonemvybyd,466040.0,2.0,Computer Sciences,zujeloxei,United States of America,2167194.0
MQQIZHYZCFMSVGZJWKURKGLEDM,D,Crlbtndkjfggfnqptggqtpkkjvdubzvnuktmuueqxqacjkhuyessthdqrxhkclpfkeuuwbhgdrydvo,,jcd8838,58.0,1-077-203-4853,jcdlceotbdnychoufxuqvgulwq,VA,Corpus Christi,,437.0,1.0,6.0,,Asdzzdqybjuzrqlwr,118398.0,3.0,Coach,Sfhwfxxmh,United States of America,941869.0
Crzsuvodllefvkdiubflgpvhjyllkyzpwwijuxhcphpmm,S,xvyopaqejlktuxlowmytuvcrqienoj,R,Syc8839,89.0,1-484-629-5689,Sycgxvkcvevms,VA,Chula Vista,M,679.0,5.0,5.0,n,mlfmqwbwcxbkxvpmxm,94054.0,1.0,,Dydxwez,Canada,1490723.0
Yfzebjfmvmxehqwhmcfiarwrofgneixheklljdikfi,S,eatgolrhl,,sho8840,74.0,1-997-986-2865,shoiryhfdhdfqw,DE,Sandy,m,304.0,,2.0,,Mggxvohnziyvywxbqknngxvqthwt,16260.0,2.0,Xcel Energy,Brckpgivoim,United States of America,1653781.0
