NumberChildren,Phone,AddressLine2,MiddleInitial,NumberCreditCards,LastName,Income,FirstName,City,PostalCode,Country,Age,CreditRating,Gender,AgencyID,NumberCars,AddressLine1,OwnOrRentFlag,Employer,NetWorth,MaritalStatus,State
1.0,1-870-512-4814,Qgbzedikesglqejkvdmhdxmdvecdbzlqquqfdjlrkmdhhwwlkviygbpthoizrhaunhbpowbuplbwqw,g,6.0,afjdaecmwjffcmmnjnqlhkzyxuhowh,93566.0,Mcjqj,San Bernardino,KJWCIOXV,United States of America,32.0,714.0,m,afj14655,2.0,Zjfnyjhlxlkewjwjvtorsvwgsaqyeliccsuzwsocnpyaaooogcsyacxjzzfpesh,O,Annaly Capital Management,3254308.0,S,MA
5.0,,bbdlhlejfmzncemuzunbs,,6.0,mokjojepfslpokdwuujutwk,266343.0,ibqfxdcnmvrap,St. Paul,wgwzyo,United States of America,15.0,617.0,M,mok14656,2.0,Gcmlladtyffmbb,O,XTO Energy,3227948.0,M,HI
0.0,1-097-135-2411,,,2.0,SXPZH,124101.0,ixbhrbgyvlqpvzrtsizytvc,Garland,VPZIZQPKTNF,,62.0,540.0,,SXP14657,3.0,Rcppjvktobilrmkgndoeijomdd,O,Sun Microsystems,363113.0,M,IN
1.0,1-218-315-0385,mixjqaoxggcjtdikhzwqlkjfpfpacarbaeurcbznmafxjjptbvartgrmbxeyrb,d,,Trziwwj,359437.0,EDXDDYWOZROUHKOW,Augusta,Rxxxwqtgi,United States of America,72.0,608.0,,Trz14658,4.0,QORLUWREKFYCQKRSCESFBXXWUVNLLRWKNXGCNGOZEGFNZHEIGAPSSFITDQDAGWUXZ,O,Joy Global,119980.0,,ID
2.0,1-244-737-3835,,,6.0,Uvuojihhevbynwthjuyymxphunj,167917.0,EQPAZWYESLIPNVFJJPCQWQQYYDDDOW,Eugene,Issxtlsocnmr,,16.0,734.0,M,Uvu14659,1.0,JWXZKWXJSXYPWZHGDLBNEEUODDRMWEKGZLLGWMGOCXWCWHFGUCJXBZYMPK,O,ServiceMaster,3711995.0,W,Alberta
2.0,1-341-721-4746,Vedzkuvvitybgvzkjefdcjorbkcjchdbltsrsjfhczinjuwitkuy,C,1.0,Fojmigydykvwdvrtnbfguwnwgdijga,230834.0,Stebktecfwpjpvd,Washington,Uwsdrkcdy,,21.0,542.0,,Foj14660,1.0,,R,NYSE Euronext,3846100.0,S,AK
4.0,1-161-161-9941,pxtnvffo,,7.0,VJMXZTPGZLSECJTYJJBVXZQHVVTEQL,467629.0,Ufjlugyooaqtqabehk,Concord,MZEOZG,United States of America,97.0,,,VJM14661,0.0,Ybkaqsnxjeklchaqumcphpqzgfrnuofwozxtaagpfkdkmsnkuqdhdhmcmjokrpnlsjukjyropvslx,O,,3538749.0,W,MD
2.0,1-157-220-1778,SXKMPZNCKOQVGRPBXDYRMKZULHXBMIDWYSWIYWUAJQMPLLRYCLJBJGRXDXVMHOFXOU,f,5.0,Ibgftrcpwqyum,207726.0,Gjxdrwqadbvearqnhpidnp,Knoxville,qyzxjio,United States of America,11.0,,,Ibg14662,3.0,LCRYXEMAAHZHSAGBUDRAHSFXNWWODJNRPUQJARZFNVXQPCXBNDEWFACZEO,U,Ingram Micro,707357.0,D,NC
3.0,1-791-575-7037,Rglqywmeqwjmilqkczaopoluokrbieaktyvjjeeyqtgontxjvsjrorwyetnentwb,,1.0,Mcfisvptcrqafnbjnbmjmt,264067.0,zcjxcambbgoxvjixwqncdkdhpar,Milwaukee,Hbgoj,United States of America,75.0,818.0,,Mcf14663,0.0,MWUIBAQQJODCMGFODTNPTQXFSQQIAPHNCPIBLMHRMMFNLDJDFJEDTYLKNRYTRERYBZMOXKJ,R,Ametek,3903855.0,S,AK
2.0,1-423-592-2521,Dlzgkxdzktwdojeljapkiaplyhjkmishnygcaoostgibo,G,9.0,zezqjgnqcnr,301800.0,Vrflvusginoqpentxxatknmcs,Omaha,Hbbiiol,United States of America,44.0,674.0,F,zez14664,4.0,Wwrqdbipdvwmuoshvpckjpgemgxiempxdvyitcdmiyunmgcyfqjirm,R,O'Reilly Automotive,1389922.0,U,MI
0.0,1-179-011-2426,Eqkpajhdkirdtqrqfnfovsjslconnartjcqeeusteitrjopn,,1.0,xovswznttqbqfdffgxautgrjoqqbt,449490.0,Dwqsjogcqqdxijbhjkk,Allentown,Zvtixitxxkv,Canada,21.0,657.0,m,xov14665,4.0,Jthbiuocpzmjouwwwhjerhnffsauvpeawqkwnvahnyxopdwwewicjrtwpvfpvlnxurucccdkgb,O,Portland General Electric,2442077.0,M,NY
5.0,1-076-507-9578,qgryietuifchvwxwubqcbmjjrokzmqwtvgrbdwyumsewcwdvtwzvxnaktkwvjkwh,o,4.0,LYIYYQBLGSGJUMQNVWKPEADHAVQMNJ,94098.0,STMJYCFV,Fort Worth,nwlosltvszm,United States of America,47.0,443.0,,LYI14666,3.0,Fiysrozxsmrpdu,O,Werner Enterprises,3105780.0,S,UT
3.0,1-746-555-0390,Uhasaftutunfuxsiksxklbyaotqj,,6.0,BTFKPR,19811.0,nagylocjkhkbtftoiwydkty,San Diego,,United States of America,6.0,770.0,,BTF14667,5.0,nkssrbresmbvdssedbwfuo,O,DirecTV Group,168138.0,M,NM
3.0,1-978-048-3440,EAFHOZMUCAKMIDGFFNUFUOTZKCXBSAMJHGGRLHCAACLLHFK,g,9.0,Xlhwtanjihqsuryr,200756.0,ROQIKBIENCI,Buffalo,ERXMGYVJP,United States of America,91.0,427.0,M,Xlh14668,3.0,Yonklxugvxgmsylqmmeretixuctdzgbeqwyqafjgzkdsoum,O,Dole Food,2814726.0,U,GA
0.0,1-802-074-3635,,o,6.0,hzrpcyzbnhhewuzehqqwa,188395.0,Mtngunbjdipgyydnen,Plano,DXDMT,United States of America,89.0,369.0,,hzr14669,0.0,FXCWTQLPVOSHPTNVWSOQZQDUTWCPA,O,BMC Software,838093.0,D,Prince Edward Island
1.0,1-841-446-3941,DQWSIMACFXZBEJVUCWIBSWGVRBBWTONFXGTGXBPIVRWTIFAVMXE,Y,3.0,ZMRHYEWJUTT,277585.0,XKLFUSUZVRONA,Oxnard,MAFBLJ,United States of America,72.0,,F,ZMR14670,3.0,prietfucauphekvfpznbwriwqiclhsnvdykjgdvdwyconqxzkhcioy,O,TRW Automotive Holdings,1483678.0,U,MI
4.0,1-486-865-0582,Eepmwe,,7.0,OZPUJBMOGTZJZIYFFHT,461910.0,BIXGIU,Vallejo,Aofkgz,United States of America,30.0,468.0,,OZP14671,5.0,qroynrwhtahpkxhoabetbbjchiigpswbanflfbzlomhuxivrjju,R,Weyerhaeuser,3915741.0,S,SC
0.0,1-758-815-4211,Dejabdqrflpklwtmufmkhipovlpkfnrufcdwqgeqwgubkamiayrybbgxewemwds,G,3.0,HCBEWLTCPLRXIKKDPOWMCZRFWAKWVM,242659.0,Wghndyellvjakwkdakrdukqpj,Yellow Knife,hosltfhyzuvj,United States of America,39.0,318.0,M,HCB14672,5.0,EMENAYQXRQLNPDDRKLOYLWVXOAPKFDVWVLMRWRJQPQRTIEUZIVRMGAKFOTISDLUFKDF,O,PC Connection,2598354.0,W,WI
1.0,1-649-783-9337,DUBSEESOIYLEHFNCNRTLTIDBGAGOXNJPXWSE,,2.0,noclbzqwgtuig,125933.0,Wegjggzjzvktg,Tampa,Kfqjdtjp,United States of America,,456.0,,noc14673,4.0,Yyftnptctzdlgrxuxucfvazyaragwssfsoibbak,O,Level 3 Communications,2709769.0,D,Prince Edward Island
3.0,1-479-573-6059,cscdvdacsnaprancnxolqnsewbuoopfjsjejhqheerntmgnzloozcxonzgbs,H,9.0,Wzfvrjepztxbyltiktvtuyhpppoyhe,116888.0,Kbpcmdghhvzlifdxtgitwa,Jersey City,rnnfrl,United States of America,,368.0,F,Wzf14674,2.0,UCPTKXXM,O,Comerica,129329.0,W,WY
0.0,1-265-076-2380,oqyjjwqvbxlyofwunammhdjkmlpnpipstihrpjjwdsnregcj,,7.0,drjbxiydznvqvgpban,354989.0,GGCECHWZZTPHSBERUMV,Brownsville,lyuvkzvsqqwm,United States of America,97.0,463.0,F,drj14675,1.0,Jjhqhdhoyxcpmtqlvytgrmrhyxpcakqjdsomhpbmjfmwzzstrevjtrknjhgbylcmdl,R,Northwestern Mutual,1273194.0,S,Manitoba
0.0,1-535-710-6067,Kmgyjjsdecuujnfsvnxezwxoppouqoebzyxynnzavgydujm,,4.0,Stfuswbmggvmitncnlobf,255641.0,Tihfyqxh,Bridgeport,Dudpxqwwny,United States of America,83.0,530.0,f,Stf14676,1.0,Mkdntrxdwmuanjijvld,R,Tiffany & Co,963706.0,M,LA
5.0,1-238-995-9877,Tjfjuyfactpikhutipyxnmarpmmwkqwrjuwubrnoynnbgeqqvxalotdvzcnrldnloggqk,Q,10.0,Jooqcahz,28166.0,Duwilf,Cedar Rapids,bdosaoaz,,52.0,360.0,,Joo14677,3.0,Izfbafkotgmmtbdzbgwgjvgpvpvcbgropfabthckvglgcxckwiquqqucwhxgtfzxghmwkbvajrfmxbjw,R,,868164.0,S,SD
2.0,1-938-032-5007,FZIAICMNRGJVKOYBERQPWRAIRFUEHRBCRDVFAYIUVOCHCQPQIKBBISXZSVDEN,,1.0,Pinfsptgeuetvgrgssodmkp,318502.0,Wrhednn,Mobile,wcweacxeskq,United States of America,,308.0,,Pin14678,4.0,Wlzfxmievgfv,O,Torchmark,180479.0,M,NH
,1-339-648-7859,HRTPVJPAUJCNKOGSUONUVAKKYZOOENBJZMUMEXJKOVJOQSGGZFYUIKKMMRJZPMWKTWRUAWFJCVGAM,X,9.0,fgmne,353988.0,VELMQRGLVLBZGCOLMQCIL,Lafayette,Nqrhd,United States of America,82.0,415.0,f,fgm14679,1.0,,R,Century Aluminum,2879342.0,D,MI
0.0,1-875-937-6404,Brumoccxwfztblralebckvbncjazwvctwbgyfiknezhalchphxjhnvoecvc,W,7.0,Ddzaukwfmyeekmm,289278.0,Tvvhaewoiglnqkiqevlcxkw,Santa Clara,Kxlzmuz,United States of America,71.0,758.0,,Ddz14680,0.0,,O,,269606.0,S,OK
1.0,1-513-846-3277,Xgggyziohczuwtwncyjjkbfnlqnxwefxpxsnkblylpqwrmfpwwjtezehnogexruwxsptwbhz,g,2.0,ARLFIGRWZEOQA,274094.0,zmnnziydfjpxwrbeomrvtveokh,Warren,Rznksn,United States of America,54.0,482.0,F,ARL14681,5.0,MZPUVOWKIBTTRQTLXQWFNTWODNRPBJSNRDLXWWGTIEVHCKRSJPOOTCCZNZIASJRONHTIZKXRKTRCJG,O,Northrop Grumman,1145592.0,M,Newfoundland
5.0,1-111-085-3822,hwmwdcmseivzkqmm,,7.0,VYEHOPCVGJNO,167434.0,dgzyarrwiqbdlmtgohsmage,Scottsdale,CWDRUWEYTP,United States of America,41.0,591.0,,VYE14682,2.0,Jlbhhpgzofaliovobalucdekarjsxghazeqlonanemrusktfbvqxxharkfhv,O,Carlisle,1355790.0,M,MN
0.0,1-746-665-8420,Offtxkeldcjblopkeipqgfjtzpjxlqimiwnotjuvlwlezmdhesvfcpjdmj,F,10.0,Nbcqvonosbezmuxnwthafezubejf,366136.0,Ihnhlfitejqioa,Los Angeles,phpfnj,Canada,2.0,,,Nbc14683,0.0,Xebglgemilgexwusffw,O,Pool,2172354.0,S,NM
0.0,1-325-318-7233,Qwkwgaxc,,10.0,ANGTQHZPPHUMVSQDIRLJSJWTCUFX,445814.0,BBEYRGWPQEXOBU,Billings,cbuyb,United States of America,79.0,718.0,,ANG14684,5.0,JWUEIVICQLIZVDHGMEBYMZNYJLZWVOZLNLGRQWTMVKZNGXOFOR,R,MGM Mirage,140525.0,W,Saskatchewan
1.0,1-876-022-0589,Fjaxjwbtgjqohqvuvtxbjpycjrfjqourcdkjyjjuxrlfusksqmasylrcvsiscekfqsdbggrqvbnzhmmy,I,1.0,Ochkpnogqytqccbt,138382.0,Srjatgcxaphdbp,Kitchener,dymfmw,United States of America,68.0,684.0,f,Och14685,5.0,Lqkoqrryvkfgdbbklardlzefmelbpkourk,R,Insight Enterprises,915800.0,D,WY
1.0,1-065-312-4871,zktbycswtcfioyxymhedzgwpfaeueppcmlhruemeppdvzrqiurfrscdan,,7.0,tszdjwujnrdubkwy,44606.0,Xqhvjligyuxpohtmxywrpa,Toledo,XVRZBUXX,United States of America,13.0,408.0,f,tsz14686,0.0,Alycrdeigtf,R,BB&T Corp.,1005455.0,M,SD
1.0,1-443-310-3390,RJHYNBUQC,A,6.0,GYQLNGYJPNUHEWBTMYGGFYDDWOMJ,,Tcjro,Fort Wayne,Ocajregko,Canada,73.0,537.0,,GYQ14687,4.0,,O,CA,1114686.0,U,TN
2.0,1-601-118-9612,Xoarfzrrdjsmqdpigcxtbhmfcjldjkgvrusehdycfzgelwpygfwncp,,8.0,Depklgcnlk,21183.0,Wdvostkfaaaesxginvcxlalarkxcmh,Naperville,Gurtmf,United States of America,3.0,404.0,F,Dep14688,4.0,cffrnwmuoiyvvtnnvgmzhjwkefitrouiglshynlfxolqn,U,Noble Energy,3432486.0,M,ND
4.0,1-843-091-4297,Jqxgcmgieatipxspcdzkmsfwakqkmhwlpvbuykqcymfpimuozehknzjhqcufkfdwqgurzpjz,,3.0,Omdbhpxjucazudnmvs,,Hbiph,Salt Lake City,Mrluordmtsq,United States of America,33.0,,F,Omd14689,1.0,,O,Time Warner,3027200.0,U,OH
2.0,1-365-225-4349,Sbqxowmppvhjm,,6.0,uwnfifwiim,107543.0,kerhycmvvrvcmgvds,St. Catharines,Coeubjy,United States of America,1.0,441.0,m,uwn14690,0.0,SVSKOXLDGWHXJLBCQDETICAVRFNWEHFIRXTWHNKZNLTCYYPBKVTN,U,Alcoa,2619540.0,U,PA
1.0,1-192-377-8245,Mprzhsgovsmiytvuuoaoocoyxfbvlyjlontpuqgiraxxpfwhgvtdetlqfhgxhctlbs,,7.0,mdqyyuokgvgo,311623.0,Yvtbjvaspwnzpxobsawgroqtfk,Vancouver,Woffwd,Canada,53.0,610.0,,mdq14691,,vhdyyfykcqhqlvjpnqqyleegwioqgmxrgwfdbqolkdmzysveumxzoptspfymeeydwouetrfuxl,O,HealthSouth,81648.0,D,CA
4.0,1-363-946-9721,GADRZECDPVJTFFWVXXMVZWNZSPFUHYTEKVEUENXNXUNDEFHUUUTSLILHD,,10.0,LGRIRLKQQDPOSBMNMFGAQFSWTRD,136307.0,nnddmxgsupjs,Augusta,rpududktr,United States of America,5.0,674.0,,LGR14692,0.0,,U,Spansion,1148569.0,U,LA
1.0,1-992-098-4469,Dgblfijitdevuagyufdmqhxxsyytnmcjelgmvtbnxovkqjweojvqpcuuzdvugtafluhwtwhyn,,5.0,YMZQCKVJZBUOBMAXOASOMXSWRL,74140.0,Clzkey,Costa Mesa,zpzjtpk,United States of America,,319.0,M,YMZ14693,2.0,Ohmfskpmevwgkknrhwwgwvirznklnbbdkksiwmmxhtiotzyxtqlmccfgcq,O,Health Net,536825.0,D,NC
0.0,1-086-908-4564,,,8.0,Fkmftewkwlshd,77843.0,Zmlnyzr,Victoria,Cjcqt,United States of America,34.0,,,Fkm14694,3.0,WKUIQIDISCA,O,Devon Energy,820930.0,M,MO
2.0,1-818-400-0168,qeukvnnfxnoa,N,8.0,BKPAQQMTNQEPAAOGFRMKCCNPO,230026.0,Bwpdzkuogudeoeehjuvhw,Huntington Beach,bgtxmpx,United States of America,98.0,528.0,F,BKP14695,4.0,ULIAQRJLOQPHNACBOHNOGTUQHXOOZHPEWGIVGSAOAXHWRHABGBNXMPUSFTYKJQTMIYR,U,McDonald's,892268.0,W,ME
1.0,1-157-574-9381,Shcltypoookubjngphqftislvbwfixo,,9.0,Mwsqeifapuwbzn,303196.0,UOHKMAWA,El Monte,htwrqhu,Canada,61.0,649.0,m,Mws14696,1.0,Nsskihemo,U,Bemis,3989109.0,M,Alberta
2.0,1-382-979-7961,Fqfcyqdtzhasjbszudwmhfpkbxssvxdionluuqprpxqgrrqkcjrvtacpqmopnhlzk,,4.0,owhcrqxbxoewhgcmrtlcjl,168159.0,bjejulg,Springfield,Ucmoc,United States of America,95.0,552.0,,owh14697,,TPKHGMDOMPVFAAH,R,,100538.0,M,OK
2.0,1-178-839-0167,nocukumdczfewpyuctsaqxtycxekkvstzygce,g,7.0,gsmqjkfdnpftlfbcgdbydmnuxpm,452914.0,pmdyeedmfnwklqqcuqkdisp,Washington,TZJKOYWYU,United States of America,39.0,430.0,,gsm14698,2.0,XETQTFVIOEVFOQOYBRSYRHETFQE,O,Laboratory Corp. of America,2635850.0,S,SC
5.0,,NQANGDMXTFCLXQOEUGIEMCKVYFPA,m,0.0,Qqqysgjgooyccmwvrrowohzjtcopgp,31981.0,Gckftzbli,Garden Grove,Qaqhbpynpe,United States of America,20.0,761.0,m,Qqq14699,2.0,Iwtepeqgxlthgdibcnptftqdeewmbkiuollkpwrth,O,Protective Life,1819462.0,U,MA
5.0,1-487-992-7836,FIGDPNCMVEIGWSXYGZHRJQ,,5.0,Gevnunconsygwkscfmu,441639.0,Vchmcvoibhxsgfcittbvlwxrtk,San Antonio,kqnykxffrbjw,United States of America,3.0,595.0,,Gev14700,0.0,Vgxopuzzhyphrpepaqdydhikamvtsajedbgfdtvbxvkmcfoowwskz,O,Pulte Homes,1788989.0,M,ND
0.0,1-251-243-4517,IHJQYKVLRRWDPISKKXVLNVZLMZXLAVLNFFVAWZHSXJMFNTBRUBALWU,,9.0,tgyoy,447894.0,Dhxflkvbelnqhsmfroypgtfph,Bismarck,Abobuqjsqnwn,United States of America,59.0,404.0,,tgy14701,3.0,nbhmjpo,R,Pantry,2020639.0,U,Prince Edward Island
4.0,1-733-040-1600,VSQZCRBVJSPIZXLPHYDYNDS,X,9.0,jvmuexapykzjwimcrcpd,297129.0,BXAMEMTRS,McAllen,KGDBOUKGOWSX,United States of America,14.0,643.0,M,jvm14702,3.0,ZCYYUEOEGOVJKYRQYRKOEWMSOHSXHWBALGFBPDEDGOQLSUQJUYUEKD,O,Northeast Utilities,1231110.0,U,PA
4.0,1-353-759-2113,Fgdhyptbbmzvgiqnhuvwulkwgdvepuqqtzxnpqtxmhzhabpaupcmoygcoy,E,9.0,UGTONYCHFVIQDSNROTCMEEV,191001.0,Deynsvlcfqdqjnzhhsawjmx,Fort Collins,mzuxqpfoggr,Canada,51.0,618.0,M,UGT14703,0.0,Jipzbxztyouwizhslnocydytisnnzicjmyngjrxzzbnehhyaopffavrwqytklv,R,PPG Industries,1507047.0,M,HI
0.0,1-319-577-2818,oiptyoocpukjtztywskctbumfctauuaifruabnrmbipgyeaakskbjvsu,v,1.0,vurjtwfj,250899.0,HSFRWVBYRUMEPDGX,Concord,AVMPJVTEWOV,United States of America,94.0,478.0,m,vur14704,4.0,Ylzlithlxlfrlwihscicppzobroxs,R,Interstate Bakeries,3286334.0,S,MD
3.0,1-709-997-6841,Kwcdgccwfrypfsjkfmusqmslbfmdoaqpyxfmvpuaxolzepxrovdjsamygsdqxxgicojesouzxffz,,6.0,jdvfp,370528.0,Ptenjgsrouhe,Thousand Oaks,Pxkfermnr,United States of America,77.0,443.0,,jdv14705,1.0,,O,Lincoln National,299212.0,U,ID
1.0,1-340-355-6068,AXAQPSMGTGDVNSKRUOYULHQIUTDN,B,0.0,Tfsczufqacjseuopovrxhbizevcfjh,40410.0,ZODBVGEO,Spokane,CKXIQ,Canada,23.0,762.0,M,Tfs14706,,,O,IAC/InterActiveCorp,1128442.0,U,OR
2.0,1-542-715-6993,Uimhwbnazogfihvkarljzaluzdqpcbiunvxfytbbpmhrfizrgsh,X,10.0,Syeoiwepbjnpdthwtendfxouk,401628.0,Mlerxswaau,Minneapolis,kndwfpmawoj,United States of America,85.0,362.0,M,Sye14707,5.0,kojmjeegthpeurebxdtpzvlivgblniocqmwbxjnpjvyfobdlpeqpkgiobrtluenjibztgmeygv,U,Starbucks,610059.0,M,NY
5.0,1-204-692-4397,NMJXJJ,,1.0,Nlygcuxbiiyvsak,216214.0,orhxvcqjldtipfj,Lexington,QFVFYFULOS,United States of America,57.0,747.0,,Nly14708,2.0,otqzbbi,O,Broadcom,555406.0,U,KY
2.0,1-500-665-0012,IIDRPUCYKUJWJPIRP,Q,2.0,FTBZXRDFEBAYKT,375438.0,UQBHOZMXTLMELWNXARF,Inglewood,DCKIU,United States of America,46.0,502.0,,FTB14709,2.0,nzuklxtnb,U,Lockheed Martin,586180.0,S,Saskatchewan
5.0,1-129-650-7159,,r,10.0,Tvkxobsqaxl,263732.0,Byqlikbmckipysxix,Chattanooga,UXXNNKOYXI,United States of America,62.0,501.0,,Tvk14710,4.0,TMEJOUGEGNUWDHTRQSSGHHQVWHUUHCVJPVEVQJDFMECZMNKHBVSFILMYQAQO,U,A.O. Smith,1510331.0,M,NV
3.0,1-777-557-0100,mxsdncfubbivutktiicutsjhtbkobbnqslkmdtbqxgk,T,3.0,Lucwwqrypioidegfukbrqkl,83872.0,xtvffesypdwfumclpfibyoupecekyi,Anchorage,hourquzdxu,United States of America,72.0,601.0,M,Luc14711,4.0,,R,Gap,1637679.0,W,CA
0.0,1-276-167-8552,Nlaiwwodzxpxmqvlyedaxysiypcfthfgbfwhgvgnjjdisyeuqoydwutwus,,8.0,gzvocglizrssukrwrvqf,151428.0,PXUIZKPUMUU,Lafayette,Ndudtjwt,United States of America,19.0,676.0,F,gzv14712,4.0,Tgvcvmzxylkggnfglqilclkgjpkvbogapevctfqpgmentluhxnrqpulsfgxp,O,Kelly Services,,S,Prince Edward Island
2.0,1-748-145-3604,mahbldldmpuqhmkstoyhjuhsizoblxnuvupzfbaqsttwyfhpjcqyfqocxtpqbjkxeteumoaehoxs,,4.0,Wjnviqoiwtxob,364458.0,Gkdsaib,Livonia,KGUIVQAUHRPE,Canada,7.0,376.0,,Wjn14713,1.0,Kpedchtukehjeydih,O,Wyndham Worldwide,1878209.0,M,NC
2.0,1-555-965-5512,gvjbmarlxsrhv,,3.0,Gsiwaycxr,456783.0,DWJLWFJHPLEIVND,Ann Arbor,guucjocfdx,United States of America,6.0,627.0,M,Gsi14714,4.0,Yhnuqw,O,Teradata,1151853.0,M,IA
4.0,1-139-689-8075,Uwhinuix,m,8.0,Yoekexa,27972.0,Eilklerk,Washington,BYSEE,United States of America,84.0,688.0,P,Yoe14715,1.0,Fnkudzndkhktgwojfxpqrpeddxaentiranjiwaofewzheaxohelebmhiwtovmtqkfbk,O,Vornado Realty Trust,1675504.0,M,VT
5.0,1-697-135-1314,Zhlmffaelwopqyeuhssckjpduvcusfsmhemaxmbrsihxzrfylsyuvggtirzsgc,,7.0,Rrnefkjovgolorvakpwmenodfuxk,217160.0,Cybpfvhpwggrazsebyrlymtgat,Alexandria,Yesttsenkj,United States of America,71.0,413.0,,Rrn14716,,Kigaioukxpoktwazaljhasitaedzzztnsrcgmwbpngygobk,O,,1337233.0,U,GA
3.0,1-658-596-8451,SPITXVNDKDSQGVAOHHYTECBUHBNAZJZZS,U,4.0,inejgvmfntibvjqpyof,,Azmomfjowbkc,Chesapeake,Ylugidy,Canada,18.0,367.0,F,ine14717,,ykvcbkqgiordxtunestlcmzbfbaqlmjrhgm,R,Total System Services,1069103.0,S,OR
0.0,1-913-271-6844,gbxblouefnmybptkvgetknngyaptrfheucvhztpqfqfjmcaxufludjpcfparqqvnjsoynjnwibfz,,4.0,Qpvcwaoldbzcbmrergypcmmvsxuun,389292.0,Rxchlvrxhqfhjmnxgdwmgkfbgmyjny,Wilmington,Wyuumdi,United States of America,6.0,612.0,,Qpv14718,3.0,IXNBJHBQZGPIAX,,Patterson,3766329.0,S,VT
5.0,1-784-449-6598,AYAEMANWYLHSJFWOCMQDHLRDHKAYZVJSRSDLMWZEEGDURSGNWXIL,,8.0,Eggcjsxmpdkbptalyvaioxi,24521.0,Dnnvvcmcorvjvghptrlwgus,Billings,Vomcemcvx,United States of America,28.0,664.0,,Egg14719,5.0,mkousowspiizfdktmelextxjmtbx,O,AutoZone,2189356.0,M,NE
1.0,1-048-096-5388,hltoofqjcmvqyyistmmmjdrmgluntnoxlclpswbhxacjlletiaehneipjc,g,10.0,OSIXTCXQNRSHKJWIPIFEKIJDC,433146.0,Rcvcwkonprkdavtcancb,Memphis,Xgqcre,Canada,53.0,658.0,M,OSI14720,0.0,Vlkdolhzogiaaxtlthcqaoqwqphwudeohndskencklqzddkcfhoqlxbmwjoihvakwp,O,Delta Air Lines,3948438.0,U,FL
0.0,1-050-226-2824,LPUXBEWDXNNLQQCTQPVNZL,h,8.0,NGWIGJF,290472.0,Fibdvcobpaautek,Sherbrooke,Earmiywivibr,United States of America,85.0,663.0,,NGW14721,4.0,Ggxebdwqmjkhmsufrcenbstihpkositxvcrpqrt,O,American Financial Group,3142543.0,,HI
1.0,1-753-942-9641,Qoyotcglfnaxknjeacrmbq,g,5.0,Ygdihplwovxiaqrwcwoebhhuoqdj,111043.0,jvbpnpv,San Bernardino,hftwrivlvsf,,59.0,773.0,,Ygd14722,1.0,Wtlaayosa,O,Molina Healthcare,2025221.0,S,LA
5.0,1-706-059-2484,lqzjmblbiwpossizhfczlofksposrixjnvrfjyuwtmlv,S,8.0,yqtdcoxeihasypicqswuggtv,,kowjfiljyzlkgaimwc,Lafayette,jixhxo,United States of America,84.0,801.0,m,yqt14723,2.0,NHSICVMCWUMGQPAOELCXDBU,U,Berkshire Hathaway,1776099.0,,Prince Edward Island
2.0,1-283-793-0318,traobwezqatucyiegya,,2.0,Qntojhnkb,67647.0,Wqoxvtfrccecztufvijipbymclwcy,Livonia,LEMZM,,85.0,685.0,f,Qnt14724,0.0,ICVSIZBJDQRVOTNTMYOBTVFVBNSAHHLYSZGOOX,O,W.W. Grainger,3475839.0,S,AR
3.0,1-349-484-1720,IPVFDSFWDZYVFBMXN,N,0.0,ttlueqmotjvnxhvfoyvcf,134400.0,Swxlrrxdbmnelsizrzfsbpugxkh,Cincinnati,vlwxwcdb,,44.0,620.0,m,ttl14725,1.0,Xqehvylxzefddeolqgjyvurpy,O,Level 3 Communications,3382760.0,U,AR
2.0,1-003-700-7796,Aekmlxorksobqdajjvprfbnezlgfufzcauiepsfvigunxhazvgrhisdlaabb,,3.0,Brluthrzhyekeqpsoaerborp,191088.0,ppmoexn,Winnipeg,uoaotbjxolfx,United States of America,85.0,673.0,,Brl14726,4.0,Oxeluqroxnjzoxsdhjsuvlzocwtqnqgruhmcrqxv,O,Alliant Techsystems,2967947.0,D,NY
5.0,1-096-389-5037,Aymsnrnfrbqtqupnivsgfnbuu,e,6.0,QJLMTJRSMVDLRZ,274296.0,Wdhlujvdgbhmkosgbjnze,Oceanside,offkhkky,,56.0,421.0,m,QJL14727,3.0,Kxndmrzgxtxvexsrnfmxmuhqip,U,,3371636.0,U,ND
3.0,1-369-786-4371,Tzpenyta,,1.0,Riyiipqfkr,364522.0,Sgzgqgphjvqdjpfbqvcwmwik,Tulsa,RBIYFHAUNN,United States of America,62.0,300.0,,Riy14728,4.0,Mmyewlovldkdnzrjxqskaef,O,Abercrombie & Fitch,2712738.0,M,MT
2.0,1-958-153-6144,KRBINPBLQBPTSYPIMEBLFBLMDVPOAPWBOIKPWFWIZIVPRRE,A,10.0,Qbxlzmfsmhoaruhdvijwv,35700.0,Bakkvokbpw,Scottsdale,Bsimskdzndh,Canada,47.0,733.0,f,Qbx14729,3.0,Lsxccrwjtfozuoae,O,Washington Post,2144357.0,U,TX
5.0,1-324-846-3960,BAEKOSVDHEONZOKK,h,10.0,gjfzed,167106.0,Nrxhmcmsgb,San Bernardino,VRLAIL,United States of America,93.0,453.0,m,gjf14730,5.0,Etmixuopgzekvkxyxfdoeubzerlprxpzvhgknd,O,Curtiss-Wright,2250783.0,D,MA
