Employer,Age,NumberChildren,NumberCars,MaritalStatus,NetWorth,State,AddressLine1,Gender,FirstName,LastName,PostalCode,AgencyID,Income,MiddleInitial,Country,AddressLine2,OwnOrRentFlag,CreditRating,NumberCreditCards,City,Phone
Spansion,28.0,3.0,1.0,W,3358806.0,Ontario,vdlhpyavhfldpfckqyxvdnvxhbeaunkp,,ZOATVDMMI,ZIUFNUZGNNI,Etzys,ZIU6453,249396.0,S,United States of America,daonkwl,R,733.0,2.0,Ottawa,1-896-150-3549
Arkansas Best,,5.0,3.0,D,2622785.0,FL,qwmpanvrvyziyuoztinrdpvhtapdjrvvdcuqrwstlqgopsocosdfovxtwfatlsohbtqono,,Egsvamjd,Wedyabea,Cdlvu,Wed6454,484290.0,,United States of America,Mocbndtrxkcdoegmhejpzjmurwtlwxmrkowximwjl,R,304.0,0.0,Charleston,1-548-136-1632
Bed Bath & Beyond,66.0,0.0,2.0,M,,KY,CZDQPW,F,OJSZFAEYTNIFAJUPBRLQMA,dkokakuyvl,Jalglqhqwyan,dko6455,133118.0,I,United States of America,TGLDCKYHMTAOTAVXFKXA,O,501.0,8.0,San Diego,1-816-850-7241
Pride International,34.0,3.0,1.0,M,1292154.0,GA,Quajucvpzkaecgtuutse,,Vjnujjolfvlekdoduinskw,Pnchpnjgiesaj,Wdfgkgubk,Pnc6456,77561.0,W,United States of America,EVESOVUTFWCHTOLRQBEWWQJQOYZDTJBTKZGTGJANZRHE,O,706.0,5.0,Hay River,1-005-381-9842
Pilgrim's Pride,44.0,0.0,3.0,M,872379.0,NY,OUPUAUYJSTZWHFW,M,JHAIBOSUVLGZXNGRH,Taaimmomslyfsqfpmfjw,puhtdd,Taa6457,75241.0,,United States of America,LCOBFKUCWVCZCDLMHOVXJHHHPLADCOTSKNNGOBDMDGLTHZIRLJMZMTA,O,833.0,2.0,Greensboro,1-370-040-2192
Kroger,40.0,3.0,0.0,U,2597265.0,NH,Wyjufjcppfhvckxbkxmljewtwihqxmksukivgtsjftdzpouwgoqossvzl,,lbworsxhwlznfcrjpzcxmgndvwzcyl,Osrzmeyxjwfrk,,Osr6458,236931.0,,United States of America,LKJOKDJUMUQYZPNYHPZVLRSUBYJFAWLMMEHLWZGPVFQVGWAPAOTJGYEXHVPLMTUGC,U,782.0,10.0,Riverside,1-363-268-2112
NSTAR,56.0,5.0,4.0,S,3781096.0,Nova Scotia,IMOKEGLPBCPAWAPAQOCBFEEIQSRSPCAPK,,Sdthvtxa,rqeuivmb,Pkfapfdjuzp,rqe6459,245451.0,E,United States of America,smbrtsjbulzetawbkgpkwhotgicehfounciemjvqhcjqcheivhvxxbtqibclnmuilqbduzaigcfign,R,600.0,7.0,Chula Vista,1-855-742-4137
Dynegy,87.0,1.0,5.0,U,2175625.0,OR,Ahoxaeevptwwaetxbxgjgxmkmbnfavhqpmfcwcjhww,,Xmnpcmnfrsjnw,Kjvkzxotngkkq,vmnrlqt,Kjv6460,8923.0,,United States of America,Stcbxirj,O,338.0,9.0,Escondido,1-071-482-9966
Massey Energy,87.0,0.0,1.0,M,866572.0,MO,jwicmuygkrgvgdarnmtonfghigbjccsynayxvffzgmzbjxdmteajvkftqwthrppnisvirqphxyth,F,Hhrpdapvionmgnjihrjdxoeyha,SSMUEZCUPSVCUJ,LCSJVODUGZDG,SSM6461,454130.0,,United States of America,SMRNVWSHRNGYUOWSABKUWQMAAQZMUAGPPEDYZVOXOYFCAUBMM,O,314.0,1.0,Bakersfield,1-167-451-2514
Atlas America,37.0,2.0,2.0,W,3014907.0,ND,zuiwzcjkbwtfpmqvcycodeejejrwaqgnczhykhfsrkuxhkbkkyhhtqtwtaeihdmblypedpoctfkiuyg,m,firncatpczogcdsxs,Lmacw,vzwgurwo,Lma6462,456604.0,,United States of America,Uiblhsqqitozu,O,649.0,7.0,Salinas,1-734-693-3431
Family Dollar Stores,63.0,3.0,4.0,M,3610572.0,OR,biekbxrowue,,KALISPIKFIXYJMECNFSMHT,Nzpxm,XSITAWJXLRAX,Nzp6463,13829.0,,United States of America,pwzertbsckquqxdxyjiftqypobppedvomezto,O,696.0,4.0,Charleston,1-891-278-6615
Brunswick,61.0,3.0,3.0,S,3353242.0,FL,Cpcctxhju,,QMFIDOJOLYZBBITJCKSMENXWEK,Qiuyotdgdopbtemyvso,VRFMHUPSFM,Qiu6464,275268.0,,United States of America,Wuhonudevkdbbqhxpg,R,697.0,5.0,Atlanta,1-570-576-3952
,82.0,5.0,1.0,U,2840825.0,FL,Bszfvrcichhbfppvwvoblzwnnaibwrygdzkulzogqxzzagosfxresqnjipnhkvhsafmokouu,,Mpmiizxpnbmhz,Yvnbcb,AMDMIFITIQOD,Yvn6465,367736.0,B,United States of America,,O,705.0,4.0,Billings,1-155-718-5971
Schering-Plough,88.0,,4.0,U,705343.0,AZ,Mkqnzoycrhsscdjnsqyfpreqggiqpufpxdfegebxdmdsnntbzdknrrqumdujwywybtxfceffdtxtjn,,Jgjuenvfeqbeimrll,Ckzfeoapsygapsjute,PDIIWI,Ckz6466,360320.0,W,United States of America,Xjuvyhjexctpbcvlgwhthwvsssczstzzjjhoapyizpwujmtrgplbtxcdjqtbvhmapbg,O,454.0,7.0,Hay River,1-554-115-8551
PolyOne,60.0,1.0,2.0,U,2639773.0,WY,TFXIZDILLKGPKXFHUUHFJXWVLUXCDDSCSRLPBAOHZFWYUVGSFWQXYEESYIZRFSZDS,,CLJTIXIYHIELHZAHDHC,AGIUHKNKUJGSXGYWPR,Umqoqeg,AGI6467,353978.0,,United States of America,Nmvbnuybdlzihfdaqygnqgnnkaalcquvvfjggxzmtjcebdoxvxvndbxraopjzpsilplubuz,O,597.0,2.0,Fort Lauderdale,1-152-528-5604
Alaska Air Group,69.0,2.0,0.0,D,298629.0,CO,Mclulqvrvzvkpyowgbxdbbiefcodftce,M,jwnoklxvksxrmdifenndthqyylwhp,QGWCXYZDYWVXORFCVMBQFVRGHC,Txzpo,QGW6468,145868.0,,United States of America,Xmnbkxhoocgvhaoqlpqhkhynkakzpvjepiavensgamlupzxphnsnqlbohkgdxrigyyknlnflkw,O,425.0,10.0,Warwick,1-434-628-4964
Avery Dennison,79.0,3.0,1.0,S,3850783.0,VA,Qtfcizhsjpomutwphnoeyjpwzaycibrrwlnroidnwnlfhqohxogpfvgttoo,m,Ovekpjytnioaqbpdwhe,HNJUSBQDLRLQAJVAEACNRQB,ACUWSPD,HNJ6469,47764.0,c,United States of America,ljlhtwkkuiyaskjvsyuafcbldttbceaovwykhejhaqwqvsyjxbavmjuolxrckfkarsnklwataz,O,369.0,7.0,Santa Clara,1-066-994-3159
Sauer-Danfoss,21.0,4.0,5.0,M,3627105.0,IL,Fceblpkc,m,Fvshbmhwkxyubnp,Wgkuebolmaxvwq,xwqgavylo,Wgk6470,468130.0,A,United States of America,Bkikhicggosqpvlijfrtgftsrayfejjvsxenmrrhi,O,540.0,7.0,Corona,1-460-177-2875
Sunoco,69.0,0.0,0.0,D,1334785.0,SC,Jvaxbbhgebkphfudvriydmrmfkscwfpozyucznmdagzxnrkzxiijtwed,,Howywnimeonfpalxextx,Iqtelqzwrlbjdwgimoijri,,Iqt6471,42592.0,,United States of America,,O,693.0,9.0,Mesquite,1-094-563-3984
Terra Industries,39.0,3.0,4.0,S,2501546.0,OR,GJQOLFACPOARUPGYWGZCKYGQLOIERHEOUETZREDHZUZHTBXLAAJOUCSQVAWXABECFNQGIDWUDL,f,VOQKFUWAMWVDQOCEKKBBJB,JZUGGAQSRLLGAVRYWKEWIKBMEFZJMF,Udlzjfqai,JZU6472,229286.0,E,United States of America,Hwqpncmaqqvfwbzcotygqjqogentmmzwcjqxzsqtjebafzsngnxovaicswyfynshhunjtyt,,571.0,7.0,Waco,1-864-671-9867
Marathon Oil,14.0,4.0,5.0,M,1569994.0,WI,,M,Wlcwegjeyrmgwafqv,Vvjdyegyzc,Ofrrgk,Vvj6473,104433.0,A,Canada,RMMZRJOMQSGRHJUJNZKQHSSNWUZODWQNFVC,O,335.0,7.0,Hilo,1-353-820-8862
W.R. Berkley,81.0,,1.0,S,2685225.0,Prince Edward Island,Kwrtgazmemgslwzoephscj,,Misxavamwzmzxutxzogqlmg,Klqfbrfilmzgif,Jkcqw,Klq6474,88075.0,,Canada,domgqbgdvyitmhoqdd,O,822.0,5.0,Torrance,1-379-057-3818
Brink's,41.0,,0.0,S,3620533.0,OH,Dnqenawbhcjkbplusemwtzeqltkdexmnvftliokzneltibmfkpbkuhnuzgfiiz,,Awheuvprdase,XWRGFIQPAAWFJNGFGFWHUYPS,Xdhtsq,XWR6475,374090.0,,,DVSDYCWBYHMCGZEPXZLOVINPJNIYHJIGKZLONGOZCHVXACCSJLSWBFMNSTIGLGWNBTODEXRVQBW,O,369.0,2.0,Little Rock,1-648-640-3201
Michaels Stores,12.0,3.0,1.0,S,3047536.0,MD,Gxsxhdbdpuijqnbvmvlmvwhpugubsswlmiiuwpsizpacpirbodaaroyeidtmlqqdlfpxgfldcplwj,M,FJMKINZMJTGELPCJCYFOS,Hdttutjfust,VYSZHY,Hdt6476,373980.0,m,,DIYHKZLPQJUQJVFQRJABOBETVAJXOKMLTFBDWYNWOQD,O,649.0,,Fullerton,1-892-569-3555
American National Insurance,18.0,2.0,4.0,,,Saskatchewan,piifcgtjdsbrgpthcvbovdqsxpguhycqvofmpmcvflblzhonsfcntvlax,m,EAULMUQSPXYLUKFJHLIOREDIWWCB,Ivlgmpqvchxh,roehdma,Ivl6477,103006.0,T,United States of America,Jvppvhlmszndkiqqwpakptnjlobchltpygytetnoinyukuephqunuglkfooszkijsezhoblcokwkvhyl,O,576.0,,Scottsdale,1-951-042-2462
Chemtura,57.0,1.0,3.0,M,3086736.0,WI,Bxyoqrlbsduzmzoevnfkiidsxgvh,M,NGSLVOTRELIDSLBCMWRCHDHLK,Svjzykherx,Gxjfkfxymht,Svj6478,259332.0,,United States of America,Vrjzbhbjydkhwubfhxqkkjpdsdrljelxihowtvafmlnhawwhxdmccbifmzjdvcwpzclceytsklyp,R,556.0,5.0,Evansville,1-319-174-1326
News Corp.,57.0,5.0,3.0,S,3716234.0,KY,Afekacptedugiyxtzekgdvixubbjqxbsgntfryisyhzgfzwohagfcewbilzr,,Jcutvseulfrwpdsnyucvahvmbiw,Upvustpvndseyydqoiigagxpivefww,MJIRFLGN,Upv6479,141984.0,,United States of America,NHSJLMRMDSZUDHLPJHIEJYKQUVWWHOQENQEIVGJWYCPBDGDPY,O,812.0,2.0,Long Beach,1-900-279-2132
Health Net,59.0,1.0,0.0,M,3016556.0,WA,Oetvphebzejszhvrqpygenrvirnfyloddfmsvgqbfqbi,,pokjr,Uhwyrmrid,Orkqh,Uhw6480,486954.0,T,United States of America,iqqgwhjfvoigoykpuyiotmodljokpbhd,R,,9.0,Kansas City,1-528-656-6150
Warner Music Group,6.0,5.0,1.0,M,1339956.0,OH,GJDRPHRET,,wuqgtxxqtcabnguppbjk,ffopynhkahcu,vgixpgoz,ffo6481,,,,Fsbyqjeaqaikwpoxmcx,,521.0,8.0,Tallahassee,1-102-283-4891
Sears Holdings,90.0,4.0,3.0,S,3284418.0,MD,Nqageskuhnnpvnnpgxropuoukckhwrrfavgiwtvav,,Crgmuyryzfinopvseoxaldffvjsa,icwazpglzttfiptuswtk,XWBMTNRDS,icw6482,413007.0,,United States of America,Jfszhiklwrnykgmxuswkzoiruzmaensb,O,550.0,8.0,Mesa,1-291-853-6109
Simon Property Group,55.0,2.0,4.0,M,3094900.0,WV,jwvkjljwnqujvqhfridarwqjjwdkrjalobnyjwjbjttebhgxpcuqyizfxfvqdyfbayulqyuyymot,M,lzbzjhjfaeeupfurigtakmgldy,FKBWPIUXS,NACNWX,FKB6483,,,Canada,Wwslrkhlpw,R,358.0,8.0,Providence,1-432-695-5460
R.H. Donnelley,24.0,2.0,3.0,M,17044.0,ID,LTHLFITZOXFJ,F,Hfwvamblwikcnmxsrz,ZWXMPYOLMMZLCNPTLJRP,Vzbpoapfbk,ZWX6484,414232.0,,United States of America,Gaseeyowx,O,725.0,2.0,San Francisco,1-491-124-4483
Starwood Hotels & Resorts,79.0,3.0,4.0,S,1198210.0,Nova Scotia,Neusdbqmqfsnpwuzyvjwfhkzqtfqtnpfnywjpbyqwxjcrvmhyjprkuucvxnkommdjierxwogbajyvhe,M,XPOLFVNHHMSKMZUKKCUQNTSGT,Sjeyrgnzap,iwhrynxs,Sje6485,482752.0,,Canada,Kgzinni,O,431.0,3.0,Salt Lake City,1-535-718-8607
Bank of New York Mellon Corp.,66.0,4.0,4.0,M,212032.0,AR,IUDWXKCNUUZRAIRALLVZXUGFFFOBNLSPQTLAJUUMGMTSJBXD,,Kozareymvnpbsfveallylz,Jzsybqnuuwmalzairsfsxgfwyv,dqtnnkui,Jzs6486,185553.0,G,United States of America,WHRDNRAAMZXNHRMVFGGMVPKBZODZFFTOCRJUFPQ,O,826.0,3.0,Colorado Springs,
TIAA-CREF,89.0,0.0,5.0,M,1967495.0,Ontario,Gtybjusvzoxxxgkfkvooysrrficlvkdjde,,ECUOREPIJPUGDVMGWM,kxtnjiempjwhqjccpwhgrhjvwsbun,Psvuyq,kxt6487,95572.0,U,Canada,Igaqjxogxprjkgztzcdmcbutru,R,838.0,10.0,San Antonio,1-196-173-8714
United Parcel Service,20.0,3.0,0.0,M,262869.0,MN,Rajpvxowutpvozypfdqzqwerwmmvcchgyupbascadntdlbrdo,M,gbeeqcujjmbjojjebkojiq,Ldvutbhqfowqllinffbjvqnzmlkf,tedinz,Ldv6488,89703.0,G,,isjgwzfsjjglijeewvuavubinsgaczsy,O,695.0,1.0,Detroit,1-845-525-2676
ITT,40.0,1.0,2.0,S,1393280.0,SC,epzcxmfagotvteandd,M,PBNGMFJUMTGQEUUZBEHQKYWKUZ,COWREXXGMDZTDJWPHJMGIORUFMWUYC,DUTEKHM,COW6489,354689.0,,Canada,Ppilqdjkvrsqxlxgwdzrecftpe,O,431.0,10.0,Tulsa,1-249-591-1704
Gilead Sciences,44.0,5.0,2.0,D,2461628.0,TN,Vsawmumlxodrre,,Rggvndzvqixizpszluq,kuamidwgqgowvtyljjnlie,pbagrvkig,kua6490,332623.0,,United States of America,Qndxfkwvieuc,O,,,Norfolk,1-568-851-6996
ProLogis,19.0,5.0,3.0,D,3570052.0,AR,xekpwardqolovnmbrmwagqsbuoauntfmhunmgcahopvnaevwncprkborhzarcztvorz,F,JENXDN,ljxcejrsayr,tsfqepsnwc,ljx6491,2852.0,h,United States of America,Cqbbbaflhujiojgufgnpwqvqincvtieegukrddzfiakhfnnrhjnwvfbbyglmvsrzliqznxw,R,785.0,4.0,Laredo,1-727-161-9836
Airtran Holdings,96.0,4.0,5.0,U,1823299.0,IL,UVZTMDBTEHFDBOPWTJJNBBJTXGDCBYEBAORKVDCOQFIYLRYQB,m,VGRAGSSSIHUVGMDCOUVUYJOXVPK,Nlibwwywditfljktzk,SKCJBW,Nli6492,240576.0,,United States of America,Lghgudr,O,307.0,0.0,Provo,1-355-063-9573
Cognizant Technology Solutions,11.0,0.0,2.0,U,18373.0,MN,klocfukxigj,,Adsainnvku,ystrmyvobpmkbbqalbxtzhrcf,TNKEGBMFMIB,yst6493,,,United States of America,klqrf,O,811.0,5.0,Garland,1-520-558-5253
C.H. Robinson Worldwide,82.0,4.0,5.0,S,2596185.0,VA,Vvqrascyit,,scjkvbkvennlhkhqxylwjtcpoef,Jcdycxegrbdfjvgtwh,OSAOXOXJ,Jcd6494,223983.0,,United States of America,Mkqdiuhhqhjdpjifhbboxkyhgonrmdxizyruel,O,384.0,3.0,Wichita,1-233-194-3515
American Electric Power,60.0,4.0,2.0,U,461141.0,VT,Feiuhcexpvjrmrvxmuzejadotelzwnfvexazahwazrxpbtvzme,,Nahvt,Szxvtkos,Fasghiemb,Szx6495,390373.0,R,United States of America,Eponrzpjew,O,690.0,3.0,Long Beach,1-053-360-1515
Omnicom Group,30.0,0.0,1.0,U,1815466.0,TN,Lqpmxoymaidguolpvgnpkctbkhyxhxouhqd,,Ubniujvqdby,Zddyxtelgccoadtdemnpmk,,Zdd6496,160138.0,N,United States of America,Rrvbzdbpwcssl,O,473.0,4.0,Riverside,1-938-713-0816
,74.0,1.0,3.0,M,2179109.0,KY,SDKEXJQLWOJMKPSOVMLBZACXLHRU,X,Cmjuhmiclkqwc,pcepmbltukddleywrfhkzverdiq,cfcolrs,pce6497,363900.0,E,United States of America,Hbuefruwhnhgcmqiajycoripfnvulnxxgahgumninu,O,740.0,5.0,Spokane,1-216-593-5862
Amerigroup,82.0,0.0,2.0,M,2620557.0,HI,UYBIDJEHEFICSSEVSJAKIXRWUDBIWTIZDNPLNNPSSEIQXQLTOEIXLNJ,,DILLEYEYOFOJRSY,kebdohhmvjcihpmnkksktxzoajhq,eytjvnsajrx,keb6498,297001.0,,United States of America,thxvwxjmeqqcxrbgcejzilgsswolziefsvtwophutsjinluhpakknsgqccfrmt,O,797.0,10.0,Providence,1-259-101-3068
Univision Communications,66.0,1.0,0.0,M,229361.0,LA,RXIJBMNQUKSXSDBUIVSZPQJJPLJAWEFIJHSRLKLDCUYZIZXGUDDQPSGCDGUADGFCWVDAWRLXDHAB,,Qkgivisxnnzlvhfvqttphtwppxilai,oskkjcgwyupq,vuwwnsa,osk6499,382082.0,,United States of America,pnjklmezmtyhbtwxfyxhtowfabzijfkejwxbluzoivkzolmlzlqursbfwsgeextngpecj,O,,0.0,Toronto,1-540-258-3566
Enterprise GP Holdings,91.0,5.0,3.0,W,3703093.0,Alberta,HCXGBJPQSBQNNBSATCGGRQS,,Xppggco,Tnercxzibwjnthgxigaaku,iftqhvte,Tne6500,403969.0,,United States of America,juunxsw,O,729.0,,Salinas,1-357-291-7385
Sunrise Senior Living,84.0,0.0,,M,3848560.0,WA,Qdpiztqpjqoaoijkmiwoghlrgjoxilhgjppig,f,AGSZOVILYNSJXOXQSHQAG,ISUZGPAZZPVGYYZFSEJJOICAREQR,Lfygoiuttwiz,ISU6501,282334.0,M,United States of America,jklawjomrepvcmyjahdpcnvaduxbae,R,606.0,10.0,Ottawa,1-980-817-9361
Crane,86.0,3.0,1.0,M,2146977.0,Newfoundland,Roqgthjcglutzmllyyejzujcennxgajg,f,KGQBPYXC,Argvnabpmii,Gxjuo,Arg6502,217383.0,,United States of America,enuveqrvnruhtxucufouenk,O,300.0,5.0,Shreveport,1-969-305-4476
Entergy,4.0,0.0,4.0,U,3717370.0,NM,MZYXUVCXBZLSVXWOSNLFDSZTHQBDKRQVSFTNGXCGHSTPSARTTBIPYWJQUL,,Rpaqkn,Dklqqzbxkpv,Oalmvgxuwnz,Dkl6503,29566.0,,United States of America,BKVPPIXTQNPTVYCILHAHBXYXNGQARQG,O,518.0,0.0,Warren,1-552-055-0477
Comerica,1.0,0.0,1.0,S,1833286.0,Manitoba,jaqmfuqpjkenhvfznzjtpdnqatlbzsebauuhpnwiaqogmeyangdehjunchdycwgibxdsy,,Zyishhwomoeyxwifcaamx,Pnuzjlsrcdnppiesesbcnjsqhclx,ltnefnx,Pnu6504,,,United States of America,Nijdmfudydpdveqqryhbkcrwuzbxscylhjimgsylpcflkobavcxbwdmvymlvldrevipy,R,,9.0,Hampton,1-907-572-6898
Sally Beauty Holdings,27.0,5.0,1.0,W,2709697.0,Saskatchewan,Dfspvt,,Svrrxngirnsquejgyvlrhdxkijfdf,Lokfdipjwberle,,Lok6505,250618.0,G,United States of America,Nokdchsoeoozutolcwdtjqnyxshspmkrhjgenglwyrplhgjfqdpxw,R,548.0,8.0,Corpus Christi,1-964-935-0049
Great Atlantic & Pacific Tea,44.0,1.0,4.0,W,,Manitoba,Czkyzldj,,Kkafgegvpxyumddjuvzhjisp,WRGDILRBVSTGYRSCWQ,Rvzkipqc,WRG6506,244818.0,V,United States of America,Dpspnckjkinbnucpikewe,O,420.0,0.0,London,1-929-811-7801
Micron Technology,65.0,3.0,4.0,D,15354.0,IN,Ttailspgyyiwxivabanyenxcqbpwqakxpagdyzghcmremeww,,Gkpjqlbrmwffoj,isyqytmhttrf,zzgsmh,isy6507,241052.0,C,United States of America,Dncaamddwddeohcjrxwnpchblzlffzasrthihhasmkfwijxfrnhruotupbansadhqzmujlhsejhc,O,,4.0,Halifax,1-984-972-8334
Rockwood Holdings,95.0,3.0,0.0,U,3414026.0,HI,,Y,ZIHRUHNRQD,Enxmfxsgxzsirvcurtyymsdn,XHGLCKXPAKIX,Enx6508,52650.0,,United States of America,Oldmezznmpqm,R,805.0,7.0,San Bernardino,1-436-957-8667
United Stationers,16.0,,1.0,U,3261792.0,WI,EBCPPHUXEICVLPXZMGLIJNXDRSKOVGJOSASWURYOYLWHUA,,Rjbzipalhdkmh,Htwrmkxzqjktavxeduqgriqcsam,Hxwzktyvwlyu,Htw6509,483269.0,,Canada,Assgdreabxzlhsmggamfatvspkpmbjctkfgfrrabvzjk,O,670.0,4.0,Norfolk,
Perini,52.0,1.0,3.0,U,2156726.0,Newfoundland,Illxvdcrvwaquolvugtojviskjglhgohccukkxckfuagymnkmihbnltwbcxpcjuwdbbngzvnnkcm,M,glcimnybwoeq,lpuaappfzlcbsfhfjap,jgtzxrs,lpu6510,365262.0,N,United States of America,AMJIZDDDMSCLAWPUV,O,637.0,8.0,Fullerton,1-449-257-5509
Alliant Techsystems,8.0,3.0,1.0,S,3577789.0,IL,Devpiutclfwkmrlqqlztbfizhdruplcuarihlwondcyrgnmvsfikfcmhbvsqubdd,m,Rnjvrcrawuhjmvagbdfewaapzxihek,XENFFAIJDHUFVNCBXVTSHDKO,Gqblujf,XEN6511,153854.0,a,United States of America,Ufnhkaqq,O,511.0,0.0,Hamilton,1-861-708-2447
KeyCorp,88.0,2.0,5.0,W,2003699.0,NH,illrxjrkfkcyduwdgheqgrrbnvzplqztakkiznan,,Cnewdvc,fotmg,YXNTTTSSH,fot6512,493137.0,,Canada,drsztzybiefrdvkiflgrtgkpubgqzsfxfvtquqoukxreszqfzknfvpmrqtjweymnsizcfzwesddpo,O,757.0,1.0,Garden Grove,1-916-697-4785
DaVita,12.0,5.0,1.0,S,606965.0,AZ,UBQLBFBWWFHNWENSRUXPRIYY,,Ythkbdpiytccuclwhgafzzx,OARAJDRUXGAORNPTY,enmjmexmfbwa,OAR6513,417377.0,u,United States of America,SAKCNXBCNQRZYGPR,R,482.0,9.0,Costa Mesa,1-640-470-9642
Hormel Foods,74.0,2.0,4.0,U,125284.0,MD,Kdclxvijtlkpdxekvqqrnltfjehomwitaaushjqtleqrdd,,UOBQRQSFQUNEPUYIBLSG,dfmrlegxkaxpfgjcxeczkqxmty,Qdcrrtx,dfm6514,444114.0,,United States of America,qtebwlubntpacudbpflrdcghzmtkdvrzusyutklwpzmedtppvnuuatvpmhbmei,O,568.0,9.0,San Antonio,1-501-646-7666
Cytec Industries,54.0,2.0,1.0,M,342068.0,Ontario,IREDCNERUCVZQWFWMURFVOHQLXNKZDBLL,,DNYCDIOMSO,Qevdcwqtnigz,Qnpadrbgtep,Qev6515,157953.0,Q,,PBOOSYTQMJZUPWUDRBKYKJSYAVBMKPFXRUZPLAABDEPFPPXUZVBVXWBXMBKIIUVKHGRIBH,O,550.0,5.0,Knoxville,1-668-259-7333
Bucyrus International,70.0,1.0,2.0,M,2346044.0,WA,znstlbbwkxbvtmififocjcobvksgmavayuhtmuefjs,F,ycmtaropwlrafebotvf,Cvvxhlxeecorqhwd,Hivxbporpaqu,Cvv6516,80943.0,,United States of America,Unyqkuxivrgmpuoxmoaibjclnavkzcxwraoosxawngbljfp,O,748.0,9.0,Winston-Salem,1-665-878-6583
Alliant Energy,18.0,2.0,0.0,M,948464.0,OR,divwofpmcbkhdpggzwsjhaxmhdwrgtuzctpnzyxmodbldmwojvrrbojz,,Apjlpl,Kxqzrpdogwyyubg,TBKIMWRHUAH,Kxq6517,206352.0,W,United States of America,Urxthecemmtgiaxqoeaqdxtynmuvpgaiyywjp,R,508.0,8.0,Ontario,1-084-791-8654
Lincoln National,,,3.0,D,3020971.0,DE,Meveyvazujxutrclitnvmytrbnlpikkwegmiakgmdfuzhojpsiscguua,m,zzedkmolmmdpsgtdnhayzjdaqsjouu,HCFPREELCD,DCVXYYWVAWQ,HCF6518,317596.0,O,United States of America,Ektxupvjoymlpdzqxjtiavhaawkpjwsdndrpkuzfudbdymbeqxlidoiqddydeqkx,,682.0,8.0,Santa Fe,1-556-806-3707
Cimarex Energy,25.0,0.0,2.0,S,,MS,vdkiukhwnfgittdqwfoxpdrxnvvf,m,Unrrcgm,Ndumxqtvylniaxouumgyncd,rtxsdttqpt,Ndu6519,221656.0,S,United States of America,Kihaqupdjhbqwodfhjupabjnajpmrbesks,O,735.0,6.0,Iqaluit,1-663-018-2554
Helmerich & Payne,28.0,0.0,4.0,S,1795113.0,KS,EHHWHAEXLVPKWNVHCKULIDTNKVURJOYXZCCUYMWKLXIZPVTLMNXNAAGSMJKTXIVE,,EMHBIDRIBLUXZITXGQDXPEAF,gnfivrvjwz,DNQCTGOQA,gnf6520,49709.0,,United States of America,Kzgqilgqqmsgybwhntqsshgftzkpoootorairlfrypiwwrzktwiulidbkxrdymfmcscvkpsjiujxavx,R,405.0,5.0,Milwaukee,1-207-514-2782
Quiksilver,87.0,2.0,,M,3703982.0,ID,Neelrasfybujdhkllqxgptpzgerfmkaulsvrthauppiajlxndbqdccccmpgxhh,f,Wczyactrwhvosjgfpdpohprrx,JXGRKGYTX,JTVBVO,JXG6521,137831.0,w,Canada,xrjfcdkcoplbdwincfhsldkxaevrpfhexdfaitionbftcquakuvoo,O,626.0,6.0,Modesto,1-351-401-6559
Valero Energy,44.0,5.0,0.0,M,1895289.0,VA,edztjekneve,,ucvlmmqpy,sibelagnisrimwtjdvphfxtjmusmag,Okssflqoyw,sib6522,376672.0,x,United States of America,WUCINGNLDBGTLZKSWGCYGGHZBUXIRCFTDEHGCXYDNGOBERXRUKDDNENIXOAJKBIUJEZW,O,365.0,1.0,Elizabeth,1-159-001-4396
ManTech International,61.0,3.0,2.0,M,1564847.0,KY,Nkwuzrvbgdxibkhbtsdxreetmdskwwtukonbaohmdbpplqduzxyelkrutoqcu,m,Qwhfegpcuthvrqzzhd,Cwxrpknopqk,Cvtakreura,Cwx6523,108143.0,c,United States of America,qaetjyqrbvomydwpwripzybfdsgeaofvggwjnv,U,409.0,0.0,San Buenaventura,1-733-459-1592
HSN,79.0,4.0,5.0,U,1679191.0,WY,pnfnpjbtpzvufwpbksspnjvx,m,WJFQCPAZPSGRWYEQ,uebxgxtzade,XIVBILVUFQBS,ueb6524,372615.0,W,United States of America,ejfyjpadnfpahsdbpvvd,R,770.0,5.0,Billings,1-090-528-0305
Hess,55.0,1.0,2.0,D,3394222.0,SD,pbkzcuyyjafiijg,M,komjzpagphmjvtlohrnqmsqeamx,Opgnifrhcgftwwhgtkqajqolmd,Ntaepsy,Opg6525,116607.0,A,United States of America,Xjamekpapcjseaezcf,R,634.0,6.0,Iqaluit,
Zimmer Holdings,40.0,2.0,2.0,S,3350037.0,MN,iuewsjcqmagidabwzeleftfutujimkgmkixsfplxnpybrmwwxjbkltlgxrvwjbmqqpveokpztk,,Ijwkwnpwbff,Fycjwcqeklv,Ezuxnf,Fyc6526,204849.0,,United States of America,CQFYDUVOMSBOBIKPRNYWURUOSOXHA,U,652.0,7.0,Baltimore,1-123-413-0590
,86.0,3.0,4.0,S,3485406.0,TN,ywjwixluifbcxdqarufzjpjoivhxszxqkjwlbkgxksrohludzh,,vspcm,bdgsics,hfnci,bdg6527,485178.0,E,United States of America,reqkygixscuiurmxxmnjoodvosiojqunlhvomigypsbzzafu,O,773.0,,Oakland,
