prospect_AgeID,prospect_AddrL1,prospect_MiIni,prospect_NumCreCa,prospect_LN,prospect_Ph,prospect_NumC,prospect_NuCh,prospect_MaSta,prospect_Ag,prospect_CrRa,prospect_OORF,prospect_Em,prospect_NWo
Hce13804,Unzayextaeplqnbgro,h,3.0,Hcexcutk,1-004-035-6453,2.0,0.0,U,59.0,476.0,R,Sonoco Products,1518306.0
Pkp13805,bgmamyyjquglfhtyfmvksbrecwzxxaonmlcy,S,5.0,Pkpqiurbglluioicvgvtxve,1-757-450-8457,1.0,4.0,M,5.0,775.0,R,SunTrust Banks,462636.0
Rry13806,Xsdntkwzxkbcasasciddmstuopayirbsztlnwekqtckejyaszvncpewjojnjoznitnbblls,,4.0,Rryvhxmnvswojxbvois,1-667-444-3163,5.0,3.0,S,54.0,816.0,O,OM Group,3000163.0
Voo13807,Ufmpuftxtrookaokjakdeomr,A,6.0,Vooreffkwdsxyja,1-228-749-2119,1.0,4.0,M,77.0,531.0,O,Progress Energy,3671802.0
Ijm13808,arbokmslmnuwdvlzefdbrmjhbxjuornnnpllhxpdbcurpvwtgpj,e,,Ijmdi,,1.0,1.0,S,14.0,836.0,O,Precision Castparts,517800.0
WXY13809,Bgiomffketmaqceajtwfnyiwnglnpixbhzfzefdyadvfepzyznqoksplqvamd,h,6.0,WXYJYJRRVVKXYTJCZWKMEHVIOO,1-921-878-7559,1.0,2.0,,31.0,616.0,O,Alcoa,784444.0
Lgb13810,Wzwsixjdfrmxvxwxzfimwtihkl,M,7.0,Lgbrc,1-051-125-4763,0.0,2.0,M,10.0,831.0,O,Packaging Corp. of America,983041.0
Drp13811,NOKKIWGVUEJKAJSQCOUXYFFQMAJVVSHCTNCRBCXOXVUMMVCGUBDYLIKELMLJOMGD,,,Drpcik,1-613-691-5568,4.0,0.0,S,0.0,738.0,O,Barnes & Noble,1730375.0
Lhr13812,Fedarbnydllfrwxmnpzaze,,3.0,Lhrnyhheqftvazonbmttvgukodtcns,1-442-899-4570,1.0,4.0,S,53.0,807.0,O,AmerisourceBergen,747630.0
sro13813,Pkwxggmcifmxrpcjyfqpofkilluccecupbywmpucglfpp,,6.0,srohhcxjjzlaeuguctoxfmsgpwreoi,1-809-795-2114,4.0,4.0,,74.0,817.0,O,Vornado Realty Trust,3291436.0
Dho13814,Mqrpbpdxdjznjngbliuxwkklgsxyfwivglygasawvvbyuqdmvmceqhipdenepoobwpmdydulshtzyt,,7.0,Dhobtmfnspndtak,1-012-421-1451,0.0,1.0,U,86.0,713.0,O,Sovereign Bancorp,1341884.0
YUD13815,Ksweqejlzsljvsuwnsdcosacqiudrpcwqthpwgxuvkkfljab,T,10.0,YUDVZGQRVD,1-797-588-5147,1.0,,W,70.0,771.0,,Dollar Tree,111181.0
Xvh13816,Nmxnlvfdaogjtpyldnabdgxjpemzlktnbeebvpjecbpkktfmxjprrvswxnasunysptxshvidyasiyidc,Q,6.0,Xvhsvpqxcygqcdvj,1-065-251-9032,3.0,0.0,M,,395.0,O,StanCorp Financial,494609.0
Aaf13817,Ixuxwfwpjuonnkmcdwi,V,6.0,Aafxpkxdvpweqn,1-101-725-4003,4.0,0.0,U,97.0,553.0,O,Clorox,2620601.0
Xsr13818,IMSSKTULDXVTYNBGQDRHCYTGNBIFH,,4.0,Xsrthicj,1-351-312-0393,,5.0,M,6.0,712.0,O,Prudential Financial,3310610.0
yli13819,,,8.0,ylijzaxxod,1-370-172-1130,0.0,4.0,S,61.0,,O,Crosstex Energy,2624096.0
plm13820,OHGJZUHYXFIUGMYERQYDBAAALLEQWL,o,6.0,plmweahxaooonumajtenfojs,1-422-073-4722,0.0,2.0,M,38.0,640.0,O,Pulte Homes,764650.0
gnp13821,Fnioizopcxodxexaqwwsqiabjqpuwqgnrlsrqiufogqgsysusjvvotezfoodethwbiqrmjk,f,8.0,gnpuvraddvwlxfxzx,1-188-126-1267,3.0,2.0,M,0.0,578.0,O,CenterPoint Energy,2395430.0
gee13822,Jdyusqun,g,0.0,geeehcnfnkprrbihtlz,1-051-243-4986,1.0,3.0,S,84.0,372.0,R,FPL Group,3747210.0
Nyt13823,Kmhwjlsbewgu,C,2.0,Nyttrmyxxpplodizabrogbhvbrdv,1-061-919-7471,4.0,,U,30.0,709.0,O,Ameren,717020.0
Guw13824,Wlznonklgnmnxqaxv,n,9.0,Guwfiqhyahvpgpoyncziap,1-638-160-3547,4.0,3.0,S,51.0,338.0,O,Regions Financial,1060777.0
Rsc13825,Khewfjzejpeueuwzedzabowozjeybdvtgbwzctqghqixbjlaeuvrykzb,,10.0,Rsczsdqxob,1-046-464-0732,4.0,2.0,M,46.0,414.0,O,Universal Forest Products,2252866.0
Kli13826,pzwmpkambfbxsw,t,2.0,Klizovvpmhckrkszjalthzqrian,1-267-415-6372,2.0,2.0,W,41.0,320.0,O,Airtran Holdings,3347564.0
FLM13827,Fywvkxinucfsuwhtdjucgfxgudcwqjzcnxvfdexuphltkiehpdqpiagpaaexua,,10.0,FLMFZOPGOHYQMHGJQUXEGT,1-542-620-9069,1.0,,M,86.0,695.0,O,AK Steel Holding,2137206.0
Zpa13828,Mwctegcygowrwirozgapsorhvmjwtxruhxomgy,,7.0,Zpaudirvejcbalarniunqful,1-370-137-9153,5.0,2.0,U,95.0,698.0,O,Omnicom Group,2154213.0
Yhd13829,Jgvazspkynzkpiotzhncyiglelztwzemebttqonfhydcskcuhpxkpjkyym,,5.0,Yhduecmikhrecxtjdviuprmwpcmpe,1-807-711-6468,0.0,,M,,370.0,O,SunGard Data Systems,2053631.0
TTJ13830,jnjsakhekhtkfabga,f,3.0,TTJDRCXLUA,1-435-878-0215,1.0,2.0,U,40.0,687.0,O,Hanesbrands,738924.0
CYJ13831,WGBSLAMHJXBCDECWUJGXJZQNAETKOZJGMMLLWHTBTTHRNDYONZMHTQDZKTF,X,7.0,CYJPKLIWHEEHKVUSAPXDSPNWHAUTJU,1-777-865-4245,2.0,4.0,M,82.0,449.0,U,Radian Group,475396.0
rqj13832,BDFCQFUEYKXSEAGRXNZOZXV,,8.0,rqjzpjfemjblqsnmmgrusfmomzszo,1-482-720-1684,3.0,5.0,M,99.0,731.0,O,Pepsi Bottling,3618242.0
SEK13833,,,6.0,SEKXCYSGWGMIPCJABBLIXCYIH,1-643-281-6008,1.0,3.0,D,27.0,660.0,U,Eaton,1351204.0
ror13834,Ocwweyaubqruhlfpbtfbfxabzjsimihmsm,c,9.0,rorzn,1-968-519-8711,4.0,0.0,U,11.0,543.0,O,Target,2728930.0
Hvi13835,FPTDWLBSYTSBKEZAGWLORLLMQFWLSKGBHABXCSVLNJIDNTCUELCZYMAFOJTXRSYTLZVUSLEKBYS,z,2.0,Hviijurashxsc,1-513-165-5946,4.0,5.0,U,27.0,477.0,O,Mohawk Industries,197107.0
kre13836,Mvbncwlwtfhlrijpmkcnllorxgt,N,0.0,krejxryneciuozhugau,1-836-797-9818,1.0,3.0,U,43.0,424.0,R,Raytheon,1689877.0
cdh13837,Cdfmffpgxfarbrhbugsnfptcebiukomqcpfpoqzgdykkpixsqvcschkhxuaolovksffifts,h,6.0,cdhgzjpmlpnpcwmauoqficlwwdyomx,1-527-012-6765,0.0,4.0,W,15.0,374.0,O,Kellogg,1002443.0
VFM13838,Wvchkjrvtmzeufzogljgtuqcfwigvjjddulrydxzdoeorqelanyn,,2.0,VFMWGWELUVGVVTHAICWRSL,1-634-414-2112,0.0,2.0,U,38.0,554.0,O,H.J. Heinz,3043401.0
Vjx13839,Huddbtstorlncjvzefmhbqnimgoimovxfa,,3.0,Vjxnxlhxupqvjy,1-685-331-2884,4.0,4.0,M,35.0,662.0,R,Plains Exploration,2424224.0
Yqx13840,Kksxbkezaoebkifbtaynkmbnzfmbemrhgbneqpe,,7.0,Yqxntcfwbrfgmuejxhktmgtnoxqmfm,1-919-961-1235,4.0,3.0,S,85.0,810.0,O,Sanderson Farms,304403.0
Ofo13841,Axwsetukdkemffgtkqrkrprnetesxexgckttzjdjbvtkluzacrsgyjrnouvxisholbcmvmgofbvre,,1.0,Ofoaieykpebsymbugbiaxt,1-418-862-8896,1.0,5.0,D,100.0,757.0,O,American Greetings,3908546.0
HVF13842,Cmrhqfbsvunymmsuemenzsefghiwmkqhydhcpczrzianqcta,a,7.0,HVFJTQL,1-502-768-2557,3.0,1.0,U,61.0,455.0,O,Burlington Northern Santa Fe,2738955.0
Srq13843,Ogyttcrojcjtiyiweogzjwvdknqrvfkefuyqqmkbipubb,W,4.0,Srqzyzqhgdsqudmntld,1-853-184-4208,2.0,0.0,U,8.0,312.0,U,Chemtura,1836613.0
Aic13844,NVONGDCLEKTGKWKMCOUWIRMVPXJAXMRFLYXDMRKEXTZZWXWLVEXSXCPBQKDCRYCQXXOUHE,G,3.0,Aicrykeonpq,1-124-880-9275,3.0,5.0,D,25.0,685.0,O,Community Health Systems,3596956.0
nbj13845,HPOLAUETRUOREXMMCLOLEUMNZBYBIATCKXHLTXETVROSGFV,,6.0,nbjphiyjwfvrirdgcgyaf,1-013-005-7910,,3.0,U,24.0,830.0,,Host Hotels & Resorts,1353767.0
YQB13846,,,9.0,YQBOTHVIEZBPMHSRNBWIPNIUGG,,3.0,2.0,M,86.0,650.0,O,Illinois Tool Works,1405776.0
zzx13847,xksfpnfjsrhtqxsbbgdwxgkqjmwxeuiboygyuufjwlrlcprpnmv,m,8.0,zzxoioncapbgvliorqa,1-830-331-5327,5.0,4.0,D,90.0,746.0,U,Harman International Ind.,2753450.0
Lhq13848,Tnvdolvutoswlbhdpzr,S,6.0,Lhqskmrpqdtolrhhrix,1-420-672-0067,3.0,3.0,U,54.0,623.0,O,Sovereign Bancorp,1037493.0
bml13849,,,3.0,bmlfbahjzpwjhrafucwq,1-625-057-4129,4.0,0.0,W,,,,Cisco Systems,1404675.0
UVW13850,Azhnubnktookhbjvbfztkemvbzfebchpqexsurgrrzombuwocffs,I,6.0,UVWBTGUFBDYNB,1-941-600-3256,0.0,3.0,M,58.0,373.0,O,Universal Health Services,3311852.0
agi13851,gzvrypzjrwxhxaaieulsyyuthvxticnwovtrcqtofmwjny,,9.0,agiwkveykctr,1-895-793-3070,3.0,,M,80.0,771.0,R,Union Pacific,3649479.0
EZC13852,Ycdzsibquuwfvixkxvmfmmntofrulcrqfayzeov,L,4.0,EZCGPDCXIFOMAIDL,1-851-231-3418,3.0,5.0,M,96.0,420.0,O,Michael Foods,1769731.0
Upg13853,,,10.0,Upgjtmqvrmcesjvmakxxkpej,1-253-980-7375,4.0,1.0,S,45.0,841.0,O,Universal,2574853.0
Apu13854,Npszdrtxnstk,w,9.0,Apujdtguoqyjzueerhxjjakbz,1-838-564-1834,4.0,5.0,M,,617.0,U,Valmont Industries,3340167.0
Xlz13855,PXEZCYLDTWVOQHAVVSJYRXENUXDJEGPDXDBRQDFWAGHEUMELUVKMBQQHYAGPCDJRVSXLIRTBMNHHJU,m,5.0,Xlzhnvawynqitkwjqiqffhyrxrpswe,1-649-246-2341,3.0,3.0,D,89.0,447.0,R,Bio-Rad Laboratories,2520574.0
Seg13856,Cyrbauoqwdpcebn,,5.0,Segbdutmxolxwij,1-814-418-1816,2.0,4.0,D,55.0,386.0,O,Centex,2385232.0
Lox13857,Xrwfcfqzdvccojnfpldvcuzekpwkxwiqtloctktmicaagkoabhxgdbwdgiw,m,2.0,Loxzxpsvaolpdhgjcdrdepp,1-392-178-3860,1.0,4.0,M,27.0,742.0,O,Micron Technology,2817751.0
GYF13858,Xridvj,G,0.0,GYFXIHONBNGCFYCWCEDTORJ,1-058-746-3310,0.0,1.0,U,82.0,810.0,O,Nicor,2981392.0
lko13859,Ildfyiiqwfxrggdfoiefosnejhlquhurlecgwwzkjchevzunnbyiqbw,,3.0,lkoswphoxztkm,1-998-309-9141,3.0,1.0,W,32.0,365.0,O,Valero Energy,1902043.0
Ecd13860,PZUEIWVRWMFKSEDTDDOFMUAIPXVHGNEHSNDUQIMZWDGGNAVATMIUCWIHEMGZV,,9.0,Ecdkotyskgjl,1-096-707-6449,5.0,3.0,W,50.0,359.0,R,Synovus Financial Corp.,303332.0
Hzt13861,lemcwjknpvnoocwuszyjxbjjcwbdzkoarpfemaoqhuxzxyqghoeivqbuqumhyvaujtbrhttohzvw,,8.0,Hztqmvnroiwzevfvnqdvkpnua,1-566-853-1558,3.0,0.0,M,15.0,839.0,U,Lender Processing Services,1108068.0
KQZ13862,FBTOZG,,2.0,KQZWBW,1-632-105-7351,0.0,5.0,W,96.0,395.0,O,Citigroup,3978527.0
mgn13863,Yiwgtnfsgkribdujgssrzlakpquhmlnxiyjwtdzgrq,,,mgnhovsukqdaolaqsfneswrxiym,1-002-400-2756,1.0,,M,83.0,810.0,O,Ford Motor,1666903.0
Qpf13864,Kdmuyuxvprroskswkndzn,,3.0,Qpfzjurivbuxmhunhfdkvdkle,1-899-276-1413,1.0,1.0,M,1.0,710.0,O,CenturyTel,1223638.0
tpv13865,Aajsjdsmorngmecckekulpmxtbcojmrgdvcjrtelkpkksdvvcrohofuwfugxsyxwsnxkxbgkafpvqyrp,,4.0,tpvwjbto,1-844-597-4425,5.0,4.0,U,70.0,432.0,O,McClatchy,3394637.0
Cej13866,Xztqfiwwdahetasqffgtdspnjsyhqugmwocepqwsxytdaxtfvveewadianmiypqxdqnb,,1.0,Cejtpksjpgcnyhnieqqc,1-956-462-2765,0.0,2.0,W,11.0,507.0,O,Huntsman,1571066.0
Vsa13867,KWKAWGROLTHRCHYHIXTDUUZKBFWSG,,0.0,Vsaottedaxvatwazfnovgnqseglobj,1-532-313-7962,1.0,5.0,S,41.0,317.0,O,Williams-Sonoma,3258564.0
Ckj13868,Uqrbtrp,,,Ckjkhungdhk,1-317-532-5483,1.0,1.0,D,76.0,532.0,O,Liberty Media,1339505.0
Hzp13869,haxqhgrgiszbmsrxswddhiuznpxebvqvdhyvaurcoyhvsnka,,6.0,Hzpeio,1-668-237-6359,1.0,,W,71.0,756.0,U,,3737788.0
hmx13870,frspejwlnvdbnsikqixwawg,W,8.0,hmxujsiwmkveg,1-291-371-1184,4.0,4.0,W,75.0,513.0,R,CUNA Mutual Group,1453169.0
Nic13871,Uwyng,U,5.0,Nicsjpvoq,1-207-564-7594,2.0,0.0,U,95.0,437.0,O,Dun & Bradstreet,571137.0
fit13872,qoxjonfalmpavrmfeqrftjfdmsfbyupipwzdqsitkpmytuwloijneon,Y,1.0,fitjbsfdjkmfngqneoryulo,1-273-473-4375,5.0,,,85.0,629.0,O,Rockwood Holdings,3402160.0
mdy13873,Mqmhlcszgjmxuftbbffwgxiefegi,N,5.0,mdyxstkqfvhgsbocenyer,1-744-888-7142,3.0,,S,3.0,362.0,R,Dollar General,3334695.0
qsq13874,rroctmvocayhjwvufvfymislhhdnehwfknqnutoqkwxyhltizfuuovkenrotbetpwjxaogznaab,,,qsqczywqtarbnmxnajgietgtf,1-407-907-6808,2.0,4.0,W,36.0,773.0,O,GMAC,3201315.0
ICQ13875,Eoyirbmkpsihztnjhtr,,5.0,ICQXDWMXKQYCRNAKMGMKNCXDPFF,1-228-215-5708,0.0,4.0,,45.0,708.0,O,Imation,
Nrn13876,ZXLDENPJQEMIHTYOVRJADOPZAVIZPTPXPGTUKWFHMWFEWVTCOQPAKYUMWLTPSHGONHQNVXIEQDKAYXD,,8.0,Nrnetge,1-562-109-3919,0.0,3.0,M,29.0,399.0,O,NCI Building Systems,1137683.0
Oob13877,Irsdssgchgvqammghytkpdrlckrosloxkiunodccwxnykangrcugvbmtcijylmekrxlt,p,5.0,Oobglojexxpxpytjiodxqclom,1-003-328-2388,4.0,4.0,U,10.0,431.0,O,Wells Fargo,2468320.0
Mfm13878,Wfxeyagpvynovhlfcsysgxsqwvcdlgdxmcoqtymgxwwobspd,v,7.0,Mfmptrsqsogmqshjzirxxfhhlyuu,1-056-093-2106,2.0,3.0,M,40.0,707.0,O,,1144511.0
bjh13879,JNPEYJKTTGJQHDJSIJDDURVGNBWGPKWRVDUXUTKCWLHEM,,8.0,bjhyrqacnktdqywxbq,1-613-305-8441,4.0,3.0,M,82.0,809.0,O,Nvidia,1878561.0
Smp13880,Awdzaphdfqmxiotdopvkzskxjfpdcmhcoq,,5.0,Smppywyywgbfppcamhky,1-785-040-7215,,5.0,S,0.0,365.0,R,Loews,1117712.0
zig13881,cfjastaeiccniqacphnzojmgctirnynqqthcojhntfxgfiqbyapugrweibhnetwtknrqobdq,J,2.0,zigmdndcikdvckqj,1-316-963-8630,0.0,4.0,U,,564.0,O,Diebold,2208094.0
Afx13882,Xupolgaxcdnorjmrlvyyyuvdclzjipdthbmwflqdorn,P,7.0,Afxdumitkvrsbfxtzchkgffszonme,1-557-444-1891,3.0,,S,22.0,,O,Warner Music Group,3930399.0
AWC13883,Pgjyywrdjlbiikngnvgzznknnxdnvttaqwpeddihgyhjla,i,6.0,AWCGBKWDDGVEDHRFWDZQ,1-900-937-7209,0.0,1.0,M,43.0,705.0,R,Macy's,1642790.0
SGN13884,Jccekkpbyaytxhcvlovpqmksjuddpxwwdurhmwtwlqrgekicmfmvknutltxukyisrlvuvkidb,,7.0,SGNZJQQTHCIOSQUVE,1-441-454-5850,2.0,1.0,U,94.0,623.0,R,,1652244.0
Lgt13885,lqkpadbcgskqdtlklmmvbjxhxzeijaiudm,t,1.0,Lgtvbvwwlkvze,1-010-961-7500,3.0,3.0,U,95.0,483.0,O,Domtar,61086.0
Rsi13886,Iptbbudcbcqujwuwwvcchiohsomadih,u,,Rsiyrusqsggtkmmwjkldvbxtm,1-436-424-9644,3.0,5.0,U,,481.0,O,Genzyme,706518.0
XFK13887,TQSZWDYNIVMWBGNAJHKYMMDYCEZFAWZNFMKUFWJSHPACXOINVSGXLKHMYDDLAQPMKJ,E,5.0,XFKOHKCIYMCZEQQPFANDNFBT,1-761-337-9461,2.0,3.0,S,57.0,756.0,O,Rockwood Holdings,239290.0
glj13888,,,7.0,gljbkcnykrzqutpmbhsdugjwqon,1-076-498-6635,1.0,3.0,M,55.0,685.0,O,Valspar,1347468.0
Oiy13889,Qavepiqdxwqkhbgmubcatuumpfxrsakfoxbjynxkctcjlfrnklmrmpidawmhwpqtvbgurgymb,,4.0,Oiyndwwpk,1-264-314-3999,0.0,3.0,U,40.0,401.0,O,PerkinElmer,292525.0
ABZ13890,Qrwuyvfjycwytvqypsurcuxjbapsevymaiamyougtvqvmpmdgrcukoncpiershjviizarxreaqceosnh,l,9.0,ABZCAEFBIORGZ,1-090-669-2268,4.0,2.0,S,85.0,543.0,O,Vulcan Materials,2166642.0
Dec13891,Nkkvqdhqwiwasjtopkplamgxqaezzdffwigbwijzvecods,X,0.0,Decbgnodjg,1-840-528-3656,4.0,5.0,U,,787.0,O,CHS,1524521.0
Etc13892,QEOPSUKXDIAQFDVDFFITFTLVTSZZMARNTSPOJCHKCNFOOGQLFJCABYXUWEQNZCDAFVOAVWETMBE,,5.0,Etcmqr,1-763-054-4193,4.0,1.0,M,71.0,738.0,O,FMC Technologies,3897820.0
Fsd13893,Kctgbkxnvgmun,q,0.0,Fsdauf,1-173-410-0586,0.0,4.0,,76.0,526.0,R,Iasis Healthcare,252331.0
vve13894,qmntsccdbfwxneflswvnwldgdwy,i,3.0,vveerlsckbazepat,1-274-586-8158,0.0,2.0,M,24.0,317.0,O,CF Industries Holdings,2305499.0
Zip13895,,O,0.0,Zipcuatjmkhjftknjaq,1-558-297-6383,5.0,5.0,M,44.0,397.0,R,Windstream,
KSI13896,,,0.0,KSINYOHZECFNYACUVMTBCAVAUR,1-291-044-5523,1.0,5.0,S,48.0,675.0,O,,
Bhw13897,Uiqabvaybnckcevooijsrxdfmefhjfpydqrpjrb,,4.0,Bhwitqzqsfizhcayjhp,1-183-951-9025,0.0,3.0,S,,376.0,O,Blockbuster,3676270.0
fdw13898,Shaojlhmntkkssgaaxkjumlfqt,E,1.0,fdwimsuct,1-714-359-4637,0.0,1.0,U,9.0,323.0,O,Andersons,95909.0
Vcp13899,Dqvtxibpwhvewnrmbjhqvxjqytunykvkdycrpkqyscfyfjqjt,,4.0,Vcpuhbbnybfqvrkpxlkhvjukiy,1-576-313-6880,0.0,4.0,U,72.0,697.0,O,,2457946.0
Aqx13900,Rudgaeyiupmteadizutyeew,,4.0,Aqxfvlsginmuhfrlw,1-914-286-9927,0.0,5.0,,76.0,338.0,U,AutoZone,678214.0
evl13901,EWONCJWFDNZHDAJKOQGZQLMNCWANZGCENVLAFHMNLHHRSCMCLYBTKJTM,Z,7.0,evlso,1-601-896-8789,4.0,3.0,M,41.0,742.0,O,Boise,2566373.0
Qfj13902,JKLDTDUYWIXQAVWNHLXOFFCFYJJFTEFHBVWJXHXYIK,f,0.0,Qfjjhqicfmbqplmjbrfuvxjnqvpnj,1-603-145-1501,4.0,1.0,M,82.0,526.0,U,Levi Strauss,3564386.0
Jqp13903,Wctbjvqumpljejmlbhormhgqiyxouaswoxdikpckonfkloktpikfpwoycto,p,4.0,Jqpnjhsc,1-451-131-4187,5.0,0.0,M,92.0,584.0,O,CBS,1836313.0
elw13904,qxpecymepwkj,,9.0,elwtdifrbvnxbiyilbn,1-170-284-8478,3.0,0.0,M,9.0,475.0,O,Del Monte Foods,288788.0
Gbk13905,Swoupryadsnbkbk,E,6.0,Gbkvoeqfhkvmjiwzap,1-765-315-1369,5.0,1.0,S,20.0,833.0,O,Limited Brands,1255370.0
npz13906,Yanzstvikatcmzsjldfzcsuqnduxnubmjvkcrtltwcr,D,4.0,npzlxylxxfatayceqswzwq,1-423-923-0660,0.0,3.0,S,80.0,490.0,O,Burlington Coat Factory,2964778.0
kpr13907,IRFHRQWJEMNVCLTGHMZKKLGSGHOLCSMXSHXGUXKPWXJBGZHAPOPVLMSXH,Q,9.0,kpraamer,1-604-469-4942,0.0,2.0,U,58.0,633.0,O,Rockwell Collins,
YAD13908,Fmxrqmbjkixwhcfrhvcycojeseovxwfhifxrgpmaquucmms,J,7.0,YADJRZLGVRFHH,1-548-802-1910,,2.0,D,30.0,477.0,R,Citigroup,1482772.0
rpn13909,VKHXKPNSYLSJPFMTYDVFO,,0.0,rpnxikgdupmvqkfpxx,1-400-448-4164,4.0,1.0,M,46.0,589.0,R,Intel,2547874.0
ztr13910,Djgytgyaqwjly,,1.0,ztrfuufcccssnrzbgyiavpfgeo,1-032-348-5444,,0.0,S,63.0,457.0,,HCA,2846582.0
ONK13911,WTIOUCYVWMEAMONENRJSGOVSQSQGUEQWXWJIQNNVISOBTEVGDGGIUOUKAXGAXKBSNWTFMIWVKAGCCG,,4.0,ONKSNXKBHVPSNUGNC,1-450-738-1680,,4.0,D,86.0,505.0,O,Coventry Health Care,3966461.0
awx13912,QPANIHUAFVWGNPDYRJVJKNKDLOAQFGCIAFMNEPREAJAPMYMPURHQGHWLVQWVMWSDMRIKNLRCBNFCDY,d,3.0,awxghrbjuvgtpecirjp,1-693-353-0047,4.0,1.0,U,43.0,476.0,O,Plains Exploration,380916.0
Ryr13913,Juhywabxyqaswuzqdkmfaiubcshmlzvlhbzbdjuosmrkrqonxqbayqjlk,d,10.0,Ryrhpvm,1-302-308-1913,5.0,2.0,M,63.0,399.0,R,FMC Technologies,1321135.0
qah13914,spewkgjjhuyzdcgvgarteejoqoyojcxogjnrjfxktearwoneisuqaai,,3.0,qahpnwsqgbzld,,0.0,1.0,M,83.0,772.0,U,Valassis Communications,396974.0
Jaj13915,XVTLOSMZLPTGQUPTGAUDJJCKMOSPBIUDTXWSBPIYMKZJRRNXVPWX,d,3.0,Jajiucjeiqvyvmlswaa,1-681-087-9468,5.0,2.0,D,19.0,410.0,O,PepsiAmericas,738013.0
Tzo13916,Qcyjfcffxntiwlgaxfqheuldgitpwlbejlndsjogmytxjwebximgfhmuoaotvejuhopnbmskesmuntk,H,2.0,Tzosfik,1-981-003-4317,0.0,5.0,U,46.0,542.0,O,Sprint Nextel,2308599.0
BTJ13917,Uoagdncrvrhsyctwrjt,Y,7.0,BTJQWS,1-252-355-7571,3.0,1.0,U,73.0,780.0,R,AmeriCredit,3981033.0
Bay13918,,R,0.0,Bayeasoagjtiogwnxbocvooqf,1-836-273-6192,0.0,,M,43.0,736.0,U,CB Richard Ellis Group,1163626.0
Ydg13919,Tjvavakbainmjsycdqhbomxzwvanwhnidqbdohbbdekheolfptaqexiaginkymqhggmbv,,1.0,Ydgunwewcxqozfrkedffbbreig,1-606-434-4128,2.0,1.0,D,24.0,317.0,O,Insight Enterprises,1061919.0
yzm13920,,,2.0,yzmkkwgkdmvvppb,1-183-030-1872,2.0,2.0,U,98.0,527.0,O,Weis Markets,2084315.0
psa13921,Rcrtsgavcbwctklujfoskywumknealfxfnnwviufqphuhibtpeisskosilkkenpmje,Q,8.0,psaturqqysonhgaqdzxj,1-080-823-7999,5.0,1.0,S,76.0,688.0,O,Macy's,3971659.0
Upi13922,icdpufhixuxtsqwfizwxacsmrm,,6.0,Upilozqxxepnzbwufnenqqnoclgftr,1-100-841-7504,4.0,3.0,M,88.0,743.0,O,Western Union,1808436.0
XUA13923,jgmdpkntkcbkfxcddgirlkkfqdveprlsfofg,c,0.0,XUAVO,1-786-279-2981,0.0,5.0,M,50.0,499.0,U,United Natural Foods,2696965.0
rqf13924,Muthrxlsvzuxgdoogmsiinsibjxjepq,C,9.0,rqfkeogfmpehttdr,,1.0,0.0,D,95.0,725.0,O,CHS,3241209.0
OVJ13925,igrehe,C,0.0,OVJQPE,1-884-271-2918,3.0,4.0,D,84.0,,O,Enbridge Energy Partners,99121.0
Rwt13926,,j,6.0,Rwtxyizpnnhzbtodhkylqcreo,1-564-433-2755,0.0,3.0,M,72.0,377.0,R,Computer Sciences,2411633.0
Zlo13927,Txvgpkjiulblaexmbpwncxdqyecmltydvgdifireezjpqchdzpxvzidsdeqwprzcjegbyuhmo,,5.0,Zlokqrrnwhmnwpkrvipis,1-526-735-1170,4.0,5.0,U,55.0,411.0,O,OM Group,3936495.0
Cks13928,Wmnlhsukffwlxwrcqjyqyxeunnmpfjefcbrmlqojhzapayasyfohpkrdr,t,3.0,Cksucjvzeicmhcunlcjicbbmpvgff,1-006-822-2837,0.0,3.0,W,,684.0,O,CIT Group,935867.0
Hvl13929,GSEPSRJQDVRKOHTGPHOHVIETCXDAVQYDKHAHOGLBLDFRGMXAMSCUAYZDLLWBJCQF,,1.0,Hvldaditgtjouxkvefjtibsxfgyh,1-463-667-7034,1.0,2.0,M,81.0,571.0,O,United Refining,3563344.0
Dyf13930,SIPNAXGCRDVVSBMQS,r,6.0,Dyfqkcdniwideyxxruk,1-934-003-6736,5.0,1.0,M,61.0,327.0,O,Mutual of America Life,3066261.0
Pgg13931,DAVTDN,,6.0,Pggxwygii,1-072-328-3081,4.0,3.0,M,20.0,441.0,O,Rowan Cos.,3807256.0
Yua13932,Rntxgucujitxakpkrpjtvspbatirgomxfofvqmksiuuoinbofsy,,4.0,Yuanvxawnzfsgjmpnwogys,1-091-805-1357,2.0,3.0,D,74.0,502.0,O,Joy Global,741335.0
Dav13933,lvhugoxjqzwvwrkgolootsqrluzymomaxkjrjkozykqlegjubcdmakaqgmllceqcjzyxn,P,,Davtmpojfkfndougmpdxrpyco,1-173-267-3080,0.0,,M,13.0,390.0,O,OGE Energy,3298590.0
GBS13934,pvfnpelnucdqbmcwpgunysbqcdsfqmqyidovredjwsyjgksmtvqyzgbrtitktsxcsynmdhlkmiq,Z,,GBSFAMFLFOJIRTPFPYMIFSWN,1-957-386-1745,5.0,1.0,,44.0,561.0,O,,2674364.0
Kbs13935,lussqosugdgkusdtmtkbdxnhwqbmxelbohsimmpnfpljbexdi,e,7.0,Kbsltstpfadidloohqvjwbw,1-397-956-4678,4.0,2.0,U,62.0,390.0,O,CenterPoint Energy,781172.0
