prospect_AgencyID,prospect_LastName,prospect_State,prospect_Phone,prospect_Country,prospect_OwnOrRentFlag,prospect_FirstName,prospect_PostalCode,prospect_AddressLine1,prospect_NumberChildren,prospect_AddressLine2,prospect_MaritalStatus,prospect_Age,prospect_CreditRating,prospect_Employer,prospect_NumberCreditCards,prospect_NetWorth
Xnq13394,Xnqyrdcjvxmrxsgqjkn,Ontario,,Canada,O,Yeznbzzgsfrohfc,EXTOQRFXZ,,3.0,htlqgdzldphyuvjwcetnrwnemamqjflotkhfhne,S,82.0,563.0,Group 1 Automotive,4.0,3040224.0
Pzo13395,Pzoyzubxtkfvuippcgdpf,NE,1-090-904-5607,United States of America,R,XPCCUARBKZQGSBGVOERP,Yztji,Abgxlwoheifwdnnfqwxbsusschirnmmwxklbaocosmqnvojcovebvxwz,5.0,eimusxaybdqgfolasghmisfgm,U,15.0,498.0,AbitibiBowater,10.0,1436222.0
Kgl13396,Kgljthvkoyfkjdcxg,NH,1-148-241-1124,United States of America,O,yxuezsguxmfctsahnsnezhsdgopvet,JASIPBCSU,Rouuopdjausdoqxpcisrxgiqebzzfhsuhhqaqjcqlgbsscprwhjxu,4.0,VIKALMPAHFNDIYNZKWLTKSKPLZNVLTYEOZUSXWMATMNHQZOKYFZEUBZT,M,91.0,555.0,New Jersey Resources,8.0,2449616.0
klm13397,klmbyncfioengqeiz,WI,1-660-380-8759,United States of America,,Uhpciixkg,DEBEGNFQ,Xnargulyiwwqklukpslwinfqoyzfhblulvxhppzclg,2.0,twdeqwvcgdmxrhiwtjc,M,41.0,654.0,Zimmer Holdings,,3605944.0
Jax13398,Jaxpaxfskqojzrwcjklrbfrdgpqttg,Prince Edward Island,1-384-402-1415,United States of America,O,ooevko,QVEBOPVQQ,BGEUYPCSNLLAMLCTUGOOTPYDQLHKODANSVHXRNIOHKZMVAOSQYZOOPCUTYMJDPVOEPGBBFIHB,5.0,Pyhlwufayscfvdoqxnlzxammm,D,33.0,565.0,Great Atlantic & Pacific Tea,0.0,3394119.0
njf13399,njfxdxbiaywlvstqvgjdfgvaqijiq,WA,1-604-532-5809,United States of America,O,oblwnpxxqxgssnotyabhydxxaf,LAJKXA,OOAJDQYMG,4.0,Ryzydioywcam,M,87.0,655.0,Valassis Communications,1.0,1881401.0
Zop13400,Zopfbkbssibr,Saskatchewan,1-532-039-7354,United States of America,R,Ziaukga,hxgiakwax,votlfjawbcasrmpzeikhgihhlqsllsywgemxnxezzyslrthqbpivlgiavafrhjobihcijeelfna,3.0,Ilbyglsxelrvbgjqvhi,M,3.0,482.0,AMC Entertainment,4.0,245470.0
GLJ13401,GLJAGOOLAEWAFEKTAMQQVKOIHO,Saskatchewan,1-646-023-5699,United States of America,O,hdtdjmwfroklyxfl,ODYWPWJAGUZR,yiexiygyzvtmpmxddnwnv,4.0,Skpsozqpxlmluklvessltsgkvqj,M,13.0,717.0,Motorola,,152152.0
FYF13402,FYFTQMGMGOOWWMTHFBGTBDM,MS,1-164-229-5432,Canada,O,Htvvjlrvefoayzetytelcge,Bhgeqldm,,2.0,vkfcgnfkahhupztecdxwqgwidntlnhhcqkmqpueivleucc,U,92.0,655.0,Capital One Financial,8.0,
Jmi13403,Jmihumtmtaavzyba,Alberta,1-719-532-9288,United States of America,O,tfbfbjbmsmgcwtqwpshcjnyoahqinf,Qitpmrtey,jdnadafgl,2.0,Ebchfglxlpucxajxsauzaudyvtjgrunyepawphbtplebdgjvxsveacnevxagepnosxtfszxmkfvcx,U,28.0,429.0,Fidelity National Financial,0.0,841653.0
Atb13404,Atbzf,RI,,Canada,O,OAOVRBDTRQUKFT,upfhfefybatk,Keznkuizulukwjuftqflikcoxvxm,3.0,HJKQLONZSISONGUVLJO,W,47.0,398.0,KAR Holdings,10.0,3448653.0
Eyr13405,Eyrsfwxzrbiggoxad,NE,1-157-946-1584,United States of America,R,kbtrvdto,Uwecartthmv,alcfru,5.0,Snpmayukhkfzusu,D,79.0,803.0,Manpower,0.0,2162717.0
Iih13406,Iihbjnnfxdtarey,CA,1-618-434-9274,United States of America,O,RMPHWSYDUPQVJSOZYFUDUKERJOPPLK,Isswoec,Faugitjpd,1.0,Kmcfcefetdnvsdepil,M,76.0,792.0,Smurfit-Stone Container,6.0,3952132.0
Knm13407,Knmpomiobnpg,CO,1-970-109-2998,United States of America,O,Iilyxvbwwoacilwqnbdtuipgve,Iydrs,CUYEHHDPZALEGFGGNEQFFRLKDHVMQUPTWJNBXRCHPUGLGLWYNWAQSWTIZQGNDCRZMDPCXYJPY,2.0,FEWZDLYWELCJFSBLPKJVDJHNJGGXNEPMDKHABECLWZJSDPIGQDOTSQMS,M,45.0,653.0,Dole Food,3.0,
Azh13408,Azhfazkuje,WA,1-531-787-8427,United States of America,R,JISGENURAGYRJQOJSWPOIH,FBAKDLF,AZHLWBLQIRAVOSAVDSEWSXJLRICTGSTYAOLKKHWYGDPULOONVKXNVYDNBTSCKMWUAMVVF,0.0,xioko,S,51.0,785.0,NVR,6.0,3152909.0
KJK13409,KJKPEXOVMJTPNRSL,IN,1-160-193-8577,United States of America,O,Rxgftnliflctf,IBHVZ,Bexqwpnhwf,1.0,NDLPYIPROMKUHOVPZBGZNJPGYRW,W,93.0,761.0,AMR,2.0,2323724.0
Kgy13410,Kgyhataota,ND,1-799-089-8076,,R,jfmxsnou,tnicjxwtc,WGDAE,4.0,GWLCFRZYFNFJTZLEWIUNHWPJL,S,40.0,735.0,A.O. Smith,10.0,3444615.0
Lbo13411,Lbokrorasezzwayyqredetmwkfg,NJ,,United States of America,,Fxnyrlcxhehmqedprhu,FFXESDNGRMZ,Wxugjoashygcgbstzdn,4.0,Ajwralaodooseuyvhdwczpbfutet,D,57.0,636.0,EOG Resources,8.0,2157760.0
Ohs13412,Ohsfx,AR,1-609-039-1034,United States of America,O,Neowtbqmvoousomdjfwurbjthxl,Ubauiwvpwwi,Bjyenqjkkkjstwykwiquvbttchetrbncnqobigdagauryrfhzpqadycoursrlzgatlbds,3.0,Igfuoiqqdwdbmrfkywtnkpmmzkwxohnvqbnpgfyutikmg,M,59.0,704.0,Emerson Electric,2.0,2626950.0
JNP13413,JNPTQLCWWDKCJJZAAVUGSV,GA,1-870-031-6697,United States of America,O,tuigehzfmilpxyiniws,Bivyebbb,Tcrnmhwaszkzxxqnohgszxxvocpwwj,2.0,HTVCYTSLRTMBGFOLDYFGMEFIMVDGUEDBVBVWIWEOHDLVKOBJYQCMFSMTKIYOEOIWN,S,67.0,500.0,FirstEnergy,,1965855.0
HFW13414,HFWJUQGYWTZWPMSCPTOFZJREBT,MT,1-711-748-0815,United States of America,O,Tsujug,UMLXV,Wxjvhktixycccvjtuqhtpacrreksszwiwcnwjukhrclytwzmmhzxqftvbplkuxtvvisuwutdkjlua,0.0,bjnkdigxsivflzmbxfezerbwuscyqjajfcvrfxpsrsygkayxddqiheubqiuxzuhurxqd,M,31.0,343.0,Vulcan Materials,10.0,1011053.0
gta13415,gtagduovowff,UT,1-076-910-4384,United States of America,,PYAVFKG,NGEVQULUZ,pqrzssn,1.0,Hlpeogtserxgfubavdoihwyepfgjwr,M,84.0,304.0,AnnTaylor Stores,4.0,1126425.0
prc13416,prcneoggghmopeyldmayrh,MT,1-693-431-7315,United States of America,O,VSHZLPVSLKAITUK,Xaldqso,Fqajcgzonoerwjwkytmhbnpauixtjfxobrjeosrurorlhoherfrapohnehdrvsanpsfypgygebunty,2.0,Pkxzxnpmivtpxexcjlbougcddputcjlzgufvbqnejpajcngrkvmnvhujjchxxdlgklggpn,S,79.0,652.0,Baker Hughes,1.0,
MSL13417,MSLGWLKRJJGLJSL,Prince Edward Island,1-989-570-9954,United States of America,O,Fmhmqg,EHNWUQLJM,,5.0,GXYLWIAPWKLWPZPEHZNMUAMIUDSNMDUWWLREJGPFSXTWYHRJNGLJQGEB,M,28.0,748.0,Packaging Corp. of America,3.0,3677625.0
Tqo13418,Tqoejabxkeoxggrpszlpbsmifbbwqu,Saskatchewan,1-297-207-8118,United States of America,O,PYJPH,Qtdlfu,MECKGKPWQZFSTMTALDPEKYEGCBQRVWDNIGNBLWLNUREXQBUQWBIEHC,1.0,PNJOVPJMXVGQCGUFWGLQPKFUYONSNJHSXUDMNWEQNBSTAUGBET,S,58.0,541.0,,7.0,2552839.0
Cey13419,Ceyfudj,AL,1-388-290-8649,United States of America,O,Zdydetiuivjpussalfsp,TKAIT,aypkniyclqcvgxkgsepssukvyjqmwthssnbiauehrdzvrbzvulbudabfsgzp,5.0,BRZMBMORCGZSEKEVDMEVIBBZENBZGUSUJ,M,98.0,484.0,Avery Dennison,7.0,3065927.0
Srg13420,Srgilgorzijqtel,CO,1-967-807-8632,,R,CSGMCLDMXVQDFHYIOMZCNHOO,Maqvwsjlyel,Tcjpbdioyemfvhpkdaefwkakcpzjqqgirdwdgkccbprploxpnuo,5.0,Lbymsrogoguwjvafxosczkavdhvksfuvkhhtpzqntqgrhwywimmkihikbddwqxlbuafeqxhe,D,80.0,368.0,Wisconsin Energy,2.0,2895331.0
Hks13421,Hkstuliil,ID,1-861-295-0096,United States of America,O,qctudci,Smxopeneo,Sttgqyludzqdsmjoekioxdvjfirdlurwospvjmwjtihtfautydozewesxi,4.0,lnjwzopwhtfhjpgowyibvyukqgjbkjcklurwmb,U,11.0,411.0,Spartan Stores,8.0,1408826.0
UST13422,USTOFAXAJPTLDQXCAFASVN,MD,1-335-283-3406,United States of America,R,Dsaeagxm,MZVVUZ,Gpcrjwbgfxyccdbqybspdgmyhlkbjdtsmsjklyexbbeubwdivcvwlxhduaschpatejcy,0.0,Pzkmuikejpiahltuaohfhjumfkbinkvrqugiwofkwygd,S,63.0,554.0,RPM International,8.0,3131250.0
KLY13423,KLYVMJIEKGHR,WV,1-170-534-0918,Canada,R,Yeriwjxatamiahhlpfwscforyrqcn,ICJISWALFKDS,HNGJHRHTGDKJOAPVMBNLRGDADYURLJUSRXRDRIIRBTLAQZPHCBQPPQPMUN,4.0,vepptpyistjprnmdrqrml,U,60.0,739.0,Henry Schein,9.0,2235242.0
CYX13424,CYXAZW,RI,1-001-537-4016,Canada,O,wqspjuvwj,Rhvycl,Vaedetvylddjykrskwunbygqqcuewhudswexltnunmtacmcneuflveflectqquaowuztrfyb,5.0,Fgxpvitdakmcuke,W,70.0,651.0,Nacco Industries,1.0,486589.0
qtl13425,qtlyfqaefl,FL,1-397-619-7234,United States of America,O,Chtoctbqbvg,,Asncqdubcjwxblxpiycshouffhoruwcbcorpydgrcusitgpsaqudbemmb,,Xbmegbjvkmsogxpvjyulrbiebrlpndtvhhjwlhkkgjxmztwg,M,7.0,447.0,Publix Super Markets,0.0,1866492.0
ZQE13426,ZQEAQU,MN,1-529-272-2423,United States of America,O,Jynovcpyt,qimevbixnqef,vsqjkmgdjwoebgbocogurl,2.0,ldvvyxqoapsgntlftpteqcbii,D,50.0,833.0,Interpublic Group,10.0,3448699.0
jid13427,jidjtyifchwezuzjifciijrgkm,GA,1-326-090-5395,United States of America,O,ULQPOHSUSLTKGYDJJCCYFKXX,Gsnnxcvitu,HZQRHKOMAEOARVJHWGASHDTEGAEYCQDIKOADBAAYMPDTTESDJFEJHLLLKDUWFUQWHWFKFHAPQUMYA,3.0,AVTCQBO,U,13.0,727.0,Southern,0.0,707707.0
VPC13428,VPCTJSWWSVVBLP,CT,1-860-217-2112,Canada,O,TOBOA,Npgog,axyckhmtjpwvnwgdykkqoaozsuhpcfrfavrropvqbhfmrpssvuxjpuafeuhardsyitjbmywtnf,3.0,TQJLPZQDF,M,62.0,760.0,MetLife,10.0,3812236.0
TFJ13429,TFJMKHOXFMZ,NY,1-212-775-9379,United States of America,U,Mfcicgzqkdtylpygfvtweewna,Dgollrsgbfl,OSFNSVKWNQMTQLV,0.0,,U,52.0,309.0,Flowers Foods,3.0,3822989.0
dfb13430,dfbeunqwmmjyvbdtktucnoalwtjydh,NM,,United States of America,O,jbolabxkeykcihfgfuiac,Lukqq,Yrhptjmvcbgbwpmizekeshrkfadeirqxjdxqfuuwvucpedwnsabelevvzpsqoijgexibnydbza,1.0,Lbvnldsiwjdafjjbqxbdwkakfexhbdackltlbadkihdf,M,84.0,811.0,Celanese,1.0,3702672.0
szv13431,szvubfaevmjmoobjrwxtmbhcctdxq,MA,1-630-259-2524,United States of America,U,Axbbdbltdpirjwssnmeejhzflbrmm,Wybjb,Apbgdbqlpchvhedomzpepndsnqgmcgmojgmivlnqjtpabpoqktezrzfv,4.0,Mgthsznmbozkxmxamwkyocltpbwjbabcalxwwyhmhtijtwvfkjesfmlnwyzubrgkuaku,M,63.0,671.0,Neiman Marcus,3.0,3491822.0
Nqn13432,Nqnzgya,PA,1-703-607-6123,United States of America,U,Rilxtejkuxl,Wsmxsayflwns,Vzqwlkajudiuhjvgjrhlxcakbucoonmtnqfkcaafwhffxgvtu,2.0,IXMGGSQKNFWCCBOVXMICHVGTDZ,,98.0,771.0,Wesco International,1.0,598057.0
Kbk13433,Kbkxvetzfadwebatigemaxqsdi,British Columbia,1-712-937-5358,United States of America,O,SKDBLQUZDFYNK,Suzblnial,ZVKRCRIBRJOQUQPZCZMYOEWHIWQNBPND,1.0,Vklpuogtzmktfetlwwgodmyk,M,54.0,801.0,United Technologies,6.0,3698115.0
nxv13434,nxvenwawaqnqkkugfohrzhe,CA,1-131-342-4998,United States of America,U,KBYHBRZXNBVSIQQUEKEZDMQ,NIJTHUMEM,orjamuffjsberigbctzuepbtmhtosajzi,5.0,Zjdbvfvujhpacivzwtjquzcwogkb,M,54.0,445.0,Hovnanian Enterprises,1.0,3967662.0
QBZ13435,QBZCVY,TX,1-184-197-2194,Canada,,WKZXWAARXATTOIJPOLPYSJ,WMLNBTOOA,Vnmuvgoucceopopcjmfcakuhgfksksvempllbywoiiqmkcwnhqenccafmngzkcdgrfylyxqqwjyiaqh,2.0,Ctpcbblibhxhetdwhhhnxruiauoopltnej,W,,518.0,URS,9.0,301398.0
NYZ13436,NYZJRYNTTKVULXLKLYR,AZ,1-633-405-2644,United States of America,U,MYAJNTKGA,Bhkxnhj,Zajkqsjjfgdascjyuqcx,3.0,OGUVLCSUQYRIEEGSKWBVVVMEJHDDXMBSZZZDLPERHGWAYMTSAVBLTJTUNDJPQVMJGSOOJ,U,41.0,349.0,Landstar System,1.0,2637018.0
IPW13437,IPWSHJOCNBFGAGLEIITWECYXR,FL,1-342-711-3090,United States of America,R,Tehrlmsbinrcyuxjvufkeetifejc,Fiynyliewa,Drrfxhjkcjhjeagzhptczjlrxtghtpvgdluvljdmeqfrqqsimidyvtcsrfiafcwvji,0.0,UCJKRRFPVTLEQNYUBJCFMLTNUE,U,10.0,473.0,Danaher,7.0,2295132.0
Coe13438,Coedkbbchfejgjayxzsrvyerfu,OR,1-320-699-7650,United States of America,O,zygjxvjpboazrihtcevhvgo,Wkvjbknw,Zysfkfvycclegmocqyfqprytbomxwom,3.0,Wrgizjiksjbksnazhwjohyhvcsucnsulxrmwltkveieaalvldqppbpp,S,58.0,507.0,Maxim Integrated Products,9.0,598436.0
azn13439,aznyabjymtdyiz,TN,1-462-078-1849,,O,hiacabdvyvtjyzpdacz,axnqbea,Vgkcxnkorfwoofbtgcgiuqwxdpigmiucsveehoccnhmfb,4.0,Kqnwsdbtvjfbi,M,83.0,479.0,Vornado Realty Trust,3.0,3057888.0
CMI13440,CMINTENTOLEJDU,MN,1-928-999-6405,United States of America,O,Iqjvsyxqdopnhyawocixvroyvau,FKYDD,BWLRXWDXMKKQKBCAXWKPRXWJHTQCFDUJHA,0.0,Scnsaxdcdxyhukqtargizctyvoqmamwvdmekmqlcogoqv,M,24.0,646.0,Mutual of America Life,4.0,2289608.0
ncu13441,ncupvrchwdbgainzwanbglivzhd,IN,1-510-554-3465,United States of America,O,Kkitoreosoj,iwlaodxw,Kwvrsfgm,3.0,CUMCHCGGYMXOKONDSNJVFZVGRBPIUGZIIUXHBHRCIAVPD,,,550.0,,4.0,3970770.0
Ivg13442,Ivgzjpnfnt,CT,1-504-774-7073,Canada,O,FVSTS,QSVCOEQZQDA,raltrsglclkwafyffqrhjobtzowgwifefblcdytfjnltwoixtoswxatooahxehaqkrevans,2.0,JMBKGAEDZAVRKDGKXINOKAPSKFKOQDLKDGPQHFXWOIVTLSIEYAEYMU,M,32.0,631.0,Nucor,10.0,1511924.0
SJJ13443,SJJWKKGKZPWETULFUJXXULBRDECWUW,UT,1-014-919-1324,United States of America,O,Afththmvhtdgmfqouprimfffi,wplswe,Sqmmxufctfwxflcozkisasouglilcbyexgfoyhagandrzsujbgxlnhszhjotnugecnkwdsulhvkg,1.0,ivgbdeofhtvnbmjozgjdeqtkrlj,S,25.0,833.0,HealthSouth,8.0,2906143.0
ngl13444,nglppljxomsfxgxstzrixrehhjccas,UT,1-705-544-0667,United States of America,O,npblyjlkwxj,cycfngceol,Jevxiyatkmcwoftuhkkhptsobztmbiozpgzwnuafmaaatkxdtzezusjzhalpmazkjhaggcxcebjwbbu,2.0,Ueeocpaxzkuylyqtlrpsevvbibsaotgfvsxculmqdbumaabi,U,32.0,505.0,A.O. Smith,9.0,2327430.0
Bcm13445,Bcmeefj,NH,1-478-984-2218,United States of America,O,EULRUKAZDBUNUXJCQMWINV,,Cptkxrmgynmdyrybsrtnvariuedgfuiheqqjlgthheldarcdlrhri,,UHOOIEOJXBMRPAOJBJLOKFMMMTDIBSWXEPYPQQPJJZAQCGPOLLGMPIJQDQVNOIHJVKJZSFHWMSBPU,M,43.0,543.0,Reliance Steel & Aluminum,0.0,1557527.0
Ovd13446,Ovdjhzjevtxhxh,MD,1-788-269-9102,United States of America,O,Xjtoveddqkl,nilnirczrje,Qhzseirejvtbewwathsjcvwlkcnhjmyviypwlrjfflshfbuotqvxggrgcfggdjmecsiqw,5.0,Fesicgggxdzhhiwvcupjuezdawyynnuywypursfrnooyeasezrtx,M,33.0,394.0,Pioneer Natural Resources,1.0,222067.0
HIE13447,HIEUIAAYMEXBEKIWTSLOB,TN,1-374-484-1176,Canada,O,ytaxipffmhgrdhyobvga,hszvu,Avztdzqajarqaqogorwjotrfvcmdgzwlqwejdujdjprlobepuighifppjadbtaotqfwjwegsp,4.0,saesneakdleikbusmmoozhpbuctrxkgtgt,U,5.0,615.0,ITT,0.0,2595162.0
Rhd13448,Rhdfa,WV,1-002-355-1726,United States of America,O,qfngmmqoazxzkrqpgimqbvxxtumnc,FVCXHPAI,Zcydmwytilswludtjtnzfvcoemtakptccgxohhtxebumhisqdybzkovgytyrmkfmwdpn,5.0,Ptqrlailsdtjtygbhuseebcxeyfmttuafcfweyrqhqdbv,S,70.0,,Markel,5.0,1158457.0
Vcx13449,Vcxljuwzgrhfdisuonmlvpino,British Columbia,1-318-816-6959,United States of America,O,yqkcbrukdklwdeka,TAKSF,xvgbhzqzbjgheecfw,1.0,zcjafzrbyhpayhaylgypwadicicnrfsovgksdebnudcoqylxz,M,36.0,498.0,Autodesk,8.0,1563046.0
PII13450,PIIWHOUU,AR,1-542-369-7662,Canada,O,vlfafgxuibycv,Odpdr,Lojbegbklyiyptobkyqusquhrpvmqowqiyvlaheotmomwqgiydmbtdoerqkdzwkaeevtqc,1.0,Iapwqqdzapq,S,76.0,457.0,Sanmina-SCI,,3920394.0
Ddm13451,Ddmqvvmiauklwdwrhiegcjlbd,PA,1-688-437-0856,United States of America,O,Nkqoaundbgdmnglgmbvrtn,pwdevenldzlm,Ettbreerdmyytsmubqbadtivpvdhocu,1.0,Avbkdaeafgnvcvsydlwgivlzbuptjtgjkqvcmpejaodkrekxnsdpwzvbbhvnaaynjmatijx,M,67.0,543.0,Lam Research,10.0,454249.0
hch13452,hchgjtkhmeqadbhx,ND,1-385-994-7972,United States of America,R,HRKZECYHIFIFQFKMJNBS,Tzxqqkktgevs,Mvljrtwlllfajfndegvdvfzcods,4.0,,,88.0,685.0,,2.0,663834.0
JRK13453,JRKTUDOPXCZUUIHDAMDDPSK,PA,1-358-691-6605,United States of America,O,Ihqoqvitrcvsohh,LFITTBW,,0.0,Ohpxcqtiluxcyjouscdasurgxblwclylhiqciecsbumpplomgmackvkwlsmniqfexqzolwrlpan,S,95.0,453.0,Enersys,2.0,416618.0
fjh13454,fjhhsa,NH,1-173-080-2680,United States of America,R,Wrayfnsnui,ROGPW,Fcnirnkfblcxkxzrjbjvzgsiwfflm,,Zdezocstixxswfqhgqwbianpgtwdobatppjhkqfnozkidwlcltqkvii,W,22.0,571.0,Unified Grocers,4.0,663678.0
Pdd13455,Pddadbeckwmrlqdhahsgwzbqquxu,MA,1-842-716-1253,United States of America,O,Xabnbynxninbx,Ttdurdlplcd,Ncejmxwsmjdwtgghtwuduthvxftewjwwdyurkberayyplspoichdqofxmilfhcmrm,3.0,Idbglonzmxevrexnxccrgjxvlsrlsxtymcnz,M,85.0,833.0,Warner Music Group,9.0,815814.0
Ubm13456,Ubmjilzq,AL,1-740-513-2725,United States of America,O,Gobytalulvhubhwzgrotcwmd,jvqmw,rqcoipinaezcmsfrrieqxebvvaojt,1.0,seqamuapqhpfkbpdysceaxabrrnybpoyijkxqjowhfflujkvcaydsacj,M,53.0,722.0,Cephalon,8.0,1728168.0
jvk13457,jvktenfn,MN,1-433-707-3224,Canada,R,lelfzfqkscndumrrhjcxs,ndpah,Rcdmzdjbsfdfjoryqbodffqsddpxj,,,M,10.0,687.0,Kansas City Southern,2.0,52670.0
Ugp13458,Ugpfzbohxhjqlvxhaphnqmusd,DC,1-242-204-6374,Canada,R,NROVRUOPGMHJYMKHDWEJTNAEUN,ZZNJDGYIKD,CUNNFGQFACBJAPMKJCSNZNWZTOEEVJINBWTELNWJKHMIHQPEVIODPKTXLWDUFVHXTLJPWWEAOB,0.0,TWNTMXAELZQUOCQGWJHBAOCITKEDDXNXGTVUDVRVXIKDEHBXPIJHESPQPOKKZMLCAP,M,16.0,690.0,Hexion Specialty Chemicals,7.0,3263655.0
Ivt13459,Ivtuyvtpehfocquyumpgo,MS,1-015-160-5580,United States of America,O,Clzfkihugzfdldmqvvixnpdbhnjt,Xmttgwxwb,Wptsktkfkeamyxalwiphjpuyhtpvaoraaywlrxnrwprdoxwbirwwcnetxbxrynmz,1.0,CWGYUZXEHSOWLXRWKYPBPYSKUMRQOSFAMVFDSLJFBQLSIXRO,M,,647.0,SanDisk,2.0,508888.0
APE13460,APEXRFQQF,KS,1-704-943-0689,Canada,O,Hmbxxtznfjdvub,Vlkzphdxyec,AYABPVBGNAOYZLJLGIEQDGENEWFULOVOWSCXLWLNBDLOGKNHJWWLGWONXWKKQDZJUMWPBMEIAOM,1.0,XQATJAYANKZECDDIQSNOANGWWRCUYKTDPCVZBIGDPSRHTWXGASJUMDBXHUC,M,22.0,548.0,Sealed Air,2.0,280461.0
Oti13461,Otidgfoorutmwrlbmshahjontyod,HI,1-556-434-4034,United States of America,R,Jwkecsskyytzbxeojmuefcdvcm,Fvweshcwpxxk,luvsbmegaaqmywpjdjhhczuvukcpgtrneiuhonivitn,3.0,TTIONHOGYOWFUMDBXGVCTNPZTXXGBOABMGIKTZUVDWRKZKHKRLYTETVDYS,S,57.0,849.0,Office Depot,7.0,1265398.0
EOT13462,EOTAGKXQGHRTGMZNTCY,ND,1-837-151-9912,United States of America,R,KGZGKCXMDQVJAZUECYZPSU,Ffegtheqbp,zibxqfmsisiyebvtrutfcoybfyqcjtxedjeqtnmwa,4.0,rtmokkglksmppmaxrozeckccobjgpfsxndfyrqzojhguhptdedppwfavafmwomdhaq,M,10.0,,Questar,4.0,3820275.0
Rvl13463,Rvlcyoyya,NY,1-149-598-8491,United States of America,R,qjydtbrmytzdxdk,uizvyewnejs,nxedtrjignhvdshcidho,4.0,bonwurclgcqecqweixwwmuupgnqgfebkpgpbqhjpcisrdys,M,32.0,778.0,Levi Strauss,1.0,1873597.0
AHG13464,AHGPCY,AK,1-036-971-0352,United States of America,O,SEOEUQJHWJKUMCONIGTQKQRJONBHV,fwkochmo,Fmscgjygbqrlrtecziesdycdcdgsqgatidnprbwzeagfeykxjfxzeijktuu,4.0,acdexsbrvjxrlcfdsteoeanbly,M,54.0,359.0,Chesapeake Energy,2.0,575291.0
OOX13465,OOXJUCGVHDUQRVQ,CO,1-697-829-7072,United States of America,O,sgogylovirgbxqoqbwjxy,shervv,Ywefvlylgucwebfvfqzsipspahnewbrxdidtoxgkynswxgjrbowzyqclytngqgndhgktfdnychlycbg,1.0,HYELVSAFTBVDXEZUMRJIRWCQOFDVIGEYXJZKWUFFORKDUFBQY,,70.0,591.0,Starbucks,7.0,3767157.0
SSU13466,SSUHTUHREECIVCVOIJNAMIPWZGPZM,NV,1-216-988-5304,Canada,O,Oxegmyjchdxl,,WEEJFNXTVJETCTVWPARWBIFFCMQFPGAEBIKTOBGUMWHXFTKOJIRJBHHTWEXBTGFRVSU,2.0,,M,71.0,,Xerox,4.0,538962.0
bid13467,bidlggpdse,TX,1-256-106-4282,United States of America,O,UVHAAAWBRANI,,Evvgqdqlvmdyejrflnwksgiogmc,0.0,SXZTCDGBCIFFRTHVFWWWCJSWXFLMVCKEKWZSCVTKKBCNDMWOYXCBQN,D,75.0,458.0,Textron,9.0,1961830.0
Wnm13468,Wnmifqajhorbgbrkbjrvitamd,Alberta,1-096-718-5768,United States of America,O,Gyryyzohlhftzupyejyhd,RZQZSOW,MVYCOBWWLUYNNHISTCBNVFKCZWDUNXRFCKMDIEFJ,0.0,Omdijmkggcgyyjxaojizvdrrapiganfercrqagbpnvvssqrbmfnvhcwfeg,M,53.0,301.0,,2.0,2415608.0
Xtf13469,Xtfkjg,CA,1-722-764-8131,United States of America,U,yfndubpiqtgnyygxgih,VFIGH,fseokrxaudfbitpgrfplvpehacxaytuktfucscoccquainxtrpqkktajfgybnbnjtxpgspiimoclaru,0.0,Xeckuetdcbnzdell,S,9.0,655.0,National Fuel Gas,0.0,3943144.0
KIC13470,KICSFLWEJUOVPLUZ,GA,1-424-631-4720,United States of America,O,vwaxixokoyogd,DUUAKXTSJXXT,FXEYMDDOJDIHEVKKSICEPRQMIKXAWEAYMONEWLMHZLJYPAXKDMRKABEPABISAOHDQYHNZUG,5.0,ikhmkdvjrwgksnyfkwwfajchptaxiljulsffiyswlvvgwgcjowl,M,63.0,525.0,Express Scripts,4.0,737530.0
Jex13471,Jexeyuurmblwciiy,ID,1-267-551-2342,United States of America,O,OJMVCVDANIEQRAVKZKQIEJ,QLUCWCKGOIJ,WXEJZIIDOWDOMHXLFWSGFBDAZITPOSHOUMGLKNFBGBPWWR,2.0,hupiquikinvsrmgjngyjvjnqmajlxpkthpygoqhqiccvxuqtbetwxznrrbujkjojxpgmhi,D,69.0,606.0,Fidelity National Information,,1998384.0
yfz13472,yfzslslqjljliieouudspx,ID,1-847-816-0514,,O,Umnzjlbfbqyqqhfosapclsmfax,GSGHOJSP,EEBYAWKQKD,0.0,Etrxcgyvoxgydfvprrltpvqoibnxh,W,97.0,772.0,J.P. Morgan Chase & Co.,4.0,
UKP13473,UKPVIZDGEVBDKMSAD,AK,,United States of America,O,Kjblmsx,Xkinwjceqm,ZYEZIAWPLGPPXDQNTPAJNWRJWXKJXRUSEQFDKFEJJTIHVKQHSJBTTHGCPQS,3.0,XJGFSJMYNQWETSDHHLVULYSGGDSWFYMVFXFGCFGRIGKSNEKGVQTLDENPMBIJGWN,S,23.0,776.0,Brink's,9.0,1334410.0
Rqa13474,Rqaxowfkgtbps,IN,1-111-736-2325,United States of America,O,JBRAEFLCHGS,Ktvitaiul,Hbybvrjpeedxc,4.0,NIXITKGXMYPXPAAXRRQCUPVSAQZOCH,S,81.0,655.0,Lender Processing Services,2.0,3738739.0
