prospect_nmbrcrdtcrds,prospect_ncm,prospect_wnrrntflg,prospect_ntwrth,prospect_gndr,prospect_ddrssln1,prospect_nmbrchldrn,prospect_gncd,prospect_frstnm,prospect_nmbrcrs,prospect_g,prospect_mrtlstts,prospect_cntr,prospect_pstlcd,prospect_lstnm,prospect_ddrssln2,prospect_ct,prospect_mddlntl,prospect_mplr,prospect_crdtrtng,prospect_stt,prospect_phn
2.0,367167.0,O,717020.0,,Kmhwjlsbewgu,,Nyt13823,ACSLFVWJANRNEFPDLI,4.0,30.0,U,United States of America,RIKYMXZRQME,Nyttrmyxxpplodizabrogbhvbrdv,knbzjqdofdecaqyittcpsgifcuuqiibchqslcugkxbqywsgxhzsbmqjcsbnxxuaphxffi,Evansville,C,Ameren,709.0,ND,1-061-919-7471
9.0,265668.0,O,1060777.0,,Wlznonklgnmnxqaxv,3.0,Guw13824,DQKEJCVDRFVNEUBB,4.0,51.0,S,United States of America,EBCDSU,Guwfiqhyahvpgpoyncziap,dpqiptgwqtlporzvcjjksxumstxtubkljpvum,Newport News,n,Regions Financial,338.0,OR,1-638-160-3547
10.0,441990.0,O,2252866.0,,Khewfjzejpeueuwzedzabowozjeybdvtgbwzctqghqixbjlaeuvrykzb,2.0,Rsc13825,Afrzmasvhdn,4.0,46.0,M,United States of America,EZMVD,Rsczsdqxob,rchbxxmlrjqlmdihudhqxofafwyxkiqpaxuyptiyhhnpjbubohkoyvvwospriifoxgagdvjgo,Denver,,Universal Forest Products,414.0,NH,1-046-464-0732
2.0,269907.0,O,3347564.0,m,pzwmpkambfbxsw,2.0,Kli13826,Jugunjqnccigcnvxqahsjym,2.0,41.0,W,United States of America,NOEJZWTNFAWI,Klizovvpmhckrkszjalthzqrian,JECDZPLSWKZDYWEPISWNGXOYVRMCGBV,Mesa,t,Airtran Holdings,320.0,RI,1-267-415-6372
10.0,266270.0,O,2137206.0,m,Fywvkxinucfsuwhtdjucgfxgudcwqjzcnxvfdexuphltkiehpdqpiagpaaexua,,FLM13827,Sbtnx,1.0,86.0,M,United States of America,Uqxsiqwlwk,FLMFZOPGOHYQMHGJQUXEGT,Ystqiawvevkn,Columbia,,AK Steel Holding,695.0,NV,1-542-620-9069
7.0,149569.0,O,2154213.0,m,Mwctegcygowrwirozgapsorhvmjwtxruhxomgy,2.0,Zpa13828,Dammooesphcd,5.0,95.0,U,United States of America,THTOEWBSWZH,Zpaudirvejcbalarniunqful,cbmfrsh,Sandy,,Omnicom Group,698.0,RI,1-370-137-9153
5.0,481941.0,O,2053631.0,,Jgvazspkynzkpiotzhncyiglelztwzemebttqonfhydcskcuhpxkpjkyym,,Yhd13829,Pkynrvhybdfedkivcjrwag,0.0,,M,United States of America,Atkma,Yhduecmikhrecxtjdviuprmwpcmpe,triwdnzrhoasiggkingedlydesazcklhjtpwngeetljmzhfjforjbrbxc,Regina,,SunGard Data Systems,370.0,British Columbia,1-807-711-6468
3.0,477016.0,O,738924.0,,jnjsakhekhtkfabga,2.0,TTJ13830,nrbjshgxucdwvdr,1.0,40.0,U,United States of America,dqxma,TTJDRCXLUA,OLZXOITRNGJRNUSPPJXUUMHMAPGZCMLKWCQBRFXQSSYBBKMXPUEXWEHQKSLAZNDNHXTKUUJ,Macon,f,Hanesbrands,687.0,ME,1-435-878-0215
7.0,48842.0,U,475396.0,F,WGBSLAMHJXBCDECWUJGXJZQNAETKOZJGMMLLWHTBTTHRNDYONZMHTQDZKTF,4.0,CYJ13831,HGCFNDKXDFKSZCOATUDVER,2.0,82.0,M,United States of America,Xxngzuzu,CYJPKLIWHEEHKVUSAPXDSPNWHAUTJU,ZVOCBTPSKTZJNDWRLCSUBDQNLTWTKTGNDTJRNLWFMPJXXLRYXOUQUMJCLRXEGSWBTL,West Valley,X,Radian Group,449.0,AL,1-777-865-4245
8.0,174921.0,O,3618242.0,,BDFCQFUEYKXSEAGRXNZOZXV,5.0,rqj13832,Artgswfrtvgklore,3.0,99.0,M,United States of America,Jfquge,rqjzpjfemjblqsnmmgrusfmomzszo,Foilnojtcvdumdqokdczgwpmegjfokcptkigmokouleomxhwnwwvfgmusmuoyv,San Bernardino,,Pepsi Bottling,731.0,LA,1-482-720-1684
6.0,423174.0,U,1351204.0,,,3.0,SEK13833,DNGEIVWOXBQCOJQLFWMLDHEFJM,1.0,27.0,D,,Hzvcmlhraihq,SEKXCYSGWGMIPCJABBLIXCYIH,yixdcqdssiokwxwxxdnuttxrpjwcjjpnqepcicbquouzcudxmokc,Hilo,,Eaton,660.0,British Columbia,1-643-281-6008
9.0,476259.0,O,2728930.0,M,Ocwweyaubqruhlfpbtfbfxabzjsimihmsm,0.0,ror13834,Owvdcumzwffodilgk,4.0,11.0,U,United States of America,IVWPBALYCKCD,rorzn,Wakglwleindrxmzloqvufvpezblsoiifmfkntogmknzglz,Fort Lauderdale,c,Target,543.0,TN,1-968-519-8711
2.0,216855.0,O,197107.0,m,FPTDWLBSYTSBKEZAGWLORLLMQFWLSKGBHABXCSVLNJIDNTCUELCZYMAFOJTXRSYTLZVUSLEKBYS,5.0,Hvi13835,Khkeqswi,4.0,27.0,U,Canada,Vhkzgtw,Hviijurashxsc,Nohnbpevofnwhnos,Santa Ana,z,Mohawk Industries,477.0,FL,1-513-165-5946
0.0,221539.0,R,1689877.0,F,Mvbncwlwtfhlrijpmkcnllorxgt,3.0,kre13836,Dytgzxpmvgspsfakvbhhnivsiom,1.0,43.0,U,United States of America,Xhvlxdq,krejxryneciuozhugau,PSLYMRKKPHSYOIJLZNOOPLEXIDJGIYHABZTVGKBIUYH,Bellevue,N,Raytheon,424.0,NM,1-836-797-9818
6.0,440319.0,O,1002443.0,,Cdfmffpgxfarbrhbugsnfptcebiukomqcpfpoqzgdykkpixsqvcschkhxuaolovksffifts,4.0,cdh13837,YITVAHPB,0.0,15.0,W,,,cdhgzjpmlpnpcwmauoqficlwwdyomx,JEVQGFIPJZCKFQROMHIKEVGOKETPLLEUNSELBZJSHLATYGWFKJPIRTOLTHLTAPSQVRER,Las Cruces,h,Kellogg,374.0,CA,1-527-012-6765
2.0,100671.0,O,3043401.0,,Wvchkjrvtmzeufzogljgtuqcfwigvjjddulrydxzdoeorqelanyn,2.0,VFM13838,Lmpqnnuxtzfcwiaedgzblhxaucqgr,0.0,38.0,U,United States of America,lfszgtzz,VFMWGWELUVGVVTHAICWRSL,Cawgclahpkupnoghomkhzdrpdvumodvxtlednbqudmpnqxypsczbjosbxkwd,Evansville,,H.J. Heinz,554.0,ME,1-634-414-2112
3.0,72474.0,R,2424224.0,M,Huddbtstorlncjvzefmhbqnimgoimovxfa,4.0,Vjx13839,FVSIMPPIOEEH,4.0,35.0,M,United States of America,Dmyhtlxkgryh,Vjxnxlhxupqvjy,RYGCIGBWKPJSNFOQHPNXQJ,Sandy,,Plains Exploration,662.0,British Columbia,1-685-331-2884
7.0,424104.0,O,304403.0,,Kksxbkezaoebkifbtaynkmbnzfmbemrhgbneqpe,3.0,Yqx13840,Bjvknuznosvvmzuufrszae,4.0,85.0,S,,lapqg,Yqxntcfwbrfgmuejxhktmgtnoxqmfm,Aummqkkstpnoxeadpvqhdhcjgxvhbukteibplmrtlegjis,Inglewood,,Sanderson Farms,810.0,NM,1-919-961-1235
1.0,30842.0,O,3908546.0,,Axwsetukdkemffgtkqrkrprnetesxexgckttzjdjbvtkluzacrsgyjrnouvxisholbcmvmgofbvre,5.0,Ofo13841,Njnpll,1.0,100.0,D,United States of America,mzdohwkampki,Ofoaieykpebsymbugbiaxt,xyoqhurlhkhqczabozbasiddstabafeihwaawke,Corpus Christi,,American Greetings,757.0,TX,1-418-862-8896
7.0,243780.0,O,2738955.0,m,Cmrhqfbsvunymmsuemenzsefghiwmkqhydhcpczrzianqcta,1.0,HVF13842,BEYLBFQR,3.0,61.0,U,United States of America,Ncaas,HVFJTQL,Ljbzkajiuefnkwwentvrczbzorncbsyrkskoopscx,San Diego,a,Burlington Northern Santa Fe,455.0,RI,1-502-768-2557
4.0,362547.0,U,1836613.0,M,Ogyttcrojcjtiyiweogzjwvdknqrvfkefuyqqmkbipubb,0.0,Srq13843,Iqefupvrfi,2.0,8.0,U,United States of America,Zuinxw,Srqzyzqhgdsqudmntld,AJEUWSSTVEGQZHMHRQKYSZRDZVGXPRNRIJVONMUWORDQODTJSKVFHVKRGEWYL,Salem,W,Chemtura,312.0,NH,1-853-184-4208
3.0,236126.0,O,3596956.0,,NVONGDCLEKTGKWKMCOUWIRMVPXJAXMRFLYXDMRKEXTZZWXWLVEXSXCPBQKDCRYCQXXOUHE,5.0,Aic13844,Gpekihwwtxnizbaoxiqgf,3.0,25.0,D,United States of America,emynkp,Aicrykeonpq,Ttqdigrnuisxwjplqwjqtqirmhrlducwnulksloaazc,Montreal,G,Community Health Systems,685.0,DE,1-124-880-9275
6.0,347120.0,,1353767.0,M,HPOLAUETRUOREXMMCLOLEUMNZBYBIATCKXHLTXETVROSGFV,3.0,nbj13845,Goqysmo,,24.0,U,United States of America,Ulukdtssyec,nbjphiyjwfvrirdgcgyaf,Uxfvxmsohfvutulhcdgttuxbjtodakauoewaukspxvjtkkynufravrdvsakcccjvtgwjkhmmnpy,Brownsville,,Host Hotels & Resorts,830.0,Saskatchewan,1-013-005-7910
9.0,868.0,O,1405776.0,,,2.0,YQB13846,Igatzvrlamrvlpothdwwtlvhy,3.0,86.0,M,United States of America,Vlwiiulj,YQBOTHVIEZBPMHSRNBWIPNIUGG,GNQEGJLUPINZIDROVCGJQRBCIBTYNDAGXLCKSVMESCIQBWLQPYKX,Sioux Falls,,Illinois Tool Works,650.0,OH,
8.0,279200.0,U,2753450.0,,xksfpnfjsrhtqxsbbgdwxgkqjmwxeuiboygyuufjwlrlcprpnmv,4.0,zzx13847,Ummueops,5.0,90.0,D,Canada,vkjudqu,zzxoioncapbgvliorqa,ogkednqfbwsvgopdbxchfxetjsacormqkj,Provo,m,Harman International Ind.,746.0,MA,1-830-331-5327
6.0,175083.0,O,1037493.0,,Tnvdolvutoswlbhdpzr,3.0,Lhq13848,Scydot,3.0,54.0,U,United States of America,TKPNRMWH,Lhqskmrpqdtolrhhrix,uuutehxlmnxxcuqmdsvbsetiryqofsazbuvxbzrpehufftdxru,Vallejo,S,Sovereign Bancorp,623.0,VA,1-420-672-0067
3.0,185027.0,,1404675.0,,,0.0,bml13849,Znjcczoqcvrmfyxxp,4.0,,W,,ctqwitktsk,bmlfbahjzpwjhrafucwq,NHJZAXHEKORMDGPDMLYKBATCXMRWVUERNQRQXSUG,Boston,,Cisco Systems,,AK,1-625-057-4129
6.0,68884.0,O,3311852.0,m,Azhnubnktookhbjvbfztkemvbzfebchpqexsurgrrzombuwocffs,3.0,UVW13850,Iqjssplgreyqhkatmighfh,0.0,58.0,M,United States of America,Gdbvlxt,UVWBTGUFBDYNB,Granpwgaekndfdiecnoitxzdpnwhmwhwimzubgsdadlfucztmduzierfmquqikfquigktp,Billings,I,Universal Health Services,373.0,NH,1-941-600-3256
9.0,124932.0,R,3649479.0,M,gzvrypzjrwxhxaaieulsyyuthvxticnwovtrcqtofmwjny,,agi13851,Xpigxvvt,3.0,80.0,M,United States of America,Plpsnxbodxlq,agiwkveykctr,Mniuwnjotbtpdtbvuipkhtpukxidwrhksukmxxtxdcehstdqbrhcmb,Lafayette,,Union Pacific,771.0,FL,1-895-793-3070
4.0,283248.0,O,1769731.0,,Ycdzsibquuwfvixkxvmfmmntofrulcrqfayzeov,5.0,EZC13852,zzfnfeakfaxomagojyoljvaprbd,3.0,96.0,M,United States of America,Kgqagujbz,EZCGPDCXIFOMAIDL,gndhcwpzsgxxirpovcogwp,Pueblo,L,Michael Foods,420.0,WA,1-851-231-3418
10.0,121012.0,O,2574853.0,f,,1.0,Upg13853,RFLSKHAULGUYGRWAVBSJZNSHL,4.0,45.0,S,United States of America,YBDQIQ,Upgjtmqvrmcesjvmakxxkpej,ilfixcizfhrcqimoavdwns,Baton Rouge,,Universal,841.0,OR,1-253-980-7375
9.0,91635.0,U,3340167.0,,Npszdrtxnstk,5.0,Apu13854,ANVGTYOQCDWTDDKPGANDXATYEUKZQL,4.0,,M,United States of America,kxnbd,Apujdtguoqyjzueerhxjjakbz,,Kitchener,w,Valmont Industries,617.0,SD,1-838-564-1834
5.0,476857.0,R,2520574.0,F,PXEZCYLDTWVOQHAVVSJYRXENUXDJEGPDXDBRQDFWAGHEUMELUVKMBQQHYAGPCDJRVSXLIRTBMNHHJU,3.0,Xlz13855,KQKAQUMETKD,3.0,89.0,D,United States of America,etxysduxiqmi,Xlzhnvawynqitkwjqiqffhyrxrpswe,FLWIECDRQAOLCXKGHUNULVPSSODJGKPZC,Wichita,m,Bio-Rad Laboratories,447.0,RI,1-649-246-2341
5.0,467484.0,O,2385232.0,F,Cyrbauoqwdpcebn,4.0,Seg13856,Iqljhjeubaeaqt,2.0,55.0,D,United States of America,ufukpjqmduba,Segbdutmxolxwij,Ndejsxrcwtdshggldlxokufhqqesbbisuqbbgbdisi,New Haven,,Centex,386.0,ND,1-814-418-1816
2.0,225727.0,O,2817751.0,,Xrwfcfqzdvccojnfpldvcuzekpwkxwiqtloctktmicaagkoabhxgdbwdgiw,4.0,Lox13857,MMRFSGTLXLFANZUGAFBH,1.0,27.0,M,United States of America,CBMBIY,Loxzxpsvaolpdhgjcdrdepp,FJPPWSUZTETJWOC,Durham,m,Micron Technology,742.0,TX,1-392-178-3860
0.0,479617.0,O,2981392.0,,Xridvj,1.0,GYF13858,Veintbihkl,0.0,82.0,U,United States of America,FZZVAKCJRPA,GYFXIHONBNGCFYCWCEDTORJ,Yqeprcaahuzjqgzybeylddors,Santa Clarita,G,Nicor,810.0,MO,1-058-746-3310
3.0,162089.0,O,1902043.0,,Ildfyiiqwfxrggdfoiefosnejhlquhurlecgwwzkjchevzunnbyiqbw,1.0,lko13859,Wnafnusgwn,3.0,32.0,W,United States of America,WJYRS,lkoswphoxztkm,lirsrvflwxqlwgisiaukkiaxnugqnrkjsn,Erie,,Valero Energy,365.0,Prince Edward Island,1-998-309-9141
9.0,256118.0,R,303332.0,,PZUEIWVRWMFKSEDTDDOFMUAIPXVHGNEHSNDUQIMZWDGGNAVATMIUCWIHEMGZV,3.0,Ecd13860,XUONUPSFFCRJYLJNZZWQVFQHQG,5.0,50.0,W,United States of America,rqxkrh,Ecdkotyskgjl,Dfqzcwxnebsybprgkznkzfbxxnwajbesjgfgyltsqywbgggdv,Baltimore,,Synovus Financial Corp.,359.0,AR,1-096-707-6449
8.0,86364.0,U,1108068.0,,lemcwjknpvnoocwuszyjxbjjcwbdzkoarpfemaoqhuxzxyqghoeivqbuqumhyvaujtbrhttohzvw,0.0,Hzt13861,VTPMCVUABLBELLBMOEXYZP,3.0,15.0,M,Canada,Lmfwgosxy,Hztqmvnroiwzevfvnqdvkpnua,MLWJYNDFFJLVVLBQEOVAHJBSLPJTGKEWXIKAHTZBMDUCVQGVKVXQAVSBHINMLV,Warren,,Lender Processing Services,839.0,MA,1-566-853-1558
2.0,366210.0,O,3978527.0,,FBTOZG,5.0,KQZ13862,HQHTEQPRZBOP,0.0,96.0,W,Canada,planhbnsyyf,KQZWBW,,Atlanta,,Citigroup,395.0,VA,1-632-105-7351
,217813.0,O,1666903.0,,Yiwgtnfsgkribdujgssrzlakpquhmlnxiyjwtdzgrq,,mgn13863,Bkcgwwnkelnrznosdejbndujqauqrn,1.0,83.0,M,United States of America,Morxcqzwhw,mgnhovsukqdaolaqsfneswrxiym,WKNWGCIBPNIFONAAGOZYUHIBLOQHJBWHERBZLUWRJCQIQFECMSUXJQITFSSNSQAKOXGSANQEITEOYTP,Mesa,,Ford Motor,810.0,KY,1-002-400-2756
3.0,148898.0,O,1223638.0,F,Kdmuyuxvprroskswkndzn,1.0,Qpf13864,Xmhvlppcdvwuupvbdfpad,1.0,1.0,M,Canada,Snqllswguni,Qpfzjurivbuxmhunhfdkvdkle,Xlwoxpopoqhlumzkx,Lubbock,,CenturyTel,710.0,AZ,1-899-276-1413
4.0,230173.0,O,3394637.0,,Aajsjdsmorngmecckekulpmxtbcojmrgdvcjrtelkpkksdvvcrohofuwfugxsyxwsnxkxbgkafpvqyrp,4.0,tpv13865,Lryrifekamredahyt,5.0,70.0,U,United States of America,rmjjnjosh,tpvwjbto,kwlwuwzlvwtkakvxdfusqzaxwrbltqksectanbthxvycl,Rochester,,McClatchy,432.0,CO,1-844-597-4425
1.0,79053.0,O,1571066.0,,Xztqfiwwdahetasqffgtdspnjsyhqugmwocepqwsxytdaxtfvveewadianmiypqxdqnb,2.0,Cej13866,rjtcjocdfufittfcrdprdqeqkwld,0.0,11.0,W,United States of America,kwvsepchsty,Cejtpksjpgcnyhnieqqc,Rvugieommmsuqadgdkbnvpmxolwbrspzzbjwxxkjnbymonphvzohgqyxzgdulmreasxqtyubt,Santa Clarita,,Huntsman,507.0,MO,1-956-462-2765
0.0,37098.0,O,3258564.0,f,KWKAWGROLTHRCHYHIXTDUUZKBFWSG,5.0,Vsa13867,ABOMMFWWE,1.0,41.0,S,,Alpsomesvi,Vsaottedaxvatwazfnovgnqseglobj,Wiracnlmlsqtcgadgcfmetymwskbwecpmeetw,Sioux Falls,,Williams-Sonoma,317.0,CA,1-532-313-7962
,499224.0,O,1339505.0,,Uqrbtrp,1.0,Ckj13868,bvayshlveuzenvpjhoswc,1.0,76.0,D,Canada,eavjr,Ckjkhungdhk,grjltolwvjydohvqcdphtywxjjgml,Fort Smith,,Liberty Media,532.0,RI,1-317-532-5483
6.0,13542.0,U,3737788.0,m,haxqhgrgiszbmsrxswddhiuznpxebvqvdhyvaurcoyhvsnka,,Hzp13869,vugllrsnnbgbkfygcxqqzuerd,1.0,71.0,W,United States of America,Edkdakiqw,Hzpeio,,Tallahassee,,,756.0,CT,1-668-237-6359
8.0,231092.0,R,1453169.0,,frspejwlnvdbnsikqixwawg,4.0,hmx13870,Qnifobzacbqvigbebf,4.0,75.0,W,United States of America,Dbinckwsvk,hmxujsiwmkveg,yzwpbhpgtedzddgyhlsqsxlwntofgvsmyspmpqyrhnwbzgzzxlxkbfhvoaqwjid,Halifax,W,CUNA Mutual Group,513.0,ID,1-291-371-1184
5.0,248011.0,O,571137.0,,Uwyng,0.0,Nic13871,COQWLBPOMHACQNUQTSWRHQFIOPH,2.0,95.0,U,United States of America,Jpeqwzgo,Nicsjpvoq,Chdrsihodiplnmb,Berkeley,U,Dun & Bradstreet,437.0,RI,1-207-564-7594
1.0,215748.0,O,3402160.0,M,qoxjonfalmpavrmfeqrftjfdmsfbyupipwzdqsitkpmytuwloijneon,,fit13872,Meiuitsjrbooac,5.0,85.0,,Canada,CNCUNSIPC,fitjbsfdjkmfngqneoryulo,IGEFTRFPLEJFQEJYOAWESVJQPBVVIBYQSQBZASBBWKNPNKIGYUXKILGZVMPGXLRASZIZMBK,Bellevue,Y,Rockwood Holdings,629.0,VT,1-273-473-4375
5.0,116724.0,R,3334695.0,,Mqmhlcszgjmxuftbbffwgxiefegi,,mdy13873,Mefyktvwhtbowkeygfsd,3.0,3.0,S,United States of America,Wknatdlovbt,mdyxstkqfvhgsbocenyer,Frkjkjtlivrlrytwqmasvbfhvmioecxijuvscuvdepdomyxvvhfctabwuymiv,Newport News,N,Dollar General,362.0,LA,1-744-888-7142
,123180.0,O,3201315.0,m,rroctmvocayhjwvufvfymislhhdnehwfknqnutoqkwxyhltizfuuovkenrotbetpwjxaogznaab,4.0,qsq13874,wllyzyoramgd,2.0,36.0,W,United States of America,Rofox,qsqczywqtarbnmxnajgietgtf,Cfvsltujfnloqtroclkpeayxb,Nashua,,GMAC,773.0,IA,1-407-907-6808
5.0,158435.0,O,,f,Eoyirbmkpsihztnjhtr,4.0,ICQ13875,Eicnpdiqoctqthcb,0.0,45.0,,,FTYUMGF,ICQXDWMXKQYCRNAKMGMKNCXDPFF,Sqdhpuipykjulkktnphemgijtnvpggqztzbyvtkycpmjpzhrkjdyzgkwgpymldoxzlaykrkeuzivqo,Chandler,,Imation,708.0,WY,1-228-215-5708
8.0,342174.0,O,1137683.0,,ZXLDENPJQEMIHTYOVRJADOPZAVIZPTPXPGTUKWFHMWFEWVTCOQPAKYUMWLTPSHGONHQNVXIEQDKAYXD,3.0,Nrn13876,Ydxwek,0.0,29.0,M,United States of America,PZVGNH,Nrnetge,tmxsfngkeirskilvegwuixsilgcdgxmyvqrdrartxdkrhmdpmwmemtyruhr,Fort Worth,,NCI Building Systems,399.0,GA,1-562-109-3919
5.0,325235.0,O,2468320.0,f,Irsdssgchgvqammghytkpdrlckrosloxkiunodccwxnykangrcugvbmtcijylmekrxlt,4.0,Oob13877,QXVIOBOPEXFFRG,4.0,10.0,U,United States of America,KTCRRCISG,Oobglojexxpxpytjiodxqclom,Wwagkaktlapcwaprbxftvhc,Peoria,p,Wells Fargo,431.0,NH,1-003-328-2388
7.0,99283.0,O,1144511.0,,Wfxeyagpvynovhlfcsysgxsqwvcdlgdxmcoqtymgxwwobspd,3.0,Mfm13878,nddsgcpnnbowjmqgpazqfjjkkegx,2.0,40.0,M,Canada,Oqhhuy,Mfmptrsqsogmqshjzirxxfhhlyuu,ERWWQMAHLRINOAAUJKHRJRHY,Fontana,v,,707.0,Alberta,1-056-093-2106
8.0,123911.0,O,1878561.0,f,JNPEYJKTTGJQHDJSIJDDURVGNBWGPKWRVDUXUTKCWLHEM,3.0,bjh13879,OLCLDYIOJEBXRURMKXELUNUZEHCAEW,4.0,82.0,M,United States of America,ojzvebollmd,bjhyrqacnktdqywxbq,Frarewkqxpmdnmmlrbxczsed,Nashville,,Nvidia,809.0,UT,1-613-305-8441
5.0,,R,1117712.0,,Awdzaphdfqmxiotdopvkzskxjfpdcmhcoq,5.0,Smp13880,Mfjhabruedyelm,,0.0,S,United States of America,NIIURW,Smppywyywgbfppcamhky,qlxpddw,Worcester,,Loews,365.0,SC,1-785-040-7215
2.0,37140.0,O,2208094.0,m,cfjastaeiccniqacphnzojmgctirnynqqthcojhntfxgfiqbyapugrweibhnetwtknrqobdq,4.0,zig13881,Bsqzvdzwyrvqqxutcxpcyegd,0.0,,U,,Rdldzgees,zigmdndcikdvckqj,gnnfafethuxebwxonpzmppmuzylyvjryyzrehtisopjjxxvsjgwngjbtjwhq,Ontario,J,Diebold,564.0,RI,1-316-963-8630
7.0,60491.0,O,3930399.0,,Xupolgaxcdnorjmrlvyyyuvdclzjipdthbmwflqdorn,,Afx13882,HTKTWNPYAJRUSWFJSIVQWLMSARDZ,3.0,22.0,S,United States of America,Aketlu,Afxdumitkvrsbfxtzchkgffszonme,KETVFXEFJTOFIEBSZRDEW,Milwaukee,P,Warner Music Group,,NV,1-557-444-1891
6.0,159544.0,R,1642790.0,,Pgjyywrdjlbiikngnvgzznknnxdnvttaqwpeddihgyhjla,1.0,AWC13883,GSFJTCJ,0.0,43.0,M,United States of America,Aajtnyweom,AWCGBKWDDGVEDHRFWDZQ,Qssmnnfatffmbdwuwslkhdpfemlstfikbz,Corpus Christi,i,Macy's,705.0,LA,1-900-937-7209
7.0,421633.0,R,1652244.0,,Jccekkpbyaytxhcvlovpqmksjuddpxwwdurhmwtwlqrgekicmfmvknutltxukyisrlvuvkidb,1.0,SGN13884,Mcptuagxdqhlorlhmjiel,2.0,94.0,U,United States of America,prxtr,SGNZJQQTHCIOSQUVE,KKKZFPPDJFUGDCHAQFSQHYECIFVSNEEEPRGKLHBRBJLJEPZNMNWYCRWCXFWKJSFOMMMQSQIDN,Independence,,,623.0,NY,1-441-454-5850
1.0,198190.0,O,61086.0,,lqkpadbcgskqdtlklmmvbjxhxzeijaiudm,3.0,Lgt13885,rmiicwvpdrhebxrwqf,3.0,95.0,U,United States of America,jlrnzjzdruzo,Lgtvbvwwlkvze,covwamjkkmapoiv,Chattanooga,t,Domtar,483.0,MS,1-010-961-7500
,479885.0,O,706518.0,,Iptbbudcbcqujwuwwvcchiohsomadih,5.0,Rsi13886,keoghnnoodtxnfrwthuhibfqb,3.0,,U,United States of America,,Rsiyrusqsggtkmmwjkldvbxtm,Aggbgsiybkqqpegfoijjqutvnzshhwe,Peoria,u,Genzyme,481.0,NC,1-436-424-9644
5.0,55221.0,O,239290.0,,TQSZWDYNIVMWBGNAJHKYMMDYCEZFAWZNFMKUFWJSHPACXOINVSGXLKHMYDDLAQPMKJ,3.0,XFK13887,Tbeeuhnbcyoufn,2.0,57.0,S,United States of America,lfnrnrcbyirv,XFKOHKCIYMCZEQQPFANDNFBT,Tihnlqbtltboeacjwxcmchyautapjlybmodwrlftsxskr,Brownsville,E,Rockwood Holdings,756.0,VT,1-761-337-9461
7.0,139869.0,O,1347468.0,,,3.0,glj13888,Ivrjmnqvvpicwaighsutayarvl,1.0,55.0,M,United States of America,TWXHZTBH,gljbkcnykrzqutpmbhsdugjwqon,woxrqohmzwgtwuzawheuacjathta,Huntington Beach,,Valspar,685.0,NJ,1-076-498-6635
4.0,345394.0,O,292525.0,,Qavepiqdxwqkhbgmubcatuumpfxrsakfoxbjynxkctcjlfrnklmrmpidawmhwpqtvbgurgymb,3.0,Oiy13889,Gtkqpryhezxnojzpdiixknlcnlaixa,0.0,40.0,U,United States of America,Pzcgv,Oiyndwwpk,Sexxucnwrjgsgstcpjndyfkzwdmrlkqwpivej,Wichita,,PerkinElmer,401.0,AZ,1-264-314-3999
9.0,355969.0,O,2166642.0,f,Qrwuyvfjycwytvqypsurcuxjbapsevymaiamyougtvqvmpmdgrcukoncpiershjviizarxreaqceosnh,2.0,ABZ13890,hlqqykkcmuozw,4.0,85.0,S,Canada,ULNJQJ,ABZCAEFBIORGZ,,El Paso,l,Vulcan Materials,543.0,CA,1-090-669-2268
0.0,435739.0,O,1524521.0,,Nkkvqdhqwiwasjtopkplamgxqaezzdffwigbwijzvecods,5.0,Dec13891,fcypaqzclvjeiviavkqfmndfuk,4.0,,U,United States of America,BYQLUZGKX,Decbgnodjg,ordhpcthdsmexpwfpxprobsicgzfdcsfwaqtummoewngxlleuvwx,Vallejo,X,CHS,787.0,VA,1-840-528-3656
5.0,262576.0,O,3897820.0,,QEOPSUKXDIAQFDVDFFITFTLVTSZZMARNTSPOJCHKCNFOOGQLFJCABYXUWEQNZCDAFVOAVWETMBE,1.0,Etc13892,Skfmesiwdaubwhkwsxwoylalckier,4.0,71.0,M,United States of America,Wbdbqkz,Etcmqr,GIEVBROSZFBXYNOIBZZFGVUCZWXLHLFEFTWKWXXNIWOWKE,Madison,,FMC Technologies,738.0,NY,1-763-054-4193
0.0,269136.0,R,252331.0,,Kctgbkxnvgmun,4.0,Fsd13893,byxtnuhth,0.0,76.0,,United States of America,OZFNEOQZQFRT,Fsdauf,Vzsortnoejfsqjabnceufjcdiiuxfbpecnxdpookyfeavcvxrqgsupiain,Bakersfield,q,Iasis Healthcare,526.0,LA,1-173-410-0586
3.0,230958.0,O,2305499.0,F,qmntsccdbfwxneflswvnwldgdwy,2.0,vve13894,Vbaaafqiqifjxhhjx,0.0,24.0,M,United States of America,lugisorajjvq,vveerlsckbazepat,mdxpmkfkhotpvnghwusk,Amarillo,i,CF Industries Holdings,317.0,MS,1-274-586-8158
0.0,342007.0,R,,F,,5.0,Zip13895,Sxkiddrbxxjmnnlazwtfodqym,5.0,44.0,M,Canada,Dchtadmxdb,Zipcuatjmkhjftknjaq,YULXLUIRPFEQAOWJQITULUILVFKMSAELAJ,Hollywood,O,Windstream,397.0,ME,1-558-297-6383
0.0,26345.0,O,,,,5.0,KSI13896,bmezynomseiae,1.0,48.0,S,,gzvimsn,KSINYOHZECFNYACUVMTBCAVAUR,Eikgpxzpdytwvazhqtyblofznjvitihxwslzqligndkivfehsndymcmufwbcwhsa,Minneapolis,,,675.0,UT,1-291-044-5523
