gncd,ntwrth,frstnm,mddlntl,crdtrtng,lstnm,nmbrcrs,mplr,phn,ct,ddrssln1,ddrssln2,cntr,g,mrtlstts,ncm,nmbrchldrn,wnrrntflg,nmbrcrdtcrds
Lsx13033,3919194.0,BSXCPDGFYSC,e,596.0,Lsxdpltquwbaon,2.0,DynCorp International,1-474-795-6171,Hull,Axijveejnzozhyfqzmgrkw,Cfdtdyubxctfli,United States of America,26.0,M,366628.0,1.0,O,4.0
Rok13034,509643.0,Zoyxfcjsiucyuuzpronyxic,,842.0,Rokhublwsj,2.0,FM Global,1-355-038-4840,San Diego,QVAHPMEJRRLJJUHYON,vyjagcmiccy,Canada,97.0,,150976.0,0.0,O,10.0
PJT13035,389748.0,pxheplrwiussbxbevkrxbdbk,,645.0,PJTDVGTLEZXXMV,1.0,Key Energy Services,1-370-330-0392,Kitchener,UVZGXBWHJWICMSJG,krrfibyjjccawritzjdjckqq,Canada,98.0,U,285531.0,3.0,O,4.0
Tdk13036,2921673.0,Totcnmwveyojzddojyverptmwiyht,,761.0,Tdksfxqlkqpxoa,3.0,Charles Schwab,1-956-041-5096,Hampton,Azgjbjpodbgcscyzojhtmzlpbsn,Hskhhrljalwlvixelhnmqclvuodklhqslrfixhpymzwrkwdefeyexupto,United States of America,44.0,U,12726.0,0.0,O,7.0
Kma13037,585565.0,Pfsnzsesjgtgmrjudrq,,810.0,Kmaiwkabvkfwtiiwotv,0.0,Jones Apparel Group,1-333-750-8186,Madison,mwddykcbhnaovpvbkhcfuwftxierbrrbxkvvdjasepxzvsrgsxtwlxzsccvvqiggdqvldcqu,Arovizrqxtrfr,Canada,86.0,,427481.0,0.0,U,4.0
Ekd13038,2734292.0,Exdeqpwdquzeftsdebthgesrqf,D,628.0,Ekdpxpfulsuhqcaymwrpesgrs,1.0,Fannie Mae,1-666-788-9640,Boise,MNAEMEIVCPXMKWEFNXLOMHNXSFWQVGTROLWECAI,Cpmyqcsmyfwwrgy,United States of America,76.0,M,416238.0,0.0,O,10.0
Prm13039,3866961.0,ksntknpwrlwfbqyksi,C,577.0,Prmrgeqlkxev,3.0,Cardinal Health,,Paterson,owjzgbyjfnbjnquawklezxhugqystavhslrnlbcavodoqrvooircwswq,Kslmliakxlhtdcazkeysizfcvcspjgdhivtesjesmjvouqbd,United States of America,21.0,W,166931.0,5.0,U,10.0
OBX13040,3193177.0,Nktdcmutdgnaqjorepmhx,w,734.0,OBXPVQHCTJWVGZKOZSZHOVWSUTA,4.0,Sonic Automotive,1-940-781-7159,Missoula,Rrkrrvdaibencjnvmqasdhdupwsdovmhqfhtcajqbemg,uxlbjkwzfxnyl,United States of America,12.0,M,142101.0,0.0,O,
Xqc13041,1168964.0,Umnfupltdksxmvffp,K,392.0,Xqcymohcmcsmbzsh,5.0,,1-654-883-2188,Seattle,Typcqovkbvgtjpuoesgmgskglhabbtpzwfqhofwkmvuxihbbin,Dzlbxhtvzwdicguokgdcbhlnvttpdcobreikebnxunwasupaqkmksjgkjvwbvfxsomwxkifro,,52.0,M,,0.0,R,10.0
QYN13042,2188541.0,ZYSPZTSTGNHMNZKGFUXTMPUTJAJLA,a,769.0,QYNFT,3.0,Ralcorp Holdings,1-734-776-2575,Rancho Cucamonga,MSRTOTEBKTLVMGUBGEYSWRJTTBMHLWQCHJGG,Hdbiayjaphckgqnebdwvyfvkovmailyqiiqfpqaizhxsvthkncuisunhagvuvvmpuqetlzv,United States of America,97.0,M,362235.0,0.0,O,10.0
Wvr13043,1588324.0,Ejhkdyzmetpcbkswfigrnwpq,,305.0,Wvrvjnmrmtqxnqwggkgfditjhb,3.0,Illinois Tool Works,1-580-359-6265,Dover,Czxncrjilxqnwunfybjgeoxpjggdxloltlgnaxbola,otvzfxowhcmnmrbmyjqsflklxfrsovpypmpcpkagaeklmupgz,United States of America,16.0,M,387138.0,4.0,R,7.0
kmh13044,1772220.0,sidxcbejfmldphxuxmdilhifk,F,584.0,kmhrdmqvrgkrlfglcwbit,5.0,Community Health Systems,1-349-716-0002,El Monte,Esrxcymyyomyomavuuiomglvoua,Rpstrhgivxmcijwdrikxehac,United States of America,78.0,W,341008.0,5.0,O,10.0
Qco13045,976044.0,OFILBRGJIAQ,Y,619.0,Qcoswdtrdaztjo,5.0,Ferro,1-965-694-6886,Newark,,Stmnuugxrmjglcsfldabzrucpfdfjslnuxsrymirprfwtrocuvmk,Canada,33.0,M,103700.0,1.0,O,5.0
Bpg13046,3176209.0,VOEKMTXLUHAAWHAZRXC,n,571.0,Bpgeti,5.0,Markel,1-434-384-5212,Burlington,paxoinmweqvoezkztowofeojyxanypbmpljupclccymziofcxbaspwhsffbwwtfodcscibfwwujg,Qkqfrxfrhfkcqm,United States of America,89.0,S,279452.0,5.0,O,5.0
Jgw13047,2096979.0,Ijwnusnivju,R,823.0,Jgwrnoewsjlxboqqgjnivabvtlq,2.0,Hexion Specialty Chemicals,1-893-572-4234,Lowell,Pctbzdqsijwflkqvkhrqkiixjogdknhjsjiuafiyiphptnhlmihfsflxvrrfyojbcpjsrgaouu,Sufbglmcbdvimydqyhmsmextuqvsaeibbhcxuqvafakioalxjfatyv,United States of America,83.0,S,291919.0,1.0,O,6.0
Rvl13048,140690.0,erbtnkffjqqpmwfslfcnrsocsv,a,635.0,Rvlcsowbczxdjrhokvzmzycld,0.0,Time Warner,1-268-420-9976,Independence,rticywwlyshqbsvueqgmiapjabbujentrkdbfbuhonqvqppdivrwyxdwgxpta,PGEEMLLTOFWUFYPABCMULEOAGJWXALAENIMWRJZYUTENGLATIZPNKQPMUXKEKOZP,Canada,8.0,M,,1.0,R,5.0
Ait13049,3012374.0,Heokolufuqtijbmdloeod,V,645.0,Aitwvr,5.0,Martin Marietta Materials,1-091-067-0413,Ottawa,Gpmnqkbexuwvogqrzckkxprccgcfveikknfiureqklqaiorgtxsyv,Jhhybfwhljqbzcekukctqwrjgqxsllgkpggdcvnmdcygyluehccgznszqritohkcnfyoqwnohhd,Canada,38.0,W,194313.0,0.0,R,7.0
mrz13050,1113241.0,vstvrnsjckweztisnclrb,N,724.0,mrzjefmswg,,Principal Financial,1-537-773-8349,St. Johns,FTQCMLUSCLWPOPDVVIUKMBRIWHGTBGMJFXAR,Psjcrmlazjwewvcc,Canada,40.0,U,176673.0,1.0,O,0.0
Vuu13051,1188847.0,Xhsjbodxggxym,E,,Vuukkwfzorosluxiehrflb,1.0,Newfield Exploration,1-594-271-0467,Billings,Xppdooadtcbpkovteny,VAHQCHVSRTWGIEJTCQDJNBQPQBID,United States of America,91.0,W,197181.0,1.0,O,4.0
DCZ13052,3874400.0,Guoaagpxlgvlpkpgyuwvmdghiyp,A,497.0,DCZHJVLMJXPHFKPQUZDGFWFEBK,2.0,Wesco International,1-820-817-6697,Brownsville,vxuwdtvssjvghr,uqinvaxqgeqszfocyfwbjcisp,,38.0,U,192622.0,3.0,U,10.0
Fbe13053,2361011.0,Urliguwiwzalcvesvrpxfh,,725.0,Fbees,1.0,RadioShack,1-892-039-6219,Fairbanks,PAEKJJMTSRTJETLTDGOOECHAKKSMQKBDNOJHXQBMEMSADEOCTGVVRXBUQMUMEBWEEDLZTQUPDMK,Sfdbxxzgsyioqbsgvfhgntsdktshstrzttacltrkxjmqanewvlvcirhoelouslylrhuljcjf,United States of America,2.0,S,159203.0,0.0,O,2.0
CWW13054,2854409.0,dfjcgcfynvatifbmqneu,,749.0,CWWAFEYCSBKCEVGXXHMIBZFGI,0.0,VF,1-246-473-1173,Fairbanks,zmlwrapqovswkabormujyqbaslmrtwoygaxpaogqbekyer,PSFWDWDYDMWRLOFRPFD,United States of America,64.0,D,161978.0,0.0,O,6.0
Iuw13055,3985555.0,Zouqxbiflusxmnosd,d,620.0,Iuwrtv,2.0,WellPoint,1-965-690-3226,Costa Mesa,Hdhrtibuwbvvlqfdjbvozrqvwvozchoxujx,NVTTWWW,United States of America,20.0,S,145631.0,0.0,U,6.0
Pgl13056,415858.0,MMXZWXFTVNOA,,387.0,Pglssnzmaemm,0.0,CH2M Hill,1-900-555-9660,Hartford,Mtshjbhvdqekqthukxtohqzgldyaw,Cepeurhjzqb,United States of America,64.0,S,294088.0,0.0,O,5.0
Ruf13057,697531.0,Hgprqtdamltjmxlrtydiqdosdcm,W,372.0,Rufimhyvogznytbt,3.0,Devon Energy,1-289-785-4670,Dayton,ATILAUJDQHL,xdmjckagqltljleefqjkzsbaqojdfgwbcrfnbnsugveoinnnypgxppanemqjynkehcgkohsv,Canada,92.0,S,100469.0,0.0,O,
VJX13058,1641404.0,VUSKPZBBEVROYLA,s,416.0,VJXBOXQX,4.0,Temple-Inland,1-639-518-0607,Berkeley,gscvxocivuvfmoxdralrcdvrjeunkoevrlumgxzczezqgkjcggojaezyg,Lkysddlkvmrcpxgqsjuxbmvdvuaehrcyhjypuebfvoeeyqx,Canada,71.0,M,477745.0,5.0,O,3.0
TQY13059,438276.0,Uolefrkumgc,x,489.0,TQYECQOATBWQKXTKLSPIWQW,4.0,Yum Brands,1-129-199-6801,Alexandria,TXFYAVTFQLBKKMQBFRQSZJNHWLXQPXXGJHCXTZKAQXCLRPUNYXNEHYKKWIYUTVBDKWVFSQGFRYBJWF,,Canada,73.0,U,7205.0,4.0,O,
WHL13060,2098619.0,Dfufropnvtduiiaiduvvtyqwy,,849.0,WHLWWWDHJUUFMLRTQBPZIAP,2.0,Amazon.com,1-320-886-8045,Paterson,Knffsqdvcrzogqrhmrhdkwahnkkevg,jmudqmtmxgpqvfqansvsljyjwvfe,United States of America,84.0,M,497916.0,1.0,O,
EYW13061,3177390.0,tppsumvccvyotuwhmwqhjzu,O,594.0,EYWSGTKEDOSDLWK,0.0,Brinker International,1-553-502-4166,Costa Mesa,EVITVIRPBGPBHHXQUUTFHVPKKEPSVMGVX,Eebjgmvduqgqzbhggjmmvuebraumhiygobjgybycohtozvvuhrdyjvupxphue,United States of America,73.0,S,222489.0,2.0,O,10.0
Ljj13062,3211508.0,Pqihomgxbictis,z,749.0,Ljjukarkskbtfswardyulqdwjnalu,3.0,,1-016-853-8556,Lowell,ZPLOGOUIRFSSLPCRJQGTX,Cgbdaubpzyaqmhdvsjwzsmdylrewgsywgqkgalislepnrxttopfzhecjdmcubol,United States of America,,,414923.0,3.0,O,5.0
gat13063,484781.0,VRXHUAJXCBVDWX,N,320.0,gatmnyru,3.0,Chevron,1-812-828-6776,Huntsville,gzdpgmxedzxhezeapwwkupbmaqjskdxkbokuhxqjiolddkfmm,ameatmmxrsxrkgfgrovwagpoktckmjqawbovzvbypmmkd,,25.0,U,307630.0,3.0,U,1.0
Zlc13064,2525080.0,Xyprlrfagqmohpwj,,318.0,Zlcvcbuiqcajxlqwtic,1.0,GMAC,1-846-997-8861,Topeka,rliwqotenqkqhoxawowuoayfnkct,aisiulpuodafxbecrac,United States of America,100.0,M,497027.0,1.0,O,4.0
HBI13065,3624508.0,uwecyorfttaphnsgfbqbczhhprca,,457.0,HBIGUVHVDNWMLCABIXKG,4.0,Plains All American Pipeline,1-967-624-7693,Erie,Ufdycxkjyasjnejyowjjhrikknwyq,Zvobsauhemdnbqzvrbnjpgpkehvrycafubzubq,United States of America,47.0,,419002.0,3.0,O,6.0
Gju13066,973524.0,Fskrpjrfkvbhovcfyrppkozgtrut,,643.0,Gjuuyjfkvswbdusqfyppite,3.0,Principal Financial,,Fort Worth,RDIOZXFFIUCQTDYZYMUAKNNBAW,Ixtdcmlueslngdrvyjcrvmoofaptnubabkrfhfbllnysscxhkvspgadsyhikev,United States of America,46.0,M,139919.0,0.0,U,9.0
nxq13067,645892.0,Qnglbwkndcatbsfzqsvof,t,338.0,nxqlzrjinpvgpwvcktrzlaqlnwx,1.0,Auto-Owners Insurance,,St. Paul,TNXDDSMUEOLPUIEWMXDOPFYNQZWEJIX,Rsfodxrpidayhrczjxwqjantudowbvlolmciqacpxpacyvbodtm,,74.0,M,208452.0,5.0,O,1.0
dqx13068,1769414.0,Glbhxmidvl,V,398.0,dqxnz,0.0,Vought Aircraft Industries,1-314-714-8271,Norfolk,Yagwlfoptdgxbxysjakcjmulkrmujaxvwexsaqsenpwbzp,Bzcgyxslcvxorztwbqhhyztlq,United States of America,87.0,W,245705.0,1.0,R,2.0
Uml13069,,Kcwbwtbyarhbkivpunobqioehu,,795.0,Umlaryzidpuciltautttnyjkmw,1.0,Computer Sciences,1-027-216-6316,Kansas City,ZJKCYJGWRWDSADMYSAKZZNLQEH,gxanrwzkevxkrragvlrttcifleygcmjscupcltorohjipchphiwqgbrvpybcukgmelmia,United States of America,91.0,M,110788.0,4.0,O,7.0
Adf13070,3749884.0,Dbolhvxsllfouhununvprafnwmgz,,415.0,Adfjvebtwztstpa,1.0,Silgan Holdings,1-668-389-1249,Norfolk,WNOIHEXXNHSDRGJODOHUUHHUHXJNGCCKOXJZFTWQVWOHCHWPENURXNCGFGIJMNKMCADNDNTABAZT,Ahhdiwzrnxbpspjpaqbgpfggxhowiwzxcdjentcqxpfueefwznyfmvydmvvhvwfsvcpwarppykg,United States of America,45.0,S,380346.0,2.0,O,9.0
zkj13071,455684.0,Bivkbwhhu,,511.0,zkjduin,2.0,American Financial Group,1-843-136-8802,Augusta,,Nzjgblpyuudvkaejsnflseanvcoyrrwrcut,Canada,26.0,M,196352.0,4.0,O,0.0
Hrm13072,1412033.0,Wnpoqbmvwxighmamgshltu,v,,Hrmoepzgyfaui,2.0,Shaw Group,1-137-797-6783,Santa Fe,MGZBBTPZUDZROPHGPFDGGLLVWJYUMWWNWTSD,UORBARZEVBOUGTE,United States of America,28.0,U,33793.0,5.0,,1.0
YJW13073,2287957.0,Gcflqpxea,,330.0,YJWJZKTWPSI,1.0,Mosaic,1-903-894-1160,Oshawa,GGIKTGUORKGUKTFCSIEZXECYJKSSPYTIQ,Porbvdologwcampsnrkfncqhnqonwoxeqwrnjrggsybkoncktqdimjcwymfxmgpjkppndklxkkh,United States of America,13.0,M,47930.0,3.0,O,9.0
ptp13074,3483594.0,ISTOFUMGDARQKKUTOPNYQWGARIXTU,,498.0,ptpsdggysxtpmqqxgtumth,1.0,ServiceMaster,1-851-766-7873,Gary,ziulkhwvcmxcqbyhkxpmhsmvqedtkrndrmvlkljuskfauxmiskvoqltcqeijydgcvyzoxpxzgknm,Tnnlgkyvdjnxklrufvbehkedwlnuufsderpcikxgjwpedcrdjfmrsx,Canada,71.0,U,334983.0,4.0,O,6.0
Vau13075,2388021.0,Fpistrzpmlsyoanqat,,423.0,Vauuyydjbkvebqt,0.0,NRG Energy,1-949-156-2414,San Francisco,Hvamfhbpombmxrmpopmsophrzqeopajwlbiybzodicgwgznpul,Tkpbogdewxwlncihtyztzhvziwpnruzwvimyzbnfagjbttqqdzfsnrwykprwxertjn,United States of America,43.0,S,217235.0,2.0,O,0.0
NQY13076,2779340.0,Iguyuhsxgewwjbefncoemcf,,568.0,NQYRNZA,2.0,MSC Industrial Direct,1-521-735-1482,Austin,Zqzxivkqenleewytfylsbornvpxdo,Ldbjwmehlpkwbdqvqxpifcon,United States of America,97.0,M,49933.0,3.0,R,3.0
szw13077,842233.0,HGLUDKEOLEBGKNGO,B,798.0,szwtblrxlsexmqqrhrolkp,2.0,StanCorp Financial,1-459-808-0129,Grand Prairie,Exerurufrq,Uiqgankxxrxwstsupffph,United States of America,99.0,M,246551.0,5.0,R,6.0
Kbs13078,2096565.0,Lfibfkbdgsvqothzcmwjkhdkafvws,,477.0,Kbsabjc,5.0,Massey Energy,,Detroit,AFOANPTKLNWTVNQWCQCWTJBWEGAAXBSPRPTPLX,Ijmrbuxllinngfepwbeofocivdvrmtedclhiqbywvxvkqeejahckumxb,Canada,75.0,U,246172.0,2.0,O,8.0
cnx13079,1016911.0,sptkifxienahbfglcmqjxsmyls,,355.0,cnxbjeavonxidhy,4.0,Alpha Natural Resources,1-024-301-9409,Billings,Tmcketjmgjlagtidh,uvqxvrzjkzrybgmzjanicekobxan,United States of America,20.0,S,231834.0,3.0,O,1.0
BUC13080,3995626.0,OXYYKHUBNF,,833.0,BUCTFIVAILDZZX,1.0,Cabela's,1-153-012-6417,Fullerton,JOCYNH,Ejercelcrujgvpxelgadgfwgrnwqbmfcenprstwoxlvohntmpdlucajtbcprqcdxmamwy,,82.0,M,318953.0,,O,8.0
XLI13081,3240594.0,Monpceammotrnecfhvplkmjra,B,519.0,XLIMQCZOYK,0.0,,1-098-313-8618,Missoula,Atxjgshthlbba,Vrotgcwuukjsvedovuwhxihqaxmcjyqhtdjagnoszpnxepuhyo,Canada,100.0,S,339643.0,3.0,O,3.0
ikq13082,1459473.0,Jxwptqtgqswomlxdfraicrkxbukjmi,,773.0,ikqqjrvggzjgvcmff,0.0,Dollar General,1-826-497-6148,Rochester,XNOVUBKBACBRNUDPXYDRZBHOLXYAIJJNDGMVMGTKWMCQVEMPHIDSKWLAVXJRPVVX,OOHRCPKPIWUOAKYNJHTDAZ,Canada,59.0,M,269433.0,1.0,O,5.0
TQC13083,1195431.0,Ktcratoplnenlpdumggkqrabofivda,,533.0,TQCPIKYECSVDGQETVRHAKOKGMICXH,1.0,SPX,1-550-429-9828,Boston,Bioygpydtmtblajaoxgo,axtjfo,United States of America,27.0,M,237336.0,0.0,,7.0
wvc13084,3508314.0,Gbumytenvunvm,d,720.0,wvcusxvrpshfmhrcmaepqbirnxf,5.0,Safeway,1-837-513-8931,Hilo,bkbiyugrwmgbyubbdzaxlisaalcxgvvbfrrecjfngmtcjcdylcklcqhwrbuswre,gnublfjxymnjhfapdbyeqnpfhqbckaowziwknxxfgkiubjggf,United States of America,48.0,,365296.0,1.0,O,10.0
Xgq13085,625547.0,fdkyhpaspsrnsahkwilrgyk,,586.0,Xgqdc,3.0,TJX,1-428-903-3749,Missoula,Cuidrqdxcrkxmhgafznny,Oxfhbutthnbetzetharkahmcbrggoaqmegehtbpjvmyn,Canada,58.0,D,180976.0,4.0,O,1.0
Chi13086,2364207.0,Fylmddvznrnfivbvhkqcsoni,E,730.0,Chiutjyjwgxqciuzri,5.0,Torchmark,1-616-510-2035,Las Cruces,EPWOVGAGNKSUGXVCEYCOGAS,Aapdvxslpxlzizgoqholyqfwj,United States of America,89.0,S,305740.0,0.0,O,0.0
Kbh13087,75051.0,XVQMYLGKLWKOGHWYMOQHVTLEAPA,y,713.0,Kbhxofpvvgs,0.0,Northwestern Mutual,1-262-895-4572,El Monte,SZGCEPSXGSHWCBJOGSBKSAMAFAATSKKITSUHOWDDSHUEUZUZVPXORZVNEHQBTZUFQNQ,Cojwfmfybvfagoe,United States of America,78.0,M,228048.0,5.0,O,9.0
SFW13088,790811.0,imqkqpfntfabmamouwscofklrkwsqi,G,339.0,SFWFKWWMR,4.0,Complete Production Services,1-578-758-7307,Santa Clara,BVWJNMISKRXEDCBFDDUAUJRDGQCJBOPIHKKWAJMYSDDWTIPAUZSAWKAXJGBFIQCJF,Teimpggripqpvbesbgwapngpgxkguamlrsdsu,Canada,91.0,S,156909.0,1.0,,10.0
pyj13089,842874.0,Csxdmcielbcqewcdxwjnqgkbfw,U,683.0,pyjcgsvykzbqcqengkih,0.0,Occidental Petroleum,1-069-087-5381,Boston,Dgsbgmdsahaaszpnipgyeuqlkkxuoiaghcbuqfjzknuojldrmmlkssxdmzhlnwgxzgd,Cgwknnedzhmiorffqmytivpfrctlemthwxkjbxxllpnflwylexkxuwcjzhdcoustcfaxzop,United States of America,42.0,M,253497.0,1.0,O,8.0
ZCB13090,2502826.0,nhujjmpjthnbziyfppgiatdcjlgmtj,f,480.0,ZCBGCH,5.0,Boise Cascade Holdings,1-098-717-1024,Charleston,Fynvteuxkfj,Gdjjyqpozklyqitwabdfxkihva,United States of America,22.0,M,61895.0,2.0,O,4.0
omk13091,3586355.0,Kdwubwlwheariqflukpurci,,564.0,omkapw,0.0,Piedmont Natural Gas,1-919-242-9439,Lakewood,Fsrebnqlslkyiuodwgccchntkjvkadrtjkfpugslgwfqxkudzhhjdhyhbikwiz,Uvkpshutpusezfx,United States of America,68.0,S,12007.0,5.0,O,5.0
Gjt13092,2450358.0,ggnpm,W,358.0,Gjtbynskkpwcgzjt,5.0,UAL,1-956-300-9007,Ann Arbor,QJGSXXGLJSSCGSAEIDBPRHVN,Anvydzwdcbevotumhxvgncvcatzmoinvlzfiiewwylxkwmgulxojt,United States of America,14.0,,54640.0,4.0,O,2.0
Mwv13093,819452.0,Vobusryqcum,S,499.0,Mwvqckauispmfjwvkdieegzorvn,2.0,Chiquita Brands International,1-800-188-8412,Kansas City,DOEKHUWMQAQRLEXCSVACIWBCXRKPQKGAANMIJAUCMHWAEMZME,Nilnlhbwhuwdopdrim,United States of America,53.0,W,22488.0,4.0,U,4.0
DGG13094,2158876.0,thokdjvq,,739.0,DGGCGXHQWPKMHIXAS,4.0,Southwest Airlines,1-264-508-2094,Lancaster,Lnslxomzrwtfdkfxsfcqytlmsnjvujjkczncxninzqtndyhmmglftvj,HSSSMVNVBDZAZYSBOOHHCUFBQFZDUBBCFAYVKWONC,United States of America,22.0,U,96010.0,,O,10.0
Tbx13095,3908761.0,GCMCVZMRKTWZZCKUPXAJOBHMYIHHLI,w,841.0,Tbxrrfuvhlqmwofmlmrqlvtzm,4.0,Intuit,1-219-117-5969,Missoula,uxntbfnqcrbnedcxlfnfvuclgcpevwxjwrocedvkqfaebfhsnxg,gkrizcyyywbowxmrdbumohphyahgefvocmjflbstvrscvvzsuxojiobsrnx,Canada,61.0,M,310759.0,5.0,O,3.0
Hiw13096,1024279.0,tyvzueedsxzoxhuwljwozckqtwiyoj,,784.0,Hiwbdiepsqnnczorrtwu,3.0,Zale,1-567-861-5876,Garland,Cfzraretwbl,ZBNUVSRBXWPEJADCCHQYGWHAQKUERGZRBSKQWOBBAEHDFYPIHVZUHOBPOZKHSFLRNMKDRQRWX,United States of America,1.0,D,204255.0,2.0,U,10.0
Fmc13097,2151305.0,Ezibkeyxpriorieceyiinfmrrug,B,462.0,Fmcstigjmvsmrolxt,3.0,,1-457-961-9694,Eugene,,Vbqfsrlbtb,United States of America,53.0,M,85348.0,3.0,O,6.0
nmh13098,1320516.0,Uajqvsljdrnuofxbipgdre,,592.0,nmhvxqn,3.0,General Mills,1-158-536-1718,St. Johns,LAXYXOPLXEQVGDVUMUGFXXPXJPTGOSVXUCIGXPFRMYELQHNMLTUUAXKKNCGMPCQDLGZ,Reatvonyfkmeikss,United States of America,2.0,S,268724.0,2.0,R,3.0
fln13099,1325486.0,NAWINESSMBLZUAFTNPYYTLKJCFLVA,r,569.0,flnyuutznfxynlgidcjwgsvano,4.0,LandAmerica Financial Group,1-185-276-3728,Glendale,zeeuuoytgevkhyvcnmrcljkhwgwrvhralblvlolyafdrvrdcqexejdsrcecmetq,Qftbnexusfsolnrbqjxdsytvgfkiloe,United States of America,8.0,S,446922.0,4.0,O,8.0
Vpa13100,3421728.0,IVRBDJXQMIP,,,Vpaqbqacigtksfmtdobluj,3.0,WABCO Holdings,1-574-756-2507,Grand Rapids,Rrnbaarsnsejynjxewnumrwditrfzfhsggkinfhykupqslsfygmzvupvrkvedajrnol,Seouzmqwrtkngowpkbvgeiywrosufihky,United States of America,14.0,U,132347.0,1.0,,6.0
Dgz13101,1086180.0,Latsptkqqlgtfsygqwlxufssjfiub,,550.0,Dgzshtxrynqavzhhq,3.0,Roper Industries,1-666-824-5884,Santa Clarita,Pxpoaxuzyic,UGQMITQOIOBAHOEWH,United States of America,43.0,S,381800.0,1.0,O,6.0
Sqv13102,3085840.0,Xatzojaj,,504.0,Sqvznlygeiduwnwdtafovfgse,3.0,Celgene,1-289-258-2044,Stamford,RVGGEIJNMDSGFKJAJKSKEVZ,,United States of America,96.0,M,437349.0,1.0,O,1.0
XUD13103,2624408.0,Xiycksaxcefeiwjlkxwbhbpkoxnlq,I,653.0,XUDSJKVVLFM,4.0,United Parcel Service,1-926-123-2555,Pasadena,GJUULOGMGLJUUNSG,rdlvmqcosihtaddzmcfemmlsgtwbjjvuftauuyengudifxigpugofgafuowyimlbrzr,United States of America,51.0,W,36733.0,,O,9.0
LIC13104,2147284.0,OHFZLEH,x,671.0,LICSQKMOZTPQUUQTMZRZU,4.0,Berry Plastics,,Wichita,vpqntwpikxsdf,ZSQIRIJLABUWBJYJJ,United States of America,51.0,S,161023.0,0.0,O,2.0
Sow13105,,Tmgprlwkpjjhmkozdhdkekks,,522.0,Sowatpfhrsewgrf,,Sears Holdings,1-556-282-2154,San Diego,Mqvncosppckganffbnckvpknuliadjlmrhcqaqjjjqx,,United States of America,57.0,W,126244.0,3.0,O,0.0
zju13106,2599270.0,gndxhaimfouyg,l,708.0,zjujcaqwnffmjzgzzjjbzdfavxlbi,3.0,,1-006-901-5189,Huntington,Qyjefrqpjrippynjixcxmminrnzsvlbcikaldzj,Lrsnipiztv,,84.0,W,322346.0,1.0,O,8.0
BQQ13107,2923375.0,Pcwndeidwykbei,,609.0,BQQPKTKTXOTHEDFPHDLIZWPO,1.0,Berkshire Hathaway,1-881-108-9509,Seattle,sdierguaiktrmgtmkgljmphsvujdvy,Crqcovdqw,Canada,,M,334466.0,3.0,O,7.0
DLK13108,170905.0,YSUYAFIVAIUOJJRBDQIRUQHSL,,850.0,DLKOLP,1.0,Office Depot,1-519-158-7166,Portland,Bkqyydxcdommhwh,Klpwnghsyxgdcptinmlanimjtxutgmfsnjeobvbcsgarmy,United States of America,83.0,M,158768.0,4.0,O,9.0
dal13109,2363269.0,FGSLNQF,,711.0,dalmnfofoqqwsv,5.0,Beckman Coulter,1-774-122-8748,Fort Lauderdale,modjtrpimibebczjxmvnzkpfygyce,sbhacgnjyxhglcljaqvariaefvvsjpxsckkticjbbceuiumlebazrvpbhscfq,United States of America,,,,2.0,O,0.0
YIW13110,646496.0,Ihpzrebtwfflxpyxx,,,YIWEHFCDFSWARAQDQKBSSCCWKQE,2.0,CUNA Mutual Group,1-312-901-9996,Providence,Xxjbeiastumkgupnxprafkuquzcniqqfufncvtuvnqdmkqahbubzljoolqkzpllaycjtrcjqlxiadwo,Nxscutddjuiugpduiubzcczorpgetjcfobniolqdflsqrnriqbonx,,21.0,U,203500.0,4.0,O,1.0
NDI13111,2384876.0,RJNUHCWESIGXX,F,836.0,NDIPXER,3.0,eBay,1-981-810-0696,Fort Lauderdale,RVIOVBMNTZTVPREXSDQUCABDXLFFPYGXGEAYULSXRHZDZCIEAPXUXASJXVFYQJJWUSIKUMJMP,Diwpyhupj,United States of America,87.0,S,130126.0,5.0,U,6.0
RTH13112,2363115.0,ttxpatnxwbjmkgwsxzyikzhhsnet,k,800.0,RTHRYDBSXWQCW,5.0,Liberty Global,1-793-082-4444,Sherbrooke,Yuluxccfhjostxwenyplomnsawwtsndsalgrpznwnpeyrbrmjbxajtanjjlf,RJRMGJRWJGXRWYWWGGXRDLDHAXFQUIEMHNJSVUGEQPAVAIYWEYORMWOLNOERHALNDNXUEJQ,United States of America,84.0,S,475897.0,0.0,O,5.0
qti13113,1041242.0,Jnkgplmmrjkkcuhem,,780.0,qtibhyhqnlj,3.0,Albemarle,1-223-713-5758,Kitchener,SWEHWGXCBKALKXIHOPQULLDIDMTXZMLFRMJQQAYLFZSNGSMGUDCQJKDLVUIAEYRYXFMTJONZTDDIEFMK,ozjabo,United States of America,29.0,W,482595.0,1.0,U,9.0
Pzg13114,1065392.0,MKRKFCV,x,487.0,Pzgtwddmkygbobfssflfoa,0.0,Wesco International,1-437-830-0812,Eugene,crnvupfcxewkdlu,Irzmqphjqbmwsfldfkjzdrxuvlvnakwlkgosgw,United States of America,56.0,M,,5.0,O,7.0
