NeWo,FiN,Ci,Ag,AgeID,AdLi2,CrRat,MidInit,Ph,NuCreCa,Coun,PosC,NumC,Inc,NuCh,Ge,Em,Sta,LaN,MariSta,OOReFl,AdL1
2327223.0,TBDMTNNMMVNBQVEL,Jacksonville,3.0,ZLP12685,Dcwigiwmcxghcf,539.0,c,1-598-289-0069,3.0,,Jlncgficw,5.0,470515.0,5.0,,,AR,ZLPNLXPEWRAM,M,R,QJWZXKJDNONHTULITSTLRDGSMTOSPLLRKEHMNBWNLZAQVZMHFGRFZGSWIUUPHKJIEE
3062863.0,Zwvjj,Pomona,5.0,Czi12686,Ohlsojpozespdcqekvvcnibnpruzatolsuunmwympoxshizairdhlhsphfteoevyegibhvknlkoux,398.0,,1-335-942-0102,0.0,Canada,NTSCRYIO,1.0,139847.0,2.0,m,Genuine Parts,NV,Czipkfwaruj,U,O,Rasnwoiudlxmclbnubukdazqqfwiawm
3665104.0,ythmqzyvbvkviewqepong,Mount Pearl,13.0,Bzw12687,,500.0,D,1-683-792-2185,4.0,United States of America,vukkjubuy,5.0,389858.0,4.0,f,National Semiconductor,MD,Bzwrwmuvihnwjjpgrhgvo,U,O,bmvryypbggmobz
1909287.0,Nuhhfqmcrmabfapdxrpaufqasmg,Mesa,19.0,ILX12688,Jwiuizitubpcddoxeycfroxfoojkvbhhdizfycuzgqcigyjwlclghuaimjjylwlpvhytofgwbrsd,665.0,,,9.0,,NEYQCZNH,3.0,125117.0,3.0,f,Harris,Ontario,ILXUDSORUAXFRSXPPLBEXXOZDWR,M,,DKMLPVWAWLFUVMTKOTHOZBUJQNASOMWDNPPRQBUQLTMSXYNSXMSMGRKOOWPHTRMRPG
2255175.0,clvmmwwzqfou,Baltimore,98.0,Zbi12689,Zxeudougjdmlhptlxvjanaicwarxbsjiv,592.0,,1-031-027-0883,9.0,United States of America,,4.0,348702.0,1.0,F,CommScope,SD,Zbizhcpuac,U,O,aqcxjwcwvcirkqqlxxjhbahmwjrqnqgsmvruohmwklrixxfexk
2252741.0,Wtvedtillfnjrbqmlrsmlh,San Bernardino,50.0,dox12690,Slwpkevupfc,842.0,,1-684-413-8421,1.0,United States of America,AZESHAA,1.0,269794.0,5.0,,,Quebec,doxskvgrrzsf,S,O,Cpepawfap
1403297.0,qxchsdmamoizrpibosufwqdioy,Buffalo,52.0,Upq12691,GPPJTQFW,644.0,,1-132-694-5945,9.0,United States of America,Aztxzhrlu,0.0,182061.0,1.0,,Duane Reade Holdings,Quebec,Upqmrcsynatvafbeob,M,U,Gbbqwhhidftxacuguxtvsnpxhobvcqsmukknxgjkrbigsodlkmtgnbbv
2960380.0,Uwjorelmlgjprdokxyoxeh,Topeka,38.0,GMB12692,Wuewkhfklrtiplltlphe,787.0,B,1-323-166-5431,4.0,Canada,Ktgvn,3.0,425074.0,4.0,,UnitedHealth Group,SD,GMBGDZWSLYCCABVPETNGDPIWJTRW,S,O,Bwyoxxvnyhklrsupqxxkyqkltiflljpgngoynddlnenyzfdvkukltk
472668.0,hrjwyvczmeijfhgkaxerlbcgyveurp,Santa Clarita,70.0,pnz12693,Wmiuqazh,847.0,,,0.0,United States of America,uxgjdifkvagg,,63781.0,0.0,f,Constellation Energy,NH,pnzrsuog,U,O,Lvhpyffkklihdvtndhlvnwgvuxunbtyagkezbvrz
2767831.0,Jbjgjrzreya,Idaho Falls,63.0,IYT12694,Oyyuxiiqbdgdppkxwgiapokuzbfzhkiysmhynscunjicefbcizaxlmzoocwd,375.0,Y,1-782-140-0745,2.0,United States of America,Kkebchm,5.0,315743.0,4.0,m,State Farm Insurance Cos.,VT,IYTBVGRLXFMHGIUYXVSINALWEKI,U,O,eshls
1995301.0,Btzinnhti,Henderson,26.0,gck12695,Lgwmlvlawdvkpxbmjzxcmialg,696.0,S,1-524-316-5048,5.0,,Qvuneiyv,1.0,167074.0,2.0,M,Sanmina-SCI,Quebec,gckrxscbtqvpuclgpxmgbemmf,M,R,Wowjlwhydmhdzhdrbsgnvmedozmqoddiynu
1349377.0,NMHFCDDFGWKOQLSYGSP,Edmonton,98.0,qil12696,ruqfvymzadjeynwxgleivesrpfpnkicamhdngsqbixkkxacgfdemusjqladjkxuk,682.0,,1-305-061-2720,1.0,United States of America,Xwuug,4.0,413027.0,0.0,M,,NV,qilbi,W,R,onkusvtgnytxkjpotsmqmpzvwimemyjpajtcgqkjlptdjvikdbedmpy
2818087.0,Habilsk,Regina,46.0,Hvg12697,xmaiikayxpwdrfoxwikscwjbqmaruiftvvkvgpmmhsvslanzyywjujoirqheueaieolnpjc,660.0,,1-100-031-3414,2.0,United States of America,Wwqpin,5.0,,5.0,m,Eli Lilly,British Columbia,Hvgicfzoxkqentplnf,M,R,Ignfxwkdapkfszssecq
210243.0,Vtmkxegxwb,Baltimore,86.0,zpn12698,YKFBAJUFEJMLV,510.0,,,9.0,United States of America,ulapnmffbm,1.0,497937.0,4.0,,Benchmark Electronics,AR,zpnzxylqstqdqbvgasdhzqnpvbz,M,O,HELDAYIRTWCVICWVHUTPEVTCZEPQOJWJUHHCAFXBUSOIYMYJDJNFIENVTTLPOTEXIHENPIPOUVYEFXSH
2718213.0,JZNKEBAGVUIMOCGRXXWDT,Tampa,89.0,kiq12699,YUIBEPVSKBPNTEVJRZFV,841.0,X,1-998-229-5738,6.0,United States of America,Mdzfkofx,5.0,248226.0,3.0,M,Mettler-Toledo International,MO,kiqkfzque,M,O,KZXQKRXWHPCC
2849177.0,ZIBZJUMFWBAFCIKLHTGDYYVGDCBCAO,Portland,57.0,VCM12700,Aftnwupedtnk,643.0,,1-493-368-7186,1.0,United States of America,Xvchzscwvmeq,2.0,377629.0,4.0,,United Parcel Service,Nova Scotia,VCMBRMX,M,O,Tqbeyck
1549264.0,lqpmasgluptkd,Garland,78.0,blf12701,HYZKWQCZRMLMJSIAEINJLKDCJLLWMPLQIKNTQJENOIFCHTKTERDUEJDOPCKYXNVHUVQMDGJRZQPEYEU,440.0,,1-832-706-7734,7.0,United States of America,IDQRWFGWJMPY,1.0,10679.0,1.0,,Great Atlantic & Pacific Tea,TN,blfbwijtajtrhyrgebqln,M,O,jgfbhaccphblwkgfpeyhnyvnoyohwoarxzrhwapeczunpobiltbnexoaxjsyfhrsiitrdgxfggfnvxpn
1496844.0,Ncjadalfpdiyl,Honolulu,65.0,UIJ12702,pzzfkomqgnyaxsitczgohkefgsvupqjebkhocfytwfvfyjclazbpjkyqnnsiaonfxnljfh,594.0,e,1-799-080-2013,4.0,United States of America,VQISTYASCPLK,1.0,192767.0,5.0,f,Dr Pepper Snapple Group,NV,UIJVEKGXFCVMLKLEWTGT,W,O,Gqxgtfxhybhtinocnohcbktmxmslrwnzfwaumczdlpugr
678317.0,FZOILOCPSEQMCHJHBKKIODFHUKZJO,Cheyenne,55.0,Lzk12703,opfkwhiopmlbgbljboraqdigrwdmkxoswmopbheqxvbsrumzpwleafhatnrfcjiugussk,547.0,,1-438-828-7751,7.0,United States of America,Zoycv,4.0,290016.0,0.0,,Interactive Brokers Group,MT,Lzkpackwofizjhyxvudasjvpfcvm,D,O,Cwljromtkhlzcjsofmjvrdjwwfxstrlrbdvaxyy
105179.0,QWAAREQEFEEXEVCNMUCVUPUZNU,Las Vegas,27.0,wuu12704,chjftsivgtgexrobmbuubrxebrwckmxwizlbkeal,633.0,,1-067-329-8920,9.0,United States of America,JVAQREHRZM,0.0,67982.0,1.0,M,Roper Industries,AZ,wuugpejcponsghxvcusmznuwtkwnii,M,U,Zutkapqatgbqevxxmbqaddntuylvpwdppun
684657.0,Zveskxdpnuymce,Thousand Oaks,100.0,QJQ12705,mjgwookezq,,r,1-959-538-9334,9.0,United States of America,AYQTQLLLKG,3.0,387876.0,4.0,,Psychiatric Solutions,MA,QJQNODHQVCXGMLTQGMQTOJOAZZKX,S,U,Ecsafoaxxoehelqmdgpdhjmp
2361504.0,Bqmqqundy,Lowell,47.0,TJU12706,Dhnsmcxvhhsiwtjecxhmd,,h,1-678-711-5694,,United States of America,HMDKYTNVV,0.0,93790.0,3.0,,Int. Flavors & Fragrances,CT,TJUBQPYLFDTHHXMMEYWSFNGVGOL,S,,Vbbopdwtmvlhsjbvkfvjnrlamjavkucrzdbvuhjmtnnaaogghhoquzgzggxlpgncioap
2052489.0,Epyomfhzgqjqltpnmndvwcqhjma,Newport News,7.0,Prl12707,ZVJXS,685.0,w,1-663-932-5385,7.0,United States of America,uwwfzqulxgdr,5.0,444030.0,2.0,f,,DE,Prloyjtd,U,U,Inexnmiewbjjlciuvmllcpvmfxwgwev
3078634.0,DDEXPNRBYEWKCEHA,Missoula,,YHN12708,WEHWVFPXPGHBNHOYMGDHIKPDUTZFSWXHOBNPZSUGBIFEDCMLDDXQTBVHXAZORHIBRPA,360.0,C,1-519-019-6128,8.0,United States of America,Mfwdipvujrri,3.0,405013.0,1.0,m,Newell Rubbermaid,WA,YHNOPMKXYUGJPVRTBDEULTBBF,M,O,kdwkudbr
3038032.0,Ojvjbapmnvabgbosaiw,Cedar Rapids,95.0,Tgg12709,Fzuopvmkorcn,470.0,s,1-936-318-0658,9.0,,Udwnmqiddlwr,2.0,360475.0,2.0,,Holly,New Brunswick,Tgglffdfrufqscdxupsdrihlkc,M,O,Jpfmsuurardloofvh
2330428.0,ocvhuetb,Columbus,41.0,Tqr12710,uvietebtfba,759.0,M,1-745-032-6887,5.0,United States of America,Rpcpmwwbguqm,3.0,498874.0,4.0,f,Bucyrus International,VA,Tqrfbfkgbexagnfsvzpouzuipu,M,O,
3308566.0,duhwlbf,Gary,2.0,Avc12711,Ifuhxawyhoxiuqrctebdqnwzzhbrszxrunyexpqotljfnehgbqusyzibwvmeo,545.0,,1-332-869-0801,10.0,United States of America,osjkvo,4.0,229234.0,1.0,,Continental Airlines,Newfoundland,Avcofenwarlhzbyhrgxj,U,R,
3388085.0,nlvitipswaxefbwzh,Grand Rapids,77.0,Rgd12712,tqufplrafafmjyaiomwnqeccbfufavcmcojbrjkxmbhxcxpiuxuekzcyjadvnwtsoeaspm,776.0,,1-304-071-1032,5.0,United States of America,MMIAHIGLJ,3.0,89874.0,2.0,,AptarGroup,NY,Rgdrcdwollbmkfixisamrilavq,,,Ybduuofjffeyhlzvcbpbqxgmubswxeejpfbmgtdpdjwznv
2886502.0,Rkuxt,Fargo,58.0,cxe12713,Gledrehcfiphzqdwtnhmyjvaucqjbxjhcbcghlylkulwulobdqqpxrbbpecuaqclvfanpladovlxfwj,379.0,y,,1.0,United States of America,Fawpwqtl,2.0,286267.0,3.0,F,CACI International,MT,cxegbzymnryzonfekrkrgbcw,S,O,mejqbzvtrvrhkbslkywfqilecrbdzflwahvqjilwzrato
1796249.0,Epkrveivcevncovguvdysd,Missoula,43.0,xko12714,LHYWEQEIKEWVRBYCLNTDEOLDDRFRLDWRHDPUOSHSJUORLZCJPQRCNCPSEBLAFCGXVUTDXOL,335.0,M,1-553-727-9484,2.0,Canada,XEQQQTKLR,2.0,,1.0,F,Century Aluminum,VT,xkofasfemcnovfxddjgxi,D,O,Nqbofpydqusxkdzxelehiqnt
2068390.0,uwqjbvh,Calgary,61.0,Spj12715,Hvagigu,320.0,,1-661-937-1136,3.0,United States of America,Lxqmq,5.0,208694.0,0.0,f,Gilead Sciences,KS,Spjpbwfnunozxdmarjgusifk,D,R,salrphuaewdgrhygucwbxevptdlyfsqzsoeujfrflldloxhidht
3240543.0,IVUJSLPNSCXREGPPHFCXORZ,St. Petersburg,47.0,pdn12716,Wrwheqcvbryuljpmfizvfzgyknoilxpkvtweieeollqvoxahvhfdpudhakmigbebwzxyowpdsawu,472.0,,1-210-588-5823,3.0,United States of America,Hixsld,1.0,208792.0,0.0,M,Frontier Oil,ME,pdnllay,U,O,EUUMSLNHXY
2019533.0,Dtrrkvekxbonglfuqfhmpsbnv,Bellevue,5.0,LFJ12717,GMYCHARDGLVZGYI,744.0,,1-895-290-9338,1.0,,FCRYUMYBKTIF,5.0,480968.0,2.0,f,Benchmark Electronics,ID,LFJQDZXBIHELLFWSDXNJGR,U,R,AFWOFNBWFNBFSFNIRLIFAJZKUPTKBPPYP
1306688.0,Jrxmkxuk,Naperville,67.0,XQN12718,Frotjokmvyqqqgezlsuxkabvvtwhlxrxgkkpmislqwsmficyaarwbcsmagvwcywktgbexmvdwekohvo,662.0,,1-350-832-7066,2.0,United States of America,YKTEQAL,3.0,64656.0,3.0,,MetroPCS Communications,Prince Edward Island,XQNTGABLOIPNZE,,R,Wjsuqpakgarulwtlramb
,UWXLRQFQHEOQXOALCIUGSYGVTVCXFF,Idaho Falls,31.0,Rrh12719,hcvbljrmcubcllgvnbejmusiagumixudbwftkzyixfqsldfewubcgnaju,805.0,,1-744-027-9877,7.0,United States of America,Bysfp,1.0,3353.0,0.0,,Laboratory Corp. of America,Newfoundland,Rrhrfcevscgqgpptj,M,U,
2709484.0,tmwcqmefn,Denver,0.0,Gru12720,Iqtdvwsudnbyflwhatpclwwqofwebnofttnizcbqhcvkswucwkcfuioxgcdnfkjpqgfrsoxldztaaq,,,1-196-001-0723,1.0,United States of America,Tvbhgpvtlmi,,180918.0,,,Cimarex Energy,NH,Grufpwjqjkjm,S,O,iattogmiqqdmwvzppnkjoviviocrpbdtogobnqsjktwkeslgtteawtskrqnosyskeoxsodqaxvt
90630.0,Udoiqzoq,Oxnard,23.0,Xkl12721,rzbcxottdttmkbwnzhjozhwnnkbdzgvxfxuxtdxembmqqdkbmeccqmifme,576.0,,,9.0,,Fcfzjinicjo,0.0,221425.0,0.0,,Enersys,SC,Xklartfiic,W,O,Qitvjofgpmkjibfueugbxjrhsaazntosoesnw
128206.0,Rgloqpbgbqaasmodxpwseztw,Boise,97.0,Lcg12722,Ekmyofvicnpwdnjvvbrqruwdsgpgoavsppyiwshlaoeaakiwrkuwxxuwbycuvaypdlqrfoogkxd,809.0,,1-235-220-2577,1.0,United States of America,ZBBSFXH,4.0,143235.0,2.0,M,World Fuel Services,AK,Lcgtiinanaouu,M,R,smwxjqogjhvjufqmpnw
463510.0,pfuarefoligsjcmtaghesp,Huntington Beach,74.0,VCQ12723,Zctyccwsasvlo,830.0,x,1-683-595-4847,2.0,,vtmpxkzbub,2.0,325005.0,1.0,g,Hawaiian Electric Industries,DE,VCQBTSARWQKFF,,O,Tlwlbtwdtnpwgvrwauxaobsvbesupepouqlaxykgagksdudoaqidl
1158961.0,btfgdko,Billings,81.0,WXE12724,zyehqrcoaiqmvqmbmvjzcqcffbsdflmgsdcsxirsowjvmmlfiznorlff,624.0,,1-145-843-1463,10.0,United States of America,Orsphbxm,2.0,146854.0,2.0,,Children's Place Retail Stores,AK,WXEDRZDCHXYBU,U,O,Jofmpljjcokrdwqffrxozekaoktzeqwvffcgrkxqwrbreqcjwtximhvnztovqiasnsxuegfqvq
1656178.0,pmahueafkkbjj,Hamilton,3.0,Kzq12725,,303.0,,1-134-930-0241,4.0,United States of America,eneeettxdeka,3.0,70684.0,4.0,,Administaff,Manitoba,Kzqsyqonnn,W,O,Ptgkwjgaujyccapghjizixwtfxihkqupjiiqqfcjxmhdkeqbuovdodtlxjbj
2373768.0,OLAWHVUQJBFPPMKDWBKWJV,Paterson,45.0,Bcr12726,Sjpccyyarzop,337.0,,1-837-165-1804,10.0,United States of America,WNDPVNTWPAVF,1.0,71920.0,2.0,,ConocoPhillips,AL,Bcrtykao,S,O,jyknjdieyzucbbjsekwhlqxeqpjkxxuynaldniqtfvrwlfdclpc
3672224.0,Tbryjtljsq,Fayetteville,,MEZ12727,,418.0,S,1-341-891-6276,5.0,United States of America,Vnigr,2.0,,0.0,,Kelly Services,OR,MEZZWEFIPTTER,M,R,Czboglmtalvwgdjlhrxlwxrkzcn
2519490.0,Bnkzsstawvjfwxoekhodnzfmmiaav,San Jose,,jnp12728,MJEBCQDNXHSZWTPGWNWFKELJFXKSJDYTIXRWXXFGZWPOSCFQSMJUUZP,700.0,,1-034-953-2553,2.0,United States of America,Gggncj,0.0,22804.0,3.0,m,Unitrin,OK,jnpbgvqocgtrt,M,O,ofdantyim
2409054.0,Ykhjkitlavkg,Columbus,3.0,Ehq12729,Ebsdnslqswdcjifwnbkquwvldgrkmjvjesekd,589.0,,,5.0,United States of America,WOMWNU,3.0,170476.0,4.0,,Union Pacific,TN,Ehqqsmyxkpeknuwuqabefdk,D,O,MMHOIHYFPBMNJFXQSGAIMDHUDUYOIJEQGVPTAOQIKSBNVDIOSEZIWYGJTCWLSAYNNUU
1891394.0,Covfptmwhgwhidjcrooavgjyffnjj,London,29.0,Etz12730,Ofuoedwogepkqmrdyncknio,822.0,Q,1-954-805-8129,5.0,United States of America,gxsscwf,4.0,443935.0,1.0,,Cliffs Natural Resources,OR,Etzkcqajvmlgdaxcavwoliqodakp,U,R,EJUHWZSNCELDFOPDBRXXFDNXJHBQGOAQUWRZNPRKLFUEYQVXEZQKORIRRSLTJDENCGKGMQXPFWFWAC
1271315.0,Burdgrrfwy,Waterbury,,hop12731,Bprhanottszwoud,327.0,X,1-244-947-8549,6.0,United States of America,Ehemg,2.0,38784.0,3.0,,Chiquita Brands International,Prince Edward Island,hopokgpkqydykpje,S,O,Bxdcqbwmpzthsgeysrojfkufwhkdbjujfgeadojauxbabdswjdqosmmukkkhlvurhhxjwimykp
2492456.0,qehljlc,Hilo,16.0,FOW12732,Wuwxmd,468.0,N,1-695-380-3765,0.0,United States of America,mkknnnsuxhwh,,261650.0,5.0,,,WI,FOWTMC,U,R,Hhtzpndhqdqomsknnfzsyuciqxcvcnbzzheytqq
2414960.0,Wfafvvswtsrdbaefkvcp,El Paso,60.0,Ewc12733,Zqviqqlaluyaouiaufaqvpcbnscflmiegfnddikpuxfg,770.0,R,1-495-934-0755,8.0,Canada,srpkdcq,1.0,27589.0,4.0,F,Baxter International,MI,Ewczhkojyckycwrnjvcdz,S,,Wlkjvfhtrklhcfdnpcpasesifahsffyloapgermylmxhtwflgmqmdzpsbusoxdrasiigk
1962531.0,Xvbjpnprvxtkqxqfv,Halifax,98.0,DWL12734,Tubvzcrtehlunxb,371.0,i,1-803-861-2066,6.0,Canada,Fgffq,5.0,269140.0,0.0,,Virgin Media,Saskatchewan,DWLEMAODQ,,U,Obdjgucejcqbvkqkckcupgpfpndrotvjcmavrmhzh
1652119.0,Vqxodvjfju,Calgary,28.0,Nhl12735,,467.0,D,1-006-840-4038,8.0,United States of America,XBAYEWF,5.0,68029.0,3.0,,Susser Holdings,British Columbia,Nhlfdee,M,U,fjmknj
291940.0,Yrucxadpttbnechqqvkmsbyggljtm,Cleveland,80.0,Bef12736,nlcvlsbkuwbamdjkvmmspivpesnysrbkojdiiqjyeaqfksfwfqhmmwqp,652.0,J,1-921-513-2121,9.0,United States of America,OGFQZTMOPJEG,2.0,234504.0,5.0,,,TX,Befvvofjathkrkwpd,M,O,Rwuumknmciuxfuqigkievsebclnkbogfwbjnjwihbadasdzsmpoficnudbtjkeuoje
2109127.0,tkjvfddcgxgxrucubxalvtrccfuba,Fontana,8.0,Dui12737,RVNUHCEZAZWXQZNBRULNCORYIAAJESSIDGCJNLTKXJNKOWJEAAZOBBYYFOBDHKZLWXPSIVMPNPQP,423.0,,1-489-570-1877,6.0,United States of America,Asxtpotdu,0.0,251827.0,1.0,,United Technologies,MD,Duinql,M,O,LPYLPDNVMZVFCFWAZCMLRHCYLBAIYABJFVNWADHPMEIPWO
1396116.0,XTEOHPNJGYDPIUDG,Coral Springs,92.0,Wgg12738,Geertynxuelnkqhammoiifmwxzvnogahcajotkgbzrxct,797.0,G,1-910-449-9486,3.0,Canada,DZRQMCFDSZV,3.0,324957.0,4.0,M,Juniper Networks,NY,Wggawvaxngjsjcvrohdeozkbnppiwb,M,U,KKRSXWFUELIMNNLQTUYLVNKLBHBKDPFDVCNIBPWM
3427264.0,LCHBSHVIUFJHM,Denver,14.0,CMA12739,MXCOTPSPXOVKBVGLGEQWIEVGTGX,412.0,A,1-987-972-3744,1.0,United States of America,Yamcnnyqhlhu,4.0,408152.0,0.0,,T. Rowe Price,NV,CMAXFMTPQMREYLQBFLGDKMPQRERPWP,M,O,Igwtfvwveapigans
1389496.0,QNGROIJWBLLE,Modesto,12.0,Lly12740,tasnlivwfnazcyogalcrxxccbrgxozklwowsbbxktwqmjpsdgwlmmexsqzrqksreefnwidwrdl,368.0,,1-974-201-5222,6.0,Canada,QQLMZ,1.0,343684.0,1.0,,Hill-Rom Holdings,AK,Llyscuvnssxokjwtxhvhcggxmo,M,O,Smutkyecmunafxamnjqhcuetsvvukgwffawnxzqzphjrkptyjaadcgbuivdbl
2006655.0,cldhliizryiuv,Sunnyvale,16.0,qmd12741,PKRGHTMEBAPYJVFFMWQB,,,1-981-576-6270,2.0,United States of America,Toreiwxvxuna,1.0,178944.0,3.0,,Atmos Energy,ND,qmdcikvtlbf,S,O,Bhipsslnqdmrwehxpwdbqtvkljkrjxqhbrhgfgqeqvrwitcccjryigonvguoqjla
2842747.0,Ibbcaaonfcyqkqdg,Glendale,45.0,UOC12742,Pdqenyvelioy,539.0,I,1-954-228-1242,0.0,Canada,VJQRQXTQR,0.0,453130.0,5.0,,Publix Super Markets,CT,UOCNBX,D,O,Gtkpacrrshrjczauhgwnoikpbnaiezuc
3979196.0,Kkfwqerauruvvqvjfytaecvnhijy,Jackson,9.0,wdi12743,IKLSKBYPTHBWYDJSGHJZAZLSPHAIKRENOUHMIXCPMKNEOXHEUMNTCVUNIHVRVMHRGPTUI,,X,1-069-044-3794,5.0,United States of America,klkaivtmed,4.0,255294.0,4.0,M,Union Pacific,CA,wdiezlprrgm,M,O,vxfzeugpgbogynuzfxvkcdsryyqiezgmtiwlrttruqgfrwztbcrvl
2976882.0,OFSRITZDP,Grand Prairie,76.0,Yuz12744,Hmlriqaxckmejiechdyaunmcwdr,432.0,J,1-359-043-9483,9.0,Canada,Fponcxl,2.0,333377.0,5.0,M,Men's Wearhouse,NC,Yuzvurnhnzdeaepzzlrmulnbwmv,U,R,ylypbuiqrrmdlevqsarjmvoupcymfkeooamoyykilrhodocihdqdbwuipwuaymqgeydbjcrylqstdia
1475651.0,Fpaqsgjwsbrqpummmficaesejtve,Denver,46.0,tze12745,jvmpuvxvbaxsdb,,,1-216-121-5349,7.0,Canada,wmstlpt,,207260.0,0.0,,CSX,RI,tzeczrfcijbkiokduhkcsfsnn,M,O,Rzqpikskrthtkoolwtnixcdzjhbr
1667054.0,Kfphjusfbtczdohl,Ontario,24.0,ayo12746,mehigcwbxictsfoaydytpwzskeaemwlrixiookhotehobdyaahxycm,761.0,t,1-198-655-4742,5.0,,aywuqnffipvn,1.0,259571.0,3.0,,Mueller Industries,RI,ayosulsuoiaefikdokxdol,S,O,Jurtsdpczowdtocv
3019806.0,YNMXZAONNZDYUQRQXLFNPOM,Virginia Beach,17.0,Bnm12747,NODWSTGWIVXXXAQPPBLPQZXUOXPCGGAICLQKYBMKGYFTHWWLXMOFZYSMUB,,s,1-913-563-2439,1.0,United States of America,Wgdzbscgt,4.0,477142.0,1.0,m,BMC Software,HI,Bnmqwfexewigqnwrh,S,O,znvgqnzuqjyztomquwbecfrqdxntbuhsxmmtdosmtfkuxxcunopwaxge
3688877.0,Qaxbnkejhxmhqtlxmknm,Calgary,63.0,snt12748,Zacjw,761.0,,1-310-386-0831,8.0,United States of America,Nmdcxchhcnl,1.0,158232.0,5.0,,Dole Food,CT,sntjiccudmrcogxn,S,O,Rhdisixwaqziozvwzudfkk
965025.0,Hrrdtuorr,Augusta,0.0,uts12749,WGKXCJYZSI,480.0,L,1-932-771-2566,3.0,,gnvfm,0.0,302008.0,3.0,F,Dean Foods,IN,utsgquqbadftbjjmhacjdfcniq,M,O,lcqbhlouitwtfgqbsnhznmecmwyhgvlphjgvevzpcicmzgntnluoqwnpgklyxhdj
1963612.0,Iojnwgwbzfhidimszkt,Mount Pearl,78.0,Wov12750,Iatrrylvvezfupvpcayprfqudgwqwvxzjqbjiripnyvniqshqlebstrhydqtbgls,629.0,,1-376-193-7039,4.0,United States of America,Ygsydanx,2.0,468591.0,1.0,,PSS World Medical,NJ,Woveokphxyjflhrwhsoh,U,U,Stcsksoumxgkknxylitwuewoiomhvklolplqoevoejvzm
1363035.0,Ugxscyjl,San Bernardino,95.0,DEJ12751,Espjxluubajwkdgmkkvgvnbimqikwiubyaic,594.0,,1-006-418-3311,10.0,United States of America,SHWXQNVK,5.0,148499.0,2.0,,Zions Bancorp.,British Columbia,DEJQYMIPAVOTIMTCQQRRRK,S,O,Mhpsofzalmcwcxwgctnffaihrtnhxglqvjpdctuuwuntbkjavlmegpvldzsxfomvepldhgiwmupri
2901258.0,jvnvhlartkwjjqmerbepezxgqskhb,Jersey City,19.0,Bsd12752,Vnkwapwcifxzjjklghdwtbavrtxibuecvlydwxmmcidnfwpshwawytmmb,,k,,0.0,United States of America,Rvlbgbjt,2.0,233574.0,5.0,,Snap-On,PA,Bsdqqzzfdluxnxbtxy,U,O,oxwjcndactgamwiglllznmcqwagynnpznofjfthjxwzlehhtkzowtmzwccnjtnuqbsfitfmwnqljhey
705059.0,Yxxoatrwjamdigmtik,Elizabeth,36.0,Avp12753,Zjtlnhnkzcnzrfpxwwsmtcphqufvcjralmrtzzkubgmkduhkerjfetcmerwwiakxsyni,594.0,,1-164-508-3988,0.0,United States of America,Cvmhugjhgg,0.0,404865.0,3.0,m,Bank of America Corp.,NJ,Avparwipgikakfqmpyxgvpaebqn,,O,Rxedhozkakuvfsmwdjatosqgsyshpulylxtdwxkfguaystub
2791193.0,Ixchidhdidaic,Laredo,93.0,IDD12754,UNCYOCGERT,506.0,,1-035-779-1091,6.0,United States of America,Jzkftgx,1.0,214145.0,5.0,f,Graham Packaging,Nova Scotia,IDDHRY,S,O,JFQUXLCRGDQVYJBNCVBNWUFRJERL
3812048.0,CLEGVNWBRSHWVOVOABX,San Antonio,52.0,Uwy12755,,729.0,,1-292-221-2035,0.0,United States of America,Exlaxjtj,1.0,24681.0,3.0,,Eastman Chemical,WA,Uwyqbrjmbdzoibhtvs,W,,pqjairkovicyenlmbcg
2962749.0,VTLJFSBMCFFQQYHGAIACY,Vallejo,67.0,Lgm12756,Sgkdijtawdvhjop,640.0,h,1-208-169-1114,9.0,Canada,Pintcvhxfj,2.0,330749.0,3.0,F,Dell,Alberta,Lgmrxcabwijqjcihbwgfgkolz,S,O,OQMCNJZXBPKEKVNFAHNLRVXWETVUYGYOWRQDYRILBUSESAFPRVZAILEXWQWCGDGFFHGLGEMDTSEQAC
2495409.0,OGMVKPBYOBPOWFY,New Orleans,38.0,Tvx12757,jxbeqnqvddospcletuwztiflaqhhletdyvtjnmefksnvomc,468.0,L,1-435-618-6208,5.0,,gyailemr,0.0,164153.0,2.0,,Airtran Holdings,MS,Tvxvsbntvhtrp,M,O,Nnhlxqwcwozxgkcs
2326724.0,SYGDORCOTKZIHYTXFNMECW,Huntington,68.0,xgt12758,axdpejrpihsdfcopnccrjwsqirjelttrlelulsgkquekrgtbpe,471.0,,1-716-634-5947,8.0,United States of America,Bxbcez,2.0,268255.0,2.0,F,Verso Paper,TN,xgtnzsej,M,O,xbwtqnrgnhxudklqboeyjljairusinkjlqnryodfpogxqdejkczgnqteopmacg
2376817.0,Nyprsqcmdpvtwrdnygjlggsa,Raleigh,29.0,Qbk12759,zeuuhgheevbfhygsapkitcsdipntebnght,565.0,I,1-543-756-1895,9.0,Canada,Zsqejmgkmvjr,1.0,280171.0,4.0,,Moog,ME,Qbkexf,U,O,FFALANTDATJIRFDPFIIOJRSAXAWIJVHAWKJLTSGAOVQFNTXOYQHRUSY
