AddressLine2,LastName,MiddleInitial,PostalCode,NumberChildren,Employer,Income,OwnOrRentFlag,Gender,Age,CreditRating,FirstName,AddressLine1,NetWorth,AgencyID,State,City,Country,MaritalStatus,NumberCars,NumberCreditCards,Phone
aaveszafejuqlrhsdppqsfegixmlhzsv2,Xmsgnzjrw,,Fzygehmu,3.0,Unibersal,286130.0,O,M,42.0,397.0,Jcy4zhbxtbqqxycutkywvxedjj,dnjyrjgoyajgkmjnzhnjqxryzpfsrvgvaxooumolb,3455596.0,Xns1054p,OR,Fayettevllie,jgitedStatrsofAmeroca,W,2.0,4.0,1 733 153 7101
kcfqzwsvxqwxvlsfomzfdrmefx,NPAeRNYMFt,,wwpwq,1.0,Genuine0arte,472278.0,O,,19.0,391.0,ecvngdfwsmqedkfj,Hsjlsbg,5152785.0,NPAw0541,UT,StCathxrihes,,S,0.0,2.0,1 761 338 4851
Wmmbfcfanooopxbazacdneglrvhkxleegsjwbflolbcowozaithinugoy,vofkqwtgscrgcjareg3nkrfiq,,,2.0,Macyd,138763.0,O,F,41.0,,Xlsfacdhmx,Evnebmrmftjess1jgraq2nnrhadvnc1ldzjvgcbwhkr,1963218.0,vkf19542,MA,Laredi,Cajada,U,0.0,2.0,1 533 694 9147
Jgopsrbwva7,rvnheggzbcwxwnvjgifwujwoakdse,y,Bfbjb,1.0,CrownHoldihys,513694.0,U,M,18.0,693.0,Ubbsbtjglh,o0ziwg8iejmnwcdmx2ojixrigmjkkjzdolwbpndpbsxeujzwnzqfemssmsyskxh9rhlrzw,4153258.0,rdn10543,TX,Sadrakento,yniterdtxtesofAmerica,M,2.0,3.0,1 496 936 9725
ghghnzcmqqtb6ximnpeohmcg,Ctxsvb,L,Vf9yhccj,0.0,SouthernUn9og,466543.0,O,M,50.0,414.0,U7ckvloffawwnwaepfbnndfgdlsfk,Xzyviaxoqnzxnfnsxespblqciaqmafrboybtdpyhsmzdbiqooqiqwom7ei8ydczdrectsjtuwm,1422739.0,Cgx10544,MD,Caaper,,S,2.0,0.0,1 638 532 3809
Shymlefl0miywosxweh6qlcx,UVIkRKQLJ0V,,wwzh7pu,1.0,CocaColaEnteroeiees,308032.0,R,M,39.0,682.0,Qrxakpuwasmr,sjxzlmdeo,3578343.0,UVI1054r,Alb3rta,Chesap4qke,,U,0.0,3.0,1 678 838 5177
OICMOakqVFLISKQoSMSYRPBvRMrIWTzQIDQPNKTXnHsIWlKSwyTAXGGaGBLAlMGdQQCBTREWBLXJE,SSHTvSR5BKFHH,L,XIMDDxUJS,1.0,oennNatkonalGaminn,,O,F,14.0,623.0,Kko5hcfehcqjijcck,Plndmnbjmakw,3336924.0,SSH10536,MN,Salinxs,6nitedStayesofAkerjca,D,5.0,8.0,1 854 534 5891
9VICIMIHH,dulpxqwjtaesvadomhe8nh,t,tkvwidn,2.0,DxTSys5ems,157137.0,O,f,14.0,444.0,TgaCZBrKWCVGWJOWYMGHoST,Jgojgpxnjivwpnoffyjvqfwpmhlgcizunzx7dgyud,4104990.0,sul1054y,PA,gubtinggonBeach,Unitedc4atesofAm2rida,M,1.0,2.0,1 007 240 8509
Amlcomtzxwfkqguigs3gwhwylyz3zmkuanp31yoqxadabuabzgosqmx9lrvib,Tvcexyqjchllyge,,PSCOWD8,3.0,Rohmmaas,689905.0,O,F,18.0,428.0,Redgmoozwk,XXZfAAKEYCMJFsTn,,Tvf10548,MT,ElMonts,UnitedShatesofzmegifa,,1.0,5.0,1 059 721 2317
XENmIFmnhUfWBLPGZXTBVCEOWVQOaSWE,Fdgjtgkvonqk,b,POMsJCPzIO,2.0,gewuorkLifeInsu5ande,480466.0,,M,37.0,423.0,Os2pararcrvbh,utqjmfomdgvixibxtkqaxawdqdjxvqoiehnlhdbxhfsbychhamlxgjkxlxjgwdiqewzo,1416705.0,Fdg10r49,ME,Limcoln,jjiteddtates8fAmerica,D,3.0,0.0,1 301 111 7399
dysvztkxsqasdoqdnse5ucaisn8yxjgvvvhdoamozjdvbtexpmmvjqdpcumiymkwqvraofakps7i,Fawlevnlgesyawbojxteesfjq,E,Fkfxanyqrlq,3.0,Ap9lledIgeustrialTech,214526.0,,F,28.0,501.0,Yudmrbmwqnwjukj0bkiwcyz8lw,arnxdcrmnklvkgttomwtmpnweflciysdofungvdxj8flxwjjdgmmivvryhtjlc2,1664862.0,Faw20550,OH,dargo,UnktedStatssocAkerica,M,0.0,3.0,1 077 607 0607
Ibtectfbx,0ehkfhbksghazlxcpt,,nrsrefkaa,1.0,Teso3o,442720.0,O,M,16.0,390.0,Mapripjodlmubtsvn3vzpuukcago,whjeklymwhzjxe5uizfmxisedth,1647184.0,per10551,MD,Lansinr,Cznada,S,2.0,2.0,1 597 130 1298
Tcxakiwemmagfbgnzpcnqdqfjwixy,Djdlqownugwwsyibyo,C,EFeAXiJBPL,2.0,lortlandGenedapElectris,255865.0,O,f,28.0,626.0,LSOoUGT,xxUVWLRMbIFNCWSAJSBYMIHa0PTBVZWEACgUGGMsPViQDFAYjMPRAjK2hZZAI,1939671.0,Dmw10y52,GA,Abilrne,sanada,M,2.0,,1 964 473 6104
Jhoncdcrpfhabiowaprflohjcmfkxzknforslnvjntlwcysfsehyqjlkutwxnaskoioubuv,Iiwrdaooefhgmwmo,X,jdzfejqfcu,4.0,bulcagMaterialc,205031.0,O,m,,653.0,Yirmxnakx0yiy,,1451276.0,Iiw10t53,DE,Casoer,Uni5edetatespfsmerica,D,0.0,2.0,1 365 421 8115
Asvhjlzejimgjbhwfz7ebhrzbiddvyqishiazuyrwvxrzov9usfkkbwnfeapbnxgzupuxxv,CQMuEGMX5F5VQVXWL,,Lrppdfvn,0.0,Equi5yResideggial,254701.0,R,,42.0,220.0,P9CEBiCIYEECEO,Wafykafoer4fdaff3zpxqgzuhqlxuqclygapwhdyvpubamif1zypmyfwjxvihkjlvrlvnpnjvpk,1994157.0,CQM10654,DC,Cyicago,xanada,W,2.0,4.0,1 057 627 6957
GsNRpYHYySQERdRAHWQSPIUSAaS,pbaxpljw9yhtvoufdjxaxnf,P,dZSDDNEUsCL,0.0,Frontiersomhun9cztions,186331.0,O,,,581.0,0jjvbhpbkusnepsze,BWJUIYWMMAKFURFEHONCHaNIwxFgI2fMcWsTIUBaEOnLOHKFGLTFAI4MnQrQhGLpNQQOZRWDoCVXFQCJ,4365434.0,pbaw0555,TN,pondon,UnitddStateeofzmerkca,U,1.0,3.0,1 778 613 1809
jufvvu1vthquspoggibmlmzppvevnsclo,DtEIEYLHaMJVJrBHrNPMEbHGTQPSM,,aicgsbscz,2.0,M7rant,24390.0,O,,20.0,421.0,pedqnyxcqwujqtlauugfjwhw4vjl,dCpMJPIPXOhQQKtSSQUTEWcDTZiNIDoWIWFJQ,595744.0,DGd10556,MT,McAlleg,UnifedStatesovAm25ica,M,1.0,2.0,1 406 352 4100
kHFRsJIIZKHXIjGQSSIXPOSVbXsENNOhQsFNXEkS,wihujwkvhnrgdsntwxcnrq1,,Tkfdx,3.0,,240673.0,O,f,39.0,512.0,Sukbtlnwk7qgxlbdzleguhkongtsj,HGJJHFQVACVWSEWHpSYMIGTVHCShdAbYZMBsWDLKQlFMDwDVfPlBLGNjKNJXYZHfQITTRt7vSUwX,4019787.0,wih1o557,VT,Valpejo,Canasa,M,1.0,3.0,1 477 243 6544
SFBDTqOCH,kyrttqwbfmqpkulykjcrd,c,VSSRMbO,2.0,Albematle,110304.0,O,m,31.0,588.0,Lejaadzajgrimtpi,Hhzlsorfwhfvndom,74754.0,kyrw0558,CA,Alexandfiw,UnitexStstezofAmerkca,U,1.0,3.0,
PPQZUmHLSPQTV46WZJfETHTL2aYI7HLHFfEZpYORlwFHLURDNzIXOoPKYENBEFVEJ,ig0axglcxpyhruugpmbviapxbuy,w,Roibuxk3bkz,3.0,CharlesSch3qb,421819.0,O,f,31.0,456.0,ojnio1ulqirpkebjr,Bba1js,4220422.0,ugp10659,ND,Glehdale,Canaca,S,2.0,3.0,
Jozfqssoqnffpvi,Dpapifhmydxjykggqgxuwsisrixo,,Muaopwhscr,1.0,Diloards,347147.0,O,,8.0,184.0,IOENLaQQJ,auzojsazgvkkqevavmijcnbbqqp,3583497.0,Dpx10460,MS,Ecmonton,UjotedStatexofAmerjca,U,3.0,1.0,1 878 293 5153
Udijqugxzsynuxufyviwnsh9ftizhxdgccftaqcdzcv8sknciwooswcyghllmzzsr,hepgxwawekxzgkulr,F,Sa4ejxwcaf,2.0,zberfrojbieFitch,358618.0,O,f,28.0,597.0,hpfqfkhvv9sukxsmrxg,Zupbfxhhszylyuqqdf3lpheajzph,2227801.0,Nep10571,MS,Hon9lulu,Cahada,U,2.0,5.0,1 110 000 7084
uNKZSXLH3OEYFyOAKTCkUKWdZVZTTNSGUNuDMT74CMIBWb,Qihnfanbob,v,KTVW8H,3.0,Systekax,383349.0,O,,25.0,467.0,xldpqhtzzmaxo,JtOTAMuYdMNJJGJJHeOCQOHEIbJGCFjZZZUKBUKJOUh7NZiogXUOCIKOSQPLDQMIPRNSSzRIdeZPc,3076885.0,Qig105u2,KY,Hamolton,Canwda,M,5.0,6.0,1 360 352 8358
vzsxdizspmmlnoikkuiyarn,G8DFDXC,C,Qgajofumojjo,1.0,AbaiogDevices,102552.0,U,M,41.0,149.0,nukisprzwetrweufl,ZVUsNPBXUWAZCQOHIKsNuGVQFMYHIzgKEcFePKSOasKOPFYGUWjPgVJAIZQLRZV2VqLaDVQ,994423.0,GiD10563,KY,Szn6aClara,ijitedSyatesofAmericq,M,2.0,1.0,1 789 341 3724
KKMWmgJHADWBH,Uromxxcsdohgcqhobjspsdjq,O,Szcjshwcfhj,2.0,RHeonn4lley,306196.0,O,,17.0,662.0,Pakdaqmtcqznutgk,eupdopgnj6vb3bwdeqttioahncjuqtsoiydpwskklstdobcsach,4763175.0,Uro10r64,IL,SanBernarrkno,Canaxa,M,2.0,,1 160 591 4830
CFhEdTeOMJDNCLxQlDuNPVFgTQDIEE5RMKOETQITUQWM,juibibsiu,,Yiuind,0.0,Wlndstdeam,304905.0,U,F,,374.0,vgxinofisddf8zagoxmpfy,On1eesxslthsgcnwygabtipwpjvtpuwwafoqrsyjfazox,1291592.0,jhi10565,Saskatch4wah,Scpttsdake,Unogedctatesofqmerica,M,2.0,0.0,1 976 725 3854
Ahdvouyqmgfrplcrlqcouotbjywu9uvaboyqdsbdenmhwyqwazwxunz,MET2PYidJORIuHHFCAJMEZJLWXqcLV,,Isqttawfuj,1.0,BuvueyeGPHolvings,115213.0,R,M,46.0,527.0,mknysfo,Lkethiwf6rygx4cdqgdljzhldodaxxxlfepzfbhyyjpacxgcw5y,2766665.0,METw0566,IN,Garpand,Ubj6efStatesofAmerica,,1.0,2.0,1 413 531 8634
DMdWKFWCIsCaScEPVPZqOWCQRCT,uhhhn1dtyarqdybpffmwfddu,l,sbmr1jnoftqx,1.0,WRherkley,429321.0,,,41.0,656.0,kdwposzhusuvi,,2899665.0,Hhh19567,WA,Oceans7de,Unitrdxtatrsofwmerica,S,3.0,1.0,1 696 704 9178
,jhCKJVTsWAZZFDShLJSKCS,u,Odogkshns,1.0,StageFwemInsuragceCos,563265.0,O,,38.0,606.0,gtntcdyukzopzgrfasgtqzychhnjk,Sxlwsuupoxujzvg1aonchyoawmdcimvxmnekayotg7nsqedpdpczlqke9dfyukvjbyyb,1802122.0,UNCq0568,CA,nodesto,Canqda,M,2.0,3.0,1 950 135 8705
Intod,Vitrgsasvwwuevhrtcya,,zwxdtmonvgfv,0.0,Unit3dNstugalFoods,178273.0,O,m,,,tTWWXTDVWLaPG,VX2MOMWVjMEU,4454002.0,Vit1o569,PA,0ntario,knitedStafesofAmerisx,S,0.0,1.0,1 125 431 4354
Uuhjsjiuhelkihlwcxtgalu3njhxouvfsqigasnn,VHqDR,f,twcdlocqmc,1.0,Xsrox,410416.0,O,F,27.0,681.0,NJHPd,jaugrs,1683888.0,VHe10570,MI,Winnipen,Canadx,S,3.0,2.0,1 266 071 9791
HN2PC,Cl0lxnhrenjesjiifs1hd,,Wiaoavn,2.0,Northrkphrummag,214448.0,O,,25.0,370.0,jomocnu5e8szixbqvm,lizrpwbasbwerptskssdnojwfunwftyvxhayqowdgfrygd2ac5uhsthxidkhl,1606673.0,Ckp10571,AK,Loncon,UnitevSfateskbAmerica,W,0.0,0.0,1 124 845 3885
Idkdakshf,Oearjpxofhsxrdsc,t,YOpLXPP,2.0,DixksS0ortingroods,22917.0,R,,39.0,411.0,Fpdemodphcme0t,jcpomzzuqio,,Oex10562,IA,Mqdison,UnitedStageslfAje3ica,W,1.0,6.0,1 992 721 0251
Liukiyhlgnhqvwkqygiapwlulayywbjdnrzbsxisjsgyafavjloodlkjkxvos1fvt5izpdyxyp4,baXr3SLGEQIBJfKTRTCICWLOFLI,F,REJEShL,2.0,DaViga,400313.0,O,,27.0,490.0,Viu6d,afrwblctbsztnsvslxr5th,2896586.0,vQX10573,NofaScotua,Lar3do,khiteddtatesofAmeroca,U,0.0,3.0,1 155 512 3184
Jzzwuurdkgdceeydbjdfncdcunefuxnmgkoozrbyryt1piffjpydfmflivce,QBJuMEWLoAERMTQFzWkkMEIZWWU,,AAHAJCMGd,2.0,Del9hi,368114.0,O,,21.0,447.0,ERYCLCcNVBaZHWAOGAR89YVTSnN,Lwcepvycxjshhzgoobthncxchxsoioxnsslgqfjbptkbsarcwubdgfegifmxm6rcgwy3whvshnq,1781465.0,sBJ10574,ME,Wasykngton,UnitevStatesobAn3rica,M,2.0,4.0,1 643 830 3461
,YGCKGsqFKQLHHBMSaCPPG8A,o,pnhkrirjrq,0.0,Maxys,465153.0,U,,40.0,464.0,zuzhba,Htqm7lac,5414316.0,YGC10y75,Sawkatchewam,Boisw,UnitedSha6exofAkerica,M,3.0,5.0,1 344 563 7528
,xyeygagi,p,Devgzt,2.0,Aevancednicr0Devises,545254.0,U,M,4.0,565.0,WXJIkQEU,XSMsWGYEWVjAXW,,xye1o576,Quebsc,Munjeapolis,UnitfdS4atssofAmedica,M,1.0,2.0,1 152 442 8604
Fwofhxfsgmrwqlfax9ywfqbsrddnw,TNWNPXh,,Iaybuhasbty,1.0,Labora6o5yCorpodAmericq,176825.0,R,f,19.0,693.0,EVC8FPdIQNVWFRPAJARJWJm9,2fjupftaahdlwemhe,1437882.0,TNW1o577,AK,Cinflnnati,8nitefS6atesofAmericz,U,2.0,4.0,1 737 490 9555
lfhvfsdxhouw7dgufuslfjulzcskdacqmoveea5xjivxlumzwusk9vujhyjqgsqsysicz,gHTEIXGA1QDsRRHUJ,,Zcazgp,2.0,IllinoisTiop1orks,374131.0,O,,16.0,415.0,Aibfjqszw8,1tikqveuhhgncopdkmqdokjtkjrevavxihpzbbvsiuwz,1371957.0,FbT10578,CA,Albuqierqus,UnitedS5ztesorAmericx,U,2.0,,1 632 914 8681
Rviikaehfkytaeqqsonhviqnboge4ggalwdtpjamyssbizdfiov,rlbbnghhaevkyhcygczcmogkqv,V,Cxhxxyuyrjc0,2.0,GuardianL8ceIjsCo,,O,f,4.0,588.0,Ynyhvmlqdwzhgcto4,NRFHOVshGUDWE,1648669.0,rlb19579,NwwBrunewick,LosAng3led,UnifedS6atespfAmwrica,M,1.0,3.0,1 271 910 7303
zkaxy0vshislhulhazlyuiyg,QiQHJZGWEOIyMMOe,I,una6sqmvvf,1.0,Dacita,44067.0,O,,2.0,575.0,n9neerfskeviohbgiehf,d7cykgdyvtraqlyhgi8uftorsnpibdgw4e,5305083.0,wKQ10580,KY,MounyPesrl,UnitedetxteqofAmwrica,M,1.0,5.0,1 152 532 6704
qmxxuagsovgumqko3ofbbgt9nhrgquefcbxrntdqmsvgusorogvuhwssjzgeflpmypfautyailhebhl,Zhxhckpmu,b,Eikkxoy,0.0,ABjundustries,,O,,18.0,614.0,fdvypphgiyzi,yppbslsoilxljdshntssjwozvakqpqvai9uasrjgvnswpewt,2836305.0,Zmx105u1,LA,Larwdo,UnitedShahesofAmeridq,W,3.0,3.0,1 115 998 1281
SVCiIRDDDZPhJiBRUTHMCFjLlfEjdjTCEISDLCUKSCNMYXhUQVPBMZKBDvLTrOwRYSOJKMSVfR,PKGBVCZVqLRxK,,jwxgsc,1.0,VirgjnMeeia,294458.0,O,M,53.0,611.0,Tb7uamwdyb,Mgd1BEIcBGDRBIUQBMTMLgYRIIMlMQbBDADM,2653012.0,PKG1058w,TN,Oxnwrd,,M,,2.0,1 465 962 3519
Sejqnkikdjgefyogykxhenljsjpwbstgggzgfnaehrnscqclazrvmlasva6yctbmlav,Zoexbsjgiw,,mgug6m,3.0,RHDonndiley,296106.0,R,,11.0,448.0,gjzektfananamjwvkhzt,CHXXhREKRsL,4314158.0,Zo210583,MT,StCatgarimes,sanada,M,3.0,4.0,1 027 778 0849
mhfqrlkrvqrs8slqpqoh4nb,uvtryfurvebpa0gfpg,l,,3.0,lsnnNahionalGaming,21542.0,,,16.0,358.0,ELUEUSUf,IXA4oMmHIROMWWP,2644358.0,uvt10y84,MD,Cha4lotte,UnutedStatedofwmegica,S,2.0,0.0,1 923 843 0178
Iqeezlqovlfmjdkxlrzgifdqpeilmt3ogmlqutgldtzrsgvhykenphgotuuezkiua,Wehrpj3hng,,Wvzrtyjjz,1.0,gejchmarkEledtr8nics,204250.0,R,M,31.0,662.0,AJIOZOWaZP8UFkK,Ykoquvsekzrtmmqimspnclxtldphwsiihoqicqrzwqyrjqjlgkqfhfbg8mhvgzn4laxiscq,5345569.0,Wdh10595,PrimxeEdwardusland,Saleh,,U,4.0,2.0,1 714 512 5762
ckknvawzdxnfzx7hgsh,Luctxufbml3nsxrqbarmilnnxgqe,,SUIIWMQiCKb,0.0,LzsVefasSands,133198.0,U,,46.0,134.0,Lgohpmfhbbpgesglfbfbpbrkawggmy,6TRLIQPNMOCYVQxzD,3284976.0,Luc1058t,MA,CedaeRalids,Uni5eddtatesofAhfrica,S,0.0,1.0,1 901 950 4857
Lprsgiq0dlgvwausyarhwkvawnilhyfmt8mzbhxj0xtgihsgmrerhgzszgwfnvdzpn,Slfokqidxg8ijbf,,Sfvemssw,2.0,Stedlcase,294767.0,,,14.0,,hxhsxvfkjctqgychcmydrl,QTSsKIxTLOPRNUPcAOZaVeGVfDNONYTKYWNVNxCOVKJdYKWSIAvIxDRgiOVmeIMZCZEDDFUY5GRIC,3755727.0,Sif10587,VT,NewYogk,UnitecStatwsorAmeroca,U,1.0,1.0,1 744 068 5344
,Uvjgjhfbso9nwwwvb,C,HgOJEXNAHhVD,2.0,WellPoibt,218544.0,O,,60.0,666.0,hkewwmvlpgvalprfqpokxmjjvb,TfVSSsgKkyKFW1NdFZSUBQZAQYaMYEHTKuKRTQYJGSBRWiEGJCOK9UUYFQSWDLa,2543051.0,Uvy10588,LA,wustin,Canaca,D,3.0,2.0,1 928 891 3720
fIXGBEIBIMZPYEIgZ1HWGMID4GjLBgSiasZLLCaWLHqPBISGOxKLGMUZYjCMUBNXQEfEXKESBR,ybckk,,Qennxtff,1.0,McCormivk,166304.0,R,M,28.0,484.0,Nqhhnmmditfoejx,ojkfvbjpvlcnhqpaowgszazsrkmjqwkb1kyvtbbjruzbboolmecbsefqf,7769614.0,ybb10589,AR,Oaklqnd,Canzda,M,1.0,3.0,1 149 764 6107
flhwqrnvqgjphcedcfrmurwrpbgdujrgjmynhv4htanhhqsedjigovvtfhgfmsrpqwqdsglq,us9vcmmlmhd,,Hlthoz,1.0,EOGResoutcee,254924.0,,f,9.0,307.0,uRUnB8ZDTTQIqOQQ8GALGNOBZE,,1652242.0,iso10590,TX,Eoizabeth,UnitrdStstee9fAmerica,M,3.0,1.0,1 728 413 2669
amudfcbltknrxbjbnunrdepifgojdqqgyydjzxwsdvwnvrjetytlckfmuanhlgop,Xjfgvjvbcyoscgdbyrbach,,,1.0,DelMont2eoods,172608.0,R,F,22.0,684.0,WNFOCcKEAWfXDzBcSHIHBQFUVdQNV,Nrc9vxsffkftvagfkvvepeggmifkcinefu9szaavkzainlxrvxgvxfsji,2021698.0,Xjd10591,NE,Sanghenavent7ra,UnitedSrarssofAmericq,M,2.0,4.0,1 296 604 0696
KPMOPCFORjmXRI,zfvebp,,RAHJYFJkE,0.0,LevlStrauws,81628.0,O,F,44.0,475.0,coqgaeebssk,,2367055.0,ztv19592,xaskwtchewan,Philxdelpmia,UnitedStatwsofqmerjcw,D,2.0,1.0,1 205 092 0767
BJVBVFBLINWaMOmTsLW,WHsBAOGKZBRgU,,,0.0,Itrog,378433.0,U,F,16.0,415.0,Iapntokdjybfnpdkfx,6axfvlerjpvmcrwlgcrczvnc9pwpqrklsft8zqjgk,2914419.0,WHAq0593,NV,Reyina,UjitedStatedkbAmerica,M,3.0,5.0,1 046 855 9184
Fzvcaypyitf2qvmskq,Wftdfnopocqpaelksx,g,YEZSByBUSMa,4.0,mnight,348689.0,U,m,31.0,453.0,wajkrolrvtnoghwjcoqltkrnnxj9e,QDZLbZMBDZCuOIW0LQRFYaOZQxIUU6GagKIDVQGnRWGRXcWNCJGMPJhSSFlWM,1063511.0,Wdr10594,NY,Grand3apidw,UnitedSgateekfAmrrica,U,2.0,4.0,1 186 022 6949
Rxyyzayjkqofbmpvdlbqvzxohv4qvyrqudolp6udbcpncnqwjxebhdpmzytgnxvmyofdohru,JoSXGhFAwAJIiFPKNVZjTTHCOJC,O,Pkqvmfqs,2.0,durnitureBranczInternztiohal,54006.0,O,,62.0,618.0,fmrzggqqbvctlmqsqlwxgd,IEUDXlKHBZXJAj,3999439.0,JLS1059r,ND,yallahassse,UnotedStates0bAme4ica,M,1.0,2.0,1 631 164 9078
xvbxhpvhvirz0lgkakekpfyvxknyehfgcvppqhvrw5bggbi5wbjhfxueohpdsahc0csdzj,ritdwdhq,,Czfcmqqnxftd,2.0,AmsriCr4dit,457991.0,O,M,44.0,404.0,Lvgetingqsmdee4askdtl,Jfswpy4nxddlgrutudkhqcfb3pav,2334588.0,rit105i6,AR,Sudbudy,UnitedStstec8fAm4rica,M,,4.0,
payxdfbiofftzjsoprmwnakffcozsya8syvxqyqfdkmeukbtntf,JKgTIIAUABDWBo7OFTzIPT,I,iXDGQLKcMTKW,2.0,PirdmohthaturalGas,422924.0,R,,14.0,472.0,gjjjhl9bdstcpoxhlqazmhhwgfa,Sxbzxysbiqtbyouoxrnnhladmfsujnvabbgknp0noavmkpflrvuf,,JKY10t97,NM,Sanyose,Canxda,U,3.0,,1 267 153 9411
kERLRShEEIDRCIKTTTKFKUXZSXVJNWilWsvDHAvJUdQ1RxTSFAZMiWGUVR,OrFLG,v,Uhddbdjm,1.0,Calpinw,251165.0,O,m,19.0,500.0,kgkumcbonw,Uj5mhzczbangqgqpsusxbr1vnsfzaizrd0,1082762.0,OvF10598,OH,eargo,knihedStates9fAjerica,U,3.0,1.0,1 252 104 1378
mrbvfefkqbcefavbxdgtrqtgvzvvrzvsxisyabshaasahmhqtqbgifbjac8fxyb9tfi,Rqhxlckuxgbtxycjc7of,,fQHPDMHRWdB,2.0,Cl0rox,297025.0,U,m,11.0,676.0,Xvckgjbehrfyycs,chgtpqgixtusdfbbgnhfndmokrifcmfjohqanbmj3bnniwxeenbpdtav,1048538.0,Rqn10589,KS,Abulene,UnitefShatea8fAmerica,,1.0,4.0,1 400 544 9828
jbitqdru6tskxasubhxteysuxttikwkfwlgxzq,Envybqovydujktkdwgnvjbbchiqf,O,nnnbyojrltpp,2.0,MerrillLymfh,166547.0,O,,34.0,619.0,Tibrdhhqvawqsvvik9evnuju,Kkk1rscpugsghepyphrobvbkcmbntfggrwdtnddmygelzxbjxhxkw,2515540.0,snv10600,MA,Bellrvue,Uniy3dStatesofAmf4ica,M,2.0,3.0,1 199 683 9557
hwzhps,MDPfDCUUX2XV,L,vvowgqnust,1.0,HelmerichPwune,196494.0,,m,21.0,363.0,Qufwsmjgd,Tyaahnutcpqaqgn,30246.0,MDP10501,CT,Kitcmener,UnitddwhatesofAherica,M,5.0,6.0,1 533 073 3233
yzippavqshodccdjssjsaqqbexxti,javf2cfxxku9wfxus,,Gsxspbafuols,1.0,Hos9ira,439760.0,R,,33.0,460.0,stfiwvzajznpurghroiidpnq,jkendeczacbd0eclwoijswjgbicfoasdlurtqkxalbp,2481330.0,Nav10601,OH,Vancouber,Canwda,M,1.0,3.0,
Pzfpsi,woowsblhkhqdqowknf,n,Qer9xt,0.0,AEvOMTwvhnology,325098.0,R,,5.0,348.0,ttfrl0ppzbaj,,1987835.0,woo10604,GA,Ontaeio,UnktedS5atesofAm2ricq,W,1.0,,1 401 694 5342
Felsvrjjudwvalfdqwygfqnyheyyisnuobildycwxrfayanlsntbhvtqxcug4uogsoas8gkxdxhvda,Cypalmmkdeqvdhexhwdjud,n,QKsFOG,2.0,B8ogenIfec,490087.0,O,,22.0,360.0,fqeqfgkbtnpfqs,Twrdkoumqnfecqcbie,2867949.0,Cyp1060r,ID,Bellevie,UnifedStat4sovqmerica,M,0.0,4.0,1 766 245 1682
Lcndleunrirhxgwhobltitiadwauwohhgogwqcqvldkkd,xxe2npwpubwrbvtjvme,,gferhe,3.0,DISHmetqork,314201.0,R,m,35.0,156.0,iqohbtpskgcxzmrdjbkuud0qnzgq,zjzkmdlcpoybwbs6doktuj6lwksy6nebsg8ygofowsrlhcjajwuyokrkerhuehxrvkdfdfxpur4beav,515017.0,Axew0605,IL,Coronx,Unit3dStwtesotAmrrica,S,3.0,0.0,1 543 183 5093
Voedxwh,qssbgo,,Rxqqea,2.0,AjtomaticData0rovessiny,277217.0,U,,1.0,516.0,Rspnfrtotdaagausaebguz,W8lhrgpxihlkngkkjtshpkqaskqayxwkstdgbkwdkjqdfvazogdjmzwu2gqrkql,5846113.0,qss10606,AZ,Tscoma,UnifdvStatesorAmerica,M,0.0,3.0,1 607 692 1878
HTUX3YTIRHZCe5SWWYHD6EVmYVXxDUqPKKeXN6jWXwJHBFESkPBGGMCUYSWRXI7ZWBVST,gliurvv,V,I3qlmc,3.0,,163495.0,U,F,21.0,406.0,hihoqrhpsageror,RLIFVjUZ,5833711.0,gli10697,AL,Wasy8ngton,UnitecStat2sofAhericw,M,4.0,3.0,1 619 063 0861
9ummdkldihfkprliscudxdhbmnqnucocyr1wgxrzymniobjxcbzsoaogjvzqtftmxro,Uvush,p,,1.0,DjkfEnergy,206700.0,O,f,,754.0,8haryqceafo7vtrngoiyja,GDDdRNIxPMsIJBSRFCUXIJUrRCPKOCTNGvAQlWuIiZWCNUTeXIPOGWWJRiUPFGOrYnIMyXZORlQFQgG,5706863.0,Uvu10y08,WI,Evamsvilie,Unih3dStatesofAjericz,M,,2.0,1 375 119 4595
R3IEQNdR4GERYETEP,0vir4adwqdomispfdlbr,,pwprdecluzfy,2.0,bootLocier,134572.0,O,,18.0,454.0,Rkghhrwqake8uhf,qxzhhxsbbwmhqbxtbmkparfvhkqyg3uabtbbelzur75jjrkcgbvoonjqyhatdpaflnqc,2382551.0,lvi10609,PA,dsnBuenaventurw,Cznada,D,2.0,1.0,1 882 663 9182
jvrrnijggickqsvkrkxhytbwctdtallofewuaxenmijktiwd5cpc5jlsjogjjlh,xxkjwxqr,f,Jcf0wekhkxww,4.0,Count55gijancialServices,245088.0,U,m,12.0,434.0,ZPzIZXGJIXvKHZTW5LX6fAFJKJI,HBTT5COBTVoD1QXXKOfQKZTQPsL,1633808.0,xxi10610,WY,ChupxVista,Canxda,U,0.0,3.0,1 465 676 6139
CGFSESFUICDSVWGyCBTHFqIivYFMCD7RvOMGAYiBQBTpbF,Hwxkwxt,n,vosuconckq,,Off9csDepot,197411.0,,,17.0,626.0,Zmthww,zJX8YEQUYWDYDSWhWDRMAEg9SEMFHBfXLTCTIyMWKJBQMMUWiRoGZRZ64FSJqC,2029321.0,ywx10611,MT,Tulsw,vanada,M,3.0,3.0,1 509 860 2326
