AgencyID,NetWorth,Age,AddressLine1,CreditRating,State,Employer,MaritalStatus,Income,PostalCode,NumberCars,LastName,FirstName,MiddleInitial,Gender,AddressLine2
Kxz6241,2013971.0,95.0,Cpxtcjkvigyfuf,301.0,RI,Sunoco,U,403042.0,Hllklhgwsc,4.0,Kxzkapamns,LPDLBULMHDLFVVM,K,f,VBUSUAOZWSITGBEGIFXBGPSFNMWTQRNEPOGKXRDAYDOGQTFUSFIDMAFOAR
Adf6242,821185.0,76.0,GDBBLIBOWCKXISPQNTURKOQAPDRMSPJYRLNXFMVFQZILJGHOZGYMGVCJKSELGNNHFGZBGIAXAI,,AR,JohnsonDiversey,W,449320.0,Hqdgcwdw,2.0,Adfhmbpwax,Dluxdhhoornskmwcclovx,G,,HFNMDMPQVNAZUUPHUBPQCVZAXDSKZYAGIOQFFHUFZADJOPPEWTWTHWCFPT
Zeb6243,1457409.0,36.0,qcocnvmgbrglepemkvpxpabplesbuhohniapldn,847.0,New Brunswick,Guardian Life Ins. Co.,W,199810.0,SBZKYVG,2.0,Zebqwuprqliofkrv,Xiyrdivcxddoavethwjspglkselxh,,,Uobiusfqppjefanksgwfwquddmtrnzwjtvyhmywzremavatwshamchsjfiltjtzmdttretidtwkclhsc
Duc6244,3456919.0,64.0,UOSVLXWMNANIMEMKMFPCDNGQTSJWOJNLSPLLEI,,Quebec,Colgate-Palmolive,W,367921.0,Piomuvazodsf,4.0,Ducxiwxvqipgelfqijupm,Oqkhmceljitjwppieftlonhqbkcim,,F,Rjhgkdwmkesmsezfxtokncqhoopnfrzfmeaseopdclvwbaalte
Tje6245,,73.0,,447.0,VT,Graybar Electric,W,340154.0,Pglxms,5.0,Tjeokrkzgvlrocpavltva,Symatgimzhojeryxwww,,,RZQKOIQGPXWSOKIBJPGPYSAJCFKLABRLVYVQAFGFJUTCRVFRKYCYRPKB
Jrj6246,2502749.0,52.0,Rtbbofwpqmlbkkaqczzqrgmaxfirjvjnsufjs,753.0,MS,,S,,Seakwqspf,4.0,Jrjsihvqeogfgybqfcufkkricpyojb,GPNSKINUZNMXLMLZODBNPLPNJMUOQ,E,m,Neljcxjiuhxzccynuwgomfdgkvrfzhmnxlfcprnyuwbecbqlqacwcedn
Brd6247,2997086.0,26.0,difaedqdf,836.0,OK,Lockheed Martin,U,484118.0,Hfmwantqgbgk,,Brdaejybkbnvtclgr,xaloqveirzzyllxmrmsghrtwtr,,,Irtgkjbznhxgukpaazrbqcrutdwtpalhkegkeitwmqybhpbtuiavwuffvqvxxwaugzilnztqzbks
ufa6248,1399551.0,77.0,Lqdzhvllccglvxnwzndywlpsyjlmvslezxapodazjubfqckrumqwjgwam,411.0,ID,KB Home,S,,Hitoqkqzxzs,3.0,ufacoqolfwhqmlhm,fqfmx,,,gcupgxckpemkkitzsatsftiqjyfttolywrjplyoal
cvm6249,2272513.0,74.0,pefxoahygymsivyr,526.0,OH,Centex,U,,vkvlhtizix,0.0,cvmlhsuvczxlzsocagwnwpfirmsw,Bjveglhlqqrqfofxznaircfv,Q,F,Wjolmbjerzrktgcdcbhgyxgvmptmtqooshozrprxnycflworiadsckjqgfhamtofxbkdfvstbv
lha6250,1137119.0,32.0,Yfbfwytjevurtjcabrcgwiwgwubgrwjlcyzfqt,496.0,CT,Corn Products International,S,373040.0,Jrlpsemsaj,1.0,lhadaaxqaclnxsrjbqfcrvc,vwqqnpgcqrhclfylegz,E,,
frx6251,1276461.0,74.0,zgzekpknohzcsvoijedjtkirgchtvk,399.0,DC,Cenveo,S,317144.0,Lfzuvny,4.0,frxrukvtrpdyesicebbrwsxwwg,ucjhnmqeoonnanuldchwyhwz,,m,iistjvdhxohxkkmrzsavmwzsamykffadya
Zor6252,2251172.0,43.0,xvkogvffsvfynxgqlskoycbsyqxrpnngerzxcocospiifqpilblblmujoxxwr,679.0,NH,NiSource,M,194016.0,pybnsvlx,4.0,Zorbsfobylgdxplkytcfskqgmve,Ryooubeqywawdhbwu,L,F,KJZXGATBLZYBQJWAQMWLAKDDORTFEA
Ysf6253,1513469.0,64.0,Fpjnzfd,606.0,NE,Qualcomm,M,280138.0,Lehuvlvn,1.0,Ysfqpafitcuzibiivhikiwqwh,PQOWJEXGQIUHPBPAETHYONA,,,FRXOXTE
vju6254,2023582.0,97.0,Liqmryvlxrnwezntlijvesdbgzfwuuowggntebuzohdizyiwjqvjdfshdjcdl,334.0,AK,SkyWest,D,98962.0,isectsjpzjlq,4.0,vjufzxxpdxcnmikuz,Hoboe,,,Vlktteqsmobaugeecqewgdonnhftynyhmunyzgjqnwyfjrokobkrtejbpachbkflmlphwajmpwrnk
Ijh6255,2573592.0,4.0,Ivjljqtnojfmsgprmqqmaeywwlbuyqwwgwcpuempnmnwspiotwqeut,436.0,Prince Edward Island,AMR,U,215771.0,Npeuhepjh,,Ijhuoxfrxllnynbkbiwyqgxuiyvrfa,dmalogrluuqbtqwdnmojkomn,H,f,xgogxnomhbbrdbghttjqfpoaeftgomgtbeuuvgepaspesjllldehvxmlunvhlggjmtkmepmmpwzui
nwi6256,3473502.0,90.0,Xrohdesdswstrsktvkhykvainoalsvkd,427.0,IL,Retail Ventures,U,208063.0,Lqjirfyly,4.0,nwiqvrpz,twhwdhzqbaqba,,,Odjwjcqcbaumtbniue
Osi6257,2148688.0,93.0,Lolcexsofgyawnwkybxwnuozt,761.0,KY,Insight Enterprises,M,47279.0,szohddoefvlc,5.0,Osizt,MNTMRVQDGOXLXWKDAA,,,Bqhxqvjqerej
Qgv6258,533465.0,2.0,lqdgpsifhpefkvvgpbfisaeeqhurjwuwjperidibrzwycznegugqozbhwx,,MD,,M,290264.0,mattthu,1.0,Qgvxiqrtoekhhfjehjqnum,Peyuxdxkyjotzzu,F,,Hlgllleybzxtlkpvydcsct
wnm6259,3462982.0,55.0,OBEKGGRJHCCMZVQKEDPAJJRVWVSJBSJFLSOFBQHEAFYTUSKCUNRLFRWGWXPZNJZGJXMKDJSFW,540.0,Manitoba,CHS,M,77240.0,Nzwvh,5.0,wnmvorsynxoftlhttxpdqayuk,Xzoyzsnhfkxkvdiorvcf,f,M,Txqkdgvyiqblpugsjcsat
BIM6260,858434.0,20.0,IEPKFBLXQKTXHPSOTRMJKXPQLKFFVSYRNNNQBDCYMLWTTMNKDTPVJNJWYFEF,363.0,MS,Torchmark,S,22849.0,Jibic,4.0,BIMCGLEGKXEGVR,XGLIZRML,,M,UGMFEREJSH
ily6261,1582954.0,89.0,YQYAHLWMHEYCKRUGOKBBZIPFEDMJKRRKBPYIKUSHJHGHCFFPAHHPAHZJWVCCUDHGKG,523.0,Manitoba,Warner Music Group,M,424907.0,Bwgmlzqntge,5.0,ilyjtlrxulp,rrjaju,X,Y,modhhzkfjdjihlsqhwvgwtrsijgujjksutmnqeb
vim6262,2554833.0,84.0,ACOWBGGSDTBVBOJZIDRQYYJXFHEIFVBHO,608.0,DC,Applied Materials,W,192598.0,bthiiwpf,3.0,vimcssofuesj,mbjofxk,V,F,QBSUMWWCRHJLBFQFTOXBSSBJRRF
Zrk6263,3510023.0,90.0,Invrvahpylfbmuikjfmigjurqzuovdgjjgwukwwdofqf,309.0,NH,Monsanto,,378883.0,Jqkwfbpujvn,0.0,Zrkuobqusxs,Yyetziuznzaozkvt,,,Otafhmfgoqtxojgpmkfddhwtndcjhlisubt
DKV6264,3769173.0,8.0,Mxjuuvrx,,British Columbia,Amphenol,M,261691.0,PXARXJIOWSD,4.0,DKVPAHDRGW,Jmomwwnmarvvlobqgmjzicx,,,gblbxfkkpxuleodoxqcummxtpbhy
RTA6265,2917572.0,9.0,nkircsxgibmhnmgirefydo,583.0,NC,BorgWarner,U,239508.0,,1.0,RTAXVZUHAH,ojhylorijhgselommcnw,,K,Vufyewotmaeftntxxfd
hwl6266,2574445.0,64.0,DIMVKFVWAGQCGFUSVYWIIFTOJSTHSJOAUQFKNJVVDPWZJCEGMFFFTSSRRJSNOAQXPQKWSA,653.0,MI,KeyCorp,,8855.0,kpcacs,1.0,hwlnwqrrketsghqf,TLCCIYQUHGKDCQRCY,C,,HBQMUACWCGSQXFRDRFOGMXMOLMHRHARREGZKUQJCCDHPO
Aef6267,2225905.0,69.0,Wbkczymblmjgigmgjwowjmqndlxrlxnbsmmrwamwlwmmmdtxedszuymdfosezwedqjixc,378.0,ND,Black & Decker,M,276672.0,juvtrgd,1.0,Aeffmiywfqivqa,XOQPIEBZGIHWJGOXGHDLWVAMRUACT,x,,Vecpnwgpymowphhsap
Gfm6268,744242.0,96.0,Ecveleqqwpj,843.0,Alberta,Markel,U,298604.0,HFTIVMZRWXRM,0.0,Gfmnmachzwvnmyy,Nnzzjbmbjtlsqiadfhqgiseu,,M,BJLAKWJWWSWTRQNWJIIBEYYMGSLUQDKRFQBECEMMOAXHNHSGJ
NGP6269,,10.0,Zpixfjlgqowsrlazfjbvozrcdqtuazkpo,662.0,Alberta,,S,436726.0,CBJOCEUOQF,3.0,NGPSSWOIBOALVIYERLBONA,QIORCPQPINOTCOULWDZPSJBP,O,,ADYBOQKQUDIDHZOAFDDHVFSEJOPMIJ
Saj6270,3861186.0,28.0,Ngijjbpphsykhldkwptebaojgjjnegazdwzupuwqjwciwtotcjuqrnmqtxthcvp,710.0,MD,SAIC,M,410481.0,Ojsvdaavbij,1.0,Sajfwfokievszlggjqfdazyxufl,Rhsgqblhthhzsdedewlhfu,r,F,
bjh6271,1056585.0,74.0,Xisqfkauzhilgqz,701.0,LA,Charter Communications,M,263829.0,knoazby,2.0,bjhgspwqxkytkuayqikkzqvvl,hjpnmkuevoidyqfhqkb,,m,Bhepfwpfugoetdynqiwuuaewrnszpfblzuofgwnrkkwurnskwilhfzwripssc
Dne6272,2403570.0,82.0,Lovqqtujapzxntsybngxuxdgxowiqztznxkzgffjuxulwueuqlg,706.0,SD,Expeditors International,M,491109.0,Tvqdrdam,1.0,Dnesvforonkhpkqlyhcshtu,Qieuctzzn,x,,Rdnfn
EAD6273,3961210.0,17.0,Reluavqodlabfjeccnxhjhdpzdfimzxzpnniecpugcduayavaqzirdubl,741.0,British Columbia,Avon Products,M,381105.0,Njcphtyrjpp,3.0,EADWMEFFLAGCJAFMQPCBZDYOJXQ,Azbhpqycfqvrfwhyfeeubtk,,,NTHUMXUYPMBDRZNQ
Esi6274,2779567.0,86.0,YFZCIWJQHHZNTNKOYRZYZAUONKRKVIMMUNNXARDIKURRSKYTOHGDZQWGZPZWBNRTSXCMK,,NV,News Corp.,U,1986.0,IKKOSXSOUO,1.0,Esillpp,Ewnlcamshghoqrla,j,M,apybxbqgzkmrtrzjjjnqlmxefvmnshwauwtaoiugglbmeyqtyhtysgbafisquyhhhp
Ufo6275,2580741.0,71.0,xtawxwqfmugchoufv,,ND,Cliffs Natural Resources,W,103351.0,JMPBLUBGS,1.0,Ufouxeug,KVPYFAWINYBNVDLU,,,Zqkrhudqfonapygiiggtlbz
Jxh6276,3449731.0,3.0,ojwjtgmxbizyxhabnatzjpgckeofc,461.0,SD,Western Refining,S,238034.0,gwtklje,0.0,Jxhtphpbattbvrgpjuffagcucy,lomofzadqaufqchhb,A,m,xzdjdbkkx
Yxm6277,1721006.0,49.0,Yjmymqwcpxifjxaylsejuhfntgccctqswwuckfrdyuazpvqpaatuwvrcqtilcenmldcdocqtp,499.0,GA,AMC Entertainment,U,288409.0,humhlakhfoe,,Yxmtydiwlwjsccucsfyxa,Ltnlbmeefllmpgqmkouig,R,M,Vlbmrpkgbpkadahcwqsinunduqqyaaiinnrrnepwp
Zaw6278,167494.0,,opcijmxiqootzwwfihwtzhxgbjvamtacgojhtwvzcietcaknveasdtaaivnlfiikbapa,468.0,PA,Pepco Holdings,M,306285.0,HDJANMACJDY,0.0,Zawssicjrqxpaqzbxczswgubasaac,grhhfwuddtcfavroiqxxptdt,Q,m,JZINAWCIFSWDNWPSOCNHJIFZDDETPCQIORHPVXWWZLEWFKWZNLNVOBLYGSETBVNZVXMXLTMSRBZHEYC
Xvy6279,478397.0,52.0,UJMJHRIHEMGRDALYXSSEMNMXVLTPWIYA,,GA,Manitowoc,S,309144.0,nikgu,3.0,Xvyymciwxuepfhrqwmwlqfd,xlqzzdqnixciu,U,F,rtivpemiajuextlyfhvgdrmjfhwdfdemjikfkvssq
ggl6280,378153.0,79.0,OHXSSKIHDMPUUJJZXVJHJQCA,340.0,UT,Dentsply International,M,162638.0,Btwdwyk,4.0,gglbgur,XNZHBRLMSZ,,m,Ltolaqmgarxuwfrlchdbptgdwbqsnnqljnchapj
Xva6281,3543021.0,89.0,Ksugudoxubcdkzqoztxeomtcsavcugxlqinlmjbwmmktgxqktbqcidmsury,335.0,NE,Legg Mason,W,17872.0,OICKOSDW,2.0,Xvaezcmpeb,uiuqmc,,,Jtdxqcptortlnfgcevcqrihbvvmpopndwbsaujafeckwbpgcjoprlyjuih
Zqj6282,1229308.0,14.0,Aodqxwekrncptotiintrnrnppgjhwwubornlbltxfbmyqcgoguafjbeotlaqphqeibxp,415.0,SD,Sherwin-Williams,U,441247.0,Mppubt,3.0,Zqjchvobziwmt,zjfrdoivznwbiopgoitcamwmsgywn,,,Ijqzatmpdrpdgoxkxphrjvvfumqqqcdtkgzftpwlhclwhtdvwp
Vjz6283,737899.0,13.0,vrprhcxfiriydrorxgsspffmpkwpl,795.0,New Brunswick,UAL,S,191087.0,,3.0,Vjztq,HXBNECSCXWZQEGBRS,U,,Xcpsrvhebsskfvlblrunxyomuzyfefvlhwphpagqwocwbkhevepgalnaoqjieljvpphznmikkuxwg
Zrh6284,266728.0,60.0,PXTOTGLQBMIWNWSCOPFJBCMHRTBFSHTLDUSBPZJYRS,579.0,IL,Lennox International,S,489414.0,eblsxoef,4.0,Zrhskqkvaza,NQUQOJNUPILU,D,,KBMEAISSQWCYZOGAIOBARNZXNUHRXOQPAYBASLKIHNPTGLCUEOIGCGNDDDYIQSVQQNVRJDXVJD
zpc6285,1067686.0,82.0,Tnfvgghvljqdbcondzirhmsiuxminuaseyvcmx,507.0,AL,Target,S,216630.0,Wzfhwyzhwb,4.0,zpclkhuobbckunikrzqmcnaqywgwum,Xbcdooixvnzaezjufbazjvghcopp,o,F,wkuffkdjdqjwiexshqnlbekwofaedxbocdvdmoprpovorxqxgwwanrkmmhxlweqqsxkgiervm
LXA6286,1574915.0,83.0,gbspvvjqyknllpasidbojkualuhszibagboatluybyomsxriwennryfxjnadjb,489.0,MT,Nordstrom,M,391633.0,Wjtjssa,1.0,LXAXGKZTTK,Hqepyhlax,,,
HLH6287,262527.0,46.0,FPFVZKWKAURBLTJOXQEZPXTRIAQUPSVJDUHHPHEZDLWTMVJWNZWAGJQBGRVLSELRDSDGUUNDJSIKD,741.0,MI,Nordstrom,S,195164.0,SJATQUSQSW,1.0,HLHRQHFGZPRUQHPBAOEODLVNW,Ewlhojmgbzhwbticc,,m,Lkizlmghbhuzjfgcbnengkmqqitmwwskegfwrmiyhbuslqevfzjawcknpkxiqznjggbxnuttnmaceag
LQV6288,1489216.0,38.0,VSEEJFKITARSYCLSYHXCPNJWMGEU,686.0,WY,Mutual of Omaha Insurance,M,9622.0,umovrutic,1.0,LQVTYSJCMRQHEQUBXFXYVZAXABGTDE,LNMQD,,f,Ouxxoboor
Whs6289,2241346.0,,Gaswnx,733.0,HI,Biogen Idec,W,385144.0,Pbamyztimcza,3.0,Whsvnkxmfmwgpktkqzcsdg,hkzonebjphkuj,z,,Bgyuwzdcakymmdvykkblzncznymwcnfavfrehoivikvyjkhptchjllyklneeqcukz
elq6290,3904529.0,47.0,hyagffcxyvusvxjvrewucupqtvumblegnehaduuwmdjjwaxhvqsaytshgmpwfwphf,669.0,CA,Mettler-Toledo International,D,420044.0,Grmrsp,2.0,elqseajuqjqd,ykgqmpi,w,M,Wurjcyvhxsdhotfovwvvokkbpblx
Krn6291,1909421.0,99.0,enqznuvdwdbvmvolkjzbyzbhxzvqhtcbagfdirujvqcnnbsvsbgodaocgfqxxduksrk,420.0,SD,Kellogg,S,401974.0,Pkxmwj,1.0,Krntjltttsrknfmurcxaa,Xbllrqoamopqpuglsxavfh,G,f,Dzowkgnjmrwbio
SLD6292,1935375.0,79.0,mjulhosiuvunmheqapkokixrprwmtemlxabakloizfjn,599.0,FL,Patterson,D,274138.0,Ckyunyfu,2.0,SLDCXT,WRQRVCQWRKWUAFHJWRUJFYCEGAJH,,,lcaozmvgftkmqphiviwbhssegmwukrmedbqnpiasqnqxlnqujfjtvzozxljjlpmpimiqjgurgdcov
gma6293,2511480.0,2.0,HJFIPBBXWBOOITCMELUWHXOITETWRRPFULWSFSOXGDNCQWRNOGLIYKQOTYWQQNGGTWHGFRZGUUP,745.0,Ontario,ConocoPhillips,M,290045.0,HKTGCWBEDK,,gmaerwmcbydvhsaenfjabbfxzp,OWKXDXKJECMZXGYKIPULISBWZMFRL,o,,JWXTPVWTVLPTDWUNSOQCWKGNUVXDNXABCJAJKQODHXPQMMCAFEBBFTNKMXPFEPZJUINKRRY
FWR6294,786125.0,93.0,ZJKOACBFMSCGIOTXHLZOKRMPTYUGCDDDLGMAYOZMMUJKDFDOSKTVNMYVVNB,482.0,KS,,M,389768.0,Vjvxxgl,3.0,FWRWOWJTMOK,jstox,,,EMGUDQHYFZMNGFV
Mde6295,2415523.0,69.0,ueqlwocsxpexiaeoroarhblomjucvybvaknnmitokedpkojubxkxdbqcxchjkfuehowdul,405.0,MO,Psychiatric Solutions,M,132259.0,Vizmhbprixxh,4.0,Mdemxe,Xmcswuwsiklzksc,,,FSXHDY
EST6296,315091.0,11.0,meazklsyvkqmpxiarpkjkpnlpjqbopmjlqgiplvegvumxmaabtervcqhdbtrpezktnknv,547.0,MI,Buckeye GP Holdings,M,380954.0,MJRKHMLSNEZF,1.0,ESTBXDJUFNUBZ,LWAHUSNQXLAJICLURYMKRITCLJCK,p,m,Fpvlgdqycdwdfbkefjysdwjueehhgyiazczncgmhtby
DKC6297,810911.0,47.0,Fufeioaxqjsjqanhdpzuoyhggvoqgztupkteiyjzllgkeovwnfgaudemmzhujzuuo,848.0,Prince Edward Island,Cimarex Energy,S,258710.0,Vgoppxku,4.0,DKCSXHXYBKWSXSSNZRRCOMXPTYA,Bojvmqphazqinmi,,,ZSSRLXCKMJWXJNCRRSFSGNMBQNGXNZVUBHAMGGIVMFLTIMRPVHJOKQSRWTLSTADEHUUNFXHJ
krn6298,144852.0,80.0,Lbvmqbxnqchumpxjgljzowmfjvwnxotaisfgepeslaivezxkfjdotkdbdzwfkmufin,696.0,NJ,Winn-Dixie Stores,W,410893.0,miequiss,2.0,krnnpvfrddfqaqafkt,xawpbwdacpsshauofqxgfrb,,F,RJFTDKFQGSRHNGSEHQBPKENLXDJSCSJP
nsd6299,516455.0,28.0,Bintmalkmqquewxdichceyvfnrzfuzyvufumlbuugzknzduvdwxggyu,658.0,AL,McDonald's,M,21695.0,eugvi,5.0,nsdbsxaqhtdwnyspuwjqwrwqfvu,syruiy,,F,QBLEYFUSTKNWWBRTSYKRDEDTYQVFPYJGRZNCGCUDNBFTQUFMANIGHHRMLWCSCNCFKIGNZ
QKC6300,315619.0,95.0,XYNFICNSCBXKXFNKWCRBWMRHAUAAYPOZPVJKUVIPBYUQRCRZWAQFIWASYHDVFUPPHWTOSOHGXA,410.0,NH,Ashland,M,173170.0,CBYEYC,1.0,QKCKYCQGXWBFCIVTMECHFJMK,yrsmgooaswsryabprxigupkevbpycq,,,Mokaswmhhl
XIL6301,3460137.0,55.0,Kierahlrbfaqqvxgibrvqfliroztdeffitmjdlvgbvejvoatmggicfanzlaglo,604.0,MT,Magellan Health Services,M,437848.0,Dnsmed,4.0,XILBYSANWQWCTYHWVOWEP,tnxtqdpegnglwlealwromu,L,F,Zlrkqssrpaehnrlnok
uzj6302,1899246.0,12.0,eksqzfraikrrhpumuvlvbdempjozhhthjifcdtsnmxuclsgzxlpjrwmypuckcjfkqcncrfdbcqfkvq,384.0,OR,Paccar,M,308864.0,jbksllftkm,5.0,uzjdyzeggxrcayqvbslwf,Awuxusfalawbkscwjcyo,m,,EEOJOGKLMSJHQCVKHQRSGANTQIVGBDKGFRJLP
Txj6303,231212.0,60.0,Wklgqqyjtugipbxzpwxnnjvevennoostuxanomufcvdjmcrobvxgpgflhyoqlngoocn,453.0,UT,First Data,M,94097.0,zejstdxv,5.0,Txjjopwlgdqegfvwrndhqn,Ulfmnlpbsumzenexllwdd,,,JDGCHLTWJAMXLNDGAREKBFWJFR
Xew6304,3548895.0,19.0,Gfsnoswznwndopldmhynqwjzagchighjbpnqdcqjlfrnntcyyyogouwsehdrjdeaytrsacesysi,744.0,WY,Oneok,S,279590.0,Idxhdjho,1.0,Xewpjyqsevaojazwtjcemcspqcev,VAVQNVHPZNSJEPIMKOJZXJNKJRXBTC,,,Xxcballjjzhiqacysqpftulnmlanwklvfvpjhfprhvlxeefxmiktcnfptvecxizlqokmjpcadtoa
Hfu6305,3447298.0,26.0,,482.0,NJ,IMS Health,D,396486.0,Vazwsj,1.0,Hfuhghbingalszdpoggtunpcxl,Esbfdhpldiiafxbxoxzgsgkge,G,f,Wpepsmiccmtkmixjlandmqfnoixrakbffvajeoynsvzgsaccsvqzqqorxlouldndhfrulexd
Rqd6306,,88.0,jvanbdhwkbemf,548.0,NJ,Centene,D,43592.0,ISSVJ,0.0,Rqddodzowbbmsgjut,gixsaetnds,,,Bwapvmixsnkmtkxlqf
Tbc6307,2889597.0,43.0,pedblirrl,676.0,WI,Oshkosh,M,115550.0,Iedildyr,5.0,Tbcthnabztqcdbcqjmurtdxbzxpabx,TKRNMXZWMSZOXDWEEHIIFLJWNOMF,,M,Cbfremrxcximkgorjbbvuvcqustkomjcvlwltdcfspthecwbjac
bzu6308,3672441.0,19.0,Jijtlqoxinqemxabn,822.0,MI,United Stationers,W,401981.0,CZYELMN,2.0,bzuzojhmjqjpcjdzlbcapervksvf,Wxprrvjiv,B,F,Vtpkjfkjcgfraedkxhudl
MSU6309,1637811.0,70.0,gjydni,830.0,WY,Dr Pepper Snapple Group,S,254739.0,vhfucm,3.0,MSUXGYJEJCVIQVGMOAWXGIHYMT,NUQZUSESRCRTW,,,mlrphrhesfptctgrbtnwpleniivpmfsmop
Iyn6310,718794.0,77.0,Favojvhceclsizzngmaxmlnxovuckkaevnzkokwzltjeshz,504.0,WI,Western & Southern Financial,U,263908.0,PULEXASN,0.0,Iynvhqjjwefrfnhzdjglqw,Upmqjbtdow,B,,Ghicrrzbldlzmqsgrobzsgcehv
Qsg6311,973678.0,89.0,VFKMNMDAC,638.0,MN,,S,417267.0,SKZPIXE,1.0,Qsghvfmcp,LXXOJXPYJFHLPVVDYLKFYDLLMEBS,,m,Fbxjdmkrrpnmcjysypuugfrpiiyvtkbhhjxkkgbdvslyiylklikhgufpdyfcnsekchdldoebkwhxq
DHI6312,39772.0,19.0,,436.0,SD,Interactive Brokers Group,M,380290.0,eihaijqhmob,5.0,DHIPA,Dlkkhjy,,m,
Wzg6313,1339078.0,,lgmcodebgrkvjdtpaxfpsxpcktjug,457.0,NY,A. Schulman,S,202370.0,XENPCTWORFP,1.0,Wzgsdpzblyuv,Upqeoyvajjxtbxpbojvsllhx,J,F,PBESHYTJRQAZVRCAIC
SIY6314,2105415.0,12.0,Mxfzwiucqeyaodkajyuxifriiudfkjqfjrppxmmtoffixezi,811.0,NY,Adobe Systems,M,125033.0,xdkfev,3.0,SIYNSRJJBQZKSZXOLTKFMH,Fdauh,,m,Rbopcppughwpulkxbvpryssbbzzgkwofovarzpumrxqifbhbdqwarzbcdlumuwfuazqi
CJB6315,3728529.0,9.0,owvvgxaajszobclfdjbxdaxwvo,380.0,MN,Xerox,U,254648.0,Wmrgbxx,4.0,CJBLWOSESSRRQMAHLNXRMSABF,pagjdbjdhfuddjcfmknpkvbve,y,f,Wwsjlwmmhopevayrustzwpvsygrvuwtqjbxre
HLB6316,1788023.0,75.0,NXNMHCIMQDPWGBOALLODAWPUBI,665.0,DE,Solo Cup,M,28768.0,Ncqomp,3.0,HLBRQTFXTWNMRXWEXWGHOHSU,Vkpzskkdmiwpfuacvvos,N,m,BREGNFPGTGDLMXFARZWWKQBZIVDZTMACIUSIHXPTQVXBHBKSPINNO
jwf6317,1589879.0,,elcvaocgiyqyhmvyajpxrfegjzzrlgsuwcvweqlebhjvooajmrjqqrsflz,595.0,ID,HealthSpring,S,198416.0,Flaxbxedjet,4.0,jwfjupdxpixw,Kjafh,N,,Fdkmtyonsykbnrjvfmwqzouaxmltflralxeflgmvsmvxypipyxncdyxpkbeyivszx
QUA6318,1426149.0,7.0,Txfiyxtfgzgzuoymzofyjvfaunxwyraeccceaketjk,386.0,OK,Newmont Mining,S,71391.0,EMOZCCTB,4.0,QUAWBDYRNDOTBVAGTKHIPV,Orqkyddmlynmasfbcdudjlf,Q,F,TZWWDDFOQVOTGXYQTRBZXNOUPAXQXHFL
Cxa6319,3140627.0,96.0,eofntdssdvohxlesdhhbasjfierjppwdkgvkranbkwzvlugdpkigkvmov,392.0,OH,Lithia Motors,U,260725.0,PRBPKGC,1.0,Cxahcqohmchhaiscvlligh,Vksekvrmtkukpowvekyjsvfvvd,,,Xtfvqe
Wuz6320,2740569.0,14.0,Kafpmmsdmwflcykgdkgxtdgmsupkztqiloagf,821.0,VA,Int. Flavors & Fragrances,,180176.0,Etcreotgf,0.0,Wuzgmisxlyx,Vpjbfvnhy,S,,ISULUOFEJJMHYLKSQIUEQRKIYWOOCDHWNBTALNPJAGSXKSIDJRCVPNGAIQQELBFRVWENIIIHAZMKFR
xqj6321,627441.0,78.0,Qlhovipzspumprolkkphmbfhpvldrqwuyemfffgfpotevdarwjhzsp,556.0,CT,CarMax,S,7977.0,,1.0,xqjdlmuialmnkezokbayvnuvwdrvbm,EDXVMEXIFRRL,,,Fpqiiawadojsmznhezuvvqelvauops
Zbu6322,2128130.0,96.0,Ujakgggahdwfrswcqrqhhlensvqsjjkcnoaatphatdpvlgljgzzmjchqmufpijqm,393.0,MT,Avery Dennison,M,354186.0,Cdqpjurxtve,2.0,Zbuysmntplgiynvywov,Qxesgcagbbfbrspii,h,f,Cnorpjhlxgkqwwcyvbcuiqbv
Dvs6323,2910800.0,12.0,Xwsiamgjqkyalnwnbblhlgc,566.0,CA,Great Plains Energy,M,490990.0,Fabioicllp,3.0,Dvsqnwhnkhxluzbattrwqfrlfd,ADFUSJGKNDEAHJXUILXJTY,,m,Efgnpawomugxjcmochjlvpbujmuijvofneuijeyiqofwgtrqsrfuulozrtoiddassjayaudr
Ivd6324,2960776.0,76.0,MKWAMVEKDNJXQJBLGFGCSWERURHJGCGQNYNQDYVDPDQUGLKVGQHGABOQCKPT,843.0,IA,Target,W,206661.0,unxjvh,5.0,Ivdsnczibwapnjkpkkrvzkti,Gsrqhqacbjst,d,F,vjznufuucccevaasldpwnacxgrjzjgrwijpidaxvicoyhermhnmltqgmytvopuqxsgbkchqsebucxh
Pol6325,3632356.0,54.0,Bnuyutstcotvmlmefohvohzvtrsehwremnunopflmuvhhtfbxgbk,608.0,Saskatchewan,StanCorp Financial,,267218.0,Fmzme,2.0,Polmmlhoeiduejtkslzbjhxyh,SFVNVFKUHVLUMXAP,y,f,trfmwrglhsbvextkysheivv
Ooo6326,1718607.0,72.0,NUDZAVLTUEHGETN,,New Brunswick,Interpublic Group,U,259695.0,Jbrjhgx,0.0,Ooocyvxihuoamlskqzi,ghykbvw,h,,Irmybqphykqgacjqkgobualizforaxslcdrnaojhvoutckimsfubhmnbtgqlgnfscpwvubsxmnak
