prospect_AddrL1,prospect_MaSt,prospect_Co,prospect_MidIn,prospect_OwOReF,prospect_Em,prospect_NumC,prospect_PoCo,prospect_NumChi,prospect_In,prospect_LaNa,prospect_A,prospect_AgeID,prospect_AdLi2,prospect_C,prospect_St,prospect_FiN,prospect_NeWo,prospect_CreRat,prospect_NuCreCar,prospect_Gen,prospect_Ph
Fvrnkfyaodfmwpjc,U,,,O,Ferro,1.0,Xbjpbncyz,5.0,144390.0,Zaxuhglefdovfmfkfupaermtzuusqs,25.0,Zax14063,MRQQGDDMPETHDLSICPXQFAJ,Indianapolis,Saskatchewan,Egidcjgtjrvqgczsmlyzcl,2028752.0,614.0,10.0,,1-629-959-4382
Rggaoruwnasrrxzxmmo,M,United States of America,,O,Black & Decker,0.0,Rzdkpencycxf,1.0,276053.0,Neyirjcpijrvqiuxkwvhzix,80.0,Ney14064,Eecjujjcxixpgbhporxzkmtfxsvwfquzqpxdwlwqbfstkkb,Hilo,WY,Texfktokegumaeqvtlqqe,3681997.0,430.0,1.0,f,1-886-943-3382
SCTFOENDVVU,U,United States of America,D,U,Helmerich & Payne,1.0,Bqpcexbe,0.0,377604.0,DOZIHBQB,93.0,DOZ14065,Zqwsaaapsdcpisnsfdsmmqcevcgiurjvpydhlsczcrpkpajwvd,Cheyenne,CA,pccnoyapwbmxgl,3007487.0,401.0,0.0,,1-114-360-9928
Qiektbzzy,M,United States of America,,R,Total System Services,0.0,Fskeotjm,4.0,73115.0,gllmdoxfvppzqjbzzsmkrxivjrtcci,81.0,gll14066,Putdqetxjzjpcsv,Hialeah,GA,Sftpohrfwfuzpjevhaodndoekjj,1681544.0,849.0,7.0,,1-632-437-7416
Qknbwoaokjmcqvenqrwawsabhxyxbnp,W,United States of America,Z,U,Exelon,0.0,Vwhvsqwkujn,1.0,227020.0,Ovrlpgmucvsdnmlgmakwe,12.0,Ovr14067,Hdrjviveuwtyfzpwvtjiyfdevthfucz,Sherbrooke,OH,NAIDEMPTYF,3706841.0,760.0,3.0,,1-793-673-2434
Hnrzofafqntmbhciqxnzawyitjipa,S,,q,U,Advance Auto Parts,1.0,Ndhzawv,1.0,361656.0,svcenckvazokhauar,98.0,svc14068,wnnqqmhlzbdibdgl,New York,DC,QRJIJAMPGCMSVITFUHYDDH,548016.0,535.0,7.0,,1-909-248-7891
ermyggmbbjj,M,United States of America,i,O,Allergan,0.0,QBQCQNZ,2.0,357045.0,TXPQKDJNFZADICAQSV,25.0,TXP14069,lcvfmlkcqvkqmixwfurahtlisc,Laredo,LA,cjnguozdymqcww,2571364.0,646.0,,M,1-854-865-6100
Ippogbggqtxryzvddswkefjecceksqedrliadhgkpptmxtq,U,United States of America,o,R,Dana Holding,0.0,Nmlcxsres,5.0,348618.0,zfavhymksrjaa,65.0,zfa14070,Dkddjyttbpkccinju,Irving,TN,qwxyvdswhpfleawgxfdtu,232423.0,437.0,7.0,,1-328-522-9488
UGATKYPUEFPIWDLBFANBBDSWPKMYISRIUEJEMJG,U,United States of America,,O,SPX,2.0,Bnmpsurkbe,4.0,449649.0,lyzoghkgzdtsclo,0.0,lyz14071,FXWPIMZFIJOQNKQCXXEBKXH,Oklahoma City,SC,WZXQQOVDCVTPFTOUNSLMMKW,1300177.0,829.0,6.0,,1-557-201-6341
Tzirakxvdsadqsaxxjcrmmotqqh,M,United States of America,A,O,Gilead Sciences,5.0,ppabxbcadogg,1.0,68924.0,sybagcckbybynmslczuhlqmjyt,,syb14072,,Vancouver,NJ,TNLWPWUNOJCNFUQBMGEOKQLXIEP,1345813.0,842.0,,M,1-625-773-7076
Jqnmxqlvofgmdfdjdownbkvqwxepsaxndgbuqbsgkjmjzqiwjfpywjuv,U,United States of America,d,O,,,Wslbp,4.0,215115.0,Ivnuidxcqo,48.0,Ivn14073,NXNTJKE,Lansing,TX,Hqrvhjtssuplhk,3342615.0,486.0,5.0,,1-889-470-5986
,M,United States of America,,O,Crosstex Energy,0.0,cwzqhg,5.0,24629.0,Oaqoiiillxsfw,39.0,Oaq14074,TOLGFGMRRYHYBODFSQWKGOBZQNEKEXLSFNUSJSPALTS,Amarillo,Prince Edward Island,mkwulorjmpoaoixsxmdcrfb,2363788.0,,1.0,,1-420-732-1453
NSWEQLBXKUXWFGNJJXFDYVHDCTNPQFIWNREILXJLPBAKZYDPFJNBBWPSRF,U,Canada,,O,Molex,5.0,edcbsxchrxba,2.0,362493.0,tvtxbsqdmoptrvbxrdqikjcwosydd,14.0,tvt14075,Plyeutboadkhobxpoiqghwnunxttrmtvtkmpmwvdhu,Oceanside,PA,DCDDPIQJETGPTSI,281516.0,621.0,,,1-467-639-2868
Wdjmyurycdarlrbuaowgoyjkzibfdjtvipiduddrarckabq,M,United States of America,,O,UAL,3.0,ELFYJQF,1.0,17505.0,Eivzcmskjlsjveurqkjou,43.0,Eiv14076,Caiikckqstvfxqbutiwplctmdydcqupsqnxcclsxrtagxngggoa,Brownsville,WA,Yfbfajabq,3155454.0,480.0,5.0,,1-684-490-9329
,M,United States of America,w,R,AbitibiBowater,1.0,Fsrvbnbuk,4.0,214408.0,Loiinvshzxnoaghozorjufse,44.0,Loi14077,,Norfolk,FL,XUKNIZEGH,,341.0,,,1-155-377-3959
Mraukfwveigbsqjdwxaaxemnjdmasszyfsifaycs,,United States of America,,R,RPM International,5.0,Zcmkjniabym,3.0,,KDFEARMXJWISOEOGWJNVZHZU,27.0,KDF14078,Brkvrmbgtitnvfkqlcf,Toledo,IN,VOGBZPFUOGRUQYNPKWCPEBGIZWLXMN,3539888.0,,9.0,f,1-810-184-4795
Qxagvldfqslkbyvhdblotfdgjarqxcvcqididclatzgegg,M,United States of America,,O,BearingPoint,5.0,Oskxkggm,2.0,424208.0,PDMVETJGWFWLSJE,11.0,PDM14079,Aktixupovkukhdeheawjuzggiauduhodicscajbmbawweykoyvoigscpyrqcktcvhiputwdxzvf,Toronto,WY,Omomostmzcrzzemaxyazls,36275.0,340.0,9.0,m,1-744-550-4205
Rekyrcfyzlhymiklgimhynlqyvldwklullwhdvqn,M,United States of America,f,O,Sanmina-SCI,5.0,Gzslvspyvf,2.0,33285.0,Lvdse,,Lvd14080,GWTZNQSAZOBZIBMNKRCJWFQEFOCLTYNRSVHG,Lansing,Prince Edward Island,Xcayymotwy,3686605.0,751.0,2.0,f,1-818-958-8263
TEUIZBCVKQVRUWGXBSJEVRQ,M,Canada,N,O,Alliance One International,4.0,LFYUXHIJPQWL,4.0,321975.0,IGWXARQC,7.0,IGW14081,FUPXFWROEPXKBFXRNHCHHGKFXOIHWDBLDPFESDEHUSPWJOMJJTNYXLLGERQWRWNUXXBOBGMDQJHAWRIU,Amarillo,DC,zmkmmilvqrggwapjwqxxtjdgrlriiy,3912850.0,809.0,5.0,f,1-544-801-4049
ufgzftpxzuxokjpbjzrxikck,S,Canada,,R,Owens & Minor,3.0,acnov,1.0,495204.0,Lluhszdixpqriysvjo,99.0,Llu14082,Vpgrzvyh,Bridgeport,UT,Oywcugztosrbbilbclgtrofcr,409804.0,843.0,5.0,,1-174-730-1026
Sbvusslsjgokbdmgdfyghjcckk,S,,X,R,Procter & Gamble,4.0,Tgrvdibhg,5.0,170452.0,Xykoouenzsue,6.0,Xyk14083,Xwrdwwviemtgkmjanshlysixjzxiwrwmmxulosxbtxpsgesgxkqbaqohclwmgtrwwcc,Eugene,CT,oulcrfzmaqgxj,3202073.0,393.0,7.0,M,1-618-285-0117
Igsltpnlpgcpffghhjaciykpaaoisawkevjadhpgonnept,M,United States of America,H,U,HealthSpring,2.0,XZSMM,5.0,15155.0,Ndzuhuwgtbxglrzfphwddrerqkpvm,15.0,Ndz14084,,Topeka,NY,Eqoyxwebj,3857000.0,589.0,5.0,,1-817-877-1510
rtukpkvknbxkplhmwlwjurlqommuhvmvq,U,Canada,,O,Progress Energy,5.0,Quiaxucs,3.0,329977.0,fudcajjxgsebuqjesheeefuny,60.0,fud14085,Czuaizfdpkhsnih,Fargo,RI,Frdubpvyymuzggeqaqluupi,3595017.0,528.0,6.0,,1-567-050-9859
Hetezrfctqasiajadgwxuaxzbvgefmimih,D,United States of America,,U,Varian Medical Systems,2.0,RTIBKZDT,2.0,328569.0,jgdlyrfwhkkiedprbcuflplgjf,4.0,jgd14086,Rwtcniatuiwsincebksmvqmigjwmeyskzobqswzohplodgsw,Tacoma,Saskatchewan,cijzzpsqibkqorgtvfohvve,812543.0,783.0,8.0,F,1-099-805-6613
,D,United States of America,,O,Illinois Tool Works,1.0,dijmv,1.0,315713.0,Jhumijaarbmkejhd,14.0,Jhu14087,RJIJDJQGMPCHDBNFHLISNFSMGAMTX,El Paso,WV,Egkzbtquvpg,1871789.0,565.0,6.0,,1-439-684-1514
Ciauqnauxpprppcquxbqyogzopdjhaugkgrikhsbnapmextncsbwhtbaffvxtjosujx,S,United States of America,,R,Consol Energy,3.0,,5.0,65430.0,Rutvhpunxhakliaqsnvvflfgikd,14.0,Rut14088,PMGYHCSGLYQBHBZBQ,Moreno Valley,DE,XWNBPHAJAUINCGQM,896162.0,609.0,5.0,m,
QTDVLURTREGVFDKPXPKBYJSTBFTVDBYBTCOONVQLQWKVVBDNGVQZOHXLVQH,S,United States of America,u,R,UnitedHealth Group,5.0,Afqbrqtnv,3.0,196149.0,nubqunhrrdejstgreqe,99.0,nub14089,Gcrsmqjbaqbggubiluwfjq,Casper,Nova Scotia,Ouugfh,1219898.0,664.0,5.0,,1-874-856-4318
ETVPTJJIRDVQXHFJLLLAXZSSCNSGAZBMPXLO,U,United States of America,,O,Men's Wearhouse,4.0,YAJUL,4.0,,oahajgildagsfkgikwimjwcn,25.0,oah14090,Jljbjjvtouukymeymlurbofyfubvxyrspefkalcadrgyuoc,Milwaukee,TX,gagexuozmhmotcixwag,1155592.0,,8.0,,1-570-494-2931
ecyqisvnvpd,S,United States of America,,,Iasis Healthcare,5.0,FQRZKA,5.0,371853.0,wnhwsrswneyele,26.0,wnh14091,Ahlsaufrbckxqjgqojzoxrazw,Bellevue,IN,pjvvtswrybhpetb,227361.0,348.0,9.0,,1-887-042-1623
nhjpn,,United States of America,,O,Winn-Dixie Stores,4.0,AUVPRWNV,1.0,489339.0,Egarecncodmhco,76.0,Ega14092,Tqtxysgkmvlvpiowfigqlsokxutrndfjcpqyllqinqqiplgfoujldusqvvb,Peoria,OK,Usleahigxqdghdstmdklukxdl,1861642.0,482.0,7.0,F,1-377-777-0896
Fwyxbvhjmismhkcafchjqfhejhcsmmlfilxvhtkfyeukjzakjaknvlixdwvycuwimacdlfvgtn,U,United States of America,,O,RSC Holdings,5.0,Aywmdujflc,2.0,304918.0,KKZICMSYKBCGA,55.0,KKZ14093,Kwmrkqxidosbtvzpkesewrlafgklkchyupajaexvxwvksrbbslpszckrzodrtlp,Newark,GA,Wwandyoauvrj,1032498.0,397.0,3.0,,1-603-456-2525
lymfmlauholnrlnjtunwowpwyxdhxdivrliwnfinjmpeivpywwoabvgveplfiiyrntjfllhexb,W,,B,O,,2.0,Ytauybhuw,0.0,159273.0,ZGUMDNFHXLNLILGKULMXAHSGY,71.0,ZGU14094,gadidxuvccvgwefpchxtymwefchpzroharavf,Simi Valley,IN,FCMJZXXKUHGRVN,3752188.0,624.0,,M,1-119-560-2780
iukmdhd,U,United States of America,o,O,Texas Instruments,0.0,pblybsd,0.0,31843.0,Vqxaom,20.0,Vqx14095,sqdkyhkezrxtihqmrruga,Overland Park,SD,Vjfmigsawktgbuihtjo,2857758.0,561.0,6.0,M,1-844-474-9630
Rcnqeasjmemccucecerqwfosilttpdhujnwxhufeibngimv,U,United States of America,U,O,Cimarex Energy,5.0,ajiolaok,0.0,240799.0,Fnfvsiyyxvb,35.0,Fnf14096,Zujhqciubkihhauvmxfarvmohngwwbswsfkzmhixrsvluqvr,Hilo,NH,Imvwjqle,,732.0,9.0,,1-971-976-9476
Yqemqvupsuygro,M,United States of America,z,O,Pulte Homes,4.0,,4.0,431328.0,Oakpzjtfjfvhqvlew,21.0,Oak14097,wciylajiqwxmnfxydgitthcntvcjsnwtsfixxlediefegvhmaywkqnespfeuahokwrmuvc,Mobile,ID,SKQUMZSSFHENTGXQROLJW,1405527.0,740.0,4.0,m,1-104-261-5631
Tyxvynxmgnjvnbqjjgdufzuxbxmcepsetdztrmilmabkuuphovmsgigdzgjciafxrciskdxqevncdo,S,United States of America,V,R,Spartan Stores,0.0,Jzcsuglrjr,0.0,450832.0,Totppfpwjxkpqyknwaeekjqfaxav,99.0,Tot14098,,New York,RI,Hblntgv,199612.0,819.0,3.0,m,1-343-706-6211
abngqsevhhbdacbtsdbsigjbratxkxffmxlkidegxnqgyxdtimsvezg,U,United States of America,u,R,Northern Trust Corp.,3.0,ryxngphzqu,2.0,131821.0,rhhrtv,70.0,rhh14099,FVXMVLEIWFC,Simi Valley,VA,VOCLKKLTTMJGWJXDS,1172645.0,513.0,9.0,f,1-935-982-9438
Fftjxleftjcxfglfbzhrlsvewrocplyvloomh,U,Canada,,O,Sonoco Products,4.0,vmeivtflenf,0.0,,HQTZDCOSEUGJAWOID,53.0,HQT14100,Xguzur,Fort Wayne,ND,JVAQRGQOQQIMNJDXLDQGHBZBUY,3969954.0,634.0,10.0,f,1-006-285-0736
FKHINTGGAIHMFPCQQ,S,United States of America,,O,3M,1.0,kttfajkq,,267765.0,FPZPVZPHTQDVSIEYDCSUCLAMEUM,96.0,FPZ14101,Cnsriufdqeormavnmliieuvhtgiombmtaqqhtierejgzqinoqcdjhzzcbjwqxhivyfzzrkibdpvhnn,Sacramento,WI,SULJPYRQYQZQS,973831.0,301.0,9.0,,1-351-357-1755
oqdndghxllbxoiqnbsnmp,U,United States of America,,R,FMC,,iidgqqqwmf,1.0,480035.0,Gnpvbml,14.0,Gnp14102,rzlxfxmrctulgzhkbugxnpnmluumfybdprpvjuwuciaazegwfjqbnnlcvzegutrhcfl,Regina,Manitoba,Gaxmwcegwh,1844096.0,756.0,0.0,,1-779-874-4039
Lisqlumcemeuwvdmcficc,M,United States of America,,R,CenturyTel,3.0,Oytxa,4.0,77461.0,FYULZEGACQZNSGWULNPMENOBSKXA,53.0,FYU14103,Jnaehxwinqjwmcgsydlecmclp,Kansas City,NE,mhacroytfbvpgj,2577362.0,763.0,10.0,,1-698-527-3235
Cpdswmumryhctwzlghgscqmoqrsgwftacwwdmelavnlquxyascyutdtpfsfrgwkvwgcaonaotuep,M,,G,U,Centene,1.0,gmsoiqaz,2.0,422123.0,Ojbfxnfjla,32.0,Ojb14104,,Philadelphia,SC,XOHNT,,342.0,7.0,M,1-970-545-6577
Kxxoycadlrc,U,United States of America,,O,R.R. Donnelley & Sons,2.0,Rwxlvgw,5.0,128619.0,Wxceuhtdhtcopjvsabqvovhmhecxux,,Wxc14105,dzbokrqwdpwmtfdunjzrbivqpcrjonnqqsjuycuwqlba,Milwaukee,AK,Foqjaxlwnylayyeldppwkxthgxdyyu,3195888.0,308.0,4.0,m,1-109-567-0866
Acmlqwgzbnfornmctks,W,United States of America,h,O,Dun & Bradstreet,4.0,MPPLQ,3.0,17787.0,Pegsbedwqwh,28.0,Peg14106,,Hull,Quebec,soicmqvkoondpqrtv,1078699.0,763.0,4.0,,1-777-035-1753
Tctrcmowjxmfkfdnjsndixfyfeslbrvbcapkbptwjutxgnrrmegayrlqkarblvivow,D,United States of America,,O,Kla-Tencor,3.0,PMQLGXFR,2.0,154482.0,vjzdwzdfoopa,61.0,vjz14107,AVUIDMBAHFESUG,Raleigh,ID,Iattnluqnlbutgwtsjrshglnmvy,1886268.0,382.0,,M,1-015-324-9370
Iuvzdwircxclcqudeofadveoukybf,W,United States of America,,O,Dollar Tree,0.0,Nonus,2.0,61643.0,lukzqurooplkwffshuc,75.0,luk14108,Fohxl,Indianapolis,AL,Nooesnuonrbsdzzjgfdypnqaobp,299452.0,450.0,1.0,f,1-206-183-7770
Tozmnvtldnqfoparovdxjrvftxwkcnwayeusgofpjhovhaluxhyjut,M,United States of America,G,U,AutoNation,4.0,Kklbript,5.0,58462.0,Aksmddhbqckr,24.0,Aks14109,Qflxixemtkrsfiphyspdlblbwrqashlbriymplgagvdmmrtqysvvuuspmbtjwkzgvrest,Sunnyvale,HI,XFHGXPKYSYAOPZDBEJKG,2365844.0,697.0,1.0,F,
UNFKEIJKNCFRDZRIIKRTBNONKWSJPGWPADCXEIEYTGQSCUWMPSSJPHOGTLW,,United States of America,,O,Leap Wireless International,4.0,Mgmbbv,5.0,128265.0,Zyjirpglnvbvbgkg,77.0,Zyj14110,SDFJVQQLLSJ,Reno,SC,qdijdrwqcilmxld,764357.0,575.0,9.0,,1-247-194-6140
Kfjkjpsrexnytfepdmepivpljws,M,United States of America,N,O,First Horizon National Corp.,2.0,JKIRHHMULP,2.0,269886.0,Udhjlnottp,9.0,Udh14111,,Sherbrooke,WA,fpdhaqzig,1919220.0,347.0,8.0,,1-744-650-2982
NESOTCRWQFMEIAUBDLKVLSJTM,,United States of America,,O,Stryker,0.0,TNCINLEKOK,1.0,60295.0,Ggxocdnqdceircnvqllflixsy,63.0,Ggx14112,juahqupntkuwvdvqpztwwlzeuotanyzvhpcvsfqiibawlmcphrlwyxnqctwhuqljr,Seattle,Alberta,ulytwpukhftyou,1028944.0,742.0,1.0,m,1-085-883-4819
aaebaapsiicppgdirpejxondkagucnlttjwpgxegicxtggcfnfwecjhwxtj,S,United States of America,H,O,Sunoco,4.0,Tzibna,1.0,459560.0,NWUIVRDFPAXPCXQQUQQRMHIMFXTWE,90.0,NWU14113,Owzshurejpeipmwbgrdfvdhhauossqetcrotejghtq,Richmond,OH,MRZIGQLXPJZIDI,1313564.0,764.0,5.0,,1-896-914-4339
Uecjjfulrwdwcqcoevwmhouphmkaugjcrmghddysjnstkemsutgfwqwoajuresvtdgoetjeifg,M,Canada,,O,Time Warner,4.0,FHTJMW,5.0,238318.0,KOZGAG,59.0,KOZ14114,HWOBSJPCPLLUDXFXPWHDEQYGWBVLPCHHHKNNTCQFKVXVUZCERNLDI,Glendale,CT,VVHJSNSAYWSBVZBLVMBKTBWBCINUZZ,2060107.0,622.0,4.0,m,1-590-263-4915
yeyfvxyssvdkdbcabllcjhxulswkmrystlggsvkvulmsef,U,United States of America,,O,PNC Financial Services Group,0.0,vssnybb,3.0,304853.0,Ohfqejvhslywkv,62.0,Ohf14115,Nfesfqdlkskahxywsdokmqylhyumtovmljjbgpk,Raleigh,CA,Vycekkufbjfsrmzfvsgl,3085727.0,671.0,10.0,,
Rftftskjcwgtijehlwpihtgvgxqjltmhptpsrbfqfroirnvxpmuhuge,M,Canada,o,O,Tyson Foods,2.0,,1.0,335885.0,Yvgnkvxakolxgaqudlonzpiipx,38.0,Yvg14116,bupvjpvdfglqlmrjahewzzacuz,Saint John,OR,JQMJYXTKQHBLRYXFVTFNH,1473233.0,450.0,5.0,,1-676-021-9338
Stxeqysgzvktqmltfuvsqbexlseoqvkanoslafjkccvmqygft,D,United States of America,,O,Jack in the Box,3.0,UGGPQO,,301414.0,wicqwznlfwhybpjzyy,62.0,wic14117,sngscwgmleiginotikiqpudyz,Hay River,AZ,JAFIIXRAEPCFC,3710866.0,544.0,3.0,f,1-845-850-4066
,M,United States of America,,O,Joy Global,1.0,fallhfovfb,5.0,432069.0,fananaujzwbveklqpxtenxyrepcgq,,fan14118,Icrmzdqnbwuvinjmdyzzsizyxkzjdrfwukbkshinretrlidpeekv,Winston-Salem,WA,RPMCKBGFMBPPZKEPCRCZC,2172013.0,753.0,9.0,,1-617-031-7441
,U,Canada,Y,O,TIAA-CREF,0.0,BIYOQHFGI,5.0,380411.0,WESCLHXAENMQBRKZ,72.0,WES14119,Auhqiprvuzwgdtxmnvxbf,Sydney,HI,Ghbcowmdrbasfyl,3377971.0,451.0,8.0,,1-597-679-3971
Iotnxuivjxwmzvsntscgdzlqgdgqrxoxmqyvpnzrk,D,United States of America,,O,,4.0,Oviclipugc,3.0,38601.0,Nzixn,58.0,Nzi14120,Lwntaopabmpfmfmrwbpasicplwpwhzllstush,Louisville,MI,Mjlcgcdfasegugnhjiglxzdnuhz,,417.0,2.0,F,1-282-940-3562
Npvnamiiederctekgangpfcotsahsdorxmgjdqbxzyexwyjssvelzgjksqmjylzqvmmhktvsbjppajhq,W,United States of America,Y,O,Packaging Corp. of America,4.0,hgweu,0.0,132652.0,Smpusimvl,48.0,Smp14121,Xycyexocsn,Oceanside,AZ,Pzxmzixxyppvufulnwzwpv,3924886.0,376.0,4.0,,
Spitwbqehpbfpaboukyreprlvlcesrklitkmglnddqzynj,M,United States of America,b,O,Hanesbrands,1.0,EFVCYMXDLKOM,3.0,323607.0,Joclhewfwcplnr,30.0,Joc14122,,Fargo,Newfoundland,XQJUUBOTLHAQU,3275251.0,,4.0,,1-577-627-8472
EJIHURRZJWXPMSLIQBEOJVMSACLUIULTCEPFUOUPRKWNSAQBGNYRTVLLAJSXYOHWT,U,United States of America,,O,,4.0,ssjmqe,3.0,256693.0,Qocaqihjjg,26.0,Qoc14123,XDMKOESNOIBMAE,Fargo,MI,Usqzimcbmtrllmkxw,639853.0,764.0,4.0,,1-260-488-7646
onmepfxtclhrikpebanwmttuhvyg,U,United States of America,,O,Blockbuster,0.0,lvvfpsbka,4.0,23932.0,Ioyzlhgbqnooyqqgd,42.0,Ioy14124,Xoaiwwiithainfpeoruzyzkejzncjigujwjtbcxljobtdufyirvukwfekaegzchjj,Cheyenne,WA,pdjlm,3969200.0,442.0,6.0,f,1-060-659-0115
FAKOWIVBKHJOHBAIHZRAHVUIMFTUDLDTRJPERASMGTORMYEWJOHLAMMOQTECMPEZVH,M,United States of America,I,O,Beacon Roofing Supply,0.0,jtsdihwuyzhn,3.0,187406.0,FJLUUREZBREKHZMZ,42.0,FJL14125,PGLVOHZATKDQULZNSDBQNTTVLJW,Denver,MO,uuehoiryjeflqx,3285925.0,803.0,1.0,,1-994-497-8231
,M,United States of America,s,O,Snap-On,0.0,Uqvyti,1.0,286454.0,Iejemaahofvjuptefrjnlyvdv,14.0,Iej14126,Jqeranelohefuhomhp,Lewiston,MT,Mglkmeqv,390891.0,470.0,4.0,m,1-245-949-7744
Dkfldxddsmxqdlnrwnw,M,United States of America,T,O,Ferrellgas Partners,2.0,fecmevgi,4.0,33208.0,ykjyptcvpohfkikzkevvpvfofpuuq,36.0,ykj14127,Bgyyybxrfofcfgmxkydwnicnfvmmowcdtjsuotqsralxyoavjnobfzoqsai,Indianapolis,IL,wuwumdriyvfuodtliwf,1841018.0,591.0,8.0,M,1-245-339-4518
OZWLQNSSJWTFKCTZZFOYVWUIUUIKOGWDKXVXOMXEVUVDJWTHCBDPEUC,S,United States of America,,O,Charter Communications,5.0,,,337948.0,Auclnrbgdjeesnqdyl,47.0,Auc14128,ypxzyhugfcnvu,Livonia,Prince Edward Island,Ctcrbibpjk,1413338.0,768.0,3.0,F,1-957-734-7592
Mmabykddfhjshknrcdewdeoccumjwxxiffodv,D,United States of America,,R,MetLife,5.0,Ckfbhq,0.0,367824.0,Ltdrsvxyshiwmatxiauthlic,,Ltd14129,PQBJDAJQUJOADFLYXITMSZHAXRSJEMSWTUHECDKMSWDMMOGPO,Little Rock,SC,Qphopiwnbn,1333361.0,708.0,1.0,,
Zngvvsbikbphuggshebxbb,D,United States of America,,O,Huntsman,1.0,AWTMAPYAJIC,1.0,390004.0,Mttdahlpokghdm,,Mtt14130,QILHB,Worcester,Newfoundland,Ejmbpcukanzvbhbnjm,,777.0,0.0,,1-213-933-1501
,M,United States of America,k,R,CC Media Holdings,2.0,wkqyvbrrxnhu,3.0,361776.0,bjkcj,56.0,bjk14131,Cmxqmihwlnuzauvqtgcuvjdmxtvnpjbawbzzsakncxoszgfbneldvgedhhhect,San Diego,OH,Grrlrajtfkpdyamoddkabkv,2263475.0,641.0,8.0,,1-341-236-6023
Vymtxernqfbfcxmgkzxmuktipjqccgolllvqqtmlwzuizjlfhifcbkuxycle,M,United States of America,q,O,Johnson & Johnson,3.0,Npiqzwxob,1.0,149153.0,gnfxpquyhjwragps,42.0,gnf14132,Ywoxckagqnwzzfgsdrkeexzvuprhfpotkazlsmhiaarofouldmwdjojlrixqnwfqndoutpfmiqk,Worcester,MT,ANLPVZQAVBHQQJBLBN,2477765.0,565.0,9.0,f,1-650-026-7737
TSWFDOEMPTOPINWFSLWHUKYIAYYYDKUDFLDEFEJQNMYELKISOZSEFPBZUKOYDLTPLGKXKJAAPQFQ,D,United States of America,,O,FM Global,2.0,dqwlh,0.0,24093.0,Qjmlirtxwgjsuqtitfoxej,18.0,Qjm14133,Ivyzyupbdyyvqukisylmmdvmr,Boise,AK,Nfmvkmhkagakdoisl,,397.0,7.0,,
ixnvbfahkvcojtpvoeprzkbcchor,W,United States of America,,O,Exide Technologies,4.0,egenmncs,5.0,161923.0,Pxaxpacwzubcw,52.0,Pxa14134,Sawzbkpx,Colorado Springs,NC,Uqbdqreuhmuqrnrmlmkl,1434758.0,538.0,6.0,m,1-480-383-8807
vrclvglwpvyhddchebsnxniozrtrdlvcvvbtwqlk,M,Canada,,O,CarMax,0.0,MRKDWYJD,,322096.0,BMMYBJWDWBXWYZGFJJWUENF,11.0,BMM14135,SBSRJGCOKGGRRHGR,Inglewood,NC,Vcmeaglvsoqhlosu,2973996.0,642.0,2.0,,1-949-886-5971
Pvbdkxpwqbsviiategwwlumoxlbnqhjlemoihrcsywvkaehmbnjbgglvxcllainncurzvby,S,United States of America,V,O,Pfizer,0.0,Rjmvu,,,Aljdskjlfq,35.0,Alj14136,Rftjtritlbzcywwruxsgdzpiwocjdcfcxw,Fayetteville,SD,codnngocucr,3773204.0,778.0,8.0,F,1-969-637-0084
nvuhlnucbyjzbbhroakn,U,Canada,K,U,Michael Foods,3.0,PQMHJQPVJ,2.0,,mjoruzs,100.0,mjo14137,Gcugtwwpfhafasztglxnycwqhtesdaypqfkmfjybdyglxurwanxuzatopjbgsfsbgkiwrmjtrsiln,Irvine,IA,Xyfnezwkjt,2415923.0,679.0,6.0,f,1-653-400-1492
NISFGVBIRXIFPRRENQMFQVXTLUEVHVAAUUQOEKUFU,D,United States of America,B,R,Noble Energy,1.0,Blokejpyvmxz,3.0,442339.0,Vpuxzszhupe,98.0,Vpu14138,nidkshqmoufmlbeefmebcfpkdjeyzihiydqbinzxvea,Philadelphia,Saskatchewan,tbxgcn,947543.0,767.0,10.0,f,1-260-412-3655
Dahwunqkfykxcglzsrlattrigyqebvpwijgdfrugsitbyycgwqwgltrh,S,United States of America,,U,Biogen Idec,3.0,EISFDJIBNH,0.0,92933.0,Izqofhxhxcnivevt,48.0,Izq14139,Debssqwwoakxqittiddaeinbkxdgnyqodimmzqihdpklzupfdjhchqm,Sacramento,NY,XXMQWUWGQARDIO,1966217.0,395.0,6.0,F,1-021-982-9151
kceucvvltghbsztcdkabjprvadfokgfsudnnbqzlflittuociqadzhkmyrbhqpnuws,D,,,O,URS,1.0,nivhxc,0.0,175350.0,Nffhgm,75.0,Nff14140,AHZFTYGLBXHWBLAYWUVONWZXWCOCJJSCETUYVEOWCLGTAUXUFFEQWGJNP,Toronto,Quebec,bxjjprduqucexkadpcgoc,2541538.0,790.0,3.0,,1-530-997-6158
ZAENSZFBESFBFUYLVEVLFIWBCGICHPHTRRMRH,U,United States of America,k,O,Nalco Holding,2.0,Rvueiijn,1.0,383925.0,Xnxptmtcurpnvkfmldmectd,35.0,Xnx14141,TXKRKSQHNRG,Hartford,MA,Ccflvuonztbwzdfzdof,1072231.0,786.0,5.0,m,1-005-648-0748
