Age,NumberCreditCards,AgencyID,MaritalStatus,LastName,Country,CreditRating,Phone,Income,State,AddressLine1,OwnOrRentFlag,Gender,City,FirstName,NetWorth,Employer,NumberChildren,AddressLine2,MiddleInitial,PostalCode,NumberCars
87.0,9.0,Mut6212,M,Muthfsfgwii,United States of America,787.0,1-440-622-1378,20554.0,MN,Btcktauxavbtjmcdgttoteyhak,O,F,London,cdrtjvlbiyiylcefhby,2823060.0,Biomet,3.0,bvwattrtykimflyddrmlcnmmdrpkeyqwhppvxwqmwqhrazxujoqr,i,lazfrezqjsxh,4.0
45.0,2.0,Ome6213,M,Omeuyrzkgoedfmy,United States of America,821.0,1-817-547-7563,82183.0,IL,Aqipoaylrieotkkmuouetjdchetlaisagwdhwvddixzdkvdpgrukiotqdzpkhjuj,O,,Vancouver,TGBDGXFN,3302003.0,StanCorp Financial,0.0,Ekyjovmenayokladaozglvgjaxlsrqaqepqybsneravdzrweuhbumvnxbyfywtyqpjuohzhthonrplk,N,Bmlkryfqa,0.0
33.0,8.0,EWJ6214,U,EWJNVT,Canada,731.0,1-702-363-3100,164232.0,AR,,O,,Salem,Slfdk,2780004.0,Equity Residential,0.0,PNQNVJHTRBCLIHTRKTWBGLLVWLJIUKVPWPOYHHHHVFCYMUVSIEKOLVEE,,boibwjzk,0.0
100.0,,Oqn6215,M,Oqnrhzeepgwmqbyui,United States of America,366.0,,232855.0,IA,ZYDDWCPNMJBRUKJVNLJKCVFKDBOVKFHNHHUNIZZOIHXWRSCJBKXWHGXZWGWJKGYCAPENOPQVPGW,O,F,Little Rock,Thawjt,2694785.0,IAC/InterActiveCorp,2.0,uezgtcjgwrdpvysylnlzdpxbgqehnwblgpawjeykf,,Ybhjuyoxukv,1.0
21.0,4.0,Fvz6216,U,Fvzdc,United States of America,,,312912.0,OR,JTSEVEAXCOGLDWGXSLBERHLHOIOPARPMSFKMU,O,,Frederick,WJMFIKPSWVCCOSBLHU,1711616.0,Belden,4.0,vdwjkyiielzmeapdr,f,Dykevnnm,4.0
20.0,10.0,Ecr6217,,Ecrvgpdlueybsekykbeawpwfwxg,United States of America,835.0,1-781-497-4646,262109.0,ND,ikcoyrmtvkzyuexwrvkwlzqxreltatxknyeodojjeh,U,F,St. Petersburg,LNHQVKSNVKUCFTXJXMWSAX,397414.0,Smurfit-Stone Container,3.0,tsqcmtklhauciyoeebkzehdjgsmnmbmjkmiqietuxnkdgpzfvkpf,G,LRZIBE,2.0
44.0,2.0,Nxz6218,S,Nxzxydohzvwyhwbtuoq,United States of America,821.0,1-258-223-0328,314483.0,TX,Brtynmhrkwrlujsef,O,M,Dallas,rrtociroleulkdirxvql,712434.0,Chesapeake Energy,5.0,ESXBTXCZHKGSSHJQUXFWKMMMRDOXTXIKUXSBXPCAPDQO,h,,4.0
38.0,3.0,Wvd6219,S,Wvdclcavzyjucisnmqbrbwfwpq,United States of America,300.0,1-232-573-5965,466626.0,KY,hzwiqasyadqycapjiceakdyghtpplvlgbuswhtffil,O,m,New Orleans,Cqvhonkhhppmpxjakngboum,604208.0,Walt Disney,,bmbdxxvrgwhvndcbzmxvayraaxuxajndblkxtlalydlbhcvrauyyeavgvndvdpurtbz,M,hygdxdxqwic,4.0
35.0,7.0,Hvk6220,M,Hvkbapjvmwxvy,United States of America,734.0,1-453-947-4645,89009.0,Manitoba,ecryofddsopzqxcegvxjlshlnovbmjnbfcmqve,,,Fort Wayne,Ooapjnfgllqxebncnmqoowf,1909845.0,DynCorp International,4.0,JMZWBDHKYVPHNQAOWFUTCRAYEFFBBULFEUZFTJALVLEPHYVNQSFYQJZPFINUFWAOSIQXDS,,lpzhghg,
42.0,4.0,Kdv6221,U,Kdvcir,United States of America,779.0,1-761-681-7677,400585.0,KY,Hshchhdarxjmyngaccvnjrbwxgaysbumzki,O,,Nashville,unyjuehapdiijkvrc,568325.0,YRC Worldwide,5.0,Ssgug,,ODIIYUDIU,4.0
37.0,6.0,VFD6222,M,VFDEJXW,,655.0,1-298-301-3860,354957.0,DE,Epbskpsvldgxbpkhulmnupjickybyoebkapqkuiaqqjsatkuzgxndbcnvzshca,O,f,New Orleans,QKLIZSP,3020963.0,Virgin Media,3.0,Wigwxzwd,,PLMJLH,5.0
89.0,8.0,jgn6223,U,jgnrrmtdggocitkhzeazk,United States of America,361.0,,213639.0,IL,gykcbsqtacompeciljkkoplzxag,U,,Augusta,Wrweftsbduoukgrte,1481735.0,Dresser-Rand Group,,,,Zhmuyilz,3.0
70.0,5.0,CYS6224,U,CYSUTBSQHXYUKVWKH,United States of America,570.0,1-396-627-8719,345145.0,PA,RGHJAXXIKPNMXCDTFVJOIAILIGAEZLBWTRKCUFCTSWSWEKKSOFDNPVCPCJNEWV,O,,McAllen,Xhahvfxwppyhdgwxwldedianntfbi,2863560.0,NCR,0.0,pzdvvhubdlpmrbytaesdmldr,N,Carez,
,4.0,Xuc6225,M,Xucbgtynarvqvgbortywovilwi,Canada,574.0,1-832-565-0702,235735.0,VT,AFNTVBLRGELSZGBQBPEKIHWPZEWTODEQRRP,O,,Providence,ytizmtfhbrwygkcpiuixsy,904387.0,Pilgrim's Pride,4.0,GZHJWJXSSFHUL,,nrlhr,2.0
2.0,7.0,BBQ6226,U,BBQQFDAHDFTAOWVHSFVS,United States of America,673.0,1-078-497-5090,369973.0,MD,XPADYWPJIHNKLC,U,m,Biloxi,GDTEVAONZ,,Freddie Mac,5.0,vvaspfpipixvtsrgwhsgvcszdcncvuuhitfhbsxgxsndlzschrdqbymmkxdixdgjedeujk,v,Fbhpnhlvhpoc,4.0
85.0,2.0,gom6227,S,gomghxnileublbuncnwxkaztws,United States of America,380.0,1-773-456-0746,219016.0,AL,TPQGAJHWJEFVGIEQMXLKOHXIUTIJHDEBY,R,,Wichita,MCRXSKBWVGSANBNEABUI,802571.0,Newell Rubbermaid,1.0,Vngcnuemvxoxac,,Fxavke,5.0
24.0,1.0,Rcs6228,M,Rcsnjt,United States of America,425.0,1-720-090-8013,243613.0,CA,Qsanmjwszckrijexhuejvaawndcmxckyecduvaitlszdtvfe,O,,Idaho Falls,uvjpobbgssu,1226319.0,General Cable,2.0,Mmmqbycktsrg,z,selkglbsdlb,1.0
10.0,2.0,kxp6229,M,kxpxfskbofnhtkmetvyufrxwmdx,United States of America,737.0,1-445-170-2796,256708.0,SC,Cmmgeaexvkh,U,m,Hollywood,ANHYOAAUOIXRKT,2427827.0,Merrill Lynch,5.0,mrlzr,,IRHNIQIAFLX,4.0
19.0,9.0,Ksj6230,M,Ksjpnpymelpjbqwpbxw,United States of America,803.0,1-913-689-7677,38239.0,NY,Imdyokwylipnasubxrnhfesidgqicuzwmimlwkditk,R,M,Warwick,Grfpf,2046678.0,H&R Block,0.0,ROTOVUBILJZCHVNTOJOPVNYEUKQXKTLMNEOITJQTRXTRKWPROHORQDXCCCMDHAY,n,Rzlwmyfj,5.0
79.0,1.0,lko6231,M,lkotufeuagjebngsw,United States of America,814.0,1-106-546-4494,359560.0,IA,JUJSMMJOASKCVBKGRKQWMNCHZUCWOOFWSYLZVVDOCMSJUKVD,O,,Evansville,EJROHPDRBXJLAUYBTUMKUWLAJKDU,2345397.0,Hershey,5.0,bspwpsdkkzileihqlqnwlaftlfzickdtxjbfzwidwxvttzxuwccpuepyfaqifdowjamnfajcxnyg,B,Uxwtt,4.0
82.0,5.0,nku6232,W,nkuktcdweub,United States of America,741.0,1-108-314-2617,,Saskatchewan,UAKZUWPOODTSHHXDFEXQCNNRLAIHOPHKYPAW,O,m,Casper,Ykincbzkouelaizcxeipd,1439585.0,Crosstex Energy,1.0,Njrqgjposvkvqeanysglqhdnir,d,Rznbdzevtp,1.0
39.0,9.0,WXY6233,,WXYKDAVVEAYSPPGNQEDPSBCMF,United States of America,608.0,1-401-092-1251,,HI,YOMPYEXGALONPGTRETZGBXYJBMRAVNGWVEETEOBDUWOSBEGHKDSJQWPCLBQFLYRDDOPQO,,,Irving,Gdcdfwhe,1477753.0,Bucyrus International,0.0,Bzcpxgenlfgkxgdbxykezmwslhskrlxgwiabkeokrcbxfrqycieeipxevhoixkgtmcbmlsnqsnpwwh,,SAWOEL,5.0
2.0,7.0,Eah6234,S,Eahxnbrctncxuom,Canada,572.0,1-966-734-4428,11508.0,ME,Frezlftzlghphipfekrpimr,R,f,Sunnyvale,uwxhwtxsbz,598666.0,Gannett,5.0,Yrnausobgamaalqlusvhgecutfzicnbxrt,z,Bboos,4.0
5.0,5.0,Kno6235,S,Knojnbuwtwzsywhuausazefwlwqqu,United States of America,628.0,1-573-451-9832,117416.0,MD,zapaxbidqbqasosksdaftxnchxdmftmiskxokdcunlku,R,F,Fairbanks,Gocyeydrjimlaruyb,2067368.0,Kimberly-Clark,2.0,,,pzhol,0.0
57.0,5.0,Lhr6236,S,Lhrlplmcaldfyhhufjeia,United States of America,692.0,1-894-808-7392,143910.0,IN,Mvonxmrtkfsantfgestyymrtdnhxevcdipepfawhrdziuvoptrzbkuxoslrvpycsgbao,O,F,Arlington,HESDVQAKNWJJMHDZQUSSZZSQ,,Marsh & McLennan,4.0,Emfjpsfrtgopmvtscnxviatidmqhtvdqqutxqsaukgb,,Urgeldbgrml,0.0
19.0,10.0,Pgf6237,,Pgfsltr,United States of America,446.0,1-330-226-8660,491017.0,Newfoundland,Kxfblzktkxqjacgwpxbniijgndahkccyrhiflbhsyqhmqinsxqjln,R,M,Idaho Falls,Icxoffsawvuzqamutqvgb,2778640.0,Flowers Foods,0.0,Sdrhigxaqrqlsaxlzslvbkajpecseycmxtinouvuskftntx,,Kbgttlijab,5.0
4.0,8.0,RFH6238,S,RFHRAEWEWD,United States of America,827.0,1-122-192-3178,92419.0,MA,RUYDVRXLEUGDDECYAEIXQPCESKJHOPPGCRCWAOVZJA,R,f,Bridgeport,Wldcevtpnxwj,2856159.0,Advanced Micro Devices,5.0,LLETFAPGAGCIANEZDYSNXTCFHDXCPEOSHOGKGVYZGLUUZWNAFPUGIWTHMRGENZVACLFBDNXWWHZRA,,LHBKIPDE,3.0
37.0,0.0,WFS6239,M,WFSXCIDBV,United States of America,398.0,1-874-313-9864,52634.0,MD,Vnxtcwpyqmykkvyisbwxtksc,O,,Austin,Khveczbqhvdfxhah,3232636.0,Magellan Health Services,4.0,IQFRXZGVZYSYFKLKRVDQGVWK,R,Lwsvbqgjebzb,0.0
11.0,2.0,Qhm6240,U,Qhmhxtsjsosomeskihxjacrrdkfsf,,571.0,1-722-912-9511,123407.0,MA,ZVFBGVMMQLJYTCIQOZUALPFHOPHKI,R,,Toronto,flrltrf,3012195.0,U.S. Bancorp,0.0,XPSXXAFRPTMGCLNWTYFGPAUSE,,DMWLOTQTW,5.0
95.0,7.0,Kxz6241,U,Kxzkapamns,United States of America,301.0,1-659-981-7163,403042.0,RI,Cpxtcjkvigyfuf,O,f,Fontana,LPDLBULMHDLFVVM,2013971.0,Sunoco,3.0,VBUSUAOZWSITGBEGIFXBGPSFNMWTQRNEPOGKXRDAYDOGQTFUSFIDMAFOAR,K,Hllklhgwsc,4.0
76.0,7.0,Adf6242,W,Adfhmbpwax,United States of America,,1-139-122-3686,449320.0,AR,GDBBLIBOWCKXISPQNTURKOQAPDRMSPJYRLNXFMVFQZILJGHOZGYMGVCJKSELGNNHFGZBGIAXAI,O,,Chicago,Dluxdhhoornskmwcclovx,821185.0,JohnsonDiversey,1.0,HFNMDMPQVNAZUUPHUBPQCVZAXDSKZYAGIOQFFHUFZADJOPPEWTWTHWCFPT,G,Hqdgcwdw,2.0
36.0,9.0,Zeb6243,W,Zebqwuprqliofkrv,United States of America,847.0,1-223-810-9214,199810.0,New Brunswick,qcocnvmgbrglepemkvpxpabplesbuhohniapldn,O,,Yonkers,Xiyrdivcxddoavethwjspglkselxh,1457409.0,Guardian Life Ins. Co.,5.0,Uobiusfqppjefanksgwfwquddmtrnzwjtvyhmywzremavatwshamchsjfiltjtzmdttretidtwkclhsc,,SBZKYVG,2.0
64.0,7.0,Duc6244,W,Ducxiwxvqipgelfqijupm,United States of America,,1-991-156-8400,367921.0,Quebec,UOSVLXWMNANIMEMKMFPCDNGQTSJWOJNLSPLLEI,O,F,Costa Mesa,Oqkhmceljitjwppieftlonhqbkcim,3456919.0,Colgate-Palmolive,,Rjhgkdwmkesmsezfxtokncqhoopnfrzfmeaseopdclvwbaalte,,Piomuvazodsf,4.0
73.0,10.0,Tje6245,W,Tjeokrkzgvlrocpavltva,United States of America,447.0,1-571-310-8149,340154.0,VT,,R,,Los Angeles,Symatgimzhojeryxwww,,Graybar Electric,5.0,RZQKOIQGPXWSOKIBJPGPYSAJCFKLABRLVYVQAFGFJUTCRVFRKYCYRPKB,,Pglxms,5.0
52.0,5.0,Jrj6246,S,Jrjsihvqeogfgybqfcufkkricpyojb,United States of America,753.0,1-414-148-6796,,MS,Rtbbofwpqmlbkkaqczzqrgmaxfirjvjnsufjs,O,m,Worcester,GPNSKINUZNMXLMLZODBNPLPNJMUOQ,2502749.0,,5.0,Neljcxjiuhxzccynuwgomfdgkvrfzhmnxlfcprnyuwbecbqlqacwcedn,E,Seakwqspf,4.0
26.0,5.0,Brd6247,U,Brdaejybkbnvtclgr,United States of America,836.0,1-337-344-5318,484118.0,OK,difaedqdf,O,,Mobile,xaloqveirzzyllxmrmsghrtwtr,2997086.0,Lockheed Martin,2.0,Irtgkjbznhxgukpaazrbqcrutdwtpalhkegkeitwmqybhpbtuiavwuffvqvxxwaugzilnztqzbks,,Hfmwantqgbgk,
77.0,,ufa6248,S,ufacoqolfwhqmlhm,United States of America,411.0,1-989-769-5922,,ID,Lqdzhvllccglvxnwzndywlpsyjlmvslezxapodazjubfqckrumqwjgwam,O,,Peoria,fqfmx,1399551.0,KB Home,1.0,gcupgxckpemkkitzsatsftiqjyfttolywrjplyoal,,Hitoqkqzxzs,3.0
74.0,4.0,cvm6249,U,cvmlhsuvczxlzsocagwnwpfirmsw,United States of America,526.0,1-700-520-4959,,OH,pefxoahygymsivyr,O,F,Fargo,Bjveglhlqqrqfofxznaircfv,2272513.0,Centex,1.0,Wjolmbjerzrktgcdcbhgyxgvmptmtqooshozrprxnycflworiadsckjqgfhamtofxbkdfvstbv,Q,vkvlhtizix,0.0
32.0,7.0,lha6250,S,lhadaaxqaclnxsrjbqfcrvc,United States of America,496.0,1-571-840-5076,373040.0,CT,Yfbfwytjevurtjcabrcgwiwgwubgrwjlcyzfqt,O,,Sandy,vwqqnpgcqrhclfylegz,1137119.0,Corn Products International,1.0,,E,Jrlpsemsaj,1.0
74.0,3.0,frx6251,S,frxrukvtrpdyesicebbrwsxwwg,Canada,399.0,1-095-871-4705,317144.0,DC,zgzekpknohzcsvoijedjtkirgchtvk,O,m,Yonkers,ucjhnmqeoonnanuldchwyhwz,1276461.0,Cenveo,3.0,iistjvdhxohxkkmrzsavmwzsamykffadya,,Lfzuvny,4.0
43.0,6.0,Zor6252,M,Zorbsfobylgdxplkytcfskqgmve,United States of America,679.0,1-431-861-2474,194016.0,NH,xvkogvffsvfynxgqlskoycbsyqxrpnngerzxcocospiifqpilblblmujoxxwr,O,F,Detroit,Ryooubeqywawdhbwu,2251172.0,NiSource,2.0,KJZXGATBLZYBQJWAQMWLAKDDORTFEA,L,pybnsvlx,4.0
64.0,3.0,Ysf6253,M,Ysfqpafitcuzibiivhikiwqwh,United States of America,606.0,1-141-836-4493,280138.0,NE,Fpjnzfd,O,,Akron,PQOWJEXGQIUHPBPAETHYONA,1513469.0,Qualcomm,0.0,FRXOXTE,,Lehuvlvn,1.0
97.0,6.0,vju6254,D,vjufzxxpdxcnmikuz,United States of America,334.0,1-544-418-2241,98962.0,AK,Liqmryvlxrnwezntlijvesdbgzfwuuowggntebuzohdizyiwjqvjdfshdjcdl,R,,Colorado Springs,Hoboe,2023582.0,SkyWest,2.0,Vlktteqsmobaugeecqewgdonnhftynyhmunyzgjqnwyfjrokobkrtejbpachbkflmlphwajmpwrnk,,isectsjpzjlq,4.0
4.0,2.0,Ijh6255,U,Ijhuoxfrxllnynbkbiwyqgxuiyvrfa,United States of America,436.0,1-520-796-0846,215771.0,Prince Edward Island,Ivjljqtnojfmsgprmqqmaeywwlbuyqwwgwcpuempnmnwspiotwqeut,O,f,Salt Lake City,dmalogrluuqbtqwdnmojkomn,2573592.0,AMR,2.0,xgogxnomhbbrdbghttjqfpoaeftgomgtbeuuvgepaspesjllldehvxmlunvhlggjmtkmepmmpwzui,H,Npeuhepjh,
90.0,2.0,nwi6256,U,nwiqvrpz,Canada,427.0,1-656-977-7062,208063.0,IL,Xrohdesdswstrsktvkhykvainoalsvkd,O,,Cedar Rapids,twhwdhzqbaqba,3473502.0,Retail Ventures,2.0,Odjwjcqcbaumtbniue,,Lqjirfyly,4.0
93.0,3.0,Osi6257,M,Osizt,Canada,761.0,1-230-138-1820,47279.0,KY,Lolcexsofgyawnwkybxwnuozt,R,,Cheyenne,MNTMRVQDGOXLXWKDAA,2148688.0,Insight Enterprises,1.0,Bqhxqvjqerej,,szohddoefvlc,5.0
2.0,5.0,Qgv6258,M,Qgvxiqrtoekhhfjehjqnum,Canada,,,290264.0,MD,lqdgpsifhpefkvvgpbfisaeeqhurjwuwjperidibrzwycznegugqozbhwx,U,,Orlando,Peyuxdxkyjotzzu,533465.0,,2.0,Hlgllleybzxtlkpvydcsct,F,mattthu,1.0
55.0,8.0,wnm6259,M,wnmvorsynxoftlhttxpdqayuk,United States of America,540.0,1-615-395-9101,77240.0,Manitoba,OBEKGGRJHCCMZVQKEDPAJJRVWVSJBSJFLSOFBQHEAFYTUSKCUNRLFRWGWXPZNJZGJXMKDJSFW,,M,Springfield,Xzoyzsnhfkxkvdiorvcf,3462982.0,CHS,0.0,Txqkdgvyiqblpugsjcsat,f,Nzwvh,5.0
20.0,1.0,BIM6260,S,BIMCGLEGKXEGVR,United States of America,363.0,1-088-653-5613,22849.0,MS,IEPKFBLXQKTXHPSOTRMJKXPQLKFFVSYRNNNQBDCYMLWTTMNKDTPVJNJWYFEF,R,M,Honolulu,XGLIZRML,858434.0,Torchmark,2.0,UGMFEREJSH,,Jibic,4.0
89.0,1.0,ily6261,M,ilyjtlrxulp,United States of America,523.0,1-844-440-8811,424907.0,Manitoba,YQYAHLWMHEYCKRUGOKBBZIPFEDMJKRRKBPYIKUSHJHGHCFFPAHHPAHZJWVCCUDHGKG,O,Y,Jacksonville,rrjaju,1582954.0,Warner Music Group,2.0,modhhzkfjdjihlsqhwvgwtrsijgujjksutmnqeb,X,Bwgmlzqntge,5.0
84.0,0.0,vim6262,W,vimcssofuesj,Canada,608.0,1-229-640-0758,192598.0,DC,ACOWBGGSDTBVBOJZIDRQYYJXFHEIFVBHO,R,F,Irvine,mbjofxk,2554833.0,Applied Materials,1.0,QBSUMWWCRHJLBFQFTOXBSSBJRRF,V,bthiiwpf,3.0
90.0,10.0,Zrk6263,,Zrkuobqusxs,United States of America,309.0,1-131-141-6157,378883.0,NH,Invrvahpylfbmuikjfmigjurqzuovdgjjgwukwwdofqf,O,,Tulsa,Yyetziuznzaozkvt,3510023.0,Monsanto,5.0,Otafhmfgoqtxojgpmkfddhwtndcjhlisubt,,Jqkwfbpujvn,0.0
8.0,4.0,DKV6264,M,DKVPAHDRGW,United States of America,,1-777-172-0989,261691.0,British Columbia,Mxjuuvrx,O,,Garden Grove,Jmomwwnmarvvlobqgmjzicx,3769173.0,Amphenol,0.0,gblbxfkkpxuleodoxqcummxtpbhy,,PXARXJIOWSD,4.0
9.0,0.0,RTA6265,U,RTAXVZUHAH,Canada,583.0,1-812-286-4890,239508.0,NC,nkircsxgibmhnmgirefydo,R,K,Shreveport,ojhylorijhgselommcnw,2917572.0,BorgWarner,3.0,Vufyewotmaeftntxxfd,,,1.0
64.0,,hwl6266,,hwlnwqrrketsghqf,,653.0,1-881-432-8173,8855.0,MI,DIMVKFVWAGQCGFUSVYWIIFTOJSTHSJOAUQFKNJVVDPWZJCEGMFFFTSSRRJSNOAQXPQKWSA,O,,Frederick,TLCCIYQUHGKDCQRCY,2574445.0,KeyCorp,,HBQMUACWCGSQXFRDRFOGMXMOLMHRHARREGZKUQJCCDHPO,C,kpcacs,1.0
69.0,6.0,Aef6267,M,Aeffmiywfqivqa,United States of America,378.0,1-831-026-8125,276672.0,ND,Wbkczymblmjgigmgjwowjmqndlxrlxnbsmmrwamwlwmmmdtxedszuymdfosezwedqjixc,O,,Hollywood,XOQPIEBZGIHWJGOXGHDLWVAMRUACT,2225905.0,Black & Decker,1.0,Vecpnwgpymowphhsap,x,juvtrgd,1.0
96.0,8.0,Gfm6268,U,Gfmnmachzwvnmyy,United States of America,843.0,1-520-162-2475,298604.0,Alberta,Ecveleqqwpj,O,M,Elizabeth,Nnzzjbmbjtlsqiadfhqgiseu,744242.0,Markel,0.0,BJLAKWJWWSWTRQNWJIIBEYYMGSLUQDKRFQBECEMMOAXHNHSGJ,,HFTIVMZRWXRM,0.0
10.0,7.0,NGP6269,S,NGPSSWOIBOALVIYERLBONA,Canada,662.0,1-008-884-4139,436726.0,Alberta,Zpixfjlgqowsrlazfjbvozrcdqtuazkpo,O,,Vallejo,QIORCPQPINOTCOULWDZPSJBP,,,1.0,ADYBOQKQUDIDHZOAFDDHVFSEJOPMIJ,O,CBJOCEUOQF,3.0
28.0,0.0,Saj6270,M,Sajfwfokievszlggjqfdazyxufl,United States of America,710.0,1-835-721-0874,410481.0,MD,Ngijjbpphsykhldkwptebaojgjjnegazdwzupuwqjwciwtotcjuqrnmqtxthcvp,O,F,Des Moines,Rhsgqblhthhzsdedewlhfu,3861186.0,SAIC,0.0,,r,Ojsvdaavbij,1.0
74.0,0.0,bjh6271,M,bjhgspwqxkytkuayqikkzqvvl,,701.0,1-448-248-2228,263829.0,LA,Xisqfkauzhilgqz,R,m,Dayton,hjpnmkuevoidyqfhqkb,1056585.0,Charter Communications,2.0,Bhepfwpfugoetdynqiwuuaewrnszpfblzuofgwnrkkwurnskwilhfzwripssc,,knoazby,2.0
82.0,1.0,Dne6272,M,Dnesvforonkhpkqlyhcshtu,United States of America,706.0,1-451-304-2069,491109.0,SD,Lovqqtujapzxntsybngxuxdgxowiqztznxkzgffjuxulwueuqlg,O,,Baltimore,Qieuctzzn,2403570.0,Expeditors International,3.0,Rdnfn,x,Tvqdrdam,1.0
17.0,9.0,EAD6273,M,EADWMEFFLAGCJAFMQPCBZDYOJXQ,United States of America,741.0,1-136-991-7669,381105.0,British Columbia,Reluavqodlabfjeccnxhjhdpzdfimzxzpnniecpugcduayavaqzirdubl,R,,Fort Lauderdale,Azbhpqycfqvrfwhyfeeubtk,3961210.0,Avon Products,2.0,NTHUMXUYPMBDRZNQ,,Njcphtyrjpp,3.0
86.0,2.0,Esi6274,U,Esillpp,United States of America,,1-824-685-9603,1986.0,NV,YFZCIWJQHHZNTNKOYRZYZAUONKRKVIMMUNNXARDIKURRSKYTOHGDZQWGZPZWBNRTSXCMK,O,M,Oakland,Ewnlcamshghoqrla,2779567.0,News Corp.,0.0,apybxbqgzkmrtrzjjjnqlmxefvmnshwauwtaoiugglbmeyqtyhtysgbafisquyhhhp,j,IKKOSXSOUO,1.0
71.0,5.0,Ufo6275,W,Ufouxeug,United States of America,,,103351.0,ND,xtawxwqfmugchoufv,O,,San Diego,KVPYFAWINYBNVDLU,2580741.0,Cliffs Natural Resources,2.0,Zqkrhudqfonapygiiggtlbz,,JMPBLUBGS,1.0
3.0,6.0,Jxh6276,S,Jxhtphpbattbvrgpjuffagcucy,United States of America,461.0,1-383-201-2085,238034.0,SD,ojwjtgmxbizyxhabnatzjpgckeofc,O,m,West Valley,lomofzadqaufqchhb,3449731.0,Western Refining,0.0,xzdjdbkkx,A,gwtklje,0.0
49.0,7.0,Yxm6277,U,Yxmtydiwlwjsccucsfyxa,United States of America,499.0,1-158-749-3011,288409.0,GA,Yjmymqwcpxifjxaylsejuhfntgccctqswwuckfrdyuazpvqpaatuwvrcqtilcenmldcdocqtp,O,M,Columbus,Ltnlbmeefllmpgqmkouig,1721006.0,AMC Entertainment,0.0,Vlbmrpkgbpkadahcwqsinunduqqyaaiinnrrnepwp,R,humhlakhfoe,
,6.0,Zaw6278,M,Zawssicjrqxpaqzbxczswgubasaac,United States of America,468.0,1-113-509-1769,306285.0,PA,opcijmxiqootzwwfihwtzhxgbjvamtacgojhtwvzcietcaknveasdtaaivnlfiikbapa,O,m,Vancouver,grhhfwuddtcfavroiqxxptdt,167494.0,Pepco Holdings,4.0,JZINAWCIFSWDNWPSOCNHJIFZDDETPCQIORHPVXWWZLEWFKWZNLNVOBLYGSETBVNZVXMXLTMSRBZHEYC,Q,HDJANMACJDY,0.0
52.0,4.0,Xvy6279,S,Xvyymciwxuepfhrqwmwlqfd,United States of America,,1-646-987-5467,309144.0,GA,UJMJHRIHEMGRDALYXSSEMNMXVLTPWIYA,O,F,Fort Worth,xlqzzdqnixciu,478397.0,Manitowoc,4.0,rtivpemiajuextlyfhvgdrmjfhwdfdemjikfkvssq,U,nikgu,3.0
79.0,6.0,ggl6280,M,gglbgur,United States of America,340.0,,162638.0,UT,OHXSSKIHDMPUUJJZXVJHJQCA,O,m,Cheyenne,XNZHBRLMSZ,378153.0,Dentsply International,4.0,Ltolaqmgarxuwfrlchdbptgdwbqsnnqljnchapj,,Btwdwyk,4.0
89.0,5.0,Xva6281,W,Xvaezcmpeb,United States of America,335.0,1-033-446-4556,17872.0,NE,Ksugudoxubcdkzqoztxeomtcsavcugxlqinlmjbwmmktgxqktbqcidmsury,O,,Kansas City,uiuqmc,3543021.0,Legg Mason,1.0,Jtdxqcptortlnfgcevcqrihbvvmpopndwbsaujafeckwbpgcjoprlyjuih,,OICKOSDW,2.0
14.0,10.0,Zqj6282,U,Zqjchvobziwmt,,415.0,1-110-952-8073,441247.0,SD,Aodqxwekrncptotiintrnrnppgjhwwubornlbltxfbmyqcgoguafjbeotlaqphqeibxp,O,,Missoula,zjfrdoivznwbiopgoitcamwmsgywn,1229308.0,Sherwin-Williams,1.0,Ijqzatmpdrpdgoxkxphrjvvfumqqqcdtkgzftpwlhclwhtdvwp,,Mppubt,3.0
13.0,0.0,Vjz6283,S,Vjztq,United States of America,795.0,1-880-031-1726,191087.0,New Brunswick,vrprhcxfiriydrorxgsspffmpkwpl,R,,Yellow Knife,HXBNECSCXWZQEGBRS,737899.0,UAL,1.0,Xcpsrvhebsskfvlblrunxyomuzyfefvlhwphpagqwocwbkhevepgalnaoqjieljvpphznmikkuxwg,U,,3.0
60.0,10.0,Zrh6284,S,Zrhskqkvaza,Canada,579.0,1-672-498-3521,489414.0,IL,PXTOTGLQBMIWNWSCOPFJBCMHRTBFSHTLDUSBPZJYRS,R,,El Paso,NQUQOJNUPILU,266728.0,Lennox International,1.0,KBMEAISSQWCYZOGAIOBARNZXNUHRXOQPAYBASLKIHNPTGLCUEOIGCGNDDDYIQSVQQNVRJDXVJD,D,eblsxoef,4.0
82.0,8.0,zpc6285,S,zpclkhuobbckunikrzqmcnaqywgwum,United States of America,507.0,1-173-855-0058,216630.0,AL,Tnfvgghvljqdbcondzirhmsiuxminuaseyvcmx,O,F,Oxnard,Xbcdooixvnzaezjufbazjvghcopp,1067686.0,Target,1.0,wkuffkdjdqjwiexshqnlbekwofaedxbocdvdmoprpovorxqxgwwanrkmmhxlweqqsxkgiervm,o,Wzfhwyzhwb,4.0
83.0,2.0,LXA6286,M,LXAXGKZTTK,United States of America,489.0,1-868-420-5496,391633.0,MT,gbspvvjqyknllpasidbojkualuhszibagboatluybyomsxriwennryfxjnadjb,R,,Oshawa,Hqepyhlax,1574915.0,Nordstrom,4.0,,,Wjtjssa,1.0
