prospect_AgeID,prospect_NuCrCa,prospect_AddrL2,prospect_CreRat,prospect_Pho,prospect_A,prospect_MidIni,prospect_AddrL1,prospect_St,prospect_NuChi,prospect_PosCo,prospect_In,prospect_NumC,prospect_MariSta,prospect_OwORF,prospect_Em,prospect_NeWor
Hed2033,2.0,Suite 169,614.0,1-092-763-1713,93.0,G,22177 minot north,CT,2.0,M5D 1W9,73999.0,,M,O,Continental Airlines,3080341.0
Wat2034,1.0,Suite 433,454.0,1-540-924-2257,66.0,M,16764 mcafee park,LA,0.0,77046,282242.0,4.0,W,O,Amphenol,1595648.0
Wie2035,8.0,,344.0,1-788-777-9637,45.0,,11886 quentin west,AK,0.0,H5l 1o2,73549.0,4.0,M,O,Alliant Techsystems,2943777.0
Muc2036,0.0,,831.0,1-630-813-0280,22.0,E,3731 CAPITAL COURT,LA,5.0,r5h 1m9,49663.0,1.0,M,O,Genuine Parts,
Lin2037,6.0,,594.0,1-837-030-7897,72.0,,5810 sinclair park,WA,1.0,V6r 1w8,43218.0,2.0,M,O,MasterCard,2475633.0
AMS2038,4.0,,601.0,1-333-700-7344,3.0,,15399 long avenue,NE,0.0,90222,89333.0,0.0,M,O,United Technologies,2384121.0
Van2039,0.0,,,,68.0,X,821 EDEN RUE,FL,4.0,v6u 1v7,423416.0,4.0,M,O,McCormick,3854182.0
Fer2040,9.0,,816.0,1-282-645-3065,98.0,Y,22829 pico drive,GA,3.0,90135,411981.0,2.0,S,O,OM Group,3704015.0
Mcn2041,7.0,,315.0,1-803-555-0916,,,14037 JACKSON ROAD,SC,4.0,93681,227381.0,0.0,M,O,Health Management Associates,2490432.0
DE 2042,5.0,,632.0,1-161-209-3302,,I,12491 CARROLL BOULEVARD,IL,1.0,10067,243861.0,2.0,W,O,Belk,66955.0
lin2043,1.0,,488.0,1-211-696-3346,55.0,D,22014 kirkwood upper,Nova Scotia,2.0,27418,5462.0,2.0,D,R,Thor Industries,2137917.0
Bas2044,4.0,,496.0,,14.0,T,10783 crestline court,AK,0.0,91792,131134.0,3.0,S,U,Enersys,1623957.0
ZIL2045,8.0,,561.0,1-097-678-7937,47.0,,10666 travis west,UT,0.0,99216,113133.0,2.0,M,O,Dun & Bradstreet,2121024.0
Mcg2046,3.0,,406.0,1-928-592-3403,14.0,P,7485 ARTHUR PARK,ND,4.0,93312,249624.0,5.0,S,O,Virgin Media,
FEL2047,0.0,,532.0,1-246-847-0399,37.0,Z,23563 STONEHILL STREET,WY,0.0,43601,160718.0,3.0,U,R,Children's Place Retail Stores,1207434.0
BAR2048,6.0,,377.0,1-570-448-4486,30.0,,5524 FROSTWOOD COURT,ME,4.0,V6D 1R8,278660.0,2.0,S,O,Arkansas Best,769616.0
hen2049,1.0,,706.0,,97.0,,6294 KEENE ROAD,AK,0.0,92602,328850.0,3.0,S,R,Mylan,2824304.0
APP2050,1.0,,824.0,1-698-965-1215,15.0,G,10541 covecreek rue,OR,,V6Q 1U5,213989.0,1.0,S,O,Laclede Group,1945908.0
Van2051,0.0,,804.0,1-723-090-1081,73.0,,2473 martin rue,KY,5.0,37227,86954.0,4.0,U,R,Publix Super Markets,2793619.0
O'd2052,3.0,,356.0,1-141-637-6504,41.0,N,6934 lamboll way,Saskatchewan,3.0,h7e 1u3,42987.0,1.0,S,O,Delphi,3166187.0
Bor2053,5.0,,814.0,,91.0,,21180 trafalgar way,MO,5.0,t5d 1u2,131774.0,1.0,U,O,Burlington Northern Santa Fe,773873.0
Can2054,6.0,,471.0,1-326-535-1524,90.0,,24843 rollingwood way,NY,,90344,80682.0,,S,O,PPL,932545.0
fer2055,5.0,,379.0,1-262-467-9777,17.0,,16381 ledgestone boulevard,MS,1.0,59406,238571.0,1.0,D,U,PNC Financial Services Group,1004993.0
Dan2056,0.0,,751.0,1-808-497-2100,55.0,,4529 notingham crescent,AL,4.0,06709,83582.0,3.0,M,O,Buildings Materials Corp.,1867245.0
DON2057,8.0,,712.0,1-344-065-8355,50.0,S,9612 PARK STREAM UPPER,OR,5.0,77078,,0.0,D,O,Group 1 Automotive,2171855.0
Gof2058,,,530.0,1-757-115-6713,11.0,J,12373 LOVE BIRD WAY,KS,0.0,77057,481532.0,0.0,M,R,Stanley Works,1333905.0
Yog2059,4.0,,,1-341-696-1729,39.0,Z,12490 penn way,TX,4.0,M5g 1x4,165186.0,5.0,S,R,Wynn Resorts,3820798.0
Abe2060,3.0,,727.0,1-356-187-6434,76.0,,4785 oakhurst rue,CT,3.0,E7n 1g8,218899.0,0.0,M,O,Eli Lilly,2725397.0
max2061,7.0,Suite 66,713.0,1-118-176-3886,48.0,,7223 guadalupe lower,CO,4.0,C2b 4w7,235720.0,0.0,W,O,Kimberly-Clark,524881.0
Kar2062,6.0,,753.0,1-188-879-9198,69.0,R,12777 pembrook lower,TX,3.0,t6c 1g2,340259.0,1.0,S,O,Blockbuster,912054.0
KWA2063,6.0,,665.0,1-452-192-3601,23.0,,199 SUMMIT CRESCENT,CA,5.0,23224,493177.0,0.0,M,O,Men's Wearhouse,2467035.0
GOG2064,10.0,apt. 831,779.0,1-620-778-1210,57.0,A,8050 OLYMPIC COURT,WA,0.0,30331,222537.0,3.0,M,O,Noble Energy,2085502.0
Tow2065,,,447.0,1-052-833-3303,42.0,Q,18716 greene drive,Nova Scotia,3.0,29228,412274.0,0.0,M,R,Charter Communications,2306102.0
sch2066,10.0,,612.0,1-836-604-1438,41.0,K,15470 windchime lower,DE,1.0,80106,,4.0,S,O,Advance Auto Parts,3519391.0
dod2067,1.0,,601.0,1-458-189-6298,,,21639 san felipe rue,MA,4.0,T6A 1A7,106633.0,2.0,W,U,Cinemark Holdings,2831141.0
Kef2068,,,356.0,1-640-853-2118,76.0,,8389 donaldson street,Ontario,1.0,27707,35004.0,0.0,,O,Newmont Mining,3651168.0
Akb2069,0.0,,645.0,1-358-564-6257,54.0,,19452 bryant irvin west,HI,0.0,m5d 1u8,,2.0,S,O,Energy Transfer Equity,1452510.0
Con2070,0.0,,355.0,1-652-223-2917,21.0,,23606 SUMMIT WEST,British Columbia,4.0,55176,209103.0,1.0,M,U,Walt Disney,3215282.0
POP2071,2.0,,381.0,1-868-042-4622,79.0,,19634 el monte boulevard,VT,,T5A 1J9,384117.0,4.0,M,U,Varian Medical Systems,3849268.0
Mor2072,0.0,,590.0,1-694-022-9430,12.0,,22870 la cienega street,FL,3.0,10209,301522.0,3.0,W,O,Philip Morris International,1364798.0
Meg2073,1.0,,,,97.0,,13483 rockdale drive,Newfoundland,3.0,30364,39856.0,1.0,U,R,Administaff,296877.0
Abb2074,3.0,,654.0,1-313-737-8496,45.0,,11883 concho avenue,MD,3.0,07309,1138.0,2.0,S,O,MeadWestvaco,
DOM2075,6.0,,819.0,1-072-742-5464,13.0,,16701 pearl drive,DE,0.0,06504,202240.0,2.0,M,O,Boston Scientific,2710548.0
Abe2076,5.0,,417.0,1-281-761-3374,32.0,,8437 WITHERS DRIVE,UT,4.0,35881,423054.0,5.0,M,O,Cinemark Holdings,1190003.0
BAR2077,10.0,,407.0,1-064-950-8013,94.0,I,8428 roberts way,OH,0.0,36682,449660.0,4.0,,O,Temple-Inland,134214.0
Roh2078,5.0,,728.0,1-110-757-8596,50.0,L,9933 inwood south,NH,1.0,M5a 1u8,5959.0,4.0,U,,NewPage Holding,406688.0
Rid2079,4.0,,639.0,1-552-270-1343,4.0,,8887 holly knoll court,IN,1.0,19032,128625.0,1.0,M,O,Hasbro,1710567.0
Pec2080,4.0,,423.0,1-496-413-3015,67.0,,3312 plummer street,AR,5.0,75260,199590.0,3.0,U,O,,210747.0
Doa2081,8.0,,686.0,1-138-235-6884,,,6492 adams east,IL,0.0,94442,110401.0,,M,O,Equifax,3783852.0
BAD2082,8.0,,810.0,1-158-509-6181,12.0,M,14254 HUNT WEST,OR,5.0,H7f 1u5,435606.0,5.0,M,O,Massey Energy,2792723.0
HOE2083,6.0,,649.0,1-010-884-3128,69.0,,3906 roosevelt lower,CO,3.0,80182,147855.0,2.0,M,O,Baxter International,3415412.0
Bin2084,5.0,,410.0,1-659-502-3229,6.0,,23923 potomac road,AR,1.0,94648,26933.0,1.0,W,R,McClatchy,3358673.0
mym2085,9.0,,809.0,1-896-163-7704,69.0,,8074 euclid way,AK,5.0,93347,307065.0,0.0,M,O,Regis,2329856.0
Uda2086,10.0,,849.0,1-079-121-7691,39.0,,12347 valita upper,WV,3.0,33159,431396.0,1.0,M,O,Reliance Steel & Aluminum,3533670.0
Nes2087,10.0,,401.0,1-088-551-1526,95.0,,24759 queensbury way,Prince Edward Island,4.0,90320,189391.0,5.0,W,R,Kellogg,1179460.0
ADA2088,10.0,Apt. 691,453.0,1-027-846-0168,65.0,,20506 ardmore street,Nova Scotia,0.0,48261,280433.0,5.0,S,O,E.W. Scripps,1271651.0
SHE2089,10.0,,468.0,1-453-801-0009,98.0,P,19171 meyers east,WV,2.0,87504,54908.0,0.0,U,O,BMC Software,3556870.0
sta2090,9.0,,773.0,1-053-581-0851,76.0,V,21421 dexter avenue,CA,4.0,99566,200827.0,5.0,M,U,Sysco,1700411.0
ALT2091,10.0,Apt. 946,528.0,1-068-460-7241,0.0,,18207 conley south,VT,3.0,M1i 1r2,49514.0,0.0,D,O,Sanderson Farms,146477.0
all2092,2.0,,363.0,1-283-886-9805,75.0,S,14004 pelan way,NM,2.0,43208,458844.0,3.0,W,O,Northrop Grumman,2718355.0
Ond2093,2.0,,706.0,1-213-738-1684,66.0,O,4423 bonneville west,LA,2.0,95215,361238.0,0.0,D,O,Flowers Foods,2146102.0
Zap2094,7.0,,725.0,,22.0,,13342 alamo court,GA,,M5A 1U8,119807.0,2.0,D,O,NTK Holdings,2385658.0
Dug2095,3.0,,740.0,1-763-723-0180,90.0,B,17865 chennault south,SC,2.0,35858,309386.0,4.0,S,U,United Services Automobile,2981947.0
LUH2096,1.0,,833.0,1-967-016-7682,90.0,F,15655 oakmont crescent,NJ,5.0,T5B 1W1,476845.0,5.0,M,O,LKQ,3524237.0
Ito2097,8.0,,599.0,1-685-817-7352,31.0,,13371 walnut park,ND,2.0,V6P 1T6,424509.0,4.0,W,O,Airtran Holdings,2199779.0
Hec2098,7.0,,808.0,1-675-269-5285,30.0,U,21375 inman upper,IA,1.0,27409,258208.0,4.0,U,O,,2729726.0
per2099,9.0,,683.0,1-288-288-8130,83.0,,14805 bonneville street,ME,1.0,98149,88349.0,2.0,W,O,Exxon Mobil,3476735.0
Cum2100,7.0,,333.0,1-219-066-5347,16.0,P,219 panther creek way,Quebec,3.0,85271,84083.0,,M,O,Packaging Corp. of America,1115519.0
ELI2101,5.0,,547.0,1-447-421-3003,78.0,R,13087 jensen east,Saskatchewan,4.0,93549,86501.0,0.0,M,R,Eastman Chemical,698809.0
byk2102,6.0,,310.0,1-799-426-3700,95.0,,16811 mahonia street,HI,,M9d 1u2,164128.0,3.0,S,U,American Axle & Manufacturing,3973778.0
MAC2103,3.0,Apt. 759,517.0,1-725-932-4274,78.0,,3261 HENDERSON SOUTH,NE,,m7m 1c4,327356.0,5.0,U,U,Covance,1254778.0
GOO2104,2.0,apt. 850,488.0,1-468-707-2150,5.0,,8728 selma north,HI,3.0,V6o 1s4,347555.0,0.0,U,O,Sally Beauty Holdings,2552938.0
Jen2105,2.0,,363.0,1-553-965-6244,27.0,J,17207 WYCLIFFE PARK,SD,2.0,77165,238482.0,2.0,S,O,El Paso,1307542.0
Pri2106,6.0,,622.0,1-846-467-3924,61.0,,4141 eagle north,Manitoba,2.0,98131,272883.0,2.0,M,O,Marriott International,2517482.0
Vem2107,2.0,,508.0,1-210-426-3060,3.0,,24749 ryan lower,VT,5.0,04111,46680.0,1.0,M,O,Mylan,1766044.0
LIN2108,0.0,,313.0,,,,16511 yamato lower,VA,0.0,97225,376150.0,5.0,U,O,SanDisk,
Kle2109,9.0,,614.0,1-588-029-9307,53.0,,18630 ATLANTIC ROAD,RI,4.0,T5b 1m3,257358.0,2.0,M,U,Hayes Lemmerz,790562.0
Che2110,7.0,,,1-981-581-3375,28.0,,6916 SILVERADO AVENUE,AL,4.0,79914,352354.0,3.0,S,O,Rockwood Holdings,2198082.0
Pas2111,5.0,,389.0,1-666-464-1272,0.0,,6396 woodall north,WY,5.0,v5d 1o8,37429.0,1.0,M,O,Sanderson Farms,1996495.0
Wit2112,3.0,,427.0,1-010-319-9107,45.0,E,22386 spanish river lane,FL,,94439,,,,R,Conseco,639832.0
NEA2113,3.0,APT. 513,534.0,1-417-173-1136,78.0,,11926 gaylord south,IN,5.0,43625,215304.0,5.0,S,O,Philip Morris International,2802913.0
mik2114,7.0,,640.0,1-566-339-9557,6.0,T,23477 vessey way,Nova Scotia,3.0,59805,,4.0,U,O,Hospira,2834537.0
Sut2115,6.0,,777.0,1-409-442-7294,86.0,,15960 st. phillip boulevard,AR,0.0,V6t 1r3,195400.0,0.0,M,,Ford Motor,3029877.0
Che2116,2.0,,714.0,1-525-477-5709,40.0,,10463 WINSOME BOULEVARD,CO,0.0,M3v 1j5,448262.0,4.0,S,R,HealthSpring,2190927.0
Bag2117,5.0,,720.0,1-953-685-6592,73.0,X,11117 archer park,GA,0.0,V6q 1v5,143857.0,3.0,S,,Allergan,1971051.0
Ken2118,4.0,,814.0,1-585-956-4117,93.0,C,2808 hancock north,VA,0.0,72222,179841.0,4.0,D,R,,2107368.0
Gir2119,0.0,,475.0,1-406-532-7170,74.0,M,8426 navidad way,WY,0.0,V6h 1s9,452925.0,0.0,M,O,Magellan Health Services,1235106.0
Neu2120,0.0,,338.0,1-396-584-3133,39.0,,9375 WOOD SOUTH,GA,4.0,82009,479884.0,2.0,,O,Warnaco Group,3859061.0
Kho2121,6.0,,704.0,1-923-695-6155,70.0,,19015 CHENNAULT LANE,British Columbia,4.0,v6j 1u6,170729.0,2.0,U,O,Alliant Energy,1360442.0
Mak2122,9.0,,310.0,1-069-777-3530,96.0,,5137 royalton park,CA,0.0,98139,325731.0,3.0,M,O,National Semiconductor,1972245.0
MCK2123,10.0,,426.0,1-855-600-2016,76.0,,7155 seward crescent,IA,5.0,94241,175574.0,1.0,M,O,Western Union,2728113.0
Hox2124,0.0,,651.0,1-467-626-8149,38.0,A,2993 garden brook east,OH,2.0,23663,411899.0,1.0,U,U,AMR,
hop2125,9.0,,666.0,1-570-278-7548,25.0,,1899 malden way,DE,3.0,80028,146326.0,2.0,U,O,Pioneer Natural Resources,
Jor2126,3.0,,594.0,1-413-780-8239,5.0,,5660 HALIFAX NORTH,KS,4.0,14208,207930.0,3.0,U,O,Landstar System,2185221.0
Lei2127,10.0,,503.0,1-005-858-4055,58.0,,7223 guadalupe lower,TX,4.0,70177,18272.0,5.0,S,O,Exelon,3041565.0
wal2128,4.0,,749.0,1-544-904-0774,26.0,W,14600 ventura upper,DC,1.0,90237,127650.0,3.0,,O,Alaska Air Group,2948782.0
MIL2129,7.0,,849.0,1-766-118-6234,,E,6582 kirby boulevard,CO,1.0,T5A 1J4,168755.0,1.0,D,O,Alliant Techsystems,1661630.0
sey2130,5.0,,612.0,1-403-801-9432,93.0,,1722 mosshead drive,FL,0.0,78244,143627.0,3.0,U,R,AptarGroup,
MIR2131,5.0,,662.0,1-575-819-7454,14.0,V,9863 boll boulevard,DC,2.0,81012,377718.0,2.0,M,U,Nasdaq OMX Group,170102.0
Boh2132,8.0,,378.0,1-710-506-4820,21.0,,6359 sandpoint street,MN,4.0,10213,403878.0,1.0,M,O,J.C. Penney,2649768.0
MCC2133,10.0,Apt. 230,696.0,1-319-504-7678,74.0,,24943 jack road,NJ,2.0,94137,107422.0,5.0,M,O,Altria Group,823261.0
gae2134,8.0,,494.0,1-868-906-2428,20.0,,12854 la cienega street,MT,1.0,37209,10506.0,3.0,,O,Perot Systems,878941.0
Kob2135,9.0,,675.0,,17.0,,14635 greene rue,NM,1.0,60614,465128.0,2.0,M,O,Affiliated Computer Services,3385169.0
Hat2136,9.0,,750.0,1-130-487-3494,20.0,N,14991 howard park,OR,4.0,23239,123912.0,3.0,U,O,Duke Energy,2328754.0
HAL2137,6.0,,744.0,1-746-606-9451,44.0,,15278 walnut hill road,FL,2.0,60507,306314.0,1.0,U,O,Weis Markets,3909663.0
Edm2138,4.0,,426.0,1-447-266-4053,63.0,A,3388 concord crescent,Nova Scotia,0.0,53721,130729.0,2.0,S,O,HNI,184992.0
Sav2139,3.0,,394.0,1-735-995-1570,57.0,,287 woodland park court,ID,2.0,v6o 1u2,278265.0,2.0,M,O,TD Ameritrade,2149895.0
cha2140,,apt. 508,802.0,1-069-019-9412,19.0,,16941 lamboll court,VA,,72235,117675.0,1.0,,O,Unitrin,2722571.0
Etc2141,2.0,,617.0,1-311-126-0299,98.0,X,17536 frostwood crescent,British Columbia,0.0,10246,82092.0,4.0,M,O,Warner Music Group,2876358.0
gri2142,5.0,SUITE 59,417.0,1-942-330-9592,85.0,,23667 parkwood way,SD,,06101,8457.0,4.0,W,U,Nash-Finch,3684172.0
nte2143,4.0,,385.0,1-623-539-4841,45.0,T,6015 chamberlin way,VA,4.0,s3b 1f2,217880.0,2.0,S,R,,2524898.0
Bra2144,4.0,,366.0,1-362-842-0696,74.0,Z,6015 chamberlin way,Newfoundland,5.0,v6o 1t1,162353.0,4.0,M,O,PerkinElmer,164059.0
Pie2145,1.0,,518.0,1-560-309-1742,89.0,,336 knipp boulevard,Prince Edward Island,3.0,V6c 1q7,134997.0,4.0,U,O,Briggs & Stratton,563127.0
Kos2146,3.0,,432.0,1-779-296-3052,65.0,,24277 PICO UPPER,AR,0.0,V6t 1w2,447989.0,4.0,U,O,Avon Products,3367241.0
Lea2147,8.0,Apt. 543,827.0,1-738-170-0166,68.0,,23787 HOSTA PARK,ND,,59117,255358.0,4.0,W,O,AGCO,3621212.0
She2148,8.0,apt. 161,364.0,1-324-704-8572,73.0,,14254 hunt west,IN,1.0,32229,,5.0,D,O,CB Richard Ellis Group,
tim2149,0.0,,728.0,1-596-346-0594,0.0,C,4095 alonzo boulevard,MO,5.0,v6w 1p8,138836.0,0.0,U,O,Baldor Electric,309488.0
TAB2150,8.0,,631.0,1-377-253-8333,53.0,,21675 DECATUR NORTH,MN,5.0,95155,2602.0,1.0,M,R,Great Plains Energy,
IEN2151,5.0,,656.0,1-299-375-2909,73.0,,19482 farmers drive,IA,,T6C 1F5,496128.0,5.0,M,O,Qwest Communications,362797.0
Kho2152,8.0,,633.0,1-170-681-2604,28.0,,13932 yamato way,LA,3.0,77024,489272.0,0.0,S,,,2362673.0
KIN2153,8.0,,500.0,1-135-140-6917,59.0,C,17687 DENTON LOWER,MS,0.0,36638,337207.0,4.0,U,O,Int. Business Machines,1940630.0
Fer2154,6.0,Apt. 159,443.0,1-969-212-5514,63.0,B,12687 macon crescent,HI,4.0,X1g 1s2,120903.0,2.0,W,R,,3940940.0
fal2155,1.0,,500.0,1-644-729-0811,73.0,,22469 lindale way,NC,4.0,T6A 1G3,,4.0,,O,Mueller Industries,2157046.0
MUK2156,8.0,,774.0,1-896-382-7021,,,1485 pemberton way,NC,4.0,33319,263504.0,3.0,U,R,Snap-On,2785321.0
Osl2157,3.0,,818.0,1-913-520-9694,65.0,,24200 north crescent,GA,5.0,H5k 1r1,396198.0,2.0,M,U,Enbridge Energy Partners,3405858.0
COS2158,10.0,Apt. 37,470.0,1-581-267-1864,26.0,W,10666 TRAVIS WEST,UT,0.0,M5e 1y5,327872.0,5.0,S,O,McCormick,499101.0
Bin2159,6.0,,784.0,1-317-788-8214,47.0,,3123 CLINT SOUTH,NH,2.0,V6p 1r2,293171.0,2.0,S,O,Westar Energy,3217379.0
zei2160,5.0,,747.0,1-295-392-8975,65.0,C,20334 ANACONDA AVENUE,AR,2.0,95298,420974.0,2.0,W,O,Sauer-Danfoss,
Edm2161,1.0,,556.0,1-311-800-7401,72.0,E,10097 smithdale court,IA,5.0,94459,424114.0,4.0,S,R,Complete Production Services,395511.0
Red2162,6.0,,386.0,1-568-631-3375,,,5899 bonneville south,MO,0.0,79903,172483.0,3.0,S,R,HealthSpring,2203367.0
Bal2163,8.0,,672.0,1-256-218-6363,1.0,,784 olympia lane,Alberta,0.0,90750,75682.0,0.0,D,,Cliffs Natural Resources,1948845.0
LIP2164,9.0,,,1-663-496-7069,60.0,,14754 woodview east,NJ,1.0,93731,74866.0,,S,O,Lowe's,3499162.0
kum2165,1.0,,436.0,,40.0,,14470 langdon west,IA,2.0,44145,379693.0,5.0,S,O,,659820.0
Mec2166,10.0,,432.0,,48.0,,9711 arcana road,NY,2.0,V6f 1r2,460272.0,,S,R,Clorox,482254.0
ROB2167,1.0,,827.0,1-684-745-2391,59.0,,23168 roxboro way,PA,4.0,33115,260066.0,3.0,D,O,Imation,3194697.0
lea2168,3.0,,760.0,1-449-565-9173,58.0,,13153 jefferson road,DC,5.0,m5f 1z7,462530.0,0.0,M,O,,2648052.0
Kuc2169,10.0,,761.0,1-343-254-2428,59.0,D,16336 norwalk road,KY,5.0,t6d 1b2,324115.0,0.0,M,R,Liberty Media,425846.0
Hof2170,3.0,,415.0,1-928-038-3834,99.0,A,20263 APOLLO DRIVE,NV,0.0,85001,294061.0,1.0,S,O,Winn-Dixie Stores,1900158.0
cam2171,6.0,Apt. 968,826.0,1-085-759-4591,12.0,U,14362 reilly boulevard,New Brunswick,1.0,93712,298989.0,1.0,S,U,O'Reilly Automotive,3968721.0
Shi2172,,,411.0,1-372-991-3981,83.0,,15898 APPLEWOOD ROAD,NV,3.0,70181,230233.0,2.0,,R,Limited Brands,1720222.0
tor2173,0.0,,514.0,1-334-329-1592,2.0,I,21699 princeton crescent,ID,3.0,E7o 1o3,382256.0,1.0,U,O,JohnsonDiversey,961918.0
gor2174,4.0,,476.0,1-980-165-3848,13.0,,5359 gaylord lane,GA,,M1g 1q3,417656.0,5.0,S,O,Reynolds American,2674201.0
FAR2175,9.0,,741.0,1-687-964-3815,16.0,,8389 donaldson street,TN,1.0,93831,274723.0,1.0,M,R,Leap Wireless International,3545359.0
bog2176,7.0,,783.0,1-365-265-6089,12.0,P,3871 valita boulevard,HI,2.0,38143,350746.0,4.0,S,O,Kansas City Southern,1986252.0
con2177,3.0,,598.0,1-163-178-5478,87.0,,9003 parkland south,WA,1.0,81014,357975.0,5.0,S,O,Michael Foods,467050.0
Mac2178,9.0,,779.0,1-870-768-7596,37.0,Q,11480 fennel south,AZ,2.0,07502,60602.0,2.0,M,O,Scana,3905751.0
Cho2179,10.0,,643.0,1-851-917-7576,37.0,,22806 GARSON EAST,NH,3.0,H7G 1U7,416907.0,5.0,U,U,Guardian Life Ins. Co.,1642694.0
May2180,3.0,,491.0,1-800-998-7550,91.0,,1646 park hill street,PA,1.0,E4b 1r6,413032.0,0.0,D,O,Cameron International,2137846.0
TSE2181,5.0,APT. 689,621.0,1-242-758-1795,94.0,,17742 holmes rue,AR,3.0,91108,448322.0,2.0,D,O,Dominion Resources,240320.0
COC2182,0.0,,,1-940-020-2701,34.0,,20062 carter court,MS,0.0,78237,,3.0,S,O,Eagle Rock Energy Partners,974526.0
kat2183,4.0,Apt. 38,624.0,1-466-905-9413,57.0,,14653 peachtree road,AL,,Y5C 1M7,67742.0,5.0,W,O,Jones Apparel Group,1172636.0
Che2184,1.0,,486.0,1-162-353-6578,51.0,,5899 BONNEVILLE SOUTH,ID,0.0,v6m 1q6,417385.0,1.0,U,U,Thermo Fisher Scientific,2616777.0
Aza2185,0.0,,529.0,1-479-305-0612,35.0,,16764 mcafee park,IL,2.0,37250,294993.0,0.0,M,O,Liberty Mutual Insurance Group,3600531.0
mer2186,4.0,,617.0,1-486-004-7866,12.0,Q,20487 vickery lower,AK,2.0,M5G 1W4,252462.0,1.0,U,O,Solutia,95158.0
RAL2187,4.0,apt. 199,543.0,,39.0,S,11344 cole east,TN,0.0,E7o 1h9,18471.0,0.0,S,O,BE Aerospace,725079.0
Ott2188,10.0,,531.0,1-186-350-9631,1.0,,16983 flagler drive,NE,2.0,V6t 1r5,21390.0,3.0,S,O,Ecolab,3698763.0
Rod2189,1.0,SUITE 162,829.0,1-497-589-1980,50.0,,1625 fernando court,ND,5.0,80192,209725.0,0.0,M,O,,1646529.0
Moh2190,3.0,,550.0,1-512-490-1439,98.0,A,13276 westella upper,CT,4.0,53776,325520.0,0.0,D,O,Shaw Group,2962329.0
Bor2191,2.0,,459.0,1-342-528-9873,36.0,,11358 elle lee street,DE,3.0,77209,30311.0,1.0,S,R,D.R. Horton,2318873.0
lud2192,0.0,,351.0,1-126-551-8483,79.0,,15633 landmark park,WA,3.0,72906,253568.0,4.0,W,U,Popular,641809.0
coa2193,,,359.0,1-204-343-9984,42.0,,7757 CLIFFBROOK EAST,OK,1.0,19080,352434.0,2.0,M,O,CVR Energy,1063042.0
Al 2194,8.0,,602.0,1-726-399-6539,23.0,C,7079 collinwood west,KY,1.0,97239,492432.0,3.0,D,O,Coca-Cola,1235598.0
pea2195,1.0,,767.0,1-025-434-0547,,,5462 knowles court,NC,0.0,21210,419550.0,4.0,M,O,Liberty Media,824700.0
val2196,,suite 454,514.0,1-331-811-4582,85.0,,22507 gaines south,New Brunswick,0.0,V6B 1S5,174911.0,1.0,S,O,ABM Industries,1813464.0
Loy2197,4.0,,663.0,1-072-696-8938,65.0,,24160 STAR DRIVE,New Brunswick,5.0,29225,31745.0,3.0,M,R,Peabody Energy,419792.0
Suw2198,,,560.0,1-120-246-8108,16.0,,16845 boll upper,MD,1.0,t5d 1j7,137037.0,3.0,M,O,Terra Industries,545067.0
KLA2199,2.0,,471.0,1-511-525-1912,60.0,R,1715 texas west,TX,2.0,43234,58259.0,5.0,W,O,Teledyne Technologies,815661.0
WEE2200,5.0,,406.0,1-128-572-5847,83.0,N,24301 fulton north,New Brunswick,4.0,93851,435413.0,4.0,W,O,Bon-Ton Stores,2643505.0
Tra2201,9.0,,774.0,1-197-609-0889,84.0,U,7255 berry way,Quebec,5.0,27606,322953.0,1.0,S,O,CACI International,1243192.0
pit2202,2.0,,319.0,1-912-061-4567,37.0,N,18715 myrtle way,Manitoba,,35217,361990.0,3.0,U,O,Travelers Cos.,1610451.0
STA2203,0.0,,623.0,,64.0,T,20039 crestline court,NC,0.0,77708,195192.0,,M,O,Celanese,184546.0
blo2204,8.0,,309.0,1-770-385-8660,66.0,G,20108 electra court,NH,0.0,36132,90147.0,4.0,U,O,Supervalu,
Bow2205,10.0,Apt. 689,749.0,1-994-475-4795,83.0,T,24050 ESSINGTON EAST,MO,0.0,77095,139623.0,1.0,S,O,NV Energy,3388619.0
Cou2206,1.0,,678.0,1-323-851-3965,11.0,J,8317 holly rue,British Columbia,1.0,92882,396615.0,,M,O,Celgene,3228183.0
noo2207,5.0,,415.0,1-985-432-5047,83.0,X,9167 zimmerman road,New Brunswick,5.0,E7O 1G1,,2.0,D,O,Enersys,2650029.0
Bra2208,2.0,Suite 465,842.0,1-269-512-2305,79.0,,19358 beach street,MS,4.0,v6o 1t9,391739.0,5.0,W,,Office Depot,
Leb2209,5.0,,554.0,1-876-006-6279,37.0,Z,16592 creekbend street,RI,1.0,45418,390609.0,4.0,U,O,,2757645.0
bou2210,4.0,,659.0,1-248-640-5168,91.0,,12777 pembrook lower,AL,0.0,35222,325550.0,3.0,M,U,DirecTV Group,2982964.0
Lua2211,3.0,,608.0,1-683-272-0859,85.0,,950 WILLS WEST,NE,1.0,19076,293691.0,0.0,M,O,Aventine Renewable Energy,2073728.0
BVW2212,10.0,,454.0,1-525-010-8138,,,19647 bonnie brae drive,AL,2.0,83734,61619.0,4.0,U,U,Juniper Networks,1939876.0
Bob2213,2.0,,550.0,1-910-506-2737,10.0,,19939 BEARD PARK,CT,1.0,94621,445303.0,3.0,M,O,Chemtura,2858774.0
