AgencyID,FirstName,Age,MiddleInitial,MaritalStatus,NumberCreditCards,NumberChildren,OwnOrRentFlag,LastName,CreditRating,NumberCars,Gender,AddressLine1,AddressLine2,PostalCode,City
Cdi11678,HZYKAXUCOSRON,5.0,x,U,8.0,3.0,R,Cdirobovvvjxujo,509.0,4.0,,Ltinxnen,,LTGXSWLW,Columbia
Ztw11679,Fifgeqwpgifjtsyyltndojo,74.0,U,M,4.0,,U,Ztwdmfmfjewnjqjorlxpxryvxfxhe,563.0,5.0,f,irynxjocrktocvsjmqkulazvlirrcijhcbeaor,Wmbxgcpbhwwmezawfmnydwsutoqrq,Mwljzuxzv,Fort Wayne
cil11680,Ulwcoq,19.0,,U,0.0,1.0,O,cilfffvvxterraobjuxnp,745.0,4.0,,Dljqawrsbiyrhpisbavbmfykiecjocxbxbzccjptoquiuvbjenxhvnuomop,Delgkfxnuywesx,Vgmmsbwacaif,Albuquerque
Xdr11681,GGENSYUBGEWQYWDUJOGQFUUCB,65.0,,S,0.0,1.0,O,Xdrfcwjyhbmcpbramwjowsbrj,723.0,2.0,,,RCYVZBFGZKCHXTRVUMUOCTMFENYMNCEJDQFLXVDYTWEICOHYYQUCWB,Irckndphmwr,Little Rock
Ctr11682,QGVDVZ,40.0,,S,2.0,1.0,O,Ctrhp,815.0,2.0,M,Nhthtgylyugvkjzknqmqqcvqydduayoybitkovocukbyjitxcpgswzji,YZDDCZUXOKBZGMXPUXXAGHDBLDZOJIPSYQPCIVWYFBBUDDXBCAKSQWQSNE,ZLPRV,Warren
SBH11683,OKRFIRAOFWKXJKLCLQLOXZHNL,31.0,y,M,5.0,,O,SBHMFSDEHRFAH,,5.0,f,MXNYDUBGLOEBAQHYMSALXGTLVXOYIIGTDHYULCPIHMKYAAFBKRJN,Iyhtoklkorjisnutnsdqemyvaywdovqupqdifqdgeqbdfdjemnqkadgeiyvg,QLLTTUCIMFTV,Milwaukee
xla11684,LVOKODFHCPYOEJJHZDUBNLIM,49.0,,U,7.0,4.0,O,xlafaqjxebehjyasful,494.0,2.0,,Vnezvqnqplcragadfwoaussonzkmnzkoepvrmfpcinczedfrduviirzzc,TXSGDCYZITDKSCMJRFUM,rxombjznw,Cleveland
TKM11685,lclgepexuygoebrxqvxnigzkh,64.0,,M,4.0,0.0,R,TKMWFTPHYIFBILRQGEDXLGPJK,502.0,5.0,,SUSRSPGRIWYMNNFRZBHDVTVENDUQVGAKPUJ,Ymmwnucsbmugxefafroxsdmqkfthidsbvhhgazxcpjkrpimsbibsimzz,Gtbqry,Long Beach
gme11686,Ilkkyfhbvylnoh,6.0,,M,1.0,2.0,O,gmenajmyxpkjteojobwahxlq,604.0,1.0,f,UOLRDUGXNCYULSTFSCQSBHFXPJHPJSYYJWMBHFJVOSR,WQCMURNZYYXCEYWBRAXZKKMFFKIZAPMQQUUQDWMTWGCCDANZRHOEQHZTXOEDWKYWHRTRRAXNOBH,Mhoik,Jersey City
Ohi11687,Xlcvzcaqzzcmdrwdemzvryggysa,45.0,x,M,9.0,0.0,O,Ohiqxgrpvunrznq,627.0,3.0,,KTFEJNLWNSXLC,NQECZHEFSCEWXBEVCVIFMCGKICSCNCJEHIGCKRCDCWCLBJKP,rciclwp,Overland Park
Xpb11688,Aeaypvzvaseyxxjzjpsuprdgmpuxx,59.0,,M,4.0,3.0,O,Xpblltvhzrehqmkgbcxvqd,626.0,5.0,M,Khsmcrvjwbrngipejobaoxcgfpfyhkidbipxekxuooneqpaxhpbuxirbgtwiqdwfuzsem,Cahwqrpsltfgmggpcpdlyhfbrmipmzjzafiihkrlrijnxoiykjauwlmdamslwt,Sxxnfmmacxs,Bakersfield
Vlg11689,Ywilvgponxgzovewagorroojtsu,51.0,R,U,5.0,,O,Vlgfisaa,771.0,,,Nhtmagcsawwkrfgwlfnvgmhfedchaxqlotlrdjwanbbkwkhuluqbne,Nktboxqxgyvuklwl,clbiccuqjr,Allentown
Fzm11690,eobyslnvvawj,35.0,,U,6.0,2.0,U,Fzmovsxoipxzn,309.0,1.0,m,Mbpvsfowhfgbupkwlvuqnltudaiwjysciwtbnhbflcvwbxhuxphkbcwjo,XMWIQZXRSQSTXQCO,Cwtdnulw,Eugene
WDT11691,Irqofwmhoccse,71.0,,S,0.0,3.0,O,WDTRCCLYGCUNZ,504.0,3.0,,Ccnvcghmcnjckdjfhobsjidrxzgpqsbwibvhrtjxmeylnluvzfipyobtkmwyonhlfvdapvl,Fsvksuxrurgbvoowczqayxbgsovhctetnmy,Regwvlzcdtcl,Tucson
HJM11692,Gryywzxqo,87.0,d,S,6.0,4.0,U,HJMGJRLBASOQHORCMJRETPHQ,329.0,0.0,F,,iaredfitksemljadttzmhnrhchorrewfpcatyvjqwaeunqvatgcyatyfiabounozzp,Vrfiiralkmd,Yonkers
PEI11693,ftpszhtwyddfpref,49.0,F,D,9.0,4.0,R,PEIIOEYNCDDMSKBQDEJW,423.0,0.0,,Yhiwghfqhrfptxlkaupseqswamdfvpipmctmrgvllvvqpsnsbmlv,Grwzedacxjcjzdicdmnoqfadjcincredijnbdtbbxibfufmojudi,Yxevhn,Escondido
RBT11694,LTQEKHKLFGQUEEKLUGBHZUOQAGHSH,58.0,,U,6.0,2.0,O,RBTNPGXNYUUYIVPIVV,607.0,1.0,,Mwgmvkcgqltyvd,KGLVKPAHXKOPQGHHCYNTADXCQLVHUMQPMJXBUVTWHXJSINZKAITTRZCPK,ereqbtx,Vallejo
Yka11695,UJMIUVSAVRVHMHEWTNFWGHVTPVSJ,28.0,t,D,7.0,1.0,O,Ykakquplmhqtqgsp,606.0,3.0,,mzlylvnmjdavszmcwclkbdjyjksmrayiw,TYAVXYLTRMTROYQLOXBSNISEBCTFZLAXTHGDZMCIDRRAKOGDOQBDOCJL,Hahbba,Santa Rosa
WNT11696,Ubflbmhakslupfqo,55.0,,M,6.0,3.0,O,WNTSCZXSGPLOVHYSZJTSFRET,594.0,4.0,,jmsufcgsuzbkruilzvvhlgsehayblqplbwppnuhkwxvbluporpgucxaiehysbhrfxqompazp,QGINHHVVHPNYOOPWOXHXFCRTOF,hcerut,Corpus Christi
ywr11697,Wlldjbisephyunjeyhsvlnzlmm,65.0,E,D,0.0,5.0,R,ywrrxbf,357.0,,,Kvyqlqllprccegvoo,Hxsrvfwntamidzccgxiazborm,Cowzlf,Dayton
Jbb11698,AGGOVTVWHRU,23.0,,M,3.0,2.0,O,Jbbgalawii,827.0,3.0,,WWFYJSOSCDCBFAGDNJSUTECVAQNWFRSUOQWUCTEWQFPUVMMXUTJXFAXWBLJKSXCV,pruauvkvwssijsycfhmw,Bxqjeyqcpjiw,St. Petersburg
AXF11700,Ahfnusfjofqpkx,37.0,L,S,2.0,,R,AXFDTOMDSCEXTAJFCFTFPANS,457.0,4.0,,INXSCZGILT,Clpzbylsmeqec,Pgnbslakx,Yellow Knife
Lys11701,Bhxejnedghahotadeggrznokwd,21.0,,D,6.0,2.0,R,Lysrcijul,607.0,5.0,,ttjpzcibxzknrijuexhztxkhujcrbzasry,ujhzbqxbcqge,Sjituautbv,Mobile
swu11702,dqgaootgsavfrrtotzfsyjh,,Z,M,8.0,4.0,O,swuyojqdixmhqwnyzducmbmg,373.0,4.0,,icufrksxogkbojnduqxqldrrjvisxofuw,zlkrefntxvqgagwqmidwdddwybtsawynxbmybluiirecqxiooctfvgumgjtprmjxvfppskllsko,Krnlxqgvh,Omaha
Zpg11703,Wqtqovajbcipjqqxtknudavuisans,15.0,,U,9.0,3.0,U,Zpgetguso,675.0,4.0,F,Bamgglydkykqpm,Rkstlbvuchicbuu,Xdromjnfftg,London
OAW11704,BGSVWLEGLVEFUOADSHMZCBZEM,63.0,O,D,1.0,1.0,O,OAWJLMMH,363.0,,,Ohawlesdlepckfovkxcxyqzvlfwcjjqfeatarfs,tsrenliyfxdrzsaxykgxxwpxukspfd,Oqtnallelblv,Huntsville
Lfx11705,Maviygwocwd,54.0,,U,9.0,1.0,O,Lfxjufypqpzn,614.0,3.0,G,Kmmuna,JRBBFTTQPMGMDERVTEBOKPJUNGUDZIODLCGPJEOYOGLJIBNMP,BSPLCUEHFPK,Mesquite
Yft11706,neireukqktr,45.0,,W,10.0,0.0,,Yftjelgexcbcddzvbmogad,695.0,5.0,M,Stlywoxbfmhilemfyqnqchxovrbquewbcobomdychuvtnqatetganxdaxwylfdktrutdtvt,Lyomtgnqycizdtlgknldcejxudnkgtzattweasbwgbozriusxicxhmle,Vntnhuubt,Fairbanks
Who11707,Uggrtznkwvzvessnwglspzbushsnd,52.0,S,M,8.0,4.0,O,Whogwrqsox,321.0,2.0,,Hpdsavspuf,IGBPJPOWIFJONEQQSLZCFNMMPOFPJQQZMGPCHDLTGNAXBOSNEVQRTEZWXLFCLKW,Zvcornlcgp,Warwick
XWA11708,OVTWKXDMMMBKCZ,32.0,P,M,2.0,5.0,R,XWAICWIPUFSMRTGQGHNWFFATVZ,699.0,0.0,M,HLRDJNSIKGWBUUBOESUUZFODGSEWN,ZGQMKKIYQATUDHBVHFQJNPWNUGJLHCQHBILQAMIXE,Sclpxnpmiclu,Scottsdale
RYC11709,Hgyicjwurbmhrgxqzpqtiegnrtbc,6.0,C,M,4.0,2.0,O,RYCTXTBJZSBGNLTGJTGZ,818.0,5.0,f,GINLFZQRGHDCPFMHCVNIGKAOPKSPCLGCRU,Lusqfuhfpghsodvoexdpehfoffvprrsmj,Hsxtbmjyrtx,Albuquerque
zrz11710,BBORTYXAPTEWNVQHFX,16.0,Z,M,3.0,5.0,,zrzmg,427.0,3.0,M,Cadeghefdriibsbsa,hmfyuxchc,pokoc,Kansas City
Qvq11711,blkolicmozus,81.0,,W,2.0,,,Qvqvnxzovjvqlfqgfqqtitrn,750.0,1.0,M,NUAQJZCDFYLIMAYBOXMPDBLYVJIMOWAO,apqkuixvexctvuyegrmbiwsuacmlziqanirz,Uljca,Jacksonville
Iqy11712,YTQQFKSMKC,93.0,W,D,5.0,4.0,O,Iqyziziil,,,,KTBONLJSXFLATXQDLWXYAVCFAUUVGBBTEGSJIETEIMLHGPMRWDSVWHMZYLXZWDEDHRTALXWMNXZMDBC,KJWNGJCXNLPZNFGRCUDXTYNCDFORKIEJPZOIVGFLGZRHUDKEUN,HYQGBQ,Missoula
meq11713,Oyxgxjjaxhmnoswfusibt,63.0,,S,9.0,,O,meqdnbzamtiwhfhfm,780.0,1.0,,BFPECJYCWJTXNKVKUECFRXGPVECFOSDWZVEGTOMVPNIZPLKMUETIPHLZQ,BOCTMQGLUM,govbysnntupk,Waterbury
Wda11714,Cptdqrqctsbxug,86.0,,D,5.0,3.0,O,Wdafdldazlbqcpohixhxkrwlcz,639.0,4.0,,Bnevkrjmckgszahqjuepj,XCRPTGJBSOYEBRCHRXAJCQRKCELVLDYOZGLHTXUETEWNBFXMBQPWJR,IMDKKSOMIENB,Orlando
Khj11715,QDHVIUASNOURKRVQBTCNZQSQ,95.0,H,M,10.0,4.0,U,Khjddafdpoqhmldfcqdqpdngpl,724.0,2.0,,xkvsgteuvtgebfbkasaljrmuzhlmnoybbxozygrctqrmspziwr,boaclaakunmvxnypmxayynurozwkovybxemmik,Rhliqcqw,Toledo
Hwu11716,KBETAIPSRXKTPWTDSLZKQL,57.0,,M,2.0,0.0,O,Hwuxiacuatjhugyfjartk,448.0,1.0,,OSEJEOWMMBBGELARRMTKNJOJMKCLPEDMVHXTFUDSRNEGKCKJWNSJIHPEMBG,PTOXWWMEHMQJQNGHTFQTMQWNWDSUPJHTTGVUXSRORKAGLKPZFIUJMAFFKADQQUJQXTGSUKQWC,FSCDNSS,Sterling Heights
qpk11717,MDJCRN,27.0,,U,2.0,2.0,R,qpkekoxcqhoockboxxrjefc,731.0,5.0,F,xbeyroatnurldjodmibxprwiqm,Hroqhrpjyanqygchnbffceummpafphbsnqucnxab,YZLLQ,Baton Rouge
Lxu11718,Esmskvmlofiqg,96.0,Z,M,5.0,5.0,R,Lxueccrjhdzchlyeqnlgjowfpsooyb,846.0,3.0,,icwogdotqgpmbktijzd,,Xofwwnkz,Grand Rapids
BEJ11719,khubcmxvd,,k,,3.0,2.0,O,BEJUIVYPAKYNXZRHNJPZSAPLBBWEU,370.0,2.0,,,,Gugfwmhve,Los Angeles
Ilz11720,Bkjdwomgnipfadgl,19.0,f,M,4.0,4.0,R,Ilzob,733.0,0.0,,zpgogyakdyxxoqhwnnkligjhzcurqjwdbdcreuifybhloqbzh,FBAAJUQNLLAONPRXOSKDIPPCRNZBGVAVDARMBRKXKHORLEMSJTKECBUJGWRDZJEKOZYWLQWZW,Izjacpd,Fullerton
TUM11721,Vrjnrisdaauumyqcrypkffz,37.0,,M,7.0,0.0,O,TUMSNQMO,545.0,1.0,,EERVBLYGNHMWDFBKTCMWROJTXNNIBZULQGNMYCFEUFKSKSZ,ABRVSFZXTQXBEGWQXGGXPIBZIJNDUZMMMIGINZYTRNOQGUJBOOWPNECBNDKEVNYVUAPHLVPXK,Srjfuixbkv,Rockford
RJF11722,Ocnxvbhjoxkomjbqbqbtpjt,47.0,,U,2.0,4.0,O,RJFCLWYFKQQAITVZWICMCFXFJS,793.0,2.0,f,Buegftngqjftktduaotlngcvagurmmkmcctclxfkovdoabjp,Buvebmfyxgyvypoeisctcimapafefddwjuzilnyxbycadbzjagtpmf,Cxrdbasy,Lansing
HNH11723,Wzrrvlcuzwt,36.0,,U,1.0,3.0,U,HNHLDZXYQBX,468.0,0.0,f,Sukuxhcqjjkugvodajzopgaqmsuralwidjzwvgjpbobinwdiimfguo,ctcpujo,Eklbk,Vallejo
pll11724,CQFPJIC,43.0,L,M,6.0,,O,pllpkdihlzm,843.0,2.0,,PVEQLGQKSEPBYOXIPMLPBIAAGHMDF,LEPVDERCSPJVHBFRRURPGETCYDUHLIATZJCDZTMPBNYHOCCKJDBOQQDW,Oclezseob,Laredo
WWD11725,kjkmevaboparyalvvxlnfnevakcul,94.0,,S,10.0,,O,WWDGUKYUT,377.0,4.0,F,CMQOVVWGQR,Xtsqjaubqsznfaljhfzacpuwpnnmxhqjrqdsaenwcsikgmuefbwzrdffdadvfqxgwlxdvmbigvpxkg,Nqbqgtepxlaj,Dawson City
BCL11726,zxpybiaukmxtx,24.0,P,W,5.0,5.0,U,BCLNBTXXACVDCBVY,846.0,2.0,,Azgvrgdoqnjmnbugedlkubkbjgcrgjur,jriawuktvvewctcnfgypnbtimeasesmnapeyoicrsobobwbljsaadfijmggtlrpddokpant,Xdaiarvskbj,Durham
itk11727,sxttpqveboqpcosqjqqskcjxlyb,,,M,,0.0,O,itkkngsix,508.0,4.0,F,cmvclsucztjnqadqdtyxidyiagqhobjduseaoxknpjphyvdmtpqoxeakovjkombpjmizntrckvjrkwcq,Bubceoiwclgbhkcwafepildpymjotevtxzdeb,Sqaeytkepdli,Cheyenne
TRY11728,IDVGFKIZATSPYCXINUCC,2.0,q,M,1.0,1.0,O,TRYHPBJSWPLFTDYLX,586.0,3.0,,Putugzuewwlaisxacg,,Hmbglfxrztu,San Diego
asv11729,BLTRMJUAYVRJZNNMFCWKCYFD,1.0,y,M,0.0,4.0,O,asvtljaseahxf,321.0,4.0,,kfunqphklbxsjbrhlduukksisygyfgvhjucvjjyqlswwqsopjbwaxyeovcwlbrtbwytvbbanonx,Zzibpcopiyyfgbqoxagoaahpsbpmqlapzjvdnfbt,Llowov,Colorado Springs
Ffa11730,Aqyiqvi,65.0,,W,6.0,0.0,O,Ffauukhthuxgnxtbcrfuscnv,681.0,3.0,,cgkwqfanduapwbnuavkpqlhozlttww,Dktkqjkczgllwnifspymkmkajqfhhqkvoklclomkewsjabgiypobheaqrs,Mopcofad,Greensboro
ZKQ11731,Rgihiwsvllax,65.0,,M,10.0,4.0,O,ZKQOKDNRQJTEFVLD,387.0,3.0,,DLDJMHTVGEQOXMDPNVWRWY,Xsgfndebcduvwpyurctqxhcgestioizxldzbiirhkdxuopjuxoqhgsukiy,,Great Falls
mmu11732,EUEPIWJCDCPOJKN,74.0,,S,4.0,4.0,O,mmuvrypz,845.0,,,Hrqzbmmsmnclwcstakysupkejfpmyuyfqnquyeheghnqurclwcoq,YLWZOEGJBTLYWFKXLAONKIDM,fcoaxp,Lewiston
Iho11733,Wccekpfsbhaldkpoemjscesib,,N,M,7.0,4.0,O,Ihopnkoefezymm,691.0,1.0,m,WKUDBUBODJTTNMCAETGREKYRH,Jpvlajphfqgofetpyhubtvdeupjyoqpkjnkyrteypevsclgyobtjrxhtoomopcjknafkmjoas,rvsdpgiswz,Victoria
pxg11734,GXEJOEANQO,71.0,,M,3.0,,R,pxgikurgvsnphpwkiayvns,420.0,0.0,,evysfitsemrnjgohiohijogfgnxzzuxjxfxsrjvtxekvhfemynbxaf,dehfpivmwqhirbklodmjotgnvfjyxpgejvfxrehnwkp,qmrvjgtdl,San Francisco
Gwr11735,mkjeb,90.0,,U,1.0,3.0,O,Gwretmhrkplnht,625.0,2.0,,ialfomzhapewfvysgrkuxyhbpoeclmwipgqxbvnstsqvcrqwurmrpaysdkqzunldkaqcabmjblr,,Mtfhmm,Huntington
XVU11736,Cwgthyibnkqraeamnbnrwjurffsrw,2.0,,M,1.0,1.0,O,XVULEG,599.0,5.0,M,,MACPKA,Mmrevapjlob,Frederick
Kbh11737,IYSQHUZCXFKWUQEDM,34.0,,W,10.0,0.0,U,Kbhgthmwfxjfxpitiss,526.0,,M,Btolsmhnidxndenvyjcftdhmvwdbhtw,Pqmycnikcpwqnfwzzevexxkixbqlbipqinlioxzrmarsmcudvwaspbwpqdfcrwnwdmxcrpqakplsg,bymzjdm,Burlington
Yvf11738,Wmswulnjsrmzcf,98.0,,M,3.0,5.0,,Yvfhrctwifspxgcwmg,691.0,4.0,m,cqjyzpssbyttdmtdqdgghkrdreip,Kbjxcoukrxctjrsfgntbvhjdyqrpwbnsyfmdkpvovezalgrmmmhsykqtelkjrxfdywkhwi,Fpolqpmix,Irvine
FAI11739,Zcbwmsqred,12.0,,U,2.0,0.0,O,FAISHNAJQHDMCIRHMPHCR,,4.0,M,EDFQTZUNLGOUTZDHVJRCDLAKUBRLTLYJEAPJICYGHPIOBMLDAGULQVFGPUFGUGWB,OXEZDANUILXRBXBBBPATOVX,vgwbytwi,London
PYX11740,PAXACVYVZHWHZLNLMWN,48.0,R,D,,2.0,O,PYXUE,544.0,2.0,,Sqvguxmpwgtasuwhftgpulillxwmgalqablcxbjfosueepsyndbbhaqnclitjd,Mpglkkcbexyzvhqfluzocbjbesswkthgdcuefnqwuphyzsdintswwrflyjenamcfhmtgiuvpkmanvn,FEDYK,Fresno
BLL11741,Wwvmntguryrgoablbycxewfcvpi,91.0,B,U,8.0,4.0,O,BLLKSMZWTZFURIIYWXPW,664.0,0.0,m,Ggrbietdnchadzjidbloalywnjjkxioakqnyjntyaabubozyemubdoutinfljbbutqwfqf,wkerbzsmrsobhxituxstqmocjkhfmlhnwz,Czbvtzosve,Montreal
MBN11742,YNPJZNARNRLMNV,85.0,b,M,6.0,0.0,O,MBNTFEGDHALGWFPACBCHXH,,4.0,F,Wuuspdpdzrpcdfecsniypmisrqhgdkyfcwwoudwzpdaxxphikxmzb,XBCPPIXXBUOWPQZGEMIC,EXARTZFKFS,Providence
Ika11743,Wgqaamrtagkzwocchffoflkalpb,59.0,,M,1.0,5.0,U,Ikazaimxyijvcrx,,4.0,,Vzjdcuxfqxgigfpuralbettxayiolyxcmztdwjjozuflldkbaypopwowxkbjmtjnmjwwdkqggwja,Bdquizerivmbdopylg,Sfxfjdjh,Ontario
Sze11744,Lvbsaghvzxiryygvwfyl,38.0,B,S,5.0,4.0,O,Szegb,518.0,4.0,,Uqehaivjhrcvzdycskhlaaphkfxxxthaotxvfqbaerybko,ZAMHE,ZQUHYFEDUTPU,Riverside
KTX11745,gdltk,96.0,,M,2.0,0.0,O,KTXHWQPBUJAGUFQPBEOUBRBFPUJD,,4.0,M,pedofoigdmgqmrjqahzipwgdyrcseppxfjntouizmqhqaxwqxfduytnmsh,vqejieogugecfdaxsanbawneoitouwivwwx,VVHKXE,Simi Valley
blo11746,Hujensnbrrsorvigkwugamev,14.0,,D,1.0,2.0,R,bloqtqwcqlixlljeizvno,364.0,5.0,,Xwtqglblvvdsmznaarpduevcnigfhmdngwtpgufddoqztkebippohk,ufgmvmhczcpbliqyedcsiesuplgvpxtwectntiqxrwbtgcdsioqulopfxuiqpjkuwpmjhtwqb,NFDLLYQCMNVX,Fullerton
dfh11747,Koxhedgbppdxmhtfp,67.0,,S,5.0,,R,dfhqmbdbaw,714.0,2.0,,Fitjzoxpohkmwppivzvttxnqzjihnitalekxhstvwlbcsfnkrctriekvarzpwjybatufqjybxoo,Ykbqrigj,Rdhmgkc,Rapid City
Xnw11748,hxkrcetjsqmybdmuckavoqzsepxevk,84.0,,S,5.0,5.0,,Xnwlpxyttuxolkoevmc,824.0,4.0,f,botpihiylarrtgpkzioshggqunefqxmqghpbddmlilucs,Xyjfrlccbbwjapcledkpikeohigmhrmluvuefgfjfmnwbhjsmmyajobpfghv,Vklaivpkmemk,Irvine
Gch11749,bejjubxcmnmsnnzalhbrmvcd,33.0,,S,10.0,1.0,O,Gchuzxufnlfvcidiaihpm,403.0,0.0,f,CNGXGFBUMPMNWRTLHQVVIKEXNZSVPH,,Llpskxxlcxft,Elizabeth
kpg11750,Sjeba,73.0,Y,M,7.0,4.0,O,kpgpqamijf,793.0,2.0,,Acqtqjnuihxceboovjauctcudshkiqavhqurbw,Ljbcmrsfopkjvnuuqyik,UKLKRSJSDUOI,Charlotte
msb11751,Spiprqtpddvyapofqovjtoo,37.0,E,,3.0,,O,msbsmqjblhhkypa,546.0,4.0,F,taccjhxobsghmunuynaobqhdliyhuejeifmk,YQBOLUHPZXBGWXNLKXUSCNLLWITTUXZXFXSAKEELBMXYHSDQYWXTNHYTITLDPB,Tmxbkubd,Cincinnati
Hnp11752,ZLJHCXEJ,68.0,d,M,0.0,5.0,O,Hnpsmrezgzmlp,308.0,1.0,,BJABXFDJUTGNVBUXSDEGNCRHMICWXGFLQYUVWDBQVUMAYVNSMQLABDQUWEJGKWBEVVQY,RUNJKMPJXWJRDDLNORWJPIALBXTFLOLWTLXHUJEOM,,West Covina
QGK11753,Vtclnuulfvdphrdisbcu,22.0,i,M,8.0,1.0,O,QGKFGUOKTIOZ,570.0,0.0,m,,Losdbcqaf,Eobwmjo,Lowell
Uej11754,Vuuasytqdbflsj,17.0,,M,6.0,0.0,O,Uejxngcjbxf,796.0,5.0,m,MNQESWGHPLBLIVPVMJOULRVEJNHINOKSLRV,faewbfvembowalxmiwnilwcceqibpmcxkdfolkaztbadh,gyctkpkdfdwq,Mount Pearl
bav11755,Rjfhnbqrmuarojz,12.0,,,7.0,5.0,O,bavqxetufaelzrkhywq,376.0,3.0,,Xaqutmdwujewadryfpaohxzxitgrsybureiieobhxdvzdtzrdfebmebwmxeazueqmlqifwuvzyhhtykr,UIYQAWXKLRIWNOMSEORVUKMICXBLTUCWEDEXFDAHVIMPEQSAUJ,BBPFOJQC,Tallahassee
Yuo11756,Lrwajzbkmzw,25.0,,W,10.0,4.0,R,Yuoojalu,430.0,0.0,,AWEXCSZMJDQNCKYKSOPPYABJNYGRRSZDCFDDSJMDTYGWGVMOIELTALB,EMGTQUVVHKC,hhjiyfqammhv,Grand Prairie
YPX11757,buyjwllsyknpcnmydk,61.0,W,U,10.0,4.0,O,YPXWKDKDVD,419.0,2.0,F,hwruykznkyvgnqmelsyllspbohxwyfcsdyurgivnbttiwh,Hakwudzfrjkkkkan,IZLTGPAUHWU,Amarillo
Xae11758,agmkrpzmjavgsscwccbosojissj,90.0,,S,2.0,0.0,O,Xaeizuufsccamtnl,401.0,2.0,,Ajuwfawojbxsyofpuqeexgtaonvjhwnrxwhxkddhsfgvbowuwcpuztvnneochxsdqckotoapjttkv,CWMTICAJMXOREPQVMZMGVPOMXQOXDGFTJEHUWEZJOFVFUHXPTZOUBKJKOKA,,Durham
Vbs11759,KIDEIXYVNAQQFQKUWOPH,9.0,F,S,6.0,2.0,O,Vbsecrxumbyzodtpbst,546.0,2.0,M,YORUXUZIIOYUOPVMHDLNBZFZO,VFTGXBILMUVQEKJKLXEFUZVGUUD,Qnihppb,Philadelphia
CUE11760,CZOVBFNPKADZRTEVLAG,20.0,n,M,7.0,1.0,U,CUEAWFPVJJYFOZOUUZTLA,415.0,3.0,,Xqkjunahpofrcalmfxycuezswqtixhhudkwukipk,bazffbfcvaqgtlrcmsgwipyotxeuiisyqoadxpfbbsfatnpriyahlbnceer,EJOQXMEU,Warren
qmp11761,gkndjqugsmfgd,12.0,b,M,6.0,4.0,O,qmptrgqeyvmluvjz,551.0,,,Duulufjjevig,ttxpnxgnxfewcotkatlsfeqysnrwtokklshrwmhqbcmmrlodbyvthfqughfluwrdcmaezeffwme,Xpqjrzaob,Chesapeake
OES11762,bwfmnhdcegwoavbbpzgxbdgtbwrio,44.0,,U,5.0,1.0,O,OESUYWFJEKHBGXYJJT,523.0,2.0,F,Ynkxr,Edzfgkwnacobvyovdaaxfmntzllqdrevgbrxvcvydzvflcezqjurbkcivyvsv,jwmwaaomkci,New Haven
Mzo11763,Pbfivj,100.0,T,M,9.0,5.0,R,Mzokdxvhzrvdsimrwiizaqflxjcod,,4.0,,SLKCHGRNSCHNWJTHHGIFVSMGTWJFDXERACBZAPVPAUGWJXANZFMRGXGYOFXAU,,Wjlvecvmkuzq,Vallejo
Wxt11764,Vobhdnjppndvxqkshxrqapn,,,S,5.0,5.0,O,Wxtkasembzfkquecztchcbcssdfqn,638.0,4.0,,AAEVGCJBTLMOWXIVBLAUVZUPSEFNOLZOUHJPLZOLRAYKCNHHMUPRTLZGTVWCQLEZWVPJSNEDHW,Fqcrtdqfupdpbd,Ozpzuq,Nashua
Bts11765,Vkedzbc,,,S,8.0,0.0,O,Btsadoipmnsdxtbhdwdmubtjx,366.0,2.0,,EDYESDPMZZAHMEFKZFD,Fkurvozolpthnbrpefvonuxbmzbyokagrgsosrtafbsourfmjsxhpjxxnndfhskehkcmmjyopngfnmsq,PFBMJWHV,Sherbrooke
Fhk11766,epekgijcifdxlzyp,16.0,,U,8.0,4.0,O,Fhkttwlak,311.0,3.0,M,Peyeuixbleutixpscwxbwwtrkuxvwgqjrnlhdwhngzlfiucrtebggjbaeyutkxqttqmlvwdmqmbt,WKQGXUFUU,hoyftvoa,Rancho Cucamonga
Sua11767,tebaeqrredhpfbqfstxvhiyvh,44.0,v,W,4.0,3.0,O,Suaseenvfyqjnxaneinsmwnn,762.0,3.0,,Oforvlwiqakivuohnovgukrmaanvryvuaa,Oaxerhdkqsxwwefmxpguhprkhqwcefowcoijcawemgiu,mtphqhav,Thousand Oaks
dyx11768,acwfvxvrelx,83.0,,W,2.0,3.0,U,dyxjsspf,509.0,2.0,,eltrgmewvttakuxgsqbfjbcqdfyaqopskkoigydmwmmgacimuhdpox,Omkyxfkrtowiosudvebsrdiiunowngfditlttqzbtfcemucjlkdvdsllgtvblvaweub,zkxacs,Henderson
HUA11769,mxotgeesvxomnkecazphzt,23.0,,M,10.0,0.0,R,HUADRMR,712.0,4.0,,wcykdyusxzergtxsqtiwpofnituthzrfpvabeqgktvkvyghnemdqv,QYCDCXRCXOJARSYTHY,Imnxma,Ottawa
Wfe11770,Wufotdnkb,47.0,Y,S,,1.0,O,Wfeqjchy,431.0,0.0,,SZOTFHLWPRJJVCJWGDYNWBNRFHUORCOSWRVQKFEPHMHQMCTBHMPLTGKVHFZISGPPOIBMZHX,Ehhxedxtnjqdgkxsslhkcbpjbzerrampwcptsdswtwgagcthganrojtaoctaxpymanmxwkokdfflm,UNCQCKGO,Tallahassee
