prospect_AgencyID,prospect_Age,prospect_Income,prospect_AddressLine1,prospect_CreditRating,prospect_NumberChildren,prospect_Country,prospect_AddressLine2,prospect_NetWorth,prospect_OwnOrRentFlag,prospect_Employer,prospect_City,prospect_State,prospect_Phone,prospect_NumberCars,prospect_MaritalStatus,prospect_NumberCreditCards
CYJ13831,82.0,48842.0,WGBSLAMHJXBCDECWUJGXJZQNAETKOZJGMMLLWHTBTTHRNDYONZMHTQDZKTF,449.0,4.0,United States of America,ZVOCBTPSKTZJNDWRLCSUBDQNLTWTKTGNDTJRNLWFMPJXXLRYXOUQUMJCLRXEGSWBTL,475396.0,U,Radian Group,West Valley,AL,1-777-865-4245,2.0,M,7.0
rqj13832,99.0,174921.0,BDFCQFUEYKXSEAGRXNZOZXV,731.0,5.0,United States of America,Foilnojtcvdumdqokdczgwpmegjfokcptkigmokouleomxhwnwwvfgmusmuoyv,3618242.0,O,Pepsi Bottling,San Bernardino,LA,1-482-720-1684,3.0,M,8.0
SEK13833,27.0,423174.0,,660.0,3.0,,yixdcqdssiokwxwxxdnuttxrpjwcjjpnqepcicbquouzcudxmokc,1351204.0,U,Eaton,Hilo,British Columbia,1-643-281-6008,1.0,D,6.0
ror13834,11.0,476259.0,Ocwweyaubqruhlfpbtfbfxabzjsimihmsm,543.0,0.0,United States of America,Wakglwleindrxmzloqvufvpezblsoiifmfkntogmknzglz,2728930.0,O,Target,Fort Lauderdale,TN,1-968-519-8711,4.0,U,9.0
Hvi13835,27.0,216855.0,FPTDWLBSYTSBKEZAGWLORLLMQFWLSKGBHABXCSVLNJIDNTCUELCZYMAFOJTXRSYTLZVUSLEKBYS,477.0,5.0,Canada,Nohnbpevofnwhnos,197107.0,O,Mohawk Industries,Santa Ana,FL,1-513-165-5946,4.0,U,2.0
kre13836,43.0,221539.0,Mvbncwlwtfhlrijpmkcnllorxgt,424.0,3.0,United States of America,PSLYMRKKPHSYOIJLZNOOPLEXIDJGIYHABZTVGKBIUYH,1689877.0,R,Raytheon,Bellevue,NM,1-836-797-9818,1.0,U,0.0
cdh13837,15.0,440319.0,Cdfmffpgxfarbrhbugsnfptcebiukomqcpfpoqzgdykkpixsqvcschkhxuaolovksffifts,374.0,4.0,,JEVQGFIPJZCKFQROMHIKEVGOKETPLLEUNSELBZJSHLATYGWFKJPIRTOLTHLTAPSQVRER,1002443.0,O,Kellogg,Las Cruces,CA,1-527-012-6765,0.0,W,6.0
VFM13838,38.0,100671.0,Wvchkjrvtmzeufzogljgtuqcfwigvjjddulrydxzdoeorqelanyn,554.0,2.0,United States of America,Cawgclahpkupnoghomkhzdrpdvumodvxtlednbqudmpnqxypsczbjosbxkwd,3043401.0,O,H.J. Heinz,Evansville,ME,1-634-414-2112,0.0,U,2.0
Vjx13839,35.0,72474.0,Huddbtstorlncjvzefmhbqnimgoimovxfa,662.0,4.0,United States of America,RYGCIGBWKPJSNFOQHPNXQJ,2424224.0,R,Plains Exploration,Sandy,British Columbia,1-685-331-2884,4.0,M,3.0
Yqx13840,85.0,424104.0,Kksxbkezaoebkifbtaynkmbnzfmbemrhgbneqpe,810.0,3.0,,Aummqkkstpnoxeadpvqhdhcjgxvhbukteibplmrtlegjis,304403.0,O,Sanderson Farms,Inglewood,NM,1-919-961-1235,4.0,S,7.0
Ofo13841,100.0,30842.0,Axwsetukdkemffgtkqrkrprnetesxexgckttzjdjbvtkluzacrsgyjrnouvxisholbcmvmgofbvre,757.0,5.0,United States of America,xyoqhurlhkhqczabozbasiddstabafeihwaawke,3908546.0,O,American Greetings,Corpus Christi,TX,1-418-862-8896,1.0,D,1.0
HVF13842,61.0,243780.0,Cmrhqfbsvunymmsuemenzsefghiwmkqhydhcpczrzianqcta,455.0,1.0,United States of America,Ljbzkajiuefnkwwentvrczbzorncbsyrkskoopscx,2738955.0,O,Burlington Northern Santa Fe,San Diego,RI,1-502-768-2557,3.0,U,7.0
Srq13843,8.0,362547.0,Ogyttcrojcjtiyiweogzjwvdknqrvfkefuyqqmkbipubb,312.0,0.0,United States of America,AJEUWSSTVEGQZHMHRQKYSZRDZVGXPRNRIJVONMUWORDQODTJSKVFHVKRGEWYL,1836613.0,U,Chemtura,Salem,NH,1-853-184-4208,2.0,U,4.0
Aic13844,25.0,236126.0,NVONGDCLEKTGKWKMCOUWIRMVPXJAXMRFLYXDMRKEXTZZWXWLVEXSXCPBQKDCRYCQXXOUHE,685.0,5.0,United States of America,Ttqdigrnuisxwjplqwjqtqirmhrlducwnulksloaazc,3596956.0,O,Community Health Systems,Montreal,DE,1-124-880-9275,3.0,D,3.0
nbj13845,24.0,347120.0,HPOLAUETRUOREXMMCLOLEUMNZBYBIATCKXHLTXETVROSGFV,830.0,3.0,United States of America,Uxfvxmsohfvutulhcdgttuxbjtodakauoewaukspxvjtkkynufravrdvsakcccjvtgwjkhmmnpy,1353767.0,,Host Hotels & Resorts,Brownsville,Saskatchewan,1-013-005-7910,,U,6.0
YQB13846,86.0,868.0,,650.0,2.0,United States of America,GNQEGJLUPINZIDROVCGJQRBCIBTYNDAGXLCKSVMESCIQBWLQPYKX,1405776.0,O,Illinois Tool Works,Sioux Falls,OH,,3.0,M,9.0
zzx13847,90.0,279200.0,xksfpnfjsrhtqxsbbgdwxgkqjmwxeuiboygyuufjwlrlcprpnmv,746.0,4.0,Canada,ogkednqfbwsvgopdbxchfxetjsacormqkj,2753450.0,U,Harman International Ind.,Provo,MA,1-830-331-5327,5.0,D,8.0
Lhq13848,54.0,175083.0,Tnvdolvutoswlbhdpzr,623.0,3.0,United States of America,uuutehxlmnxxcuqmdsvbsetiryqofsazbuvxbzrpehufftdxru,1037493.0,O,Sovereign Bancorp,Vallejo,VA,1-420-672-0067,3.0,U,6.0
bml13849,,185027.0,,,0.0,,NHJZAXHEKORMDGPDMLYKBATCXMRWVUERNQRQXSUG,1404675.0,,Cisco Systems,Boston,AK,1-625-057-4129,4.0,W,3.0
UVW13850,58.0,68884.0,Azhnubnktookhbjvbfztkemvbzfebchpqexsurgrrzombuwocffs,373.0,3.0,United States of America,Granpwgaekndfdiecnoitxzdpnwhmwhwimzubgsdadlfucztmduzierfmquqikfquigktp,3311852.0,O,Universal Health Services,Billings,NH,1-941-600-3256,0.0,M,6.0
agi13851,80.0,124932.0,gzvrypzjrwxhxaaieulsyyuthvxticnwovtrcqtofmwjny,771.0,,United States of America,Mniuwnjotbtpdtbvuipkhtpukxidwrhksukmxxtxdcehstdqbrhcmb,3649479.0,R,Union Pacific,Lafayette,FL,1-895-793-3070,3.0,M,9.0
EZC13852,96.0,283248.0,Ycdzsibquuwfvixkxvmfmmntofrulcrqfayzeov,420.0,5.0,United States of America,gndhcwpzsgxxirpovcogwp,1769731.0,O,Michael Foods,Pueblo,WA,1-851-231-3418,3.0,M,4.0
Upg13853,45.0,121012.0,,841.0,1.0,United States of America,ilfixcizfhrcqimoavdwns,2574853.0,O,Universal,Baton Rouge,OR,1-253-980-7375,4.0,S,10.0
Apu13854,,91635.0,Npszdrtxnstk,617.0,5.0,United States of America,,3340167.0,U,Valmont Industries,Kitchener,SD,1-838-564-1834,4.0,M,9.0
Xlz13855,89.0,476857.0,PXEZCYLDTWVOQHAVVSJYRXENUXDJEGPDXDBRQDFWAGHEUMELUVKMBQQHYAGPCDJRVSXLIRTBMNHHJU,447.0,3.0,United States of America,FLWIECDRQAOLCXKGHUNULVPSSODJGKPZC,2520574.0,R,Bio-Rad Laboratories,Wichita,RI,1-649-246-2341,3.0,D,5.0
Seg13856,55.0,467484.0,Cyrbauoqwdpcebn,386.0,4.0,United States of America,Ndejsxrcwtdshggldlxokufhqqesbbisuqbbgbdisi,2385232.0,O,Centex,New Haven,ND,1-814-418-1816,2.0,D,5.0
Lox13857,27.0,225727.0,Xrwfcfqzdvccojnfpldvcuzekpwkxwiqtloctktmicaagkoabhxgdbwdgiw,742.0,4.0,United States of America,FJPPWSUZTETJWOC,2817751.0,O,Micron Technology,Durham,TX,1-392-178-3860,1.0,M,2.0
GYF13858,82.0,479617.0,Xridvj,810.0,1.0,United States of America,Yqeprcaahuzjqgzybeylddors,2981392.0,O,Nicor,Santa Clarita,MO,1-058-746-3310,0.0,U,0.0
lko13859,32.0,162089.0,Ildfyiiqwfxrggdfoiefosnejhlquhurlecgwwzkjchevzunnbyiqbw,365.0,1.0,United States of America,lirsrvflwxqlwgisiaukkiaxnugqnrkjsn,1902043.0,O,Valero Energy,Erie,Prince Edward Island,1-998-309-9141,3.0,W,3.0
Ecd13860,50.0,256118.0,PZUEIWVRWMFKSEDTDDOFMUAIPXVHGNEHSNDUQIMZWDGGNAVATMIUCWIHEMGZV,359.0,3.0,United States of America,Dfqzcwxnebsybprgkznkzfbxxnwajbesjgfgyltsqywbgggdv,303332.0,R,Synovus Financial Corp.,Baltimore,AR,1-096-707-6449,5.0,W,9.0
Hzt13861,15.0,86364.0,lemcwjknpvnoocwuszyjxbjjcwbdzkoarpfemaoqhuxzxyqghoeivqbuqumhyvaujtbrhttohzvw,839.0,0.0,Canada,MLWJYNDFFJLVVLBQEOVAHJBSLPJTGKEWXIKAHTZBMDUCVQGVKVXQAVSBHINMLV,1108068.0,U,Lender Processing Services,Warren,MA,1-566-853-1558,3.0,M,8.0
KQZ13862,96.0,366210.0,FBTOZG,395.0,5.0,Canada,,3978527.0,O,Citigroup,Atlanta,VA,1-632-105-7351,0.0,W,2.0
mgn13863,83.0,217813.0,Yiwgtnfsgkribdujgssrzlakpquhmlnxiyjwtdzgrq,810.0,,United States of America,WKNWGCIBPNIFONAAGOZYUHIBLOQHJBWHERBZLUWRJCQIQFECMSUXJQITFSSNSQAKOXGSANQEITEOYTP,1666903.0,O,Ford Motor,Mesa,KY,1-002-400-2756,1.0,M,
Qpf13864,1.0,148898.0,Kdmuyuxvprroskswkndzn,710.0,1.0,Canada,Xlwoxpopoqhlumzkx,1223638.0,O,CenturyTel,Lubbock,AZ,1-899-276-1413,1.0,M,3.0
tpv13865,70.0,230173.0,Aajsjdsmorngmecckekulpmxtbcojmrgdvcjrtelkpkksdvvcrohofuwfugxsyxwsnxkxbgkafpvqyrp,432.0,4.0,United States of America,kwlwuwzlvwtkakvxdfusqzaxwrbltqksectanbthxvycl,3394637.0,O,McClatchy,Rochester,CO,1-844-597-4425,5.0,U,4.0
Cej13866,11.0,79053.0,Xztqfiwwdahetasqffgtdspnjsyhqugmwocepqwsxytdaxtfvveewadianmiypqxdqnb,507.0,2.0,United States of America,Rvugieommmsuqadgdkbnvpmxolwbrspzzbjwxxkjnbymonphvzohgqyxzgdulmreasxqtyubt,1571066.0,O,Huntsman,Santa Clarita,MO,1-956-462-2765,0.0,W,1.0
Vsa13867,41.0,37098.0,KWKAWGROLTHRCHYHIXTDUUZKBFWSG,317.0,5.0,,Wiracnlmlsqtcgadgcfmetymwskbwecpmeetw,3258564.0,O,Williams-Sonoma,Sioux Falls,CA,1-532-313-7962,1.0,S,0.0
Ckj13868,76.0,499224.0,Uqrbtrp,532.0,1.0,Canada,grjltolwvjydohvqcdphtywxjjgml,1339505.0,O,Liberty Media,Fort Smith,RI,1-317-532-5483,1.0,D,
Hzp13869,71.0,13542.0,haxqhgrgiszbmsrxswddhiuznpxebvqvdhyvaurcoyhvsnka,756.0,,United States of America,,3737788.0,U,,Tallahassee,CT,1-668-237-6359,1.0,W,6.0
hmx13870,75.0,231092.0,frspejwlnvdbnsikqixwawg,513.0,4.0,United States of America,yzwpbhpgtedzddgyhlsqsxlwntofgvsmyspmpqyrhnwbzgzzxlxkbfhvoaqwjid,1453169.0,R,CUNA Mutual Group,Halifax,ID,1-291-371-1184,4.0,W,8.0
Nic13871,95.0,248011.0,Uwyng,437.0,0.0,United States of America,Chdrsihodiplnmb,571137.0,O,Dun & Bradstreet,Berkeley,RI,1-207-564-7594,2.0,U,5.0
fit13872,85.0,215748.0,qoxjonfalmpavrmfeqrftjfdmsfbyupipwzdqsitkpmytuwloijneon,629.0,,Canada,IGEFTRFPLEJFQEJYOAWESVJQPBVVIBYQSQBZASBBWKNPNKIGYUXKILGZVMPGXLRASZIZMBK,3402160.0,O,Rockwood Holdings,Bellevue,VT,1-273-473-4375,5.0,,1.0
mdy13873,3.0,116724.0,Mqmhlcszgjmxuftbbffwgxiefegi,362.0,,United States of America,Frkjkjtlivrlrytwqmasvbfhvmioecxijuvscuvdepdomyxvvhfctabwuymiv,3334695.0,R,Dollar General,Newport News,LA,1-744-888-7142,3.0,S,5.0
qsq13874,36.0,123180.0,rroctmvocayhjwvufvfymislhhdnehwfknqnutoqkwxyhltizfuuovkenrotbetpwjxaogznaab,773.0,4.0,United States of America,Cfvsltujfnloqtroclkpeayxb,3201315.0,O,GMAC,Nashua,IA,1-407-907-6808,2.0,W,
ICQ13875,45.0,158435.0,Eoyirbmkpsihztnjhtr,708.0,4.0,,Sqdhpuipykjulkktnphemgijtnvpggqztzbyvtkycpmjpzhrkjdyzgkwgpymldoxzlaykrkeuzivqo,,O,Imation,Chandler,WY,1-228-215-5708,0.0,,5.0
Nrn13876,29.0,342174.0,ZXLDENPJQEMIHTYOVRJADOPZAVIZPTPXPGTUKWFHMWFEWVTCOQPAKYUMWLTPSHGONHQNVXIEQDKAYXD,399.0,3.0,United States of America,tmxsfngkeirskilvegwuixsilgcdgxmyvqrdrartxdkrhmdpmwmemtyruhr,1137683.0,O,NCI Building Systems,Fort Worth,GA,1-562-109-3919,0.0,M,8.0
Oob13877,10.0,325235.0,Irsdssgchgvqammghytkpdrlckrosloxkiunodccwxnykangrcugvbmtcijylmekrxlt,431.0,4.0,United States of America,Wwagkaktlapcwaprbxftvhc,2468320.0,O,Wells Fargo,Peoria,NH,1-003-328-2388,4.0,U,5.0
Mfm13878,40.0,99283.0,Wfxeyagpvynovhlfcsysgxsqwvcdlgdxmcoqtymgxwwobspd,707.0,3.0,Canada,ERWWQMAHLRINOAAUJKHRJRHY,1144511.0,O,,Fontana,Alberta,1-056-093-2106,2.0,M,7.0
bjh13879,82.0,123911.0,JNPEYJKTTGJQHDJSIJDDURVGNBWGPKWRVDUXUTKCWLHEM,809.0,3.0,United States of America,Frarewkqxpmdnmmlrbxczsed,1878561.0,O,Nvidia,Nashville,UT,1-613-305-8441,4.0,M,8.0
Smp13880,0.0,,Awdzaphdfqmxiotdopvkzskxjfpdcmhcoq,365.0,5.0,United States of America,qlxpddw,1117712.0,R,Loews,Worcester,SC,1-785-040-7215,,S,5.0
zig13881,,37140.0,cfjastaeiccniqacphnzojmgctirnynqqthcojhntfxgfiqbyapugrweibhnetwtknrqobdq,564.0,4.0,,gnnfafethuxebwxonpzmppmuzylyvjryyzrehtisopjjxxvsjgwngjbtjwhq,2208094.0,O,Diebold,Ontario,RI,1-316-963-8630,0.0,U,2.0
Afx13882,22.0,60491.0,Xupolgaxcdnorjmrlvyyyuvdclzjipdthbmwflqdorn,,,United States of America,KETVFXEFJTOFIEBSZRDEW,3930399.0,O,Warner Music Group,Milwaukee,NV,1-557-444-1891,3.0,S,7.0
AWC13883,43.0,159544.0,Pgjyywrdjlbiikngnvgzznknnxdnvttaqwpeddihgyhjla,705.0,1.0,United States of America,Qssmnnfatffmbdwuwslkhdpfemlstfikbz,1642790.0,R,Macy's,Corpus Christi,LA,1-900-937-7209,0.0,M,6.0
SGN13884,94.0,421633.0,Jccekkpbyaytxhcvlovpqmksjuddpxwwdurhmwtwlqrgekicmfmvknutltxukyisrlvuvkidb,623.0,1.0,United States of America,KKKZFPPDJFUGDCHAQFSQHYECIFVSNEEEPRGKLHBRBJLJEPZNMNWYCRWCXFWKJSFOMMMQSQIDN,1652244.0,R,,Independence,NY,1-441-454-5850,2.0,U,7.0
Lgt13885,95.0,198190.0,lqkpadbcgskqdtlklmmvbjxhxzeijaiudm,483.0,3.0,United States of America,covwamjkkmapoiv,61086.0,O,Domtar,Chattanooga,MS,1-010-961-7500,3.0,U,1.0
Rsi13886,,479885.0,Iptbbudcbcqujwuwwvcchiohsomadih,481.0,5.0,United States of America,Aggbgsiybkqqpegfoijjqutvnzshhwe,706518.0,O,Genzyme,Peoria,NC,1-436-424-9644,3.0,U,
XFK13887,57.0,55221.0,TQSZWDYNIVMWBGNAJHKYMMDYCEZFAWZNFMKUFWJSHPACXOINVSGXLKHMYDDLAQPMKJ,756.0,3.0,United States of America,Tihnlqbtltboeacjwxcmchyautapjlybmodwrlftsxskr,239290.0,O,Rockwood Holdings,Brownsville,VT,1-761-337-9461,2.0,S,5.0
glj13888,55.0,139869.0,,685.0,3.0,United States of America,woxrqohmzwgtwuzawheuacjathta,1347468.0,O,Valspar,Huntington Beach,NJ,1-076-498-6635,1.0,M,7.0
Oiy13889,40.0,345394.0,Qavepiqdxwqkhbgmubcatuumpfxrsakfoxbjynxkctcjlfrnklmrmpidawmhwpqtvbgurgymb,401.0,3.0,United States of America,Sexxucnwrjgsgstcpjndyfkzwdmrlkqwpivej,292525.0,O,PerkinElmer,Wichita,AZ,1-264-314-3999,0.0,U,4.0
ABZ13890,85.0,355969.0,Qrwuyvfjycwytvqypsurcuxjbapsevymaiamyougtvqvmpmdgrcukoncpiershjviizarxreaqceosnh,543.0,2.0,Canada,,2166642.0,O,Vulcan Materials,El Paso,CA,1-090-669-2268,4.0,S,9.0
Dec13891,,435739.0,Nkkvqdhqwiwasjtopkplamgxqaezzdffwigbwijzvecods,787.0,5.0,United States of America,ordhpcthdsmexpwfpxprobsicgzfdcsfwaqtummoewngxlleuvwx,1524521.0,O,CHS,Vallejo,VA,1-840-528-3656,4.0,U,0.0
Etc13892,71.0,262576.0,QEOPSUKXDIAQFDVDFFITFTLVTSZZMARNTSPOJCHKCNFOOGQLFJCABYXUWEQNZCDAFVOAVWETMBE,738.0,1.0,United States of America,GIEVBROSZFBXYNOIBZZFGVUCZWXLHLFEFTWKWXXNIWOWKE,3897820.0,O,FMC Technologies,Madison,NY,1-763-054-4193,4.0,M,5.0
Fsd13893,76.0,269136.0,Kctgbkxnvgmun,526.0,4.0,United States of America,Vzsortnoejfsqjabnceufjcdiiuxfbpecnxdpookyfeavcvxrqgsupiain,252331.0,R,Iasis Healthcare,Bakersfield,LA,1-173-410-0586,0.0,,0.0
vve13894,24.0,230958.0,qmntsccdbfwxneflswvnwldgdwy,317.0,2.0,United States of America,mdxpmkfkhotpvnghwusk,2305499.0,O,CF Industries Holdings,Amarillo,MS,1-274-586-8158,0.0,M,3.0
Zip13895,44.0,342007.0,,397.0,5.0,Canada,YULXLUIRPFEQAOWJQITULUILVFKMSAELAJ,,R,Windstream,Hollywood,ME,1-558-297-6383,5.0,M,0.0
KSI13896,48.0,26345.0,,675.0,5.0,,Eikgpxzpdytwvazhqtyblofznjvitihxwslzqligndkivfehsndymcmufwbcwhsa,,O,,Minneapolis,UT,1-291-044-5523,1.0,S,0.0
Bhw13897,,27830.0,Uiqabvaybnckcevooijsrxdfmefhjfpydqrpjrb,376.0,3.0,Canada,Vlbwdxlbwwabrmudonxkdvmmuhhkeitsg,3676270.0,O,Blockbuster,Newport News,OR,1-183-951-9025,0.0,S,4.0
fdw13898,9.0,463583.0,Shaojlhmntkkssgaaxkjumlfqt,323.0,1.0,United States of America,Zlknbwnvwespiwylmpfxnhdkaekvkmscxorabatvkivaqwng,95909.0,O,Andersons,El Monte,VA,1-714-359-4637,0.0,U,1.0
Vcp13899,72.0,161771.0,Dqvtxibpwhvewnrmbjhqvxjqytunykvkdycrpkqyscfyfjqjt,697.0,4.0,Canada,OKGNHNAOIHACBTTWHAKSKVQMTLPCQDXPTQX,2457946.0,O,,Peoria,OK,1-576-313-6880,0.0,U,4.0
Aqx13900,76.0,257108.0,Rudgaeyiupmteadizutyeew,338.0,5.0,Canada,Sigrnzovcyqaibegunovysmmnoudyshxuhhrxigxl,678214.0,U,AutoZone,Rochester,WY,1-914-286-9927,0.0,,4.0
evl13901,41.0,125381.0,EWONCJWFDNZHDAJKOQGZQLMNCWANZGCENVLAFHMNLHHRSCMCLYBTKJTM,742.0,3.0,United States of America,Tnkgfgqagckgkesossnugqzbepybrttzvzosimerflowcmot,2566373.0,O,Boise,Hilo,CT,1-601-896-8789,4.0,M,7.0
Qfj13902,82.0,20690.0,JKLDTDUYWIXQAVWNHLXOFFCFYJJFTEFHBVWJXHXYIK,526.0,1.0,United States of America,WPYKPDHGLPYTDXXFEHMBDNFGKHRDSXGBWKOGKIQMJLXFEWGGKQZROWN,3564386.0,U,Levi Strauss,St. Louis,NC,1-603-145-1501,4.0,M,0.0
Jqp13903,92.0,426868.0,Wctbjvqumpljejmlbhormhgqiyxouaswoxdikpckonfkloktpikfpwoycto,584.0,0.0,Canada,NDKVANEIOUKNAQVNVDFKYTUKEXNOCEZTRAQMCR,1836313.0,O,CBS,Greensboro,DC,1-451-131-4187,5.0,M,4.0
elw13904,9.0,334466.0,qxpecymepwkj,475.0,0.0,United States of America,Wmjaqpufpsjlmnxifiww,288788.0,O,Del Monte Foods,Lafayette,NJ,1-170-284-8478,3.0,M,9.0
Gbk13905,20.0,366449.0,Swoupryadsnbkbk,833.0,1.0,United States of America,Gkhlydqyvaxqezbdcdxwrccbtyxxwkbjeiwbhgpgbhuhcgolhsfhxdgluerqm,1255370.0,O,Limited Brands,Buffalo,Ontario,1-765-315-1369,5.0,S,6.0
npz13906,80.0,450623.0,Yanzstvikatcmzsjldfzcsuqnduxnubmjvkcrtltwcr,490.0,3.0,,bmhvumnyfixswpwanavlomxoofgduigwqipskbbndgxuayngnuomlwtzjdzgghbmdfyj,2964778.0,O,Burlington Coat Factory,Oakland,MA,1-423-923-0660,0.0,S,4.0
kpr13907,58.0,150074.0,IRFHRQWJEMNVCLTGHMZKKLGSGHOLCSMXSHXGUXKPWXJBGZHAPOPVLMSXH,633.0,2.0,United States of America,Mrdfvhsvwezsaewsys,,O,Rockwell Collins,Windsor,IA,1-604-469-4942,0.0,U,9.0
YAD13908,30.0,189970.0,Fmxrqmbjkixwhcfrhvcycojeseovxwfhifxrgpmaquucmms,477.0,2.0,United States of America,Bpysahymoxjtwiszematxiajsmpegrjkrlfabqmpannfgctkonwvvwksjfqyzdbtqpbjuipf,1482772.0,R,Citigroup,Mesa,RI,1-548-802-1910,,D,7.0
rpn13909,46.0,396105.0,VKHXKPNSYLSJPFMTYDVFO,589.0,1.0,Canada,Eszypfjzoubcwkbgkldgtyezxhjfdhjbmthgnliohxtbmmkkwmonyvphjvaolowcxafzaw,2547874.0,R,Intel,Oceanside,ND,1-400-448-4164,4.0,M,0.0
ztr13910,63.0,54771.0,Djgytgyaqwjly,457.0,0.0,,RTIODLJYOFXNUVDMYOGFJAVRXQLDTBYLRNUYQDL,2846582.0,,HCA,Tampa,British Columbia,1-032-348-5444,,S,1.0
ONK13911,86.0,464422.0,WTIOUCYVWMEAMONENRJSGOVSQSQGUEQWXWJIQNNVISOBTEVGDGGIUOUKAXGAXKBSNWTFMIWVKAGCCG,505.0,4.0,United States of America,Dexjomndfqwxqiidrgeopnzxyjxrgqhjp,3966461.0,O,Coventry Health Care,Baton Rouge,ME,1-450-738-1680,,D,4.0
awx13912,43.0,415517.0,QPANIHUAFVWGNPDYRJVJKNKDLOAQFGCIAFMNEPREAJAPMYMPURHQGHWLVQWVMWSDMRIKNLRCBNFCDY,476.0,1.0,United States of America,Eoscjsjqfvwlzkcbcafrzrmnhxzneszaiarelauyvmhpjimiqyczclgabdwehmqjket,380916.0,O,Plains Exploration,Santa Ana,SC,1-693-353-0047,4.0,U,3.0
Ryr13913,63.0,110833.0,Juhywabxyqaswuzqdkmfaiubcshmlzvlhbzbdjuosmrkrqonxqbayqjlk,399.0,2.0,United States of America,RDVLWBIRTRUHUNARR,1321135.0,R,FMC Technologies,Winnipeg,TN,1-302-308-1913,5.0,M,10.0
qah13914,83.0,180443.0,spewkgjjhuyzdcgvgarteejoqoyojcxogjnrjfxktearwoneisuqaai,772.0,1.0,United States of America,Dhixzmcnujciemwfqwnkfuroxuytruaerzlmavicsflwnibveujaochptjcsomwszkikedxutbnlzy,396974.0,U,Valassis Communications,Ottawa,MT,,0.0,M,3.0
Jaj13915,19.0,363506.0,XVTLOSMZLPTGQUPTGAUDJJCKMOSPBIUDTXWSBPIYMKZJRRNXVPWX,410.0,2.0,United States of America,Bkdtsuhnhmbrqbqpmtdxvbe,738013.0,O,PepsiAmericas,Biloxi,Quebec,1-681-087-9468,5.0,D,3.0
Tzo13916,46.0,58149.0,Qcyjfcffxntiwlgaxfqheuldgitpwlbejlndsjogmytxjwebximgfhmuoaotvejuhopnbmskesmuntk,542.0,5.0,United States of America,xtudhosmypdwlwtojvukminuoqwtcxjfrkqnedvas,2308599.0,O,Sprint Nextel,Great Falls,IA,1-981-003-4317,0.0,U,2.0
BTJ13917,73.0,232020.0,Uoagdncrvrhsyctwrjt,780.0,1.0,Canada,FBXXMIVIOKXFZKPXVWXFRCRVLZPMLAEFJETIGANLSUSJQZMMJKHRPDXUMJMWFBSGTMNKLQVTVBHVTO,3981033.0,R,AmeriCredit,Miami,OK,1-252-355-7571,3.0,U,7.0
Bay13918,43.0,316474.0,,736.0,,United States of America,uacfsjpdrdyzmdldsrcpi,1163626.0,U,CB Richard Ellis Group,Houston,MN,1-836-273-6192,0.0,M,0.0
Ydg13919,24.0,261926.0,Tjvavakbainmjsycdqhbomxzwvanwhnidqbdohbbdekheolfptaqexiaginkymqhggmbv,317.0,1.0,United States of America,Jjsjjpemxwfuheuiisjdlhxn,1061919.0,O,Insight Enterprises,Saskatoon,MA,1-606-434-4128,2.0,D,1.0
yzm13920,98.0,233090.0,,527.0,2.0,Canada,VDDTHPOKCZOHGKSXIAOENHENTSGODWSNREVDSHTUEGGFSIGVNMFBJKITJHJGSXJHHQWE,2084315.0,O,Weis Markets,Lafayette,KY,1-183-030-1872,2.0,U,2.0
psa13921,76.0,301863.0,Rcrtsgavcbwctklujfoskywumknealfxfnnwviufqphuhibtpeisskosilkkenpmje,688.0,1.0,United States of America,Lstwuuhxosekhbpquntalafwu,3971659.0,O,Macy's,San Bernardino,MT,1-080-823-7999,5.0,S,8.0
Upi13922,88.0,265532.0,icdpufhixuxtsqwfizwxacsmrm,743.0,3.0,United States of America,Gyelclnbfvfomgkfivfsxllgbxvw,1808436.0,O,Western Union,Las Cruces,OK,1-100-841-7504,4.0,M,6.0
XUA13923,50.0,77998.0,jgmdpkntkcbkfxcddgirlkkfqdveprlsfofg,499.0,5.0,Canada,vqfxlgtx,2696965.0,U,United Natural Foods,Springfield,Prince Edward Island,1-786-279-2981,0.0,M,0.0
rqf13924,95.0,234183.0,Muthrxlsvzuxgdoogmsiinsibjxjepq,725.0,0.0,United States of America,XBPEDJWCNLLECIQVMKGGBPTOAIFMRRZSJCSDKIPEHYRVOCKBMWDEJGYZSLTIOQZKXSLHLSITVJIYCHJW,3241209.0,O,CHS,Riverside,NV,,1.0,D,9.0
OVJ13925,84.0,290353.0,igrehe,,4.0,United States of America,Ekbvzgwrawhgyyigvferjimfvraegd,99121.0,O,Enbridge Energy Partners,Indianapolis,MT,1-884-271-2918,3.0,D,0.0
Rwt13926,72.0,78188.0,,377.0,3.0,United States of America,fedjudawjynetovwkudozbjfvjqqjejpsdzlsbmrzgrtoaaphfxnfljxrjh,2411633.0,R,Computer Sciences,Orlando,MA,1-564-433-2755,0.0,M,6.0
Zlo13927,55.0,199557.0,Txvgpkjiulblaexmbpwncxdqyecmltydvgdifireezjpqchdzpxvzidsdeqwprzcjegbyuhmo,411.0,5.0,,Ktznxqewrbbqqqppjmkkskddbtwivmtmclarawxqognrrnowhwakhugsgpdau,3936495.0,O,OM Group,Anaheim,CO,1-526-735-1170,4.0,U,5.0
