NumberCars,OwnOrRentFlag,City,Gender,Phone,MiddleInitial,Employer,AddressLine1,AgencyID,Age,NumberChildren,MaritalStatus,Income,NumberCreditCards,NetWorth,PostalCode,AddressLine2,FirstName,Country,State,LastName,CreditRating
2.0,O,Austin,,1-928-891-3720,C,WellPoint,TDVSSCTKOHKFWQNRFZSUBQZAQYXMYEHTKIKRTQYJGSBRWOEGJCOKOUUYFQSWDLX,Uvj10588,9.0,1.0,D,20780.0,1.0,3972906.0,HBOJEXNAHUVD,,Nkewwmvkpgvzoprfqpokxmjmvb,Canada,LA,Uvjgihfbsopnwqwvb,535.0
4.0,R,Oakland,M,1-149-764-6107,,McCormick,ojmfvbjpvlcnhqlwowgszazsrkmjqwkvwlyvtbbjtuzbvpolmedbsefqr,ybf10589,82.0,4.0,M,385140.0,4.0,1390591.0,Qegnxtff,VIXGBEIBIMZPYEIFZWHWGMIDEGKLBFSOXZZLLCXWLHAPBISGODKLGMUZYKCMUBNXQEGEXKESBR,Nqhbnmmvitfodjx,Canada,AR,ybfkk,453.0
0.0,,Elizabeth,f,1-728-413-2669,,EOG Resources,,Kso10590,64.0,0.0,M,468601.0,1.0,413302.0,Hltnoz,flhwqrnvayjphdedcfrmkrwrpggdujrgjmjnhvthtanhhqsewninodvtdugfmsrpqwqdqglq,KRUMBUZDTTQIAOQQIGALGNOBZE,United States of America,TX,Ksovcmmlmhd,633.0
1.0,R,San Buenaventura,F,1-296-604-0696,,Del Monte Foods,Nrcovxsfekfgvagfivveleggkifkcinefupzzaxvkzainlxrvxgfxfsii,Xjf10591,81.0,5.0,M,128527.0,6.0,1143239.0,,Zmudtcbltlnrxbjgnunrdepjfgoydqqgyycjzawsdvanvrjetytpckfmuabhogop,WNFOCSKEAWBXDABFSHIHBQFUVFQNV,United States of America,NE,Xjfgvnvbcyossgvburbach,349.0
2.0,O,Philadelphia,F,1-205-092-0767,,Levi Strauss,,ztv10592,89.0,1.0,D,369864.0,2.0,1787403.0,RAHJYFJJE,KPMOPCFORHNXRI,clqgaeebssj,United States of America,Saskatchewan,ztvebp,520.0
2.0,U,Regina,F,1-046-855-9184,,Itron,Taxfvlerjpvmcrwlgcrczvncipapqfklwttozqmgk,WHA10593,55.0,4.0,M,429335.0,9.0,2702865.0,,BJVBVFBLINWSMOKTALW,Iapntoksnybfnpdktx,United States of America,NV,WHABAOGKZBRTU,531.0
3.0,U,Grand Rapids,m,1-186-022-6949,g,Knight,QDZLNZMBDZCHOIWOLQRFYQOZQSIUUTGSVKIDVQGMRWGRXDWNCJGMPJJSSFPWM,Wdt10594,47.0,0.0,U,383879.0,8.0,3375206.0,YEZSBTBUSMZ,Fzdcaypyktfeqvmskq,wajkrolrvtnknhqjcoqlturnnxjpe,United States of America,NY,Wdtdfbopocqpaelkss,658.0
2.0,O,Tallahassee,,1-631-164-9078,O,Furniture Brands International,IEUDXKKHBZXJAU,JLS10595,33.0,0.0,M,483924.0,5.0,2153174.0,Poqvmfqs,Rzyyxayykqkfbmpvdkbqvzxohvravyrqudolptudhcpncnqwixebhdpmzytgnagjyovdohru,Vmrzggwqbvctlnwsqlwxgd,United States of America,ND,JLSXGBFAEAJILFPKNVZITTHCOJC,385.0
,O,Sudbury,M,,,AmeriCredit,Jbswpyenxdvlgrutudkhqcfbeoav,rit10596,75.0,2.0,M,400338.0,2.0,1809319.0,Cafcmqqmxftd,Dvbxhpvhvirzplgiakekpbyvxknyemfgcvppqbvrdrbgrbitwbjhfxueohpdsahxpfsdxj,Lvgetingqcmdeeeaskcrl,United States of America,AR,ritxwdhq,561.0
5.0,R,San Jose,,1-267-153-9411,I,Piedmont Natural Gas,Sxvzsysbiqrbykuoxrbjhladmfsumbvabbgknponoavmkpflrcuf,JKY10597,94.0,1.0,U,219274.0,,,OXDGQLKSMTKW,payxsgbiofftxjskprmwnakffcozsyaiqyvxqyqfskmsiibtntf,gjujhlibdshcpoxglqazmhhwgta,Canada,NM,JKYTIIAUABDWBPUOFTSIPT,351.0
3.0,O,Fargo,m,1-252-104-1378,v,Calpine,Ujrmnzczbangqgqpsusxhrwvnqfzaizrdo,OFF10598,71.0,0.0,U,138496.0,8.0,580183.0,Uhwdbdjm,LERLRSYEEIDRCIKTTTKFKUXZSXVJNWKKWQFDHABJUXQWRSTSFAZMLWGUVR,kgjumsbonw,United States of America,OH,OFFLG,489.0
5.0,U,Abilene,m,1-400-544-9828,,Clorox,chgtpqvixtusefhbgnhdmdmokrifcmgjobqanbmjrbhniwaeenbpstav,Rqn10599,20.0,1.0,,269559.0,3.0,1685235.0,BQHPDMHRWWB,nrbvfebkqbcefavbddgtrqtgfzvvezvsxiwyabshqasahmhqtqbribbjacofcybptfj,Xvcogkbehrryycs,United States of America,KS,Rqnxlckuxgntxhcjcuof,705.0
1.0,O,Bellevue,,1-199-683-9557,O,Merrill Lynch,Kkkqrscpuvsghepyphtobvfmcmbntcvnrwrtnddmygelzcbjxhxkw,Env10600,43.0,0.0,M,465490.0,3.0,2252935.0,nngbyonrltpp,jnitqdruutzmxasubgateysuxttikwkfwkgxzq,Tjgrdhhqvawqsvvikievnyju,United States of America,MA,Envybqodhdujktkdwbhvmbbchiqf,523.0
4.0,,Kitchener,m,1-533-073-3233,L,Helmerich & Payne,Tyaahnitspqsqgn,MDP10601,72.0,0.0,M,260885.0,9.0,551970.0,Dvowganust,Twzhps,Qufwemjgd,United States of America,CT,MDPRDCUUXWXV,366.0
3.0,R,Vancouver,,,,Hospira,jkenveczacbdpwslaoijswmgbicfpasdlurrqkxalbp,Nav10602,94.0,4.0,M,244725.0,3.0,2215503.0,Gdxspbaruols,Jziplavqsjodccdjsxjsqqqbexxti,Etvlwvzajznpurghrpiidpnq,Canada,OH,Navfqcfxxkupwfxus,321.0
5.0,R,Ontario,,1-401-694-5342,n,AECOM Technology,,woo10603,99.0,1.0,W,129719.0,,2840124.0,Qerpxt,Pzfpdi,tgfrlpppzbaj,United States of America,GA,woosablmkhqdqowknf,539.0
4.0,O,Bellevue,,1-766-245-1682,n,Biogen Idec,Twtdkoumqnfrcqcbje,Cyp10604,15.0,5.0,M,434635.0,2.0,686187.0,QKQFOG,Felsvrjjueevzlfdqwyvfqnyheyyicnupbilvycaxreayanlsnybhvtqxcugehonsoasogkxddhvda,fqeqbgkbtnlfqs,United States of America,ID,Cypalmmkweqfehexhqdjud,546.0
4.0,R,Corona,m,1-543-183-5093,,DISH Network,ajakmdlcpoybwbsudoktujylwksytnenxgiygofowerlhxjajwuyokrkeryuehxrvkdfffapurebeag,Axe10605,0.0,3.0,S,225290.0,5.0,959242.0,gferne,Lcneleunrirhxnwhohptitiadwajwojngogwqcqvlckmd,iqohbtpskgvxzmrrjfkuidpqnzgq,United States of America,IL,Axewnpdpubwrbvtjvme,503.0
2.0,U,Tacoma,,1-607-692-1878,,Automatic Data Processing,Wulhrgpxlhlkngokmtsgpkqzzkqayxwustdgbkwdkjqdfvazogdjmzquqgarkal,qas10606,95.0,0.0,M,210971.0,3.0,748268.0,Rxqsea,Voedawh,Rspmfrtotdaayausawbgkz,United States of America,AZ,qasbgo,816.0
3.0,U,Washington,F,1-619-063-0861,V,,RLIFVHUZ,gli10607,3.0,0.0,M,420130.0,1.0,2376575.0,Irqlmc,HTUXWYTIRHZCDRSWWYHDTEVNYVXZDUWPKKDXNUYWXSJHBFESMPBGGMCUYSWRXIYZWBVST,Mihlqrhpsaberor,United States of America,AL,gliurbv,533.0
,O,Evansville,f,1-375-119-4595,p,Duke Energy,GDDFRNICPMAIJBSRFCUXIJUDRCPKOCTNGCAQPWJILZWCNUTDXIPOGWWJRKUPFGOTYJIMUXZORPQFQFG,Uvu10608,,1.0,M,60606.0,3.0,376695.0,,pumndkldihfkprliecudcrhbjnqnudocyrwsgxrzymbipbjxfbzsoaogjvzqhftmxro,Uhatyqxeafoyvtrngoiyja,United States of America,WI,Uvudh,414.0
4.0,O,San Buenaventura,,1-882-663-9182,,Foot Locker,qxzbhcshbwmhqbxthmkparfvhkaygwuabtbbelzurytjmrkcfbvoonjqyhatclqflnqc,Pvi10609,37.0,2.0,D,167910.0,1.0,1105667.0,pwprdeclkzgy,REIEQNCRTGERYETEP,Rkghhrwaakriuhf,Canada,PA,Pvirtadwqdomispfxlbf,795.0
4.0,U,Chula Vista,m,1-465-676-6139,f,Country Financial Services,HBTTYCOBTVPDWQXXKOEQKZTQPQL,xxk10610,66.0,3.0,U,324127.0,8.0,1731320.0,Jcfpwekmkxww,jvrrnjjggickqsdkrkxhygvqctxtallofeshaxenmijktiwdrcpcrylsjogjylh,ZPAIZXGJIXDKHZTWTLXTRAFJKJI,Canada,WY,xxkjwxqd,727.0
1.0,,Tulsa,,1-509-860-2326,n,Office Depot,AJXUYEQUYWDYDSWTWDRMAEBPSEMFHBRXLTCTIHMWKJBQMMUWKRLGZRZURFSJAC,Hwx10611,84.0,,M,4817.0,2.0,730338.0,vosucohxkq,CGFSESFUICDSVWGJCBTHFSILBYFMCDIRCOMGAYOBQBTOFF,Zmthwq,Canada,MT,Hwxjwxt,812.0
4.0,O,Milwaukee,f,1-705-134-8323,M,Valmont Industries,,Ras10612,53.0,4.0,W,468354.0,10.0,103106.0,tcmisacd,epaepejzzbgagdtdebnhmpyngnkqvwhoagokfngxmfrdughplak,Ylguznnoc,United States of America,IL,Rasrwcgyukwgezoglmbzuoguteg,700.0
1.0,U,Pueblo,,1-868-957-2371,,NCI Building Systems,tgkjwhuepodbudnpyel,Pux10613,61.0,4.0,M,460865.0,4.0,3833270.0,Xgtgwle,Fvxmxcppurssoogthhskzagbrgmlooufawppglvdxmbhwuljzxbggfvrptnzgy,amyglomexsuf,United States of America,CT,Puxfgwlreiehnhfbgnoperet,700.0
4.0,O,Milwaukee,f,,P,Microsoft,Tvawbfbnkztxbicznotjkjeqmibxvmmptlktldaysruswafqlhkiveodeni,Rlk10614,50.0,2.0,M,388562.0,6.0,3085705.0,joqnyew,vhfbictgvjhqeebsarmdnqlfbgsfcpgftetaeipfldylrvnwqtgdntobansooju,Hmkosuqiuq,United States of America,AK,Rlkvxhmpanuphizbfbxqnmanuuzhs,787.0
2.0,U,Naperville,M,1-087-846-1491,Q,ServiceMaster,WVIZE,Xiy10615,,,W,172623.0,2.0,3121707.0,Gxzhacnr,Jqskdmpsdkilklmtojymcvdszeqggcjqcixnt,hfsatrgqivf,Canada,AR,Xiyppwxkokulxad,764.0
1.0,U,Tallahassee,F,1-646-574-2915,F,Iasis Healthcare,SNSKWDKQPOEMHTGOSEKOPDKQEBIEZDBTBQNBBU,Gzi10616,87.0,1.0,M,68630.0,5.0,2789453.0,Asvszemdv,GYAKS,Nqehoegrjhjwmrskwdbeubrynzghsc,United States of America,CT,Gzilvckzhmnzcl,
1.0,O,Grand Prairie,,1-425-468-1496,w,NV Energy,SNTGEMPFSHFWTKLFJBGWXYNYTUCEEZSZRSTGVSKITYZLLNBYLPBSKH,MXO10617,30.0,3.0,S,72600.0,0.0,86821.0,Tjmxds,kjskzfohwedhbldchnpuxlwpfcstyuwtmegksjnjovamhadowmamkylmdqsikruxbcjkmgfmjvk,jbjtftxeowxkofcdybxgktf,United States of America,PA,MXOMLAAQDWAPSPOGRZQWKEISM,500.0
3.0,R,McAllen,,1-906-976-1705,,Enersys,udjweheeofmdujqrqtuhjkuntqcudgunbkfmlyicednipcusjyy,gfn10618,,5.0,M,308111.0,0.0,3527914.0,Sqoeh,wmtvohevikw,Gcvmtchulwywsn,United States of America,ID,gfndmemodoxbgtzofwksvjdwpigx,661.0
1.0,R,Amarillo,,1-764-125-3914,f,Baxter International,Hhnnsbwihccxvibdegmcmejotxcsisqbfukhgnwrhjbezwjawecppahxphxdesosor,TEC10619,37.0,5.0,M,444158.0,9.0,3027065.0,orbcenkr,GHWFHATJ,Xltslbmjkgpllapoznqn,United States of America,CA,TECXQLUQVYURU,339.0
3.0,R,Aurora,,1-922-378-8089,q,RBS Global,elmkjlktzpjoacmqbhdrppjuzxgcjwvgwyyzdteelutbpfufoaykyixkduumxnvcavirwqgitw,uln10620,20.0,3.0,U,15411.0,6.0,,Mzrenxsgaknu,Thcvkjxzgppqsrgdkex,Cxdjhezvrcy,United States of America,TN,ulnbiayhcyg,483.0
2.0,O,Fullerton,,1-405-040-9966,M,Citigroup,ljbfoalbcepkdmidinrmguygdygvkusbbnknxaxsvctppqrrseajwjqgfqaxukqtiwinfuldz,rli10621,45.0,0.0,W,489699.0,3.0,2282106.0,FRQSVUKQOU,xapzwfsrsmipyzomeuiibfwbbhuszlpxcmehvmdittzrkvtnqsxcbxen,Jnqkshqjorfpbplcaceosxbug,United States of America,WA,rlihjgpaprpa,380.0
5.0,O,Columbus,,1-293-554-7479,,Pactiv,cfnshlrykngmawbxndatmnpeevbmrrhvgqzybkfgepqviyqezipblbhvnkuzgqblzwysddhcwhdm,ruz10622,14.0,5.0,M,359140.0,1.0,3704438.0,tcorlsnmjctt,ipqhlueknvxevopxtesxmkhnylrquwqyskcwmf,SGZCRUUXJRDLBHCTU,United States of America,Prince Edward Island,ruzqxjqnvpjkbrgnftjkn,338.0
0.0,O,Tucson,F,1-532-893-6824,,Anixter International,Lylxwjhhcxmdgxhyrywhloymqjeojzibxwrrbkjlefqpgshavjjvcdambtqlmacllpjuboaoeapsclo,cii10623,24.0,5.0,D,247589.0,0.0,108400.0,joevdzr,uivlkijuujauzwldxmnwgmaniburumcdawgp,Peqfmsjjghagmvemfgiowhxkff,United States of America,SD,ciieexixpfiohojbkireptlduyg,392.0
5.0,O,Montgomery,,,E,OGE Energy,Vxczanruyaexrusgushwfkidwhxy,gse10624,74.0,2.0,,119695.0,8.0,3010887.0,Ozrqo,BBWOZQWEKCSYJDRELYHTWLWMIQVVUTEAQWXCSYEXAEOIHGHFHJHEIXMY,SMEDHJYNYIOWWAFDMKF,United States of America,AL,gseulwjbvorsniesatylneqe,433.0
1.0,O,Charlotte,,1-635-678-8473,N,Polo Ralph Lauren,Svfoaejtiisyfhungpktngbxprpltkvuekhvbwaezvkfjyvtwpuujs,Rpb10625,35.0,4.0,S,,10.0,676920.0,Bvyen,MGOSGRPEFLTWTNXLSLBYMNTMXURVMUSGSNZCZH,Rahhxkuxerzhxifvypmzsfcingvv,Canada,WI,Rpbpnbbdb,482.0
1.0,R,Yonkers,M,1-005-629-9706,,Frontier Communications,Pqpndaxliifrmbyxmpzftsmxvznzddnmlpamofffbpbabbxskoiimsinaczfizrspbcvn,Klg10626,46.0,4.0,W,140457.0,9.0,,Fcoedgiz,Igyspgupjcskkvpqoixqunikztlaipkmqvixilfxfphismyagtshhintxrrxpuhngmtap,MRKPEP,Canada,NM,Klgacbdpqpxnxq,520.0
1.0,O,Rochester,f,1-693-047-4731,l,CB Richard Ellis Group,fytorol,alv10627,22.0,5.0,M,422599.0,2.0,1362516.0,Wjfvykj,,IHFNXPSDWUDJHIKKSQNTBA,United States of America,PA,alvervpmziadokguexezcoyqjjnmpv,605.0
1.0,O,Lewiston,F,1-404-373-8064,,AK Steel Holding,WSPBRWFSDDVJRLFQTZBLODBNIOOHWAQ,FRS10628,,4.0,M,211521.0,6.0,2290724.0,Dkmrkeb,Wwsbcwjtvdqmktaldmgtqqaahwwefyfyqqzgnscqodkvsybgamjlykxhfmp,eiqhcawagkl,United States of America,MN,FRSWHSLWYUWGBRSHBE,367.0
2.0,O,Lafayette,F,1-060-435-8227,D,Hubbell,XLEUHTEVPHBDMDYIBYYCLDPQGGVPTHSVLHRGYG,Erd10629,87.0,1.0,U,95603.0,9.0,,Jqvqoims,Cofduthinqevaivhwwnpbjrmfhadxvruqeavayrmfjghfjmoutoebeumka,QHHXHBDAVYUJSZIAJIQGOULYJGQK,United States of America,OK,Erdxoi,366.0
3.0,O,Biloxi,M,1-112-534-3114,B,Micron Technology,DGXBKYKZVSFAJDQCFWZCPO,QDV10630,94.0,2.0,U,482299.0,4.0,125651.0,WDUCSPKNR,Nsjmstrnjnuqgundkpswzrtjqvawszhlowwxeaxjpy,CQHALIIUWJEWQPQAYXFFEJFQ,United States of America,RI,QDVNCITMWLBQPYBFTIEZNBY,745.0
4.0,R,Fairbanks,F,1-868-742-4510,Q,J.P. Morgan Chase & Co.,Ffvkjiegsymwwudcmuljqapmiaexsr,Yps10631,6.0,2.0,W,114219.0,8.0,3885388.0,zwfuosxqmdxj,Kzrcgqjcncfutnnjjogmzublejkkppvkqqbkgrdbpfvsxbxtng,Qrjdsnprrotbw,United States of America,MN,Ypsavxaptrngwxbffxhisexxievxqz,414.0
3.0,O,Dayton,,1-721-286-4219,,E.W. Scripps,Mvtnmpnpxpuwjjzo,KOE10632,69.0,1.0,,152214.0,0.0,1303527.0,TUICW,Arxzsmjefspkyfjpkxisindgjgpiivvwcscckuhzidejdxeqpmpdcgartebdrtcjamcq,zbnclaoxfqezyuscw,United States of America,Ontario,KOEARNHLDAZSDBOXXJZNVBSBD,414.0
0.0,U,San Buenaventura,m,1-307-981-4112,,Intuit,lqgahntncfnscacnttpyfsvuepuoyuleyiepmbknukdyfv,Qpr10633,95.0,3.0,M,423890.0,5.0,2373456.0,qnmtezgb,Zmurejrtzbxcgxvtmmbhirpzhs,Ormwankkictstneg,United States of America,AR,Qprsztvlapixvelonmsqxxqcuugo,686.0
5.0,R,Dawson City,f,1-587-309-6760,D,CA,Hdnilbrqwzvxkbredigusjnarfubjlktfjkuaokva,Lfm10634,,2.0,S,382458.0,3.0,3848232.0,Unobntcocykl,Cotoxcwyivtvmhhrwyvskzwjcadxstzinjpbjmqkfradxhfixc,FWNXOEXWLBDCTCH,United States of America,NC,Lfmahwcleuzynxlfqvglrmcvzg,615.0
3.0,O,Newark,,1-098-011-2223,g,Ball,Dranmwzapnitnpkefbvylytbcgrdqkbbdduzqrjkwcewjbpqnrgg,Dly10635,88.0,0.0,S,192268.0,4.0,1310885.0,Lpsnpp,apaldipvsddnbqvfsjarprrjpinlorergtyeolelhncmlyslwapnsizuywlufg,Rtipjlhjrreltifnqjurhfhsv,United States of America,GA,Dlywedtz,545.0
5.0,O,Seattle,,1-425-647-5852,,Hub Group,Akaaohsqsskwcbpzlclaexwfeaiyfmmdsborippenebmfndcwds,dut10636,42.0,1.0,U,228425.0,2.0,2733440.0,BNIHE,tsjeswimoppqi,GJRZEY,Canada,CA,dutkjtnkhephhwsbowgto,493.0
4.0,O,Edmonton,,1-363-500-0905,,Kellogg,,Bpc10637,49.0,0.0,S,155536.0,8.0,1668048.0,Lfhqknctz,Nsmfxfchrgpgtgcw,kwfriixkapmogwe,United States of America,Ontario,Bpckvgnuqnghdyogppvzwjmfjrjk,342.0
1.0,O,Sudbury,,1-402-022-1763,,Jack in the Box,Wclmfimpfxlygjvegalnhtoibxdnmbneolbjfzss,Kdp10638,96.0,0.0,S,250855.0,0.0,,fppdrtmq,vrycmahnwhfrcpksxdjfcahgauramnbkvstptyiktyjuxydmunojsgnnsqcyyyqvdqgzvzivb,qlmhofstfdhrvusauzexovkoypados,United States of America,CO,Kdptoajbsmqvmhzpxosuy,679.0
1.0,U,Tucson,f,,,Rock-Tenn,Ldkmgdifjhezszsbwbqnpxjusgyxmbpkypqxjdwtpralkvjutyfzerri,exz10639,33.0,1.0,D,314819.0,5.0,3475119.0,Valzqhg,,zbxpjdha,United States of America,OK,exztbedjpoqzk,697.0
2.0,O,Dallas,,1-061-507-8062,U,MetLife,Odcybbztjg,Isx10640,28.0,1.0,U,24568.0,4.0,131516.0,DQJBKIOOWBHL,jnhocwakkodsxzstlqdv,Cuwmejfvgc,United States of America,WY,Isxsztotm,507.0
3.0,O,Baton Rouge,,1-500-536-1997,,Circuit City Stores,Njxpautycigripnbekwnkkivwxrplwudtpksnuspudlqbpxclkpxbvhqlzqgzwrrohs,jfj10641,6.0,4.0,M,432780.0,5.0,318373.0,eghsw,Vtbfahhxzjvyumvzdbncwzdaozfuyikscsuyojbtwtwuirswnscrhkzcxwhmeshphkmwdqsxobbdsd,vzubtqeggddlsxzftewd,United States of America,Saskatchewan,jfjrbhchuaydq,717.0
1.0,O,San Jose,,1-001-097-0990,,Cenveo,Shmdpymuicceyaednrdvhlkrhrevomnqybdofhjzuskuvzocbwcqkxhfbaechwqfosjif,Sgg10642,27.0,5.0,M,370083.0,9.0,1772755.0,Bixjuicn,Hbkhuuuratiaauughzlrrmktpbjthijuqxtxfnxhzqwquoqvbscgupp,jlxubpxtfbprqdrmpirfcdmf,United States of America,British Columbia,Sggogmzhi,620.0
0.0,R,Little Rock,,,k,Autodesk,VGCJUWXJJWGYJWZOXMMCFWTQAYDJVJPZPOENDLSNGGBOINJGXJCDF,JYB10643,23.0,0.0,S,50628.0,3.0,1225860.0,Floxc,FYRLRMBOFHVNHLNLODWDKXOFWES,UEEJHSZTLUQNMIOVVE,Canada,Ontario,JYBSCCMJNABYH,485.0
1.0,O,Hilo,,1-598-777-2070,F,Raymond James Financial,Paabbcz,Qlf10644,30.0,0.0,D,486319.0,10.0,348085.0,Nwcbctqrdag,XTXKXDGVHBFA,Jrisdkzlgb,United States of America,WY,Qlfhdtwd,445.0
0.0,O,St. Catharines,f,1-465-720-4472,,,yarwjusddnyhlfaiwzugrsbjfmhtnaerikkvvtljrdbwvwhdforxaeqkvujhcmkneuonemnrqxw,jjx10645,59.0,5.0,M,38046.0,1.0,2299258.0,Iikms,Bulnzfqvjx,Zmhabcezcklohkbwzzguwhxqwnqbc,Canada,MT,jjxpalquwu,476.0
1.0,U,Charlotte,F,1-965-445-5546,,Scotts Miracle-Gro,Roxlixvpqaynacmvbhlkrmvemhupuyxmvangjbajvldvuwyhtwtyi,Ttg10646,62.0,3.0,M,388741.0,6.0,,Fsmlfdrpmxj,NZIJKCRFQGTNRTKOLUWBMUIRIGJKQQFEZQXPOQG,CBNJDQZOFHSAFNBUIPZKUGKPYIX,United States of America,WY,Ttgicloesgfgndexhwmsgeegehh,317.0
0.0,O,Evansville,f,1-416-579-6276,,General Growth Properties,QYGQZJVL,Jng10647,63.0,1.0,,418661.0,10.0,43275.0,Uokgorsym,,xudmcbkjfcslxuboqlfcoywb,United States of America,IA,Jngcpppnoaiiiliilvghyszvbqgyqa,420.0
0.0,O,McAllen,m,1-797-998-4391,e,Reliance Steel & Aluminum,Wlzdrofbahlsgurxezwdlgdwpggvdwgkmjznmgnylvevqqisqwcntpkyzrtvsxzuycurceylnoyfuj,Wpt10648,69.0,4.0,M,138265.0,9.0,1123645.0,Fahhrtywud,Bffeymcd,Uvtyvwffkbo,United States of America,VT,Wptzabfkblwhvoccdf,639.0
4.0,R,Cincinnati,,1-465-308-3979,S,Superior Energy Services,NJBYBEMCKPKQFISVXPDSBWHSYCXIECQVFYGIRLLALOMPMCDYPNYZANBTILPJ,Qka10649,36.0,1.0,S,178701.0,0.0,1746003.0,verpn,RSTAQLVZQ,yqitxjixaiessvr,United States of America,WI,Qkajkbimmfavnrwzteyeylmerlqbyg,593.0
0.0,O,Rancho Cucamonga,,1-622-406-8301,M,New York Life Insurance,iamlouc,Ywc10650,75.0,1.0,U,,0.0,1826851.0,MMDKOPBY,Vbvdxywnkaltagtsrearnuciegzbankjhkzkkwaviwbjgsoqlfmqnbnjcoamrrpjh,YRVHRIAGX,United States of America,Ontario,Ywcboinqhxrbd,459.0
3.0,O,Shreveport,,,F,Aon,Oocpaqphvpcvlbztyud,Zgi10651,52.0,4.0,D,,7.0,3902659.0,Idttyrjxmr,Qpxvwbiircdlwiqigabusb,BTFXORRIUZSLBF,United States of America,Nova Scotia,Zgixecbedptqsebpyenozg,569.0
4.0,R,Cedar Rapids,M,1-449-181-5155,D,Hubbell,Pjieon,hot10652,45.0,1.0,M,457485.0,5.0,756473.0,Nwjfgfaf,Ebxiawspncqmduvikqhntgygepgauivlmstec,Geamlusudhlgsbjodm,Canada,IL,hotyujmqydepatqjskpaahhvrtiim,383.0
1.0,O,Boston,,1-586-917-3804,,Automatic Data Processing,Fjydfwusmwjlszjntcerbo,gub10653,68.0,0.0,M,159744.0,8.0,2375970.0,Srdqpgb,,ZBDXQIWHYAUJHEBSDUHVO,United States of America,NY,gubkonwrhhajad,343.0
0.0,O,Des Moines,M,1-126-841-1247,,Peter Kiewit Sons',Wydjqfsjpduldgsgtwgbpkltqcoiluujwjxordobzdpynaziqculbaumxbnjsislirxksnkljlsunwd,Qnt10654,38.0,5.0,S,330854.0,0.0,3820831.0,Mhqcytcdc,Jdffhcnuuedxkfctdrewymvsyitdatofrudelhcfnbzwovokqejzecnknyildv,Rfeknxavrk,United States of America,Alberta,Qntrhpupfdcsl,460.0
3.0,,Washington,M,1-583-724-0654,,Penn National Gaming,,vcw10655,29.0,3.0,M,157184.0,5.0,2131915.0,SBRXMXO,,Ydgnqxooxnuvqrjacddiwybfikkix,United States of America,PA,vcwdhykzxeyyzhrnbfanpywptopf,553.0
,O,Garden Grove,F,1-009-083-6592,i,Verso Paper,Xizlnqhqxecutkhecmlehpuzmpstrhwlocjdkmlhnaolqvgnazgoefkfxqgyqucric,kog10656,75.0,4.0,D,171004.0,8.0,3417961.0,Ggcnll,DIKEYJEMBUSMB,mmmnqw,United States of America,SD,kogxmxfpprwblgoivjmrtvx,713.0
5.0,O,Albuquerque,f,1-678-570-6535,E,Western Digital,Gemwochchictylptoohuskavnupnkmpfaxkvcbjytdrykisigjpaipsdjllhjnuisclxn,Twk10657,28.0,3.0,W,335409.0,4.0,3937892.0,MWBNZJEP,Ytzgxzjktfeyvwwresntxtctcxgac,Ihqmj,United States of America,British Columbia,Twkzzarosbvctjyajlabwz,669.0
3.0,R,Mesquite,,1-277-150-2005,L,Texas Instruments,Gsukezirsjrxszvmlhkwi,Zdi10658,32.0,1.0,S,314789.0,9.0,2140609.0,Jzhuedffp,Rhddu,WQXLE,Canada,IN,Zdilm,812.0
5.0,O,West Valley,F,1-640-918-7641,,Nacco Industries,YOMXUPGQFFURMCRBYOSQIDHVSHSFVYCVKOQNTMDQDWQHCTMBFGGXWUK,bjr10659,94.0,2.0,U,277189.0,2.0,2762936.0,Ofbihtwigk,RFVJLVTHUTDJMSQRSZALPIGTIOAKMBJVZBEZLQDMUWGYBLICZFBDHUTGTXSDNS,Bvkkfispfpjoti,United States of America,AL,bjriemlfcebxvawkzcerpuhtp,465.0
5.0,,Paterson,f,1-934-194-6264,u,Huntington Bancshares,Gadabxiymyvkeebwjnlqcjjwvejotfpeikbxfmpjnlelpqiytularznwkhyqije,Jgq10660,93.0,0.0,W,10687.0,10.0,2766792.0,ldpmqgtg,IKCWGQAYORHMKJTETCBEKBOAN,MGGAXCQBOKL,Canada,WY,Jgqyjatlx,509.0
2.0,O,Coral Springs,,1-335-554-2472,,Int. Flavors & Fragrances,zwdhyuseqbuejmuiwrnfouqltthlgrrzfcyzhwgxuzgsqkndz,uof10661,11.0,4.0,U,427259.0,2.0,1302869.0,ffhywqsfsc,Mjfwzrzkobfqvplcgpyncyiktm,XOLPSNOSLEMV,,DE,uofkiflrpzpnwnvpqkhelgplfz,543.0
5.0,U,Cincinnati,,1-283-127-7368,,Clorox,EWPLLVNXVHTUNUDLKJ,Nti10662,59.0,5.0,U,322299.0,2.0,1964514.0,Auwyab,lwwddjlxgctniwwobi,Elcdegmdupudqzv,,British Columbia,Ntihyhrhuvybwtysmnpaqlpcxhmuc,432.0
,O,Santa Fe,,,,Pacer International,Qkelnbxvbbzxxtyavybrlcipxnlzpmbdopxkvktcqjzuljwlqrxw,hqf10663,20.0,3.0,D,343723.0,2.0,3207419.0,yoyiyaol,Nxwzbrnqyfxyyqpylcwmbjwnxchgekuxewb,Ggcptff,United States of America,DE,hqfqcqvumhhsgwbtcmcmk,501.0
