AgID,Pho,C,LaNa,In,NumC,NWo,FirN,A,MarSt,NumChi,Sta,Coun,CreRat,OwOReF,Em,NuCrCar
Cav272,1-475-590-2337,Santa Rosa,Cavasin,,0.0,757755.0,king-haut,69.0,M,1.0,SD,United States of America,441.0,R,PetSmart,
Har273,1-214-794-0930,Burlington,Hartell,453776.0,3.0,3610784.0,DARLENE,80.0,D,1.0,New Brunswick,United States of America,484.0,R,First Data,2.0
Nau274,1-988-429-0103,Overland Park,Naugle,494609.0,4.0,2994154.0,Deana,14.0,,5.0,Manitoba,United States of America,653.0,O,Liz Claiborne,8.0
Ste275,1-143-517-2347,Huntsville,Stegman,233618.0,0.0,612241.0,Laurette,39.0,D,2.0,NJ,Canada,727.0,R,Alcoa,7.0
Cho276,1-709-720-3248,Berkeley,Choo-kang,,1.0,1352198.0,Renell,0.0,U,,TX,United States of America,535.0,O,Perini,0.0
Lux277,1-314-831-7578,Casper,Luxford,154521.0,5.0,2534935.0,Meriann,59.0,W,4.0,MD,United States of America,320.0,R,Hudson City Bancorp,9.0
Far278,1-342-101-7385,Toledo,Farnsworth,438162.0,4.0,3189762.0,KATALIN,60.0,W,4.0,WV,United States of America,775.0,O,Sigma-Aldrich,1.0
Shi279,1-419-495-9429,Cheyenne,Shinjo,352602.0,3.0,447872.0,Gayel,4.0,M,4.0,OH,United States of America,606.0,O,Plains Exploration,
Pip280,1-992-551-4676,Fresno,Piperni,194788.0,4.0,3207012.0,Lourdes,74.0,S,2.0,NH,United States of America,,O,W.R. Berkley,5.0
Sug281,1-183-910-2398,Sacramento,Sugarman,437119.0,0.0,303926.0,Jooran,66.0,W,1.0,IL,Canada,685.0,O,Cooper-Standard Holdings,6.0
Kum282,1-114-136-8583,Fargo,Kumamoto,66431.0,0.0,3685802.0,Damian,36.0,M,5.0,SD,Canada,770.0,O,Ryder System,5.0
LOR283,1-985-895-6709,Rapid City,LORENZO,380368.0,4.0,3180558.0,teressa,55.0,M,4.0,DC,United States of America,694.0,O,Merck,4.0
KUR284,1-864-279-4768,Raleigh,KURIAN,7377.0,1.0,,Phedra,57.0,D,3.0,MO,United States of America,530.0,O,Chubb,4.0
ser285,1-744-443-0610,Oshawa,serbin,87533.0,5.0,3507884.0,Flora,76.0,S,0.0,NJ,Canada,609.0,O,Cummins,1.0
Ado286,1-710-698-6175,Yellow Knife,Adolfie,76061.0,2.0,2230968.0,ezmeralda,63.0,M,4.0,SD,Canada,619.0,O,Advance Auto Parts,3.0
Bol287,1-473-272-4862,Casper,Bolgos,486482.0,4.0,814197.0,Clary,76.0,M,3.0,AK,United States of America,821.0,O,Airgas,7.0
sav288,1-767-745-4346,Oshawa,savanh,436307.0,4.0,2254862.0,Yokan,22.0,M,,Newfoundland,United States of America,553.0,O,Mattel,6.0
Mar289,1-072-333-8934,Bismarck,Marco,420621.0,,91935.0,PATRIZIA,,D,0.0,PA,United States of America,529.0,O,Rite Aid,
Bar290,,Calgary,Bartush,187944.0,1.0,1818938.0,Ileane,7.0,W,1.0,NJ,United States of America,507.0,O,Forest Laboratories,4.0
Woo291,1-113-957-9923,Ontario,Woodhall,146651.0,0.0,177543.0,olivia,4.0,S,2.0,NJ,United States of America,726.0,O,Pioneer Natural Resources,8.0
Bir292,1-270-496-9696,San Diego,Biray,118757.0,2.0,3078579.0,yolande,39.0,,1.0,IL,United States of America,684.0,O,H&R Block,8.0
Lav293,1-151-106-1324,Yellow Knife,Lavelle,467906.0,1.0,1222308.0,Kitson,84.0,U,1.0,Ontario,United States of America,,O,Colgate-Palmolive,4.0
Mcm294,1-130-325-1266,Palmdale,Mcmichael,89920.0,0.0,3341105.0,Abdullah,26.0,S,0.0,MI,United States of America,314.0,O,CBS,7.0
Pau295,1-102-293-7755,Stockton,Paulhus,43770.0,,3128005.0,vradmin,72.0,S,1.0,TN,United States of America,,O,Cytec Industries,4.0
Lea296,1-177-880-1774,Cincinnati,Leathers,435272.0,2.0,,LEUNG,20.0,W,4.0,MD,United States of America,645.0,U,Calumet Specialty Products,9.0
Seh297,1-042-914-3849,Winnipeg,Sehgal,464094.0,3.0,,collen,100.0,U,1.0,CO,United States of America,713.0,R,Popular,8.0
hit298,1-074-076-1898,Omaha,hitchcock,474686.0,0.0,594723.0,Constancy,83.0,U,3.0,NC,United States of America,357.0,O,Patterson-UTI Energy,9.0
GAS299,1-217-087-5277,Iqaluit,GASS,106730.0,1.0,787771.0,ERNESTO,45.0,D,,Manitoba,United States of America,649.0,U,Viacom,5.0
hue300,1-377-905-7875,West Covina,huether,97186.0,1.0,148371.0,wing-man,56.0,M,1.0,OR,United States of America,835.0,,Calumet Specialty Products,0.0
Kle301,1-205-909-8362,Overland Park,Kletchko,161132.0,4.0,2760822.0,FAWN,65.0,M,1.0,UT,United States of America,,O,AMR,0.0
Win302,1-752-780-8339,Brownsville,Winsborrow,393718.0,2.0,2240874.0,PRYOR,96.0,M,,IL,United States of America,629.0,R,Olin,1.0
Mar303,,Sioux Falls,Marcheck,31765.0,3.0,3676798.0,Ofelia,40.0,U,2.0,CA,United States of America,587.0,O,Bon-Ton Stores,1.0
SWA304,1-147-089-1963,Jacksonville,SWANSTON,411526.0,0.0,1137557.0,elyssa,51.0,M,3.0,ID,Canada,786.0,R,Werner Enterprises,8.0
Joy305,1-956-899-9979,Erie,Joyner,316374.0,4.0,978089.0,Evvie,85.0,M,3.0,LA,United States of America,415.0,O,PepsiCo,10.0
mcr306,1-149-281-5678,Saskatoon,mcrann,233970.0,5.0,3268379.0,yan-zhen,11.0,S,4.0,WV,United States of America,791.0,O,American Electric Power,5.0
Pre307,1-880-678-6428,St. Petersburg,Presley,185988.0,3.0,2476914.0,Alka,100.0,M,5.0,MN,United States of America,413.0,R,Community Health Systems,0.0
HIN308,1-589-765-3895,Toronto,HINDLE,443246.0,2.0,,Laz,51.0,M,5.0,Quebec,United States of America,428.0,O,IAC/InterActiveCorp,7.0
Sel309,1-413-343-2912,Spokane,Seliske,474421.0,1.0,3405002.0,Ashlee,,W,1.0,Quebec,United States of America,810.0,O,Jack in the Box,10.0
Wea310,1-312-593-5173,Long Beach,Weathersbee,256222.0,2.0,1958810.0,AUGUSTA,39.0,U,0.0,MD,United States of America,324.0,U,U.S. Bancorp,2.0
TOM311,1-805-115-9823,Fort Worth,TOMLIN,396342.0,4.0,1941022.0,Helga,47.0,,1.0,UT,United States of America,587.0,O,PharMerica,6.0
Ens312,1-956-260-8837,Orlando,Enstone,4870.0,0.0,1309748.0,Partick,,,1.0,RI,United States of America,700.0,,AGL Resources,1.0
Ger313,1-451-999-0585,Lakewood,Gerlt,379475.0,2.0,3632370.0,ALYS,66.0,S,3.0,MA,United States of America,734.0,O,Arkansas Best,
Bat314,,Huntington,Battiston,422366.0,4.0,2475001.0,OVILA,83.0,S,2.0,MN,Canada,651.0,,BorgWarner,0.0
LON315,1-359-607-4329,Hampton,LONSDALE,67927.0,4.0,2075664.0,abby,49.0,W,4.0,TX,United States of America,555.0,R,Pride International,
Tun316,1-363-394-6166,Oceanside,Tunali,363160.0,4.0,1250329.0,koral,,M,2.0,WI,Canada,614.0,R,DaVita,1.0
eis317,1-015-803-2474,Winston-Salem,eisen,419888.0,4.0,212451.0,BEVYN,73.0,M,2.0,New Brunswick,Canada,794.0,O,Xerox,8.0
Vuc318,1-362-478-2862,Norfolk,Vucinich,229870.0,1.0,3049747.0,maskell,86.0,D,5.0,ID,Canada,482.0,U,Republic Services,8.0
bea319,1-558-480-1200,Birmingham,beals,158840.0,0.0,2417447.0,Charlsey,48.0,U,5.0,British Columbia,United States of America,591.0,O,Cephalon,2.0
Fer320,1-703-636-9996,Philadelphia,Fergusson,430061.0,1.0,2612998.0,Annick,,U,0.0,NV,Canada,566.0,O,,8.0
Soo321,1-154-086-1903,Boise,Sood,194526.0,0.0,734375.0,GURSHARAN,37.0,M,,MN,United States of America,381.0,O,National Fuel Gas,6.0
Bir322,1-547-387-1078,Fullerton,Birkwood,424188.0,0.0,3717995.0,garnette,68.0,D,2.0,IL,United States of America,374.0,O,Target,7.0
Ver323,1-748-212-2340,Regina,Verhotz,470701.0,0.0,956825.0,nguyet,,U,0.0,Manitoba,United States of America,328.0,O,Expedia,
De 324,1-846-315-1764,Sandy,De souza,404911.0,1.0,,KORRIE,66.0,S,,Alberta,United States of America,807.0,O,Hudson City Bancorp,8.0
Bla325,1-179-983-1576,Mesa,Blackburn,,3.0,2390111.0,Nazi,14.0,S,4.0,TN,Canada,311.0,O,PharMerica,1.0
Hur326,1-073-769-1833,Provo,Hurd,436285.0,5.0,3576639.0,Nance,69.0,S,3.0,ME,United States of America,647.0,O,Men's Wearhouse,5.0
ray327,1-353-395-2825,Kitchener,rayner,391695.0,0.0,339669.0,Corny,35.0,,4.0,GA,United States of America,622.0,O,Williams,
nix328,1-771-657-6355,Idaho Falls,nixon,479851.0,3.0,2731417.0,DANIELLE,78.0,U,0.0,AK,Canada,570.0,R,SPX,7.0
zag329,1-942-527-3307,Allentown,zagorski,409873.0,4.0,2179616.0,bell,33.0,S,5.0,CT,United States of America,840.0,R,BE Aerospace,8.0
Roi330,,Waterbury,Roithmaier,245133.0,0.0,,Jany,77.0,M,4.0,WI,United States of America,389.0,O,Wells Fargo,2.0
Hog331,1-205-874-4529,Raleigh,Hogue,181694.0,,2950835.0,Dvm,94.0,M,5.0,MO,United States of America,467.0,,,2.0
Mar332,,Baton Rouge,Marconi,106385.0,2.0,1515524.0,Nedi,19.0,S,2.0,MS,United States of America,793.0,O,Lincoln National,8.0
Col333,1-831-988-7672,Oshawa,Colantonio,488485.0,4.0,2007473.0,Gilda,50.0,,2.0,NY,United States of America,749.0,O,Targa Resources,3.0
neg334,1-079-481-2220,Carrollton,negandhi,90218.0,3.0,1757951.0,paqs,65.0,D,2.0,MI,United States of America,789.0,O,Spherion,8.0
Wil335,1-853-953-1134,Columbus,Wildeman,308552.0,2.0,1980948.0,Lubomyr,29.0,,1.0,MD,Canada,768.0,O,Family Insurance Group,8.0
Gos336,1-471-099-6976,Cedar Rapids,Goszczynski,380031.0,5.0,1630998.0,melantha,37.0,U,5.0,SD,United States of America,625.0,O,Adobe Systems,6.0
Ntp337,1-235-350-8301,Yonkers,Ntprel,348345.0,2.0,463905.0,Quinn,56.0,M,5.0,Prince Edward Island,United States of America,751.0,O,Blockbuster,0.0
mil338,1-020-844-6258,Flint,milway,406014.0,1.0,352542.0,Kimberli,,S,4.0,TN,United States of America,460.0,O,Radian Group,3.0
TEL339,1-101-164-5047,Kitchener,TELKE,55811.0,,3243615.0,fredi,46.0,U,4.0,ID,United States of America,812.0,R,M&F Worldwide,8.0
RIV340,1-424-458-1913,Grand Prairie,RIVERS,456536.0,4.0,156383.0,nuri,28.0,M,4.0,MO,United States of America,532.0,O,MeadWestvaco,0.0
hol341,1-071-151-3531,Alexandria,hollen,42908.0,4.0,3366650.0,Zondra,31.0,U,1.0,Ontario,United States of America,509.0,R,RadioShack,8.0
Fry342,1-548-500-5378,Overland Park,Fryar,319596.0,5.0,3762007.0,Suvanee,55.0,U,4.0,UT,United States of America,461.0,R,Abbott Laboratories,0.0
Esc343,1-780-269-2599,Columbia,Esch,146636.0,2.0,2915479.0,Cornelle,26.0,S,,CT,United States of America,,O,Phoenix,2.0
LID344,1-503-223-2295,Fort Smith,LIDDLE,282004.0,5.0,518175.0,Pammy,93.0,M,2.0,CA,United States of America,332.0,,Medical Mutual of Ohio,4.0
BAY345,1-036-637-5684,Kitchener,BAYERKOHLER,339377.0,5.0,3240188.0,ISADORA,14.0,M,4.0,IN,United States of America,371.0,R,National Oilwell Varco,1.0
SED346,1-117-775-7922,Lowell,SEDDIGH,391590.0,1.0,492570.0,Subra,30.0,U,1.0,NE,United States of America,546.0,O,Cincinnati Financial,8.0
SHU347,1-420-197-0842,Fairbanks,SHUKOR,319668.0,3.0,3189432.0,gillie,18.0,M,1.0,VT,United States of America,754.0,U,Ecolab,6.0
hin348,1-057-255-5641,St. Catharines,hinsdale,251066.0,4.0,1862636.0,Whitfield,69.0,U,,HI,United States of America,516.0,O,Baldor Electric,2.0
Luw349,1-864-198-2367,San Buenaventura,Luwemba,122433.0,1.0,1891784.0,Shana,60.0,W,1.0,WA,United States of America,737.0,O,Smithfield Foods,1.0
PCB350,1-089-865-4449,San Diego,PCBOARDS,229086.0,4.0,2999683.0,Kaile,77.0,D,2.0,Saskatchewan,United States of America,404.0,O,Hormel Foods,1.0
BEZ351,1-848-728-0817,Syracuse,BEZANSON,387138.0,4.0,1482145.0,Reeba,,M,2.0,SC,United States of America,583.0,O,Patterson,0.0
Buc352,1-816-138-9438,Charlotte,Buckingham,192643.0,5.0,2237352.0,Brenton,62.0,U,3.0,OK,United States of America,461.0,O,Anadarko Petroleum,8.0
RAM353,1-036-611-5081,Winnipeg,RAMPAUL,301108.0,5.0,2903967.0,NERTI,96.0,M,3.0,NJ,United States of America,343.0,O,Michael Foods,2.0
THR354,1-841-019-7366,Pembroke Pines,THREADER,448626.0,3.0,2208391.0,MARJI,45.0,W,0.0,KY,United States of America,431.0,O,International Game Technology,0.0
RAU355,1-285-189-5251,Plano,RAUD,432792.0,1.0,1052954.0,Aloysia,65.0,M,4.0,ME,United States of America,319.0,R,Western Digital,10.0
Gol356,1-632-062-4993,Fort Wayne,Goldberg,499596.0,5.0,3751568.0,marietta,12.0,M,2.0,WY,United States of America,504.0,O,Sonoco Products,0.0
Upd357,1-614-232-0003,San Buenaventura,Updt,30189.0,4.0,1980882.0,janean,71.0,M,4.0,MO,Canada,611.0,O,Verizon Communications,6.0
MOR358,1-035-288-5444,Mount Pearl,MORIARTY,111428.0,4.0,579641.0,irving,38.0,,2.0,AK,United States of America,359.0,O,Securian Financial Group,2.0
SHA359,1-477-970-4729,Sandy,SHAFIK,146638.0,5.0,3476510.0,Ganesh,7.0,W,2.0,CT,Canada,398.0,O,Electronic Arts,2.0
Cla360,1-092-479-3305,Henderson,Claxton,40323.0,3.0,505464.0,DISCOVER,30.0,M,4.0,SD,United States of America,,O,LandAmerica Financial Group,4.0
LIC361,1-618-745-5747,Mobile,LICERIO,461807.0,0.0,2494978.0,manuela,58.0,,0.0,IA,United States of America,537.0,O,C.H. Robinson Worldwide,0.0
PEL362,1-363-472-9200,Hilo,PELKIE,184868.0,5.0,1609289.0,vu,8.0,U,5.0,UT,United States of America,743.0,O,Alaska Air Group,1.0
Ash363,1-430-155-3830,Virginia Beach,Ashraf,125814.0,5.0,,anni,18.0,M,3.0,Newfoundland,Canada,432.0,O,Buildings Materials Corp.,8.0
DYN364,1-637-251-1599,Fullerton,DYNIE,267270.0,2.0,1681770.0,hesther,83.0,S,3.0,ID,United States of America,614.0,R,Interactive Brokers Group,10.0
Lar365,1-392-994-6165,Lancaster,Larmour,408878.0,0.0,,brynna,50.0,M,1.0,MI,United States of America,704.0,O,Rockwell Automation,6.0
ENG366,1-351-837-0111,Durham,ENGINEERING,418717.0,2.0,2933990.0,CANTRELL,88.0,M,3.0,CA,Canada,604.0,R,Pantry,0.0
Har368,1-352-607-5329,Fort Wayne,Haroutounian,345984.0,0.0,2112951.0,Shelbi,60.0,U,2.0,MD,United States of America,556.0,R,Werner Enterprises,5.0
Hey369,1-227-269-1037,Seattle,Heydon,171271.0,2.0,3418282.0,Elzbieta,52.0,U,5.0,KS,United States of America,344.0,O,Cisco Systems,1.0
leh370,1-208-109-2479,Vancouver,lehrbaum,448397.0,0.0,2898609.0,KAI-WAI,48.0,W,3.0,WI,Canada,388.0,O,Lockheed Martin,6.0
Co-371,1-265-022-0496,Tucson,Co-op,359271.0,4.0,1765032.0,Felisha,40.0,U,,NC,Canada,416.0,O,SanDisk,8.0
Elt372,1-220-323-3039,Oxnard,Elting,322068.0,2.0,3176317.0,Rchlab,69.0,M,2.0,TN,Canada,709.0,O,News Corp.,6.0
Alv373,1-055-237-4260,Corona,Alvaro,76346.0,2.0,461490.0,CARLYNNE,42.0,M,,IL,United States of America,426.0,O,Markel,5.0
YOK374,1-285-900-2874,Sacramento,YOKELEY,469442.0,0.0,3164372.0,JAWAID,39.0,M,1.0,OR,United States of America,665.0,R,Silgan Holdings,2.0
ZIN375,1-562-501-9401,Escondido,ZINGELER,167918.0,2.0,1294197.0,twana,19.0,M,0.0,DC,United States of America,547.0,O,SPX,3.0
zim376,1-572-985-7236,Chicago,zimmermann,104354.0,0.0,661877.0,KALI,10.0,U,4.0,Saskatchewan,United States of America,558.0,O,L-3 Communications,
laf377,1-378-748-1930,Frederick,lafargue,467285.0,4.0,2709193.0,Marguerite,47.0,M,4.0,KS,United States of America,511.0,O,Thermo Fisher Scientific,9.0
POP378,1-525-579-7508,Thousand Oaks,POPOVICS,,1.0,1744304.0,Yannick,83.0,S,,British Columbia,Canada,504.0,R,Kimberly-Clark,7.0
men379,1-901-469-7568,Mobile,menashian,72940.0,5.0,1670195.0,issy,,S,2.0,MI,United States of America,693.0,O,Church & Dwight,6.0
TUR380,,Pomona,TURCOTTE,150336.0,5.0,1443342.0,Phuong,42.0,M,4.0,CT,Canada,454.0,O,Vanguard Health Systems,0.0
fee381,1-260-434-2400,Little Rock,feeley,81333.0,0.0,681302.0,Ernesto,2.0,D,4.0,IA,United States of America,372.0,O,Embarq,10.0
ter382,1-304-461-8478,Hilo,terranella,117399.0,0.0,3406439.0,vikky,67.0,S,3.0,NH,United States of America,568.0,O,AMC Entertainment,9.0
BAR383,1-413-648-3099,Simi Valley,BARSZCZEWSKI,489099.0,4.0,315234.0,chloe,,M,4.0,TN,Canada,530.0,R,Sigma-Aldrich,4.0
Tap384,1-229-508-9311,Las Vegas,Tappert,201358.0,0.0,2584094.0,tilak,77.0,M,5.0,MS,United States of America,770.0,O,Leap Wireless International,7.0
Mod385,1-259-692-4195,Ottawa,Modl,47401.0,1.0,,Bob,19.0,,4.0,Ontario,United States of America,646.0,O,CME Group,2.0
cim386,1-798-192-2357,Vallejo,cimolai,259459.0,4.0,977864.0,SKICLUB,8.0,U,4.0,CT,United States of America,397.0,O,Allstate,1.0
Sal387,1-093-204-5478,Iqaluit,Salb,351789.0,3.0,1163838.0,Marybeth,,M,1.0,RI,United States of America,713.0,O,Curtiss-Wright,1.0
bru388,1-564-311-0205,Lowell,bruhl,206326.0,2.0,69460.0,Nawa,83.0,M,1.0,TX,United States of America,346.0,O,Family Dollar Stores,9.0
GAU389,1-789-574-4753,Rochester,GAUDET,341402.0,4.0,3599223.0,Lydie,43.0,D,3.0,Saskatchewan,United States of America,482.0,O,Spectrum Brands,8.0
LOB390,1-270-694-9104,Salinas,LOBAUGH,438918.0,5.0,1381885.0,candida,46.0,D,3.0,CA,United States of America,753.0,O,Comerica,2.0
DAN391,1-659-227-7397,Buffalo,DANBROOK,413943.0,1.0,171313.0,wieslaw,14.0,M,5.0,MN,Canada,691.0,,CenturyTel,10.0
SAL392,1-154-445-3681,Cincinnati,SALKINI,211789.0,1.0,1373558.0,Joke,72.0,M,0.0,AK,United States of America,587.0,R,Scholastic,6.0
Mar393,1-154-688-7786,Memphis,Marx,237314.0,0.0,2335796.0,MARY-MICHELLE,29.0,S,5.0,KS,Canada,566.0,R,Boise,0.0
Bra394,1-768-261-0631,Chicago,Bratten,22080.0,3.0,2494081.0,Txp,51.0,M,1.0,PA,United States of America,323.0,O,Amkor Technology,7.0
Koc395,1-413-720-1871,Mount Pearl,Koch,481195.0,5.0,252245.0,BRIT,81.0,M,4.0,IA,Canada,344.0,O,Ameren,8.0
Pla396,1-875-794-5779,Palmdale,Platthy,208298.0,0.0,3970725.0,celestine,67.0,W,0.0,OH,Canada,765.0,O,DirecTV Group,4.0
mcc397,1-515-931-7519,Grand Rapids,mccuaig,221.0,1.0,2030035.0,amberly,91.0,W,4.0,ND,United States of America,,O,Williams,7.0
Des398,1-243-258-4789,Whitehorse,Despault,207979.0,0.0,2227601.0,cayla,43.0,M,4.0,IN,United States of America,650.0,O,U.S. Bancorp,6.0
NOR399,1-608-078-5547,Fort Wayne,NORWOOD,,4.0,1012111.0,tonu,27.0,M,2.0,CA,Canada,466.0,R,Spherion,
Paq400,1-982-075-1883,Elizabeth,Paquin,,4.0,1927066.0,candace,1.0,W,,VT,United States of America,538.0,U,Nasdaq OMX Group,3.0
Sfi401,1-326-811-3709,Fort Lauderdale,Sfiroudis,287081.0,2.0,2530133.0,Zbignew,91.0,M,4.0,IN,United States of America,780.0,O,Nicor,8.0
Amo402,1-907-100-6458,Waco,Amouzgar,126706.0,4.0,2695189.0,Ninnette,55.0,M,0.0,KY,United States of America,690.0,O,Coventry Health Care,5.0
Say403,1-279-100-2128,Buffalo,Sayegh,435365.0,3.0,392585.0,davita,46.0,W,4.0,MN,United States of America,660.0,O,Winn-Dixie Stores,5.0
ang404,1-923-860-0562,Providence,angus,257974.0,3.0,3170355.0,Lilias,62.0,U,3.0,NH,United States of America,369.0,R,Pepsi Bottling,2.0
lig405,1-990-841-0058,Chesapeake,lighthall,145250.0,3.0,57156.0,CORILLA,67.0,M,4.0,GA,United States of America,368.0,O,Oceaneering International,6.0
Sch406,1-192-723-4902,Austin,Schwab,340395.0,0.0,237138.0,Manuela,51.0,,0.0,WY,United States of America,434.0,O,Lexmark International,4.0
BRA407,1-018-125-3814,Chattanooga,BRANNAN,121125.0,2.0,2960029.0,Lawrence,49.0,U,5.0,Ontario,United States of America,500.0,O,WellPoint,9.0
Coa408,1-585-604-8746,Vancouver,Coallier,328766.0,4.0,2645718.0,NUNTEL,40.0,M,3.0,IA,Canada,521.0,O,Capital One Financial,1.0
NAR409,1-897-010-8443,Fort Worth,NARAYANAN,223976.0,0.0,2500380.0,RAMIZ,59.0,M,0.0,WY,United States of America,573.0,O,Aleris International,4.0
cai410,1-424-251-0934,Irving,caine,338008.0,3.0,,JORDAN,83.0,S,5.0,MT,United States of America,474.0,O,Sentry Insurance Group,2.0
hol411,1-769-010-6742,Sterling Heights,holdren,36596.0,3.0,823819.0,Tedra,49.0,D,4.0,WI,United States of America,,U,Atmos Energy,2.0
YED412,1-521-013-9070,Toronto,YEDEMA,289137.0,4.0,1279474.0,Carly,22.0,D,3.0,British Columbia,United States of America,702.0,R,Visteon,6.0
GIA413,1-793-128-8100,Great Falls,GIAMBERARDINO,454271.0,1.0,1723410.0,sangman,16.0,U,3.0,Quebec,United States of America,314.0,R,Molex,7.0
TOO414,1-918-771-5318,Charlotte,TOOTHMAN,296199.0,1.0,3099344.0,Sashenka,71.0,M,1.0,OK,United States of America,363.0,O,OfficeMax,1.0
Sei415,1-593-981-3882,Fairbanks,Seiple,439149.0,5.0,3268514.0,Kenneth,84.0,M,1.0,WI,Canada,467.0,O,VeraSun Energy,10.0
REN416,1-299-722-3778,Fort Wayne,RENDON,304065.0,3.0,3782981.0,Kare,36.0,S,0.0,SD,United States of America,494.0,O,Oil States International,6.0
Sax417,1-311-843-6163,Little Rock,Saxena,228020.0,,103988.0,lani,94.0,D,4.0,New Brunswick,United States of America,653.0,O,Ruddick,1.0
des418,1-987-774-4255,Glendale,deslauriers,158386.0,2.0,2211238.0,herschel,86.0,W,5.0,NV,Canada,337.0,R,Public Storage,3.0
KUH419,1-582-851-4667,Waterbury,KUHN,,1.0,1719692.0,koen,,S,5.0,MS,United States of America,701.0,O,PG&E Corp.,0.0
men420,1-748-807-5619,Abilene,mencer,334302.0,5.0,1068987.0,Idt,44.0,S,5.0,MT,Canada,632.0,O,Portland General Electric,10.0
Ado421,1-668-942-2081,Sherbrooke,Adolfie,461356.0,1.0,3841340.0,Ashly,62.0,D,5.0,NE,United States of America,774.0,O,Northrop Grumman,1.0
SHA422,1-835-309-0718,Bismarck,SHAMES,68100.0,3.0,3119163.0,Hadi,31.0,M,3.0,Quebec,United States of America,589.0,O,UGI,2.0
mcm423,1-029-745-0264,San Diego,mcminn,426915.0,1.0,428749.0,ITALO,39.0,M,,British Columbia,Canada,574.0,O,PC Connection,7.0
ver424,1-034-268-2410,Honolulu,vermette,415992.0,0.0,2815691.0,NANCY,32.0,S,1.0,OK,United States of America,342.0,U,Alaska Air Group,6.0
Bur425,1-351-767-4357,Baton Rouge,Burrowes,,4.0,,CANDACE,97.0,M,5.0,WY,United States of America,305.0,O,Kroger,4.0
kau426,1-220-502-9436,Wichita,kauffeldt,152237.0,2.0,1842060.0,mariaelena,84.0,M,2.0,VA,United States of America,647.0,O,Dean Foods,2.0
mcc427,1-917-467-8858,Ontario,mcconnell,200548.0,,798572.0,nathalie,37.0,D,5.0,New Brunswick,United States of America,595.0,O,Flowserve,7.0
Ube428,1-581-355-8837,St. Johns,Uberig,84477.0,0.0,1392742.0,Tedda,68.0,M,1.0,MD,United States of America,426.0,O,,2.0
Sel429,1-902-687-8840,Casper,Selisker,4497.0,4.0,408801.0,olympie,14.0,,0.0,OH,United States of America,589.0,O,Quest Diagnostics,0.0
mai430,1-018-440-3314,Paterson,maint,118996.0,5.0,3118464.0,martha,34.0,W,1.0,RI,United States of America,777.0,O,Bob Evans Farms,9.0
NIS431,1-088-562-9127,Buffalo,NISHITH,,3.0,2876206.0,VALERIA,52.0,U,4.0,LA,United States of America,768.0,O,FMC Technologies,9.0
Hol432,1-392-708-4577,Lansing,Holvey,249611.0,5.0,2351716.0,GIANNA,98.0,M,3.0,WI,United States of America,505.0,O,HealthSouth,6.0
log433,1-871-818-2480,West Valley,loggins,198480.0,5.0,524711.0,rickey,20.0,,4.0,New Brunswick,United States of America,,O,Calumet Specialty Products,2.0
Fra434,1-084-880-2764,Santa Clara,Frampton,323601.0,0.0,2574607.0,jennine,,U,0.0,New Brunswick,United States of America,418.0,O,Sovereign Bancorp,6.0
str435,1-089-951-8709,Wilmington,stronski,279066.0,2.0,545131.0,Jerome,48.0,D,0.0,AK,United States of America,729.0,O,Spansion,10.0
pon436,,North Las Vegas,pon,195110.0,3.0,2543419.0,ROBYN,14.0,U,3.0,NV,United States of America,676.0,O,Valassis Communications,9.0
cro437,1-307-703-8251,Vallejo,crossley,437319.0,5.0,3500291.0,Enver,0.0,S,2.0,TN,Canada,322.0,O,Dr Pepper Snapple Group,8.0
HAR438,1-167-782-5615,Fort Collins,HARTIN,208507.0,0.0,838235.0,Klarika,70.0,W,0.0,RI,United States of America,608.0,O,Jabil Circuit,3.0
Mat439,1-995-846-4370,Nashville,Materna,398251.0,4.0,1330041.0,FIMA,47.0,D,3.0,Manitoba,United States of America,742.0,O,Altria Group,6.0
Shi440,1-915-835-5972,Charlottetown,Shiell,202621.0,0.0,1893527.0,Berget,55.0,M,0.0,LA,United States of America,706.0,U,Assurant,9.0
LAN441,1-961-267-6325,Austin,LANOUE,33679.0,0.0,1803737.0,PULAK,61.0,U,4.0,MT,United States of America,522.0,,Expedia,5.0
Pas442,1-923-688-2626,Riverside,Pastuszok,439541.0,3.0,3766589.0,Syd,20.0,U,5.0,AK,Canada,530.0,U,American Express,2.0
PRO443,1-728-690-0207,Montreal,PROBS,78673.0,3.0,,kaminsky,67.0,M,4.0,Quebec,Canada,771.0,O,Owens-Illinois,7.0
mar444,1-662-874-9689,Las Cruces,marks,432392.0,3.0,,JACKLYN,53.0,U,3.0,TN,Canada,575.0,O,U.S. Bancorp,4.0
san445,1-039-088-4738,Scottsdale,sanschagrin,94915.0,1.0,3980032.0,KRYSTN,90.0,W,5.0,MN,United States of America,471.0,R,Coca-Cola,3.0
RUD446,1-308-666-2754,Chandler,RUDDELL,395989.0,1.0,3241950.0,Dhanvinder,46.0,M,0.0,MT,Canada,660.0,O,Saks,8.0
doy447,1-581-838-9349,Orlando,doyle,303420.0,1.0,2433890.0,Cornelis,,S,2.0,MN,United States of America,640.0,O,PSS World Medical,
Wie448,1-815-389-2428,Anchorage,Wienert,316111.0,1.0,3625876.0,JDEREK,16.0,S,3.0,WV,United States of America,337.0,R,Eaton,5.0
