prospect_AgID,prospect_Coun,prospect_Ag,prospect_Ge,prospect_Pho,prospect_Em,prospect_Sta,prospect_NumCrCar,prospect_MiInit,prospect_MarSt,prospect_NuCa,prospect_Ci,prospect_Inc,prospect_NumChi,prospect_CrRa,prospect_OORF,prospect_NWo
PTG10411,United States of America,26.0,F,1-208-993-8038,Vanguard Health Systems,OH,10.0,X,M,1.0,Kansas City,385228.0,1.0,492.0,O,949077.0
bhv10412,United States of America,24.0,M,1-588-639-2048,Mueller Water Products,SD,2.0,l,M,3.0,Tucson,98805.0,3.0,347.0,O,96133.0
oon10413,United States of America,65.0,,1-901-581-2442,American Greetings,AR,4.0,,S,3.0,Newport News,415562.0,3.0,721.0,R,2202163.0
Xxh10414,Canada,18.0,f,1-699-693-3144,Burger King Holdings,FL,7.0,,S,5.0,Allentown,441587.0,1.0,587.0,O,1028525.0
Exw10415,United States of America,95.0,,1-619-613-5731,Key Energy Services,OK,3.0,N,U,2.0,Mobile,9627.0,3.0,665.0,O,3993579.0
BBG10416,United States of America,71.0,,1-681-708-9564,Cincinnati Financial,Ontario,7.0,,S,0.0,Wichita,233862.0,5.0,596.0,O,1996284.0
FPW10417,United States of America,85.0,M,1-476-753-5709,Capital One Financial,KS,5.0,,,4.0,Grand Rapids,334308.0,2.0,805.0,O,3171120.0
xwl10418,United States of America,73.0,F,1-311-133-7551,Calumet Specialty Products,SD,5.0,,M,5.0,Rapid City,161029.0,4.0,809.0,O,2340281.0
Cwg10419,United States of America,80.0,m,1-906-549-1148,International Assets Holding,MN,4.0,,W,4.0,Biloxi,53470.0,1.0,649.0,O,2066049.0
Kyj10420,United States of America,91.0,F,1-524-589-9427,SunGard Data Systems,NY,6.0,,,5.0,Scottsdale,30532.0,2.0,477.0,O,1083692.0
BLW10421,United States of America,23.0,F,1-999-517-3538,Masco,NH,7.0,O,M,4.0,Lowell,25972.0,4.0,573.0,O,2004942.0
ILU10422,United States of America,29.0,,1-917-543-3586,,OH,8.0,B,S,5.0,Warren,142504.0,5.0,553.0,O,819322.0
iwu10423,United States of America,5.0,m,1-115-454-7047,Gilead Sciences,VT,9.0,,M,3.0,Elizabeth,,0.0,828.0,R,1416865.0
Zor10424,United States of America,2.0,f,1-067-939-1946,General Dynamics,NY,3.0,U,M,3.0,Savannah,176799.0,4.0,841.0,R,120180.0
Glo10425,United States of America,51.0,,1-958-298-5821,Amkor Technology,SD,,,S,,Fairbanks,218694.0,2.0,800.0,O,2281823.0
Afv10426,United States of America,40.0,M,1-923-250-5865,Target,NV,0.0,,M,0.0,Edmonton,35119.0,4.0,517.0,O,2855023.0
Zia10427,United States of America,46.0,F,1-171-725-5237,Paychex,NH,1.0,w,U,4.0,Louisville,117585.0,2.0,765.0,O,3391808.0
xjj10428,Canada,40.0,,1-150-785-4368,Zions Bancorp.,SD,8.0,,S,4.0,Jacksonville,288582.0,0.0,638.0,O,67395.0
vrx10429,Canada,47.0,m,1-476-442-7533,United Services Automobile,Newfoundland,9.0,w,S,5.0,Boston,10147.0,2.0,,O,3442111.0
RDB10430,United States of America,7.0,,1-752-777-4031,Hudson City Bancorp,DC,9.0,p,M,1.0,Tempe,41641.0,3.0,380.0,O,1649692.0
TSJ10431,United States of America,90.0,,1-115-371-5625,Priceline.com,IL,9.0,H,M,1.0,Evansville,391424.0,2.0,847.0,R,152265.0
Vwr10432,United States of America,14.0,f,1-190-860-4262,Westlake Chemical,GA,9.0,,U,2.0,Fayetteville,152743.0,5.0,445.0,O,3469374.0
AXP10433,United States of America,71.0,,1-378-556-6756,JetBlue Airways,RI,7.0,,S,3.0,Santa Fe,347733.0,2.0,357.0,O,140492.0
qdk10434,United States of America,40.0,,1-044-151-0978,First American Corp.,CT,6.0,Z,M,3.0,Pittsburgh,419510.0,5.0,378.0,O,3132606.0
Vnz10435,Canada,33.0,m,1-500-468-0513,Comcast,NM,6.0,v,S,0.0,Yonkers,178999.0,1.0,,U,617163.0
Djj10436,Canada,27.0,F,1-857-347-4606,NBTY,NV,3.0,C,M,5.0,Mesquite,170619.0,0.0,544.0,R,403190.0
Wlf10437,United States of America,21.0,M,1-269-222-6002,Fluor,TN,5.0,,U,1.0,El Monte,442368.0,0.0,817.0,R,993123.0
txj10438,Canada,15.0,M,1-109-673-4602,Cracker Barrel Old Country,FL,6.0,,M,0.0,Louisville,34616.0,4.0,470.0,R,735356.0
Emm10439,United States of America,96.0,f,1-442-356-0443,Halliburton,OH,2.0,,D,2.0,Santa Clara,219049.0,1.0,821.0,O,1322910.0
BDI10440,United States of America,52.0,F,1-454-240-0915,McGraw-Hill,WI,0.0,,W,0.0,Macon,255269.0,0.0,730.0,O,3909029.0
Law10441,,76.0,,1-630-000-9915,SPX,Alberta,5.0,,M,0.0,Louisville,499588.0,1.0,781.0,,
Ebh10442,United States of America,77.0,M,1-549-008-1034,DTE Energy,ME,8.0,t,M,4.0,Baton Rouge,303820.0,1.0,345.0,O,
ZEZ10443,United States of America,24.0,,1-057-297-6062,StanCorp Financial,VT,7.0,,M,0.0,Escondido,362649.0,3.0,739.0,O,314023.0
Dyt10444,Canada,74.0,,,Sunrise Senior Living,Quebec,10.0,,U,1.0,Modesto,286978.0,1.0,519.0,O,955190.0
Jtt10445,United States of America,42.0,,1-399-310-5467,Rowan Cos.,CO,2.0,,M,5.0,Lowell,264611.0,3.0,382.0,O,674210.0
QCJ10446,United States of America,50.0,m,1-551-178-2679,,VT,0.0,c,M,0.0,Anaheim,234490.0,0.0,381.0,O,3206817.0
pdq10447,United States of America,87.0,M,1-815-494-0854,Laclede Group,DC,1.0,,,0.0,Escondido,497008.0,0.0,800.0,O,1305568.0
sfy10448,United States of America,65.0,,1-605-535-6914,Union Pacific,Alberta,,,M,2.0,Salinas,431282.0,2.0,703.0,O,1547543.0
xum10449,United States of America,44.0,,1-997-882-5084,Dean Foods,AR,7.0,Y,U,3.0,Livonia,130656.0,0.0,775.0,R,2581376.0
Teq10450,Canada,66.0,,1-708-982-8407,Fidelity National Information,AR,5.0,,W,0.0,Salem,118601.0,3.0,734.0,U,2470460.0
Wna10451,United States of America,89.0,m,1-153-115-2465,Fred's,PA,7.0,T,M,3.0,Shreveport,404836.0,5.0,822.0,O,3028843.0
Ceu10452,United States of America,3.0,f,1-691-646-0674,AES,Saskatchewan,10.0,,W,0.0,San Francisco,468427.0,1.0,306.0,U,1477492.0
Ggx10453,,98.0,f,1-001-292-3158,Simon Property Group,OK,1.0,O,M,4.0,Lafayette,442185.0,0.0,,O,3242879.0
FHO10454,United States of America,53.0,,1-786-668-5284,Parker Hannifin,VA,9.0,,D,0.0,Anaheim,282469.0,5.0,464.0,O,2946449.0
Rnc10455,United States of America,46.0,,1-914-426-0640,Family Dollar Stores,RI,10.0,,M,2.0,Modesto,13045.0,1.0,355.0,O,692671.0
bto10456,United States of America,1.0,,1-320-490-7828,Masco,Manitoba,2.0,e,M,3.0,Wilmington,393038.0,3.0,744.0,R,1596067.0
Jej10457,United States of America,77.0,,1-920-476-1894,Raytheon,MD,7.0,t,S,4.0,Cedar Rapids,417904.0,4.0,379.0,O,3498981.0
Nze10458,United States of America,49.0,,1-462-885-6089,WellPoint,TN,5.0,,M,5.0,Jersey City,303311.0,5.0,779.0,O,1329646.0
Noc10459,,8.0,,1-971-127-5937,,DC,9.0,M,U,1.0,Baton Rouge,416069.0,0.0,,O,1012510.0
Low10460,United States of America,23.0,f,1-778-748-6906,Harris,Prince Edward Island,8.0,y,D,2.0,Tempe,45720.0,2.0,442.0,O,300874.0
QXX10461,United States of America,17.0,,1-646-722-9864,Polaris Industries,TX,9.0,,M,1.0,Warwick,191472.0,1.0,447.0,R,2588995.0
wja10462,United States of America,10.0,,1-292-450-9532,Church & Dwight,New Brunswick,8.0,,M,,Burlington,277693.0,2.0,339.0,O,1864152.0
KVX10463,United States of America,11.0,M,1-168-162-2548,Pepsi Bottling,MS,10.0,,U,3.0,Saskatoon,123681.0,5.0,369.0,O,1753166.0
dsz10464,Canada,17.0,,1-009-878-2716,Piedmont Natural Gas,UT,5.0,,M,5.0,Hollywood,346955.0,0.0,764.0,O,892466.0
ash10465,United States of America,14.0,,1-668-916-0990,Leap Wireless International,Alberta,10.0,,M,0.0,Thousand Oaks,449591.0,4.0,552.0,O,820298.0
Exr10466,United States of America,74.0,,1-352-195-7073,Interstate Bakeries,Quebec,3.0,,D,0.0,Minneapolis,282531.0,5.0,516.0,O,3691811.0
LGN10467,Canada,59.0,,1-336-295-6618,Expeditors International,MA,,,M,4.0,Oakland,334904.0,0.0,472.0,R,3022699.0
ADC10468,United States of America,53.0,f,1-252-406-8683,NTK Holdings,NJ,3.0,I,M,1.0,Jackson,396256.0,2.0,599.0,O,2966366.0
gjb10469,United States of America,72.0,,1-659-207-6264,U.S. Bancorp,GA,8.0,z,D,0.0,Fayetteville,,2.0,820.0,O,3152210.0
TJP10470,United States of America,5.0,,,Analog Devices,HI,9.0,,U,2.0,Rancho Cucamonga,372180.0,0.0,694.0,O,917067.0
Gxd10471,United States of America,1.0,,1-266-615-2663,Avis Budget Group,WV,3.0,Y,D,0.0,Lowell,265501.0,3.0,686.0,O,2265942.0
EXB10472,United States of America,56.0,,1-078-159-1786,Ingles Markets,OH,2.0,s,U,4.0,Amarillo,153751.0,0.0,526.0,,2249963.0
Uab10473,United States of America,42.0,m,1-694-724-2982,Marathon Oil,ID,0.0,,U,2.0,New Haven,278860.0,0.0,651.0,O,892022.0
VMU10474,United States of America,75.0,F,1-537-619-3188,Weis Markets,AL,3.0,,M,2.0,Virginia Beach,219172.0,1.0,586.0,,3250265.0
SQW10475,Canada,37.0,f,1-432-253-7865,Tenet Healthcare,WY,,K,U,2.0,Montgomery,184886.0,3.0,693.0,O,
ecw10476,United States of America,17.0,f,1-203-159-4639,Sunoco,NY,5.0,,M,0.0,Pueblo,320403.0,4.0,837.0,,492719.0
Ryb10477,United States of America,33.0,,1-538-685-4002,Graphic Packaging Holding,IL,1.0,W,S,2.0,Elizabeth,159136.0,3.0,566.0,O,142197.0
QVL10478,United States of America,6.0,m,1-553-254-8990,Asbury Automotive Group,UT,5.0,Y,S,2.0,Stamford,370758.0,2.0,761.0,R,3960916.0
Hfl10479,Canada,,,1-482-663-3113,J.M. Smucker,CO,5.0,C,U,2.0,St. Petersburg,157135.0,0.0,451.0,O,3838072.0
Elm10480,United States of America,1.0,F,1-516-213-2705,Group 1 Automotive,SC,3.0,,M,0.0,Overland Park,73196.0,,,R,1141464.0
Unl10481,Canada,13.0,M,1-208-073-7226,Asbury Automotive Group,Saskatchewan,6.0,,D,0.0,Santa Clara,123929.0,2.0,399.0,,1869632.0
VSO10482,United States of America,78.0,m,1-672-735-8071,Dole Food,NM,5.0,,S,5.0,Elizabeth,241010.0,4.0,506.0,U,975838.0
QOO10483,Canada,59.0,f,1-047-024-6509,PHH,IL,9.0,,U,3.0,Sacramento,261831.0,0.0,403.0,R,3147273.0
LLL10484,United States of America,,,1-665-791-4227,Kansas City Southern,New Brunswick,2.0,,S,5.0,Glendale,92300.0,1.0,797.0,O,1466924.0
Igl10485,United States of America,97.0,,1-686-732-0895,Northern Trust Corp.,Quebec,1.0,,M,4.0,Salt Lake City,2100.0,3.0,764.0,O,2988300.0
Qdc10486,United States of America,79.0,,1-195-878-4378,Kennametal,IA,10.0,,U,0.0,Lewiston,355124.0,0.0,821.0,R,1128525.0
oiy10487,Canada,89.0,M,1-093-417-5014,Complete Production Services,WY,0.0,q,U,,Ann Arbor,365963.0,0.0,304.0,O,311354.0
Qql10488,United States of America,72.0,,1-162-727-6072,Harley-Davidson,WA,0.0,,M,0.0,Sandy,56692.0,3.0,751.0,O,3129482.0
dbm10489,,34.0,,1-440-019-3506,Baxter International,WI,1.0,A,,5.0,Fullerton,149062.0,1.0,690.0,O,1256546.0
RKZ10490,United States of America,38.0,f,1-359-752-9970,Family Insurance Group,MI,8.0,N,U,0.0,Casper,26552.0,1.0,648.0,O,3759146.0
SRC10491,United States of America,98.0,M,1-002-835-6543,SunGard Data Systems,AZ,7.0,Q,M,1.0,Idaho Falls,400993.0,3.0,312.0,U,777785.0
Dvz10492,Canada,99.0,,1-490-362-7884,Hovnanian Enterprises,MA,3.0,,U,4.0,Waterbury,205214.0,1.0,588.0,O,332113.0
Lrw10493,United States of America,35.0,M,1-317-297-5660,Annaly Capital Management,New Brunswick,5.0,,M,2.0,Providence,44352.0,3.0,577.0,O,723469.0
CAW10494,United States of America,51.0,,1-930-001-4625,Apple,WY,7.0,,M,2.0,Jersey City,462500.0,2.0,437.0,U,1925817.0
Jnx10495,,44.0,,1-143-039-7450,Kla-Tencor,TN,2.0,,,0.0,San Antonio,25966.0,5.0,632.0,R,1304451.0
Tlw10496,United States of America,49.0,f,1-314-434-3785,Starbucks,MT,2.0,B,M,2.0,Vancouver,121914.0,2.0,509.0,O,2996386.0
rpc10497,Canada,55.0,,1-131-333-0387,Commercial Metals,Manitoba,5.0,,M,3.0,Dawson City,351571.0,4.0,427.0,O,
owh10498,United States of America,31.0,,1-359-181-6492,Oracle,KY,10.0,H,U,3.0,Manchester,293214.0,2.0,586.0,U,2621354.0
mxm10499,,0.0,,1-064-322-7920,Bio-Rad Laboratories,VA,,,M,5.0,Windsor,,2.0,841.0,O,1131976.0
bql10500,United States of America,11.0,F,1-106-764-1275,Applied Materials,Prince Edward Island,,,M,2.0,Cleveland,445755.0,2.0,826.0,O,2051517.0
Rdm10501,United States of America,13.0,,1-393-849-8422,NYSE Euronext,VA,1.0,,M,4.0,Simi Valley,386941.0,5.0,714.0,U,41155.0
Ztu10502,United States of America,72.0,f,1-955-979-2702,Thrivent Financial,NH,7.0,,S,3.0,Santa Clarita,480153.0,5.0,346.0,O,2555211.0
Pnd10503,United States of America,86.0,m,1-281-614-1836,LKQ,SD,9.0,,M,2.0,Overland Park,471247.0,1.0,,O,2372879.0
Qph10504,United States of America,87.0,,1-078-035-8283,CommScope,CT,2.0,h,U,4.0,Calgary,411758.0,,541.0,O,2176757.0
ede10505,United States of America,20.0,M,1-287-260-0233,KB Home,CO,3.0,a,U,3.0,Biloxi,214286.0,3.0,323.0,R,1503313.0
Aqd10506,United States of America,72.0,,1-510-375-4589,Lincoln National,IL,8.0,,M,0.0,Austin,205176.0,2.0,320.0,O,1684590.0
qit10507,,58.0,,1-915-729-4693,CenturyTel,KY,4.0,r,M,4.0,Santa Fe,322778.0,2.0,763.0,O,3964982.0
QOI10508,United States of America,1.0,,1-109-063-2840,General Mills,FL,0.0,B,U,4.0,Anaheim,139785.0,4.0,827.0,O,1835697.0
QYN10509,United States of America,19.0,F,1-435-525-6666,American Electric Power,CO,9.0,,,1.0,Mobile,210510.0,3.0,550.0,R,1306818.0
VQH10510,United States of America,82.0,m,,Yahoo,MN,,D,M,3.0,Biloxi,259393.0,4.0,551.0,R,1217112.0
OSG10511,Canada,26.0,,1-424-485-2345,BE Aerospace,TN,0.0,,W,0.0,Mesa,61205.0,2.0,374.0,O,86992.0
ggq10512,,,,1-475-253-5367,Electronic Arts,CT,1.0,u,M,,Saint John,25654.0,3.0,395.0,,315390.0
TXY10513,United States of America,59.0,,1-949-641-3892,Anadarko Petroleum,MI,2.0,,S,1.0,Detroit,330696.0,1.0,495.0,O,3111503.0
eoc10514,,68.0,f,1-142-938-6859,Ferro,Newfoundland,6.0,B,M,1.0,Brownsville,426441.0,4.0,,U,1159838.0
Vwl10515,United States of America,19.0,,1-162-491-6572,Snap-On,Manitoba,4.0,,M,2.0,Saskatoon,170971.0,3.0,543.0,O,2545709.0
Rix10516,,,M,1-785-767-0765,LandAmerica Financial Group,ME,0.0,,M,5.0,Lincoln,186561.0,3.0,643.0,U,2949189.0
CCY10517,Canada,10.0,,1-503-516-5670,Northeast Utilities,IL,0.0,,W,4.0,Burlington,12339.0,3.0,494.0,R,2862271.0
IJV10518,United States of America,44.0,,1-803-595-7790,D.R. Horton,ID,3.0,N,M,0.0,Paterson,8994.0,5.0,385.0,U,1694009.0
DFC10519,United States of America,24.0,,1-771-841-5543,Blockbuster,CO,5.0,,W,2.0,Buffalo,320127.0,1.0,306.0,O,1879331.0
Tld10520,,100.0,,1-842-363-1338,,DC,8.0,T,M,5.0,Las Vegas,190355.0,,738.0,O,2512651.0
njk10521,Canada,57.0,f,1-795-000-0053,,HI,10.0,,M,2.0,Montgomery,123084.0,0.0,599.0,O,1682173.0
VIK10522,United States of America,87.0,m,1-191-936-4702,Crane,WV,10.0,X,S,3.0,Dallas,455876.0,3.0,768.0,R,2311471.0
PPS10523,United States of America,65.0,m,1-167-765-9990,Cliffs Natural Resources,AL,10.0,,M,1.0,Hamilton,78682.0,2.0,763.0,U,2193061.0
TXY10524,United States of America,76.0,,1-320-038-7270,Progressive,TN,6.0,,M,0.0,Garland,239752.0,2.0,431.0,O,2533115.0
bsc10525,United States of America,94.0,M,1-683-437-6672,Aetna,IA,3.0,,S,0.0,Victoria,,5.0,,O,1018603.0
yyw10526,United States of America,57.0,F,1-394-071-2297,Supervalu,MD,7.0,k,D,5.0,Charlottetown,277109.0,5.0,729.0,O,2623616.0
RVT10527,Canada,51.0,,1-606-725-1474,Diebold,SC,0.0,,M,4.0,Hialeah,332819.0,5.0,571.0,U,1376267.0
Yip10528,United States of America,,f,,Newmont Mining,AZ,8.0,,U,3.0,St. Paul,148175.0,4.0,683.0,R,3046660.0
Hfy10529,United States of America,57.0,f,1-163-783-2423,R.R. Donnelley & Sons,SC,,,D,5.0,West Covina,,2.0,381.0,U,178207.0
wcc10530,Canada,77.0,F,1-440-264-2578,Wesco International,MT,6.0,,W,4.0,Sterling Heights,6991.0,2.0,716.0,O,1602725.0
YEF10531,United States of America,,F,1-650-115-7451,Zimmer Holdings,ME,3.0,E,S,4.0,Warren,490321.0,,346.0,U,2682918.0
SGI10532,United States of America,83.0,,1-644-738-0993,Bristol-Myers Squibb,NM,3.0,H,U,4.0,Windsor,350754.0,0.0,481.0,O,145764.0
KSS10533,United States of America,68.0,F,1-882-678-7560,Cardinal Health,IL,1.0,,,3.0,Fort Worth,349759.0,3.0,402.0,O,913286.0
Xbx10534,Canada,65.0,,1-103-069-4883,,NE,5.0,,U,3.0,Concord,454060.0,1.0,509.0,O,344183.0
EIB10535,United States of America,2.0,,1-692-231-0581,Ryland Group,Newfoundland,4.0,,U,1.0,Frederick,464357.0,4.0,705.0,O,1288305.0
Iuv10536,United States of America,56.0,,1-493-179-4330,VWR Funding,OH,3.0,,U,0.0,Little Rock,467639.0,4.0,401.0,O,1380965.0
ZPQ10537,United States of America,94.0,,1-667-538-7343,Ryder System,MI,10.0,x,M,5.0,Bismarck,59611.0,1.0,620.0,O,3418412.0
SFN10538,United States of America,66.0,,1-006-060-6351,Equity Residential,HI,3.0,,S,5.0,Tucson,401149.0,1.0,826.0,O,
Ddf10539,United States of America,55.0,,1-487-988-0484,GameStop,WA,5.0,,U,2.0,Lakewood,357162.0,3.0,357.0,U,551563.0
Xns10540,United States of America,89.0,M,1-733-153-7101,Universal,OR,7.0,,W,3.0,Fayetteville,85403.0,4.0,538.0,O,2719580.0
NPA10541,,18.0,,1-761-338-4851,Genuine Parts,UT,2.0,,S,1.0,St. Catharines,497962.0,4.0,616.0,O,2995654.0
vkf10542,Canada,3.0,F,1-533-694-9147,Macy's,MA,8.0,,U,2.0,Laredo,453335.0,0.0,,O,3607361.0
rvn10543,United States of America,42.0,M,1-496-936-9725,Crown Holdings,TX,5.0,y,M,0.0,Sacramento,209570.0,4.0,586.0,U,2987355.0
Ctx10544,,19.0,M,1-638-532-3809,Southern Union,MD,3.0,L,S,1.0,Casper,418228.0,5.0,816.0,O,1077139.0
UVI10545,,19.0,M,1-678-838-5177,Coca-Cola Enterprises,Alberta,8.0,,U,0.0,Chesapeake,256038.0,1.0,752.0,R,3198650.0
SSH10546,United States of America,85.0,F,1-854-534-5891,Penn National Gaming,MN,1.0,L,D,3.0,Salinas,,0.0,323.0,O,2660249.0
sul10547,United States of America,79.0,f,1-007-240-8509,DST Systems,PA,0.0,t,M,4.0,Huntington Beach,120336.0,2.0,535.0,O,1359146.0
Tvc10548,United States of America,68.0,F,1-059-721-2317,Rohm & Haas,MT,5.0,,,1.0,El Monte,397503.0,3.0,434.0,O,
Fdg10549,United States of America,60.0,M,1-301-111-7399,New York Life Insurance,ME,4.0,b,D,2.0,Lincoln,339254.0,2.0,617.0,,1836090.0
Faw10550,United States of America,91.0,F,1-077-607-0607,Applied Industrial Tech,OH,0.0,E,M,4.0,Fargo,352156.0,3.0,566.0,,1926559.0
pet10551,Canada,86.0,M,1-597-130-1298,Tesoro,MD,2.0,,S,4.0,Lansing,132574.0,5.0,701.0,O,1856524.0
Dmw10552,Canada,19.0,f,1-964-473-6104,Portland General Electric,GA,,C,M,2.0,Abilene,330916.0,5.0,427.0,O,2710994.0
Iiw10553,United States of America,,m,1-365-421-8115,Vulcan Materials,DE,4.0,X,D,0.0,Casper,280263.0,3.0,716.0,O,3249589.0
CQM10554,Canada,84.0,,1-057-627-6957,Equity Residential,DC,5.0,,W,4.0,Chicago,191788.0,3.0,356.0,R,3515076.0
pba10555,United States of America,,,1-778-613-1809,Frontier Communications,TN,7.0,P,U,1.0,London,65228.0,2.0,636.0,O,1305226.0
DGE10556,United States of America,51.0,,1-406-352-4100,Mirant,MT,8.0,,M,3.0,McAllen,59576.0,0.0,553.0,O,1122488.0
wih10557,Canada,49.0,f,1-477-243-6544,,VT,7.0,,M,2.0,Vallejo,107450.0,0.0,602.0,O,2735684.0
kyr10558,United States of America,57.0,m,,Albemarle,CA,7.0,c,U,3.0,Alexandria,296453.0,3.0,324.0,O,3108095.0
ugp10559,Canada,34.0,f,,Charles Schwab,ND,1.0,w,S,3.0,Glendale,319495.0,5.0,675.0,O,889964.0
Dpx10560,United States of America,59.0,,1-878-293-5153,Dillard's,MS,3.0,,U,5.0,Edmonton,392379.0,1.0,301.0,O,1272161.0
Nep10561,Canada,69.0,f,1-110-000-7084,Abercrombie & Fitch,MS,7.0,F,U,1.0,Honolulu,388645.0,2.0,303.0,O,2265409.0
Qig10562,Canada,99.0,,1-360-352-8358,Systemax,KY,4.0,v,M,4.0,Hamilton,188161.0,4.0,776.0,O,2289485.0
GUD10563,United States of America,14.0,M,1-789-341-3724,Analog Devices,KY,8.0,C,M,0.0,Santa Clara,461081.0,2.0,720.0,U,2077550.0
Uro10564,Canada,90.0,,1-160-591-4830,R.H. Donnelley,IL,,O,M,4.0,San Bernardino,42437.0,0.0,542.0,O,60022.0
jui10565,United States of America,,F,1-976-725-3854,Windstream,Saskatchewan,1.0,,M,5.0,Scottsdale,221435.0,5.0,302.0,U,108950.0
MET10566,United States of America,94.0,M,1-413-531-8634,Buckeye GP Holdings,IN,2.0,,,3.0,Garland,371639.0,2.0,756.0,R,3635332.0
Hhh10567,United States of America,90.0,,1-696-704-9178,W.R. Berkley,WA,7.0,l,S,0.0,Oceanside,494617.0,4.0,725.0,,368855.0
UNC10568,Canada,77.0,,1-950-135-8705,State Farm Insurance Cos.,CA,2.0,u,M,2.0,Modesto,388054.0,0.0,706.0,O,1055071.0
Vit10569,United States of America,,m,1-125-431-4354,United Natural Foods,PA,1.0,,S,4.0,Ontario,182991.0,4.0,,O,2274332.0
VHS10570,Canada,66.0,F,1-266-071-9791,Xerox,MI,5.0,f,S,5.0,Winnipeg,238158.0,0.0,509.0,O,844092.0
Clp10571,United States of America,44.0,,1-124-845-3885,Northrop Grumman,AK,6.0,,W,2.0,London,47260.0,1.0,678.0,O,511438.0
Oex10572,United States of America,79.0,,1-992-721-0251,Dick's Sporting Goods,IA,3.0,t,W,0.0,Madison,49307.0,5.0,476.0,R,
FQX10573,United States of America,91.0,,1-155-512-3184,DaVita,Nova Scotia,4.0,F,U,3.0,Laredo,301997.0,4.0,723.0,O,164838.0
QBJ10574,United States of America,51.0,,1-643-830-3461,Delphi,ME,7.0,,M,2.0,Washington,2194.0,0.0,587.0,O,1579617.0
YGC10575,United States of America,10.0,,1-344-563-7528,Macy's,Saskatchewan,7.0,o,M,2.0,Boise,396511.0,5.0,622.0,U,849680.0
xye10576,United States of America,52.0,M,1-152-442-8604,Advanced Micro Devices,Quebec,8.0,p,M,3.0,Minneapolis,312821.0,1.0,705.0,U,
TNW10577,United States of America,50.0,f,1-737-490-9555,Laboratory Corp. of America,AK,9.0,,U,0.0,Cincinnati,148914.0,0.0,811.0,R,2365457.0
FHT10578,United States of America,23.0,,1-632-914-8681,Illinois Tool Works,CA,,,U,4.0,Albuquerque,208100.0,1.0,816.0,O,3639844.0
rlb10579,United States of America,85.0,f,1-271-910-7303,Guardian Life Ins. Co.,New Brunswick,5.0,V,M,2.0,Los Angeles,,5.0,534.0,O,2186745.0
QKQ10580,United States of America,34.0,,1-152-532-6704,DaVita,KY,7.0,I,M,5.0,Mount Pearl,35112.0,1.0,425.0,O,3168040.0
Zmx10581,United States of America,81.0,,1-115-998-1281,ABM Industries,LA,8.0,b,W,5.0,Laredo,,2.0,737.0,O,2071554.0
PKG10582,,62.0,M,1-465-962-3519,Virgin Media,TN,10.0,,M,,Oxnard,100296.0,4.0,750.0,O,3251080.0
Zoe10583,Canada,49.0,,1-027-778-0849,R.H. Donnelley,MT,1.0,,M,0.0,St. Catharines,146960.0,2.0,548.0,R,3623108.0
uvt10584,United States of America,9.0,,1-923-843-0178,Penn National Gaming,MD,3.0,l,S,5.0,Charlotte,25846.0,2.0,573.0,,3375785.0
Wdh10585,,45.0,M,1-714-512-5762,Benchmark Electronics,Prince Edward Island,10.0,,U,5.0,Salem,245372.0,3.0,593.0,R,3812118.0
Luc10586,United States of America,32.0,,1-901-950-4857,Las Vegas Sands,MA,5.0,,S,4.0,Cedar Rapids,473345.0,0.0,645.0,U,2650522.0
Slf10587,United States of America,80.0,,1-744-068-5344,Steelcase,VT,3.0,,U,1.0,New York,77306.0,0.0,,,3533934.0
Uvj10588,Canada,9.0,,1-928-891-3720,WellPoint,LA,1.0,C,D,2.0,Austin,20780.0,1.0,535.0,O,3972906.0
ybf10589,Canada,82.0,M,1-149-764-6107,McCormick,AR,4.0,,M,4.0,Oakland,385140.0,4.0,453.0,R,1390591.0
Kso10590,United States of America,64.0,f,1-728-413-2669,EOG Resources,TX,1.0,,M,0.0,Elizabeth,468601.0,0.0,633.0,,413302.0
Xjf10591,United States of America,81.0,F,1-296-604-0696,Del Monte Foods,NE,6.0,,M,1.0,San Buenaventura,128527.0,5.0,349.0,R,1143239.0
ztv10592,United States of America,89.0,F,1-205-092-0767,Levi Strauss,Saskatchewan,2.0,,D,2.0,Philadelphia,369864.0,1.0,520.0,O,1787403.0
WHA10593,United States of America,55.0,F,1-046-855-9184,Itron,NV,9.0,,M,2.0,Regina,429335.0,4.0,531.0,U,2702865.0
Wdt10594,United States of America,47.0,m,1-186-022-6949,Knight,NY,8.0,g,U,3.0,Grand Rapids,383879.0,0.0,658.0,U,3375206.0
JLS10595,United States of America,33.0,,1-631-164-9078,Furniture Brands International,ND,5.0,O,M,2.0,Tallahassee,483924.0,0.0,385.0,O,2153174.0
rit10596,United States of America,75.0,M,,AmeriCredit,AR,2.0,,M,,Sudbury,400338.0,2.0,561.0,O,1809319.0
JKY10597,Canada,94.0,,1-267-153-9411,Piedmont Natural Gas,NM,,I,U,5.0,San Jose,219274.0,1.0,351.0,R,
OFF10598,United States of America,71.0,m,1-252-104-1378,Calpine,OH,8.0,v,U,3.0,Fargo,138496.0,0.0,489.0,O,580183.0
Rqn10599,United States of America,20.0,m,1-400-544-9828,Clorox,KS,3.0,,,5.0,Abilene,269559.0,1.0,705.0,U,1685235.0
Env10600,United States of America,43.0,,1-199-683-9557,Merrill Lynch,MA,3.0,O,M,1.0,Bellevue,465490.0,0.0,523.0,O,2252935.0
