gncd,crdtrtng,ct,gndr,pstlcd,phn,nmbrchldrn,wnrrntflg,ncm,ddrssln1,lstnm,mddlntl,mplr,cntr,ntwrth,nmbrcrs,mrtlstts,g,nmbrcrdtcrds
SHI1505,548.0,Independence,m,m7o 1b4,,1.0,O,165836.0,18688 eaton drive,SHIBBERU,,Phoenix,Canada,3389560.0,4.0,W,33.0,4.0
Abo1506,666.0,Savannah,F,M5d 1v4,1-086-789-6519,3.0,R,489340.0,20940 shearer drive,Abou-ezze,,Landstar System,United States of America,898322.0,3.0,S,59.0,6.0
LAH1507,745.0,Whitehorse,,x1h 1s1,1-314-758-5852,0.0,O,485480.0,14778 palm south,LAHEY,Y,Mueller Industries,Canada,3489904.0,5.0,M,23.0,8.0
Bol1508,310.0,Cincinnati,m,93805,1-870-655-0049,4.0,O,202294.0,17723 ridgelea lane,Bolli,U,Invacare,United States of America,324039.0,4.0,S,13.0,5.0
fis1509,419.0,West Covina,,94196,1-578-045-5351,1.0,O,434289.0,5822 EDWIN BOULEVARD,fisprod,J,Alliant Techsystems,Canada,492431.0,0.0,M,17.0,7.0
JOI1510,310.0,Birmingham,,72267,1-243-279-2993,1.0,O,249525.0,17334 LAVENDER STREET,JOINER,,Sonic Automotive,Canada,884983.0,2.0,M,92.0,7.0
Jak1511,490.0,Winnipeg,M,H7e 1s1,1-897-141-1298,3.0,R,123780.0,7819 green park,Jakstys,Q,Unified Grocers,Canada,3928613.0,4.0,W,17.0,0.0
Sur1512,800.0,Victoria,,94457,1-090-633-2787,0.0,O,121866.0,11480 fennel south,Surazski,,Costco Wholesale,United States of America,2774428.0,5.0,W,10.0,0.0
Hel1513,450.0,Coral Springs,,45220,1-752-622-8759,3.0,O,476710.0,2798 1st east,Heller,,PPG Industries,United States of America,646041.0,1.0,M,64.0,9.0
pre1514,643.0,Arlington,,H5l 1r2,1-591-778-8688,5.0,O,399528.0,18583 granbury street,preville,,Packaging Corp. of America,United States of America,2973599.0,2.0,S,53.0,2.0
Gli1515,820.0,Durham,,89121,1-186-807-2475,3.0,O,172693.0,20622 mcafee court,Glinski,,,United States of America,2894887.0,0.0,M,88.0,6.0
ann1516,352.0,Santa Ana,f,36149,1-158-639-9180,2.0,O,309846.0,22461 morton east,annabelle,D,International Game Technology,United States of America,2103192.0,4.0,U,9.0,2.0
Kno1517,820.0,Cedar Rapids,F,V6O 1W3,1-957-311-2551,2.0,U,476193.0,6244 havenridge boulevard,Knowles,,ScanSource,United States of America,3085760.0,3.0,U,85.0,5.0
Mic1518,470.0,Iqaluit,,60780,1-454-844-5285,5.0,U,295909.0,13142 VINSON LANE,Michailov,I,Simon Property Group,United States of America,1234065.0,1.0,S,79.0,10.0
efs1519,624.0,Corpus Christi,f,M7n 1b4,1-994-912-9389,3.0,R,148902.0,10014 MERCER LOWER,efstration,,CVS Caremark,United States of America,3173199.0,2.0,,50.0,4.0
Har1520,693.0,El Monte,M,55153,1-308-526-0408,5.0,O,80132.0,2808 hancock north,Harman,,Medco Health Solutions,United States of America,1106177.0,,U,13.0,3.0
HOL1521,736.0,Richmond,,H7e 1s4,1-546-474-3897,2.0,O,104978.0,19551 wainwright lane,HOLDER,,Catalyst Health Solutions,United States of America,104805.0,1.0,D,2.0,6.0
als1522,573.0,Huntington Beach,F,14204,1-834-081-4944,4.0,O,304295.0,15818 DAVIE EAST,alshabout,,Rockwell Automation,Canada,191852.0,5.0,U,55.0,5.0
Bas1523,445.0,Glendale,m,94591,1-653-883-4810,0.0,O,382676.0,11678 newport news lower,Bashyam,,SLM,Canada,1016522.0,1.0,M,57.0,10.0
hit1524,548.0,Hayward,,98102,1-068-884-2909,5.0,O,13829.0,17594 neilson west,hitchings,,Beacon Roofing Supply,United States of America,751262.0,3.0,D,65.0,8.0
BAL1525,324.0,Worcester,,95252,1-369-222-7038,0.0,O,251874.0,17595 tahoe east,BALOGH,R,Huntington Bancshares,United States of America,1193509.0,1.0,M,49.0,7.0
lil1526,348.0,Madison,M,33716,1-122-338-0001,5.0,O,233030.0,335 floresta north,lilleniit,,Arch Coal,United States of America,1265027.0,,U,54.0,5.0
BRA1527,581.0,Hilo,m,H6a 1w4,1-708-984-3571,3.0,O,414795.0,10792 trail lake road,BRANHAM,V,Cooper-Standard Holdings,United States of America,,4.0,W,61.0,3.0
BIG1528,692.0,Indianapolis,F,v6j 1p8,,,O,366359.0,24396 mulberry avenue,BIGLEY,,Nalco Holding,United States of America,80680.0,1.0,S,31.0,7.0
Qui1529,345.0,Beaumont,F,94443,1-882-813-7777,0.0,R,433018.0,9645 hayden boulevard,Quinones,,,United States of America,715481.0,2.0,M,,
Chi1531,524.0,Detroit,,V5b 1o1,1-977-563-3107,1.0,O,375372.0,18955 spruce street,Childress,,Burger King Holdings,United States of America,1366427.0,1.0,W,55.0,4.0
gos1532,742.0,Abilene,M,M4L 1N2,1-173-251-6874,3.0,O,368074.0,9400 juniper west,goswick,,Ingles Markets,United States of America,1583171.0,2.0,U,94.0,10.0
smy1533,,St. Petersburg,F,22226,1-874-604-3289,5.0,,453138.0,16271 vista south,smyth,U,Modine Manufacturing,United States of America,777929.0,0.0,M,67.0,5.0
DEM1534,465.0,Moreno Valley,m,y5c 1n9,1-144-460-9212,1.0,,404914.0,19336 BOLL DRIVE,DEMOREST,,Blockbuster,United States of America,3836423.0,0.0,W,55.0,8.0
zur1535,393.0,Pasadena,M,77255,1-208-527-9666,3.0,R,,1821 9TH SOUTH,zurl,,Emerson Electric,United States of America,2819864.0,2.0,U,0.0,8.0
MAC1536,449.0,Irving,,T5D 1Q2,1-488-190-3987,4.0,U,213892.0,12782 LENWOOD SOUTH,MACGILLIVRAY,X,Cummins,United States of America,1054065.0,0.0,M,16.0,0.0
Rob1537,346.0,Fort Collins,,36688,1-928-609-5956,1.0,U,15212.0,3388 concord crescent,Robart,,Verso Paper,Canada,112727.0,5.0,M,86.0,3.0
Mat1538,479.0,New York,F,h5j 1q3,1-525-753-2190,4.0,O,181008.0,2446 forest lane,Mathewson,N,PPL,United States of America,2913410.0,3.0,D,61.0,3.0
hav1539,457.0,Fort Worth,,M9d 1s6,1-133-814-6815,2.0,,164110.0,23755 FROSTWOOD LOWER,haveman,E,H&R Block,Canada,3502000.0,5.0,W,39.0,5.0
Bos1540,403.0,Huntington,f,M5F 1U6,1-028-897-9680,1.0,O,356260.0,11961 BENINGUS RUE,Bosy,,Boston Scientific,United States of America,3142114.0,4.0,M,50.0,4.0
nal1541,768.0,St. Catharines,f,99710,1-820-635-5662,0.0,,434372.0,23897 eagle rue,nall,,,United States of America,461981.0,5.0,M,7.0,6.0
FER1542,609.0,Houston,,91210,1-993-027-8092,1.0,O,322772.0,20400 walnut hill avenue,FERGUSSON,,Scana,United States of America,866135.0,2.0,M,89.0,8.0
Rei1543,685.0,St. Paul,,h7g 1u4,1-889-516-6723,4.0,O,103115.0,22712 PRAIRIE CRESCENT,Reich,Y,Cinemark Holdings,United States of America,2180522.0,0.0,U,,8.0
spi1544,463.0,Independence,m,78743,1-195-535-4681,5.0,O,87172.0,16364 BUCKEYE LANE,spieker,,BJ Services,United States of America,1275045.0,4.0,U,18.0,5.0
kle1545,344.0,Santa Clarita,,64196,1-571-237-3189,1.0,O,46053.0,2845 trafalgar east,kleynenbergntntia,,Genworth Financial,Canada,3348211.0,1.0,,19.0,3.0
COS1546,444.0,Warwick,F,75235,1-930-146-1088,3.0,O,432692.0,7726 TALLOWOOD UPPER,COSSOTA,,Warner Music Group,Canada,1858209.0,0.0,M,49.0,0.0
but1547,529.0,San Bernardino,,77054,1-190-976-1557,4.0,R,8221.0,12493 arthur court,butvich,,Berkshire Hathaway,United States of America,1913209.0,,W,50.0,8.0
Boy1548,755.0,Wichita,f,36184,1-095-422-7674,5.0,O,449503.0,3797 rutgers park,Boyce,S,Ferrellgas Partners,United States of America,1290523.0,4.0,S,,9.0
pat1549,829.0,Grand Rapids,f,V6n 1v5,1-159-540-7650,4.0,R,498285.0,10959 throckmorton east,paterson,,West,United States of America,3837125.0,2.0,W,1.0,10.0
Kru1550,,Virginia Beach,F,36685,1-305-425-6318,3.0,O,32882.0,13276 WESTELLA UPPER,Krueger,,VeraSun Energy,United States of America,3379915.0,,S,,
laf1551,776.0,Greensboro,,33603,1-542-152-2258,5.0,O,426830.0,24313 congress crescent,laforge,,Coca-Cola Enterprises,United States of America,2851495.0,0.0,U,89.0,4.0
san1552,431.0,Mobile,f,M7m 1c5,1-626-445-0049,1.0,U,389213.0,19526 foster rue,sansom,,NSTAR,United States of America,3365608.0,2.0,U,72.0,3.0
COP1553,803.0,Chula Vista,,72234,1-146-871-3093,0.0,U,188555.0,23011 la cienega lower,COPPEDGE,,Enbridge Energy Partners,United States of America,2266979.0,2.0,D,90.0,0.0
buc1554,792.0,Vallejo,,85254,1-080-899-3805,5.0,O,34647.0,5569 sandpoint park,buchanan,,Maxim Integrated Products,United States of America,3100394.0,3.0,U,81.0,6.0
NET1555,564.0,Buffalo,,96720,1-407-616-3663,4.0,O,241005.0,9212 SILVER CRESCENT,NETTO,,Baker Hughes,Canada,2086714.0,3.0,M,25.0,9.0
Gac1556,322.0,Great Falls,,V6D 1Q4,1-003-304-9528,2.0,U,16223.0,11812 prairie avenue,Gach,S,Catalyst Health Solutions,United States of America,2873908.0,5.0,M,82.0,6.0
D'A1557,685.0,Plano,,25324,1-302-410-8130,4.0,R,136870.0,8967 PENN RUE,D'ANJOU,Q,M&T Bank Corp.,United States of America,2535519.0,0.0,M,31.0,8.0
dud1558,468.0,Santa Fe,,t5a 1k3,1-184-336-0567,3.0,O,79941.0,17059 california east,dudgeon,O,PSS World Medical,United States of America,181870.0,5.0,M,59.0,7.0
CHI1559,697.0,St. Johns,f,46229,1-768-893-7223,0.0,R,388810.0,16656 stuart west,CHILDREE,,Air Products & Chemicals,Canada,1288205.0,,D,23.0,9.0
van1560,541.0,Escondido,,32301,1-083-883-8300,4.0,O,382361.0,1796 DAIRY ASHFORD COURT,van der,,Sempra Energy,United States of America,299075.0,5.0,M,86.0,3.0
Sob1561,394.0,Santa Ana,M,38135,1-241-478-7612,4.0,R,188686.0,10232 oak hill west,Sobon,V,Telephone & Data Systems,Canada,3685332.0,3.0,M,46.0,7.0
GAY1562,833.0,Waco,,v6i 1p3,1-541-409-8204,,O,241889.0,21568 alpha upper,GAYLOR,,,United States of America,3446599.0,2.0,S,46.0,5.0
Kob1563,475.0,Huntsville,f,93384,1-126-546-4935,4.0,O,213323.0,7638 BETHEL ROAD,Kobierski,,Sherwin-Williams,United States of America,296419.0,4.0,U,20.0,6.0
Nor1564,812.0,St. Louis,f,19221,1-459-098-4362,1.0,O,419724.0,6594 MOULTRIE AVENUE,Noronha,,Macy's,United States of America,896575.0,5.0,M,34.0,4.0
VAL1565,351.0,Fullerton,m,28213,1-762-109-5261,1.0,O,232221.0,14133 beauregard north,VALIVETI,,Frontier Communications,United States of America,2958136.0,4.0,M,82.0,2.0
hug1566,845.0,Pasadena,m,94265,1-869-781-6422,1.0,O,237749.0,23781 KING SOUTH,huggins,D,Time Warner,United States of America,2587885.0,4.0,M,81.0,1.0
lew1567,542.0,Tallahassee,,55408,1-161-796-7428,2.0,O,409091.0,17200 HOLLYWOOD AVENUE,lew,,Alliant Techsystems,United States of America,1005444.0,4.0,U,45.0,9.0
hon1568,554.0,Idaho Falls,,55120,1-769-727-9195,3.0,O,128460.0,2247 sherwood west,honkakangas,T,Hershey,United States of America,3954555.0,5.0,M,47.0,3.0
Van1569,690.0,Lafayette,f,T5b 1k6,1-974-700-6769,1.0,O,495997.0,4966 westpark south,Vandagriff,A,Pep Boys,United States of America,807347.0,5.0,M,79.0,8.0
gal1570,339.0,Jacksonville,,v6u 1w1,1-140-939-6080,3.0,O,265242.0,19124 cherry ridge rue,gallion,A,AFLAC,United States of America,3500918.0,4.0,U,3.0,2.0
kah1571,803.0,Huntington Beach,m,s7d 1m6,1-869-700-6220,5.0,R,481240.0,22787 university crescent,kahan,,Celanese,United States of America,468253.0,4.0,M,28.0,5.0
May1572,721.0,London,,v6m 1p3,1-393-933-8750,2.0,O,200410.0,503 northshore park,Mayne,,,United States of America,1517727.0,4.0,M,45.0,10.0
JAK1573,337.0,Richmond,,T6a 1j9,1-352-302-5746,0.0,O,,2929 BRYANT IRVIN ROAD,JAKSTYS,,Cracker Barrel Old Country,Canada,,2.0,U,44.0,6.0
MAL1574,357.0,Milwaukee,,23235,1-544-399-4428,4.0,O,204803.0,17376 westmere rue,MALANOS,,Applied Biosystems,United States of America,380907.0,2.0,M,28.0,0.0
cai1575,448.0,Lafayette,m,V6j 1v6,1-176-111-4899,2.0,O,369656.0,3222 grant lane,cain,,Massey Energy,Canada,2365835.0,5.0,,5.0,6.0
MCN1576,437.0,Quebec,,V6n 1t2,1-361-613-3801,2.0,O,394669.0,9906 airport north,MCNAUGHTON,O,Medtronic,United States of America,1207205.0,4.0,M,70.0,10.0
kho1577,630.0,Augusta,,h2b 1w4,1-677-003-1611,3.0,R,199665.0,16699 sanders south,khouderchah,W,Arkansas Best,United States of America,2195768.0,5.0,D,68.0,2.0
Mar1578,825.0,Windsor,F,B8B 1Z8,1-694-213-2352,0.0,O,20419.0,23684 decatur street,Marlow,V,Consolidated Edison,Canada,644582.0,5.0,U,19.0,5.0
Cha1579,816.0,Omaha,F,10074,1-661-111-0843,5.0,U,164133.0,13058 wisteria lane,Chartier,,Teledyne Technologies,United States of America,286711.0,5.0,M,3.0,9.0
O'c1580,735.0,San Antonio,F,M5c 1y2,,5.0,U,172891.0,388 SNEAD UPPER,O'colmain,,Dean Foods,United States of America,1204969.0,4.0,M,49.0,10.0
TYN1581,453.0,Overland Park,,36103,1-756-133-9020,3.0,O,310017.0,1060 blythe court,TYNDALL,N,Hershey,United States of America,1867820.0,1.0,S,66.0,3.0
Sch1582,305.0,Colorado Springs,F,35259,1-962-400-0170,3.0,O,283503.0,16124 weyland park,Schlegel,,Wendy's/Arby's Group,United States of America,225136.0,3.0,M,2.0,6.0
Gue1583,834.0,Kansas City,F,90310,1-328-357-0132,1.0,O,,11510 WAKEFOREST RUE,Guevara,,Hubbell,United States of America,1403761.0,4.0,M,21.0,9.0
Saw1584,426.0,Newport News,,V6d 1p3,1-528-975-7395,1.0,R,90250.0,23411 madison south,Sawada,V,Dresser-Rand Group,United States of America,1648703.0,2.0,D,44.0,1.0
PAR1585,356.0,St. Catharines,,h5j 1q2,1-615-026-0873,1.0,O,215458.0,15686 oliver street,PARKINS,,Univision Communications,United States of America,1964663.0,1.0,U,30.0,1.0
rus1586,521.0,Tulsa,,s7d 1n8,1-228-343-7504,4.0,O,496587.0,15447 trail lake road,ruschmeier,,3M,United States of America,2313539.0,1.0,W,80.0,2.0
WAR1587,465.0,St. Petersburg,F,E7n 1j7,1-345-076-8315,2.0,U,143238.0,12470 meadow haven east,WARSHAWSKY,,United Technologies,Canada,2706243.0,3.0,S,41.0,10.0
Lon1588,844.0,St. Paul,,T6c 1k5,1-585-407-1862,1.0,U,36900.0,22986 norfolk lane,Longbottom,F,Rockwell Collins,United States of America,3454012.0,3.0,M,75.0,7.0
VAF1589,326.0,Santa Clara,,72216,1-118-702-1882,2.0,R,360262.0,10716 LAVENDER EAST,VAFAIE,B,Family Dollar Stores,Canada,1126249.0,3.0,,49.0,5.0
sch1590,609.0,Corpus Christi,f,V6e 1q1,1-612-442-2972,3.0,,67322.0,12272 regency lane,schmeler,,Weis Markets,United States of America,61481.0,4.0,M,23.0,7.0
Car1591,488.0,Waco,,72902,1-169-249-3706,2.0,U,189676.0,12051 savannah court,Cargill,I,Target,United States of America,743722.0,5.0,M,89.0,7.0
TIS1592,548.0,West Covina,F,90024,1-334-560-0470,1.0,O,28077.0,2412 BONITA LANE,TISCHHAUSER,,Neiman Marcus,United States of America,1902226.0,,U,28.0,1.0
SCH1593,513.0,Overland Park,,64160,1-091-384-7916,0.0,R,203747.0,9270 leaf south,SCHRIER,,Abbott Laboratories,United States of America,3667951.0,0.0,S,,10.0
Amb1594,531.0,Nashville,,M8c 1x7,1-104-274-6326,0.0,O,191030.0,22605 deerwood south,Ambroise,,Humana,United States of America,1420518.0,5.0,M,88.0,1.0
HLA1595,477.0,Huntington Beach,f,A2c 1w8,1-716-421-5982,3.0,,278974.0,13715 KETCH UPPER,HLAUSCHEK,E,Merck,United States of America,1230013.0,4.0,W,42.0,
Fal1596,818.0,Dawson City,f,77271,1-436-171-7630,2.0,R,405253.0,17433 lowden lower,Fallahi,,General Growth Properties,United States of America,226768.0,0.0,M,49.0,5.0
Lev1597,445.0,Dallas,,T6d 1c3,1-062-789-9840,1.0,O,58611.0,7054 southlake upper,Levitin,,Tesoro,United States of America,262069.0,0.0,U,79.0,8.0
LES1598,674.0,Sandy,,e7n 1o8,1-949-903-4401,2.0,R,183703.0,13904 mahonia boulevard,LESNIAK,J,PNM Resources,United States of America,33073.0,0.0,M,35.0,9.0
wai1599,543.0,Buffalo,,c2a 4w4,1-807-102-4718,4.0,O,27048.0,20109 gardener drive,wai,Y,Dr Pepper Snapple Group,United States of America,1366099.0,5.0,M,27.0,
KLA1600,381.0,Orlando,f,V6F 1U7,1-246-968-4832,4.0,O,393487.0,16119 PENMAR NORTH,KLAMMER,,Hubbell,Canada,92196.0,5.0,D,95.0,4.0
CAR1601,780.0,Providence,m,T5a 1t2,1-095-664-2591,0.0,O,115808.0,633 guadalupe park,CARR,,Chesapeake Energy,Canada,2609887.0,5.0,M,25.0,6.0
Yog1602,,Dawson City,,19219,1-138-271-9862,2.0,O,99224.0,21829 midland boulevard,Yogeswaran,,Laboratory Corp. of America,Canada,2293264.0,3.0,U,84.0,10.0
bar1603,358.0,Norfolk,,T6B 1J8,1-477-254-6590,2.0,O,371296.0,22083 crossus lower,barbary,R,IMS Health,United States of America,295295.0,4.0,M,73.0,10.0
dor1604,572.0,McAllen,,t5a 1o9,1-588-157-6380,5.0,O,218276.0,18570 WOODTIMBER WAY,dorronsoro,Y,Frontier Oil,United States of America,73189.0,,W,58.0,1.0
Had1605,319.0,Hartford,,48245,1-905-789-7948,0.0,O,237297.0,926 nolan drive,Haddow,,Toro,United States of America,3545538.0,,W,,1.0
gas1606,400.0,Dover,f,37406,1-765-783-0055,0.0,U,444523.0,1630 LAMBOLL CRESCENT,gasparotto,,GameStop,United States of America,3971444.0,0.0,W,28.0,5.0
mos1607,340.0,Richmond,m,80202,1-250-193-0140,2.0,O,400885.0,24555 REXFORD NORTH,moshinsky,L,Cigna,United States of America,1362426.0,5.0,D,4.0,3.0
dal1608,,Cleveland,M,H7H 1U5,1-142-956-6276,,U,,7204 katherine boulevard,dall'oste,K,PetSmart,United States of America,2854996.0,2.0,U,76.0,1.0
ARM1609,642.0,Billings,,60761,1-103-038-8615,3.0,U,480717.0,13463 dunlevy lower,ARMBRUSTER,,Duane Reade Holdings,United States of America,500510.0,2.0,M,76.0,0.0
DIS1610,640.0,Newark,,V6r 1v7,1-046-959-4224,1.0,U,316675.0,7776 inwood lower,DISPATCH,,Covance,United States of America,2991667.0,2.0,D,35.0,3.0
Hal1611,735.0,London,m,91143,1-480-417-1290,5.0,O,379294.0,3972 WILMINGTON RUE,Halovanic,,Erie Insurance Group,United States of America,3042267.0,2.0,M,61.0,1.0
Mcg1612,332.0,Flint,,V6D 1S5,1-176-188-5673,0.0,O,248490.0,17343 darlington avenue,Mcgalliard,,Pep Boys,Canada,2211396.0,0.0,S,68.0,8.0
Bot1613,591.0,Sterling Heights,,36670,1-060-266-1941,0.0,R,369768.0,22498 SMITHDALE AVENUE,Botto,J,,United States of America,3838330.0,1.0,M,31.0,1.0
Rav1614,772.0,Anaheim,F,v6y 1w2,1-602-565-1482,3.0,O,424989.0,20064 oakmont east,Ravi,,Southern,Canada,2188130.0,2.0,D,,4.0
PAK1615,642.0,West Valley,,03106,1-341-964-3007,5.0,R,152231.0,3690 PLUMB BOULEVARD,PAKULSKI,,Wells Fargo,United States of America,1310726.0,0.0,U,3.0,7.0
PAN1616,577.0,Tempe,M,85014,1-340-679-3376,4.0,O,343566.0,23588 MADISON WEST,PANDYA,,Bank of America Corp.,United States of America,475488.0,0.0,W,49.0,10.0
att1617,764.0,Yellow Knife,,35294,1-128-643-8987,3.0,R,64485.0,8400 polaris west,attenborough,,Cintas,United States of America,243518.0,,S,85.0,9.0
Bou1618,759.0,Savannah,F,90042,1-364-110-8141,5.0,O,417784.0,18354 DODD COURT,Boucouris,,Owens-Illinois,United States of America,1657663.0,0.0,W,64.0,8.0
TAN1619,433.0,Philadelphia,,V6V 1R1,1-396-311-1198,0.0,O,215087.0,12635 OLYMPIA EAST,TANGLAO,,Halliburton,United States of America,3504789.0,3.0,D,58.0,8.0
Bar1620,525.0,Sterling Heights,,r5h 1l3,1-207-089-8351,3.0,R,306929.0,1821 9TH SOUTH,Barnhardt,,Simon Property Group,United States of America,640660.0,1.0,S,71.0,7.0
Lud1621,832.0,San Jose,,79402,1-904-404-1552,4.0,O,458332.0,18245 HOLLY KNOLL PARK,Ludwick,,Adobe Systems,United States of America,2222986.0,1.0,M,33.0,8.0
DEL1622,316.0,Paterson,M,T6a 1k7,1-534-838-7977,2.0,O,39100.0,18614 tide mill court,DELANEY,,Entergy,United States of America,3588958.0,4.0,,83.0,0.0
Kas1623,685.0,Rapid City,m,35280,1-161-262-1369,4.0,O,437794.0,2988 coralberry south,Kassissia,,CenterPoint Energy,United States of America,2778934.0,0.0,D,57.0,5.0
hat1624,381.0,Thousand Oaks,,90157,1-231-000-0392,1.0,R,37754.0,16090 darlington lower,hatz,,Invacare,Canada,754973.0,4.0,M,67.0,7.0
Tin1625,584.0,Colorado Springs,,h5j 1p6,,4.0,O,193120.0,1790 golden east,Tinney,,Donaldson,United States of America,1266963.0,2.0,M,68.0,3.0
Nes1626,385.0,Grand Rapids,,32245,1-673-457-9456,0.0,O,99512.0,16520 hemphil north,Nesbitt,,AmeriCredit,United States of America,1808998.0,1.0,M,68.0,4.0
Sch1627,635.0,Sudbury,,77286,1-926-757-3068,3.0,O,261126.0,12667 brighton road,Schnaithman,,eBay,United States of America,2700239.0,2.0,S,14.0,3.0
SOB1628,805.0,Macon,,V6e 1q2,1-869-366-2040,1.0,O,120726.0,2035 eaton park,SOBIESIAK,,Raytheon,United States of America,3108137.0,4.0,D,,2.0
Clu1629,679.0,Kitchener,,H5L 1O3,1-805-682-0192,0.0,O,224672.0,5003 TRAVIS LOWER,Cluett,,ITT,United States of America,3578605.0,1.0,M,6.0,3.0
GER1630,453.0,Anaheim,F,H2c 1y5,1-374-290-1311,3.0,,12573.0,22682 rio grande south,GERRITSE,,Land O'Lakes,United States of America,3699975.0,5.0,S,65.0,1.0
TUC1631,847.0,Fairbanks,,60612,1-872-546-8088,2.0,U,200441.0,24683 meadowlark boulevard,TUCKER,C,Tenneco,United States of America,2269303.0,4.0,U,6.0,8.0
Tar1632,,Berkeley,,T6A 1E5,1-498-123-3199,1.0,R,487097.0,11376 knight court,Taralp,,Leggett & Platt,United States of America,2250865.0,3.0,U,47.0,1.0
Cre1633,,St. Johns,,80100,1-136-368-7167,3.0,O,180636.0,3149 CENTRAL LANE,Creasman,,,United States of America,952977.0,5.0,D,96.0,10.0
Joi1634,642.0,Montreal,,H5j 1r1,1-576-056-3958,5.0,R,330412.0,23987 valderra park,Joiner,,Pool,Canada,705875.0,0.0,U,68.0,1.0
hal1635,,Sterling Heights,,h2g 1z9,1-875-959-3346,2.0,O,302078.0,24696 cordoba crescent,halford,Q,Arrow Electronics,United States of America,661156.0,,S,21.0,0.0
Tes1636,600.0,Baltimore,m,45277,1-577-954-3908,0.0,O,11593.0,19492 lyons court,Tessier,,MasterCard,United States of America,3656197.0,,W,73.0,2.0
ONY1637,435.0,Lubbock,,H2f 1x4,1-537-413-0900,0.0,R,110756.0,1630 LAMBOLL CRESCENT,ONYSHKO,,Broadcom,United States of America,2313138.0,2.0,S,15.0,9.0
DEC1638,730.0,Hollywood,,72211,1-539-974-9296,0.0,O,278312.0,18270 HICKORYBARK DRIVE,DECARIE,,Smith International,United States of America,3823810.0,4.0,M,25.0,7.0
Gag1639,418.0,Livonia,F,25335,1-938-703-0026,0.0,O,441167.0,21908 ashford hollow north,Gagne,O,Travelers Cos.,United States of America,3690401.0,4.0,M,98.0,8.0
Lac1640,388.0,Saint John,F,V6X 1R2,1-297-775-1510,4.0,O,225388.0,20940 shearer drive,Lackenbauer,,Monsanto,United States of America,1065171.0,4.0,U,30.0,7.0
Clo1641,622.0,Virginia Beach,,V6c 1t5,1-021-370-2836,3.0,R,328387.0,15562 woodcrest upper,Cloutier,,,United States of America,2185167.0,2.0,D,36.0,2.0
BAR1642,562.0,Kansas City,m,83725,1-304-537-9529,3.0,O,187204.0,10856 kelvin upper,BARBE,V,CVR Energy,United States of America,1736755.0,3.0,M,47.0,0.0
roi1643,702.0,Los Angeles,,85755,1-693-971-8310,4.0,U,322359.0,3507 GREENE ROAD,roig,U,Symantec,United States of America,2865116.0,3.0,S,,9.0
Bun1644,741.0,Garland,m,92150,1-220-050-8394,4.0,O,,11733 electra street,Bunner,,,United States of America,2160791.0,1.0,M,32.0,1.0
Pel1645,312.0,San Diego,,M5E 1Z5,1-467-981-9596,0.0,O,364216.0,509 ALICIA AVENUE,Pelz,W,Retail Ventures,United States of America,3938874.0,0.0,M,25.0,4.0
PLA1646,790.0,Tucson,,48911,1-777-421-2018,3.0,U,,14520 zenith park,PLATER-ZYBERK,T,Del Monte Foods,United States of America,813632.0,2.0,M,85.0,4.0
Tra1647,698.0,Orange,,H2D 1W6,1-890-684-0005,0.0,U,473754.0,13447 amherst boulevard,Travers,K,Sempra Energy,United States of America,3373916.0,4.0,S,46.0,5.0
bos1648,363.0,Boston,F,S7c 1n6,,0.0,O,259788.0,22831 barberry park,bose,,Adams Resources & Energy,Canada,3577327.0,4.0,U,34.0,0.0
GOS1649,649.0,Fort Collins,,53204,1-764-214-6220,1.0,O,419570.0,5140 EMERSON LANE,GOSWICK,,MSC Industrial Direct,United States of America,,4.0,S,61.0,10.0
Kik1650,773.0,Pittsburgh,f,72205,1-835-399-6988,1.0,O,253410.0,7255 berry way,Kikuta,,Discover Financial Services,United States of America,2972070.0,4.0,U,,0.0
Boc1651,342.0,Montgomery,F,93838,1-068-147-6649,0.0,O,382349.0,10936 COVECREEK UPPER,Bockaj,,Jo Ann Stores,United States of America,2722299.0,5.0,M,82.0,
man1652,356.0,Stamford,,87103,1-609-204-7920,1.0,O,52766.0,19939 beard park,manner,,,Canada,2294218.0,4.0,S,29.0,7.0
HAR1653,551.0,St. Paul,M,94617,1-963-175-0431,5.0,O,269001.0,17213 towerwood east,HARMON,,American National Insurance,United States of America,,3.0,S,58.0,7.0
RES1654,395.0,Lubbock,,90083,1-784-086-7205,0.0,R,414609.0,14827 paine upper,RESULTS,,Rite Aid,Canada,3171284.0,0.0,M,92.0,2.0
Owe1655,423.0,Worcester,m,T5C 1J4,1-196-609-5188,0.0,O,80218.0,3934 green ash north,Owen,R,CH2M Hill,United States of America,,5.0,U,7.0,8.0
Yau1656,635.0,Halifax,,90190,1-713-056-3491,5.0,O,122076.0,19923 MAIN AVENUE,Yaung,,PharMerica,United States of America,149515.0,5.0,M,35.0,3.0
Gol1657,648.0,Alexandria,m,90166,1-044-618-4589,5.0,O,372965.0,17147 vaughan rue,Golka,B,AutoZone,United States of America,2727224.0,,W,10.0,0.0
Gru1658,791.0,Manchester,,10706,1-982-234-2988,3.0,O,303356.0,21182 keswick west,Gruska,,Herman Miller,Canada,3137795.0,4.0,M,15.0,5.0
Man1659,776.0,Santa Fe,m,91138,1-242-897-1921,0.0,R,294404.0,2939 chadbourne way,Manolios,H,Wells Fargo,Canada,3760773.0,5.0,S,,8.0
