AgencyID,Age,Country,Phone,NetWorth,MiddleInitial,OwnOrRentFlag,Employer,NumberChildren,NumberCreditCards,City,PostalCode,State,Income,NumberCars,MaritalStatus,CreditRating
Bhw13897,,Canada,1-183-951-9025,3676270.0,,O,Blockbuster,3.0,4.0,Newport News,aosmbqfdgac,OR,27830.0,0.0,S,376.0
fdw13898,9.0,United States of America,1-714-359-4637,95909.0,E,O,Andersons,1.0,1.0,El Monte,qnepzll,VA,463583.0,0.0,U,323.0
Vcp13899,72.0,Canada,1-576-313-6880,2457946.0,,O,,4.0,4.0,Peoria,Eaxphmjnwz,OK,161771.0,0.0,U,697.0
Aqx13900,76.0,Canada,1-914-286-9927,678214.0,,U,AutoZone,5.0,4.0,Rochester,zhxigmkdcq,WY,257108.0,0.0,,338.0
evl13901,41.0,United States of America,1-601-896-8789,2566373.0,Z,O,Boise,3.0,7.0,Hilo,UFHKFNHUBK,CT,125381.0,4.0,M,742.0
Qfj13902,82.0,United States of America,1-603-145-1501,3564386.0,f,U,Levi Strauss,1.0,0.0,St. Louis,JXGEIW,NC,20690.0,4.0,M,526.0
Jqp13903,92.0,Canada,1-451-131-4187,1836313.0,p,O,CBS,0.0,4.0,Greensboro,NBADGYU,DC,426868.0,5.0,M,584.0
elw13904,9.0,United States of America,1-170-284-8478,288788.0,,O,Del Monte Foods,0.0,9.0,Lafayette,qolgbp,NJ,334466.0,3.0,M,475.0
Gbk13905,20.0,United States of America,1-765-315-1369,1255370.0,E,O,Limited Brands,1.0,6.0,Buffalo,yiwvxvcvpr,Ontario,366449.0,5.0,S,833.0
npz13906,80.0,,1-423-923-0660,2964778.0,D,O,Burlington Coat Factory,3.0,4.0,Oakland,Jwnusifki,MA,450623.0,0.0,S,490.0
kpr13907,58.0,United States of America,1-604-469-4942,,Q,O,Rockwell Collins,2.0,9.0,Windsor,LCKOSJGTJH,IA,150074.0,0.0,U,633.0
YAD13908,30.0,United States of America,1-548-802-1910,1482772.0,J,R,Citigroup,2.0,7.0,Mesa,Vshutdzshdp,RI,189970.0,,D,477.0
rpn13909,46.0,Canada,1-400-448-4164,2547874.0,,R,Intel,1.0,0.0,Oceanside,UCTTAVYIHQ,ND,396105.0,4.0,M,589.0
ztr13910,63.0,,1-032-348-5444,2846582.0,,,HCA,0.0,1.0,Tampa,Jwghurzvjfpr,British Columbia,54771.0,,S,457.0
ONK13911,86.0,United States of America,1-450-738-1680,3966461.0,,O,Coventry Health Care,4.0,4.0,Baton Rouge,Xcvgcu,ME,464422.0,,D,505.0
awx13912,43.0,United States of America,1-693-353-0047,380916.0,d,O,Plains Exploration,1.0,3.0,Santa Ana,XXIPMGLGARV,SC,415517.0,4.0,U,476.0
Ryr13913,63.0,United States of America,1-302-308-1913,1321135.0,d,R,FMC Technologies,2.0,10.0,Winnipeg,Xiimnlefeiu,TN,110833.0,5.0,M,399.0
qah13914,83.0,United States of America,,396974.0,,U,Valassis Communications,1.0,3.0,Ottawa,JHEWMQXMQDN,MT,180443.0,0.0,M,772.0
Jaj13915,19.0,United States of America,1-681-087-9468,738013.0,d,O,PepsiAmericas,2.0,3.0,Biloxi,NMOJZSOFVRV,Quebec,363506.0,5.0,D,410.0
Tzo13916,46.0,United States of America,1-981-003-4317,2308599.0,H,O,Sprint Nextel,5.0,2.0,Great Falls,,IA,58149.0,0.0,U,542.0
BTJ13917,73.0,Canada,1-252-355-7571,3981033.0,Y,R,AmeriCredit,1.0,7.0,Miami,Nlkblujw,OK,232020.0,3.0,U,780.0
Bay13918,43.0,United States of America,1-836-273-6192,1163626.0,R,U,CB Richard Ellis Group,,0.0,Houston,Nxxgu,MN,316474.0,0.0,M,736.0
Ydg13919,24.0,United States of America,1-606-434-4128,1061919.0,,O,Insight Enterprises,1.0,1.0,Saskatoon,PLIOONIEXZ,MA,261926.0,2.0,D,317.0
yzm13920,98.0,Canada,1-183-030-1872,2084315.0,,O,Weis Markets,2.0,2.0,Lafayette,Omhlhbdin,KY,233090.0,2.0,U,527.0
psa13921,76.0,United States of America,1-080-823-7999,3971659.0,Q,O,Macy's,1.0,8.0,San Bernardino,FUYDWLGZVKW,MT,301863.0,5.0,S,688.0
Upi13922,88.0,United States of America,1-100-841-7504,1808436.0,,O,Western Union,3.0,6.0,Las Cruces,Wcxsuco,OK,265532.0,4.0,M,743.0
XUA13923,50.0,Canada,1-786-279-2981,2696965.0,c,U,United Natural Foods,5.0,0.0,Springfield,ZPPTGJ,Prince Edward Island,77998.0,0.0,M,499.0
rqf13924,95.0,United States of America,,3241209.0,C,O,CHS,0.0,9.0,Riverside,DAIERPTUEMND,NV,234183.0,1.0,D,725.0
OVJ13925,84.0,United States of America,1-884-271-2918,99121.0,C,O,Enbridge Energy Partners,4.0,0.0,Indianapolis,Rogjxwxxc,MT,290353.0,3.0,D,
Rwt13926,72.0,United States of America,1-564-433-2755,2411633.0,j,R,Computer Sciences,3.0,6.0,Orlando,Riqsrzh,MA,78188.0,0.0,M,377.0
Zlo13927,55.0,,1-526-735-1170,3936495.0,,O,OM Group,5.0,5.0,Anaheim,OXVMXG,CO,199557.0,4.0,U,411.0
Cks13928,,United States of America,1-006-822-2837,935867.0,t,O,CIT Group,3.0,3.0,Scottsdale,vmhaaqpdku,MO,150259.0,0.0,W,684.0
Hvl13929,81.0,United States of America,1-463-667-7034,3563344.0,,O,United Refining,2.0,1.0,Sterling Heights,ybivawh,CO,299551.0,1.0,M,571.0
Dyf13930,61.0,United States of America,1-934-003-6736,3066261.0,r,O,Mutual of America Life,1.0,6.0,Inglewood,Bdlbo,NM,237611.0,5.0,M,327.0
Pgg13931,20.0,United States of America,1-072-328-3081,3807256.0,,O,Rowan Cos.,3.0,6.0,Bridgeport,myycljkxi,WA,70603.0,4.0,M,441.0
Yua13932,74.0,Canada,1-091-805-1357,741335.0,,O,Joy Global,3.0,4.0,Philadelphia,Fkxrooed,VT,274140.0,2.0,D,502.0
Dav13933,13.0,United States of America,1-173-267-3080,3298590.0,P,O,OGE Energy,,,Corona,Ewnghtwgh,CT,77661.0,0.0,M,390.0
GBS13934,44.0,United States of America,1-957-386-1745,2674364.0,Z,O,,1.0,,Oxnard,epnwpvlsx,AZ,29331.0,5.0,,561.0
Kbs13935,62.0,Canada,1-397-956-4678,781172.0,e,O,CenterPoint Energy,2.0,7.0,Los Angeles,ANBKJMYHIGCU,NM,475895.0,4.0,U,390.0
Syp13936,4.0,United States of America,1-205-182-3341,1435588.0,,O,"Toys ""R"" Us",0.0,5.0,Cheyenne,SQGSDXHLPY,IA,493225.0,1.0,D,817.0
EME13937,58.0,United States of America,1-908-313-8382,2214468.0,M,O,AGL Resources,5.0,7.0,Charlotte,,WY,207302.0,0.0,W,
jqp13938,97.0,United States of America,1-019-115-8599,1445007.0,A,O,Fiserv,2.0,0.0,Lakewood,Flriixqqrucg,Prince Edward Island,266103.0,4.0,M,622.0
Zbi13939,33.0,Canada,1-339-158-7109,3113183.0,,O,Berry Plastics,1.0,3.0,Sherbrooke,Momyiy,WV,425127.0,3.0,M,618.0
DYO13940,69.0,United States of America,1-272-243-3337,2384449.0,,U,US Airways Group,1.0,6.0,Garland,TYXMFLTZVMQ,KS,393247.0,1.0,W,359.0
NHK13941,7.0,United States of America,1-688-252-4384,3703130.0,,O,Targa Resources,4.0,5.0,Ann Arbor,Vdiebtct,WY,223579.0,5.0,S,756.0
Glq13942,81.0,United States of America,1-842-517-1117,3636029.0,,U,Regis,3.0,1.0,Augusta,Ncwzejbsm,WA,360982.0,0.0,D,756.0
Drq13943,65.0,United States of America,1-239-570-1064,313134.0,G,U,Tesoro,1.0,2.0,Columbia,nmvgxbzm,IN,435755.0,5.0,S,803.0
PDS13944,75.0,United States of America,1-670-707-4129,3263583.0,v,O,Eastman Chemical,3.0,0.0,Newark,TBFIACEZJ,ME,496164.0,0.0,M,846.0
Eyu13945,86.0,United States of America,1-758-914-5524,,G,O,Smith International,3.0,7.0,Phoenix,Vlyss,VA,356209.0,4.0,M,603.0
lmf13946,60.0,United States of America,1-694-360-6361,1749360.0,,O,Cytec Industries,4.0,2.0,Chula Vista,Kmpqlwczp,CT,225121.0,0.0,M,468.0
ASM13947,52.0,United States of America,1-404-703-0017,1180119.0,,R,CVS Caremark,5.0,5.0,Fullerton,eaabrgudgnlo,Newfoundland,141818.0,,M,542.0
smd13948,62.0,United States of America,1-951-294-4836,78819.0,,O,Newfield Exploration,4.0,8.0,Orlando,Csorffcxduw,OR,337693.0,3.0,S,763.0
Bhx13949,38.0,United States of America,1-940-882-5583,3458085.0,S,O,Tellabs,,6.0,Ontario,PJYUFBOTR,New Brunswick,95943.0,5.0,D,364.0
kdp13950,1.0,United States of America,1-831-635-0465,1210682.0,D,O,Quanta Services,0.0,8.0,Garden Grove,Pxukqxha,MA,257089.0,1.0,S,649.0
khn13951,62.0,United States of America,1-399-017-4256,3285571.0,,O,Wesco International,4.0,8.0,Mount Pearl,Kkpvnb,KY,93773.0,5.0,W,433.0
Wug13952,46.0,,1-557-870-4652,2454306.0,G,O,United Stationers,3.0,3.0,Nashua,Pdieokc,Alberta,69037.0,1.0,U,379.0
BFD13953,98.0,United States of America,1-181-612-7216,462067.0,S,O,Hill-Rom Holdings,3.0,10.0,Plano,Wpmotxtipekw,Saskatchewan,114593.0,1.0,W,622.0
Hrs13954,99.0,Canada,1-423-934-7237,2624430.0,Z,U,Jarden,1.0,7.0,Victoria,xdqnruowu,AZ,,3.0,,536.0
Pxy13955,100.0,United States of America,1-904-788-0117,2418267.0,,R,Ryder System,5.0,7.0,Memphis,jmmmx,Alberta,459831.0,0.0,M,805.0
ups13956,95.0,Canada,,3885556.0,e,,NCI Building Systems,2.0,6.0,Missoula,cfnyxjdc,RI,169145.0,0.0,M,614.0
Qql13957,29.0,Canada,1-974-185-9652,3152565.0,M,O,State Farm Insurance Cos.,4.0,8.0,Tacoma,Unxzgubnbmac,Nova Scotia,244172.0,3.0,S,641.0
Ygg13958,27.0,United States of America,1-802-011-4447,3273594.0,N,U,Kimberly-Clark,0.0,10.0,Windsor,daycmrp,HI,130486.0,2.0,U,391.0
Yuv13959,38.0,United States of America,1-012-539-6416,3932499.0,z,O,Scana,3.0,3.0,Huntsville,Fqdprdumhjy,British Columbia,360431.0,4.0,M,375.0
Sid13960,39.0,United States of America,1-519-551-5834,2045905.0,P,R,ENSCO International,4.0,,Huntington Beach,Ywrblb,WY,211586.0,5.0,W,621.0
Odr13961,22.0,United States of America,1-019-004-8482,1118147.0,,O,Enbridge Energy Partners,1.0,,Milwaukee,nskmt,NY,393945.0,3.0,S,757.0
Sjx13962,,United States of America,1-085-175-0598,1927138.0,,O,ManTech International,3.0,6.0,Hialeah,Qqleauv,MO,272451.0,3.0,U,479.0
CTN13963,20.0,,1-428-402-8208,556264.0,,O,Zale,5.0,5.0,Saskatoon,DBMTMGVLT,WY,157752.0,1.0,M,333.0
Lam13964,1.0,United States of America,1-069-479-4001,1608422.0,,O,Dillard's,5.0,9.0,Charlottetown,Dzejhiioc,CA,135566.0,1.0,M,386.0
Ueb13965,,United States of America,1-902-255-6844,341421.0,,O,Vectren,,7.0,Vancouver,,CO,419154.0,5.0,M,457.0
xit13966,52.0,United States of America,1-884-113-9591,2965033.0,L,O,DST Systems,4.0,2.0,Regina,gqqty,Manitoba,459459.0,1.0,M,732.0
vqa13967,13.0,United States of America,1-307-872-9233,1636999.0,s,R,NYSE Euronext,3.0,9.0,San Antonio,,DC,22081.0,2.0,M,536.0
aro13968,70.0,United States of America,1-988-740-8444,,k,O,Icahn Enterprises,,2.0,Evansville,pfswhyw,NM,112579.0,4.0,M,757.0
hrs13969,14.0,United States of America,1-138-877-1669,2079032.0,K,O,Quest Diagnostics,3.0,,Iqaluit,Edjphd,Saskatchewan,19784.0,,M,680.0
Srl13970,14.0,United States of America,1-972-479-0625,3511953.0,B,O,Borders Group,0.0,1.0,Columbus,Orenewvkau,Prince Edward Island,38086.0,2.0,W,492.0
Dae13971,44.0,United States of America,,1392884.0,,O,eBay,1.0,0.0,Chesapeake,mcutrgvehaxe,GA,21725.0,0.0,M,710.0
Zkm13972,96.0,United States of America,1-329-048-1947,2478055.0,,O,Coca-Cola Enterprises,2.0,7.0,Toronto,,IA,369095.0,0.0,M,352.0
Iej13973,14.0,United States of America,1-152-520-5771,,,R,Hill-Rom Holdings,3.0,8.0,Missoula,GTUAKVUAPKG,UT,92474.0,2.0,M,588.0
Kjv13974,38.0,United States of America,1-142-958-8821,1133913.0,,O,AK Steel Holding,2.0,9.0,Windsor,Xgfxvgjx,VA,190473.0,4.0,M,589.0
Ebc13975,65.0,United States of America,1-242-893-5657,1894984.0,,R,Huntington Bancshares,,9.0,Chula Vista,sqdguxukwgwx,IA,220143.0,0.0,D,
Rqf13976,26.0,Canada,1-440-810-7914,2723987.0,,O,Burlington Northern Santa Fe,2.0,1.0,Great Falls,Vpisduto,UT,4662.0,4.0,M,800.0
Eqq13977,3.0,United States of America,1-069-921-3482,1600240.0,S,O,Travelers Cos.,0.0,6.0,McAllen,,WY,458033.0,2.0,S,661.0
eyy13978,51.0,United States of America,1-950-437-3988,2924669.0,,O,Dominion Resources,5.0,6.0,Buffalo,OVAIJACDXZG,NV,369252.0,3.0,U,572.0
fnl13979,10.0,United States of America,1-494-222-8356,,q,O,Halliburton,1.0,6.0,Chula Vista,qtlfovglsl,TX,363605.0,5.0,U,479.0
Lol13980,51.0,United States of America,1-099-824-6833,2057569.0,K,U,Metals USA Holdings,2.0,7.0,Lowell,OKYXDGK,NE,5313.0,0.0,M,591.0
Qde13981,37.0,Canada,1-802-307-4045,2948381.0,O,O,Southwest Airlines,2.0,10.0,Torrance,Ixnfepsrq,Prince Edward Island,174584.0,0.0,M,566.0
Rcg13982,87.0,Canada,1-181-269-3341,1365779.0,G,O,,2.0,1.0,Phoenix,Votbrmnthmq,VA,348502.0,,M,693.0
rve13983,75.0,United States of America,1-345-572-1060,2681971.0,Y,R,Precision Castparts,3.0,1.0,Boston,kdqmlnav,FL,190130.0,,,585.0
Mfq13984,45.0,United States of America,1-743-843-8791,781495.0,e,R,Kelly Services,5.0,3.0,Paterson,Tcvksozc,MD,23136.0,5.0,S,842.0
amj13985,66.0,United States of America,1-359-252-8672,2939519.0,d,O,McKesson,4.0,3.0,Iqaluit,VAIYTS,WI,436751.0,0.0,M,689.0
qhc13986,47.0,United States of America,1-120-103-6754,1659632.0,P,O,Univision Communications,4.0,2.0,Garden Grove,ksymdkwaazb,MO,426593.0,,U,631.0
Ahk13987,33.0,United States of America,1-236-166-7204,2799883.0,,O,PPL,0.0,6.0,London,Jvhjlcwpq,MO,303231.0,1.0,M,711.0
RPG13988,75.0,United States of America,1-472-226-0277,2021398.0,M,,Aleris International,0.0,7.0,Greensboro,Pnlkwjmqqq,DC,265908.0,1.0,U,377.0
Mwv13989,,United States of America,1-032-583-7718,3951038.0,T,O,Anadarko Petroleum,4.0,8.0,Tulsa,Hcroqqyjswk,NH,442006.0,1.0,W,452.0
Ozt13990,29.0,United States of America,1-708-464-0481,2673643.0,,O,Allegheny Energy,4.0,3.0,Pueblo,TDAPMG,NY,347405.0,4.0,M,601.0
CID13991,79.0,United States of America,1-143-234-9886,3815100.0,,O,EOG Resources,0.0,9.0,Edmonton,Nybsj,UT,412007.0,2.0,S,512.0
ate13992,54.0,United States of America,1-760-583-6186,952118.0,z,R,Cooper-Standard Holdings,3.0,5.0,Riverside,Owxcar,ID,228548.0,4.0,D,823.0
ftv13993,39.0,United States of America,1-706-240-8374,2217978.0,E,O,Expedia,2.0,0.0,Richmond,yhsivwi,NH,275615.0,3.0,M,644.0
OSH13994,82.0,United States of America,1-788-095-3707,1971360.0,V,O,Devon Energy,4.0,4.0,Montgomery,BEDDTGOYO,WV,277335.0,0.0,M,744.0
Ull13995,40.0,Canada,1-625-204-4179,2328228.0,,O,HCA,3.0,,Las Cruces,Fnlaukjeq,TN,218571.0,,M,417.0
Baq13996,21.0,United States of America,1-043-971-5865,3878977.0,S,O,CVS Caremark,4.0,2.0,Flint,Khdeitib,WV,,1.0,M,546.0
jqs13997,75.0,United States of America,1-307-517-2232,2701362.0,h,O,Limited Brands,2.0,0.0,Lancaster,lzvoq,British Columbia,191370.0,5.0,U,408.0
QMB13998,24.0,Canada,1-858-657-9676,1216718.0,w,O,Nasdaq OMX Group,2.0,5.0,Ottawa,cjinvttuz,Nova Scotia,178702.0,5.0,M,462.0
Beq13999,56.0,United States of America,1-422-164-0484,2616138.0,h,O,Pioneer Natural Resources,4.0,8.0,San Bernardino,HRPAGHB,NM,165911.0,5.0,M,623.0
UOM14000,85.0,United States of America,1-139-278-6021,3040939.0,,O,E.W. Scripps,3.0,9.0,Salem,Odepzupkuo,Prince Edward Island,35174.0,2.0,U,630.0
yhl14001,64.0,Canada,1-188-040-8614,3376874.0,,O,Ametek,1.0,1.0,Toronto,Givpxkq,CT,219488.0,4.0,M,613.0
qul14002,12.0,United States of America,1-002-595-6555,,H,O,Advance Auto Parts,,8.0,Fremont,JTXDLATVSA,NM,80709.0,1.0,S,846.0
INC14003,69.0,United States of America,1-550-688-1027,1536376.0,,O,Sauer-Danfoss,4.0,5.0,Tacoma,Aqlxi,TX,,3.0,M,642.0
Xlm14004,68.0,United States of America,1-081-457-8721,1317319.0,V,O,Oracle,2.0,2.0,Santa Clara,kmlaudqos,MT,329731.0,5.0,M,573.0
JQO14005,49.0,United States of America,,,,,Crane,0.0,4.0,Elizabeth,tsknihlbdclc,WY,148789.0,2.0,U,556.0
IWJ14006,26.0,United States of America,1-262-642-2503,,N,O,Maxim Integrated Products,4.0,4.0,Overland Park,Lpimnjqtmxvw,OR,10682.0,,S,820.0
QIQ14007,81.0,United States of America,1-911-660-6612,2883380.0,,O,Synovus Financial Corp.,0.0,2.0,Warren,Xshxzv,PA,340570.0,0.0,D,546.0
BTN14008,99.0,United States of America,,1923574.0,V,O,Carpenter Technology,0.0,6.0,Salinas,ilcgjbkkrl,DE,138118.0,1.0,W,460.0
Axh14009,64.0,Canada,1-916-329-6146,385536.0,,O,Colgate-Palmolive,4.0,1.0,Mesa,agtvlzy,DC,,3.0,U,333.0
Zpn14010,97.0,Canada,1-225-363-5497,515037.0,,R,Urban Outfitters,2.0,4.0,Waterbury,Ckrkdr,NC,381098.0,4.0,D,304.0
tks14011,,Canada,1-892-137-4452,3445024.0,L,O,Peabody Energy,2.0,7.0,Lexington,Xfmdsp,Saskatchewan,37499.0,1.0,W,413.0
Ltn14012,1.0,United States of America,1-141-797-1761,3543580.0,,O,Gilead Sciences,4.0,5.0,Greensboro,Bfpxca,Newfoundland,77899.0,5.0,M,593.0
Qtb14013,60.0,Canada,1-679-875-4062,366143.0,O,O,Service Enterprise Group,1.0,7.0,West Covina,lgxvjwcujspi,Saskatchewan,85356.0,3.0,W,804.0
Tvw14014,18.0,Canada,1-506-981-0928,2763821.0,,O,CME Group,0.0,0.0,Oceanside,Xdkmzqhpialj,Nova Scotia,496998.0,1.0,U,648.0
Ktu14015,52.0,United States of America,1-544-772-6481,,E,O,Snap-On,2.0,2.0,Atlanta,jygkkvhk,DE,34660.0,3.0,M,451.0
XCG14016,100.0,,1-469-965-9906,406077.0,,U,Walgreen,0.0,2.0,Denver,HPKLZNZJI,WV,221754.0,2.0,M,786.0
AZM14017,87.0,United States of America,,1148518.0,Q,O,AutoNation,2.0,9.0,Raleigh,Opaazvj,MO,,1.0,S,312.0
Jvd14018,28.0,United States of America,1-906-813-5785,2978022.0,h,R,TD Ameritrade,0.0,1.0,Corona,Dwpkscalyu,CT,442235.0,4.0,D,516.0
dvs14019,6.0,Canada,1-150-277-8672,3386526.0,,O,Safeway,5.0,6.0,Albuquerque,Xvuyvqvg,ND,267103.0,3.0,S,815.0
RJR14020,100.0,Canada,1-947-823-2014,2198459.0,r,,Jo Ann Stores,1.0,2.0,Tempe,kyheuck,British Columbia,487372.0,0.0,U,401.0
Fjj14021,19.0,United States of America,1-520-321-1202,724120.0,,R,Total System Services,1.0,5.0,Cleveland,,FL,100344.0,,M,686.0
Tvd14022,93.0,Canada,1-175-222-8712,2380553.0,,O,Granite Construction,3.0,8.0,Cincinnati,Jkiqybf,British Columbia,476652.0,1.0,M,468.0
ZEF14023,87.0,United States of America,1-445-311-5146,129849.0,N,O,Walgreen,5.0,9.0,St. Johns,vvbfgseost,AL,182768.0,0.0,W,668.0
Xkr14024,,United States of America,1-544-663-5204,1392765.0,,O,Dover,5.0,6.0,Whitehorse,REOIQ,CO,,4.0,S,519.0
WMN14025,50.0,United States of America,1-771-267-4658,3350670.0,,O,Cablevision Systems,4.0,0.0,Abilene,gcnitfystfi,KS,290450.0,3.0,D,696.0
RJJ14026,78.0,United States of America,1-337-071-5834,434759.0,o,O,Mylan,,6.0,Laredo,Ufcvjo,AZ,298718.0,0.0,W,739.0
Fek14027,30.0,United States of America,1-353-921-8281,2719005.0,l,R,General Cable,2.0,6.0,Nashville,Wjhznhgt,KY,,1.0,M,417.0
Wol14028,91.0,Canada,1-315-297-7863,971708.0,,O,Visteon,3.0,2.0,Hialeah,Hlezgm,SC,68027.0,4.0,M,808.0
QES14029,61.0,Canada,1-693-318-9637,2069735.0,N,O,Caterpillar,3.0,10.0,Chandler,Opiovnso,NM,43055.0,5.0,S,412.0
GUB14030,3.0,United States of America,1-974-947-9947,32033.0,,R,Supervalu,,8.0,Pomona,zydkcnmmr,Prince Edward Island,201507.0,5.0,U,686.0
Gub14031,,United States of America,1-755-800-0848,2429720.0,,R,Valmont Industries,4.0,8.0,Sherbrooke,Qjriazlhrx,Manitoba,126276.0,3.0,S,725.0
Lmj14032,76.0,United States of America,1-041-664-8561,1278288.0,F,O,Univision Communications,5.0,2.0,Las Cruces,Sstllcmqtq,KS,114940.0,0.0,S,417.0
Tob14033,79.0,Canada,1-646-533-4010,3842046.0,E,O,Briggs & Stratton,5.0,7.0,Overland Park,Bwoimzrirob,NV,361588.0,1.0,U,324.0
hrf14034,32.0,United States of America,1-802-083-5248,1856763.0,t,R,American Greetings,1.0,0.0,Victoria,aqprna,British Columbia,133002.0,2.0,M,305.0
ICS14035,77.0,Canada,1-249-508-1613,2880304.0,Y,U,Omnicom Group,1.0,,El Monte,,Alberta,94849.0,2.0,M,567.0
Jub14036,33.0,United States of America,1-236-642-3891,,,O,,4.0,10.0,Berkeley,OQGMBUIU,WV,211821.0,4.0,U,322.0
Par14037,90.0,United States of America,1-676-946-3534,526135.0,I,U,AMR,3.0,10.0,London,Ptpukvrfbqy,Alberta,286514.0,1.0,D,487.0
OJO14038,55.0,United States of America,1-412-854-8284,1728719.0,,O,URS,3.0,6.0,Jacksonville,BPCHTIOR,AR,235934.0,1.0,U,723.0
NOM14039,28.0,United States of America,1-678-785-5196,3017962.0,,O,SunGard Data Systems,3.0,2.0,Huntington,Oghqmokzvoe,New Brunswick,136093.0,2.0,M,786.0
efr14040,11.0,Canada,1-171-087-9699,3206832.0,,O,Mirant,0.0,4.0,Torrance,Ifywg,DC,403307.0,2.0,U,815.0
RHJ14041,33.0,United States of America,1-945-359-2880,3429955.0,,O,Regis,4.0,3.0,Reno,Aeroelktqw,SC,191112.0,4.0,M,806.0
bzd14042,64.0,United States of America,1-867-030-9435,3946226.0,T,R,Eagle Rock Energy Partners,5.0,1.0,Wichita,Zzetzymduvso,MT,11909.0,0.0,D,357.0
IUF14043,100.0,,1-767-517-5645,2423280.0,m,O,Pacer International,2.0,10.0,Lexington,Sdalctcaz,Manitoba,117280.0,3.0,W,443.0
Jli14044,13.0,Canada,1-409-984-0277,480727.0,W,O,Werner Enterprises,3.0,1.0,Omaha,JPEAYZV,TN,341616.0,1.0,U,771.0
Nwa14045,91.0,United States of America,1-117-510-8229,876048.0,,O,Lennar,5.0,6.0,Springfield,Ebmfkj,TX,298687.0,2.0,W,478.0
Toq14046,24.0,United States of America,1-952-132-2240,,w,O,Thermo Fisher Scientific,0.0,4.0,Hayward,DEEGDNNQC,ID,386966.0,1.0,U,337.0
YCJ14047,100.0,United States of America,,3917478.0,D,O,Domtar,1.0,0.0,Jacksonville,Ixjrnqugo,MI,447326.0,0.0,U,
ZLX14048,68.0,Canada,1-633-915-9888,75862.0,Q,O,ENSCO International,3.0,9.0,Irving,Yleiks,Quebec,460342.0,3.0,D,482.0
Wav14049,72.0,United States of America,1-882-035-4926,2719402.0,o,O,Harsco,5.0,1.0,Eugene,Cardr,MT,372175.0,4.0,D,575.0
Sfq14050,47.0,Canada,1-237-516-0438,,u,O,Rockwell Collins,1.0,4.0,Buffalo,Nzieqxu,MS,440698.0,1.0,S,526.0
NMV14051,94.0,United States of America,1-509-341-1473,2701531.0,,O,Johnson Controls,4.0,6.0,St. Johns,tnpiqrqi,Saskatchewan,161159.0,2.0,S,835.0
xup14052,31.0,United States of America,,1955044.0,,U,Phoenix,0.0,3.0,Sioux Falls,vrypavgx,NV,310777.0,5.0,S,396.0
Xlq14053,42.0,United States of America,1-582-387-0906,3393889.0,,O,Health Management Associates,1.0,10.0,Vallejo,QULAI,NM,414227.0,0.0,M,695.0
yxo14054,46.0,Canada,1-878-362-7467,342781.0,,O,TravelCenters of America,2.0,1.0,Irving,ryvyc,OK,2734.0,5.0,U,741.0
BGS14055,80.0,United States of America,1-707-426-2005,2631258.0,,U,Joy Global,3.0,1.0,Vallejo,OGNFHZPOLH,LA,128814.0,3.0,M,
Cky14056,46.0,,1-165-121-1253,627723.0,,R,Paccar,4.0,4.0,Huntsville,DKWNU,FL,248735.0,2.0,D,391.0
VND14057,43.0,United States of America,,1731121.0,,U,Celgene,5.0,4.0,St. Louis,cbjhvbqxf,NH,217375.0,3.0,S,
oph14058,64.0,United States of America,,2684036.0,,O,Pilgrim's Pride,4.0,8.0,Manchester,Ppijnie,ID,464982.0,1.0,D,598.0
Fwu14059,91.0,United States of America,1-964-404-5864,2175391.0,F,O,Wesco International,2.0,9.0,Mesa,cvvfgndplcxh,VA,181562.0,1.0,S,435.0
WYU14060,43.0,United States of America,1-767-193-2118,1648694.0,,O,Manpower,4.0,3.0,Ann Arbor,ZXEDHWDKTHA,MS,311648.0,4.0,M,551.0
yho14061,35.0,United States of America,,2982403.0,M,O,Allegheny Energy,0.0,4.0,Boston,cekvto,Quebec,47139.0,,W,634.0
Oyd14062,61.0,United States of America,1-022-122-1229,1429788.0,c,O,State Street Corp.,5.0,0.0,Kansas City,Muskqahtr,WY,62663.0,3.0,S,462.0
Zax14063,25.0,,1-629-959-4382,2028752.0,,O,Ferro,5.0,10.0,Indianapolis,Xbjpbncyz,Saskatchewan,144390.0,1.0,U,614.0
Ney14064,80.0,United States of America,1-886-943-3382,3681997.0,,O,Black & Decker,1.0,1.0,Hilo,Rzdkpencycxf,WY,276053.0,0.0,M,430.0
DOZ14065,93.0,United States of America,1-114-360-9928,3007487.0,D,U,Helmerich & Payne,0.0,0.0,Cheyenne,Bqpcexbe,CA,377604.0,1.0,U,401.0
gll14066,81.0,United States of America,1-632-437-7416,1681544.0,,R,Total System Services,4.0,7.0,Hialeah,Fskeotjm,GA,73115.0,0.0,M,849.0
Ovr14067,12.0,United States of America,1-793-673-2434,3706841.0,Z,U,Exelon,1.0,3.0,Sherbrooke,Vwhvsqwkujn,OH,227020.0,0.0,W,760.0
svc14068,98.0,,1-909-248-7891,548016.0,q,U,Advance Auto Parts,1.0,7.0,New York,Ndhzawv,DC,361656.0,1.0,S,535.0
TXP14069,25.0,United States of America,1-854-865-6100,2571364.0,i,O,Allergan,2.0,,Laredo,QBQCQNZ,LA,357045.0,0.0,M,646.0
zfa14070,65.0,United States of America,1-328-522-9488,232423.0,o,R,Dana Holding,5.0,7.0,Irving,Nmlcxsres,TN,348618.0,0.0,U,437.0
