AgencyID,FirstName,Age,MiddleInitial,MaritalStatus,NumberCreditCards,NumberChildren,OwnOrRentFlag,LastName,CreditRating,NumberCars,State,Country,Phone,Income,Employer,NetWorth
VMA12177,ZHMPPDAWSX,89.0,,W,3.0,0.0,O,VMAFOHAOVKLPT,777.0,1.0,British Columbia,United States of America,1-769-486-5691,40659.0,Pulte Homes,440671.0
fil12178,aeihbwxaivxbbyqtjkrvsntxzk,84.0,,D,6.0,2.0,U,filbmxgj,626.0,1.0,Nova Scotia,United States of America,1-496-917-2301,154901.0,General Electric,442887.0
Gec12179,Nwgsjo,10.0,,D,5.0,0.0,O,Gecltzvfbecbfyo,568.0,5.0,AK,United States of America,1-445-362-4479,,Emcor Group,904205.0
ECW12180,HJJDVDQFODVXASRGQQGTSRZ,6.0,H,S,10.0,3.0,O,ECWJKSOKRTMNLNBJDW,759.0,2.0,AZ,United States of America,1-658-301-5633,193974.0,Southern,1492878.0
Hep12181,hrcpzbusuvaodmqsd,,,M,0.0,4.0,U,Hepfionkosnqkgtp,411.0,3.0,PA,United States of America,1-569-944-9830,201912.0,Sonoco Products,
IDI12182,YHXTQBOVLIQMMKQICX,38.0,w,U,8.0,2.0,U,IDIMUSSZUIAKREUOJFEXWV,420.0,1.0,WY,United States of America,1-787-301-7176,166582.0,Chesapeake Energy,258320.0
elj12183,Agfgexnznvupehkfsjgcqaga,96.0,M,M,9.0,,O,eljfbvjqn,811.0,0.0,OH,United States of America,1-605-496-0661,483696.0,National Fuel Gas,156148.0
Jwf12184,shzol,18.0,P,M,8.0,,O,Jwfnhxtrreunqznhaeliwbeylucdb,779.0,2.0,NV,United States of America,1-175-541-6752,466472.0,,3787797.0
bzy12185,vkkdtuv,10.0,,D,5.0,2.0,U,bzygrhomgsxdiigjdfcffu,505.0,0.0,UT,United States of America,1-908-821-3278,248579.0,MasterCard,3047892.0
Npc12186,mxrkzcxpxvgpeiekkzwvpjjfgote,3.0,,M,10.0,2.0,O,Npccqznajbpgypp,633.0,0.0,CO,United States of America,1-062-219-3780,362974.0,Insight Enterprises,710939.0
Ewj12187,EPEGHHYDQHKWEZMVXPPCYATAODE,33.0,,M,2.0,1.0,O,Ewjqynuaj,775.0,0.0,New Brunswick,Canada,1-133-713-6636,291750.0,Key Energy Services,689307.0
YZQ12188,Tdwebgtvdyhnaatjsrdfx,,,M,5.0,5.0,O,YZQYJGXXJTKPBYESZSDGPLQM,561.0,2.0,UT,Canada,1-977-342-6400,493867.0,Sonic Automotive,1541557.0
Evc12189,WVQAZTVPPJLXBY,,C,M,4.0,3.0,O,Evccxpwvpmsrezfduptykckaubjku,740.0,5.0,NH,United States of America,1-616-307-1026,434880.0,Western Refining,3095532.0
cuh12190,Weyfjejzajsehyogvjceuox,54.0,H,M,2.0,,R,cuhnjlbkbmfssrdalh,627.0,1.0,CO,United States of America,1-423-456-7282,,Marshall & Ilsley Corp.,2802031.0
Dgw12191,Uryaafgxbovwaix,21.0,w,U,3.0,1.0,R,Dgwnmunikopxoontz,405.0,1.0,Quebec,Canada,1-662-169-7332,198845.0,Church & Dwight,2117482.0
CVC12192,Dynvwtngkjixib,,F,,,0.0,O,CVCMXNJLDCUAUIKDOKHL,593.0,3.0,ID,United States of America,,135611.0,W.R. Berkley,1585706.0
Jse12193,lswcchmgqvkhnsnnlrrsqkz,34.0,,W,6.0,0.0,R,Jsedvllewjehstiv,579.0,5.0,HI,United States of America,1-209-681-6651,479777.0,Tenneco,229594.0
Tar12194,nycvdrruylszaczvgesblwjnlyak,48.0,C,,10.0,1.0,U,Tarlnuquwhij,479.0,,HI,United States of America,1-346-208-2462,373698.0,Pacer International,2713681.0
Nad12195,Pjawii,42.0,,U,7.0,3.0,R,Nadnasbxvvkakwnm,557.0,1.0,MN,United States of America,1-455-945-8060,52668.0,Warnaco Group,247096.0
rib12196,xefpdiq,96.0,j,M,10.0,1.0,U,ribjlwfxhlogvxzogyyg,460.0,5.0,MT,United States of America,1-604-951-7616,172102.0,Kla-Tencor,31180.0
wqs12197,LOUMPFMSKRER,40.0,d,U,5.0,0.0,O,wqsakaxk,676.0,2.0,CT,United States of America,1-541-931-8731,53762.0,Thomas & Betts,2226899.0
Qxf12198,Txhdtsjrnaogrzsk,0.0,T,U,2.0,4.0,U,Qxfqo,588.0,3.0,SD,United States of America,1-521-807-6924,103196.0,Broadridge Financial Solutions,2919511.0
Igm12199,AFDYOOYCXVMI,5.0,,W,3.0,2.0,O,Igmjzznldwvxgodwelb,318.0,1.0,WY,United States of America,1-166-243-0923,337137.0,Polaris Industries,
HOW12200,dfyilojzgebnsvaerfbhjgqcg,,,W,0.0,5.0,O,HOWOSNFRE,,2.0,IA,United States of America,1-906-368-4130,38753.0,Archer Daniels Midland,2334594.0
JRA12201,rvckglilespertjhca,76.0,B,U,10.0,2.0,O,JRAELVRAIZJL,577.0,4.0,TN,United States of America,1-691-985-0241,368769.0,Advanced Micro Devices,
NES12202,Heakkeulr,24.0,F,U,4.0,1.0,R,NESKAWJCMOSQFJBWVPAR,583.0,3.0,AR,United States of America,1-741-680-0780,379183.0,Greif,3793160.0
iwv12203,Pjrocmvqlsbbpo,4.0,,M,6.0,3.0,R,iwvhopfbbkevbljswvhmqf,745.0,2.0,GA,United States of America,1-881-425-5854,13484.0,Carpenter Technology,1116481.0
Kgb12204,Uljtoe,80.0,q,U,8.0,0.0,O,Kgboosbbzmbdljghzdwobg,,3.0,WA,United States of America,1-148-334-7958,250104.0,Cinemark Holdings,2405635.0
vqn12205,adpufe,72.0,,D,9.0,2.0,O,vqngrjjsqlfefbjlt,792.0,2.0,CO,Canada,,317017.0,Popular,1345430.0
WIP12206,TJALDBWUFDFHXFO,77.0,V,M,9.0,0.0,O,WIPMTMX,423.0,5.0,WY,United States of America,1-743-909-0960,408026.0,Humana,1414682.0
veq12207,NBTCTUSJXF,66.0,,W,7.0,2.0,R,veqdhdpkmotw,699.0,2.0,British Columbia,United States of America,1-790-995-2210,72785.0,Moog,761024.0
Eub12208,ellwgaceavr,57.0,,U,5.0,3.0,R,Eubdytwdwnvvlnnkiglruwnvmxtyse,793.0,0.0,LA,United States of America,1-424-029-3950,344200.0,Coca-Cola Enterprises,3529716.0
xau12209,Mjbjxtjsqkhzxalegpvwjlhegirrl,39.0,,S,5.0,3.0,O,xaugg,708.0,1.0,WI,United States of America,1-663-737-8437,163287.0,Fannie Mae,402551.0
Ezk12210,Xptypqejrmtucyosirsqfkcnivlkf,66.0,,S,3.0,2.0,O,Ezkvaobakwvl,524.0,2.0,AK,United States of America,1-284-847-8516,476546.0,Noble Energy,2383975.0
Rwz12211,Xbmlfslnunehiwlkcwhf,6.0,Y,S,5.0,3.0,R,Rwzqyaiekfeqlgzfz,475.0,1.0,OR,United States of America,1-932-002-4006,351197.0,,156372.0
Jqi12212,kncgvlyixgdt,47.0,,U,3.0,4.0,,Jqiexkrqyoyopkolqozlarvosh,621.0,5.0,WY,United States of America,1-458-552-3785,410685.0,Watson Wyatt Worldwide,1925871.0
Fqk12213,Afryeczsdk,27.0,,S,0.0,5.0,O,Fqkjjygvoknkkdgnjqnzwoujui,364.0,0.0,NV,United States of America,1-573-635-0257,163033.0,Goldman Sachs Group,1200732.0
OYA12214,DLBDUEZBFAYQULJDODDZRNGRKKW,65.0,,M,1.0,3.0,O,OYAWT,406.0,2.0,KY,United States of America,1-845-177-6270,383409.0,Alcoa,580859.0
Mua12215,Bivgrgyovfudytonqaihxorxtau,5.0,,U,6.0,5.0,U,Muajirmsbtvvnzszxzt,829.0,2.0,UT,United States of America,1-526-761-6481,443283.0,Boston Scientific,3584219.0
HPT12216,Vfukciddzwverhamtz,23.0,,D,8.0,2.0,O,HPTYNKPDWRFUI,643.0,1.0,WV,United States of America,1-425-424-9711,,CBS,1945249.0
QIA12217,ipdyrij,68.0,,M,0.0,5.0,O,QIATRSTDJEKXT,416.0,5.0,MT,United States of America,1-974-606-8078,,Ingram Micro,
Wti12218,swafsqogrwdzqoaoaatqmhqxlfykwy,31.0,i,M,5.0,3.0,U,Wtiqpwzxp,473.0,3.0,WY,United States of America,1-308-988-8179,66752.0,Expedia,2796483.0
NMV12219,SZIGDVVGAATQOVFIGKSAVW,33.0,,M,10.0,5.0,O,NMVOSEIQAFUQPMCVPAMIODFGBL,591.0,5.0,NV,United States of America,1-864-604-8548,332456.0,OfficeMax,
Yxd12220,drfzwjgcncpwprymyqndooc,97.0,,D,8.0,4.0,O,Yxdeh,804.0,3.0,IL,Canada,1-421-065-9548,473033.0,Loews,775100.0
Fve12221,Oyywxjqcnfxsrkrdt,38.0,,W,0.0,0.0,U,Fverfw,,5.0,Alberta,Canada,1-012-750-3367,324615.0,Conseco,2367113.0
bqo12222,ELGZIRW,78.0,,M,4.0,5.0,O,bqoovaipsgsdhtuopesdcgvqlrlawv,685.0,1.0,VT,United States of America,1-416-154-8007,118303.0,Schering-Plough,1302714.0
isg12223,Zadbfnijltnxscltrrsllrd,88.0,Y,D,7.0,1.0,R,isgejynhv,499.0,3.0,MA,Canada,1-571-624-5476,164382.0,Alliance Data Systems,2084749.0
Sii12224,qkjimnwokakcgeoszhcx,91.0,,D,8.0,5.0,R,Siitbcjnm,417.0,4.0,IL,United States of America,1-686-563-1927,248149.0,Polo Ralph Lauren,923312.0
Jca12225,Vgdixkoawacfg,50.0,F,,6.0,5.0,O,Jcaulatortabrovmsvlrmhuixd,714.0,1.0,MI,Canada,1-725-337-9751,45831.0,Best Buy,2432430.0
joa12226,IUOEVNLOZCBPIDKCOECFBNPVWOZTD,4.0,g,S,4.0,2.0,R,joawhooyicwafxdtxrk,336.0,4.0,AR,United States of America,1-944-556-7766,317525.0,BlackRock,507864.0
Mvh12227,IBBOAPI,39.0,S,D,10.0,5.0,,Mvhxxharnkntwxxkacutr,,1.0,NM,United States of America,1-637-305-5361,422793.0,Jones Financial,3519269.0
Hcg12228,KYSQVPSPAVFWUEMCJEQDBNL,40.0,A,S,3.0,0.0,O,Hcgrvn,784.0,4.0,MN,,1-790-693-7865,244919.0,Regis,1883644.0
Chx12229,Dycnthikqdjxqtbwg,50.0,,M,9.0,5.0,O,Chxnylopw,475.0,0.0,MD,United States of America,1-085-597-7614,175758.0,DST Systems,3071518.0
XCN12230,Vpumeba,42.0,,M,0.0,3.0,R,XCNNFJNBSYCEVPCUDGWHGHGS,847.0,2.0,HI,Canada,1-735-425-1545,158835.0,Radian Group,1416770.0
Mly12231,Umqoetmup,86.0,V,U,6.0,0.0,O,Mlyasqdtlxsqnxowtxekvezmzi,634.0,,DC,United States of America,,111717.0,Simon Property Group,2552930.0
ZIC12232,Nonfcxrwebytwxqdhwfek,27.0,,S,7.0,0.0,R,ZICAULELSXWFUZVTSPRXMJ,759.0,3.0,AR,United States of America,1-321-399-0166,,Constellation Brands,2734980.0
Tsr12233,Zjsmnkh,57.0,H,D,1.0,0.0,O,Tsruzliwtpoqwnjouscrjiegn,573.0,5.0,NC,United States of America,1-332-456-2627,156323.0,Express Scripts,3392989.0
IXD12234,RCNDQVKLRTX,14.0,J,M,7.0,,O,IXDLEGGSX,669.0,4.0,NC,United States of America,1-376-495-5558,470202.0,Auto-Owners Insurance,618606.0
GUY12235,Urwvnwtwmzsapohlhysvxw,83.0,,U,3.0,2.0,,GUYJSROEQIYSZXPLJBLPT,515.0,2.0,CA,United States of America,1-840-836-8511,69973.0,Brown Shoe,2543097.0
KVS12236,Yvpztajfquftnosyouqhibjf,3.0,,W,6.0,,O,KVSSGR,332.0,1.0,IN,United States of America,1-840-301-1739,48247.0,Hayes Lemmerz,3687736.0
LWQ12237,UYVKGLGDTYAKXEEBPQKB,61.0,u,S,7.0,2.0,R,LWQHL,762.0,0.0,British Columbia,United States of America,1-699-267-0354,117817.0,Walgreen,
Lqf12238,Chalpkggqxvairvj,6.0,,U,1.0,1.0,O,Lqfov,,1.0,British Columbia,United States of America,1-614-704-6730,297746.0,MSC Industrial Direct,1434088.0
Rpt12239,Dxwoqvyp,12.0,,M,2.0,2.0,U,Rptwgjjzjwmqjcypkihsedbf,398.0,4.0,KS,United States of America,1-762-816-9121,489458.0,Avnet,3615499.0
coj12240,Ngwusqdv,52.0,,M,7.0,3.0,O,cojkjfrufibfwcnkh,539.0,4.0,UT,United States of America,1-460-072-2169,463947.0,PNM Resources,3583755.0
Czh12241,ENWSGVXBOUHXERZNFDSLIBK,18.0,,M,10.0,5.0,O,Czhuwuwjv,708.0,5.0,AR,United States of America,1-172-236-5042,305738.0,Corn Products International,2805623.0
Jbs12242,Pmfmnhszhgo,23.0,,U,0.0,4.0,O,Jbsmwpypiwwdxhconcupxogynnk,564.0,5.0,PA,United States of America,1-976-748-9268,394713.0,Guardian Life Ins. Co.,2125833.0
Igf12243,uoentejuzzjmjpb,24.0,A,M,8.0,0.0,O,Igffthiofacpkdowzpvxplx,837.0,5.0,New Brunswick,United States of America,,,Radian Group,717520.0
fqj12244,EKJSPPTZNHTNNEYZYGXFMZBZMCJDVO,1.0,i,D,6.0,2.0,O,fqjplsmokuqssk,,1.0,MN,United States of America,1-918-403-1338,257468.0,Annaly Capital Management,2051903.0
Qhr12245,Elvzaunxyjmhfidbzpiqocimitdzd,68.0,,M,1.0,0.0,O,Qhrknmeoa,544.0,3.0,NH,United States of America,1-118-224-3667,295961.0,,1970370.0
FAA12246,Lgquptcvskormkmeaaievkzvdea,65.0,N,U,9.0,4.0,O,FAAMEOFBOVYRLMVSHEETEP,601.0,2.0,DC,United States of America,1-784-800-4442,102029.0,Staples,1668674.0
Nef12247,aeuosyvrlwlqtwguumsfa,55.0,A,M,3.0,4.0,O,Nefvcaobfa,622.0,5.0,TN,United States of America,1-344-096-2698,247652.0,Unisys,2393174.0
meb12248,menksknkxjawmoofealguhhqz,19.0,,S,10.0,2.0,,mebafwrfe,795.0,2.0,MT,United States of America,1-904-085-4794,186555.0,Wyeth,3148089.0
rkm12249,Gpcjjkpsinpixjv,70.0,,M,0.0,0.0,O,rkmlw,484.0,0.0,IL,Canada,1-911-754-0827,151602.0,Mutual Life Insurance,880419.0
ypd12250,TCBFCOYZYRITNTNRSBGKP,96.0,,M,6.0,3.0,O,ypdxa,,2.0,WY,United States of America,1-130-181-5617,260323.0,Assurant,2027217.0
Gcr12251,Ytayazsocgxipvgzrnbrhxh,,,U,1.0,1.0,O,Gcrkayxcwznojhnig,791.0,1.0,AL,United States of America,1-367-300-4355,46789.0,Ingram Micro,2989768.0
Ham12252,Znxprouemhtv,56.0,c,W,6.0,0.0,O,Hamjuk,303.0,1.0,OH,United States of America,1-160-772-9584,360248.0,Lexmark International,1643977.0
Fpv12253,Lwubgzeqwbiehgaht,79.0,,S,7.0,0.0,O,Fpvwvlhsenseweimgmvsiaudbq,395.0,1.0,AK,United States of America,1-830-350-0801,361464.0,Dentsply International,2081414.0
qgd12254,EYZKNXEZPCTNJZKEQIUXWVTCWJSKB,45.0,,S,10.0,0.0,O,qgdxlokeudkmqetauhonx,686.0,3.0,OK,United States of America,1-172-219-9219,131165.0,Country Financial Services,2582386.0
Mmf12255,Ipucdnpjzxpinkskkuujhqa,34.0,u,S,8.0,0.0,O,Mmfelestsrwkbpoaorpwc,611.0,0.0,Ontario,United States of America,1-863-514-4059,468222.0,Humana,745540.0
cch12256,srsvttriphhusfwi,63.0,P,D,3.0,4.0,R,cchfcocrcelhes,605.0,0.0,GA,United States of America,1-294-746-4175,69986.0,General Motors,1556754.0
Mkl12257,Theupsokjmtfbalixemfxe,11.0,,U,1.0,2.0,R,Mklpeqcffvzospfvabepqoicfvou,446.0,2.0,MA,United States of America,1-660-731-4243,133905.0,Express Scripts,3619771.0
Cuu12258,Jpibxvfbwyhtx,28.0,,S,10.0,5.0,O,Cuuqofdxlkxcxbetiaovvkdgot,521.0,4.0,NH,,1-737-028-3170,125591.0,ON Semiconductor,2476699.0
SGI12259,Wulkxrerjncgwjhnb,80.0,D,M,7.0,2.0,O,SGISB,561.0,0.0,ND,Canada,1-032-901-2864,329007.0,Interactive Brokers Group,384979.0
Dji12260,Hjhelx,64.0,,,2.0,1.0,,Djirjxhojhhatxgt,348.0,0.0,VA,United States of America,1-711-729-3213,72809.0,Phoenix,3355184.0
Zfm12261,Fhiptxsukxb,8.0,,S,5.0,,O,Zfmvukwvhoh,743.0,0.0,NH,United States of America,1-942-080-0051,157097.0,Cephalon,921503.0
HHH12262,jbsjzf,,T,M,8.0,2.0,O,HHHCPUTRAFKVRYQKBBTGGO,524.0,0.0,OK,United States of America,1-447-426-0512,306932.0,Laclede Group,517122.0
Vns12263,Dnaoisntnzimrkjhnhcffmiutsws,45.0,,M,8.0,4.0,,Vnsfncs,761.0,4.0,MD,United States of America,1-458-424-3020,146058.0,General Growth Properties,3961463.0
Dno12264,plpglinchhjmgcprn,,,U,0.0,0.0,O,Dnosusenygfhvntfczmwnedo,382.0,3.0,PA,United States of America,,129028.0,Monsanto,2804105.0
SJR12265,SWPLPVWXYAZZJMWURWIBCOVDFQLX,46.0,,U,6.0,0.0,U,SJRMMXRXJUQLPE,435.0,0.0,IA,United States of America,1-790-473-6022,48169.0,Solo Cup,3277048.0
VTJ12266,MMKOFNVYPCZYB,68.0,,M,4.0,3.0,O,VTJEGMQISJTL,402.0,2.0,WI,United States of America,1-505-924-5709,491094.0,MEMC Electronic Materials,2971203.0
Gsr12267,Jehrprtswwctufkbyit,30.0,g,U,7.0,1.0,O,Gsrugdz,669.0,3.0,AK,United States of America,1-551-149-8734,156190.0,Gannett,923080.0
Uyk12268,ELFPFILXHNKACPYXBG,92.0,,D,4.0,4.0,,Uykrwwxekne,438.0,,RI,,1-829-531-2121,210500.0,,1005552.0
SXM12269,Tclaovmtpraof,16.0,m,U,5.0,2.0,O,SXMCBHDQNLGRMUVTYUCHFFEBND,826.0,5.0,AL,United States of America,1-621-209-7389,253563.0,Ball,1851067.0
ZQD12270,Xdwkkzxmv,22.0,D,W,10.0,3.0,O,ZQDNLQCUSKIZDO,556.0,1.0,WV,United States of America,1-150-322-9590,38683.0,Charles Schwab,3168123.0
ELB12271,Kczopdfsrvey,24.0,B,S,3.0,4.0,O,ELBTIKLFNWUROCWAMCQCWOFZWMD,440.0,3.0,CO,,1-629-868-1988,398600.0,Int. Business Machines,475083.0
MQH12272,Bfqqdgx,38.0,F,W,1.0,3.0,R,MQHRMPHIQM,365.0,4.0,AZ,,,33993.0,Lennar,1610658.0
wdu12273,QGHMNRNALUXWRJ,29.0,J,S,7.0,1.0,R,wduqelrzmerd,446.0,1.0,IN,United States of America,,50976.0,Iasis Healthcare,359942.0
Vmo12274,RKWAAZOIBMRLMJXHXR,97.0,X,M,4.0,2.0,O,Vmouirxzvcytoqh,369.0,3.0,VA,United States of America,1-708-876-4578,187595.0,Embarq,1436315.0
Vue12275,iicobahpngbmvigg,64.0,,U,6.0,0.0,O,Vueihgieakfhsgsyszmfevt,436.0,1.0,IL,United States of America,,237527.0,Cigna,3850672.0
aql12276,QFASLQDLVIUKZWT,40.0,S,M,4.0,5.0,O,aqloptzxvpzvvmpjsp,358.0,4.0,NJ,Canada,,408665.0,PepsiAmericas,93264.0
Oyt12277,Iqraukkvbivlawfb,2.0,V,S,9.0,4.0,,Oytoqmadzkkxptbgeebajh,778.0,2.0,TN,United States of America,1-558-144-1963,496385.0,Tellabs,3972112.0
oot12278,XMVJQUVMMVGCFLYFRS,86.0,r,U,2.0,0.0,O,oothnsvbyjz,456.0,2.0,Ontario,United States of America,1-852-976-8737,450003.0,PolyOne,1783132.0
gqp12279,Krtbsgv,43.0,,M,4.0,5.0,O,gqplc,588.0,4.0,WA,United States of America,1-409-332-6355,467959.0,General Cable,2990001.0
SGD12280,frmuslfvamijwhfnfpzapmsycq,80.0,,M,8.0,1.0,O,SGDFJTQM,542.0,1.0,NC,United States of America,1-622-439-0390,320766.0,Google,730252.0
Amp12281,VHDBHTMRWPUXHQZQJOH,85.0,A,M,2.0,1.0,U,Ampdspwvellifloogifomqimjppepe,806.0,3.0,GA,United States of America,1-069-057-9363,311474.0,Fidelity National Financial,
CFY12282,kfsmwwcmuapugsrqfvid,73.0,U,M,5.0,3.0,O,CFYWBT,394.0,1.0,CT,United States of America,1-226-605-4270,244212.0,,3371755.0
ERL12283,Vtgsjn,84.0,,S,3.0,5.0,O,ERLNHRJZZPDDMFWWAQKTLNK,550.0,,WY,,1-257-713-9986,,United Refining,488022.0
ucr12284,cyhbwndslrqwfeogugi,76.0,v,,3.0,4.0,,ucrfqcdntxgdyqnezipmitdtgv,592.0,0.0,WI,United States of America,1-934-487-7602,115930.0,Crane,1188396.0
Fkp12285,ONVEC,25.0,,S,9.0,2.0,R,Fkpbeqvmmstzejo,537.0,5.0,MA,United States of America,1-513-685-0381,328375.0,Verizon Communications,
Bkp12286,itplaccxdlutoogkvok,60.0,I,M,3.0,,O,Bkphyqoxaqwyxudpjhqcnk,707.0,5.0,SD,United States of America,1-961-222-9395,253711.0,Public Storage,2185517.0
Ntq12287,Djzainbfyxesjs,65.0,,U,10.0,1.0,R,Ntqltzzmvbhruhobbhqvuajjwi,579.0,4.0,IA,United States of America,1-619-448-5673,92046.0,U.S. Bancorp,1883164.0
hlh12288,HBWOFOMYEOPGTAVKR,5.0,,W,4.0,0.0,R,hlhyvevncm,589.0,4.0,AK,United States of America,1-533-282-8485,454454.0,ON Semiconductor,3082174.0
Cwm12289,Orsfdpftdvhxzeyx,43.0,j,S,8.0,3.0,O,Cwmfpmgkzjmegqpdbtap,845.0,5.0,DC,United States of America,1-584-689-8226,166188.0,URS,2084740.0
Pgv12290,Rfepwfcpvsdjxwjitzctstt,42.0,,M,3.0,0.0,O,Pgvkvvrgeshoc,314.0,5.0,OK,United States of America,1-393-407-2621,282983.0,CC Media Holdings,305790.0
Ijl12291,DRCPTQWLVKEOOMSZ,6.0,,M,5.0,,R,Ijlobglutlxy,456.0,3.0,WA,United States of America,1-564-152-2837,140876.0,Avnet,2251427.0
FSX12292,enmunefhqoqq,4.0,,M,3.0,0.0,O,FSXZRUBYZBCK,661.0,4.0,MI,United States of America,1-261-694-5138,241059.0,Kimberly-Clark,842057.0
QHJ12293,Aexqopkhzhbvanvnutstjmhczzw,96.0,,M,5.0,4.0,O,QHJDP,507.0,5.0,NY,United States of America,1-919-832-5314,,Precision Castparts,
KEU12294,Flebqcdiimoymzb,6.0,S,S,5.0,3.0,O,KEUQMPKJDYZDCQHECHIVD,758.0,,KY,,1-151-045-9104,194589.0,LKQ,2348382.0
Yiw12295,Ktbaxnxggq,90.0,,M,4.0,3.0,O,Yiwacybfpkioj,849.0,4.0,AL,Canada,1-718-904-3454,55077.0,,303969.0
Lur12296,Jxocswvadrlshpskdhgv,82.0,,M,9.0,3.0,R,Lurnducft,454.0,0.0,MO,United States of America,1-444-549-7034,162651.0,J.C. Penney,426121.0
ocg12297,RJUXBWWBWSKJMUWYFESYSYPLYAJVDW,58.0,,M,6.0,4.0,R,ocgvatakucum,465.0,0.0,CO,Canada,1-940-403-4707,162804.0,Airgas,739970.0
Mis12298,Vshzpqzer,75.0,k,U,,1.0,O,Misccgsqmoqsj,640.0,3.0,KY,,1-888-022-5606,179308.0,Host Hotels & Resorts,944292.0
kvi12299,SDEIK,92.0,g,U,1.0,0.0,O,kvitjosgx,304.0,5.0,MS,United States of America,1-506-023-3346,210158.0,Patterson-UTI Energy,2697249.0
Jbm12300,MTISJKRNLZ,86.0,,U,5.0,4.0,O,Jbmtltdsuirdhxzcl,346.0,,Alberta,United States of America,1-021-542-4665,415363.0,Dover,2222649.0
ZER12301,Wzvcttxbf,6.0,,U,5.0,0.0,O,ZERJPJGXDCHSTAQ,627.0,5.0,Prince Edward Island,United States of America,1-396-239-9090,420836.0,Advance Auto Parts,468140.0
Ljd12302,Wntdrpiyiwvlnauphmrnuitg,86.0,x,S,5.0,1.0,O,Ljdhrd,589.0,,Alberta,United States of America,1-471-782-7121,485904.0,AGL Resources,1950276.0
MHH12303,krumuubufpnecymvhdphbytbmngxq,40.0,,U,4.0,0.0,O,MHHJWAIHFTPZKDNFEFIFGRBW,809.0,1.0,RI,United States of America,1-792-206-3227,98539.0,Southern Union,1588249.0
Rfb12304,Iesuziijvhoagkoayb,76.0,,,,3.0,O,Rfbssrolobvnuxsnhvkbgyiauwxsol,531.0,0.0,New Brunswick,Canada,1-664-659-5033,407049.0,Flowers Foods,3853200.0
Xwx12305,DQCGDHFWOAVAWTMMMQMJB,41.0,,S,2.0,0.0,R,Xwxlzehvimskvzjpewbpfcuyjru,400.0,4.0,MO,United States of America,1-370-183-3719,290262.0,Psychiatric Solutions,3906037.0
ehn12306,pcxhjbzsakgdyi,83.0,b,M,10.0,5.0,O,ehnzraspvkgxws,324.0,1.0,VA,United States of America,1-331-127-0336,280984.0,Cenveo,
QQH12307,Jhesnpwowlkq,100.0,k,M,1.0,4.0,,QQHWVRZVMJKN,709.0,5.0,OR,United States of America,1-006-924-9297,408050.0,AbitibiBowater,203616.0
Dmi12308,ymlkppdqzisibfhufxdmuqsiv,30.0,l,W,2.0,2.0,U,Dmixbdgaqkpjsisrszwyfvwrsi,580.0,5.0,ND,Canada,1-206-843-3630,405529.0,First Horizon National Corp.,126249.0
avn12309,Yyogeqf,43.0,M,U,7.0,0.0,O,avnvlx,704.0,0.0,Prince Edward Island,United States of America,1-763-778-6828,126262.0,Arkansas Best,2622290.0
Mrz12310,Npmpmuttydafovajeuofypp,4.0,,M,4.0,5.0,O,Mrztvfhytczbtgxkyzk,502.0,4.0,Newfoundland,United States of America,1-004-494-1059,98860.0,Ecolab,2529787.0
Yto12311,jgtpjgjowumxzkh,21.0,K,U,9.0,4.0,R,Ytoswnkaxafdciuatdgbfqaaudlyd,457.0,1.0,DE,United States of America,1-030-182-9671,37350.0,,64952.0
WYB12312,Sfslbqkbeiwoh,50.0,D,S,3.0,4.0,O,WYBJQZUDJFBLOSTFIVTP,508.0,4.0,CA,United States of America,1-758-089-6196,230290.0,News Corp.,3764339.0
TQA12313,uzegaonaehcldsblqykjdnafw,20.0,,,7.0,0.0,O,TQAYQWCANJXPPDBB,531.0,1.0,ID,,1-013-070-2029,119956.0,Publix Super Markets,
Mpa12314,Xmwgpzpzjmoquzbevf,56.0,K,U,3.0,3.0,O,Mpajjadijftvchjdwiilqvtz,,5.0,KS,Canada,1-632-661-7161,164589.0,Land O'Lakes,3880644.0
qow12315,aouaqoaryufczdc,76.0,y,D,10.0,0.0,O,qowlptsmqqmodnifxvmoaujxennbua,,2.0,MD,Canada,1-370-978-8638,182678.0,Delphi,3926126.0
Oxj12316,LJZIUSEBTTJILMCCL,92.0,I,M,10.0,,O,Oxjhhsrfnkqjsqctpvvp,304.0,0.0,RI,Canada,1-138-404-1013,351317.0,Lithia Motors,3417605.0
ckl12317,LJIWRMBMHUXG,26.0,F,S,2.0,2.0,O,cklrhddldhjotog,817.0,1.0,CA,United States of America,1-248-361-8642,160175.0,Buckeye GP Holdings,457926.0
Prl12318,PMNNOMSTLFCNRQUDGIVOAOAHUQCTS,12.0,D,M,7.0,5.0,R,Prlrmc,353.0,4.0,WA,United States of America,1-671-685-3427,294533.0,,2935217.0
CUV12319,Zcdimmpyudwvnbbssucydpxmrdpq,74.0,,U,,0.0,O,CUVWAXACTHGTESFGIZDAIFGTIULBKI,741.0,4.0,ID,United States of America,1-394-717-9998,97846.0,International Paper,934777.0
Ysp12320,hifwjcuyafkwralv,25.0,,M,,3.0,O,Yspuopswhn,655.0,4.0,KS,United States of America,1-145-829-9708,335004.0,Freddie Mac,3701481.0
Fks12321,ITHURFPAGAIBGAAPDK,8.0,,S,5.0,5.0,,Fksolknigjfcoaqzwxvirrzdjsg,769.0,,Prince Edward Island,United States of America,1-357-287-8080,146440.0,Priceline.com,1637670.0
