prospect_gncd,prospect_pstlcd,prospect_nmbrchldrn,prospect_ddrssln2,prospect_ddrssln1,prospect_gndr,prospect_nmbrcrdtcrds,prospect_ct,prospect_ntwrth,prospect_mddlntl,prospect_mplr,prospect_crdtrtng,prospect_phn,prospect_lstnm,prospect_nmbrcrs,prospect_ncm,prospect_mrtlstts,prospect_g,prospect_wnrrntflg
ehj14221,IXMDJS,1.0,Iczdlejnncmgabseybapamxclfltmapxagqiztevkp,FWDHXRFRCVRQG,,2.0,St. Louis,3035246.0,w,Illinois Tool Works,379.0,1-924-883-3692,ehjkmbfpfcgfbks,,299249.0,M,18.0,O
yys14222,pdhgouaezpcq,4.0,PCQAKQQYWPQAGMFEDWFYBGDRERICKIRXJGNFMWDUOXWNJSBGLUAQRDJUFROTC,Gtlgncngfza,,8.0,Manchester,1832820.0,,PolyOne,578.0,1-977-925-6424,yysabpafiuehaqdqzroqjoa,1.0,64590.0,U,75.0,R
exq14223,CVTFDRPH,3.0,Ikutlfcmnhzgsrphxixbs,Hdjbjvedgizjbmusvbdobykarrnybeieniqvy,,2.0,Hialeah,1737584.0,A,Universal,734.0,1-135-376-8167,exqbldpodrthuabngwei,4.0,275890.0,M,72.0,R
DMV14224,NVPJQX,4.0,naegbsdyutrgangdbrdnbfffxlpzjcxwryzwsdhowat,Hsiernmcstykiikipbpjydgwmrgmoixslcflnxqsszfzimksrvclggyrfuqhkw,m,1.0,Salt Lake City,194157.0,,National Semiconductor,621.0,1-122-810-8888,DMVJSNYNEPISFFXJEAHSEYDPL,1.0,497839.0,,14.0,O
NUD14225,vbhlnyheoox,3.0,UBVYAGPVEXKMLSWYZIWOADVINNHCVIXEQGEWP,Hhjxixrejcqbtmlvghiybollhkoszohrgcixyvtbrcbwcxqzwdxxjfacpkxxhy,,8.0,Boston,124372.0,E,PHH,678.0,1-473-339-7117,NUDTAAZQDAHAL,0.0,84024.0,S,9.0,R
Tio14226,Lhloj,0.0,Tfssxbbcqkffejqxcv,Rdgxbxincjhcqrabxxuhlfgswcbdvszkfvbntwogwmswfxaentjbdd,,4.0,Seattle,1217113.0,,Ashland,393.0,1-811-842-3532,Tiohtntirbzdzkneupawqc,3.0,441717.0,M,64.0,O
kxb14227,Kconindx,0.0,Wanycickfljfmehtbupsdqguplsjxxdliebjikgkobyesgydyaxgelduj,SCMWAR,f,1.0,Toledo,2332247.0,,Bank of New York Mellon Corp.,335.0,1-903-780-6290,kxbaesfekyrlfhvzpmryvlwycj,0.0,163710.0,M,43.0,
Svq14228,Ytjgrfd,1.0,Emrjfsonqcwvkjgrucpimrobehmbzpkabkdmxbowhqvjfunnoywuluzskqmppvrnylrrd,Szaupsxjhllcbazyo,,6.0,Fairbanks,322854.0,,Devon Energy,705.0,1-266-050-6191,Svqrcoyyfivwtnhogzkebdqcwczn,2.0,139376.0,U,95.0,O
Tnq14229,Oelhl,,PFTYBSLFXLSGXACQQXLCVDKXJHYWBEWXZJWJTGDGNAHS,Bhknhwoqqwwwuheglgegcbrbksvgprgcddgabplkasajjzjefmdmklyfycbngaghjgxoy,m,3.0,Santa Ana,2978048.0,,Best Buy,445.0,1-508-789-7958,Tnqolx,3.0,297058.0,M,48.0,O
Rfz14230,VTZZE,5.0,Ubrytkvyvgtblienewdimfzysglpqlnutgy,qujxcdtqyhypqfcixlszbccwehqeggfculvbsaikxfoldlgwcswikyoogjn,,8.0,Santa Clarita,1721750.0,T,ConAgra Foods,783.0,1-696-817-0490,Rfzkhzvouxghglogufei,5.0,369231.0,W,1.0,O
aur14231,nwlcz,3.0,Lgatktqb,CPKRNLQWRUKGSM,m,6.0,Toronto,2691114.0,,Enersys,,1-817-949-2173,aurofkdqrrbgvn,1.0,,M,8.0,R
Owh14232,dfzpjtkxxf,2.0,XEYKRKSOTLLCSTXCCZZGUGJWEVPFFXMPMLKGPOTHFXKVFEZ,Dibjzamgsmnvlgqgfqdpszilyzdamjfvrpitgfcoairaujtodjriagvbniitpulpivdhwzjqft,m,3.0,Charlottetown,3847292.0,B,Brown-Forman,605.0,1-883-789-1239,Owhhnw,2.0,368012.0,M,20.0,O
AIR14233,zmyvidyxho,4.0,WYLWXGI,KNKNFBSNBJNRZAXVZGLPNOIXAWALPUMXKENWUTZFCCLXTKJQVCEKWRPYSUKSKTON,,1.0,Moreno Valley,3487148.0,b,Franklin Resources,340.0,1-639-233-0138,AIRQYX,5.0,306832.0,U,82.0,O
Gvc14234,Hhauyejqn,4.0,Spmbmjvrqxamhqvjnumnbthhmxfe,Ydavrotzgkwcwgtkzcklkkhppkemwcavghdt,f,2.0,Knoxville,,K,M&T Bank Corp.,561.0,1-374-347-4023,Gvcxpxzbjfkyrf,0.0,,M,85.0,O
cep14235,Xjuroakjch,5.0,SGMKRNNXMQKBURHALQKE,uaijqjgfwbfnhpxmatnaajxhjbgdzglemvigggkrqwbccpufpoerjlmqyduxqahjeqskijlwwmoylou,F,9.0,Allentown,94947.0,G,Kennametal,464.0,1-320-449-1283,cepctdjkzqwabtdjmmbc,3.0,483214.0,U,,O
ZTL14236,Ieaglfm,3.0,Hbmtkicxtkwkkjoobtrkseftkerqoasdpjujmug,Kylbezbokzygjucvryjumhxqbubuxx,m,10.0,Raleigh,3341326.0,,Urban Outfitters,521.0,1-761-790-0824,ZTLASOVFONDQYBUREZ,2.0,127514.0,S,46.0,U
oxl14237,ecjazpebgaf,0.0,,Tqiekahmuhkuigkkknqmkspteyeebt,m,6.0,Burlington,687399.0,i,Lennar,346.0,1-263-759-3695,oxlclfxpdvlbrmhegjsotfzszradf,2.0,2106.0,U,1.0,O
Qcg14238,QVNPTJICYPAV,5.0,Unvfi,Ffdnybqkyoccnsvbpcdcppebnbjmgtt,,0.0,Fontana,3779858.0,g,Furniture Brands International,319.0,1-113-289-4735,Qcghojjtubwlwwccddxkoyuoafkfon,3.0,161464.0,,14.0,
ZRE14239,Hkwrawoilal,2.0,FCDZETUSLJHGMOUVOASJWOTDOSVGJNME,BNBAEVBJHCTKYSCZOXJYLCWRKSLYYTPDKABWPQY,F,10.0,Aurora,3392308.0,,MDU Resources Group,427.0,1-925-398-7849,ZRENQJVFKQFCGENAQPM,1.0,121423.0,S,20.0,O
MGA14240,jbibk,2.0,Arqendhurnlxfnoxtmiollykkcvvfqrvuyhjnivmulq,Sggpoiilybrmrpwnxpvgiafocqegoxepwlvkusssqsrjzmefdtpqmrnqesc,m,4.0,Las Vegas,2695225.0,E,Altria Group,698.0,1-980-489-4713,MGAAUFYZAYLZJSBWVWVCHBOA,2.0,420041.0,U,88.0,
NAY14241,Kveekarids,4.0,FOJFLPXHCPTSNDFSLOLANHLMHTDAAXJRDCODHBFIRFWKSEHCOQC,,,10.0,Newport News,2493944.0,M,Oil States International,523.0,1-815-496-5162,NAYMKIBWGMJW,5.0,299851.0,M,44.0,U
Kgp14242,rwunrxjf,4.0,Uqiyf,QUGAOHTSPJDCSCGFCOICAAHBSROCUICUIGALUKOVXVBOJXXCEJIVHRUWEF,,7.0,Phoenix,,,Vulcan Materials,639.0,1-688-450-0456,Kgptuqbznouucvznrcsatql,,78705.0,M,35.0,R
Mau14243,ejfsyb,1.0,Lwcrfmticjulsgrhdmofajqgrrvirkjkllfvavnajvkd,Vuunbtorxncownqpgrlaafjfngprwzycwsuseprmleksghjj,F,2.0,Lancaster,1460426.0,X,New York Life Insurance,438.0,1-532-604-2766,Mauyusaezijkfhpkzvnopawk,5.0,89485.0,D,53.0,U
AMB14244,Vgjnb,0.0,Zoyaujwgjgjwrpwcshmxesdnnpokcugdiqggychudstiijzz,Tsodlsvxupdloypqbdgfkgydijszyhoddrxgqgvditebibhawqbwfpeotagrnfe,,10.0,Denver,1203234.0,,Toll Brothers,724.0,1-680-188-6384,AMBIOXMFRRCF,1.0,376881.0,M,36.0,O
Tbh14245,Kawpytq,4.0,Njngptdfgbnukzwghtjlwqjgwnogervxpo,,,2.0,Lakewood,3378118.0,C,PerkinElmer,715.0,1-042-708-1097,Tbhuwt,3.0,255269.0,D,34.0,O
fys14246,Tonvkfouog,2.0,Jcgcopgxgvculuvhunnxnwnustrinismdmruujirkacpoxuikfgtm,Cibpvycaprrjrucpasoyggrblorooekbszxgumizpc,,0.0,Montgomery,3064328.0,,Kroger,485.0,1-240-249-0398,fysndowktmecgasruraiomtqet,4.0,422183.0,M,32.0,O
Xkr14247,Gvymbqwm,1.0,Ygkvs,QYAIQCRTMNXLBFNCBWXRCNNJMJXRJNMCIUQJYQUFLLEFGTLZAGEGFBRIINNCBWX,,4.0,Sioux Falls,1726792.0,T,Brunswick,403.0,1-393-131-8302,Xkrscqsouwnwcyjsidyoojzlev,1.0,,D,22.0,O
EMS14248,KGGPJRJJTUC,5.0,,ddzmxmxhwljmqvauohvrtbqvmmsmdcclfcafbbinryvuiykzcsaajsnsqxcqiwousdknvrb,,3.0,Fontana,1178058.0,v,JohnsonDiversey,470.0,1-831-243-7259,EMSRVJSINXXFXITSP,5.0,399224.0,D,36.0,O
Xll14249,RGWLQO,5.0,EXQENHVIDEKNNUERECRMDJSIGBVEPUZLSVHBPCHILEWZGT,RJQDNBXBJVAOGHTGYOBUDXQBJU,,10.0,Chicago,2157953.0,,Sentry Insurance Group,320.0,1-260-406-1463,Xllzdyvkgdypqpjdjex,5.0,28149.0,M,88.0,O
Pxb14250,Mjvaajv,5.0,VJWEYIPNNTNSLGPEIDGVPJOVZNQCCICHRZQ,Whslqtjxdtrlgofbqgjdomuelcekypwegeksuaouxtkfooqyplfjhxirsomnguvyknuuct,M,7.0,Lincoln,3231652.0,A,Sauer-Danfoss,668.0,1-756-949-3301,Pxbvytfoevjddzwlq,3.0,336314.0,U,81.0,U
Khf14251,Asskxrssmmu,4.0,Vwdwojpqpzggqmqshpthqvksuantuvropzjeawwtmnjmzrkqsaamluplqmqnemsvjnowzwcstwlijodc,sqqgnqcqtwwyoztombbytmcsxjuappgrenzsaraznds,,9.0,Iqaluit,1350603.0,N,CC Media Holdings,607.0,1-182-448-0993,Khfrnerxyj,3.0,131372.0,W,79.0,R
Qsn14252,QKSDZEQ,0.0,Kqjhxbjopfdptxstjgupqmhcowchoipfevmdnrwegtdomnanivbvccy,Dlvdiqypbnvvgnjwobqmahdusimrqeqlmfkvnmchpwtv,f,1.0,Oakland,1556831.0,k,Merrill Lynch,424.0,1-681-217-1806,Qsnxkzlbp,0.0,324977.0,U,68.0,R
pqj14253,OPAMIZHER,2.0,scmtqhtqycwpiimtjlknzqguds,LMEXNMWIKVTRDCHZYRBPDMMVHFHMLAKIYGACHHTQKFLH,f,8.0,Washington,357300.0,p,Pacific Life,453.0,1-684-176-1446,pqjjfyxojaehguvrqcwvodvftx,3.0,154695.0,M,51.0,O
Tyo14254,,2.0,BTCAJPEPITTYJDDDGN,phbbspceerdztuvntapzbpgrklmrfvehxsugjafosqeuhkgogrxaiqgfwfqwlvtkyadoeyhq,F,3.0,Halifax,247527.0,,Georgia Gulf,372.0,1-892-368-7827,Tyoqv,2.0,194793.0,M,80.0,O
KKE14255,Ulrkcak,1.0,ipabeybqwegrufasybdwgizsnfptsv,ebeuernqzbtbbsbzwrhyjjmqhvgvxfvehoojxscjxwnfbyljqbiwhiujdmqsmedtba,F,5.0,Hampton,1748488.0,,Medco Health Solutions,487.0,1-771-249-4670,KKEJBDVQOUGEPMJ,3.0,34827.0,D,37.0,R
NMU14256,Ormptxsmf,0.0,lbbivbpksnty,Ajjwzoavbmvtfzeobpurbkchophearrxoykgtjeucks,,1.0,Abilene,1708972.0,,Calumet Specialty Products,,1-415-423-4796,NMUYAAAGWLZUQPBLPDYGRZKU,2.0,219139.0,,90.0,O
Czu14257,JVWGMSDTF,2.0,Nfnkltztepiyibobpuvnpyhyohhrxixhnoc,Srcioalhabfqmfrzjeqm,,10.0,Halifax,622205.0,q,Dresser-Rand Group,492.0,1-919-234-8186,Czuszbmatejtapsroerpfdpdpazvvv,4.0,49565.0,S,68.0,U
TSK14258,Bbvuin,0.0,emjxnasernfyoxvzmzxdoxrpjtpfxkiamrfefesmngmfqdtqaxuuglxmrzqkcxotztyh,Rhlmxirzoczrqccpbkmigogteaaylxgmdgdfrgczaktizrivy,m,4.0,Pembroke Pines,472251.0,,T. Rowe Price,655.0,1-581-808-9143,TSKSEKKDEV,3.0,269211.0,M,46.0,O
fer14259,Mpjguuv,1.0,rgfcfagm,Hvxlrcnhrsmacsuxeqpiufsoovcbgfdmujkvqqjrdescylzrka,M,3.0,Escondido,3150667.0,,American Financial Group,732.0,1-170-377-8645,feraqkhqxsuquklmt,0.0,315770.0,M,31.0,
Prt14260,Wzyypsy,0.0,IXHXQFSSNTDKYILTSGUCXAZMRHVTLATCUHPM,UEYPPDKCVZTNLPUKRBHJYGNHILPPZUJLWDVXNHGCXDASLKAXTHLIXWQJSOBYABEQNMVUNIMXTFBWLU,,1.0,Macon,3123250.0,,Allegheny Technologies,,1-855-194-6984,Prtpjmjyqvmkcuzpndxibhbcg,4.0,129768.0,S,72.0,R
Two14261,Flsiw,0.0,Qxqaxlbhzbcfmqrseyusgqybbgyubjgauvnlwbzjxqtdddlkctpvwoxdnrjy,,f,4.0,Santa Fe,281226.0,c,IAC/InterActiveCorp,304.0,1-799-784-7536,Twobojoyyagcijaltvtvwnhgvh,0.0,5098.0,U,91.0,R
Eky14262,Usdefcc,2.0,wqaigpsmxqniinjeo,svcpcmfcxmjzkxfxoonkdivzjboalpifqvqodjvccowkpbua,,6.0,Saskatoon,2650061.0,,Omnicare,407.0,1-828-094-7882,Ekykxgqshcysfjar,1.0,350527.0,W,70.0,R
Ofh14263,,0.0,XGGNNNDZFJQJSDXLXWPFWLPGGDQXMNCLBPYVZQUMNDPCRD,jzliikxytitaevvqqbabnzjqpofxbltjruhlyrzxyltjpnffa,F,7.0,Peoria,3694059.0,,Medco Health Solutions,834.0,1-277-904-5029,Ofhxcwrhd,5.0,115454.0,M,30.0,U
UMF14264,YEQMPG,3.0,oxafsynzzoiwym,MDMJDSZEOJEHENASOGQGJMFXRNFFNTIECWKHBKUNBDLA,M,7.0,Dallas,3810302.0,,Valero Energy,651.0,1-378-677-5195,UMFEUODPR,1.0,484429.0,W,87.0,O
mqo14265,Kisamrbw,5.0,dzzmrpccitacltcgvblbkmccmthoocnhlibzchkekimhlesmzigrtnpzwnmdtxwnfaapqe,Pffkxerzipccsbubrmbilsheedzhatlwvppmwugbchahsczrfviidvznzdppbjuwrnqxahbamlk,F,1.0,Winston-Salem,2511260.0,j,,783.0,1-851-569-9923,mqoksggkgnczrkofnwkglsmo,2.0,,U,,O
LWU14266,Toyvk,3.0,Qjsuefwodiuannpasbobukzkxgkixwsjojcibxvuhzkusxjduhomv,CAIBBMMMACSSXZDWINVAEVJWLBRJVZNOOQOGVHDHSLHFTWPQXTCFIXBEOOWLBPXSE,F,3.0,Chula Vista,790850.0,X,Acuity Brands,549.0,1-464-893-2950,LWUDRUFKYDLZLZWVYPWGLUXSCAIQI,2.0,282852.0,W,89.0,R
fnq14267,TTNQXHDSXO,3.0,ubrsqiawflkngqymzlggiurqtznxbeivswtonvrcwjnrpxhiiofyiyhrxxanistpvtrdhs,Gahvjqfpmqoljuiiljccgnkcxxydyvsfubvxoadwbzdfichnckhybmxwvobfedssqmhfgdiypppsrfde,f,0.0,Atlanta,23795.0,p,Cinemark Holdings,382.0,1-024-843-0466,fnqaanmyyrfq,2.0,450536.0,D,40.0,U
Zft14268,xxshbwcm,2.0,Vjxyqpeurucqxxhrmlotlzhkvhrseaqjlncfcjewymtubwekkgwbodemfxpmk,Fhakgyqsimshuifhwdwghwmamohbbmjcrcxbjpkciudpawfleqtcuzhxdmbm,,6.0,Alexandria,1039574.0,,Oshkosh,775.0,1-899-779-5888,Zftorctbkwpcbbffsynicoyskpwrq,2.0,351300.0,D,83.0,O
CWL14269,Axpgowtqh,0.0,slfyijrhlpghqaltfhzwyiehjxzlqqxeixdxhsykzhrcunhhxesmskvcbcndvptsagvbpaqabpxahdtv,Ufjipholcyntddskvwrxvaecojwdrxoarmqmsnhdijovqbpuqgakcsfbrihxmjichyt,,3.0,Kansas City,2067591.0,Y,PolyOne,669.0,1-298-424-1982,CWLFVXGXUCRIEJUMNNFEIJ,0.0,329266.0,,49.0,O
Dus14270,hfswrpiqtfr,,KBQWW,Rnofobgdmyzcuibxjthlalubmkujqsimjdrcbjszeqk,,5.0,Santa Clara,2412888.0,H,Lubrizol,800.0,1-636-381-3399,Dusfaianvmvmtsgncaumo,2.0,57916.0,S,83.0,O
Mtm14271,Vohyleighoaz,2.0,Sxsdklkmfxbmdrfqqoonhqfmzusfkjnnmigeghlxrkbqrsavwjzkbepvvhuyfnxxsagqlbnol,Bvhfrzeukjmsddahnyqxbtfyrefmdjeayhusojsmvgoflifxafjjaienhfkblqfn,,10.0,Norfolk,3572005.0,X,Comcast,,1-742-353-5115,Mtmvgtgwakplgiwqukvqidxbitc,3.0,477886.0,M,11.0,R
Nqd14272,,5.0,blcqbbpz,Tpabtwolyahseinammatqvlkanovrstinawliskndxauajeoane,,7.0,Stamford,3685408.0,P,,425.0,1-975-987-7731,Nqdwkiowasqceatgfxmbwkwr,2.0,157447.0,W,61.0,O
jej14273,,5.0,Klxhzhgnntxhiidjpxmwrwuiqapgagbfiifyzzag,Knywmnvjljvrxzkiafdei,m,4.0,Greensboro,,,Thomas & Betts,721.0,1-288-266-8559,jejewrdtgagwmrlfljqowdnwauxf,2.0,59946.0,U,99.0,O
vrs14274,KNOKX,3.0,Mbdgrsnnmlwueuybkdwmgrfuljsticsvavxwldtxmnoitvfwvigvmqnpswwevonpuqvsiep,cekuxyssrkpccplrhvwvudjouzkvfswnutlweilutwvleltdfzwhvdiolozdcgzxkxvvlvxog,M,2.0,Bellevue,2557649.0,,Wendy's/Arby's Group,478.0,1-930-792-1510,vrsksmpvcghmshzqjgucrpaiui,4.0,77628.0,M,28.0,O
cxp14275,Gopva,2.0,swuarovdpcwtamdfcpcxaihtschpnjy,RCNWYBYDNSFWQDGMLA,m,4.0,Mount Pearl,1854365.0,,Carlisle,839.0,1-469-096-5308,cxpgyfzkefceehgj,4.0,292215.0,M,7.0,O
QHZ14276,OYSTKSCEWE,,Evzgsdxlssis,Dzwdubmeeddbfgdtlwvqa,,1.0,Saint John,123629.0,P,Tellabs,506.0,1-478-913-9328,QHZKRFNHDIAZ,2.0,108924.0,W,36.0,O
qhv14277,wgywcsqxiipy,5.0,omngsjdvagqgeppedyznkfbicvdvxu,Lkrdsgffwgdjxlqsllfhsdvkqsjhrwzizheurmoeeltiphgndxkvzkqpohfniyldxiziy,,3.0,Jersey City,1756024.0,n,,523.0,1-842-370-2871,qhvfkfnufenuba,2.0,202186.0,M,60.0,R
oci14278,Iidptcbux,4.0,JEZCLMEDOJSSMBFKWPMYSRWKYNCZYINQFSXVFCIHGUFKPZHRDQC,Buafsltz,,2.0,Evansville,1179454.0,G,Adobe Systems,564.0,1-984-144-3465,ocivxjxbhkfimzhq,3.0,249473.0,M,65.0,R
Bzr14279,Pgebjfunymt,5.0,hmrfdfvzovuhgowbpsofumseqqsmbyzndqqtrcejxzwjbiwhxqqlglkxjcluienhwyutyzbdquntvmew,Auligrshiljdkafeaselzyjmnwapnmtatcgteb,,5.0,Washington,1711531.0,F,Amazon.com,,1-266-098-5041,Bzrfqqkonzpyamrkyjhhxvhm,4.0,74270.0,U,11.0,R
hbt14280,Fohbx,0.0,pwnkubnflsguogvoitzx,ehlunmiynesmvxkvuku,m,5.0,Springfield,,y,Protective Life,418.0,1-110-082-3023,hbtrmvcmtklpjpnesbimus,5.0,169220.0,M,0.0,O
Azm14281,Dqydfc,2.0,Qqskdamfblrgpcilxwptjcqxsejrworwoeshvs,OSYKJYKKZUUVKOHTRXAWNZTICIKANRPLECTDYFDNQZHAJPK,,10.0,Corona,2498431.0,R,Pactiv,789.0,1-051-783-8770,Azmowwpakyyvhacstzmxajzzu,4.0,5021.0,,71.0,R
nca14282,DIIIL,1.0,MNOKLMGGULISPPDMKDHHXNDPRSNBGLOOYVKZQRJBADCHVJYSZCHMNHBDUPG,,m,1.0,Omaha,201392.0,,Maxim Integrated Products,602.0,1-050-937-0437,ncaeztbrjkyusomrvf,1.0,402874.0,U,37.0,O
uup14283,Cyuhznkd,3.0,xenlhxcamtapjddenlhdrhgczlqfdalaymckbwsqxbokhhhcsoauchjqnm,Tpbcdiakagpgjrdnaqascifoiyhvpd,,0.0,Casper,2994924.0,,Laboratory Corp. of America,574.0,1-686-152-3889,uupolqsv,4.0,296549.0,M,45.0,R
Zwu14284,ajuiybv,2.0,rxgmrfkkcdldhveiiq,Ekugppncoehlqeamiglywrioxovfublfcuvywrivlbffwlrmq,,,Albuquerque,171299.0,q,Level 3 Communications,,1-236-868-2042,Zwueghopnmzw,3.0,46268.0,M,89.0,O
Vkd14285,OBFJYNDIG,1.0,Tguqggrmwnakwihevwxgubyeruhwqoivanaobvocyct,Hqgiqoezpjxrwcsyuunwixafhjxskpgivhlbrcugtlbytsjzwgoaznvwohpgwiqocsvbtqcsfeh,M,4.0,Ontario,3194011.0,,Discover Financial Services,,1-958-444-1377,Vkdqzdivquhvwuibtspktsrvmtqtf,1.0,151542.0,M,4.0,R
Nas14286,edwnokwulcu,1.0,Gnmlkusowxoxjvwkrhsmvpd,Nnrscctxcyrwhyeonalqsnvvkqutqothryzvqy,,4.0,Jersey City,3394308.0,e,Hudson City Bancorp,381.0,1-175-764-0691,Nasuxiiro,4.0,468589.0,W,,O
Pmv14287,ispodmdgndwy,1.0,RKZXFCU,OCYQIPSPZBGWPISVGXPOUFYIZYYOTSTOWWTQLMIBPUKBTBEWRXYMCJDQCPOUWJNDSOFFF,,7.0,Manchester,3783213.0,,Worthington Industries,650.0,1-615-391-4843,Pmvwchlnwcmfjrohzticvnfkox,0.0,27657.0,M,11.0,
HBH14288,Lljfrlqxfra,2.0,huxodkqwnjnouhkgycffqogxdgfocandfznnmnnajtcueytpogxq,vtsrwbfvzeeyvdccylxxijbphgibcnwom,f,7.0,San Diego,22288.0,,Campbell Soup,436.0,1-240-911-5698,HBHBBPYGBXVHTDJ,5.0,445358.0,S,52.0,O
Osl14289,Eljzitstrz,,NCGSHDIUWWIZVWVHBDVYRENICJXLANQSKKLIPPOBAQOJTIDTLKESZXZQJIMI,AJNLAKNKWRISHYASJFPEONTLUTGMSGLYLADBDSTEGCTMQWWLMGUPBQHOICIHFJQAFIUTS,,,Burlington,3711927.0,,,771.0,1-063-383-2557,Oslrrunontgcrqomwbcqgotu,1.0,107494.0,U,98.0,O
Kdi14290,odxkwj,0.0,Vldvqjhxpt,MUNVNDDNRVR,,2.0,Durham,3761376.0,,Mettler-Toledo International,610.0,1-947-847-4779,Kdicpapflbw,3.0,367326.0,W,92.0,U
MVM14291,Wvyman,4.0,Ntcpouroawsjvcdvzbtkjtcqkcfzkfhgldexzckcynmtlbkshfljah,Csvgmqyfdefoxbfbhrwnhtfsiurplvspqmqflboxrbmgjjhe,,3.0,Wilmington,1865538.0,,Global Partners,833.0,1-282-244-2444,MVMUKBYHRYMMCRVGGSJIZVQOK,3.0,166876.0,U,60.0,R
Pof14292,Fzeaziu,5.0,rzjbiorhfmxn,Nwpdhrbbqowqvgxlxptbjpohfcwxymjjzogtxyvswtimxbx,F,10.0,Riverside,1545232.0,Q,Hayes Lemmerz,700.0,1-056-814-5352,Pofleavyszbecbdlc,4.0,255251.0,M,61.0,O
Vvi14293,Ftdlvdnbpeti,0.0,Yjinzrwnebla,Iraioeookdqgqjoj,m,0.0,Boston,956334.0,J,SAIC,761.0,1-613-608-0267,Vvivraucvxumxcgwkv,3.0,369684.0,S,3.0,O
Cfe14294,VPHZNGDXU,0.0,Ljsjxshrqwnrhgawymgagbuyojqdwflhdvkqevkrpmqiceloef,XSXRNDGCC,,3.0,Salem,3588455.0,,A. Schulman,381.0,1-660-633-6578,Cfebwjqkxncfeugmwpsdmkfdzdbmg,2.0,77586.0,D,66.0,O
Mun14295,Tvaxo,2.0,ftrpozkqojmjngflvjijsyiypbjogndkpu,ZDUEOLOOSZGNORUIPZKINQJIXHTDEAS,M,1.0,Warren,3764810.0,,Hudson City Bancorp,343.0,1-250-995-5327,Munpflhfmlexbegcqelforumtf,3.0,84054.0,S,29.0,O
Qqo14296,DJQGIA,4.0,Frqlhilskrmpggvtoidntciorpx,cwlsymvfacbkmxbiissxmjylqqynhycsfbhnqabtpvswbuodjusldjp,,10.0,Santa Fe,846907.0,,Google,672.0,1-258-291-9433,Qqoumyeyjwffvh,4.0,108760.0,U,32.0,O
YLC14297,Tnkjzkvoug,0.0,Mndxobcixxgwcviuksxashmdurthojbhbtoxalvmuxoiudgiqli,idsnarpgofvynsoyxmrmuzmsvtcwuv,,2.0,Philadelphia,2357547.0,,Interstate Bakeries,335.0,1-016-216-4112,YLCBXGALGDLCNJA,0.0,139949.0,M,47.0,O
xqn14298,Kbxzsqrmta,4.0,Ipvuqmpifqmqbma,Gifrubfsjmdbshmglarkftlkkowhdhlfnlqpdhkvycbqiilx,F,6.0,Hay River,1181161.0,H,DirecTV Group,587.0,1-768-181-0906,xqnrbdkaigrluxovhbh,1.0,335099.0,M,51.0,
Sag14299,LNGNXJAHOINQ,0.0,mnpzazrcjrhdpbptmhagmnarxxgvgfrvgawrvgnybqtnpmclfrmztzegzkhpffr,tkqewetxhbcx,f,2.0,Las Cruces,2903123.0,,ManTech International,673.0,1-072-937-3465,Sagznnwfvfaylgiuggamxsandjztm,0.0,245190.0,M,18.0,O
Bao14300,ZPBFL,0.0,Rnhayvdywgamgbfmxpsqnixazylqzspsjurp,Fqjnriphgkvnesybcziicxttnku,,4.0,Great Falls,114187.0,,Southern,585.0,1-735-857-6903,Baoapi,4.0,478060.0,D,12.0,O
Nzu14301,BXBSZXV,0.0,HXQYPGLWSQTAWPBGATBG,Jbpnhomoftochalqxwkevxcrlbozxnqzgmytrjdqrpjsscbtlisybfcwdmkyhebswiyghhsl,f,0.0,Overland Park,694118.0,n,,693.0,,Nzujldtb,3.0,477294.0,S,,U
Rbd14302,Lnowsycf,4.0,Evkppfemlmcsooprzyhgkswtgatifdowmqrgzsuxdtqjeluroqyoylsm,Lnuqvteree,,7.0,West Valley,405090.0,,Seaboard,485.0,1-517-486-6553,Rbdgcbuofvobqupaollubfhpsadbm,2.0,80794.0,S,7.0,U
Eop14303,kezfxvdqyfc,3.0,Kqzijedvmjxokiztdmfqnbdbalctnvutbearjyvkwtkxhnpaoawtyjl,DEDCBCVTXMOCWXCEVTPCIYQWIQNIQSZ,,9.0,Baltimore,1408206.0,,Duke Energy,822.0,1-703-025-4726,Eopjtcvj,2.0,342479.0,U,58.0,O
xeb14304,Ciyalk,1.0,IRHJTEGERVRQTJAAXLBUZXPUHPLCGOAKUJGZQIRQCIWEQBAIFVXERBDDVRWOHOXACAEINNIBTRLVRZY,Kwqymftmvjbripevyaydelxoyos,,8.0,Garden Grove,1244763.0,,PNM Resources,448.0,1-207-067-8348,xebltzmcepvugrzb,4.0,209398.0,S,,O
Dua14305,uohlpsuqoop,4.0,bjxlhvtbsnsxtkdtjuwnxjbxpwgnyobdtmsrjfwtbkyrnotgsxwtjnjgcntcqeoqb,wpmacg,F,0.0,Dawson City,3727747.0,r,Enbridge Energy Partners,682.0,1-606-842-8119,Duafohalqyofmxwzjoe,1.0,189915.0,M,61.0,
Ioa14306,Fcosbwdquvgp,4.0,Twdhckqbgciaqstyffmvi,Pgorsuicgojdubjdzwkadpcfgnqkemrcpmbr,,1.0,Idaho Falls,170430.0,,Universal Forest Products,793.0,1-974-230-8099,Ioawuwfgbsqmbbqytjnrtecxha,0.0,,W,77.0,R
