AgencyID,OwnOrRentFlag,LastName,City,CreditRating,Income,MiddleInitial,Employer,Phone,Age,Country,AddressLine1,NumberChildren,PostalCode,NumberCreditCards,FirstName,Gender,AddressLine2
Zuy11233,O,Zuykksxzmqbhcsfmmlxgzjtaijpn,Bridgeport,456.0,243380.0,J,Icahn Enterprises,1-971-273-9316,58.0,United States of America,Cqqqjzgvrjrjekvaezjnwwabpifsjcrbrggmrcgyaujftvv,1.0,Prolozpcdzv,5.0,PSWGOQPZNMPNV,,Wtomfjqxwwlunpaepociusekgcbwdntnuhcwyskngswolayxvgnexvdzuk
gcn11234,O,gcnhgbnytmugwbfwiyjiheizds,Peoria,406.0,316002.0,,Williams,1-131-833-8875,78.0,United States of America,Yerst,0.0,edincfo,9.0,Bvqjiquhpbkqclczqxaihpvh,F,Vlaxhlhnziprqmmnvvcoic
fmn11235,U,fmniqufxeurtgkvdjuldodyfblw,Milwaukee,672.0,440853.0,V,Huntington Bancshares,1-843-123-4063,92.0,United States of America,YXERJNENHGKABSFFJALCEMNVTOUDVSBWCRYOFBHSRNUNQRJLVGOBAMZXZUKSMKCXGWIVNQDNQLPZPHU,2.0,HUVLISPVS,3.0,Zyxqzsouoyopjnonimgwwbdzada,F,ceaxeheazggtguupcrbrmwdpxkqsksnyshiamkszbxtfwdkygsawlrhlhar
SRW11236,O,SRWKWJVQ,Reno,594.0,19138.0,Z,Hershey,1-116-177-4365,35.0,United States of America,Efzazzpbjdowuzussctbiwwnxfuxywcycubxe,2.0,jtsppmajh,0.0,Fuqjsgqfvydxvlpcurgbedkcaugtuj,M,TDJDZTXE
Itu11237,O,Ituhaovisuh,Escondido,433.0,287071.0,,Avon Products,1-313-261-4811,42.0,Canada,rhncdtekvneuxqgqagwpi,4.0,Gtvlzjwx,4.0,DATVFAQRWLXIVNYVOUB,,Xvqjxmxggcwcazqzxubajoxymxhrzivytenuchyldjpesbgufxzmntpzg
dwe11238,O,dwesopfqfa,Montgomery,667.0,365741.0,z,Varian Medical Systems,1-349-618-0467,29.0,United States of America,HTEUBDXAJMDDOXHFVRCXSCKIXWOTFUG,1.0,Rbidbxqj,9.0,Dgesnlpaabsbbaumwdlchl,f,Jmnya
GMB11239,O,GMBAHWBXLZBNOZTMAHBNWKWYMMIRLN,Fargo,,81412.0,,Baldor Electric,1-359-871-4035,59.0,United States of America,Yfmkahvpnvgrimpiudjglkdbforyattgupllyzbqkaqiowxuglxjqtgxaqytulgfozaiwjstteio,5.0,NHTAWBIZD,8.0,gzyeqjddagfjxcvygbkfhnctu,,Lusokruulkxpdfomjtweydgziovpacvvprglaqiieghjfsy
Dwe11240,R,Dweaoltxhvgsrl,Phoenix,781.0,351289.0,,Helix Energy Solutions Group,1-312-059-2732,74.0,United States of America,Pwtqmwgftjlxiswweknjsghmjsaiaynndculpmxolzfpypxbnpcyamcfx,0.0,VFKGMMSEMQUU,7.0,Zispqbgsmf,,Spufsrghcorjdbwrwxbehxogtakaoskewerwxsgjoqkppbgxcdkxskvsjncxt
HVF11241,O,HVFGR,Denver,733.0,117226.0,B,Leggett & Platt,1-572-371-3797,61.0,United States of America,Tgvkzvweuvtxisppeooreotfhzhuunqwsqmfmlpmeeuycqkekxyliaccnin,5.0,Monqwxepkd,5.0,Xumummkmzhaczqezogd,F,Kbvdxduoofhiwcwicpmndrywjq
Zcb11242,O,Zcbqxjjiiai,Salem,832.0,377807.0,,Lockheed Martin,,85.0,,Umbmivwhhaxgskouqfdlvumxcwvajxzqhuglbncufbdlfcon,3.0,Czforlbnai,8.0,JZRGBLKACSE,m,Nogksimvfdtjyghiakafuoxrstfusypruznufmrvbythkvkothsdsithstw
Ynp11243,R,Ynplhwqugecatfftmdkh,Fayetteville,810.0,76088.0,b,,1-677-245-7333,45.0,United States of America,qanlkewxpsbeeoepsimwkbolxbbukwmcnjhrqrnfpbwmrbfsoth,4.0,YYHMUU,6.0,Tbqozvnuilaiety,,FKRTPGHSZVRFCXCJMODEQKHFAJJOCXFUZTNZLVYEMOGQITLUPEAAUNWRAUEHDGOTFOOIGSURMF
Osi11244,O,Osirsxbrhlkwktqfvrbqsiqsh,Tempe,665.0,362310.0,,MasterCard,1-671-855-1457,,United States of America,bfamerevghmfrioazaowfzsvqyzff,2.0,,7.0,Tdjmntmxrrpkzxjqyle,M,fvetilspbepaxzpnfttxb
Luq11245,O,Luqwavkqptpruatmfeeljzuvlrtbu,Beaumont,613.0,291871.0,,AFLAC,1-611-389-3242,71.0,Canada,Rncpfsdqdrunlyttwvrgtmwuayujksztcwtmzndkdolxl,4.0,toafz,,Gqlwrqnacbdrdsdalzypvu,F,PXTEPCJXIVFMWUFSLQXQTESBIRTVPNFW
Rgq11246,O,Rgqdvabnq,Houston,815.0,21046.0,,IMS Health,1-920-635-4208,79.0,United States of America,gxtazworrpwgiipijdwzdmcsjsmkopxtkrnfjjjgxhdyqdmrxgzinvrhwpaegtvxjenntuazvdxtt,0.0,Gjxyudkgjpr,5.0,Vzoqhemczksmnfnqrlfgvloitgq,m,VYABDFBGIITDFIGFJU
cvt11247,R,cvtqfsmronkw,Dallas,726.0,417683.0,G,Chemtura,1-302-370-7181,,United States of America,QJXMJCNSCJMVBXWBLSZXEYLMWORDLBNYTWOQYYZIUMCGEIFWBWRGC,5.0,Vrballvlaa,5.0,zkcvgsgbpzopbsyvxonlawbsacsf,F,TPREAKPVWOINJFQVCHUAUIKJMCLPAJTQMFWVNWRHVSTFFIUBXNOCQZQPRVOZFOM
ajb11248,R,ajbmfvbiopntzkowpupdhbemitkepw,Grand Rapids,815.0,177143.0,,Dell,1-434-634-5403,62.0,United States of America,wjgfwyrbgwqdjbvcpclwrzpujmjlyuuddnariavvuqxvkur,0.0,Wqlhas,2.0,Koddgovylcrxbblkcjxcfhaeex,F,Fslqwnegodegjncjuqfgubecfhhvpwhtlxungyczpbiqlpuchkfajnauosika
xpg11249,R,xpgnxfl,Pueblo,388.0,447237.0,,MGM Mirage,1-829-618-3623,,United States of America,NUWLWWUYDRNTLBWTU,4.0,Jxpxsytgz,9.0,yvfxgd,f,IVOWDOSUAGZGXHICRDTUECYBJX
Sxx11250,R,Sxxbinyuahjlydhgnydgfjkzp,Fayetteville,613.0,19891.0,,Trinity Industries,1-891-864-5526,41.0,,RWGSMQAJWRIPPQYZBKLIAGILGRXYMYJPXKDGNDJIWDJVIWKIXNXRBWFUPTODIJAJKYWOPL,2.0,bdwxsxors,0.0,kjkbtwlwnivheozumusvmctwb,F,UNFWQMIKXFEVRLRCOCVAGGXJIIWCOBAMTDNQRXNAHUYKNFSUFGWICFRJCKIBOMEQUBMWTVREZY
vzp11251,R,vzpguwryowakresscfrdvxrdade,Anchorage,365.0,232545.0,l,Moog,1-666-982-6284,19.0,United States of America,Vzfexslzswiluxmzrxacztscrocgabrywjmoubgivulbnvubylpwkwjw,3.0,huqiugckz,6.0,Ouiltykmfch,,SBKASOTSQXAHHBADNRFUFIKNGJIINIJMVUHYKXKVFFGSQNTXXODGRSCMS
bgf11252,O,bgfkkdi,Costa Mesa,806.0,274111.0,N,Aventine Renewable Energy,1-136-946-0924,30.0,United States of America,CQGFNAVTDDKHMOLBIFICGCLMOPRT,4.0,NWWSTU,5.0,hvnpzosuoyzhxtrqrhbbqt,,eurcekncpmsdhmhiugptupfznmjewcjv
Ydw11253,O,Ydwqs,Mesquite,772.0,239120.0,,CSX,1-245-079-3393,54.0,Canada,KORCJYRRMQGSZDYRQSRSVZCEBWUHGUDDEUFGWMYWKKDUORMILRPVOYFKWOWQVLQM,1.0,rnsqcsycs,6.0,Mckjkdmiap,m,Qyuhzbwjwywfkuedwupfnbhrxfyu
bse11254,O,bseibuulmiesudwxkykxgwew,St. Paul,363.0,67807.0,,PPG Industries,1-205-946-2883,89.0,United States of America,nyvawitqlyvheiucyslzruddyqfrxiio,4.0,Djwoye,7.0,Fkhsehfsjbmkqpkixgp,,Malslctarirhmmdgotutwkyrja
Jqf11255,O,Jqfsuwuitxdmmbxa,Fresno,595.0,276211.0,,Greif,1-657-257-3342,6.0,United States of America,AXZTPMRNCVVJOXLTBVTMA,5.0,AUSSDJHVFBK,3.0,MBYNEEHBTNIRHRK,a,Sjqzorlj
ddr11256,R,ddrpxugzckjywsquerkhejcscugsj,Macon,738.0,15160.0,,TJX,,75.0,United States of America,ppeziznljyaffpvl,1.0,ZSAKFIEO,8.0,nsdxyswhdikai,M,GEHNTZXDSTSKFQNEJCTBCBNPMIGJMRCSVSVIGDEYWLKTOGSETJXASP
Wai11257,O,Waimxdyyns,Mount Pearl,765.0,221640.0,,Manitowoc,1-526-947-2279,51.0,Canada,winvsnvhvbejptgompylqrvvuxvlgdzlsorwdv,5.0,inaeyb,9.0,Opyyw,D,QBRDOBADLOJPGEU
Fst11258,O,Fstjdfcilmptvnuzmn,Berkeley,661.0,80581.0,,Boeing,1-672-375-8978,22.0,,Aabeakqdzmcpshoxrrsooynojmsg,4.0,Ycuumhqgk,0.0,LZVQJPNGIXPOX,M,ZXYKATOTKWISMMIXAJBISATWHYGHKADADLNVGEHKSSUII
PVH11259,O,PVHPRLNLBOLYDHGBOZMYUS,Amarillo,697.0,115336.0,,Owens Corning,1-274-972-4757,42.0,United States of America,Yfqpnejclthrjjyzequmpcydryjzphwefvddgsarxywbfl,,lnqnei,9.0,DXUUUNVKSNHGOJDUKGJUUWN,m,brbjxcoftmmacztnabemrdqytiypcxejkhmmxuwhoifupsbzhlmlkmnbzcezcttcumc
nrb11260,O,nrbyxioemjmhbehxlpkwzqux,Lowell,437.0,342513.0,,Harman International Ind.,1-213-369-3144,71.0,,,4.0,qxmdkucbwueh,4.0,Awerzhtiieu,,Mxumzmvbqxxjtfs
vjo11261,O,vjoxdgyxddnmvpdp,Modesto,466.0,343045.0,o,Edison International,1-366-700-4149,6.0,Canada,Kaqqbrouiotgfllfuahkeehoziuoxtbliocrcqcwpaxlpqiawecghpghjokmrffaqdoffbrtsjv,2.0,Bpctodot,,Vperqe,,Hxckgaksjfaglfqqvlvpgqigxqcaeqrdaptt
Fkv11262,O,Fkvkh,Ottawa,630.0,418944.0,,Select Medical Holdings,1-357-172-3202,39.0,United States of America,TCOKVXHWFXQDBGORIBRNVQSDVTSAWHQJSV,1.0,VDKXUKSBBAK,6.0,HHIWQRGXXBFDXUNHUHQRJCHGGO,,fgvcbsodidnupuzigffmtcifeeepcralgqcrkncbpixfoqwyztusrsbmtjmmwpmdeduabksphbbhg
Bji11263,O,Bjiybdqa,Missoula,706.0,406480.0,Y,Amphenol,1-145-612-9353,79.0,United States of America,Knmwovdlfekgmdqb,3.0,,10.0,NDNJSLBHSSAFGUKZGRU,M,mglszousmogptosvwcpecfdnvssmvabni
qks11264,R,qksmuj,Stockton,376.0,172999.0,,Raymond James Financial,1-723-801-6100,2.0,United States of America,Esjtdwsjvnpllnhmgork,3.0,Llsuusakyzty,9.0,Lzbpdijwrj,,Kuxjuaajzfkpodjmzgxxcg
odd11265,R,oddxhscdyihmsdxrybbpoginblroeb,Yellow Knife,362.0,452043.0,,Snap-On,1-461-380-8156,27.0,United States of America,mekrobvvftttqynlnsaqsurkfvriaazc,5.0,Ulzdwzgjqan,6.0,Dovrztplvbeivplcy,f,OETQFBTVEHBWTV
Ijw11266,U,Ijwrxmnjtaeiwjelysewgabtf,Abilene,785.0,473147.0,,WGL Holdings,,16.0,United States of America,UZHCRQGQFFMQMTSLVNW,0.0,RMEOHD,2.0,Vvbhnbgaoausbpbqtfbd,m,ALCJHRHCKFRPZBQUNYVJXHYXHIPKNATYELO
hbb11267,O,hbbfcoyj,Irvine,653.0,61061.0,b,,1-276-937-1050,41.0,United States of America,cuggqdjnbhkxernvlnzapybhsfvllqqmwwagetkb,5.0,Qhpfkloggot,9.0,Yjcfprfqlaavybudafsaja,F,JLXUGHMFGVVGKXFODYBQFCOSSYFXDBFOEKFLDGNWXMSBVERNIKUB
xir11268,,xirfxhtz,Irvine,345.0,82373.0,u,,1-211-319-9478,99.0,United States of America,LUBJJTUBCUKHYSQMTVGTLBOEKQEYWRCHTPJXPZCGJMHKXWAONOKREHNAHRWYUHHRVGNMVON,2.0,pglcq,5.0,IPDCVJDAITXFOGFSVEGUD,F,jbjvxxefletuvnyuxrwibhebgymyomjmxljecolqncdhbuqzlzykdnl
BGS11269,O,BGSNMRRGM,Bridgeport,553.0,393751.0,,Icahn Enterprises,1-006-846-9499,18.0,United States of America,Rfftzjeksodqhvdncotslrqbsojjehmqrxeyvzffxpcefydvals,2.0,wjppllkmalwh,5.0,ktxgmdd,f,Ytpkesydndlqtjkyivkgpsvaxdbvwxzgiviipgzoqfsroqtrjwchgds
Ryd11270,U,Rydkbehmwdf,Oshawa,393.0,68447.0,K,Avis Budget Group,1-859-577-2157,58.0,United States of America,Cddarlnyazckaumvegjhmqipgugbiwuqjytbaigcwiqisekzjshkluf,4.0,GPRYPCPOQ,0.0,stpdg,,Nutopquovmidapqksbjkuuihveryxf
utc11271,U,utcjgciwjkelfvvoyjcy,Raleigh,785.0,366700.0,,Snap-On,1-574-956-0772,1.0,Canada,Kkpjvhjrvmncppixaivuiygerkvfh,3.0,,1.0,Czgeyodpnzhpdvq,F,ITVILKKQGORPYVVHFIEYZPRVKEPXIPBGNHPRXUJZGERKMCARO
Iga11272,R,Igaydlasagxneragqzvahegx,Huntsville,363.0,465254.0,,Thrivent Financial,1-581-107-2887,97.0,United States of America,Bkcawtnorptwkxhtxdkthcphqaqmedaib,,Fzznbtje,4.0,Cdplcfubiuenijevuvixyjekn,,YVCQBLWGQXILDPJNJXSSFVQABLXXPONWIKBUJNCJOJZEIQHLBNOWYQCPYP
Bpx11273,O,Bpxlgntcaj,Honolulu,595.0,4876.0,x,Baker Hughes,1-017-804-6999,2.0,United States of America,HABMY,2.0,KECSWVTD,8.0,Vitnsos,,hremhqwdwciwtdkfbflunvxzjeomiorgrpxxyeloqnrxjqhxvaudovggqmvdbtqtbecsb
csu11274,O,csuqmmhtvvztoquaslnmcec,Hollywood,691.0,70499.0,,Joy Global,1-694-707-5767,81.0,,VOCCKWLQAMEYSRFZZDVUXUHPM,1.0,srtrhhhxujcx,0.0,HZJKJVOHOULLK,,
mxb11275,R,mxbqemjjlbnvsavsxb,Oceanside,548.0,486855.0,,Continental Airlines,,75.0,Canada,Bzgfjhvontmtuqrdugukhiwq,4.0,Cgsnkonlsq,1.0,ZMINCSUMRQBDVMLYQOIPS,,Xknibzxruwvcorxztatj
PTI11276,,PTILKZPHXLMGXVLSWPURMPVP,Fort Wayne,541.0,303318.0,,Enterprise GP Holdings,1-621-828-0029,42.0,United States of America,Lvoac,5.0,OQKCLKEV,4.0,smonmnqpdvsr,,wbkjqugrjxtbrtjrkpoayovysodshdndewsemmcmptfewfjaomlvrgjnlkepm
Ngx11277,,Ngxjarku,Syracuse,529.0,137996.0,,Holly,1-113-468-0134,8.0,United States of America,Tqgkmdnvywseeffixpiphtjfweadcgu,4.0,bgjtldrr,7.0,Udmeodwhjsxyheewsofl,,Qqnehnqbhljawbiguianeknlsnloplbg
hsh11278,O,hshruuidabrvonffrnidxhgdxmpjgr,Montpelier,485.0,441131.0,,MSC Industrial Direct,1-433-123-7791,47.0,United States of America,Zgqnqpuqsjikxbhjjhifwqeiahvybtpxjympftytyodmhyhmbvftuvstwfkkmuckdfrokxymugkuegu,1.0,,0.0,Nkncuynlwdwskorbjksyyamaziymb,m,Yaxvbwh
Kzw11279,U,Kzwhkpfhqadjmhoev,Ann Arbor,515.0,112721.0,H,,1-778-642-4031,19.0,United States of America,Viuzfjxjtuofteezoowkxdwilojhjhlzpxhsjexovxvwudwy,3.0,Owxrzyo,5.0,sdhvndustxzfcjtajsgfkd,,yasvahrrtgfbrikoofuvqpvhsgahgjqba
UQF11280,O,UQFQINUIJDVPBGXTIB,Pittsburgh,725.0,252730.0,,Freddie Mac,1-507-168-7198,13.0,United States of America,Krkxzjiopjwdkaiqhupevkbvplrixccxglcgxwikgznlohwghlzpoiiiydxshodkdaefcvicaej,3.0,tsfpueqdso,8.0,Morexliypcavgdihnrxjdysuedqfk,,wqqdqqzhkfgioy
Ymz11281,R,Ymzxgb,Durham,821.0,203847.0,,McDonald's,1-066-588-1295,23.0,United States of America,Ptrugsvowjybufrjcwywwvbeiomvhfacmwqcsvyboibqwanqdmpdicfvvdgfplrnkae,5.0,fptlnrg,,Xgagvzywbrxhzwrummfxlpg,F,Burskjzpgsccjwnoujswzooojjprnzvjqsoqc
fgq11282,O,fgqoumtjmknmysctvchoysv,Tempe,569.0,130338.0,C,Marriott International,1-859-909-2939,53.0,United States of America,Qtcrzqlozqqnbcganladctvlibemvsenlrx,2.0,elqunswufw,5.0,Sjvyrtfpvbf,,NUMNXFOAYXIHWVB
ncd11283,U,ncdxgdy,Manchester,652.0,317722.0,,Pacific Life,1-743-856-7730,56.0,United States of America,Tlkthdcx,4.0,xtvzzitj,8.0,Lrtchykuj,M,Dcgidkymvrcnuntaqtosrpbpgqljaxlllopkojoopzlzliwxe
trn11284,O,trnznjnxbfwsdrxqqadfiu,Regina,337.0,240520.0,,Lubrizol,1-558-501-0279,93.0,United States of America,Ffhidnefivcxiqdvhnygwmsdyoyoeewezywcijbcimzqdjtbrbrjdglcoxw,0.0,QRIAGEPHG,4.0,sliavurkiyskkpifrvyznntd,,BEEVBJMXUV
Pqb11285,O,Pqbugfqyutupdnmzolbrbjny,Oklahoma City,335.0,372102.0,,Toro,1-106-223-2732,67.0,United States of America,srcjpkeweefweckbakihygkbntgstdyfaal,5.0,Skseezah,8.0,Dhjwpqk,,Eldsmvgbhmninkjwuvkzopabepnloolzgxrdkksnszilyomwxoekoopwnuncmayvehyzqcwhui
vyr11286,O,vyrxrohmkbvb,El Monte,774.0,103398.0,J,Nacco Industries,1-988-605-9486,86.0,Canada,Gcmjignceacqskosnkrrcxblxwxxoubznoashu,0.0,Bibtpv,2.0,Lkoasjrkshetlu,,Ybeyjpqnlrootmphutzuwmixvggugjlg
pht11287,O,phtpndcfruspdeqbkjeq,Tacoma,394.0,432222.0,,Gilead Sciences,1-735-763-1763,52.0,United States of America,Xaqyqnahzazwhvcesryajszqogjhnebyzvqqdbntjofw,3.0,XMRHHRWJU,5.0,tksaiuic,F,AOZBSHAQFIOCXDTIHAXAJSUSKDIMUJGWUBIHCHXD
qdn11288,O,qdnkmehvfd,Livonia,621.0,338703.0,y,Total System Services,,43.0,United States of America,Ektddxyzfxqwpshoasuslimotzuhrfincmcysft,0.0,Ccqvpjuzhyq,3.0,CXAVSQPCBSCDNHPBDHKHLOZX,f,Mdpzhxpighcf
Wtd11289,R,Wtdzckkixvbvwfqtgedauzpmh,Huntsville,499.0,463729.0,b,,1-576-363-9628,38.0,Canada,nilcmbfumadzzkbnnnvoswybvnqvnkwxqradwdbstnuqkpphmfdfhojbdisviyhmigmmjzktvlbhntgl,0.0,MNKNXG,,Ypbdhvsujngoa,,Ddoeqpmg
odm11290,O,odmrlwraeidwpdezlahxleuq,Washington,527.0,111581.0,D,IAC/InterActiveCorp,1-454-531-7915,58.0,Canada,VEVBCJLBWBIQJKUWMWPVIKAGZMCPRUBBLMPDE,4.0,Ajjpqfqri,0.0,Hilsmcxstflg,,Ohfvbcoqydwomjnatwwtfkrkwamvjrysortvojbvnjdhilawltqcvwmxttjkfqobofu
Dgx11291,O,Dgxkhh,Mesquite,499.0,332959.0,C,Solutia,1-528-105-2490,55.0,United States of America,RMPHLNXZFEZAQABZRCNLSCMFTARA,2.0,Hmyssqqocluk,0.0,DZFYIIEDXUMHVITLK,F,JUDOBVPSNOAKEWLSQGQAMTAIQLHMYALMNXSLCA
Gub11292,O,Gubpdhzcbmwjwdblqb,Garden Grove,432.0,309080.0,c,Perini,1-911-102-5042,57.0,Canada,BUYSHQLMVTKDEGPOZUTQZRBKKRJIXWPIRFWZCSXVPAFBGSEKFNBQLHDOANMBDYRSTBWGZ,4.0,cpsculq,6.0,IAAZTFTOBTHJZUGDEUYUKP,,MGTNTQXVGJPJBEJOLTWPFLUBTVB
Qnt11293,O,Qnteisifyjpcavmzbsadliijamcdjo,Fairbanks,483.0,339551.0,s,Tellabs,1-136-898-1770,82.0,Canada,KRDFEIEKMSUVMAW,4.0,FYPLAXHEZDX,9.0,Wclwwnguqpaooyirowslyt,F,pnkxpeogurzcxroiqqmojnhigazheyasxepsevidcxssimcrtobwffrqccf
ugr11294,R,ugrjfmajdtjlhjdwplcizm,Chicago,549.0,31897.0,m,HSN,1-242-993-0089,55.0,United States of America,Jfodxqwfeajnrmayjitxjzwwftgzjhuasdjpipeqndeyasulhwimzhdscfrdtwuwgangxy,2.0,BABEA,5.0,HHJXJPSVFEHNFE,M,hgklidtapuacpuwbduouqtzpnauwxxukrvniiw
UWF11295,R,UWFRXFZOQTEVGAGKUOHLNCGMB,Tallahassee,471.0,424187.0,G,,1-272-722-4129,56.0,United States of America,TJWNXFOZIIBKPXMYERRIZIRWTONJEHCVVSUPJJZQPISDKRPSPCQSVIEPFUITIZWEGLROUC,,pkyvevfodyp,10.0,Kiontwvwwegnss,F,ptelfvoxegdkoeotqqxbvjcmpewmbdsxxomdsmzqknratgevqygvqkvnnjfwzrxmsokjemimdylqa
amx11296,O,amxabxbnftqdujluxzjrgldufpc,Durham,412.0,91406.0,x,Continental Airlines,1-427-147-8030,21.0,United States of America,FPOQLLLWQYSLBRQFHROSFWFVSRYFVKYGULSBAGPKGDFQYVERCCWOX,1.0,Lbkqwbfxnbys,7.0,pktmnncodrgqhqmbcccjhjema,,ujmccivdtqwayojuojiuhulzxogrpevmdtlloufkvztxfqxogkrjkjoxkanzslyaxtojjb
XOD11297,U,XODKXJQFFN,Fayetteville,796.0,439130.0,w,Franklin Resources,1-140-819-3904,76.0,United States of America,Hvnfmxfvjonyfdlrqhbnqhlxyysgumfmrmdxrrcbyhrxrunoiyxmmbgzomqhcfaxlmqqa,5.0,,2.0,ldeamtkkqbegmowtzpbwojf,m,WNEUXPLYKLHWPA
NFW11298,O,NFWZDRPEHBQMFXROMLPCGDM,Huntington Beach,,203900.0,,Nicor,1-683-782-7104,,United States of America,Lfyivzheqttsmtcrculbhqgxruywblycmsfswqmisubsrjtyrgbfzwuqrd,1.0,Wnhoheeur,10.0,Sskamsdgtiruhlwlcegbeaop,M,bqnlchuhqkhgaxpfcunxjpjajgsqshbdu
Xmt11299,O,Xmtyg,Evansville,727.0,218554.0,V,Vishay Intertechnology,1-286-009-0268,90.0,Canada,Gaklfgujbycnlrdibzwuknqxpavudckvubhtqcqcbecfkjffevjxsnuobhljleplqseozamcpkjjnpbg,5.0,Vfvnhfspb,1.0,Kvzbjigkuesnwbxefxzyioagbg,M,jeaugvbor
imk11300,O,imkoshxkiiojmnkmdppc,Lafayette,362.0,442557.0,,Dell,1-542-653-1409,49.0,United States of America,rslvouwjegwltcljkusuccaztgokxmluhkhmmmnknkrfnqbryvcxpaoxxtecvhimgewgyhmu,,Cqdlifu,5.0,Odkknfvan,,
Wok11301,R,Wokqlitppqdjzb,Oklahoma City,599.0,379993.0,,Crane,1-552-649-8530,49.0,United States of America,YIEFVUDGVRBORFAJPJOWRIIOISTKRZ,1.0,LFDRQQVK,2.0,Hulkvwksfd,f,YOTYSNCMCGFELYSXXNBLMNXIEOPZDA
Jjn11302,O,Jjnemmtoql,Elizabeth,692.0,342777.0,,Pioneer Natural Resources,1-865-233-1724,81.0,United States of America,tfyyouvemoblqoojkcabeavdke,1.0,Iualfhtd,1.0,Ypsymcqvnjdyncphipwxchkmq,,RADXAKZKEGMWGTHZXXRT
dng11303,O,dngsolxxsptmicxoxvxkv,Allentown,664.0,220954.0,U,KeyCorp,1-403-441-7156,30.0,United States of America,Hddxpzhpcbgemorxgjgquxeglgiaqcvubcfxkqascloprw,,Nefuodqru,3.0,Hvupcstc,f,jidruzdpwqla
cki11304,O,ckimogtgtrwyhnkikmxjsekhav,Honolulu,,30937.0,L,H&R Block,1-950-137-1075,32.0,United States of America,BFFHMNGHGBEGGOTVNHBPTWLKJKZWRNHRMXOXPAWEKVOASPBNPRRU,2.0,qyvhbv,5.0,ALDTRLDHJCUOBMQAMWRRC,m,Cebpcqsodclhxcyhzjbkethibgtxxxcoivzyhvjazeipecsogopqiohdhrjkyazqchhjcitvwpgzu
Fvq11305,U,Fvqbdcfzywivkkwvhrow,San Buenaventura,839.0,268707.0,,Erie Insurance Group,1-834-306-6774,20.0,United States of America,sbwarqesbmvzoelwkjsaubpcpftiqaghglbxjiflsxjggnzeawftvkhdkxm,3.0,PXYJWAXGL,9.0,YTFKODGTKIFQDXA,F,srdfj
HDS11306,O,HDSTZMSNGKME,Huntington Beach,620.0,58493.0,,WellPoint,1-908-495-5891,53.0,United States of America,Vtqflceyamocrlswzchvyamvsrnvhrkxfuycwchdeilahucsrrpxiclyieuagxrmfu,4.0,Txnerydoc,10.0,Wrpirulg,F,yqsuecnawvzsocebiyxf
hzt11307,U,hztdxdiwcihnbg,Waterbury,565.0,357450.0,c,Intel,1-234-377-6818,,United States of America,uremrvplorroikuvtacftzvwbqvmacqcqcrcdawluavrbqvft,0.0,Hmuqodrmoxpe,8.0,Jdadnqpxkgnonwrptodhbkacs,,YCZDQNFOATRSZROADMPOHVYTFOUMREUKLWTGCRAAOVRBLK
skv11308,O,skvxgukgdnbewwpjeik,Phoenix,380.0,402241.0,x,,1-058-467-6102,69.0,Canada,QSNAQMMTUNIASVLOVGNXTNINTFERYTDCOXCUXAVQILR,1.0,Xaaraaldoa,1.0,Xzbqpuefcmm,f,Wqgdzmntkxykehwjeoajkjfnooviomzlthgrspomgbvbjxbwvuofjfopckvflfrszyydozsmktc
Kii11309,O,Kiiruzqedkmvzjecaivxfkfhwuxkjm,Baton Rouge,772.0,122042.0,,Dean Foods,1-169-885-9319,80.0,United States of America,Spigxoreec,4.0,Liaaodwnpx,8.0,Hvrnnrltpbhmkxtjbk,M,KMFFNSTELVUQXWYVRLSTNQCKMNLRCJZESMOJFYZORRDVBBAPPTOAYBXFVRVMFVUHA
YGE11310,U,YGEIBKRBHUJJ,Halifax,593.0,405951.0,R,Fidelity National Financial,,63.0,United States of America,ARBWRWIZCFKSPWTRNDNAKUYVWTEHXILITTUPSTLAONZNDHJZXPJJTCFMDAPHJBNDHIMC,1.0,mxeslhzceq,4.0,ZMRLSWPPLHILQBWMKJFTQKQOR,,VKRIQMFXTSXFTDCFP
axu11311,R,axugjjhsxfmf,Detroit,676.0,183120.0,,Cypress Semiconductor,1-605-826-2886,12.0,United States of America,JIQIVYSPYBPEMVBQRNIXDXZGIXZZNEWBWRDQDPJLGUHMERICBLQLWCEQEXFXNKDMMAJLBBGENS,4.0,Eslsox,7.0,Kuntxeehcpoxvyaeuzdwkoe,,Usptcelnkzlglxclgcibnmhcbhzbnvqgshbpgnjfh
Wey11312,R,Weyyqknslpfohtivrelcluekoy,Riverside,760.0,240316.0,,Roper Industries,1-204-549-3635,85.0,United States of America,Gkwfiwhguwlgunvjhciqqrryubkykntfgofcnldtgslhwkltfjzjhwgtlpixlqy,5.0,Xrziv,7.0,Itdddgm,f,vxhsmljsgwqrcxcbmwmqemjembtwbbgcpvfnnxxjcamlehikksabcnpbobgqqxlwzdzcmwdkaqfuak
Gaz11313,R,Gazehyqanxinfumgy,Atlanta,471.0,426953.0,,Cintas,1-505-006-5713,,United States of America,,0.0,guzcp,9.0,VVDFPIPNNNBUHRZEUY,,Gjpia
Skd11314,R,Skdsshqjvlvvkkxexwxbhxfgfi,Wichita,451.0,466235.0,,Philip Morris International,1-696-497-1606,59.0,United States of America,gffhlieaeyzvophhkfnapeehjmtuviyqzosljfvvqwqjutfymukkgflkmcwg,5.0,Ffxruvkmy,5.0,hkuueterethmmqokjajtmgvy,M,bedrbartftalgcemxadyxwvbec
