Age,MiddleInitial,Employer,AgencyID,AddressLine2,Phone,OwnOrRentFlag,NumberCars,NumberChildren,Income,NumberCreditCards,FirstName,NetWorth,State,CreditRating,Gender,AddressLine1,MaritalStatus,LastName,City,PostalCode,Country
59.0,f,Dana Holding,uow7302,Eehbbqcoxthazbsryqrjahhzcjdndvayufmiblhfvuceddhkaaobvjecyfdibzuuckpexry,1-610-670-7212,O,3.0,4.0,312800.0,10.0,Vvbxxcxkgtcipupe,833056.0,DC,338.0,,fayporjgckylgtqyzgzmqhrkeakjsvng,M,uowgahifpydvgoceehq,Escondido,ULYMF,United States of America
56.0,l,SLM,yet7303,Gzgibeapj,1-090-607-4974,O,3.0,2.0,131734.0,7.0,Suawyjcxbmrxxtt,2898806.0,NM,307.0,f,GFWRUDWJUIGIBPLTDKKBLPQNSRGYFHBCVDAHICZEHATUWVVTQKFHWVJEMUFL,M,yetqcqazzywnnvfacvfou,Colorado Springs,Acfavp,United States of America
79.0,i,Nicor,OVP7304,Aaagdrmjwptzmkjwrcyfstguacccgtsunitmlhgvdqjkwzga,,O,4.0,4.0,400684.0,5.0,fqshyskxatwnodozdwjpldrr,1589706.0,NM,682.0,F,DLBMACVJAVLWFGEQTWSBREFDVKCIFMQWBDUPADCBUFVEOKIUZCQYHSNIEWPUYXIFVZEJBGHCY,S,OVPBYVUSTGJXHRNHUWC,Salem,Gkdckfw,United States of America
60.0,k,NiSource,Rey7305,Jhuenlymtodxvszwymephnkuoyvewuqglf,,U,0.0,2.0,193856.0,5.0,Tswrstnhggdgzkqmx,3431226.0,NE,768.0,f,Lucambzpqbbtnqdfomgubrbqdbvdgpoipegyw,D,Reyarhxjreuihc,Casper,mrpte,United States of America
61.0,,ENSCO International,Gif7306,Dsxcbgdujivarrwcqxfgsjgxrsmmklukssjgkedwjjnrlajujwkkktzdgzoyobtt,1-464-495-1973,O,,4.0,359466.0,1.0,BLFYZAJWW,1183224.0,Manitoba,623.0,,VZFGMJHAVVBCSHQOTVHAJXDZRXBVFCJCSUGQ,M,Gifer,Chattanooga,Ieazidzucqjo,United States of America
21.0,,,TIJ7307,taluiuvcuhmzemzarkdffdnxqxscyinyyszutsfcwhivkl,1-035-123-8543,O,4.0,5.0,32256.0,3.0,lubboaxirerpegtn,1292137.0,WY,772.0,,Fixnszjhwkxkicwlxqwguphlxypqqbxorfrhwiyuyodkkhqzltoswouqp,W,TIJGXHWJXPJQY,Las Cruces,,
77.0,,Worthington Industries,GEN7308,OBKMXFTXJWUMEJEAQJTEJDPL,1-385-532-1170,R,4.0,1.0,266248.0,7.0,GROFUCMNRFLXTTRKIUG,3017321.0,CO,810.0,,vvesphtmjfbikszoioaruqqx,D,GENMVPPGEZTGML,St. Petersburg,yrjgnhxlrsl,Canada
74.0,Q,Penn National Gaming,Llw7309,Gpieicomjtynybqqovfablnhhxwnlzrykaejqolsgvspenfmmttdsupeso,1-070-316-6122,,0.0,4.0,173591.0,0.0,zeuvwskeuojfwc,657891.0,TN,,,Aijjhqrjnxjbmjjmmfftqatvwhhcadpargmkh,S,Llwatwagplldckejemrg,Cheyenne,QHTHTBWIFM,
97.0,S,,Jph7310,YOJEGDTFJXAPIHELJUSOFHTEJWSNALVPUZBIEAGYIDJINHXSA,1-028-402-9283,R,4.0,3.0,247438.0,4.0,Quyldsahkuhrmcgmqtklq,3911713.0,ND,307.0,F,,S,Jphoqkjweembtcmnhl,Hialeah,Rrurnnygmim,United States of America
74.0,S,Complete Production Services,Nkk7311,HZEAELCFSYQCFSDLEWIIETAYRAOSSRETTZ,1-724-428-8206,O,0.0,2.0,88628.0,7.0,Fhjurlqyiskhxutgqifq,3289655.0,IN,598.0,,DBQVZNCBZDLNRERUMKFHMPBHRGGZJZBJWAJSEFMRFZHBPRUFYRBZBMMV,M,Nkkhdbfedvlpqvuscl,El Monte,TMKOZUGIUFF,United States of America
90.0,h,EOG Resources,Yaq7312,HBMBLNQGGHNFWVQSTHEVBQTSYBHOZPGPFNCTBOHFEJGWGKPZHBTNREFIMENVELT,1-343-147-1749,O,,0.0,122176.0,2.0,Hejosipmqtedhbopvxggi,1727971.0,WA,564.0,f,VVERBQCKIHQEDBIPGGXNZPTDQJ,M,Yaqivglrlljs,Augusta,GPMSNJ,United States of America
33.0,G,Reliant Energy,Hbe7313,Qbqlfdxfqsgrpwualguknjhvovbxnrwrinaqxijbvgzkbftelhmhjcgigkxbmtgkklk,1-266-928-2758,O,2.0,,18038.0,2.0,khupsscdhj,1513078.0,AL,740.0,,Cpixznzihfmthrchsoosxpwdcxgcrahaglpualssmhrahoadrmcojdzmustuhijcysbyh,M,Hbentskvbuznalkulmndwtqxsiwnc,Bridgeport,SFQCMUNZOW,United States of America
48.0,,Baker Hughes,Vbd7314,Ykgkhsvkbqapbbbebltcyyathgwokfutctnegjyuqabvbu,1-397-258-8412,O,4.0,5.0,290011.0,0.0,Qhidnuxqdpudwtfki,3312697.0,VA,837.0,f,Gdliivznbqvlozfbfglogpkdqab,S,Vbduffjehctbgirxqfsmjxpedku,Portland,Fjudqvaae,
90.0,s,First American Corp.,Wsr7315,Rbpshvoujcouysztwtgofxvuhxmkcswpejztzhbtfdoge,1-764-361-5336,O,2.0,0.0,23390.0,9.0,Ukseraermibm,2785772.0,New Brunswick,676.0,,KNTWSYSABJMNNSRAPQBSGOSKLDKOGIBOWBPFUVJ,S,Wsrexf,Yonkers,DSHABJO,United States of America
80.0,m,Principal Financial,Dji7316,Jynjexntzxvduomauhjfsvfloxcwdvlseppmqxdzdaufigbpbecvsq,1-116-039-2078,O,5.0,0.0,279011.0,6.0,Cxyzjjcwmugensrt,3241547.0,OK,357.0,,iojlebeyawncumiaprkxwp,U,Djici,Virginia Beach,XYTPHRHJB,United States of America
85.0,P,,Sxa7317,Bqwwacbkvlicqkpuezmykcpwprnbrnfggiqytqivjpstidq,1-988-912-5496,O,3.0,4.0,351285.0,2.0,QBTDQSADUM,363572.0,DE,491.0,m,HKPULTXOOWWPLBSKSHVDXWABOACHRPLPLTGIOWKTF,M,Sxawxgidstqzqbuhtehf,New Orleans,JLDZECSJTVYH,
5.0,R,OfficeMax,vuc7318,amjeudkxbmsrphvymhmigbdzwsuemswlawcxqatqljslemsfzhxtqunhzjtbjjmf,1-581-424-9200,O,3.0,3.0,346206.0,,qzmmcxwcjliczddkj,2175928.0,AZ,441.0,,zkrxucbgudwzjbdi,M,vucrytje,Billings,ZVZAB,United States of America
83.0,,Morgan Stanley,SIF7319,ZNHSNDISOSPMASUMNXRAOSERSUGHXJJIVJPAZOMMIOZSNSOCFKQFLEZOOLLOA,1-227-394-2732,O,0.0,0.0,432665.0,8.0,MMMKQWIAVYBZTYTKEWEPUXXJXZATDE,3405629.0,SD,691.0,m,nscsqyxtzcruevaqgpazhmynwodfmfiqdcntirljfzwetyaaj,U,SIFUEBGLRXFAITIUGJOYS,Pueblo,AVLDDI,United States of America
77.0,W,Teleflex,lwp7320,Criqkpzrahsemijccwbvtusuvliecxymtyncwjvzbxkoopswctuefwjxzxn,1-782-369-8503,O,2.0,5.0,349239.0,10.0,KIVQRZBRETPYPGEHHE,3925897.0,CT,841.0,m,Gcvvdrqqvmuvymnlcmpmil,D,lwpsd,Oklahoma City,Uyavld,United States of America
92.0,,Universal Forest Products,Teq7321,Mxippizfbpslaviucozxqmaneejbwcdjxw,1-755-779-0630,O,1.0,2.0,54892.0,8.0,Rnqsflveuyowoaiklbzfnt,70948.0,UT,667.0,F,upuuoorjbhlpwbwpzxiefuvtgaceiborsqsjqthkhgnddrpanyggwbxrvmqixkmwamear,M,Teqzzzmdmuwnkiaqputcdlsk,Concord,gbzyp,United States of America
82.0,,,IPA7322,Dfwqdlfdkpkvuuuiaazaq,1-160-503-2342,O,0.0,3.0,227800.0,9.0,DMBQXQEJAIBPQCHVPA,2578419.0,AK,700.0,,Uebyppgvgklowaqmiesudorcjufrguytblvmebvmelpronuzsbfxjaxlqwuholrczeeqlmlccvu,U,IPANLAMA,Rockford,Ufssod,United States of America
,L,Regal-Beloit,Ezs7323,Nsczavtcpliidbxqeairfnnoaigmgrrkrjgnwamqennxvljj,1-624-971-3618,O,1.0,0.0,439138.0,3.0,XUWUNCJAYSCRBBVEVCLWTCHGKJM,2210705.0,KS,346.0,F,KZXBYVWOPWKMRKBTQSHFSVOOZVCJFAVFGWIJACEKMGUOZEBMQWQMARUUNB,M,Ezsndzxckffxjtoynrcu,Cheyenne,Mxpwcnm,United States of America
23.0,,JetBlue Airways,Tye7324,dehfhwfoiuyjlxdipncdqnbihbvyy,1-656-360-8753,O,5.0,4.0,256827.0,,syxuhgmuudnysqosh,2780430.0,UT,441.0,m,Bjgmbqxpbaqwprqzafksgdgnznhhrcpgconbvisgxpytpimqnfmrgcbovmyvqwib,M,Tyecnbttlshcmqaptfxd,Charlottetown,OKPRJEKQYDW,
29.0,,JohnsonDiversey,Skw7325,Crhqxdvoxvvljbpjyaxinmrlrwgoiaegganf,1-354-337-7679,O,1.0,3.0,183971.0,0.0,KDTURZGNTXAVKIASTWGJHLJ,253067.0,NE,700.0,F,yagqzwvjr,M,Skwuvxn,Mesquite,SMTXIBV,United States of America
12.0,M,Phoenix,cjg7326,,1-793-945-8810,R,1.0,5.0,296577.0,10.0,Jystyvsdjerlxzhopwjcfhfjallsb,583131.0,WI,498.0,f,HOFPJPMBKAJVTNLXZPDN,U,cjgshjsyaul,Overland Park,Dedaljae,United States of America
52.0,n,Lennox International,Zlt7327,hldhsypbljsblcdpeydyuqbqhh,1-599-064-6798,O,0.0,0.0,454106.0,7.0,jhpvgffoinzkctkgj,833892.0,VA,786.0,,vkjtafxnyfwavyeeepasargtli,M,Zltdfnqhplhbwpnmoggjoeakdne,Akron,iuwcofghos,United States of America
16.0,,Exide Technologies,Lsb7328,SQFNDSPMVPYETUMPPBWIBDS,1-825-450-6732,O,2.0,5.0,229046.0,10.0,Cunwftczxnqekzyhv,316863.0,OR,635.0,,Wuxccgjgwdahvvrljqnvoqrsmfawigyiiiissqvhzvmlkstanfsxaxrkqfbpq,D,Lsbzsbuzbunzkvmfcila,Santa Clara,Jtjhv,Canada
70.0,,Ecolab,uvw7329,OOQUJVHKJVTRVEVSTMRJTEPKFJUHAUOSWQOPEAIZAGWASP,1-313-688-1271,O,0.0,2.0,409494.0,1.0,Ysykxclbgcpwvpkhnykwfafvia,3069405.0,AZ,607.0,,QSJYPHFS,M,uvwxb,Albuquerque,CSZRRJCG,United States of America
8.0,P,New York Times,Piq7330,Htldkmiaahsvbml,1-281-302-2932,O,3.0,5.0,283457.0,7.0,XJFYAJU,3326323.0,ME,612.0,,Btnueinmdosdxwpslmjoyhcmuerzrcnzxyvfznfjyamev,D,Piqfofakwlbrhjs,Milwaukee,twabwh,United States of America
29.0,j,Unisys,Xne7331,Yaeuldpqbmyzrncnmwmuujijzmibirswgluqipghjfefjsdpecglfutzcoxgnuetmysvonp,1-015-277-8368,,5.0,2.0,409921.0,3.0,wedcjr,2488789.0,NV,649.0,,sdspkvxkqrznewzxkxlzgrroredvieykhrlfsnc,U,Xneyyljmvg,Buffalo,mctxumuleaz,United States of America
30.0,A,Telephone & Data Systems,Gev7332,,1-204-853-6439,O,2.0,2.0,350756.0,6.0,Ksmimggk,168023.0,IN,656.0,m,Zlsxnfxyqdvfllhviddkosulneqekaejg,M,Gevhumpjwxc,Fort Worth,RDSGFFWFSLLW,Canada
41.0,T,Pride International,UHL7333,Afifkjtsrbvhbdgqaiqewhquvfqtqrkaopdrlcubfgnietnuyuzssbztuiihjtqolgacbfs,1-076-922-3836,O,1.0,1.0,475440.0,5.0,JXDYFBYUZBEHXJXDEEVTLAWYS,2418729.0,Manitoba,423.0,M,ONFNLOEFNEOBBKKDFWJACNVN,U,UHLXGHHZRHKRWHDGYWQY,Coral Springs,SUKCX,United States of America
12.0,H,Interstate Bakeries,kjg7334,bpfstlrwzaxgusoxzuwgjriiwcgezzpfbntkhdxnjkuogukvcfymqtlfaivkjntnfr,1-337-420-7701,O,3.0,2.0,382708.0,4.0,Grosiqzrkratsyadevufxamjckpnnq,3705197.0,VT,492.0,f,Yykflcmzrxc,S,kjgpbnu,Providence,Quhnmi,Canada
43.0,,Qwest Communications,Vmz7335,KVSFDXITKKIKLLEFXAGYCNVHFTKAGDSGOMHWUFWMQASJCNMTGADBW,1-597-688-0038,,0.0,5.0,140960.0,10.0,Ehggnelkhpzesmnammjnlzu,1288850.0,ME,429.0,F,tdbeysby,M,Vmzlzkchv,Amarillo,yqezbdtn,United States of America
15.0,,Adams Resources & Energy,Zqp7336,SHJNLUMQHMSIHEKHTDVUYTKHFGKTIWPKVFOJUPZEDMY,1-776-842-4793,R,3.0,5.0,235374.0,5.0,jlfadgdqudpkcegtaawulxfp,1624274.0,UT,769.0,,TRKTHMVEKBDBI,M,Zqpczvstyphkdmyi,Edmonton,Marxhuqmx,Canada
61.0,,,Rlj7337,Dsqirewxgajcuqmgwbkywmgloisvfgxtnxigbgydcmwhvmkbbubzvy,1-652-487-1261,O,5.0,5.0,4235.0,5.0,Ygbfaufxyvydeckirgcqw,643752.0,NC,310.0,,Ayjjfsedcitjgpmtcqnmsfppxet,M,Rljkueonpmmcbbvofundxfnnfvj,Beaumont,olpap,United States of America
76.0,,W.R. Berkley,WJK7338,IZAVFHMBULMRMWJPLEU,,O,5.0,0.0,276390.0,9.0,ZAZADIDRJIFDNBJNYFPWHE,3019777.0,Manitoba,304.0,M,jnfhsiuefbwgzamycucknuoplmryjwzcwweluuzpfqrnjwizofaisfjzbdfaevffak,M,WJKIM,Coral Springs,Vpctvc,
94.0,Q,Circuit City Stores,jdu7339,Ezgaehij,,O,3.0,2.0,498014.0,0.0,ETUSTKAWFWEBHYCMTQNEDO,2367021.0,OH,347.0,F,Nlugitbtqwdqeiulwrdmfqbxl,W,jdusrjha,Virginia Beach,dcshd,United States of America
45.0,,E*Trade Financial,Ool7340,vwhebbhppaysikvstugvdxsukbbmwqfltarxtactotjitebgjjkcqvhbuladcjqeqcxgtriu,1-373-849-3011,O,4.0,3.0,154915.0,7.0,Vohiojteb,2708087.0,TX,303.0,m,Ffhrujxpogxyfskvxtuqvuardmttryzxosjxkvkoudjhyfwsuxjkvhwjxloqmhtssdxtntbiv,M,Oolqqoswkvhuhlrvgftjmurtkg,Scottsdale,Ykewh,United States of America
40.0,,First Data,Kak7341,Mbitddl,1-282-167-9462,O,,2.0,351755.0,10.0,Adjqvanjhtojo,3335257.0,KS,625.0,m,,D,Kakhonmdgwpnvaqjkxjevyyapl,Regina,ydfusavdwbm,United States of America
80.0,,Piedmont Natural Gas,gaf7342,Tcxrqxmnzrwnb,1-047-593-3625,O,1.0,3.0,263849.0,7.0,Jilmkikjgszrfspqdbsacfgpt,739623.0,British Columbia,821.0,M,Tnhxniwqwmmatnnvlgjljxjeritjnhajxfrlmfjgamijvd,M,gaflxqietixvtcoeradefuhmxvpsdo,Biloxi,UZWTU,United States of America
87.0,n,Harman International Ind.,Rrt7343,Njvsodxqvfssinqgmrlf,1-773-217-8411,O,2.0,3.0,185669.0,5.0,Awrvtsardxwhrahaoirtt,588673.0,NV,753.0,,ICMMAOFDDZXDCHOAQNTCPKHQSYRYXVHYEEUTWEWCBPEZNFJKDHEIPJWIENPYDCUJPC,S,Rrtdmgsqlmprqmvxvdzpwqi,Livonia,Zmsexiu,Canada
83.0,,KAR Holdings,Rkx7344,VRCQMZUZEWUPEPQFUSXTNPIVVMLCLGIBRWDZIRUONJEOJBENOSIMOIOQLVAHIMWMXRFKAD,1-308-220-5117,O,1.0,3.0,340690.0,8.0,nxgguxhjleqzkf,13482.0,KS,585.0,,DKUCSAFJISKHSUNMCOIKKTD,S,Rkxeyzyuqwprnkikpogzwoxuqbjt,Oklahoma City,,United States of America
19.0,z,Delta Air Lines,Bek7345,Fvydhdwiqaehbiufstumojeouuwjuhrahsrbt,,O,1.0,5.0,67142.0,10.0,stxrnjjnfnv,2244698.0,AR,784.0,f,HZGMRWKOMBEH,M,Bekkphomftkdpzwvuogwmddpatu,Garland,mpxkxivwz,United States of America
50.0,,General Growth Properties,ywv7346,olebugpqmfzggiyhoquxmbcyrbqtohatqoypnnoriuoozhiuuzczsrrxbtbncvxqsirkq,1-333-255-7079,U,2.0,1.0,311095.0,1.0,etgdamsmct,2172263.0,Prince Edward Island,461.0,,ADQMHKQAAYNJLTBMTRDLQAKDOSE,D,ywvnlwstsjgrunht,Las Cruces,Tpwtovsi,United States of America
70.0,,Ferro,Emr7347,Ubuvsyebkbumbeszglfkudmdnpfwlrzxudyaewjoyrik,1-485-109-8871,O,5.0,4.0,161607.0,10.0,Mrwvgrcuuxoifnffkrsi,3964580.0,CO,474.0,f,CKEBTIUPHHGDGFZMILOWVCIVQBHKRPYWYZTHINYUROTFBBPLEMFZPWYJU,M,Emrefupdpympj,Mount Pearl,Ckaxgritmydj,United States of America
73.0,,Consol Energy,NYO7348,Bgqydkwvjkfkzvfrcqllvffcllvlpnlbcqxnrlsrnfgf,1-951-613-0465,,0.0,4.0,62881.0,4.0,Fkdvsswhlf,1234051.0,UT,718.0,m,Ezuimxobfqgitnevmvsxvfhfpxnatznmbut,M,NYOEMKLUCRNXCENHEYIGPZPGNLUD,Columbia,STBMAS,Canada
98.0,,AMC Entertainment,rmf7349,pqcgxwjtlbtbvqpagz,1-589-366-9563,O,4.0,3.0,461268.0,,Dinbfhdebzbcyhkvj,,ND,302.0,,,M,rmfyfulxmgveqvtutdrkuiqvuh,Chicago,Xmwij,United States of America
17.0,,CC Media Holdings,Jba7350,Bactqghesn,1-284-774-1521,O,0.0,4.0,16197.0,6.0,usfkvqdmfpddcy,2326959.0,Newfoundland,405.0,m,onijmbygjhloiiidkghqamgcwuhiddsgjicfnuswimcbrhlmujxnlzlvszvpkcnmbqtka,D,Jbavktmaiibuss,Lubbock,Cjtfi,United States of America
63.0,U,Avnet,Www7351,Iinotofikgbxlbvlhgicapcizxictrzehpqewco,1-327-869-0935,R,4.0,3.0,228746.0,10.0,BCRHKEKGDVUGNWBMMJECT,818663.0,DE,724.0,f,dvlfwjdsrusupohnoscnkzxctcieehejgifdojvbrzusnaotvtgpmzcfrgnxijauqnglkciyjbxz,M,Wwwpeaigcbq,London,ULHEBW,United States of America
10.0,,International Assets Holding,xgk7352,uhsstdlguefbgmrurwhesfzg,1-693-229-7895,O,0.0,3.0,261556.0,0.0,Mncqfcddsafobodtgzjszcjb,1465731.0,PA,733.0,,Eydgxjrevvpsazxrnkcjxrwvgrvwqdcicaskwveqxmlhfomkwjovanopqeeytmgmrbzqmrsqblvjjtts,U,xgkdnoxtkivyugvqaihdnueqt,Rancho Cucamonga,VPEUMCGB,
69.0,J,Medco Health Solutions,Osw7353,Dpxamrdthxoccuxiziwvrozqenwpgilsrwruexkbngypjtlahdvihntnevnqmojriowb,1-854-614-0419,O,0.0,5.0,390524.0,9.0,ICUAZUXJCHXNASZGOQIISSOWBCPDOK,2198966.0,SD,,,Obylpitkctiqjtijxwpubrueyryfgkflqeaornmcgwpvijkamjpkgugq,M,Oswtbqm,Sunnyvale,Fvflpys,United States of America
52.0,O,NV Energy,Emd7354,BPUOVGGNGPETWUXYDGJGNSKSVQXPJZUWPLBVNKTSPTMWAPCNNL,1-163-198-8400,O,3.0,0.0,182982.0,6.0,fqrwstn,606009.0,Ontario,750.0,,Bvgpyxjrpnbaavgdu,M,Emdynokbvmwomwjicqfnxq,Columbus,Ativbq,United States of America
54.0,,General Dynamics,PMH7355,dvnxolmecnmkaajfvafbtuerjomvrempnmsbwnxmmxfivuyjvwi,1-101-388-2760,R,2.0,0.0,172334.0,3.0,Ztuaferoahkaijwoardvjubad,2978313.0,MD,508.0,M,Jaffgkawzapglxscjlbcimceyohgfnopbscxx,S,PMHXWUPI,Lansing,Tjvoajpvhhh,Canada
22.0,K,McGraw-Hill,Hxs7356,Hoheayebmwzswtxhahqzmbnbonzlzngllggv,1-462-233-5378,U,3.0,5.0,93997.0,1.0,ddbtfeughgpuadouxcpqbkxtcfat,2030025.0,RI,646.0,,HZBHRSEMQBNRAJIOECVOORLHPDTZGUAYFXBESGLAKZIQULJI,M,Hxskuxpxrb,Anaheim,Fxexufuw,United States of America
8.0,T,CSX,jhi7357,jwcottrhlbqrnizhcqsfipyrlwnjtcmkk,1-948-904-6458,O,5.0,5.0,465155.0,10.0,MOFUNCLZFUJSPVGNXH,900491.0,PA,626.0,,KLYDTUNQBWGKFMKUQGIDMADNVYMIUOEZNAMFCIVGBSFNE,U,jhisox,San Diego,Xzufg,United States of America
50.0,x,Celgene,Sfk7358,RBYBUCHODFBRIPVRLOVUPLBAOQIUGHXNCJAPKMNYXJTU,1-172-275-0899,O,2.0,5.0,63357.0,5.0,zsbrikcw,3605052.0,AL,357.0,,Qxzbsoqybbtjuupgwobcbtjiymxlb,W,Sfkukt,Regina,Wbsec,United States of America
24.0,T,Gannett,Bmy7359,Akjvulnttbfjeuwlmyaxrixtrgoymwyedoimdydnxoogdvxs,1-732-258-8519,U,4.0,,447511.0,9.0,Cnfgmgokimaxpxfpfnqbpjcovn,1977027.0,NY,564.0,,dznretgqgwqzqtthtjlunboihnirkrggtyxjpxnlqzotyslidoz,M,Bmydfmymzruhvtovhzudazetkcyhbv,Reno,teyizbwjb,Canada
84.0,,Watson Pharmaceuticals,VEK7360,tudeuoxmulmcocmnw,1-667-278-8065,O,3.0,2.0,459285.0,7.0,Sadnrkkpxnjvhxdbbuthunvmefw,1445666.0,OK,391.0,,MICQDRMDJXGP,U,VEKLRFAHWESLPQTJEHIX,Saint John,Jhfwvidobjv,Canada
5.0,t,Watson Wyatt Worldwide,Xas7361,Qvaloehnnniancpnznxorkbyaowpjvsdvmmkoxps,1-119-456-3148,R,3.0,,428086.0,10.0,Pvojyuijdkifcvxtsx,910714.0,CO,800.0,,PYZTCJLFLIJMJAZMSNIYLGOJKWOAUPZXGLOBZPYLV,,Xasvbxjhohvpnzauogv,Berkeley,FXNWIQS,United States of America
69.0,,Staples,Nah7362,jwfqjqkgzyzbkfdnqtbblwpoevhbdsmosvncwsrehn,1-360-625-9562,O,4.0,4.0,293331.0,10.0,vofzbcdj,2220293.0,Nova Scotia,611.0,M,Rvximyvymhzrasxshpjfkwacatfxsiyupl,D,Nahhtbgsew,Huntsville,xxnlm,Canada
93.0,d,Ryland Group,Pnh7363,Ivcphsdrrzcwdkobgdnavsdpjlspmbeqmtoaxdaolooaqtpqwm,1-808-943-7147,O,5.0,1.0,372504.0,9.0,cmsnouounhqdtkzn,2352469.0,HI,628.0,,zdlvvlpnuellhxkfqvzunkrmtzvefvuqcewdjlwqynxzhrhglzyro,M,Pnhsmyzmididduzm,Toledo,Fqwmy,Canada
33.0,u,Smith International,Frs7364,shjmghoroxbdjmldycwcpykchrlpghhb,1-056-131-2744,O,4.0,0.0,,5.0,barlotabyctfkilvxw,3734966.0,Saskatchewan,680.0,f,dxmdozkczjlqyjsswnwaqhifrhhwi,S,Frszltfmmvfjuhaopikuxtjfgywk,Hialeah,DLARLBBFAX,United States of America
43.0,,CarMax,UHU7365,mblceinzxoodsuufsycmgcuuyvambinsclaxfukcjwkxxpykedtppho,1-923-792-0287,U,3.0,,266940.0,0.0,WGJXKGQUNDTIN,3971530.0,OK,490.0,,EELOOOILVBZDFQJAF,M,UHUGDLYERPGQMYZLQSNNALJO,Palmdale,nsclnqeznroy,Canada
,,,OMA7366,VNUQOVSUTMLQBWQBAK,1-944-916-6308,O,5.0,2.0,316860.0,9.0,Rlgoitbcrzvy,1263086.0,MD,639.0,f,Ixaidf,M,OMAUETVNFELWJU,Plano,Wfapvvz,United States of America
89.0,I,Teleflex,Swo7367,Qiwgd,1-045-215-4302,O,4.0,3.0,105378.0,0.0,Ivaxidtphibgrtehwkjzwwagufwxe,3659862.0,FL,643.0,M,BKRMDYVZRFYGSOEQQFXDASRHSTGMLPJYYBKIUELSHVHSQEKCDROWMQDCILSRAD,,Swotdktgbecvgakhcwqfvltznvi,Peoria,,Canada
15.0,,CF Industries Holdings,XKX7368,GQGCXUHAWAFINMELGYQLCAJPXKSSMCFYEBRPWEKXXTOCYSSKLPYCJLIJFIYLNFKEPIIGHEQUIGNTVGA,1-545-070-3132,O,2.0,2.0,398280.0,8.0,cqxnwk,3680886.0,CT,783.0,,sbpxfquvstdxeslcmsibkas,M,XKXWAC,Berkeley,Hmvukd,United States of America
,,American Eagle Outfitters,Hzz7369,gkuqnzogklgbuudblknlhxyyjaqxpfwwoowepoeonynxzykwmwtxlrfmqstdjpdoipsinuk,1-170-358-2185,R,5.0,5.0,496176.0,7.0,Qsrvvoggfpcpakyogfstpnvysmxmea,803069.0,RI,602.0,f,BJXEEJIXKOWVOMTIHYTZONTSXLHBQIVZELZXOJXPESSNE,M,Hzzkczqwgjhwif,Brownsville,Zcxqzn,United States of America
6.0,,United Technologies,IMH7370,Upqjcfaumuwbp,1-814-411-2810,U,1.0,2.0,243301.0,1.0,OSDHBN,1486463.0,FL,432.0,,HUBPNAIFYQEKMBRIERFJPIAK,M,IMHYJQTBXEPSSAFM,El Monte,RKTWTIHZ,United States of America
21.0,X,Cliffs Natural Resources,Juv7371,Uelzofrqoqffclfgjkssngrfwmacerneeflckjdimlxbzbnzzpcfdvgmimxrbfkcdlnvkkvcw,1-838-655-9509,O,3.0,5.0,343492.0,3.0,Zoyagtwvyylj,37755.0,HI,592.0,,ujwdmzdxszrzkutbgqssmxgqydfeiniohmgrijwvuda,W,Juvnnvu,Jackson,HMUESZRKDI,
10.0,H,American International Group,wps7372,Cwntchgfpqfdmbferewaqmgdsqqtozvbokzhqlrcnwwwhgqbmxiucabhrdhq,1-997-486-5353,O,,4.0,176051.0,6.0,zyjbcpjkxnil,3376136.0,MD,810.0,,IWDBOFRJPZVIIDVHUDDGBZSBJYPCKWDBJPP,,wpswpdsuavhifbrlflkfhsw,Oklahoma City,zxflz,United States of America
0.0,l,DirecTV Group,EQS7373,QQQVBOMPWHSDUZHQOMXJUSKJLTEWLHQOIZCEUVICNXRYHXGFYUBTOUFWXYOSDYRAUJDNTAIU,1-576-466-7583,O,5.0,0.0,91501.0,8.0,iyentetrbekjoqvykaat,2546611.0,WV,383.0,,Hgqcwlblxssqrvjlycpgtsqkwzxbmfkbjlwnucrkjilbugkqzcfkancqymda,M,EQSHAWVULJNOKRZSIGI,Newark,,United States of America
9.0,,Bank of America Corp.,QGX7374,RSSMETFZPIUAENWSMNGGWXKFIID,1-265-716-2261,O,0.0,2.0,88927.0,10.0,Edrtopxilojvuxcp,2616643.0,MD,600.0,,tarirosvravbshjiwxataaeywlqoergvrcwr,D,QGXRNETBNXFYEVPITQYYONYPC,New Haven,UXONXBLNTNKX,United States of America
98.0,,Charter Communications,RLD7375,Hesdnwhibkuhchhnjiufhc,1-902-164-5685,O,3.0,4.0,273270.0,7.0,RDGWTNRJNBJIGNRU,162508.0,ID,580.0,f,Exuaebgsfycumiameunqgwou,U,RLDDFNZFNNHIJBUBZR,Lewiston,Xeicyowf,United States of America
26.0,z,Itron,Bnr7376,ELHURWXDSCILJEJVGQLSOWAKHHEOU,1-137-629-1930,R,0.0,5.0,,3.0,CLAONWQJHY,3612856.0,NC,383.0,,,M,Bnrqajmduvwxb,Tempe,Bccqiwk,United States of America
95.0,,BMC Software,Rkt7377,Urfqspegxyljzgnezwpzoikuxjmvelrcgihbzqgjuunoncdxviubwhclvkcxvbwxesmctkxpcxjcppwj,1-847-339-5068,O,4.0,,127180.0,5.0,rcmbvwcchuxubpbozecxjqio,2027039.0,ID,581.0,,HKVVGYSOTTNIYTMXFWBLXNBKSJAMRGXODWAEITVFP,M,Rktdvilzxrl,Irvine,Drpqasxbakd,United States of America
