Age,Country,AgencyID,NetWorth,Income,FirstName,NumberChildren,LastName,AddressLine1,NumberCars,OwnOrRentFlag,City,Gender,MiddleInitial,CreditRating,AddressLine2,State,Employer,MaritalStatus,Phone,NumberCreditCards,PostalCode
43.0,United States of America,WYU14060,1648694.0,311648.0,Qdigelmzsybmnayvheyc,4.0,WYUIRWOPDFGVSOHMRNILJOO,,4.0,O,Ann Arbor,,,551.0,EDAMJNPJZX,MS,Manpower,M,1-767-193-2118,3.0,ZXEDHWDKTHA
35.0,United States of America,yho14061,2982403.0,47139.0,Gfahn,0.0,yhoqomjfxawtfzbdbmsmbn,Hxxgvweccfhiilwedoptjtezenreyhzjpztmmfurachcgsahznkbsrf,,O,Boston,,M,634.0,Qfiekqrpvslgvtdlogjomuyxsjokkkzlujqtuaffffcifatrtdxgronlgrxxqugnijky,Quebec,Allegheny Energy,W,,4.0,cekvto
61.0,United States of America,Oyd14062,1429788.0,62663.0,Nlospyivaazfzkpdneiixqitftzbd,5.0,Oydmdylmpccbfofzqmmiuewf,Pyuyjkdztiuickquumctauljwjphprcxogvu,3.0,O,Kansas City,,c,462.0,Sgrcquzmbppuajjwkhtjsgyfqhpjoumnqmkjagpzsspdofqwjbp,WY,State Street Corp.,S,1-022-122-1229,0.0,Muskqahtr
25.0,,Zax14063,2028752.0,144390.0,Egidcjgtjrvqgczsmlyzcl,5.0,Zaxuhglefdovfmfkfupaermtzuusqs,Fvrnkfyaodfmwpjc,1.0,O,Indianapolis,,,614.0,MRQQGDDMPETHDLSICPXQFAJ,Saskatchewan,Ferro,U,1-629-959-4382,10.0,Xbjpbncyz
80.0,United States of America,Ney14064,3681997.0,276053.0,Texfktokegumaeqvtlqqe,1.0,Neyirjcpijrvqiuxkwvhzix,Rggaoruwnasrrxzxmmo,0.0,O,Hilo,f,,430.0,Eecjujjcxixpgbhporxzkmtfxsvwfquzqpxdwlwqbfstkkb,WY,Black & Decker,M,1-886-943-3382,1.0,Rzdkpencycxf
93.0,United States of America,DOZ14065,3007487.0,377604.0,pccnoyapwbmxgl,0.0,DOZIHBQB,SCTFOENDVVU,1.0,U,Cheyenne,,D,401.0,Zqwsaaapsdcpisnsfdsmmqcevcgiurjvpydhlsczcrpkpajwvd,CA,Helmerich & Payne,U,1-114-360-9928,0.0,Bqpcexbe
81.0,United States of America,gll14066,1681544.0,73115.0,Sftpohrfwfuzpjevhaodndoekjj,4.0,gllmdoxfvppzqjbzzsmkrxivjrtcci,Qiektbzzy,0.0,R,Hialeah,,,849.0,Putdqetxjzjpcsv,GA,Total System Services,M,1-632-437-7416,7.0,Fskeotjm
12.0,United States of America,Ovr14067,3706841.0,227020.0,NAIDEMPTYF,1.0,Ovrlpgmucvsdnmlgmakwe,Qknbwoaokjmcqvenqrwawsabhxyxbnp,0.0,U,Sherbrooke,,Z,760.0,Hdrjviveuwtyfzpwvtjiyfdevthfucz,OH,Exelon,W,1-793-673-2434,3.0,Vwhvsqwkujn
98.0,,svc14068,548016.0,361656.0,QRJIJAMPGCMSVITFUHYDDH,1.0,svcenckvazokhauar,Hnrzofafqntmbhciqxnzawyitjipa,1.0,U,New York,,q,535.0,wnnqqmhlzbdibdgl,DC,Advance Auto Parts,S,1-909-248-7891,7.0,Ndhzawv
25.0,United States of America,TXP14069,2571364.0,357045.0,cjnguozdymqcww,2.0,TXPQKDJNFZADICAQSV,ermyggmbbjj,0.0,O,Laredo,M,i,646.0,lcvfmlkcqvkqmixwfurahtlisc,LA,Allergan,M,1-854-865-6100,,QBQCQNZ
65.0,United States of America,zfa14070,232423.0,348618.0,qwxyvdswhpfleawgxfdtu,5.0,zfavhymksrjaa,Ippogbggqtxryzvddswkefjecceksqedrliadhgkpptmxtq,0.0,R,Irving,,o,437.0,Dkddjyttbpkccinju,TN,Dana Holding,U,1-328-522-9488,7.0,Nmlcxsres
0.0,United States of America,lyz14071,1300177.0,449649.0,WZXQQOVDCVTPFTOUNSLMMKW,4.0,lyzoghkgzdtsclo,UGATKYPUEFPIWDLBFANBBDSWPKMYISRIUEJEMJG,2.0,O,Oklahoma City,,,829.0,FXWPIMZFIJOQNKQCXXEBKXH,SC,SPX,U,1-557-201-6341,6.0,Bnmpsurkbe
,United States of America,syb14072,1345813.0,68924.0,TNLWPWUNOJCNFUQBMGEOKQLXIEP,1.0,sybagcckbybynmslczuhlqmjyt,Tzirakxvdsadqsaxxjcrmmotqqh,5.0,O,Vancouver,M,A,842.0,,NJ,Gilead Sciences,M,1-625-773-7076,,ppabxbcadogg
48.0,United States of America,Ivn14073,3342615.0,215115.0,Hqrvhjtssuplhk,4.0,Ivnuidxcqo,Jqnmxqlvofgmdfdjdownbkvqwxepsaxndgbuqbsgkjmjzqiwjfpywjuv,,O,Lansing,,d,486.0,NXNTJKE,TX,,U,1-889-470-5986,5.0,Wslbp
39.0,United States of America,Oaq14074,2363788.0,24629.0,mkwulorjmpoaoixsxmdcrfb,5.0,Oaqoiiillxsfw,,0.0,O,Amarillo,,,,TOLGFGMRRYHYBODFSQWKGOBZQNEKEXLSFNUSJSPALTS,Prince Edward Island,Crosstex Energy,M,1-420-732-1453,1.0,cwzqhg
14.0,Canada,tvt14075,281516.0,362493.0,DCDDPIQJETGPTSI,2.0,tvtxbsqdmoptrvbxrdqikjcwosydd,NSWEQLBXKUXWFGNJJXFDYVHDCTNPQFIWNREILXJLPBAKZYDPFJNBBWPSRF,5.0,O,Oceanside,,,621.0,Plyeutboadkhobxpoiqghwnunxttrmtvtkmpmwvdhu,PA,Molex,U,1-467-639-2868,,edcbsxchrxba
43.0,United States of America,Eiv14076,3155454.0,17505.0,Yfbfajabq,1.0,Eivzcmskjlsjveurqkjou,Wdjmyurycdarlrbuaowgoyjkzibfdjtvipiduddrarckabq,3.0,O,Brownsville,,,480.0,Caiikckqstvfxqbutiwplctmdydcqupsqnxcclsxrtagxngggoa,WA,UAL,M,1-684-490-9329,5.0,ELFYJQF
44.0,United States of America,Loi14077,,214408.0,XUKNIZEGH,4.0,Loiinvshzxnoaghozorjufse,,1.0,R,Norfolk,,w,341.0,,FL,AbitibiBowater,M,1-155-377-3959,,Fsrvbnbuk
27.0,United States of America,KDF14078,3539888.0,,VOGBZPFUOGRUQYNPKWCPEBGIZWLXMN,3.0,KDFEARMXJWISOEOGWJNVZHZU,Mraukfwveigbsqjdwxaaxemnjdmasszyfsifaycs,5.0,R,Toledo,f,,,Brkvrmbgtitnvfkqlcf,IN,RPM International,,1-810-184-4795,9.0,Zcmkjniabym
11.0,United States of America,PDM14079,36275.0,424208.0,Omomostmzcrzzemaxyazls,2.0,PDMVETJGWFWLSJE,Qxagvldfqslkbyvhdblotfdgjarqxcvcqididclatzgegg,5.0,O,Toronto,m,,340.0,Aktixupovkukhdeheawjuzggiauduhodicscajbmbawweykoyvoigscpyrqcktcvhiputwdxzvf,WY,BearingPoint,M,1-744-550-4205,9.0,Oskxkggm
,United States of America,Lvd14080,3686605.0,33285.0,Xcayymotwy,2.0,Lvdse,Rekyrcfyzlhymiklgimhynlqyvldwklullwhdvqn,5.0,O,Lansing,f,f,751.0,GWTZNQSAZOBZIBMNKRCJWFQEFOCLTYNRSVHG,Prince Edward Island,Sanmina-SCI,M,1-818-958-8263,2.0,Gzslvspyvf
7.0,Canada,IGW14081,3912850.0,321975.0,zmkmmilvqrggwapjwqxxtjdgrlriiy,4.0,IGWXARQC,TEUIZBCVKQVRUWGXBSJEVRQ,4.0,O,Amarillo,f,N,809.0,FUPXFWROEPXKBFXRNHCHHGKFXOIHWDBLDPFESDEHUSPWJOMJJTNYXLLGERQWRWNUXXBOBGMDQJHAWRIU,DC,Alliance One International,M,1-544-801-4049,5.0,LFYUXHIJPQWL
99.0,Canada,Llu14082,409804.0,495204.0,Oywcugztosrbbilbclgtrofcr,1.0,Lluhszdixpqriysvjo,ufgzftpxzuxokjpbjzrxikck,3.0,R,Bridgeport,,,843.0,Vpgrzvyh,UT,Owens & Minor,S,1-174-730-1026,5.0,acnov
6.0,,Xyk14083,3202073.0,170452.0,oulcrfzmaqgxj,5.0,Xykoouenzsue,Sbvusslsjgokbdmgdfyghjcckk,4.0,R,Eugene,M,X,393.0,Xwrdwwviemtgkmjanshlysixjzxiwrwmmxulosxbtxpsgesgxkqbaqohclwmgtrwwcc,CT,Procter & Gamble,S,1-618-285-0117,7.0,Tgrvdibhg
15.0,United States of America,Ndz14084,3857000.0,15155.0,Eqoyxwebj,5.0,Ndzuhuwgtbxglrzfphwddrerqkpvm,Igsltpnlpgcpffghhjaciykpaaoisawkevjadhpgonnept,2.0,U,Topeka,,H,589.0,,NY,HealthSpring,M,1-817-877-1510,5.0,XZSMM
60.0,Canada,fud14085,3595017.0,329977.0,Frdubpvyymuzggeqaqluupi,3.0,fudcajjxgsebuqjesheeefuny,rtukpkvknbxkplhmwlwjurlqommuhvmvq,5.0,O,Fargo,,,528.0,Czuaizfdpkhsnih,RI,Progress Energy,U,1-567-050-9859,6.0,Quiaxucs
4.0,United States of America,jgd14086,812543.0,328569.0,cijzzpsqibkqorgtvfohvve,2.0,jgdlyrfwhkkiedprbcuflplgjf,Hetezrfctqasiajadgwxuaxzbvgefmimih,2.0,U,Tacoma,F,,783.0,Rwtcniatuiwsincebksmvqmigjwmeyskzobqswzohplodgsw,Saskatchewan,Varian Medical Systems,D,1-099-805-6613,8.0,RTIBKZDT
14.0,United States of America,Jhu14087,1871789.0,315713.0,Egkzbtquvpg,1.0,Jhumijaarbmkejhd,,1.0,O,El Paso,,,565.0,RJIJDJQGMPCHDBNFHLISNFSMGAMTX,WV,Illinois Tool Works,D,1-439-684-1514,6.0,dijmv
14.0,United States of America,Rut14088,896162.0,65430.0,XWNBPHAJAUINCGQM,5.0,Rutvhpunxhakliaqsnvvflfgikd,Ciauqnauxpprppcquxbqyogzopdjhaugkgrikhsbnapmextncsbwhtbaffvxtjosujx,3.0,R,Moreno Valley,m,,609.0,PMGYHCSGLYQBHBZBQ,DE,Consol Energy,S,,5.0,
99.0,United States of America,nub14089,1219898.0,196149.0,Ouugfh,3.0,nubqunhrrdejstgreqe,QTDVLURTREGVFDKPXPKBYJSTBFTVDBYBTCOONVQLQWKVVBDNGVQZOHXLVQH,5.0,R,Casper,,u,664.0,Gcrsmqjbaqbggubiluwfjq,Nova Scotia,UnitedHealth Group,S,1-874-856-4318,5.0,Afqbrqtnv
25.0,United States of America,oah14090,1155592.0,,gagexuozmhmotcixwag,4.0,oahajgildagsfkgikwimjwcn,ETVPTJJIRDVQXHFJLLLAXZSSCNSGAZBMPXLO,4.0,O,Milwaukee,,,,Jljbjjvtouukymeymlurbofyfubvxyrspefkalcadrgyuoc,TX,Men's Wearhouse,U,1-570-494-2931,8.0,YAJUL
26.0,United States of America,wnh14091,227361.0,371853.0,pjvvtswrybhpetb,5.0,wnhwsrswneyele,ecyqisvnvpd,5.0,,Bellevue,,,348.0,Ahlsaufrbckxqjgqojzoxrazw,IN,Iasis Healthcare,S,1-887-042-1623,9.0,FQRZKA
76.0,United States of America,Ega14092,1861642.0,489339.0,Usleahigxqdghdstmdklukxdl,1.0,Egarecncodmhco,nhjpn,4.0,O,Peoria,F,,482.0,Tqtxysgkmvlvpiowfigqlsokxutrndfjcpqyllqinqqiplgfoujldusqvvb,OK,Winn-Dixie Stores,,1-377-777-0896,7.0,AUVPRWNV
55.0,United States of America,KKZ14093,1032498.0,304918.0,Wwandyoauvrj,2.0,KKZICMSYKBCGA,Fwyxbvhjmismhkcafchjqfhejhcsmmlfilxvhtkfyeukjzakjaknvlixdwvycuwimacdlfvgtn,5.0,O,Newark,,,397.0,Kwmrkqxidosbtvzpkesewrlafgklkchyupajaexvxwvksrbbslpszckrzodrtlp,GA,RSC Holdings,U,1-603-456-2525,3.0,Aywmdujflc
71.0,,ZGU14094,3752188.0,159273.0,FCMJZXXKUHGRVN,0.0,ZGUMDNFHXLNLILGKULMXAHSGY,lymfmlauholnrlnjtunwowpwyxdhxdivrliwnfinjmpeivpywwoabvgveplfiiyrntjfllhexb,2.0,O,Simi Valley,M,B,624.0,gadidxuvccvgwefpchxtymwefchpzroharavf,IN,,W,1-119-560-2780,,Ytauybhuw
20.0,United States of America,Vqx14095,2857758.0,31843.0,Vjfmigsawktgbuihtjo,0.0,Vqxaom,iukmdhd,0.0,O,Overland Park,M,o,561.0,sqdkyhkezrxtihqmrruga,SD,Texas Instruments,U,1-844-474-9630,6.0,pblybsd
35.0,United States of America,Fnf14096,,240799.0,Imvwjqle,0.0,Fnfvsiyyxvb,Rcnqeasjmemccucecerqwfosilttpdhujnwxhufeibngimv,5.0,O,Hilo,,U,732.0,Zujhqciubkihhauvmxfarvmohngwwbswsfkzmhixrsvluqvr,NH,Cimarex Energy,U,1-971-976-9476,9.0,ajiolaok
21.0,United States of America,Oak14097,1405527.0,431328.0,SKQUMZSSFHENTGXQROLJW,4.0,Oakpzjtfjfvhqvlew,Yqemqvupsuygro,4.0,O,Mobile,m,z,740.0,wciylajiqwxmnfxydgitthcntvcjsnwtsfixxlediefegvhmaywkqnespfeuahokwrmuvc,ID,Pulte Homes,M,1-104-261-5631,4.0,
99.0,United States of America,Tot14098,199612.0,450832.0,Hblntgv,0.0,Totppfpwjxkpqyknwaeekjqfaxav,Tyxvynxmgnjvnbqjjgdufzuxbxmcepsetdztrmilmabkuuphovmsgigdzgjciafxrciskdxqevncdo,0.0,R,New York,m,V,819.0,,RI,Spartan Stores,S,1-343-706-6211,3.0,Jzcsuglrjr
70.0,United States of America,rhh14099,1172645.0,131821.0,VOCLKKLTTMJGWJXDS,2.0,rhhrtv,abngqsevhhbdacbtsdbsigjbratxkxffmxlkidegxnqgyxdtimsvezg,3.0,R,Simi Valley,f,u,513.0,FVXMVLEIWFC,VA,Northern Trust Corp.,U,1-935-982-9438,9.0,ryxngphzqu
53.0,Canada,HQT14100,3969954.0,,JVAQRGQOQQIMNJDXLDQGHBZBUY,0.0,HQTZDCOSEUGJAWOID,Fftjxleftjcxfglfbzhrlsvewrocplyvloomh,4.0,O,Fort Wayne,f,,634.0,Xguzur,ND,Sonoco Products,U,1-006-285-0736,10.0,vmeivtflenf
96.0,United States of America,FPZ14101,973831.0,267765.0,SULJPYRQYQZQS,,FPZPVZPHTQDVSIEYDCSUCLAMEUM,FKHINTGGAIHMFPCQQ,1.0,O,Sacramento,,,301.0,Cnsriufdqeormavnmliieuvhtgiombmtaqqhtierejgzqinoqcdjhzzcbjwqxhivyfzzrkibdpvhnn,WI,3M,S,1-351-357-1755,9.0,kttfajkq
14.0,United States of America,Gnp14102,1844096.0,480035.0,Gaxmwcegwh,1.0,Gnpvbml,oqdndghxllbxoiqnbsnmp,,R,Regina,,,756.0,rzlxfxmrctulgzhkbugxnpnmluumfybdprpvjuwuciaazegwfjqbnnlcvzegutrhcfl,Manitoba,FMC,U,1-779-874-4039,0.0,iidgqqqwmf
53.0,United States of America,FYU14103,2577362.0,77461.0,mhacroytfbvpgj,4.0,FYULZEGACQZNSGWULNPMENOBSKXA,Lisqlumcemeuwvdmcficc,3.0,R,Kansas City,,,763.0,Jnaehxwinqjwmcgsydlecmclp,NE,CenturyTel,M,1-698-527-3235,10.0,Oytxa
32.0,,Ojb14104,,422123.0,XOHNT,2.0,Ojbfxnfjla,Cpdswmumryhctwzlghgscqmoqrsgwftacwwdmelavnlquxyascyutdtpfsfrgwkvwgcaonaotuep,1.0,U,Philadelphia,M,G,342.0,,SC,Centene,M,1-970-545-6577,7.0,gmsoiqaz
,United States of America,Wxc14105,3195888.0,128619.0,Foqjaxlwnylayyeldppwkxthgxdyyu,5.0,Wxceuhtdhtcopjvsabqvovhmhecxux,Kxxoycadlrc,2.0,O,Milwaukee,m,,308.0,dzbokrqwdpwmtfdunjzrbivqpcrjonnqqsjuycuwqlba,AK,R.R. Donnelley & Sons,U,1-109-567-0866,4.0,Rwxlvgw
28.0,United States of America,Peg14106,1078699.0,17787.0,soicmqvkoondpqrtv,3.0,Pegsbedwqwh,Acmlqwgzbnfornmctks,4.0,O,Hull,,h,763.0,,Quebec,Dun & Bradstreet,W,1-777-035-1753,4.0,MPPLQ
61.0,United States of America,vjz14107,1886268.0,154482.0,Iattnluqnlbutgwtsjrshglnmvy,2.0,vjzdwzdfoopa,Tctrcmowjxmfkfdnjsndixfyfeslbrvbcapkbptwjutxgnrrmegayrlqkarblvivow,3.0,O,Raleigh,M,,382.0,AVUIDMBAHFESUG,ID,Kla-Tencor,D,1-015-324-9370,,PMQLGXFR
75.0,United States of America,luk14108,299452.0,61643.0,Nooesnuonrbsdzzjgfdypnqaobp,2.0,lukzqurooplkwffshuc,Iuvzdwircxclcqudeofadveoukybf,0.0,O,Indianapolis,f,,450.0,Fohxl,AL,Dollar Tree,W,1-206-183-7770,1.0,Nonus
24.0,United States of America,Aks14109,2365844.0,58462.0,XFHGXPKYSYAOPZDBEJKG,5.0,Aksmddhbqckr,Tozmnvtldnqfoparovdxjrvftxwkcnwayeusgofpjhovhaluxhyjut,4.0,U,Sunnyvale,F,G,697.0,Qflxixemtkrsfiphyspdlblbwrqashlbriymplgagvdmmrtqysvvuuspmbtjwkzgvrest,HI,AutoNation,M,,1.0,Kklbript
77.0,United States of America,Zyj14110,764357.0,128265.0,qdijdrwqcilmxld,5.0,Zyjirpglnvbvbgkg,UNFKEIJKNCFRDZRIIKRTBNONKWSJPGWPADCXEIEYTGQSCUWMPSSJPHOGTLW,4.0,O,Reno,,,575.0,SDFJVQQLLSJ,SC,Leap Wireless International,,1-247-194-6140,9.0,Mgmbbv
9.0,United States of America,Udh14111,1919220.0,269886.0,fpdhaqzig,2.0,Udhjlnottp,Kfjkjpsrexnytfepdmepivpljws,2.0,O,Sherbrooke,,N,347.0,,WA,First Horizon National Corp.,M,1-744-650-2982,8.0,JKIRHHMULP
63.0,United States of America,Ggx14112,1028944.0,60295.0,ulytwpukhftyou,1.0,Ggxocdnqdceircnvqllflixsy,NESOTCRWQFMEIAUBDLKVLSJTM,0.0,O,Seattle,m,,742.0,juahqupntkuwvdvqpztwwlzeuotanyzvhpcvsfqiibawlmcphrlwyxnqctwhuqljr,Alberta,Stryker,,1-085-883-4819,1.0,TNCINLEKOK
90.0,United States of America,NWU14113,1313564.0,459560.0,MRZIGQLXPJZIDI,1.0,NWUIVRDFPAXPCXQQUQQRMHIMFXTWE,aaebaapsiicppgdirpejxondkagucnlttjwpgxegicxtggcfnfwecjhwxtj,4.0,O,Richmond,,H,764.0,Owzshurejpeipmwbgrdfvdhhauossqetcrotejghtq,OH,Sunoco,S,1-896-914-4339,5.0,Tzibna
59.0,Canada,KOZ14114,2060107.0,238318.0,VVHJSNSAYWSBVZBLVMBKTBWBCINUZZ,5.0,KOZGAG,Uecjjfulrwdwcqcoevwmhouphmkaugjcrmghddysjnstkemsutgfwqwoajuresvtdgoetjeifg,4.0,O,Glendale,m,,622.0,HWOBSJPCPLLUDXFXPWHDEQYGWBVLPCHHHKNNTCQFKVXVUZCERNLDI,CT,Time Warner,M,1-590-263-4915,4.0,FHTJMW
62.0,United States of America,Ohf14115,3085727.0,304853.0,Vycekkufbjfsrmzfvsgl,3.0,Ohfqejvhslywkv,yeyfvxyssvdkdbcabllcjhxulswkmrystlggsvkvulmsef,0.0,O,Raleigh,,,671.0,Nfesfqdlkskahxywsdokmqylhyumtovmljjbgpk,CA,PNC Financial Services Group,U,,10.0,vssnybb
38.0,Canada,Yvg14116,1473233.0,335885.0,JQMJYXTKQHBLRYXFVTFNH,1.0,Yvgnkvxakolxgaqudlonzpiipx,Rftftskjcwgtijehlwpihtgvgxqjltmhptpsrbfqfroirnvxpmuhuge,2.0,O,Saint John,,o,450.0,bupvjpvdfglqlmrjahewzzacuz,OR,Tyson Foods,M,1-676-021-9338,5.0,
62.0,United States of America,wic14117,3710866.0,301414.0,JAFIIXRAEPCFC,,wicqwznlfwhybpjzyy,Stxeqysgzvktqmltfuvsqbexlseoqvkanoslafjkccvmqygft,3.0,O,Hay River,f,,544.0,sngscwgmleiginotikiqpudyz,AZ,Jack in the Box,D,1-845-850-4066,3.0,UGGPQO
,United States of America,fan14118,2172013.0,432069.0,RPMCKBGFMBPPZKEPCRCZC,5.0,fananaujzwbveklqpxtenxyrepcgq,,1.0,O,Winston-Salem,,,753.0,Icrmzdqnbwuvinjmdyzzsizyxkzjdrfwukbkshinretrlidpeekv,WA,Joy Global,M,1-617-031-7441,9.0,fallhfovfb
72.0,Canada,WES14119,3377971.0,380411.0,Ghbcowmdrbasfyl,5.0,WESCLHXAENMQBRKZ,,0.0,O,Sydney,,Y,451.0,Auhqiprvuzwgdtxmnvxbf,HI,TIAA-CREF,U,1-597-679-3971,8.0,BIYOQHFGI
58.0,United States of America,Nzi14120,,38601.0,Mjlcgcdfasegugnhjiglxzdnuhz,3.0,Nzixn,Iotnxuivjxwmzvsntscgdzlqgdgqrxoxmqyvpnzrk,4.0,O,Louisville,F,,417.0,Lwntaopabmpfmfmrwbpasicplwpwhzllstush,MI,,D,1-282-940-3562,2.0,Oviclipugc
48.0,United States of America,Smp14121,3924886.0,132652.0,Pzxmzixxyppvufulnwzwpv,0.0,Smpusimvl,Npvnamiiederctekgangpfcotsahsdorxmgjdqbxzyexwyjssvelzgjksqmjylzqvmmhktvsbjppajhq,4.0,O,Oceanside,,Y,376.0,Xycyexocsn,AZ,Packaging Corp. of America,W,,4.0,hgweu
30.0,United States of America,Joc14122,3275251.0,323607.0,XQJUUBOTLHAQU,3.0,Joclhewfwcplnr,Spitwbqehpbfpaboukyreprlvlcesrklitkmglnddqzynj,1.0,O,Fargo,,b,,,Newfoundland,Hanesbrands,M,1-577-627-8472,4.0,EFVCYMXDLKOM
26.0,United States of America,Qoc14123,639853.0,256693.0,Usqzimcbmtrllmkxw,3.0,Qocaqihjjg,EJIHURRZJWXPMSLIQBEOJVMSACLUIULTCEPFUOUPRKWNSAQBGNYRTVLLAJSXYOHWT,4.0,O,Fargo,,,764.0,XDMKOESNOIBMAE,MI,,U,1-260-488-7646,4.0,ssjmqe
42.0,United States of America,Ioy14124,3969200.0,23932.0,pdjlm,4.0,Ioyzlhgbqnooyqqgd,onmepfxtclhrikpebanwmttuhvyg,0.0,O,Cheyenne,f,,442.0,Xoaiwwiithainfpeoruzyzkejzncjigujwjtbcxljobtdufyirvukwfekaegzchjj,WA,Blockbuster,U,1-060-659-0115,6.0,lvvfpsbka
42.0,United States of America,FJL14125,3285925.0,187406.0,uuehoiryjeflqx,3.0,FJLUUREZBREKHZMZ,FAKOWIVBKHJOHBAIHZRAHVUIMFTUDLDTRJPERASMGTORMYEWJOHLAMMOQTECMPEZVH,0.0,O,Denver,,I,803.0,PGLVOHZATKDQULZNSDBQNTTVLJW,MO,Beacon Roofing Supply,M,1-994-497-8231,1.0,jtsdihwuyzhn
14.0,United States of America,Iej14126,390891.0,286454.0,Mglkmeqv,1.0,Iejemaahofvjuptefrjnlyvdv,,0.0,O,Lewiston,m,s,470.0,Jqeranelohefuhomhp,MT,Snap-On,M,1-245-949-7744,4.0,Uqvyti
36.0,United States of America,ykj14127,1841018.0,33208.0,wuwumdriyvfuodtliwf,4.0,ykjyptcvpohfkikzkevvpvfofpuuq,Dkfldxddsmxqdlnrwnw,2.0,O,Indianapolis,M,T,591.0,Bgyyybxrfofcfgmxkydwnicnfvmmowcdtjsuotqsralxyoavjnobfzoqsai,IL,Ferrellgas Partners,M,1-245-339-4518,8.0,fecmevgi
47.0,United States of America,Auc14128,1413338.0,337948.0,Ctcrbibpjk,,Auclnrbgdjeesnqdyl,OZWLQNSSJWTFKCTZZFOYVWUIUUIKOGWDKXVXOMXEVUVDJWTHCBDPEUC,5.0,O,Livonia,F,,768.0,ypxzyhugfcnvu,Prince Edward Island,Charter Communications,S,1-957-734-7592,3.0,
,United States of America,Ltd14129,1333361.0,367824.0,Qphopiwnbn,0.0,Ltdrsvxyshiwmatxiauthlic,Mmabykddfhjshknrcdewdeoccumjwxxiffodv,5.0,R,Little Rock,,,708.0,PQBJDAJQUJOADFLYXITMSZHAXRSJEMSWTUHECDKMSWDMMOGPO,SC,MetLife,D,,1.0,Ckfbhq
,United States of America,Mtt14130,,390004.0,Ejmbpcukanzvbhbnjm,1.0,Mttdahlpokghdm,Zngvvsbikbphuggshebxbb,1.0,O,Worcester,,,777.0,QILHB,Newfoundland,Huntsman,D,1-213-933-1501,0.0,AWTMAPYAJIC
56.0,United States of America,bjk14131,2263475.0,361776.0,Grrlrajtfkpdyamoddkabkv,3.0,bjkcj,,2.0,R,San Diego,,k,641.0,Cmxqmihwlnuzauvqtgcuvjdmxtvnpjbawbzzsakncxoszgfbneldvgedhhhect,OH,CC Media Holdings,M,1-341-236-6023,8.0,wkqyvbrrxnhu
42.0,United States of America,gnf14132,2477765.0,149153.0,ANLPVZQAVBHQQJBLBN,1.0,gnfxpquyhjwragps,Vymtxernqfbfcxmgkzxmuktipjqccgolllvqqtmlwzuizjlfhifcbkuxycle,3.0,O,Worcester,f,q,565.0,Ywoxckagqnwzzfgsdrkeexzvuprhfpotkazlsmhiaarofouldmwdjojlrixqnwfqndoutpfmiqk,MT,Johnson & Johnson,M,1-650-026-7737,9.0,Npiqzwxob
18.0,United States of America,Qjm14133,,24093.0,Nfmvkmhkagakdoisl,0.0,Qjmlirtxwgjsuqtitfoxej,TSWFDOEMPTOPINWFSLWHUKYIAYYYDKUDFLDEFEJQNMYELKISOZSEFPBZUKOYDLTPLGKXKJAAPQFQ,2.0,O,Boise,,,397.0,Ivyzyupbdyyvqukisylmmdvmr,AK,FM Global,D,,7.0,dqwlh
52.0,United States of America,Pxa14134,1434758.0,161923.0,Uqbdqreuhmuqrnrmlmkl,5.0,Pxaxpacwzubcw,ixnvbfahkvcojtpvoeprzkbcchor,4.0,O,Colorado Springs,m,,538.0,Sawzbkpx,NC,Exide Technologies,W,1-480-383-8807,6.0,egenmncs
11.0,Canada,BMM14135,2973996.0,322096.0,Vcmeaglvsoqhlosu,,BMMYBJWDWBXWYZGFJJWUENF,vrclvglwpvyhddchebsnxniozrtrdlvcvvbtwqlk,0.0,O,Inglewood,,,642.0,SBSRJGCOKGGRRHGR,NC,CarMax,M,1-949-886-5971,2.0,MRKDWYJD
35.0,United States of America,Alj14136,3773204.0,,codnngocucr,,Aljdskjlfq,Pvbdkxpwqbsviiategwwlumoxlbnqhjlemoihrcsywvkaehmbnjbgglvxcllainncurzvby,0.0,O,Fayetteville,F,V,778.0,Rftjtritlbzcywwruxsgdzpiwocjdcfcxw,SD,Pfizer,S,1-969-637-0084,8.0,Rjmvu
100.0,Canada,mjo14137,2415923.0,,Xyfnezwkjt,2.0,mjoruzs,nvuhlnucbyjzbbhroakn,3.0,U,Irvine,f,K,679.0,Gcugtwwpfhafasztglxnycwqhtesdaypqfkmfjybdyglxurwanxuzatopjbgsfsbgkiwrmjtrsiln,IA,Michael Foods,U,1-653-400-1492,6.0,PQMHJQPVJ
98.0,United States of America,Vpu14138,947543.0,442339.0,tbxgcn,3.0,Vpuxzszhupe,NISFGVBIRXIFPRRENQMFQVXTLUEVHVAAUUQOEKUFU,1.0,R,Philadelphia,f,B,767.0,nidkshqmoufmlbeefmebcfpkdjeyzihiydqbinzxvea,Saskatchewan,Noble Energy,D,1-260-412-3655,10.0,Blokejpyvmxz
48.0,United States of America,Izq14139,1966217.0,92933.0,XXMQWUWGQARDIO,0.0,Izqofhxhxcnivevt,Dahwunqkfykxcglzsrlattrigyqebvpwijgdfrugsitbyycgwqwgltrh,3.0,U,Sacramento,F,,395.0,Debssqwwoakxqittiddaeinbkxdgnyqodimmzqihdpklzupfdjhchqm,NY,Biogen Idec,S,1-021-982-9151,6.0,EISFDJIBNH
