AgencyID,AddressLine2,NumberChildren,NumberCars,Gender,PostalCode,Income,MaritalStatus,Age,CreditRating,OwnOrRentFlag,Employer,NumberCreditCards,NetWorth
MHH12303,NDSKBFDDKFAUFGDIHSIJK,0.0,1.0,m,Jjshqa,98539.0,U,40.0,809.0,O,Southern Union,4.0,1588249.0
Rfb12304,Zzcwhcitbrtuobbopciqksovfxnhyqrbclndnqbhiowgwp,3.0,0.0,,Wgmlben,407049.0,,76.0,531.0,O,Flowers Foods,,3853200.0
Xwx12305,Qojnvgssxpbiznjdazlcxwlveknipetknwsxyiplliuzmjbfckylgtuiajvtoxh,0.0,4.0,F,AMIQFTSEC,290262.0,S,41.0,400.0,R,Psychiatric Solutions,2.0,3906037.0
ehn12306,Ojrzyijrowyctoswfhwthqamtiidwieuegnzhbwuiqrznbhdbm,5.0,1.0,F,CALKVQ,280984.0,M,83.0,324.0,O,Cenveo,10.0,
QQH12307,Omsgphihupfde,4.0,5.0,,xwurulh,408050.0,M,100.0,709.0,,AbitibiBowater,1.0,203616.0
Dmi12308,rtenbwoffvfrxsusvosodqztcisvtmxkqvvevbj,2.0,5.0,f,Luhykbau,405529.0,W,30.0,580.0,U,First Horizon National Corp.,2.0,126249.0
avn12309,Cffvuyeveyqudtjaghgsdtdizxwqnxwnwjxgtivrmjktehvprocduiyvvc,0.0,0.0,,Hhxdv,126262.0,U,43.0,704.0,O,Arkansas Best,7.0,2622290.0
Mrz12310,Extkvqbzltxobljuobtuvqjozmxbihccekamn,5.0,4.0,,PVRJAHFAXVA,98860.0,M,4.0,502.0,O,Ecolab,4.0,2529787.0
Yto12311,Hfchqtjbneybmsomeefymhzskrwdtuewfyhjrqogp,4.0,1.0,,lxzhfhllc,37350.0,U,21.0,457.0,R,,9.0,64952.0
WYB12312,bitqvirumcdzhio,4.0,4.0,,LEVPWW,230290.0,S,50.0,508.0,O,News Corp.,3.0,3764339.0
TQA12313,Kniokegtomqfrwxclfakrdeaqntqpxfrwjdicnxdd,0.0,1.0,,Bskzwysi,119956.0,,20.0,531.0,O,Publix Super Markets,7.0,
Mpa12314,Teccfpldgfcgolmcautgpalfxmhavardrsiytpvgjbbrecsev,3.0,5.0,f,YGHKCCHW,164589.0,U,56.0,,O,Land O'Lakes,3.0,3880644.0
qow12315,TFPMAOIWJJJTGIHWKKQUCPKXIBVDTNUHYGGGAAQARXJTHRURFZIJGABMECNLTLYJCBHLBVMLZQDP,0.0,2.0,M,RIROAXTLPTUR,182678.0,D,76.0,,O,Delphi,10.0,3926126.0
Oxj12316,HNVCKDX,,0.0,M,Ykmpul,351317.0,M,92.0,304.0,O,Lithia Motors,10.0,3417605.0
ckl12317,Wklkomqcmdjtbozlfrewdjxsdcecpdpwakoobjcooqoyhedfv,2.0,1.0,,Xxctzi,160175.0,S,26.0,817.0,O,Buckeye GP Holdings,2.0,457926.0
Prl12318,Hwldhpyklnmtglmnigmevqwuijhsunaheglbwfwxdmerjwmkgpsarfhvtohzbwbggepyhqsypwck,5.0,4.0,,dcvdjkuqtwt,294533.0,M,12.0,353.0,R,,7.0,2935217.0
CUV12319,vbjdcjsyazaumlavpdxppsmiwjfypbbjznyzpedejzxbxzthsoheclsdukbcgeog,0.0,4.0,m,Bpzqorlwot,97846.0,U,74.0,741.0,O,International Paper,,934777.0
Ysp12320,DDPTBAHGYFRAGFXDDKRNR,3.0,4.0,M,Ipbwyxwn,335004.0,M,25.0,655.0,O,Freddie Mac,,3701481.0
Fks12321,fpsxhnbkipxakmudlss,5.0,,F,Asapxipt,146440.0,S,8.0,769.0,,Priceline.com,5.0,1637670.0
Ghd12322,nefzfnmnikgxoymqruocjboizrtbhskkxoessyrbxrstiddpafzpey,2.0,4.0,M,Smydtaabhcrp,316315.0,M,23.0,633.0,O,,,2335832.0
Qlo12323,,2.0,5.0,,feaapvyubl,329949.0,U,43.0,,O,Boston Scientific,0.0,3956551.0
JQG12324,Ciqkcztw,5.0,5.0,,hcelekrdcjry,449560.0,U,33.0,626.0,R,Guardian Life Ins. Co.,2.0,3483920.0
Qmw12325,jomzeasgthlwwyaurgubhohesfpcacbgdsdjwd,2.0,1.0,f,mkyelsv,12309.0,U,69.0,770.0,O,New York Times,1.0,1518520.0
Jol12326,cehlscygpzrylqggulfbecqhmtfpjjhtkgifwurgjyrjspxsyeng,5.0,4.0,,Rbaprd,212767.0,W,60.0,361.0,O,ENSCO International,3.0,3226297.0
Txg12327,KLEMGMJDKPIFDK,1.0,2.0,,Vpkvxwzgkact,67204.0,M,27.0,640.0,O,Norfolk Southern,4.0,641413.0
Jnx12328,Hmqcsepsitbfnrfglsogxiacueedajvopfosxpmxmrcwcyza,3.0,0.0,,hoigldk,89239.0,S,21.0,775.0,,Yum Brands,1.0,1189583.0
Ktf12329,,2.0,0.0,,kwwvriqx,232462.0,U,73.0,549.0,O,Crosstex Energy,10.0,2637883.0
rwt12330,Lbtqtftjxafugadjsduwwjjvd,0.0,3.0,,TVJYZ,144710.0,M,99.0,818.0,O,Apollo Group,9.0,2987017.0
Dwn12331,Kgeanrmjtszhcoirpcjxmjnfjmmihwmrobcpietjpqwlghjvtzfhbuhvnlrd,4.0,,F,pcbubinmrht,276109.0,U,100.0,720.0,O,FedEx,1.0,623033.0
FEQ12332,Twkyrejpwryyscxjmwwaddbqvynqhwilunodlcekrrabwfhkuaseqovaxvjqvbeaa,4.0,5.0,,igvxfvw,102687.0,U,13.0,486.0,O,Icahn Enterprises,10.0,1763040.0
kfq12333,Onfpsxsqawajjiudrrhdymlxlh,1.0,5.0,,Gzmpkexi,286230.0,S,9.0,614.0,O,Source Interlink Cos.,6.0,2412526.0
WAQ12334,Sxseafutlgxwxoqbnlpgaoxulvxbeck,5.0,1.0,,ojelbn,374311.0,S,40.0,616.0,O,Sun Healthcare Group,5.0,1967771.0
Yyq12335,aeducaozgcf,,4.0,,fmpgrqjhn,340354.0,S,11.0,581.0,O,FMC Technologies,2.0,3926121.0
jpi12336,dctcmavfjqicjqepiiatagkmsmcyacdgz,4.0,5.0,,Emwooe,391742.0,,59.0,592.0,O,Northwestern Mutual,4.0,3507757.0
TXS12337,hkeddvjsuqhtquvzqemyvaljweporzlszsyfspoyaqnfmkgfnlxbjnubsobanzbxtqlgl,0.0,3.0,,IKKRWSLKGQ,234033.0,S,65.0,532.0,R,Dick's Sporting Goods,9.0,1189997.0
Wzq12338,,4.0,0.0,,IOCJG,77427.0,M,16.0,367.0,O,Cracker Barrel Old Country,3.0,
Zoq12339,ccpejmksjeoptfbufdnnggzjuzhgbkrnzxkfgwtkqllqafaubertotumgjcxcbtrrlaqbbgrwxrsebc,0.0,0.0,,FXQWEWLGAOEF,172000.0,D,4.0,429.0,U,D.R. Horton,3.0,1118649.0
YBB12340,Tccicssgkktpqfdorlyspctbtbsrzchxifaa,0.0,,,UIUPOIYDGGBW,91479.0,M,66.0,384.0,U,State Street Corp.,5.0,1333706.0
Qoi12341,AARKCLJKHMZZUWXBFNCVXLIIOSDSQSCAMQDWMFNVZZRWO,0.0,1.0,,ZODFHIRBAGM,465301.0,W,94.0,561.0,O,Equifax,2.0,
Seu12342,rxqktcxelvobm,,3.0,m,Rmlamzvq,187951.0,M,33.0,777.0,,Urban Outfitters,2.0,2710824.0
Amj12343,,0.0,4.0,M,SBUJM,329347.0,S,0.0,,O,Oneok,1.0,219055.0
Udk12344,PLTDNWPVCEZGMBJAWECTUHPPJIVCWJVSXSXFRNCPZWGHOWLJBZMLCRERMTSAHXVHXMTVTFTJVP,1.0,2.0,M,Csblvuodtld,395829.0,M,78.0,619.0,O,Avnet,9.0,1564393.0
xax12345,Uiydqthsmnrhuxsqfubtgaxchklgtwtqwogekdgijhbhepsfcdo,0.0,2.0,,AQPVZNWZBA,182499.0,S,18.0,720.0,R,Hanesbrands,2.0,372900.0
Reh12346,MOUWETJ,4.0,2.0,,Ijyuumn,390516.0,W,7.0,785.0,R,Terra Industries,2.0,475767.0
Biz12347,Jpgbrhyrgultogjoxfsobfxrxvalvkwvlqecewbvg,3.0,0.0,M,uprxmlrmh,219352.0,,58.0,830.0,O,Guess,6.0,2231232.0
HLG12348,Sqvwqaxxsreawneisqspmyxnvkjsbyiduawqnigyejuc,2.0,1.0,M,Luonuot,201633.0,M,52.0,599.0,,Arrow Electronics,10.0,1876944.0
Hht12349,Ebepetbuxvkufsqkayuvhpucrlxsnyspaymoctqkwzetvfmapleqqvrdauftuz,4.0,5.0,F,PSLXNT,265623.0,M,25.0,367.0,R,Verizon Communications,3.0,3644601.0
Nbw12350,Ulqxfikfunjpaykurxhbvfuexfimnex,0.0,,F,kraliogismd,273768.0,M,2.0,468.0,O,XTO Energy,2.0,3532868.0
Kcr12351,Ulydyfqjqvarcrvragfrnlvgzapotkiapxvbmxiudwjfaitxunjpwpxfrdgcfayxo,4.0,5.0,f,vrstcf,349125.0,S,6.0,,O,Live Nation,8.0,943201.0
nfn12352,Vilqceklokxeyiltxtcktngmzbocsxhbprorhmtntzuetmlqzhxtrhxazfddgotnoiac,0.0,,,YZMSGBOIVC,49634.0,M,14.0,559.0,,BlueLinx Holdings,6.0,3621543.0
lej12353,LGIZZHUZNGUWPOCXOBQYCMQ,3.0,5.0,F,OURBCX,397349.0,M,85.0,438.0,O,E.W. Scripps,7.0,1437447.0
Dkh12354,Upyqbkkhfehtuaadtve,4.0,2.0,F,Glzqu,487256.0,U,88.0,673.0,O,Kimberly-Clark,2.0,1855555.0
Jmu12355,Zvohrvtgmgelfboqmptgpjglwmujwcpvfjdzxrmbzfmfilrtx,1.0,3.0,m,BJZJOPEJTD,134758.0,U,89.0,515.0,O,Alliance One International,6.0,608023.0
UET12356,SXGHFQJVFNQCNAYGDDXRPCVMFTMZKVXREPWLFLJGDT,4.0,3.0,m,Uscqjgtn,138928.0,M,85.0,622.0,O,Marshall & Ilsley Corp.,2.0,3844035.0
HBD12357,Ljohpjjrpdafumtivfvwtv,2.0,5.0,F,Yhocsmd,468204.0,M,28.0,450.0,O,Weyerhaeuser,5.0,760980.0
CVP12358,Gjyadzptnbhvkqlomrnsrhaghhbxtacwwxtndltwvlxjvwesumdotksgrwrbxavrqqicehzlg,2.0,4.0,,Ivfut,366485.0,U,50.0,322.0,O,Total System Services,4.0,1447499.0
Crt12359,Cbjmvalzeqnzjzsakyrpyvtosuubxtqqnhosysqumd,4.0,1.0,,Rotxrrmgdvu,421887.0,M,38.0,320.0,R,Catalyst Health Solutions,3.0,3638596.0
Wpb12360,Yzwqcdiyczcvbkiakjweulqxzohsvhbszckmglrmmckvgxjxciahipubvjmogixnfpgewxwydlm,4.0,0.0,,Tuycfjiqoadz,303550.0,M,95.0,517.0,O,Bucyrus International,6.0,
Rxl12361,imlwowgebmnrdizjotwkltyjysfhbujikqpacbvvjuyhzisuuurlldtgmzdkq,2.0,1.0,,AEOJZL,385748.0,S,43.0,847.0,O,,1.0,1948905.0
Lrr12362,Osahgubiubfkfukczwkldvbxjxrbbtwwybtfmcjogvjfbrkvbcomqiqfugplcixvcugjmhizovcigsjr,0.0,4.0,F,Ftcpjpmbisg,275089.0,M,25.0,377.0,R,Goodrich,6.0,304815.0
Bfb12363,OOWQOIPSJNQ,0.0,5.0,,XOBMLYPREU,,U,15.0,640.0,,Patterson,5.0,558307.0
gpu12364,Wynjsfeupvtypzpwgm,1.0,4.0,f,Ejyssq,79502.0,U,48.0,562.0,O,National Semiconductor,4.0,3234886.0
Ymp12365,pqwxtnwrozlslejiafa,2.0,2.0,,boekodks,184945.0,M,60.0,795.0,O,Macy's,7.0,
qxf12366,olbqjvewdkneqffmajimgbvhbijwtqhruofpy,1.0,4.0,f,PCUVVL,232156.0,S,27.0,786.0,O,Amerigroup,10.0,2773715.0
MIT12367,Jsgkstgcvqygwxrmffeldsaxccuxsxyxzkh,2.0,2.0,F,,89307.0,,69.0,755.0,O,PharMerica,3.0,1110617.0
Tjw12368,,3.0,1.0,M,bzeewf,135666.0,U,,343.0,O,ArvinMeritor,,621973.0
Noh12369,Ltahtbkfodfhkrhqdwjytghaxepmrahhzanmkxqseerfztqofocqowxnsaduvikivtbs,5.0,0.0,,Wnyecu,323531.0,M,68.0,602.0,O,ServiceMaster,,1623310.0
Spc12370,Aqgbrcsddaowx,1.0,2.0,,Grcps,339361.0,,46.0,821.0,O,Hasbro,6.0,776607.0
igo12371,ZRVHFMNPIWYIEEPPFWVQJAMGWFFVJZZZPZURZHXFSJPCURJSXAYHIQQFGJEQSVXGDZDYOVLFWOT,3.0,,M,JVDLOMALMV,423104.0,D,93.0,459.0,R,American Express,5.0,2625256.0
uzz12372,Ckendpkzpkvwzqxbxwgmefag,5.0,2.0,,Snclhefpg,44160.0,S,46.0,381.0,O,Verso Paper,6.0,3043190.0
owt12373,Hrdobnfocmomzritqlvqtmyeqcqumymx,1.0,4.0,F,JAKQDRDV,70979.0,S,,590.0,U,,,99348.0
Ild12374,Pjwjkxuynthcmobgzkefycar,5.0,0.0,,Ojxghfltaj,277820.0,U,62.0,791.0,O,Assurant,3.0,3510081.0
PFB12375,,0.0,1.0,f,Rhmiidbwcux,86177.0,M,24.0,478.0,O,LandAmerica Financial Group,6.0,853025.0
blg12376,Buipprqsxihwpnxlftplychnojuhqjcgymuhylplbakjfuhdldonfofjbreetbjyynjloxathamh,4.0,5.0,M,Butstuo,205337.0,M,9.0,676.0,U,"Toys ""R"" Us",8.0,2285622.0
Bnr12377,Mypnbczgczswbqqzhsvqzvlrbsrrpamftclincfwmlpf,5.0,0.0,f,HLRSLO,,W,74.0,807.0,R,Enbridge Energy Partners,1.0,549301.0
SLS12378,toitats,4.0,3.0,m,Uvwpqjrl,155551.0,M,23.0,546.0,R,Clorox,5.0,3029297.0
ELV12379,Oyxiijbtbyqfmmfnlmlbjadigtmasovhrpsdduz,,2.0,f,QPHSBQQD,,M,98.0,842.0,,Pacer International,2.0,3389391.0
WHJ12380,yppesqcifoifxlxarhlebyuqtkhbdmwgmdi,3.0,3.0,,Evcuijautmhz,,S,1.0,337.0,O,Deere,6.0,
Ezu12381,Nlbmylooipwetqlmncyayrpikxuigeappxtfvozycgnzpsqbbsyflaatgtojm,5.0,5.0,,Irlevvp,372517.0,U,34.0,374.0,O,General Dynamics,6.0,446365.0
Fdz12382,Zivcdymssfufdlzlfxzjxuckmcxugdnsfgbxbkxxygcbdxnwjzyryqdluykbwcfbtkpqtc,3.0,1.0,f,WFDLLOHMC,270701.0,S,99.0,497.0,O,Apple,1.0,3767300.0
BOZ12383,VJTGFDG,0.0,1.0,,lzxic,322871.0,D,87.0,728.0,O,Fastenal,2.0,752869.0
ula12384,KRIAOWFLJYPUOVWNCIMLQXZKHTKRSHJOVZEWGAHXKYCIBPYPHIBFPIVQXJVTBUG,5.0,1.0,f,THLELMIIOPSO,193123.0,M,38.0,446.0,O,Regal-Beloit,1.0,3299323.0
Eio12385,WJOOCVLDHWZRQVSOPLYMHRASEREOOPCADQYCFBGYMZ,2.0,2.0,F,Tvrenwds,139131.0,M,47.0,362.0,,Commercial Metals,4.0,1687635.0
RNW12386,Dgdftcffyodeedljtifjlhnzuqp,4.0,1.0,,DGDMZE,389575.0,D,33.0,558.0,O,RSC Holdings,5.0,493499.0
iqc12387,YXQTFRMNFTANLXRZGBWGDLVSCQHGUNWDESIPW,0.0,5.0,f,KZOKZGON,124757.0,M,18.0,737.0,O,Acuity Brands,0.0,1524819.0
Uvu12388,Gteuutriunhy,3.0,5.0,,Preofaasp,187241.0,M,54.0,423.0,O,Franklin Resources,2.0,799865.0
RMU12389,Nrwaqorgcbogaixdeyqehhqtufvjxiwvhh,0.0,1.0,F,Arolnjwql,412946.0,M,92.0,437.0,O,Toll Brothers,2.0,137128.0
Qol12390,Xqgmtscooiritmddrnthxnvhslxhvivftmidvwdfgkryapuilxxhagjcenqqawlfqsnqxnpnmhqritfi,4.0,2.0,,Dgmgpji,231999.0,U,46.0,,O,State Farm Insurance Cos.,10.0,
Amf12391,Temqijrreliwtsqoilfbwayczmsrdxmlqxoufteanhxccecuubtivejtppsggzg,0.0,5.0,,HBFOFS,329973.0,U,35.0,431.0,R,Applied Industrial Tech,,3002992.0
Pjr12392,ldxfkmpexfhjxttuodoldohiyepirhichrztvznlvfnfuitozgfcgfjhc,2.0,0.0,M,Vhatf,83777.0,S,40.0,,O,Rockwood Holdings,5.0,2854988.0
RXQ12393,xsnwxrcaees,2.0,2.0,,RDRAMBZBCW,360115.0,W,33.0,571.0,O,American Express,7.0,728117.0
Ayv12394,bleuzxckenimoqrbobglinrrfdqz,3.0,5.0,,wlmokndq,393739.0,U,12.0,673.0,R,,7.0,2977729.0
Qvq12395,LHZNYHF,2.0,4.0,,YEJHQ,213439.0,S,44.0,651.0,O,SPX,0.0,2974231.0
Msc12396,Dauvxhkhegqnekguqrjondaishvboyqkbvletrhkdzmepa,1.0,2.0,,Pypqknotmo,215466.0,M,86.0,477.0,O,National Fuel Gas,3.0,1781654.0
AAD12397,Tlhnlpxbsfbnastanut,3.0,3.0,f,tkumugkwn,367039.0,S,84.0,574.0,O,Legg Mason,7.0,3947222.0
Ksd12398,Htcuwwjvczxgrhzctqwhszafcqyplffofdwphrpbtjplkgtrakjvbpxwywblefotzvuouzywjlbfod,4.0,4.0,m,IMDKCCQLWQO,414092.0,S,35.0,598.0,O,NiSource,3.0,789121.0
wje12399,Pzavtwobkhdzdnuonlnurnpsviawujbhtyzgxicagxsnejivuxgeeippdcvmsmlnhx,1.0,1.0,,Akmoeqegxd,488857.0,W,66.0,696.0,O,Superior Energy Services,2.0,1694479.0
Toj12400,Utfsufdubvjalipbqochtusbjtvaxzvcukrxnvccvrfhhdzjyigkyqrzjqcwteqioveuqoheup,1.0,2.0,M,,,W,14.0,680.0,O,Amgen,4.0,1826295.0
LLM12401,Lbtbjjxbqmcttrulbkpktvkuwftrbuxtlynoygnsapzzxrvneslgesltsuf,2.0,5.0,m,Voyxovaiirx,430729.0,S,54.0,439.0,O,,,713387.0
emz12402,Dpqfokvlrusyidhzaklnxvwrvasqhcmexjwjqyserfjdgredeyevfx,,,,Cekhkqzsxna,344388.0,M,70.0,376.0,O,Colgate-Palmolive,6.0,702411.0
Kax12403,Tfszdopzksinubedcudxzlhqpgdkushkcafbtxmkbgsiwrswrgbshkahhwzevvnbycxalyazhnsypef,0.0,2.0,m,Bqvrgxrx,353243.0,W,60.0,620.0,U,MPS Group,1.0,3262570.0
LCR12404,Gshrwmuwlvcrktdppwdtdwxrawteguwmcjshhanhv,2.0,5.0,F,VFRPJYJOKQHZ,482367.0,U,29.0,322.0,O,PepsiCo,9.0,1674162.0
Xvw12405,Pkekskzjmggxbnbrhysahbfmirmycouksmtusc,5.0,0.0,,toqejvqej,111328.0,U,29.0,404.0,O,Enersys,7.0,2749267.0
KLS12406,Ertymmqevukrli,2.0,5.0,m,ndfkjvzztion,258347.0,S,88.0,615.0,O,ConocoPhillips,4.0,2044557.0
ymw12407,ucqcslxrsfnomjwqlksofproedkilmqgksxysgmd,2.0,5.0,m,qrsbkewewd,213457.0,S,48.0,311.0,O,Exide Technologies,3.0,3648336.0
Qlz12408,Huvujeqkbwmexyuzugelhqmcurawvbpm,2.0,2.0,,NMGYYWGD,279946.0,U,50.0,,O,Dow Chemical,10.0,1619437.0
Ron12409,Acnejqmqtldqxvpdqwhqyoddxtlboijwjhxqdmconddcpsoiu,2.0,,M,OLGCVBOIL,278730.0,D,98.0,454.0,R,Knight,4.0,
Pak12410,Yfodxskjhthwxbhymeqepgjqcejet,5.0,0.0,f,Tpjhe,345862.0,M,2.0,726.0,R,General Growth Properties,7.0,3103571.0
zru12411,DHZKGPFPHAIRXCWKGPCZPBNPSRFEOGLKBUNYKICUDFCCQHRFGOUJKZEJLJYNKQUTL,0.0,4.0,,vlngdbxrcmzf,80008.0,,32.0,630.0,O,Hewitt Associates,8.0,3082143.0
SPF12412,cwlesudpnqdmexgdvgybjgwuaomcjvwugozvmstmjjfrkstcigjtqkmjywrwobxwdrpirpe,,0.0,l,Sjklxhigz,112907.0,M,20.0,568.0,R,Inergy Holdings,4.0,2350906.0
Jkv12413,Lqsrookaiyuftmxftmixwcuvwcjtyuo,3.0,3.0,,QKYPBVGP,456503.0,U,72.0,661.0,O,Rockwell Automation,8.0,2329279.0
KTR12414,,0.0,0.0,f,Adisxqrb,357698.0,M,,427.0,R,SkyWest,3.0,3979805.0
WJW12415,Ffkpekpoycoijzazlkmvrulaclozanmmttgktwrcmfxsciomhjjtbivwzdv,0.0,1.0,,onlrhgbsn,161512.0,U,19.0,381.0,R,Aramark,7.0,1523307.0
AXC12416,Vtlxfbafhbctugtfapfkrdrrccuducxrupzkjrthrjpb,5.0,1.0,f,Yypgwuu,227873.0,D,20.0,372.0,O,Mutual of America Life,7.0,2238235.0
Bed12417,Fighffjvwdwjxjikvjofhycpsplsucbepkhyueuoyfywxmpecgkpmyqbk,0.0,5.0,,NMHPWONQJ,325506.0,S,90.0,346.0,R,,3.0,1277080.0
xuc12418,RPURKWLFOIXCPQDSSIWOEYBFGQNIHIAAJZPCRDKQGZPTXXJGKEMQTSVSJHLZDFS,4.0,4.0,f,Jwwlvfqos,137062.0,M,68.0,583.0,O,PNC Financial Services Group,,1193309.0
tcx12419,AGMRCLQZWFHXEDTXOTMKMSTDBRBSHTTHOADMNXVWZBOWGOCIXBLHKIAWRBFU,2.0,5.0,,Tyifrmprgwad,119234.0,D,18.0,394.0,U,First American Corp.,7.0,1256050.0
HAZ12420,Fhbvrmpkesdqmaoiinwhmktermblsnoxtvqtsvloaqjzbirhpxftjcnburrjuiqsbl,1.0,3.0,,Lyrqhetmd,85840.0,U,40.0,409.0,R,Universal Forest Products,1.0,3440147.0
Ryx12421,Ylgxudqsbl,5.0,1.0,,,415986.0,M,,655.0,O,Capital One Financial,0.0,3989521.0
Vdl12422,PPNBSXWKGPNYVNTNNQQBSUBIKTAYJVNGJVVNRCSEWJRKIYSPNYAVUIJAFADHSJGXRIMJFITJKS,5.0,1.0,,cbilxxsksve,93177.0,M,46.0,618.0,O,Regis,9.0,87565.0
Bcw12423,Vnwapdsvtnouhxkmuuhbtxcjtouxvothykibmbgucwhvhpgmvlinfhurjag,3.0,2.0,M,Bcnvc,387754.0,W,35.0,318.0,O,IMS Health,5.0,666818.0
GOD12424,,1.0,5.0,,fcceudoqu,222277.0,M,72.0,698.0,U,Automatic Data Processing,5.0,1224779.0
dcq12425,Ztcozaiqfwpcmnofnepzvhhmwthvsabmixnvfpntvqcwzfxfhivtmgiiuyvgrdoqdfoenivl,1.0,,,Hutjqwabgezm,499204.0,M,69.0,804.0,O,Brink's,2.0,1693605.0
Tyy12426,BMRQGLBJKUUICZVNNGQEMONRMSHDICWCYXGFOZRGAEYKWIBZTFIGQRHRCWPJPRPEHMSDB,,0.0,,Cwecqb,466116.0,M,35.0,780.0,R,Halliburton,2.0,26450.0
Dqn12427,BHZEHWNXCADHRVXHLBOGNOAOUDVYZONAFRMXWYWWFVFASQVSPKXSQMBSVKOXCGREOEIOYWXISIVQ,2.0,2.0,,Kzrtyjravoqi,101915.0,W,63.0,785.0,O,Commercial Metals,1.0,1882813.0
xjo12428,CJRXOZESEHDLUJRLRERSAJIOYMWWCGLWD,0.0,0.0,,Aypyddpdusp,474135.0,D,72.0,811.0,O,Cameron International,9.0,2710179.0
ONE12429,GNXTLURJDHWAKUKYFUHQYQAMBVKPXCKQCZG,0.0,3.0,f,Fhmvjyj,180533.0,M,,628.0,U,United States Steel,3.0,449416.0
ium12430,Mgiurntkheqibfyswontptiywrgizlovumypvwetbfebmllrohluxnurhazwwhhsuuummlemlmaaaytj,3.0,5.0,m,YIVMM,185369.0,U,85.0,814.0,O,Windstream,9.0,632566.0
qbv12431,rehouxgivoc,1.0,3.0,,Dpjiguqslrd,188850.0,M,93.0,617.0,U,ConAgra Foods,9.0,672540.0
uap12432,Fwteypxr,,4.0,M,Cgdcelyzpq,367264.0,,54.0,344.0,O,Jones Apparel Group,6.0,131613.0
KWY12433,ynucrgkifdypjvfojyvljaznthygdnnwuufnd,4.0,4.0,,Hlbbutqcbp,50713.0,W,23.0,843.0,O,Vanguard Health Systems,,3425795.0
Qph12434,AWNWLVUTGAGKWSRUFZQOACULWUPFHRFTVVDVFWKHILZADCPEXFWWAUJUGNIEQVW,2.0,,,Gxfpta,274112.0,W,82.0,628.0,O,Ross Stores,3.0,1354073.0
LKC12435,URMXUZNWAQULLJUAFJDSXNCOOJH,2.0,,,wxvvgou,15485.0,D,56.0,344.0,R,Lockheed Martin,5.0,2362576.0
AYT12436,KHMXFXHOPGSFOTZWIYNWQDPJWQITDGKJRTQNNQHMXWPA,1.0,5.0,,RLNBBD,254665.0,M,93.0,516.0,U,Smithfield Foods,2.0,2656479.0
KVE12437,Pxjzmmaxcosfehnzsxurhxxrqtqiwtxq,4.0,4.0,,Slvrbuphe,33699.0,M,54.0,382.0,O,Herman Miller,1.0,3771914.0
NHC12438,Hrlakrbvnyhgzfyclkylxrluokbymnsvxidhwrnzrkmvssvmngazxhqvcckwfjkrrtehabodeps,2.0,5.0,F,Iitve,194510.0,S,50.0,489.0,O,Great Plains Energy,9.0,410340.0
Mim12439,HSXFWFTLPWNAVUGSMZKDHODPYNUOGNCEENKKTIKYUQLUGWMNNEYIIMLHGBQQLMHCZSJHDERFNDF,1.0,0.0,M,lamzzkbh,439923.0,M,96.0,544.0,R,Commercial Metals,1.0,3343842.0
JDU12440,Tzjxwmqdmkahbvcrizmhuhllzhqtxr,0.0,2.0,,Bmidgukwa,379217.0,D,82.0,769.0,R,First Horizon National Corp.,3.0,3939423.0
ugf12441,Gtvfnxzwdtdenvsakmofzstdltrndabxfhysdeupzgljjbczcpwcgvlwzdqgwggqmycemfx,3.0,4.0,,gpjxzsi,,S,21.0,525.0,O,"Toys ""R"" Us",3.0,2814442.0
Cir12442,efjpcfomodrcfqkmruypn,4.0,3.0,,Nlrur,478841.0,M,55.0,599.0,O,Crown Holdings,3.0,3853170.0
Bpd12443,obrkvqjcfcuxmtwwwgeohsfphqnpemextxfhrirxtiqjlibosq,5.0,5.0,M,Sgeph,331912.0,M,88.0,725.0,U,Newmont Mining,3.0,2017205.0
CXN12444,igtzcvzsgccspilsferxliqarvvqovg,3.0,,F,ewlon,188675.0,M,88.0,430.0,O,Plains Exploration,,1521933.0
Qrn12445,Ygzumfnfluhtchwfscfzgjtwuwdysxpgndfdesxvjsxmuhslyhqhgjbmvcmogths,1.0,4.0,f,Yhvxrfnqcqk,250216.0,U,56.0,702.0,R,Leap Wireless International,6.0,535441.0
Zqf12446,Zmvtrmwvnopewjlsxcfshofco,5.0,2.0,,Otbxjbxfcqbr,166983.0,M,32.0,701.0,O,AMC Entertainment,8.0,3693277.0
Geo12447,Kitabcelnhpavuxvsawgfoldw,5.0,5.0,f,nmskxkrfx,236012.0,M,49.0,535.0,O,Computer Sciences,1.0,1396132.0
RSD12448,Bltdtphvaoqethnabqrjxrbxqhcdtudhlnarewbgozzhkkmsubwrkgtduxdcqghvjfamfeo,4.0,4.0,m,GUDGER,298487.0,M,63.0,686.0,O,Varian Medical Systems,7.0,3324359.0
SRA12449,Srcoeqkljhkxtevmulg,4.0,1.0,,TETPI,285226.0,M,50.0,377.0,O,Nacco Industries,7.0,978388.0
Lav12450,pffcdrkokguyhlzxih,0.0,1.0,,qwong,90545.0,M,63.0,749.0,O,Occidental Petroleum,0.0,2730068.0
Hbp12451,qvegzeuonukpbsjigjyatlqhibnlugxjabpyjuwsvbofxrwbagomqhzziuuiaghbkmqannbhzejzgo,,0.0,f,Ylenhlyuw,483667.0,W,69.0,662.0,R,Hudson City Bancorp,1.0,2866093.0
