prospect_AgID,prospect_Ge,prospect_MidInit,prospect_Emp,prospect_St,prospect_A,prospect_AddL2,prospect_OORFl,prospect_In,prospect_Ci,prospect_NuCa,prospect_NumCreCar,prospect_NWor,prospect_MaSta,prospect_FirN,prospect_Coun,prospect_Ph,prospect_NumChil,prospect_CrRat
Pqj11046,,,Oshkosh,MN,51.0,Trueoqxtcctcjdtgyroiof,O,206561.0,Cleveland,4.0,4.0,66004.0,S,vrpfbewpmapnorpwaqade,United States of America,1-434-401-6720,5.0,519.0
gec11047,,,OM Group,VA,18.0,IZYIILRMOETXQRPDHEHRSMWFAXZBPCMJVEFMKVSLWPUDIAXDLDDBCEE,O,388645.0,Hartford,5.0,0.0,3420451.0,,Rieqclsstiyjqgr,Canada,1-456-771-8560,1.0,790.0
BHU11048,m,I,Alliant Techsystems,Alberta,26.0,Vodkzerpconvzdkrfjyqfg,O,212951.0,Vallejo,3.0,0.0,3638395.0,,Zwcjqrvbxufasxtozuzykoqynxxhg,,1-005-528-4594,4.0,771.0
Aqx11049,m,,Interstate Bakeries,TX,55.0,Hlhagnglghupntkvqionlunwevkmesbizqbfhcvroa,O,185442.0,Palmdale,2.0,5.0,1766856.0,U,jwykuzhcgwebxgmphpfewjswyzanhg,United States of America,1-494-921-1091,2.0,461.0
Fbv11050,,I,Virgin Media,NJ,45.0,Fvgonvexenvqwzegzlouxqbogujaoczaobiodnkeamfnczqndnxnnanhuahygkhgbhtzsviqhfrau,O,44513.0,Corona,2.0,0.0,2875839.0,S,tgronxugscjknltj,United States of America,1-808-251-9510,2.0,654.0
QTZ11051,,C,Allegheny Technologies,OK,29.0,Atoytsxrarpmqrcdxsabomwfskthzdxrgnrhyfqne,O,484435.0,Anchorage,4.0,3.0,1463839.0,W,SDJECLQQZVRCJBDUB,United States of America,1-728-082-9573,4.0,354.0
Hbj11052,m,,Unified Grocers,CA,5.0,Wvxigpyvtnhqfbdlkkiznylobmzdiohomnkqbftwrsmn,R,222517.0,Frederick,3.0,10.0,3563280.0,U,infezjftjwnckmqwneisgodrxgf,United States of America,1-008-787-9366,2.0,467.0
yrx11053,,H,Kohl's,NJ,92.0,ozmlgaueygoyrubfnttpvfilfxoyvriefdjxokxosolmgoarnvwefznrwmicxfwfhwqcrotmeyl,O,240730.0,Cheyenne,,4.0,1816691.0,S,Wuwybzcqwvmvuickvos,Canada,1-879-645-7815,4.0,359.0
VGN11054,f,,Source Interlink Cos.,TX,80.0,pmgkmijadfgvvmoticnxhgfetakrkemmzvearpzjprsylthqarjqzncylfdfbbeqst,O,,Phoenix,4.0,5.0,3259233.0,U,Txdfqvwqmwjwlkqmdo,United States of America,1-785-135-9110,,511.0
FSK11055,,T,Energy Future Holdings,CA,30.0,oafaxhwglisvynmxwxhmclucr,O,325015.0,Regina,1.0,10.0,2074410.0,D,Itbwgzkm,United States of America,1-984-153-6022,4.0,803.0
Vfb11056,F,q,DaVita,DC,76.0,HCJLUNUGCWHVADMIFSDLITSPSKCLNRVJKHLLBGLPMDIEPCFRJ,O,416166.0,Salem,1.0,3.0,3231188.0,U,wrfvhzrtfxegwhxvulms,United States of America,1-372-855-3119,,667.0
CVO11057,,,Hewitt Associates,SC,,Zgshyqocmoearyilgfnfwcfgtifnubuqrzylqniutjvnrtwwiovtnbaabnbmtk,O,445094.0,Washington,2.0,9.0,,M,soikuwh,United States of America,1-086-463-9423,4.0,832.0
TCV11058,F,,Kla-Tencor,GA,18.0,zrjukues,U,258089.0,Savannah,1.0,7.0,,W,EXLFZCHOBDTXVMAQCACXJBRDOHVXLF,Canada,1-539-192-7778,3.0,742.0
DKF11059,,,AnnTaylor Stores,AR,49.0,Jwtjhdqrpdcbgyvpjxisirxzfvsiufwidpujwpdc,O,88189.0,Anchorage,5.0,2.0,1109284.0,D,Ohagpnszhn,United States of America,1-611-783-6966,1.0,725.0
Wsl11060,f,K,AbitibiBowater,AL,30.0,BCURPAIHKTMIJQBKZZRXYJ,O,160082.0,Stamford,2.0,7.0,997504.0,M,tmicntg,United States of America,1-613-401-9628,4.0,740.0
Rte11061,,,RPM International,CT,25.0,Nshgegdsovfqp,O,279297.0,Orlando,3.0,10.0,3021979.0,M,Mnyooybk,United States of America,1-978-833-1521,0.0,446.0
RKX11062,,E,Bemis,TN,79.0,ZATFMMOZGGGAICCAPEC,,79761.0,Austin,4.0,9.0,2987762.0,U,DFBBM,United States of America,1-324-603-2823,0.0,590.0
VHE11063,M,,Ameren,DC,53.0,Rszdhedfftxfzwenmpgvzbrqkuatwjimliwsdrbntpxmdblgcmpudvrajzf,O,170681.0,Denver,1.0,2.0,2763653.0,M,XFZGJUIMNXDGRNLRZH,United States of America,1-636-325-2648,4.0,842.0
oiu11064,,g,CenturyTel,MI,72.0,sprrssgbrnwwhkrteiaegczhliocahyhftmmwlqmdwbmnjlgilyudtrbzltwxxwhpqfpww,O,204711.0,San Diego,4.0,8.0,612714.0,M,qeeoqauejtnimhmoyp,United States of America,1-306-802-0314,2.0,784.0
HJF11065,F,,Textron,VT,31.0,,R,363880.0,Fresno,3.0,7.0,3302552.0,M,ckeycrkvcqttdxofjy,United States of America,1-586-414-7644,3.0,798.0
BLF11066,M,q,Microsoft,SD,30.0,Nohuatcmabrauvogrofnnbvnjqyerznkiz,O,72608.0,Iqaluit,2.0,0.0,3354475.0,M,ksloxnglhjsybkiovumesor,Canada,1-892-202-0199,2.0,314.0
YXA11067,,B,Computer Sciences,IL,45.0,dkxvomgdrjxstqnbivpbhpucfmrgmlmvlxdziufiplkxnifuekvaudhnrcpcncupciqeofjssrq,O,250164.0,Cedar Rapids,3.0,6.0,1192509.0,W,Cdrtantiw,Canada,1-944-314-5990,5.0,390.0
Lpf11068,,s,Wyeth,MT,12.0,Eoqigobbicgqquinlyorhisnqtbwygvuuxzueilybvuuygno,O,223442.0,Austin,3.0,10.0,3047870.0,U,JUOJXE,,1-717-731-8936,4.0,431.0
Ult11069,,H,Enterprise GP Holdings,Nova Scotia,23.0,Evrubmqeoefiafrhjaxelhuhaoajwsjcwxhwzwrjhvvpexwmfgdlchawietuxthvz,O,122194.0,Grand Rapids,0.0,5.0,3826268.0,U,mjktxycnpxfoglyrsdon,United States of America,1-525-259-9883,3.0,589.0
amn11070,,,United Stationers,MI,21.0,Zumumtcpdxck,O,448181.0,Savannah,3.0,2.0,3435252.0,D,AKMZGCBOQBT,United States of America,1-448-427-8947,2.0,800.0
fay11071,F,T,Lender Processing Services,KY,14.0,Bcakilwvllveugonklvskxwgrbafggyxmlemkadifpjg,O,484538.0,Spokane,5.0,5.0,2440179.0,M,Jjhkvbtpfuggpdtbyqafpl,United States of America,1-515-223-1125,2.0,411.0
akb11072,,s,Wyndham Worldwide,OR,69.0,Rbmbsmndcsnbgdrllaalkypesgqjvqlcxvvyatqvckwuxfg,O,347095.0,Santa Clara,4.0,0.0,420523.0,U,Ceqwftljzgekovdkryfvm,Canada,1-533-521-2113,5.0,749.0
YNQ11073,,G,Intel,WA,20.0,agdefaiamwcroqefbliojsswwgsjuvysruwgfuspqzlrmrkkeywjuooegnzqmblbbxnttizzvevjlmx,O,491744.0,Spokane,3.0,2.0,2819096.0,D,Bxyjxkiagpnjypbjyxnihrwlfftu,United States of America,1-034-106-7628,4.0,772.0
Vjk11074,F,,Pactiv,Alberta,68.0,ERALCPDB,O,83108.0,Seattle,2.0,1.0,54769.0,M,Jlwnvlqcyfolf,United States of America,1-959-479-4793,2.0,645.0
Fvy11075,,T,IDT,Manitoba,38.0,Nczojcwsvylqucjndhfpgogxcszurbedcclnnxrqhrcrbumelyspom,R,440602.0,Abilene,,4.0,2967206.0,M,Muokuvcpnckjcdzpcwyaq,United States of America,1-515-718-5794,0.0,
Aat11076,f,,Hershey,HI,66.0,RAHKFTN,O,171670.0,Madison,5.0,5.0,3051103.0,W,Imxtqeernvfabzvdjqfcmtgxas,United States of America,1-535-793-1910,4.0,677.0
YVU11077,f,l,W.W. Grainger,NJ,34.0,Oxkisleb,O,347875.0,Fort Wayne,3.0,6.0,1829584.0,S,Lxvgsezq,Canada,1-454-338-9785,5.0,503.0
WTG11078,,,Robert Half International,RI,40.0,xlcktdlpqtmezrkvnrikvtfqfkqtzzttpiqjseffwriyiesmrfnzohu,R,375968.0,Lexington,0.0,6.0,18097.0,S,Nthyiootolbioolpphcghjgabqcv,Canada,1-700-212-6458,5.0,594.0
Jxt11079,M,R,Agilent Technologies,Alberta,98.0,lqenbdiosmaxgdxkmwkhntmxwyqwbibzjtvvhztshqxdp,O,429326.0,Fairbanks,0.0,7.0,2822716.0,S,lftiubmxgmvo,United States of America,1-582-981-0119,4.0,321.0
Ecb11080,M,,Health Net,VA,53.0,Mksghqvfrdjvtasbgdxnoucuzqt,O,225958.0,Omaha,5.0,8.0,3668879.0,M,Bxxpjxcbocsxsxplsdncx,,1-487-223-8432,3.0,706.0
Rmh11081,m,v,Best Buy,AK,68.0,jjbyfhzbioaxosipsjoggbfaeamppdznrxortpeoksajqvtwaazdocfhahl,O,112101.0,Elizabeth,0.0,7.0,517433.0,S,Ocnclqcosrasbpcrmwur,United States of America,1-858-021-1895,2.0,408.0
yrk11082,,,RadioShack,OR,34.0,yobuewzpivtpboxrijsmzazmnrzdrmzhktofwusqvwrxmqizewibfhjxskwxtdxsoheocbnrxsdi,O,34685.0,Charleston,1.0,9.0,3645398.0,M,XFCKFJORKGNHLNFR,United States of America,1-157-653-7284,4.0,499.0
prm11083,,,Baker Hughes,AL,55.0,ibrehvufdrigacfmdmttm,O,278951.0,Casper,4.0,8.0,392064.0,M,AQZPLXG,United States of America,1-887-627-5203,2.0,688.0
Eew11084,M,,Allergan,ID,61.0,DVZYRAF,U,441073.0,Huntsville,2.0,1.0,713401.0,U,ghgkfd,United States of America,1-507-296-1529,5.0,619.0
fka11085,M,z,MGIC Investment,ME,92.0,Meftqhvqlmqbbmpew,O,50524.0,Torrance,1.0,3.0,3259486.0,M,fhnmvjwtsrrh,United States of America,1-076-968-5698,0.0,709.0
MPR11086,M,R,MasterCard,VT,59.0,Qsqqfgqihyjtvsaitjrvog,O,249921.0,Wilmington,0.0,10.0,3937473.0,M,paryancbgdonhlghfgdirbrjlcycni,Canada,1-878-781-3161,1.0,722.0
Kui11087,,,Jones Apparel Group,VT,42.0,Wkvukozkedfwfulewbnjwassnswitabaspdyvixkotlvo,O,119125.0,McAllen,3.0,4.0,2743146.0,S,edksfrvrxesroonoowvauzr,United States of America,1-500-629-5924,3.0,729.0
BQJ11088,f,d,Atlas America,AK,47.0,Uvhkxcshrqmzng,U,177045.0,Rockford,3.0,8.0,1950959.0,U,Ijpvxgtikpfg,United States of America,1-881-757-8162,2.0,626.0
sgr11089,f,t,Key Energy Services,OH,29.0,Jplyngclozsouvkq,O,126033.0,Honolulu,3.0,1.0,2491256.0,S,Ittbwaeevubi,United States of America,1-702-112-7175,3.0,630.0
FUK11090,m,z,New York Times,Newfoundland,,Oljswqqkzifkdvlzuwjlrnpvcrmddxtkzsyhdwyshgs,O,,Baltimore,2.0,,1561027.0,W,Zgnudvdjwgpengxhimvdx,United States of America,1-326-495-2884,3.0,763.0
Csu11091,f,d,Coca-Cola,New Brunswick,88.0,,U,257089.0,Lancaster,2.0,6.0,2110041.0,M,Usqlxoni,United States of America,1-992-297-2714,0.0,817.0
wdi11092,m,W,Mutual Life Insurance,OK,56.0,hmmdylzfeppapupxmeteawdonkjvadpgb,O,260579.0,Topeka,1.0,10.0,2468521.0,M,ihctzxpvvxoszykvcmtlhztocwuld,United States of America,1-473-021-3049,4.0,466.0
wxi11093,,,Int. Flavors & Fragrances,AR,31.0,fikxtyaquammsbgjoymnrbtshevqicjrdtcfpmjtmbpgbxcneizwrwpcxjexyymmuvce,O,394216.0,Concord,5.0,7.0,,M,Vxlzokzmkwgvx,United States of America,1-842-348-8655,1.0,761.0
ldd11094,m,i,Jones Financial,WA,37.0,Oqqswbvspqwcmqohmrwsqnixpngsdjpzkwcklgwkhadgobaptcrbvqexvlnri,R,74207.0,Burlington,5.0,0.0,2748773.0,U,Wdxhdlarmveiodvbooriwy,United States of America,1-756-008-5545,1.0,387.0
uvf11095,m,A,DTE Energy,TN,,LLCEIZVCQRPUDQYSOEOJRD,U,40241.0,Milwaukee,0.0,,2699979.0,M,tjtzkecnkgevbszsfchcodlvff,United States of America,1-417-985-9141,3.0,447.0
tmj11096,,F,Silgan Holdings,IA,52.0,bnjssgtucbcvaltntyitjwjbgrjlp,R,313015.0,Brownsville,0.0,1.0,3964610.0,U,Xsuyoerodiqdkgcogx,United States of America,1-011-040-5607,0.0,366.0
AXG11097,f,,Halliburton,VA,21.0,Yfiinuzvvsdwbpvbyswbhplalqtugchoasqmjqairtgymfzehufjeajmiazlcufmiyfkconhbwn,O,,Garden Grove,1.0,5.0,918583.0,M,TRTKBIYRICFMVXO,United States of America,1-856-569-9363,4.0,391.0
jav11098,m,,PPL,RI,53.0,Xicodkmqrcvaqvuolemhcljvukxbxxojmqirgqsifufxqqdbduyslv,O,223362.0,Biloxi,2.0,1.0,594191.0,W,xvxoasnzerxhxvjxftbh,United States of America,1-826-034-0495,5.0,345.0
QBA11099,,X,Pulte Homes,New Brunswick,59.0,GEFPACGORJYCOLXGYMEDGMBJOSAJVLC,R,,Providence,,,,M,xkqyvjdwvjsjxjjlfyp,United States of America,1-981-604-9450,,345.0
Swl11100,,,Wesco International,GA,68.0,Hmwugmqoibjxvhemhgvewl,O,80364.0,Paterson,,10.0,2928846.0,M,Mifgxyzzjibywknlabcjcmmg,United States of America,1-282-607-0041,2.0,747.0
mcy11101,,e,Gap,NJ,43.0,PEKCKXAZEPLNTQBGWDXTQZOTVLEXYPMMRKMOKMMMULLDBMTVIPXRZJVMFZLFZ,,353992.0,Chula Vista,3.0,10.0,1024745.0,S,qkarligpsqn,,1-561-520-7660,1.0,
Lna11102,M,,Unitrin,AL,100.0,fqoxqxmtnlbypeqnetfehoedkau,R,8475.0,Calgary,5.0,5.0,2149154.0,W,GFDARLOMHWMTMJLWJLOARAEQ,United States of America,1-066-368-1833,5.0,456.0
CTD11103,,,Ruddick,RI,20.0,Ucaifkagakyx,R,224275.0,Brownsville,3.0,8.0,1307780.0,S,Mzqbn,United States of America,1-738-190-9411,3.0,763.0
Fhm11104,m,R,Omnicom Group,IN,61.0,TQHPJFHOEVASLWCWXBVCLPSYIQTRHYXETVNDIPVOCDZSSZNVSTXMPTFLADMKYRNYXLSQKAYU,O,234064.0,El Monte,2.0,0.0,340371.0,M,Pctcvnggoqdeubekeqlxyqofxwb,United States of America,1-689-137-5077,5.0,500.0
Fhv11105,,A,Wyndham Worldwide,British Columbia,6.0,,O,121158.0,Iqaluit,5.0,2.0,3684185.0,M,CSLTEKICTXBL,United States of America,1-920-243-6705,3.0,432.0
Pdp11106,,X,Anixter International,New Brunswick,63.0,Scfhqsnabeiecioahgybunanonfixvuyvnuhgsvcnkxjkswlwvbvbmnuglgmfesrxnuk,O,28310.0,El Paso,5.0,,3165241.0,M,Mvuokdqevmvkbhnznjmvstcvc,United States of America,1-023-068-8853,0.0,663.0
Ygr11107,m,o,,MO,0.0,Avyijbcwuerwrtqqxnfb,R,298272.0,Newark,2.0,8.0,1865871.0,U,gnmgpmo,Canada,1-988-274-6796,0.0,337.0
Yzy11108,m,W,Albemarle,DC,14.0,wqpqbfmiprltzyqguafwofkytxrd,R,317296.0,Oklahoma City,3.0,4.0,3213054.0,M,bvtmeqhdswjhismgkqmgtt,United States of America,1-617-877-7837,2.0,543.0
Luw11109,,,Graham Packaging,British Columbia,29.0,Pbhikwtcdimnzhqwkeatenymfkpugnylxcqjmbqhutsuedqlwuqrqpasenuggpvv,O,281222.0,Irvine,1.0,9.0,1020481.0,D,Vsfzrywugemamuyxbikick,Canada,1-496-801-3031,4.0,442.0
Xzt11110,,s,AmerisourceBergen,OK,40.0,Iwasuummihncecty,O,197666.0,Missoula,1.0,7.0,1691509.0,M,itgccbff,United States of America,1-444-702-0376,3.0,378.0
LDH11111,f,,,AL,73.0,Yiyxygmaxijxxgjwgwxjkbwfiewegmnyfduutqjmrdcctktqgsupvj,O,341656.0,Virginia Beach,4.0,7.0,,S,Lhfjbotvqklllapauqqbyythlomhu,United States of America,1-539-782-5522,3.0,759.0
Vrl11112,,e,Scotts Miracle-Gro,WI,69.0,Yphwxpibgnwazwuznyrkumadrvssyoqlqonobpdeetrdqpvzpxprckdhxhyedhofzd,O,99711.0,Santa Clara,4.0,9.0,454531.0,S,Qlcjcxdlprkxvuhfdeovejccnpdxf,United States of America,1-766-118-2941,0.0,434.0
KGS11113,,,Amazon.com,OH,55.0,HCJSURPNTGTZMYCVPPFXUFIRUCGNGICOEVJGXZHTKWFTEGLXFKWSVOMLHJXFNFJSCGRVAPAGCBOTSC,O,401966.0,San Bernardino,1.0,0.0,3240581.0,U,xlrwxiwdcxxnjgjprczzipgnd,United States of America,1-029-755-0775,5.0,752.0
IZN11114,,,CC Media Holdings,MI,28.0,DOMNUOSOUQ,,110307.0,Huntington,4.0,4.0,2853467.0,M,CRQTBMUTQOYODOSDTHCCTNJMCFQJYD,United States of America,,5.0,743.0
Rbe11115,F,P,AFLAC,AK,50.0,EUDCQNRJWRUJGKRKNHDOTUWWRFFDZCKKNGTBKJFFRDKRRPMLSNP,O,412114.0,Regina,1.0,1.0,314768.0,W,Nldolydoaq,United States of America,1-203-432-5236,1.0,790.0
Mdy11116,,z,Omnicom Group,OH,84.0,kmslvlxdklfprbwwlavmxvdfv,R,,Des Moines,0.0,6.0,2437574.0,M,PHHRTSVIAQTILGUKTQWWCD,Canada,1-624-435-2301,4.0,536.0
OTC11117,,,Vought Aircraft Industries,NY,,qkafkavgdodqfvrsefankkmmdvquromexcpmdzllqtdaxmsbuqmh,O,471546.0,Lansing,2.0,9.0,1717413.0,U,Alzmzkthvwpehgkaca,United States of America,1-247-055-8115,,428.0
Nda11118,F,h,Emerson Electric,AK,23.0,mjhtdpqmcdxno,O,486274.0,Dover,1.0,4.0,1874989.0,W,Avyoeu,Canada,1-432-772-4099,2.0,713.0
Xqm11119,,H,Colgate-Palmolive,MD,22.0,Bnfeugnaksalekkrgksgovptnjtjjhjvnqitxdvkfikffregakxmoxzumfsemsvdprwwmvmjxtfl,R,79994.0,Abilene,,6.0,309312.0,U,jexvxxv,United States of America,1-471-763-2607,1.0,665.0
RIL11120,M,,Norfolk Southern,CO,29.0,Fjcdpkhrxddcengxnoijmcwvqqjgusnmoqshthjhtgfjkoknqsec,O,244104.0,Huntington,5.0,2.0,,M,Ewdtxbk,Canada,1-695-698-2782,2.0,546.0
Sio11121,f,,MDU Resources Group,OH,36.0,pqnlgyanuifg,O,399499.0,Berkeley,4.0,1.0,2661265.0,W,ahzmrzqijh,United States of America,1-182-018-8364,0.0,437.0
gum11122,,,Regal Entertainment Group,MT,70.0,Crqhnatcqwavehvwoyuwwuatkrqhiptbjeomcwzgpinoe,R,344741.0,Chandler,4.0,7.0,1182674.0,W,Beyfugvsawjrekdergkdvcduofy,,1-222-269-4854,1.0,410.0
Kod11123,f,V,Toro,KS,12.0,bzpehfyggyzhgjbkxvbzb,O,449148.0,Simi Valley,5.0,9.0,61292.0,M,Ggyxywbbimexhqicjndiyu,United States of America,1-650-613-7174,1.0,456.0
uar11124,M,N,Molina Healthcare,FL,79.0,Rlzoypckxjqfxmhbabxwqjurevhjbuqdbafaeltnzdxipchay,O,249694.0,Dallas,4.0,9.0,898736.0,M,Muymquwgjc,United States of America,1-610-860-8907,5.0,724.0
bce11125,f,L,TravelCenters of America,VT,13.0,HIJANWTQYPXHUUCDLKXKHCJSLGPZPCIGXIKCOMWSALUQ,R,93623.0,Hull,3.0,0.0,374849.0,,VSERFS,United States of America,1-080-177-0308,3.0,518.0
HDS11126,,n,Smurfit-Stone Container,DC,40.0,odlgcoskkumabrjwpdepofduicqmacpomcbslirwqtibtjtafpksspqdzbsigzhnknbhaivftlrnvv,O,223509.0,Austin,4.0,7.0,2144139.0,D,Thwuiojryraghrdotnobrbqm,Canada,1-020-838-8629,0.0,382.0
Bvd11127,m,g,VeraSun Energy,UT,56.0,Mmujiyuzhthttjdzhcpzscceynojugvlsqjwrafqhwxhgnbplvimjlwbrfylml,O,166933.0,Alexandria,2.0,9.0,441843.0,D,TRUIQUPR,United States of America,1-654-610-9840,4.0,705.0
Awc11128,f,y,Universal Forest Products,AK,66.0,ixaibaciqjoccdiyymboxkqvgamoeviffrtcgmwbtlfaaiwampqvpzgpbynxvtrnrlehwcudjjjfck,O,265644.0,Hollywood,,2.0,154199.0,M,Zghuiwbk,United States of America,1-783-573-2799,5.0,784.0
Avv11129,F,,Neiman Marcus,MA,95.0,wmtgcvegfutasqkszeoaulbjlkrjkrjkomkvidhwhbzeastgvlhvnsuahqtphcwzaq,O,131437.0,Glendale,4.0,1.0,3132143.0,S,XXTEBXBC,United States of America,1-908-304-1407,4.0,519.0
DGX11130,f,L,E*Trade Financial,KS,49.0,Hfvecvkpeadopukqhnekskevccunucoafapogbmiidwrtvlhhudfxfpkbzvsmpxwbjpyzjfbomnuq,O,29592.0,Fort Wayne,1.0,,2291849.0,U,yivmwltxsup,United States of America,1-755-225-6753,5.0,338.0
fdq11131,M,,,MO,31.0,PDKSRFCFCETITFJXWYUPVUSYWHHWJCRJZSYMM,O,402152.0,Montreal,2.0,8.0,2497077.0,M,eymodxkfopbklwmo,United States of America,1-697-091-3210,2.0,401.0
Jzb11132,,P,United Services Automobile,Quebec,30.0,,O,271037.0,Missoula,0.0,2.0,583079.0,U,memcvwzunhzkjtgryyyhrodaaosufj,United States of America,1-991-841-5198,0.0,840.0
Xuw11133,,,M&T Bank Corp.,VT,16.0,exkbfaharrdttetedetheeobpxajmcaznjojdyryffbfnwsxmgcpeyj,R,285131.0,Gary,5.0,6.0,1720237.0,M,Yyupntumrwzvtqxkbjvmopjicgchw,United States of America,1-070-487-9396,1.0,566.0
nnj11134,,,Universal,ID,14.0,bxeduweuwphtwcwhlgwndpfboxibjjfwdjorbyryzccoepjzh,R,102943.0,Oshawa,3.0,1.0,793265.0,U,Apaqkg,United States of America,1-238-035-2522,1.0,508.0
ssn11135,,I,USG,IL,79.0,vkpuyvwxewgbgcwdplfushzjjbacipdcitajzqnda,O,233412.0,North Las Vegas,2.0,0.0,,U,BSQKERZLETI,United States of America,1-824-267-4839,2.0,825.0
Xgj11136,m,T,Zions Bancorp.,UT,20.0,Sayyzsiwhxyjwzescaxunxnrlmqanuwwwbgyccrfbsmyslwuhwdgnwpmjzhxvjn,U,454152.0,Fayetteville,3.0,2.0,1633385.0,M,Ttrlljobmrkytizqcxrorjhojrlj,United States of America,1-060-152-9205,0.0,404.0
KBP11137,M,v,PHH,ID,85.0,WPVGKTQZVWSMBWHOZFTGYELNIFQGHYMTZNOPGVHFGQIKZCJOGXXCOTIPYZLKVMSTDERGQH,O,414089.0,London,4.0,,3995280.0,U,qnewwwgrnemmb,Canada,1-018-762-8415,1.0,554.0
YMB11138,,,Berkshire Hathaway,ND,17.0,SNBYDYPDGUECULXBAL,O,471238.0,Milwaukee,0.0,2.0,625139.0,D,ilwowazvzovams,United States of America,1-871-929-7228,3.0,807.0
Hph11139,,H,Mattel,WV,16.0,eahbnhvefxnethyxjjstnsbcfrkuzjeayiukhzlthhjlqylambqas,R,94103.0,Oxnard,5.0,8.0,2833410.0,M,Powikigpmzi,United States of America,1-276-126-1453,0.0,357.0
Uah11140,,y,Flowserve,Prince Edward Island,94.0,zntmmgbqjndpfwcausseebjzcukwtpcdmvddmgulzn,O,424349.0,Victoria,2.0,7.0,1656365.0,M,FBDXRBUFDSPTJWZXFDUXV,Canada,1-714-737-4687,0.0,577.0
QVG11141,,Q,ArvinMeritor,GA,85.0,Qvqkrfvmkxpnkljqmfdcjxskvoovvvpduwpzlxoonkj,O,433663.0,Warren,,10.0,2377665.0,M,Xdkwjrcdyfoc,United States of America,1-917-113-8529,,
MTX11142,f,,BlackRock,AZ,48.0,tlugnthmeqfqolgbxgkhcdxdwayqdawwhpeghfnrgemevoittfnssp,,233605.0,Cheyenne,5.0,0.0,1238464.0,U,HDPDDCLDYR,Canada,1-501-406-1681,0.0,639.0
Twp11143,F,,Emerson Electric,AL,26.0,yvyohumnpraajrw,R,227596.0,Sunnyvale,5.0,9.0,1627161.0,U,Gcnxgxcalifccznzdy,United States of America,1-605-487-8920,2.0,620.0
Rfj11144,F,,Aramark,CT,68.0,Civygzajrdlrh,R,8426.0,Eugene,4.0,4.0,52805.0,S,Iljbxhbziqlyxjufhtctkrugfqhhh,,1-469-765-2896,3.0,690.0
Sdl11145,,,Ashland,Alberta,66.0,YZQCSHASVPTTLLANODFZUDBFHHPWGJNCUV,O,493298.0,Salem,0.0,0.0,2942915.0,M,FQATEFAFUNBWXKOZRXKP,United States of America,1-032-636-1468,,375.0
Teo11146,,,3M,Ontario,5.0,Drfjctlnwxswlatzpeawkfgeikaatmmlhvkfjqxgelmrgfscbavbrkiygv,O,224667.0,Denver,0.0,9.0,99902.0,U,Avkhumpcbfbkhjeddcixqmhq,United States of America,1-953-691-9317,4.0,365.0
Nit11147,,,,OR,,xjvjbkppikwualixdlsyjidaubvadsipegcm,O,389774.0,St. Petersburg,5.0,10.0,347527.0,D,GCEUPTLOHVITYAWDLSZKJDYQTGN,United States of America,1-776-725-3446,3.0,321.0
Ffm11148,,,Shaw Group,AZ,78.0,HWGZYEHJDCGSIYRZMXYWXGFLVKXALQRROLRSVJFCWCUYNDAYEECADNBY,O,90681.0,Cheyenne,0.0,5.0,2938993.0,D,RYAPPBRM,Canada,1-292-318-0400,,737.0
XGA11149,,,Northrop Grumman,WA,88.0,YVTSUSZOFGVSAAUV,O,391271.0,Miami,2.0,1.0,3508797.0,,ubzaskifxaathvuv,Canada,1-723-289-3585,2.0,424.0
Rlp11150,,,Principal Financial,ND,21.0,HQORTUGTOWWONTGATLBROVLEULOHJWATNYCZXNHSKLTUYNNVDDTOGZAMIQZCHDVCBTZQ,O,326600.0,San Antonio,3.0,2.0,1753916.0,W,Olmscajwrpnfugz,United States of America,1-656-754-8115,0.0,558.0
Srh11151,,D,Atmos Energy,Ontario,94.0,Hysmlvhymupjnmxjbujqpwbvirdaoksnwhndeodjhjchmgkjtcjgegtjfsbqkielwdyxsmpbtftoau,O,300707.0,Waco,0.0,7.0,1126659.0,M,GPVWNUKAHTOIKUBFNJN,United States of America,1-258-946-1316,3.0,784.0
Gwi11152,,,SkyWest,NV,27.0,UXTACOQCHIVPLCDQCFPCLXZTDJUCCSXKNQXHZXPBZUMVMROGWMOV,O,4644.0,Arlington,2.0,1.0,2743465.0,M,Zdnjzosidvnaorrvjvezsww,United States of America,1-517-276-5758,4.0,685.0
vij11153,,,Cracker Barrel Old Country,OR,50.0,Mqxjqvdqdeemeusxbooquqzbymsfzikit,U,172476.0,Cheyenne,4.0,6.0,3074514.0,M,ndkgss,United States of America,1-549-697-9256,3.0,761.0
Zmd11154,F,J,Brightpoint,SC,53.0,Qozkpggevqihsrt,O,452117.0,Portland,0.0,0.0,3134876.0,W,Uwtffcptbiockkrdpxnqnx,United States of America,1-052-043-7511,4.0,506.0
Rqo11155,,,Health Net,NE,23.0,Xyponfnim,O,326880.0,Saint John,0.0,9.0,2214185.0,M,Skympmabeqlxpltlxrhvqfbggw,,1-131-650-8974,2.0,471.0
VEW11156,F,,W.R. Berkley,OH,27.0,Dfxzdbfscsjzqczzigjikg,R,419937.0,Burlington,3.0,2.0,3278947.0,U,Aowipvuskdtxkndv,United States of America,1-921-938-3921,5.0,816.0
