prospect_mddlntl,prospect_frstnm,prospect_g,prospect_ct,prospect_ntwrth,prospect_pstlcd,prospect_gndr,prospect_lstnm,prospect_mrtlstts,prospect_ddrssln1,prospect_nmbrcrs,prospect_nmbrcrdtcrds,prospect_mplr,prospect_nmbrchldrn,prospect_ncm,prospect_crdtrtng,prospect_ddrssln2,prospect_gncd,prospect_phn,prospect_stt,prospect_wnrrntflg,prospect_cntr
x,Rilxtejkuxl,98.0,Orange,598057.0,Wsmxsayflwns,m,Nqnzgya,,Vzqwlkajudiuhjvgjrhlxcakbucoonmtnqfkcaafwhffxgvtu,4.0,1.0,Wesco International,2.0,,771.0,IXMGGSQKNFWCCBOVXMICHVGTDZ,Nqn13432,1-703-607-6123,PA,U,United States of America
,SKDBLQUZDFYNK,54.0,Huntsville,3698115.0,Suzblnial,F,Kbkxvetzfadwebatigemaxqsdi,M,ZVKRCRIBRJOQUQPZCZMYOEWHIWQNBPND,1.0,6.0,United Technologies,1.0,147261.0,801.0,Vklpuogtzmktfetlwwgodmyk,Kbk13433,1-712-937-5358,British Columbia,O,United States of America
Q,KBYHBRZXNBVSIQQUEKEZDMQ,54.0,Alexandria,3967662.0,NIJTHUMEM,M,nxvenwawaqnqkkugfohrzhe,M,orjamuffjsberigbctzuepbtmhtosajzi,5.0,1.0,Hovnanian Enterprises,5.0,247255.0,445.0,Zjdbvfvujhpacivzwtjquzcwogkb,nxv13434,1-131-342-4998,CA,U,United States of America
,WKZXWAARXATTOIJPOLPYSJ,,Sterling Heights,301398.0,WMLNBTOOA,,QBZCVY,W,Vnmuvgoucceopopcjmfcakuhgfksksvempllbywoiiqmkcwnhqenccafmngzkcdgrfylyxqqwjyiaqh,3.0,9.0,URS,2.0,390143.0,518.0,Ctpcbblibhxhetdwhhhnxruiauoopltnej,QBZ13435,1-184-197-2194,TX,,Canada
,MYAJNTKGA,41.0,St. Petersburg,2637018.0,Bhkxnhj,,NYZJRYNTTKVULXLKLYR,U,Zajkqsjjfgdascjyuqcx,5.0,1.0,Landstar System,3.0,167512.0,349.0,OGUVLCSUQYRIEEGSKWBVVVMEJHDDXMBSZZZDLPERHGWAYMTSAVBLTJTUNDJPQVMJGSOOJ,NYZ13436,1-633-405-2644,AZ,U,United States of America
,Tehrlmsbinrcyuxjvufkeetifejc,10.0,Winnipeg,2295132.0,Fiynyliewa,,IPWSHJOCNBFGAGLEIITWECYXR,U,Drrfxhjkcjhjeagzhptczjlrxtghtpvgdluvljdmeqfrqqsimidyvtcsrfiafcwvji,5.0,7.0,Danaher,0.0,334967.0,473.0,UCJKRRFPVTLEQNYUBJCFMLTNUE,IPW13437,1-342-711-3090,FL,R,United States of America
,zygjxvjpboazrihtcevhvgo,58.0,Vancouver,598436.0,Wkvjbknw,,Coedkbbchfejgjayxzsrvyerfu,S,Zysfkfvycclegmocqyfqprytbomxwom,5.0,9.0,Maxim Integrated Products,3.0,88882.0,507.0,Wrgizjiksjbksnazhwjohyhvcsucnsulxrmwltkveieaalvldqppbpp,Coe13438,1-320-699-7650,OR,O,United States of America
,hiacabdvyvtjyzpdacz,83.0,Cedar Rapids,3057888.0,axnqbea,f,aznyabjymtdyiz,M,Vgkcxnkorfwoofbtgcgiuqwxdpigmiucsveehoccnhmfb,4.0,3.0,Vornado Realty Trust,4.0,398372.0,479.0,Kqnwsdbtvjfbi,azn13439,1-462-078-1849,TN,O,
,Iqjvsyxqdopnhyawocixvroyvau,24.0,Plano,2289608.0,FKYDD,m,CMINTENTOLEJDU,M,BWLRXWDXMKKQKBCAXWKPRXWJHTQCFDUJHA,1.0,4.0,Mutual of America Life,0.0,408036.0,646.0,Scnsaxdcdxyhukqtargizctyvoqmamwvdmekmqlcogoqv,CMI13440,1-928-999-6405,MN,O,United States of America
,Kkitoreosoj,,Toledo,3970770.0,iwlaodxw,M,ncupvrchwdbgainzwanbglivzhd,,Kwvrsfgm,1.0,4.0,,3.0,468846.0,550.0,CUMCHCGGYMXOKONDSNJVFZVGRBPIUGZIIUXHBHRCIAVPD,ncu13441,1-510-554-3465,IN,O,United States of America
,FVSTS,32.0,Windsor,1511924.0,QSVCOEQZQDA,,Ivgzjpnfnt,M,raltrsglclkwafyffqrhjobtzowgwifefblcdytfjnltwoixtoswxatooahxehaqkrevans,2.0,10.0,Nucor,2.0,232318.0,631.0,JMBKGAEDZAVRKDGKXINOKAPSKFKOQDLKDGPQHFXWOIVTLSIEYAEYMU,Ivg13442,1-504-774-7073,CT,O,Canada
,Afththmvhtdgmfqouprimfffi,25.0,Biloxi,2906143.0,wplswe,M,SJJWKKGKZPWETULFUJXXULBRDECWUW,S,Sqmmxufctfwxflcozkisasouglilcbyexgfoyhagandrzsujbgxlnhszhjotnugecnkwdsulhvkg,2.0,8.0,HealthSouth,1.0,23408.0,833.0,ivgbdeofhtvnbmjozgjdeqtkrlj,SJJ13443,1-014-919-1324,UT,O,United States of America
F,npblyjlkwxj,32.0,Peoria,2327430.0,cycfngceol,,nglppljxomsfxgxstzrixrehhjccas,U,Jevxiyatkmcwoftuhkkhptsobztmbiozpgzwnuafmaaatkxdtzezusjzhalpmazkjhaggcxcebjwbbu,,9.0,A.O. Smith,2.0,377165.0,505.0,Ueeocpaxzkuylyqtlrpsevvbibsaotgfvsxculmqdbumaabi,ngl13444,1-705-544-0667,UT,O,United States of America
,EULRUKAZDBUNUXJCQMWINV,43.0,Huntington Beach,1557527.0,,,Bcmeefj,M,Cptkxrmgynmdyrybsrtnvariuedgfuiheqqjlgthheldarcdlrhri,1.0,0.0,Reliance Steel & Aluminum,,62663.0,543.0,UHOOIEOJXBMRPAOJBJLOKFMMMTDIBSWXEPYPQQPJJZAQCGPOLLGMPIJQDQVNOIHJVKJZSFHWMSBPU,Bcm13445,1-478-984-2218,NH,O,United States of America
D,Xjtoveddqkl,33.0,Tucson,222067.0,nilnirczrje,M,Ovdjhzjevtxhxh,M,Qhzseirejvtbewwathsjcvwlkcnhjmyviypwlrjfflshfbuotqvxggrgcfggdjmecsiqw,2.0,1.0,Pioneer Natural Resources,5.0,45422.0,394.0,Fesicgggxdzhhiwvcupjuezdawyynnuywypursfrnooyeasezrtx,Ovd13446,1-788-269-9102,MD,O,United States of America
,ytaxipffmhgrdhyobvga,5.0,Pasadena,2595162.0,hszvu,m,HIEUIAAYMEXBEKIWTSLOB,U,Avztdzqajarqaqogorwjotrfvcmdgzwlqwejdujdjprlobepuighifppjadbtaotqfwjwegsp,5.0,0.0,ITT,4.0,325513.0,615.0,saesneakdleikbusmmoozhpbuctrxkgtgt,HIE13447,1-374-484-1176,TN,O,Canada
,qfngmmqoazxzkrqpgimqbvxxtumnc,70.0,Bismarck,1158457.0,FVCXHPAI,,Rhdfa,S,Zcydmwytilswludtjtnzfvcoemtakptccgxohhtxebumhisqdybzkovgytyrmkfmwdpn,5.0,5.0,Markel,5.0,123854.0,,Ptqrlailsdtjtygbhuseebcxeyfmttuafcfweyrqhqdbv,Rhd13448,1-002-355-1726,WV,O,United States of America
o,yqkcbrukdklwdeka,36.0,Mobile,1563046.0,TAKSF,,Vcxljuwzgrhfdisuonmlvpino,M,xvgbhzqzbjgheecfw,3.0,8.0,Autodesk,1.0,30507.0,498.0,zcjafzrbyhpayhaylgypwadicicnrfsovgksdebnudcoqylxz,Vcx13449,1-318-816-6959,British Columbia,O,United States of America
M,vlfafgxuibycv,76.0,Provo,3920394.0,Odpdr,M,PIIWHOUU,S,Lojbegbklyiyptobkyqusquhrpvmqowqiyvlaheotmomwqgiydmbtdoerqkdzwkaeevtqc,5.0,,Sanmina-SCI,1.0,240713.0,457.0,Iapwqqdzapq,PII13450,1-542-369-7662,AR,O,Canada
,Nkqoaundbgdmnglgmbvrtn,67.0,Stockton,454249.0,pwdevenldzlm,m,Ddmqvvmiauklwdwrhiegcjlbd,M,Ettbreerdmyytsmubqbadtivpvdhocu,2.0,10.0,Lam Research,1.0,,543.0,Avbkdaeafgnvcvsydlwgivlzbuptjtgjkqvcmpejaodkrekxnsdpwzvbbhvnaaynjmatijx,Ddm13451,1-688-437-0856,PA,O,United States of America
,HRKZECYHIFIFQFKMJNBS,88.0,Sunnyvale,663834.0,Tzxqqkktgevs,,hchgjtkhmeqadbhx,,Mvljrtwlllfajfndegvdvfzcods,1.0,2.0,,4.0,230870.0,685.0,,hch13452,1-385-994-7972,ND,R,United States of America
R,Ihqoqvitrcvsohh,95.0,Amarillo,416618.0,LFITTBW,m,JRKTUDOPXCZUUIHDAMDDPSK,S,,0.0,2.0,Enersys,0.0,87590.0,453.0,Ohpxcqtiluxcyjouscdasurgxblwclylhiqciecsbumpplomgmackvkwlsmniqfexqzolwrlpan,JRK13453,1-358-691-6605,PA,O,United States of America
,Wrayfnsnui,22.0,Columbus,663678.0,ROGPW,,fjhhsa,W,Fcnirnkfblcxkxzrjbjvzgsiwfflm,4.0,4.0,Unified Grocers,,423148.0,571.0,Zdezocstixxswfqhgqwbianpgtwdobatppjhkqfnozkidwlcltqkvii,fjh13454,1-173-080-2680,NH,R,United States of America
g,Xabnbynxninbx,85.0,London,815814.0,Ttdurdlplcd,f,Pddadbeckwmrlqdhahsgwzbqquxu,M,Ncejmxwsmjdwtgghtwuduthvxftewjwwdyurkberayyplspoichdqofxmilfhcmrm,4.0,9.0,Warner Music Group,3.0,245484.0,833.0,Idbglonzmxevrexnxccrgjxvlsrlsxtymcnz,Pdd13455,1-842-716-1253,MA,O,United States of America
,Gobytalulvhubhwzgrotcwmd,53.0,Los Angeles,1728168.0,jvqmw,,Ubmjilzq,M,rqcoipinaezcmsfrrieqxebvvaojt,1.0,8.0,Cephalon,1.0,362660.0,722.0,seqamuapqhpfkbpdysceaxabrrnybpoyijkxqjowhfflujkvcaydsacj,Ubm13456,1-740-513-2725,AL,O,United States of America
,lelfzfqkscndumrrhjcxs,10.0,Mobile,52670.0,ndpah,f,jvktenfn,M,Rcdmzdjbsfdfjoryqbodffqsddpxj,0.0,2.0,Kansas City Southern,,456181.0,687.0,,jvk13457,1-433-707-3224,MN,R,Canada
A,NROVRUOPGMHJYMKHDWEJTNAEUN,16.0,St. Catharines,3263655.0,ZZNJDGYIKD,,Ugpfzbohxhjqlvxhaphnqmusd,M,CUNNFGQFACBJAPMKJCSNZNWZTOEEVJINBWTELNWJKHMIHQPEVIODPKTXLWDUFVHXTLJPWWEAOB,5.0,7.0,Hexion Specialty Chemicals,0.0,427837.0,690.0,TWNTMXAELZQUOCQGWJHBAOCITKEDDXNXGTVUDVRVXIKDEHBXPIJHESPQPOKKZMLCAP,Ugp13458,1-242-204-6374,DC,R,Canada
,Clzfkihugzfdldmqvvixnpdbhnjt,,Hilo,508888.0,Xmttgwxwb,m,Ivtuyvtpehfocquyumpgo,M,Wptsktkfkeamyxalwiphjpuyhtpvaoraaywlrxnrwprdoxwbirwwcnetxbxrynmz,5.0,2.0,SanDisk,1.0,142920.0,647.0,CWGYUZXEHSOWLXRWKYPBPYSKUMRQOSFAMVFDSLJFBQLSIXRO,Ivt13459,1-015-160-5580,MS,O,United States of America
c,Hmbxxtznfjdvub,22.0,Columbia,280461.0,Vlkzphdxyec,F,APEXRFQQF,M,AYABPVBGNAOYZLJLGIEQDGENEWFULOVOWSCXLWLNBDLOGKNHJWWLGWONXWKKQDZJUMWPBMEIAOM,5.0,2.0,Sealed Air,1.0,94906.0,548.0,XQATJAYANKZECDDIQSNOANGWWRCUYKTDPCVZBIGDPSRHTWXGASJUMDBXHUC,APE13460,1-704-943-0689,KS,O,Canada
F,Jwkecsskyytzbxeojmuefcdvcm,57.0,Hayward,1265398.0,Fvweshcwpxxk,,Otidgfoorutmwrlbmshahjontyod,S,luvsbmegaaqmywpjdjhhczuvukcpgtrneiuhonivitn,1.0,7.0,Office Depot,3.0,304697.0,849.0,TTIONHOGYOWFUMDBXGVCTNPZTXXGBOABMGIKTZUVDWRKZKHKRLYTETVDYS,Oti13461,1-556-434-4034,HI,R,United States of America
O,KGZGKCXMDQVJAZUECYZPSU,10.0,Hialeah,3820275.0,Ffegtheqbp,m,EOTAGKXQGHRTGMZNTCY,M,zibxqfmsisiyebvtrutfcoybfyqcjtxedjeqtnmwa,1.0,4.0,Questar,4.0,116852.0,,rtmokkglksmppmaxrozeckccobjgpfsxndfyrqzojhguhptdedppwfavafmwomdhaq,EOT13462,1-837-151-9912,ND,R,United States of America
N,qjydtbrmytzdxdk,32.0,Overland Park,1873597.0,uizvyewnejs,f,Rvlcyoyya,M,nxedtrjignhvdshcidho,0.0,1.0,Levi Strauss,4.0,239502.0,778.0,bonwurclgcqecqweixwwmuupgnqgfebkpgpbqhjpcisrdys,Rvl13463,1-149-598-8491,NY,R,United States of America
,SEOEUQJHWJKUMCONIGTQKQRJONBHV,54.0,Paterson,575291.0,fwkochmo,f,AHGPCY,M,Fmscgjygbqrlrtecziesdycdcdgsqgatidnprbwzeagfeykxjfxzeijktuu,1.0,2.0,Chesapeake Energy,4.0,219726.0,359.0,acdexsbrvjxrlcfdsteoeanbly,AHG13464,1-036-971-0352,AK,O,United States of America
,sgogylovirgbxqoqbwjxy,70.0,Rockford,3767157.0,shervv,m,OOXJUCGVHDUQRVQ,,Ywefvlylgucwebfvfqzsipspahnewbrxdidtoxgkynswxgjrbowzyqclytngqgndhgktfdnychlycbg,5.0,7.0,Starbucks,1.0,262854.0,591.0,HYELVSAFTBVDXEZUMRJIRWCQOFDVIGEYXJZKWUFFORKDUFBQY,OOX13465,1-697-829-7072,CO,O,United States of America
,Oxegmyjchdxl,71.0,Lubbock,538962.0,,f,SSUHTUHREECIVCVOIJNAMIPWZGPZM,M,WEEJFNXTVJETCTVWPARWBIFFCMQFPGAEBIKTOBGUMWHXFTKOJIRJBHHTWEXBTGFRVSU,1.0,4.0,Xerox,2.0,459503.0,,,SSU13466,1-216-988-5304,NV,O,Canada
,UVHAAAWBRANI,75.0,Palmdale,1961830.0,,,bidlggpdse,D,Evvgqdqlvmdyejrflnwksgiogmc,4.0,9.0,Textron,0.0,462105.0,458.0,SXZTCDGBCIFFRTHVFWWWCJSWXFLMVCKEKWZSCVTKKBCNDMWOYXCBQN,bid13467,1-256-106-4282,TX,O,United States of America
,Gyryyzohlhftzupyejyhd,53.0,Salem,2415608.0,RZQZSOW,,Wnmifqajhorbgbrkbjrvitamd,M,MVYCOBWWLUYNNHISTCBNVFKCZWDUNXRFCKMDIEFJ,4.0,2.0,,0.0,198464.0,301.0,Omdijmkggcgyyjxaojizvdrrapiganfercrqagbpnvvssqrbmfnvhcwfeg,Wnm13468,1-096-718-5768,Alberta,O,United States of America
H,yfndubpiqtgnyygxgih,9.0,Peoria,3943144.0,VFIGH,,Xtfkjg,S,fseokrxaudfbitpgrfplvpehacxaytuktfucscoccquainxtrpqkktajfgybnbnjtxpgspiimoclaru,0.0,0.0,National Fuel Gas,0.0,,655.0,Xeckuetdcbnzdell,Xtf13469,1-722-764-8131,CA,U,United States of America
J,vwaxixokoyogd,63.0,Colorado Springs,737530.0,DUUAKXTSJXXT,f,KICSFLWEJUOVPLUZ,M,FXEYMDDOJDIHEVKKSICEPRQMIKXAWEAYMONEWLMHZLJYPAXKDMRKABEPABISAOHDQYHNZUG,4.0,4.0,Express Scripts,5.0,106151.0,525.0,ikhmkdvjrwgksnyfkwwfajchptaxiljulsffiyswlvvgwgcjowl,KIC13470,1-424-631-4720,GA,O,United States of America
d,OJMVCVDANIEQRAVKZKQIEJ,69.0,New Haven,1998384.0,QLUCWCKGOIJ,f,Jexeyuurmblwciiy,D,WXEJZIIDOWDOMHXLFWSGFBDAZITPOSHOUMGLKNFBGBPWWR,0.0,,Fidelity National Information,2.0,328781.0,606.0,hupiquikinvsrmgjngyjvjnqmajlxpkthpygoqhqiccvxuqtbetwxznrrbujkjojxpgmhi,Jex13471,1-267-551-2342,ID,O,United States of America
n,Umnzjlbfbqyqqhfosapclsmfax,97.0,Alexandria,,GSGHOJSP,,yfzslslqjljliieouudspx,W,EEBYAWKQKD,0.0,4.0,J.P. Morgan Chase & Co.,0.0,956.0,772.0,Etrxcgyvoxgydfvprrltpvqoibnxh,yfz13472,1-847-816-0514,ID,O,
,Kjblmsx,23.0,Boston,1334410.0,Xkinwjceqm,f,UKPVIZDGEVBDKMSAD,S,ZYEZIAWPLGPPXDQNTPAJNWRJWXKJXRUSEQFDKFEJJTIHVKQHSJBTTHGCPQS,3.0,9.0,Brink's,3.0,133028.0,776.0,XJGFSJMYNQWETSDHHLVULYSGGDSWFYMVFXFGCFGRIGKSNEKGVQTLDENPMBIJGWN,UKP13473,,AK,O,United States of America
c,JBRAEFLCHGS,81.0,Toledo,3738739.0,Ktvitaiul,,Rqaxowfkgtbps,S,Hbybvrjpeedxc,3.0,2.0,Lender Processing Services,4.0,123423.0,655.0,NIXITKGXMYPXPAAXRRQCUPVSAQZOCH,Rqa13474,1-111-736-2325,IN,O,United States of America
,suazpjqdav,95.0,Fayetteville,3352677.0,NGIWK,M,SVCDYUP,U,xjpnhnjgyhmxnxenhudegmlcvfct,,5.0,Mercury General,1.0,244414.0,811.0,bthhrimsiuvaymktfdvwgvivcsknpxawhhjxrmahdurcznhnxqtnkfekyoyaksffxchxveltys,SVC13475,1-473-506-3410,NV,O,
,Kdwml,73.0,Gary,2588787.0,Qpkzpdpuzjfm,,Jrktrpahfgopgmkhrspjrsj,W,Xlzcpwbhlcxugrkb,4.0,,Marsh & McLennan,2.0,182062.0,315.0,Lhimhslrcoulaagnwciebdueyrbioftsniwsopamyjujvycikevzsbbtpraltnfw,Jrk13476,1-544-797-1619,ND,O,
K,Oldiwarljduiykmxpzko,42.0,Los Angeles,1057130.0,EPAAC,,fdumuaqmqoclpd,S,QKSRREWKNODZXWWQELQVCTQOJXCQWNHXBGKSPIHISZDWHQCUCCCD,4.0,8.0,Marathon Oil,5.0,478801.0,487.0,FZVSTCKAQKYZWNHZMUZLCVWDIEMGVZZYRCMMEHNTIT,fdu13477,1-689-680-0006,ME,O,
,Endqpbuanbyzzobifinuwcwyx,59.0,Raleigh,2378969.0,zwwme,F,EZURNGUKQRVSMEEQHJO,S,LPCCBLWEQNMLMSO,3.0,3.0,PC Connection,,376367.0,777.0,Shbtnzzrxxuygxlnejcenzzmfkkfhqxcsjaeagamldpsxcj,EZU13478,1-162-496-2739,CO,O,United States of America
k,Goixqdev,93.0,Garland,1829485.0,Xxwvjffwmejx,F,Jbdnsqjgkovqhggedppprp,U,,4.0,5.0,Marsh & McLennan,3.0,63705.0,439.0,gsfxxiafpanbdrsvzmnjgduzxiadkrfksmgwrtmbjaukpkfeewvpkxdvgouxjesqbdtqtmvqipzmpel,Jbd13479,1-486-955-5715,MN,R,United States of America
D,Khthcjdatszrdyjfmjamxnpubiudu,5.0,Chicago,739478.0,Bkmkoursg,m,QJBNAOKQYFCKBQPCTSNNOSQBKXMU,U,Ojugshxfbunbpuqgykrurlfcylbrgqrfmksgrwruckcrwpnjqbysrllivslyiaobwkpupovrvlsreuqc,1.0,7.0,Delta Air Lines,2.0,170476.0,576.0,dlsmvmueuzkfxprhhttd,QJB13480,1-494-238-6555,NJ,R,United States of America
s,Vdkcmodoxjrn,56.0,Billings,891465.0,WHJIXDVVVS,M,Uujrcemf,S,Tmfigelrrvnmfsekrsznwbk,2.0,5.0,Bemis,0.0,71613.0,599.0,Nehfzgiugqnkrrckoiuojwuoarbqcxbcqpfvsqttetjpstqdhtyvpkfyccw,Uuj13481,1-586-441-2602,AK,O,United States of America
Z,NHHBHUJKC,76.0,Lincoln,166571.0,VODCRWFG,f,Gsplxkqctylpylolslm,M,Qktmsquwhpmefx,4.0,2.0,Sanmina-SCI,1.0,246457.0,837.0,Tdcoqghrerqvvtrwivcirdvmoqph,Gsp13482,1-733-849-4403,NC,U,
,Taqxqwgxksryxrssr,51.0,St. Petersburg,2872636.0,Qolecjav,F,qhppllixlwtcpoooauyicjhed,D,Jcsudnvqpznkwwoswtspzavqfejivteouafbvixwhzcuasidgiftidofpyanxztpyxotdqacuqtilmg,2.0,8.0,Goodyear Tire & Rubber,2.0,138594.0,680.0,Zjmzctuaezjoqgtimeugfdvakvwcncbhzwevlhohyeigurazdtehxmay,qhp13483,1-979-182-6216,CO,O,Canada
,wiywwqullsgsmtaiailoyffqldt,72.0,Lewiston,2567551.0,NKOVUZQVYR,m,fjjsgaldcctjddxdh,S,rnbtiefzkswsxompkqjpyrbvgwydehwdzdevgcyrkbdmjlxrtuxlkqzaag,0.0,8.0,International Paper,1.0,55141.0,362.0,Bwwnflcpdsyopeiswflqindifzpxslq,fjj13484,1-711-798-9515,MO,R,
m,Xnpcisnqwxzmw,13.0,Halifax,2602632.0,,,Celzxcyrjih,U,FQUPDFVFSCXHMJORATTJEYYHEELRFBXKRBWYGTDZNPAMPPL,0.0,7.0,Eastman Kodak,0.0,157678.0,471.0,ghpdrybrtukksnzjgtatgyvinffdihaieopxmintvygrijgyaeheyvvjyjqijycmewelvzfy,Cel13485,1-202-123-1049,IN,U,United States of America
t,Pjixvuomg,25.0,Las Cruces,1070957.0,ideskroh,F,Yarnjefbkcdplvdocpjznriemhb,M,xocvoclnbslivwxfvdjzcuqhqhllmhqaugmtc,4.0,0.0,FMC Technologies,4.0,412324.0,749.0,zplhzyjc,Yar13486,1-483-768-4607,Quebec,R,
t,Axoehzmnxqxzyc,32.0,Albuquerque,3918351.0,Huhah,m,FVDFPQVWGACP,M,Xawmcbqqcqbroqsyfffxnfreihstlvgodsjavbelywjloci,3.0,5.0,Analog Devices,0.0,37291.0,,ghojeblmgvfctpyzdthomw,FVD13487,1-633-034-0817,TX,O,United States of America
,Btvvyvjjlcmwwkcgwmhbfrxkzkddwi,,Gary,2864164.0,nyzcglcbnylm,f,dssbv,W,,1.0,6.0,Hawaiian Electric Industries,4.0,128730.0,586.0,,dss13488,1-704-905-3378,KY,U,United States of America
,Pvtdgzmiv,56.0,Jacksonville,1929674.0,Pxndh,,wqvdctnqejjbpxquuhixej,W,PKSYCQOZW,4.0,1.0,Bemis,2.0,370457.0,619.0,Vswhwnsfjipnibevwrotryrmpywenqktfxyqhuznpcvjuktswxirqtzjekhujudxhu,wqv13489,1-396-986-1220,RI,R,Canada
O,Vojyryeoilnmqtoooakwpcxchtwgt,68.0,Kitchener,1389537.0,Feggudp,M,Aaxadshdseyqrexilr,M,QLYRRXWFPZSLJOBQEYZOURHNCUEJWGPWGZCYEHBJLM,4.0,7.0,Pool,4.0,,498.0,Erwzfsfljjehglsjlecvwmohvxudveasshesbhadiocsrotxyxweikqlftmwstvjkixpltjyhgiqpj,Aax13490,1-807-531-0442,Prince Edward Island,R,Canada
,ubqrtk,37.0,Rancho Cucamonga,2921462.0,bwfttqhb,,Hydwosczbhvrsquaauzfxqshbasmyk,S,EYIKLYUXLXWDWCANYGTKJFEQIKQBRCCUAPGRRXHOQOUAHZHSGIQGDLDDDKEFYN,2.0,9.0,American National Insurance,2.0,74242.0,651.0,SROWS,Hyd13491,1-802-942-1152,AZ,O,United States of America
b,Qkkbxgirsq,96.0,Missoula,2908407.0,cxeidb,F,Nwmvvkmvcvzotok,U,ncsyopzkrhnktoxoyldnmt,2.0,6.0,Ametek,2.0,179487.0,484.0,Uewzmwkbtkuocpfpadmkcouavrbwutcowvw,Nwm13492,1-680-129-8685,OR,O,Canada
g,NVOBJM,85.0,Modesto,1406827.0,Acqdijhcv,,Mpybauxvuwhwooakmmmfgmafvie,M,Shrbtxeaxqnjtzqcpiejksnblnldjdwfqokktsvnnysgexltfevbmpyxvtqaxaetambdmwvmaz,3.0,,Bob Evans Farms,4.0,244651.0,,Jpltlfcqzwshxdpnmemuqkwuixdhnikupmtodjvwrcwpmeujmtalpjbvqqzglxarcogvvouedc,Mpy13493,1-572-232-4927,VT,R,Canada
,Dgvsaozaaqdqhoihlfjou,60.0,North Las Vegas,,JZPUTM,m,Ctvfh,,uvqyowugmraiufinppvzofmplaynaakbtmzzfqrlcetooxfmpgmvlzctnixxxxa,5.0,6.0,Carpenter Technology,3.0,100346.0,841.0,Zlzekejycvy,Ctv13494,1-056-861-0811,VT,R,Canada
E,jxtuqxwtiq,96.0,Coral Springs,1518821.0,LBHOPALEFY,,SZNSUKZYNAWMGGUZPX,D,Fxaeghvdomawcvvfeekyonucptbegzmozxobdjfwsolkfbigoafike,0.0,10.0,Watson Wyatt Worldwide,3.0,491593.0,319.0,AHCJTABBQNQFMBJZPAJQXYAVINLXNFKNWRSWLRRTKVMCKTFVJELBJVKMPI,SZN13495,1-042-100-4933,Newfoundland,O,United States of America
c,EMTBEJXRJWPFNGRCEVNFHLCHN,65.0,Cheyenne,,plcqfspxjs,m,Jiztrc,S,Wtalksicvvautsrgtegbmniiiwimnte,0.0,6.0,Abbott Laboratories,5.0,380249.0,718.0,Acsjtopljgalnvunddclowxmrfsysxpbwizxmu,Jiz13496,1-125-604-4438,Alberta,O,United States of America
H,Gqhgpicweeruclshg,0.0,Lubbock,1650458.0,vfmezgb,f,DLTQTYMWLRFI,S,Eamsoinjwbvyjweahyajlmrbzzfgjfkeomwvmsjbelpbiqf,3.0,7.0,Emerson Electric,5.0,187814.0,506.0,WLLUNVJZMPQSYT,DLT13497,1-941-703-3634,Newfoundland,O,United States of America
,UAKGHCFFKLGFQVUUEDVOCYQQOXJFZ,97.0,Las Cruces,707359.0,ASWVZB,,kikcmvjew,S,WPKLBUTQNQBS,4.0,5.0,Host Hotels & Resorts,0.0,74208.0,833.0,pvjuqmjcnlengbicvuygkukbwhkrdoogisod,kik13498,1-628-769-0512,TN,O,Canada
b,Ofdrgysgb,61.0,Kitchener,1761663.0,Njvwqm,,Ttktfuildblyxzc,D,Rajthwqcivphfsjacdrlgiadgjjl,1.0,2.0,Northeast Utilities,4.0,118005.0,,dlxuspxcxbkwtscemdohofx,Ttk13499,1-745-587-8470,WY,O,United States of America
F,jlnrpnxxqayzobfw,58.0,Madison,3543735.0,vxrcrftpjvkp,,lsmnphahoubidmgczfw,W,Bfbwoomkrzkududbpspjlruborxkaqbedcequdvuerlq,4.0,2.0,Dillard's,1.0,191030.0,766.0,wmbtg,lsm13500,1-394-919-0688,OR,O,United States of America
K,FNQEXZCLGZYDEPDRVFVJSTTQPDPQG,7.0,Iqaluit,3895099.0,Qfshbkl,f,Lxdctcnplohusgddkmvswdmyaod,S,Clsqwhftjjadxitrpciwqjrbvbeiuiizwpcodizfdwfwwsvbksfakwfzjfztys,1.0,1.0,Pilgrim's Pride,4.0,58702.0,844.0,Xquruioalwchwrggeayzdegratrtfoob,Lxd13501,1-522-103-3086,SD,O,Canada
J,TGAEWBOTAFFGEFHPQFPVSB,73.0,Lowell,845840.0,IYRRRHADAHEG,,OCNRFIWRDOON,M,Cmcmqazvwaufgvy,4.0,4.0,Comcast,5.0,4782.0,320.0,lwhcxipfftfqxbxuppqnkudzudooxfisvsshriipovd,OCN13502,1-178-650-8044,CO,O,Canada
t,ZWRSEQJHAFDFYQQARLFGECFEGCSCAF,18.0,Fort Worth,1872635.0,Eijmyni,,WBVFRJHHMH,U,Eurtfneelbftpcqsiclgqrggfirdrmajowycrzmlntlpyggwuhmelyzkphbbqzrzgylhrhycrzbjlfha,5.0,3.0,Procter & Gamble,1.0,351608.0,485.0,Gnkgohnilgrcwdfmlruwpxwjgpeiptkxwmat,WBV13503,,OR,O,
v,IEOPBLLNIRIRLLNCQAD,83.0,Sterling Heights,1884289.0,cqifznhdhv,M,nydbjbkjixh,S,Bvqroumjgiapzyharllligxicatvskm,1.0,7.0,Brown-Forman,1.0,51088.0,745.0,Znhpgkolksvnbvtajnrhaofamzntqyihsqukexjtxjdwpqhoplnxtec,nyd13504,1-083-498-3822,Manitoba,O,United States of America
