AgID,OwORFl,LaNa,Ci,CreRa,Inc,MiInit,Empl,Ph,A,Cou,AddLi1,NumChi,PosC,NumCreCar,Sta,NuC,MaSt,NeWor
OMN13273,O,OMNUDOWKKKSOVGXTZN,Manchester,765.0,91185.0,,Dover,1-679-489-9725,82.0,Canada,Wvriudvijyhgcakjyumhmdjjowm,,ymvix,1.0,CO,4.0,M,445239.0
KGW13274,R,KGWNFVBKVKRILAFDGASFCQXJDAP,Birmingham,787.0,480642.0,,Varian Medical Systems,1-364-266-8678,45.0,United States of America,VVRNYFQODNXSN,0.0,fxyetv,10.0,British Columbia,5.0,M,2580124.0
ETJ13275,O,ETJYNUIWJNIITKVUZLTJHVAVHVBAVB,Lubbock,399.0,338137.0,,Campbell Soup,1-680-779-3336,96.0,United States of America,Xdnnwjuapyllljqzsfzhwvwpngrbhffausacwoepjmxlxwivfuompuybauz,3.0,ycecl,1.0,VT,2.0,S,484634.0
odf13276,O,odfgygnohhufopdzhfwxdayka,Fort Collins,436.0,151581.0,K,United Stationers,1-629-190-3998,50.0,Canada,Yngmrpjurfcvjhjtyruydagymrfnkknfgcfabp,1.0,Nusabxe,10.0,TN,1.0,W,3644428.0
FJJ13277,O,FJJESBSIEQT,Anchorage,769.0,216513.0,X,,1-333-190-4296,7.0,Canada,LURSEVMDXREGMVCBAPNTNVCOSDTJOHCDJXVBZJZ,1.0,qnhkhbnconz,10.0,VA,1.0,W,382858.0
Gry13278,R,Grywfjcjknfhslkt,Boston,719.0,316902.0,,Bed Bath & Beyond,1-601-449-9825,68.0,Canada,Jfawkeeswa,4.0,JRXXARORTL,6.0,NE,,U,3994265.0
Htg13279,O,Htggjocfimxmmfobxadwwfja,Long Beach,340.0,249323.0,V,Dole Food,1-802-639-5897,31.0,United States of America,Koeonnffouvghfgbtkugsnj,5.0,hefghnmso,2.0,WY,5.0,M,2294561.0
Nck13280,O,Nckixbtfccwdqloeptpuep,Stamford,696.0,180897.0,M,MGIC Investment,1-386-695-2443,67.0,United States of America,Iunpumjyfewxssizu,2.0,NAKQC,5.0,VT,3.0,M,3736725.0
Ulu13281,O,Uluntczdvgnwm,Garden Grove,429.0,64683.0,,UGI,1-133-344-0698,78.0,Canada,Xzcoyiqtjpphosaicrbbwwuvdscu,4.0,Tppopzjbbkpm,6.0,FL,2.0,U,1373134.0
ZMH13282,U,ZMHZQVXUQYSNYPIVVXDTCOVIPDHAJ,Flint,502.0,116935.0,S,Packaging Corp. of America,1-648-894-4848,61.0,Canada,Oqfnkuywnqkjskkeoinnlupktcuugllarlqunvqbfmnnccuxixjdnoxtux,3.0,Ltmtuo,7.0,RI,5.0,S,2622298.0
eso13283,R,esoarvks,Richmond,849.0,84676.0,,Dominion Resources,1-350-570-6771,81.0,United States of America,Bxwhqdksc,2.0,Rtxbz,5.0,CA,1.0,W,197048.0
Uvw13284,O,Uvwivesoxhdqcsmaqaxyc,Independence,,22879.0,Q,State Farm Insurance Cos.,1-796-938-9443,4.0,United States of America,vwrmgjrdsrjcrnudxxspjmhxvvqqpsxffkburraqsnkey,4.0,Qoqbrkwrj,1.0,TN,5.0,U,769987.0
ejn13285,R,ejnawdtboaajgqngttxzh,Halifax,827.0,6876.0,,CarMax,1-945-448-9130,20.0,United States of America,NKCHUZVBLQMGSSQPQEECMGETCCJOXHAMDZNWHERZDPKPULCPMPXZDZXPCKOVYNIY,3.0,Xlxle,0.0,Newfoundland,2.0,M,2263759.0
abg13286,R,abgbimyccytmfvhef,Lancaster,377.0,423844.0,,Allergan,1-652-817-1263,68.0,United States of America,xtoxzfpfdahjuoxhftdyeeicqxpdwudsmmj,0.0,Tadzvdwmk,3.0,NM,5.0,W,1149508.0
PPL13287,R,PPLTPYIMKVHZTRSONSOICMV,Burlington,428.0,52513.0,y,Vectren,1-287-586-7650,,United States of America,jsepghkxpbikmt,0.0,ocngwjx,5.0,DC,4.0,M,
Jiu13288,R,Jiuew,Torrance,326.0,34540.0,P,Analog Devices,1-718-238-7850,32.0,United States of America,Phykwcqzfxclpualudqaogwuxwslnbykwgzewpjthkiivqmdskunnruimlsdyj,1.0,swgmcuxdux,6.0,Prince Edward Island,4.0,M,2142179.0
Ims13289,O,Imskilwbysuyrjhwtaurmm,Portland,,173732.0,,CommScope,1-766-959-6159,25.0,United States of America,Xhxzkhkxglgziupspkofwndxdbmthquxcfovx,5.0,EGYAHVCH,8.0,LA,1.0,,3456095.0
kxr13290,O,kxrmrctlrwohexobkcomup,Orlando,789.0,248640.0,,Express Scripts,1-446-952-6459,56.0,United States of America,ZZJGCEFVTHFGNFCEQUGXVRRTQQMKHXSJNXQDGGSZNHXBQQWXQCFUNGF,4.0,FLTBWUK,3.0,CA,3.0,M,1797369.0
Jpv13291,O,Jpvgjcfkkjedzfktntzoktiw,Beaumont,700.0,439264.0,,MEMC Electronic Materials,1-327-961-7228,90.0,Canada,FWCQFPOMOHVNCFBGFDRBWADJXJWKKPCGSQKTVGKXATKRHKEPQXHRGAINBWG,1.0,Dgksmvlbaq,7.0,LA,5.0,S,236958.0
AUV13292,O,AUVXBVQNFBBWWKEIVGCHG,Lancaster,460.0,338039.0,,Las Vegas Sands,1-909-462-1614,18.0,United States of America,cdciiormdlhrqivygsqfuhdwdtqxoexgqvowmzdgviggscrkwccyvxptvdozgumfgoncxcedewyua,5.0,,1.0,NY,1.0,S,2916599.0
lip13293,O,lipbleqkcaqilgjpurryzabkz,Nashville,441.0,138898.0,,Regal-Beloit,1-088-568-0253,49.0,United States of America,quxoxxtmgzbnmrsaulfyenqbjd,4.0,Vdkouhul,10.0,UT,2.0,M,830045.0
Nfo13294,R,Nfomnrpywektufycjs,Charleston,542.0,465718.0,,Murphy Oil,1-900-597-3379,55.0,United States of America,igqizsglieckfolqhermjtdnqvsxocpyinjpmmjoyimeadoprrvpqlziaaeimakbfyzpgjceqhjkodf,4.0,gecgtfvxouab,4.0,MO,5.0,M,3260198.0
Wsz13295,O,Wszigvwkfsyt,Provo,736.0,208991.0,,SunGard Data Systems,1-881-385-6273,43.0,United States of America,Wskwbvkixqywnulhwuuiouornbespqyuzgtbvpkqnryeqxxvetubuxyvjnumgmsmuryxewhdxrjdou,4.0,Kmlvthsl,1.0,WI,,M,2286681.0
qbc13296,O,qbcgtarhyfwwwmvfn,Bridgeport,451.0,237244.0,R,Energy Transfer Equity,1-605-435-3346,95.0,Canada,nsgqbcxmdvavuntxirwzvqlyqnjifebafrqelcxwdvpxjcaozuvzum,4.0,Emdktxpin,3.0,NJ,3.0,S,2416195.0
HWJ13297,O,HWJYZUXJLMVHUY,Charleston,620.0,101559.0,s,Torchmark,1-458-069-0788,39.0,United States of America,KNXFCPZACRXEOMZMVVHZMOGSQIFETZMTDQBSPALTSZKVV,5.0,Rqcazinms,,NC,0.0,M,1506478.0
ggf13298,U,ggfljpdptcptignjaxqya,Syracuse,327.0,55791.0,p,3M,1-464-238-0810,46.0,United States of America,,2.0,Brgxxpackcr,10.0,Saskatchewan,3.0,S,3328580.0
dvs13299,R,dvsti,El Monte,744.0,293690.0,g,DTE Energy,1-081-162-4468,98.0,United States of America,OSASJKIAXOGOXAVVVVECPPDMOWUAZGWWOBTADYTCNAHNFLBXQDUWTHAGKAB,0.0,WKSDGYYN,7.0,VA,1.0,M,1482658.0
Mmk13300,O,Mmkruoaosytchvparck,Chesapeake,,338565.0,,HNI,1-911-389-2850,37.0,United States of America,PMLBAEEXJPBHTTHCMZVIPNTLDYKMHQHZ,1.0,RLAJNQM,10.0,WA,1.0,,1623391.0
Bpl13301,O,Bpljphrggidoo,Huntington,554.0,154961.0,,Legg Mason,1-794-660-0975,27.0,United States of America,caqhsqghpqsrxoivhuslikgynqeuihqbytvsexlkqgwkcrdgidqbcum,0.0,Qeeqxnxkk,10.0,VA,4.0,M,3810116.0
Izs13302,U,Izsbdjvcbejoqtdfyipetoqeed,Omaha,694.0,196527.0,D,Polaris Industries,1-224-122-8069,49.0,United States of America,dhjwxxsbsvvmhhglewwwntjiiffwysvrrsscov,0.0,Uflgkjhluhj,4.0,IL,2.0,M,3210053.0
Tpv13303,O,Tpvyfurwzqoplsymchnsztm,Fayetteville,507.0,315680.0,,BlackRock,1-516-909-3477,7.0,United States of America,NODLPZHVEUIADUKUXZRGIHMISMYWQ,5.0,Ytpnflkvyhr,4.0,IA,3.0,M,2685602.0
Qgq13304,O,Qgqacfcmjhaudgxwqiivhbrjz,London,809.0,415427.0,R,Lubrizol,1-138-341-8864,83.0,United States of America,ICOBYWAUGJKRMZVQBLZFDP,5.0,xuzfyelrdtzq,2.0,MA,5.0,U,112786.0
Pir13305,U,Pirnd,West Valley,362.0,104727.0,,Asbury Automotive Group,1-570-136-0551,85.0,United States of America,FGDABTKPRMHVMQEDPTZA,4.0,XDOAYETOUM,0.0,MO,4.0,D,3368397.0
Mmg13306,O,Mmgznzekjeebetihawhijggq,Rapid City,329.0,308515.0,,Sauer-Danfoss,1-066-670-5957,87.0,United States of America,,4.0,Ncrqhelezez,2.0,IN,5.0,M,46485.0
SZX13307,O,SZXMFDAIRXWVWVZESMSLLW,Biloxi,303.0,123475.0,,Ralcorp Holdings,1-808-944-2055,22.0,Canada,REEAYSXUHXRDPMQYIXUPQRMFUOGOREIC,5.0,mntonucdqjt,9.0,British Columbia,5.0,U,198873.0
hmd13308,R,hmdcaucdsafzgm,Charlottetown,656.0,103004.0,Z,Benchmark Electronics,1-589-355-0258,86.0,United States of America,EBSNXXBOVCTLKAWMHYIIQCRSPHCSOEKWAUOG,2.0,Ttyixxkfz,8.0,MD,3.0,U,3063829.0
Qjm13309,,Qjmmsxugrwqo,Jacksonville,710.0,267070.0,,PG&E Corp.,1-647-652-7574,46.0,Canada,Nvitrekpngdhsjfesxixfeizrmofpatyfvgcxihsrxijsewuz,2.0,Znlnlzxhh,4.0,FL,0.0,M,447917.0
Djl13310,R,Djlceiu,St. Johns,619.0,127017.0,,,1-526-427-3269,,United States of America,RTDGEEXXUZBPDFHVABKEOZWKBHWWFOIXIAMDLIQHIWGMINGWTBHXZNIQVSCDTSRUGGOABBPOPXQXT,2.0,kkavkdpxek,1.0,HI,3.0,U,2301005.0
nos13311,O,nosvswtloteuwqpftqfdv,Hilo,516.0,304221.0,,Casey's General Stores,1-330-614-1445,4.0,Canada,Ooeyopjxaiksqhjtrrfvlobtqirkgbfsrmvahghsala,2.0,TGKMRHT,8.0,WI,4.0,W,1261825.0
yse13312,O,ysezsasuxu,Ann Arbor,545.0,443773.0,,Safeway,1-760-007-7116,94.0,Canada,slfsindqxaycldhibqkpnmnxduwhncbaa,1.0,YCKJXU,1.0,WY,1.0,M,910255.0
Sbu13313,R,Sbuzxxvnt,Pembroke Pines,811.0,287856.0,J,Bon-Ton Stores,1-955-025-6844,68.0,Canada,Xujvegtpyhoaslhkxwasrnwnzoyaqr,5.0,PTHNF,0.0,OK,4.0,S,1821823.0
ytz13314,O,ytzvmwjfjxgpvks,Boston,,235513.0,O,GameStop,1-839-197-5686,84.0,United States of America,ZMARSSQPOXM,2.0,xregvkuvgje,,VT,4.0,M,2199015.0
Fce13315,O,Fcebdc,Palmdale,392.0,168446.0,,Cooper-Standard Holdings,1-423-036-6301,0.0,Canada,Ijsvbctldjgsvxhz,3.0,Bzxtukntjmuh,2.0,OK,2.0,S,3734037.0
Ynb13316,O,Ynbxvywuhgcunwdcegylutj,Torrance,379.0,158347.0,h,AmeriCredit,1-236-597-5459,3.0,United States of America,Lonkdbturiatgrvgekqnl,3.0,Easiqoozh,,GA,4.0,U,
zur13317,O,zurvujhqr,Richmond,432.0,252112.0,e,Black & Decker,1-248-353-0225,8.0,United States of America,Sfcizcekzhpkwcuqyuqfukkdxmnq,3.0,XTIAQE,4.0,UT,1.0,U,1405386.0
Kfi13318,O,Kfilcbusfxvc,Pembroke Pines,414.0,64619.0,a,Holly,1-747-947-1632,100.0,,Lxiigptgqrsegiegbzpoiwoounpscxpkticgfzysnvpdjqhonfsna,3.0,Vzcbixlj,2.0,NV,0.0,U,278240.0
Kky13319,R,Kkyhpxjvtgjhkqoytzrrocgelq,Raleigh,557.0,351408.0,E,Kraft Foods,1-824-966-8091,0.0,United States of America,Xqdeojykhdmxlxtueyimphngtuhrqcpsxogvhhcszzomaxqkmhqum,3.0,,3.0,OR,4.0,,
JHT13320,R,JHTMZXEJLQTQKBBEHGPA,Pembroke Pines,620.0,15690.0,,Questar,1-097-243-8273,90.0,United States of America,gnuuwqjvbkqcxntkgprfeogalfxwbejayqycyzvbkunfslig,3.0,xtmcwdbpwdv,4.0,VT,3.0,,1401347.0
AGE13321,O,AGEVVQPRKZDR,Scottsdale,603.0,100473.0,,Biogen Idec,1-263-598-1053,100.0,Canada,Zswxuknigikaoncrdplasenykmxgoqehdyrlnxasqdrlqgopkdsmmuowmbdbezlzfflzhudeoikr,5.0,OAYHHW,9.0,SD,3.0,M,989289.0
BPP13322,R,BPPJCSQBP,San Francisco,544.0,79867.0,e,Polo Ralph Lauren,1-474-374-1560,60.0,United States of America,ipgtyrmetntkcd,,Vdahuxrb,4.0,NM,,U,2424799.0
Uxt13323,O,Uxtyowqpfwlje,Berkeley,568.0,402837.0,L,Icahn Enterprises,1-074-245-5912,12.0,United States of America,Wvwucqsjywwbgaojgqcejytptgiiplbnihfizhcovlkulphoaozajcubddlulauaoaz,1.0,Nahlg,2.0,TX,1.0,S,1819852.0
wro13324,R,wropnrdvvbapxfoq,Sherbrooke,609.0,182885.0,,NBTY,1-154-643-3643,37.0,United States of America,Xapvnfturoazlpyncbljvrgwfpijmfnfb,0.0,DBEKWLQUH,6.0,OH,3.0,,1333649.0
Qfx13325,O,Qfxdqcyiiphpsmaftgkld,San Francisco,558.0,450158.0,,NYSE Euronext,,80.0,United States of America,spxisnbqxwilnirbfraqxmfrqsjngldmmns,4.0,Gmlpzoxetwz,4.0,TX,2.0,M,970779.0
ejr13326,,ejrvjbvhphkqdehuuunmzlsdfibvg,San Buenaventura,725.0,285716.0,R,ScanSource,1-154-681-6410,65.0,Canada,UETALRPVUROWOXFHRCRDKZLLKUMPKKUWFGUMAPBDSVWAVPFNXMUGYSWAN,4.0,twaojstrzyhi,0.0,NM,4.0,D,2287116.0
PEX13327,O,PEXHH,Las Vegas,513.0,492831.0,D,Dr Pepper Snapple Group,1-108-812-3106,27.0,United States of America,Cputopy,1.0,ERSDPKSNBDDN,6.0,NV,3.0,M,3959338.0
Hxn13328,R,Hxnscfwbnrzqfzobf,Brownsville,409.0,27955.0,,ProLogis,1-911-364-9127,85.0,United States of America,SITWQONUFSJOIDCGMSQECVMXHSPIPMIABMEFVPTROVFSBV,3.0,Gdjthpivol,10.0,IA,1.0,M,165621.0
XVC13329,U,XVCWACTIYXZPRCYPWINMJ,Mobile,604.0,252676.0,,Sovereign Bancorp,1-619-099-4890,100.0,United States of America,Vopeutxnbsqojdjwmgtxmojknsoqhuqklkkqqkmiqo,5.0,Hpsabxc,7.0,NE,1.0,M,3359850.0
Yoj13330,,Yojpefoojskooyiljqsttf,Halifax,523.0,270966.0,o,Virgin Media,1-479-553-2230,,United States of America,Asggzqjcgknqezgxevzqetlxnrcqvssoeelnrgcqyrcgqccdcoztufwq,2.0,Uqpbm,5.0,SC,5.0,M,2720565.0
RUP13331,O,RUPPQYEXPFUIUI,Rochester,440.0,241791.0,N,Dun & Bradstreet,1-889-751-3110,20.0,United States of America,NBSCTYJDBOAJDZWSZOYJVWVDUYREDFJMBRUPHMCIMGHMXNCJFGKZB,5.0,Tcynuaqpanv,7.0,PA,1.0,M,746033.0
opz13332,O,opzwjnicxmcnuclekkmujtyohtqel,Minneapolis,800.0,203728.0,,United Services Automobile,1-870-249-6201,20.0,United States of America,TVDGPRPMQXDQCFROASL,5.0,qrvrasw,3.0,Ontario,,U,1644198.0
Ejl13333,O,Ejlhhvsoamsdpngdjgeouojqmx,Salem,453.0,381874.0,,Harsco,1-812-145-7818,51.0,United States of America,,4.0,EDDLLKXPXY,6.0,Nova Scotia,1.0,M,2433474.0
dsh13334,R,dshzqgdcvcoalbsf,Santa Clara,753.0,272565.0,Q,Hershey,1-918-240-8283,66.0,United States of America,,4.0,Btppu,5.0,OK,2.0,M,253844.0
gmp13335,O,gmpabvzddhuxkevrl,Wichita,775.0,204894.0,z,First American Corp.,1-847-007-3615,89.0,United States of America,Cgkwblhu,0.0,UWAIUHDXU,,Ontario,4.0,M,64519.0
Wth13336,O,Wthjs,Spokane,778.0,333852.0,,Solo Cup,1-273-931-8849,15.0,United States of America,Hsemknaoabsvxvbcedkqjcnmhmxjskadcxjaxsiwbzrvrskpurvmbryhtgurarbcespyowjcffhh,5.0,fwikqqlhi,6.0,PA,1.0,S,598414.0
Fib13337,O,Fibrgvhlacrszdrfvwnpwwslbted,Albuquerque,520.0,48703.0,r,Tyson Foods,1-729-085-6870,14.0,United States of America,pbsxhvzebggm,3.0,XTOQNNWH,6.0,NJ,2.0,M,3226370.0
GGU13338,O,GGUGRPQWOCLCFFWHXPKUTDTOSC,Norfolk,827.0,260091.0,m,Buildings Materials Corp.,1-757-722-8461,55.0,,Hejclmucqdm,3.0,XWVIZDIIKM,5.0,MI,3.0,S,358781.0
kzu13339,O,kzuzhwvmmfumplmixt,New Orleans,661.0,21794.0,,Sentry Insurance Group,1-484-181-9036,86.0,United States of America,Rlmtnrkgmmypicixrwztjqglaz,5.0,Rueeca,7.0,PA,2.0,,1873831.0
eyq13340,O,eyqpqxauxuyodaifygubmvqssn,Laredo,310.0,363193.0,F,Advance Auto Parts,1-742-962-2001,68.0,United States of America,Jqawevlzspwu,2.0,NBGUODS,6.0,LA,3.0,W,626234.0
Tca13341,O,Tcaafafjnnfuxeedgivbucwuf,Cheyenne,350.0,369519.0,,Alpha Natural Resources,1-879-424-6284,10.0,United States of America,Ucjrcsgxfnngg,3.0,Kvafkjfnge,1.0,CA,3.0,M,843518.0
ksg13342,O,ksggwvvcmvhskqhqrsncjxox,San Francisco,434.0,365806.0,e,Medco Health Solutions,1-542-205-7502,50.0,United States of America,WPAWDVIWDWELBECLIJOJTNVWHPFRFRSAOVB,3.0,stfanolwrxp,3.0,NE,4.0,M,549065.0
YAF13343,R,YAFFVBTWJLJJKUSZSVFHJXRDRQUV,Durham,735.0,157902.0,,American Electric Power,1-848-198-8135,67.0,,Bskoinocmrvxyulgbkjxjkynhhpljrrpjekfbpquacxrzrpgdzh,2.0,VNUTPO,4.0,VT,5.0,S,3384796.0
Agy13344,O,Agyymxsvahmjgjng,Sandy,609.0,318463.0,D,DirecTV Group,1-900-495-9209,54.0,Canada,wdjhcvivlumkhqheynhncmrjzdydmtxbalaewufbwjas,0.0,ujeyzxsimmid,6.0,CT,0.0,U,793150.0
ZVG13345,R,ZVGFEVPNHUCBKH,Aurora,405.0,166958.0,,Harman International Ind.,1-549-916-9929,19.0,United States of America,nnymc,1.0,Dyhvjia,0.0,SD,1.0,S,1048082.0
Qpx13346,O,Qpxhwfgqjtiunfehqriiqqacdxmj,Vancouver,838.0,486577.0,,Roper Industries,1-461-826-5108,48.0,United States of America,,3.0,,6.0,British Columbia,4.0,U,2537091.0
Gtu13347,U,Gtuqagjiyxjrlfoaldikfepols,Newport News,,161659.0,s,Ryland Group,1-827-263-8166,62.0,United States of America,IYDFYFNLCQFBDTLFXPAFAMVBVMRTTJUV,0.0,WSSPKM,2.0,British Columbia,4.0,U,3490055.0
Sub13348,O,Subumifdtmxqhclsgrtawezsqjqyv,Palmdale,338.0,137427.0,,SAIC,1-259-197-0305,73.0,Canada,tauslktxpjbtbzxmpfdsursiqprzgnafgcxhjewzak,0.0,gzbelc,0.0,OK,3.0,S,1608362.0
Bbp13349,O,Bbpljgugfrumtix,Frederick,379.0,235313.0,,Navistar International,1-638-796-3439,69.0,United States of America,cfwltofzlcvhymnawmvqohluxuudomspszinkcueln,1.0,ZQWDVZH,10.0,HI,0.0,U,1289122.0
Hoa13350,R,Hoandadkvfczxtvzzk,Huntington Beach,490.0,339231.0,i,Shaw Group,1-665-005-9897,53.0,United States of America,vbrjfefhbicyvfbcgkwprfaojasjjcejjvvrpgtxtmwgjpezmmu,3.0,Bfavkjcbhvb,10.0,SD,2.0,M,2183732.0
qzs13351,O,qzsnffvwa,Fullerton,376.0,399198.0,,Beacon Roofing Supply,1-179-695-2168,2.0,,,4.0,xhbxskj,0.0,WI,5.0,S,648748.0
PQO13352,O,PQOGATNSIPRVKGECRCEQWKQOIDU,St. Johns,762.0,262395.0,,ENSCO International,1-102-008-3392,89.0,United States of America,Wrdqczwhdifvjgqqyjqsghylkplgmmr,3.0,Jatiieihkp,5.0,AL,5.0,M,362205.0
Wnu13353,R,Wnuwzdemldxsbkapujxcxdmwjfg,Bellevue,316.0,340377.0,,Convergys,1-820-952-7781,82.0,United States of America,Ilkgdiqbkrpvoqkjtlvoahlkzjldduaeinkedqblaopsjtdgrmq,1.0,TKULUUHCYN,6.0,OK,5.0,M,3458696.0
Fuo13354,O,Fuoxqcwwcteyggh,Fullerton,422.0,331416.0,N,TRW Automotive Holdings,1-375-585-8507,57.0,United States of America,nhsrxkqqelitdsraofzketitcnnvkmbmjnvjlnrkgzan,1.0,oancszpym,8.0,ND,,M,1350822.0
Yer13355,O,Yerultdzapqrafqsmzwhmfts,Oshawa,689.0,349824.0,,Land O'Lakes,1-384-370-2066,33.0,United States of America,AOOVTHWVCUOZTQBPEAPEOHXYLQISCTRELWOZWQEXDYN,3.0,PUSTUFZYSP,9.0,IA,1.0,U,3823161.0
Ohx13356,O,Ohxqnjpklzg,San Bernardino,434.0,60959.0,,Domtar,1-276-729-8464,46.0,United States of America,Nczsassfbeplkokibwichrwwyrufacfnbn,2.0,,0.0,ME,5.0,D,1675641.0
tov13357,O,tovrseekvdetgerqyjrdppplmht,Eugene,458.0,112793.0,,Pacific Life,1-705-456-8781,46.0,United States of America,MTSGIABCHEPQDINVGESWIXYFFFNHYHO,5.0,Trzbiebncbu,9.0,Alberta,1.0,M,3757165.0
lsb13358,O,lsbytddlptslkuuenzxpxi,San Buenaventura,763.0,236397.0,W,eBay,1-639-734-7749,45.0,United States of America,Pfdwzhqqigpypvgxelfcstgseqcahymndqudsqoyscuzjhxneyxhzahtafeuqlqwptrwldscb,3.0,AJFGFVGDM,0.0,VT,1.0,D,2836186.0
taj13359,O,tajjjaopn,Fort Collins,816.0,183171.0,j,BMC Software,1-806-219-8331,,United States of America,Scwtxbkfzyag,4.0,RPKNOVALSKFI,,KY,4.0,M,3789067.0
qcz13360,U,qczmmvpducbbda,Santa Rosa,731.0,390375.0,G,Puget Energy,1-897-966-2354,50.0,United States of America,BTFHGQCEZUYMNYVWNCV,4.0,Gftmhycuj,3.0,ID,3.0,S,3823618.0
Yrz13361,O,Yrzmtgvqsnrmbmmuqpowpfqs,Dallas,595.0,100336.0,B,Holly,1-983-658-4608,46.0,United States of America,ERTNQJHIYS,5.0,Rreflir,,CO,4.0,U,3697223.0
Sus13362,O,Susrbmfavflycoqtkxhnqguidrmwjk,Cincinnati,732.0,14658.0,Q,Ingles Markets,1-217-758-1131,75.0,United States of America,Suuhbswvbsnxer,5.0,Rbxmyybrcv,9.0,AR,1.0,U,3225259.0
Qgz13363,O,Qgzusyptdjsay,Tulsa,568.0,7124.0,V,McCormick,1-993-790-8630,,Canada,Sxnpqdntefclrukdlkfkmqmblsluevwfjkkifvlzkewyjqefcflhubjpfpxufvhbfvdiysmg,5.0,NTAYMED,5.0,SD,0.0,U,2303361.0
BDA13364,R,BDAWKOHNUMTZ,St. Johns,844.0,329910.0,C,Tellabs,1-815-683-4774,51.0,Canada,Dqwdmzfxrebkppbbadnxhnjjezveobdkvbaeojtownakwwquespzyoqlphavtouypdbmxxiao,5.0,jxtiq,9.0,MS,1.0,M,249878.0
Sbf13365,O,Sbffjr,Austin,702.0,264203.0,,Raytheon,1-492-409-5837,57.0,Canada,Clewirshjdwmmzdsbudakxbrestoplatsjesssuttrxfjzs,5.0,Oskvr,9.0,DE,1.0,S,2082068.0
RCF13366,O,RCFBTJBINAEVBBBLFFXYMMMQTQS,Richmond,,228938.0,T,Massey Energy,1-844-370-2961,33.0,United States of America,vupthyufgneyryiujcnhgawuewkmorkvxftinoqtonayzfzjxispkarsjlkffauisxyphkkjzcr,0.0,Gdjpmkauupcj,4.0,SC,0.0,,2208589.0
Nxh13367,O,Nxhppmwyesqhwpgyoqqkoitijs,Austin,565.0,491594.0,S,"Toys ""R"" Us",1-524-628-3861,33.0,United States of America,Rditlxdygitmcqdhrbokmig,4.0,Usslbvjqvlxt,10.0,WY,2.0,M,1492441.0
UXS13368,R,UXSAAINRNBVQIKYMGDVSOYUKL,Huntington Beach,615.0,71628.0,E,O'Reilly Automotive,1-226-019-8060,88.0,United States of America,uabmruoejdqowvvtegbyuloqjwavfq,1.0,Hlwilbcaypix,1.0,VT,5.0,U,3845994.0
WOE13369,O,WOEMAMSDHXBPGUAL,Charleston,648.0,46563.0,R,Cinemark Holdings,1-687-161-3010,69.0,United States of America,Cubuyjbyntqmfukecwhjddjnvmyxevolskuneabbraoxldigcvpexrwnpgmnokefoaag,2.0,Mefzlgvihjb,3.0,MO,4.0,U,3039054.0
Noe13370,O,Noeqoutvgftnzgycle,Kansas City,416.0,8641.0,,Priceline.com,1-628-853-3357,90.0,United States of America,Xfnwjrvonysghqzjitxdcgariqtxzpjibktlclyjuszeyszjwsmblkvhtteppvtfwyt,5.0,OLCWRMHZKV,3.0,OH,4.0,M,1588379.0
Zsi13371,O,Zsiksrxmdmebngxtylzhgooyrene,West Valley,629.0,483217.0,,Source Interlink Cos.,1-885-888-8635,99.0,United States of America,UTCZYNGNZIFXLTWUOSYMDTCXRDYLVYGQDEU,,Rkedjpttijoo,9.0,WI,5.0,M,2417178.0
SJM13372,U,SJMUCN,Palmdale,836.0,435229.0,,Men's Wearhouse,1-448-229-9207,22.0,United States of America,eebfeognrwuqfjcjoui,1.0,smmoe,6.0,MS,5.0,M,2650526.0
Gry13373,O,Gryyl,Fairbanks,467.0,76119.0,,,1-486-940-6841,31.0,United States of America,WBXEXGDCXOSDCJKCXDPBVKRSVZIZS,4.0,IHHVUIIMSMUW,2.0,SD,0.0,M,3206805.0
COX13374,O,COXXHKPOXBKKGHMFUMMPQVNZZOPX,Minneapolis,789.0,291399.0,A,Magellan Health Services,1-659-481-4849,6.0,United States of America,MUCMJJWADXWNP,0.0,LCKJII,3.0,Manitoba,2.0,M,3685584.0
Ssj13375,O,Ssjfhckbawgprqzslecbitnuc,Vancouver,827.0,92459.0,,Cracker Barrel Old Country,1-613-819-8161,72.0,Canada,GRYFIOCAXUHZCUTLKTX,4.0,qsvfop,9.0,ID,1.0,M,1658297.0
SJV13376,O,SJVHDNDNXMUTVVPKVTMYRIUXEXDLUU,Fort Lauderdale,452.0,336158.0,,Winn-Dixie Stores,1-366-879-5441,57.0,United States of America,Jjncgrvpikcrrizbzaffqqnoyqhaqfesnguyxmelpiwnodnhtqiiynwwjtjcluacxpbxbt,2.0,Oiclju,4.0,TN,2.0,S,1236802.0
cqh13377,,cqhtefxspflbbkdamvqqoznbs,Regina,655.0,494412.0,,TIAA-CREF,1-198-804-7194,4.0,United States of America,Idmfbkbhfhhbgwexqxkptlgshluwiyahapnnusynflidtkcxcsjasphtvvv,5.0,csexvhyiuve,1.0,CA,1.0,M,3232894.0
Wfj13378,O,Wfjexdxtsesqfuknqduvsnxfvna,Dover,521.0,302602.0,s,,1-740-912-1382,38.0,,,4.0,Iwvava,2.0,Manitoba,4.0,M,26822.0
Fra13379,U,Fraxp,Wichita,420.0,494222.0,w,BearingPoint,1-446-324-2547,20.0,Canada,ASSBAYLBGMBFNKZGJLRKOASHTSIBQQCNJQBQXGPAYR,0.0,nrwrrufbybtf,7.0,Manitoba,0.0,M,1630569.0
