prospect_AgID,prospect_LaNa,prospect_AddrLi1,prospect_MiIni,prospect_OOReF,prospect_NuCreCa,prospect_Inc,prospect_NuCa,prospect_NumCh,prospect_MariSta,prospect_A,prospect_CreRa,prospect_Emp,prospect_NWo
Yfw13255,Yfwwxvjgnqoiwurbkjitanpfdzldk,Miutbqibvfxkarvziqbogcfwupxxjhztomhlnocdfamajcdfifflhdri,,O,1.0,284326.0,1.0,0.0,D,96.0,333.0,RPM International,3777584.0
JJW13256,JJWGGLFHHIEJICMMGNMR,Uyjimrvueeievgnabxuofdqrclhvfcwaohxbkfhpuupvipdmlexkhjaujswouijfltodel,W,R,3.0,51448.0,,,S,92.0,516.0,Staples,3688022.0
Wab13257,Wabvq,Ilfvyocsrcbtujjpghsflzjucnlajidvwdgzezrxbcuafiyzuumkagugwbmdvpimxlnirnrlzq,f,O,1.0,133021.0,1.0,1.0,D,88.0,351.0,Alcoa,3462697.0
CPI13258,CPIJKREDVUDNVLE,Crbflrmgfwzfckfwzpadrhsdecnnnoyqggunjzbjryvfp,,R,7.0,269064.0,0.0,4.0,U,19.0,304.0,State Street Corp.,2780611.0
BZC13259,BZCFCJUAEBCZBOGTZTQQJLGE,Kvolmmqkorkeoyrvjoygbwlbrfq,Q,O,1.0,,1.0,2.0,U,79.0,491.0,Gap,1503671.0
QIV13260,QIVZSAHHXKHNTUVSKGFANR,CXOIKGSRVRERCXNEFEGGWNSUHCELLPXWOBNMDBOBHYRDTGCAAEDBPHFPPQOOBNMDYLGAPRBSEWUBK,,O,5.0,298878.0,2.0,1.0,M,40.0,594.0,Owens Corning,3263203.0
HKN13261,HKNKFPQBMD,kjpektzonskgxbimbrdncuwjpretsyolpnauulpnsg,Z,R,7.0,412000.0,0.0,2.0,U,85.0,664.0,Curtiss-Wright,2761203.0
GFL13262,GFLQKKZKICTSKXWUSDEGXVPJFTUMRL,Wojphxkugnfavdaoyftsueyltjoutxokoiqrmwaotbwwvdqesjetaiklzskqdsrxrai,,O,9.0,161918.0,0.0,0.0,D,92.0,836.0,Harley-Davidson,2500499.0
PCR13263,PCRXDULLHCFVILQZNCNPUWOSK,NXVDTV,,O,4.0,150257.0,4.0,0.0,S,37.0,807.0,CenturyTel,1031644.0
Mxh13264,Mxhzueedxguclnjhqtyej,Vkpcaqyrjav,,O,5.0,131378.0,4.0,3.0,M,49.0,555.0,Magellan Health Services,3245402.0
Nun13265,Nunleuaswk,qdrkylwdortaygisdbdkcbrhfotdecmnuxancwvculibugwbn,t,R,1.0,427824.0,0.0,1.0,U,,704.0,Cooper-Standard Holdings,2532859.0
zve13266,zveyys,IRSSDGEEFKJQOHWXEYEVMVNIPGYGWFQMQLW,,O,7.0,432383.0,1.0,4.0,S,81.0,444.0,Costco Wholesale,3478268.0
Csi13267,Csinhgq,ATIUEEWOTGBPFVXQELSOEQIIJCTVGKUYCMMLMYHLJLMTUBFEAXPUDNMMXHHKOUXECPEJU,Y,O,1.0,72261.0,2.0,,S,13.0,344.0,Domtar,
Eek13268,Eekaktxhncnsenigjmlomilf,AUHLHUQENHSIFKPOYFVTTPJSTPDPYTR,X,U,7.0,2945.0,4.0,5.0,U,98.0,728.0,Susser Holdings,2886374.0
RTU13269,RTULOHDRDPQPKNPISINWYBCSHTHLV,Kseoxihjkzsdpternnipvosapdxpjplpsyekaoxfsd,,O,1.0,434739.0,3.0,,S,61.0,428.0,Owens & Minor,1521016.0
iah13270,iahazgxasdfbrtxhneyycv,CEINTV,,U,,316148.0,3.0,5.0,,77.0,732.0,Dick's Sporting Goods,2976268.0
cep13271,cepsbyjknb,BOEFNAJBBDDKNJMNQSVBSEUVCCBECQCOWTHDJYBNZBDIIEWTMOBGVHXPQFNDNQYMPRVWHQVOTKX,,U,6.0,164871.0,5.0,4.0,,55.0,372.0,VWR Funding,1510723.0
Xrj13272,Xrjebpexpcxppvgevfmlpqhi,gadynrdaysaazchvcpinoxdtjrvhpohhorrysalimgoiaibfsxeozigyt,,U,5.0,480038.0,0.0,4.0,U,83.0,427.0,Owens & Minor,526799.0
OMN13273,OMNUDOWKKKSOVGXTZN,Wvriudvijyhgcakjyumhmdjjowm,,O,1.0,91185.0,4.0,,M,82.0,765.0,Dover,445239.0
KGW13274,KGWNFVBKVKRILAFDGASFCQXJDAP,VVRNYFQODNXSN,,R,10.0,480642.0,5.0,0.0,M,45.0,787.0,Varian Medical Systems,2580124.0
ETJ13275,ETJYNUIWJNIITKVUZLTJHVAVHVBAVB,Xdnnwjuapyllljqzsfzhwvwpngrbhffausacwoepjmxlxwivfuompuybauz,,O,1.0,338137.0,2.0,3.0,S,96.0,399.0,Campbell Soup,484634.0
odf13276,odfgygnohhufopdzhfwxdayka,Yngmrpjurfcvjhjtyruydagymrfnkknfgcfabp,K,O,10.0,151581.0,1.0,1.0,W,50.0,436.0,United Stationers,3644428.0
FJJ13277,FJJESBSIEQT,LURSEVMDXREGMVCBAPNTNVCOSDTJOHCDJXVBZJZ,X,O,10.0,216513.0,1.0,1.0,W,7.0,769.0,,382858.0
Gry13278,Grywfjcjknfhslkt,Jfawkeeswa,,R,6.0,316902.0,,4.0,U,68.0,719.0,Bed Bath & Beyond,3994265.0
Htg13279,Htggjocfimxmmfobxadwwfja,Koeonnffouvghfgbtkugsnj,V,O,2.0,249323.0,5.0,5.0,M,31.0,340.0,Dole Food,2294561.0
Nck13280,Nckixbtfccwdqloeptpuep,Iunpumjyfewxssizu,M,O,5.0,180897.0,3.0,2.0,M,67.0,696.0,MGIC Investment,3736725.0
Ulu13281,Uluntczdvgnwm,Xzcoyiqtjpphosaicrbbwwuvdscu,,O,6.0,64683.0,2.0,4.0,U,78.0,429.0,UGI,1373134.0
ZMH13282,ZMHZQVXUQYSNYPIVVXDTCOVIPDHAJ,Oqfnkuywnqkjskkeoinnlupktcuugllarlqunvqbfmnnccuxixjdnoxtux,S,U,7.0,116935.0,5.0,3.0,S,61.0,502.0,Packaging Corp. of America,2622298.0
eso13283,esoarvks,Bxwhqdksc,,R,5.0,84676.0,1.0,2.0,W,81.0,849.0,Dominion Resources,197048.0
Uvw13284,Uvwivesoxhdqcsmaqaxyc,vwrmgjrdsrjcrnudxxspjmhxvvqqpsxffkburraqsnkey,Q,O,1.0,22879.0,5.0,4.0,U,4.0,,State Farm Insurance Cos.,769987.0
ejn13285,ejnawdtboaajgqngttxzh,NKCHUZVBLQMGSSQPQEECMGETCCJOXHAMDZNWHERZDPKPULCPMPXZDZXPCKOVYNIY,,R,0.0,6876.0,2.0,3.0,M,20.0,827.0,CarMax,2263759.0
abg13286,abgbimyccytmfvhef,xtoxzfpfdahjuoxhftdyeeicqxpdwudsmmj,,R,3.0,423844.0,5.0,0.0,W,68.0,377.0,Allergan,1149508.0
PPL13287,PPLTPYIMKVHZTRSONSOICMV,jsepghkxpbikmt,y,R,5.0,52513.0,4.0,0.0,M,,428.0,Vectren,
Jiu13288,Jiuew,Phykwcqzfxclpualudqaogwuxwslnbykwgzewpjthkiivqmdskunnruimlsdyj,P,R,6.0,34540.0,4.0,1.0,M,32.0,326.0,Analog Devices,2142179.0
Ims13289,Imskilwbysuyrjhwtaurmm,Xhxzkhkxglgziupspkofwndxdbmthquxcfovx,,O,8.0,173732.0,1.0,5.0,,25.0,,CommScope,3456095.0
kxr13290,kxrmrctlrwohexobkcomup,ZZJGCEFVTHFGNFCEQUGXVRRTQQMKHXSJNXQDGGSZNHXBQQWXQCFUNGF,,O,3.0,248640.0,3.0,4.0,M,56.0,789.0,Express Scripts,1797369.0
Jpv13291,Jpvgjcfkkjedzfktntzoktiw,FWCQFPOMOHVNCFBGFDRBWADJXJWKKPCGSQKTVGKXATKRHKEPQXHRGAINBWG,,O,7.0,439264.0,5.0,1.0,S,90.0,700.0,MEMC Electronic Materials,236958.0
AUV13292,AUVXBVQNFBBWWKEIVGCHG,cdciiormdlhrqivygsqfuhdwdtqxoexgqvowmzdgviggscrkwccyvxptvdozgumfgoncxcedewyua,,O,1.0,338039.0,1.0,5.0,S,18.0,460.0,Las Vegas Sands,2916599.0
lip13293,lipbleqkcaqilgjpurryzabkz,quxoxxtmgzbnmrsaulfyenqbjd,,O,10.0,138898.0,2.0,4.0,M,49.0,441.0,Regal-Beloit,830045.0
Nfo13294,Nfomnrpywektufycjs,igqizsglieckfolqhermjtdnqvsxocpyinjpmmjoyimeadoprrvpqlziaaeimakbfyzpgjceqhjkodf,,R,4.0,465718.0,5.0,4.0,M,55.0,542.0,Murphy Oil,3260198.0
Wsz13295,Wszigvwkfsyt,Wskwbvkixqywnulhwuuiouornbespqyuzgtbvpkqnryeqxxvetubuxyvjnumgmsmuryxewhdxrjdou,,O,1.0,208991.0,,4.0,M,43.0,736.0,SunGard Data Systems,2286681.0
qbc13296,qbcgtarhyfwwwmvfn,nsgqbcxmdvavuntxirwzvqlyqnjifebafrqelcxwdvpxjcaozuvzum,R,O,3.0,237244.0,3.0,4.0,S,95.0,451.0,Energy Transfer Equity,2416195.0
HWJ13297,HWJYZUXJLMVHUY,KNXFCPZACRXEOMZMVVHZMOGSQIFETZMTDQBSPALTSZKVV,s,O,,101559.0,0.0,5.0,M,39.0,620.0,Torchmark,1506478.0
ggf13298,ggfljpdptcptignjaxqya,,p,U,10.0,55791.0,3.0,2.0,S,46.0,327.0,3M,3328580.0
dvs13299,dvsti,OSASJKIAXOGOXAVVVVECPPDMOWUAZGWWOBTADYTCNAHNFLBXQDUWTHAGKAB,g,R,7.0,293690.0,1.0,0.0,M,98.0,744.0,DTE Energy,1482658.0
Mmk13300,Mmkruoaosytchvparck,PMLBAEEXJPBHTTHCMZVIPNTLDYKMHQHZ,,O,10.0,338565.0,1.0,1.0,,37.0,,HNI,1623391.0
Bpl13301,Bpljphrggidoo,caqhsqghpqsrxoivhuslikgynqeuihqbytvsexlkqgwkcrdgidqbcum,,O,10.0,154961.0,4.0,0.0,M,27.0,554.0,Legg Mason,3810116.0
Izs13302,Izsbdjvcbejoqtdfyipetoqeed,dhjwxxsbsvvmhhglewwwntjiiffwysvrrsscov,D,U,4.0,196527.0,2.0,0.0,M,49.0,694.0,Polaris Industries,3210053.0
Tpv13303,Tpvyfurwzqoplsymchnsztm,NODLPZHVEUIADUKUXZRGIHMISMYWQ,,O,4.0,315680.0,3.0,5.0,M,7.0,507.0,BlackRock,2685602.0
Qgq13304,Qgqacfcmjhaudgxwqiivhbrjz,ICOBYWAUGJKRMZVQBLZFDP,R,O,2.0,415427.0,5.0,5.0,U,83.0,809.0,Lubrizol,112786.0
Pir13305,Pirnd,FGDABTKPRMHVMQEDPTZA,,U,0.0,104727.0,4.0,4.0,D,85.0,362.0,Asbury Automotive Group,3368397.0
Mmg13306,Mmgznzekjeebetihawhijggq,,,O,2.0,308515.0,5.0,4.0,M,87.0,329.0,Sauer-Danfoss,46485.0
SZX13307,SZXMFDAIRXWVWVZESMSLLW,REEAYSXUHXRDPMQYIXUPQRMFUOGOREIC,,O,9.0,123475.0,5.0,5.0,U,22.0,303.0,Ralcorp Holdings,198873.0
hmd13308,hmdcaucdsafzgm,EBSNXXBOVCTLKAWMHYIIQCRSPHCSOEKWAUOG,Z,R,8.0,103004.0,3.0,2.0,U,86.0,656.0,Benchmark Electronics,3063829.0
Qjm13309,Qjmmsxugrwqo,Nvitrekpngdhsjfesxixfeizrmofpatyfvgcxihsrxijsewuz,,,4.0,267070.0,0.0,2.0,M,46.0,710.0,PG&E Corp.,447917.0
Djl13310,Djlceiu,RTDGEEXXUZBPDFHVABKEOZWKBHWWFOIXIAMDLIQHIWGMINGWTBHXZNIQVSCDTSRUGGOABBPOPXQXT,,R,1.0,127017.0,3.0,2.0,U,,619.0,,2301005.0
nos13311,nosvswtloteuwqpftqfdv,Ooeyopjxaiksqhjtrrfvlobtqirkgbfsrmvahghsala,,O,8.0,304221.0,4.0,2.0,W,4.0,516.0,Casey's General Stores,1261825.0
yse13312,ysezsasuxu,slfsindqxaycldhibqkpnmnxduwhncbaa,,O,1.0,443773.0,1.0,1.0,M,94.0,545.0,Safeway,910255.0
Sbu13313,Sbuzxxvnt,Xujvegtpyhoaslhkxwasrnwnzoyaqr,J,R,0.0,287856.0,4.0,5.0,S,68.0,811.0,Bon-Ton Stores,1821823.0
ytz13314,ytzvmwjfjxgpvks,ZMARSSQPOXM,O,O,,235513.0,4.0,2.0,M,84.0,,GameStop,2199015.0
Fce13315,Fcebdc,Ijsvbctldjgsvxhz,,O,2.0,168446.0,2.0,3.0,S,0.0,392.0,Cooper-Standard Holdings,3734037.0
Ynb13316,Ynbxvywuhgcunwdcegylutj,Lonkdbturiatgrvgekqnl,h,O,,158347.0,4.0,3.0,U,3.0,379.0,AmeriCredit,
zur13317,zurvujhqr,Sfcizcekzhpkwcuqyuqfukkdxmnq,e,O,4.0,252112.0,1.0,3.0,U,8.0,432.0,Black & Decker,1405386.0
Kfi13318,Kfilcbusfxvc,Lxiigptgqrsegiegbzpoiwoounpscxpkticgfzysnvpdjqhonfsna,a,O,2.0,64619.0,0.0,3.0,U,100.0,414.0,Holly,278240.0
Kky13319,Kkyhpxjvtgjhkqoytzrrocgelq,Xqdeojykhdmxlxtueyimphngtuhrqcpsxogvhhcszzomaxqkmhqum,E,R,3.0,351408.0,4.0,3.0,,0.0,557.0,Kraft Foods,
JHT13320,JHTMZXEJLQTQKBBEHGPA,gnuuwqjvbkqcxntkgprfeogalfxwbejayqycyzvbkunfslig,,R,4.0,15690.0,3.0,3.0,,90.0,620.0,Questar,1401347.0
AGE13321,AGEVVQPRKZDR,Zswxuknigikaoncrdplasenykmxgoqehdyrlnxasqdrlqgopkdsmmuowmbdbezlzfflzhudeoikr,,O,9.0,100473.0,3.0,5.0,M,100.0,603.0,Biogen Idec,989289.0
BPP13322,BPPJCSQBP,ipgtyrmetntkcd,e,R,4.0,79867.0,,,U,60.0,544.0,Polo Ralph Lauren,2424799.0
Uxt13323,Uxtyowqpfwlje,Wvwucqsjywwbgaojgqcejytptgiiplbnihfizhcovlkulphoaozajcubddlulauaoaz,L,O,2.0,402837.0,1.0,1.0,S,12.0,568.0,Icahn Enterprises,1819852.0
wro13324,wropnrdvvbapxfoq,Xapvnfturoazlpyncbljvrgwfpijmfnfb,,R,6.0,182885.0,3.0,0.0,,37.0,609.0,NBTY,1333649.0
Qfx13325,Qfxdqcyiiphpsmaftgkld,spxisnbqxwilnirbfraqxmfrqsjngldmmns,,O,4.0,450158.0,2.0,4.0,M,80.0,558.0,NYSE Euronext,970779.0
ejr13326,ejrvjbvhphkqdehuuunmzlsdfibvg,UETALRPVUROWOXFHRCRDKZLLKUMPKKUWFGUMAPBDSVWAVPFNXMUGYSWAN,R,,0.0,285716.0,4.0,4.0,D,65.0,725.0,ScanSource,2287116.0
PEX13327,PEXHH,Cputopy,D,O,6.0,492831.0,3.0,1.0,M,27.0,513.0,Dr Pepper Snapple Group,3959338.0
Hxn13328,Hxnscfwbnrzqfzobf,SITWQONUFSJOIDCGMSQECVMXHSPIPMIABMEFVPTROVFSBV,,R,10.0,27955.0,1.0,3.0,M,85.0,409.0,ProLogis,165621.0
XVC13329,XVCWACTIYXZPRCYPWINMJ,Vopeutxnbsqojdjwmgtxmojknsoqhuqklkkqqkmiqo,,U,7.0,252676.0,1.0,5.0,M,100.0,604.0,Sovereign Bancorp,3359850.0
Yoj13330,Yojpefoojskooyiljqsttf,Asggzqjcgknqezgxevzqetlxnrcqvssoeelnrgcqyrcgqccdcoztufwq,o,,5.0,270966.0,5.0,2.0,M,,523.0,Virgin Media,2720565.0
RUP13331,RUPPQYEXPFUIUI,NBSCTYJDBOAJDZWSZOYJVWVDUYREDFJMBRUPHMCIMGHMXNCJFGKZB,N,O,7.0,241791.0,1.0,5.0,M,20.0,440.0,Dun & Bradstreet,746033.0
opz13332,opzwjnicxmcnuclekkmujtyohtqel,TVDGPRPMQXDQCFROASL,,O,3.0,203728.0,,5.0,U,20.0,800.0,United Services Automobile,1644198.0
Ejl13333,Ejlhhvsoamsdpngdjgeouojqmx,,,O,6.0,381874.0,1.0,4.0,M,51.0,453.0,Harsco,2433474.0
dsh13334,dshzqgdcvcoalbsf,,Q,R,5.0,272565.0,2.0,4.0,M,66.0,753.0,Hershey,253844.0
gmp13335,gmpabvzddhuxkevrl,Cgkwblhu,z,O,,204894.0,4.0,0.0,M,89.0,775.0,First American Corp.,64519.0
Wth13336,Wthjs,Hsemknaoabsvxvbcedkqjcnmhmxjskadcxjaxsiwbzrvrskpurvmbryhtgurarbcespyowjcffhh,,O,6.0,333852.0,1.0,5.0,S,15.0,778.0,Solo Cup,598414.0
Fib13337,Fibrgvhlacrszdrfvwnpwwslbted,pbsxhvzebggm,r,O,6.0,48703.0,2.0,3.0,M,14.0,520.0,Tyson Foods,3226370.0
GGU13338,GGUGRPQWOCLCFFWHXPKUTDTOSC,Hejclmucqdm,m,O,5.0,260091.0,3.0,3.0,S,55.0,827.0,Buildings Materials Corp.,358781.0
kzu13339,kzuzhwvmmfumplmixt,Rlmtnrkgmmypicixrwztjqglaz,,O,7.0,21794.0,2.0,5.0,,86.0,661.0,Sentry Insurance Group,1873831.0
eyq13340,eyqpqxauxuyodaifygubmvqssn,Jqawevlzspwu,F,O,6.0,363193.0,3.0,2.0,W,68.0,310.0,Advance Auto Parts,626234.0
Tca13341,Tcaafafjnnfuxeedgivbucwuf,Ucjrcsgxfnngg,,O,1.0,369519.0,3.0,3.0,M,10.0,350.0,Alpha Natural Resources,843518.0
ksg13342,ksggwvvcmvhskqhqrsncjxox,WPAWDVIWDWELBECLIJOJTNVWHPFRFRSAOVB,e,O,3.0,365806.0,4.0,3.0,M,50.0,434.0,Medco Health Solutions,549065.0
YAF13343,YAFFVBTWJLJJKUSZSVFHJXRDRQUV,Bskoinocmrvxyulgbkjxjkynhhpljrrpjekfbpquacxrzrpgdzh,,R,4.0,157902.0,5.0,2.0,S,67.0,735.0,American Electric Power,3384796.0
Agy13344,Agyymxsvahmjgjng,wdjhcvivlumkhqheynhncmrjzdydmtxbalaewufbwjas,D,O,6.0,318463.0,0.0,0.0,U,54.0,609.0,DirecTV Group,793150.0
ZVG13345,ZVGFEVPNHUCBKH,nnymc,,R,0.0,166958.0,1.0,1.0,S,19.0,405.0,Harman International Ind.,1048082.0
Qpx13346,Qpxhwfgqjtiunfehqriiqqacdxmj,,,O,6.0,486577.0,4.0,3.0,U,48.0,838.0,Roper Industries,2537091.0
Gtu13347,Gtuqagjiyxjrlfoaldikfepols,IYDFYFNLCQFBDTLFXPAFAMVBVMRTTJUV,s,U,2.0,161659.0,4.0,0.0,U,62.0,,Ryland Group,3490055.0
Sub13348,Subumifdtmxqhclsgrtawezsqjqyv,tauslktxpjbtbzxmpfdsursiqprzgnafgcxhjewzak,,O,0.0,137427.0,3.0,0.0,S,73.0,338.0,SAIC,1608362.0
Bbp13349,Bbpljgugfrumtix,cfwltofzlcvhymnawmvqohluxuudomspszinkcueln,,O,10.0,235313.0,0.0,1.0,U,69.0,379.0,Navistar International,1289122.0
Hoa13350,Hoandadkvfczxtvzzk,vbrjfefhbicyvfbcgkwprfaojasjjcejjvvrpgtxtmwgjpezmmu,i,R,10.0,339231.0,2.0,3.0,M,53.0,490.0,Shaw Group,2183732.0
qzs13351,qzsnffvwa,,,O,0.0,399198.0,5.0,4.0,S,2.0,376.0,Beacon Roofing Supply,648748.0
PQO13352,PQOGATNSIPRVKGECRCEQWKQOIDU,Wrdqczwhdifvjgqqyjqsghylkplgmmr,,O,5.0,262395.0,5.0,3.0,M,89.0,762.0,ENSCO International,362205.0
Wnu13353,Wnuwzdemldxsbkapujxcxdmwjfg,Ilkgdiqbkrpvoqkjtlvoahlkzjldduaeinkedqblaopsjtdgrmq,,R,6.0,340377.0,5.0,1.0,M,82.0,316.0,Convergys,3458696.0
Fuo13354,Fuoxqcwwcteyggh,nhsrxkqqelitdsraofzketitcnnvkmbmjnvjlnrkgzan,N,O,8.0,331416.0,,1.0,M,57.0,422.0,TRW Automotive Holdings,1350822.0
Yer13355,Yerultdzapqrafqsmzwhmfts,AOOVTHWVCUOZTQBPEAPEOHXYLQISCTRELWOZWQEXDYN,,O,9.0,349824.0,1.0,3.0,U,33.0,689.0,Land O'Lakes,3823161.0
Ohx13356,Ohxqnjpklzg,Nczsassfbeplkokibwichrwwyrufacfnbn,,O,0.0,60959.0,5.0,2.0,D,46.0,434.0,Domtar,1675641.0
tov13357,tovrseekvdetgerqyjrdppplmht,MTSGIABCHEPQDINVGESWIXYFFFNHYHO,,O,9.0,112793.0,1.0,5.0,M,46.0,458.0,Pacific Life,3757165.0
lsb13358,lsbytddlptslkuuenzxpxi,Pfdwzhqqigpypvgxelfcstgseqcahymndqudsqoyscuzjhxneyxhzahtafeuqlqwptrwldscb,W,O,0.0,236397.0,1.0,3.0,D,45.0,763.0,eBay,2836186.0
taj13359,tajjjaopn,Scwtxbkfzyag,j,O,,183171.0,4.0,4.0,M,,816.0,BMC Software,3789067.0
qcz13360,qczmmvpducbbda,BTFHGQCEZUYMNYVWNCV,G,U,3.0,390375.0,3.0,4.0,S,50.0,731.0,Puget Energy,3823618.0
Yrz13361,Yrzmtgvqsnrmbmmuqpowpfqs,ERTNQJHIYS,B,O,,100336.0,4.0,5.0,U,46.0,595.0,Holly,3697223.0
Sus13362,Susrbmfavflycoqtkxhnqguidrmwjk,Suuhbswvbsnxer,Q,O,9.0,14658.0,1.0,5.0,U,75.0,732.0,Ingles Markets,3225259.0
Qgz13363,Qgzusyptdjsay,Sxnpqdntefclrukdlkfkmqmblsluevwfjkkifvlzkewyjqefcflhubjpfpxufvhbfvdiysmg,V,O,5.0,7124.0,0.0,5.0,U,,568.0,McCormick,2303361.0
BDA13364,BDAWKOHNUMTZ,Dqwdmzfxrebkppbbadnxhnjjezveobdkvbaeojtownakwwquespzyoqlphavtouypdbmxxiao,C,R,9.0,329910.0,1.0,5.0,M,51.0,844.0,Tellabs,249878.0
Sbf13365,Sbffjr,Clewirshjdwmmzdsbudakxbrestoplatsjesssuttrxfjzs,,O,9.0,264203.0,1.0,5.0,S,57.0,702.0,Raytheon,2082068.0
RCF13366,RCFBTJBINAEVBBBLFFXYMMMQTQS,vupthyufgneyryiujcnhgawuewkmorkvxftinoqtonayzfzjxispkarsjlkffauisxyphkkjzcr,T,O,4.0,228938.0,0.0,0.0,,33.0,,Massey Energy,2208589.0
Nxh13367,Nxhppmwyesqhwpgyoqqkoitijs,Rditlxdygitmcqdhrbokmig,S,O,10.0,491594.0,2.0,4.0,M,33.0,565.0,"Toys ""R"" Us",1492441.0
UXS13368,UXSAAINRNBVQIKYMGDVSOYUKL,uabmruoejdqowvvtegbyuloqjwavfq,E,R,1.0,71628.0,5.0,1.0,U,88.0,615.0,O'Reilly Automotive,3845994.0
WOE13369,WOEMAMSDHXBPGUAL,Cubuyjbyntqmfukecwhjddjnvmyxevolskuneabbraoxldigcvpexrwnpgmnokefoaag,R,O,3.0,46563.0,4.0,2.0,U,69.0,648.0,Cinemark Holdings,3039054.0
Noe13370,Noeqoutvgftnzgycle,Xfnwjrvonysghqzjitxdcgariqtxzpjibktlclyjuszeyszjwsmblkvhtteppvtfwyt,,O,3.0,8641.0,4.0,5.0,M,90.0,416.0,Priceline.com,1588379.0
Zsi13371,Zsiksrxmdmebngxtylzhgooyrene,UTCZYNGNZIFXLTWUOSYMDTCXRDYLVYGQDEU,,O,9.0,483217.0,5.0,,M,99.0,629.0,Source Interlink Cos.,2417178.0
SJM13372,SJMUCN,eebfeognrwuqfjcjoui,,U,6.0,435229.0,5.0,1.0,M,22.0,836.0,Men's Wearhouse,2650526.0
Gry13373,Gryyl,WBXEXGDCXOSDCJKCXDPBVKRSVZIZS,,O,2.0,76119.0,0.0,4.0,M,31.0,467.0,,3206805.0
COX13374,COXXHKPOXBKKGHMFUMMPQVNZZOPX,MUCMJJWADXWNP,A,O,3.0,291399.0,2.0,0.0,M,6.0,789.0,Magellan Health Services,3685584.0
Ssj13375,Ssjfhckbawgprqzslecbitnuc,GRYFIOCAXUHZCUTLKTX,,O,9.0,92459.0,1.0,4.0,M,72.0,827.0,Cracker Barrel Old Country,1658297.0
SJV13376,SJVHDNDNXMUTVVPKVTMYRIUXEXDLUU,Jjncgrvpikcrrizbzaffqqnoyqhaqfesnguyxmelpiwnodnhtqiiynwwjtjcluacxpbxbt,,O,4.0,336158.0,2.0,2.0,S,57.0,452.0,Winn-Dixie Stores,1236802.0
cqh13377,cqhtefxspflbbkdamvqqoznbs,Idmfbkbhfhhbgwexqxkptlgshluwiyahapnnusynflidtkcxcsjasphtvvv,,,1.0,494412.0,1.0,5.0,M,4.0,655.0,TIAA-CREF,3232894.0
Wfj13378,Wfjexdxtsesqfuknqduvsnxfvna,,s,O,2.0,302602.0,4.0,4.0,M,38.0,521.0,,26822.0
Fra13379,Fraxp,ASSBAYLBGMBFNKZGJLRKOASHTSIBQQCNJQBQXGPAYR,w,U,7.0,494222.0,0.0,0.0,M,20.0,420.0,BearingPoint,1630569.0
Lsx13380,Lsxgjvwtohzosauhniz,jmrpvglnmzufmlhqulmccdzmkhcctuaxiyynaxjdijovlzuztbnvgahliykdramsgkkmmjkyiewg,,,7.0,329266.0,1.0,3.0,M,22.0,335.0,Weyerhaeuser,
Orq13381,Orqmveinxeejtovxs,ZCHDIRJECIMGPPSGGH,G,O,5.0,354447.0,5.0,4.0,S,81.0,565.0,Ferrellgas Partners,3195999.0
Mgm13382,Mgmatxd,Qbczhettcinpzrymmobkplihfmeedlqal,,R,6.0,167267.0,4.0,3.0,W,100.0,779.0,BJ Services,3553455.0
Prv13383,Prvdqabwkuem,LIZPLRYOKQ,B,O,2.0,220486.0,1.0,2.0,S,44.0,488.0,,509494.0
gyt13384,gytnukcebxydngfkk,npofrkxwealxljjcjyp,S,R,9.0,116629.0,5.0,4.0,M,30.0,778.0,Ashland,
Jet13385,Jetlmelvspljoinyq,Himkzwzfoomhcmihuqvwbwjovlrsstbbjvpgztxkarspwdtamu,,R,2.0,282630.0,5.0,3.0,M,23.0,377.0,Belden,386006.0
suw13386,suwckrajbvcpsabjfjkxocwhqw,Agfbtfqkivonmx,t,O,7.0,371263.0,4.0,0.0,M,26.0,813.0,Express Scripts,1370651.0
wku13387,wkungmgnppi,Bghiwkstewcxxbavmuvomyalehyyokonzdpacnuxmfpvdvzkonvlbgmauxk,,O,10.0,175688.0,2.0,2.0,M,3.0,760.0,Land O'Lakes,
Rmr13388,Rmrxemsliwgyxsxnceocgnkelip,siziuczlifbmxysgzaxxiu,F,O,4.0,302608.0,2.0,5.0,M,31.0,592.0,Sealed Air,1609839.0
ddt13389,ddtjavew,Mnazaxgykzqwmitzxakkndajyzifgansrkegpravrrxlggnxlxlnswdksembpjaluwoslluaopj,,O,3.0,108647.0,1.0,4.0,W,79.0,445.0,Delta Air Lines,
JRL13390,JRLWCLNSGYIRLOSSHSVZKDL,Ixhvjnqwuyhjdnlrihgijviotthvsogbmwjpiwswrnorjejkpelpkfahvczhhwnhlsgklx,B,O,2.0,19981.0,4.0,4.0,D,28.0,379.0,Constellation Energy,1721796.0
Bfo13391,Bfofuykl,Gzidbikyxwvbwnkgkrluovkdhtqdferkisgie,s,O,3.0,205609.0,0.0,1.0,M,85.0,532.0,Amerco,2574915.0
Oey13392,Oeyydhnvwxtoqeoqgusjqi,jcdxntovuibewhdhotyubudymuvtpkmblxzjivclcjrgvdicysegvhwzajzfmmybwddgacv,A,R,,462711.0,5.0,2.0,U,2.0,817.0,M&F Worldwide,2511005.0
SCA13393,SCANXGHUWEWFTQYLMXFT,Yzubfpymrvchhhzgbizuwspag,,U,0.0,203178.0,4.0,1.0,S,93.0,332.0,Plains Exploration,93460.0
